,A,NagC
ml_abx__dox__2,-0.6777805741,-0.8710493652
ml_abx__dox__3,-1.243863673,-0.9514102948000001
ml_abx__glob__1,0.1291099872,0.2010284524
ml_abx__glob__2,-0.992118377,0.06295168150000001
ml_abx__glob__3,-2.0032566681,-0.153712451
ml_abx__lvx__1,0.4088677197,0.1794791296
ml_abx__lvx__2,-0.9525108718,-0.14936038070000002
ml_abx__lvx__3,-2.2334303134,-0.2443261042
ml_abx__mec__1,2.5190690934,0.36094300630000004
ml_abx__mec__2,0.3134819044,0.0387955334
ml_abx__mec__3,-0.5490728139000001,-0.12642588100000002
ml_abx__mem__1,3.4056117729,0.6253498625
ml_abx__mem__2,0.8666009790000001,0.1441103179
ml_abx__mem__3,-0.4241950561,-0.29303739100000004
ml_abx__nit__1,-2.4590209972,-0.47230728850000003
ml_abx__nit__2,-1.3642386289,-0.1250989824
ml_abx__nit__3,-1.9526498358,-0.4926230126
ml_abx__ntx__1,4.366697701,0.020188908000000002
ml_abx__ntx__2,5.0967474498,0.2846672766
ml_abx__nor__1,-0.425415197,0.0325131501
ml_abx__nor__2,-1.4612660833,-0.0524203949
ml_abx__nor__3,-2.6344096222,-0.31456200160000003
ml_abx__pb__1,-1.7780747504,-0.0133402124
ml_abx__pb__2,-2.0620422982,-0.0058732307
ml_abx__pb__3,-2.5759313141,-0.026969835
ml_abx__tmp__1,-0.0583139145,-0.2093999145
ml_abx__tmp__2,-1.4531009043,-0.8173381175000001
ml_abx__tmp__3,-2.1860973926,-1.150657501
mut_abx__del_mutS_000nor__1,-0.1263650462,-0.0788636986
mut_abx__del_mutS_000nor__2,0.3305303693,-0.0926818496
mut_abx__del_mutS_000nor__3,-0.20416532310000002,0.1715455482
mut_abx__del_mutS_125nor__1,-0.0514586494,0.0791386298
mut_abx__del_mutS_125nor__2,-0.2115534801,0.0096346046
mut_abx__del_mutS_125nor__3,-0.8141618530000001,-0.0597081396
mut_abx__del_mutS_250nor__1,-0.42088590740000004,0.0889883823
mut_abx__del_mutS_250nor__2,0.2825483464,0.0746310049
mut_abx__del_mutS_250nor__3,-0.5074197696,-0.3817194682
mut_abx__del_mutS_375nor__1,-0.1156196475,0.03654992
mut_abx__del_mutS_375nor__2,0.0186022795,0.0981160321
mut_abx__del_mutS_375nor__3,-0.3925912099,0.1334099212
mut_abx__del_mutS_500nor__1,-0.4092003058,0.12681339800000002
mut_abx__del_mutS_500nor__2,-0.0795345737,0.2409600593
mut_abx__del_mutS_500nor__3,-0.1703051373,0.1753054021
mut_abx__del_mutS_625nor__1,-0.2870249056,0.5744425980000001
mut_abx__del_mutS_625nor__2,0.0863644239,0.4044277039
mut_abx__del_mutS_625nor__3,0.3095770551,0.340274065
mut_abx__del_mutS_750nor__1,-0.2284446441,0.2422209514
mut_abx__del_mutS_750nor__2,0.7066429630000001,0.6407972846000001
mut_abx__del_mutS_750nor__3,0.0309007929,0.3841535075
mut_abx__del_mutS_875nor__1,-0.0688164556,0.32273006860000003
mut_abx__del_mutS_875nor__2,0.24327450690000002,0.44744755680000003
mut_abx__del_mutS_875nor__3,0.108485858,0.4221168698
nit_yeaG__wt_Nminus__1,0.1794960294,0.0949170596
nit_yeaG__wt_Nminus__2,-0.1794960294,-0.0949170596
nit_yeaG__wt_Nplus__1,-0.8635665939,1.5853890093
nit_yeaG__wt_Nplus__2,-1.8994318264,1.265052596
nit_yeaG__del_yeaG_Nminus_24h__1,3.0518123265,0.9010431702
nit_yeaG__del_yeaG_Nminus_24h__2,-1.6673286874,1.3180772801
nit_yeaG__del_yeaG_Nminus_24h__3,-1.289910532,1.2966202502
nit_yeaG__del_yeaG_Nminus__1,0.0821080252,0.30020735330000003
nit_yeaG__del_yeaG_Nminus__2,-0.1793628331,-0.1472444671
nit_yeaG__del_yeaG_Nplus__1,-0.6764407104,1.8767604615
nit_yeaG__del_yeaG_Nplus__2,-1.4657737014,0.9560465314000001
opex__amp__1,1.0001618714,0.3733140721
opex__amp__2,1.2711520259,0.08898850850000001
opex__amp__3,0.973484035,0.16101016340000002
opex__bak_amp__1,0.0082985613,0.2036102807
opex__bak_amp__2,-0.6512833855,0.0464659173
opex__bak_amp__3,-0.2924831728,0.054183858
opex__bak_kan__1,-1.1927754441,0.0344393442
opex__bak_kan__2,-0.5554268682,0.018040718100000002
opex__bak_kan__3,-1.6014137877999999,0.036267186800000004
opex__bak_nor__1,-1.5871132009000002,-0.006234298300000001
opex__bak_nor__2,-1.2359500475,-0.0616207837
opex__bak_nor__3,-1.9091648646000001,-0.0327269508
opex__bak_rif__1,-0.6900042702,-0.2155421518
opex__bak_rif__2,-0.5413236323,-0.2249083143
opex__bak_rif__3,-0.3727188971,-0.1595602864
opex__chx_amp__1,-1.1499771237,0.10442684
opex__chx_amp__2,-0.9666585860000001,0.1037122025
opex__chx_amp__3,-1.0592285766,0.0002911518
opex__chx_kan__1,-0.6988552472,0.0800920616
opex__chx_kan__2,-0.8821824839,0.0700443313
opex__chx_kan__3,-0.7535306463,-0.013968339500000001
opex__chx_nor__1,-1.1997570102,-0.0179739997
opex__chx_nor__2,-1.3392489905,-0.09625947600000001
opex__chx_nor__3,-0.8787930382,0.0763024643
opex__chx_rif__1,-1.0558072346,0.1277448964
opex__chx_rif__2,-0.6801814884,0.1282206606
opex__chx_rif__3,-0.5961781697,-0.0079551407
opex__ctrl__1,0.26606369020000004,-0.039434212
opex__ctrl__2,-0.3610807143,0.0047349475
opex__ctrl__3,0.0950170241,0.0346992645
opex__etoh_amp__1,0.7499886068,0.12134712980000001
opex__etoh_amp__2,0.4570230134,0.1299608428
opex__etoh_amp__3,1.1928788923,0.1692410023
opex__etoh_kan__1,-0.18245932110000002,-0.0188506889
opex__etoh_kan__2,-0.1869902176,0.0066668359
opex__etoh_kan__3,0.2642840913,-0.0003937524
opex__etoh_nor__1,-0.0354847961,0.058163521
opex__etoh_nor__2,-0.1777746419,0.0427233536
opex__etoh_nor__3,-0.0856570126,0.010043644400000001
opex__etoh_rif__1,0.0649336529,-0.4017999897
opex__etoh_rif__2,0.3452350597,-0.3088540407
opex__etoh_rif__3,0.0459469817,-0.3808667187
opex__glual_amp__1,0.5442422911,0.3800373188
opex__glual_amp__2,0.7578762183000001,0.46714323620000003
opex__glual_amp__3,0.780712386,0.4589550853
opex__glual_kan__1,-1.243671272,0.1576507747
opex__glual_kan__2,-1.0307692689,0.2923478035
opex__glual_kan__3,-0.2156163402,0.1420163159
opex__glual_nor__1,-0.6965439703,0.1663074985
opex__glual_nor__2,-0.9813290484,0.22605041720000002
opex__glual_nor__3,-0.8180537405,0.026149930300000002
opex__glual_rif__1,-0.6639509348,-0.4758139756
opex__glual_rif__2,-1.0173401192,-0.6469436568
opex__glual_rif__3,-1.0818784362,-0.45343113490000003
opex__h2o2_amp__1,1.9594070662,0.2528110856
opex__h2o2_amp__2,1.9362209079000001,0.2756244131
opex__h2o2_amp__3,1.5616241712,0.2762146397
opex__h2o2_kan__1,0.4452747253,0.0032002632
opex__h2o2_kan__2,0.5956833287000001,0.028931836000000002
opex__h2o2_kan__3,1.2047604915,-0.0232380686
opex__h2o2_nor__1,0.40287924820000004,-0.1212561444
opex__h2o2_nor__2,0.8061811359000001,0.0232677643
opex__h2o2_nor__3,0.9768122454,-0.043192301700000005
opex__h2o2_rif__1,0.6904084779,-1.2028394709
opex__h2o2_rif__2,0.3066062301,-1.0622536252
opex__h2o2_rif__3,0.3158892447,-0.6645300471000001
opex__ippoh_amp__1,-1.0690924924,0.1579732002
opex__ippoh_amp__2,-0.7037589511,0.155960584
opex__ippoh_amp__3,-1.2919406126,0.20026037870000002
opex__ippoh_kan__1,-0.7348321358000001,-0.1261710857
opex__ippoh_kan__2,-0.6239685461000001,0.0483260368
opex__ippoh_kan__3,-0.8683512713,0.0466622078
opex__ippoh_nor__1,-0.6115674712,0.1486396575
opex__ippoh_nor__2,-1.6290295693,-0.0726853829
opex__ippoh_nor__3,-0.657772761,0.0600683044
opex__ippoh_rif__1,-1.4105874702,-0.3280113463
opex__ippoh_rif__2,-0.5380224954,-0.5325907878
opex__ippoh_rif__3,-0.9330268690000001,-0.4253608144
opex__kan__1,0.0052227124,-0.0048245619000000005
opex__kan__2,0.15024238780000002,0.0477222698
opex__kan__3,0.1637387868,0.0212874105
opex__nor__1,-0.7483827694,-0.07886346150000001
opex__nor__2,-0.20948621750000002,0.012249769
opex__nor__3,-0.4473095172,0.0013973842
opex__paa_amp__1,0.5626867739,0.1667205738
opex__paa_amp__2,0.4097643172,0.1679454988
opex__paa_amp__3,0.5287659919000001,0.0531480126
opex__paa_kan__1,-0.6821170064000001,-0.5089106795
opex__paa_kan__2,-0.5869540965,-0.4785625334
opex__paa_kan__3,-0.3677222627,-0.580343928
opex__paa_nor__1,0.7780268615,0.3823144986
opex__paa_nor__2,-0.130088341,0.0392043314
opex__paa_nor__3,0.549750669,0.3110995442
opex__paa_rif__1,-0.7012482723,-0.6811308656
opex__paa_rif__2,-0.3919042279,-0.5451434336000001
opex__paa_rif__3,-0.8464184278,-0.7441104423
opex__phenol_amp__1,-0.2338022203,-0.1177010894
opex__phenol_amp__2,0.6632118828,0.1889488739
opex__phenol_amp__3,-0.3092008,0.0278831319
opex__phenol_kan__1,1.3600495446,-0.147389396
opex__phenol_kan__2,0.4567357414,0.0525495724
opex__phenol_kan__3,-0.7440131763000001,-0.0356683863
opex__phenol_nor__1,-1.4740390917,0.09704822980000001
opex__phenol_nor__2,-0.2440159623,0.0717597787
opex__phenol_nor__3,-1.6498369104,0.0848461831
opex__phenol_rif__1,-1.019526813,-0.5922904487
opex__phenol_rif__2,-0.3005870191,-0.5096023477
opex__phenol_rif__3,-0.2439239269,-0.709705437
opex__pvpi_amp__1,2.3573664298,0.2049979372
opex__pvpi_amp__2,1.7908757934000001,0.1486238628
opex__pvpi_amp__3,1.8273600709000002,0.1970118667
opex__pvpi_kan__1,-0.097140559,0.0060247202
opex__pvpi_kan__2,-0.1165701019,-0.1081844461
opex__pvpi_kan__3,0.2888116089,-0.0848714736
opex__pvpi_nor__1,-0.3894303341,-0.1368457328
opex__pvpi_nor__2,-0.2579762055,-0.0128192631
opex__pvpi_nor__3,-0.1272535774,0.0452450631
opex__pvpi_rif__1,0.3163268965,-0.8089723654000001
opex__pvpi_rif__2,0.16438306360000002,-0.8160889560000001
opex__pvpi_rif__3,-0.6520828944,-0.7067791399000001
opex__rif__1,-0.4397425666,-0.6792912838
opex__rif__2,0.1177560547,-0.7204715462
opex__rif__3,0.044815617,-0.7542479990000001
opex__naocl_amp__1,0.804416354,0.4254379721
opex__naocl_amp__2,2.0088532626,0.3795817615
opex__naocl_amp__3,1.7646443626,0.2575446645
opex__naocl_kan__1,-0.7266224031,-0.1336976604
opex__naocl_kan__2,0.020791499999999997,0.0822265487
opex__naocl_kan__3,-0.328302341,-0.06621469120000001
opex__naocl_nor__1,-0.9396351463,-0.0018713111
opex__naocl_nor__2,-0.9669503792,-0.24320584280000002
opex__naocl_nor__3,-1.032905105,-0.1600941586
opex__naocl_rif__1,0.3929445324,-0.3822111506
opex__naocl_rif__2,-0.0015992795,-0.4234782749
opex__naocl_rif__3,0.2770759919,-0.4400624648
phage_lysogen__wt_ctrl__1,-0.1788974102,-0.3182022048
phage_lysogen__wt_ctrl__2,-0.2283977874,-0.1969201199
phage_lysogen__wt_ctrl__3,0.40729519750000004,0.5151223247
phage_lysogen__O104_H4__1,-2.6379329068,-0.6218123989000001
phage_lysogen__O104_H4__2,-1.3424704436,-0.21646282700000002
phage_lysogen__O104_H4__3,0.1783882117,0.6135081886
phage_lysogen__O157_H7_PA8__1,-2.3859412043,-0.8079768973
phage_lysogen__O157_H7_PA8__2,-1.4543106985,-0.1560987849
phage_lysogen__O157_H7_PA8__3,1.6250446901000002,0.9419700573
phage_resist__ygbE_oe__1,-3.832604,0.7918254929
phage_resist__wt__1,-3.6206921418,0.2231419625
phage_resist__wt__2,0.6823902967000001,-0.1474207774
phage_resist__wt__3,1.4057912663,-0.0679260153
phage_resist__wt__4,1.5325105788,-0.0077951698000000005
phage_resist__ygbE_oe__2,-3.3351463942,-0.10462966080000001
phage_resist__ygbE_oe__3,-2.8978831481,-0.10686625470000001
phage_resist__ygbE_oe__4,-2.8247062584,-0.18444712060000001
phage_resist__yahA_oe__1,-1.8350269515000002,0.0225321195
phage_resist__yahA_oe__2,-2.0231785729,-0.0435483698
phage_resist__yahA_oe__3,-1.9642648194,0.014876103600000001
phage_resist__yrfF_ko__1,0.6404857131,0.0066575811000000006
phage_resist__yrfF_ko__2,0.7623241198,0.29371856620000003
phage_resist__yrfF_ko__3,1.5070168088,-0.0169164853
pollution__wt_ctrl__1,-0.3728781776,0.0175560023
pollution__wt_ctrl__2,0.19601825420000002,-0.1367675617
pollution__wt_ctrl__3,0.1768599234,0.1192115594
pollution__wt_urban__1,1.0050309356,0.2401359595
pollution__wt_urban__2,0.4831227601,0.296816743
pollution__wt_urban__3,0.5071768152,-0.0797806019
pollution__wt_diesel__1,0.6883572502,-0.0486832211
pollution__wt_diesel__2,0.49822480140000003,-0.0094817645
pollution__wt_diesel__3,1.1311809024,-0.0985112097
pollution__evo_diesel__1,0.689443439,-0.3893294211
pollution__evo_diesel__2,2.6335411965,-0.33088856440000003
pollution__evo_diesel__3,2.8228631193,-0.5307884561
ppGpp__wt_relAtrunc_00m__1,0.6420731218,0.0030831559
ppGpp__wt_relAtrunc_00m__2,0.3489837658,0.0981872493
ppGpp__mut_delrelA_10m__1,-0.25526992930000003,0.6751000863000001
ppGpp__mut_delrelA_05m__1,-0.0130564341,0.2622063042
ppGpp__mut_delrelA_10m__2,0.3757409566,0.31619006510000003
ppGpp__mut_delrelA_10m__3,-0.2089847205,0.4926646417
ppGpp__mut_delrelA_00m__1,0.16673318210000002,0.0897854252
ppGpp__mut_delrelA_00m__2,0.2438339913,0.348891255
ppGpp__mut_delrelA_05m__2,-0.2734950984,0.521823502
ppGpp__mut_delrelA_05m__3,-0.4767903349,0.4958924897
ppGpp__mut_delrelA_00m__3,-0.2716395198,0.3272324568
ppGpp__wt_delrelA_10m__1,-1.0073007064,0.9181955595
ppGpp__wt_delrelA_05m__1,-0.7014290987,0.7361425805
ppGpp__wt_delrelA_05m__2,-1.1136096426,0.7314698132
ppGpp__wt_delrelA_10m__2,-1.1007512335,0.9329279239
ppGpp__wt_delrelA_10m__3,-1.6829701670000001,1.0261795224
ppGpp__wt_delrelA_00m__1,0.0387219736,0.048417513700000005
ppGpp__wt_delrelA_00m__2,-0.24031600600000003,-0.0963457785
ppGpp__wt_delrelA_05m__3,-1.2099834887,0.7637620624
ppGpp__wt_delrelA_00m__3,0.2015940324,0.0479282649
ppGpp__mut_relAtrunc_10m__1,0.0268016766,0.1281433071
ppGpp__mut_relAtrunc_05m__1,-0.0334629264,0.041496482
ppGpp__mut_relAtrunc_05m__2,-0.22509126140000002,-0.027098745100000002
ppGpp__wt_relAtrunc_10m__1,0.0582310536,-0.0021549705
ppGpp__wt_relAtrunc_10m__2,0.3122072754,-0.0632138611
ppGpp__wt_relAtrunc_10m__3,-0.0458747184,-0.2240744006
ppGpp__mut_relAtrunc_00m__1,-0.1209205731,0.1799257424
ppGpp__wt_relAtrunc_00m__3,0.4444728941,0.0308221922
ppGpp__wt_relAtrunc_05m__1,0.0453949614,-0.0194071029
ppGpp__wt_relAtrunc_05m__2,0.3531328859,-0.1550839894
ppGpp__wt_relAtrunc_05m__3,-0.0894665335,-0.3206476137
ppGpp__mut_relAtrunc_00m__2,0.4734645166,0.2249168843
ppGpp__mut_relAtrunc_00m__3,0.2922772138,0.2515176333
ppGpp__mut_relAtrunc_10m__2,0.08775071050000001,-0.0204792005
ppGpp__mut_relAtrunc_05m__3,-0.1397860927,0.2315649561
ppGpp__mut_relAtrunc_10m__3,-0.128899086,0.1161365585
pressure__high_pressure__1,-1.8491849624,-0.6358331887
pressure__high_pressure__2,-1.7722559788,-0.574939399
pressure__low_pressure__1,0.0462388236,0.1857156197
pressure__low_pressure__2,-0.0462388236,-0.1857156197
quantum_dots__ctrl__1,0.0742095399,-0.0978568539
quantum_dots__ctrl__2,-0.0742095399,0.0978568539
quantum_dots__cdte_light__1,0.0132315314,-0.0182232096
quantum_dots__cdte_light__2,0.30634109930000003,0.312701014
quantum_dots__cdte_dark__1,0.0667602354,-0.1242219604
quantum_dots__cdte_dark__2,-0.1317139544,0.0499784687
quantum_dots__cdse_light__1,0.1906122673,-0.1548360375
quantum_dots__cdse_light__2,-0.1066474691,0.1384805039
quantum_dots__cdse_dark__1,-0.2610903961,0.114638948
quantum_dots__cdse_dark__2,-0.0905082006,0.2258362989
raman__wt__1,-0.20294952770000002,-0.1037503361
raman__del_cyaA__1,-2.0146242478,0.3985082837
raman__del_cyaA_01mM__1,-2.9788344644,0.5087571312
raman__del_cyaA_05mM__1,-3.0315903981,0.5250037728
raman__del_cyaA_1mM__1,-1.340196438,0.10279283010000001
raman__wt__2,-0.13025279650000002,0.0295081966
raman__del_cyaA__2,-2.8447061978,0.5779232574000001
raman__del_cyaA_01mM__2,-3.4787472562,0.42079371520000003
raman__del_cyaA_05mM__2,-3.2338467388,0.1637864564
raman__del_cyaA_1mM__2,-0.9394517815000001,0.0731464913
raman__wt__3,0.3332023242,0.0742421395
raman__del_cyaA__3,-3.4849187094,0.5270614287000001
raman__del_cyaA_01mM__3,-2.9109518359,0.6177728294
raman__del_cyaA_05mM__3,-2.9671590768,0.1930274816
raman__del_cyaA_1mM__3,-1.7947052887,0.0016090099
rand_barrel__mut_nanE__1,0.0619717771,0.2818921747
rand_barrel__mut_nanE__2,-0.1817829193,0.0932032188
rand_barrel__mut_nanE__3,-1.2433516517,0.5843768387
rand_barrel__mut_pdxJ_1__1,-0.7879503479000001,0.195359356
rand_barrel__mut_pdxJ_1__2,-0.5006274499,0.3776205494
rand_barrel__mut_pdxJ_1__3,-1.0022802417,0.3881641212
rand_barrel__mut_pdxJ_2__1,-0.6463985670000001,0.1005092897
rand_barrel__mut_pdxJ_2__2,0.0571631306,0.2349053508
rand_barrel__mut_pdxJ_3__1,0.2254815253,0.1315146862
rand_barrel__mut_pdxJ_3__2,0.4114650809,0.2230006887
rand_barrel__del_serB__1,-0.0199633231,-0.0197561415
rand_barrel__del_serB__2,0.0199633231,0.0197561415
rockhopper__CV104_pHDB3__1,-0.6811605689,-0.25696020610000003
rockhopper__CV104_pHDB3__2,-0.7179063935000001,-0.3160935204
rockhopper__CV104_pHDB3__3,-0.7938481564000001,-0.4462724296
rockhopper__CV104_pLCV1__1,-0.6429989461,-0.36017426900000005
rockhopper__CV104_pLCV1__2,-0.41843437110000004,-0.4078002706
rockhopper__CV104_pLCV1__3,-0.3602272926,-0.3371179599
rockhopper__wt_lb__1,0.8822504318000001,-0.30034590920000004
rockhopper__wt_lb__2,-0.2193523541,0.0626789792
rockhopper__wt_lb__3,0.4120897009,-0.3340809038
rockhopper__wt_lb_aMG__1,0.6199896706,0.4869145472
rockhopper__wt_lb_aMG__2,-0.31588992320000003,0.0909555688
rockhopper__wt_lb_aMG__3,0.1502980875,0.0458900716
rockhopper__del_sgrR_lb_aMG__1,-1.101070081,0.8039761245
rockhopper__del_sgrR_lb_aMG__2,-0.5578652155,0.9888431080000001
rockhopper__del_sgrR_lb_aMG__3,-1.0425429738,0.842833605
rockhopper__del_sgrS_glyc_aMG__1,-2.5658878253,0.9559728353
rockhopper__del_sgrS_glyc_aMG__2,-3.4517283895,0.8530760636
rockhopper__del_sgrS_glyc_aMG__3,-1.3560568039,0.8552895336
rockhopper__del_sgrS_glyc__1,0.5446482402,-0.9426514791
rockhopper__del_sgrS_glyc__2,-0.38859298470000003,-0.7617535123
rockhopper__del_sgrS_glyc__3,-0.3402861227,-0.3799577556
rockhopper__wt_lb_aMG__4,0.22413513810000002,0.479567748
rockhopper__wt_lb_aMG__5,0.6862485888000001,0.7907236257
rockhopper__wt_lb_aMG__6,0.3489494763,0.8228195945000001
rockhopper__wt_glyc_aMG__1,-0.6062053537000001,0.6549234119
rockhopper__wt_glyc_aMG__2,-1.3137883388,0.3753007211
rockhopper__wt_glyc_aMG__3,-2.6769149191,0.29626421010000004
rockhopper__wt_glyc__1,-0.1873918101,-0.5506911926
rockhopper__wt_glyc__2,-0.1017935962,-0.7051204691
rockhopper__wt_glyc__3,-0.8058486204,-0.7607516801
rockhopper__CV108_glyc_aMG__1,-1.6914939375,-0.1057766422
rockhopper__CV108_glyc_aMG__2,-0.6778464732,0.1629531876
rockhopper__CV108_glyc_aMG__3,-2.6324942496,0.1443356705
rockhopper__wt_glyc__4,0.0265405082,0.009387171100000001
rockhopper__wt_glyc__5,0.5128431682,-0.37131192760000004
rockhopper__wt_glyc__6,-0.0895092554,0.3379663812
rockhopper__wt_glyc_aMG__4,-0.9759405017,0.1724122558
rockhopper__wt_glyc_aMG__5,-2.0108570127,0.2550414093
rockhopper__wt_glyc_aMG__6,-2.0446206958,0.2135773857
rockhopper__wt_glyc__7,0.2771271709,0.43619230340000004
rockhopper__wt_glyc__8,0.10791279200000001,0.3080893839
rockhopper__wt_glyc__9,0.29600856000000003,0.4812909893
rockhopper__wt_glyc__10,0.2424707901,0.4014869673
rockhopper__wt_glyc__11,0.0897746096,0.3107901208
rockhopper__wt_glyc__12,-0.3681343168,0.1026719524
rpoD__wt__1,-0.0982270687,-0.0810939303
rpoD__wt__2,0.1713045097,-0.0048386967
rpoD__rpoD_mut__1,1.6168581676,0.3080507011
rpoD__rpoD_mut__2,-0.9684258238000001,0.0435420622
rpoD__rpoD_mut__3,1.3062413855,0.5190633225
rpoD__wt__3,-0.0730774409,0.0859326271
rpoN_peptide__ctrl__1,-0.1331933276,0.022164717400000002
rpoN_peptide__ctrl__2,-0.10084171400000001,-0.05554053900000001
rpoN_peptide__ctrl__3,0.23403504160000002,0.0333758216
rpoN_peptide__nminus__1,-0.1085455164,-0.2686732421
rpoN_peptide__nminus__2,-0.0706750907,-0.038516220600000005
rpoN_peptide__nminus__3,0.17009763290000002,-0.048231668400000004
rpoN_peptide__nplus__1,-1.4315048815,0.7157670464
rpoN_peptide__nplus__2,-1.6202908994,0.6614141679000001
rpoN_peptide__nplus__3,-1.5288294267,0.7094750585
rpoN_peptide__s54_wt__1,-0.08444239270000001,0.3646788763
rpoN_peptide__s54_wt__2,-0.1896816546,0.2781091761
rpoN_peptide__s54_wt__3,-0.0074267621,0.41864165750000004
rsd__wt_ee__1,-0.0811269629,0.0092439691
rsd__wt_ee__2,0.0811269629,-0.0092439691
rsd__del_rsd_ee__1,0.23662655900000001,0.15432822940000002
rsd__del_rsd_ee__2,0.1886573667,0.022340319100000002
rsd__del_ssrS_ee__1,-0.097142452,0.1672222326
rsd__del_ssrS_ee__2,0.3306119912,0.2839111694
rsd__del_rsd_ssrS_ee__1,-0.0189681279,0.9959813195
rsd__del_rsd_ssrS_ee__2,-0.1549008473,1.1577605495
rsd__del_rpoS_ee__1,-0.14185071100000002,0.22826544170000002
rsd__del_rpoS_ee__2,-0.236989785,-0.1132506076
rsd__wt_me__1,0.5481732947,0.2698336185
rsd__wt_me__2,0.5530275017,0.3852341909
rsd__del_rpoS_me__1,0.3969694266,0.4814908383
rsd__del_rpoS_me__2,0.5025495849,0.6207711694
rsd__wt_ts__1,2.2490176046,-0.0120025168
rsd__wt_ts__2,1.7277092218,0.052284577400000004
rsd__del_rsd_ssrS_ts__1,1.3292249353,0.8608827628
rsd__del_rsd_ssrS_ts__2,0.7977982443,0.7218466042
rsd__del_rpoS_ts__1,2.4497754868,0.5963530069
rsd__del_rpoS_ts__2,2.5229770162,0.7438330698000001
rsd__wt_s__1,0.6473664122,-0.4229133122
rsd__wt_s__2,0.7097043635,-0.5774492403
rsd__del_rsd_s__1,1.0632724891,-0.4700741759
rsd__del_rsd_s__2,1.1365238085,-0.46727682340000004
rsd__del_rsd_ssrS_s__1,1.0736670819,0.00035641190000000004
rsd__del_rsd_ssrS_s__2,1.2151250934,0.08553671110000001
rsd__del_rsd_ls__1,1.5302171424000002,-1.4631807259
rsd__del_rsd_ls__2,1.5285067599,-1.1156025432
rsd__del_ssrS_ls__1,1.4232331351,-1.2931412117
rsd__del_ssrS_ls__2,1.301348924,-1.6291429065
rsd__del_rsd_ssrS_ls__1,1.5660349398,0.38741947330000004
rsd__del_rsd_ssrS_ls__2,1.4108683667,0.2808946232
rsd__del_rpoS_ls__1,1.8019492502,-0.1130038052
rsd__del_rpoS_ls__2,1.8038106942,0.2122430398
sdsR_ryeA__wt_3h__1,-0.5731402876,0.16855315070000002
sdsR_ryeA__wt_8h__1,-4.0512332563,-0.0776701009
sdsR_ryeA__wt_3h__2,0.5731402876,-0.16855315070000002
sdsR_ryeA__wt_8h__2,-4.2728677692,-0.0192252812
starve_series__t00_growth1__1,-0.1861943222,-0.0552723877
starve_series__t00_growth1__2,0.14847168430000002,-0.0007043020000000001
starve_series__t00_growth1__3,0.32418508430000004,0.0131152217
starve_series__t00_growth1__4,-0.2864624464,0.042861468
starve_series__t01_starve__1,4.5222218369,-0.5487040266000001
starve_series__t01_starve__2,4.5015050052,-0.8695811800000001
starve_series__t02_starve__1,6.7775831239,-0.39360475170000003
starve_series__t02_starve__2,6.0679562214,-0.4396461796
starve_series__t03_starve__1,6.0999701948,-0.41491505040000004
starve_series__t03_starve__2,6.2143449123,-0.3203188139
starve_series__t04_starve__1,5.8981063248000005,-0.5223822519
starve_series__t04_starve__2,5.6373397116,-0.6192207341
starve_series__t05_starve__1,6.1199239548,-0.5324903346000001
starve_series__t05_starve__2,5.4913323915,-0.2673797987
starve_series__t06_starve__1,5.8403433624000005,-0.41147673490000003
starve_series__t06_starve__2,5.4505983639,-0.5637106536000001
starve_series__t07_starve__1,5.5497543147,-0.6164764684
starve_series__t07_starve__2,5.6931596681,-0.5165595306
starve_series__t08_starve__1,5.668212121,-0.47984407830000003
starve_series__t08_starve__2,5.5796732703,-0.5623154021
starve_series__t09_starve__1,5.653144793,-0.4064819361
starve_series__t09_starve__2,5.606311876,-0.5066753082000001
starve_series__t10_starve__1,5.5185608526,-0.6908011296000001
starve_series__t10_starve__2,5.204590529,-0.38966941850000003
starve_series__t11_starve__1,4.7591589324,-0.2353200175
starve_series__t11_starve__2,4.5408831836,-0.4100250722
starve_series__t12_starve__1,5.1360461352,-0.6725848259
starve_series__t12_starve__2,4.9948721234,-0.6727271165
starve_series__t14_starve__1,4.5620125143,-0.5854134123
starve_series__t14_starve__2,4.2479788493,-0.4410177421
starve_series__t16_starve__1,4.2854089193,-0.5796947201
starve_series__t16_starve__2,4.4106493712,-0.6537663452
starve_series__t17_starve__1,4.0373009683,-0.7987620934
starve_series__t17_starve__2,3.744967651,-0.6878145268
starve_series__t18_starve__1,3.7898639652,-0.852277079
starve_series__t18_starve__2,4.106215928,-1.069243773
starve_series__t20_starve__1,0.0228944835,0.0741074727
starve_series__t20_starve__2,-0.2204384529,0.032261713500000004
starve_series__t21_growth2__1,-1.0442003389,-0.3140713475
starve_series__t21_growth2__2,-0.7577444564,-0.1770292045
starve_series__t22_growth2__1,0.219316899,-0.24941252230000002
starve_series__t22_growth2__2,-0.43333254190000003,-0.24103561340000002
starve_series__t23_growth2__1,-1.1518936079,-0.011709783100000001
starve_series__t23_growth2__2,-1.3173257635,0.0069967044
starve_series__t25_growth2__1,-1.2265256438,0.10051009520000001
starve_series__t25_growth2__2,-1.1300787076,0.1821166118
starve_series__t26_growth2__1,-1.1109703217,0.0254368671
starve_series__t26_growth2__2,-1.2338419464000001,0.043982560500000004
starve_series__t27_growth2__1,-1.2505694229,-0.1134248305
starve_series__t27_growth2__2,-0.8958540846,-0.1691408735
starve_series__t28_growth2__1,-0.0630623344,-0.3022238132
