,A,PaaX,Nac
hns_stpA__evo100G12_delhns_delstpA__2,-3.1403945101,-2.1078763274,-1.7101968468000002
hns_stpA__delhns_delstpA_delrpoS__1,-2.0502126901,-1.7042483009,-1.5957714511
hns_stpA__delhns_delstpA_delrpoS__2,-3.6295589283,-1.8689309929,-1.6459726481999999
hns_stpA__wt__1,-0.7462584223000001,0.2224484256,0.2290856682
hns_stpA__wt__2,0.7462584223000001,-0.2224484256,-0.2290856682
hns_stpA__delhns_delstpA__1,-0.14056357660000002,-1.6644660235000002,-1.3655022577
hns_stpA__delhns_delstpA__2,-0.6582894499,-1.2895558749,-1.4568635445
hu__wt_log_pH7__1,-1.468544231,-0.7193673353000001,-1.1789415297999999
hu__wt_log_pH7__2,-1.8585775531,-0.313865675,-0.4586691318
hu__wt_log_pH7__3,-2.7349926204,-0.322460291,-0.5224237646000001
hu__wt_lag_pH7__1,-0.3709072888,0.042044156,-0.0345201991
hu__wt_lag_pH7__2,-0.9003062302,-0.46022577280000004,-0.2402130247
hu__wt_lag_pH7__3,1.271213519,0.4181816168,0.27473322380000004
hu__delhupA_lag_pH7__1,-1.9038938606,0.0252055586,-0.7189625337000001
hu__delhupA_lag_pH7__2,-2.1821542591,-0.29881459990000003,-0.2577407544
hu__delhupA_lag_pH7__3,-0.3856101427,0.6421169914,-0.2683429724
hu__delhupB_lag_pH7__1,-1.8270226461,-0.3691975702,0.0457102098
hu__delhupB_lag_pH7__2,-1.4686099937,0.0736990282,-0.6322409511
hu__delhupB_lag_pH7__3,1.4366734405,0.6725422882000001,0.18148499680000002
hu__delhupAhupB_lag_pH7__1,-4.0231506737,0.1500370563,-0.9760131776000001
hu__delhupAhupB_lag_pH7__2,-5.2758043015,-0.4786919068,-0.5577777226
hu__delhupAhupB_lag_pH7__3,-1.1444852536,0.9006211505,-0.2331273667
hu__hupAE34K_hupB_lag_pH7__1,-0.6936692843000001,-0.1106886089,-0.051667690100000004
hu__hupAE34K_hupB_lag_pH7__2,-0.8154578242,-0.030618880900000003,-0.034596533900000004
hu__hupAE34K_hupB_lag_pH7__3,1.1562802463,0.3232153184,0.3778564183
hu__hupAE34K_delhupB_lag_pH7__1,0.0558805189,-0.2369741102,0.0143779032
hu__hupAE34K_delhupB_lag_pH7__2,-0.7137645649000001,0.0911686751,-0.10572795010000001
hu__hupAE34K_delhupB_lag_pH7__3,1.2737104716,0.7286989096,0.3075242392
hu__wt_lag_pH5__1,5.0868763103,0.2875300621,0.1295865678
hu__wt_lag_pH5__2,3.8809697332,0.4304277473,0.8462618181
hu__wt_lag_pH5__3,4.7912506711,0.8230925666000001,0.4082614653
hu__delhupA_lag_pH5__1,3.8043220974,0.2704207308,-0.0144330579
hu__delhupA_lag_pH5__2,3.8778342696,0.6836040422,-0.1072853121
hu__delhupA_lag_pH5__3,4.7317655502000004,0.5600076536,0.1405817507
hu__delhupAhupB_lag_pH5__1,2.1705272402,-0.0396317582,0.0339762679
hu__delhupAhupB_lag_pH5__2,1.0604079389,0.30365235560000003,0.44246406180000003
hu__delhupAhupB_lag_pH5__3,3.4449175217,0.8667474499000001,0.3066830866
hu__hupAE34K_hupB_lag_pH5__1,5.3239794022,0.17289377990000002,0.2882215533
hu__hupAE34K_hupB_lag_pH5__2,5.2582209512,1.0317080539,0.3025527038
hu__hupAE34K_hupB_lag_pH5__3,5.2962992496,0.9011681584000001,0.23520035020000002
hu__hupAE34K_delhupB_lag_pH5__1,5.193672288,0.3544639956,-0.1911185162
hu__hupAE34K_delhupB_lag_pH5__2,3.9515420622,0.5878360824000001,0.31631770530000003
hu__hupAE34K_delhupB_lag_pH5__3,4.7966781582,0.6168612348,0.1203611536
hyperpersistence__low_GFP__1,4.4333589238,-0.40892839000000003,1.1173367782999999
hyperpersistence__wt__1,-0.0480536287,-0.0618209314,-0.0679839841
hyperpersistence__high_GFP__1,6.1611196832,0.0966385552,1.7329568073
hyperpersistence__pth_mut__1,2.0122394256,0.2425892671,1.0077267123
hyperpersistence__pth_mut__2,2.9355363848,0.40998952200000005,1.9945576636000002
hyperpersistence__metG_mut__1,3.4956628581,0.3413602834,1.3261567315
hyperpersistence__metG_mut__2,2.0493132603,0.1961627216,0.8954716329
hyperpersistence__high_GFP__2,7.1107530598,0.0107574768,2.2564466403
hyperpersistence__wt__2,0.0480536287,0.0618209314,0.0679839841
hyperpersistence__low_GFP__2,6.0200098586,-0.0896460778,1.9948355675
kan_efg__cpxAF218Y__1,1.0164975855,0.11057726130000001,0.8537873766
kan_efg__cpxAF218Y__2,1.1249825495,0.395052634,1.284399274
kan_efg__cyaAN600Y__1,1.4167209544000001,0.2131169785,0.8946003572000001
kan_efg__cyaAN600Y__2,2.3110867643,0.6498507617,0.4386920031
kan_efg__fusAA608E__1,-0.0425207847,-0.046864196600000005,0.2243576984
kan_efg__fusAA608E__2,0.8435141180000001,-0.43745035330000004,0.134050752
kan_efg__fusAA608E_cpxAF218Y__1,-1.2246172398,0.1564694584,0.6429176311
kan_efg__fusAA608E_cpxAF218Y__2,-0.4458595863,-0.36538523510000004,0.0179187081
kan_efg__fusAA608E_cyaAN600Y__1,0.23080078950000002,-0.36380173120000003,0.38183186960000004
kan_efg__fusAA608E_cyaAN600Y__2,0.5350166958,0.203947961,0.8208167576000001
kan_efg__fusAA608E_rpoDL261Q__1,-1.1203715834,0.14713332140000002,0.8809550546
kan_efg__fusAA608E_rpoDL261Q__2,-0.8693257750000001,-0.6587630896000001,0.8699335813
kan_efg__fusAA608E_topAS180L__1,0.6521684645,0.5045596094,1.2602610227
kan_efg__fusAA608E_topAS180L__2,0.6796739716,-0.17550402910000001,1.0231512576
kan_efg__rpoDL261Q__1,-1.1802760395,-0.10883257700000001,0.0570592044
kan_efg__rpoDL261Q__2,-0.9966002190000001,0.2841270506,-0.24469446250000002
kan_efg__wt__1,-0.2208539813,-0.1548512176,-0.017601968200000002
kan_efg__wt__2,0.2208539813,0.1548512176,0.017601968200000002
lrp__wt_min_log__1,-0.1305759807,0.0540279568,0.0533632543
lrp__wt_min_log__2,0.1305759807,-0.0540279568,-0.0533632543
lrp__wt_min_trans__1,-3.2712205467,-0.8746728945000001,7.8711817609
lrp__wt_min_trans__2,-3.427618128,-0.2934466902,8.2896436494
lrp__wt_min_stat__1,5.4553086552,-0.5555933898000001,-0.1452600416
lrp__wt_min_stat__2,5.81811907,0.0161033797,1.8660679123000001
lrp__wt_liv_log__1,-0.4299508832,-0.1349906873,2.6477887585
lrp__wt_liv_log__2,-0.5116790535,-0.4580712784,2.4809856498
lrp__wt_liv_trans__1,-2.8625618551,-1.1661315913,0.200227503
lrp__wt_liv_trans__2,-3.462673913,-1.37916934,0.0753031998
lrp__wt_liv_stat__1,4.8135747811,-0.311066122,-0.397449033
lrp__wt_liv_stat__2,3.8839274124000003,-0.5191878122,0.1845716338
lrp__wt_rich_log__1,-10.2701990683,-1.665730231,-1.6284188771
lrp__wt_rich_log__2,-9.677377184400001,-1.5078544046,-1.9899861899000002
lrp__wt_rich_trans__1,-2.4088032446,-0.643037433,-0.4159260495
lrp__wt_rich_trans__2,-1.8207934016,-0.6785285443,0.0385233168
lrp__wt_rich_stat__1,4.2448915717,-0.5356514212,-0.3322596306
lrp__wt_rich_stat__2,4.6861591113,-0.1292432732,-0.12833305180000001
lrp__dellrp_min_log__1,-0.8936466116,-0.6290548482,0.0702731327
lrp__dellrp_min_log__2,-1.2127550528,-0.7613515959,-0.1692512017
lrp__dellrp_min_trans__1,-3.6059228812,-0.7735662253000001,0.9814647073
lrp__dellrp_min_trans__2,-1.9276092722,-0.2109098701,1.6615109979
lrp__dellrp_min_stat__1,5.2213860923,-0.9114773164000001,0.056734827
lrp__dellrp_min_stat__2,4.3990692211,-0.7659244458000001,-0.045448749000000004
lrp__dellrp_liv_log__1,0.4919468172,-0.0425519287,3.1067293981
lrp__dellrp_liv_log__2,0.0845579362,-0.2659127914,1.9628897977
lrp__dellrp_liv_trans__1,-1.9554847356,-0.9004878738000001,-0.19842359040000002
lrp__dellrp_liv_trans__2,-2.6624883102,-0.9778596178000001,-0.2368389223
lrp__dellrp_liv_stat__1,3.9690951755,-0.2819881697,0.2035691161
lrp__dellrp_liv_stat__2,3.9077225529,-0.2670877081,0.2635362667
lrp__dellrp_rich_log__1,-9.7854519091,-1.6701157863,-1.9147950129
lrp__dellrp_rich_log__2,-9.5380637977,-1.4983168665,-1.7117440357
lrp__dellrp_rich_trans__1,-2.9779831559,-0.6572381114,-1.0663011333
lrp__dellrp_rich_trans__2,-1.8466747659,-0.42338804560000004,-1.2954089871
lrp__dellrp_rich_stat__1,-3.9474417224,-1.6326078383,-0.3767893121
lrp__dellrp_rich_stat__2,-4.0597158734,-1.1590429038,-0.3372469052
mazF_circuit__t0__1,-0.8322569888,-0.13785457210000002,1.6120090561
mazF_circuit__t2__1,0.4300861225,-0.9274872266,-0.3475188839
mazF_circuit__t4__1,-2.6505243192,0.06995614430000001,-0.9164270296
mazF_circuit__t6__1,-2.6866010781,0.23156493190000002,-1.5689432823
mazF_circuit__t8__1,-4.2470695375,0.2961942417,0.4946491444
mazF_circuit__t0__2,0.8322569888,0.13785457210000002,-1.6120090561
mazF_circuit__t2__2,0.9716337001,-0.4243407987,-0.5224625216000001
mazF_circuit__t4__2,-0.11281784210000001,-0.2122799991,-0.5301024792
mazF_circuit__t6__2,-2.169637536,-0.028356643900000002,-1.5623899822
mazF_circuit__t8__2,-4.4583014735,0.23010274160000002,0.5448288638000001
mazF_ribo__emptyvec_mrna_5m__1,0.047190789000000004,-0.10544302430000001,-0.1078862606
mazF_ribo__emptyvec_mrna_5m__2,-0.047190789000000004,0.10544302430000001,0.1078862606
mazF_ribo__mazF_mrna_5m__1,-2.6663538895,0.0648281983,0.49993362890000004
mazF_ribo__mazF_mrna_5m__2,-2.6209759614,0.0622903094,0.8681254147
mazF_ribo__emptyvec_total_5m__1,-2.8571501487,-0.8699290681,0.3275142153
mazF_ribo__emptyvec_total_5m__2,-1.6139831204,-1.0106419734,-0.09882834630000001
mazF_ribo__mazF_total_60m__1,-7.5630274105,-1.3810070121,-0.3591067902
mazF_ribo__mazF_total_60m__2,-8.0046473927,-1.6115858098,1.4094340875
mercury__ctrl_t00__1,-0.4344688907,-0.193042236,0.0751557248
mercury__ctrl_t10__1,-0.1234307458,-0.0044215339,0.1463487534
mercury__ctrl_t30__1,-0.9243482401,0.1673098586,0.19575096690000002
mercury__ctrl_t60__1,1.2906930674,0.5536627704,-0.18905157190000002
mercury__hg_t10__1,2.1058166841,0.4363621407,-0.7919721626
mercury__hg_t30__1,3.8486819994,0.9707854509,-0.5892727357
mercury__hg_t60__1,5.7101998932,1.1780999942000001,0.37792792820000004
mercury__pma_t10__1,0.8047314256,0.28765899170000003,-0.8707888195
mercury__pma_t30__1,2.4662212819000002,0.6112231473,-0.0681245676
mercury__pma_t60__1,0.6000243727,0.0808735507,-0.1079626056
mercury__ctrl_t00__2,0.1785997384,0.0836134317,-0.1655146241
mercury__ctrl_t10__2,-0.31237283200000004,0.27020401520000004,-0.1683412362
mercury__ctrl_t30__2,-0.0402126866,0.34533583030000004,-0.0707299125
mercury__ctrl_t60__2,1.1922139836,0.4223696799,-0.5057945328
mercury__hg_t10__2,2.3993271308,0.2957090739,-1.0950726533
mercury__hg_t30__2,3.8356873333,0.9047565815,-0.13882542750000001
mercury__hg_t60__2,1.8158747305,-0.0879618835,0.1849039602
mercury__pma_t10__2,0.6138155989,0.1479197337,-0.4266070401
mercury__pma_t30__2,1.9780662652,0.4975810466,-0.2683310815
mercury__pma_t60__2,0.6250277188000001,0.2383010559,-0.7332423935
mercury__ctrl_t00__3,0.2558691523,0.1094288043,0.0903588993
mercury__ctrl_t10__3,0.014449673000000001,0.1418910719,0.2190737506
mercury__ctrl_t30__3,0.4661928187,0.6474047474,-0.027517970500000002
mercury__ctrl_t60__3,0.8704523706,0.4193616194,0.065500744
mercury__hg_t10__3,1.5733060954,0.8333309481000001,-0.6212395322
mercury__hg_t30__3,4.4241560013,0.9391943154,-0.5006046911
mercury__hg_t60__3,4.501863454,0.5591258661,0.6552122837000001
mercury__pma_t10__3,0.3019230063,-0.2809128456,-0.5620229191
mercury__pma_t30__3,1.507206138,-0.0314956704,-0.2471863014
mercury__pma_t60__3,1.2004606811,0.5405148306,-0.7667881195
ml_abx__az_lolcde__1,2.0308410028,-0.047523567600000004,-1.1769233385
ml_abx__az_lolcde__2,1.1851103702,-0.0156940313,1.40271025
ml_abx__az_lolcde__3,1.1673783253,-0.16850599200000002,-1.0455057278
ml_abx__b01__1,1.3736509484,0.315809288,-0.0814000507
ml_abx__b01__2,1.6532373135,0.4808191714,-0.2728293469
ml_abx__b01__3,0.5793364254,0.3163269729,-0.40151436770000004
ml_abx__cro__1,0.994431036,-0.0135663654,-1.2662164602
ml_abx__cro__2,0.2542095379,-0.10076030150000001,1.5886880426999999
ml_abx__cro__3,-1.4827644079,-0.5629575465000001,-1.1993312737
ml_abx__chl__1,-2.4381021849,-0.8005883014,-1.6964599767
ml_abx__chl__2,-2.7026933157,-0.6081404748,-1.5220074579
ml_abx__chl__3,-2.6807834812999998,-0.5085303872,-1.7033546309
ml_abx__cip__1,0.5735913919,-0.1435340886,-1.2658076337
ml_abx__cip__2,-0.5532539963,-0.4140465184,1.9236350874
ml_abx__cip__3,-1.6134750489,-0.3986505507,-1.3876937598999999
ml_abx__clr__1,-2.5971160552,0.2718413592,-1.5461349422000001
ml_abx__clr__2,-3.4553594654,0.2185832168,-1.9439561162999999
ml_abx__clr__3,-3.4500509173,0.1648830732,-1.9999335533
ml_abx__cst__1,1.8851237704,0.3372506702,-0.784936599
ml_abx__cst__2,1.057697209,0.368326768,2.5912352785
ml_abx__cst__3,0.8115136346,0.1130048624,-0.6636362715
ml_abx__ctrl__1,0.6615104844,0.1910279015,-1.545915817
ml_abx__ctrl__2,0.7735373956,0.049189794200000005,-1.1497302868000001
ml_abx__ctrl__3,1.2447774505,0.0104688702,2.3332399401
ml_abx__ctrl__4,0.4394097261,-0.0352969604,1.9788654265
ml_abx__ctrl__5,-1.6890117662000002,-0.1849973969,-0.6652296686
ml_abx__ctrl__6,-1.4302232905,-0.030392208700000003,-0.9512295942000001
ml_abx__dox__1,-2.8217828676,-0.4976548865,-1.3914487036
ml_abx__dox__2,-3.1410491977,-0.5020858724,-1.878794421
ml_abx__dox__3,-3.1591628709,-0.1725216776,-1.6203851155
ml_abx__glob__1,1.4499043447,0.09056948640000001,-1.1536181188
ml_abx__glob__2,1.1187657084,0.2033419009,1.8903465458
ml_abx__glob__3,-0.5485537161,-0.3583979021,-1.1702925087
ml_abx__lvx__1,0.4099428943,-0.17732774880000002,-1.8782566184
ml_abx__lvx__2,-0.9439219853,-0.24990052140000002,1.3223844493999999
ml_abx__lvx__3,-1.0378717661,-0.3339310206,-1.1408592061
ml_abx__mec__1,0.8853811425,0.052514125700000004,-1.8728252269
ml_abx__mec__2,-0.2168954125,-0.2177173349,1.9488135524999999
ml_abx__mec__3,-1.1115891295,-0.3914220829,-1.3718220918
ml_abx__mem__1,0.7073140852,0.2775933699,-1.214629616
ml_abx__mem__2,0.0416228524,-0.1797233553,1.229601287
ml_abx__mem__3,-0.9221314157,-0.36718353070000004,-1.1754776413
ml_abx__nit__1,0.7767930155,-0.1640987558,-1.2620286763
ml_abx__nit__2,-0.4783283115,0.2903796817,-1.1402583953
ml_abx__nit__3,-0.2831297048,0.4430776061,-1.0992064272
ml_abx__ntx__1,3.4578274744,-0.1341423344,-1.5337080387
ml_abx__ntx__2,4.4467709311,0.0961416707,-1.6769146097
ml_abx__nor__1,0.15689180560000002,-0.0030678036000000002,-1.3887784058000001
ml_abx__nor__2,-0.9059575438,-0.2037155917,1.1593360535000001
ml_abx__nor__3,-0.8448993769,-0.2825183303,-1.7006674442
ml_abx__pb__1,2.6907313104,0.9358792283,-0.1679737621
ml_abx__pb__2,2.617253505,0.719555948,4.217757862
ml_abx__pb__3,2.6768053062,0.8258436731000001,-0.0887608018
ml_abx__tmp__1,0.0364753326,-0.32569149810000003,-1.0420819584
ml_abx__tmp__2,-1.6899467389,-0.4015868694,-1.0954497415
ml_abx__tmp__3,-2.0057042604,-0.3509549048,-1.4114917873000001
mut_abx__del_mutS_000nor__1,1.2271750903,-0.2436028433,-0.892685481
mut_abx__del_mutS_000nor__2,0.1707130439,-0.069854702,-0.2730472004
mut_abx__del_mutS_000nor__3,-1.3978881341,0.31345754540000004,1.1657326814
mut_abx__del_mutS_125nor__1,2.5069785575,-0.0314146258,-0.4264533407
mut_abx__del_mutS_125nor__2,2.958859262,-0.2014938231,-1.1722816529
mut_abx__del_mutS_125nor__3,3.8926297076000003,-0.26468406780000003,-1.0904515092
mut_abx__del_mutS_250nor__1,4.3083848626,0.1704395166,-1.2755710454
mut_abx__del_mutS_250nor__2,2.5996269708,0.1993083795,-0.1449052408
mut_abx__del_mutS_250nor__3,5.6254391176,-0.0771157499,-0.8677287704000001
mut_abx__del_mutS_375nor__1,4.0181260967,0.3892837301,-0.7028819352
mut_abx__del_mutS_375nor__2,2.0391960818,0.43008536620000004,0.0103479579
mut_abx__del_mutS_375nor__3,3.6234787948,0.4481849565,-0.7995006330000001
mut_abx__del_mutS_500nor__1,1.8672658864,0.4330657618,-0.46356048450000004
mut_abx__del_mutS_500nor__2,2.1073052608,0.3110952604,-0.764648678
mut_abx__del_mutS_500nor__3,1.0463886224,0.43376603750000003,-0.5333769148
mut_abx__del_mutS_625nor__1,-2.8502167965,0.48560418040000003,-0.1173186274
mut_abx__del_mutS_625nor__2,-0.851745343,0.4051193252,-0.5093672875
mut_abx__del_mutS_625nor__3,0.554954131,0.4663389348,-0.4422931854
mut_abx__del_mutS_750nor__1,0.7621405553,0.3307623176,-0.5593425601
mut_abx__del_mutS_750nor__2,-0.3654533314,0.45658401470000004,-0.6932032953
mut_abx__del_mutS_750nor__3,1.1910602499,0.3739889444,-0.6248489539000001
mut_abx__del_mutS_875nor__1,-3.7074474399,0.4441377669,-0.8452244467000001
mut_abx__del_mutS_875nor__2,-1.5627100752,0.44763602610000003,-0.7367682584
mut_abx__del_mutS_875nor__3,-1.8143656093,0.484648401,-0.7339168622000001
nit_yeaG__wt_Nminus__1,1.2166057559,-0.10408790970000001,-0.3656801014
nit_yeaG__wt_Nminus__2,-1.2166057559,0.10408790970000001,0.3656801014
nit_yeaG__wt_Nplus__1,-7.0864221087,-2.508713868,-7.5441983683
nit_yeaG__wt_Nplus__2,-7.2853325492,-3.2851380436,-7.2255839001
nit_yeaG__del_yeaG_Nminus_24h__1,2.4168115267,-0.42562360860000004,0.2064307273
nit_yeaG__del_yeaG_Nminus_24h__2,-0.2678341504,-1.6969609942,0.0532915137
nit_yeaG__del_yeaG_Nminus_24h__3,2.4174295648,-1.1145002401,0.9909716522
nit_yeaG__del_yeaG_Nminus__1,0.7510388952,-0.0317211899,0.63984442
nit_yeaG__del_yeaG_Nminus__2,-2.0468899599,-0.26905184730000004,0.4253076528
nit_yeaG__del_yeaG_Nplus__1,-7.6503643154,-2.696133108,-7.2444840309
nit_yeaG__del_yeaG_Nplus__2,-7.2181732336,-3.2833263042,-7.4881940401
opex__amp__1,-1.5071612735,0.6292983906,0.4479986829
opex__amp__2,-1.0544170880000001,0.26095243690000003,0.3785534493
opex__amp__3,-0.2928260614,0.1341847665,0.1329866495
opex__bak_amp__1,1.9000528991999999,0.1733421165,0.0626371643
opex__bak_amp__2,-1.322477691,0.0268314574,1.1768085963
opex__bak_amp__3,-1.2364554886,0.1089699829,0.6733368296000001
opex__bak_kan__1,-2.3941728577,0.15815209530000002,0.7501808155
opex__bak_kan__2,2.0141845617,0.3388954175,0.718590112
opex__bak_kan__3,-1.8718557707999999,-0.1078196656,1.0747757999
opex__bak_nor__1,-0.8293828302,-0.06585350670000001,-0.1767687887
opex__bak_nor__2,-0.8662292753,-0.1722305406,0.1562343884
opex__bak_nor__3,-2.3192380402,0.22797520340000002,0.9792488161
opex__bak_rif__1,1.7482888167000001,0.7166390536,0.3748368408
opex__bak_rif__2,-1.8890765966,0.8148981148000001,1.3172680226
opex__bak_rif__3,-0.4370502577,0.3856351975,0.4044410614
opex__chx_amp__1,-0.8175676940000001,0.09898744050000001,0.4052831287
opex__chx_amp__2,-1.216492416,0.4697674451,0.46997222240000003
opex__chx_amp__3,-0.6727046921000001,0.0716327204,-0.0438006187
opex__chx_kan__1,1.0187152353,0.0770725315,0.08310764620000001
opex__chx_kan__2,0.043059128700000004,0.1953940955,0.119033894
opex__chx_kan__3,0.2446261151,0.0944735077,0.24888194660000001
opex__chx_nor__1,-0.34549533600000004,0.0864950438,-0.0232086947
opex__chx_nor__2,-1.2243817127,-0.1061119003,0.1725911215
opex__chx_nor__3,1.0306900226,0.047572581600000004,0.47016748010000003
opex__chx_rif__1,-0.2281920805,0.2099589936,0.4786695408
opex__chx_rif__2,-0.5460838947000001,0.2391346745,0.6287932070000001
opex__chx_rif__3,-0.3897089601,0.0041835276000000005,-0.1267547268
opex__ctrl__1,0.4864438259,-0.042186702300000004,-0.11530427630000001
opex__ctrl__2,0.2482737508,0.2043796403,-0.23854037560000002
opex__ctrl__3,-0.7347175766,-0.162192938,0.35384465190000003
opex__etoh_amp__1,-2.0460713032,0.0055148417,0.1054982386
opex__etoh_amp__2,-2.7988287692,0.2919031778,0.7121575845
opex__etoh_amp__3,-2.1001651421,-0.3347423603,-0.0954958176
opex__etoh_kan__1,-2.7625288253,-0.43259444020000004,-0.1245988588
opex__etoh_kan__2,-2.7398602303,-0.23172848940000002,-0.3140966206
opex__etoh_kan__3,-2.5972232849,0.3077636062,0.3316775618
opex__etoh_nor__1,-2.5397614045,0.0024831746,0.1027009913
opex__etoh_nor__2,-2.4128530793,0.3047319193,-0.021574109100000002
opex__etoh_nor__3,-2.0999802637,0.2270446627,-0.2199398237
opex__etoh_rif__1,-3.0947811776,-0.4987585263,0.17968323260000002
opex__etoh_rif__2,-2.7730545231,0.0326545989,0.3282590909
opex__etoh_rif__3,-3.1563007904,0.0870632212,0.7783279434
opex__glual_amp__1,0.2766697405,0.20177610310000002,0.10530837330000001
opex__glual_amp__2,0.16111323500000002,0.20022080550000002,0.2529838942
opex__glual_amp__3,-0.0362316024,0.2066130992,1.0741185747
opex__glual_kan__1,0.6877804150000001,0.1325262516,-0.6496246353
opex__glual_kan__2,0.3371552279,0.3172441277,0.7187627754
opex__glual_kan__3,0.1860812516,0.5445826987,0.16590912230000002
opex__glual_nor__1,0.0432314932,0.41577418390000004,0.21750073920000002
opex__glual_nor__2,0.21580372150000002,0.34188651610000004,-0.0286281001
opex__glual_nor__3,0.8053518048,0.1294289082,0.15726883930000002
opex__glual_rif__1,-1.1958694456,0.4530694934,1.2389379822
opex__glual_rif__2,-1.2610443399,0.8221183207,1.0027274324
opex__glual_rif__3,-1.5203231126999999,0.8059317891000001,1.1641430962000001
opex__h2o2_amp__1,0.9190428915000001,0.5383870763,0.6547041735
opex__h2o2_amp__2,1.2328233503,0.5822354693,-0.044668826200000004
opex__h2o2_amp__3,1.3743365129,0.2949685635,0.5012288263
opex__h2o2_kan__1,1.1759107128,0.5099913409,0.5197096036000001
opex__h2o2_kan__2,0.7959437195,0.5904615146000001,1.1035502263
opex__h2o2_kan__3,0.3536797091,0.9147190468,1.3380920761000001
opex__h2o2_nor__1,1.1818591316,0.2645845778,0.7911271535000001
opex__h2o2_nor__2,0.8835274754,0.11558835220000001,0.3442178278
opex__h2o2_nor__3,0.49609854330000003,0.6004943435,1.1570359284
opex__h2o2_rif__1,-2.505580641,0.2127540213,1.5639571396
opex__h2o2_rif__2,-2.712148007,0.6977406261,2.2965779954
opex__h2o2_rif__3,-2.8245816674,0.168199186,1.9980615225
opex__ippoh_amp__1,-0.9732228114,0.4189150131,0.2168985354
opex__ippoh_amp__2,-1.3336559803,0.2191936837,-0.0630823338
opex__ippoh_amp__3,-1.3834928627,0.3490689784,0.5443166178000001
opex__ippoh_kan__1,-1.4540202638,0.0198361223,-0.2125091382
opex__ippoh_kan__2,-1.1878277267,0.5843435652,0.5710745188
opex__ippoh_kan__3,-1.5430950281,0.3920587445,-0.6670281574
opex__ippoh_nor__1,-1.1292792562,0.5054497409,-0.9686216246
opex__ippoh_nor__2,-0.5324467656,0.3652652534,-0.0659620275
opex__ippoh_nor__3,-0.8817900674,1.2403245727,1.2968665654
opex__ippoh_rif__1,-1.9710056632000001,0.07735670830000001,-0.1678331835
opex__ippoh_rif__2,-2.1852124165,0.2710609204,-0.041216432000000004
opex__ippoh_rif__3,-2.3089879424,0.0739219087,-0.1566701858
opex__kan__1,-0.7739818930000001,0.2996459282,0.0271366085
opex__kan__2,-0.3323834963,0.3599956039,0.28022768270000004
opex__kan__3,-0.9550298180000001,0.1841298726,0.4085905408
opex__nor__1,-0.6433279671000001,0.1968756983,-0.09257402170000001
opex__nor__2,-0.8858917282000001,0.5542472704,0.4091830991
opex__nor__3,-0.6435155297,0.0782789443,0.358495279
opex__paa_amp__1,0.0850056756,0.12938767580000002,0.0365163213
opex__paa_amp__2,-0.6427259134000001,0.0437742188,-0.11402403
opex__paa_amp__3,-0.2332756699,0.1598603724,0.0456126155
opex__paa_kan__1,-1.6524358406,0.7888268307,0.9020800196000001
opex__paa_kan__2,-2.260273174,0.626521769,1.8264970348
opex__paa_kan__3,-1.3623829961,0.26667427790000003,0.7108333442
opex__paa_nor__1,-1.5279640026,0.2064676974,0.240976507
opex__paa_nor__2,-0.0819354982,0.0854146093,0.5379597744
opex__paa_nor__3,-0.5574276867,0.2768771652,0.48074034320000003
opex__paa_rif__1,-1.9730998861,0.5383243367,1.2768644805
opex__paa_rif__2,-2.0594516333,0.7218966608,1.1408729296
opex__paa_rif__3,-1.5781141330000001,0.40594289710000003,0.9195497979
opex__phenol_amp__1,-0.1980497163,0.2291818279,-0.17201317730000001
opex__phenol_amp__2,0.3413221907,-0.3969987884,1.0068233632
opex__phenol_amp__3,-0.6254731756,0.14663964440000002,0.1428981546
opex__phenol_kan__1,1.7568102107999999,0.3352784952,-1.1943450463
opex__phenol_kan__2,1.3257939472,-0.06633373690000001,-0.5553475526
opex__phenol_kan__3,0.1140619244,-0.11693775070000001,-0.19621288050000002
opex__phenol_nor__1,-1.6461745266,-1.1319643933,-0.3878830714
opex__phenol_nor__2,-0.8208610888000001,-0.4804625174,-0.0979474001
opex__phenol_nor__3,-1.7158896381000002,-0.0778947577,0.4476459582
opex__phenol_rif__1,-1.3619756303,0.2726163386,0.8461358581
opex__phenol_rif__2,-0.9801639913,0.5892458196,1.0548195182
opex__phenol_rif__3,-0.8474566076000001,0.2474372041,1.3841146621
opex__pvpi_amp__1,0.4375222454,-0.0953796667,0.3442972217
opex__pvpi_amp__2,0.6941822288,0.35153519790000004,0.6933497336000001
opex__pvpi_amp__3,-0.4193907087,0.0863831245,-0.3298904559
opex__pvpi_kan__1,-0.7262840976,0.3396817286,-0.2892797441
opex__pvpi_kan__2,0.37522869999999997,0.4562109543,0.0954188158
opex__pvpi_kan__3,-0.1178225344,0.013520686700000001,0.2487125188
opex__pvpi_nor__1,-0.211894623,-0.3055821633,0.1199404147
opex__pvpi_nor__2,0.331835628,-0.1077418531,0.3133267864
opex__pvpi_nor__3,-0.9709057999999999,-0.0968238919,0.0889660332
opex__pvpi_rif__1,-2.4734201938,0.22943612100000002,1.5486858473
opex__pvpi_rif__2,-2.0668601927,0.3806380011,1.3783155489
opex__pvpi_rif__3,-2.3650298187,0.9800353197,1.8874660623000001
opex__rif__1,-2.8265186015,0.6012686496,1.9683236070999999
opex__rif__2,-2.7315473559,0.6111982783000001,1.73789637
opex__rif__3,-1.9828445275000002,0.4140384829,1.5126079991
