,A,CsgD,FliZ,RpoS,CpxR,BtsR
SRX5388322,0.9136090576,0.1722913365,-0.1171231645,-0.0386411651,-0.235523419,-0.9512480968
SRX5388323,0.6321760716,-0.0009991503,0.0599982618,-0.0147072825,0.2769858745,-0.8337010751
SRX5388324,0.953774215,0.2932178781,0.4206287192,0.22056788130000002,0.6016827565,0.1276111044
SRX5388325,0.5513715389,-0.0961698428,-0.15508812100000002,-0.1020039368,-0.273738474,-0.8490737866
SRX5388326,0.33741123300000003,0.3816538812,0.1322760738,-0.0464676976,0.3172052365,-0.32928252550000003
SRX5388327,0.8481553787,0.37181216170000003,0.6056533703,0.1525079147,0.6103014231,-0.093607278
SRX8708326,-1.5558721727,0.0627972498,-3.7994484041,1.1489238172,-0.287963071,-0.4503178205
SRX8708328,0.1099191528,0.366257378,-1.4298794069,-0.9535574264000001,-1.3464550153000001,-2.0357055592
SRX8708335,0.2756610042,-0.12299014030000001,0.2677425986,0.3214886424,0.21689737580000001,0.7770041327
SRX8708336,-0.1128157756,-0.1623015392,0.7043172177,0.37595319400000005,0.5812559044,0.7316935024
SRX8708337,-0.27276438140000003,-0.0809656985,0.4578195906,0.25611559,0.5483017351,0.5270079240000001
SRX8708338,0.0558023062,-1.1834039398,-3.5306031369,1.0791934899,0.5877636955000001,0.7266389289
SRX8708339,-0.1187091277,-1.3611695203,-3.8709131056,1.0597051539,0.6188157392,0.7269544105
SRX8708340,-0.3626318538,-1.4344781556,-3.3967490302,1.1381206653,0.7132215321,0.5492714550000001
SRX8708365,0.1057738688,-0.7826302851,-1.2842816205,1.622170755,0.8138244361,0.6103288714
SRX8708366,-0.0601435872,-1.0659709625,-1.348233859,1.630328173,0.9000947581000001,0.6403573169
SRX8708368,-0.026208803200000002,-0.6940890863,-1.2318679667,1.6636496689,0.833051559,0.6772299048
SRX8708369,0.43634269410000004,-0.09516454220000001,-1.2590225458,1.0504523488,0.3389198409,0.9875293375
SRX8708370,-0.10421658980000001,0.1771482101,-1.0912669924,1.6193279718,0.6184361814,1.0984408949
SRX8708371,0.4557384122,-0.4121280909,-1.303042921,0.9067179905,0.41399466090000003,0.7056908949
SRX4166001,-0.7328706872,-0.2608342992,-0.179786933,-0.0149436359,-0.1415201627,0.050344201500000005
SRX4166002,-0.3215489633,-0.3854905927,-0.38066778170000004,0.11154571810000001,-0.0071671948,-0.0864703736
SRX4166003,1.0544196505,0.6463248919,0.5604547147,-0.09660208220000001,0.1486873575,0.0361261721
SRX4166004,0.09626891650000001,-0.3004874158,0.0113108422,-0.3209949751,0.08319208980000001,-0.0547348676
SRX4166005,0.9292845641,0.281551061,0.23958671150000002,-0.02566001,0.3228055849,-0.23332719340000002
SRX4166006,0.1102260617,-0.1545587981,0.6600324057,0.1234103822,0.181779601,-0.0419250342
SRX4166007,0.6236279585,-0.6048227296,0.8846831721,0.0821916754,0.4970256725,-0.29166877420000004
SRX4166008,-0.044513457400000005,0.2355638861,0.48955310430000004,-0.2718369396,0.2349562621,0.0507600824
SRX4166009,0.34144040740000003,0.31430451600000003,0.5886166151000001,-0.465081438,0.32557745200000004,0.1154408505
SRX4166010,0.6021596868,-0.1593228863,0.6772024867,0.1704232693,-0.10706829150000001,-0.4403290917
SRX4166011,1.4277243281,0.12660371480000002,0.1512781682,0.4081537698,-0.0019691942,0.9108992608
SRX4166012,1.4729466472000001,-0.1371516807,0.5460302267,0.6330009816000001,-0.1175980029,0.8651881948
SRX5000481,0.1821516758,-0.4373876537,-0.7356649648,-0.2433138481,-0.1348534868,0.0719469705
SRX5000482,0.3930109413,-0.4119604946,-0.6165969403,-0.1459609459,-0.0287215398,0.11208226360000001
SRX5000483,-0.9670797527,-0.5068039082,0.1567862774,0.5062158229,0.2126310429,-0.0989187488
SRX5000484,-0.2015666656,-0.6547843603,0.0083984588,0.24062372440000002,-0.1047768649,0.12943433840000002
SRX5000485,0.0062390964000000005,-0.0469279738,0.5829886579,0.5763279917,0.0347489458,-0.16631699860000002
SRX5000486,-1.1567851069,-0.2036148778,0.5176121738,0.4344159165,0.23003279210000002,-0.11114252740000001
SRX5000487,0.11065204490000001,-0.7595758359,-0.5040253716,-0.0340645841,-0.1974606964,0.1578313552
SRX5000488,0.47750631720000003,-0.4956476084,-0.4096989821,0.1373673007,-0.1627291303,-0.0709618918
SRX5000489,-0.2672961953,-0.120318163,0.10678169330000001,0.1618500966,-0.039899753,0.1225723304
SRX5000490,-0.1886672884,-0.0206872603,-0.1330816226,0.23008524330000002,-0.0159636591,-0.1065410937
SRX5000491,0.11190572300000001,-0.4965461753,-1.4912864493,0.11888536670000001,-0.1787613647,-0.1413295043
SRX5000492,-1.5033756113,2.7396362891,0.8159669354,2.2058783281,1.4294768494,-0.61326364
SRX5000493,-1.1423041897,2.7902748566,0.5085675547,1.5463929589,1.2400581258,-0.505711765
SRX5000494,-0.8467539862000001,2.6486960475,0.9176027185000001,1.5465523339,1.2873618237,-0.5351039595
SRX5000495,-2.0911506191,2.5273813703,0.3843269731,2.1491733149,1.4912675401,-1.0184636975
SRX5000496,-1.310455909,2.8242183877,0.7927620906,2.1329357684,1.5377929716,-0.618391545
SRX5000497,-0.1848032489,0.0100578326,-0.053449595600000004,0.0210148894,0.06401862430000001,-0.06998232480000001
SRX5000498,-0.1407399357,-0.20198907060000001,0.1484686859,-0.0068872937,-0.0549245478,0.08948328130000001
SRX5000499,-1.6562012714,2.5535933415,0.6879177464,1.4982614116000001,1.2980342705,-0.45520653200000005
SRX5000500,0.32554318460000004,0.1919312379,-0.0950190902,-0.0141275957,-0.009094076500000001,-0.0195009565
SRX5000501,0.000774562,-0.8851643016,-0.9803738797,-0.1514425049,-0.2559520376,-0.0166874284
SRX5000502,0.7207769265,-0.3811478166,-0.535782317,-0.2520101652,-0.39384880050000004,-0.0078652179
SRX5000503,0.5614547808,-0.7508992084,-0.39755280660000003,-0.2119717838,-0.3331579579,0.0385546946
SRX5000504,0.3355636709,-0.614278687,-1.4769585398,-0.2789532087,-0.1315206731,0.0830759006
SRX5000505,0.2722303236,-0.6459055182,-1.9489168919000002,-0.3180199752,-0.1086332706,0.1299773662
SRX5000506,0.0045109525,-0.6145150825,-1.5334548212999999,-0.3447651923,-0.18029110680000002,0.1058304828
SRX5000507,0.0379850585,-0.3312697134,-0.7935164793,-0.1675624218,-0.0080249297,0.18756615840000002
SRX5000508,-0.1735408071,0.041528750100000004,-0.9489875224000001,-0.13752596250000002,-0.055697279,0.20999164010000002
SRX5000509,0.6948629308000001,-0.522482691,-0.7140793663,-0.39964953610000004,-0.15564586660000002,0.10935946610000001
SRX5000510,0.5342073446,-0.3159205735,-1.0759944732,-0.33649330590000004,-0.3210653231,0.186228909
SRX5000511,0.0079681006,-0.1680405374,-1.2113010685,-0.4368011885,-0.3018128619,-0.0019013787
SRX5000512,0.5861608514000001,-0.5140393215,-0.13648663390000002,-0.00044558360000000003,-0.3278982825,0.0789481781
SRX5000513,0.7718262597000001,-0.9232283251000001,-0.489825451,-0.0794965262,-0.23116548850000002,0.29008704700000004
SRX5000514,0.9155482832,-0.7887836542000001,-0.5331067194,-0.27334394170000004,-0.367299237,-0.21068357570000001
SRX5000515,0.32357029530000003,-1.1007590643,-0.9304929717,-0.18113965310000002,-0.2428153513,0.0020825893000000002
SRX5000516,0.1770397981,-1.3218582046,-1.0100421178,-0.31204513370000003,-0.29034179860000003,-0.0556775656
SRX4124772,1.0609409208,-0.3121145449,0.1494594121,-0.49517866,-0.34374438,-0.195714199
SRX4124773,0.9271300688,-0.8002741613000001,1.0313208573,-0.6850216894000001,-0.23799523320000002,-0.43371540280000004
SRX4124774,0.3935937075,-0.2231058636,0.4408485761,-0.0589104713,-0.0466259818,0.09483283170000001
SRX4124775,-0.3935937075,0.2231058636,-0.4408485761,0.0589104713,0.0466259818,-0.09483283170000001
SRX5323946,0.20546187970000002,-0.0279506007,-0.2021202091,-0.0021173035000000002,0.0227504236,0.0942181205
SRX5323947,-0.20546187970000002,0.0279506007,0.2021202091,0.0021173035000000002,-0.0227504236,-0.0942181205
SRX5323948,-0.022526783,0.6489952023000001,-1.0723295547,0.016984035,0.1937052901,-0.0401294645
SRX5323949,0.26820189040000003,0.5821280066,-0.12577612330000001,0.35789443460000003,0.1777448465,-0.051212023100000004
SRX5323950,-0.0007848473000000001,0.38397972340000003,-1.2472647013,-0.1741824068,0.1447525507,-0.0209294062
SRX5323951,-0.0520124843,0.34986318380000003,-0.5479985727000001,-0.0020415394,0.1638951529,0.0995988627
SRX5323952,0.3321940634,0.09695722,-1.1485730364,-0.15829524220000002,0.057156976400000004,-0.2645082978
SRX5323953,0.2068575507,-0.0007253846,-0.9382673562,0.1624624264,0.1705298794,-0.10205751980000001
SRX5323954,0.4455520958,0.493626612,-0.9869191338000001,0.1004713727,0.26621517510000003,0.07224696300000001
SRX5323955,0.07497784290000001,0.6120551333,-0.5818560766,0.16673926790000002,0.2259507932,0.21338672860000002
DRX093856,-0.603171185,0.07391534670000001,0.1163858504,0.4140839995,0.1437116718,-0.4590333896
DRX093857,-1.2807716336000001,1.8048683887,-0.9545939210000001,2.399324073,0.7389055753,-1.7097757322
DRX093858,-0.9087204186000001,2.1582992297,-1.6039321603999999,2.2966458556,0.8028341209000001,-2.1078494821
DRX093859,-1.6509051381000002,0.8451874223,-2.411965384,1.7371900122000001,0.7882439178,-2.3919181567
DRX093860,0.48285053850000004,-0.5776915411,-1.5286266698,0.6600899788,0.038514038,-1.1247752484
DRX093861,0.09906135070000001,0.1418011945,0.0847290096,-0.1946585503,-0.1738662508,0.1764061639
DRX093862,-1.0798148643,2.1346055863,-1.1898346776,2.4262228295,0.9246334297000001,-1.9213980913
DRX093863,-1.1706831873,2.6325227783000003,-1.9173510904,2.1541754593,0.6333198047,-2.2160331173
DRX093864,-1.4901695878,0.8053614753,-1.4757953901,2.1176443595,0.7619889201000001,-2.2781688577
DRX093865,0.6460688645,-0.4359090504,-2.4397217895,0.4308034315,-0.0425945865,-1.6555106384
DRX093866,0.5041098343,-0.21571654110000002,-0.2011148599,-0.2194254492,0.030154579,0.2826272257
DRX093867,-0.8456924721,2.4549242129,-1.285826281,2.3681153355,0.7002719820000001,-2.269362735
DRX093868,-1.1828531029,2.4156266567999998,-1.9433449325,1.8514521350000002,0.7126242151000001,-2.6704793299
DRX093869,-2.0118852405,0.5184579065,-2.834784106,1.821659723,0.6372868053,-2.8081653569
DRX093870,1.269099664,-0.688963855,-1.775611932,0.5715693014000001,0.0374280794,-1.3241376609
SRX6366242,-7.8748964749,-0.4519871219,-0.1199622456,-0.1459378677,0.717327939,1.0078994463
SRX6366243,-7.1358854821,-0.22366129810000002,-1.3986328352,-0.13052813970000002,0.32563080110000003,0.7598800371000001
SRX6366244,-5.8183476095,-1.850057402,-1.1927431597,-0.001747276,0.5151128172,0.5133099516
SRX6366245,3.7297360296,0.7954314815,-0.1227141746,-0.0193306954,0.4294303598,1.0050573726
SRX6366246,1.392390352,0.9261304297,-0.1821972556,-0.2676889966,0.5092063624000001,1.3921752578
SRX6366247,3.8376818131,-1.7244629917,-0.9087891652000001,-0.27012411740000003,0.0022622435,0.2821615447
SRX6366248,1.7743706059000002,0.4537857752,-0.2105412317,-0.0430051467,0.12098062,0.9142580134
SRX6366249,0.8102563601,0.596327679,-0.5505334973,-0.3205679647,0.11308617030000001,0.4534283912
SRX6366250,-1.5384508464,0.6298116364,-0.054744063200000005,-0.2565512454,0.5663568732,0.3682564413
SRX6366251,0.2843578067,0.8619705883000001,-0.2822442872,-0.3164682401,0.3465683472,0.9411588591000001
SRX6366252,0.483492625,0.0800315931,0.3799078457,0.10509101900000001,-0.1951549207,0.0825340167
SRX6366253,-0.483492625,-0.0800315931,-0.3799078457,-0.10509101900000001,0.1951549207,-0.0825340167
SRX254739,-2.387426181,-4.549640995,-3.181826173,-2.373244374,-0.42864875610000003,-1.516624749
SRX254740,-2.8594630757,-4.3650122797,-3.7360575179,-2.4959513933,-0.5118606595,-1.50813456
SRX254741,-2.9841760721,-4.6851519212,-3.8705001172999998,-2.4748125282,-0.5769585448,-1.6802959323
SRX254742,-2.4926692267,-4.4943820059,-3.1028718734,-2.4691800849,-0.6239350127000001,-1.282804658
SRX254743,-2.5603152311,-4.6879570541,-3.7347392260000003,-2.4427920557,-0.5690728834000001,-1.4511232825
SRX254744,-2.7633901881,-4.5100723905999995,-3.5077233537,-2.4424174764,-0.601988772,-1.2423992561000001
SRX254745,-2.6862294822,-4.557541549,-3.5055537222,-2.7333867357,-0.7894902877000001,-1.6682739307
SRX254746,-1.8653230095,-4.2851131943,-3.6020368098,-2.569872578,-1.0214879791,-1.1980679352
SRX254747,-2.7880035860000003,-4.6286841493,-5.6592645189,-2.466104563,-0.9175960660000001,-2.0027646536
SRX254748,-4.6293181993,-5.066565645,-4.3777853537,-1.5646125638,-0.37501931780000003,-1.1960393937
SRX254749,-2.5542324976,-5.0116230684,-4.5318511038,-1.1485833326,-0.6803453221,-1.3234211423
SRX254750,-3.4630750072,-4.9232978646,-4.6120617894,-1.7206434247,-0.6777660804,-1.399374668
SRX254751,-3.3300839674000002,-4.0242586814,-4.5027179441000005,-0.2783557541,-0.2871004375,-1.8177361975
SRX254752,-3.5880321441,-3.321128832,-3.1739936034,-0.4467517999,0.08974837620000001,-1.5713523084
SRX254753,-4.3770336265,-4.1964255059,-3.4786122383,-0.19843931880000001,-0.2123621201,-1.6422078472
SRX254754,-4.7185272072,-2.8417465353,-1.5344935074000001,0.0860430848,0.3982056591,-1.2374850936
SRX254755,-4.4399687879,-3.2078695744,-2.2630534015,-1.0350482357,0.3546418727,-1.8258493152000002
SRX254756,-5.5564017294,-4.2823374061,-2.1317073864,-1.0095980318,0.4016641164,-1.1200049895
SRX254757,-3.3183951052,-4.6609123502,-3.0567205852,-0.9143233439,-1.3328710314,-0.748027348
SRX254758,-2.1822289981,-3.9998514193,-3.0656692619,-3.0304844096,-1.0793868462,-0.9035527189
SRX254759,-0.8324188689,-5.3554449327,-2.6210277282,-2.3502445857,-0.8148903448,-1.3173237713
SRX254760,-4.5957975016,-4.8927505445,-4.5305574416,-0.8860022938000001,-0.07095020290000001,-0.9370296730000001
SRX254761,-2.6614745533,-4.5889866918,-3.9358017322,-1.1232635512,-0.3376912423,-0.8509597497
SRX254762,-3.3122562355,-4.9511046932,-3.6581302414,-0.9246950864000001,-0.1981510371,-0.8146400618
SRX254763,-3.0959092871,-3.1560642156,-1.4886271867,-0.36130519450000004,0.1672211018,-0.3428115174
SRX254764,-1.0597751872,-1.8421774951,-2.6690360845,-1.4953407894000001,-0.1139160786,-0.4066729204
SRX254765,-6.0681396641,-2.9466673168,-3.9026676142000003,-1.5915028724,0.0693027286,-0.1345528092
SRX254766,-3.3685702826,-3.776812311,-2.1938840833,-1.8000524281999999,-0.8394929949000001,-0.6485043957000001
SRX254767,-3.649199241,-3.5235275121000003,-2.7674255527,-2.666803664,-0.9964081429,-0.5939815223
SRX254768,-2.9486701908,-3.6342621019,-2.6085055488,-2.7083049772,-0.9727016618000001,-0.6772747033000001
SRX254772,0.3576582612,2.5683892293,0.0960635557,1.7195673503000002,0.6176880913,-2.2622250360000002
SRX254773,-2.2087335913,2.9177008051,0.4695667954,2.4021301992,0.2638110354,-2.4392315773
SRX254774,-5.6074420314,2.8634950645,-0.1605609685,2.2073355249,0.9844625056,-2.2133538473
SRX254775,0.8999869187,0.5783709650000001,0.9599719793,0.7896476372,0.0051695115000000005,-0.3447742401
SRX254776,-0.2043946324,0.2694195038,0.5354318809,1.188102589,-0.0984089922,-0.5908520057000001
SRX254777,1.0824635368,0.6243161556,1.5416638898000001,0.8891834466,0.150671361,0.5591585815
SRX254778,-1.1278336656,2.2460918307,0.9456167679,1.621948329,0.6872715346,-0.6263326907
SRX254779,-2.6465503415000002,2.3394331079,0.1716347044,1.9996245905,0.6187646647,-1.4275321628
SRX254780,-4.250418198,2.2831369298,0.6506469819,1.9175695834000002,0.9767385517,-1.650220305
SRX254781,1.3527365512,2.1323538831,0.9014201198,0.817009371,0.8682049903,0.43462458800000003
SRX254782,-0.026908530200000003,2.4337691198,0.2810147476,1.1626846606,0.9191038763,-0.2262396037
SRX254783,1.08839321,1.8852658909,1.159145476,0.6022353714,0.6241298486,0.5537063281
SRX254784,2.6751679673,0.8875792126000001,1.1069230395,0.2890922358,0.0571242723,0.9013293631
SRX254785,1.92823152,0.9094625306,0.5994290529,0.9195535796000001,0.19340716230000002,0.4931707207
SRX254786,1.1707631729,1.2140646636,0.48481499910000003,0.5176521782,0.08920076960000001,0.1396368893
SRX7136401,0.06885281580000001,-0.8927808459000001,0.0437810596,0.0174765734,0.0356838125,-0.266369593
SRX7136403,0.6697733571000001,0.3642424443,-0.2095957591,-0.009966389800000001,-0.1396794777,0.3914926553
SRX7136405,-1.2550573419,1.3259268228,5.7248722824,1.0669382807,0.9872600992,2.033762655
SRX7136407,-0.5139356575,0.7296255249,5.8195086612,0.9450229699,1.3778900317,1.1763741141
SRX7136409,-1.4466151956,1.5929627138,5.8637001033,0.9527041690000001,1.1054042032,1.432142018
SRX7136411,-0.7386261728,0.5285384016,0.1658146995,-0.0075101835,0.1039956652,-0.1251230623
SRX3754949,-0.4832972285,0.0901347091,-0.1491553584,0.0565770898,0.0599166633,0.0147332235
SRX3754950,-0.3277397935,-0.0297670113,0.0806988981,0.0280506574,0.0164000332,-0.0555040737
SRX3754951,0.811037022,-0.0603676978,0.0684564602,-0.0846277472,-0.0763166965,0.0407708502
SRX3754952,-0.187673117,0.1985621163,0.0778162401,0.0888582535,0.0122453328,-0.053037252300000004
SRX3754953,-0.3089654338,0.1539871646,0.116188339,0.0564971266,0.0073923599,0.1546787103
SRX3754954,0.46681269300000006,-0.0620051875,0.30456925420000003,-0.0300399885,-0.0974270326,0.1329922315
SRX3754955,-2.3686663053,-2.3082875852,2.2272594523,-2.745274184,-0.8722222762,1.3527492801
SRX3754956,-2.1943639507,-2.288219116,2.1948892413,-2.7439041613,-0.9925531969,1.2977861991
SRX3754957,-2.1028715903,-2.3013977185,2.2802098348,-2.7750574036,-0.9176245746,1.3339968179000001
SRX3754966,-0.9672938379,-0.1604053162,-0.2436827732,-0.1260632258,0.037496638900000004,-0.09837702350000001
SRX3754967,-0.9043787202,-0.18621343740000001,-0.2098956059,-0.09416479030000001,-0.0189888708,-0.1710143244
SRX3754969,-0.9789666873,-0.0130305173,-0.23711809650000001,-0.3154801144,-0.027260825800000003,0.0119184259
SRX1424798,0.10126876500000001,0.3090465598,0.0424724874,0.0691230146,0.0357775862,0.0857426471
SRX1424799,-0.10126876500000001,-0.3090465598,-0.0424724874,-0.0691230146,-0.0357775862,-0.0857426471
SRX1424800,0.2480194704,-0.016847628400000002,0.1081338387,0.1863535608,0.25032816890000004,0.4300389221
SRX1424801,0.38162072350000004,-0.1363338866,0.0103989172,-0.2782638174,0.10020781050000001,0.21655610420000002
SRX1424802,1.163585318,0.057247099100000004,0.20227637410000002,0.5575771193,1.0754672104,1.1109709467
SRX1424803,-0.1254995967,-0.2354668524,0.0030493996,0.3338455225,1.0319318837,1.1385932552
SRX1424804,-0.3863460475,0.40329850580000004,0.9372201685,1.4601972966,0.7254862087,-0.4240897172
SRX1424805,-0.6973968155,-0.2546356895,0.7360516999000001,1.6889628481,0.7918733297,-0.3954848412
SRX1424806,1.2112729091,0.21409660900000002,0.045938133000000006,-5.5813733639,1.0228706422,1.4993139878
SRX1424807,1.7850735441,0.18094521100000002,0.0415653105,-5.7257479064,1.1261981212,1.5188025185
SRX1424808,1.0824615166,2.755872049,-0.2150898313,0.9577946779000001,0.2836332303,-1.2075709931
SRX1424809,1.1919835342,2.6002503541,0.0539811792,1.036078499,0.21369325600000003,-1.1270117397
SRX1424816,3.3240348624,3.5917090654,0.31717422440000004,-2.6363265456000002,0.2027510038,-0.186062039
SRX1424817,3.9260974245,3.6057862868,0.7611495125000001,-3.4468190392,0.3571147448,-0.0429891514
SRX1424818,0.1656065358,3.7760672554,-0.1461242397,0.3304707254,-1.0900769397,-1.3667801535000002
SRX1424819,0.2652668171,4.0389558808,0.12204531660000001,0.43215976640000003,-0.8322037705,-1.5215331027999999
SRX1424824,0.5497554388,4.3826614853,0.8194766697,1.9877141265,-0.1438210126,-1.0164923533
SRX1424825,-0.012623296800000001,3.8039957717,0.3482953035,2.06780527,-0.051375110200000004,-1.2534777743
SRX1424826,4.8852513314,4.8901811673,0.5707423175,-5.6119542399,-0.2370951526,-0.8918703087000001
SRX1424827,4.1584826595,4.6503119517,0.4582830808,-5.8423347759,-0.1253018346,-0.7596112153
SRX1424828,0.9122955537,3.3959317643,0.30006783260000003,0.5579692054000001,-0.3911883842,-1.1223667179
SRX1424829,1.0932837149,3.0062776883,0.225818755,0.4616365456,-0.4937415191,-1.2359143821
SRX1424830,2.0463783933,2.5696011927,0.3535765196,0.5051351337000001,-0.5580784148,-1.4922124761
SRX1424831,1.0564780309,2.3082390064,0.2675218909,0.5051997424,-0.5198392568,-1.3526160704999999
SRX1424834,1.5519555795,2.7502114325,0.6084148168,1.5527850871000002,-0.1268847517,-0.8700573697
SRX1424835,2.061683541,2.8108952345000002,0.9829191286000001,1.437596027,-0.1653573858,-0.6982598896000001
SRX1424840,3.8246748945,1.2952606866,-0.44730013500000004,1.0307075964,-0.7605216432,-0.569912171
SRX1424841,4.9776902978,1.2895091798,0.2157875059,0.693432622,-0.7497590563000001,-0.1831210876
SRX1424842,3.22839638,0.8934557133000001,0.151150524,0.802391139,-0.0864465506,-0.1855601222
SRX1424843,3.6184810439,0.8139113613000001,-0.0785320347,0.3138153546,-0.2401197622,-0.42275119780000003
SRX1424844,2.1385409961,0.45982379500000004,0.8004574375,2.8254353854,-0.1541478624,-0.1294279462
SRX1424845,1.382564681,0.5470442033,0.38252591820000004,3.1626229327,-0.1193973435,-0.1688485176
SRX1424846,2.484672867,2.9122102327,0.6112372826,-4.1650761082,-1.2856068811,0.129833461
SRX1424847,2.2758855029,2.9243928605000002,0.5913157184,-3.0448556455,-0.8111629515000001,0.3000794724
SRX5060277,-0.2933426758,0.751758256,0.4287741664,0.6057656301000001,0.17615693870000002,-0.0376211183
SRX5060279,0.2846848808,2.7964681439,-6.1615644884,0.9964218241,-0.4177416022,-2.49179049
SRX5060281,0.2933426758,-0.751758256,-0.4287741664,-0.6057656301000001,-0.17615693870000002,0.0376211183
SRX5060283,0.7338102280000001,2.0796483215,-6.9400133318,0.9005725640000001,-0.2668244876,-2.2629951733
SRX5936089,0.18325753720000001,0.0672795341,-0.0800954059,-0.0494246002,0.014846436000000001,-0.1413530195
SRX5936090,-0.4170307817,0.4069770046,-0.0119341134,0.3250839017,0.1229994073,-0.2131837229
SRX5936091,0.1726773267,0.2719067335,-0.11466198450000001,-0.044937484900000005,0.1611650587,0.0221996785
SRX5936092,0.061095917900000005,-0.7461632722,0.2066915038,-0.2307218167,-0.299010902,0.3323370639
SRX5936093,0.4280453027,-1.5418741991,-0.07612900210000001,1.4132503523,0.1347401993,1.2372916592
SRX5936094,1.1412071308,-2.0414395056,-0.5627111933,1.8310143856,0.193257906,1.2410676634
SRX5936095,1.8589292631,-1.5604072697,-0.4238416868,1.9834829578000002,1.1737939384,-0.33044568090000004
SRX5936096,2.1012043232,-1.8308696338,0.1405886789,1.8564867267,1.1208065475,-0.1790866323
SRX5936097,2.4914511058,-0.1778206126,0.7677684984,1.5082118495999999,1.0616612511,-0.4512594072
SRX5936098,2.0419825074,-0.2872955085,0.9846005153,1.7303818525999999,1.2336044563,-0.8358303091
SRX5936099,1.8812180825,0.2719341174,0.8937009699,1.0139271353,0.9521145724000001,-1.26806554
SRX5936100,1.6733927878000001,-0.006259815,0.2732412621,1.4665190075,0.9204842877,-0.6145368477
SRX5936101,2.553691698,-0.4084212977,0.7832467432,1.1059995785,0.6598419693,-0.5100661039000001
SRX5936102,2.2503564221,-1.1838044944,-0.11381112680000001,1.3754092768000001,0.7877491393,-1.1066716304
SRX5936103,1.8707085209,-0.7966949164,0.44216058700000005,0.8201197469,0.1332692282,-0.5901466594
SRX5936104,2.4608076026,-0.9775355295,0.1198765465,0.6407955769,0.12543862420000002,-0.7561473454000001
SRX5936105,2.8847838340000003,-1.4489849999,-0.48154969610000004,0.1793634335,-0.41428044750000004,-1.1556750957
SRX5936106,2.4107680217,-1.5305640011000001,-0.0780289838,0.5665861573000001,-0.3350756683,-0.9973672216
SRX5936107,2.7483630584,-1.9185303711000001,0.15839163480000001,0.26519346850000003,-0.4162930447,-1.0612565846
SRX5936108,1.9747450272,-2.0994655218,-0.3821591492,0.3958972737,-0.4394824654,-0.9987453015000001
SRX5936109,1.912990015,-2.1952169261,-0.1212835278,0.5883044162000001,-0.5726536803,-0.9754823291
SRX5936110,1.9901358777,-2.329684177,-0.1810435413,0.21102673260000002,-0.5481899708,-1.3930364127
SRX5936111,2.2074879626,-2.478145275,-0.7910368985,-0.09207658610000001,-0.7719706739000001,-1.0549975266
SRX5936112,1.8049240934,-3.2235165246,-0.6105185009,0.24790343380000002,-0.8066003703,-1.466201924
SRX5936113,2.2454666328,-2.9612344276,-0.4026861465,0.32098143830000003,-0.7750395564,-1.2273424076000001
SRX5936114,1.788528625,-2.832121676,-0.048483256200000005,0.40802398440000004,-0.6285387943,-1.0319923994
SRX5936115,2.2506989046,-2.613165794,-0.2750877091,-0.4077978564,-0.9099169407000001,-1.2416215082
SRX5936116,1.7435781784,-2.3641926377,-1.0166088051,0.0439626796,-0.8517991378,-1.1523647667
SRX5936118,2.0750083883,-2.5160600429,-0.1581999536,0.3715201365,-0.8379179126,-0.6538923021
SRX5936119,2.1879712772,-2.9032206990000002,-0.47280511020000004,0.8854455315,-0.9264968884,-1.1297317547
SRX5936121,0.8905700357,-1.7627121341,-0.1316017358,1.0418731134,-1.0994784529,-0.9266514446
SRX5936122,0.6535068326,-1.9725423525,0.3040416787,0.9789681670000001,-1.0873363112,-0.6710135827
SRX5936123,0.6064863609000001,-0.9420446035000001,-0.13527743450000002,1.1670302936,-0.6985366924,-0.37991800740000004
SRX5936124,1.7605609590000002,-1.3236203924,0.4213933528,1.4096692552,-0.7384791589,-0.16532432390000001
SRX5936125,0.8531481821,-0.8614931490000001,-0.8259099173000001,1.1502919242,-0.9109615566,-0.873168687
SRX5936126,2.1699941248,-0.7122464353,-0.150969515,0.8564049618,-1.3346589565,-0.38561988700000005
SRX5936128,-0.3911106971,0.2377186772,0.1271579576,0.13144351340000002,-0.3599174757,-0.1982528194
SRX5936129,-0.4793438311,0.2181234017,0.1008611071,0.30361481970000004,-0.1465430711,-0.6068108958
SRX5936130,-0.5740790895,-1.1840935577,-0.9579440749,0.2744457372,-1.1329132002,-0.6865613723
SRX5936131,-0.56880886,-0.4783991761,-0.22796002,0.5152601946,-0.8988650448000001,-0.9497714494
SRX5936132,-0.21763395160000001,0.32986830980000004,0.4004101912,1.448017448,-0.2363789252,-0.7428069915000001
SRX5936133,-0.0694947598,-0.6503535811000001,-0.5914056845,1.7789350446,-0.4522464484,-0.7298191519
SRX5936134,-0.12077374190000001,0.3272935108,0.048154842,0.752750196,-0.36188425550000003,-0.286653522
SRX5936135,-1.025051559,0.35527572690000003,0.5282246211,0.8383092132000001,-0.33427891190000003,-0.7422770918
SRX5936137,-1.4192738909,-0.9098737371000001,-0.0082136132,1.2310382207,0.3328474652,-0.5872928481
SRX5936138,-1.7533715657000002,-1.2737429582,-0.2701168866,1.3411167455,0.3455370538,-0.8382957141
SRX5936139,-0.7110008307,-1.9998003460000002,-0.0219772085,0.9260980699,0.13945313750000002,-0.5645422578
SRX5936140,-0.8276768608,-2.6730589519,-0.8701623732,1.2464128133,0.2241293509,-0.2308422532
