,A,AraC,FucR,ExuR,AllR
opex__paa_rif__3,1.2494420655,0.0469062102,-0.5968838509000001,-0.0911150592,-0.8099570385
opex__phenol_amp__1,-0.9114360879000001,-0.8298554611000001,-0.2702867451,-0.6371961504,0.20051203310000001
opex__phenol_amp__2,0.8051280392,-0.5387098748,-0.13014703960000001,-0.0473686602,0.2318121883
opex__phenol_amp__3,-0.0770796381,-0.4364570323,0.0107426575,-0.5980371013,0.2958640387
opex__phenol_kan__1,-0.23462459060000002,-0.39586773280000004,-0.3881572224,0.034908553200000005,0.3201797648
opex__phenol_kan__2,-0.054298250400000005,-0.43375418120000003,-0.7661937269,0.0206975212,0.42837444680000003
opex__phenol_kan__3,-0.2845724282,-0.0136140084,-0.0413469673,-0.40209027070000003,0.1209810832
opex__phenol_nor__1,1.1164032031,-0.8407952176,-0.1067465939,-0.7661800063,0.19910531750000002
opex__phenol_nor__2,-0.1523034026,0.015076781400000001,-0.3574257246,-0.3623474186,0.24350366580000002
opex__phenol_nor__3,-0.6504023971,-0.39364906190000004,-0.2976298275,-0.2846251501,0.1245976559
opex__phenol_rif__1,0.9834615908000001,-0.2567838445,-0.9250686267,-0.7944383986,-0.5603464931000001
opex__phenol_rif__2,2.7632230581,-0.1972656948,-0.1393955722,-1.059094691,-0.7609473443
opex__phenol_rif__3,1.9742918604000002,-0.32109737,-0.7488063928,-1.0412564031,-0.2930893976
opex__pvpi_amp__1,0.44995432900000004,-0.061636474600000005,-0.2326900268,0.25822518170000003,-0.0240591998
opex__pvpi_amp__2,0.4183651063,0.1568003902,-0.19641328660000001,0.1259853101,0.06903904620000001
opex__pvpi_amp__3,1.6902173574,0.17976612050000002,-0.46253598960000003,0.1976665776,-0.13040134720000002
opex__pvpi_kan__1,2.381602241,0.1286234892,0.0170967903,0.3577444723,-0.1390352229
opex__pvpi_kan__2,0.7515111050000001,-0.0077824644,-0.5590055395,0.3269570811,-0.1070604201
opex__pvpi_kan__3,0.9100745702,0.2054748533,-0.1654292448,0.3329764267,0.0179134681
opex__pvpi_nor__1,0.31842188450000003,0.1102189796,-0.0174279373,0.2947318546,-0.0160673187
opex__pvpi_nor__2,0.5608628065,0.21731502100000002,-0.064910625,0.2241986476,-0.085727409
opex__pvpi_nor__3,0.4404376367,0.0772642027,-0.3118339257,0.3002223553,-0.1338057514
opex__pvpi_rif__1,3.3585761416,-0.0862510575,-0.2323345943,-0.2562323319,-0.7554394145000001
opex__pvpi_rif__2,3.1767703602,-0.051176157,-0.5257461013,-0.1223306682,-0.5944840842
opex__pvpi_rif__3,2.5396894535,-0.28821755260000004,-0.4001125029,-0.1925051234,-0.6231259523
opex__rif__1,3.8647367294,0.0913948593,-0.4023569813,-0.5242361907,-0.48427765640000003
opex__rif__2,4.2782218866,0.3697563923,0.0702742641,-0.0331642469,-0.4534972131
opex__rif__3,3.6074826774,0.2723905494,-0.48304576920000003,-0.111164549,-0.7856054203
opex__naocl_amp__1,1.0033276063,0.5303453229,-0.2539875173,0.2036374337,-0.3733797424
opex__naocl_amp__2,1.9628996412,0.4015117795,-0.1340994574,0.23601424470000001,-0.1836457239
opex__naocl_amp__3,0.26110554820000004,-0.2352323321,-0.3398631654,0.19600002290000001,-0.1537496711
opex__naocl_kan__1,0.1709136421,0.3280255268,-0.23901272580000002,0.0933195829,-0.2082461119
opex__naocl_kan__2,0.1389375226,0.0140105877,-0.3912933297,-0.047850726100000004,-0.0791289949
opex__naocl_kan__3,0.8528219802,-0.2281407396,-0.3117235528,0.0661499955,-0.1234568818
opex__naocl_nor__1,0.9291629958000001,0.1212141935,-0.3135320996,-0.2857171294,-0.2592017702
opex__naocl_nor__2,0.21425533400000002,0.09555460090000001,0.0011178894,-0.18373355730000002,-0.3028314841
opex__naocl_nor__3,0.0165009544,-0.099799018,-0.3529694393,-0.357982096,-0.2716596732
opex__naocl_rif__1,3.46605109,0.1723083877,-0.04618251,-0.1797397044,-0.5257836357
opex__naocl_rif__2,4.234541295,0.2507860972,0.2289462323,-0.3736268694,-0.7705654651
opex__naocl_rif__3,3.7050741030000003,-0.1519466677,0.050847443000000006,-0.23697036200000002,-0.48559216780000003
phage_lysogen__wt_ctrl__1,-0.2635243626,-0.3028724421,-0.18614856170000002,-0.40612634540000003,-0.1207225819
phage_lysogen__wt_ctrl__2,0.0729455306,-0.5230293902,-0.047318953500000004,-0.3298244339,-0.045868172000000006
phage_lysogen__wt_ctrl__3,0.1905788321,0.8259018323,0.2334675153,0.7359507793000001,0.1665907539
phage_lysogen__O104_H4__1,-0.8465870698,-0.7821813355,-1.0604636133,-0.388101703,-0.010631775500000001
phage_lysogen__O104_H4__2,-0.5327194419,0.5575998361,0.0549928204,0.10296806380000001,0.20035844
phage_lysogen__O104_H4__3,0.4279772764,1.1882012147,0.5715813263,0.656245277,0.37991868630000003
phage_lysogen__O157_H7_PA8__1,-1.4216994543,-0.9472026435,-0.8791674327000001,-0.5490945102,-0.0796865836
phage_lysogen__O157_H7_PA8__2,-0.47851684510000003,1.0653383602,0.4122613108,0.5939869236,0.08369832540000001
phage_lysogen__O157_H7_PA8__3,0.9208246999,1.223632917,0.6816808883000001,0.6603643016,0.3066253724
phage_resist__ygbE_oe__1,-0.69602562,-1.340463855,0.2480111989,-0.5792489151,0.0787712728
phage_resist__wt__1,-1.4430002844,-2.6807307673,-1.7603841377,-1.6435489732000002,-0.8888225593
phage_resist__wt__2,0.5178893049000001,0.8288751023,0.5180209597000001,0.40115273300000004,0.1758844005
phage_resist__wt__3,0.5196829617000001,0.9634117093000001,0.6667564572,0.6323008382,0.33158237560000003
phage_resist__wt__4,0.40542801780000004,0.8884439558,0.5756067209,0.610095402,0.3813557832
phage_resist__ygbE_oe__2,-0.3140854876,0.0929915181,-0.4006089205,-0.2590335261,0.1474808108
phage_resist__ygbE_oe__3,0.4191696952,0.5726614231,0.160421847,-0.2299947812,0.2356570177
phage_resist__ygbE_oe__4,0.1351762971,0.3468299861,0.036479904800000004,-0.1807938752,0.3869059875
phage_resist__yahA_oe__1,-1.3343416686,0.6677420258,-0.5045795136,-0.142483502,1.0591046754
phage_resist__yahA_oe__2,-1.2740473071,0.5500045725,-0.6886790063,-0.09231524740000001,1.000112648
phage_resist__yahA_oe__3,-1.4514180408000001,0.6138450307000001,-0.5753570954,-0.1150923092,1.1092028933
phage_resist__yrfF_ko__1,1.0145764452,1.5648882696,0.9820490284000001,0.6099113737,0.4014058264
phage_resist__yrfF_ko__2,2.4645061659,1.9264924171,1.5195243939,0.8151844252,0.7391529851
phage_resist__yrfF_ko__3,0.1841832893,1.2929721255,0.7726614589,0.6203893245000001,0.33333547900000005
pollution__wt_ctrl__1,-0.6874892880000001,-0.4349400364,-0.0384237157,-0.23229787500000001,0.004874349
pollution__wt_ctrl__2,0.6456046382,0.1270151966,-0.0222092232,0.4040826527,-0.0304381645
pollution__wt_ctrl__3,0.0418846497,0.3079248398,0.0606329389,-0.1717847777,0.0255638155
pollution__wt_urban__1,-0.1486090314,-0.6621543513,-0.3168143291,0.0094966219,-0.0582774911
pollution__wt_urban__2,0.4748180455,-0.1053237449,-0.3010914885,-0.14499476890000002,0.1512440891
pollution__wt_urban__3,-0.101624955,-0.3586522862,-0.0291512839,0.4359218053,0.2508354713
pollution__wt_diesel__1,-0.0827396663,0.15980166170000001,0.1182616383,-0.1481154641,-0.0377496208
pollution__wt_diesel__2,-0.40578775180000004,-0.0608758202,0.29305518410000003,-0.11677110010000001,0.1471530343
pollution__wt_diesel__3,-0.24579534150000001,0.0849497632,0.2342965831,-0.4434245933,-0.0379737543
pollution__evo_diesel__1,0.4698219428,0.2916583635,-0.26338772320000003,0.6235185824,0.0984198268
pollution__evo_diesel__2,4.3360775828,0.5169284473,0.7982677469,0.6319962438,-0.11436692770000001
pollution__evo_diesel__3,3.8352976105,0.7673579818,0.7568823558000001,0.5774685952,-0.0377532655
ppGpp__wt_relAtrunc_00m__1,0.5186640452,-0.1608078343,-0.044223536300000005,0.011760224100000001,-0.3342967013
ppGpp__wt_relAtrunc_00m__2,0.7673349538,-0.0784053051,-0.1624344798,-0.179374906,-0.2561592867
ppGpp__mut_delrelA_10m__1,-0.5781400549,0.1538355231,0.2665275637,0.40182204060000004,0.3424982844
ppGpp__mut_delrelA_05m__1,-0.2429317702,0.18051208230000002,-0.35161684120000003,0.2755040109,-0.0522903449
ppGpp__mut_delrelA_10m__2,0.32206197000000003,0.0629245293,0.44030871530000004,0.3301115797,0.1980728641
ppGpp__mut_delrelA_10m__3,0.0766036227,0.4152418821,0.37253677620000003,0.5986332388,0.2738504385
ppGpp__mut_delrelA_00m__1,-1.0763154788,0.2008526636,-0.2691942794,0.3238580882,0.1423770559
ppGpp__mut_delrelA_00m__2,-0.3871512171,0.2340833866,-0.1396856139,0.1053308446,-0.0720858028
ppGpp__mut_delrelA_05m__2,-0.1942913584,0.2058044597,0.026985680600000003,0.1326289587,0.1147518961
ppGpp__mut_delrelA_05m__3,-0.6134147990000001,0.1574590259,-0.3141858434,0.19001234150000001,0.0144879451
ppGpp__mut_delrelA_00m__3,-0.574884061,0.0547242667,-0.3665851878,0.2347597474,-0.0339208043
ppGpp__wt_delrelA_10m__1,2.4538319821,1.3198241153999999,2.1040667556,0.8990706620000001,1.5279103399
ppGpp__wt_delrelA_05m__1,1.3649215116,0.9943399562,1.8156048401,0.6877498689,1.0662280183
ppGpp__wt_delrelA_05m__2,1.3342644834000001,0.9641284966,1.8732720253,0.6983312698,1.2104373131
ppGpp__wt_delrelA_10m__2,2.6880741331999998,1.2900209657000001,1.9124929321000002,0.9051518332,1.6233832016
ppGpp__wt_delrelA_10m__3,2.3317115894000002,1.2794137791,1.8594522386,0.7992599357,1.4844218919
ppGpp__wt_delrelA_00m__1,-0.21987803990000002,0.0075991290000000005,0.026376750900000002,-0.0651746685,0.0186813448
ppGpp__wt_delrelA_00m__2,-0.1106503883,-0.056188344300000005,-0.1076196568,0.0134862735,0.0706736508
ppGpp__wt_delrelA_05m__3,1.0526786224,0.9753028077,1.75693261,0.6501286594,1.1865753108
ppGpp__wt_delrelA_00m__3,0.3305284283,0.0485892153,0.08124290590000001,0.051688395000000005,-0.0893549956
ppGpp__mut_relAtrunc_10m__1,-0.6174065391,-0.0002523791,-0.38281583700000005,0.1535827015,-0.2044977999
ppGpp__mut_relAtrunc_05m__1,-0.4900190622,-0.2033817634,-0.20810717450000002,0.17473845200000002,-0.3294977041
ppGpp__mut_relAtrunc_05m__2,-0.8629923746,-0.0629729609,-0.5259666204,0.0459823987,-0.16396549570000002
ppGpp__wt_relAtrunc_10m__1,0.5452046936,-0.0626166989,-0.0001593341,-0.0174543892,-0.4093083639
ppGpp__wt_relAtrunc_10m__2,0.0157086471,-0.2978323684,-0.0370905024,-0.0542341364,-0.2584769826
ppGpp__wt_relAtrunc_10m__3,0.2673144455,0.0049587966,-0.4399295441,-0.0390227348,-0.2290705167
ppGpp__mut_relAtrunc_00m__1,-1.7491020759,0.2191988805,0.0297766658,0.37876990260000004,0.1581302269
ppGpp__wt_relAtrunc_00m__3,0.3977784399,-0.18865350290000002,0.24346572530000002,0.1134709339,-0.0783538885
ppGpp__wt_relAtrunc_05m__1,0.7245424764,-0.31708407710000003,-0.3303318871,-0.0607092272,-0.4342220076
ppGpp__wt_relAtrunc_05m__2,0.9905551534,-0.2121334994,-0.16318638400000002,-0.0895734712,-0.48202134090000004
ppGpp__wt_relAtrunc_05m__3,0.08103836440000001,-0.082807514,-0.3881230747,-0.0709542797,-0.3165432164
ppGpp__mut_relAtrunc_00m__2,-0.0760782814,-0.1539484058,-0.46760414850000004,-0.0487287703,-0.2536860387
ppGpp__mut_relAtrunc_00m__3,-0.19026914150000002,0.0192724523,-0.10731015790000001,0.159188204,-0.14987076030000002
ppGpp__mut_relAtrunc_10m__2,-0.0343968923,-0.0856532289,-0.5618551857,0.1176735455,-0.3134763592
ppGpp__mut_relAtrunc_05m__3,-0.5132766757,-0.10974146060000001,-0.34017046240000004,0.1669999185,-0.0239390111
ppGpp__mut_relAtrunc_10m__3,-0.48967595280000004,-0.046721072700000005,-0.2640444625,0.1255741641,-0.0823681882
pressure__high_pressure__1,-1.9545260728,-0.9921315337000001,-1.1268103066,-0.6012087150000001,-0.5641128358
pressure__high_pressure__2,-1.6274259706,-1.1582968634,-0.9285122915,-0.8082217202,-0.42698486900000004
pressure__low_pressure__1,-0.24169485940000002,-0.1290357631,-0.09676421980000001,0.007722493800000001,0.062976241
pressure__low_pressure__2,0.24169485940000002,0.1290357631,0.09676421980000001,-0.007722493800000001,-0.062976241
quantum_dots__ctrl__1,-0.246344044,0.0789830646,0.0639603329,-0.1087750306,-0.1448510007
quantum_dots__ctrl__2,0.246344044,-0.0789830646,-0.0639603329,0.1087750306,0.1448510007
quantum_dots__cdte_light__1,-0.3750652565,0.49746466710000004,0.4756380698,0.40346051650000003,0.0688111282
quantum_dots__cdte_light__2,0.4699944024,1.1065620705,0.6142678903000001,0.3504651011,0.3801922534
quantum_dots__cdte_dark__1,-0.3898583839,0.039319990400000004,-0.195129307,0.016993847200000002,-0.1380553135
quantum_dots__cdte_dark__2,-0.268985018,0.2425482685,-0.21618519700000002,-0.0730637463,0.2475666909
quantum_dots__cdse_light__1,-0.39048934500000004,-0.2200769705,0.0320356439,-0.1631133928,-0.0795455157
quantum_dots__cdse_light__2,0.0410432087,0.0800970913,0.0864889441,-0.2887412219,0.13069597230000002
quantum_dots__cdse_dark__1,0.09656243290000001,0.3432714174,0.0726682773,-0.15487417250000002,0.3399649695
quantum_dots__cdse_dark__2,-0.18081547080000002,0.4468711675,0.1802831654,-0.1673030818,0.23811237100000002
raman__wt__1,-0.6255389169000001,-0.2948573457,-0.5815160675000001,-0.3165386478,-0.043317415000000005
raman__del_cyaA__1,-4.4981791945000005,-0.2194189776,-1.3300781449,-0.0131229289,0.7340864765
raman__del_cyaA_01mM__1,-5.5886443953,-0.6756603912,-1.6764079726999999,-0.11304365470000001,0.8348604006
raman__del_cyaA_05mM__1,-6.0551717358,-0.4644491838,-1.9080132493000002,-0.3519592301,0.3693382437
raman__del_cyaA_1mM__1,-5.4029263605,-0.1379488009,-1.8516821848,-0.0761504568,0.19355508170000002
raman__wt__2,-0.0536663224,0.037427818200000004,0.0287016473,-0.048910559000000006,0.06332463640000001
raman__del_cyaA__2,-5.7759285018,-0.4544911224,-1.6229898498000002,-0.1095027528,1.0300683604
raman__del_cyaA_01mM__2,-6.3574661902,-0.3175028912,-1.7538542098,0.029022416000000002,0.9269786021
raman__del_cyaA_05mM__2,-5.1642557552,-0.0020310191000000003,-1.6931540260000002,-0.1297792374,0.7471369290000001
raman__del_cyaA_1mM__2,-5.434698453,-0.38323098040000003,-2.3437194952000002,-0.4928245647,-0.3163615241
raman__wt__3,0.6792052393,0.25742952750000003,0.5528144203,0.36544920680000004,-0.0200072214
raman__del_cyaA__3,-5.790129287,-0.3722371064,-1.7859199874,0.0443587409,1.0578151013000001
raman__del_cyaA_01mM__3,-6.9970667398,-1.0742006515,-1.6693164919,-0.2258156343,0.5307345346
raman__del_cyaA_05mM__3,-5.9957589049,-0.4218511486,-2.6685038221,-0.6236408208,0.5646475924000001
raman__del_cyaA_1mM__3,-5.0547958658,-0.42230715280000003,-1.8329968993999999,-0.6400409436000001,-0.2978392704
rand_barrel__mut_nanE__1,-0.20590696290000002,0.2768834101,0.7876892676,0.25693594140000003,0.0786456656
rand_barrel__mut_nanE__2,-0.6383084705000001,0.5174118197,0.3350561869,0.3870485701,0.0175917873
rand_barrel__mut_nanE__3,2.5030652542,1.5605063555,1.0830293364,1.960818549,0.29072261990000003
rand_barrel__mut_pdxJ_1__1,-1.226538655,0.0082147948,0.5894389491,0.2710593652,-0.3057091467
rand_barrel__mut_pdxJ_1__2,-0.4481410968,0.1292511099,0.1284961606,0.2566967566,-0.0011130804
rand_barrel__mut_pdxJ_1__3,1.5259923602,0.8088853738,0.558866312,1.4007826936,0.09468472850000001
rand_barrel__mut_pdxJ_2__1,-0.2703307012,0.3358530275,0.35071816310000004,0.14139165310000001,-0.16037357130000002
rand_barrel__mut_pdxJ_2__2,0.32673649190000004,0.298691586,0.3882870639,0.3477420485,-0.3628705571
rand_barrel__mut_pdxJ_3__1,-1.551842009,0.6651522331,-0.0460122258,0.0886662802,-0.3031923896
rand_barrel__mut_pdxJ_3__2,-1.1853843771,0.1866616684,0.11288992,0.0100754634,-0.1665644605
rand_barrel__del_serB__1,0.40576571310000004,-0.0845828804,-0.2470197371,-0.015846281,0.217362621
rand_barrel__del_serB__2,-0.40576571310000004,0.0845828804,0.2470197371,0.015846281,-0.217362621
rockhopper__CV104_pHDB3__1,-5.9855600822,-2.5347886821,-2.9726479427,-1.1248392977,-0.23992796460000002
rockhopper__CV104_pHDB3__2,-6.1096944461,-2.1967461541,-2.5308356084,-1.1136704285,-0.3344355035
rockhopper__CV104_pHDB3__3,-5.7496038509,-2.3615841834999998,-2.5212352674,-1.1200599495,-0.4988810474
rockhopper__CV104_pLCV1__1,-5.640385575,-2.0699699896,-2.6085185814000003,-1.1142160816,-0.2873716321
rockhopper__CV104_pLCV1__2,-5.2312688521,-2.2112733072,-2.4325573905,-1.166470075,-0.4256685758
rockhopper__CV104_pLCV1__3,-5.6518940682,-2.3963534238,-2.3504420563,-1.1230470959,-0.3295475606
rockhopper__wt_lb__1,-5.3494295794,-2.166347413,-2.4726211701,-0.9829573182,-1.083654369
rockhopper__wt_lb__2,-5.4936934197,-2.0064646391,-2.6133292036,-0.7003734456,-0.25586368460000003
rockhopper__wt_lb__3,-5.9918562879,-1.8576814924,-2.6535842655,-1.0766389411,-0.9636627002
rockhopper__wt_lb_aMG__1,-5.0135320478,-1.9427212298,-1.5171040932,-0.8544928111000001,-0.6964120618
rockhopper__wt_lb_aMG__2,-4.9856679371,-2.0404211792,-2.54281294,-0.5861463398,-0.3527465166
rockhopper__wt_lb_aMG__3,-5.0689361319,-2.2635261956,-1.9848615592,-0.5698245698000001,-0.4113505194
rockhopper__del_sgrR_lb_aMG__1,-5.3002637583,-2.0123138715,-1.6359171864,-0.2491157706,-0.2189801282
rockhopper__del_sgrR_lb_aMG__2,-5.2487091808,-1.7407550508,-1.5865768862,-0.026053308100000002,0.2577645434
rockhopper__del_sgrR_lb_aMG__3,-6.0963633043,-2.0580862154,-1.5797191913000002,-0.2382578051,-0.1307388207
rockhopper__del_sgrS_glyc_aMG__1,-5.6151855299,-1.7756543723,-0.6637082080000001,-0.27357376,0.9303670506
rockhopper__del_sgrS_glyc_aMG__2,-5.0211557036,-1.8171014278,-1.2021734037,-0.3101667549,1.3852079154
rockhopper__del_sgrS_glyc_aMG__3,-4.7107680936000005,-2.1570666327,-0.501123842,-0.3290531276,1.229678495
rockhopper__del_sgrS_glyc__1,-4.7418512622,-2.0083941416,-2.5726675065,-1.7254616299,-0.8092910972
rockhopper__del_sgrS_glyc__2,-4.0518812788,-2.0844129045,-1.9149709324000002,-1.0000518036,-0.6785231521
rockhopper__del_sgrS_glyc__3,-3.8813348955,-1.5929719673,-2.2593483398,-1.5022613538,-0.4747448058
rockhopper__wt_lb_aMG__4,-5.6911946471,-1.8648089226,-1.3499575144,-0.3866651949,-0.5211947597000001
rockhopper__wt_lb_aMG__5,-5.1272573925,-1.5735234559,-1.5169660108,-0.30291366270000003,-0.2407035209
rockhopper__wt_lb_aMG__6,-5.2400802029,-1.4524907693,-1.9561319796,-0.0020910988000000003,-0.31913264690000004
rockhopper__wt_glyc_aMG__1,-4.5977175718000005,-1.0495782527,-0.8457638483000001,-0.4804690945,0.6452399746
rockhopper__wt_glyc_aMG__2,-5.8208774885,-1.6090631892,-0.9345356226,-0.569392294,0.9058654545
rockhopper__wt_glyc_aMG__3,-5.6534209036,-0.8112161796,-1.2804412269,-0.4500195737,0.9220721547
rockhopper__wt_glyc__1,-4.7866836156,-1.5974332296,-2.0259136188,-1.180060723,-0.5112344622
rockhopper__wt_glyc__2,-4.92241133,-1.4942406871,-2.2120947958,-1.2566774128,-0.47594961220000004
rockhopper__wt_glyc__3,-4.8078903187,-2.0616279795,-2.4440991897,-1.2468896863,-0.3999853273
rockhopper__CV108_glyc_aMG__1,-3.4979294496,-1.2622119341,-1.4052050795,-0.39865791030000003,0.2660723384
rockhopper__CV108_glyc_aMG__2,-4.1820156457,-1.1602589372,-0.8135239054000001,0.1327157537,-0.0886212425
rockhopper__CV108_glyc_aMG__3,-4.5053488349,-1.233523581,-1.031745951,0.34174340940000003,-0.1738941467
rockhopper__wt_glyc__4,1.2243005163,0.48680921720000003,0.4809787749,0.0671354768,0.1701935346
rockhopper__wt_glyc__5,-0.6789084464,0.41026093610000003,0.49179553340000004,-0.2466235156,0.0877678516
rockhopper__wt_glyc__6,2.7342197124,0.8008762621000001,0.9627916205,0.42829561260000004,0.2631745954
rockhopper__wt_glyc_aMG__4,-0.8127089798,-0.23148826520000002,-0.0342438316,0.626325009,-0.4708732601
rockhopper__wt_glyc_aMG__5,-2.7502293882,-1.3687099263,-0.6986633986,0.5032684107000001,-0.23969424090000002
rockhopper__wt_glyc_aMG__6,-4.7430682145,-1.3644837451,-0.9199016952,0.4257995567,-0.3091629939
rockhopper__wt_glyc__7,2.3173179461,0.1762582071,0.6278011009000001,0.8052252329,0.3328218703
rockhopper__wt_glyc__8,0.11905218570000001,-0.2478073212,-0.06961876980000001,0.7181294283,0.0103183617
rockhopper__wt_glyc__9,2.8678759515000003,0.5483815527,1.1052497423,0.6930163063,0.417478033
rockhopper__wt_glyc__10,3.4095551734000002,1.0382999142,1.3404447496,0.5571956997,0.3956095649
rockhopper__wt_glyc__11,1.5476809564,0.9903086863,0.8554949862000001,0.22355891500000002,-0.0604050623
rockhopper__wt_glyc__12,0.9758912688,0.9499144418000001,0.8871698664000001,0.4376946659,-0.2297893474
rpoD__wt__1,0.8261982018,0.0166931967,0.1039783071,-0.29902782180000004,0.1137603925
rpoD__wt__2,-0.6123962557,0.0322104598,0.20849904800000002,0.1025200398,-0.0023561754
rpoD__rpoD_mut__1,1.982767204,1.1274196755,0.5672590102,-0.0063227596,-0.0832889064
rpoD__rpoD_mut__2,-0.1796469298,-0.43869524330000004,-0.3214158179,-0.1689440486,0.4740643168
rpoD__rpoD_mut__3,0.49326866880000003,-0.0365769008,0.2088143906,-0.0583531781,0.20869632840000002
rpoD__wt__3,-0.2138019461,-0.0489036564,-0.3124773551,0.1965077819,-0.11140421700000001
rpoN_peptide__ctrl__1,0.2168843185,0.0899944087,-0.041451161,0.0356729053,0.0676751463
rpoN_peptide__ctrl__2,-0.0843415403,0.0190740502,0.0984456243,0.0442569614,0.06290195430000001
rpoN_peptide__ctrl__3,-0.13254277820000002,-0.1090684589,-0.0569944633,-0.0799298666,-0.1305771006
rpoN_peptide__nminus__1,0.3855712485,0.1231109766,0.0419704922,0.09346131640000001,0.042652350400000004
rpoN_peptide__nminus__2,0.33236296460000003,0.0589727819,0.07823762740000001,0.0762762696,-0.0020315708
rpoN_peptide__nminus__3,-0.18607750250000002,-0.0510132846,0.0731430857,0.0011958533,-0.0463851546
rpoN_peptide__nplus__1,-3.9061540605,-2.2349180832,0.2320016584,-2.3772658853,-0.7064523420000001
rpoN_peptide__nplus__2,-3.8965694810000002,-2.3164174386,0.1831613077,-2.452801578,-0.6428713401
rpoN_peptide__nplus__3,-3.8506470933,-2.3449510455,0.0115640914,-2.5139447207,-0.717803866
rpoN_peptide__s54_wt__1,-0.0909847225,-0.1016569095,-0.2371712315,-0.1823195206,-0.0632149186
rpoN_peptide__s54_wt__2,-0.0659663113,-0.08403355550000001,-0.2777395669,-0.1679912432,-0.0973756795
rpoN_peptide__s54_wt__3,-0.3130236373,-0.1875295693,-0.28034889090000004,-0.22242462670000002,-0.1695938677
rsd__wt_ee__1,-0.10724843660000001,0.0661164093,0.0023797394,-0.0884158369,0.2326122277
rsd__wt_ee__2,0.10724843660000001,-0.0661164093,-0.0023797394,0.0884158369,-0.2326122277
rsd__del_rsd_ee__1,0.2456014759,0.7676233087000001,0.40845173760000003,-0.09875810310000001,0.1093063229
rsd__del_rsd_ee__2,0.0773684463,0.1985239141,-0.0213849649,-0.1766294088,-0.1528381041
rsd__del_ssrS_ee__1,-0.215429528,0.8323797147,1.1730341365,0.4060718313,0.4594569305
rsd__del_ssrS_ee__2,0.14094958700000002,0.8127343613,1.1797517142,0.2326019265,0.3233526077
rsd__del_rsd_ssrS_ee__1,-0.8860907115000001,1.1235741614,-0.3004283018,0.1844019564,1.1373480274
rsd__del_rsd_ssrS_ee__2,-0.9560730147000001,1.2466810237,-0.5267528449000001,0.061576399000000004,1.0272833093
rsd__del_rpoS_ee__1,1.6937014579,0.9972277612,1.2924443456999999,0.3204971642,-0.49327348270000004
rsd__del_rpoS_ee__2,1.0499902161,0.7286658755000001,1.289973223,0.4645958623,-0.5606668193000001
rsd__wt_me__1,-0.298096552,-0.0954557337,-0.5605887541,-0.3709554356,1.4990908519000001
rsd__wt_me__2,0.1845991548,0.2503991544,-0.559373789,-0.3458165453,1.7234884587
rsd__del_rpoS_me__1,0.016524319000000003,1.0766539872,-0.2794479308,-0.3516109659,-0.022939291
rsd__del_rpoS_me__2,2.6268339621,1.7171765385,0.0219893491,-0.2589224169,0.1033763229
rsd__wt_ts__1,1.4827790344,0.026834953800000002,-1.3145966021,-0.17898044940000002,2.339179107
rsd__wt_ts__2,0.4836352561,-0.5679178411,-1.1989536985,-0.2105379473,2.5137257513
rsd__del_rsd_ssrS_ts__1,1.7499504520000002,0.9526566618000001,-1.1911970633,-0.0589289833,3.0298459228
rsd__del_rsd_ssrS_ts__2,0.9146939979,0.8048098539,-1.1366511464,-0.1138649245,3.2146605823
rsd__del_rpoS_ts__1,0.4965877557,0.23029174770000002,-0.252089524,0.8349499801,-0.5450468909
rsd__del_rpoS_ts__2,0.2813431336,-0.11028706960000001,-0.2852185593,0.8627761902000001,-0.7532173217
rsd__wt_s__1,0.6540021413,-0.4469972855,-0.9327099737000001,0.8833996133,3.283078967
rsd__wt_s__2,0.9161690479000001,-0.6155718737,-1.0903179207,0.7698990571000001,3.941398726
rsd__del_rsd_s__1,1.4343899424,0.1494938396,-1.3422200613,0.7392992913,3.9148406402
rsd__del_rsd_s__2,1.8015080220000002,0.11737314280000001,-1.0977088933,0.5618133626,4.0573450297
rsd__del_rsd_ssrS_s__1,1.6185481233,0.575488387,-1.0385538219,0.803486005,5.0285460609
rsd__del_rsd_ssrS_s__2,2.7858093905,0.9512694615,-0.927764103,0.7122331729,4.805365745
rsd__del_rsd_ls__1,3.9085289237,0.21097052600000002,-1.2753282720999999,0.23089874230000001,3.2376180778
rsd__del_rsd_ls__2,4.5518745968,0.5835791731000001,-1.3382976458,0.2389002587,3.259799807
rsd__del_ssrS_ls__1,4.6035507292,0.2218956119,-1.2581353964,-0.1093542879,3.6263719654
rsd__del_ssrS_ls__2,4.6006463459999996,-0.215242744,-1.4959304923,-0.47425281750000003,3.7774286579
rsd__del_rsd_ssrS_ls__1,4.1488582973,2.1786181298,-1.1069611245,0.9967260434,4.320099641
rsd__del_rsd_ssrS_ls__2,3.0222422811,1.7829850718,-1.2551673012,0.9919144302,3.9825026145
rsd__del_rpoS_ls__1,2.3818494844,0.716937888,-1.0736307722,0.5359607059,0.1084352407
rsd__del_rpoS_ls__2,2.4078986301,1.0981954221,-0.8036318135,0.5158799619000001,-0.5323233821
sdsR_ryeA__wt_3h__1,-0.026930825800000002,0.11140067990000001,0.31744706100000003,-0.039685734300000004,0.5721916921
sdsR_ryeA__wt_8h__1,-7.0934013344,-0.9799469004,-1.4119901130999999,-0.8641065635,2.1600552767
sdsR_ryeA__wt_3h__2,0.026930825800000002,-0.11140067990000001,-0.31744706100000003,0.039685734300000004,-0.5721916921
