,A,NrdR
ml_abx__lvx__3,-2.2203368463,0.0013537026
ml_abx__mec__1,0.6512829178,-0.00041737480000000003
ml_abx__mec__2,-0.8423733675,-0.1167804912
ml_abx__mec__3,-1.1401804238,-0.2151479929
ml_abx__mem__1,2.4733590957000002,0.210706112
ml_abx__mem__2,-0.0055016946,0.0387024069
ml_abx__mem__3,-1.2097193583,-0.1755179316
ml_abx__nit__1,12.3994394957,-0.2138164353
ml_abx__nit__2,13.8562132269,-0.2340326128
ml_abx__nit__3,13.7388428627,-0.45276990600000006
ml_abx__ntx__1,7.9301811557,-0.0045896085
ml_abx__ntx__2,7.0085527026,0.3652274105
ml_abx__nor__1,-2.4730419299,0.4560193073
ml_abx__nor__2,-2.9926259128,-0.0861655306
ml_abx__nor__3,-2.5879421082,-0.1232323091
ml_abx__pb__1,5.5169762927,0.0818301003
ml_abx__pb__2,1.7112699699,0.1040201859
ml_abx__pb__3,1.2650322932,-0.007879479200000001
ml_abx__tmp__1,-1.4302430007,-0.0148260196
ml_abx__tmp__2,-2.6376589872,-0.2377501083
ml_abx__tmp__3,-2.3024306157,-0.2683099726
mut_abx__del_mutS_000nor__1,0.5024205349,0.17571128630000002
mut_abx__del_mutS_000nor__2,-0.0440306785,-0.3075673886
mut_abx__del_mutS_000nor__3,-0.4583898564,0.1318561022
mut_abx__del_mutS_125nor__1,0.49242237170000003,-0.0049058691
mut_abx__del_mutS_125nor__2,0.8266852331000001,-0.0629366958
mut_abx__del_mutS_125nor__3,1.1162386177,0.1495679765
mut_abx__del_mutS_250nor__1,0.9801575444,0.2080441091
mut_abx__del_mutS_250nor__2,0.7697250658,0.20121474
mut_abx__del_mutS_250nor__3,0.8686509453,-0.11201779020000001
mut_abx__del_mutS_375nor__1,1.315543257,0.3049856199
mut_abx__del_mutS_375nor__2,0.6262693646,0.1229870542
mut_abx__del_mutS_375nor__3,1.2665109080999999,0.41073106460000003
mut_abx__del_mutS_500nor__1,1.1863923839,0.38424062010000004
mut_abx__del_mutS_500nor__2,1.1578319307,0.2367503702
mut_abx__del_mutS_500nor__3,1.6356823338000002,0.509995697
mut_abx__del_mutS_625nor__1,1.5278474166,0.6165555570000001
mut_abx__del_mutS_625nor__2,0.6141378241000001,0.4681541763
mut_abx__del_mutS_625nor__3,0.5333689034,0.5500616451
mut_abx__del_mutS_750nor__1,0.1870499203,0.5441805036
mut_abx__del_mutS_750nor__2,-0.9594257243000001,0.6014082638
mut_abx__del_mutS_750nor__3,-0.12303122150000001,0.3344387421
mut_abx__del_mutS_875nor__1,-1.3240503081,0.5081663744
mut_abx__del_mutS_875nor__2,-1.2907754488,0.7107046403
mut_abx__del_mutS_875nor__3,-0.7024657772,0.801774214
nit_yeaG__wt_Nminus__1,0.0264601245,-0.22292802180000001
nit_yeaG__wt_Nminus__2,-0.0264601245,0.22292802180000001
nit_yeaG__wt_Nplus__1,-0.2737230919,-1.8246787866
nit_yeaG__wt_Nplus__2,-0.0447114502,-1.0118352986
nit_yeaG__del_yeaG_Nminus_24h__1,1.2519188124,-2.5841512046
nit_yeaG__del_yeaG_Nminus_24h__2,3.8715491234,0.1688994657
nit_yeaG__del_yeaG_Nminus_24h__3,3.8708586438,0.0182421233
nit_yeaG__del_yeaG_Nminus__1,0.7743213910000001,-0.3633889621
nit_yeaG__del_yeaG_Nminus__2,0.7987013679,0.2342763619
nit_yeaG__del_yeaG_Nplus__1,0.12965291210000002,-1.6481211337000001
nit_yeaG__del_yeaG_Nplus__2,0.21833968480000002,-1.3715429451
opex__amp__1,-0.050951531,-0.0066406958000000006
opex__amp__2,0.6330072967,0.049713335500000004
opex__amp__3,0.9443948703,-0.3362554886
opex__bak_amp__1,2.5719983333,-0.080745912
opex__bak_amp__2,1.0387525227,-0.0783063477
opex__bak_amp__3,0.9170589249000001,-0.0862055584
opex__bak_kan__1,0.34241801450000003,-0.06354657300000001
opex__bak_kan__2,2.4039874557,-0.3063190106
opex__bak_kan__3,-0.0495790344,-0.3824245388
opex__bak_nor__1,1.4890899984,-0.0433673689
opex__bak_nor__2,1.9147566119000001,-0.0839565277
opex__bak_nor__3,0.0398758072,-0.16268832
opex__bak_rif__1,2.2222629747,-0.40364434330000004
opex__bak_rif__2,-0.0510881035,-0.5116895770000001
opex__bak_rif__3,0.978563273,-0.8097492951
opex__chx_amp__1,0.5682991638,-0.045127913400000004
opex__chx_amp__2,-0.3033987463,0.250397397
opex__chx_amp__3,1.1875909685,-0.039253461
opex__chx_kan__1,1.8960337305000001,0.0650243296
opex__chx_kan__2,1.6825848429999999,0.199952295
opex__chx_kan__3,1.8099620887999999,-0.0100002927
opex__chx_nor__1,0.9554790508000001,0.0139816738
opex__chx_nor__2,1.2192633536,0.0736438926
opex__chx_nor__3,1.4445450564,-0.1533050802
opex__chx_rif__1,1.4809032526,0.0070343011
opex__chx_rif__2,1.1799972189,0.1037333788
opex__chx_rif__3,1.4811671854,0.033732533700000004
opex__ctrl__1,0.06572785020000001,-0.1098370073
opex__ctrl__2,-0.0763425551,0.0520074276
opex__ctrl__3,0.0106147049,0.0578295797
opex__etoh_amp__1,2.6582996706,0.4686801539
opex__etoh_amp__2,2.3813688103,0.5719064579
opex__etoh_amp__3,2.9511998279,0.5535914544
opex__etoh_kan__1,2.6323736069,0.49207742320000003
opex__etoh_kan__2,3.0945905009,0.5848642577000001
opex__etoh_kan__3,3.2511695368,0.3731126809
opex__etoh_nor__1,2.8104581797,0.3605584247
opex__etoh_nor__2,2.4187297073,0.44494374750000004
opex__etoh_nor__3,2.0523409698,0.4647588815
opex__etoh_rif__1,3.6585482096,0.033310239900000004
opex__etoh_rif__2,2.4746620232,0.208954672
opex__etoh_rif__3,2.1515360823,0.153135916
opex__glual_amp__1,1.8825197703,-0.1408027195
opex__glual_amp__2,1.2266689891,0.1699071369
opex__glual_amp__3,1.2161375605,0.029718430900000002
opex__glual_kan__1,1.6954113166,0.1936038699
opex__glual_kan__2,1.6211050106,-0.031388587100000004
opex__glual_kan__3,1.6473536058,0.08249856850000001
opex__glual_nor__1,1.5083565003000001,0.0540894332
opex__glual_nor__2,1.1001100831,0.0328084622
opex__glual_nor__3,1.1976800825,-0.15630676000000002
opex__glual_rif__1,0.4799370793,-0.8318495955
opex__glual_rif__2,1.1095356994,-0.6363569073
opex__glual_rif__3,0.9800180837,-1.011439869
opex__h2o2_amp__1,-1.2188553342,-0.1986677137
opex__h2o2_amp__2,-1.107564589,-0.562542137
opex__h2o2_amp__3,-0.8641850774000001,-0.7810245972000001
opex__h2o2_kan__1,-1.197916823,-0.1335164087
opex__h2o2_kan__2,-1.6850371039,-0.1635803377
opex__h2o2_kan__3,-2.7472867124,-0.0931666574
opex__h2o2_nor__1,-1.6375880639,-0.4825300652
opex__h2o2_nor__2,-1.5640510965,-0.1623989127
opex__h2o2_nor__3,-2.5161961554,-0.35166926060000003
opex__h2o2_rif__1,-3.2541169795,-1.4307617347
opex__h2o2_rif__2,-4.2605102112,-0.899425593
opex__h2o2_rif__3,-3.5122341697,-0.9123820172
opex__ippoh_amp__1,2.0900255497,0.5771850401
opex__ippoh_amp__2,1.7182482694,0.5168943405
opex__ippoh_amp__3,1.0662830815,0.8143524205
opex__ippoh_kan__1,2.3277244394,0.7061203038
opex__ippoh_kan__2,0.6133093986,0.6088151653
opex__ippoh_kan__3,1.8308029004000002,0.5462736942
opex__ippoh_nor__1,1.9273539448,0.7708766814
opex__ippoh_nor__2,1.5452325391000001,0.6353949975000001
opex__ippoh_nor__3,-0.5043620773,0.5512903330000001
opex__ippoh_rif__1,1.9962527149,0.28884933630000004
opex__ippoh_rif__2,1.9184707988,0.1681235421
opex__ippoh_rif__3,1.756412738,0.09800082880000001
opex__kan__1,-0.0149459193,0.0417492389
opex__kan__2,-0.43735076370000003,0.2134609044
opex__kan__3,0.4460722011,0.0484626109
opex__nor__1,0.3351584676,0.20766141840000002
opex__nor__2,-0.8596593876,0.1416984651
opex__nor__3,-0.33441714980000004,0.0901095051
opex__paa_amp__1,1.5459398038,0.0392372592
opex__paa_amp__2,1.2412820991,0.0324378939
opex__paa_amp__3,1.8040073068,-0.080078412
opex__paa_kan__1,0.9500198185000001,-0.7091769702
opex__paa_kan__2,1.2784054697,-0.8286260602000001
opex__paa_kan__3,0.9387096957000001,-0.7132453428000001
opex__paa_nor__1,1.2371121952,0.132267831
opex__paa_nor__2,1.4079864082,0.0086867336
opex__paa_nor__3,1.0398202824,0.0381725416
opex__paa_rif__1,0.7339221669,-0.6178568879
opex__paa_rif__2,0.5598261363,-0.5732505361
opex__paa_rif__3,0.7864242610000001,-0.9000384362
opex__phenol_amp__1,1.5187091658,-0.057876572300000005
opex__phenol_amp__2,0.9061644972,-0.1393497732
opex__phenol_amp__3,1.2120494826,-0.098820639
opex__phenol_kan__1,1.1988222997,-0.394984176
opex__phenol_kan__2,1.4003269435,-0.0996753237
opex__phenol_kan__3,1.4182054187,-0.4629112043
opex__phenol_nor__1,0.8772874942000001,-0.5346194350000001
opex__phenol_nor__2,0.9569904102000001,-0.49465220790000003
opex__phenol_nor__3,0.318653656,-0.3866813106
opex__phenol_rif__1,1.334271986,-0.7280196856000001
opex__phenol_rif__2,-0.0114841733,-0.7435590796
opex__phenol_rif__3,-0.1799796485,-1.1205927638
opex__pvpi_amp__1,0.5534783449,0.061420366100000005
opex__pvpi_amp__2,0.5613098746,-0.1225242859
opex__pvpi_amp__3,0.7663271232000001,-0.1560688166
opex__pvpi_kan__1,-0.3292582967,-0.0311510615
opex__pvpi_kan__2,0.5673583691,-0.0066058095
opex__pvpi_kan__3,0.3020402471,0.1323067285
opex__pvpi_nor__1,0.3241027535,0.1285503814
opex__pvpi_nor__2,-0.1329373143,0.1322821465
opex__pvpi_nor__3,-0.23191539400000002,0.1107025
opex__pvpi_rif__1,-0.1711242494,-0.9418127239
opex__pvpi_rif__2,-0.22681968400000002,-0.8392575938
opex__pvpi_rif__3,-0.3350280645,-0.9499080435
opex__rif__1,-0.7807571416,-0.9803636341
opex__rif__2,-1.125802226,-0.8043387388000001
opex__rif__3,-0.6242800495,-0.8689721499
opex__naocl_amp__1,-1.4864033225,0.0835439015
opex__naocl_amp__2,-1.1031573526,0.0279396061
opex__naocl_amp__3,-1.149850058,-0.11512459600000001
opex__naocl_kan__1,-1.0445497444,0.2024605914
opex__naocl_kan__2,-0.8336592196,0.1441918211
opex__naocl_kan__3,-0.5112880225,-0.1553147459
opex__naocl_nor__1,-0.4381321301,-0.0405642968
opex__naocl_nor__2,-0.9392414120000001,-0.1041901773
opex__naocl_nor__3,-0.25979626040000003,-0.16348460010000002
opex__naocl_rif__1,-1.578031741,-1.0886845925
opex__naocl_rif__2,-1.5510356230000002,-0.8731296398
opex__naocl_rif__3,-1.3564861246,-0.7381318092
phage_lysogen__wt_ctrl__1,0.046469466800000005,-0.0205706896
phage_lysogen__wt_ctrl__2,-0.1276991099,-0.1387758063
phage_lysogen__wt_ctrl__3,0.0812296431,0.1593464959
phage_lysogen__O104_H4__1,-1.4656394949,-0.0886985286
phage_lysogen__O104_H4__2,-1.1913625592,0.15532185440000001
phage_lysogen__O104_H4__3,-1.6946947541,0.3133675842
phage_lysogen__O157_H7_PA8__1,-1.886874291,-0.0377680726
phage_lysogen__O157_H7_PA8__2,-2.2399361325,0.1773873471
phage_lysogen__O157_H7_PA8__3,-2.0482907438,0.263339818
phage_resist__ygbE_oe__1,-2.5162388453,-0.6999675969
phage_resist__wt__1,0.52928847,-1.7638402945
phage_resist__wt__2,-0.0888665463,0.497203522
phage_resist__wt__3,-0.24474956690000002,0.6414963642
phage_resist__wt__4,-0.1956723567,0.6251404083000001
phage_resist__ygbE_oe__2,-1.2516741686000001,0.4143220519
phage_resist__ygbE_oe__3,-1.7828161914,0.3250295667
phage_resist__ygbE_oe__4,-1.7686075069,0.459190107
phage_resist__yahA_oe__1,-1.6258159375,0.8477750445000001
phage_resist__yahA_oe__2,-1.4329861094,0.9238127690000001
phage_resist__yahA_oe__3,-1.3880153196,0.9589513763
phage_resist__yrfF_ko__1,-1.9018455595,0.7265804087000001
phage_resist__yrfF_ko__2,-2.4447218359000003,0.7914939016
phage_resist__yrfF_ko__3,-1.7850204589,0.6984797617
pollution__wt_ctrl__1,-1.2846213817,-0.1420533833
pollution__wt_ctrl__2,0.7989922002000001,-0.0084625146
pollution__wt_ctrl__3,0.4856291816,0.1505158979
pollution__wt_urban__1,0.1783144761,-0.2628603324
pollution__wt_urban__2,1.3239735247,-0.0527438241
pollution__wt_urban__3,0.0327469664,-0.1617515777
pollution__wt_diesel__1,0.07061012500000001,-0.0510730639
pollution__wt_diesel__2,0.31383943810000003,0.019423463000000002
pollution__wt_diesel__3,-0.4262388012,-0.146572897
pollution__evo_diesel__1,1.4008991611,-0.1150742617
pollution__evo_diesel__2,0.2071976196,-0.1477713409
pollution__evo_diesel__3,0.9677997497,-0.3683670604
ppGpp__wt_relAtrunc_00m__1,0.5925928956000001,-0.0327250536
ppGpp__wt_relAtrunc_00m__2,0.7578982365,0.0074714079
ppGpp__mut_delrelA_10m__1,5.5278040147,0.9618945598
ppGpp__mut_delrelA_05m__1,5.2772737715,0.7690907716000001
ppGpp__mut_delrelA_10m__2,5.9827046734,0.8813815609000001
ppGpp__mut_delrelA_10m__3,5.4976664055,1.0545807235
ppGpp__mut_delrelA_00m__1,5.0339401202,0.7430414831000001
ppGpp__mut_delrelA_00m__2,5.6034591044,0.6139842759
ppGpp__mut_delrelA_05m__2,5.9916882563,0.6619569884000001
ppGpp__mut_delrelA_05m__3,5.2595579164,0.7464759927
ppGpp__mut_delrelA_00m__3,5.425380951,0.7623508253
ppGpp__wt_delrelA_10m__1,4.2632478447,0.5836988755
ppGpp__wt_delrelA_05m__1,3.7187880898,0.2323765208
ppGpp__wt_delrelA_05m__2,3.6112333320000003,0.1931157845
ppGpp__wt_delrelA_10m__2,4.0966376868,0.5584976795000001
ppGpp__wt_delrelA_10m__3,4.0658508828,0.6617279452
ppGpp__wt_delrelA_00m__1,-0.0216424833,0.1177076767
ppGpp__wt_delrelA_00m__2,-0.189868112,-0.1790111352
ppGpp__wt_delrelA_05m__3,2.9786925872000003,0.2161911542
ppGpp__wt_delrelA_00m__3,0.21151059530000002,0.0613034586
ppGpp__mut_relAtrunc_10m__1,5.0477347959,0.5751340549
ppGpp__mut_relAtrunc_05m__1,4.9972141766,0.4653538478
ppGpp__mut_relAtrunc_05m__2,4.753112861,0.5958258279
ppGpp__wt_relAtrunc_10m__1,-0.48107200840000003,0.0649917109
ppGpp__wt_relAtrunc_10m__2,0.0532156107,0.019412888700000002
ppGpp__wt_relAtrunc_10m__3,-0.2164790749,-0.1287216598
ppGpp__mut_relAtrunc_00m__1,5.5091312026,0.8819265367
ppGpp__wt_relAtrunc_00m__3,0.1797910532,0.0337187248
ppGpp__wt_relAtrunc_05m__1,-0.0883109534,-0.0222328886
ppGpp__wt_relAtrunc_05m__2,-0.2583172751,-0.0449572071
ppGpp__wt_relAtrunc_05m__3,-0.8212872628000001,0.054399987600000005
ppGpp__mut_relAtrunc_00m__2,5.6276808667000005,0.5992485215000001
ppGpp__mut_relAtrunc_00m__3,5.4273140912,0.4981418656
ppGpp__mut_relAtrunc_10m__2,4.9082532914,0.4332215947
ppGpp__mut_relAtrunc_05m__3,5.0048384877,0.5981358418
ppGpp__mut_relAtrunc_10m__3,5.0893007392,0.5137827671
pressure__high_pressure__1,6.6840944947,-0.36776112790000004
pressure__high_pressure__2,6.464422393,-0.3151774969
pressure__low_pressure__1,-0.0130864638,0.0683015109
pressure__low_pressure__2,0.0130864638,-0.0683015109
quantum_dots__ctrl__1,-0.772194114,0.0221767134
quantum_dots__ctrl__2,0.772194114,-0.0221767134
quantum_dots__cdte_light__1,-0.7141558124,0.028905737400000003
quantum_dots__cdte_light__2,-0.45173906680000003,0.2822751573
quantum_dots__cdte_dark__1,-1.7294244988,0.09270999120000001
quantum_dots__cdte_dark__2,-1.4288555332000001,0.058100895300000004
quantum_dots__cdse_light__1,-0.9371893966,-0.2165517392
quantum_dots__cdse_light__2,-0.4796493175,0.08834793710000001
quantum_dots__cdse_dark__1,0.5492143841,0.1730064836
quantum_dots__cdse_dark__2,0.6443059556,0.1658236243
raman__wt__1,-0.510768515,0.0418883418
raman__del_cyaA__1,5.515210618,0.21178382910000002
raman__del_cyaA_01mM__1,4.395456234,-0.0194561931
raman__del_cyaA_05mM__1,0.44999651960000003,0.2287221916
raman__del_cyaA_1mM__1,-0.47145234540000003,0.4273713169
raman__wt__2,0.3753784618,0.0493628096
raman__del_cyaA__2,5.382276096,0.0841998016
raman__del_cyaA_01mM__2,4.3567939605,0.0680481894
raman__del_cyaA_05mM__2,1.0234877968,0.0318492779
raman__del_cyaA_1mM__2,-0.1530870084,0.0198208444
raman__wt__3,0.13539005310000002,-0.09125115140000001
raman__del_cyaA__3,5.1323105932,-0.0793554394
raman__del_cyaA_01mM__3,4.5096349028,-0.0463351422
raman__del_cyaA_05mM__3,0.20923626110000001,0.10634175010000001
raman__del_cyaA_1mM__3,0.5293388389,-0.2838285997
rand_barrel__mut_nanE__1,-0.4610402447,-0.1994975931
rand_barrel__mut_nanE__2,-0.1815623267,0.0347210339
rand_barrel__mut_nanE__3,2.3409654768,0.363603342
rand_barrel__mut_pdxJ_1__1,0.4449706148,-0.1250537299
rand_barrel__mut_pdxJ_1__2,-0.6235998604,-0.0234303117
rand_barrel__mut_pdxJ_1__3,1.8142618112000002,0.9768791328
rand_barrel__mut_pdxJ_2__1,-0.5557933315,-0.5266316392
rand_barrel__mut_pdxJ_2__2,-0.1816133928,0.0222247702
rand_barrel__mut_pdxJ_3__1,-1.44743225,-0.431653357
rand_barrel__mut_pdxJ_3__2,-0.9627820821,-0.4569668838
rand_barrel__del_serB__1,0.030868356500000003,-0.1335274509
rand_barrel__del_serB__2,-0.030868356500000003,0.1335274509
rockhopper__CV104_pHDB3__1,-2.2247608936,0.1731125432
rockhopper__CV104_pHDB3__2,-1.8576973485,0.1516664391
rockhopper__CV104_pHDB3__3,-2.2874781614,0.16896726450000002
rockhopper__CV104_pLCV1__1,-2.4526417715,0.1690949182
rockhopper__CV104_pLCV1__2,-1.6225718295,0.0887806943
rockhopper__CV104_pLCV1__3,-2.5529137015,0.039279434700000004
rockhopper__wt_lb__1,0.9183378936000001,-0.2511517528
rockhopper__wt_lb__2,0.6145433965,0.4190124347
rockhopper__wt_lb__3,1.8536342918000002,-0.4873679764
rockhopper__wt_lb_aMG__1,4.2184667867,-0.10802187440000001
rockhopper__wt_lb_aMG__2,4.0296618771,0.4998332614
rockhopper__wt_lb_aMG__3,3.3724637205,0.39656271940000004
rockhopper__del_sgrR_lb_aMG__1,6.0105859092,0.2707920334
rockhopper__del_sgrR_lb_aMG__2,4.9730134854,0.0984373107
rockhopper__del_sgrR_lb_aMG__3,5.1161760314,0.3240514205
rockhopper__del_sgrS_glyc_aMG__1,0.8000521151000001,1.1605322391
rockhopper__del_sgrS_glyc_aMG__2,3.121704381,1.3423529672
rockhopper__del_sgrS_glyc_aMG__3,3.7692400153000003,1.3162119737
rockhopper__del_sgrS_glyc__1,0.8032755645,-0.1220515914
rockhopper__del_sgrS_glyc__2,1.8741044009,0.2219939547
rockhopper__del_sgrS_glyc__3,2.2956846947000003,0.3044360708
rockhopper__wt_lb_aMG__4,4.2056176163,-0.5745058935
rockhopper__wt_lb_aMG__5,2.9379594665,0.1091970082
rockhopper__wt_lb_aMG__6,3.9811202671,-0.5634645156
rockhopper__wt_glyc_aMG__1,1.228239204,0.8669383527000001
rockhopper__wt_glyc_aMG__2,3.1742376774,0.9866827611000001
rockhopper__wt_glyc_aMG__3,2.7926213036,1.1884571172
rockhopper__wt_glyc__1,0.11357749190000001,-0.1947454404
rockhopper__wt_glyc__2,2.1865203209,0.08462239390000001
rockhopper__wt_glyc__3,1.7681316785,0.0033751544
rockhopper__CV108_glyc_aMG__1,3.8196169085,0.2689478041
rockhopper__CV108_glyc_aMG__2,1.4577349914,-1.9155621823
rockhopper__CV108_glyc_aMG__3,1.8417932146,-2.3875055901
rockhopper__wt_glyc__4,0.7564829633,0.3870024859
rockhopper__wt_glyc__5,2.5589031398,0.3736718465
rockhopper__wt_glyc__6,-1.1606539791000001,1.2592398565
rockhopper__wt_glyc_aMG__4,-0.1595215053,-1.4644907950000001
rockhopper__wt_glyc_aMG__5,0.7563306442000001,-1.5105225217
rockhopper__wt_glyc_aMG__6,1.7757937271,-2.4238291953
rockhopper__wt_glyc__7,-0.7972480921,0.1547355332
rockhopper__wt_glyc__8,0.1282239208,-0.9505151835000001
rockhopper__wt_glyc__9,-0.9502693927,0.0925420225
rockhopper__wt_glyc__10,-1.6655089255000002,0.3622338022
rockhopper__wt_glyc__11,-1.6223004962,-0.676534175
rockhopper__wt_glyc__12,-1.3158586295,-0.8956282962000001
rpoD__wt__1,0.1367032599,0.1109631724
rpoD__wt__2,-0.6651579224,-0.3209091855
rpoD__rpoD_mut__1,0.2091740298,-0.3283659465
rpoD__rpoD_mut__2,-0.9017063145,0.3100368305
rpoD__rpoD_mut__3,0.0524227158,0.1859443516
rpoD__wt__3,0.5284546625000001,0.2099460131
rpoN_peptide__ctrl__1,-0.0846903751,0.0336660965
rpoN_peptide__ctrl__2,-0.1699249192,0.0552604944
rpoN_peptide__ctrl__3,0.2546152943,-0.0889265909
rpoN_peptide__nminus__1,-0.2735932492,0.0882410044
rpoN_peptide__nminus__2,-0.094042463,0.042141850200000004
rpoN_peptide__nminus__3,0.2658688377,0.0033185464
rpoN_peptide__nplus__1,5.4027994443,-0.20129721790000002
rpoN_peptide__nplus__2,5.3736400431,-0.22087097990000001
rpoN_peptide__nplus__3,5.5594091852,-0.2513604993
rpoN_peptide__s54_wt__1,0.16994028290000002,-0.11564141100000001
rpoN_peptide__s54_wt__2,-0.292102886,-0.1536735847
rpoN_peptide__s54_wt__3,-0.2501380809,-0.2082021329
rsd__wt_ee__1,-0.2148422261,-0.1232453377
rsd__wt_ee__2,0.2148422261,0.1232453377
rsd__del_rsd_ee__1,0.1263685823,0.0766390632
rsd__del_rsd_ee__2,0.2705513858,-0.1460857407
rsd__del_ssrS_ee__1,-0.6230873524,0.7602579425
rsd__del_ssrS_ee__2,-0.312184332,0.5540694643
rsd__del_rsd_ssrS_ee__1,0.3270894119,0.5958760307000001
rsd__del_rsd_ssrS_ee__2,0.3162548491,0.6875193143
rsd__del_rpoS_ee__1,-0.17613698700000002,0.7287379561
rsd__del_rpoS_ee__2,-0.2717492995,0.7802593655000001
rsd__wt_me__1,1.0887758642,-0.1970095256
rsd__wt_me__2,0.8145934948,-0.013774439400000001
rsd__del_rpoS_me__1,0.9169244044,0.6637467802
rsd__del_rpoS_me__2,1.8418298364,0.6420096033
rsd__wt_ts__1,2.4084327822000002,-0.17633193730000002
rsd__wt_ts__2,2.4269074866,-0.2890687436
rsd__del_rsd_ssrS_ts__1,4.339731763,0.4359283352
rsd__del_rsd_ssrS_ts__2,4.0677067632,0.6350259305
rsd__del_rpoS_ts__1,-0.8160298348,0.1878742408
rsd__del_rpoS_ts__2,-0.3230630511,0.25153484400000004
rsd__wt_s__1,1.5656413597,-0.38611219500000005
rsd__wt_s__2,1.2816941471,-0.240178665
rsd__del_rsd_s__1,1.32010474,0.0463209256
rsd__del_rsd_s__2,1.96473663,-0.0362463224
rsd__del_rsd_ssrS_s__1,4.0359721753,0.0084743257
rsd__del_rsd_ssrS_s__2,3.779295262,-0.0106088155
rsd__del_rsd_ls__1,2.4457160997000003,-0.0672750099
rsd__del_rsd_ls__2,1.8360804834,-0.29542472000000003
rsd__del_ssrS_ls__1,3.3938848179,0.0811816937
rsd__del_ssrS_ls__2,3.3451636878,-0.1564880863
rsd__del_rsd_ssrS_ls__1,3.3909237038,1.800577599
rsd__del_rsd_ssrS_ls__2,3.2672070089,1.7078204212
rsd__del_rpoS_ls__1,0.0827216278,0.4529971531
rsd__del_rpoS_ls__2,1.113752333,0.7621520721
sdsR_ryeA__wt_3h__1,-0.059263604600000006,0.0557545028
sdsR_ryeA__wt_8h__1,4.3716549255,-0.1021443809
sdsR_ryeA__wt_3h__2,0.059263604600000006,-0.0557545028
sdsR_ryeA__wt_8h__2,5.3990241322,-0.08229919100000001
starve_series__t00_growth1__1,0.11039774120000001,0.0161011867
starve_series__t00_growth1__2,0.1401875445,-0.11423994030000001
starve_series__t00_growth1__3,0.3960285182,0.0442268298
starve_series__t00_growth1__4,-0.6466138039,0.0539119239
starve_series__t01_starve__1,-1.7222358309999999,-0.4799165201
starve_series__t01_starve__2,-1.6715872288,-0.8254145806000001
starve_series__t02_starve__1,5.2157561206,-1.285228063
starve_series__t02_starve__2,5.4312993354,-0.9464096820000001
starve_series__t03_starve__1,5.4138824033,-1.5204826758
starve_series__t03_starve__2,5.726700827,-1.2932151107
starve_series__t04_starve__1,4.3415158957,-1.6665353951
starve_series__t04_starve__2,4.1495621696,-2.0355570708
starve_series__t05_starve__1,3.2542432812,-2.183652437
starve_series__t05_starve__2,3.1714203126,-2.473178251
starve_series__t06_starve__1,3.5738309954,-2.4079485092
starve_series__t06_starve__2,3.9850322592,-2.1157606796
starve_series__t07_starve__1,4.7215217736,-2.4121964359
starve_series__t07_starve__2,4.5003676761,-2.4299539962
starve_series__t08_starve__1,5.4009589733,-2.25166371
starve_series__t08_starve__2,5.1276787416,-2.2742975248
starve_series__t09_starve__1,5.4273463063000005,-2.0264855862
starve_series__t09_starve__2,5.4173954332,-2.4994248849
starve_series__t10_starve__1,5.989632385,-2.0922202142
starve_series__t10_starve__2,5.3451013716,-1.8530510668
starve_series__t11_starve__1,4.7490580077,-1.7463820885999999
starve_series__t11_starve__2,4.6364102628,-1.4959391584000001
starve_series__t12_starve__1,4.4981475931,-1.6391085487
starve_series__t12_starve__2,4.709343062,-1.6577447083
starve_series__t14_starve__1,3.5428870117,-1.1300383645
starve_series__t14_starve__2,2.915700575,-0.8049788232
starve_series__t16_starve__1,2.1678872247,-1.0653322882
starve_series__t16_starve__2,1.8467675144,-1.0309489378
starve_series__t17_starve__1,1.6841671377,-0.7589541870000001
starve_series__t17_starve__2,2.0441329989,-0.8013051744
starve_series__t18_starve__1,1.6755416484999999,-0.6631806934000001
starve_series__t18_starve__2,1.1383888388,-0.7899954916
starve_series__t20_starve__1,1.6736749445,0.1841659143
starve_series__t20_starve__2,1.8382848032,0.12148171790000001
starve_series__t21_growth2__1,2.2057661377,0.1132891176
starve_series__t21_growth2__2,2.6097290461,-0.16180808100000002
starve_series__t22_growth2__1,2.2243955559,0.1188745415
starve_series__t22_growth2__2,1.4992137898,-0.3621211722
starve_series__t23_growth2__1,2.1900155527,0.6089025487
starve_series__t23_growth2__2,2.5160872887,0.5223193476
starve_series__t25_growth2__1,4.1848287563,0.4519217522
starve_series__t25_growth2__2,4.3661438489,0.6931433749
starve_series__t26_growth2__1,2.3154819113,0.45917843750000004
starve_series__t26_growth2__2,1.5109516347,0.3524893445
starve_series__t27_growth2__1,1.6606413171,0.3158017722
starve_series__t27_growth2__2,1.5694780777,0.367332468
starve_series__t28_growth2__1,0.6980713989,0.27152104390000004
starve_series__t28_growth2__2,0.5700579023,0.22831772890000002
time_course__lb_4hr__1,0.27681675580000004,0.02762817
time_course__lb_4hr__2,-0.12142544940000001,-0.0634983618
time_course__lb_4hr__3,-0.1553913064,0.0358701918
time_course__lb_8hr__1,5.2265614673,-0.1982160744
time_course__lb_8hr__2,5.6824747119,-0.24684048090000002
time_course__lb_8hr__3,5.4164661969,-0.37213094820000003
time_course__lb_24hr__1,7.8079814959,-0.0495236692
time_course__lb_24hr__2,8.1936504131,-0.0334639901
time_course__lb_24hr__3,7.9045221646,-0.0193487226
