,A,CsrA,ModE,Fnr,CueR
lrp__dellrp_min_trans__2,0.3200419256,0.7991715778,0.38501553980000003,-0.5965645774,1.0703348337
lrp__dellrp_min_stat__1,-2.0220288346,3.0422613378,-0.3536716628,-0.09172600310000001,0.9499243735
lrp__dellrp_min_stat__2,-1.7469790762000001,2.7925473910000003,-0.46557681300000003,-0.2604633833,0.8281961526
lrp__dellrp_liv_log__1,0.6769682447,0.4628213901,-0.1193660384,0.0257724632,1.6227667047
lrp__dellrp_liv_log__2,0.1151182959,0.877127505,-0.2092100479,-0.0743060465,1.0925803005999999
lrp__dellrp_liv_trans__1,0.5673326339,0.3772524829,-0.0172135513,-0.7908679979000001,0.9153925995000001
lrp__dellrp_liv_trans__2,1.0706049064,-0.0568394967,0.20248464870000002,-0.5605540760000001,0.8252666579
lrp__dellrp_liv_stat__1,-0.4624226067,3.0804937551,-0.9740396688,0.1988388559,0.9950673399000001
lrp__dellrp_liv_stat__2,-1.2434569838,2.8642152399,-0.2810959178,0.2155505949,0.7678157462
lrp__dellrp_rich_log__1,-1.2309989119,-0.1506433812,-0.44699035940000004,-0.4247212359,-1.5408829438
lrp__dellrp_rich_log__2,-0.7997440085,-0.0173635652,-0.2428400987,-0.4265440585,-1.4738951671
lrp__dellrp_rich_trans__1,-3.5838395107,1.2512029372,-0.4049448512,-0.8679103318,1.5110788279
lrp__dellrp_rich_trans__2,-1.6060775719,1.3113033334,-0.3150608301,-0.8983829466000001,2.0966422388
lrp__dellrp_rich_stat__1,-3.5075382864,0.8473738456000001,-0.234846508,-0.3971189492,0.45473478500000003
lrp__dellrp_rich_stat__2,-3.3953579953,0.5669231130000001,0.4955135571,-0.24081092610000002,0.5263403826
mazF_circuit__t0__1,0.2931519821,0.1920590468,0.2719259813,0.08827390900000001,0.40772061260000003
mazF_circuit__t2__1,2.1171107492,0.2661629,0.24316179870000001,-0.23167562300000002,-0.4123466663
mazF_circuit__t4__1,0.2294323147,0.0693937624,-1.064890186,0.2629024821,-0.6814958479000001
mazF_circuit__t6__1,0.7489173440000001,0.47991625330000004,-0.6846428685,0.43528731260000003,-0.5950879237000001
mazF_circuit__t8__1,0.5416814098,0.7697409232,-0.6332092477,0.3820487614,0.4594121849
mazF_circuit__t0__2,-0.2931519821,-0.1920590468,-0.2719259813,-0.08827390900000001,-0.40772061260000003
mazF_circuit__t2__2,1.420358379,-0.1031941403,0.6587769794,-0.2043366113,-0.9447243254000001
mazF_circuit__t4__2,0.019781453100000002,0.1873608584,-0.2679205248,-0.32261156550000003,-0.8952708613
mazF_circuit__t6__2,1.660530281,0.3220296724,-0.5273368095000001,0.5355032213,-0.152048641
mazF_circuit__t8__2,1.4121294677,0.22552181710000002,0.0902366283,0.39596403090000004,0.6094097129
mazF_ribo__emptyvec_mrna_5m__1,-0.0038236421,0.021238795600000002,0.035098825300000004,-0.0188473862,-0.061410938400000004
mazF_ribo__emptyvec_mrna_5m__2,0.0038236421,-0.021238795600000002,-0.035098825300000004,0.0188473862,0.061410938400000004
mazF_ribo__mazF_mrna_5m__1,1.503082676,1.5821488706,0.3260773048,0.8768952831,0.2561800915
mazF_ribo__mazF_mrna_5m__2,1.406837374,1.6985212016,0.3372553824,0.7943170451,0.3468520074
mazF_ribo__emptyvec_total_5m__1,1.5268545964,-0.2961759517,-1.0758371711999999,0.0022417352,-0.6071763406
mazF_ribo__emptyvec_total_5m__2,1.3970258627,-0.4207446167,-1.5908161442000002,-0.1816462398,-0.4499209289
mazF_ribo__mazF_total_60m__1,-3.6282562107,-0.5191951331,-0.93243292,0.3641228837,-1.2309473357
mazF_ribo__mazF_total_60m__2,-3.1223512318,-0.6356234805000001,-0.6435456983,0.46529772480000003,-1.4483804533
mercury__ctrl_t00__1,-1.0404825073,0.0466521975,-0.18509315510000002,0.0143233844,0.0077060952000000005
mercury__ctrl_t10__1,-1.0985896012,-0.061312890200000005,-0.0372647177,-0.5673512663,0.40555029610000004
mercury__ctrl_t30__1,0.9874913928000001,0.3242911741,0.3872943112,-0.9106348201000001,0.7598980154
mercury__ctrl_t60__1,1.8401497188,0.7103629410000001,0.67797312,-0.7654763169000001,1.1111075227
mercury__hg_t10__1,-1.1889541004,-0.0682514609,0.5794619572,0.10413819610000001,2.102402127
mercury__hg_t30__1,0.523966158,0.2310497353,0.7046108113,0.1963005887,1.7952144447
mercury__hg_t60__1,5.7019057163,1.2701370081,0.7552327414000001,0.5268947778,1.7360565729
mercury__pma_t10__1,0.2751634694,0.5987774156,-0.3864578635,-0.0169749804,1.4876150046
mercury__pma_t30__1,1.6075873744,0.6869884104,0.3173171737,0.1514677783,1.7292086103000002
mercury__pma_t60__1,3.0984787214,0.2744789602,0.4434454748,0.0907918983,0.3693246188
mercury__ctrl_t00__2,0.5405876807000001,0.0182918463,0.0412753656,-0.0046689013,-0.019314404400000002
mercury__ctrl_t10__2,-0.4110559757,0.0267392334,0.2220815204,-0.426649692,0.2656551076
mercury__ctrl_t30__2,1.4070290598000001,0.39682816,0.588145331,-1.0217004236,1.0193182295
mercury__ctrl_t60__2,1.2692468322,0.4142413092,0.761416874,-0.7745977194,1.1667019247
mercury__hg_t10__2,-0.37330060070000004,-0.12359962990000001,0.7189688669000001,0.1257959895,1.8890448887
mercury__hg_t30__2,1.7880900444,0.2963782735,0.7272430948,0.1732554926,1.7328891188000002
mercury__hg_t60__2,3.3620729194,0.2565436954,0.3980557219,0.4697261488,0.33500239860000003
mercury__pma_t10__2,0.6052865945,0.5017389945,-0.10184874840000001,-0.11645100400000001,1.5785993917
mercury__pma_t30__2,1.5726146380000001,0.3626166075,0.0237189046,0.1571979088,1.668380022
mercury__pma_t60__2,3.1892406247,0.07554041930000001,0.4159741449,-0.6415963887,0.5186562370000001
mercury__ctrl_t00__3,0.4998948266,-0.0649440438,0.14381778950000002,-0.0096544831,0.0116083092
mercury__ctrl_t10__3,-0.1077046977,-0.0173651208,0.1852238618,-0.3169365246,0.36405175970000003
mercury__ctrl_t30__3,2.5136598721,0.4287223403,0.7827497223000001,-0.748058828,1.2381403895
mercury__ctrl_t60__3,1.297508261,0.4551022965,0.6998287303,-0.642971501,1.1292403646
mercury__hg_t10__3,-2.3807249407,-0.5640658947,0.8864096730000001,0.1558185043,2.260198201
mercury__hg_t30__3,-0.7995110869000001,0.2332060148,0.5297189678,0.1043121531,1.8136984900000002
mercury__hg_t60__3,5.132699689,0.7334178621,0.6108815154,0.6420763381,0.934770961
mercury__pma_t10__3,-0.0525484056,0.5842959834,-0.0240661546,-0.1316689648,1.6536759008000002
mercury__pma_t30__3,1.6170081221000001,0.6640153238000001,0.3653151025,0.09705247630000001,1.5395266705
mercury__pma_t60__3,3.0224867347,0.2218252346,0.6384026943000001,-0.6977402275,0.7311326294
ml_abx__az_lolcde__1,-0.29033637430000003,0.220372898,0.42614223900000003,-0.7516619417,0.5063773146
ml_abx__az_lolcde__2,-1.405226088,0.0598854284,0.2226343002,-1.1496425843,0.24061905190000002
ml_abx__az_lolcde__3,-0.8787788877,0.7342185681000001,0.0085671312,-0.9921913121,0.7312863485000001
ml_abx__b01__1,-0.22072685190000002,0.048469071700000005,0.0762185603,0.006689497000000001,0.3978430888
ml_abx__b01__2,-0.0142426576,0.1825061427,0.1217716799,0.078838191,0.4496792996
ml_abx__b01__3,-0.4292388546,0.0643033392,0.11723652250000001,0.0518871206,0.31340367890000004
ml_abx__cro__1,-0.023429211800000002,0.3730194117,0.2683378315,-0.1923720784,0.19922782760000002
ml_abx__cro__2,-0.39804373860000003,0.0944169861,0.1647963208,-0.0085819389,0.1152101061
ml_abx__cro__3,-1.3895312122,-0.0013686128,-0.2932126947,-0.0053562109,-0.42205319280000003
ml_abx__chl__1,-9.6796174373,-0.9194326893,-0.7009970455,-0.6587832035,-0.6351493281
ml_abx__chl__2,-8.8571455843,-1.3416518394999999,-0.5699934441,-0.9242868331,-0.1912257505
ml_abx__chl__3,-11.191336566,-1.1859855195,-1.0034081238,-0.7405011435000001,-0.3497409752
ml_abx__cip__1,-0.5208828492,0.0816946764,0.06302456570000001,-0.1190072798,-0.3230613549
ml_abx__cip__2,-1.2903220565,-0.3657882029,0.11955735170000001,-0.0044759721,0.013931834300000001
ml_abx__cip__3,-1.9757655519,-0.9495993889000001,-0.3954385601,-0.06839568160000001,-0.8695550179
ml_abx__clr__1,-11.1909263623,-1.129701502,-0.7396913875000001,-0.49915717730000003,-0.5835745273
ml_abx__clr__2,-9.5246728273,-1.0840362038,-0.7633453845,-0.9562176016,-0.34976888170000003
ml_abx__clr__3,-9.5336138572,-1.2776929942,-0.8729218319000001,-0.8397931040000001,-0.6942047976
ml_abx__cst__1,-0.8842510521,0.4792257963,0.033092237000000004,-0.6163406841,0.22391255340000002
ml_abx__cst__2,-0.9003664927,-0.0038834316000000003,0.0634062318,-0.6206016748000001,0.2597507932
ml_abx__cst__3,-1.2565746747,0.1281412847,0.0225731407,-0.5586389879,0.1183771967
ml_abx__ctrl__1,0.42650636940000003,0.0127567119,0.2493299611,-0.1166496013,0.3070047322
ml_abx__ctrl__2,0.4056399874,0.2199812542,0.26758144510000004,-0.051026380600000004,0.2113585969
ml_abx__ctrl__3,0.27145290440000003,0.13333909400000002,0.08268180160000001,-0.1833504845,0.3361836466
ml_abx__ctrl__4,0.3541780645,0.17083797950000001,-0.0222287823,0.0806954445,0.24617451950000002
ml_abx__ctrl__5,-0.8609331268,-0.2426180818,-0.4245576831,0.0191679243,-0.4166699016
ml_abx__ctrl__6,-0.5968441990000001,-0.29429695780000004,-0.1528067424,0.2511630976,-0.6840515936
ml_abx__dox__1,-10.5261435482,-1.2045350376,-0.8340183919,-0.7860369249,-0.2893720385
ml_abx__dox__2,-9.0707091553,-1.2649900010000001,-0.6774661511,-1.2163194972,-0.6985192277000001
ml_abx__dox__3,-10.0755538504,-1.4421775240999999,-0.8178544045,-0.8969322540000001,-0.7491090958000001
ml_abx__glob__1,-1.09916809,0.28335808030000004,0.2135125896,-1.3651194326,0.4230655367
ml_abx__glob__2,-0.8875488745000001,0.053705434100000005,0.2643331805,-1.2914137657,0.6231993641
ml_abx__glob__3,-1.4457462029,-0.1993339986,-0.14941288490000001,-1.0983352413,-0.3519044622
ml_abx__lvx__1,0.8135906350000001,0.116365965,0.2889729303,-0.0289735559,0.0207611586
ml_abx__lvx__2,0.19473127640000001,-0.6219921531,-0.1315802624,0.18845651800000002,-0.2121551466
ml_abx__lvx__3,-1.0244290304,-0.287562647,-0.31914067430000004,0.053335694100000004,-0.8446982897
ml_abx__mec__1,-0.3234016138,0.2528509115,0.1678683704,-0.2293278892,0.3810666854
ml_abx__mec__2,-0.4277977686,0.074888385,0.1090220512,-0.0863974743,0.1598792282
ml_abx__mec__3,-0.2412157389,-0.29600697270000004,-0.038684175200000004,-0.10364660020000001,-0.2993239434
ml_abx__mem__1,0.0696652069,0.3425461876,0.22544476800000002,-0.1980404688,0.2160651442
ml_abx__mem__2,0.7384898483,-0.1144245455,0.07432950120000001,0.19654594220000002,0.24868521470000002
ml_abx__mem__3,-0.4574616164,-0.35252235130000004,-0.2901788837,0.39531110950000004,-0.5469104442
ml_abx__nit__1,-6.5671413782,-0.1759569508,0.0408664923,1.1258775551,0.22392531070000002
ml_abx__nit__2,-8.4233044691,-0.34114073240000004,-0.1956148014,1.354755592,0.696949212
ml_abx__nit__3,-9.2127796852,-0.5260468561,-0.26839517830000004,1.3452369068,0.4572924921
ml_abx__ntx__1,-9.594768759,-1.1006627849,0.451501172,-0.5519501863,2.8389614
ml_abx__ntx__2,-9.0601993011,-0.8845689639000001,0.3984037145,-0.7382328027,3.629331685
ml_abx__nor__1,-0.5767654578,-0.0787273332,0.2195090304,0.3269633085,-0.0464505725
ml_abx__nor__2,-1.3433002742,-0.1629118086,-0.1282928508,0.189146892,-0.29763091750000004
ml_abx__nor__3,-2.5011256716,-0.4596798738,-0.3293544967,0.257646025,-0.9325745139
ml_abx__pb__1,-2.33226433,0.6790283477,0.0884803186,-0.7179253264000001,0.5049484623
ml_abx__pb__2,-1.2721569169,0.23443554060000002,0.31923476770000003,-0.5924204416000001,0.5254654547000001
ml_abx__pb__3,-2.5908179582,0.47054841410000003,0.10705748350000001,-0.8001687414,0.4764327532
ml_abx__tmp__1,-2.0277424938,-0.0568795106,-0.0137812023,-0.2532161449,0.2785690732
ml_abx__tmp__2,-2.3636541373,-0.6926613548,-0.27975765350000004,-0.6214561914,0.2378593947
ml_abx__tmp__3,-5.289471517,-0.6918620115,-0.5605083876,-0.6251811719,-0.1645601635
mut_abx__del_mutS_000nor__1,1.0406300626,-0.0244746251,-0.35598076910000004,0.0970123236,-0.00047975650000000003
mut_abx__del_mutS_000nor__2,-0.18926500670000002,0.17262661880000002,0.0229579838,-0.2186048391,0.06544181980000001
mut_abx__del_mutS_000nor__3,-0.8513650559,-0.1481519937,0.3330227853,0.1215925154,-0.0649620633
mut_abx__del_mutS_125nor__1,-0.3211734386,-0.20315786360000002,-0.1264122254,-0.0278850961,0.28199780620000003
mut_abx__del_mutS_125nor__2,-0.34249690580000003,0.0255175341,-0.322158078,0.0976449876,0.3555883976
mut_abx__del_mutS_125nor__3,-0.5225241116,-0.0042979141,-0.2766010702,0.24585199270000002,0.2864726376
mut_abx__del_mutS_250nor__1,-0.2238953273,-0.4326350431,-0.2206756513,-0.012723672200000001,0.2607457297
mut_abx__del_mutS_250nor__2,-0.902305448,-0.29310752,0.11632847660000001,-0.1427372924,-0.0372984099
mut_abx__del_mutS_250nor__3,-0.8846241167000001,0.08872459690000001,-0.1820465715,0.1642186103,0.3034911876
mut_abx__del_mutS_375nor__1,-0.8694801175,-0.3776668329,0.015699148,0.304930242,0.6858151938
mut_abx__del_mutS_375nor__2,-1.4159919098,-0.46390315730000004,0.118205631,0.47015486110000004,0.6529442312
mut_abx__del_mutS_375nor__3,-1.1198470042,-0.5409467213,0.0373156896,0.3298855515,0.5005198861
mut_abx__del_mutS_500nor__1,-0.79272904,-1.061640586,0.34781042500000003,0.3784304416,0.48215291050000003
mut_abx__del_mutS_500nor__2,-0.7866591693,-0.9969947320000001,0.1599687233,0.4791398864,0.6769182377
mut_abx__del_mutS_500nor__3,-0.27867224300000004,-1.3791336239,0.20283051900000001,0.023032378500000002,0.3394730724
mut_abx__del_mutS_625nor__1,0.0329682582,-1.5648974028,0.47508741520000003,-0.6495468024000001,0.0668592925
mut_abx__del_mutS_625nor__2,-0.7373080296000001,-1.6110911387,0.4027161832,0.1293026924,0.153667305
mut_abx__del_mutS_625nor__3,-0.8690233725000001,-1.4363792024,0.4185693808,0.43389779580000004,0.4625659763
mut_abx__del_mutS_750nor__1,-1.8887529648,-1.5394627233,0.4468656017,0.4700040541,0.2807617458
mut_abx__del_mutS_750nor__2,-2.0638932678,-1.9496736543000002,0.5926990611,0.5893872825,0.44684305550000003
mut_abx__del_mutS_750nor__3,-1.9132453321,-1.1661397799,0.4466262709,0.3831052922,0.4448936382
mut_abx__del_mutS_875nor__1,-1.5202087453000002,-2.3549368338,0.547168844,0.3295755399,-0.19578862200000002
mut_abx__del_mutS_875nor__2,-2.081098576,-2.1368768347,0.5387109826,0.6226805845,0.09682348780000001
mut_abx__del_mutS_875nor__3,-1.7354897979000001,-2.2431120405,0.5400126548,0.2557763552,0.061733489100000004
nit_yeaG__wt_Nminus__1,0.4800436878,-0.023051188,-0.1294925983,0.4613139096,-0.0780272286
nit_yeaG__wt_Nminus__2,-0.4800436878,0.023051188,0.1294925983,-0.4613139096,0.0780272286
nit_yeaG__wt_Nplus__1,6.9204179449000005,-3.5786050168,-1.1162502348,-2.2304418322,-2.2632481426
nit_yeaG__wt_Nplus__2,6.7007570192,-2.4921649732,-0.9210364042,-1.6713529146,-1.0649989832
nit_yeaG__del_yeaG_Nminus_24h__1,8.4833004998,-4.1959666254,-1.4795710015,-2.237945271,-2.560240747
nit_yeaG__del_yeaG_Nminus_24h__2,10.8118434979,-2.2870804837,1.0569253113000001,-1.4605007973,1.309129857
nit_yeaG__del_yeaG_Nminus_24h__3,7.6163959137,-2.4009637393,0.5118292372000001,0.2189535879,-0.9755360325
nit_yeaG__del_yeaG_Nminus__1,-0.9231288582,-0.0582201216,-0.1925721347,-0.0005819889000000001,-0.5380283131
nit_yeaG__del_yeaG_Nminus__2,-0.4461475548,0.1127961576,-0.0269905116,-0.5928889711,-0.0081122252
nit_yeaG__del_yeaG_Nplus__1,6.5037663469,-3.7224995351,-1.1359879432,-2.2505650014,-2.0055010531
nit_yeaG__del_yeaG_Nplus__2,6.1363199509,-2.4966760125,-1.178274909,-1.8635784236,-1.4344527856
opex__amp__1,-0.7425828684,-0.18165264520000002,0.1856114013,-0.1487251704,-0.027253958000000002
opex__amp__2,0.5883498072000001,-0.094424803,-0.0371130287,-0.0909383045,-0.11971786220000001
opex__amp__3,0.2289370178,-0.16305702800000002,-0.06770796970000001,-0.2760567605,-0.21584072440000002
opex__bak_amp__1,1.9708887572,0.0530250518,-0.13568283720000002,-0.1280048182,0.3683892925
opex__bak_amp__2,0.7554795990000001,-0.1732228206,-0.0194878542,-0.1696651311,-0.5771029972
opex__bak_amp__3,1.1842862445,-0.3588886604,-0.21074080450000002,-0.0297308013,-0.1841666521
opex__bak_kan__1,0.8306073988,-0.3699149198,-0.21841274600000002,-0.053151654300000004,-0.3687948276
opex__bak_kan__2,1.9458334173,0.0652666839,-0.16340408680000001,-0.0899749167,0.1360468099
opex__bak_kan__3,1.1117185204,-0.4615592834,-0.1109472444,-0.0735199011,-0.3431985309
opex__bak_nor__1,2.2515956192,-0.48384584220000004,-0.1229807687,-0.2236606787,-0.4555540195
opex__bak_nor__2,2.0880625227,-0.2105870242,-0.06672184490000001,-0.1867183711,-0.1858076724
opex__bak_nor__3,1.1188307459,-0.529538166,-0.2861005653,-0.14437137800000002,-0.7099119595000001
opex__bak_rif__1,1.8251151574,-0.2083002942,-0.2710011916,-0.6167399560000001,-0.046857243400000005
opex__bak_rif__2,0.2137303539,-0.4427677964,-0.6779806708,-1.1151788445,-0.41269513630000004
opex__bak_rif__3,1.0163487545,-0.5799680212,-0.5489478318000001,-0.9311711183,-0.5131154343000001
opex__chx_amp__1,1.0637809366,-0.3760859714,0.2951739708,-0.0517356156,-0.1269990668
opex__chx_amp__2,-0.38339816860000003,-0.1631144467,0.036064021200000004,-0.0990943314,0.10993355040000001
opex__chx_amp__3,1.9559345092,-0.2937398334,-0.164360897,-0.1046609936,0.023998691000000003
opex__chx_kan__1,1.3744296022,-0.24872184360000002,-0.10761613660000001,-0.09648473540000001,-0.0645421345
opex__chx_kan__2,1.3069825581,-0.2835383422,-0.040245347300000005,0.0077388532000000005,0.024453562300000002
opex__chx_kan__3,1.3420794093000001,-0.1929979198,0.13468835810000002,0.1446998301,0.0490355546
opex__chx_nor__1,0.8825229338,-0.3023965329,0.0703767714,-0.0676566085,-0.0041063973
opex__chx_nor__2,0.9003066671000001,-0.3583701548,-0.0046604893,-0.0947589315,-0.10113869
opex__chx_nor__3,0.9973269736,-0.1901471677,-0.0315043977,-0.17706263290000002,-0.3123334129
opex__chx_rif__1,1.1476445828,-0.256650221,0.0967853394,-0.0700382621,0.12031063260000001
opex__chx_rif__2,1.0934732937,-0.182573186,0.1542901462,-0.0337101482,0.0867310174
opex__chx_rif__3,1.7036920507,-0.2752759179,0.1114348242,-0.022135684500000002,-0.0719239748
opex__ctrl__1,0.4432682116,0.0106080545,-0.0118585553,-0.025180377900000002,0.1551575962
opex__ctrl__2,-0.0466235953,-0.019626971400000002,-0.0381710015,0.0196182562,-0.1455205064
opex__ctrl__3,-0.39664461630000003,0.0090189169,0.050029556700000005,0.0055621217,-0.0096370899
opex__etoh_amp__1,1.8828051218000001,-0.7516813146,0.5834012378,0.2377297239,0.4786307316
opex__etoh_amp__2,1.6884678406,-0.7694256442,0.6749397497,0.1053728839,0.3623312729
opex__etoh_amp__3,2.2921065007,-0.6594637547000001,0.5543420431,0.13610910980000002,0.5059505444
opex__etoh_kan__1,2.2233886195,-0.8492163168,0.7092854944,0.025329637500000002,0.43209964110000004
opex__etoh_kan__2,2.1812923279,-0.8148593709,0.6607901825,0.0844512438,0.4525042172
opex__etoh_kan__3,2.1310356485,-0.8060583946000001,0.6176407434,0.2984237408,0.6632017722
opex__etoh_nor__1,3.0713585587,-0.7117818259,0.6929577587,0.2674526115,0.7217021386
opex__etoh_nor__2,2.0891008144,-0.7761139653,0.48009653010000003,0.1119558293,0.4677544638
opex__etoh_nor__3,1.937608231,-0.6117604488,0.6546216633,0.188759698,0.4611925243
opex__etoh_rif__1,1.9246574257,-1.239789607,0.21449885840000002,-0.2067728977,-0.37997339890000004
opex__etoh_rif__2,1.5606737649,-1.1016986978,0.396511734,-0.3449538552,0.0772761478
opex__etoh_rif__3,1.0086577867,-1.0522822425,0.4036419101,-0.3120295367,-0.1096736403
opex__glual_amp__1,0.5670103728,-0.1845714148,-0.3272222669,-0.027405716700000003,-0.0230433434
opex__glual_amp__2,-0.2281221193,-0.1003659418,0.047171129000000006,-0.0465774128,0.168352475
opex__glual_amp__3,0.3113657273,-0.1107519424,0.1352565199,-0.011465278800000001,-0.053155568900000005
opex__glual_kan__1,1.0378600726,-0.2018317175,-0.166781849,0.1627377317,0.1913602136
opex__glual_kan__2,0.6420318402,-0.20127412320000002,0.0793522375,0.1185396816,0.1677065451
opex__glual_kan__3,0.8804311284,-0.3703954364,-0.2002845717,0.0651542921,0.0582385391
opex__glual_nor__1,0.9615588596,-0.2613439341,-0.09719569880000001,-0.0607674478,0.1382441158
opex__glual_nor__2,1.0104351976,-0.2108809027,-0.0632325265,0.057061250800000005,-0.0302317619
opex__glual_nor__3,0.9876793009,-0.3020601597,-0.47243313600000003,-0.0643940694,-0.0370696041
opex__glual_rif__1,-1.6380824124000002,-0.719684329,-0.360529655,-1.1116646146,-0.3372377347
opex__glual_rif__2,-1.3550384276,-0.7638854361,-0.42543305010000004,-1.0265227505,-0.9243751729
opex__glual_rif__3,-1.9748966211,-0.6334848714,-0.6824422859,-1.3311193672,-0.1161961215
opex__h2o2_amp__1,-0.7620625940000001,0.1680462847,-0.42295953940000003,-0.4733856206,0.8073721184
opex__h2o2_amp__2,-0.7873722306000001,0.138682796,-0.535425129,-0.24088744950000002,0.6480559778
opex__h2o2_amp__3,-0.1337071647,0.13700193100000002,-0.028822217600000002,-0.28051081510000003,0.6671653607
opex__h2o2_kan__1,-0.6614394363,0.0644179649,-0.2967971581,-0.1835021285,0.32650178900000004
opex__h2o2_kan__2,-1.2575857757,-0.044461058000000005,-0.16501719310000001,-0.28643549630000004,0.6699942852
