,A,CadC,ArcA,Lrp,OmpR,gadE,GadX,hns
SRX7656107,-0.7569977569,0.4532474345,-0.14921615200000002,-0.7620831777,0.3426896975,-2.1633585921,-1.1628826446,-1.4940509868
SRX7656108,-1.0112184875,-0.6785401612,-0.0294394678,-0.3064980264,0.5342408301,0.2610653057,-0.4932865093,0.21392975
SRX7656109,0.7440436212,0.7315410421,0.2672901672,-0.0468346428,0.7401589497000001,-0.41367028170000003,0.1671980807,0.1967282254
SRX7656110,1.1072933369,0.1203121278,-0.0787248516,-0.11271043130000001,0.6890088286,0.1712707618,-0.2330775471,0.3821688183
SRX7656111,-0.9366718464,-0.5292339609,0.44423051760000004,-0.4556147712,0.6112149113,-0.2671750815,0.2142433555,0.23676730710000002
SRX7656112,-2.3869665562,0.3945807899,0.3099130599,-0.3262186607,0.6571561334,-0.2681446939,0.42006232720000003,0.0119384177
SRX7656113,-2.4329408328,-0.3423736613,-0.0743932271,-0.3695731685,0.8157744933000001,-1.145620205,-0.13505157310000002,0.2312758952
SRX7656114,-0.6163225049000001,-0.7206935188,-0.23124170230000002,-0.4328935991,0.6797300794000001,-0.3631337813,-0.2481006463,0.1665159571
SRX7656115,-0.6588908799000001,0.38333626390000003,0.0582030097,-0.24215440130000002,0.57718359,-0.2199619385,0.1966122465,0.1436560422
SRX7656116,0.4872025881,1.0905443162,-0.3375194963,-0.3604929584,0.6760759597,-0.8314178024000001,-0.8498914408,-0.1636048478
SRX7656117,-0.2891436544,1.5991363111,-0.0309933135,-0.5729903047,0.7891440634,-2.5832106683,-1.4198783320000001,-0.090299977
SRX7656118,-0.3536296454,1.7893650374,-0.2579601595,-0.3479598095,1.254740436,-2.3181653736,-0.7171453217,-0.25948931140000003
SRX7656119,-1.0896514263000001,1.6609155128,-0.3064693972,-0.3427384097,1.078096743,-2.2425525164,-0.46023287030000004,-0.29685744210000004
SRX7656120,-1.1454085307,-0.7601506593,0.36746614920000004,-0.0693524647,0.013936585900000001,-0.36835272300000005,-0.0153152945,0.1596778114
SRX7656121,-1.1100435762,-0.5475509494,0.2961635037,-0.1360115345,0.1692164517,-0.5089204531,-0.0162305326,0.14756591200000002
SRX7656122,0.22466532490000002,-0.314491522,0.2408168843,-0.08623943910000001,0.2078250288,-0.1848454219,0.08059132270000001,0.3052054737
SRX7656123,1.6516115967,0.7557069009,0.0039371689,-0.17251786360000002,0.1780886006,-0.36400626280000004,-0.2025320388,0.1570420959
SRX7656124,0.3000530615,-0.3655725066,0.0616059978,-0.09935140960000001,0.0677224375,-0.7996950089,-0.2452689137,0.1075722155
SRX7656125,0.45382123360000004,0.711539859,0.148656964,-0.1474329348,0.11047313600000001,-0.4088157367,-0.2836682236,0.2105058765
SRX7656126,-0.7909507353,0.16040954170000002,0.4149453925,-0.2158333244,0.2105337492,0.0036282930000000003,-0.2119005527,-0.46911920690000003
SRX7656127,-0.3011014348,0.3259061535,0.2256326432,-0.2172143657,0.21515793660000002,-0.3690470985,0.0333695909,-0.4125358994
SRX7656128,0.20133532210000002,-0.0421022452,0.092761073,-0.2715383188,0.113511572,-0.1953349353,-0.1287859289,-0.3041953099
SRX7656129,-0.8335935514,1.2191774266,-0.21925000730000002,-0.601975241,0.3587560936,-2.9172792604,-1.1204875252,-0.450821556
SRX7656130,0.5337716633,1.3531446254000001,-0.1713432605,-0.5393674359,0.20226414850000002,-1.6752442329,-0.7852205343,-0.4804978401
SRX7656131,-0.0830846868,1.3288521272,-0.1275550754,-0.4110311486,0.3736098936,-2.9143267326,-0.9670174074000001,-0.4736858554
SRX7656132,0.47855163500000003,1.0887515171,-0.1188444966,-0.5343836343,0.4087465334,-1.769488294,-1.0754825697000001,-0.9601267897
SRX7656133,1.0261039103,1.5389534731999999,-0.1361487248,-0.4870799568,0.3629773207,-1.5735750794999999,-0.778550626,-0.9322962134
SRX7656134,-0.1060662863,0.8465730718000001,-0.11329185450000001,-0.6967769961,0.44318489380000003,-2.1437333775,-0.872782605,-1.1139241966
SRX7656135,1.1886441402,0.7834510702,-0.3721373451,0.0166659018,0.1331084752,-1.2973104761,-2.1984065837,-0.043924467700000004
SRX7656136,0.2337579462,0.3952631126,-0.37419648920000004,0.1337838902,0.010410990600000001,-0.3026432892,-0.0921267456,-0.496762352
SRX7656137,-0.5631592322,0.07406295510000001,-0.4224466892,0.009774320100000001,0.0422370528,-0.46489328480000003,-0.2452153367,-0.4486518377
SRX7656138,0.3392919575,-0.21456022900000002,-0.29863394050000003,-0.0539881787,0.0733727845,-0.8572881691,-0.5221009263,-0.2103033625
SRX7656139,-0.6732560544,-0.0398161328,-0.3570339716,0.016842407,0.1723665473,-0.3409283751,-0.4567021741,-0.2100923609
SRX7656140,-1.5028299627,-0.15429950650000002,-0.38204602730000004,-0.0027397658,0.1464832614,-0.8478319482000001,-0.5414289123,-0.5943970872000001
SRX7656141,0.2140555388,-0.5511672123,-0.3324084704,-0.1634664161,0.1823920685,-0.059394224100000004,-0.2398306198,-0.6255079347
SRX7656142,-0.2121150553,-0.3801850795,-0.38286241060000004,-0.1955722765,0.2205033798,-0.1005267115,-0.3683389414,-0.5129167171
SRX7656143,-0.7112914565,-0.2358399092,-0.26085353170000003,-0.0901081388,0.21542108510000002,-0.48120007280000004,-0.200426936,-0.7829523933
SRX7656144,-0.9550797546,1.7408868,-0.2339598869,-0.3566875437,0.44150546900000004,-1.8379984252,-0.5828744786,-1.0846355863000001
SRX7656145,0.49789847340000004,1.6361929498999999,-0.2886403155,-0.13625683660000001,0.240351945,-2.2329814282,-0.6193755388000001,-1.216796596
SRX7656146,0.4690533039,0.9651679049,-0.1376267776,-0.1463608293,0.35880312410000004,-3.5190798020000003,-0.9476018088,-0.7026710546
SRX5388319,0.0232664108,-0.1636663203,-0.21440200510000001,-0.2162803667,-0.0975583792,-0.7488960881000001,-0.808787967,-0.053501603700000004
SRX5388320,-0.0203226082,-0.1805031224,-0.1576300118,-0.1457966537,-0.1879904805,-0.3805030186,-0.5151860949,0.0596249852
SRX5388321,-0.0029438026,0.3441694426,0.37203201690000004,0.3620770204,0.2855488597,1.1293991067,1.3239740619,-0.0061233814
SRX5388322,0.2656791989,-0.0241450736,-0.1497389388,-0.1132873288,-0.1194230971,-0.1809204462,-0.6625006408,0.5722430190000001
SRX5388323,-0.0605334442,-0.0892659229,-0.0369705902,0.08352329330000001,0.1636558091,0.4398832123,-0.0013113080000000002,0.20027159220000001
SRX5388324,-0.058452093000000004,0.6016120205000001,0.7431410647000001,0.5486137112,0.5355418273,2.35552784,1.3258003861,0.22803644320000002
SRX5388325,0.0672963498,-0.002472372,-0.2876900969,-0.0837945815,-0.23727411580000002,-0.1619232511,-0.6851707287000001,0.41681538160000003
SRX5388326,0.1235702488,0.1008522899,0.2433380028,0.34161905330000003,0.2822216766,1.5920972305999999,0.4377329814,0.49456849410000003
SRX5388327,0.37714041200000004,0.8142533902,0.8701147989,0.6859732818000001,0.6978865167,2.4204862738,1.4802837509,0.5766055833
SRX8708326,8.4224714447,-0.0687210077,0.21438425600000002,-0.0062171997,-0.2905673092,0.1099698372,2.0504752232,1.7027171876
SRX8708328,2.7294563622,-0.7779898023,-0.30035051360000004,-0.9337380818000001,-1.0940452894,-0.5574716387,-0.3960760002,1.299600531
SRX8708335,-1.3763456351,0.1516697883,-0.140268331,0.2596345097,0.21347025360000002,0.17094157840000002,-0.158451222,-0.4200470764
SRX8708336,-0.6443359539,0.34650484400000003,0.2020150476,0.34944736400000004,0.4398868468,0.1766283717,0.2164153252,-0.41874919990000004
SRX8708337,-0.7087747732,0.2798151701,0.238603797,0.3246562081,0.440688189,0.20990168850000002,0.3381118971,-0.4608042546
SRX8708338,2.0359713731,0.1185025756,-0.6188908344,0.4641211253,-0.7233928273,-0.3635577709,-0.2748195044,-0.6612409545
SRX8708339,2.0066092435,0.0661468796,-0.5476349758,0.48715983360000004,-0.4900179571,-0.0168906139,-0.7681360535,-0.629823428
SRX8708340,2.6906320812,0.1804040941,-0.5547466482,0.5925795928,-0.5637278466,-0.4900397193,-0.1990451291,-0.5918191418000001
SRX8708365,-0.4365442947,-0.1934577503,0.39890568,0.2186856385,0.5796116258,0.5418971964,0.5505691548,-0.1967761666
SRX8708366,-0.2038025864,-0.1996077996,0.4232890375,0.1178346433,0.6325270418000001,0.4925025799,0.7209600243000001,-0.2460703762
SRX8708368,-0.2580101019,-0.2485882912,0.4018782829,0.142437738,0.6378007483,0.7927622094000001,0.7539015943,-0.2130162808
SRX8708369,-0.4700171517,0.2939216514,0.039621208500000005,0.0512492733,0.5446564534,0.0440391864,0.39696551100000005,-0.31210445800000003
SRX8708370,-1.3407231435,0.2648920972,0.2716691263,0.5549373775,0.7809684463000001,0.24152071760000002,0.5820604573,-0.22566028770000002
SRX8708371,-0.39067471940000004,0.2848293336,0.0246632748,-0.0524063481,0.4552726031,0.5710817282,0.9808642114,-0.3897800295
SRX4166001,0.028087328800000002,-0.1251919806,0.0448693536,0.0871727219,-0.3358054281,-0.2292128212,0.059874608100000004,-0.1882099764
SRX4166002,-0.4942632892,-0.0666704274,0.0930905695,-0.1257125641,0.0635527096,-0.11160979630000001,-0.49916235130000003,0.10253841450000001
SRX4166003,0.4661759603,0.191862408,-0.1379599231,0.0385398422,0.2722527185,0.34082261750000004,0.4392877432,0.0856715619
SRX4166004,0.3857405437,0.606159866,-0.5457864885,0.0170087381,-0.4130276744,0.9921121642,1.3596321859,-0.0223748597
SRX4166005,0.5990606592000001,0.39813011130000003,-0.4753633935,0.0335088705,-0.1511030051,1.4903647377,1.3725475739,-0.2374573526
SRX4166006,0.4992737564,0.3088421114,-0.19267576560000002,-0.0744039583,-0.154141503,1.6910265827000002,1.2519500564000001,-0.0910397033
SRX4166007,0.9451336117,0.0894985615,0.2041435115,0.0640315412,0.2749006309,-0.2921036468,0.0745592929,0.0083602461
SRX4166008,0.617051345,0.44527934090000004,0.27431298800000004,0.47442714100000005,0.35831424100000003,0.5194155856,0.6534771265,-0.0734285838
SRX4166009,0.2045534967,0.4328206174,0.22746084330000002,0.516957018,0.1753049736,0.24189312170000002,0.29351478610000004,0.025717815800000002
SRX4166010,1.2142477556,0.6085511589,-0.4405345269,-0.7241306012000001,0.1665156551,-0.5227297465,0.5569534234,-0.5553972686
SRX4166011,0.3779760209,0.4024044719,-0.2830870253,-0.7461422037000001,-0.167699324,0.0091625679,0.6181818207,-0.2051217241
SRX4166012,0.8360315393000001,0.7129187927,-0.3873081933,-0.816640511,-0.056990542000000005,-0.5060295275,0.6005524104000001,-0.5671369567
SRX5000481,-0.0898761644,-0.2095772026,0.1620239536,-0.4650170918,0.0030812966,-0.5434191865,-0.4553408957,0.2635345711
SRX5000482,0.22609666320000002,-0.0922747549,0.12471851810000001,-0.34479734900000003,0.30000823200000004,-0.4846025168,-0.2823275461,-0.1548439368
SRX5000483,-0.4218863989,1.223000443,1.3063350111,-0.6313993248,1.3678844983,1.3032369875,0.1574817004,0.6035908065000001
SRX5000484,-0.3741744219,1.1648894162,1.0700722438,-0.9163781618,0.734326052,1.3397471467,-0.3062164891,0.3849516318
SRX5000485,-0.1062638674,1.1713588024,1.3110525301,-0.6583497656,0.9850520428,1.7652240076,0.2613971606,0.7377830038000001
SRX5000486,-0.1684214466,1.2188279795,1.4065528255,-0.6379152501,1.023207853,1.4306156209,0.13288544730000001,0.816548512
SRX5000487,0.0803759807,1.1031849343,0.7048026657,-1.0630706936,0.3437592518,0.9522827671,-0.0491947567,0.423904043
SRX5000488,-0.2372278039,0.8629036324,0.4601408712,-1.2287369215,0.6804572916,0.8443386461,-0.25100937630000003,0.0915417102
SRX5000489,-0.48659285100000005,1.1666791819,0.9813567482000001,-1.0067075456,0.7805262655,1.1804046027,-0.0839417298,0.2905690998
SRX5000490,-0.4826749233,1.0647207971000001,1.0470302386,-0.9316485147,0.9107078552000001,0.9853592028,-0.2274791254,0.32116900400000004
SRX5000491,-0.6123931340000001,0.8951057007000001,0.563147705,-1.2240313197,0.7828283416,0.6342025654,-0.24578376870000002,0.23219207050000001
SRX5000492,-0.2785924895,0.551867387,2.2553511942,2.1863763591,1.6114508702,2.3940920258,2.7062778225,0.8384159612000001
SRX5000493,-0.549646011,0.7631997593000001,1.453166348,1.9236357447999999,0.8965006593,1.4574813429,1.7372160011000002,0.4645707851
SRX5000494,-0.5312807473,1.0712592282,1.5121257571,1.8943560422,0.9174357246,1.1252965765,1.6629535055,0.5425807868
SRX5000495,-0.7496550253,0.6697643076,2.2442103555,2.1351805528,1.7582157871000001,2.4377068082,2.4883228842,0.7128758461
SRX5000496,-0.33169830170000003,0.7088311792,2.289547288,2.1996466434,1.7522759181,2.6300688396,2.6148482966,0.8226589566
SRX5000497,-0.28612258420000003,-0.036806204,0.07823853530000001,-0.0099429989,-0.020468178400000002,0.24834200650000002,0.028458647700000003,0.009803290400000001
SRX5000498,0.2057941197,0.06482069310000001,-0.0595165218,0.0772490323,-0.0238160065,-0.28841527170000003,-0.0095924621,-0.0702603026
SRX5000499,-0.5678345989,0.9165676801,1.4546496266,1.8917099919,1.0715616708,1.0329275672,1.6957574172,0.4425660292
SRX5000500,0.0803284645,-0.028014489200000003,-0.018722013500000002,-0.0673060335,0.0442841849,0.0400732652,-0.0188661855,0.0604570122
SRX5000501,0.2958557143,0.7335422317,0.9007452943,-1.0802750347,0.3793255595,0.5367616265,-0.2414420801,0.2831777612
SRX5000502,0.2630504375,1.1963164236,0.7772417636000001,-0.925047186,0.1367083687,0.2044882395,-0.2163881326,0.3946825948
SRX5000503,0.0484904958,1.1114512014,0.8209610593000001,-1.0281568676,0.2884632291,0.12970939310000001,-0.1400461099,0.3312950845
SRX5000504,-0.6016320276,-0.3468037647,0.6236913775,-0.1270896112,0.10267488550000001,-0.8431277892,-0.3665758333,-0.1588747517
SRX5000505,0.0586112198,-0.3775847024,0.6223916111000001,-0.09576320840000001,0.009904756,-0.7511563802,-0.3526445285,-0.0592506485
SRX5000506,0.0583323944,-0.2940271293,0.5376040695000001,-0.0514791192,-0.031551120700000004,-1.095089713,-0.22147251540000001,-0.0673111416
SRX5000507,0.7521650139,1.3661038852,0.6762737721000001,-1.1492825234,0.5201336106000001,-0.2223047488,-0.0997582904,0.6997843721
SRX5000508,0.1513181728,-0.1256473422,0.201879105,-0.0539672148,0.0054107695,-0.4782889138,-0.0855187511,0.0631073462
SRX5000509,-0.2759109914,-0.30764467030000003,0.45632683420000003,-0.3360690113,0.13371847950000001,-0.7519355841,-0.3541305314,-0.2650247325
SRX5000510,-0.00019324900000000002,-0.6680162345,0.44274077380000004,-0.3591382528,-0.140829802,-0.9333840156000001,-0.1326742236,-0.2070048464
SRX5000511,-0.0470921595,-0.2411229372,0.5074049783,-0.23039244050000002,-0.160941463,-0.44482345980000004,-0.43957702,-0.157183272
SRX5000512,-0.0393496682,0.8100860721,0.2066540851,-1.5565715376,0.5361490669,0.2913390477,-0.5145726919,0.19358434500000002
SRX5000513,0.2968831383,1.3204821881,0.321622073,-1.3472401395,0.4275068811,0.2888772767,-0.2411368176,0.3090534747
SRX5000514,0.176226121,0.9090765952000001,0.7557021915000001,-1.1614732688,0.2662252452,-0.16376854300000002,-0.4656030806,0.3108777017
SRX5000515,-0.0338287695,1.0046821794,0.9368418241,-1.1960530839,0.49148364840000003,0.5904887135,-0.13911353840000001,0.32883247260000004
SRX5000516,0.1908357461,0.8769894778,0.8506512747,-1.1547836404,0.3128044219,0.2142185296,-0.43096163660000003,0.3671767443
SRX4124772,0.7046849236,-0.36914473950000004,-0.8681587916,-0.4991990525,-0.7059476946000001,-0.1738701168,-0.8274330336,0.1648380756
SRX4124773,0.6834506872,-0.4483943073,-0.7394498977,-0.442898917,-0.4493604961,-0.2363696871,-0.38797266,0.1402894271
SRX4124774,-0.0859716256,0.0271307958,0.036210261300000005,-0.0098924062,-0.0052795268,-0.0368794914,0.23187744910000002,-0.062029682700000005
SRX4124775,0.0859716256,-0.0271307958,-0.036210261300000005,0.0098924062,0.0052795268,0.0368794914,-0.23187744910000002,0.062029682700000005
SRX5323946,0.1571065252,0.26911951300000003,-0.0387355869,-0.145891016,-0.0035586571000000003,0.3769850314,0.2548088419,-0.0676897412
SRX5323947,-0.1571065252,-0.26911951300000003,0.0387355869,0.145891016,0.0035586571000000003,-0.3769850314,-0.2548088419,0.0676897412
SRX5323948,0.3583028468,0.17642016130000002,0.5055877661,-0.0096629099,0.1060255492,0.9360248119000001,0.6963094857000001,0.0058610623
SRX5323949,0.0835868696,-0.2456993808,0.5518146645,0.4091311132,0.4222870582,-0.020665762,-0.1219142549,0.10185994030000001
SRX5323950,-0.0752795316,0.1186975921,0.1582199441,0.2269452471,-0.0295174331,0.5475200842,0.5485458619,0.0295967144
SRX5323951,0.4880528793,-0.0286129821,0.0067155102,0.2487648547,-0.1288834364,0.0437451831,0.1696523824,-0.22990848930000002
SRX5323952,0.4456373758,0.039072695000000005,-0.20791819690000002,-0.0187389058,-0.29062765620000003,0.7472772517,0.16642317980000002,-0.2795002008
SRX5323953,-0.41600092040000003,-0.151034368,-0.19365682850000002,0.2626192913,0.046926290100000004,0.2448681155,-0.1629295183,-0.04626316
SRX5323954,-0.2625430764,-0.0570787976,-0.082813973,0.6488076774,-0.07888423800000001,0.3831293429,0.2407412183,0.0266440145
SRX5323955,-0.26836438630000004,-0.1293944092,-0.12364642190000001,0.6874737161000001,-0.0753917269,0.519123489,0.5075470914,0.0795420342
DRX093856,0.1820180976,-0.2617746391,0.0917961189,-0.061485168400000005,-0.0175241293,-0.0333388997,0.0883623104,-0.42802618010000004
DRX093857,-2.012200114,-0.32749546890000003,0.43684676520000004,0.7114775326,-0.0626696307,3.4576662711,3.4109216782000003,-0.0343872183
DRX093858,-2.3898372507,-0.2793092943,0.522254579,0.8600672109,-0.0321286401,3.3059509738,3.5060673737,-0.20062464430000002
DRX093859,2.1683760701,-0.013303258,0.5563993884,0.4070462634,0.16090369910000002,2.8697715667,2.6544048241000002,-0.4582682507
DRX093860,2.7051292035000003,0.6354070742,-0.1029413869,-0.2118340766,-0.0947315895,1.0946882161,0.9251817615000001,-0.45239976120000003
DRX093861,0.38629152980000003,-0.12397625420000001,-0.1427980245,-0.1495236795,-0.1061439316,-0.27237397950000003,-0.1468155013,0.1907532861
DRX093862,-2.1920365725,-0.5838638114,0.3677988023,0.6814934777,0.011906770300000001,3.3463482837000003,3.5530901362,-0.5248271375
DRX093863,-2.6088449394,-0.1946793323,0.2865146461,0.7414125037,-0.40410845900000003,3.5936522496,3.9441858137,-0.1356746194
DRX093864,1.7219463184000001,-0.1392262124,0.8909108266,0.3947216577,0.3643023958,3.4197827338,2.9264090054,0.1504471132
DRX093865,1.6109612021,0.22118046100000002,-0.1946073646,-0.3229811729,-0.0972392943,0.35883517070000004,-0.0387163136,-0.7797064414
DRX093866,-0.5683096274,0.3857508933,0.0510019056,0.21100884800000003,0.1236680609,0.3057128791,0.0584531909,0.237272894
DRX093867,-1.9854029940000002,-0.3944837769,0.3482362634,0.6038699491,-0.169712782,3.5194968283,3.7379306037999998,-0.1341999708
DRX093868,-2.735695451,-0.1081521641,0.08828627160000001,0.7870545284,-0.2249020018,2.9435857081,3.6676838812,-0.7023510171
DRX093869,0.5448498922,-0.32654552810000004,0.467396951,0.250815504,0.2411196169,2.5031213529,2.0194740139,-0.39571037410000004
DRX093870,0.7061958186,-0.5536062811,-0.11413830750000001,-0.25305674300000003,0.0004061224,0.6008632183,0.3222694123,-0.5805126694
SRX6366242,0.3477023647,0.34351852390000004,-0.1525709423,-0.1142661083,-0.6305323529,-0.14021725440000002,0.47219173670000003,-0.40779694920000004
SRX6366243,0.6321329814000001,0.1291590118,-0.2339680777,-0.18387289210000002,-0.2087979951,0.1151831657,0.1358013078,-0.3172827126
SRX6366244,0.0412952523,1.6804321258,-1.9321320885,-1.7696626579,-0.3465382007,1.1250863255,1.3000504781,-0.482759337
SRX6366245,-0.1565988556,-0.11524862420000001,0.1425099832,0.0595672831,-0.22508120450000002,-0.16714144990000002,0.2091982376,-0.1308288671
SRX6366246,-1.4088848888,0.0261968232,0.0276660196,-0.0943527899,-0.5627106609,-0.1046040564,0.1947944375,-0.062079645700000005
SRX6366247,0.2633513986,1.0800345711000001,-1.7251881255,-1.5527229283000001,-0.33643025520000003,1.1369698882,1.6196864745,-0.262429648
SRX6366248,1.0478583799,-0.3109280524,-0.2232967539,-0.2743133162,-0.5235370642,-0.6793510450000001,-0.1906192756,-0.1462215287
SRX6366249,0.0725100692,0.2249347863,-0.3382124423,-0.1824731146,-0.1928666339,-0.9443344050000001,0.0220056713,-0.3628844094
SRX6366250,1.1354398692,0.5477021626,-0.1024671756,-0.0527925588,0.009942480200000001,-0.29123249030000004,0.11135133820000001,-0.31585670200000004
SRX6366251,0.3635606858,0.39635662730000004,-0.2333492755,-0.1111367598,-0.37477257350000004,-0.5202673228,0.2351279511,-0.35843063140000003
SRX6366252,0.6295722455,-0.0041942789,-0.0869106188,0.0976422895,-0.032357524900000004,-0.1308407967,-0.036776137300000004,0.0548440076
SRX6366253,-0.6295722455,0.0041942789,0.0869106188,-0.0976422895,0.032357524900000004,0.1308407967,0.036776137300000004,-0.0548440076
SRX254739,-3.9179883584,-2.3519004552,-0.9591483862,-1.3280086315,-0.8591258769000001,-5.3760618441,-3.1821150713,-0.45122262420000003
SRX254740,-3.7275012237,-2.5826117568,-0.9069556407,-1.2549976659,-1.0362942404,-5.2655977584,-2.9111079054,-0.3962425048
SRX254741,-3.6886414512,-2.4578044234,-0.9805255295,-1.5262674848,-1.1528058106,-5.3751311724,-2.8804558242000002,-0.2844623287
SRX254742,-3.8632477066,-2.2124329826,-0.9351694974,-1.2795174404,-0.9804126695000001,-5.0255267271,-2.9267383072,-0.2394462218
SRX254743,-3.552064665,-2.5204663839,-0.9049785276000001,-1.3731510517,-1.0022122896,-5.2806753091,-3.1122170695,-0.3183102276
SRX254744,-3.9597746678,-2.4847767985,-0.9910953517000001,-1.3373490718,-1.1707198305,-5.2197666014,-2.9291403546,-0.2716318091
SRX254745,-3.202581299,-1.3322866133,-0.847915772,-1.3728259332000001,-0.7687781155000001,-5.5139935237,-3.1112788935,-0.3573323518
SRX254746,-3.7548156728,-1.622401752,-1.0447402794,-1.2398064386,-0.6336495614000001,-5.3443181803,-2.9883485536,0.45196967870000004
SRX254747,-3.2712127051,-1.6245401201,-0.8083185378000001,-1.0662547752,-0.8615270957000001,-4.4414883336,-3.3292582215,-0.49643729890000005
SRX254748,-2.9429231119,-1.3422658593,-0.251267234,-1.4952724953,-0.1896991509,-4.6231276197,-2.4960100343000002,-0.8969223690000001
SRX254749,-3.7068994509,-1.3510809086,-0.5238376862,-1.3976358772,-0.22493400500000002,-5.9077810195,-2.7511549018,-0.32686962410000003
SRX254750,-4.1172058582,-1.8534138788,-0.6034573715,-1.3906874613,-0.1029926164,-5.5365399483,-3.1375511442,-0.1374703876
SRX254751,-4.2051829445,-0.8076089338,-0.3508205254,-0.8236491265,0.4258743672,-3.6634904831,-1.5208584311000002,-0.0593696183
SRX254752,-4.1081457376,-0.7194287683,-0.25833767490000004,-1.2379253064,0.6223319721,-2.6056509213,-0.9164042507,0.3187820064
SRX254753,-4.9695809481,-0.7999592924000001,-0.2510583381,-1.1345188754,0.5535283825,-3.447834189,-1.6047694549,0.1053390444
SRX254754,-4.5064302059,-0.5861104388,0.6010919005,-0.5585810436,0.2654093582,2.6901435435,0.9617112312,-0.036328431
SRX254755,-3.4210857131,-1.2506921786,0.3757489328,-0.862548846,-0.48667455,1.5210825731000002,0.6156523993,-0.7600880188
SRX254756,-3.0549776038,-1.0151962867,0.46132468460000003,-1.2945285391999999,-0.4530619053,1.5974770063000001,0.5306498601,-0.7416072773
SRX254757,-3.1030241007,-2.464207246,-1.0414098383,-1.6807699151,-1.3268184332000001,-3.9954071613,-3.2764770963,-0.8119838173
SRX254758,-3.350470703,-1.9278802597,-0.9159551937,-1.6877316355,-1.2672148592,-5.8862373696,-3.1862304414000002,-0.4293165474
SRX254759,-1.604616395,-2.3367957065000002,-0.9083989386,-2.0410533937,-0.9021330864,-4.4678780652,-2.8067588003,-0.6400487442
SRX254760,-3.5309982747,-1.0951018226,-0.1170991074,-1.0571512253,0.32118850800000004,-4.646274911,-1.8110310584,-0.5511475438
SRX254761,-3.8649228329,-1.056494799,-0.39377184200000004,-1.3691852483,0.2675099876,-4.0898316988,-1.8373412306999999,0.1305372532
SRX254762,-3.3666755214,-1.0924809205,-0.2477501017,-1.0286376263,0.3274745994,-3.3982115371,-1.4249210943000001,-0.0708009819
SRX254763,-4.3212498771,-1.3632537621,0.32667003380000004,-0.6750181829,0.1542452682,1.472804666,-0.0091102584,0.0868151647
SRX254764,-3.7411446916,-1.4587130183,0.12583580960000001,-0.8109577943,-0.5190330042,0.4496360063,-0.42821546520000003,-0.6062677298
SRX254765,-3.6733065993,-1.6212343374,0.1471643461,-1.1125216051,-0.8551225698,0.2297226486,-0.6718912354000001,-0.4630841336
SRX254766,-3.2972565347,-2.6859467261,-1.0362206284,-1.1867504545,-1.1214163048,-3.6447414908,-2.7946907114,-0.4772531835
SRX254767,-4.0783729302,-2.4087763767,-0.6122604305,-1.6767903861,-1.5118450854,-5.0717440048,-2.8778798714000002,-0.3208510263
SRX254768,-3.5410875677,-2.0090110353,-0.8550408235,-1.6534572454,-1.6888522361,-4.475760906,-2.9022865102,-0.32777419820000003
SRX254772,-3.0698161418,-1.407498905,0.6630495898000001,0.7179084734000001,0.2207413811,3.4580428803,1.9151127979,0.3450575598
SRX254773,-1.4153614481,-0.6205364603,1.0630222116999999,0.7362325598,0.4074444648,3.5746026591,1.9779941424,1.1255687247
SRX254774,-2.5291042841999998,-1.1156871523,0.9014951861,1.006572885,0.8529968888,3.5011426027,2.402553543,0.1505269974
SRX254775,-0.24196604970000002,-0.049296815800000005,0.0964044275,0.4495414401,0.0905194032,1.0608695755,0.3863413384,0.3081815196
SRX254776,-2.2352182785,-1.5320920625999999,0.17957707620000002,0.5933544645000001,-0.2776188496,1.0175350098,0.250072493,0.3096972465
SRX254777,2.2762217487,1.4794020974,-0.1063888255,0.2814118607,0.3216457157,0.1370241683,0.40559579360000003,-0.1387309298
SRX254778,0.33811165860000003,0.4025879462,0.6193695864000001,0.9473328476,0.4089738731,3.1351994041,2.0240753833,0.8309208452
SRX254779,-0.8098526202,-0.7303862182,0.6065092066000001,0.8766874484,0.4172848212,3.1972784729,1.8279815192000002,0.4388132436
SRX254780,-2.0279240808,-0.7748635804,0.9798709129000001,0.8894083801,0.7183658473,2.8147777686,2.2072688988,0.6069069864000001
SRX254781,2.1142943784,1.5766688710999999,0.8557101366000001,0.4436912194,0.8047996795,2.7152875619,1.7242407162000002,0.1154797952
SRX254782,1.3543293781,0.2778345426,1.1863850382,0.7616024275000001,1.0749419035,3.144452122,2.1872656884,0.6197264819
SRX254783,1.8354779732000002,1.6376378166999999,0.5824803033,0.2837178844,0.6438560003,2.3762373598,1.4372048972,0.0224041261
SRX254784,2.3627839128,2.0893842519,-0.3142659602,0.2635142947,0.42018707180000003,0.9269554351,0.6158064089,-0.3619226571
SRX254785,1.7845138838999999,0.9612490781,0.0337538764,0.6403438638,0.6555923063,0.8310553064,0.7111500902,-0.0193238632
SRX254786,1.6662800857,0.6629463586000001,-0.0101341902,0.799820631,0.5881903957,0.9828298626,0.8571796671,0.2703666889
SRX7136401,0.5409275804,0.1699066561,-0.288400054,-0.1991334016,0.0602995141,0.07542712950000001,0.2890885278,0.13892209490000001
SRX7136403,0.0216363761,-0.1254463693,0.2116526986,0.0672594889,-0.21183142370000002,0.2715817284,0.018824394,-0.07312157400000001
