,A,PhoB,ArcA
SRX3648456,4.0459932066,-1.0679655465,-0.6930128134
SRX3648457,-0.3888579064,0.3240854883,-0.0883783216
SRX3648458,-1.2716900588,0.1872501299,-0.099391956
SRX3648459,-2.3897391836,-0.1464299113,-0.6044773846
SRX3648460,0.2032665372,-0.3426297775,0.1316656856
SRX3648461,-1.4161231273000001,-0.4257876183,-0.3193606792
SRX3648462,-2.9484318362,-0.6217774088,-0.6585030624
SRX3648463,0.6373392783,0.1331745046,0.1392440415
SRX3648464,-0.5388397185,-0.3514127274,-0.0994532634
SRX3648465,-2.0632094863,-0.35728426820000003,-0.480013075
SRX3648466,2.0868470246,0.3101118963,0.1603490528
SRX3648467,-0.2640508609,-0.07403362000000001,0.1481114442
SRX3648468,-1.7889820700999999,-0.3197544881,-0.2173357595
SRX3648469,15.352861376,0.5051405826,-1.7811438781
SRX3648470,13.7185061882,0.4312668838,-2.1307990097
SRX3648471,12.0871169322,0.5263768151,-2.1228927186
SRX3648472,20.4581530609,3.573820804,-2.2152411398
SRX3648473,19.3852811301,3.5753473215,-1.7852927123
SRX3648475,-1.0629056338,-0.5464218289,0.0597515543
SRX3648476,-1.6022264225,-0.6945565322,-0.43789696110000004
SRX3648477,-2.4319852549,-1.0972394194,-0.8230746571
SRX3648478,3.2191220637,0.9346282317000001,-0.12524527800000002
SRX3648479,2.7324952496,0.2272160749,0.0012504047000000001
SRX3648480,0.5793807606,0.5278879963,-0.38562192500000003
SRX3648481,0.331158591,-0.40270260080000003,-0.30334683100000004
SRX3648482,1.5675957007,-0.3812913254,-0.3516716362
SRX3648483,0.9492124392,-1.1792706725,-0.6353873038
SRX1429221,1.0394626200000001,0.0200048926,-0.0732650834
SRX1429222,0.0385073332,-0.0443978433,0.1451301475
SRX1429223,-1.0779699532,0.024392950700000002,-0.0718650641
SRX1429224,0.5213103625000001,-0.0375270019,0.1429632599
SRX1429225,1.9084288056,-0.257536154,-0.0811107971
SRX1429226,1.960121135,-0.034788797100000005,-0.0296220658
SRX1429227,1.6518506656,-0.0193283574,0.0344344757
SRX1429228,-0.28306807640000003,0.0482892075,0.11639725370000001
SRX1429229,1.2434169296,-0.5635419814,-0.0099816008
SRX1429230,0.1285219836,-0.3507659402,0.027381407000000003
SRX1429231,-1.5809269152,0.1221561496,-0.0021052977
SRX1429232,0.4449497395,-0.1111210135,0.007675045100000001
SRX1429233,-0.1327509635,-0.40211579610000003,-0.0219615704
SRX1429234,-0.3344102255,-0.1622862081,-0.0384265959
SRX1429235,-0.510801838,-0.18760440120000002,0.0027122553
SRX1429236,-0.6609636188,0.3213333473,0.0488622045
SRX1429237,0.17362423470000002,-0.29706353890000003,-0.0521707852
SRX1429238,0.5805052131,-0.0719614092,0.0536458234
SRX1429239,0.7593810331,-0.0495649881,0.2102355732
SRX1429240,-0.5853802704000001,0.1128211271,0.0696474088
SRX1429241,0.8544139679,-0.2900561438,0.27220808020000004
SRX1429242,-0.7663949249,0.6355622769,-0.0391154083
SRX1429243,0.7459648656000001,-0.1829869677,0.1597704819
SRX1429244,0.0935031125,0.3148752215,0.0795000183
ERX2339161,0.16640927830000002,0.0125612871,-0.1884936433
ERX2339162,-0.16640927830000002,-0.0125612871,0.1884936433
ERX2339163,-6.8422981763,-1.3714731106,-1.7190140109
ERX2339164,-4.5295341118,-1.4921312859,-1.2072022831
ERX2339165,-1.5066153718000002,-1.4331532946,-0.6177819627000001
ERX2339166,-0.16706311100000001,0.6160469632000001,0.26971364000000003
ERX2339167,-3.2501381921,-0.5410369995000001,-0.22090745590000002
ERX2339168,0.5169743075000001,-0.1686152699,0.3425865314
ERX2339169,0.7903708067,0.061889750800000004,0.5901344861
ERX2339170,-7.0812417054,-1.0944854598,-1.6983132169
ERX2339171,-4.7296264379,-1.5747868106,-1.3588102909
SRX7656012,1.620245924,0.5193110119000001,0.23653916330000002
SRX7656013,0.31737386700000003,0.272891812,0.085487013
SRX7656014,5.3449217327,0.39703548240000003,0.41686511940000004
SRX7656015,7.265449871,1.0009289262,1.0194685422
SRX7656016,4.6879545921,0.4154175791,0.4204358036
SRX7656017,3.6691970699,0.8641511771,0.4085579958
SRX7656018,3.4614646691,0.9266342033,0.27011051210000003
SRX7656019,6.8450847038,0.7912225042000001,0.8941414236
SRX7656020,3.0204091296,0.6564709469000001,0.0156877098
SRX7656021,5.4494607461,0.48006758060000004,0.5051920776000001
SRX7656022,5.2444984550000004,0.49604862110000003,0.5877604111
SRX7656023,3.8763189998,0.8382449088,0.30915803750000004
SRX7656024,6.8717228363,1.0359657791,0.9327927276
SRX7656025,3.5466451408,1.2318749054,0.4536204331
SRX7656026,4.4666941031,0.9969558475,0.5602036195
SRX7656027,2.6676529706,0.5239522141,0.0909256163
SRX7656028,1.1921702474,0.5750661606,0.0884640688
SRX7656029,2.1087175119,0.45724997230000003,0.1923271449
SRX7656030,5.3570017015,0.45774011200000003,0.48588744580000004
SRX7656031,3.0933994149,0.42177159610000003,0.27600203360000003
SRX7656032,2.3485272981,0.1385597515,0.21350687470000002
SRX7656033,2.3137891503,0.6632347349000001,0.1951776101
SRX7656034,2.8946347061,0.0678233656,0.199062456
SRX7656035,5.3820783804,0.0234582615,0.4182409442
SRX7656036,3.4309041155,0.39918277080000003,0.22426504860000002
SRX7656037,2.3266620516,0.4499494795,0.1504918488
SRX7656038,1.7612365544,0.3109385509,0.2183913043
SRX7656039,0.8674405076,-0.0309322053,-0.0092459692
SRX7656040,0.5624196044,0.0097729926,0.116360898
SRX7656041,-1.429860112,0.0211592127,-0.1071149289
SRX7656042,-6.1043798184,0.6002110457000001,-0.039059609200000005
SRX7656043,-7.209711927,0.8570117392000001,-0.054930333500000005
SRX7656044,-1.9711161787,0.6237711661,0.21852969390000002
SRX7656045,-7.2796582272,1.0064691008,-0.1943326615
SRX7656046,-5.5857496421,1.025245325,-0.0943830518
SRX7656047,-6.5243576933,1.0515298704,-0.2434598614
SRX7656048,-7.5166603479,0.8325266914,-0.2931934637
SRX7656049,-4.3331264024,1.0372032599,-0.212712759
SRX7656050,-2.793825448,1.0631504653,0.1472130576
SRX7656051,-5.751175814,0.8972531468,-0.23707851400000002
SRX7656052,-7.4786140104,0.9951607950000001,-0.2859039242
SRX7656053,-5.6527238123,1.0120530969,-0.337610083
SRX7656054,5.0966048314,0.42015878770000004,0.4890997312
SRX7656055,4.2567694881,0.5809780586000001,0.5009889858000001
SRX7656056,4.4579910635,0.6318669279,0.5543321488
SRX7656057,6.5870681329,0.6289344542,0.6101591093000001
SRX7656058,5.3395471758,0.127977262,0.4789740021
SRX7656059,5.5895214079,0.6828194793,0.5165466381
SRX7656060,5.8035078271,0.44061972660000004,0.4417161377
SRX7656061,5.6478318941,0.0078783242,0.4526815122
SRX7656062,5.8526893272,0.39834423880000003,0.5544041639
SRX7656063,4.5152565308,0.7125619209,-0.0884834688
SRX7656064,4.4839329809,0.5541400107000001,-0.0741714435
SRX7656065,4.209332291,0.9171121785,0.0417403135
SRX7656066,5.4763952323,0.4530664814,1.2348558833
SRX7656067,5.6304842413,0.24765332510000002,1.1375740396
SRX7656068,6.9574216445,0.3872729727,1.0816160664
SRX7656069,6.0354089059,0.5090665073,1.0179338555
SRX7656070,5.0153756399,0.6916299425,0.9822375756
SRX7656071,3.5489449745,0.6705325790000001,0.8685840559
SRX7656072,5.9405021897,0.1594879485,1.0186291381
SRX7656073,6.6605510592,0.1804813096,0.9619419754
SRX7656074,3.8596671825,0.812847113,0.9689489259
SRX7656075,1.7542307241000001,1.2923615643,-0.5507169554
SRX7656076,-0.1514890539,1.5550422735,-0.5128883775
SRX7656077,-0.43083596020000003,1.3262772566,-0.5507199287
SRX7656078,0.30317538110000003,0.8835001122,-0.0017372771
SRX7656079,-1.7605203698,1.0633537921,-0.2253891458
SRX7656080,-1.4364844186,1.0460073266,-0.2253094873
SRX7656081,-2.8748948453,1.2235418106,-0.1950844514
SRX7656082,-3.4875607754,0.9270424031000001,-0.38321609770000004
SRX7656083,-0.8312175884,1.1403875652,-0.3281746144
SRX7656084,-1.2088363848,1.1715839991,-0.2075052722
SRX7656085,-2.4445270735,1.2589613483,-0.2980292464
SRX7656086,-2.1045358655,1.3118854643,-0.20525045360000002
SRX7656087,-2.2113447354,1.4480450968,-0.3935014968
SRX7656088,-3.1387422223,1.3301480664,-0.2939316055
SRX7656089,-3.2215828227,1.4776514554,-0.3581052254
SRX7656090,1.0873431618,0.3099208261,0.0595775361
SRX7656091,0.36626116010000004,0.28297823580000003,0.0305288252
SRX7656092,0.11659727700000001,0.4145231238,0.009163633400000001
SRX7656093,0.8322050479,0.1370156353,-0.045989096300000004
SRX7656094,-0.9532773408,0.1281515775,-0.0767669512
SRX7656095,0.1068184606,0.4202111008,-0.0643436574
SRX7656096,2.3367877008,0.2960130431,0.2997862374
SRX7656097,2.9257932585,0.3430986682,0.2287315863
SRX7656098,2.8261725001,0.4882949058,0.3750959031
SRX7656099,3.9634550305,0.9824126638,0.1323316051
SRX7656100,4.823585821,0.9567065680000001,0.11663640500000001
SRX7656101,2.4569255057,0.7786251821,-0.0232740238
SRX7656102,2.6758223165,0.15407808080000002,0.223540442
SRX7656103,2.5258419668,0.1445482338,0.2613960658
SRX7656104,3.1761076009,0.5251847972,0.27626287850000003
SRX7656105,3.3478384906,1.1050026648,0.049997639100000005
SRX7656106,3.0175444766,1.0959296554,0.0722391331
SRX7656107,1.9807223677999999,0.7554159228,-0.14921615200000002
SRX7656108,3.1747538182,-0.1076498791,-0.0294394678
SRX7656109,4.6220601845000004,0.13847691980000001,0.2672901672
SRX7656110,4.0092192206,0.6088734617,-0.0787248516
SRX7656111,4.7089413182,0.2704658413,0.44423051760000004
SRX7656112,5.1607299829,0.2290360414,0.3099130599
SRX7656113,3.6836701016,0.8348746765,-0.0743932271
SRX7656114,3.6602352775,-0.22959151790000001,-0.23124170230000002
SRX7656115,5.0523040469,0.6231437306000001,0.0582030097
SRX7656116,3.2874506471,0.3120524937,-0.3375194963
SRX7656117,2.827597416,0.9090448133000001,-0.0309933135
SRX7656118,1.8459628823,0.8758091208000001,-0.2579601595
SRX7656119,2.8169695801,0.9679992727000001,-0.3064693972
SRX7656120,2.9041467340000002,0.1140117115,0.36746614920000004
SRX7656121,3.4374293414,0.1988973886,0.2961635037
SRX7656122,1.605440034,0.0092867711,0.2408168843
SRX7656123,-0.441539391,0.2283527938,0.0039371689
SRX7656124,0.0133667464,0.6393848936000001,0.0616059978
SRX7656125,0.39986506780000003,0.1359342673,0.148656964
SRX7656126,3.8865046557,0.0356234552,0.4149453925
SRX7656127,2.2903917642,-0.31678053310000004,0.2256326432
SRX7656128,0.3315608143,-0.2620311374,0.092761073
SRX7656129,2.1800274529,1.1263234705,-0.21925000730000002
SRX7656130,2.0432618786,1.3394154433,-0.1713432605
SRX7656131,2.5491333974,1.0685554825,-0.1275550754
SRX7656132,1.8247750826,1.2672612618999999,-0.1188444966
SRX7656133,0.4158231731,1.4754065117000001,-0.1361487248
SRX7656134,2.112260884,1.3138612216,-0.11329185450000001
SRX7656135,-3.7025928431,0.230036336,-0.3721373451
SRX7656136,-3.0905739519,0.08153224390000001,-0.37419648920000004
SRX7656137,-4.5283389725,-0.2291038587,-0.4224466892
SRX7656138,-1.9712218872,0.461402093,-0.29863394050000003
SRX7656139,-3.0291286301,0.6584178841,-0.3570339716
SRX7656140,-3.3651547401,0.1440206651,-0.38204602730000004
SRX7656141,-2.6746295482,0.1451959894,-0.3324084704
SRX7656142,-3.0139917792,-0.4079402749,-0.38286241060000004
SRX7656143,-0.9697387706,-0.0190075457,-0.26085353170000003
SRX7656144,0.4199447496,1.2433218637,-0.2339598869
SRX7656145,1.1307943146000001,1.1448596599,-0.2886403155
SRX7656146,0.8210767055,1.4631959323000001,-0.1376267776
SRX5388319,2.464065669,0.0434379658,-0.21440200510000001
SRX5388320,1.043010779,0.0479962798,-0.1576300118
SRX5388321,-3.5070764480000003,-0.0914342456,0.37203201690000004
SRX5388322,-0.522472322,0.3240650822,-0.1497389388
SRX5388323,-2.8056427696,-0.0633251128,-0.0369705902
SRX5388324,-5.7128376183,-0.1256045342,0.7431410647000001
SRX5388325,-0.6908309162,0.5076438578,-0.2876900969
SRX5388326,-2.1558675569,-0.3358234975,0.2433380028
SRX5388327,-5.8126808707,-0.4132621181,0.8701147989
SRX8708326,-3.7125509122,1.1544599497,0.21438425600000002
SRX8708328,-3.3788762403,-0.6593870003,-0.30035051360000004
SRX8708335,4.9089443609,0.3558517061,-0.140268331
SRX8708336,-0.6266348701000001,0.1900396754,0.2020150476
SRX8708337,-0.9034332505,0.1134956188,0.238603797
SRX8708338,1.7876737291,1.0242121611,-0.6188908344
SRX8708339,2.1307114889,0.9340868206,-0.5476349758
SRX8708340,0.6862902454,0.7733980125000001,-0.5547466482
SRX8708365,9.1553736299,1.3384113323,0.39890568
SRX8708366,9.2693897083,1.3782981216,0.4232890375
SRX8708368,8.871617486,1.3364161429,0.4018782829
SRX8708369,2.4624528729,0.4760603237,0.039621208500000005
SRX8708370,6.4164184573,0.6050520322,0.2716691263
SRX8708371,0.23333825100000002,0.14763992550000002,0.0246632748
SRX4166001,1.0662569507,-0.20326500390000002,0.0448693536
SRX4166002,-1.1641618161,-0.2054212762,0.0930905695
SRX4166003,0.0979048654,0.4086862801,-0.1379599231
SRX4166004,0.0225858601,0.6467409261,-0.5457864885
SRX4166005,-2.0036148647,0.4228642823,-0.4753633935
SRX4166006,-0.6411691362,0.3847100048,-0.19267576560000002
SRX4166007,6.8359658515,0.6539531222,0.2041435115
SRX4166008,-1.9663593976,0.6072115690000001,0.27431298800000004
SRX4166009,-2.6090317544,0.596822618,0.22746084330000002
SRX4166010,1.3959408988,0.589893416,-0.4405345269
SRX4166011,8.0709090691,0.2745200919,-0.2830870253
SRX4166012,9.0608949268,0.7828507684,-0.3873081933
SRX5000481,-0.2837148261,-0.20866590640000002,0.1620239536
SRX5000482,-0.4743541231,-0.2328752871,0.12471851810000001
SRX5000483,2.0700915591,1.5918510552,1.3063350111
SRX5000484,1.2609582206,1.483047366,1.0700722438
SRX5000485,1.4224842398,1.2068216481,1.3110525301
SRX5000486,1.8115795278,1.3829849039,1.4065528255
SRX5000487,-0.0695580246,0.911726864,0.7048026657
SRX5000488,-0.1146131268,1.0991464862,0.4601408712
SRX5000489,0.7605121126000001,1.6145061368,0.9813567482000001
SRX5000490,1.1602840125,1.8181238511000002,1.0470302386
SRX5000491,-0.045296702800000005,1.3662316589,0.563147705
SRX5000492,5.2515932278,1.1501002546,2.2553511942
SRX5000493,3.4128932748,1.2039920075000001,1.453166348
SRX5000494,3.5559880004,1.2287951281,1.5121257571
SRX5000495,5.4278583967,1.1049974973,2.2442103555
SRX5000496,5.6015856759,1.3079504055,2.289547288
SRX5000497,-0.0688473435,0.13880382430000002,0.07823853530000001
SRX5000498,0.2560635902,-0.0730461743,-0.0595165218
SRX5000499,3.5666800446,1.3400737514,1.4546496266
SRX5000500,-0.1872162467,-0.0657576499,-0.018722013500000002
SRX5000501,0.7264199961000001,1.2341578477,0.9007452943
SRX5000502,0.46657428040000004,1.0393894686,0.7772417636000001
SRX5000503,0.3221536513,0.8706566125,0.8209610593000001
SRX5000504,0.9078271601000001,0.0247559928,0.6236913775
SRX5000505,0.4895760658,-0.0756375192,0.6223916111000001
SRX5000506,0.6803386399,-0.0555604888,0.5376040695000001
SRX5000507,0.0890217885,1.3092494337,0.6762737721000001
SRX5000508,0.0479792319,-0.5663708195,0.201879105
SRX5000509,0.0675160796,-0.2824008603,0.45632683420000003
SRX5000510,0.21983176910000002,-0.1326137762,0.44274077380000004
SRX5000511,0.14275865070000002,-0.1361281473,0.5074049783
SRX5000512,0.0965522116,0.7187506795,0.2066540851
SRX5000513,0.3648072297,0.7998133,0.321622073
SRX5000514,0.7981688942,1.0153320072,0.7557021915000001
SRX5000515,0.2716643297,1.1058943873,0.9368418241
SRX5000516,1.1349709813,1.2487884198,0.8506512747
SRX4124772,6.1748835709,-0.9705782984,-0.8681587916
SRX4124773,1.4386485142,0.22891925170000002,-0.7394498977
SRX4124774,-1.0479178816,0.014511285300000001,0.036210261300000005
SRX4124775,1.0479178816,-0.014511285300000001,-0.036210261300000005
SRX5323946,0.4710744545,0.0048173441,-0.0387355869
SRX5323947,-0.4710744545,-0.0048173441,0.0387355869
SRX5323948,2.3028967619,0.0612995031,0.5055877661
SRX5323949,2.7965369179,0.1968907875,0.5518146645
SRX5323950,1.3785314084,0.2073817336,0.1582199441
SRX5323951,1.7751557475,0.06837316310000001,0.0067155102
SRX5323952,-0.6435891809000001,-0.4972030242,-0.20791819690000002
SRX5323953,-1.1754081446,-0.13080704440000002,-0.19365682850000002
SRX5323954,-0.6927457805,0.0476622659,-0.082813973
SRX5323955,-1.8274758207000001,0.21922026860000002,-0.12364642190000001
DRX093856,3.1496891779,-0.0492787521,0.0917961189
DRX093857,4.3630157648,0.8500089493,0.43684676520000004
DRX093858,5.5087207957,0.9035842251,0.522254579
DRX093859,2.3387127288,0.4953929449,0.5563993884
DRX093860,-4.0455432582,-0.27949542250000003,-0.1029413869
DRX093861,0.2036349019,0.0523859026,-0.1427980245
DRX093862,5.3088681297,0.8911278582000001,0.3677988023
DRX093863,5.4932663044,0.8254137563,0.2865146461
DRX093864,2.1364216276,0.4666069196,0.8909108266
DRX093865,-0.6006197805,-0.2929120921,-0.1946073646
DRX093866,-3.3533240798,-0.0031071505,0.0510019056
DRX093867,5.2388714128,0.7970228570000001,0.3482362634
DRX093868,4.9131231516,0.5184772865,0.08828627160000001
DRX093869,4.6094567232,0.3771072589,0.467396951
DRX093870,2.0657873025,-0.19360438600000002,-0.11413830750000001
SRX6366242,3.07186255,0.379240676,-0.1525709423
SRX6366243,2.731278937,0.591565161,-0.2339680777
SRX6366244,-15.8850446737,0.2808700579,-1.9321320885
SRX6366245,2.0109806993,0.5233196582,0.1425099832
SRX6366246,2.2545666984,0.5287751729,0.0276660196
SRX6366247,-16.3725624991,-0.3186616633,-1.7251881255
SRX6366248,1.7012651527,-0.06323148370000001,-0.2232967539
SRX6366249,1.9093164691000002,0.8415052428,-0.3382124423
SRX6366250,1.9049263418,0.8505813548000001,-0.1024671756
SRX6366251,2.0246645659,0.7745752746,-0.2333492755
SRX6366252,-0.33078493810000004,-0.6170751637,-0.0869106188
SRX6366253,0.33078493810000004,0.6170751637,0.0869106188
SRX254739,-1.7379221746,-1.4837136195,-0.9591483862
SRX254740,-0.9319865951,-1.2408094786000001,-0.9069556407
SRX254741,-1.1629825595,-1.2323308224,-0.9805255295
SRX254742,-0.9537210648000001,-1.5175041793,-0.9351694974
SRX254743,-1.0027904412,-1.4195817739,-0.9049785276000001
SRX254744,-0.646240613,-1.1771752777,-0.9910953517000001
SRX254745,-3.7874939461,-1.689757174,-0.847915772
SRX254746,-5.056166782,-1.7937287253,-1.0447402794
SRX254747,-4.7382545249,-1.2590788787,-0.8083185378000001
SRX254748,0.32200055510000003,-2.4929573456,-0.251267234
SRX254749,-0.8923951365,-1.9400854851,-0.5238376862
SRX254750,-0.8187921843,-1.741091433,-0.6034573715
SRX254751,0.9094009112,-2.3848353454,-0.3508205254
SRX254752,-0.6823053422,-1.5302046847000002,-0.25833767490000004
SRX254753,0.5474011729,-1.8569422588000002,-0.2510583381
SRX254754,-3.9115800104,-0.8211600567,0.6010919005
SRX254755,-4.4069828366,-0.7607356171,0.3757489328
SRX254756,-5.9423897672,-0.43284299940000004,0.46132468460000003
SRX254757,0.49046324280000003,-1.6747278796,-1.0414098383
SRX254758,0.6110977055,-1.5145306829,-0.9159551937
SRX254759,0.23856674800000002,-1.5660891953,-0.9083989386
SRX254760,-0.4026623587,-2.3495700225,-0.1170991074
SRX254761,-1.7375864631,-2.4580020686,-0.39377184200000004
SRX254762,-1.2932174264,-2.3943307856000002,-0.2477501017
SRX254763,-0.041249029,-0.9747915564,0.32667003380000004
SRX254764,-2.1289100693,-2.1544580221,0.12583580960000001
SRX254765,-1.0209656588,-0.9967085714,0.1471643461
SRX254766,0.9449259288,-1.6722553272,-1.0362206284
SRX254767,0.5386718583,-1.9216318066,-0.6122604305
SRX254768,0.455636125,-1.6421483634,-0.8550408235
SRX254772,4.2691382565,-0.7413948130000001,0.6630495898000001
SRX254773,2.8422623994,-1.0627793993,1.0630222116999999
SRX254774,4.7913155125,-0.49565825300000005,0.9014951861
SRX254775,2.027915271,0.1972671345,0.0964044275
SRX254776,6.0031064256,0.0959058042,0.17957707620000002
SRX254777,-2.219645811,1.0054081646,-0.1063888255
SRX254778,-0.2439510383,-0.1840782256,0.6193695864000001
SRX254779,1.7813444148,-1.4164481505,0.6065092066000001
SRX254780,3.952346744,-0.9644936107000001,0.9798709129000001
SRX254781,-1.9873719878,0.745122861,0.8557101366000001
SRX254782,0.3717538445,0.2410336654,1.1863850382
SRX254783,-2.5847802561,0.6894213558000001,0.5824803033
SRX254784,-3.0520587091,0.9928862449,-0.3142659602
SRX254785,-0.7358722003,0.7960036760000001,0.0337538764
SRX254786,0.2377195111,0.47298659070000004,-0.0101341902
SRX7136401,-0.9942705343,-0.4642884699,-0.288400054
SRX7136403,0.5543900882,0.1544305523,0.2116526986
SRX7136405,-1.1407031575,1.3136797815999999,0.4593202712
SRX7136407,0.7143536948,0.6918040480000001,0.1422261995
SRX7136409,-1.5312780851999999,0.4849629526,0.5915402557
SRX7136411,0.4398804461,0.30985791760000003,0.07674735540000001
SRX3754949,0.43602238470000004,0.0623789399,0.0615930873
SRX3754950,0.5192810855000001,-0.0274825221,0.0329385384
SRX3754951,-0.9553034702000001,-0.0348964178,-0.0945316257
SRX3754952,0.38905873950000003,0.2145033819,0.2010524682
SRX3754953,0.44931231,0.1684703623,0.1186669462
SRX3754954,-1.0476921729,0.0806363204,-0.0141325402
SRX3754955,-7.7827437101,-0.6421980926,-1.4564848430000001
SRX3754956,-7.7082716754,-0.5602804238,-1.6013969880999999
SRX3754957,-7.7477525895,-0.6679248958,-1.553788613
SRX3754966,0.20292767620000002,-0.1761011208,-0.040139883200000004
SRX3754967,0.17676106090000002,-0.16681772020000002,-0.034554307400000005
SRX3754969,-0.0802849093,-0.192658763,-0.0101406957
SRX1424798,-1.0193568569,0.11093295700000001,0.06144421
SRX1424799,1.0193568569,-0.11093295700000001,-0.06144421
SRX1424800,-1.5670914352,0.2884461057,0.19347264390000002
SRX1424801,-0.1322610538,-0.0731925948,0.0563999518
SRX1424802,-1.3965242617,0.4944766762,0.6973582141
SRX1424803,-0.5803348289,0.3812696584,0.8590970490000001
SRX1424804,1.2462092799,1.1292437577,-0.5461354771
SRX1424805,6.3934203819,1.2105677341,-0.7401518561
SRX1424806,4.830633527,0.45723896500000005,1.2522616008
SRX1424807,3.5424411593,0.2289847384,1.1799221578
SRX1424808,-1.7197992602,0.2955263289,-0.2583467527
SRX1424809,-1.3732891909,0.348549537,-0.2709250874
SRX1424816,-0.5828463036,0.2006809099,-0.44889419210000003
SRX1424817,-0.03338623,1.076456334,-0.2810780755
SRX1424818,-2.558515169,0.578339328,-3.019829697
SRX1424819,-3.3994420215,0.48447474830000004,-2.6323871114
SRX1424824,-1.9652632051,1.3052417183,-1.7908955562000002
SRX1424825,-1.2664783515,1.1899295115,-1.6025699759
SRX1424826,3.6115182152000003,0.3102825877,-1.9418032751
SRX1424827,3.4450823156,0.5901768352,-1.9856962374
SRX1424828,-1.6448895146,0.5956707287,-2.3669895668
SRX1424829,-1.5988977204,0.5520981213,-2.3710449179
SRX1424830,-2.9686675893,0.9195291983,-2.6855156997
SRX1424831,-1.8582559705000001,0.6928497188,-2.6965056526
SRX1424834,8.9346920522,1.1206588849,-0.0961931421
SRX1424835,9.0388000012,1.2442280307,-0.07376151930000001
SRX1424840,7.8434129283,0.7507823221000001,-1.0278026086
SRX1424841,6.5384089601,0.7967185305000001,-0.6743482373
SRX1424842,10.3148441658,0.5627211097,-1.7238647785999999
SRX1424843,9.6845068075,0.3550998448,-1.8713873546
SRX1424844,10.4915125208,2.442985619,-1.5251290974
SRX1424845,11.6521113514,2.1949755504,-1.4189196877
SRX1424846,15.5038956531,-0.5333261340000001,-2.0082628339
SRX1424847,14.5446394695,0.5584559403,-1.7747494978
SRX5060277,4.4852619675,0.39774377040000003,0.5521880466
SRX5060279,0.6965067843,0.8405424604,0.5492686969
SRX5060281,-4.4852619675,-0.39774377040000003,-0.5521880466
SRX5060283,0.8000338459,0.6525006204,0.690038118
SRX5936089,-0.1157805013,0.1615828907,0.0215765713
SRX5936090,0.9611317493,0.0213174044,0.0549445758
SRX5936091,-1.0131812747,0.10816138580000001,0.0584711486
SRX5936092,0.1678300268,-0.2910616809,-0.13499229570000001
SRX5936093,7.1862694879,0.4805040933,1.7274012238
SRX5936094,4.5760970564,0.1700332916,1.4102260688000001
SRX5936095,9.9039742408,0.9100770299000001,2.5557166427
SRX5936096,10.0066016411,0.8151309346000001,2.5107172164
SRX5936097,9.7445714073,1.6103844966,3.2090310107
SRX5936098,9.9511465678,1.7344010198,3.3160605602
SRX5936099,9.2459341395,1.5741359251,3.2952809134
SRX5936100,9.272562635,1.5197147029,3.2293741439
SRX5936101,8.8116715917,1.1622167348999999,3.3666785997
SRX5936102,9.1071767841,1.2088438965,3.7109145168
SRX5936103,8.71914211,1.2042555101,3.4161205438
SRX5936104,8.8697099883,1.221436894,3.3943370553
SRX5936105,8.3785422066,0.7080298549,3.3162868577
SRX5936106,8.5148937588,1.0540980877,3.4466551443
SRX5936107,8.2567274826,0.8459790330000001,3.2743984179
SRX5936108,8.7433642776,0.8879031610000001,3.4705021146
SRX5936109,8.3474520425,0.5717097425000001,3.206084659
SRX5936110,8.4200368246,0.7999427245,3.181396917
SRX5936111,8.5800729885,0.7083019817,3.2529133971
SRX5936112,8.6405683141,0.7638814687000001,3.5122064255
SRX5936113,8.8908883475,0.3673552022,3.4949934231
SRX5936114,8.6751409997,0.43359205970000003,3.462883138
SRX5936115,8.7843200018,0.3469037337,3.1402061795
SRX5936116,8.8114585725,0.272330365,3.1607870235
SRX5936118,8.1134413138,0.2616788082,3.1625844513
SRX5936119,8.7741762776,0.4522359597,3.3466020633999998
SRX5936121,8.2634384953,0.5274241409,3.0745868094
SRX5936122,7.95847399,0.1426739215,3.0672020863
SRX5936123,6.7934408569,0.7111755541,2.9981207395
SRX5936124,6.7930021245,0.4393378231,3.0662015866
SRX5936125,7.3852830937,0.4373228388,3.096136478
SRX5936126,7.9529440165,0.43395586150000004,2.9554343404
SRX5936128,-10.9805681543,0.7173143611,-1.4542525062
SRX5936129,-11.8034995058,0.7727790085,-1.4923556801
SRX5936130,-11.324268679,0.5610600843,-1.3369239388
SRX5936131,-10.922288904,0.6890924933,-1.5765010623
SRX5936132,-3.7872198172,0.3485824679,-0.24872552250000002
SRX5936133,-4.2833295489,0.2670285228,0.1474207494
SRX5936134,-7.4232363707,0.1817022811,-0.6741092028
SRX5936135,-7.27890608,0.0383848617,-0.6760015424
SRX5936137,-7.4082792475,0.24801399600000001,-0.5550853591
SRX5936138,-6.6663910127,0.1494071492,-0.6534195918
SRX5936139,-6.4628318969,0.0092043985,-0.5519787117
SRX5936140,-7.4278893846,-0.2167106476,-0.4942073045
SRX5936141,-6.5210935345,-0.2909199905,-0.6968109447
SRX5936142,-5.7185613795,-0.3037452102,-0.5935545122
SRX5936143,-4.1752091109,0.1757077722,-0.0220025727
SRX5936144,-4.8728393518,0.16961361960000002,-0.0403046537
SRX8557650,-0.4319164009,0.1647803025,-0.021281712
SRX8557651,0.21588186,-0.16985545700000002,0.0391825917
SRX8557652,0.21603454090000002,0.0050751545,-0.017900879800000002
SRX8557653,-2.235953723,0.4116257581,-0.5653260981
SRX8557654,-0.8968007756,0.301836476,-0.4530867756
