,A,TorR
SRX254754,-3.2428759117,-0.07691169290000001
SRX254755,-2.4067695646000002,-0.2018975789
SRX254756,-4.189902519,-0.5424792778
SRX254757,-3.1843187219,-1.1744958108
SRX254758,-3.2565642843,-1.3109948174000001
SRX254759,-3.5950963242,-1.2009904124
SRX254760,-3.4290537585,-0.44146765990000003
SRX254761,-3.9801922667,0.0175613114
SRX254762,-4.6488296324,0.049819657100000005
SRX254763,-3.6774775388,-0.0537205864
SRX254764,-3.5545824377,-0.6016331292
SRX254765,-4.4582342156,-0.1800223099
SRX254766,-3.1419844518,-0.717426601
SRX254767,-2.9490152611,-0.8961239002
SRX254768,-3.1921386543,-1.2356150974
SRX254772,-1.9349811436,-0.3843323422
SRX254773,-1.6183906380000002,-0.7447201218
SRX254774,-2.8864027226,-0.4833784555
SRX254775,0.0545094915,-0.046763678600000004
SRX254776,-1.9987545670000002,-0.44350235190000004
SRX254777,2.2499551563,0.7774790808
SRX254778,-0.1081266577,0.1784946227
SRX254779,-0.635353801,-0.0859129168
SRX254780,-1.9831670039,-0.4057479284
SRX254781,1.6557023138,0.4331609638
SRX254782,0.7191194883,0.0631901562
SRX254783,1.7993704891000002,0.554060275
SRX254784,2.3464054427,0.8107933762
SRX254785,1.3981348355,0.5657230221
SRX254786,1.0586957169,0.13502475490000002
SRX7136401,-0.7357667995,0.13854208510000002
SRX7136403,0.1258557823,-0.7295812731
SRX7136405,-1.5510815,0.35630474700000003
SRX7136407,0.081908798,0.0675188609
SRX7136409,-0.22533712900000002,0.27634582020000004
SRX7136411,0.6099110172000001,0.591039188
SRX3754949,0.10809649090000001,0.016186635
SRX3754950,0.179268965,0.0019039726
SRX3754951,-0.2873654559,-0.0180906076
SRX3754952,-6.7664109693,1.4103991047
SRX3754953,-6.805211672,1.3002959911
SRX3754954,-6.5088117986,1.3807348365
SRX3754955,-9.6545568674,0.6917724853
SRX3754956,-9.3657981126,0.6567489935
SRX3754957,-9.5109265871,0.7257393089
SRX3754966,0.056213618800000004,-0.3242349868
SRX3754967,0.0352039828,-0.3468686386
SRX3754969,0.0959435003,-0.5550602878
SRX1424798,-0.0407160741,0.0616063852
SRX1424799,0.0407160741,-0.0616063852
SRX1424800,-0.1917636443,0.1712549929
SRX1424801,-0.0356045888,-0.2609943929
SRX1424802,-0.7050316261,0.5893595569
SRX1424803,-0.650390679,0.3294302152
SRX1424804,-0.4766711655,0.6748749845
SRX1424805,-0.7078472197,0.8390651028
SRX1424806,0.0961512149,0.6701818053
SRX1424807,-0.2042104006,0.5528390647
SRX1424808,0.7193162276,0.1337781473
SRX1424809,0.7680519612000001,0.30842026780000004
SRX1424816,0.2349026189,0.8074572157000001
SRX1424817,1.0279676306,1.5100448411
SRX1424818,1.0694298748,0.0813828115
SRX1424819,1.2975724502000001,-0.25593742680000003
SRX1424824,1.2735827909,0.6461085670000001
SRX1424825,1.1349109919,0.3179125023
SRX1424826,0.11947256960000001,0.5716604396
SRX1424827,0.0774440356,0.7609541397
SRX1424828,0.669038166,-0.2535811801
SRX1424829,1.0172088241,-0.4216634741
SRX1424830,0.5319397920000001,-0.2745887953
SRX1424831,0.9448654583,0.2334606115
SRX1424834,1.1135327791,0.1553157506
SRX1424835,1.4076687154,0.5588640054
SRX1424840,1.0592331529,0.2489876001
SRX1424841,1.2056077854,0.5335148337
SRX1424842,1.5445107027,0.2940393456
SRX1424843,1.6752612088,-0.4077128873
SRX1424844,1.5769523177,1.6942487407
SRX1424845,1.3711037776000001,1.2233039023
SRX1424846,0.29681702800000004,-0.21346380350000002
SRX1424847,0.6685960469000001,0.5782872386
SRX5060277,-0.00765346,-0.11535662490000001
SRX5060279,0.1738736826,-1.1981808972
SRX5060281,0.00765346,0.11535662490000001
SRX5060283,0.25540160630000003,-0.9532900388000001
SRX5936089,-0.22657800290000002,0.2625731056
SRX5936090,0.304664584,-0.22662520360000002
SRX5936091,0.130608032,0.2003459621
SRX5936092,-0.2086946131,-0.2362938642
SRX5936093,1.4240430468,-0.6816953295
SRX5936094,1.2081514183,-0.25882620700000003
SRX5936095,1.8990504673,-0.7994219753
SRX5936096,2.2305169783,-0.8323318568
SRX5936097,1.778881717,-1.1064878094
SRX5936098,1.6800964231000002,-1.4241506458
SRX5936099,1.8985256391,-1.3104682353000001
SRX5936100,1.5958666077,-1.6819941733000001
SRX5936101,2.0957599587,-1.617253241
SRX5936102,2.671408911,-1.8369637154
SRX5936103,2.2242340433,-2.3918600684
SRX5936104,2.0291477398,-1.8268883867999999
SRX5936105,2.6211678203,-2.8761662179
SRX5936106,2.545473156,-1.890845916
SRX5936107,2.4261776477,-2.0255794015
SRX5936108,2.3944101865,-1.7797825898
SRX5936109,3.0498422544,-1.8444749457
SRX5936110,2.5219787478,-2.0119537974
SRX5936111,3.3470185401,-1.995743294
SRX5936112,3.5330819071,-1.8650414467
SRX5936113,3.3117225462,-2.2161039
SRX5936114,3.5260820412,-1.77130485
SRX5936115,3.9341281959,-1.3861764347
SRX5936116,3.2498573925,-2.3334035866000002
SRX5936118,3.7936438781,-2.0016168341
SRX5936119,4.3968046123,-1.5462498817
SRX5936121,4.0090462863,-1.9633459669
SRX5936122,3.4890525576,-1.4512673387000001
SRX5936123,3.6467914114999997,-1.7175407643
SRX5936124,4.0122213896,-1.3119125413
SRX5936125,3.9743885929,-2.3264900595
SRX5936126,3.4808808201,-1.9513049614
SRX5936128,1.0835373272,-0.17817532930000002
SRX5936129,1.2540990701,-0.0184282941
SRX5936130,1.243540335,-0.2842046149
SRX5936131,0.98708304,-0.7634131014000001
SRX5936132,1.6828223733,0.5538635369
SRX5936133,1.7370701965,0.20496944320000002
SRX5936134,0.8403093193000001,0.0948342065
SRX5936135,0.4526605206,0.3872564505
SRX5936137,0.6780679749,0.5175888456000001
SRX5936138,0.542775329,0.2409961554
SRX5936139,0.4329442489,0.42838086340000003
SRX5936140,1.0128491998,0.1802820725
SRX5936141,0.7092829728000001,0.24742416490000002
SRX5936142,0.508499402,0.3931832442
SRX5936143,0.3352232377,0.0448233399
SRX5936144,0.9692399458000001,0.09855378220000001
SRX8557650,-0.2211527812,-0.0629996471
SRX8557651,0.082948691,0.08339224790000001
SRX8557652,0.1382040901,-0.0203926007
SRX8557653,0.9074160753,-0.019648021300000002
SRX8557654,1.2011775351,0.2128459506
SRX8557655,0.9271169037,0.2865045721
SRX8557656,0.6171190838,1.0792040369
SRX8557657,-0.30887422140000004,1.7285318538
SRX8557658,0.36309362500000003,1.3072876903
SRX8557659,0.9542882255,2.3339143637
SRX8557660,-0.3824884578,2.3676990157
SRX8557661,-0.3884709207,2.5555932036
SRX8557662,-0.373969261,0.5656722764000001
SRX8557663,-0.43400847210000004,0.2708060141
SRX8557664,-0.25123180230000003,0.24672343940000002
SRX8557665,-0.2062353609,0.5392701947
SRX8557666,-0.14365275660000001,0.7628131439
SRX8557667,-0.064198212,0.6193656081000001
SRX3405147,-0.179386506,-0.2124546642
SRX3405148,-0.5203355819000001,-0.045413413300000004
SRX3405149,0.6997220878,0.2578680775
SRX3405150,-0.35262490700000004,-0.43232901220000003
SRX3405151,-0.407799546,-0.4960547281
SRX3405152,-0.7294610770000001,-0.6148579668
SRX3405153,-0.2316653264,0.1282353678
SRX3405154,-0.5440970803,-0.8328814884
SRX3405155,-0.49117261370000004,-0.6855245091000001
SRX3405156,-0.5478113081,-0.5542543222
SRX3405157,-1.0815019329,-0.876846259
SRX312063,0.49813002910000004,1.262542595
SRX312064,0.24765038290000002,0.9689069605
SRX312065,0.21695284680000002,-0.0734595916
SRX312066,0.9257835615000001,1.4221721710000002
SRX312067,0.4377823031,1.2938202212
SRX312068,0.4000768027,2.0540687726
SRX312069,0.4248475051,2.0426972162
SRX312070,0.23846062170000001,-0.0289431653
SRX312071,-0.23846062170000001,0.0289431653
SRX312072,1.0474275332,0.6288788651
SRX312073,1.4616244955,0.42059216400000005
SRX312074,2.3114373511,1.2324757268
SRX312075,1.7664523278000002,1.3695899083
SRX312076,2.6777768869000003,-0.2803563679
ecoli_00001,-0.029593920500000002,0.14354776300000002
ecoli_00002,0.029593920500000002,-0.14354776300000002
ecoli_00003,0.8746488601,-0.011604629
ecoli_00004,1.6099774754,0.005964377000000001
ecoli_00005,0.4401382425,-0.332904982
ecoli_00006,0.1485260897,-0.171660381
ecoli_00007,0.5421098767,0.163102045
ecoli_00008,0.9833066912,-0.22705322900000002
ecoli_00009,0.0181579383,-0.0029131870000000002
ecoli_00010,0.42143232680000003,-0.09550251800000001
ecoli_00011,0.5629565319000001,-0.15169570200000002
ecoli_00012,0.8087769760000001,-0.143503175
ecoli_00014,0.2125401422,-0.308294401
ecoli_00015,0.2519262243,-0.140758143
ecoli_00016,0.1601868917,-0.17184257
ecoli_00017,0.7364913677,-0.149021266
ecoli_00018,0.2271305629,0.07628789300000001
ecoli_00019,1.1926684808,0.201014039
ecoli_00020,1.084561403,0.45218041200000003
ecoli_00021,1.0005940846,0.298857298
ecoli_00022,1.0748967453,0.40034969200000003
ecoli_00023,0.7295936296000001,0.12044591900000001
ecoli_00024,1.2678373217,0.065477041
ecoli_00025,1.3269897856,0.356190179
ecoli_00026,1.1248567297,0.57787607
ecoli_00027,0.7054739081,0.034910855000000005
ecoli_00028,0.32946458970000003,0.30520957
ecoli_00029,0.1619499368,-0.256706412
ecoli_00030,0.1299526915,-0.19656314500000002
ecoli_00031,0.3782232908,-0.381079465
ecoli_00032,-0.26509435330000003,-0.42672463200000005
ecoli_00033,2.1740450325,0.430576966
ecoli_00034,2.0987110696,0.5879773580000001
ecoli_00035,0.6943192434000001,-0.026348903
ecoli_00036,0.9675400465,0.0014634090000000002
ecoli_00037,0.34238861270000004,-0.152589168
ecoli_00038,0.2600890401,0.206831808
ecoli_00039,0.3681382427,0.177722172
ecoli_00040,-0.13968652280000002,0.304052704
ecoli_00041,0.5373522361,-0.111460264
ecoli_00042,0.5776379616,-0.33982423
ecoli_00043,1.0074933665,-0.316069516
ecoli_00044,0.3115499983,-0.228616906
ecoli_00045,0.9048860837,-0.270202583
ecoli_00046,0.8661356647,-0.186209897
ecoli_00047,0.3666988389,-0.39189159700000004
ecoli_00048,0.3139677791,-0.401176225
ecoli_00049,0.4035247369,0.092661117
ecoli_00050,-0.0486282194,0.194146583
ecoli_00051,0.5014657517000001,0.5722076380000001
ecoli_00052,0.23137889220000002,0.48021521300000003
ecoli_00053,0.3787388128,0.149751365
ecoli_00054,2.4802560239,0.5072884
ecoli_00055,2.1662132378,0.5484693230000001
ecoli_00056,0.5545488190000001,0.47802326100000003
ecoli_00057,1.1619483022,0.457683031
ecoli_00058,0.7494497784,0.387877821
ecoli_00059,1.0384412498,0.416214193
ecoli_00060,0.6050693691,0.32077813
ecoli_00061,0.7897610488,0.47110304000000003
ecoli_00062,0.081070734,0.6309102999999999
ecoli_00063,0.1147313361,0.7364923870000001
ecoli_00064,1.0735234327,-0.6239519720000001
ecoli_00065,0.6624111701000001,-0.392252321
ecoli_00066,1.0672189971,-0.44936481
ecoli_00067,1.2747631519,-0.7394427360000001
ecoli_00068,-0.1733471148,-0.337860475
ecoli_00070,0.2709025499,-0.44915765500000004
ecoli_00071,0.0743949059,-0.317614506
ecoli_00072,0.6871693081,-0.299172881
ecoli_00073,1.3955494344,-0.052645027000000004
ecoli_00074,2.7383428945,-0.691844706
ecoli_00075,0.7371768669000001,-0.374787191
ecoli_00077,0.7669783718000001,0.040459863000000006
ecoli_00078,0.9810148562000001,-0.6757856520000001
ecoli_00079,1.1609103486,0.20830851800000003
ecoli_00080,1.6730156281,-0.7008140660000001
ecoli_00081,0.5962068621000001,-0.31563477
ecoli_00082,0.44787395680000003,0.5242232480000001
ecoli_00083,0.5835896992,0.23620384900000002
ecoli_00084,0.3358521226,0.11203222600000001
ecoli_00085,0.5160132873000001,0.30687907600000003
ecoli_00086,0.7063591631,0.275922685
ecoli_00087,1.4053434995,0.178446406
ecoli_00088,0.1595116728,-0.07995867200000001
ecoli_00089,0.576437402,0.094006641
ecoli_00090,0.6042956183,-0.29150950200000003
ecoli_00091,-0.005302175,0.023764381
ecoli_00092,1.2141551767,0.10528329900000001
ecoli_00093,0.86223506,-0.20972951
ecoli_00094,0.8803953808,-0.259161637
ecoli_00095,0.9102199452,-0.20930100100000001
ecoli_00096,1.1757023996,0.014089229000000002
ecoli_00097,0.1917171326,-0.127588795
ecoli_00098,0.6396636381,0.203295563
ecoli_00099,0.6329103285000001,-0.24463588400000003
ecoli_00100,-0.1927477329,0.265840474
ecoli_00101,-0.6199590169,-0.8789949170000001
ecoli_00102,-0.033254714500000004,-0.355803511
ecoli_00103,-0.3248450452,-0.269295404
ecoli_00104,0.4371130976,-0.18105563900000002
ecoli_00105,0.2731443771,-0.31751586800000003
ecoli_00106,0.6948207161000001,-0.085731475
ecoli_00107,0.45901514990000003,-0.33945730700000004
ecoli_00108,1.6584280507,0.079125023
ecoli_00109,1.2316507916,0.13529689
ecoli_00110,0.7554475685,-0.23515569500000003
ecoli_00111,1.0382001295,0.00187751
ecoli_00112,0.6302522902000001,-0.047890275
ecoli_00113,1.084448965,0.249568475
ecoli_00114,1.6718975739,0.24455683700000003
ecoli_00115,1.9707085876,-0.050547897
ecoli_00116,0.6085914737,0.156473295
ecoli_00117,0.250171727,0.08501209100000001
ecoli_00118,0.8033743695000001,-0.324642503
ecoli_00119,0.8982774814000001,-0.11204379900000001
ecoli_00120,0.7312270647,-0.158520873
ecoli_00121,0.9602706320000001,0.064769927
ecoli_00122,0.4299010139,-0.164729084
ecoli_00123,0.5568608222,-0.036192220000000004
ecoli_00124,0.7674756018000001,0.069046277
ecoli_00125,1.3790639701,0.087602341
ecoli_00126,0.8955817767,-0.19638238300000002
ecoli_00127,-0.0168982163,-0.250930937
ecoli_00128,0.4503368056,-0.696596887
ecoli_00129,1.3417760692,0.23310248100000003
ecoli_00130,1.5199775913,0.167840454
ecoli_00131,0.8828157514,-0.15145
ecoli_00132,0.2050207308,0.17852673800000002
ecoli_00133,1.9284033065,-0.5558722810000001
ecoli_00134,0.0774964224,0.364121179
ecoli_00135,0.9844770556,0.52762978
ecoli_00136,1.6254568900000002,0.6949269130000001
ecoli_00137,0.7222470834,0.256430486
ecoli_00138,2.834794525,0.23486025200000002
ecoli_00139,1.7612137212999999,0.714433277
ecoli_00140,0.8493355686,0.199440697
ecoli_00141,2.0022258923,0.40575608
ecoli_00142,0.8192730921,0.09164483100000001
ecoli_00143,0.3478962989,-0.480783232
ecoli_00144,1.7266573043,-0.36951344700000005
ecoli_00145,0.6536538185,-0.525083867
ecoli_00146,0.7415276974,0.259196981
ecoli_00147,1.2179305987,-0.04398449
ecoli_00148,1.4036069886,-0.8879595760000001
ecoli_00149,0.2595893844,0.34233213300000004
ecoli_00150,0.9485321705,-0.511250616
ecoli_00151,2.2404908167,0.32106262
ecoli_00152,0.2482678962,-0.344950164
ecoli_00153,2.1533949972,0.286758163
ecoli_00154,0.8184196697,-1.043646738
ecoli_00155,0.8370445157,0.056753968
ecoli_00157,0.1563317376,-0.188828623
ecoli_00158,0.5486795521,-0.13928943500000002
ecoli_00159,0.4208257655,0.26880674
ecoli_00160,-0.0443232852,-0.541856436
ecoli_00169,0.2700082688,-0.34783099700000003
ecoli_00170,0.12211400080000001,-0.291865421
ecoli_00171,0.5604224486,-0.006752562
ecoli_00172,0.09931125980000001,0.211372953
ecoli_00173,1.4300279344,-0.12526104400000002
ecoli_00174,0.44936115,-0.15497278
ecoli_00175,0.6022973593000001,-0.111117303
ecoli_00176,0.9204411491000001,-0.161704637
ecoli_00177,1.0420529561,-0.36472292100000003
ecoli_00178,1.7301649919000002,-0.5395609100000001
ecoli_00179,0.06798694100000001,0.168358547
ecoli_00180,0.3311563381,-0.245096799
ecoli_00181,0.0604899339,-0.274167592
ecoli_00182,-0.3464622683,-0.648002681
ecoli_00183,0.19372729900000002,-0.149803301
ecoli_00184,0.8070695440000001,-0.012453256000000001
ecoli_00185,0.1227595326,-0.276044666
ecoli_00186,-0.20017584500000002,-0.21370092000000002
ecoli_00187,0.4877079924,0.045253115000000003
ecoli_00188,0.5164408835000001,-0.0055476430000000005
ecoli_00189,0.37748963960000004,-0.315481375
ecoli_00190,0.16867206810000002,-0.191062905
ecoli_00191,-0.1574487956,0.14833475100000001
ecoli_00192,0.22980866460000002,-0.0067392680000000005
ecoli_00193,0.23076535010000002,0.049205726000000005
ecoli_00194,0.1393450969,0.11249578700000001
ecoli_00195,0.0908850984,-0.089826818
ecoli_00196,-0.2241434024,0.265304306
ecoli_00197,-0.0845677268,0.283792155
ecoli_00198,0.0615079646,0.007889078
ecoli_00199,-0.047685282100000004,-0.073442977
ecoli_00200,0.2239607794,0.248004097
ecoli_00201,1.1451187321,0.145982779
ecoli_00202,0.8865827268,0.218627959
ecoli_00203,-0.3866901223,0.182171452
ecoli_00204,0.28303515430000004,0.07481191400000001
ecoli_00205,0.5151579697,-0.019851117
ecoli_00206,0.3954223851,0.317971864
ecoli_00207,0.220460653,0.373986772
ecoli_00208,0.5933540260000001,0.22602263
ecoli_00209,0.035947871,0.268273374
ecoli_00210,0.38193112100000004,0.085869504
ecoli_00211,-0.4772155824,0.14976715200000001
ecoli_00212,0.3112345693,0.345291632
ecoli_00213,1.2018479991,0.153621863
ecoli_00214,0.8450981566,0.190088469
ecoli_00215,0.1347380614,0.17025874900000001
ecoli_00216,0.08153483610000001,0.409986583
ecoli_00217,0.4820351236,0.10896396700000001
ecoli_00218,0.9535154960000001,0.512510672
ecoli_00219,-0.1954259434,0.167702723
ecoli_00220,0.5870836096000001,0.17817886900000002
ecoli_00221,0.6002554688,0.144278379
ecoli_00222,-0.2625130012,0.07672060600000001
ecoli_00223,-0.0876073703,0.169832057
ecoli_00224,-0.1363809696,0.146276015
ecoli_00225,1.5162288091,0.133168322
ecoli_00226,0.7315275464000001,0.20543981400000003
ecoli_00227,0.2810520697,-0.22235811200000002
ecoli_00228,-0.0393540952,-0.047199125
ecoli_00229,0.2589076339,-0.228886206
ecoli_00230,0.0636475927,-0.311608997
ecoli_00231,0.1357617982,-0.019453751000000002
ecoli_00232,0.049856941200000005,-0.06833901
ecoli_00233,0.3174535512,-0.143933955
ecoli_00234,0.0431823108,-0.099648436
ecoli_00235,0.42517471500000004,-0.042786568000000004
ecoli_00236,0.44697866010000004,0.142318581
ecoli_00237,0.10499606060000001,-0.287035488
ecoli_00238,0.060274215900000004,0.015148
ecoli_00239,0.3971595164,-0.006712521000000001
ecoli_00240,-0.0413868263,-0.254102742
ecoli_00241,0.3545298817,0.009351658
ecoli_00242,0.6639605464,0.032598216
ecoli_00243,0.272244541,0.021821791
ecoli_00244,0.3372813745,-0.14791869300000002
ecoli_00245,0.09473251,-0.16251595
ecoli_00246,2.1804831189,0.369289633
ecoli_00247,2.2060108965,0.6184066570000001
ecoli_00248,1.7947027539,0.34692494300000004
ecoli_00249,0.5974882044000001,0.122486669
ecoli_00250,0.4978733645,0.10369401900000001
ecoli_00251,0.411756133,-0.296461596
ecoli_00252,0.4478200599,-0.23988495
ecoli_00253,1.0601141272,0.48432707900000005
ecoli_00254,1.2028106718,0.481655339
ecoli_00255,1.1225372998,-0.23771983
ecoli_00256,1.4419815015,0.086695888
ecoli_00257,0.759188756,0.028753603000000003
ecoli_00258,0.2162027594,0.304865176
ecoli_00259,0.2393963442,-0.12060224500000001
ecoli_00260,0.7535778707,0.179926788
ecoli_00261,0.6093977882,0.377133384
ecoli_00262,1.0339649477,0.342726588
ecoli_00263,0.6896795249000001,-0.204231614
ecoli_00264,0.5045775788,-0.320826386
ecoli_00265,0.43905089999999997,0.204467896
ecoli_00266,0.3112211843,0.334433395
ecoli_00267,1.1457221415,-0.25370973
ecoli_00268,1.1349233409,-0.247576286
ecoli_00269,1.4181794454,-0.35252072900000003
ecoli_00270,1.4231177622,-0.15136327300000002
ecoli_00271,0.9972920555,0.002938937
ecoli_00272,-0.3716834956,0.070605397
ecoli_00273,-0.0420408595,0.278452959
ecoli_00274,0.2893774012,0.095488711
ecoli_00275,0.19230853350000002,0.420147812
ecoli_00276,0.5127881292,0.29377026700000003
ecoli_00277,0.5719549549,0.25747607
ecoli_00278,0.7075805725000001,0.056966914
ecoli_00279,1.0215446282,0.537731128
ecoli_00280,1.3181609828,0.5881677080000001
ecoli_00281,-0.0632850486,-0.707502803
ecoli_00282,-0.1221103915,-0.47465156500000005
ecoli_00283,0.43203872400000004,0.260417328
ecoli_00284,0.684908021,0.22833787900000002
ecoli_00285,-0.044191299100000005,0.115839171
ecoli_00286,-0.0110512677,0.009511168
ecoli_00287,0.8542551439,0.299186532
ecoli_00288,0.30330260140000004,0.17917095
ecoli_00289,0.0409907922,0.21761300500000003
ecoli_00290,0.1385584728,0.15737235200000002
ecoli_00291,0.1297851337,0.128643229
ecoli_00292,-0.1275562881,0.09522461800000001
ecoli_00293,0.10819366200000001,0.099990324
ecoli_00294,0.22541725610000002,-0.025195679000000002
ecoli_00295,0.4140601887,0.06707210300000001
ecoli_00296,0.3373174641,-0.071914871
ecoli_00297,0.30422160330000003,0.048522376000000006
ecoli_00298,0.5025050128,-0.028739618
ecoli_00299,0.0052759964,-0.169137653
ecoli_00300,0.1264365502,-0.348807609
ecoli_00301,0.7619970108,0.285790776
ecoli_00302,1.1415985512,-0.114636609
ecoli_00303,-0.1270607411,0.003457996
ecoli_00304,-0.0451147584,0.23313213300000002
ecoli_00305,1.3112644668,0.20438794300000002
ecoli_00306,1.1221522546,0.046187578
ecoli_00307,1.1885342677,-0.11542289400000001
ecoli_00308,0.7762579322000001,-0.198806319
ecoli_00309,0.9897627202,-0.346599887
ecoli_00310,1.0141815011,-0.466319923
ecoli_00311,1.2253470745000001,-0.366706517
ecoli_00312,1.0646560807,-0.22016299
ecoli_00313,0.3896667224,0.23816837300000002
ecoli_00314,0.2841994701,0.35229290500000005
ecoli_00315,1.1069638654,-0.7095912940000001
ecoli_00316,0.7560048286000001,-0.7378079390000001
ecoli_00317,1.0780471178,-0.5916922410000001
ecoli_00318,0.9161188144,-0.922644144
ecoli_00319,0.1789516655,0.026854354
ecoli_00320,0.278862394,-0.025678547000000003
ecoli_00321,1.2602110986000001,0.065537815
ecoli_00322,0.919740722,0.170910596
ecoli_00323,0.2955770807,-0.003044895
ecoli_00324,0.0491811118,-0.056413370000000004
ecoli_00325,0.9016065562000001,-0.226819436
ecoli_00326,0.3497403041,-0.11971281900000001
ecoli_00327,1.1065863021,0.14335793300000002
ecoli_00328,1.0713463755000001,0.215148322
ecoli_00329,1.8026505223,0.205920658
ecoli_00330,1.3329905667,0.42334662100000003
ecoli_00331,1.0600533863,0.24904144400000003
ecoli_00332,1.0679825595,0.34775748500000003
ecoli_00333,0.9730680989,0.066129852
ecoli_00334,0.9931039701000001,0.30964953900000003
ecoli_00335,0.3884920679,-0.322301506
ecoli_00336,0.18211124780000001,-0.26854268
ecoli_00337,1.4778490132,0.127313976
ecoli_00338,1.1677186442,0.07916806600000001
ecoli_00339,0.2776066745,-0.169577161
ecoli_00340,0.38485802950000003,-0.12988929400000002
ecoli_00341,0.3519180163,-0.22401214200000003
ecoli_00342,0.2490247781,-0.36239617700000004
ecoli_00343,1.4186362404000001,0.21452324900000003
ecoli_00344,1.6402711684,0.22867045700000002
ecoli_00345,1.1088074074,0.298940497
ecoli_00346,1.0070913835,0.332264325
ecoli_00347,0.5152508025,0.13921502700000002
ecoli_00348,-0.0434947921,0.040358238000000005
ecoli_00349,0.24700215190000002,0.13697834
ecoli_00350,0.0012368748,0.080500942
ecoli_00351,0.5488060874,0.197464149
ecoli_00352,0.1032878831,-0.007504682
ecoli_00353,0.21389383,0.059559272
ecoli_00354,0.08421995900000001,0.047222359000000005
ecoli_00355,0.0711839328,0.15020671700000002
ecoli_00356,-0.2435209718,0.20911827100000002
ecoli_00357,0.0003216464,0.23742584800000002
ecoli_00358,0.4602599124,0.101913401
ecoli_00359,0.1193499147,0.25520966300000003
ecoli_00360,0.3527274528,0.28110856
ecoli_00361,0.2723804626,0.22938306100000003
ecoli_00362,0.1805311513,0.398505765
ecoli_00363,-0.3124186856,-2.01867169
ecoli_00364,-0.0001972432,-1.772538891
ecoli_00365,0.43171492180000004,-1.736217071
ecoli_00366,0.482112672,-1.9200435260000002
ecoli_00367,0.6108110662,-2.742901154
ecoli_00368,0.2988212436,-2.22414713
ecoli_00369,-0.2223130617,-2.381486977
ecoli_00370,0.036531849000000005,-1.922919597
ecoli_00371,0.4213067714,-2.814440606
ecoli_00372,0.5872138292,-2.093613984
ecoli_00373,1.0106377055,-2.952354842
ecoli_00374,0.8542081556000001,-2.913455526
ecoli_00375,-0.0132073526,-2.367923893
ecoli_00376,-0.1083677568,-2.125926137
ecoli_00377,0.9237753038000001,-1.9281278080000002
ecoli_00378,0.9026608008,-1.9186105
ecoli_00379,0.1296826448,-1.994706231
ecoli_00380,0.3173906508,-2.436129277
ecoli_00381,-0.22426592450000002,-2.284911071
ecoli_00382,0.32717709570000003,-2.045306791
ecoli_00383,0.5247398121,-2.703508851
ecoli_00384,0.4856820457,-3.094253319
ecoli_00385,0.3709082341,-1.9769665550000002
ecoli_00386,0.6481860441,-2.120166877
ecoli_00387,0.07132169420000001,-2.181800382
ecoli_00388,-0.0499732957,-2.258392373
ecoli_00389,0.5291505278,-3.18947682
ecoli_00390,0.4004224149,-2.751076003
ecoli_00391,0.6207577543,-1.7500895390000002
ecoli_00392,0.4120036533,-1.9920349430000002
ecoli_00393,-0.37558066900000003,-0.510716449
ecoli_00394,0.11668429320000001,-0.19446416300000002
ecoli_00395,0.5924492653,0.5201969790000001
ecoli_00396,-0.12752305190000002,0.46678140300000004
ecoli_00397,1.6956854366,1.368583484
ecoli_00398,1.3240909743,1.4192080599999999
ecoli_00399,0.5978494827,-0.159563427
ecoli_00400,0.7660846208000001,-0.328182674
ecoli_00401,0.0297932417,0.309925135
ecoli_00402,0.07810703690000001,0.09462640900000001
ecoli_00403,0.8422753456000001,0.686285437
ecoli_00404,1.3394077498999999,1.014781146
ecoli_00405,1.2176153318,-0.475591348
ecoli_00406,0.3207936696,-0.565529136
ecoli_00407,0.35561193890000004,-0.09622451100000001
ecoli_00408,0.37454633730000003,0.077858517
ecoli_00409,0.9433497984,0.959969787
ecoli_00410,1.1242645799,1.06184166
ecoli_00411,-0.0016892975000000001,-0.5100586770000001
ecoli_00412,-0.208813045,-0.276947206
ecoli_00413,-0.18868568630000002,0.12280149900000001
ecoli_00414,-0.2799801811,0.167868119
ecoli_00415,0.5443352721,1.288141734
ecoli_00416,0.6259024313,1.282415385
ecoli_00417,1.3066730896,-0.251257536
ecoli_00418,0.3861637235,-0.550088372
ecoli_00419,0.1503314291,0.209689325
ecoli_00420,0.2545159674,0.32694991900000003
ecoli_00421,1.1975027963,1.473374495
ecoli_00422,1.6313896408000002,1.3361178580000002
ecoli_00423,0.0216415274,-0.25829328700000004
ecoli_00424,-0.0518346809,-0.610901824
ecoli_00425,-0.44897159680000004,-0.6585983230000001
ecoli_00426,-0.24313822910000002,-0.437417887
ecoli_00427,-0.3101881858,0.17334390400000002
ecoli_00428,-0.49121842450000003,0.085095667
ecoli_00429,-0.1126249334,0.19740659200000002
ecoli_00430,0.0816694904,-0.080480045
ecoli_00431,0.593974255,0.8827280940000001
ecoli_00432,0.5780184971,1.473004209
ecoli_00433,0.7683110022,1.161320968
ecoli_00434,0.9924767879,1.288833998
ecoli_00435,0.318488782,-0.845665836
ecoli_00436,-0.1872300187,-0.48152610100000004
ecoli_00437,-0.0086818104,-0.140367466
ecoli_00438,0.0168795807,-0.130602831
ecoli_00439,1.7337459291,1.131110609
ecoli_00440,1.4295490223,1.4665923730000001
ecoli_00441,-0.2174862085,-0.6503513
ecoli_00442,-0.40179584,-0.47931540400000006
