,A,PrpR,RpoN,Cra
ros_tale__3_3_0pq__4,-0.0119725751,-2.272568927,-0.1782246505,-1.1407109545
ros_tale__3_3_250pq__1,0.6411460648,-2.206543906,0.2538954225,-1.2742185335
ros_tale__3_3_250pq__2,1.3128849411,-1.6235602610000002,0.3837116365,-1.0188741495
ros_tale__3_3_750pq__1,0.6601941567,-2.008803874,0.28437785050000003,-1.2752378375
ros_tale__3_3_750pq__2,0.9187234204,-2.000818052,0.3035489375,-1.3016613505
ros_tale__3_4_0pq__1,3.9167851533,0.104287113,0.16083152150000002,-2.2001054905
ros_tale__3_4_0pq__2,3.265731557,0.20231986300000002,0.0763342045,-1.8967164115
ros_tale__3_4_250pq__1,3.7447804033,-0.815146145,0.3966464375,-1.7169205225000002
ros_tale__3_4_250pq__2,3.1537183082,-0.7618951820000001,0.5321519475,-2.0475571795
ros_tale__3_4_750pq__1,3.0660529817,-0.5030494999999999,0.4522509105,-1.8932122595
ros_tale__3_4_750pq__2,3.4132437793,-1.047972029,0.2981011925,-2.0322037935
pcoli__atASMT_325G__1,0.6023346035,-0.415574327,-0.3027139525,-0.0535416535
pcoli__atASMT_325G__2,0.1432460932,-0.46947070700000004,-0.2294121175,-0.0019762775
pcoli__bpTDC__1,0.4633231801,-0.804257144,-0.6752084325000001,-0.23294458750000002
pcoli__bpTDC__2,0.6505809884,-0.973227323,-0.7001562895,-0.3589759355
pcoli__BRCA__1,1.0482162957,-0.6370519910000001,-0.6758072755,-0.23367239250000002
pcoli__BRCA__2,0.7129875845,-0.743705354,-0.6667562165,-0.1479608715
pcoli__BRCActrl__1,0.4661703037,-0.824593208,-0.2244549285,0.4316906485
pcoli__BRCActrl__2,0.6593468278,-1.082954581,-0.23038316350000002,0.4418792695
pcoli__BRCAswap__1,0.47383754400000005,-0.149195148,-0.4698841735,-0.39478299650000004
pcoli__BRCAswap__2,0.8435074885,0.29512946,-0.34259508050000004,-0.4391806895
pcoli__btAANAT__1,0.4138199621,-0.599841913,-0.34609081950000004,-0.2918731385
pcoli__btAANAT__2,0.0709900905,-1.011578699,-0.29315443950000003,-0.4243901335
pcoli__btASMT__1,0.5614174501,-0.668756439,-0.4103532495,-0.3907064275
pcoli__btASMT__2,0.3685339684,-0.643647646,-0.4097902645,-0.3939355525
pcoli__CC1__1,0.7986135453000001,0.58809338,-0.010625480500000001,-0.5075404345
pcoli__CC1__2,0.6986544586,0.28080792,0.1026944045,-0.4155527295
pcoli__ccCOMT__1,0.6193016372,-0.536277514,-0.3790837845,-0.0059533115
pcoli__ccCOMT__2,0.9957105564000001,-0.7199255560000001,-0.3653819715,-0.0902870305
pcoli__ckDDC__1,0.7909406883000001,0.39031837500000005,-0.0390298085,-0.44826330750000004
pcoli__ckDDC__2,0.9689032116,0.28200567600000004,-0.0708471245,-0.3031650215
pcoli__CNTF_belt__1,0.9436434759000001,-0.067079291,-0.1678207175,-0.3959299195
pcoli__CNTF_belt__2,0.8707228851000001,-0.19892879900000002,-0.1215239885,-0.5517080185000001
pcoli__cobPNMT__1,0.5862300585,-0.018068545000000002,-0.2834546405,-0.4505728425
pcoli__cobPNMT__2,0.7777727387000001,-0.14985958900000002,-0.2936915055,-0.3180246335
pcoli__cvPhhB__1,0.42485884900000004,-0.328080827,-0.1554430345,-0.0298774355
pcoli__cvPhhB__2,0.5628721717,-0.903834294,-0.1909206545,-0.0773141755
pcoli__ggAANAT__1,0.5195624903,-0.530244169,-0.4381272775,-0.0780439325
pcoli__ggAANAT__2,0.7868748151,-0.5565506720000001,-0.5072351155,-0.1007848135
pcoli__ggTPH__1,0.2854597063,-0.678417759,-0.3236103265,-0.23930687850000001
pcoli__ggTPH__2,0.3074378948,-1.014295948,-0.3152281775,-0.1298938775
pcoli__hsAANAT__1,2.0189882231,0.558726189,0.3772275345,-1.2549768925
pcoli__hsAANAT__2,1.7394419541000001,0.7414876220000001,0.4713452045,-1.0062410225
pcoli__hsASMT__1,0.2000844393,-0.424222996,-0.49914643150000004,-0.1182674875
pcoli__hsASMT__2,0.3617636292,-0.7114333350000001,-0.5765470325000001,-0.1310490315
pcoli__hsPNMT_mb__1,0.8949543520000001,-0.505415905,-0.2218257805,-0.24581995550000002
pcoli__hsPNMT_mb__2,0.4754690037,-0.506334238,-0.26260565550000003,-0.2672729775
pcoli__hsTPH__1,0.5329711318,-1.018714866,-0.5524234145,-0.4479507995
pcoli__hsTPH__2,0.3250856374,-1.539744435,-0.6181498235,-0.3329615755
pcoli__hsTPH_E2K__1,0.5093815496,-0.7641209010000001,-0.2863432065,-0.4795134935
pcoli__hsTPH_E2K__2,0.5801829443000001,-0.7031144220000001,-0.2234836775,-0.6385117715
pcoli__hsTPH_E2K_N91I_P99C__1,0.5065867649,-1.252642452,-0.5789815825,-0.3112332625
pcoli__hsTPH_E2K_N91I_P99C__2,0.4300105482,-0.940686432,-0.6365236015,-0.28910934650000003
pcoli__hsTPH_N158trunc__1,0.4044651401,-1.205766776,-0.3627711165,-0.5380165845
pcoli__hsTPH_N158trunc__2,0.9393523624000001,-1.137997744,-0.3556979195,-0.3179384205
pcoli__hsTPH_N174trunc__1,0.1718579604,-0.719814634,-0.3680545135,-0.42690148850000004
pcoli__hsTPH_N174trunc__2,-0.016002128100000002,-1.041495212,-0.2477449405,-0.3229992045
pcoli__hsTPH_Ntermtrunc__1,0.5492215243,0.37189189,0.1857449145,-0.6174020625000001
pcoli__hsTPH_Ntermtrunc__2,0.7480254741,0.115801096,-0.1397556565,-0.6844888675
pcoli__hsTPH1__1,0.45608804220000004,-0.180825269,-0.2050005615,-0.31323234450000004
pcoli__hsTPH1__2,0.4587024816,-0.010387353,-0.2403741175,-0.3735665535
pcoli__MBP__1,1.3157983723,-1.831285422,-0.5625685945000001,-0.2203023745
pcoli__MBP__2,1.0695350379,-1.599908378,-0.20587615450000002,-0.6244880495
pcoli__msCOMT__1,0.4592571194,-1.08526198,-0.6013450635,-0.0322700805
pcoli__msCOMT__2,0.2067153532,-1.3402185,-0.5111193215000001,-0.09055434350000001
pcoli__ocAANAT__1,0.44847465070000003,-0.493916942,-0.4546311475,-0.1464369335
pcoli__ocAANAT__2,0.4568460124,-0.933008966,-0.47544337550000004,-0.12132427350000001
pcoli__osTDC_K374H__1,1.4536352137000002,0.143667137,0.0990366065,-0.45769461250000004
pcoli__osTDC_K374H__2,1.1753515181,0.26351668500000003,-0.0413608685,-0.5149108415
pcoli__osTDC_K374L__1,0.556784958,-1.508920544,-0.3635768115,0.11737051450000001
pcoli__osTDC_K374L__2,0.5286939028000001,-2.119013964,-0.38040332450000003,-0.0193505995
pcoli__osTDC_K374Q__1,0.39458975220000003,-0.20583257,-0.3731952155,-0.3896166835
pcoli__osTDC_K374Q__2,0.667745432,-0.239133846,-0.28678619050000004,-0.39900950550000003
pcoli__osTDC_L360V__1,0.4999077897,-0.9354348440000001,-0.5622381075,-0.21113180950000002
pcoli__osTDC_L360V__2,0.472937258,-1.167632186,-0.5448340115,-0.23261660250000002
pcoli__pmTPH__1,-0.0502979974,-1.761563131,-0.5518908805,-0.0799609865
pcoli__pmTPH__2,0.3606419026,-1.8222161250000002,-0.6164907045,-0.1009678865
pcoli__RFC__1,0.5633704959,-1.387852286,-0.4496087445,-0.4363782805
pcoli__RFC__2,0.5462568606,-1.262983892,-0.49740478050000003,-0.3421102535
pcoli__RFCctrl__1,1.6188125958000001,1.297799645,0.3518467965,-1.0692868685
pcoli__RFCctrl__2,1.7803595766,1.207905605,0.4238499325,-1.3051590585000001
pcoli__RFCnopause__1,1.1284430191,0.643001049,0.35059642350000003,-1.1486698065
pcoli__RFCnopause__2,1.8445495766,0.387045635,0.3138272545,-1.3585629915
pcoli__RFCpluspause__1,1.1254305398,0.569360536,0.3502177365,-0.9141675615
pcoli__RFCpluspause__2,1.0573294082,0.494949269,0.4558035455,-0.7883406125
pcoli__rnCOMT_sol__1,1.2228057723,0.9851637950000001,0.3690663845,-1.0786107555
pcoli__rnCOMT_sol__2,1.4846246076,1.209619222,0.3895514205,-1.1564564395
pcoli__rnPNMT__1,0.16477383310000002,-1.789034278,-0.6220706795000001,0.0021429315
pcoli__rnPNMT__2,0.2256102871,-1.439653268,-0.6767325695,0.07630186950000001
pcoli__rnTDC__1,0.5194636131,-0.9863895930000001,-0.49460908750000004,-0.1678007745
pcoli__rnTDC__2,0.17945386530000002,-1.144074293,-0.4172348825,-0.17603646050000002
pcoli__rnTDC_trunc__1,0.792916238,-1.306332609,-0.1512001095,0.0290134925
pcoli__rnTDC_trunc__2,0.4592956369,-1.403055282,-0.0181514145,0.037046314500000004
pcoli__saCOMT_T2A__1,0.6618898027,-0.6885603180000001,-0.2972588865,0.046489893500000004
pcoli__saCOMT_T2A__2,0.48855861910000004,-0.740596291,-0.2248034465,0.0535411385
pcoli__sfCOMT__1,0.6450559469,-1.129940991,-0.8157619265,-0.42329244850000003
pcoli__sfCOMT__2,0.39934461530000004,-1.036052791,-0.7753620785,-0.35858088250000003
pcoli__sgAANAT_D63G__1,1.049289406,-0.703478648,-0.33266990550000003,-0.1751983355
pcoli__sgAANAT_D63G__2,0.8055594322,-0.7881991340000001,-0.32475625150000004,-0.08475152650000001
pcoli__ssDDC__1,-0.2741620376,-0.36779758500000004,-0.45473696150000004,-0.0924200195
pcoli__ssDDC__2,0.31282136790000004,-0.36791245100000003,-0.4467050085,-0.1918927075
pcoli__TP53B__1,0.9312522475,-0.292844294,-0.1882296565,-0.2322266925
pcoli__TP53B__2,0.2917003842,-0.11600755700000001,-0.062310198500000004,-0.29222066350000003
pcoli__WT__1,1.954646796,0.541482594,0.2519647185,-0.6626199635000001
pcoli__WT__2,2.0757434323,0.511109455,0.2920224275,-0.5518119805
cck__glu_ale4__1,0.029845501200000003,-1.379335234,-0.28184503850000003,-0.2689649585
cck__glu_ale4__2,0.4443095584,-1.258293512,-0.8375191875,-0.5186773875
cck__cck_ale1__1,0.3537198515,-1.447077615,-0.8755422445000001,-0.5003678425
cck__cck_ale1__2,0.5799970062,-1.767132398,-0.8478276895,-0.5049330885000001
cck__cck_ale2__1,0.5250169452,-1.435666711,-0.9475169255,-0.6694244875
cck__cck_ale2__2,0.29922648150000003,-1.569909443,-0.8894887965,-0.6482969055000001
cck_pgi__gmos_delpgi__1,2.991780123,0.334265649,0.0065715535000000005,-0.5053467015
cck_pgi__gmos_delpgi__2,4.1361187623,0.616592452,0.2952120125,-0.1422311275
cck_pgi__pgi_ale1__1,1.9698903764,0.17018725,0.0335448455,-0.1942388005
cck_pgi__pgi_ale1__2,0.733683323,-0.5941817930000001,-0.3289632545,-0.3963984005
cck_pgi__pgi_ale2__2,4.4471928123,0.49246763800000004,-0.1639050735,-0.34675106650000004
cck_pgi__pgi_ale3__1,1.0812915277,-0.06409725100000001,0.007994069500000001,-0.3342527415
cck_pgi__pgi_ale3__2,1.160762979,-0.76756179,-0.40173492250000004,-0.4355092025
cck_pgi__pgi_ale4__1,0.40412078230000004,-0.9419450090000001,-0.3176374205,-0.5013595555
cck_pgi__pgi_ale4__2,0.8064052772,-1.6552682920000001,-0.9078056795,-0.8678637295
cck_pgi__pgi_ale4__3,1.143180269,-1.386017206,-0.8691407145000001,-0.7653597695000001
cck_pgi__pgi_ale5__1,1.7402111539,0.21829546600000002,-0.0448260425,-0.0822006035
cck_pgi__pgi_ale5__2,1.628884247,-0.322266377,-0.5316725625000001,-0.22570723650000002
cck_pgi__pgi_ale6__1,1.0146486734,-0.13732825,-0.13411185050000002,-0.3492184615
cck_pgi__pgi_ale6__2,0.8000854597,-0.37852419400000004,-0.4775874075,-0.45643096050000004
cck_pgi__pgi_ale7__1,0.8540354561,0.13751000600000002,-0.1441814945,-0.2254529905
cck_pgi__pgi_ale7__2,0.7788311199,-0.31151364600000003,-0.5893052335,-0.2703454225
cck_pgi__pgi_ale8__1,1.1032514754,-1.0751419229999999,-0.2548413645,-0.44332820850000004
cck_pgi__pgi_ale8__2,0.5976121035,-1.095825794,-0.5838333585000001,-0.6714113715000001
cck_sdh__gmos_delsdhCB__1,0.580109316,-1.9175840590000002,0.0623602315,-0.0499181495
cck_sdh__gmos_delsdhCB__2,0.6705205320000001,-2.542887394,0.056222137500000005,-0.1646915955
cck_sdh__sdh_ale1__1,1.3028134630000001,0.161531591,-0.3702040085,-0.2973217535
cck_sdh__sdh_ale1__2,0.8223500572,0.13574781,-0.5853429765,-0.2008397965
cck_sdh__sdh_ale2__1,0.7850870534000001,-0.100716277,-0.6505461315000001,-0.19418119350000002
cck_sdh__sdh_ale3__2,0.2052588421,-0.435793549,-0.5475108445,-0.13329255950000002
cck_sdh__sdh_ale3__1,1.1923538623,-0.5854119870000001,-0.5961471685,-0.33135345850000003
cck_sdh__sdh_ale3__3,1.198927907,-0.725310899,-0.6008778045000001,-0.2994175625
cck_pts__gmos_delptsHIcrr__2,6.0105713374,-1.334689378,-0.1563252765,-0.0689478555
cck_pts__gmos_delptsHIcrr__1,4.1992413587,-1.518551519,-0.2022130325,-0.1771836545
cck_pts__pts_ale1__2,1.7659733789,0.031304398000000004,-0.2654163195,-0.0952594625
cck_pts__pts_ale1__1,1.9514034414,-0.297196165,-0.2265341555,-0.1430249505
cck_pts__pts_ale2__2,0.8423483608000001,-1.43022075,-0.8789651625,-0.3353655205
cck_pts__pts_ale2__1,0.0058291653,-1.290029727,-0.9101878965,-0.4638504845
cck_pts__pts_ale3__2,1.8085676494,-1.196837573,-0.9609956225,-0.0728756265
cck_pts__pts_ale3__1,1.1168591026,-1.026688218,-0.7625850225,0.0661296145
cck_pts__pts_ale4__2,0.2669587104,-1.327018059,-0.9130500165000001,-0.5897447965
cck_pts__pts_ale4__1,0.8655944334000001,-1.128073087,-0.9932835145000001,-0.7425464545
cck_gnd__gmos_delgnd__1,0.10804476900000001,-2.179821854,-0.1830543285,-0.0072481435
cck_gnd__gmos_delgnd__2,0.4069610334,-2.027144772,-0.1204056705,0.08587059450000001
cck_gnd__gnd_ale1__1,0.7243592565,-1.86542753,-0.8071900495000001,-0.4764336645
cck_gnd__gnd_ale1__2,0.4703318636,-1.549380294,-0.8075885545,-0.34005364650000003
cck_gnd__gnd_ale2__1,0.0664531388,-1.6241403779999999,-0.8632410745,-0.5165471375
cck_gnd__gnd_ale2__2,0.6006527531,-1.3239605779999999,-0.7118772435,-0.4222115155
cck_gnd__gnd_ale3__1,0.2100769046,-1.537934016,-0.7625813295,-0.4781938365
cck_gnd__gnd_ale3__2,0.4431848767,-1.2821106979999999,-0.7222617405,-0.4184485215
cck_tpiA__gmos_deltpiA__1,18.8800428262,0.34179910700000005,-0.5274534285,-0.43855791650000003
cck_tpiA__gmos_deltpiA__2,17.6363014297,1.488043086,-0.7828259425,-0.5393699855
cck_tpiA__tpiA_ale1__1,1.1460273421,-0.405410135,-0.33171512950000004,-0.5422065135
cck_tpiA__tpiA_ale1__2,0.5653257184,0.038267055,-0.2405007045,-0.5308042155
cck_tpiA__tpiA_ale2__1,0.3803114845,0.44700493,-0.42912548450000004,-0.3575995035
cck_tpiA__tpiA_ale2__2,0.7072556695000001,-0.104713683,-0.5798692935,-0.3596872345
cck_tpiA__tpiA_ale3__1,1.1448048744000001,-0.40928301100000003,-0.4509718735,-0.41798636050000004
cck_tpiA__tpiA_ale3__2,1.7398048279,-0.409727335,-0.4706106745,-0.4836626155
cck_tpiA__tpiA_ale4__1,0.5854823189,-0.42422935,-0.28283903250000003,-0.3358756155
cck_tpiA__tpiA_ale4__2,0.4447401521,-0.461119938,-0.2615874805,-0.4389650775
acid_tale__acid_ale1_pH7__1,0.8904023965000001,-1.590938141,-1.1434939765,-0.7334999485
acid_tale__acid_ale1_pH7__2,0.311536319,-2.060167309,-1.0954794625,-0.7484703015
acid_tale__acid_ale1_pH5__1,0.49850386900000004,-2.349570334,-0.22479323450000002,-0.4678920375
acid_tale__acid_ale1_pH5__2,0.3195730686,-2.337972107,-0.3639794045,-0.3930017975
acid_tale__acid_ale2_pH7__1,1.0655500613,-2.263249073,-0.8097514835,-0.4118136355
acid_tale__acid_ale2_pH7__2,0.7930318333,-1.936953972,-0.7847996785,-0.47630258550000004
acid_tale__acid_ale2_pH5__1,0.8632797426000001,-1.848816904,-0.6090815945,-0.1895000095
acid_tale__acid_ale2_pH5__2,1.2302197994,-2.482120095,-0.6521726465000001,-0.4798766975
acid_tale__low_Mg_ale_pH7__1,1.4883501898,-1.1792168140000001,-0.8886906245,-0.2781370405
acid_tale__low_Mg_ale_pH7__2,1.3520484465,-1.519556586,-0.8849519425,-0.2569315545
acid_tale__low_Mg_ale_pH5__1,0.3679612688,-1.661751715,-0.5974948625000001,0.1020968525
acid_tale__low_Mg_ale_pH5__2,0.6373350709000001,-1.629108928,-0.5990323295000001,-0.014786704500000001
acid_tale__MES_ale_pH7__1,0.25727139720000003,-2.032632092,-0.8479203105,-0.36790245050000003
acid_tale__MES_ale_pH7__2,0.6662846764,-1.826246271,-0.8574053305,-0.3178411205
acid_tale__MES_ale_pH5__1,1.0570990804,-1.561993272,-0.6288421885000001,-0.0216199515
acid_tale__MES_ale_pH5__2,0.5323281131,-1.458302125,-0.35688139950000003,0.2312870575
acid_tale__gmos_pH7__1,0.32521348,-1.90465428,-0.8300912035,-0.4110757265
acid_tale__gmos_pH7__2,0.15668531930000001,-1.897087918,-0.7878773665000001,-0.3790623645
acid_tale__gmos_pH5__1,1.5395987929000001,-1.1470491950000001,-0.4982351705,-0.0375262465
acid_tale__gmos_pH5__2,1.0969881984,-1.483230967,-0.44691374850000004,-0.050952172500000004
adnB__wt_adn__1,0.9093446764,0.03247381,-0.0801798185,-0.6501832575000001
adnB__wt_adn__2,0.5690196078,-0.750813597,-0.5635753085,-0.0186172025
adnB__delydhB_adn__1,2.0763745693,-0.5704652720000001,-0.33522521250000004,-0.9902791435
adnB__delydhB_adn__2,1.2928337268,0.038788438,-0.0202607985,-0.4512461615
ytf2__wt_glc__1,0.3093617893,-0.189625431,0.0265213165,-0.1737854135
ytf2__wt_glc__2,0.0195902211,-0.170216426,-0.1403242235,-0.28562678350000004
ytf2__ybcM_glc__1,-0.0264931245,-1.051667453,-0.3575453595,-0.8907573165
ytf2__ybcM_glc__2,0.5367517035,-1.529536228,-0.23443426650000002,-0.7758062415
ytf2__ydhB_glc__1,0.2929882568,-0.082230088,-0.2876658005,-0.3476782995
ytf2__ydhB_glc__2,0.4830488579,-0.0598302,-0.19440356250000002,-0.3220592405
ytf2__yfeC_glc__1,-0.1354829348,0.015418372000000001,-0.2966178795,-0.2695613745
ytf2__yfeC_glc__2,-0.0770074197,-0.091608275,-0.2533718325,-0.2679638035
ytf2__yciT_glc__1,0.4345791632,-0.361866515,-0.37620577250000004,-0.2872460545
ytf2__yciT_glc__2,-0.0705249221,-0.37619594900000003,-0.4171447105,-0.37300834850000003
ytf2__ydiZ_glc__1,0.43993891150000003,-0.7469461190000001,-0.4454550105,-0.3173679715
ytf2__ydiZ_glc__2,0.5370249985000001,-0.781998198,-0.4394860775,-0.2076009245
ytf2__ynfL_glc__1,0.1688588018,-0.042996107000000006,-0.2071152765,-0.1688068245
ytf2__ynfL_glc__2,-0.0539822831,-0.01716504,-0.1979544145,-0.1585725195
misc2__dellon_glc__1,1.3234926086,-1.4966742910000002,-0.0423634065,-0.9598467375
misc2__dellon_glc__2,1.6147154956,-1.42409154,-0.6271038335,-1.4587705855
ytf3__wt_glc2__1,-0.23484779600000003,0.053045467000000006,-0.2973758145,-0.15415739850000001
ytf3__wt_glc2__2,0.1011456441,0.072060439,-0.2686383705,-0.0095756325
ytf3__wt_pH7_lactate__1,0.241392661,-0.398962058,-0.3025577295,-0.17338632950000002
ytf3__wt_pH7_lactate__2,0.2994005057,-0.6098345820000001,-0.3075298135,-0.1549683935
ytf3__wt_pH55_lactate__1,-0.0796431133,-0.085277952,-0.2713144085,0.0703285175
ytf3__wt_pH55_lactate__2,0.00054588,0.08170384600000001,-0.1981763815,0.022572651500000002
ytf3__wt_pH55_HCl__1,0.3484995903,0.18092434100000002,-0.1437790375,0.1200614225
ytf3__wt_pH55_HCl__2,0.6105302492,0.163384297,-0.0864600845,0.1057586445
ytf3__dyieP_pH7__1,-0.35304706420000004,-0.101435125,-0.2839299685,-0.18636152050000002
ytf3__dyieP_pH7__2,0.4070978867,-0.378172805,-0.3086236345,0.014338835500000001
ytf3__dyieP_pH55__1,-0.22588066010000002,-0.27475839900000004,-0.2746889305,-0.1386819535
ytf3__dyieP_pH55__2,-0.052841708700000004,-0.180903106,-0.1811969235,-0.0539012405
