,A,MarA,Rob,SoxS
phage_resist__wt__4,0.1895312998,0.12347664330000001,0.3036504339,-0.3543486356
phage_resist__ygbE_oe__2,-0.4781386409,0.4116403279,-0.321117131,0.5655426157
phage_resist__ygbE_oe__3,-0.5928899299,0.3986393556,-0.2298091445,0.5087013369
phage_resist__ygbE_oe__4,-0.5462643835000001,0.40989820330000004,-0.0911678779,0.5540735713
phage_resist__yahA_oe__1,-0.48030805200000004,1.2388710764,0.0963106683,0.48588143850000004
phage_resist__yahA_oe__2,-0.613967983,1.1152628121000001,0.2133214599,0.45078960090000003
phage_resist__yahA_oe__3,-0.5788898290000001,1.0976162889,0.1892427978,0.2769747345
phage_resist__yrfF_ko__1,-0.0629257921,0.47249632410000003,0.45671613710000003,-0.1463584509
phage_resist__yrfF_ko__2,-0.4253291912,0.17907904160000002,0.5661671647000001,-0.0600163908
phage_resist__yrfF_ko__3,0.1076252515,0.319996045,0.4169859997,-0.14746943710000002
pollution__wt_ctrl__1,-0.5856001829,-0.6125126453,0.1739379967,0.0508259256
pollution__wt_ctrl__2,-0.3867729796,-0.5915262370000001,0.0269861752,-0.7708554446
pollution__wt_ctrl__3,0.9723731625,1.2040388823,-0.2009241719,0.720029519
pollution__wt_urban__1,0.1408080949,0.7815884267000001,0.07565212560000001,-0.4771083695
pollution__wt_urban__2,0.32643166,0.5959115182,0.2036132624,-0.6455844135000001
pollution__wt_urban__3,0.3400410379,0.9214552886,-0.0907779534,-0.283462787
pollution__wt_diesel__1,0.32647939740000004,1.5490294234,-0.41605249510000003,1.7938148577000002
pollution__wt_diesel__2,0.8032240766000001,1.6649284248,-0.1365631364,0.2754135676
pollution__wt_diesel__3,0.0138007978,0.9143113252,-0.2827257406,0.0222793444
pollution__evo_diesel__1,-1.6701460966,0.2976629377,-0.3532447999,0.8239181357
pollution__evo_diesel__2,-1.7861028877,-1.1694857641,0.01889401,0.1631959034
pollution__evo_diesel__3,-1.8984272796,0.0049979102000000004,-0.31444882760000004,1.1639152491
ppGpp__wt_relAtrunc_00m__1,-0.396632203,0.1242575461,0.1004845357,-0.0435327078
ppGpp__wt_relAtrunc_00m__2,-0.1909350827,-0.1496925496,-0.06479660400000001,0.4597974514
ppGpp__mut_delrelA_10m__1,0.9163937381,0.8904592498,0.9409848631000001,1.0796571046
ppGpp__mut_delrelA_05m__1,0.35631843550000003,0.5867877626,0.6465481529,0.6281471194
ppGpp__mut_delrelA_10m__2,0.7896398442,0.9813054851,0.6742928694,0.9413647058
ppGpp__mut_delrelA_10m__3,1.1617179936,1.1149605545,0.9628088760000001,1.1733815681
ppGpp__mut_delrelA_00m__1,0.0415258746,0.632405807,0.6095492287000001,0.820344732
ppGpp__mut_delrelA_00m__2,0.22446707200000002,0.610960226,0.4133594016,0.6012616801
ppGpp__mut_delrelA_05m__2,0.7132572597,0.6146014630000001,0.6541987862,0.5297261865
ppGpp__mut_delrelA_05m__3,0.2610456015,0.46543479390000003,0.6348628940000001,0.7570340950000001
ppGpp__mut_delrelA_00m__3,0.5180123784,0.424300074,0.4445160341,0.4540448448
ppGpp__wt_delrelA_10m__1,0.5559455633,0.7309833692000001,1.4092468335000001,1.2578255858
ppGpp__wt_delrelA_05m__1,0.4501688184,0.39535977840000003,0.886494631,0.7081636893000001
ppGpp__wt_delrelA_05m__2,0.3452185057,0.4378013669,0.8884466997,0.8764082553
ppGpp__wt_delrelA_10m__2,0.325725824,0.4220464,1.4761691388,1.4968707838
ppGpp__wt_delrelA_10m__3,0.7731838966,0.5726850702,1.4591072134,1.7102702492000001
ppGpp__wt_delrelA_00m__1,-0.1553445295,-0.0779790512,-0.0382853536,0.08013625640000001
ppGpp__wt_delrelA_00m__2,0.2209818265,0.0757598164,0.032833946600000004,-0.0308581942
ppGpp__wt_delrelA_05m__3,0.22775214740000002,0.3230525886,0.9745455341,1.0377555518
ppGpp__wt_delrelA_00m__3,-0.065637297,0.0022192347000000003,0.005451407,-0.0492780622
ppGpp__mut_relAtrunc_10m__1,0.17620671840000002,0.2701172633,0.38851299640000003,0.4728625004
ppGpp__mut_relAtrunc_05m__1,0.4458453189,0.45823576,0.2359826354,0.0455873107
ppGpp__mut_relAtrunc_05m__2,0.12700025780000002,0.4341952629,0.34302674580000003,0.2951682784
ppGpp__wt_relAtrunc_10m__1,-0.46054558370000004,-0.2897067813,-0.0192582845,0.0564439806
ppGpp__wt_relAtrunc_10m__2,-0.4416135718,-0.26449581850000004,0.0263810158,0.2033028261
ppGpp__wt_relAtrunc_10m__3,-0.5321769386,-0.1862109414,0.0094517278,-0.0258565673
ppGpp__mut_relAtrunc_00m__1,-0.0583651808,0.7188121209,0.6013784973,0.6772160355
ppGpp__wt_relAtrunc_00m__3,0.0730945145,0.2348732794,0.1352750969,0.1817874163
ppGpp__wt_relAtrunc_05m__1,-0.4052526822,-0.2435840186,-0.0147864841,0.148666597
ppGpp__wt_relAtrunc_05m__2,-0.38955962510000003,-0.35447558290000003,-0.1206150243,-0.33178901780000003
ppGpp__wt_relAtrunc_05m__3,-0.0800996385,-0.09754744800000001,-0.0353755978,-0.2144783418
ppGpp__mut_relAtrunc_00m__2,0.24350258900000002,0.2677027781,0.36838297950000004,0.1897714373
ppGpp__mut_relAtrunc_00m__3,0.2922050992,0.48171038250000003,0.356255217,0.4595993403
ppGpp__mut_relAtrunc_10m__2,0.024743033600000002,0.2036251114,0.17906698840000002,0.018574031600000002
ppGpp__mut_relAtrunc_05m__3,-0.0022246191,0.2765396324,0.2958073196,0.5102868260000001
ppGpp__mut_relAtrunc_10m__3,-0.22563976230000002,0.21457667330000002,0.3763060194,0.5559191487
pressure__high_pressure__1,0.0291899413,0.3827580707,-0.7333582183,2.930823057
pressure__high_pressure__2,0.07292733950000001,0.5081977635,-0.4214155066,2.6116283114
pressure__low_pressure__1,0.09743814810000001,0.1331569399,0.0903026704,0.0148774404
pressure__low_pressure__2,-0.09743814810000001,-0.1331569399,-0.0903026704,-0.0148774404
quantum_dots__ctrl__1,-0.0082758341,0.1937414319,-0.0347854701,-0.0909881516
quantum_dots__ctrl__2,0.0082758341,-0.1937414319,0.0347854701,0.0909881516
quantum_dots__cdte_light__1,-0.7801664383,0.3984339188,0.095734016,2.4749974084
quantum_dots__cdte_light__2,-0.7565865665,0.4736034149,0.2841944073,3.4943282251
quantum_dots__cdte_dark__1,-0.42092020490000004,0.3142508444,-0.026975254400000002,0.3444774064
quantum_dots__cdte_dark__2,-0.39829949610000004,-0.0224308012,0.0240525418,1.3309891980000002
quantum_dots__cdse_light__1,-0.18157921370000002,0.0957478574,-0.0665383294,-0.28193701260000004
quantum_dots__cdse_light__2,0.131030704,-0.24925673010000002,-0.0248759632,-0.4034503715
quantum_dots__cdse_dark__1,-0.3839658452,0.1692098859,-0.0845533757,-0.3239048398
quantum_dots__cdse_dark__2,0.1259002792,0.34061995440000004,0.0651884845,-0.21476133300000003
raman__wt__1,0.2892871455,0.4811678803,-0.21680452360000002,0.8748009254
raman__del_cyaA__1,1.3817466761000001,0.1611602318,-0.2303480002,0.0256807345
raman__del_cyaA_01mM__1,1.8347413326000002,0.2015743102,-0.2122834703,-0.2602275176
raman__del_cyaA_05mM__1,1.6842923633,0.15866725240000001,0.099166076,-0.044548751000000004
raman__del_cyaA_1mM__1,0.47869323500000005,-0.1689957466,0.1125948636,0.0102171194
raman__wt__2,-0.0658785856,-0.0231436518,-0.010804594300000001,-0.14510202490000002
raman__del_cyaA__2,1.8569964075,0.2516964004,-0.1528276989,-0.2486525628
raman__del_cyaA_01mM__2,2.2057991157,0.5611834847,-0.1487778912,-0.3631351805
raman__del_cyaA_05mM__2,1.2986395279,0.0712342101,0.2588539944,0.0373459583
raman__del_cyaA_1mM__2,0.4696196342,-0.4894596419,-0.2689622311,-0.2350830831
raman__wt__3,-0.22340856,-0.4580242285,0.22760911790000002,-0.7296989005000001
raman__del_cyaA__3,2.0838271138,0.07434012720000001,-0.1619797512,-0.49057074250000005
raman__del_cyaA_01mM__3,1.9966807923,0.14506842450000001,-0.2092912092,-0.3165051351
raman__del_cyaA_05mM__3,1.6711033161,0.2709020996,0.0648982144,-0.1274453845
raman__del_cyaA_1mM__3,0.9153566242000001,-0.028670231600000002,-0.6155781609000001,-0.1042136333
rand_barrel__mut_nanE__1,-1.245149958,-0.7945242483,0.1855421098,-0.6001043147
rand_barrel__mut_nanE__2,-0.7743466445,-1.6264828499,0.060936163700000004,0.2411051706
rand_barrel__mut_nanE__3,-0.9380879127,-3.1347566173,0.810797984,-2.1771207039
rand_barrel__mut_pdxJ_1__1,-0.0399756716,-0.9811397687000001,0.2254984894,-0.1509926824
rand_barrel__mut_pdxJ_1__2,-0.8781923223,-0.1841219533,0.2922507734,0.022986055000000002
rand_barrel__mut_pdxJ_1__3,-1.184076375,-1.6255188943,0.8678633962000001,-3.3203715381
rand_barrel__mut_pdxJ_2__1,-0.8472905792000001,-1.2818447673,0.2853346438,-0.38073452100000005
rand_barrel__mut_pdxJ_2__2,-1.5866342583000002,-0.435443216,0.11464337100000001,-0.4225692373
rand_barrel__mut_pdxJ_3__1,-0.3094737724,-0.7770514878,0.13937189700000002,0.2801293183
rand_barrel__mut_pdxJ_3__2,-0.5468741048,-0.5234221731,0.0571039288,-0.19901136190000002
rand_barrel__del_serB__1,-0.13178110340000002,0.1038833702,-0.0367442908,0.36545846600000004
rand_barrel__del_serB__2,0.13178110340000002,-0.1038833702,0.0367442908,-0.36545846600000004
rockhopper__CV104_pHDB3__1,4.0132429158,-0.3241527148,-0.8682659204000001,-2.0102182628
rockhopper__CV104_pHDB3__2,4.0972818163,-0.4450423563,-0.9393586445000001,-1.8040136672
rockhopper__CV104_pHDB3__3,3.738497501,-0.2577452039,-0.9072697977,-1.4199937061
rockhopper__CV104_pLCV1__1,3.7173190944,-0.3333100765,-1.0337220889,-1.8343258725
rockhopper__CV104_pLCV1__2,3.811541122,-0.31318600150000003,-0.9705710193,-1.6863363733
rockhopper__CV104_pLCV1__3,3.5794878448,-0.3317245131,-0.8247007254000001,-1.4004077880999999
rockhopper__wt_lb__1,6.6571244541,1.0107128715,-0.7014928632,-0.30020415500000003
rockhopper__wt_lb__2,7.3066513824,1.2042129615000001,-0.5842111057,-1.0860619801
rockhopper__wt_lb__3,6.2722482916,0.9012924113,-0.7195965344,-0.0351097468
rockhopper__wt_lb_aMG__1,6.0937126385,0.9116847575,-0.31287335780000003,0.1995919581
rockhopper__wt_lb_aMG__2,5.4548926192,0.7204819287,-0.2930434556,-0.5178507733000001
rockhopper__wt_lb_aMG__3,6.254193321,0.8508336378,-0.2740418911,-0.33743544940000003
rockhopper__del_sgrR_lb_aMG__1,6.4118393773,1.4161457548,0.040435956700000004,0.7837495956
rockhopper__del_sgrR_lb_aMG__2,6.1980529272,1.4887376598,0.2889963072,0.6232787486
rockhopper__del_sgrR_lb_aMG__3,5.7991520893,1.5130287619,0.0278933933,0.30305109550000003
rockhopper__del_sgrS_glyc_aMG__1,1.9684740372,0.039282908400000004,1.2460400708,-1.4474046141999999
rockhopper__del_sgrS_glyc_aMG__2,4.2065749524000005,-0.3937014144,1.2617603182,-0.6823714771
rockhopper__del_sgrS_glyc_aMG__3,4.3428575318,0.1658973416,1.202491586,-2.8456724677
rockhopper__del_sgrS_glyc__1,2.9645783864,-0.7063883693,-1.2386492552,-2.0164708728
rockhopper__del_sgrS_glyc__2,4.1853068211,-0.0735365231,-0.7996218774,-3.2223992763
rockhopper__del_sgrS_glyc__3,3.8727235561,-0.1399710261,-1.1452462456,-1.3303708173
rockhopper__wt_lb_aMG__4,5.0003615749,1.0949999771,0.0126011449,0.9582032454
rockhopper__wt_lb_aMG__5,4.8382544599,1.1490665808,0.1314609916,-0.49323940060000004
rockhopper__wt_lb_aMG__6,4.4224955357999995,1.1093858055,0.1579197112,0.0147637732
rockhopper__wt_glyc_aMG__1,1.6126239227,-0.1022957961,0.8748422948000001,-1.7274333102
rockhopper__wt_glyc_aMG__2,3.5374892025999998,-0.1313244195,0.5767307837,-0.9953172592
rockhopper__wt_glyc_aMG__3,3.0468654218,-0.2030953338,0.6792360741,-1.1488028381
rockhopper__wt_glyc__1,2.807697186,-0.7081281929000001,-0.9102837333,-2.2030061502000002
rockhopper__wt_glyc__2,3.9864599590000003,-0.31134784590000003,-1.1085643654,-2.9545763565
rockhopper__wt_glyc__3,3.9199412105,-0.3906975613,-1.0778837104,-1.6817310667
rockhopper__CV108_glyc_aMG__1,1.0784950237,0.45149937710000004,0.6472523528,-0.29471952760000003
rockhopper__CV108_glyc_aMG__2,0.1428808104,-0.20805721500000002,0.7170318974000001,-0.7582856374
rockhopper__CV108_glyc_aMG__3,-0.3531937143,-0.0596093389,0.6111367543,0.7785548709
rockhopper__wt_glyc__4,-1.3920090313,-0.2213312138,0.3170159658,0.3569783429
rockhopper__wt_glyc__5,-0.1938536125,-0.7582086291,0.1135344223,-1.0374752349
rockhopper__wt_glyc__6,-1.3048343284000001,0.5038589977,0.0147183923,1.4971705661
rockhopper__wt_glyc_aMG__4,-1.7165231147000002,0.1567419874,0.8197464252000001,0.9547921728000001
rockhopper__wt_glyc_aMG__5,-0.9907539578000001,0.28838546660000003,0.550301814,0.5874733328
rockhopper__wt_glyc_aMG__6,-0.8876722958000001,-0.6467838548,0.9479166873,0.2352342469
rockhopper__wt_glyc__7,-0.46576974130000004,0.2820900438,0.6250143449000001,1.139559856
rockhopper__wt_glyc__8,-1.1398732596,-0.2746167687,0.9956221218,0.4732686943
rockhopper__wt_glyc__9,-0.8115923393000001,0.2709997102,0.5262548922,1.1123462685
rockhopper__wt_glyc__10,-1.2272833989,0.6957163563000001,0.0055603708000000005,1.5109328536
rockhopper__wt_glyc__11,-1.9383464445,0.5814148945000001,0.21622414280000002,1.0274389375
rockhopper__wt_glyc__12,-2.2405361997,0.3302502091,0.2827871562,0.7590932894
rpoD__wt__1,-0.11955734870000001,-0.40444396800000004,0.0250087968,0.5038411826
rpoD__wt__2,0.023065524900000002,0.0984671439,-0.0290773571,0.1987571383
rpoD__rpoD_mut__1,-1.1496917082,0.8028933257,-0.4463529479,0.1836581242
rpoD__rpoD_mut__2,-0.43937566510000003,1.1500378941,-0.1710766273,-0.14991473330000002
rpoD__rpoD_mut__3,-0.9755112016,0.7427211129,-0.2532675875,-0.0443879528
rpoD__wt__3,0.0964918237,0.3059768241,0.0040685604,-0.7025983208000001
rpoN_peptide__ctrl__1,0.1784679314,-0.1052937015,-0.0051479141,0.0754041569
rpoN_peptide__ctrl__2,0.3851851773,-0.0482771586,0.0324498797,0.0181169875
rpoN_peptide__ctrl__3,-0.5636531087000001,0.1535708601,-0.027301965600000002,-0.0935211444
rpoN_peptide__nminus__1,0.6789276676,0.18554909660000002,0.0514930896,0.1074626011
rpoN_peptide__nminus__2,0.4585629115,-0.0910529053,0.0995567446,0.053790359
rpoN_peptide__nminus__3,-0.6720402567,0.1306558897,-0.0188639125,0.0136686181
rpoN_peptide__nplus__1,-1.2146723788,-0.5530417102,-1.6112097934,-2.6691010839000002
rpoN_peptide__nplus__2,-1.0425545977,-0.5950127516,-1.7284480496999999,-2.6342302324
rpoN_peptide__nplus__3,-0.8804154815,-0.4870348611,-1.673148167,-2.7501497081
rpoN_peptide__s54_wt__1,0.2893178208,-0.5972786908000001,-0.0735966036,-0.27572939500000004
rpoN_peptide__s54_wt__2,0.0631686986,-0.5029648981,-0.1048513175,-0.3483122227
rpoN_peptide__s54_wt__3,0.2953978132,-0.6171600539000001,-0.095816757,-0.4152911415
rsd__wt_ee__1,-0.0377829295,0.2001942942,-0.08380764730000001,-0.5675969811
rsd__wt_ee__2,0.0377829295,-0.2001942942,0.08380764730000001,0.5675969811
rsd__del_rsd_ee__1,-0.1137426841,0.043406688900000004,0.06284606050000001,0.025279975000000003
rsd__del_rsd_ee__2,0.4107144714,0.1115968064,-0.051553746000000004,0.2085988278
rsd__del_ssrS_ee__1,1.4081850783,0.8905467655,0.2557282778,-0.25330587190000003
rsd__del_ssrS_ee__2,0.8689521933000001,0.6629235192,0.3083117432,0.08204064750000001
rsd__del_rsd_ssrS_ee__1,2.1695406106,2.4821530041,0.6407790823,0.6815645549
rsd__del_rsd_ssrS_ee__2,2.5765108093,2.7934378963,0.7157491644,1.2503808685
rsd__del_rpoS_ee__1,0.7039111766,0.33305743320000003,0.3629163463,0.046881529000000005
rsd__del_rpoS_ee__2,1.2392498533,0.5793007863,0.1857017913,0.0536343018
rsd__wt_me__1,1.7369563643,0.010839564500000001,-0.2271531219,-1.6379459261
rsd__wt_me__2,1.7992934847000002,-0.1192131137,-0.1409882747,-1.4118569839
rsd__del_rpoS_me__1,1.5381529981000002,0.4949268162,0.0233536856,-1.8091911131
rsd__del_rpoS_me__2,1.531268649,0.5292823099,-0.1100562756,-1.1156967434
rsd__wt_ts__1,1.3564410706,0.5193916167,-0.9419983556,0.4189137409
rsd__wt_ts__2,1.4067917062,0.5241525031000001,-0.8091412299,0.3912156169
rsd__del_rsd_ssrS_ts__1,1.6771123037,0.924781998,0.0061847904,0.5992487563000001
rsd__del_rsd_ssrS_ts__2,1.9044060755,0.9159090051000001,-0.0160269294,0.7000033514
rsd__del_rpoS_ts__1,1.3618381178,2.0815700421,0.3139270527,0.8880939417
rsd__del_rpoS_ts__2,1.4382475846,1.8841405889,0.3424665622,0.5783557929
rsd__wt_s__1,2.1884516217,1.0591265313,-0.9010479541,1.9738087693000002
rsd__wt_s__2,2.0795278233,0.6144537002,-0.6814963396,1.9266938935
rsd__del_rsd_s__1,2.6159365291,0.7190447707000001,-0.610119111,2.0176383986
rsd__del_rsd_s__2,1.9850423725000002,0.7888988396000001,-0.8745722372,2.4200132003
rsd__del_rsd_ssrS_s__1,1.5190797494,0.8258836686000001,-0.1752899417,1.9885553136
rsd__del_rsd_ssrS_s__2,1.3463725533,0.8637336673,-0.23632586260000002,1.9298312428000002
rsd__del_rsd_ls__1,4.2016413992,1.6226323225,-0.9575440042000001,1.8048350971
rsd__del_rsd_ls__2,4.3726461593,2.1172153053,-0.7672333614,1.4204911299
rsd__del_ssrS_ls__1,2.3732521816,1.0781871291,-0.8019053325000001,3.8077688645
rsd__del_ssrS_ls__2,2.8096831635,0.8602319197,-0.7925872379000001,3.3374196344
rsd__del_rsd_ssrS_ls__1,2.1039599683,1.5522928987,-0.1705695361,5.2933638837
rsd__del_rsd_ssrS_ls__2,1.6482988854,1.0958237572,-0.2127682655,5.1333206104
rsd__del_rpoS_ls__1,1.7651911282000001,2.3018413575,-0.9920930385000001,4.6022688762
rsd__del_rpoS_ls__2,1.2211200257,1.9673902621,-0.49944350940000004,4.6553750954
sdsR_ryeA__wt_3h__1,0.4081944972,-0.2589964994,0.042510140200000004,-0.17594085040000002
sdsR_ryeA__wt_8h__1,0.8487345138,-1.7140925102,-0.015590362100000001,-1.0049910355
sdsR_ryeA__wt_3h__2,-0.4081944972,0.2589964994,-0.042510140200000004,0.17594085040000002
sdsR_ryeA__wt_8h__2,0.3864026176,-2.0287219427,-0.0392005171,-0.9847778524
starve_series__t00_growth1__1,-0.4833444054,-0.2173417786,-0.0181051277,0.1227579444
starve_series__t00_growth1__2,0.0713396488,0.2105199106,-0.0167072718,0.039968087
starve_series__t00_growth1__3,0.1868427001,0.20000919450000001,0.0209727419,-0.0330465047
starve_series__t00_growth1__4,0.22516205660000002,-0.1931873265,0.013839657600000001,-0.1296795266
starve_series__t01_starve__1,-4.6402327812,-2.2348347933,0.4646162203,2.5623570995
starve_series__t01_starve__2,-5.0490552888,-2.1242648409,0.6923260293,2.2309103203
starve_series__t02_starve__1,-3.7524983908,-2.9855442719000003,1.0033866368,0.3450524021
starve_series__t02_starve__2,-3.120109455,-2.0683038669,0.9157115548,0.19371262660000002
starve_series__t03_starve__1,-1.1870198994,-3.9616957394,1.3164464174,-0.5688074218
starve_series__t03_starve__2,-0.5220337174,-2.2670496609,1.426957625,-1.4026486344
starve_series__t04_starve__1,-0.11723580750000001,-3.2062906721,1.5132052257000002,-0.8707469583
starve_series__t04_starve__2,-0.7410520543,-3.0185597581,1.4895772524,-1.0894280617
starve_series__t05_starve__1,-0.9290279885,-3.3933590255,1.5539292422000002,0.1431061023
starve_series__t05_starve__2,-0.9098861185,-3.5389337526,1.4040571573,-0.2223463487
starve_series__t06_starve__1,-0.4038277564,-3.1326309467,1.4985588477,0.8245354652
starve_series__t06_starve__2,-0.4187138193,-3.1999245495,1.5060199018,0.8554592963000001
starve_series__t07_starve__1,-0.44939414850000003,-3.7398295354,1.3127672778,1.0882303227
starve_series__t07_starve__2,-0.7692329047,-3.1486558195,1.4415854647000002,0.9546127726
starve_series__t08_starve__1,-0.7307616128000001,-3.2711191697,1.50746576,1.1022079353
starve_series__t08_starve__2,-0.8126709492,-3.1202078563,1.4513050561,0.7344209649
starve_series__t09_starve__1,-0.7826198729,-3.8155079466,1.4674390222,1.1178642808
starve_series__t09_starve__2,-0.9977497842,-3.0025381989,1.4006561338,1.0807277502
starve_series__t10_starve__1,-0.8832158513,-3.9252749295,1.5342630536000001,0.8996283059
starve_series__t10_starve__2,-0.9692070633000001,-2.6807498500999998,1.3747187802,0.7045559413
starve_series__t11_starve__1,-0.7057518075,-2.6139774014,1.5654280827,0.4968051524
starve_series__t11_starve__2,-0.8183286647,-2.9568166545,1.4621925544,0.0829762988
starve_series__t12_starve__1,-1.0673134821,-3.2002070892,1.5424355168,0.4553305657
starve_series__t12_starve__2,-0.7911937026,-3.1842945435,1.6486964788,0.4680423883
starve_series__t14_starve__1,-0.3060936467,-3.0743076558,1.7458938218000002,0.5890387983
starve_series__t14_starve__2,-0.5459895594,-2.8574592557000003,1.491539895,0.0528074111
starve_series__t16_starve__1,-0.3824842898,-3.1497723647,1.6587348465,0.6082179615000001
starve_series__t16_starve__2,-0.5230395902,-3.0471282532,1.6462427381,0.8065969736
starve_series__t17_starve__1,0.4466614249,-1.9537534033,1.9466618616,1.1426939341
starve_series__t17_starve__2,0.0970791652,-2.0120501469,1.913201312,1.1031738688
starve_series__t18_starve__1,-0.0437665495,-2.3678703083,1.9723218766000001,1.3912783701
starve_series__t18_starve__2,-0.5147375637,-2.0674803589,1.6492479736,1.5403202813
starve_series__t20_starve__1,0.8266754506,1.0997559376,-1.1992774055,0.1654236285
starve_series__t20_starve__2,1.1838705609,1.1686573422,-1.0818523043,0.0619552186
starve_series__t21_growth2__1,1.3490951125000001,0.9684943742000001,-1.6006832404,-0.5130340649
starve_series__t21_growth2__2,1.4433696958,0.8853550967,-1.3127410211,-0.2984180729
starve_series__t22_growth2__1,1.7694545384,1.2620754295,0.3862395618,1.1378542125
starve_series__t22_growth2__2,2.0745923947,1.3549402989,-0.0063144674,0.10765632680000001
starve_series__t23_growth2__1,2.0249233286,1.5775393420000001,-0.4415222811,0.7680113105
starve_series__t23_growth2__2,1.3775286466,1.2856129841000001,-0.4191866669,0.6027811679
starve_series__t25_growth2__1,0.8920357383,1.0342578692,-0.3536728346,0.8574098707000001
starve_series__t25_growth2__2,1.1468785611,1.0913644495,-0.3381782125,0.8835187273
starve_series__t26_growth2__1,1.1594825471,1.6494504396,-0.235746687,1.1881001672
starve_series__t26_growth2__2,0.5709290262,1.3381778402,-0.5692499884000001,0.4231181214
starve_series__t27_growth2__1,0.7098801317,1.3651971035,-0.2888797028,0.7821984091
starve_series__t27_growth2__2,0.32289367280000003,1.2010465385,-0.3359561418,0.5498237418
starve_series__t28_growth2__1,1.3873102236000001,1.3932488639,-0.0066704664,0.450358715
starve_series__t28_growth2__2,1.4463662418,1.4855605106,0.11533471290000001,0.29138979
time_course__lb_4hr__1,-0.0726652268,0.1937314032,-0.0444545733,-0.0416828142
time_course__lb_4hr__2,0.0104774918,-0.1362762375,0.009280948300000001,-0.1443769389
time_course__lb_4hr__3,0.062187735,-0.057455165700000005,0.0351736251,0.1860597531
time_course__lb_8hr__1,1.0871649014,-0.7344882394000001,-0.49335351460000004,-1.8242837519
time_course__lb_8hr__2,1.3269964416,-0.7550845183,-0.4981667967,-1.5761435583
time_course__lb_8hr__3,1.2360501953,-0.4132685125,-0.5226054003,-1.6808978183
time_course__lb_24hr__1,-0.0601625732,0.5279916254,-0.0311683265,1.1996766646
time_course__lb_24hr__2,-0.3528921922,0.7462493896,0.0636599291,0.9576475953
time_course__lb_24hr__3,-0.1766835688,0.8916338208000001,0.0480074099,1.2317431848
time_course__lb_72hr__1,-0.4580182118,2.7297992775,-0.8919606262,3.3700991809
time_course__lb_72hr__2,0.6766809004000001,2.7102587257,-0.8704710106,3.509845898
time_course__lb_72hr__3,0.2862488345,2.8069457869,-0.8576621213000001,3.6220467106000003
time_course__lb_144hr__1,-1.0811802002,1.3498046498,-1.2174611528,0.3872514788
time_course__lb_144hr__2,-0.9391247372,1.5664401480999999,-1.1852081482,0.8538692737
time_course__lb_144hr__3,-0.7029823069000001,1.4568310209,-1.1920779537,0.9553360958
time_course__lb_192hr__1,-0.76909103,1.7130224907,-1.1676668449,1.7137469716
time_course__lb_192hr__2,-1.2326345081,1.7556413320000002,-1.4889810328,1.3500946978
time_course__lb_192hr__3,0.07837225240000001,1.3968809705,-1.0644370084,1.3712494398000001
triclosan__wt__1,0.4759774238,-0.1182925071,-0.1725751566,-0.2388778983
triclosan__wt__2,0.3512906449,0.1255055306,0.0369244077,0.3383647399
triclosan__wt__3,-0.8272680687,-0.0072130236,0.13565074900000001,-0.0994868416
triclosan__evo_amx_tcs__1,-0.8704506027000001,-0.0205365474,-0.43358173240000003,-1.936784408
triclosan__evo_amx_tcs__2,-1.8876545293,-1.2452705179,-0.2503584191,-1.6692636749
triclosan__evo_amx_tcs__3,1.2101018796,-0.21863297280000002,0.0842278424,-0.195654757
triclosan__evo_chl_tcs__1,0.6232844168,-0.7447048736,0.0905688182,4.1350760677
triclosan__evo_chl_tcs__2,7.6360775717,-0.4788957122,-0.48594612660000003,-0.4263939698
triclosan__evo_chl_tcs__3,7.5364070214000005,-0.1174170437,-0.5460636648,-0.5442270722
triclosan__evo_tet_tcs__1,28.8524427576,5.4281554937,-3.8473797517,-0.4581040538
triclosan__evo_tet_tcs__2,7.2229346877,0.3390610009,-0.6209543924,1.3802050545
truHMM__48C_15m__1,-1.6397356310000002,2.1754071989,-0.3831661287,1.4726148055000001
truHMM__48C_15m__2,-1.4620739189,2.1876084088,-0.4277457357,1.4979687895
truHMM__48C_15m__3,-0.5249058981,1.9996396116000001,-0.46231887,1.3004123199
truHMM__48C_30m__1,0.5657281941,4.3839475302,-3.9231303431,0.3497079407
truHMM__48C_30m__2,0.8014845005,4.3883092591,-4.0328964209,0.3664551325
truHMM__48C_60m__1,2.9102860563,6.6727127165999995,-3.5442486318,1.0310580318
truHMM__48C_60m__2,2.8149979307,6.6659424149,-3.5674672121,1.0277928526
truHMM__phos_0h__1,0.1021512066,-0.0226302185,0.0263060832,0.2530141031
truHMM__phos_0h__2,-0.1021512066,0.0226302185,-0.0263060832,-0.2530141031
truHMM__phos_2h__1,1.4998950298,3.0574574954,-2.6840714761999998,0.4483840907
truHMM__phos_2h__2,1.500624835,2.9730380828,-2.6611493360000003,0.6375570105
truHMM__phos_4h__1,-0.527904433,1.3705176768,-2.3655127467,1.9776391453
truHMM__phos_4h__2,-0.24461387440000001,1.4285613752000001,-2.3579116737,1.8263877381
truHMM__phos_4h__3,-1.1210295283,0.859832884,-2.0728293396,1.9682106151
control__wt_glc__1,-0.1199826144,0.042976688000000006,-0.0265667815,0.049455718
control__wt_glc__2,0.1199826144,-0.042976688000000006,0.0265667815,-0.049455718
fur__wt_dpd__1,1.9212052973,0.54919808,0.5715512185,1.5334292409999999
fur__wt_dpd__2,2.2405504911,0.514373327,0.7145524845,1.5942033850000001
