,A,MarA,Rob,SoxS
mercury__ctrl_t30__1,-0.5426142644,-0.2972872496,0.6002261317,-0.3062996659
mercury__ctrl_t60__1,-0.34108451,-0.47842156750000003,0.8548932662000001,0.4972061089
mercury__hg_t10__1,2.3019561126,3.8291649621,1.0819677042,2.5217120275
mercury__hg_t30__1,-1.2841556628,2.6863823176,1.7285922302,4.9671294487
mercury__hg_t60__1,-1.7385760941,0.3488196796,1.8262258717000002,3.8989610402
mercury__pma_t10__1,1.7369275613,5.2180699904,0.5489913750000001,2.482705052
mercury__pma_t30__1,1.5740276474,4.7544792225,0.9495790446000001,2.1702660604
mercury__pma_t60__1,0.6252704381,-0.6996660846,0.101142542,-0.0866088612
mercury__ctrl_t00__2,0.1422491562,0.0466492801,-0.1543452819,0.9264597440000001
mercury__ctrl_t10__2,0.2003701592,-0.1644989719,0.1957008546,0.1396308499
mercury__ctrl_t30__2,-0.8059163052,-0.2577930889,0.6488704548,0.5173155498
mercury__ctrl_t60__2,-0.3957217975,-0.6443729245,0.8796670415000001,1.0465716358
mercury__hg_t10__2,2.0104253313,3.8873350756000002,0.9507335201,2.9033618849
mercury__hg_t30__2,-1.7934666451,2.5026770607,1.5347845981,4.5311282397
mercury__hg_t60__2,0.066910919,0.37754087070000003,0.2785698841,1.8812967645
mercury__pma_t10__2,1.3305455245,5.272137944,0.4659888507,2.816327554
mercury__pma_t30__2,1.8623693436000002,4.3744883227999996,1.1395901716,2.3659523906
mercury__pma_t60__2,-0.8011692598,-0.39691979390000004,0.09330426400000001,1.3212091278
mercury__ctrl_t00__3,0.0549655946,0.0323897144,-0.1390028141,-0.2151855018
mercury__ctrl_t10__3,-0.1951549739,-0.0423775445,0.21836067280000002,-0.48612447680000004
mercury__ctrl_t30__3,-0.5934577959,-0.2580628794,0.6344294101,0.2515551661
mercury__ctrl_t60__3,-0.5784057825000001,-0.4243101025,0.6246450841,0.49905599570000003
mercury__hg_t10__3,3.2170202363,3.5330912042,1.5383154992999999,0.6955820299000001
mercury__hg_t30__3,-0.3508776524,3.7634097157,1.5859667921,4.7209249419
mercury__hg_t60__3,-0.17485149260000002,1.1931845468,0.8091382943000001,3.0717118693
mercury__pma_t10__3,1.2891354232,5.2685485478,0.6413009186,2.6188637831
mercury__pma_t30__3,1.3911354095,4.9436658809,1.0648893960999999,2.354261827
mercury__pma_t60__3,-0.3355380135,-0.47905463460000003,0.3524362784,0.5653505722000001
ml_abx__az_lolcde__1,-0.48201799370000004,-0.4232501362,0.22838163820000001,0.1587827276
ml_abx__az_lolcde__2,0.08318872570000001,0.4135021243,0.1103043653,0.11630861240000001
ml_abx__az_lolcde__3,-1.211693234,-0.16246742860000002,0.24071419160000002,0.2786489361
ml_abx__b01__1,0.5034657064,0.9493923953000001,0.0650881656,0.6647571087
ml_abx__b01__2,0.33498700070000004,0.9890477587000001,0.088355213,0.4787163707
ml_abx__b01__3,0.3949252878,0.7654566917000001,-0.0493726125,0.1566518289
ml_abx__cro__1,-0.3032969169,-0.7869033517,0.3243548228,0.1047227391
ml_abx__cro__2,0.5546496483000001,0.5608255191,-0.11637049640000001,0.22849252720000002
ml_abx__cro__3,-0.2401145016,0.0420680198,-0.35516701970000003,-0.068893756
ml_abx__chl__1,1.5468730326,0.3634472997,-0.626328969,-1.3676459739
ml_abx__chl__2,2.6295449274,1.1767668532,-0.3753055368,-1.1104039135
ml_abx__chl__3,2.0183735924,0.5095926958,-0.3459425847,-1.6212060617000001
ml_abx__cip__1,-1.0467296967,-0.6660748183,0.22811370420000002,0.0383427378
ml_abx__cip__2,-0.4184996764,0.1017063077,0.018907345000000002,0.3103734736
ml_abx__cip__3,-0.4463706905,-0.3074476815,-0.28238518300000004,-0.5388124093000001
ml_abx__clr__1,0.7791725222,0.8406540458,-0.4148136147,0.1283179293
ml_abx__clr__2,1.9125996122000002,1.0816694697,-0.5732142003,0.08453749740000001
ml_abx__clr__3,1.0372792442,0.6035689167,-0.6930502271,-0.39346579400000004
ml_abx__cst__1,-0.2096282918,0.5151663238,0.3635784817,0.2619054371
ml_abx__cst__2,1.9746303397,2.2890713837,0.032321639400000005,1.2793752569
ml_abx__cst__3,0.10186009730000001,1.2825191759,0.037683772000000004,0.6778162271
ml_abx__ctrl__1,0.0080253485,-0.5286816169,0.28950732360000003,0.2676980982
ml_abx__ctrl__2,0.1324244627,-0.4643635943,0.29667138120000003,-0.0062407065
ml_abx__ctrl__3,0.1892248109,0.3410226342,-0.017740469000000002,0.3026621155
ml_abx__ctrl__4,0.2032270101,0.4296319282,0.10319385040000001,0.1623387184
ml_abx__ctrl__5,-0.2823630696,0.1924986985,-0.2810418807,-0.2093541167
ml_abx__ctrl__6,-0.2505385625,0.0298919503,-0.3905902055,-0.5171041087
ml_abx__dox__1,1.2987644609,0.7059788407,-0.5531756349,-1.2746363639
ml_abx__dox__2,2.8085313725,1.4004130086,-0.6966930378,-1.1017898238
ml_abx__dox__3,1.341532841,0.8869734277,-0.5090835811000001,-1.1452760908
ml_abx__glob__1,-1.4006210852,-0.7859361472,0.3480269852,0.5948023686
ml_abx__glob__2,-0.8081679401,0.1672601088,0.21757731190000001,1.102124615
ml_abx__glob__3,-1.116989378,-0.4015182014,-0.19189219970000002,0.1297291436
ml_abx__lvx__1,-0.3665829653,-1.2563058124,0.45779548400000003,0.8024139069
ml_abx__lvx__2,-0.327002566,0.071700969,-0.0981956072,0.7030925675
ml_abx__lvx__3,-0.3653022855,-0.1483898753,-0.3518011225,0.2799607502
ml_abx__mec__1,-0.4457805291,-0.5785424763,0.20959117500000002,-0.0817706395
ml_abx__mec__2,-0.0557929267,0.2555217888,-0.0396050991,-0.2822011122
ml_abx__mec__3,-0.1150431585,-0.2243266828,-0.2712377498,-0.040212864
ml_abx__mem__1,0.2740035941,-0.5808246401,0.189270563,-0.023404709000000003
ml_abx__mem__2,0.5389358661,0.6986480023,0.005523202400000001,0.1007083408
ml_abx__mem__3,-0.3121988807,0.2833208867,-0.2449469981,-0.49006511760000004
ml_abx__nit__1,20.4658645152,6.1338233855,-3.0142736319,6.1549006347
ml_abx__nit__2,21.48745249,6.44823847,-2.0428269616,5.5680018903
ml_abx__nit__3,22.1359503848,6.7159678504,-2.1521148484,5.8161183612
ml_abx__ntx__1,5.1254374311,5.1785737572,-0.35739983470000003,2.9865915602
ml_abx__ntx__2,5.6353792294,4.9773023545,0.28315785190000003,3.4804924288
ml_abx__nor__1,-0.8189395185,-1.6335445681,0.3942562864,0.5846120885
ml_abx__nor__2,-0.4214640526,-0.23833871920000002,0.0145753389,0.1187319161
ml_abx__nor__3,-0.44070017170000003,-0.4992400091,-0.2677901266,0.29102603200000005
ml_abx__pb__1,1.0626714191,1.4528427321000001,0.6642266956,1.6922930499
ml_abx__pb__2,3.4552996672000003,2.8446510621,0.3925978456,2.4369903968
ml_abx__pb__3,1.4252150771,2.1916010166,0.324946787,1.5232050912
ml_abx__tmp__1,0.25571115380000004,0.2892505844,-0.210381169,0.1548686092
ml_abx__tmp__2,2.569508801,1.1149217916,-0.4483824595,0.1825237576
ml_abx__tmp__3,2.4137544727,0.9733519077,-0.399309158,-0.6125719957
mut_abx__del_mutS_000nor__1,0.9668467481,-0.0342022839,0.053527681300000005,-0.0686216307
mut_abx__del_mutS_000nor__2,-0.2980291174,-0.29927137,-0.13480374820000002,0.1599215538
mut_abx__del_mutS_000nor__3,-0.6688176306,0.3334736539,0.0812760669,-0.0912999231
mut_abx__del_mutS_125nor__1,0.3468755927,-0.3901507131,0.2842033496,-0.3251909129
mut_abx__del_mutS_125nor__2,1.2032056728,-0.3852046464,0.2871551284,-0.0791157088
mut_abx__del_mutS_125nor__3,1.4714840856,-0.39631388430000003,0.34104667790000004,-0.3324502442
mut_abx__del_mutS_250nor__1,2.1377387985,0.079887945,0.3595145752,-1.5703981132
mut_abx__del_mutS_250nor__2,0.5207183782,-0.0095054836,0.41533377530000004,-1.3098538365
mut_abx__del_mutS_250nor__3,1.7456601635,-0.38683424860000004,0.18418870210000002,-1.2868603451
mut_abx__del_mutS_375nor__1,2.8265510741,0.3854725593,0.43948730140000003,-2.1401733437
mut_abx__del_mutS_375nor__2,1.2070764049,-0.0094232683,0.30841693330000003,-1.9401038599
mut_abx__del_mutS_375nor__3,2.3590196668,0.20930438380000002,0.3927351604,-2.0849305308
mut_abx__del_mutS_500nor__1,2.4779633348,0.6724823303,0.2531974883,-2.0719089869
mut_abx__del_mutS_500nor__2,2.2973999,0.9873839224000001,0.32072131200000004,-1.7094557138000002
mut_abx__del_mutS_500nor__3,2.2025063973,0.9883645938000001,0.28241622920000004,-1.9209309211
mut_abx__del_mutS_625nor__1,1.6713119328000001,2.5044719177,0.412092247,-1.5547771161
mut_abx__del_mutS_625nor__2,2.3753289103,1.5623997601,0.2748487685,-1.7334735882999999
mut_abx__del_mutS_625nor__3,2.829345496,1.8054063478,0.4600404558,-2.0991985188
mut_abx__del_mutS_750nor__1,5.8523228169,2.1130503108,0.08389604760000001,-2.057874888
mut_abx__del_mutS_750nor__2,4.1149998769,3.1280587856,0.41689988980000003,-2.2158884997
mut_abx__del_mutS_750nor__3,4.3197432958,2.5220072044,0.15032552400000002,-2.1766278468
mut_abx__del_mutS_875nor__1,5.5994169249,3.8299972424,0.223516878,-1.1146872834
mut_abx__del_mutS_875nor__2,4.5807120846,3.2588048792,0.3274939993,-1.5220653954999999
mut_abx__del_mutS_875nor__3,5.9731593563,4.4378832379,0.248841365,-1.4114617582
nit_yeaG__wt_Nminus__1,-0.22400426750000002,-0.5873904908,-0.1936479288,0.6803122297
nit_yeaG__wt_Nminus__2,0.22400426750000002,0.5873904908,0.1936479288,-0.6803122297
nit_yeaG__wt_Nplus__1,-2.4974358692,0.0780638744,-1.8800014806,-1.8862068028999999
nit_yeaG__wt_Nplus__2,-2.3296679846,0.9725169933000001,-1.5331445044,-1.2678819422
nit_yeaG__del_yeaG_Nminus_24h__1,-1.3309265441,0.8058456231000001,-0.609510426,5.9721745773
nit_yeaG__del_yeaG_Nminus_24h__2,0.0776751056,2.1366913016,0.706827674,3.4043757686
nit_yeaG__del_yeaG_Nminus_24h__3,1.1595595705,1.8162417383,0.4805635445,2.5729922663
nit_yeaG__del_yeaG_Nminus__1,0.1863397951,-0.0709365436,0.2196494287,-0.43223372250000003
nit_yeaG__del_yeaG_Nminus__2,0.0724248695,0.6113646068,0.2046056628,-0.5013366217
nit_yeaG__del_yeaG_Nplus__1,-2.5331553104999998,0.07689618420000001,-1.7161390514,-2.6335721918
nit_yeaG__del_yeaG_Nplus__2,-2.2446757365,0.9221482018,-1.9519930958,-1.8824578021
opex__amp__1,-0.8413239314000001,0.0720338718,0.29628055740000003,-0.0028007259000000003
opex__amp__2,-0.0759822013,0.2409188277,0.10779616500000001,-0.11793855560000001
opex__amp__3,0.13525719220000001,0.19355020180000002,-0.035164549600000004,-0.0358947044
opex__bak_amp__1,0.5973585528,-0.19292735730000002,0.3412888256,-0.3709441828
opex__bak_amp__2,0.7311761902,0.18482194700000001,0.0609947121,-0.036655063
opex__bak_amp__3,1.2510110917000001,0.7239008684,0.08253400770000001,-1.3078494904
opex__bak_kan__1,0.6796807494,0.5898836169,0.0349908551,0.07482375470000001
opex__bak_kan__2,-0.0312721674,-0.271167433,0.4094518378,-0.1278755574
opex__bak_kan__3,1.5690838569,1.0581314074,-0.0787337374,-0.8191741882
opex__bak_nor__1,0.6694210509,0.3299540915,0.0450104805,0.3509361192
opex__bak_nor__2,0.3737495809,0.0517391142,0.015346470400000001,-0.0769065333
opex__bak_nor__3,1.1234037915,0.7134813586000001,0.1058564091,-0.6277773924000001
opex__bak_rif__1,1.1977652096,-0.2572123892,-0.28025409700000004,0.29443766800000004
opex__bak_rif__2,3.1371607004,1.0845236044,-0.8397129941,-0.4108670182
opex__bak_rif__3,1.6196733737,0.9203402220000001,-0.6625682989,-0.14509856440000002
opex__chx_amp__1,0.0023776764,-0.4395917535,0.2784574212,0.2828828197
opex__chx_amp__2,-1.1379336776,0.0801373628,0.3948043,0.48607545970000005
opex__chx_amp__3,-0.5659469783000001,-0.025294222800000002,0.3017073215,-0.17237824540000002
opex__chx_kan__1,-0.15818467960000002,-0.4017964793,0.23196591300000002,0.1582626932
opex__chx_kan__2,-0.3149703343,0.12893696570000002,0.2820539375,-0.10806097240000001
opex__chx_kan__3,0.2960822106,-0.1458638883,0.249377535,0.14286037540000002
opex__chx_nor__1,-0.7512216039,-0.2354324898,0.1820721655,0.2076494124
opex__chx_nor__2,-0.3362516196,-0.128706955,0.1997755846,0.5866789
opex__chx_nor__3,-0.7607937463000001,-0.3704056812,0.1782083607,0.27394595780000003
opex__chx_rif__1,-0.2433984149,-0.09826799400000001,0.2379605371,-0.0252253246
opex__chx_rif__2,-0.2896221343,-0.22393677450000002,0.2185445399,-0.12163415030000001
opex__chx_rif__3,0.6143592433,0.19847180490000002,0.2900983297,-0.1946975723
opex__ctrl__1,0.2740976204,0.1428046692,0.045252101600000004,0.6268070246
opex__ctrl__2,-0.2376022795,-0.2182477036,-0.0801586473,-0.48125184070000004
opex__ctrl__3,-0.036495341,0.0754430344,0.0349065457,-0.1455551839
opex__etoh_amp__1,-0.7650188694000001,0.7892591858,0.2275512535,1.492642535
opex__etoh_amp__2,-1.1860442259,1.0485423398,0.23217782420000002,1.0548240966
opex__etoh_amp__3,-0.3457992046,1.1712497525,0.2550991087,1.547700899
opex__etoh_kan__1,-0.6524731199,1.0712943671,0.0784836963,0.9867635119
opex__etoh_kan__2,-1.4789231332,1.2079653867,0.12940137200000001,0.7499195176
opex__etoh_kan__3,-0.864398627,0.7878924513000001,0.2354721563,0.6750185486
opex__etoh_nor__1,-0.6409322185,1.2757564122,0.24710845450000002,1.2116346892
opex__etoh_nor__2,-0.8946931057,0.8260173687,0.2644016325,0.9723143389000001
opex__etoh_nor__3,-1.2494244865,0.9546770232,0.11675883270000001,1.5106134622
opex__etoh_rif__1,0.5266899505,2.1394167627,-0.5700253706,1.4793205082
opex__etoh_rif__2,0.1784434114,1.9988271590000002,-0.4736101324,1.2606143428
opex__etoh_rif__3,0.4640950761,2.2719919169000002,-0.48757809560000004,1.2837953089
opex__glual_amp__1,-0.41486214260000004,-0.3728058061,0.2713599742,0.06367303390000001
opex__glual_amp__2,-0.8462744509000001,-0.566728515,0.191977112,-0.2076059455
opex__glual_amp__3,-0.22483033260000002,-0.0114711252,0.2205117767,0.3244347688
opex__glual_kan__1,-0.5915279107,-0.0925397146,0.3063071261,0.018876551300000002
opex__glual_kan__2,-0.8083742453,-0.7576633615,0.4558806663,-0.3446445857
opex__glual_kan__3,-0.7488041746,-0.1434596638,0.33553738040000003,-0.0394411267
opex__glual_nor__1,-0.25052133190000003,-0.1381899976,0.3102392137,-0.2734608919
opex__glual_nor__2,-0.5593333766,-0.287987733,0.3367013727,-1.7068976655
opex__glual_nor__3,0.0652816741,-0.20325373360000001,0.30049912900000003,-1.4709174382
opex__glual_rif__1,1.6641407397,0.9682309235000001,-0.9390092874,-0.9836190063
opex__glual_rif__2,1.9771944138,0.6043805396,-0.7567750466000001,-0.230074714
opex__glual_rif__3,1.6522533452000001,0.8937770958000001,-0.7973147267,-0.9150482038000001
opex__h2o2_amp__1,0.44939765130000003,0.0759928726,0.2696861032,-0.3214594347
opex__h2o2_amp__2,0.5869268725,-0.2523642312,0.41360995580000004,-0.2490081754
opex__h2o2_amp__3,0.6991964571,-0.2672398932,0.22769646270000002,-0.12062937600000001
opex__h2o2_kan__1,-0.044659715700000005,-0.3707166643,0.3858965614,0.2127069752
opex__h2o2_kan__2,-0.6885327309,0.2618531404,0.4169329644,0.38850704620000004
opex__h2o2_kan__3,-0.7005127309,-0.015248486600000001,0.2372502861,0.4056641731
opex__h2o2_nor__1,-0.0155637646,-0.8798564852,0.26444984720000003,0.0702179998
opex__h2o2_nor__2,-0.3577566198,-0.32405310400000004,0.19901366880000002,0.1466353866
opex__h2o2_nor__3,-1.2283171259,-0.250793681,0.23633545660000002,0.3439192324
opex__h2o2_rif__1,2.2099327633,1.9673643985,-2.0586614763,-0.3255726949
opex__h2o2_rif__2,0.33467622900000005,1.9072476868,-1.5718958953,0.8908315872
opex__h2o2_rif__3,0.9222637613,2.0307769439,-1.5482186419000001,0.7397274673
opex__ippoh_amp__1,0.7844897284,1.1538548558,0.06879582620000001,0.8264163843000001
opex__ippoh_amp__2,1.1948444854,1.2386125795,0.0882266922,1.2140798894
opex__ippoh_amp__3,0.3243591437,1.3331361597,0.14262199150000002,1.0081009405
opex__ippoh_kan__1,0.9180693733,1.0297180926,0.0041975665,0.7108407686
opex__ippoh_kan__2,0.024509342,1.3742142638,-0.011079924100000001,0.8427817956
opex__ippoh_kan__3,1.2370761201,1.466606465,0.0974137548,1.1080135196
opex__ippoh_nor__1,1.0697346496,1.2826240992,0.0526958026,1.1033459687
opex__ippoh_nor__2,0.9137830640000001,1.2159858615,0.0802068471,1.2505885404
opex__ippoh_nor__3,-0.42735745470000003,1.2246373516,0.0618422473,1.0149761906
opex__ippoh_rif__1,2.5812640389,2.6365794510000002,-0.8731778742,1.363110344
opex__ippoh_rif__2,2.9087012795,2.8106028442,-1.0017333885,1.4121510269
opex__ippoh_rif__3,2.4317985107,2.732610642,-0.9790464431,1.2305802521
opex__kan__1,-0.41579448490000004,0.1398857754,0.11365888460000001,0.0561498525
opex__kan__2,-0.5953779596000001,0.032968254,0.1476558188,0.4278285624
opex__kan__3,-0.0113145441,0.3513610341,0.1379678365,-0.1072224996
opex__nor__1,-0.2591281178,-0.31813955650000003,0.12335107590000001,-0.0800048195
opex__nor__2,-0.9502677412,-0.0173512229,0.2824876125,0.0042141364
opex__nor__3,-0.7233006752000001,-0.3440165971,0.2313384624,-0.1327951953
opex__paa_amp__1,-0.1206276641,0.4776145395,0.34121724340000004,-0.2706704983
opex__paa_amp__2,-0.5228206955,-0.0295075399,0.1649801958,-0.6381680928
opex__paa_amp__3,0.40460820810000003,0.2825471532,0.0998809329,0.44793550390000003
opex__paa_kan__1,2.0047761427,1.1533597281,-0.9568262894,0.5336266456000001
opex__paa_kan__2,3.0256268317,0.6860023137,-1.0339259494,0.0079824334
opex__paa_kan__3,1.6144403600000001,1.4900944558,-1.0327983837,0.5979730631
opex__paa_nor__1,0.4854674613,0.290256241,0.1155569052,0.024031013
opex__paa_nor__2,0.0215771674,-0.3127637962,0.17317437100000002,0.2716897189
opex__paa_nor__3,0.4787548418,0.1507732034,0.1411280922,-0.7282007816
opex__paa_rif__1,2.0669786345,1.5478686109000002,-1.1104567811,0.9841226041000001
opex__paa_rif__2,1.7288090327,1.3217256446,-0.9396716912,-0.3175149478
opex__paa_rif__3,2.1261358407,1.9113727829,-1.1558512467,-0.35104557880000004
opex__phenol_amp__1,3.0397944284,1.3937639481000001,-0.4186619053,0.6751786123
opex__phenol_amp__2,1.7856448588,1.1778802626,-0.37143963,1.2586557527
opex__phenol_amp__3,3.0791471112,1.2322535651,-0.2905520089,-0.8354704420000001
opex__phenol_kan__1,4.3052884003,1.6658952196999999,-0.1479952695,0.046321793
opex__phenol_kan__2,4.1234603723,1.3740710467000001,-0.3045209883,0.5260427307000001
opex__phenol_kan__3,3.2473047167,1.2334057302,-0.48399901170000004,-0.2039967289
opex__phenol_nor__1,3.0616445941,1.0555220972,-0.2046193965,-0.6843538674
opex__phenol_nor__2,3.0500292221,1.0364249754000001,-0.4031395272,0.39273138150000003
opex__phenol_nor__3,2.4943390107,1.7364633979000001,-0.4255893411,-0.3630974927
opex__phenol_rif__1,4.6124276995999995,1.9511467703,-1.4351517334000001,-0.0179253262
opex__phenol_rif__2,5.8077693074,2.6948376767999997,-1.39720285,-0.6824019279
opex__phenol_rif__3,6.0734320233,2.6064923597,-1.4420147023,-1.1360763312
opex__pvpi_amp__1,0.4388422724,0.4441036215,0.26402431860000003,-0.8745659639000001
opex__pvpi_amp__2,-0.30284457330000003,0.1309322662,0.0548648522,0.1636027472
opex__pvpi_amp__3,-0.16157100630000001,0.2242184328,0.24889088510000001,-0.16983925390000001
opex__pvpi_kan__1,-1.0619628667,-0.0673102458,0.1495234466,0.2864133265
opex__pvpi_kan__2,-0.1654749405,-0.016096129100000002,0.13447800170000002,-0.2325315195
opex__pvpi_kan__3,-0.24703024650000002,0.22720966480000002,0.2760432527,0.3187559128
opex__pvpi_nor__1,0.39031667810000004,-0.7825461869,0.1374069349,0.2467883766
opex__pvpi_nor__2,-1.317769175,0.0969050048,0.2579008282,0.6808087614
opex__pvpi_nor__3,-0.3320453089,0.2528367373,0.0965690575,-0.1482421082
opex__pvpi_rif__1,2.5293968882,1.7686835464000001,-1.5130469179000001,0.1872561885
opex__pvpi_rif__2,1.5344865484999999,2.0448977503,-1.3183926436,0.7538558815
opex__pvpi_rif__3,2.9388408186,1.9076912336,-1.4938343663,-0.2194092466
opex__rif__1,2.1748391951,1.7189191922,-1.378823734,0.2029175772
opex__rif__2,1.7019231906,1.8148463673,-1.1522475135,0.6236412165
opex__rif__3,2.2309539804,1.7116578297,-1.175165839,-0.1722597825
opex__naocl_amp__1,0.10854390300000001,0.3833468068,0.0900755236,-0.4978581998
opex__naocl_amp__2,0.01306147,-0.1281844308,0.1311440397,-0.09915621100000001
opex__naocl_amp__3,0.49195419910000004,0.4924163521,-0.0334341206,-0.10192996260000001
opex__naocl_kan__1,0.0539230895,0.4468200076,0.0011323836,-0.6283300836
opex__naocl_kan__2,0.0985500604,0.1191513695,0.0198273768,-0.5703433586000001
opex__naocl_kan__3,0.6219756124,0.0365143246,-0.1317694119,-1.2717397954
opex__naocl_nor__1,-0.3049472432,0.1616300815,-0.025457522000000003,0.18279047950000002
opex__naocl_nor__2,-0.1980140562,0.2683392162,-0.037597115300000004,-0.2505597747
opex__naocl_nor__3,-0.2308893546,-0.3031838357,-0.0249022926,0.0624804797
opex__naocl_rif__1,3.3804725832,2.1611826548,-1.1814087457,-0.5946799136
opex__naocl_rif__2,3.4470175207000002,2.1329629542,-1.0967091915,-1.2090867447
opex__naocl_rif__3,2.7584053685,1.6547473595,-1.036646663,0.1340497098
phage_lysogen__wt_ctrl__1,0.010649153000000001,-0.0637506007,-0.1686854107,0.1380123029
phage_lysogen__wt_ctrl__2,0.17870136,-0.0483659857,-0.2774472807,0.0160467324
phage_lysogen__wt_ctrl__3,-0.189350513,0.11211658640000001,0.4461326913,-0.1540590353
phage_lysogen__O104_H4__1,0.0107508415,0.6182101722000001,-0.20883212880000002,0.3651470913
phage_lysogen__O104_H4__2,0.0364118296,0.5140385362000001,0.252042,0.20011128020000002
phage_lysogen__O104_H4__3,-0.1496268388,0.14337740100000002,0.6503245478,0.1177537126
phage_lysogen__O157_H7_PA8__1,-0.29472721560000004,0.0793615159,-0.15930106830000001,0.2594625554
phage_lysogen__O157_H7_PA8__2,-0.2674368039,0.3095147408,0.5208271612,0.1494802997
phage_lysogen__O157_H7_PA8__3,-0.8120969762,-0.17270930040000002,0.9557669474,0.2972488412
phage_resist__ygbE_oe__1,-2.6324267259000003,2.489834415,-0.0100547857,5.6069374698
