,A,GalS,GalR,Crp
abx_mega__van_h2o__5,3.16113706,-0.7658781965,-1.3823431072,-0.9496879326000001
abx_mega__flavo_dmso__4,-1.2270797823,0.0684108435,0.23587952610000001,-0.14394191280000002
abx_mega__novo_dmso__3,2.7794396062,-1.8669835811,-2.3065529896,0.257330798
abx_mega__polmyx_h2o__7,-1.4925706114000001,-0.3241793398,0.27371490200000004,-0.3373228733
abx_mega__teix_dmso__17,-1.3348447753000001,0.5691366547,-0.052456380000000004,0.035948117
abx_mega__doxo_dmso__3,2.6209237063,-0.6082903837,-1.4489249573,-0.3182627866
abx_mega__mem_dmso__6,0.17295417230000001,0.0700277422,-0.3671803417,-0.1118469182
abx_mega__h2o-1a__3,0.5736897613,-0.0919591022,0.0950697246,-0.0372321217
abx_mega__bacit_dmso__3,3.1010224204,0.8588177159,-0.6664213703,-0.4922607946
abx_mega__dox_dmso__8,-3.8237115645,-1.5313943514,-0.0378145052,-0.4416388787
abx_mega__teix_dmso__18,-1.6847410019,-0.0956123478,-0.8990927079000001,0.0105278607
abx_mega__h2o-6__3,-1.289406859,0.5948870322,0.5438108157,0.2876777482
abx_mega__pen_h2o__5,0.9019644337,-0.21493606380000002,-0.3391582252,-0.1645882529
abx_mega__lzd_dmso__4,-0.6070011278,-0.8895291200000001,-0.11727866390000001,-0.8421746734000001
abx_mega__daro__1,8.3870853934,0.7840109540000001,-0.6496883482,-0.7797289048
abx_mega__solv__1,4.0783038465,-0.8936644898,-1.0724867966,-0.9412126322000001
abx_mega__daro__2,9.6631317126,0.30125578000000003,-0.6986029214,-0.555678611
abx_mega__daro__3,9.5357284187,0.9505546971000001,-0.16647185750000001,-0.38526479500000005
abx_mega__solv__2,3.0721059379,-0.43417407010000003,-1.0264984515,-1.0984957077
abx_mega__solv__3,9.700437043800001,1.2423424909,-0.0673377569,-0.4458656036
abx_mega__dmso-4__1,1.6304134811000002,0.9821607661,-0.5253993991,-0.23661516940000002
abx_mega__kirr_dmso__1,3.5250766215000002,-0.8564609149,-0.4679378743,-1.8181327083
abx_mega__kirr_dmso__2,3.1351437901,-1.2139210103,-0.4921461147,-2.037821897
abx_mega__kirr_dmso__3,5.2261983289,-0.1478363741,-0.4521089775,-2.2059426753
abx_mega__dmso-4__2,1.8308112386,0.8389261042,-0.0383185468,-0.4792645071
abx_mega__dmso-4__3,0.6444696751,0.684754964,-0.8455681813,-0.054275376300000004
ackA_pta__dnaA46_del_ackA__1,2.1343378438,0.9340825896,-0.2671145351,1.2971935035
ackA_pta__dnaA46_del_ackA__2,5.0462713214,1.8629591725,0.2818636903,2.020927993
ackA_pta__dnaA46_del_ackA__3,0.7148848898,0.7854699298000001,-0.164605532,0.5760517667
ackA_pta__dnaA46_del_pta__1,11.9446238834,4.8954408995000005,1.0882622327,2.383091682
ackA_pta__dnaA46_del_pta__2,9.0494283283,2.5357595915999998,-0.7326562149,1.2512872247
ackA_pta__dnaA46_del_pta__3,-0.0809143943,0.6677616359,0.4789707796,1.4331106707
ackA_pta__dnaA46__1,-0.0855355763,0.09150537730000001,0.0619862604,0.1517886605
ackA_pta__dnaA46__2,-0.9148543417,0.24760657700000002,-0.5849855857,-0.2646015759
ackA_pta__dnaA46__3,1.0424511401,0.0175851801,0.0235206207,0.256464884
ackA_pta__del_ackA__1,0.6103625826,0.1097350712,0.6474114508000001,0.9591927252
ackA_pta__del_ackA__2,8.6725760821,4.0724692066,1.7246640407,2.5388323397
ackA_pta__del_ackA__3,0.8930050513000001,-0.1159730848,0.2146722275,0.9744724369000001
ackA_pta__del_pta__1,0.2958696803,-0.046271064300000005,-0.489457998,-0.30103145470000003
ackA_pta__del_pta__2,10.2423318678,3.4504710457,0.5314690178,1.2020478367
ackA_pta__del_pta__3,1.8272794113000002,0.4743579719,0.1613653022,0.7380002376
ackA_pta__wt__1,-0.2412787023,-0.1575663397,0.1772995578,0.0829169912
ackA_pta__wt__2,0.2114358356,0.1883275238,-0.11412350580000001,-0.075921268
ackA_pta__wt__3,0.0298428667,-0.0307611842,-0.06317605200000001,-0.006995723200000001
anticancer__5fu__1,-6.2194315174,-2.2454115538,-1.8249200459,-0.2546401567
anticancer__5fu__2,-7.277084202,-2.4420330792,-1.5641210505,-0.30518404320000003
anticancer__cap__1,-0.258204726,0.2495445533,0.306314138,-0.5181824078
anticancer__cap__2,-3.0082945238,-1.2329849014,0.28701071910000003,-0.675081557
anticancer__cap__3,-3.0415313164,-1.1038739435,0.3608568042,-0.7835359689
anticancer__wt__1,-0.7788157385000001,-1.1453926023,-0.3097759825,0.2440588662
anticancer__wt__2,-0.0748961053,0.35765365330000004,0.3050074018,-0.0309117965
anticancer__wt__3,0.8537118438,0.7877389491,0.0047685806,-0.21314706960000002
anticancer__5fu__3,-7.036586125,-2.7760308361,-2.3503687422,-0.39514538390000004
bio_pln__aero_pln__1,-0.4101135738,-0.07562251190000001,0.15814724030000002,0.1831441383
bio_pln__aero_pln__2,0.4101135738,0.07562251190000001,-0.15814724030000002,-0.1831441383
bio_pln__anaero_pln__1,-1.4490430794,-0.1418283511,-0.078161599,-0.1003374077
bio_pln__anaero_pln__2,-2.556488777,-0.7790285589,-0.26234808,-0.0489066405
biocide__bzcl_12h__1,1.2003122188,0.1926189923,-0.8383763238,-0.1152614403
biocide__bzcl_12h__2,-3.8821456772,-1.1792364017,-0.1778054328,0.33069778580000003
biocide__bzcl_12h__3,0.2091617794,-0.2083861387,-0.7617552542,0.0395780566
biocide__etoh_12h__1,-1.2687514367000001,0.2461106912,-0.0874574183,0.0799160108
biocide__etoh_12h__2,-0.8908504626,0.4896933882,-0.2497272144,0.13476163600000002
biocide__etoh_12h__3,-0.4853554973,-0.0681512962,-0.0173030568,0.1271931801
biocide__gluald_12h__1,-2.3923835555,-0.7849863801,0.191820289,0.3101981754
biocide__gluald_12h__2,-3.2789232090000002,-0.9494154287000001,0.0472624867,0.16749059400000002
biocide__gluald_12h__3,-1.9093700055,-0.7673267072000001,0.0204527553,0.2033144985
biocide__h2o2_12h__1,-1.9008176875,-0.5949598569,0.0853519585,0.0350800225
biocide__h2o2_12h__2,-1.1972030361,0.0288920247,-0.29532682180000003,-0.018607714600000002
biocide__h2o2_12h__3,-3.8646893303,-0.9105446348,-0.0159824335,0.0177745832
biocide__2ppoh_12h__1,2.0596555504,1.1713957409,-0.1524464184,0.1296212176
biocide__2ppoh_12h__2,2.0012481718,0.6493827139,-0.4289718397,0.0410003929
biocide__2ppoh_12h__3,2.3750220761,0.8845259226000001,-0.5829717538,0.1329939336
biocide__paa_12h__1,-4.6067304504,-0.5654224399000001,0.1101351296,-0.0046637408
biocide__paa_12h__2,-4.7416657803,-0.6374920677,-0.2932389186,-0.0345939636
biocide__paa_12h__3,-5.7491837713,-0.9323050124000001,0.0121664951,-0.0639964626
biocide__phe_12h__1,-4.596361409,-0.6933954473,-0.27219481100000004,0.2637505564
biocide__phe_12h__2,-3.296785314,-1.1449201317,0.0136041752,0.1366857256
biocide__phe_12h__3,-4.4549305782,-0.2275826327,-0.1259311908,0.12908140170000001
biocide__pvp-i_12h__1,-6.1247864292,-0.3235307974,-0.0030404609,-0.0130459532
biocide__pvp-i_12h__2,-3.4001631342,-0.306476632,-0.0293492171,-0.051017588700000005
biocide__pvp-i_12h__3,-5.4599479959,-0.3946039358,-0.1657428427,-0.0771750924
biocide__bleach_12h__1,-3.5079855887,-0.8032725254,-0.35733408250000004,0.0070308263
biocide__bleach_12h__2,-4.3489138979,-0.1046106894,-0.083442503,-0.0562055273
biocide__bleach_12h__3,-4.0104092485,-0.48776418660000004,-0.1740431144,-0.019864096300000002
biocide__chx_12h__1,-6.7925600255,-0.43944548240000003,-0.08358419730000001,0.1456210242
biocide__chx_12h__2,-5.0716661762,-0.7094284703,-0.1031843841,0.0296414633
biocide__chx_12h__3,-5.4347153815,-1.1699693927,-0.1198319702,0.1012229557
biocide__bzcl_30m__1,-3.1911013867,0.6606238419,0.37542986570000003,0.0599384649
biocide__bzcl_30m__2,-4.2201153325,0.11597879650000001,0.2670688257,0.1659899168
biocide__bzcl_30m__3,-4.0712584405,0.4201682182,0.0558081604,0.13117654180000002
biocide__phe_30m__1,1.2505239272,0.9424905817,-0.6002151004,-0.45115989980000004
biocide__phe_30m__2,1.2940091676,1.505355177,0.1327368693,-0.042227577700000005
biocide__phe_30m__3,1.3846808124,1.4147264928,-0.2509142108,-0.3036384238
biocide__pvp-i_30m__1,-1.2113161377,0.1885173393,-0.1833418662,0.0831416516
biocide__pvp-i_30m__2,-1.3911746060999999,-0.4953943277,0.0293857297,0.1639234027
biocide__pvp-i_30m__3,-1.4907827663,0.7850459999999999,0.0775543023,-0.0031211273
biocide__ctrl_12h__1,0.0643795066,0.061184019000000006,-0.3990414357,-0.0810982225
biocide__ctrl_12h__2,0.37188759200000004,0.3465552148,-0.0232485701,-0.1099524013
biocide__ctrl_12h__3,-0.4968400088,-0.2010761734,-0.3144426722,0.0403956206
biocide__ctrl_30m__1,-0.9267534586,0.4319181512,0.23975225290000002,0.2016413779
biocide__ctrl_30m__2,1.3332866575,-0.26729627300000003,-0.1431891779,-0.2203103585
biocide__ctrl_30m__3,-0.4065331989,-0.16462187820000002,-0.0965630751,0.0186689805
clpP__wt__1,-0.506039912,-0.1157491986,-0.1267603915,-0.0666339028
clpP__wt_DPTA__1,-8.2843654611,-0.6461172722,1.5604712866,0.503766096
clpP__wt__2,0.8170592853,0.08215074500000001,0.0806105735,-0.1321270107
clpP__wt_DPTA__2,-7.8370393454,0.5901548524,1.4089723559,0.4881845549
clpP__wt__3,-0.3110193734,0.0335984535,0.046149818,0.1987609135
clpP__wt_DPTA__3,-8.8074809326,-1.230399672,1.7491599907,0.5070739993
clpP__delclpP__1,-1.5512790441000002,0.0883047306,-0.5671161730000001,-0.8734644257
clpP__delclpP_DPTA__1,-7.1806078861,-1.230399672,1.3113487018,0.0105121308
clpP__delclpP__2,-0.8284033378000001,0.2580773977,-0.0754697533,-0.3758395962
clpP__delclpP_DPTA__2,-6.0060041569,-1.230399672,1.3188246139,-0.080117849
clpP__delclpP__3,-0.7769322402000001,0.1991303765,0.0116648295,-0.5751663553
clpP__delclpP_DPTA__3,-9.110727625,-0.16764357100000002,1.2440507384,-0.1688967908
colombos2__delydcR__1,0.07076315450000001,-0.1946888357,0.4035139244,-0.0693545751
colombos2__delydcR__2,0.2666426007,-0.7268354374,0.1204332323,-0.33321683020000004
colombos2__delydcR__3,1.5534479061000002,-0.9869904707,0.46965051690000004,-0.0393089613
colombos2__delyjiR__1,1.2589969118,0.3934629321,0.0999143983,-0.099687806
colombos2__delyjiR__2,0.8561909113,-0.6416709622,0.27780036150000004,0.25691065290000004
colombos2__delyjiR__3,0.0383547021,-1.0492425251,0.3598956638,0.162327729
colombos2__wt__1,-0.5515915186,0.0987109971,-0.0229845374,0.2204930321
colombos2__wt__2,-0.1544263222,0.3091355326,-0.033707269000000005,-0.4360373755
colombos2__wt__3,0.7060178408000001,-0.4078465296,0.056691806500000004,0.2155443434
crp_k100__ar1_ar2__1,-13.2427112708,-5.143739759,-0.5307128727,-1.2995977401
crp_k100__ar1_ar2__2,-13.8821042028,-6.4770625146,-0.8121118112,-1.3858488461
crp_k100__ar1_ar2__3,-11.726873305,-5.7478533810000005,-0.9969668377,-1.1551255076
crp_k100__wt__1,1.2925466527,-0.0207018118,-0.2626782939,-0.0264047357
crp_k100__wt__2,-0.1351938107,0.2609573971,-0.0216502148,0.1464903964
crp_k100__wt__3,-1.157352842,-0.24025558530000002,0.28432850870000004,-0.1200856607
crp_k100__K100Q__1,-1.0485700085,-0.7053069257,0.4525529008,-0.2522707463
crp_k100__K100Q__2,-1.6716041639,-1.2475464745,-0.062133088200000006,-0.2711134562
crp_k100__K100R__1,2.3903775408,-0.0337291382,-0.7114290326,-0.0595239595
crp_k100__K100R__2,0.47881580020000003,0.230648752,-0.4678057161,0.5050291552
crp_k100__K100R__3,2.9485720994999998,0.042913156800000005,-0.37938569910000003,0.0660056332
csrA__wt_t00__1,-0.7657830456,-0.5369064055,-0.2460819581,-0.13018558560000001
csrA__wt_t02_30__1,-2.0716965367,-3.0050839158,-2.5472583898,-1.1339696385
csrA__wt_t05__1,-1.5468627336,-5.2848396485,-4.2531179874,-2.4550083112
csrA__wt_t10__1,-3.9143480511,-5.0446550777,-4.1918810137,-4.1870252178
csrA__wt_t15__1,-6.1033806649,-3.8748630289,-2.8377866817,-3.2111292318
csrA__delcsrA_t00__1,-3.052961009,0.6938517241000001,-0.5627842589000001,0.3613869819
csrA__delcsrA_t02_30__1,-3.0242378203,-3.529546699,-3.3493086143,-0.6674396287000001
csrA__delcsrA_t05__1,-1.049452055,-5.6381028091,-4.0047425353,-2.2221447579
csrA__delcsrA_t10__1,-3.9709771814,-5.1192112584,-3.4771364608,-3.4198734015
csrA__delcsrA_t15__1,-6.9323972576,-5.7754036391,-3.3668952657,-3.2339359789
csrA__wt_t00__2,0.7657830456,0.5369064055,0.2460819581,0.13018558560000001
csrA__wt_t02_30__2,0.4017712881,-2.7727204215,-1.7750024934000002,-1.2511893155
csrA__wt_t05__2,0.9629424440000001,-5.0676455534,-3.5126390299,-2.3292575708
csrA__wt_t10__2,-2.0824025574,-4.6206217125,-3.7737339961,-4.1135135934000004
csrA__wt_t15__2,-6.3812796527,-3.9048245855,-3.0061285541,-3.434645459
csrA__delcsrA_t00__2,-4.6308818575,-0.5337020598000001,-0.8747487729000001,0.1876233269
csrA__delcsrA_t02_30__2,-2.8781491962,-3.7387556235,-3.1415582974,-1.1638283926
csrA__delcsrA_t05__2,-4.0711208197,-5.1485884782,-4.2588815576,-2.0312934097
csrA__delcsrA_t10__2,-5.150029516,-4.8520074017,-3.0377424225,-3.5341055024
csrA__delcsrA_t15__2,-6.9369697632000005,-4.251599484,-2.8682789241,-3.0369515843
cstr_pfr__str_0005m__1,1.300960041,0.2509180331,0.0965392269,0.1036371583
cstr_pfr__str_0010m__1,2.5015017401,0.43657144670000003,-0.3580997607,-0.2296760947
cstr_pfr__str_0025m__1,0.2943090534,0.307806748,-0.0682587446,0.0383571309
cstr_pfr__str_0045m__1,0.0720280817,0.08757977800000001,0.0138318072,0.0360981407
cstr_pfr__str_0075m__1,-0.0084098744,0.2265830254,0.0012032779,0.0112518975
cstr_pfr__str_0120m__1,0.2196782365,0.016796772800000002,0.0252858912,0.0065400067
cstr_pfr__str_0210m__1,0.4203476868,0.3540835301,0.047867235200000004,0.0613117897
cstr_pfr__str_0330m__1,0.5226971348,0.6112889756000001,0.0072866551,0.0752505852
cstr_pfr__str_1500m__1,0.4836751188,0.7802533135,0.2538067535,0.0646232551
cstr_pfr__str_1560m__1,0.3229343179,0.3545943774,0.0845920676,0.0745769649
cstr_pfr__str_1680m__1,0.5391251316,0.3082231266,-0.031163230700000003,0.0132959954
cstr_pfr__str_ref1__1,-0.2076288165,-0.0243580941,0.0104288266,0.0309166155
cstr_pfr__str_ref2__1,-0.37373852690000003,0.3335193235,-0.0081794995,0.050854043200000004
cstr_pfr__str_ref3__1,-0.1043740303,0.1011738397,0.0288954473,0.0781229599
cstr_pfr__pfr_P5_0005m__1,-1.1998470625,0.2910835663,0.3380286621,0.269221989
cstr_pfr__pfr_P5_0010m__1,0.1237877782,0.1664208827,-0.1484779061,0.0489485095
cstr_pfr__pfr_P5_0025m__1,-1.3303362102,0.0628307933,0.2349132236,0.2725286431
cstr_pfr__pfr_P3_0025m__1,-0.3367292682,0.0500773916,-0.0143063731,0.079938994
cstr_pfr__pfr_P1_0025m__1,0.2613046813,0.17113643,0.053552041700000004,-0.0319597258
cstr_pfr__pfr_P5_0045m__1,-1.4041724884,-0.0796870224,0.09204307710000001,0.2169729199
cstr_pfr__pfr_P5_0120m__1,-1.1875099217,-0.08592741500000001,0.0806762632,0.3349589161
cstr_pfr__pfr_P3_0120m__1,-0.50415973,0.0470633066,0.023296137,0.1103821889
cstr_pfr__pfr_P1_0120m__1,-1.0291484248,-0.2838902873,0.089965502,0.3563764866
cstr_pfr__pfr_P5_0210m__1,-0.9077795675,0.21824297250000002,0.2174488511,0.3086663712
cstr_pfr__pfr_P5_1500m__1,-0.9645894791,-0.0523836367,0.054710845300000005,0.48358926430000004
cstr_pfr__pfr_P3_1680m__1,-0.5050561118,0.0204744901,-0.09762763170000001,0.3481544716
cstr_pfr__pfr_P5_1680m__1,-1.3450705056,-0.0034799113,0.15140267670000002,0.48077671120000004
cstr_pfr__pfr_P1_1680m__1,0.14626343190000002,0.1594172969,0.08163814380000001,0.2107291755
cstr_pfr__str_0005m__2,1.6525056562,0.3480519123,-0.041006021100000005,-0.0935369191
cstr_pfr__str_0010m__2,2.398185066,0.49488230980000003,-0.3172600305,-0.24873146470000002
cstr_pfr__str_0025m__2,0.5892176722,0.2331261081,-0.2169391317,-0.2016487162
cstr_pfr__str_0045m__2,0.5131345164000001,0.1998785429,-0.0331189541,-0.14117476780000002
cstr_pfr__str_0075m__2,0.1141687202,0.0685150861,0.08588143200000001,-0.126103141
cstr_pfr__str_0120m__2,0.3173327973,0.1561003121,-0.0323031836,-0.1334760396
cstr_pfr__str_0210m__2,0.11122108580000001,0.34220734820000004,0.0779292688,-0.0672349899
cstr_pfr__str_0330m__2,0.22972303630000002,0.3252988696,0.0114277062,0.0576004129
cstr_pfr__str_1500m__2,0.4695995351,0.3871738368,0.0785297593,0.2009926933
cstr_pfr__str_1560m__2,0.1977906423,0.2815492828,0.012122973700000001,0.1707298308
cstr_pfr__str_1680m__2,0.5700141722000001,0.44276039170000003,0.0191296492,0.0692396961
cstr_pfr__str_ref1__2,0.2076288165,0.0243580941,-0.0104288266,-0.0309166155
cstr_pfr__str_ref2__2,-0.4167946977,0.28433657430000003,-0.0516275272,-0.0359995768
cstr_pfr__str_ref3__2,-0.2019760578,0.4695070778,0.0282851818,0.058544858000000005
cstr_pfr__pfr_P5_0005m__2,0.3603639349,0.324733353,0.034439351800000004,-0.048752147
cstr_pfr__pfr_P5_0010m__2,0.5167859301000001,0.1874972593,0.0503086255,0.0814724538
cstr_pfr__pfr_P5_0025m__2,-0.7289759559,0.0527367846,0.1196221138,0.14086945920000002
cstr_pfr__pfr_P3_0025m__2,0.1287705272,-0.1900149389,-0.0560027912,-0.0582763844
cstr_pfr__pfr_P1_0025m__2,0.9111299235,0.1319493428,-0.2429032871,-0.2331385879
cstr_pfr__pfr_P5_0045m__2,-1.6468967504,0.2292608039,0.2487636681,0.0354719414
cstr_pfr__pfr_P5_0120m__2,-1.2143970882,-0.1538592897,0.08392302010000001,0.305318221
cstr_pfr__pfr_P3_0120m__2,-0.3254805039,0.0006374234,0.014744856,0.0945138693
cstr_pfr__pfr_P1_0120m__2,-0.1037982175,-0.1735473362,-0.1542512118,-0.0124149267
cstr_pfr__pfr_P5_0210m__2,-1.0724325368,0.1624084167,0.0176024512,0.3356911857
cstr_pfr__pfr_P5_1500m__2,-1.1057680776,-0.277063903,-0.0267336833,0.41076687230000003
cstr_pfr__pfr_P3_1680m__2,-1.1587098019,-0.24651274050000002,0.0494477435,0.3983587121
cstr_pfr__pfr_P5_1680m__2,-0.37488284720000004,0.07685486130000001,-0.13879377910000001,0.2226821065
cstr_pfr__pfr_P1_1680m__2,0.3785227587,0.2766510518,-0.0646722042,0.03072544
darobactin__daro_30m__1,3.7150740764,2.3750820124,1.2466130484,0.9297661229
darobactin__daro_30m__2,4.4119996203,1.4085923142,0.6598157934000001,0.5458194559
darobactin__solv_1h__1,3.1346726549,1.6159081392,0.8988094679,0.8896791535
darobactin__solv_1h__2,1.7620271844,1.4118478551,0.6695942970000001,0.7544298497
darobactin__daro_1h__1,1.0717394813,1.1755751567,0.6196089628,0.9083268103000001
darobactin__solv_1h__3,1.5845099451,1.4498776441,1.1753736528,0.8378540299
darobactin__daro_1h__2,1.7513631473,1.4013632079,1.0858428637,1.2087494064
darobactin__daro_1h__3,1.7913167107999999,1.5658433719,1.2324333272,1.1494446188
darobactin__daro_30m__3,7.4630170328,3.0827530374,0.951784752,0.7221774194
darobactin__solv_30m__1,4.2984563698,1.2680772120000001,0.2182532228,0.3322589038
darobactin__solv_15m__1,-0.009231120300000001,0.3425375444,0.1553668648,-0.0405799602
darobactin__solv_15m__2,-0.9905869422,-0.5075766856,-0.0495812256,0.0211711041
darobactin__daro_15m__1,2.494741571,0.5527211158,-0.051825164,0.32684287360000003
darobactin__solv_15m__3,0.9998180625,0.16503914120000002,-0.1057856392,0.019408856000000002
darobactin__daro_15m__2,1.8202926110000002,0.3234462777,0.6297464225,0.3689308805
darobactin__daro_15m__3,0.937800614,0.426023058,0.8232778736,0.221949515
darobactin__solv_30m__2,4.4421966291,0.9360012014,0.0654822466,0.1618995187
darobactin__solv_30m__3,4.4823185926,1.8202847961000002,-0.2096246625,0.2420582473
ddp__pNT3_aroP__1,-0.1315039718,0.0864442388,0.0512916517,0.4265026615
ddp__pNT3_aroP__2,-0.3622130854,0.1154122893,0.04114378,0.7271404589
ddp__pNT3_bamC__1,-8.1618342886,-2.9536603475,-0.6084070730000001,0.8519065269
ddp__pNT3_bamC__2,-8.9004638059,-2.0599022802,-0.33377518440000004,0.5921076495
ddp__pNT3_cusA__1,-6.6122423404,-2.2439060748,-0.770092556,1.0354136519
ddp__pNT3_cusA__2,-7.2122916672,-1.7203719460000002,-0.188666313,0.7451035267
ddp__pNT3_hemX__1,3.552506496,0.8429870179000001,-0.2242536887,0.8182462086000001
ddp__pNT3_hemX__2,1.7934025246,0.2930268996,-0.2378307969,0.7045028161
ddp__pNT3_empty__1,0.0458695426,-0.0766205139,-0.19158306460000002,-0.139956359
ddp__pNT3_empty__2,-0.0458695426,0.0766205139,0.19158306460000002,0.139956359
ddp__pNT3_topA__1,-2.9930950204,-1.7622444807000002,-0.6448460768000001,0.5908025523
ddp__pNT3_topA__2,-4.6357412676,-2.2158655909,-0.49001720940000004,0.9994652368
ddp__pNT3_yicR__1,2.45068017,1.0222381155,-0.4081225187,0.7827099169
ddp__pNT3_yicR__2,2.0687478062,1.0657219443,-0.4339982324,0.7206732189
ddp__pNT3_yqjD__1,0.8888215618,-0.1299556654,-0.1034713279,0.5565290979
ddp__pNT3_yqjD__2,0.871094498,0.049908128600000004,0.021042791300000002,0.5652993358
ecomics__del_gabT__1,-0.20821313730000002,-1.0967360386,0.1728233733,-0.2183604482
ecomics__del_gabT__2,0.20821313730000002,1.0967360386,-0.1728233733,0.2183604482
ecomics__del_putP__1,-1.3747933813,0.5476013582,0.0487722108,0.0496916416
ecomics__del_putP__2,0.8829284208,0.7052195765,-0.379811734,0.2503393265
ecomics__del_entF__1,3.2470176161,0.9020119673,-0.2181018348,0.39555321730000004
ecomics__del_entF__2,1.0368829634,-0.0658776709,-0.028557730700000002,0.11605645020000001
ecomics__del_entF__3,3.6781765834,0.9166969079,-0.3549107101,0.2931170004
ecomics__del_cysA__1,4.6296368204,1.5744375167,-0.31151367900000004,0.3087574011
ecomics__del_cysA__2,4.6075016522,-1.0967360386,-0.281509021,0.0756466625
elyC__wt_21C__1,2.9633018535,1.3574759418,0.8152294636,0.2997067975
elyC__wt_21C__2,2.516365227,1.1692880222,0.8095704116,0.2171652813
elyC__wt_21C__3,1.5368104552,0.9636018986,0.7077754589,0.20048826090000002
elyC__wt_37C__1,0.6473965978,0.0976366437,-0.058894721500000004,0.0055111309
elyC__wt_37C__2,-0.9719007571,-0.2018295711,0.0317862292,0.0383910612
elyC__wt_37C__3,0.32450415930000004,0.10419292740000001,0.0271084924,-0.0439021921
elyC__delelyC_21C__1,1.3345674737,0.7079394681000001,0.7455437308,0.2526018277
