,A,AcrR,OmpR,FliZ,ihfB,HdfR,rcsB,Crp,LrhA,QseB,Fur,YjjQ,hns
quinone__menF_ale6__2,-1.578909188,-0.2998588615,1.0243929735,-0.5085911295000001,0.421074335,0.33879069500000003,-0.18675407200000002,0.9358953230000001,0.7714973805,-0.0565412735,0.19961309400000002,0.31765617100000004,-0.04388363
quinone__menF_ale7__1,-1.9836418438,-0.6231913975000001,1.1300790735,-9.69935e-05,0.636740065,0.32987534,-0.46693991500000004,0.8647486830000001,0.8137373275,-0.1536744565,0.314659224,0.919358294,-0.27269954
quinone__menF_ale7__2,-2.1100114221,-0.5182954885000001,1.1122528485,-0.2042854385,0.691051775,0.426449442,-0.449365055,0.829767083,0.8274087375,-0.0172012635,0.214827854,0.944060777,-0.26839107
quinone__menF_ale8__1,-1.7099578138,-0.3476299725,1.4258938825,0.0157380515,0.695164695,0.23863530700000002,0.010495287,1.000233243,1.1834378995,-0.2315308365,0.120816004,0.7789338920000001,0.2790379
quinone__menF_ale8__2,-1.7251252191000002,0.0412579645,1.1516092395,0.0737369925,0.971904815,0.20149535500000001,0.32107951700000004,0.9954071830000001,0.8589407955,0.3519612325,0.369381294,0.5941670840000001,0.6530912600000001
quinone__delmenFubiC__1,-0.0948817632,0.1779279185,-0.0472673725,-0.21155914950000002,0.045415855000000005,0.063449791,0.182750777,0.503242803,-0.16948013550000002,-0.20269264050000002,-0.13553742700000002,0.812705263,-0.03241439
quinone__delmenFubiC__2,0.07476778490000001,0.2033576635,0.0009286755000000001,-0.2706060605,0.152257115,0.058713383,0.235241633,0.5733612730000001,-0.0489424175,-0.2384404745,-0.144602477,0.45942848700000005,-0.01570513
quinone__menFubiC_ale1__1,-2.201400177,-0.8031789495,0.8768270775,-0.2849497875,0.5501011250000001,-0.09589874500000001,-0.15496806400000002,0.688985203,0.3407170845,-0.5489851595,-0.414547961,0.32833235600000005,-0.48680802
quinone__menFubiC_ale1__2,-2.1812261907,-0.6028625965000001,0.8008433295,-0.7200971695,0.532344675,-0.20079342800000002,-0.19050253,0.689163233,0.2379680595,-0.6751410115,-0.422223938,0.27172203300000003,-0.47175727
quinone__menFubiC_ale2__1,-2.1472333008,-1.0693762535,0.6732772265,-0.2949784385,0.626683035,0.185731783,-0.29792464100000005,0.566404903,0.2166822545,-0.2755169505,-0.404878646,0.161933871,-0.77056655
quinone__menFubiC_ale2__2,-2.1058899466,-1.1412999715,0.7337531625,-0.36267348850000003,0.596736845,-0.02649499,-0.15680385400000002,0.587592463,0.0085500655,-0.4825691825,-0.48235188500000004,-0.38707551,-0.69144047
quinone__menFubiC_ale3__1,1.3596529001,0.32231657550000004,-0.1709957175,0.0520914525,-0.15358316500000002,-0.44409183300000005,0.189791385,0.10847917900000001,-0.27880305250000004,-0.061165814500000006,-0.23587729300000002,0.515688612,-0.34360699
quinone__menFubiC_ale3__2,1.7288231208,0.2494647415,-0.23452216850000002,0.2332895265,-0.036589665,-0.674717718,0.11615682000000001,0.14360144,-0.0945967795,0.0979462695,-0.18887362300000002,-0.247219915,-0.27949188
quinone__menFubiC_ale4__1,-2.0528385274,-0.1446287205,1.2811678715,-0.4898175905,0.775029505,0.071710231,0.11565003,1.042582673,0.9094000675,0.11292268650000001,-0.06039287,0.91454111,0.1852025
quinone__menFubiC_ale4__2,-2.2761467376,-0.1259910765,1.2937523405,-0.5071995155,0.8413603550000001,-0.09613645300000001,0.10617655100000001,1.027989663,1.1485351485,0.25515305050000003,0.059578161000000004,0.597135956,0.27872811000000003
oxyR__wt_glc__1,2.3061832642,0.1570048295,-0.3372085865,5.8051035815,-0.48556983000000004,-0.25701353,-0.237466153,0.09382866100000001,0.0053173725000000005,-1.8245589885,-0.398396226,-0.047457616,0.1055782
oxyR__wt_glc__2,2.029584142,0.1473730245,-0.2931919625,5.8930156015,-0.46299467600000005,-0.20783252300000002,-0.176404357,0.13043923,0.0630059785,-1.6758199245,-0.41860494000000004,-0.612323202,0.15047999
oxyR__wt_h2o2__1,1.9554544471000002,0.4182763385,-0.4260073495,5.6023589685,-0.5230424,-0.14835556600000002,-0.215261211,0.057576022000000004,-0.0124063585,-1.2453917685,-0.40217951700000004,-0.39826921600000004,0.17891101
oxyR__wt_h2o2__2,1.1364643197,0.2895777955,0.0577711475,5.8376507845,0.050135135000000004,0.033162143000000005,0.13244497,0.46187418300000005,0.06477371950000001,-0.9141079215000001,-0.20283868900000002,0.052291714,0.4724368
oxyR__glu_ale4__1,-0.0760929384,0.5224095665,0.3204952955,2.8654247605,0.5308955750000001,0.47494238200000005,0.21471446,0.7723290730000001,-0.7913515815000001,-0.1322768725,-0.041962642,-0.142655468,1.72657098
oxyR__glu_ale4__2,0.0982507869,0.4024419635,0.1371415665,2.9555479245000003,0.239963105,0.360101267,0.01062306,0.495795953,-0.7804532235,-0.3271701655,-0.49531299900000003,-0.5982011030000001,1.6569929700000001
oxyR__glu_ale4_h2o2__1,0.0625243681,0.34113922550000003,0.3586083225,3.7120464285,0.321393215,0.490997212,0.037586265,0.621328373,-0.46833079050000004,0.1507265805,-0.24189199400000003,0.255609606,1.63065817
oxyR__glu_ale4_h2o2__2,0.0375220234,0.0888649235,0.2324787315,2.4316276545,0.175331545,0.670253293,-0.016210148,0.486348433,-0.5587839885,-0.47870847650000004,-0.457263821,-0.41800660900000003,1.5797009100000001
oxyR__oxyR_ale17__1,1.5469995462,0.0404015615,0.1299956205,1.2398735845,-0.012998075000000001,0.048018716,0.10888821200000001,0.13801763,0.8724737595000001,-0.1876916455,1.6546413640000002,0.658246446,0.47199175
oxyR__oxyR_ale17__2,1.7160133634,-0.3321644345,0.1964979345,0.5693558245,-0.17918820500000002,0.21273192100000002,0.09364722900000001,0.15520324300000002,0.8721570545,-0.6451084755000001,1.513558554,-0.277836664,0.33791435000000003
oxyR__oxyR_ale17_h2o2__1,1.8401216681,0.4007727755,0.2148997585,2.5864111605,0.11520936500000001,0.119082265,0.06792644,0.211227453,1.0481680005,-0.3208035005,1.579185924,0.43201906,0.6051613
oxyR__oxyR_ale17_h2o2__2,1.8288358253,0.5455406335,0.0418090805,2.8782200625,-0.10849309500000001,0.03235059,0.12032191800000001,0.156206473,0.8907393615,-0.5621369985,1.914808684,-0.06268184,0.62997982
oxyR__oxyR_ale18__1,2.51633975,-0.0756500975,-0.6648646005000001,5.2596216705,-0.712682895,-0.43708869600000005,-0.36362154300000005,-0.23326590800000002,0.12176861750000001,-1.7356346295,0.583810734,-0.47439280500000003,-0.24876196
oxyR__oxyR_ale18__2,1.7350207125,0.2761263235,-0.5418437255,5.3451758525,-0.45515782,-0.287435535,-0.31480268,-0.08594182800000001,0.1546123315,-1.6502516425,1.003154944,-0.586624227,-0.04567213
oxyR__oxyR_ale18_h2o2__1,1.8512738199,-0.28397017750000003,-0.39998756950000003,4.6763854025,-0.19995716500000002,-0.104305988,-0.051506092,0.027939159,0.5677918375000001,-2.2464504425,0.988247564,-0.753500006,0.31002717
oxyR__oxyR_ale18_h2o2__2,1.587662606,-0.2162926305,-0.2132681315,5.0541770725,-0.057134725000000004,-0.027365599,-0.176330219,0.095125363,0.5813332535,-2.7666107965,0.850537614,-0.41067305200000004,0.37485865
oxyR__oxyR_ale19__1,2.1625951015,0.3270335675,-0.6894977925,4.0332640825,-0.6934130190000001,-0.542719354,-0.39175196900000003,-0.186683067,0.2404240805,-0.9525541185,1.385596604,-0.753500006,-0.14847092
oxyR__oxyR_ale19__2,1.7824722931,0.45909934150000004,-0.3741627795,4.3023297965000005,-0.61577951,-0.181008738,-0.24950633700000002,-0.08065952300000001,0.4237245405,-0.8312428845000001,1.4068350440000001,0.0276276,0.11526704
oxyR__oxyR_ale19_h2o2__1,1.8009179176,0.4579677205,-0.8033832795,4.4130149835,-0.8395102720000001,-0.5431816340000001,-0.36805706,-0.32169368600000003,0.0807773265,-1.4465840275000001,1.361037814,-0.596307829,-0.11060014
oxyR__oxyR_ale19_h2o2__2,1.5454863997000001,0.2449010165,-0.7151310275,4.5354116015,-0.70593072,-0.504121904,-0.352157155,-0.22926116100000002,0.0122052015,-1.3345969745000001,1.391978414,-0.46272899500000003,-0.06236804
oxyR__oxyR_ale20__1,1.0488643448,-0.8201606405,-0.5048593585,-1.2540702934999999,-0.6174351720000001,-0.0256271,-0.195289859,-0.29073972200000003,0.8883088395000001,-1.1700292715,1.9791220040000002,-0.190384559,-0.08895912
oxyR__oxyR_ale20__2,0.9403732769,-1.1559926895000001,-0.39523822350000004,-0.7454482845,-0.7454431260000001,-0.0009134350000000001,-0.324469909,-0.328630297,0.8910585525,-1.7165957865,2.012504234,0.148099269,-0.17289961
oxyR__oxyR_ale20_h2o2__1,1.6299711236,-0.1492525825,-0.3713920705,0.1829346795,-0.553778804,-0.102947831,-0.05646546400000001,-0.103214605,0.7512241615,-1.0443532895,1.9179022940000001,-0.272116617,0.12530344000000002
oxyR__oxyR_ale20_h2o2__2,1.2034658011000001,-0.2833846065,-0.29357455250000003,0.2329690005,-0.39342944500000004,0.054776859000000004,-0.11510633,-0.05797147800000001,0.7116774785000001,-1.0238321835,1.906355264,-0.12012853400000001,0.13244052
svns_pgi__BmePgi24_15__1,-0.045507517500000004,0.3693901665,-0.2222003655,-0.5871232415000001,-0.242068375,0.127536018,0.131462052,0.20789728300000002,0.1576426105,-0.0033055185,-0.27828637700000003,0.37757503200000003,-0.28339365
svns_pgi__BmePgi24_15__2,-0.016908782600000002,0.45619246950000003,-0.20895057350000001,-0.0653631805,-0.145811075,0.029838146000000003,0.13458648,0.288214413,-0.025223059500000002,-0.2180081515,-0.176623005,0.589292004,-0.04200595
svns_pgi__BmePgi24_26__1,0.1760353227,0.4784009985,-0.3151405655,-0.6624823975,-0.22252184500000002,-0.108987259,-0.06246476,0.16856253300000001,0.1392482705,-0.0680288475,-0.171722799,0.17267511,-0.10517051000000001
svns_pgi__BmePgi24_26__2,0.13810112160000002,0.5444365755,-0.19477831750000002,-0.7667975075,-0.290125915,-0.0045863710000000005,0.061857892000000005,0.144982372,0.0658124395,0.1052984045,-0.060313785,0.595056224,-0.02988282
svns_pgi__BmePgi24_41__1,-0.1142922797,0.4624063815,0.6544698845,-0.3332094235,0.818727175,0.46679656500000005,0.28205419800000003,0.495849313,0.5387801595,0.2507567625,0.132826624,0.6374582670000001,0.38759555
svns_pgi__BmePgi24_41__2,0.8349924755,0.4995978305,-0.2444773375,-0.6209623565,-0.43698767,-0.10194103700000001,0.035021679,0.08223337900000001,-0.022840284500000002,0.0318524845,-0.08904284,0.420096507,-0.08150225
svns_pgi__BmePgi24_52__1,0.1771128431,0.49518560050000004,-0.1885501135,-0.4386386775,-0.23280757500000002,0.063235308,0.043165433,0.260077643,0.2228808955,-0.1355374765,-0.250898801,0.21783382,-0.17518016
svns_pgi__BmePgi24_52__2,0.0588273709,0.5488676915,-0.3362440545,-0.6530033135000001,-0.44035611500000005,-0.06551019300000001,-0.032152082000000005,0.110092349,-0.0057709425,0.0505797465,-0.17881162,0.72465674,-0.09743219
svns_pgi__PaePgi2_34__1,-2.7805691503,0.3812312505,-0.0152410355,0.0703095155,0.48633563500000004,0.35311125600000004,0.054121772000000005,0.946417433,0.1772413165,0.4399216065,0.09023732400000001,0.336567844,0.5349981500000001
svns_pgi__PaePgi2_34__2,-2.5870225132,0.6582461885,0.09132617650000001,0.3146083525,0.469224085,0.378175865,0.18865046700000002,0.980365153,0.2130409725,0.2536508925,0.186593734,0.379650284,0.5423251
svns_pgi__PaePgi2_63__1,-2.6973850213,0.8292558885,0.0835117615,-0.038765429500000004,0.310422755,0.5220762830000001,0.08579721700000001,0.9986914830000001,0.3447808075,0.4577129475,0.183535574,0.48521040800000004,0.44407603
svns_pgi__PaePgi2_63__2,-2.2552974564,0.7574257195,-0.1498311285,-0.2813720575,0.406436905,0.430231464,0.13252001100000002,0.9749593430000001,0.4845852505,0.5044484885,0.178282134,0.711141629,0.42163576
svns_pgi__PaePgi24_54__1,-3.0609341981,0.6418496165,-0.2350098935,-0.8383349115000001,0.107600365,0.46511117500000004,0.186546017,0.830338573,0.35029849550000003,0.3694300635,0.07998654,0.46501679,0.22959915
svns_pgi__PaePgi24_54__2,-3.5508459571,0.6485872635000001,-0.2799267615,-0.7806028635000001,0.14424013500000002,0.328921934,0.146816941,0.926503413,0.3504231115,0.3557260835,0.180509194,0.10934304,0.36025737
svns_pgi__PaePgi24_90__1,-3.3142833169,0.7823397905,-0.0935344285,-0.7693220475,0.21443858500000001,0.37263063500000004,0.256619728,0.8096897230000001,0.2809367995,0.3236093725,0.237700244,0.7625559860000001,0.39006347
svns_pgi__PaePgi24_90__2,-3.2805606142,1.0503825455,-0.0976192765,-0.9444544535,0.256181475,0.43998892100000003,0.45316969300000004,0.9991721830000001,0.4988618575,0.28636672550000003,0.398123934,-0.005267628000000001,0.55723992
abx_media__m9_ctrl__1,-1.4761751879,0.0856075005,-0.4001002765,1.6730019895,-0.7748466310000001,0.35447261,0.161402709,-0.219087253,-0.21763972450000002,-0.6285539675,-0.21254789600000001,0.230102894,-0.0120513
abx_media__m9_ctrl__2,-0.3277346075,0.07690063550000001,-0.3754509495,1.9789611125,-0.64266658,0.257497023,0.399292751,0.06872793,-0.5738348995,-0.47843912650000003,-0.060902873,-0.303437984,0.14660583
abx_media__rpmi_ctrl__1,1.0528179805,1.0669033495,-1.2760176145,3.5909987465,-1.939577305,0.121107668,-0.42464305700000005,0.181883243,-0.1730014075,-1.1709131715,-0.24266487900000003,-0.339326579,0.17684793000000001
abx_media__rpmi_ctrl__2,1.1717217399,0.4360744815,-0.6012142095,3.9555804135,-2.241790295,-0.09238199600000001,-0.253634458,0.46045822300000006,-0.1005706145,-0.7129699785,-0.341907147,-0.163845384,-0.06617892
abx_media__camhb_ctrl__1,0.11381958910000001,0.0308603405,-1.7379376094999999,0.8662427815,-1.209246395,-1.163635816,-0.900441452,-1.466715649,-0.3141711695,-0.8978605675,-0.640836599,0.5969320770000001,-0.0631098
abx_media__camhb_ctrl__2,-0.0661074673,-0.034091142500000005,-1.6634282145000001,0.5823234405000001,-1.408883126,-1.50698906,-1.178765114,-1.564214307,-0.1850730915,-1.0334744495,-0.714088546,0.24174726700000002,-0.32598286
abx_media__m9_mero__1,-1.5073346379,-0.16340983050000002,-1.7348292935,0.49559358350000005,-0.692410551,0.371517246,0.6962036580000001,0.10006032100000001,-0.6201602915000001,-0.6950123715000001,0.33459056400000003,-0.202383375,-0.04369507
abx_media__m9_mero__2,-0.7865006161,-0.016185644500000002,-1.0227326675,1.6176026265,-0.760633267,0.08677925900000001,0.413507481,-0.24440689100000001,-0.6162704685,-0.7293089785,-0.073301092,-0.382239184,-0.28571884000000003
abx_media__rpmi_mero__1,1.6839463059000002,0.5091397275,-1.4574764255,2.5668858625,-2.122024952,-0.602456754,-0.750920193,-0.15585906600000002,-0.5645349615,-1.5251810235,-0.205419399,-0.753500006,-0.19421414
abx_media__rpmi_mero__2,1.4701136217,0.3500846905,-1.0781917715,3.0254435115,-1.985576121,-0.37323583600000004,-0.485463474,0.12222331400000001,-0.3236699175,-0.8670604755,-0.17358025200000002,-0.12314829000000001,-0.0353843
abx_media__camhb_mero__1,-2.6994499906,-0.3438872725,-2.3744335325,0.40664802250000004,-1.809309373,-1.840887042,-1.149495965,-2.568928611,-0.8369325695000001,-1.2713973095,-0.606942002,0.295884217,-0.13490824
abx_media__camhb_mero__2,-1.6381700593000001,-0.4546669585,-2.1068915725,0.4778859365,-1.769452582,-2.003718542,-1.117561676,-2.37205329,-0.7880969205,-1.3565137735000001,-0.7505141150000001,-0.10662979,-0.34945339000000003
abx_media__m9_trisulf__1,-2.0381566805,-0.8128463645,-0.4869926355,3.7247260155,-0.654139134,0.7843087240000001,0.392217417,-0.13952741600000002,-0.6752002705,-1.2428648155,-0.044335219,-0.050972254,-0.81376161
abx_media__m9_trisulf__2,-1.2226330714,-0.23082099150000002,-0.3163097995,3.6273147725,-0.673502463,0.628507155,0.45355338300000003,-0.121563182,-0.6037872665,-1.3003412375,-0.222996152,-0.136352209,-0.79063607
abx_media__rpmi_trisulf__1,-3.8675927534000003,0.7513436105,-1.3335604205,0.3629194045,-1.495545031,-0.6707199260000001,-0.211266151,-1.138543574,-0.8373021685,-0.0776421105,-0.116637474,-0.447971194,-1.50652995
abx_media__rpmi_trisulf__2,-3.9589702576,0.3947784475,-1.3873484865,0.2181000925,-1.3725593790000001,-0.6302628170000001,-0.21645914900000002,-1.125744815,-0.8733256565,-0.3633793625,-0.129974022,-0.583025333,-1.61614049
abx_media__camhb_trisulf__1,-4.182311142,-0.1619058055,-0.9956635375,0.3716502165,-1.642703878,-0.8663351410000001,-0.36967703,-0.616348749,-0.9817194585000001,-0.0503720775,-0.450904393,0.140501088,-1.28142286
abx_media__camhb_trisulf__2,-3.6521811063,-0.0852269365,-1.1635603015,0.5761301355,-1.608883975,-0.80765864,-0.5245353700000001,-0.651084973,-1.1246531495,-0.4471331725,-0.540652111,-0.063808056,-1.2689553
abx_media__m9_cef__1,-0.4192192876,0.0029307135,-0.2434172825,3.3452555925,-0.7174840370000001,0.234976924,0.23451977400000001,-0.424559634,-0.6393355405000001,-0.9164620155000001,-0.12820725300000002,-0.309865846,-0.72629409
abx_media__m9_cef__2,-0.1840322894,-0.37904916850000003,-0.18874847150000001,3.3119404005,-0.795013022,0.24342691400000002,0.191847543,-0.35219075800000005,-0.7534375305000001,-1.4630910265,-0.278000794,-0.399229647,-0.62723562
abx_media__rpmi_cef__1,-1.0232186977,1.0237843535,-0.9392022675,1.7594230925,-2.385835026,-1.364553176,-0.872203406,0.17718560300000002,-0.3705848675,-0.3980767985,-0.49087938200000003,-0.100419567,-1.3036713899999999
abx_media__rpmi_cef__2,-0.1584505475,1.1748440755,-0.9964010545,1.5363968845,-2.377511802,-1.4088968720000001,-0.864210495,0.253641923,-0.3482057475,-0.5114899845,-0.500481724,-0.011360276,-1.2589567
abx_media__camhb_cef__1,-2.5029856382,-0.0023739705,-1.0183302525,1.7202100015,-1.499025855,-1.350771327,-0.456387586,-0.8382274850000001,-0.8575978155,-0.7718299895,-0.9149892780000001,0.016669308,-0.51222599
abx_media__camhb_cef__2,-2.9108476386,-0.1527391895,-0.9504875345,1.5825741345000002,-1.429627373,-1.516360772,-0.500715546,-0.903455694,-0.8547609455,-0.7827694945,-0.9595740020000001,0.259033032,-0.52900271
abx_media__m9_cipro__1,-1.8204424785,-1.3264739555,0.0092850715,3.5821966685,-0.797538743,0.371922886,0.382382637,-0.296102011,-1.1119471425,-1.5298016295,-0.36009651200000004,-0.5636711630000001,-1.37249192
abx_media__m9_cipro__2,-2.2110336424,-0.6654816085,-0.0027659725,3.6548868425,-0.715373115,0.35489652,0.392957528,-0.23094071100000002,-1.3033160625,-1.7292148645,-0.425519831,-0.753500006,-1.3623085
abx_media__rpmi_cipro__1,-2.660741584,1.5022565345,-1.3064527825,2.1363368005,-1.969755932,-0.5940486140000001,-1.025702689,-0.708797459,-0.8800865925,-0.42932856150000004,-0.7925083110000001,-0.021321348,-1.799592907
abx_media__rpmi_cipro__2,-3.3276375512,1.7790454015,-1.3255095475,2.1876227605,-1.89297845,-0.47473039100000003,-1.054188657,-0.968107711,-1.1227180655,-0.5042331095,-0.177744751,0.276175622,-1.44991356
abx_media__camhb_cipro__1,-4.4644819218,-0.5493790695,-1.4914000425,0.9561823755000001,-1.285918855,-1.2987054740000001,-0.561300374,-1.356589447,-0.7748148195,-1.1758962915,-0.393128615,-0.572986529,-1.928008924
abx_media__camhb_cipro__2,-4.5024785289,-0.6183060645,-1.3959242965,0.5765178465,-1.320916752,-1.158733725,-0.5550499440000001,-1.123683673,-0.7386238635,-1.2643605855,-0.43113716500000004,-0.277163953,-1.997976621
hot_tale__42c_ale3_30c__1,2.6034900153000002,0.6449414755,-0.3388850995,5.9652552195,-0.311726125,-0.443517362,0.039063907,0.062207968,-0.8754700755,-1.8325677725,0.055907798,0.64795312,0.51599809
hot_tale__42c_ale3_30c__2,2.3031866057,1.5444093115,-0.22556902650000002,5.8381375825,-0.313698215,-0.24291033,0.061821153000000004,0.01735881,-0.8123187545,-1.4163641655,0.077587798,0.36440300800000003,0.5427965
