,A,AcrR,OmpR,FliZ,ihfB,HdfR,rcsB,Crp,LrhA,QseB,Fur,YjjQ,hns
mut_abx__del_mutS_375nor__1,3.1139300732,-0.1170712554,0.6337571743,-0.6623040305,0.9571972367,-0.1211132367,0.053776205300000005,-0.038234619500000004,-0.6580860518,-0.835791331,-0.0687470069,-1.6277290902,2.1109584197
mut_abx__del_mutS_375nor__2,1.5622515030000002,0.1750077642,0.5512573136,-0.2444277799,0.8032238378000001,-0.1138649504,0.0081104588,0.0085680138,-0.5364821849,0.0309879185,-0.061359125300000004,-0.0665940656,2.1610046985
mut_abx__del_mutS_375nor__3,3.3392097314,0.0051978459,0.540322053,-0.586335841,0.7668903689000001,-0.2182692401,0.0641305439,0.11367215480000001,-0.42281592840000004,-0.709290367,-0.0346907376,-1.192919731,2.1462013166
mut_abx__del_mutS_500nor__1,3.5590456651,1.2526758891,0.5808874329,-0.4542633159,0.5037775474,-0.3467697159,0.2190063397,0.3878004733,-0.6260863332000001,-0.7166750015000001,0.1117702507,-0.8112255126,2.3738784194
mut_abx__del_mutS_500nor__2,3.5525581652,0.7915537332,0.5712336615,-0.5687924188,0.7364907105,-0.3937095116,0.3212705657,0.3784077044,-0.5544613777,-0.1944241843,0.0287064543,-0.9064983050000001,2.3699613188
mut_abx__del_mutS_500nor__3,4.3672722032,0.20817690260000002,0.7343452902000001,-0.3256534088,0.6726571582,-0.453737323,0.3050385963,0.6438706029,-0.6953137288,-0.5301096534,-0.1613332347,-1.2430941301,1.9595778815
mut_abx__del_mutS_625nor__1,4.9236987496,0.6752715688,0.8862492243000001,0.7207456937000001,0.5152526936,-0.9097409684000001,0.3581177762,1.4015203867000001,-0.13672593330000002,0.1235400947,-0.124783744,-0.5694196404,1.3488831565
mut_abx__del_mutS_625nor__2,4.2056943122,1.3194547409,0.6667365399,0.1382054743,0.1153497319,-0.8130037665000001,0.3471973841,0.8077489953,-0.1589923838,-0.2658271682,0.2568776394,-0.8295766069,1.9419554764
mut_abx__del_mutS_625nor__3,5.1924163686,0.6959776746,1.0687841895,-0.2973392874,0.7243962992,-0.542709169,0.4429981666,0.7167135879000001,-0.5680924523,-0.4084989343,0.32064338870000003,-0.6344626051000001,2.4379872793
mut_abx__del_mutS_750nor__1,4.5479588084,1.0912990774,1.4763104052,-1.1034676659,0.7593061593,-0.4684796198,0.4480794926,0.8733453174,-0.1943555737,-0.3361306477,0.259030313,-0.8023668586,2.1437692569
mut_abx__del_mutS_750nor__2,5.0572778966,0.8160912038,0.7849603055000001,-0.5860362302000001,0.5242804382,-0.6433927411,0.6354193708,0.7318804379,0.0187450838,-0.0626299616,0.1942796936,-0.9212253334,1.9872393475
mut_abx__del_mutS_750nor__3,4.3429503756,0.6486084217,0.9009455042000001,-0.6610469872,0.9815566684,-0.2792624723,0.5248773634,0.7265351033,-0.5101683016,-0.44014534780000003,0.44873329500000003,-0.9423694363,2.2146566462
mut_abx__del_mutS_875nor__1,3.7388843113,0.6370219391,0.6654853146,0.2876129435,-0.0001521814,-0.9256209726,0.6111824825000001,0.5601250011000001,0.1782927045,-0.2293459786,0.3390437364,-0.6380735941,1.4769605456
mut_abx__del_mutS_875nor__2,5.1405238446,0.39825529600000004,0.9093142511000001,0.17538594300000002,0.5757985535,-1.0371842844,0.5961545434000001,1.1423196373,0.1521856919,-0.08616252370000001,0.3462927967,-1.5489472315000001,1.7664765781
mut_abx__del_mutS_875nor__3,5.1164994039,0.3960872816,0.8130073628000001,-0.2247872195,0.3371318185,-1.0033562554,0.5461330696,0.8770837162,-0.31676440440000003,-0.198600721,0.1486651911,-1.1454917088,1.7201882944
nit_yeaG__wt_Nminus__1,-0.12299479590000001,0.4563710137,-0.47085047960000004,0.208022011,-0.5007759714,0.050239830400000005,-0.49756413200000005,-0.4060248421,-0.0699940782,0.2152583666,-0.48409435100000003,0.22996660470000002,-0.7009045661000001
nit_yeaG__wt_Nminus__2,0.12299479590000001,-0.4563710137,0.47085047960000004,-0.208022011,0.5007759714,-0.050239830400000005,0.49756413200000005,0.4060248421,0.0699940782,-0.2152583666,0.48409435100000003,-0.22996660470000002,0.7009045661000001
nit_yeaG__wt_Nplus__1,-0.14934103070000002,0.6474117956000001,-2.0059441482,1.5645371023,-1.6563278604,-1.9256718772,-0.1667928394,-1.860802321,0.479559365,-1.6206418524,-0.5938776323,0.3042105988,-3.0221398534
nit_yeaG__wt_Nplus__2,-1.2106224498,-0.6560997827,-0.8852302898000001,0.314523794,-0.2461351782,-2.6684635477,0.39329106690000004,-1.9932080196,-0.8449785069,-2.8388914465,0.5599378001,-1.3281636471,-1.9042635591
nit_yeaG__del_yeaG_Nminus_24h__1,0.1079886706,-1.7319247770000001,0.6127993065,1.748483298,-3.9178110457,-2.984733775,-1.037307243,-3.95744986,0.16636390650000002,0.2521235067,-0.9299920135,0.8701639598,-3.9630190892
nit_yeaG__del_yeaG_Nminus_24h__2,-1.2520482089,-1.3438980950000001,1.5542065099,1.5220390183,-0.7681829775,-2.4386498013,-0.024955086600000002,-2.376849187,0.4723930094,-1.4398116401,0.6615366652,0.1631581405,-2.3254115179
nit_yeaG__del_yeaG_Nminus_24h__3,-0.1206820443,-0.7184650529000001,0.051544707,0.7126027342,-1.7039632644,-1.5499563309000002,-0.3829292857,-2.4414347629,0.3896039263,-0.2758351928,0.1362880034,-0.2365893383,-2.3423428582
nit_yeaG__del_yeaG_Nminus__1,1.321038468,-0.5118472647,-0.44852178880000004,2.2455446481,-0.041942860900000004,0.07194624770000001,0.0405800563,-0.11143317250000001,-0.1049378366,0.22727303980000002,-0.2899407812,0.2561457447,0.0256341933
nit_yeaG__del_yeaG_Nminus__2,0.1712862812,-1.0004692373,0.6040374481,1.9616823397,0.3862513167,0.0036805257000000003,0.6173336772,0.4939784118,-0.0980761004,-0.6676349315,0.2762144968,-0.2688543476,0.7056489822
nit_yeaG__del_yeaG_Nplus__1,-0.12783546440000002,0.2194355403,-1.8657058049000002,1.2046287476,-1.6309964514000002,-2.0963178124,-0.30527401060000003,-1.9613924773,0.3811639318,-1.7267726421,-0.7623408607000001,-0.0341637878,-2.9477581484
nit_yeaG__del_yeaG_Nplus__2,-0.8678239381,-0.6876770511,-1.2116971977,-0.3939869043,-0.5621866136,-2.7591137554,0.2110324842,-2.2687520043,-1.1550779749,-2.776594498,0.2250681098,-0.9704304523,-2.0673730549
opex__amp__1,-0.5081970708,0.7906328308,0.2528980282,1.4653439626,-0.084812413,0.1595058413,0.0879130164,-0.0257376573,-0.11165786250000001,0.12126579650000001,0.1359363488,1.553401767,-0.1478556902
opex__amp__2,-0.8201286238000001,0.2833045527,0.19821307200000002,0.3429767016,0.0775940907,0.0449742043,0.028202027100000002,0.0299666606,-0.3761346003,0.2529682696,-0.0707151431,0.1839779461,-0.1128225114
opex__amp__3,-0.292256191,-0.2171419897,0.2274032389,-0.2612116443,-0.042322507700000005,-0.0602852294,-0.0186490506,-0.11910927560000001,-0.27036306730000004,0.0522753745,0.052548127900000005,0.3465998581,-0.0962873055
opex__bak_amp__1,-1.6124322876,-0.3359345084,0.2880675426,-2.4141897258,-0.0140114466,0.2706217316,0.0372308695,-0.14152359080000002,-0.35237499640000003,0.0704288477,0.3184006643,0.2432611754,-0.1486727284
opex__bak_amp__2,-1.3387379326,3.0228558913,0.2206586603,0.9825702947,-0.4642097563,-0.0667118326,0.046652102200000004,-0.0528646626,-0.8638077997,-0.29920256640000004,0.2559502074,-0.4674680263,0.2939699751
opex__bak_amp__3,-0.4819559821,3.2617267544,0.43178876920000003,1.5016177689,-0.4784035855,-0.2243528187,0.030798700600000003,0.0466087293,-0.9690615675,-0.3410478623,0.0986937291,-0.1209400867,0.20094897690000002
opex__bak_kan__1,-0.9192699400000001,3.298856226,0.4239534841,1.1730290982,-0.42735156090000004,-0.0071314506,-0.0238154445,0.0888972367,-0.7466262069,-0.3672248992,0.13942799790000002,1.092695759,0.4267302751
opex__bak_kan__2,-3.1525379686,-0.12833139670000002,0.365946575,-2.5142513423,-0.0779423119,0.4296273719,0.0167718072,-0.1208458188,-0.27118327000000003,0.1387410148,0.2976022754,0.5849260012,-0.2687797004
opex__bak_kan__3,-1.2570819404,3.5366428331,0.416811659,1.6834750208,-0.6195760006000001,-0.1615774299,0.009551694500000001,-0.1901082408,-0.9960689874,-0.1602729092,0.2416688798,0.3120294267,-0.2846133373
opex__bak_nor__1,-0.5200831377,2.9810154612,0.5561139354,0.31725827640000004,-0.3433876866,0.2836652007,-0.0031136177,0.4066410972,-0.9092584557000001,-0.1047897069,0.17019762360000001,0.1829490886,-0.0751891642
opex__bak_nor__2,-0.8749159335000001,2.4963468266,0.5228904462,-0.48207648750000004,-0.1475112025,0.3052578329,0.012228511400000001,0.3008384148,-0.6489142090000001,0.48599886940000003,0.2515779446,-1.040715418,-0.17987942780000002
opex__bak_nor__3,-0.5133708559,3.4765196929,0.6277919894,1.3390183084,-0.6298423437,0.0521810672,-0.1251318466,0.1735871826,-0.9896307492,0.2189254313,0.1568938826,-0.2592975408,-0.2985357736
opex__bak_rif__1,-1.7782590737000001,-0.3429612523,0.8029636554,-1.1043315993,0.6338068189,0.532081107,-0.16227985350000002,-0.21953675190000002,-0.573779507,-0.2420416749,0.3830084036,-0.2878379137,-0.3168715196
opex__bak_rif__2,-0.7763337862,2.7416850445,0.7165082779,0.2912283013,0.4391318018,0.8067257332000001,0.0563170906,-0.3706386875,-0.4385707319,-0.0422921008,0.39730533030000004,1.2367707621,0.0115505904
opex__bak_rif__3,-1.8124135122,0.9836356589,0.7692291,-1.7204994901,0.7244082714000001,1.0049796052,-0.010334812300000001,-0.46689314190000003,-0.1037123731,-0.2056329945,0.4690726014,0.9605384751,-1.0671593754
opex__chx_amp__1,-0.539389069,-0.5344491459,0.1398487941,-0.47226537690000003,-0.4053078899,0.1816569593,0.0221663364,-0.0494673563,0.0285945405,0.1099011983,0.0813256557,-0.3485185685,-0.44293644200000004
opex__chx_amp__2,-1.7459133382,0.4704288673,0.16145428180000002,-0.1087744496,-0.18836252520000002,0.15131349560000001,-0.0512963935,0.0487355099,-0.17815137080000001,0.29281784510000003,-0.0335533492,1.861474747,-0.263301383
opex__chx_amp__3,-1.123773573,-0.5920148085,0.23330417020000002,-0.3525876933,-0.1237769883,0.17843504970000001,-0.0222234374,0.0882736573,-0.26206443830000004,0.1696306686,0.0429091344,-0.09846934630000001,-0.5428328907000001
opex__chx_kan__1,-0.8849845971,-0.2780416109,0.226387588,-0.4654430322,-0.0138349886,0.2571968925,-0.0145236006,-0.125182064,-0.0901755181,0.4716259212,0.08905094870000001,0.046718044800000004,0.2321272806
opex__chx_kan__2,-0.5657986828,-0.2942872788,0.1742238832,-0.4433058918,-0.036975938800000004,-0.1371288713,0.0511137511,0.010558977,-0.1728473512,-0.1233917452,0.20281612070000002,-0.4617023396,0.0732147122
opex__chx_kan__3,-0.4687592739,0.17310295720000002,0.2606230438,-0.3350873065,0.0442349812,-0.0383212363,0.032473853500000004,0.0951398358,-0.0067366314,0.19580017630000002,0.1487795312,0.24343040400000002,0.0568928407
opex__chx_nor__1,-1.1970964711,-0.11910755860000001,0.2517693337,0.0220215248,-0.19253076600000002,0.1766976879,0.0676613964,0.1194905215,-0.16032284,0.5261833053,0.1379407292,0.0279438912,-0.41207657550000004
opex__chx_nor__2,-0.6531291647,0.2244554781,0.35266478630000003,0.3023482377,-0.1601288682,0.1669542393,0.06781152060000001,0.2237150322,-0.3632977029,0.2424512004,0.168059121,-1.040715418,-0.40984253940000004
opex__chx_nor__3,-1.4268483227,-0.8671080306000001,0.08725756920000001,-0.8161033832,-0.1776042005,0.4657821199,-0.033737652,-0.1184232803,-0.2441794885,-0.1006465079,0.1775323335,0.4926013107,-0.42533135580000003
opex__chx_rif__1,0.179349838,0.2818007697,0.12999221560000002,-0.5297658577000001,-0.1861179916,0.1163670499,0.11728336290000001,-0.0704396684,-0.0214135685,0.31624681660000004,0.1776090405,-0.2884106615,-0.20319754650000002
opex__chx_rif__2,-0.7715608918,-0.19435594890000002,0.1695915039,-0.1668869001,-0.06887362200000001,-0.0354585839,0.025327098000000003,-0.0825438107,-0.297143943,0.0849434725,0.0219491014,0.22853210810000002,-0.0636788745
opex__chx_rif__3,-1.077245893,-0.3776684222,0.18863446790000002,-0.8979251217,0.1082056015,0.07662152230000001,-0.0354163837,0.0036720471,-0.0361633881,-0.092446674,0.1319624597,0.4120984797,-0.2614043209
opex__ctrl__1,1.0738370253,0.014274474,-0.0054964919,-0.4043540061,-0.0224441747,-0.0500558526,-0.0064798886,0.0579740377,0.0039684632,-0.6948767683,-0.0521755302,-1.040715418,0.17703215860000002
opex__ctrl__2,-0.5142112512,0.1951546134,-0.057471523100000005,-0.290360765,0.021606741000000002,0.033035191900000004,-0.0482249014,-0.0560469805,-0.1009551558,0.3685665302,0.0304062543,0.5472217627,-0.0399753759
opex__ctrl__3,-0.5596257741,-0.2094290873,0.062968015,0.6947147711,0.0008374337000000001,0.0170206607,0.05470479,-0.0019270572,0.09698669260000001,0.32631023810000004,0.0217692759,0.4934936553,-0.13705678270000002
opex__etoh_amp__1,2.8096334764,0.4717048286,0.131043128,-2.0936320352,-0.22302032330000002,0.1716983561,0.49577582200000003,0.0772652949,1.2496534452,0.8029355309,0.29723407160000004,1.0766592936,-0.1127327288
opex__etoh_amp__2,3.5001225775,0.6362380432,0.258875479,-1.4744615101,-0.3310885398,0.0800134883,0.5224667738000001,-0.0181962037,1.4441701796,0.4431187548,0.26838891470000004,1.3610852842,-0.17752035100000002
opex__etoh_amp__3,3.0166446576,0.5109536724,0.1397374446,-2.4387020222,-0.1373778639,0.2141262665,0.5604552727000001,0.29333133570000003,1.0778827026,0.3773932881,0.3386183709,1.6373495832,0.1829668894
opex__etoh_kan__1,3.3587341155,0.35320825440000003,0.221915823,-2.7349242942,-0.3089271984,0.0276340306,0.3803117117,0.038003208600000005,1.3312307786,-0.25029143800000003,-0.0586878417,0.49465350150000004,-0.1675777258
opex__etoh_kan__2,2.4457072449,0.2915510538,0.41116345390000003,-2.3252791525,-0.3751403875,-0.2116577028,0.3680387137,0.055199946900000005,1.0248959154,0.024365804,0.0972877197,1.240474071,-0.372496469
opex__etoh_kan__3,2.4742337879000003,0.33188164000000003,0.3244675073,-1.7383725756000001,-0.35927630110000003,0.20284566110000002,0.4555953749,0.0970352661,1.232550336,0.0018551954000000002,0.2542786855,0.3946819197,-0.024207705200000002
opex__etoh_nor__1,3.2593344318,0.47902826930000003,0.1605661244,-2.3371893188,-0.2831652334,-0.040764538100000004,0.40753069620000004,0.14530002960000002,1.1201911805,0.41941626740000004,0.2589247859,-0.16655738450000002,-0.0749209286
opex__etoh_nor__2,1.8867700218,0.40399153260000004,0.1644453474,-2.3484769198,-0.30565209730000004,0.1580787729,0.3996745682,0.1482510961,1.1392148561,0.308991825,0.2023871321,1.1443708216,-0.0498849727
opex__etoh_nor__3,1.7850749139,0.6364919178,0.4158291837,-1.7826294260000002,-0.1649472242,0.1645250775,0.5096370604,0.22872318360000002,1.1427398748,0.5412687918,0.3581908904,1.6514277323000002,0.1216809932
opex__etoh_rif__1,3.3260820772,0.3571474779,0.3261265836,-2.0186183419,-0.28876107500000003,-0.1258091512,0.15443197,-0.1834415272,0.8011287316,-0.5719450217000001,0.3308437092,-0.0663600252,-0.074803646
opex__etoh_rif__2,2.9216250413,0.42456871160000004,0.5215068473,-1.9237283606000002,-0.1683449834,-0.1334662722,0.1256532834,-0.291745723,1.130399315,-0.4833662164,0.1338689625,0.1748412216,0.1467548545
opex__etoh_rif__3,2.0296370126,0.3373138727,0.2912570796,-1.3793745437,-0.2314229684,0.2349673327,0.18667418900000002,-0.2070583333,0.8478076384000001,0.0420267641,0.3712180808,2.3969966612,-0.4608842647
opex__glual_amp__1,-1.6473070143,-0.3189212187,0.0963291636,-1.399641449,-0.3804158465,0.1840875978,0.0494160876,-0.28640995810000003,-0.2775427565,0.5173165849,0.08590159950000001,0.5143684203000001,-0.2737001244
opex__glual_amp__2,-1.7959490647,-0.21801735790000001,0.0010314257000000001,-1.5557712054000001,-0.43254768730000004,0.3399726389,0.042915188,-0.2561673142,-0.1415532528,0.42457124020000003,0.1618007347,1.3781895424,-0.40037234120000004
opex__glual_amp__3,-1.5269386708,-0.6790086396,0.0648990809,-1.2604795516,-0.47594558400000003,0.2997487688,0.0694276146,-0.2033869971,-0.061605509100000004,0.28546761530000003,0.2301436571,0.7822989695,-0.5103614229
opex__glual_kan__1,-1.9452229184,-0.4108406994,0.12454634710000001,-1.7022838098,-0.4337757418,0.39277494700000004,0.1221717543,-0.191489569,0.0226672521,0.1730239718,0.27031811170000003,-0.5030198832,-0.2530793812
opex__glual_kan__2,-1.4362626307,-0.5062581525000001,0.15345111720000001,-0.9828265216000001,-0.3881447745,0.139539931,0.0855306711,-0.29996488930000004,0.1449795841,0.1950384063,0.315713524,0.43282025160000004,-0.6247162815
opex__glual_kan__3,-1.214725301,-0.5834062527,0.0052547557000000005,-2.1824491019,-0.36133040980000003,0.3171100803,0.1184229735,-0.2739975689,-0.1398728716,0.5564146904,0.054044879600000005,-0.0291593059,-0.06266424870000001
opex__glual_nor__1,-1.6484522358,-0.31607551770000003,-0.0651126256,-2.4231666205,-0.46957636300000005,0.5967976509,0.06685888450000001,-0.2739867065,-0.01894068,0.7569227753000001,0.2037969311,-0.4118093393,-1.070742021
opex__glual_nor__2,-1.5150921616000002,-0.6279903421,-0.086368045,-1.5290495660999999,-0.5353644925000001,0.3369164595,0.0145792017,-0.1411955001,-0.1558789814,-0.1395838186,0.2486948028,-0.1464807623,-0.2320308552
opex__glual_nor__3,-2.0013022501,-0.46091180930000003,-0.2815278285,-2.6716105257000002,-0.5186915861,0.5043384646,0.0262115672,-0.3968922552,-0.1048240897,0.22496088190000002,0.35357007020000003,-0.4352544621,-1.1379867404
opex__glual_rif__1,-1.4655042403,-0.5696401579,0.4308842604,-0.2618901704,0.2400147644,0.609980481,-0.1004712519,-0.7714632805,-0.15583547550000001,0.2534697434,0.44694106400000005,1.081965963,-0.6803224302
opex__glual_rif__2,-1.8480199119,-0.4482288209,0.358808597,-0.08357132190000001,0.44819666340000003,0.8200038468,-0.13199124480000002,-0.9445177907000001,-0.33334266100000004,-0.1411748133,0.40882101740000004,1.4222972421,-0.6242204463000001
opex__glual_rif__3,-2.0410275051,0.37425586860000004,0.4890603725,0.7285083952,0.4468453249,0.722241251,-0.0085253463,-0.6936953239,-0.3353344218,0.4133845329,0.610208128,1.77977508,-1.2354147287
opex__h2o2_amp__1,-3.5793833171,-0.5694521821,0.2704504988,-1.6933236189,0.4415703293,0.2778060325,-0.0883295794,-0.2741151042,-0.5749772229,0.1408140285,-0.0954137198,1.5862105990000002,-0.673266942
opex__h2o2_amp__2,-2.7813998946,-0.466356298,0.4070767387,-1.4917811888,0.6135876381,0.1293883947,-0.1542552708,-0.2107467671,-0.42025623170000004,-0.13665658590000002,0.0080439766,2.0328023704,-0.25407564390000004
opex__h2o2_amp__3,-3.1726981472,-0.6778455697,0.254689783,-2.2212868101,0.42436464420000003,0.2376352186,-0.0951909252,-0.2945587492,-0.5177646845,-0.3469558914,-0.08211116,-0.2466711945,-0.1043415204
opex__h2o2_kan__1,-2.4626371712,-0.6771191569,0.4091324843,-1.1842550835,0.5400611031,0.2713358589,-0.14671412,-0.14377662900000002,-0.47375419550000003,0.2479006387,-0.0206487591,1.3184421385,-0.0489783691
opex__h2o2_kan__2,-2.9176944159,-0.0959683866,0.2959975844,-0.9917818115,0.4933860419,0.4747530232,-0.20202575420000002,-0.1917551074,-0.4970308653,-0.0422178251,0.07304010300000001,2.5730262509,-0.2846315761
opex__h2o2_kan__3,-2.934349005,0.4909359307,0.3224858117,-1.0371573735,0.37908711900000003,0.3402811392,-0.180029089,-0.31899979570000003,-0.4361475446,0.5175421759000001,0.0439025753,2.9457491752,-0.3102844269
opex__h2o2_nor__1,-2.9574500389000002,-0.5242885463,0.34436371250000003,-1.572441379,0.36907357900000004,0.45187121490000004,-0.2557985278,-0.1429422108,-0.7354429127000001,4.86154e-05,0.0322981352,1.1213235994,-1.3123408416
opex__h2o2_nor__2,-2.9745973612,-0.5006422894,0.2668264649,-1.4032197163,0.3505435283,0.3340455773,-0.1964318836,-0.1039371872,-0.5271537554,-0.5204749834,0.0567085372,1.151331109,-0.6126305799
opex__h2o2_nor__3,-3.5457431868000002,0.24758274330000002,0.24739991490000002,-1.0943146314,0.39564916710000003,0.3714519934,-0.1356328219,-0.2057577352,-0.7798356173000001,0.5833019076,-0.0704860513,3.1420968226,-0.6012533065
opex__h2o2_rif__1,-2.8976361806,-0.212085918,0.13347842070000002,1.0820147557,0.5200092958,0.15000614780000002,-0.7455370983,-1.6721229036,-0.5280938371,-0.437426036,-0.0052673428,2.1468342545,-0.9044553626
opex__h2o2_rif__2,-2.6818679815,0.2988283784,0.1448969807,1.3777895231000001,0.4729345917,0.35621089650000004,-0.6373015160000001,-1.4822713578,-0.5054186932,0.3020710781,-0.0042838209000000006,3.6180578161,-1.0313086927
opex__h2o2_rif__3,-2.1434686851,0.19153237150000002,0.2592097237,1.1871989327999999,0.4579469567,0.052174658400000004,-0.6340891781,-1.6233641556,-0.7315388620000001,-0.3968765482,0.1256668229,2.1903498316,-1.0591037295
opex__ippoh_amp__1,3.4866241692,1.2018753222,0.8081314597,-2.0397060203,-0.0627419932,0.0677651761,0.6371875612,0.34011186720000003,1.5074094081,0.8652189507,0.4198018726,0.4552143589,0.24735540590000002
opex__ippoh_amp__2,3.4104007447,1.0918466527,0.8495742004,-1.9684241114,-0.09502500230000001,0.08024736340000001,0.5577711161000001,0.31661900600000004,1.3690408578,0.2418497755,0.3500464694,0.6343045267,0.23403409900000002
opex__ippoh_amp__3,2.9551266412,1.1027106107,0.7793969988,-1.5803669973,-0.18667030380000002,0.1379270128,0.49244848,0.2924930122,1.4474645672,-0.2921803262,0.26966922600000004,1.8421620846,0.1986199246
opex__ippoh_kan__1,3.2014162908,0.8230847796,0.6580057431,-2.3517490781,-0.1944902533,-0.049687441400000004,0.5241611474,0.20629760900000002,1.2725594796,0.021781370300000002,0.1783925317,-0.1415092171,0.3181546269
opex__ippoh_kan__2,2.896699951,1.2362208454,0.6987502994,-1.448533263,-0.2096595363,0.18268166360000002,0.4749162343,0.1434163886,1.4655345166,0.5679997813000001,0.1889606047,2.6359948328,0.0801747591
opex__ippoh_kan__3,3.7713355709,0.9480564734,0.7496683784,-2.5286277343,-0.2387935954,0.14183163540000002,0.46027849860000003,0.1449923987,1.3954672552,-0.0394776681,0.2973344089,0.4343129357,0.3722988598
opex__ippoh_nor__1,3.5704705771,1.0855762771,0.840577585,-1.7836968185000002,-0.1382739704,0.1043382321,0.47074579780000003,0.2342972617,1.474965986,0.2700953696,0.2836283717,-0.10733734260000001,0.1531078529
opex__ippoh_nor__2,2.6879384019,0.7793030435,0.9597160879000001,-2.1065086882,-0.16827474750000002,0.0140650216,0.42215797120000004,0.1925245619,1.3947896037,-0.1821771459,0.0982060688,0.0256265922,0.1616919281
opex__ippoh_nor__3,1.563018999,0.9660608893,0.6909897604,-1.2384126042,-0.2240580181,0.4330905156,0.5110602234,0.290042195,1.4099617488,0.9582961287,0.3438718201,3.603671246,0.2330778296
opex__ippoh_rif__1,1.7268796935,0.6003725398,0.9632141438,-2.2665568527,0.0802453139,-0.0049812112,0.24242396930000001,-0.2225034427,0.923095501,-1.0727516458,0.4344358743,-0.3840565412,-0.18665445020000002
opex__ippoh_rif__2,2.4641296411,0.17878066680000002,0.9656498741,-1.9415777967,-0.1183887934,-0.054841643700000005,0.15016193760000002,-0.3319244188,1.0872317192,-1.7824722876,0.3454512654,-0.084953174,-0.28238213830000003
opex__ippoh_rif__3,3.1605277828,0.4645286664,0.7902346647,-1.2514122286,-0.025469672800000002,-0.1758063879,0.1787729284,-0.2142957861,0.9445191084000001,-0.5026666021,0.3264335088,0.48487074500000005,-0.1079892533
opex__kan__1,-1.4502430983,-0.3479191339,0.1434671193,-0.4395085219,0.160108622,0.0033732401,-0.1241833163,-0.0727186524,-0.0665033037,-0.3121000635,-0.2643324635,0.6864354260000001,0.2543907398
opex__kan__2,-1.2138465276,-0.3574489522,0.1361987875,-0.4282584385,0.0913786652,0.0097922598,-0.0857149784,-0.1325552437,0.028413910900000002,0.3108305725,-0.2845350404,1.1385155754,-0.17114525700000002
opex__kan__3,-0.7746575958,-0.0761870097,0.1915192563,0.3047072101,0.08713161330000001,0.0060848223,0.0156338351,-0.0093774403,-0.1794125217,0.32766735140000003,-0.0378674357,0.4487235994,-0.3543453272
opex__nor__1,-1.35831022,-1.0154157061,0.1558355106,-0.394174681,-0.14171233730000002,-0.13625115000000002,-0.1458529629,-0.0963017972,-0.22816207060000002,0.0753121637,-0.2023536359,-0.451806572,-0.7699430129
opex__nor__2,-1.9347665898000002,-0.331653766,0.3384807334,-0.4560459683,0.0068616055,0.10233486300000001,-0.10652032580000001,-0.0690723906,0.0343938629,0.3415664445,-0.2394940166,1.1529533964,-0.5210136653
opex__nor__3,-1.3599068915,-0.1642738773,0.1258637115,-0.30099971540000003,-0.0195510581,0.0504654769,-0.1041063953,0.0350324265,-0.10958175340000001,0.31594820030000004,-0.2135837721,-0.15646686440000002,-0.7385620809
opex__paa_amp__1,-0.8662528868,-0.2598233981,-0.0247487506,-0.3949758417,-0.023014222900000002,0.2300746088,0.1184859125,-0.10606712300000001,-0.0635037171,-0.1128621197,0.1029257128,0.0262648903,-0.7388787854000001
opex__paa_amp__2,-0.5030859469,-0.1002702277,-0.037079518900000004,-0.1532318412,-0.1876572891,0.1005454922,0.1094858098,-0.08314191180000001,-0.1022754875,-0.0788976185,0.0849866742,-0.0875774234,-0.1756176385
opex__paa_amp__3,-0.9439884445000001,0.0363657962,0.0882270576,-0.3008769993,-0.0620073046,0.1379406213,0.1420587981,-0.030255880500000002,-0.1308640096,0.11193374900000001,0.0009645803,0.30506576290000004,-0.000764846
opex__paa_kan__1,-1.1029891514,0.18452007980000001,0.5803279798000001,0.6609265347000001,0.7190900909,0.8596183138,-0.095120274,-0.5907121801,-0.3108484244,-0.2829175352,0.4734859575,0.4774225123,-0.2228014049
opex__paa_kan__2,-0.9692253137000001,0.441561425,0.6791953231,0.694650891,0.5887061862,0.8232698784,0.1384977369,-0.5373274114000001,-0.210036413,-0.7036471608,0.6593743858000001,0.7936745797,-0.2690442373
opex__paa_kan__3,-1.4535206593,-0.4691041325,0.5561596752,-0.0193588727,0.7095000117,0.5067951022,-0.1783052125,-0.5783336185,-0.3533190203,-0.39667482470000004,0.37009724660000004,0.8952759618,-0.44786443130000003
opex__paa_nor__1,-0.5556714048,-0.1869833581,0.084291244,0.6128778113000001,-0.1574706197,0.0294103348,0.09118408850000001,0.0407122211,-0.1835739862,-0.6229250657000001,0.05733968800000001,-1.040715418,0.3404735553
opex__paa_nor__2,-0.8543096397000001,-0.3719520067,0.11278972890000001,-0.3036608549,-0.21882918680000002,0.2617341299,0.08472283200000001,-0.0296138498,-0.3196780628,0.3010331885,0.0614671909,0.2199368579,0.2313211896
opex__paa_nor__3,0.1565345036,0.37028107860000004,0.2322655025,1.1054077355,-0.34836482760000004,0.2210783049,0.206627481,0.0195569859,-0.2072360563,-0.8164249099,0.2214242788,0.3975291388,0.0649113479
opex__paa_rif__1,-1.0578490887,0.0782096202,0.5178009241,0.8072696017000001,0.7148997064,0.7727210265000001,-0.1369350538,-0.7292056332,-0.2128125313,-0.4085966717,0.4251691741,0.730935478,-0.33904164940000003
opex__paa_rif__2,-1.10545762,-0.2042013349,0.4644608819,0.8117004017,0.7145323323,0.9080547367,-0.1895724205,-0.696285915,-0.3254635749,-0.2984142454,0.4764180186,0.42541762510000003,-0.7772768061
