,A,GutM,SrlR
cck_sdh__gmos_delsdhCB__1,4.8410513316,1.0232653595,1.806234182
cck_sdh__gmos_delsdhCB__2,3.0654596401,0.3712239185,1.612323281
cck_sdh__sdh_ale1__1,0.6728772049,-0.1697688325,0.0027059040000000003
cck_sdh__sdh_ale1__2,1.205822344,-0.45920898450000003,-0.073057225
cck_sdh__sdh_ale2__1,0.7845383897,0.1583101035,-0.040639691000000006
cck_sdh__sdh_ale3__2,0.4124051466,-0.8707149865,-0.10541032
cck_sdh__sdh_ale3__1,1.0809631422,-0.34874469150000004,0.09413260400000001
cck_sdh__sdh_ale3__3,1.2872925879000001,0.1088182755,-0.137864322
cck_pts__gmos_delptsHIcrr__2,7.5362588102,0.4088554425,0.420870363
cck_pts__gmos_delptsHIcrr__1,7.9854884871,0.5992934655000001,0.723674994
cck_pts__pts_ale1__2,-0.5082083355,-0.0801972175,0.16121161
cck_pts__pts_ale1__1,-1.0177305326,-0.6004174905,0.092211925
cck_pts__pts_ale2__2,4.2326175067,-0.1467409425,-0.15762831500000002
cck_pts__pts_ale2__1,4.125088134,-1.4775036335,0.089501257
cck_pts__pts_ale3__2,-0.5586843334,-1.7610855075,-0.49719606200000005
cck_pts__pts_ale3__1,-1.5284398939,-2.0821088105,-0.202298038
cck_pts__pts_ale4__2,1.9544209560999999,-1.0929421995,-0.17167669600000002
cck_pts__pts_ale4__1,1.9328230089,-0.5657274345000001,-0.127118383
cck_gnd__gmos_delgnd__1,1.5494729435,-0.3500169655,0.8320532860000001
cck_gnd__gmos_delgnd__2,1.0531463779,-0.0801382645,0.7640466170000001
cck_gnd__gnd_ale1__1,0.3572682699,-0.9588379225,-0.367027851
cck_gnd__gnd_ale1__2,0.7543531779,-0.8919275715,-0.233278055
cck_gnd__gnd_ale2__1,1.0045983176,-1.3114697035,-0.38155510400000003
cck_gnd__gnd_ale2__2,0.6510541933,-0.5813779875,-0.418361464
cck_gnd__gnd_ale3__1,0.7985954755,-1.3784107135,-0.33906341100000004
cck_gnd__gnd_ale3__2,1.2018504612,-0.7131916525,-0.386734371
cck_tpiA__gmos_deltpiA__1,2.6826425693,-0.5435750785,0.329343594
cck_tpiA__gmos_deltpiA__2,3.6210337515,1.7852308885000001,0.103485611
cck_tpiA__tpiA_ale1__1,1.0863249876,-0.4433791755,-0.027505616
cck_tpiA__tpiA_ale1__2,1.6753374871000002,0.1937150605,0.299472835
cck_tpiA__tpiA_ale2__1,2.7133643567,-0.4905934155,0.320323819
cck_tpiA__tpiA_ale2__2,2.7843889754,-0.2308609995,0.041430981000000006
cck_tpiA__tpiA_ale3__1,1.2136528580000001,-0.1961564465,-0.110339642
cck_tpiA__tpiA_ale3__2,1.2964364499,-0.3887595655,-0.092282182
cck_tpiA__tpiA_ale4__1,1.8843388422,-0.4285204965,0.11852686200000001
cck_tpiA__tpiA_ale4__2,1.3190733764,-0.4550201655,-0.150218433
acid_tale__acid_ale1_pH7__1,2.4882743097,-1.4137041565000001,0.057907951000000006
acid_tale__acid_ale1_pH7__2,2.6971298326,-0.4516698435,-0.090717851
acid_tale__acid_ale1_pH5__1,3.5797269634999997,0.3903883085,1.304779176
acid_tale__acid_ale1_pH5__2,2.9910042117,-0.1442604015,1.147945434
acid_tale__acid_ale2_pH7__1,1.7841244322,-0.7888522565,-0.014330952000000001
acid_tale__acid_ale2_pH7__2,1.7357244381,-1.0030115345,0.08030255800000001
acid_tale__acid_ale2_pH5__1,2.2448606725,-0.6790584425,-0.11797213000000001
acid_tale__acid_ale2_pH5__2,4.5506228704,-0.11297560250000001,0.585112366
acid_tale__low_Mg_ale_pH7__1,2.8506365212,-1.1593106245,0.04089317
acid_tale__low_Mg_ale_pH7__2,3.4565380139,-0.2837484655,0.030121125000000002
acid_tale__low_Mg_ale_pH5__1,1.9411199157,-1.2026880705,0.013197480000000001
acid_tale__low_Mg_ale_pH5__2,2.9872875677,-0.1913986125,-0.09989470700000001
acid_tale__MES_ale_pH7__1,1.9642884489,-0.8612202545000001,0.22783760700000003
acid_tale__MES_ale_pH7__2,1.9795507553,-1.2278896055,-0.080208392
acid_tale__MES_ale_pH5__1,0.41252877660000004,-0.8249466525,0.041523642
acid_tale__MES_ale_pH5__2,-0.7628421185,-0.22469627250000002,0.21713870500000002
acid_tale__gmos_pH7__1,1.6993469773,-0.7323539555,0.036388803000000004
acid_tale__gmos_pH7__2,1.6616177532,-0.7341626595,-0.047635495
acid_tale__gmos_pH5__1,2.3932472033,-0.16828945750000002,0.10565249800000001
acid_tale__gmos_pH5__2,1.4300308602,-0.7399469845000001,-0.145191285
adnB__wt_adn__1,-1.9412736903,-1.5477607254999999,-0.616223056
adnB__wt_adn__2,-1.225386864,-0.5038767345,-0.6706157150000001
adnB__delydhB_adn__1,-2.0998635421,-1.1600434015,-1.087711581
adnB__delydhB_adn__2,-1.2728865023,-0.9406977385,-0.31597842600000003
ytf2__wt_glc__1,-0.2388022293,-0.3244372135,0.283944399
ytf2__wt_glc__2,-0.6888974428,-0.4695088985,0.203872516
ytf2__ybcM_glc__1,1.7280302432,-0.4592378615,-0.216324697
ytf2__ybcM_glc__2,1.7336273632,0.1936048685,0.0007001910000000001
ytf2__ydhB_glc__1,0.3576701829,-0.32603241850000003,-0.078315331
ytf2__ydhB_glc__2,-0.0888874618,-1.1015977105,-0.176030812
ytf2__yfeC_glc__1,0.070633703,-0.5406777135,-0.15830274900000002
ytf2__yfeC_glc__2,0.44921584010000004,-1.1685441455,-0.098983127
ytf2__yciT_glc__1,-0.3413170801,-0.40023006250000004,-0.26767867900000003
ytf2__yciT_glc__2,-0.47078446030000004,-0.8730829105000001,0.136241003
ytf2__ydiZ_glc__1,0.05366192,-1.1226780105,-0.115031108
ytf2__ydiZ_glc__2,0.0765295493,-1.0585354295,-0.07142134800000001
ytf2__ynfL_glc__1,-0.1597956012,-0.3169443215,-0.010658078000000001
ytf2__ynfL_glc__2,-0.3703488592,-0.2930016825,0.018457165
misc2__dellon_glc__1,2.619804029,-0.3140923315,-0.410822085
misc2__dellon_glc__2,2.0805964987,-0.2552896565,-0.654295354
ytf3__wt_glc2__1,0.4536437612,-1.1677346485,-0.07040357500000001
ytf3__wt_glc2__2,0.8734951788,-0.6362552865000001,-0.011122994
ytf3__wt_pH7_lactate__1,1.5050246009000001,0.053229672500000005,0.077605912
ytf3__wt_pH7_lactate__2,1.1800627099,-0.4173359465,0.08320619800000001
ytf3__wt_pH55_lactate__1,-0.7754110033,-1.3296435925,0.146297583
ytf3__wt_pH55_lactate__2,-0.9252390335,-0.7258130075,0.041908727
ytf3__wt_pH55_HCl__1,-0.0501639897,-0.3434322155,0.0078067710000000005
ytf3__wt_pH55_HCl__2,-0.7135941233,-0.9993592655,0.11629367500000001
ytf3__dyieP_pH7__1,0.9606146435,-0.8331890725000001,-0.18141031700000002
ytf3__dyieP_pH7__2,0.9564414566,-1.4674595625,-0.129486958
ytf3__dyieP_pH55__1,1.4011586376,-0.3013169535,-0.138355793
ytf3__dyieP_pH55__2,1.6257933865,-0.4216044125,-0.195943962
