,A,GadE,GadW,GadX
pcoli__atASMT_325G__1,-5.9037222346,-5.184358047,-0.089143648,-0.7419004645
pcoli__atASMT_325G__2,-5.8664093538,-5.357932555,-0.214878324,-1.0198579985
pcoli__bpTDC__1,-7.8865767444,-6.107027061,-1.5704908149999999,-1.7779847755
pcoli__bpTDC__2,-7.7030376363,-6.375469331,-1.781490046,-1.9371830215
pcoli__BRCA__1,-7.71317158,-6.275627435,-1.463207192,-1.7559057325
pcoli__BRCA__2,-7.6116093468,-6.697336461,-1.551396622,-1.8046749385
pcoli__BRCActrl__1,-7.0756058963,-5.941481879,-1.025651408,-1.3186881085
pcoli__BRCActrl__2,-6.867756266,-5.876993345,-1.26239121,-1.3980371565
pcoli__BRCAswap__1,-6.8572996603,-5.463173168,-0.77490035,-1.2892895425
pcoli__BRCAswap__2,-6.7611184202,-5.05443742,-0.762207752,-1.1001593045
pcoli__btAANAT__1,-5.7971735474,-5.637590673,-0.450183549,-0.8780488565000001
pcoli__btAANAT__2,-5.6580984226,-5.145764362,-0.6244467570000001,-0.9061736285
pcoli__btASMT__1,-6.5310324928,-5.608244053,-0.29802036800000004,-0.7136407465
pcoli__btASMT__2,-6.8278841651,-5.435490187,-0.431450567,-0.7881754255000001
pcoli__CC1__1,-2.876786999,-3.187101655,0.657494942,0.4112165655
pcoli__CC1__2,-3.3429730698,-4.530832409,0.8136235820000001,0.0577450455
pcoli__ccCOMT__1,-6.4629353573,-5.729895759,-0.510678921,-0.8835074345
pcoli__ccCOMT__2,-6.3017133019,-6.199701546,-0.580203597,-0.8495148525
pcoli__ckDDC__1,-2.8844458905,-2.749418926,0.591825029,0.9021210985
pcoli__ckDDC__2,-2.0582060337,-3.303061857,0.527667117,0.2608462805
pcoli__CNTF_belt__1,-5.4962401974,-5.62972488,-0.20008863100000002,-0.6152881945
pcoli__CNTF_belt__2,-5.2349369843,-4.508879621,0.132277485,-0.1810273415
pcoli__cobPNMT__1,-3.8310898973,-4.7731133660000005,0.041341566,-0.2345993475
pcoli__cobPNMT__2,-3.8104508746,-5.04339438,-0.074198016,-0.2718294825
pcoli__cvPhhB__1,-5.6837459557,-5.091400292,0.034220135,-0.38195466450000004
pcoli__cvPhhB__2,-5.8800671849,-5.181643575,-0.452231623,-0.5703318585
pcoli__ggAANAT__1,-6.3514217026,-5.45858346,-0.45159503700000003,-0.8231911495
pcoli__ggAANAT__2,-5.6710528491000005,-5.318620666,-0.463399948,-0.7648856265
pcoli__ggTPH__1,-6.1013412278,-5.037252537,-0.415742687,-1.2314261445
pcoli__ggTPH__2,-6.5389059285,-5.352785848,-0.5544684950000001,-1.0611498335
pcoli__hsAANAT__1,-4.2801566144,-3.6781155510000003,0.16543595800000002,-0.5219423475
pcoli__hsAANAT__2,-5.6785620744,-5.538108413,-0.21673239300000002,-1.3362748375
pcoli__hsASMT__1,-7.7330870314,-6.381093166,-1.107270698,-1.2163589095
pcoli__hsASMT__2,-7.4882032733,-6.177668717,-1.053166633,-1.2138613505
pcoli__hsPNMT_mb__1,-4.3486118599,-5.505878696,-0.295145046,-0.7954231305
pcoli__hsPNMT_mb__2,-4.1963917616,-5.346107484,-0.22604074000000002,-0.7448340065
pcoli__hsTPH__1,-6.5010996065,-6.22886128,-0.8408299010000001,-0.7893894385
pcoli__hsTPH__2,-7.1957674925,-5.748180837,-1.168232359,-1.0176855745
pcoli__hsTPH_E2K__1,-6.2958456132,-5.376863799,-0.27926314700000004,-0.9393758055
pcoli__hsTPH_E2K__2,-5.7064845397,-5.784740101,-0.168208247,-0.8354934125
pcoli__hsTPH_E2K_N91I_P99C__1,-7.2641225899,-6.947829072,-1.231428307,-1.6854202625
pcoli__hsTPH_E2K_N91I_P99C__2,-7.0020634153,-6.682121368,-1.188876465,-1.4547212005
pcoli__hsTPH_N158trunc__1,-5.6388246105,-4.997124245,-0.34372083600000003,-0.8555721785
pcoli__hsTPH_N158trunc__2,-5.736263816,-4.9998743910000005,-0.329841366,-0.8334686655
pcoli__hsTPH_N174trunc__1,-5.7720288536,-5.0635053899999996,-0.25534625,-0.4982843115
pcoli__hsTPH_N174trunc__2,-6.1325461291,-5.405053121,-0.523688389,-0.6960024655
pcoli__hsTPH_Ntermtrunc__1,-7.0759341819,-5.138903195,-0.532394331,-0.5392508645
pcoli__hsTPH_Ntermtrunc__2,-8.0642311732,-6.246465039,-0.8033708820000001,-0.9363677725
pcoli__hsTPH1__1,-5.9212741553,-5.709815683,-0.6258520310000001,-1.3777608375
pcoli__hsTPH1__2,-6.1031433719,-5.096450482,-0.603041661,-1.0643240335
pcoli__MBP__1,-7.6611285106,-5.946793222,-1.464902481,-1.7823248325
pcoli__MBP__2,-6.9547714129,-6.169924879,-1.090725061,-1.5732165915
pcoli__msCOMT__1,-7.1017400711,-6.20517535,-1.59572351,-1.8225712695
pcoli__msCOMT__2,-7.2942881074,-6.765807759,-1.664660974,-2.0176723595
pcoli__ocAANAT__1,-6.0307353367,-5.616465534,-0.550133285,-0.8314046505
pcoli__ocAANAT__2,-5.8549368852,-5.419979293,-0.492906975,-0.8038026055
pcoli__osTDC_K374H__1,-6.7747493983,-6.567977215,-0.505518793,-1.9650456505
pcoli__osTDC_K374H__2,-7.1988981055,-6.80378381,-0.47730091100000005,-1.3955732575
pcoli__osTDC_K374L__1,-6.7559805672,-7.039142857,-1.5759604390000002,-1.7116774395
pcoli__osTDC_K374L__2,-7.4666266964,-6.978139745,-1.820450599,-2.1634666655
pcoli__osTDC_K374Q__1,-6.0517471156,-5.500717767,-0.673098081,-1.2660260595000001
pcoli__osTDC_K374Q__2,-6.1766361992,-5.355493529,-0.426579674,-1.2770337415
pcoli__osTDC_L360V__1,-7.0751451347,-5.360117915,-1.192389983,-1.2344039265
pcoli__osTDC_L360V__2,-6.6371327430000004,-5.553089702,-1.055530796,-1.4453278335
pcoli__pmTPH__1,-6.3931099622,-6.942230383,-1.488491317,-1.7283153654999999
pcoli__pmTPH__2,-6.2565289651,-7.12924432,-1.796804368,-2.1743178635
pcoli__RFC__1,-5.8373438538,-6.300225324,-0.695389614,-1.4226710215
pcoli__RFC__2,-5.6728178799,-5.128827321,-0.49018002,-1.1809807235
pcoli__RFCctrl__1,-5.2360063927,-4.41447659,0.047919894000000005,-0.7883040325
pcoli__RFCctrl__2,-5.3744435624,-4.669996723,-0.19219944300000003,-1.0778068425
pcoli__RFCnopause__1,-5.1385221392,-4.478922734,-0.12894322900000002,-0.7835450405000001
pcoli__RFCnopause__2,-4.7856905344000005,-4.342177694,-0.006399735,-0.8478460355
pcoli__RFCpluspause__1,-4.4430017976,-5.237387826,-0.346837577,-1.0509116055
pcoli__RFCpluspause__2,-4.5075204405000004,-4.69804301,-0.296050762,-0.7671460895000001
pcoli__rnCOMT_sol__1,-5.2591671758,-4.38462685,-0.08980475,-0.5931535085
pcoli__rnCOMT_sol__2,-5.154215626,-4.03116239,0.133490525,-0.4858785245
pcoli__rnPNMT__1,-6.5300824983,-5.76076783,-1.6879950049999999,-1.6079332405
pcoli__rnPNMT__2,-6.4232935836,-6.013606045,-1.522415789,-1.6125695815
pcoli__rnTDC__1,-7.8538832349,-6.261432091,-1.338641456,-1.7623836735
pcoli__rnTDC__2,-7.5002322051,-6.680493113,-1.2637129009999999,-1.5896778775
pcoli__rnTDC_trunc__1,-7.2433367055,-7.065767781,-0.6576028970000001,-1.3986139725
pcoli__rnTDC_trunc__2,-7.6081687521,-6.633536462,-0.601604974,-1.1331352045
pcoli__saCOMT_T2A__1,-6.7342133255,-5.295520337,-0.331881539,-0.8191695895000001
pcoli__saCOMT_T2A__2,-6.7504698338,-6.013741757,-0.15034339200000002,-0.7705052435
pcoli__sfCOMT__1,-6.0767112174,-5.5753378300000005,-0.6391212070000001,-0.8143948145000001
pcoli__sfCOMT__2,-6.3024558697,-5.8203807770000004,-0.705612635,-0.9365029255
pcoli__sgAANAT_D63G__1,-5.0861903418,-4.871860339,-0.20654835800000002,-0.7875301065
pcoli__sgAANAT_D63G__2,-5.1428857201,-5.144704714,-0.14164030600000002,-0.7762911715
pcoli__ssDDC__1,-7.6057294299,-6.502498229,-1.054826793,-1.3332370925
pcoli__ssDDC__2,-7.4396951855,-6.436498585,-1.068027575,-1.5684646495
pcoli__TP53B__1,-5.9197848996,-5.754199597,-0.01076077,-0.5912372235000001
pcoli__TP53B__2,-6.1688858852,-5.605931545,0.040250734,-0.3229117715
pcoli__WT__1,-5.2477508796,-5.585462369,0.28663882700000004,-0.5276227795
pcoli__WT__2,-5.519749877,-4.898423442,0.6164913310000001,-0.008389170500000001
cck__glu_ale4__1,-6.1572009441,-5.652765218,-1.812294743,-2.7074636395000002
cck__glu_ale4__2,-6.1705428913,-4.900923417,-2.104255786,-2.4678416345
cck__cck_ale1__1,-5.8337453289,-5.647645221,-2.125564009,-2.7689864735
cck__cck_ale1__2,-5.0540033356,-6.602352605,-1.766981791,-2.6062414475
cck__cck_ale2__1,-6.7904128908,-6.560390232,-2.624018983,-2.8160454095
cck__cck_ale2__2,-6.4237902072,-5.404010177,-2.310398974,-2.6189715115
cck_pgi__gmos_delpgi__1,-8.020434951,-5.644899771,-3.954167815,-3.4201048955
cck_pgi__gmos_delpgi__2,-8.1705062656,-6.689414187,-4.201995812,-4.1341715535
cck_pgi__pgi_ale1__1,-4.9198280711,-6.124514115,-2.476641908,-2.6647722115
cck_pgi__pgi_ale1__2,-6.7649245211,-6.012191382,-2.795917487,-2.7652110725
cck_pgi__pgi_ale2__2,-6.1935352576,-5.254008391,-2.307816177,-2.2365027015
cck_pgi__pgi_ale3__1,-5.8667271203,-6.019739882,-2.697839896,-2.9902624495000003
cck_pgi__pgi_ale3__2,-6.1811406005,-5.795089242,-2.956731027,-2.9480187905
cck_pgi__pgi_ale4__1,-6.4510148877,-6.040420237,-3.175555258,-3.1003429055
cck_pgi__pgi_ale4__2,-7.4546824437,-6.10315089,-3.978989449,-3.5469093915
cck_pgi__pgi_ale4__3,-6.8528102804,-5.375441499,-3.596656393,-3.4254501305
cck_pgi__pgi_ale5__1,-6.8874975331,-7.002055083,-3.284584037,-3.7089134155
cck_pgi__pgi_ale5__2,-7.1377844942,-6.290548155,-3.659943664,-3.7937531565000002
cck_pgi__pgi_ale6__1,-6.6259023522,-6.517216905,-3.33504725,-3.3930483825
cck_pgi__pgi_ale6__2,-7.2508351194,-6.269959902,-3.623473043,-3.3646800445
cck_pgi__pgi_ale7__1,-6.657933278,-6.010735284,-3.574067479,-3.3173115885
cck_pgi__pgi_ale7__2,-7.5518304646,-6.037892298,-3.964350673,-3.4162437015
cck_pgi__pgi_ale8__1,-6.6502328888,-6.056610658,-3.194331821,-3.1951992395
cck_pgi__pgi_ale8__2,-6.7754328893,-6.560487053,-3.743490962,-3.5047876315
cck_sdh__gmos_delsdhCB__1,-2.7912134338,-2.769402161,-0.99190792,-0.5754494955
cck_sdh__gmos_delsdhCB__2,-3.8853394108,-3.533710855,-1.738336069,-1.3557116625
cck_sdh__sdh_ale1__1,-3.4603378159,-3.604736972,-0.583694456,-1.1619027745000001
cck_sdh__sdh_ale1__2,-3.6917125207,-3.858096534,-0.808162974,-1.3037222255
cck_sdh__sdh_ale2__1,-4.6472557877,-4.016754303,-1.242681112,-1.5030343705
cck_sdh__sdh_ale3__2,-3.9854663402,-4.699395533,-0.899174785,-1.5102722275
cck_sdh__sdh_ale3__1,-5.4998129194,-4.426680136,-1.720606824,-1.6565194245
cck_sdh__sdh_ale3__3,-4.8942997598,-4.195008995,-1.571900872,-1.6829750195000002
cck_pts__gmos_delptsHIcrr__2,-8.1736167458,-5.572132496,-5.536995327,-3.1167698735
cck_pts__gmos_delptsHIcrr__1,-8.056800728,-6.494053633,-5.561824563,-3.4973662035
cck_pts__pts_ale1__2,-2.3571992399,-4.532788391,-1.094626958,-1.1062699045
cck_pts__pts_ale1__1,-3.9281598562,-5.405433547,-1.327700517,-1.7281757835
cck_pts__pts_ale2__2,-6.485259706,-6.577376903,-3.017666942,-3.5824183635
cck_pts__pts_ale2__1,-6.5332734748,-7.015908949,-3.03272983,-3.7055783185
cck_pts__pts_ale3__2,-6.1339282552,-6.991546079,-3.50562035,-3.3782154235
cck_pts__pts_ale3__1,-5.7207180358,-7.303250722,-3.084512385,-2.9718491965
cck_pts__pts_ale4__2,-6.4955813582,-6.516278261,-2.985552139,-3.6641127295
cck_pts__pts_ale4__1,-6.9211437097,-6.109815159,-2.557861181,-3.5454845535
cck_gnd__gmos_delgnd__1,-0.3944462915,-1.245399717,0.033262026,-0.1109495915
cck_gnd__gmos_delgnd__2,1.4001408597,-0.526927473,0.990213286,0.5448559615
cck_gnd__gnd_ale1__1,-4.9532500416000005,-6.004829085,-1.652421372,-2.2591282875
cck_gnd__gnd_ale1__2,-5.6006084605,-5.569595229,-1.436572525,-2.2214692555
cck_gnd__gnd_ale2__1,-6.1488613983,-5.71136228,-1.448985239,-2.3315293255
cck_gnd__gnd_ale2__2,-5.4183601423,-5.204796431,-1.623143953,-2.2780824395
cck_gnd__gnd_ale3__1,-5.003030232,-5.253993924,-1.290757482,-2.1775034615
cck_gnd__gnd_ale3__2,-4.8294499086,-4.928003777,-1.671359652,-2.3620917495000002
cck_tpiA__gmos_deltpiA__1,-7.5302325087,-4.544176568,-3.06539535,-3.1486224915
cck_tpiA__gmos_deltpiA__2,-6.7554330926,-3.329152547,-2.540535786,-2.2941957525
cck_tpiA__tpiA_ale1__1,-5.783339865,-6.411358547,-1.658440533,-2.8952618145
cck_tpiA__tpiA_ale1__2,-5.7372848381,-6.941421328000001,-2.047141095,-3.1923491205
cck_tpiA__tpiA_ale2__1,-6.5005757123,-6.953669387,-2.898549358,-3.2370099195
cck_tpiA__tpiA_ale2__2,-6.2639045942,-4.960180009,-2.772551489,-2.7215515245
cck_tpiA__tpiA_ale3__1,-6.434173729,-4.851998339,-1.585725611,-2.5852411695
cck_tpiA__tpiA_ale3__2,-6.9085483892,-4.7735808330000005,-1.651397293,-2.1663367345
cck_tpiA__tpiA_ale4__1,-5.8857891045,-5.538228525,-1.610014343,-2.5804429855
cck_tpiA__tpiA_ale4__2,-6.1007701526,-4.994552698,-1.577005442,-2.7090542045
acid_tale__acid_ale1_pH7__1,-6.0141745527,-5.367447759,-3.010657033,-2.6674999915
acid_tale__acid_ale1_pH7__2,-6.5895736745,-4.885585035,-3.3011352560000002,-2.8039476225
acid_tale__acid_ale1_pH5__1,-3.1948704876,-2.686327744,-1.000106459,-1.4224017575
acid_tale__acid_ale1_pH5__2,-3.0783416493,-2.312542806,-1.007464402,-1.0422361675
acid_tale__acid_ale2_pH7__1,-5.5937208006,-6.458154109,-3.365435593,-3.0805726405
acid_tale__acid_ale2_pH7__2,-6.0629431466,-6.210850869,-3.387004272,-3.1034776385
acid_tale__acid_ale2_pH5__1,-5.2364286469,-5.375786206,-2.363322217,-2.0840318625
acid_tale__acid_ale2_pH5__2,-4.3304016872,-5.02856975,-3.219766774,-3.2483684425
acid_tale__low_Mg_ale_pH7__1,-5.7011647541,-6.088267357,-3.46259295,-3.0105034945
acid_tale__low_Mg_ale_pH7__2,-5.7348554905,-5.989007691,-3.983973802,-3.0635351615
acid_tale__low_Mg_ale_pH5__1,-4.9314330046,-4.664327723,-1.558932113,-1.0819237055
acid_tale__low_Mg_ale_pH5__2,-4.9337693453,-4.873354194,-1.806896598,-1.5088112425
acid_tale__MES_ale_pH7__1,-5.8362365845,-5.674899407,-3.24573933,-3.2141095695
acid_tale__MES_ale_pH7__2,-5.3120087281,-5.698666681,-2.934681248,-3.1375053175
acid_tale__MES_ale_pH5__1,-4.1403880964,-4.2318563430000005,-0.512509082,-1.3816953305
acid_tale__MES_ale_pH5__2,-3.1699789285,-3.049063108,-0.048199969,-0.5241693215000001
acid_tale__gmos_pH7__1,-6.1368725218,-5.424547471,-2.652246454,-3.0615379985
acid_tale__gmos_pH7__2,-5.9395143874,-6.526841277,-3.362327602,-3.1388449995
acid_tale__gmos_pH5__1,-5.4482427362,-5.030152999,-1.5504436510000001,-1.8383523275
acid_tale__gmos_pH5__2,-4.9810282742,-4.721382791,-1.5243378870000002,-1.7476351655
adnB__wt_adn__1,-1.6050602018,1.138237348,0.363353136,1.3351212035
adnB__wt_adn__2,-1.7016654858,0.544739328,0.356194169,0.7669576485
adnB__delydhB_adn__1,-2.2226974087,1.045467665,0.50642253,1.5850942375
adnB__delydhB_adn__2,-0.5261171793,1.112642629,0.093599923,1.2869721004999999
ytf2__wt_glc__1,1.2842194701,1.373922173,0.236388325,0.9814437875
ytf2__wt_glc__2,1.0672491454,1.041352861,0.232412061,0.7882273585
ytf2__ybcM_glc__1,3.0725421359,0.577806536,-0.632734711,0.2969096685
ytf2__ybcM_glc__2,2.5968250485,0.024228215,-0.828744598,0.1538034535
ytf2__ydhB_glc__1,2.4720309157,0.467090895,-0.008806731,0.2555310995
ytf2__ydhB_glc__2,1.7762404328999999,-0.167811066,-0.054518842000000005,0.1148823895
ytf2__yfeC_glc__1,2.0860119155,0.285418863,-0.011304377000000001,0.1747847575
ytf2__yfeC_glc__2,2.5522025898000003,0.11512367600000001,0.087068643,0.1971720405
ytf2__yciT_glc__1,0.5690159824000001,0.504551112,0.20781973,0.8826788645
ytf2__yciT_glc__2,0.5927970787,0.9676282410000001,0.247715589,1.1625325135
ytf2__ydiZ_glc__1,-0.8041641507,-0.048791216000000005,-0.65722252,0.1204372355
ytf2__ydiZ_glc__2,-0.2326383484,-0.434546241,-0.636774005,0.0837367465
ytf2__ynfL_glc__1,0.890945019,0.43083645400000004,0.18331740400000002,0.7224752455
ytf2__ynfL_glc__2,0.8524756428,0.34530330200000003,0.255331688,0.7022630355
misc2__dellon_glc__1,-0.6195965119,-3.282759718,-2.520975376,-3.0930345855
misc2__dellon_glc__2,-0.7557376829,-1.927121303,-2.671356019,-2.7692378585
ytf3__wt_glc2__1,1.8130096441,0.7865127470000001,0.38476050300000003,0.6197899395
ytf3__wt_glc2__2,1.8587743285,0.398948946,0.384829376,0.5560498025
ytf3__wt_pH7_lactate__1,1.1728753375,0.475388022,0.201154089,0.5694247715
ytf3__wt_pH7_lactate__2,1.1502113731999999,0.405887944,0.273734751,0.6293839965
ytf3__wt_pH55_lactate__1,3.1406809912,1.411656763,1.123763887,1.2565589745
ytf3__wt_pH55_lactate__2,3.3850572366,1.580076861,1.099735949,1.1712777355
ytf3__wt_pH55_HCl__1,4.5109430216,2.450186114,1.653896618,1.6922258785
ytf3__wt_pH55_HCl__2,4.7227525668,2.5902719579999998,1.6862417550000002,1.6804934765000001
ytf3__dyieP_pH7__1,-0.14500171920000002,-0.135817143,0.0007520340000000001,0.055910100500000004
ytf3__dyieP_pH7__2,0.08384428120000001,0.09579050600000001,0.06478047,0.0792611765
ytf3__dyieP_pH55__1,-0.6249456836,-0.578205716,-0.008240274,0.2624339795
ytf3__dyieP_pH55__2,0.1423088509,-0.019450644,0.071937797,0.4042768755
