,A,GadW,GadX
SRX3648453,-1.2582748567,-1.8905573662,-1.4101252493
SRX3648454,0.16633756530000002,-0.34437533600000003,-1.1542255459
SRX3648455,-0.49249779130000004,-1.2823569088,-1.6762178802
SRX3648456,-0.4515073408,-1.4658154473,-1.6935455882000001
SRX3648457,-0.0376596507,0.9501050844000001,0.7469087712
SRX3648458,0.3316687895,0.7208179251,0.9839528289
SRX3648459,-1.6658046792999999,-1.0747714718,-0.4591012661
SRX3648460,-1.1761192778,-1.2897753915,-0.23597625290000002
SRX3648461,-0.8042540833,-1.2022036574000001,-0.5736226122
SRX3648462,-2.5522867945,-2.8562000306,-1.9191316724
SRX3648463,0.5121874932,0.8369600508,0.4530367816
SRX3648464,0.3636350218,0.4640681244,0.3567014949
SRX3648465,-0.9379205896,-0.3679270088,-0.6444811516
SRX3648466,0.4804088991,0.8871542861,0.6340992736000001
SRX3648467,0.5407824395,0.3031311741,0.18377257900000002
SRX3648468,-1.1926453477,-1.5030719676,-1.356509473
SRX3648469,-2.6097610237,-1.8410856809,-2.413213258
SRX3648470,-3.1380622402,-2.1547812762,-2.4303019165
SRX3648471,-3.3533569351,-2.6015342276,-2.8945132076
SRX3648472,-0.6598175627,0.5168205098,-0.6082250841
SRX3648473,-0.5552042294,0.6968495060000001,-0.22359494430000001
SRX3648475,-0.7514174722,-1.0070417507,-0.7345135907
SRX3648476,-0.7168945351,-1.0424648792,-0.2657172054
SRX3648477,-2.8102417521,-3.4308692282,-1.9376775583999999
SRX3648478,0.7052592327,1.4440896247000001,1.4875562547
SRX3648479,1.5142994848,1.1829545945,1.6193157462999999
SRX3648480,0.9542821884,1.0724518527,1.4055948913
SRX3648481,-1.6885714679000001,0.21567949790000002,-0.48205808850000004
SRX3648482,-3.2372371311,-1.9298185374,-2.016424622
SRX3648483,-3.8770010416,-2.7589598943,-2.4835781695
SRX1429221,0.2239892072,0.0301434372,0.1068934108
SRX1429222,0.191663399,-0.09309426280000001,0.1676395238
SRX1429223,-0.4156526063,0.0629508256,-0.2745329346
SRX1429224,1.0452338197,0.8426960643,0.2861137003
SRX1429225,1.1029659417,0.4370076559,0.2037425883
SRX1429226,1.5843978589,0.5012070271,0.1777116134
SRX1429227,1.3811659133,0.7418368605,-0.2194608019
SRX1429228,0.7680328822,0.767314542,-0.10920596290000001
SRX1429229,1.6621806297,0.6941549392,0.0999479057
SRX1429230,2.5817008153,1.289103594,0.18950774410000001
SRX1429231,1.7059848098,1.2789919804,0.0457176439
SRX1429232,2.8001081351,1.2054548793,-0.029144705200000003
SRX1429233,3.3127963754,1.2840728134,0.0700902155
SRX1429234,2.9193116051,1.3220411108,0.1146677537
SRX1429235,2.7234849394,1.2264206781,-0.1671252134
SRX1429236,1.6198689828,1.3928681524,-0.6340232191
SRX1429237,2.8424353127,1.0950257476,-0.18613891170000002
SRX1429238,3.3891181404,1.7273879168000001,0.489425098
SRX1429239,2.653429727,0.9535583846000001,0.016457257700000002
SRX1429240,2.8487225847,0.9408965960000001,0.1488968695
SRX1429241,2.8481133903,1.0193891674,0.2948179557
SRX1429242,2.206770084,0.7619661129,-0.5760505097
SRX1429243,2.2976535449,0.5439209234,-0.4736735469
SRX1429244,2.2830410447,0.7201471666,-0.5548555919
ERX2339161,-0.5962693450000001,0.193517769,0.1496379561
ERX2339162,0.5962693450000001,-0.193517769,-0.1496379561
ERX2339163,-2.5095321763,-3.3325208638,-2.5494988608
ERX2339164,-3.4673498542,-3.8238119377,-4.1695756075
ERX2339165,-1.1215849779,-5.2985455137,-1.8114429996
ERX2339166,-4.8013244362,-6.9234718296,-3.14768472
ERX2339167,-5.0484740956,-5.3925072407,-3.4358383032
ERX2339168,0.1345680391,0.5612594493,0.3170820931
ERX2339169,0.10912795730000001,-0.23650497550000002,-0.24595358380000001
ERX2339170,-2.8576458473,-3.1703876002999998,-2.9983276947
ERX2339171,-3.3380873037,-3.8746066115,-4.2987460802
SRX7656012,-1.7872248735,-0.0202761141,-0.5194308236
SRX7656013,-0.1499865119,0.10784881410000001,-0.2170965282
SRX7656014,-0.19738035080000002,0.15983838350000001,-0.2452943981
SRX7656015,0.7463903208,0.8987912188,0.0166384526
SRX7656016,-0.8366584956,-0.4357349955,-0.8737705518000001
SRX7656017,-1.0342393181,-0.2159465126,-0.7937288286
SRX7656018,-1.5013044969,-0.3974817708,-0.8638154314000001
SRX7656019,0.4159265368,0.5458540365,-0.1245993467
SRX7656020,-0.8778434016000001,-0.4317192804,-0.9224730225000001
SRX7656021,-1.3843397648,-0.6437966961,-1.1089738872
SRX7656022,-0.35714865900000003,-0.0959026131,-0.4086289402
SRX7656023,-1.2191835655,-0.4802256097,-0.8357225768000001
SRX7656024,-0.12962608450000002,0.4566387799,-0.47560958670000003
SRX7656025,-0.9553844875,-0.0758392682,-0.5554712736
SRX7656026,-1.2007951356,-0.0977250534,-0.4017761842
SRX7656027,-0.3446125607,0.2694050282,-0.1721518945
SRX7656028,-1.4187626509,0.0082627692,-0.0009759359
SRX7656029,0.0952954408,0.0920059428,-0.11124440860000001
SRX7656030,-0.589271728,0.17882379210000002,-0.5487614063
SRX7656031,0.0345865791,0.1388846765,-0.4856570921
SRX7656032,0.045856177000000005,0.1451338042,-0.2748969878
SRX7656033,-0.3762728486,0.15108229750000002,-0.16620839010000002
SRX7656034,-0.7067922394,-0.2966275476,-0.6732255145
SRX7656035,-1.6570057921,0.0642477132,-0.6778706651
SRX7656036,0.1349462793,0.3863898678,-0.030537931
SRX7656037,-0.6479452763,0.41550678020000004,-0.2406928878
SRX7656038,-0.2142730531,0.1952201557,-0.10876695530000001
SRX7656039,0.3812012596,-0.1040567213,0.0145054576
SRX7656040,0.4844904941,0.1625145715,0.1030018974
SRX7656041,-0.8656917537000001,-0.0584578502,-0.1175073549
SRX7656042,-0.9601005763,-0.35616576580000003,-0.116924842
SRX7656043,-1.2442345686,-0.778606365,-0.2372931564
SRX7656044,-0.0192781876,0.0355831369,-0.09881572
SRX7656045,-0.5481458075,-0.5783428704,-0.3920166426
SRX7656046,-0.3749957031,-0.24676397560000002,-0.18148850960000001
SRX7656047,-0.31225077300000004,-0.3170087895,-0.2573748779
SRX7656048,-0.8547466514000001,-0.6014635005,-0.2964573028
SRX7656049,-0.49637818100000003,-0.38516575000000003,-0.21358582480000002
SRX7656050,-1.0316508663,-0.0035000072,0.0925404542
SRX7656051,-0.6138574923,-1.1282649124,-0.6926911490000001
SRX7656052,-1.051944161,-1.2106518368,-1.0218788235
SRX7656053,-1.491532439,-1.0899709735,-0.8018629968000001
SRX7656054,0.028457978800000002,0.4108498801,-0.1648968788
SRX7656055,-0.96609181,0.5395904363,0.022926745000000002
SRX7656056,-0.0890370278,0.6347137882,-0.0813564016
SRX7656057,-0.20246424470000002,0.08120149160000001,-0.3457497093
SRX7656058,0.35331951980000004,0.6093116431000001,0.10036502300000001
SRX7656059,-0.54258294,0.5735651093,-0.23255339700000002
SRX7656060,-0.2788278321,0.4649773048,-0.2553274052
SRX7656061,-0.3000454308,0.3805577907,-0.0746274601
SRX7656062,0.38492671900000003,0.47771457900000003,-0.0624952514
SRX7656063,-1.9156453677,-0.2515291566,-1.1584013196
SRX7656064,-1.5132825541,-0.5743731075,-0.8351860632
SRX7656065,-1.8513506450000001,-0.33178235910000003,-0.9211089277000001
SRX7656066,0.6361309074,1.4341059075,0.8901899400000001
SRX7656067,1.0403449576,1.5357507345,0.8961513147
SRX7656068,1.83710244,1.3929816458,0.8079131209
SRX7656069,0.8865843338,1.3301823828,0.8174765726000001
SRX7656070,0.1669723368,1.3995103405,0.8576211949
SRX7656071,-0.9506225700000001,1.2921800499,0.8292352460000001
SRX7656072,0.8569022037,1.2168333073,1.0276079849
SRX7656073,0.5481274255,1.2880589316,0.9175603830000001
SRX7656074,-0.8940330857000001,1.2698511168,0.9577204363
SRX7656075,-1.6780313934,-0.7387475968,-1.3427796347
SRX7656076,-2.2327062578,-0.5478335032,-1.2339595488
SRX7656077,-2.1507494969,-0.6409536489000001,-0.8650912779000001
SRX7656078,-2.3933505924,-1.3401473326,-0.5522263813
SRX7656079,-1.6395282232000001,-1.2768092093,-0.6715703767
SRX7656080,-2.1871421247,-1.493512547,-0.3221337383
SRX7656081,-1.906068552,-1.598668753,-0.3994060794
SRX7656082,-3.0557708603,-1.8094268685000001,-0.676659298
SRX7656083,-1.5530117323,-1.2647956516,-0.5828460461
SRX7656084,-2.1945803533,-1.5140052375000002,-0.5036773938
SRX7656085,-1.8027685547,-1.7472288114,-0.5589073683
SRX7656086,-3.4043973032,-0.837661828,-0.3693471051
SRX7656087,-2.0525719025,-1.5635807179999999,-1.2974422622000001
SRX7656088,-2.418303695,-1.9237319952,-1.1334106049
SRX7656089,-1.8037004304000002,-2.3504059233,-1.2863056899
SRX7656090,-0.7745540393,0.0667354518,-0.0911432638
SRX7656091,-0.4742605103,0.175982571,0.12364531670000001
SRX7656092,-0.0165746185,-0.1126357986,-0.1935194194
SRX7656093,0.044919636400000004,0.0582229691,0.0080183163
SRX7656094,-1.3146841844,-0.0238635633,0.2502264432
SRX7656095,-0.2066950733,-0.0343952229,0.0618787946
SRX7656096,0.9306099048,0.2999806845,-0.0491311029
SRX7656097,-0.4521173324,0.2753407855,-0.0767444617
SRX7656098,0.25795672000000003,0.2394619584,-0.296511631
SRX7656099,-0.9523119928,-0.2111408458,-0.9016321511000001
SRX7656100,-1.4821724331000001,-0.42618817130000003,-1.1961070616
SRX7656101,-1.4137903669,-0.515127722,-1.1714157137
SRX7656102,-0.7811896189,-0.14868969140000002,-0.44380939550000004
SRX7656103,0.4210003131,0.2056931672,-0.016073193
SRX7656104,-0.5789699842,-0.09227447970000001,-0.6763476095000001
SRX7656105,-0.8416220366,-0.34895727870000004,-1.2267299181
SRX7656106,-0.5612994926,-0.3091282027,-1.106558875
SRX7656107,-0.2261173262,-0.49412846,-1.1628826446
SRX7656108,-2.3162635721,-0.12539666400000002,-0.4932865093
SRX7656109,-1.4013500721,0.27278176390000003,0.1671980807
SRX7656110,-0.8719428779,-0.025903222,-0.2330775471
SRX7656111,-0.4787543629,0.6374891432,0.2142433555
SRX7656112,-0.1998852307,0.6786886995,0.42006232720000003
SRX7656113,-1.4116903599000001,0.1709408672,-0.13505157310000002
SRX7656114,-1.3692444783,-0.39247019250000004,-0.2481006463
SRX7656115,0.31730506140000003,0.3458341683,0.1966122465
SRX7656116,-2.3365505722,-0.5239532841,-0.8498914408
SRX7656117,-1.7583021276,-0.6471259595000001,-1.4198783320000001
SRX7656118,-2.6301676716999998,-0.166168271,-0.7171453217
SRX7656119,-1.5255127571,-0.2825234551,-0.46023287030000004
SRX7656120,0.5725009341,0.2367590114,-0.0153152945
SRX7656121,0.8544406999999999,0.21561372,-0.0162305326
SRX7656122,0.1377737168,0.2298556212,0.08059132270000001
SRX7656123,-1.1834915323,0.0448518773,-0.2025320388
SRX7656124,-0.7853652426000001,-0.0325469933,-0.2452689137
SRX7656125,-0.19344967170000002,0.0661507256,-0.2836682236
SRX7656126,-0.7705963045,0.1943626411,-0.2119005527
SRX7656127,0.0112198602,0.0750384193,0.0333695909
SRX7656128,-0.7330817431000001,-0.060012038000000004,-0.1287859289
SRX7656129,-0.7431131304,-0.5188013556000001,-1.1204875252
SRX7656130,-1.176514404,-0.32646771280000003,-0.7852205343
SRX7656131,-1.0319902271,-0.40190017720000004,-0.9670174074000001
SRX7656132,-1.7557933255,-0.307204282,-1.0754825697000001
SRX7656133,-1.7433358244,-0.2657366003,-0.778550626
SRX7656134,-0.8826975596000001,-0.3032040562,-0.872782605
SRX7656135,-2.1553942961,-1.2786123592,-2.1984065837
SRX7656136,-0.2479009408,-0.0967465924,-0.0921267456
SRX7656137,-1.3548211944,-0.38263008470000004,-0.2452153367
SRX7656138,-0.6696837372000001,-0.2843030995,-0.5221009263
SRX7656139,-0.0448953875,-0.24254782500000002,-0.4567021741
SRX7656140,0.1424676576,-0.44988078680000004,-0.5414289123
SRX7656141,-1.1469322399,-0.6133569308,-0.2398306198
SRX7656142,-1.0697842495,-0.5147809682,-0.3683389414
SRX7656143,0.0044886417000000005,-0.5052944575,-0.200426936
SRX7656144,-1.4004780051,-0.41884412130000004,-0.5828744786
SRX7656145,-1.2792380928,-0.4140686883,-0.6193755388000001
SRX7656146,-1.0000119834,-0.1294282216,-0.9476018088
SRX5388319,-0.5701539494,-0.35867982660000003,-0.808787967
SRX5388320,-0.19628243410000001,-0.1504624483,-0.5151860949
SRX5388321,0.7664363835,0.5091422749,1.3239740619
SRX5388322,-0.1676323947,-0.33070835,-0.6625006408
SRX5388323,0.456897103,-0.221262011,-0.0013113080000000002
SRX5388324,0.6663121419,0.203489784,1.3258003861
SRX5388325,-0.15012799740000002,-0.3055247873,-0.6851707287000001
SRX5388326,1.3290164522,0.3641391204,0.4377329814
SRX5388327,1.1210336279,0.5185694839,1.4802837509
SRX8708326,2.829478794,2.17007119,2.0504752232
SRX8708328,-0.5059712851,-0.2509958413,-0.3960760002
SRX8708335,0.4030372244,-0.013545230200000001,-0.158451222
SRX8708336,0.1695902337,0.2543921532,0.2164153252
SRX8708337,-0.066656173,0.0101489183,0.3381118971
SRX8708338,0.1670602068,1.1376059687,-0.2748195044
SRX8708339,0.0245958121,0.9747878914,-0.7681360535
SRX8708340,0.5739660798,1.0745679475,-0.1990451291
SRX8708365,1.5322390279,2.0068409048,0.5505691548
SRX8708366,1.515810364,2.0652724724000002,0.7209600243000001
SRX8708368,1.4819853838000001,1.9732938626,0.7539015943
SRX8708369,0.7641869652000001,0.3118377814,0.39696551100000005
SRX8708370,0.7868602955,0.5972080786,0.5820604573
SRX8708371,1.1804552328,0.4312517803,0.9808642114
SRX4166001,0.19821007000000002,0.0203193352,0.059874608100000004
SRX4166002,-0.5485648098,-0.4103006185,-0.49916235130000003
SRX4166003,0.35035473980000004,0.38998128330000004,0.4392877432
SRX4166004,1.4014824197,1.3522775831,1.3596321859
SRX4166005,0.7875687916,1.1326329177,1.3725475739
SRX4166006,0.9074947724,0.9864798669,1.2519500564000001
SRX4166007,0.3455940615,0.2105804385,0.0745592929
SRX4166008,0.6552048070000001,0.6599275011,0.6534771265
SRX4166009,0.2653147151,0.3031636582,0.29351478610000004
SRX4166010,-0.8244567499000001,0.3767532249,0.5569534234
SRX4166011,0.18850970520000002,0.6033670781,0.6181818207
SRX4166012,-0.4418324669,0.39401253340000003,0.6005524104000001
SRX5000481,-0.0200335824,-0.11101948800000001,-0.4553408957
SRX5000482,0.1078694174,-0.0633526264,-0.2823275461
SRX5000483,2.3075115157,1.4467587995,0.1574817004
SRX5000484,2.5820319242,1.0234600467,-0.3062164891
SRX5000485,2.2824358509,1.3776464432,0.2613971606
SRX5000486,2.6620750974,1.2069392589,0.13288544730000001
SRX5000487,2.2774337302,0.8529018996000001,-0.0491947567
SRX5000488,1.5576504064,0.7703110106000001,-0.25100937630000003
SRX5000489,2.5368673544,0.9205857888000001,-0.0839417298
SRX5000490,2.2385343609,1.0683276294,-0.2274791254
SRX5000491,2.0226565767,0.7772962253,-0.24578376870000002
SRX5000492,2.4847280405,3.0415496214,2.7062778225
SRX5000493,1.5828266395,1.9500928082,1.7372160011000002
SRX5000494,1.2289512465,1.8574384547,1.6629535055
SRX5000495,2.0545702224,2.8780124887,2.4883228842
SRX5000496,2.3496113345,2.9665771970000003,2.6148482966
SRX5000497,0.28569345360000004,0.1442597689,0.028458647700000003
SRX5000498,-0.2002701037,-0.0186870359,-0.0095924621
SRX5000499,1.2310115987,2.0439870125,1.6957574172
SRX5000500,-0.0854233499,-0.12557273300000002,-0.0188661855
SRX5000501,2.0197476567,0.5200476257000001,-0.2414420801
SRX5000502,2.0005093247,0.8075528698000001,-0.2163881326
SRX5000503,1.8925859338,0.6645127369,-0.1400461099
SRX5000504,0.3636336166,-0.21377851280000001,-0.3665758333
SRX5000505,-0.031027199800000002,-0.1956667582,-0.3526445285
SRX5000506,0.34873432530000004,0.0206001517,-0.22147251540000001
SRX5000507,2.2209758675,0.9656435172000001,-0.0997582904
SRX5000508,0.3845352562,0.27088695150000003,-0.0855187511
SRX5000509,0.0925010513,-0.2950332392,-0.3541305314
SRX5000510,-0.0735619274,-0.1923297028,-0.1326742236
SRX5000511,0.3824671519,0.0128225466,-0.43957702
SRX5000512,1.9078784701,0.7992688131,-0.5145726919
SRX5000513,2.5767460201,0.9270306274000001,-0.2411368176
SRX5000514,2.3181765269,0.8445542081,-0.4656030806
SRX5000515,2.1416524107,0.5964809338,-0.13911353840000001
SRX5000516,1.9403562517,0.8424662499000001,-0.43096163660000003
SRX4124772,0.0722112424,-0.43523620760000004,-0.8274330336
SRX4124773,-0.3180347123,-0.2606331029,-0.38797266
SRX4124774,-0.1860244633,0.3178311126,0.23187744910000002
SRX4124775,0.1860244633,-0.3178311126,-0.23187744910000002
SRX5323946,0.2078709642,0.1263681961,0.2548088419
SRX5323947,-0.2078709642,-0.1263681961,-0.2548088419
SRX5323948,0.45501301320000004,0.4426958151,0.6963094857000001
SRX5323949,0.0051751508,-0.0706576802,-0.1219142549
SRX5323950,0.8686370304000001,0.4667025502,0.5485458619
SRX5323951,0.4900004955,0.12129012330000001,0.1696523824
SRX5323952,0.1889112731,-0.07892398610000001,0.16642317980000002
SRX5323953,-0.1037919164,-0.5108710547,-0.1629295183
SRX5323954,0.4332526406,0.09650062720000001,0.2407412183
SRX5323955,0.931220099,0.49030818670000004,0.5075470914
DRX093856,0.7023424848,0.10864717680000001,0.0883623104
DRX093857,3.4020910167,3.8054448885000003,3.4109216782000003
DRX093858,3.4531476078,3.8664937615,3.5060673737
DRX093859,4.2898265516,3.4291631883,2.6544048241000002
DRX093860,2.3486015305,1.086743048,0.9251817615000001
DRX093861,-0.1960433869,-0.0962857872,-0.1468155013
DRX093862,3.4212214598,3.8000320919,3.5530901362
DRX093863,3.558133578,4.055076337,3.9441858137
DRX093864,4.2271365275,3.4780651246,2.9264090054
DRX093865,1.8705182582000002,0.2357489422,-0.0387163136
DRX093866,-0.5062990979,-0.0123613896,0.0584531909
DRX093867,3.8319456177999998,3.9035421899,3.7379306037999998
DRX093868,3.6578795992,3.7429586166,3.6676838812
DRX093869,3.681167271,2.7503853882,2.0194740139
DRX093870,2.6209078307,0.6622986399,0.3222694123
SRX6366242,0.7111739707,0.2133737007,0.47219173670000003
SRX6366243,0.2073136724,0.1246704706,0.1358013078
SRX6366244,0.0254541559,-0.9994691409,1.3000504781
SRX6366245,-0.2601445173,-0.0243594973,0.2091982376
SRX6366246,0.8875237582000001,-0.1446060593,0.1947944375
SRX6366247,0.6183127780000001,-0.48737434830000004,1.6196864745
SRX6366248,-0.4138154571,-0.1817704944,-0.1906192756
SRX6366249,-0.1181955254,-0.1046700011,0.0220056713
SRX6366250,0.24543839250000002,0.0149221768,0.11135133820000001
SRX6366251,0.9493476126,-0.1040988082,0.2351279511
SRX6366252,0.9117781297,0.0051418427000000004,-0.036776137300000004
SRX6366253,-0.9117781297,-0.0051418427000000004,0.036776137300000004
SRX254739,-0.4302393291,-1.9711942345,-3.1821150713
SRX254740,-0.1348896527,-1.8498289459000001,-2.9111079054
SRX254741,-0.23095556800000003,-1.6872727949000002,-2.8804558242000002
SRX254742,0.4469086245,-1.6143796257,-2.9267383072
SRX254743,-0.1228054492,-1.7541573316,-3.1122170695
SRX254744,-0.2045773001,-1.733162439,-2.9291403546
SRX254745,-0.1503584786,-2.9150803261,-3.1112788935
SRX254746,0.3832782135,-2.655598932,-2.9883485536
SRX254747,-0.4155723261,-2.6768608488,-3.3292582215
SRX254748,0.5537076927,-1.2976971391,-2.4960100343000002
SRX254749,0.8547111484000001,-1.7175035821,-2.7511549018
SRX254750,0.42262503970000004,-1.8077663123,-3.1375511442
SRX254751,2.0376968238,-0.4057872292,-1.5208584311000002
SRX254752,2.4585380927,0.44311580980000004,-0.9164042507
SRX254753,1.5365855013,-0.3337055553,-1.6047694549
SRX254754,4.9556081256,1.3536280183,0.9617112312
SRX254755,4.9308228534000005,0.8140822393,0.6156523993
SRX254756,4.4713831195000004,0.5239099204000001,0.5306498601
SRX254757,0.3745190446,-3.0093442394,-3.2764770963
SRX254758,-0.4314513486,-3.3356624443,-3.1862304414000002
SRX254759,-0.46726199890000003,-3.3656819716,-2.8067588003
SRX254760,1.0791608821,-0.7475664829,-1.8110310584
SRX254761,1.7201169671,-0.6875997284,-1.8373412306999999
SRX254762,1.8162311635,-0.4455833166,-1.4249210943000001
SRX254763,3.6455138418,0.7649025646000001,-0.0091102584
SRX254764,3.0525377999,-0.5093358305,-0.42821546520000003
SRX254765,2.8927158408,-0.6003621294,-0.6718912354000001
SRX254766,0.298456341,-2.5378751317,-2.7946907114
SRX254767,-0.1094795389,-2.8911454301,-2.8778798714000002
SRX254768,-0.3945404907,-3.3585942743,-2.9022865102
SRX254772,2.5537469768000003,1.8227514429,1.9151127979
SRX254773,2.9602530966,2.4192317313,1.9779941424
SRX254774,3.9054295102000003,2.5019489639,2.402553543
SRX254775,0.06383783,0.22971133640000002,0.3863413384
SRX254776,1.9953814442,-0.0805597235,0.250072493
SRX254777,-1.0393239858,0.5673566656,0.40559579360000003
SRX254778,1.2361731108,2.2240129683,2.0240753833
SRX254779,2.428603348,2.2180134959,1.8279815192000002
SRX254780,3.0484085373,2.3457030147999998,2.2072688988
SRX254781,-0.1238668489,1.9101818993,1.7242407162000002
SRX254782,0.8278779298000001,2.2355092814,2.1872656884
SRX254783,-0.3256148504,1.5699282084,1.4372048972
SRX254784,-0.8692388964000001,0.9156907318,0.6158064089
SRX254785,-0.0909822649,0.7990835502,0.7111500902
SRX254786,-0.23250666900000003,0.6407128866,0.8571796671
SRX7136401,0.6107544789,0.10808801800000001,0.2890885278
SRX7136403,-0.22555824670000002,0.1671559021,0.018824394
SRX7136405,-3.2775696978,-1.9530334146000001,-2.7122564935
SRX7136407,-3.623882585,-1.6391511884,-2.8918834689
SRX7136409,-4.8319460483,-2.4188711665,-2.8863914361000003
SRX7136411,-0.3851962322,-0.2752439201,-0.3079129218
SRX3754949,0.1301001837,0.0130469008,0.0447681752
SRX3754950,-0.023528048000000003,-0.0229068059,-0.0903820597
SRX3754951,-0.1065721356,0.0098599051,0.0456138845
SRX3754952,-0.0573428474,-0.3046073171,-0.1758144879
SRX3754953,-0.2147351525,-0.2143423093,-0.1026387082
SRX3754954,-0.0975461571,-0.23778268,-0.019229357500000002
SRX3754955,-5.2931552465,-3.0968491257,-4.4518875416
SRX3754956,-5.4930120304,-3.1577553311,-4.4353848098
SRX3754957,-5.5264815147,-3.14272439,-4.2885363641
SRX3754966,0.2482466254,0.3110761976,0.16797717040000001
SRX3754967,0.1120315813,0.1725312555,0.0408598514
SRX3754969,0.4949041243,0.4456657075,0.28943333450000003
SRX1424798,0.2769971028,0.2804757484,0.3198346996
SRX1424799,-0.2769971028,-0.2804757484,-0.3198346996
SRX1424800,-0.1749432114,-0.0252825677,-0.0122828237
SRX1424801,0.099063122,-0.017195269000000003,0.0471109349
SRX1424802,-0.3486981366,0.1868220789,0.19930965380000001
SRX1424803,-0.6437492854,-0.1997656571,-0.2103111839
SRX1424804,-0.6863053609,0.560039387,1.2642724296
SRX1424805,-1.8119340644,-0.0429527782,0.2961243199
SRX1424806,-1.6183827992,-1.2300794526,-1.6979294632
SRX1424807,-0.8258402486,-1.1768634133,-1.6241816627999999
SRX1424808,1.8921509311,1.452593145,1.0199682261
SRX1424809,1.6738756242,1.3377584362000001,0.9836957705
SRX1424816,0.1783109557,-0.10777657580000001,0.0808457276
SRX1424817,0.2970995744,0.038709559500000004,0.1095107822
SRX1424818,-0.7184580776,-0.6288481029,0.40317288700000004
SRX1424819,0.0367013957,-0.13125836500000002,0.782653924
SRX1424824,0.4320075132,0.7974742547,1.9551718138
SRX1424825,0.4063277596,0.6669748678,1.9521740967
SRX1424826,-4.0767932864,-1.8895039921999999,-1.979287832
SRX1424827,-4.4773642056,-2.1470113095,-2.2630075716
SRX1424828,-0.9891137751,-0.8412170617,1.1691842521
SRX1424829,-0.7197558509,-0.5983587635000001,1.1888710022
SRX1424830,-0.9687689362,-0.9450844875000001,0.8287076098
SRX1424831,-1.3285107896000001,-1.0608397853,0.6359436768
SRX1424834,0.0308754161,1.1982613839,2.014589074
SRX1424835,-0.1116542854,1.1887899492,2.1038323017
SRX1424840,-1.0103297596,-1.7943322314999999,-0.0083336593
SRX1424841,-0.32560999890000003,-1.0812442747,0.42706733700000005
SRX1424842,-1.6629213850000002,-2.1953070444,-0.0535170343
SRX1424843,-1.0517468551,-1.796812142,0.3713898928
SRX1424844,-3.3407883228,-2.5274985698,-0.2180245829
SRX1424845,-3.4703562465,-2.8603151549,-0.5562742009
SRX1424846,-4.3529751286,-4.5589676015,-2.6226989689
SRX1424847,-4.3923880864000004,-3.8109386670000003,-2.6578568476
SRX5060277,0.1724727815,0.7639736752,0.8146546104
SRX5060279,6.846405028,5.1529434671,6.2688312329
SRX5060281,-0.1724727815,-0.7639736752,-0.8146546104
SRX5060283,6.6991955931,4.8275170553999995,6.3348834177
SRX5936089,0.28597891270000003,0.0980005401,-0.0141660337
SRX5936090,0.2662788619,0.21194073100000002,0.057938521400000005
SRX5936091,0.5957484731,0.3407340965,0.1336874892
SRX5936092,-1.1480062477,-0.6506753676,-0.1774599768
SRX5936093,-0.7649177938,-0.6917975004,-0.3768291774
SRX5936094,-0.8536426304,-1.0189658048,-1.2697756094
SRX5936095,-0.4406648299,0.6505152345,-0.1093371367
SRX5936096,-0.2312991473,0.5154163522,-0.1600732677
SRX5936097,1.6851607559000001,1.6976406747000001,1.2791615227
SRX5936098,1.9096528798999999,1.7676679675,1.4004035787
SRX5936099,3.0937496576,2.0085665864,1.5520204954999999
SRX5936100,2.8398200113,1.7200804171000001,1.4502922181
SRX5936101,3.3836114952000003,2.0701444192,1.8835512965
SRX5936102,2.0149345367000002,1.6430991415,1.2617110532
SRX5936103,3.0937099754,2.1928936814,2.0528142436
SRX5936104,2.9133792801,1.9159131428,1.9705603638
SRX5936105,2.2978372569,1.770093892,1.6924928534
SRX5936106,2.3424368497,1.7324560529,1.6965576859
SRX5936107,2.2638125044,1.6950844232,1.6365253933
SRX5936108,2.0740301248,1.4814306368,1.4630928563
SRX5936109,1.171951353,1.5005155062000002,1.4956871010000001
SRX5936110,1.0219669611,1.2645869171,1.18377112
SRX5936111,0.8343070556000001,0.9945777891,0.9545248551000001
SRX5936112,-0.29964610080000004,0.4481672296,0.2489043416
SRX5936113,-0.8742771033000001,0.1695580009,-0.1221215856
SRX5936114,-1.2284009094,0.0646917781,-0.0254819789
SRX5936115,-0.2798414071,0.2723984021,0.3592827998
SRX5936116,-0.2462946305,0.2549764693,0.4451543464
SRX5936118,-1.0926880122,-0.292146524,-0.1116138138
SRX5936119,-1.7123181724,-0.9282364269000001,-0.7565502876
SRX5936121,-1.703574905,-1.782312514,-1.077710551
SRX5936122,-2.024690415,-1.852550918,-1.1693134136
SRX5936123,-1.7039265393,-1.4265759763,-0.4960377727
SRX5936124,-1.9058408644,-1.5238832747000002,-0.6750484675
SRX5936125,-2.7532898543,-2.3426317661000002,-1.0976964481
SRX5936126,-2.3734404005,-2.64701616,-1.1694402189
SRX5936128,-4.1682062328,-3.550419735,-2.3136170852
SRX5936129,-4.339696235,-3.6792050325,-2.4144306358
SRX5936130,-5.5671265018,-5.7582809939,-4.3063688316
SRX5936131,-5.0064011081,-5.0434254726,-3.5700057884
SRX5936132,-5.0716830932,-4.7141195495,-2.9713995225
SRX5936133,-5.949527437,-5.3809307535,-3.9112244423
SRX5936134,-3.5966717787,-3.5135098205,-2.0691765205
SRX5936135,-3.6701984218,-3.3087542813,-2.1657275078
SRX5936137,-2.8762767621,-3.0602542354,-1.6740943108000002
