,A,MetR,MetJ
SRX3648456,-1.5231339638999999,1.1457008381,-0.078645169
SRX3648457,0.5626528777,-0.1629015103,-0.1686297688
SRX3648458,-0.2574450891,-0.0177952086,0.0385221231
SRX3648459,-0.1836405519,-0.2220841301,-0.3413651197
SRX3648460,1.866567763,-0.8731938678000001,-0.1141535412
SRX3648461,0.5384930840000001,-0.3581621488,0.0493262103
SRX3648462,0.3427091867,-0.8296666776,-0.0006240291
SRX3648463,1.04942666,-0.053438446,0.1131140025
SRX3648464,-0.1356734102,0.3219482477,0.0185234837
SRX3648465,-0.37131874270000004,-0.17426555840000002,-0.1198223001
SRX3648466,1.3718197044,-0.1753929561,-0.1464112485
SRX3648467,0.6878202919,-0.3963755566,0.0229905956
SRX3648468,-0.7360437470000001,0.0415734814,0.0388641278
SRX3648469,1.8112059049,-0.8461711421,-1.6919494261999999
SRX3648470,1.2306775093,-0.5436351918,-1.7933226209000002
SRX3648471,0.6352638966,-0.260292069,-1.8154119779000002
SRX3648472,0.5756123421,-0.7408313485,-0.5223742469
SRX3648473,0.5862373912000001,-0.2571279825,-0.7324543241
SRX3648475,1.6062869529000001,-0.7016366066,-0.043325567700000005
SRX3648476,0.3414845818,-0.5408138489000001,0.245873307
SRX3648477,0.46988155070000004,-0.4251949887,0.062429816900000004
SRX3648478,0.8835783098000001,-0.3427749081,-0.3263559978
SRX3648479,0.49014491930000004,-0.2233120319,-0.2254915629
SRX3648480,-0.0318193268,0.0175946795,-0.2289038545
SRX3648481,1.0119706498,-0.805552801,-0.24064389560000002
SRX3648482,1.1194524308,-0.9340398869000001,-0.1472895709
SRX3648483,1.2524582961,-0.2258245859,-0.2375324442
SRX1429221,0.2954767424,-0.2525230825,-0.1204631909
SRX1429222,-0.27407302980000003,-0.11751488380000001,-0.0288857722
SRX1429223,-0.0214037125,0.3700379663,0.1493489631
SRX1429224,1.3051043924,-0.4920132963,0.0290298131
SRX1429225,0.9460160723000001,-0.4055783904,-0.2422324817
SRX1429226,1.2542986873,-0.2621949959,-0.1908758548
SRX1429227,2.0421612465,-0.4011097027,0.163114546
SRX1429228,1.8342063746,-0.058566478000000005,-0.09055821430000001
SRX1429229,1.2513318829,-0.42836963380000004,0.3330544152
SRX1429230,1.5287335644,0.046412439,0.5677716665
SRX1429231,1.3366184329,0.5140755087000001,0.6111766809
SRX1429232,1.5762976298,0.1374390849,0.40382303880000003
SRX1429233,1.6878840275,0.5590489542,0.4167969186
SRX1429234,1.9206582845,0.561619066,0.43706119060000004
SRX1429235,2.4376128412,0.6072197778,0.29411868210000003
SRX1429236,2.6443185299,0.5932088485,0.5008017472
SRX1429237,1.7110586628000002,0.5515652884000001,0.5045790803
SRX1429238,1.4660049463,0.6601860683,0.7053339501
SRX1429239,1.2455544999,0.8038290288000001,0.5704313439
SRX1429240,1.2457817515,0.5169540891000001,1.1145308585
SRX1429241,1.1093332616,0.47326948760000004,0.8363799377000001
SRX1429242,1.4401634577,1.1266016928,1.059624577
SRX1429243,1.4182491987999999,0.6335767795,0.9667276745000001
SRX1429244,1.5266330348000001,0.8135228694000001,0.7569382882
ERX2339161,-0.1945797445,0.1864721027,0.008327352
ERX2339162,0.1945797445,-0.1864721027,-0.008327352
ERX2339163,8.2487560286,2.8118849414,1.1170022209
ERX2339164,8.3805978446,2.4880723135,2.4324110339000002
ERX2339165,2.3760557276,6.4408213896,2.6128163212
ERX2339166,-1.9956620079,8.2756495551,5.8603107211
ERX2339167,-2.5320622814,7.5105992895,4.4696344605
ERX2339168,0.1794677567,-0.5372937604,0.14525076250000002
ERX2339169,0.9188965044,-0.1480401361,0.007379880300000001
ERX2339170,7.8923733789,2.5817174344,1.1576935233
ERX2339171,8.4136189997,1.9831216319,2.2080954434
SRX7656012,-0.8412228326000001,0.8319180479,-0.2441645328
SRX7656013,0.016899125600000002,-0.0687878246,-0.26497994410000003
SRX7656014,0.764357081,-0.3938024391,-0.4144830111
SRX7656015,-1.4235432015,1.7694028233,0.0690724936
SRX7656016,-2.2889105341000002,-0.28269896710000003,-0.9544569872
SRX7656017,-2.3750898513,0.0670502217,-0.5816838103
SRX7656018,-1.9394023683000001,-0.0542000865,-0.8118124098
SRX7656019,-1.9898746611,1.8575963479,-0.1469255263
SRX7656020,-1.7097788998999999,0.2747410798,-0.48931836830000003
SRX7656021,-2.2233557198,-0.22764620160000001,-0.8530105158
SRX7656022,-2.2185554204,0.19419158520000002,-1.063747245
SRX7656023,-2.0933045131,-0.1747187467,-0.5352475987
SRX7656024,-4.2089186333,1.6676992863,-0.5247193405
SRX7656025,-5.1026793794,0.1959868395,-1.0764784388
SRX7656026,-5.7212891034,1.271884117,-0.5834164012
SRX7656027,0.3508867455,0.2848084012,-0.0127942972
SRX7656028,0.6852604412000001,0.6226901785,-0.2066631227
SRX7656029,0.7938217792000001,0.6786864654,0.1616666165
SRX7656030,0.3558756468,1.3505403799,-0.1258482076
SRX7656031,-0.06650092020000001,0.5774001562000001,-0.2358849945
SRX7656032,0.02222215,0.0587972769,-0.41503257990000003
SRX7656033,0.4048696666,0.1668728136,-0.2610256593
SRX7656034,0.0922440253,0.1527852508,-0.29590197230000004
SRX7656035,0.1485393464,1.1470121082,0.00626548
SRX7656036,0.8082899295,0.39763020330000004,-0.1980961674
SRX7656037,-0.0706190804,0.5428210797,-0.0963380139
SRX7656038,0.0751384623,0.48491729780000004,0.044986011400000005
SRX7656039,0.1010516384,-0.0830253075,0.26523622820000003
SRX7656040,0.24093075960000002,-0.0338303707,-0.3297361736
SRX7656041,-0.341982398,0.11685567820000001,0.06449994540000001
SRX7656042,-1.7218929298,0.8569003477,0.44389368440000004
SRX7656043,-1.9230791544999999,0.9701407813,0.38547016310000004
SRX7656044,-0.8564220057,1.0946493755,0.6170896562
SRX7656045,-2.1887397999,1.1427343187,0.5409903736
SRX7656046,-1.7211548273,1.1404052658000001,0.4813273266
SRX7656047,-2.326749942,0.9146872872,0.325117806
SRX7656048,-2.2448528995,0.752466238,0.4220253741
SRX7656049,-1.545990138,1.2088443138,0.5777995306
SRX7656050,-0.8953047399,1.0063330311,0.4614212743
SRX7656051,-3.2447347853,0.7028281234,0.1428730533
SRX7656052,-4.3181653048,0.48968037600000003,0.1999064666
SRX7656053,-2.9054917028,0.4994629607,0.3125811707
SRX7656054,0.6628398802000001,0.4656746403,-0.5207076479
SRX7656055,0.12349316830000001,0.6883651213,-0.17532768040000002
SRX7656056,0.6198986368,0.5511219045,-0.2342751662
SRX7656057,0.46458086340000004,0.6730300223,-0.4188954534
SRX7656058,0.7136727351000001,0.3737763223,-0.4707568346
SRX7656059,0.28231212580000004,0.9405250088,-0.3537343459
SRX7656060,0.9676268813000001,0.730910425,-0.38075203630000004
SRX7656061,0.7168371276000001,0.4346648859,-0.5199210918
SRX7656062,0.4036968113,0.7525910714,-0.2807447159
SRX7656063,-3.8874166426,0.116163341,-1.2846878649
SRX7656064,-4.5219344189,0.1275413383,-1.1746293658
SRX7656065,-4.6688464337,0.045329182100000004,-1.2196687952
SRX7656066,0.9742997207,0.9211307962,1.0433525291
SRX7656067,0.7595118297,0.7788662474,0.9914470262
SRX7656068,1.29103974,0.6982864294000001,0.9411907458000001
SRX7656069,1.0396213824,0.9139734138000001,1.0125551361
SRX7656070,1.0343892389,0.8426807964,0.9179946026
SRX7656071,0.5926712713,0.8654470413,1.0418888125
SRX7656072,1.4680573922,0.8082250977000001,1.1016622587
SRX7656073,1.7993622017000002,0.5639330713,1.1129355208
SRX7656074,1.2803486242,0.7406785366,1.0822308649
SRX7656075,-4.759278153,-0.6980785876000001,-1.0904498814
SRX7656076,-5.2834733031,-0.7003129585,-0.7129325622
SRX7656077,-5.1113537133,-0.7130618315,-0.8757453995000001
SRX7656078,-3.9473468094,1.0633849007,0.09234844290000001
SRX7656079,-4.9229935852,1.2301742221,0.1240807995
SRX7656080,-5.1458316025,1.0684305729,0.025926392700000002
SRX7656081,-4.0342195231,1.2642118226,0.3126316944
SRX7656082,-5.2061959443,1.2188712946,0.1320924764
SRX7656083,-4.4846327657,1.3982071018,0.1903724116
SRX7656084,-5.5413931174,1.0706366757,-0.0160549712
SRX7656085,-4.5079184603,1.2943301691,0.0784004506
SRX7656086,-5.3053775044,1.3143396220999999,0.08667654080000001
SRX7656087,-5.3243737479,1.1422574728,0.1197888642
SRX7656088,-6.2855718887,0.9872554835,-0.0889867725
SRX7656089,-6.3163104347,0.9914927051,-0.1328018263
SRX7656090,0.2862577048,0.3317669132,-0.09184570110000001
SRX7656091,-0.20902703420000002,0.1292713104,0.0021364959000000003
SRX7656092,-0.0614111893,-0.2235697811,-0.3526005303
SRX7656093,0.6126142758,-0.09387107780000001,-0.23333445120000001
SRX7656094,0.4910650731,-0.46248055260000004,-0.2174821131
SRX7656095,0.5731284176,-0.09438845550000001,-0.0090770507
SRX7656096,0.13045331100000002,0.7072831404000001,0.22932537660000002
SRX7656097,0.5022136418,0.48763158230000003,-0.1036429992
SRX7656098,0.4463092444,0.5775102311,-0.0020532591
SRX7656099,-4.4791773853,0.0265904179,-1.077916312
SRX7656100,-4.3690297946,-0.3645990072,-1.394952919
SRX7656101,-4.5362726281,-0.1547449279,-0.9428547608000001
SRX7656102,0.1855477267,0.2089396365,-0.5141499088
SRX7656103,-0.0208366765,0.27215736420000003,-0.5040547695
SRX7656104,-0.7480576576,0.3149426635,-0.4010283687
SRX7656105,-5.0296642817,0.2704252406,-0.9812213602000001
SRX7656106,-4.6059956846,0.3199600428,-0.6520841642
SRX7656107,-5.8638051097,-0.033400653100000004,-0.5601403374
SRX7656108,-0.45488587950000003,-0.6864128136000001,-0.3570401107
SRX7656109,0.2038116958,-0.10893880090000001,-0.2153654512
SRX7656110,-0.1826433103,-0.7116514575,-0.31248227170000004
SRX7656111,0.8097298494,0.150434643,0.1931302369
SRX7656112,0.9477487326,0.4210889874,-0.19447495650000002
SRX7656113,-0.4089880597,-0.774657161,-0.2818407546
SRX7656114,0.2604012459,-1.0421177638,-0.5027665537
SRX7656115,-0.6102161675000001,-0.6032857810000001,-0.39597374500000004
SRX7656116,-1.6165128442999999,-0.5273634017000001,-1.0486988806
SRX7656117,-3.1746214544,-0.9983179566,-0.794931197
SRX7656118,-4.8639894044,-0.5221265796,-0.9650288496
SRX7656119,-4.2729311671,-0.7425017075,-1.0533029128
SRX7656120,0.2739113266,0.27323005110000004,0.0400161214
SRX7656121,0.6080483973,0.2813911219,-0.1917424133
SRX7656122,0.3412116793,0.6382102682,0.0325087665
SRX7656123,-0.6850380769000001,0.49255970720000003,-0.0419646485
SRX7656124,-0.19722127890000002,0.097219594,0.1086294971
SRX7656125,-0.6283400498,0.0728193139,-0.0502046008
SRX7656126,0.163805409,0.4151805664,-0.1042833625
SRX7656127,0.3302138859,0.2323597677,0.0788181847
SRX7656128,-0.22822483300000002,-0.0079839474,-0.0374556751
SRX7656129,-5.4536679351,-0.33463527930000003,-1.2047190124
SRX7656130,-5.3406512124,-0.39617585800000005,-0.9455867344000001
SRX7656131,-5.6029051544,-0.33298846990000003,-1.1170800137
SRX7656132,-5.0465825047,-0.148301117,-1.2437537918000001
SRX7656133,-5.3637480057,-0.3498292353,-0.9990962732
SRX7656134,-5.3086471466,0.1131032567,-1.0223724462
SRX7656135,-3.3785540322,0.6090308695000001,-0.0401154309
SRX7656136,-1.0911938693,-0.09081198110000001,-0.25355684370000003
SRX7656137,-1.8929333681,-0.1689093719,-0.20986621530000002
SRX7656138,-0.9660865188000001,0.3040072442,-0.0846567681
SRX7656139,-1.3475774980000002,0.5993185407,0.0460550755
SRX7656140,-1.0383556391,0.1025976187,0.1524947405
SRX7656141,-0.8477726951000001,0.3583823097,0.1478523065
SRX7656142,-0.38833047670000004,0.263018982,0.0808097125
SRX7656143,-0.7341400096,0.1184248465,0.0888043407
SRX7656144,-6.0632342908,-0.2545901304,-0.9752000002000001
SRX7656145,-5.5497737685,-0.295426126,-1.0719223066
SRX7656146,-6.072825588,-0.3953900155,-1.0128134456
SRX5388319,-0.0242945504,-0.0053704083,-0.056631899000000006
SRX5388320,0.1441773129,-0.1325132186,0.0744518427
SRX5388321,-0.1198827625,0.1378836269,-0.0178199438
SRX5388322,-0.26187140470000003,-0.0492855548,0.3535133304
SRX5388323,-0.773558022,0.3536676693,-0.0083745234
SRX5388324,-0.6858549069000001,-0.0547642816,-0.06805049340000001
SRX5388325,-0.42688181740000003,0.2636739973,0.32206508570000003
SRX5388326,-1.0012884213,0.4299297038,0.0648528101
SRX5388327,-1.0178708295,0.3351709205,-0.1556118782
SRX8708326,0.5168269841,0.930812835,-0.8874787386
SRX8708328,-0.2321775195,-1.2309885454,-0.9039629870000001
SRX8708335,0.1587679525,0.45674376790000004,0.2964388188
SRX8708336,0.0694705307,0.3626932861,0.2896447038
SRX8708337,0.0039390363000000005,0.4115514913,0.31787946440000003
SRX8708338,0.9420813631,0.4024019861,0.6802044272000001
SRX8708339,0.7410693797,0.6156841658000001,0.33593655240000003
SRX8708340,0.65904823,0.4686138027,0.3361694613
SRX8708365,1.4479646089,0.6097043127,0.8480726531
SRX8708366,1.4943439647,0.4722014672,0.7659871698
SRX8708368,1.5541287304,0.5065677127,0.7188508555
SRX8708369,0.2109897376,0.8528960727,0.4519018214
SRX8708370,0.7257377634000001,0.8279495347,0.2473706178
SRX8708371,0.031852853800000004,0.5424703705,0.407333384
SRX4166001,0.5946767859000001,0.07420755550000001,0.2815429036
SRX4166002,-0.6993844795,-0.2537120851,-0.3071097787
SRX4166003,0.1047076936,0.17950452960000002,0.025566875000000003
SRX4166004,0.49897287300000004,-0.508247894,-0.6059245814
SRX4166005,0.6434603465000001,-0.4816522268,-0.3746946738
SRX4166006,-0.1243493502,-0.4515156682,-0.2833270377
SRX4166007,0.7896328412,1.5812965449,0.719753376
SRX4166008,-0.3676275885,0.33224363900000004,-0.1238410525
SRX4166009,0.4230457694,0.9617957052,0.111621149
SRX4166010,-0.6512642564000001,1.6865491504999999,0.7726731203
SRX4166011,-0.5935832470000001,0.7315335168,0.2812744781
SRX4166012,-0.3017108799,1.564638091,1.043591999
SRX5000481,-1.343316324,-0.4554131738,0.0790478433
SRX5000482,-1.1321565509,-0.2832876462,-0.11625163520000001
SRX5000483,-1.9976428753,-1.3398178488,0.0358732493
SRX5000484,-2.5124045006999998,-1.1771965214,-0.009224996000000001
SRX5000485,-2.1067235464,-1.7171857812,0.0259004679
SRX5000486,-2.4631995382,-1.0658732725,0.16813507400000002
SRX5000487,-2.5285947607,-0.9775513517000001,0.2806385034
SRX5000488,-2.2634537310000002,-1.2281292231,0.09773579290000001
SRX5000489,-2.2786023028,-1.3420266496,0.0590015107
SRX5000490,-2.4793408525,-1.2129670063,0.0052390633
SRX5000491,-2.4348355818,-0.8289174876000001,-0.0185145684
SRX5000492,1.7640662760999999,-0.26988806790000003,-0.8472589727000001
SRX5000493,1.2952471014,-0.0470663286,-0.5700788021000001
SRX5000494,1.2479127701000001,-0.1776386006,-0.30247721850000003
SRX5000495,1.6517322224000002,-0.1167220155,-0.7777965463000001
SRX5000496,1.8107580261,-0.1647075552,-0.8839392553000001
SRX5000497,0.015897809000000002,0.07814252000000001,0.0461612843
SRX5000498,-0.1802581034,-0.0807045171,-0.0184871502
SRX5000499,1.3744572415,0.15337259,-0.45078725480000004
SRX5000500,0.1643602944,0.0025619971,-0.0276741341
SRX5000501,-2.2062546963,-1.0282027612,0.0765188802
SRX5000502,-2.3663785987,-1.4036654592,0.1790077686
SRX5000503,-2.7295027951,-0.9703594518,0.2403515605
SRX5000504,-1.6368187669,-0.7711228421,-0.1113789706
SRX5000505,-2.2830567516,-0.8651770858000001,-0.1205172414
SRX5000506,-1.5964053998,-0.9243302495,-0.0035188937
SRX5000507,-2.4783637524,-0.47670697160000003,0.5353422413
SRX5000508,-0.9816906645000001,-0.49253772300000004,0.1450775772
SRX5000509,-1.517129597,-0.7784883857,0.034393081400000004
SRX5000510,-1.397473142,-0.7751604646,-0.2335355799
SRX5000511,-1.401590101,-0.6353138902000001,-0.0577225398
SRX5000512,-2.3746167521,-1.1757271818,0.0156448558
SRX5000513,-2.5225186779,-0.8008813702,0.12076372140000001
SRX5000514,-2.3504423454,-1.5702859849,-0.0477178247
SRX5000515,-2.7770654528,-0.7734420311,0.2234566041
SRX5000516,-2.6609092743,-1.1191021734,0.18755625550000002
SRX4124772,-1.2119749913,0.7874789202,0.3293318737
SRX4124773,-1.1895994735,0.3884395701,0.3858455945
SRX4124774,0.3301605555,-0.058186507500000005,0.0827542097
SRX4124775,-0.3301605555,0.058186507500000005,-0.0827542097
SRX5323946,-0.2862349095,-0.32434473140000003,-0.0045500975
SRX5323947,0.2862349095,0.32434473140000003,0.0045500975
SRX5323948,-1.4200850339,3.1080208771,1.2494710152
SRX5323949,-1.6081402373,3.8245372167,1.7696485283
SRX5323950,-0.872793039,1.9285203896,0.7889440352
SRX5323951,-1.2303830062,2.5642893709,0.8890211643
SRX5323952,-0.39497074730000004,0.0212536595,-0.1496160605
SRX5323953,-0.6366417516,0.7096102982,0.2151448333
SRX5323954,-1.0744440915,2.4747967344,1.0916716475000001
SRX5323955,-0.7889295249,1.6590662916,0.7093681584
DRX093856,0.3328678732,0.2896425836,0.15282369780000002
DRX093857,3.6737455785,-0.45095887640000004,-0.5625718963
DRX093858,4.9250716514,-0.091995752,-0.47155912200000005
DRX093859,5.0755516424,1.2247050209,-0.3314215787
DRX093860,2.3601642877,0.6481350046000001,-0.0615904128
DRX093861,-0.36676711900000003,0.1874529702,-0.0286988669
DRX093862,4.6178407771,-0.1740981358,-0.6334662564
DRX093863,5.4099957232,-0.15551136370000002,-0.4329809362
DRX093864,4.4644858896,1.3589646803,0.3079950092
DRX093865,1.7833945783,0.6358344366,-0.1962126159
DRX093866,0.0338992458,-0.4770955538,-0.12412483090000001
DRX093867,4.2870533364,-0.43571107000000003,-0.5276255966
DRX093868,5.5231855961,-0.2684824524,-0.7446863063
DRX093869,5.1056235382,0.5240599904000001,-0.1519057839
DRX093870,1.6284443501,0.1205423312,-0.3470519211
SRX6366242,1.2809190279,-0.0900886381,-0.118616806
SRX6366243,0.09736204250000001,0.1806266895,0.12971025390000002
SRX6366244,-2.1134341479,-1.2982059393,-0.8659631721000001
SRX6366245,0.49590882700000005,0.47694023420000003,0.3969452352
SRX6366246,-0.9785813521000001,0.8947659323,0.27858872160000003
SRX6366247,-2.5800356195000003,-0.6695765073000001,-0.44039616000000004
SRX6366248,0.1313485934,0.9798651157,0.2748797356
SRX6366249,-1.0396015451,0.6538094385000001,0.3272329332
SRX6366250,-1.297915591,0.8121990920000001,0.41078202880000003
SRX6366251,0.1503502723,0.6081534230000001,0.1965915798
SRX6366252,-0.1786263961,-0.023709830100000003,-0.07586193320000001
SRX6366253,0.1786263961,0.023709830100000003,0.07586193320000001
SRX254739,-3.5829445192,-2.218332848,0.3470621291
SRX254740,-3.9114063129,-2.1240682588,0.25563448180000004
SRX254741,-3.8640456579,-2.2847364049,0.4573931383
SRX254742,-4.1007895123,-2.1385982779,0.3493753627
SRX254743,-4.0738741622,-2.5102304108,0.2033746333
SRX254744,-4.0292310866,-2.3124740286,0.450070526
SRX254745,-4.4161701938,-2.4848489884,-0.17112860500000002
SRX254746,-4.459072417,-2.2704384001,0.1769826841
SRX254747,-4.7820529878,-1.9883273304,0.1125709701
SRX254748,-4.6431412272,-2.6462402908,-0.2626132947
SRX254749,-3.8190650728,-2.3994778407,0.1480279605
SRX254750,-3.4901420525,-3.0709963511,0.4322207623
SRX254751,-3.915820874,-2.9103214425,0.4133457048
SRX254752,-4.4573605515,-2.8897331844,0.3963676231
SRX254753,-4.2529959648,-2.5128410931,0.5305432639000001
SRX254754,-2.3179822825,-1.7616634241,0.9800228045
SRX254755,-3.6866588202,-1.3254740619,0.52294944
SRX254756,-2.6214441985,-2.3118652291,0.8235504589
SRX254757,-3.6455550622,-2.4258488567,-0.5624501997
SRX254758,-3.5431458692,-1.467836196,-0.391222681
SRX254759,-2.0474643483,-1.3221723076,-0.32580879490000003
SRX254760,-5.0220225171,-2.5360475441,0.2526745139
SRX254761,-5.0743298397,-2.982805344,0.5617716392000001
SRX254762,-5.2327745949,-2.9010776533,0.5649219945
SRX254763,-2.5289389331,-1.5040913909,1.0040007617
SRX254764,-4.2929981835,-1.8627735852,0.45818988660000004
SRX254765,-3.4324221115,-2.1719075488,0.5221878247
SRX254766,-3.0635379436,-1.861185295,-0.2647427488
SRX254767,-3.420977325,-1.7482264688,-0.0824107044
SRX254768,-4.5823543392,-2.1080388633,-0.27542108930000003
SRX254772,4.4350592893,-0.1384766231,0.270242921
SRX254773,1.8760943785,0.7938094241,0.3498221287
SRX254774,4.0573435483,0.27049393720000003,0.0847381343
SRX254775,4.01777054,0.5258202879,-0.2650262031
SRX254776,5.7963770782,0.4396626187,-0.36651921930000003
SRX254777,0.6050789915,0.5452478719,0.32532572600000004
SRX254778,2.3024373584,1.1805012762,0.6946614732
SRX254779,3.5599230853,0.9573217486000001,0.42995145230000004
SRX254780,2.4394069160000003,0.8094264314,0.0917560838
SRX254781,-0.5987116238,0.6030889845,0.3032964029
SRX254782,-0.3611555838,0.6763527089,0.019367107300000002
SRX254783,-0.7860395514,0.3808855908,-0.0291685276
SRX254784,-0.1589844098,0.8339060953,0.5559248998
SRX254785,1.2957592283000001,0.8439369518000001,-0.0601935228
SRX254786,1.2567749384,0.8685495173000001,0.1395678794
SRX7136401,0.5013957016,-0.5864533342,-0.1165807102
SRX7136403,0.15033768520000002,0.5244744551,-0.0027329419
SRX7136405,-0.4796098801,1.6273942928,0.6329176362000001
SRX7136407,-0.08532888350000001,1.3352619005,0.7354517464
SRX7136409,-0.5457788175,0.27978827570000003,0.5811671827
SRX7136411,-0.6517333868,0.0619788791,0.11931365220000001
SRX3754949,-0.0686229856,0.2595268723,0.0180865704
SRX3754950,-0.023369791900000002,-0.0271239403,0.0371951768
SRX3754951,0.0919927775,-0.232402932,-0.0552817472
SRX3754952,0.0499896112,0.22990802540000002,0.2157470289
SRX3754953,-0.035636786600000005,0.1333827168,0.2053635879
SRX3754954,0.030125801400000003,-0.1743094465,0.0932209049
SRX3754955,8.833287232,3.1829665166,1.7761546101999999
SRX3754956,8.8350567804,2.9598148856,1.800323458
SRX3754957,9.0071214556,3.005791189,1.7812640731
SRX3754966,-0.3254475753,-0.2266308529,-0.1331901712
SRX3754967,-0.224783526,-0.09234590890000001,-0.030091734800000002
SRX3754969,-0.5711150561,-0.1580580177,-0.1978112267
SRX1424798,0.0878500125,-0.19215038750000002,0.0435628797
SRX1424799,-0.0878500125,0.19215038750000002,-0.0435628797
SRX1424800,-0.12544907400000002,0.2087115388,0.1227372439
SRX1424801,-0.1660872143,0.3758011982,0.1849786277
SRX1424802,-0.7178656057,0.2619197326,0.3834760742
SRX1424803,-0.3955035274,0.07301100270000001,0.6947477200000001
SRX1424804,1.2337448285,0.510305399,0.5161734551
SRX1424805,1.3257250213,0.7320916660000001,0.7664337899
SRX1424806,-0.6972043502,1.194011404,0.5271044140000001
SRX1424807,-0.9378163202,1.0588229643,0.2601043992
SRX1424808,0.8372608188,-0.16947000950000002,-0.1150421787
SRX1424809,0.6860686159,0.0186742558,-0.2771967405
SRX1424816,1.1866580919,0.3459412878,-0.41535213260000003
SRX1424817,1.1192435396,0.9908836254000001,-0.6157689984
SRX1424818,1.5378446981,1.9390932492,0.7523323299
SRX1424819,2.6424467495,3.2827333872,1.7465014049
SRX1424824,2.1688619849,0.336286582,-0.3200769084
SRX1424825,2.7310285339,0.17237443100000002,-0.23065403
SRX1424826,-1.6610919659,-0.4127078478,-1.117303682
SRX1424827,-1.6895818866,-0.39687287330000004,-1.1544031941
SRX1424828,-1.5226354612000002,0.23854632,0.10548741560000001
SRX1424829,-1.9083619142,0.4834598688,0.2506254844
SRX1424830,-1.8108711324,1.1626981463,-0.3789666561
SRX1424831,-1.7852778113,0.8109962592000001,0.011616794000000001
SRX1424834,-1.1693922732,0.0873607884,0.6322188562000001
SRX1424835,-1.1733603495,0.3221838114,0.5482752053000001
SRX1424840,-0.9146889055,-0.7852063090000001,-2.9023961926
SRX1424841,-0.7544440722,-0.032533577200000004,-2.7412247715999998
SRX1424842,-1.3811770158,-0.6594946578,-2.391742765
SRX1424843,-0.9882418692,-0.9037637887000001,-2.7073166041
SRX1424844,-1.3241553583,1.4553615798,-1.7893295774
SRX1424845,-0.6755382079000001,0.8693337626000001,-1.3056282171
SRX1424846,-1.9195077437,-0.8315191165,-3.4425529648
SRX1424847,-0.5185823595,0.2856452956,-2.1958938360999998
SRX5060277,0.9131374164,-0.3456962671,0.1147183648
SRX5060279,-2.3558840901,-1.7401338138,-0.5621829064
SRX5060281,-0.9131374164,0.3456962671,-0.1147183648
SRX5060283,-2.2863437082,-1.6073370942,-0.5727921952
SRX5936089,-0.0524287661,0.42076653680000003,0.17347813680000002
SRX5936090,-0.0441308059,0.3246946785,-0.0185064782
SRX5936091,0.0841161731,0.2512704444,0.1934023252
SRX5936092,0.012443399,-0.9967316597,-0.3483739838
SRX5936093,-3.5731319381,0.6619428770000001,-0.36697689110000004
SRX5936094,-3.0467983091,1.5340428281,-0.3328900684
SRX5936095,-7.2750304387,2.228900771,1.5334213567
SRX5936096,-7.7357846567,2.2852852596,1.5632867111
SRX5936097,-8.9201794156,-0.2903999124,0.6353595686
SRX5936098,-8.8415771925,-0.3939936446,0.6128246732
SRX5936099,-9.6716294843,-2.8429875969,-0.6188403202
SRX5936100,-9.8226996413,-3.4288878471,-0.6812685853
SRX5936101,-10.681976209,-0.778452671,1.0081992124
SRX5936102,-10.9245668905,-0.5476426291000001,1.2331945354
SRX5936103,-11.5846852198,0.264809785,2.1806076856
SRX5936104,-11.2188275416,0.3951698192,2.3179471241
SRX5936105,-11.5653916501,-0.1618581311,2.1535415521
SRX5936106,-11.187502069,-0.0837402765,2.0959128218
SRX5936107,-10.8491706269,-1.3176631386,1.6547459091
SRX5936108,-11.1777961966,-1.1967045593,1.5485154345
SRX5936109,-11.373927923,-2.1775035071,0.9387473656
SRX5936110,-11.6032814252,-1.9989999916,0.9377887376
SRX5936111,-11.5425808231,-3.7532723897,-0.12666476740000002
SRX5936112,-11.3408767815,-3.3596459134,-0.059368738500000004
SRX5936113,-10.7660083598,-4.6033712515000005,-0.7970734547
SRX5936114,-11.0171904264,-4.7054474985,-0.8685761372
SRX5936115,-10.8381825105,-4.40288878,-0.9952926003
SRX5936116,-11.3054495424,-3.8431200417999998,-1.2737692021
SRX5936118,-10.8958590761,-4.5723418262,-1.3384179272
SRX5936119,-10.590521503,-3.8646663180000003,-1.2465656986
SRX5936121,-11.3196157355,-4.0244008886,-1.3721157763
SRX5936122,-10.6686468865,-4.6243252088,-1.4061045650000001
SRX5936123,-10.2189671415,-3.9536714365,-1.2993472968
SRX5936124,-10.8846442709,-4.1340249653,-1.3842192688
SRX5936125,-10.8713976256,-4.23507045,-1.2210300073
SRX5936126,-10.5722551091,-4.1235240794,-1.2315400492
SRX5936128,-12.2697994155,2.6558456601,0.7116099439
SRX5936129,-12.3952117419,2.8038260532,0.6361753864
SRX5936130,-9.4820081238,-0.164367966,-0.7758197184000001
SRX5936131,-9.5043730743,-0.3459886821,-0.9036942183000001
SRX5936132,2.0916935451,3.4203619522,1.9870121998
SRX5936133,2.7147233183,3.4294465841,1.5035257674
SRX5936134,1.2632855789,1.7420031845000001,2.057976244
SRX5936135,1.2148996164,1.7638382435,2.0024304844
SRX5936137,3.3137318783,-0.3934431561,0.18324328010000002
SRX5936138,3.2143196099,-0.37787147260000004,0.1854710211
SRX5936139,2.2540042063,-0.8017008605,0.18529680980000002
SRX5936140,2.2454538088,-0.9780925321,-0.21089308950000002
