,A,BaeR,CpxR
hns__wt__2,-0.11224827050000001,0.20780327140000002,0.2739927064
hns_stpA__evo100G4_delhns_delstpA__1,-0.0342455035,-0.7245410744,-0.5673553801
hns_stpA__evo100G4_delhns_delstpA__2,0.148126444,-0.8491941596,-0.6060110909
hns_stpA__evo100G12_delhns_delstpA__1,2.5291309691,-0.9309982968,-0.5661964137000001
hns_stpA__evo100G12_delhns_delstpA__2,2.6629034723,-0.9757806349,-0.6157655464
hns_stpA__delhns_delstpA_delrpoS__1,2.1285961327,-0.495052256,-1.4712032196
hns_stpA__delhns_delstpA_delrpoS__2,1.0546936819,-0.875587054,-1.2549382491
hns_stpA__wt__1,0.4334450661,0.3467723493,0.2750056623
hns_stpA__wt__2,-0.4334450661,-0.3467723493,-0.2750056623
hns_stpA__delhns_delstpA__1,0.6101470251000001,-1.3459215858,-1.3111142374
hns_stpA__delhns_delstpA__2,0.6831709693,-1.1578784658,-0.9998972656
hu__wt_log_pH7__1,1.3463442459000001,-1.1636640722,-0.7302739534
hu__wt_log_pH7__2,0.7244180111,-0.7628884553,-0.0082724754
hu__wt_log_pH7__3,2.1821668652,-0.4684724885,-0.6704213957
hu__wt_lag_pH7__1,-0.2928892656,-0.017449242,-0.0668475587
hu__wt_lag_pH7__2,0.4508893295,-0.5319912834,-0.2642575455
hu__wt_lag_pH7__3,-0.15800006390000002,0.5494405254,0.3311051042
hu__delhupA_lag_pH7__1,-0.6863133614,0.0049421291000000004,0.3120586175
hu__delhupA_lag_pH7__2,-0.41031114750000003,-0.4718030935,0.2092973025
hu__delhupA_lag_pH7__3,0.0166293568,0.21706879580000002,0.5062252284000001
hu__delhupB_lag_pH7__1,0.0544336766,-0.1457605854,0.027854673400000002
hu__delhupB_lag_pH7__2,0.1463337991,-0.23793477770000002,-0.040923303800000005
hu__delhupB_lag_pH7__3,-0.1942128918,0.3214773137,0.516745506
hu__delhupAhupB_lag_pH7__1,-0.48256321430000004,-0.4420366832,1.4015121785
hu__delhupAhupB_lag_pH7__2,-0.921826506,-0.4250769057,1.2272195015
hu__delhupAhupB_lag_pH7__3,2.0078736455,0.587082408,1.6358587604000001
hu__hupAE34K_hupB_lag_pH7__1,-0.07520526720000001,-0.0488907415,-0.2496081364
hu__hupAE34K_hupB_lag_pH7__2,0.18863809450000002,-0.058107766000000005,-0.43735545340000004
hu__hupAE34K_hupB_lag_pH7__3,-0.25175866140000003,0.0933088915,0.1977786359
hu__hupAE34K_delhupB_lag_pH7__1,-0.4359694095,-0.1131855476,0.0423132393
hu__hupAE34K_delhupB_lag_pH7__2,0.30853056360000003,-0.4377839089,-0.1612054251
hu__hupAE34K_delhupB_lag_pH7__3,0.037995319300000004,0.4839083295,0.33599820890000004
hu__wt_lag_pH5__1,4.5979613956000005,0.4362425592,-0.41099985990000004
hu__wt_lag_pH5__2,4.2882618767,0.7328481265,-0.159389053
hu__wt_lag_pH5__3,3.009948534,0.7169187935,0.1127834006
hu__delhupA_lag_pH5__1,5.0010335917,0.33336533160000004,0.1994538541
hu__delhupA_lag_pH5__2,4.8265259225,1.0220965442,-0.010091235300000001
hu__delhupA_lag_pH5__3,3.6983818926,1.0212820345,0.024226954800000002
hu__delhupAhupB_lag_pH5__1,4.4325987067,0.3460986464,1.4035816425
hu__delhupAhupB_lag_pH5__2,4.0191540097,0.6506836689000001,1.3557573147
hu__delhupAhupB_lag_pH5__3,3.2923878091,1.0997761441,1.4101645373
hu__hupAE34K_hupB_lag_pH5__1,4.4837058307,0.3748035555,-0.5530923867
hu__hupAE34K_hupB_lag_pH5__2,3.3127245216,0.7225816610000001,0.2206790538
hu__hupAE34K_hupB_lag_pH5__3,3.2241122268,0.9458626676,0.0176952592
hu__hupAE34K_delhupB_lag_pH5__1,3.753673713,0.5576515292,0.2033751406
hu__hupAE34K_delhupB_lag_pH5__2,4.8493871076,1.0140972048,-0.24692591460000002
hu__hupAE34K_delhupB_lag_pH5__3,3.0226033543,0.8222484088,0.06971141260000001
hyperpersistence__low_GFP__1,1.1228112856,-1.0226547762,-0.0360408709
hyperpersistence__wt__1,0.1066254338,-0.1350090317,-0.0481135783
hyperpersistence__high_GFP__1,0.4864315823,-0.9473902219,0.1465458641
hyperpersistence__pth_mut__1,-0.7093982331,-0.32695634500000004,-0.5274741966000001
hyperpersistence__pth_mut__2,-0.3291080649,-0.4020277846,-0.7355926254
hyperpersistence__metG_mut__1,-0.1967631629,0.4976926922,-0.24600683380000002
hyperpersistence__metG_mut__2,1.1126309413,-0.07060070780000001,-0.5993404863
hyperpersistence__high_GFP__2,1.4271664915,-0.48657251090000003,-0.0524247822
hyperpersistence__wt__2,-0.1066254338,0.1350090317,0.0481135783
hyperpersistence__low_GFP__2,1.2014122463,-0.5956445039,-0.1272979299
kan_efg__cpxAF218Y__1,-1.3956022663,0.4220091018,0.9734180148
kan_efg__cpxAF218Y__2,-1.5639983167,0.33182854040000004,1.0697541
kan_efg__cyaAN600Y__1,-1.1130783547,0.48941717170000004,0.3214930523
kan_efg__cyaAN600Y__2,-2.8863842456,0.9355867323,0.6944767985
kan_efg__fusAA608E__1,-0.3834941926,-0.15260871380000002,-0.2931592042
kan_efg__fusAA608E__2,-0.0617518747,0.0924774663,-0.2545739622
kan_efg__fusAA608E_cpxAF218Y__1,0.18061692570000001,0.46445383760000003,0.8670389489
kan_efg__fusAA608E_cpxAF218Y__2,-0.4081466019,0.2877998867,0.7220544470000001
kan_efg__fusAA608E_cyaAN600Y__1,-0.4867272743,0.18282018900000002,-0.0284659508
kan_efg__fusAA608E_cyaAN600Y__2,-1.7024488788,0.2144936108,0.15986351540000002
kan_efg__fusAA608E_rpoDL261Q__1,-1.9276264422,0.35392363200000004,0.265704047
kan_efg__fusAA608E_rpoDL261Q__2,-1.7449775457,0.2510102464,0.2740989871
kan_efg__fusAA608E_topAS180L__1,-2.6426432956,-0.2282002608,0.3412168364
kan_efg__fusAA608E_topAS180L__2,-2.1642324901,-0.2922950929,0.0387867384
kan_efg__rpoDL261Q__1,-1.8930886658000001,0.0380734956,0.3705721886
kan_efg__rpoDL261Q__2,-1.9152518738,0.645748255,0.4575733992
kan_efg__wt__1,0.711983439,-0.0374712975,-0.054632373000000005
kan_efg__wt__2,-0.711983439,0.0374712975,0.054632373000000005
lrp__wt_min_log__1,0.11725884040000001,-0.0339219796,-0.085190873
lrp__wt_min_log__2,-0.11725884040000001,0.0339219796,0.085190873
lrp__wt_min_trans__1,0.40020177630000003,0.5870269926,0.3006862263
lrp__wt_min_trans__2,-0.8195013515,0.7790074641,0.7901479353
lrp__wt_min_stat__1,4.2470369202,0.15435956650000002,-0.15816363320000001
lrp__wt_min_stat__2,2.2941630911,0.5092416197,0.32689867570000003
lrp__wt_liv_log__1,-0.0792050968,0.1844340572,0.09476369920000001
lrp__wt_liv_log__2,-0.123752737,-0.114548825,-0.005898263700000001
lrp__wt_liv_trans__1,0.3382993401,-0.4434336091,-0.2019390416
lrp__wt_liv_trans__2,0.5418647196,-0.5808700574,-0.0052967786000000005
lrp__wt_liv_stat__1,3.5966446704,-1.0828311642,-0.986366921
lrp__wt_liv_stat__2,3.9007955565,-0.8204387642000001,-0.7575218522
lrp__wt_rich_log__1,-1.1599544058,-1.168236269,-0.856349303
lrp__wt_rich_log__2,-1.5126812044,-1.4061072027,-0.7713305594000001
lrp__wt_rich_trans__1,2.6734751704,-0.9225127069,-0.0469033016
lrp__wt_rich_trans__2,2.9235259288,-0.40645423010000004,0.1675404269
lrp__wt_rich_stat__1,2.2221790341,-0.6954883101,-0.8535396727000001
lrp__wt_rich_stat__2,1.5021961546,-0.3093180289,-0.5383057239
lrp__dellrp_min_log__1,-0.1275327352,-0.09841464230000001,-0.21771291110000002
lrp__dellrp_min_log__2,0.0187358522,-0.0345253649,-0.1184068793
lrp__dellrp_min_trans__1,2.6107054246,0.0025925651000000003,-0.0313070653
lrp__dellrp_min_trans__2,1.7249876422,0.1859745845,0.5722001046
lrp__dellrp_min_stat__1,3.6639495126,-0.1584406945,-0.23605733920000002
lrp__dellrp_min_stat__2,3.9808490948,-0.1917968298,-0.267969358
lrp__dellrp_liv_log__1,0.7265970224,0.42846494150000003,0.2820147958
lrp__dellrp_liv_log__2,0.5815406657000001,0.5654544352,0.2295438757
lrp__dellrp_liv_trans__1,0.8424327321,-0.306884598,-0.09749744040000001
lrp__dellrp_liv_trans__2,0.45363815960000003,-0.1458624342,0.09133600360000001
lrp__dellrp_liv_stat__1,4.0461424318,-0.223142948,-0.7018194301
lrp__dellrp_liv_stat__2,3.5912619917,-0.0159095401,-0.2577119422
lrp__dellrp_rich_log__1,-0.6813618532,-0.9633907779,-0.9406597256
lrp__dellrp_rich_log__2,-0.7942981118,-1.027682629,-0.8972891226
lrp__dellrp_rich_trans__1,2.1736066452,-0.469827771,-0.0777353283
lrp__dellrp_rich_trans__2,2.4988284004,-0.2985887955,0.1520115666
lrp__dellrp_rich_stat__1,0.4536917837,0.175556973,-0.9057200259
lrp__dellrp_rich_stat__2,-0.1587218856,0.4961585227,-0.4203691717
mazF_circuit__t0__1,0.5954094052000001,-0.2087707727,-0.4410813813
mazF_circuit__t2__1,1.7711258561,-1.1414051912,-0.5858555032
mazF_circuit__t4__1,-1.3943382537,-0.7679188074000001,0.2517081583
mazF_circuit__t6__1,-0.5651240834,-1.5196915593,0.26081836740000003
mazF_circuit__t8__1,0.1879831404,-0.5675296798,-0.3887162884
mazF_circuit__t0__2,-0.5954094052000001,0.2087707727,0.4410813813
mazF_circuit__t2__2,2.3821040084,0.2757148562,-0.061213924
mazF_circuit__t4__2,1.0114371918,-0.49472814810000004,0.114191992
mazF_circuit__t6__2,-1.4324599427,-0.880803977,-0.39486583210000004
mazF_circuit__t8__2,0.2313153175,-2.1386457305,-0.4947988354
mazF_ribo__emptyvec_mrna_5m__1,-0.0198157105,-0.0434404253,-0.0554142007
mazF_ribo__emptyvec_mrna_5m__2,0.0198157105,0.0434404253,0.0554142007
mazF_ribo__mazF_mrna_5m__1,-1.0586262205,-0.5932893061,-0.8126496476
mazF_ribo__mazF_mrna_5m__2,-1.0391053362,-0.6326357385,-0.771580315
mazF_ribo__emptyvec_total_5m__1,2.5608868291,0.2056504686,0.2484932926
mazF_ribo__emptyvec_total_5m__2,1.1445264374,-1.5253928719,0.3175826655
mazF_ribo__mazF_total_60m__1,-0.5939256796,-0.022726156600000002,-2.2048188817
mazF_ribo__mazF_total_60m__2,-2.6790757794999998,0.0928337282,-1.5943856458
mercury__ctrl_t00__1,0.2369888258,-0.3292110681,-0.10625784810000001
mercury__ctrl_t10__1,-0.361404751,-0.1637206611,-0.026500168900000003
mercury__ctrl_t30__1,-0.9021369224,0.37163238590000003,0.31436668170000004
mercury__ctrl_t60__1,-1.2511978575,0.4320703293,0.7006189972
mercury__hg_t10__1,-1.2172994556,0.9254178350000001,0.7567995786
mercury__hg_t30__1,-0.6931295137,1.0675141711,1.5920108846
mercury__hg_t60__1,-0.6353010982,1.1103048759,1.1676171258
mercury__pma_t10__1,-1.289392716,0.7555849812000001,-1.4964580906
mercury__pma_t30__1,-1.9160344531,0.9350879334000001,-1.1928560562000001
mercury__pma_t60__1,-0.30552448050000003,0.1870248538,0.0720831524
mercury__ctrl_t00__2,-0.1432161702,0.1012115281,0.0072061665000000006
mercury__ctrl_t10__2,-0.1338197089,0.006703547000000001,0.1145913635
mercury__ctrl_t30__2,-0.6625360553,0.23766412850000002,0.5718113268
mercury__ctrl_t60__2,-1.3042583562,0.5391585206,0.7468876940000001
mercury__hg_t10__2,-0.7218518404,0.8545223088,1.0707527447
mercury__hg_t30__2,-0.7315068266,1.052647572,1.6000786482
mercury__hg_t60__2,-0.0039322991,0.3746406362,0.0406040729
mercury__pma_t10__2,-1.3379152463000001,0.9091863991,-1.5218186684
mercury__pma_t30__2,-1.5010086911,1.209164631,-1.1609540846
mercury__pma_t60__2,-0.7911327804,0.3392856817,0.5599899023
mercury__ctrl_t00__3,-0.0937726556,0.22799954,0.09905168160000001
mercury__ctrl_t10__3,-0.3575231445,-0.0052732317,0.10087928410000001
mercury__ctrl_t30__3,-0.915345064,0.5875656622000001,0.6847298651
mercury__ctrl_t60__3,-1.156846196,0.5737254459000001,0.7599028827000001
mercury__hg_t10__3,-1.4408404826,1.4128245377,-0.0199653925
mercury__hg_t30__3,-0.8133259951,0.7076437554,1.6571499298
mercury__hg_t60__3,-0.3824443067,0.8515626029000001,0.5784731624
mercury__pma_t10__3,-1.4298234386,0.6648644141000001,-1.3819413729
mercury__pma_t30__3,-1.6987898156,0.7545049299000001,-1.3447560984
mercury__pma_t60__3,-1.3330100721,0.4132235944,0.6910171244000001
ml_abx__az_lolcde__1,1.4361406192000001,0.7556621529,1.1549884504
ml_abx__az_lolcde__2,4.1033335265,0.4790340832,0.9866101913
ml_abx__az_lolcde__3,4.3280455056000005,0.45680683390000004,1.0117627526
ml_abx__b01__1,0.4147083789,0.2852341592,0.4497663946
ml_abx__b01__2,0.170776064,0.3682914061,0.4467504208
ml_abx__b01__3,0.4391336202,0.2577649741,0.11271707
ml_abx__cro__1,0.27452934430000003,0.3887443199,0.4737921758
ml_abx__cro__2,2.4143357032,0.048464878100000004,0.0210948966
ml_abx__cro__3,2.9211283963,-0.6772985204,-0.4513013241
ml_abx__chl__1,0.48738193090000004,-2.0068116789,-1.6776492069
ml_abx__chl__2,0.5589632451000001,-1.6847824553000001,-1.5198417672
ml_abx__chl__3,0.4575332606,-1.5940730517000001,-1.7353531479000002
ml_abx__cip__1,-0.7875892932,0.3136910443,0.2402987245
ml_abx__cip__2,0.5092650474,0.4803081803,-0.0294725261
ml_abx__cip__3,1.4610752908,-0.6188294657,-0.59887558
ml_abx__clr__1,-1.16071557,-1.4091004285,-1.7514268919
ml_abx__clr__2,-1.3123325154,-1.7463718156999999,-1.7538739876
ml_abx__clr__3,-0.42122918460000003,-1.9217606647,-1.9315618384
ml_abx__cst__1,2.3561878388,0.3453591378,0.6240470746
ml_abx__cst__2,5.3448424383,0.3592734493,0.2111709242
ml_abx__cst__3,4.7299968634,0.37373448400000003,0.42616260440000003
ml_abx__ctrl__1,-1.5892309275,0.2876631939,0.3855869934
ml_abx__ctrl__2,-1.6295736767,0.2613353194,0.3276942318
ml_abx__ctrl__3,0.1844075588,0.2382500836,0.24272764130000002
ml_abx__ctrl__4,0.4107155843,0.1202840169,0.0593095545
ml_abx__ctrl__5,1.3369250967,-0.35226269190000004,-0.46814876660000004
ml_abx__ctrl__6,1.2867563643,-0.555269922,-0.5471696545
ml_abx__dox__1,0.0014533844,-1.0306562101,-1.134089523
ml_abx__dox__2,0.24268371530000002,-1.4016694546,-1.3182761478
ml_abx__dox__3,0.36788046950000003,-1.2178375255,-1.3597313846
ml_abx__glob__1,2.9832655044000003,0.35277627300000003,1.0233195814
ml_abx__glob__2,4.1924342335,0.44637146180000004,0.7616030180000001
ml_abx__glob__3,4.8179556181,-0.17461153840000002,0.3752126847
ml_abx__lvx__1,-1.5774222266,0.5736153825,0.0608675211
ml_abx__lvx__2,0.6052213876,0.40300663880000004,-0.2023100566
ml_abx__lvx__3,1.004010596,-0.3512845144,-0.6573908451
ml_abx__mec__1,-1.0099224511,0.2988210461,0.3606497126
ml_abx__mec__2,0.3692153462,0.18233986600000002,-0.0359278247
ml_abx__mec__3,0.6253353915000001,-0.11386670110000001,-0.3339386635
ml_abx__mem__1,-1.8079235535,0.3676828096,0.305279312
ml_abx__mem__2,0.1376310554,0.1472432183,-0.0046643435
ml_abx__mem__3,1.0604976149,-0.6492132384,-0.4208882539
ml_abx__nit__1,0.2501779664,0.23909380260000002,-0.2103101967
ml_abx__nit__2,0.6191961277,0.36611169200000004,-0.0869917573
ml_abx__nit__3,0.9154118052,0.1187687744,-0.5091625391
ml_abx__ntx__1,0.10350692900000001,0.908128676,-0.028137555600000003
ml_abx__ntx__2,1.0882167225,1.11906204,0.30538185700000003
ml_abx__nor__1,-0.900935233,0.5544801115,-0.11213618560000001
ml_abx__nor__2,0.6138836426000001,0.385335494,-0.3236260483
ml_abx__nor__3,1.1223554724,-0.0981531871,-0.793249916
ml_abx__pb__1,5.0338866552,0.8604225437,1.0360119055
ml_abx__pb__2,5.306391965,0.7043018425,0.5992588387000001
ml_abx__pb__3,6.1516160104,1.0263828163,0.857324246
ml_abx__tmp__1,-0.9879105809000001,-0.2466937942,0.177552794
ml_abx__tmp__2,0.0334599224,-1.3811918994,-0.0106702197
ml_abx__tmp__3,0.8263504561,-1.3404131199,-0.3408935949
mut_abx__del_mutS_000nor__1,-0.4556123204,-0.0012411234000000001,-0.0094958209
mut_abx__del_mutS_000nor__2,0.44546928140000003,-0.08990293440000001,-0.2179940514
mut_abx__del_mutS_000nor__3,0.0101430389,0.0911440578,0.2274898723
mut_abx__del_mutS_125nor__1,-0.6103526499,0.1753034155,-0.055858571100000004
mut_abx__del_mutS_125nor__2,-0.6551546976,0.1772123197,-0.2471362725
mut_abx__del_mutS_125nor__3,-0.6777204153,0.1878120245,-0.1516428652
mut_abx__del_mutS_250nor__1,-0.7132169156,0.1232036433,-0.1380663601
mut_abx__del_mutS_250nor__2,-0.4774599859,0.1660373181,-0.1124474607
mut_abx__del_mutS_250nor__3,-0.09292478920000001,0.1141525697,-0.2060346127
mut_abx__del_mutS_375nor__1,-1.2226633865,-0.031538879400000004,0.12838920040000001
mut_abx__del_mutS_375nor__2,-0.40953963460000004,-0.0432463721,0.0170810394
mut_abx__del_mutS_375nor__3,-1.4129974903,-0.1818008797,0.16437697140000002
mut_abx__del_mutS_500nor__1,-2.3311613049,-0.7263031163,0.41791736500000004
mut_abx__del_mutS_500nor__2,-1.8118556757,-0.8376121135,0.4196722201
mut_abx__del_mutS_500nor__3,-2.2735222598,-0.5253136863,0.2495682033
mut_abx__del_mutS_625nor__1,-1.4970181482,-0.5110519835,0.3126764515
mut_abx__del_mutS_625nor__2,-2.5021551156,-1.2726748673000001,0.7061330464000001
mut_abx__del_mutS_625nor__3,-2.8156070216,-1.0420819027,0.7281858257
mut_abx__del_mutS_750nor__1,-2.0793213997,-0.9677928855000001,0.6392296042
mut_abx__del_mutS_750nor__2,-2.9220393499,-1.3262360357,0.7768638234
mut_abx__del_mutS_750nor__3,-2.1519054303,-0.9390009749,0.5623307459
mut_abx__del_mutS_875nor__1,-2.8563499567,-1.9035730107000002,0.9186920074
mut_abx__del_mutS_875nor__2,-2.8284735729,-1.5003503151,0.7362360591
mut_abx__del_mutS_875nor__3,-3.2476470007,-1.4518877682,0.6658441113
nit_yeaG__wt_Nminus__1,0.0395597625,-0.061138256200000005,-0.2623568314
nit_yeaG__wt_Nminus__2,-0.0395597625,0.061138256200000005,0.2623568314
nit_yeaG__wt_Nplus__1,2.6247175481,-2.4521152658,-1.7908034525
nit_yeaG__wt_Nplus__2,1.7677823419,-1.8978886582,-1.3749364752
nit_yeaG__del_yeaG_Nminus_24h__1,7.8681958437,-1.127640876,2.3778217705999998
nit_yeaG__del_yeaG_Nminus_24h__2,5.2030143477,0.21815128860000002,-0.32749264580000004
nit_yeaG__del_yeaG_Nminus_24h__3,4.9963570028,0.4218121419,-1.4110568948
nit_yeaG__del_yeaG_Nminus__1,-0.3015754876,-0.3107744556,-0.20861218850000002
nit_yeaG__del_yeaG_Nminus__2,0.1627437254,-0.0394509388,0.2876644212
nit_yeaG__del_yeaG_Nplus__1,2.5552753519999998,-2.4890605784,-1.7796899076
nit_yeaG__del_yeaG_Nplus__2,1.973417393,-2.0045112581,-1.5788387114
opex__amp__1,0.6304987043,0.22522646030000001,0.2509926245
opex__amp__2,0.5860511691,-0.1360650343,0.021007925400000002
opex__amp__3,0.8835702579,0.22598554540000002,-0.0776117363
opex__bak_amp__1,0.7706533507000001,0.2883740023,0.1891060031
opex__bak_amp__2,1.1300645519999999,0.1114182231,-0.058857650500000004
opex__bak_amp__3,1.1034844084,0.1485210271,0.0161159136
opex__bak_kan__1,0.6573558327,0.2927649418,-0.0798196958
opex__bak_kan__2,0.8516061298000001,0.4228416439,0.0552353809
opex__bak_kan__3,0.7360680208,0.1256442359,-0.0617836826
opex__bak_nor__1,0.7144631842,0.0286550977,0.22336080490000002
opex__bak_nor__2,0.2954300936,0.29363857250000003,0.2682369562
opex__bak_nor__3,-0.1685584892,-0.0335910862,0.2770594018
opex__bak_rif__1,1.1453977659,0.23108443850000002,-0.0577645236
opex__bak_rif__2,0.273958156,0.4486885265,-0.07870764570000001
opex__bak_rif__3,0.48503189010000003,0.4936245549,0.0269747595
opex__chx_amp__1,1.1482411008,0.4028773912,0.0506895232
opex__chx_amp__2,0.5513358274,0.2815428621,0.1337780013
opex__chx_amp__3,1.0204405115,0.0515616468,0.21004856300000002
opex__chx_kan__1,0.8674174306,0.29394405690000003,-0.009751495
opex__chx_kan__2,1.0969000202,0.1476381729,0.12305727200000001
opex__chx_kan__3,1.1635359065,0.4111573154,0.0459022003
opex__chx_nor__1,0.8313449076,-0.0189986864,0.2517618314
opex__chx_nor__2,1.3638292176,-0.020114535700000002,0.18439425780000002
opex__chx_nor__3,0.8098000562000001,0.0905613901,0.0468653356
opex__chx_rif__1,1.405162238,0.1707740952,-0.0806890861
opex__chx_rif__2,0.9630125792,0.21816645850000002,0.028028073100000002
opex__chx_rif__3,0.9399609086,0.3851159579,0.14315877
opex__ctrl__1,-0.0267406624,0.0124398634,-0.0202679776
opex__ctrl__2,0.4660747094,-0.0548954051,-0.0344510221
opex__ctrl__3,-0.439334047,0.0424555416,0.0547189997
opex__etoh_amp__1,1.5922998464,-0.1405584903,0.2861318282
opex__etoh_amp__2,1.2208619224000001,-0.21960769060000002,0.3508936093
opex__etoh_amp__3,2.1012983551,-0.1363824582,0.3365121206
opex__etoh_kan__1,1.6129836494,-0.3617748254,0.3140230665
opex__etoh_kan__2,2.2999991788,0.5099546791,0.2544657605
opex__etoh_kan__3,1.6906434013,0.3276077807,0.3033542863
opex__etoh_nor__1,2.5540995001,-0.0140514434,0.2299485843
opex__etoh_nor__2,1.9207511949,0.0970590776,0.17895556840000001
opex__etoh_nor__3,2.0161986239,0.2696254616,0.348371397
opex__etoh_rif__1,1.0339213504,-0.2010333508,0.11923674000000001
opex__etoh_rif__2,1.4481598712000001,-0.3164572413,-0.0394669735
opex__etoh_rif__3,1.0952577976,-0.3050153156,0.004119916
opex__glual_amp__1,0.4803579174,0.4780312096,0.0132184207
opex__glual_amp__2,0.6348471382,0.1990307702,-0.030548802700000002
opex__glual_amp__3,1.563613723,0.7052387635,-0.0764494721
opex__glual_kan__1,0.9884284904,0.49417170530000004,-0.1578173227
opex__glual_kan__2,0.691618736,0.7196900900000001,-0.037986756
opex__glual_kan__3,0.9990774977,0.5319943488000001,0.0066445532
opex__glual_nor__1,1.4412500151,0.406286611,-0.12487552160000001
opex__glual_nor__2,0.8572160498,0.4666064928,0.0924754684
opex__glual_nor__3,0.7122871453,0.6243311954,-0.1109547526
opex__glual_rif__1,0.8010516001,0.2883472505,-0.3531246905
opex__glual_rif__2,0.3002413612,0.15529964000000002,-0.2784321115
opex__glual_rif__3,0.5388760231,0.352360072,-0.16735095830000002
opex__h2o2_amp__1,0.8012147074,0.3704765598,0.0167845657
opex__h2o2_amp__2,0.8685058975000001,0.4005899442,0.054004257300000004
opex__h2o2_amp__3,1.7602191582,0.33694189550000003,-0.0699977585
opex__h2o2_kan__1,0.0744708037,0.1909524188,0.0583563343
opex__h2o2_kan__2,0.3913005444,0.0935448474,-0.0434095517
opex__h2o2_kan__3,0.5651430681,0.1698323318,-0.048146842
opex__h2o2_nor__1,0.48962372800000004,0.1489634755,-0.018541802200000002
opex__h2o2_nor__2,1.388573759,0.3832947137,0.1235540838
opex__h2o2_nor__3,0.3878806399,0.2172018155,0.0651089456
opex__h2o2_rif__1,0.12591287240000001,-0.7749848051,-0.41744649640000003
opex__h2o2_rif__2,-0.019767793000000002,-0.6654428854000001,-0.403501113
opex__h2o2_rif__3,0.230017405,-0.1913222514,-0.33106125740000003
opex__ippoh_amp__1,4.3628131589,0.3952306063,0.2930290645
opex__ippoh_amp__2,4.8841624796000005,0.3149032751,0.4333633329
opex__ippoh_amp__3,4.4656796739,0.2702971195,0.2474938083
opex__ippoh_kan__1,4.0105696411,0.2999006644,0.2532359246
opex__ippoh_kan__2,4.0096271328,0.2314858623,0.1221697615
opex__ippoh_kan__3,4.7696214445,0.2157984078,0.2819060152
opex__ippoh_nor__1,5.2360963618,0.40097511960000004,0.3208234544
opex__ippoh_nor__2,5.3575605142,0.2737983597,0.1894442928
opex__ippoh_nor__3,3.6726911987,0.6809370456,0.22499267950000001
opex__ippoh_rif__1,3.4885192476,-0.0983437964,-0.0244287358
opex__ippoh_rif__2,3.8315271564,-0.0616277218,-0.3141428743
opex__ippoh_rif__3,3.0536301308,0.1682955654,-0.06603580790000001
opex__kan__1,0.4490413649,0.0657723336,0.0119340617
opex__kan__2,0.3449081942,0.08864460610000001,0.0408055141
opex__kan__3,0.427387351,-0.030366366000000002,-0.037203106
opex__nor__1,0.4682299299,-0.0774516994,0.14256862550000002
opex__nor__2,-0.0120528795,0.2325082912,0.12380330910000001
opex__nor__3,0.2172756397,0.0147439953,0.11416146370000001
opex__paa_amp__1,1.0662691147,-0.053917832900000004,0.23262484100000003
opex__paa_amp__2,0.7438131561,0.22476269200000001,-0.0219620576
opex__paa_amp__3,0.9429183582,0.1303969688,0.1614484475
opex__paa_kan__1,0.1498602279,-0.0545965095,-0.2364382355
opex__paa_kan__2,-0.1260349841,0.3918922459,-0.1423702668
opex__paa_kan__3,0.6637848567,0.21587794970000002,-0.1634562651
opex__paa_nor__1,1.0334596031,0.1870820171,-0.014110153700000001
opex__paa_nor__2,0.9791750875,0.20140812660000001,0.12268127050000001
opex__paa_nor__3,1.1792826434,0.2895555675,-0.0052149305
opex__paa_rif__1,0.030046068300000003,0.0515182401,-0.27812726320000003
opex__paa_rif__2,0.6854625764000001,0.0683533378,-0.2338669506
opex__paa_rif__3,1.0188362109,-0.1912278204,-0.47698047050000003
opex__phenol_amp__1,2.3711241381,0.0615403943,-0.30114314670000003
opex__phenol_amp__2,2.3991275564,0.4991645879,-0.21622304450000002
opex__phenol_amp__3,1.5552104261,0.6020270479000001,-0.1830535108
opex__phenol_kan__1,2.8867276408,0.10513746530000001,-0.4813839992
opex__phenol_kan__2,3.621103235,-0.1999731196,-0.4213635195
opex__phenol_kan__3,2.3224952459,0.2129666137,-0.5806053135
opex__phenol_nor__1,1.9615211904,-0.0250778995,-0.1049615713
opex__phenol_nor__2,3.9342334708,-0.261218709,-0.2751524749
opex__phenol_nor__3,2.1536611801,0.2704766045,-0.25850524350000004
opex__phenol_rif__1,0.4520471472,0.0018554458000000001,-0.4526876353
opex__phenol_rif__2,0.8343551327000001,0.2364315858,-0.12369815690000001
opex__phenol_rif__3,-0.014399477,-0.10304205350000001,-0.21202969670000002
opex__pvpi_amp__1,1.5762404717,0.1839222942,0.1391818165
opex__pvpi_amp__2,0.4526172679,-0.1155760368,-0.0639225928
opex__pvpi_amp__3,0.22415961880000002,-0.4515653858,0.0697663239
opex__pvpi_kan__1,0.41573564030000004,0.0624256721,-0.0465531633
opex__pvpi_kan__2,0.7541476609000001,0.0010099449000000001,0.0190727985
opex__pvpi_kan__3,0.6585399734,-0.28836733070000004,0.1516056878
opex__pvpi_nor__1,0.6415595614,-0.0440251381,0.1005279486
opex__pvpi_nor__2,-0.4740082172,-0.422080263,0.11899765720000001
opex__pvpi_nor__3,0.5032544293,-0.0831516687,0.14767448190000002
opex__pvpi_rif__1,0.1274477797,0.1372150919,-0.1150861504
opex__pvpi_rif__2,-0.3670002966,-0.0886177267,-0.2665517542
opex__pvpi_rif__3,0.6607037530000001,0.25800832230000004,-0.42588176800000005
