,A,Fis,Crp,Cra
phage_resist__ygbE_oe__2,0.8544274879,0.2235366648,-0.14160878940000002,0.2953870599
phage_resist__ygbE_oe__3,0.2861578739,-0.17320149510000002,0.148584254,0.5452071722
phage_resist__ygbE_oe__4,-0.4419457457,-0.3976694403,0.18241322270000002,0.31160570930000003
phage_resist__yahA_oe__1,0.6816314642,-0.271260151,0.9307925237,0.1301580218
phage_resist__yahA_oe__2,0.6268972136000001,-0.3856698168,0.9367801035000001,0.0528553927
phage_resist__yahA_oe__3,0.5144086266,-0.3748424758,0.9764142145,0.0871446503
phage_resist__yrfF_ko__1,-0.0498603461,-0.3368956211,0.7325937801,0.9807337260000001
phage_resist__yrfF_ko__2,0.7163386459000001,-0.6195434666,0.8605437876,1.3282708135
phage_resist__yrfF_ko__3,-0.9370033846,-0.5305273591,0.6737314587000001,0.688691999
pollution__wt_ctrl__1,0.0536750709,0.0090743764,-0.0504309921,0.1796494563
pollution__wt_ctrl__2,0.1417993004,-0.1474606062,0.15996817200000002,0.037576712000000005
pollution__wt_ctrl__3,-0.1954743713,0.1383862298,-0.1095371799,-0.2172261683
pollution__wt_urban__1,1.0809624578,0.0958843592,-0.8779140316,-0.8388263528000001
pollution__wt_urban__2,1.0232990875,-0.1943269192,-0.5371211839,-0.6128652595
pollution__wt_urban__3,0.5829597666,-0.5633154372,-0.5047912804,-0.7317795944000001
pollution__wt_diesel__1,0.6652826529,0.34932742110000004,-0.49115894060000004,-0.8485566041
pollution__wt_diesel__2,0.4878234086,0.052595198100000004,-0.1463925879,-0.3351232154
pollution__wt_diesel__3,0.9052377356,0.13483453310000001,-0.2696574214,-0.3418438125
pollution__evo_diesel__1,0.9844537712,0.3732131782,-0.422017325,-1.0908188988
pollution__evo_diesel__2,1.7619585079000002,-0.2646294097,0.0331465663,0.3207930571
pollution__evo_diesel__3,2.8530662127,0.1507713049,-0.27523787650000003,-0.1398424733
ppGpp__wt_relAtrunc_00m__1,0.48308024200000005,0.1291562064,-0.011476057900000001,-0.2592567159
ppGpp__wt_relAtrunc_00m__2,0.4376511334,0.043625080100000005,-0.1060102587,0.11566217940000001
ppGpp__mut_delrelA_10m__1,-0.2436597838,-0.5922833958,0.1512831843,-0.5626612781
ppGpp__mut_delrelA_05m__1,0.5538362901,0.09290664450000001,-0.1375585523,-0.8290559164
ppGpp__mut_delrelA_10m__2,0.3575640816,-0.5635506412,0.2109785549,-1.04370329
ppGpp__mut_delrelA_10m__3,0.1435709587,-0.435273085,0.2609776572,-0.6798733629
ppGpp__mut_delrelA_00m__1,0.3250970982,0.3457459599,-0.1923561796,-0.6281157941000001
ppGpp__mut_delrelA_00m__2,0.14993707180000002,0.1662819322,-0.34262451,-0.8460730274
ppGpp__mut_delrelA_05m__2,0.4823323868,0.0749518054,-0.1664668386,-0.6824705723000001
ppGpp__mut_delrelA_05m__3,0.08827772810000001,0.0533637204,-0.16714632440000002,-0.6906080928
ppGpp__mut_delrelA_00m__3,-0.4473351991,0.2156995827,-0.37078453650000004,-0.49089214010000004
ppGpp__wt_delrelA_10m__1,-0.1092790312,-3.4951634047,1.475368666,0.3307851563
ppGpp__wt_delrelA_05m__1,-0.8328361580000001,-0.9033991029,1.1376902668,0.5169309910000001
ppGpp__wt_delrelA_05m__2,-1.1135476145,-0.8275438988,1.1347282112000001,0.5740156375000001
ppGpp__wt_delrelA_10m__2,-0.47106008200000005,-3.5074096086,1.4212904351,0.5002906692
ppGpp__wt_delrelA_10m__3,-0.7762296028,-3.617631853,1.467315173,0.5231524178
ppGpp__wt_delrelA_00m__1,-0.0027656296,0.0360899349,-0.0192756679,0.0746621029
ppGpp__wt_delrelA_00m__2,-0.2572978798,-0.029779829400000003,0.0212278545,0.027528908100000003
ppGpp__wt_delrelA_05m__3,-1.5766153023,-0.9816522696000001,1.1315243246,0.6399352797
ppGpp__wt_delrelA_00m__3,0.2600635094,-0.0063101055000000005,-0.0019521866,-0.10219101100000001
ppGpp__mut_relAtrunc_10m__1,0.1598359534,0.22240025600000002,-0.4916651179,-0.6730849749000001
ppGpp__mut_relAtrunc_05m__1,0.6966844318000001,0.39208360540000003,-0.34854891390000003,-0.9503321387
ppGpp__mut_relAtrunc_05m__2,0.1231968296,0.351290906,-0.43585225920000004,-0.5423239007
ppGpp__wt_relAtrunc_10m__1,0.3182022644,-0.0958234418,-0.1372784369,-0.1677205514
ppGpp__wt_relAtrunc_10m__2,0.8691031760000001,-0.030740934100000002,-0.1642322029,-0.0781768803
ppGpp__wt_relAtrunc_10m__3,0.7218674138000001,-0.13959982170000002,-0.1681617912,-0.17960757430000002
ppGpp__mut_relAtrunc_00m__1,0.330323052,0.5101882075,-0.0774965284,-0.5238685244
ppGpp__wt_relAtrunc_00m__3,0.3723592961,0.1370520284,0.0630814665,-0.1186264588
ppGpp__wt_relAtrunc_05m__1,0.3048968373,-0.0668591941,-0.2810515373,-0.1812743909
ppGpp__wt_relAtrunc_05m__2,0.5846357471,-0.0222878479,-0.28533503050000003,-0.28958270680000003
ppGpp__wt_relAtrunc_05m__3,0.5718974647,-0.023639298700000002,-0.1949960566,-0.2866106493
ppGpp__mut_relAtrunc_00m__2,0.45974196770000003,0.1996762671,-0.4457334711,-0.7907420812
ppGpp__mut_relAtrunc_00m__3,0.40258300010000003,0.3180145914,-0.3135830297,-0.9532888001000001
ppGpp__mut_relAtrunc_10m__2,0.7763378139,0.2575609265,-0.4912625674,-0.9336476402
ppGpp__mut_relAtrunc_05m__3,0.36012292500000004,0.2960840973,-0.402798119,-0.6053601299
ppGpp__mut_relAtrunc_10m__3,0.264973279,0.23211505100000002,-0.49061737310000003,-0.6795355113
pressure__high_pressure__1,0.20678079270000002,1.2948194296,-0.49159209540000004,-0.9341963907
pressure__high_pressure__2,-0.8436543762000001,0.9923866048000001,-0.2902563631,-0.6946366380000001
pressure__low_pressure__1,0.0215556309,0.0554789903,0.0011446948,0.0494950635
pressure__low_pressure__2,-0.0215556309,-0.0554789903,-0.0011446948,-0.0494950635
quantum_dots__ctrl__1,0.1311371247,0.19299417030000002,-0.1947450853,0.0087537226
quantum_dots__ctrl__2,-0.1311371247,-0.19299417030000002,0.1947450853,-0.0087537226
quantum_dots__cdte_light__1,0.18185935350000001,-0.1566585705,0.25533424920000003,0.1293266786
quantum_dots__cdte_light__2,-0.6017330612,-0.5234540044,0.3336771074,0.32173221420000003
quantum_dots__cdte_dark__1,0.013681389300000001,0.23512352620000002,-0.19234211680000002,0.0700890705
quantum_dots__cdte_dark__2,-0.2386386447,0.31142464810000003,-0.21453890080000002,-0.0141261187
quantum_dots__cdse_light__1,-0.1232589612,0.0452058008,-0.1725798192,0.1163143549
quantum_dots__cdse_light__2,-0.3930095736,-0.4719622457,0.0807140303,0.22271107610000002
quantum_dots__cdse_dark__1,0.045846896000000005,-0.0963130764,-0.0703709117,0.3375797343
quantum_dots__cdse_dark__2,-0.0667131654,0.1438637236,-0.0216465485,0.3637408091
raman__wt__1,0.35031922120000003,0.32390488240000004,0.0794100169,-0.5266876943000001
raman__del_cyaA__1,0.5772864289,-0.5137846317,-0.6136421402000001,-1.5315670996000001
raman__del_cyaA_01mM__1,1.5720797815,-0.3017799452,-0.5901419459,-1.5619938064999999
raman__del_cyaA_05mM__1,0.8050524287,0.0746564698,-0.20304986730000002,-1.2940209444
raman__del_cyaA_1mM__1,-0.1561816724,0.6909678567,0.09984774490000001,-1.2979340718999999
raman__wt__2,0.1297723155,0.05264703900000001,-0.0386433461,-0.0359285861
raman__del_cyaA__2,1.2972500328,-0.5430984053,-0.7873801161,-1.6050447804
raman__del_cyaA_01mM__2,1.9033042033,-0.18264780930000002,-0.5712728994,-1.6620741616
raman__del_cyaA_05mM__2,1.6161617563,0.0924027817,-0.0286686132,-1.4719150837
raman__del_cyaA_1mM__2,-0.7209890091000001,0.9621512969,-0.23342197620000002,-1.5834409815
raman__wt__3,-0.48009153670000004,-0.3765519214,-0.0407666707,0.5626162805
raman__del_cyaA__3,1.4896601282000002,-0.5471846868,-0.7308913606,-1.6845916618999999
raman__del_cyaA_01mM__3,0.7668475159,0.48515093200000003,-0.7037627470000001,-1.4925735912
raman__del_cyaA_05mM__3,0.9571048867,0.1266839205,-0.2362122698,-1.4198829016
raman__del_cyaA_1mM__3,-0.39110684170000004,1.0602432242,-0.0164546772,-1.7140940942
rand_barrel__mut_nanE__1,0.6527616086,-0.3118793136,0.0328965424,0.31956510320000003
rand_barrel__mut_nanE__2,0.733700523,-0.2205822906,0.1360103685,0.2129158669
rand_barrel__mut_nanE__3,-0.0898513204,-0.8193608079,0.5049328406,0.4732526932
rand_barrel__mut_pdxJ_1__1,-0.058163798600000004,-0.5997014154,0.1529755428,0.4999213127
rand_barrel__mut_pdxJ_1__2,1.7051732962,-0.0729656482,-0.015406163700000001,0.15938206030000002
rand_barrel__mut_pdxJ_1__3,-2.0945423423,-0.5369566521,0.37994444860000004,-0.08388415910000001
rand_barrel__mut_pdxJ_2__1,1.8817975385999999,-0.0382048267,0.22590315390000001,0.11266717200000001
rand_barrel__mut_pdxJ_2__2,-0.0989368458,-0.0745687413,0.23212511460000002,0.2530273783
rand_barrel__mut_pdxJ_3__1,1.1699089691,-0.2022446518,0.2831675712,0.3123582814
rand_barrel__mut_pdxJ_3__2,0.8373465527,-0.3069023796,0.20362184190000002,0.42942117620000003
rand_barrel__del_serB__1,0.28835880750000004,-0.042170493600000004,-0.011167604900000001,-0.0378642888
rand_barrel__del_serB__2,-0.28835880750000004,0.042170493600000004,0.011167604900000001,0.0378642888
rockhopper__CV104_pHDB3__1,0.8267196012,2.3015311473,-0.8924017296000001,-0.1418916872
rockhopper__CV104_pHDB3__2,1.1802783719,1.9737251058,-0.8649010421000001,-0.5814895618
rockhopper__CV104_pHDB3__3,1.0787179561,1.9660711981999999,-0.7001267639000001,-0.6866577875000001
rockhopper__CV104_pLCV1__1,1.4437626864,2.016554287,-0.9119051060000001,-0.46814463780000004
rockhopper__CV104_pLCV1__2,1.5964148901000002,2.0244462644,-0.8563503673,-0.5774250165
rockhopper__CV104_pLCV1__3,1.7445819075,1.9419073304,-0.6222702813000001,-0.5303597989000001
rockhopper__wt_lb__1,3.5109861496,1.8679287144,-1.0877370598,-0.7153592160000001
rockhopper__wt_lb__2,3.2274819034,1.2921998969000001,-1.7369671045000001,-0.45460847060000004
rockhopper__wt_lb__3,3.6737690233,1.8917936764,-1.3358746678,-0.982527122
rockhopper__wt_lb_aMG__1,4.5610594372,0.5395643603,-0.48690911950000004,-0.5032491356000001
rockhopper__wt_lb_aMG__2,3.9453624108,0.9906916870000001,-0.9667081537000001,-0.5584765924
rockhopper__wt_lb_aMG__3,5.1856512594,1.3703669651000001,-1.2851862633,-0.7783691722
rockhopper__del_sgrR_lb_aMG__1,3.2692757738,0.5734681935,-0.385574128,-0.0680925574
rockhopper__del_sgrR_lb_aMG__2,2.7885516446,0.2499518641,-0.24326731070000002,0.2675147683
rockhopper__del_sgrR_lb_aMG__3,2.8719030202,0.5164904485,-0.2979551923,-0.1486261372
rockhopper__del_sgrS_glyc_aMG__1,0.20671459050000002,-0.582680288,0.6722892721,0.0783431845
rockhopper__del_sgrS_glyc_aMG__2,0.7495507673,-0.992035898,1.1260265914,0.1764661836
rockhopper__del_sgrS_glyc_aMG__3,0.8313391047,-0.82092612,1.0397299023,0.0283385667
rockhopper__del_sgrS_glyc__1,2.1582584175,1.1855093645,-0.3628059501,-0.9848549179
rockhopper__del_sgrS_glyc__2,2.5085244175,1.6497003332,-0.4528756111,-0.5984024623
rockhopper__del_sgrS_glyc__3,3.6955359269,1.5533210611000001,-0.3254764307,-0.6806320482
rockhopper__wt_lb_aMG__4,4.891598512,1.0327964961,-0.18830449770000002,-0.5092999273000001
rockhopper__wt_lb_aMG__5,5.2783786365,0.6311239495000001,-0.7544182141,-0.129425061
rockhopper__wt_lb_aMG__6,5.580974861,0.8201260326,-0.5831081023,-0.0501794115
rockhopper__wt_glyc_aMG__1,1.7733094229000002,0.23113696620000002,0.0047093158,0.2466454597
rockhopper__wt_glyc_aMG__2,1.9648194649000001,0.092688142,0.5669202778,-0.26459021990000003
rockhopper__wt_glyc_aMG__3,3.5423107646,0.1864078501,0.5677400205,-0.0296163748
rockhopper__wt_glyc__1,2.3530288069,1.3913280626,-0.4403543445,-0.5971293792
rockhopper__wt_glyc__2,3.5223034014,1.8801914265000002,-0.24124783460000002,-0.4693509986
rockhopper__wt_glyc__3,4.1639603653,1.8233975957,-0.4115574947,-0.7394687473
rockhopper__CV108_glyc_aMG__1,2.5648257666000003,-0.2035763635,-0.3562857689,-0.2091198861
rockhopper__CV108_glyc_aMG__2,2.0742139865,-0.997274482,0.5579321807000001,-0.556306462
rockhopper__CV108_glyc_aMG__3,0.44284246660000004,-0.7825957539,0.5313165346000001,-0.8200389833
rockhopper__wt_glyc__4,-0.0385988161,-0.1164091949,-0.2638966479,0.5132084414
rockhopper__wt_glyc__5,3.7735732555,-0.4347953531,-0.19432084730000002,0.2570852656
rockhopper__wt_glyc__6,-2.7293444596,-0.6036823822,0.10333546310000001,0.1522032717
rockhopper__wt_glyc_aMG__4,-0.9477822069,-0.5832233137,0.21447380530000001,-0.4804073118
rockhopper__wt_glyc_aMG__5,0.75019416,-0.5893179781,0.2213336307,-0.884283182
rockhopper__wt_glyc_aMG__6,1.7352185925999999,-1.3449960646,0.3721320869,-0.9460349975000001
rockhopper__wt_glyc__7,-1.9800758145000001,-1.2967251452,0.3267917408,0.07122410500000001
rockhopper__wt_glyc__8,-0.3572703526,-1.5836493801,0.5609825497,-0.26821144140000003
rockhopper__wt_glyc__9,-2.2913743814,-1.1114614148,0.28759943400000004,0.1283292093
rockhopper__wt_glyc__10,-2.892611571,-0.2708470256,-0.2368919985,0.4225992602
rockhopper__wt_glyc__11,-1.7885222178,0.1532474732,0.14532827,0.3643153569
rockhopper__wt_glyc__12,-1.7350682161000002,0.16940533800000002,0.3642317098,0.1651956564
rpoD__wt__1,-0.2451979665,-0.31751411490000003,-0.2650089901,0.0962650932
rpoD__wt__2,0.23779515040000002,0.3577599574,0.1635474037,-0.133171208
rpoD__rpoD_mut__1,1.8098829269,3.1030835766,0.1684464855,0.2844015412
rpoD__rpoD_mut__2,2.064388195,3.4643144453,0.2976957928,-0.013994220100000001
rpoD__rpoD_mut__3,0.9306765250000001,2.7622962092,0.1507827136,0.5872313009
rpoD__wt__3,0.007402816,-0.040245842500000004,0.1014615864,0.0369061147
rpoN_peptide__ctrl__1,-0.2303874311,0.0007950103000000001,0.0327470021,0.081793006
rpoN_peptide__ctrl__2,-0.20849803790000002,-0.1171505754,0.0481021751,0.0731144789
rpoN_peptide__ctrl__3,0.43888546900000003,0.11635556500000001,-0.0808491772,-0.1549074849
rpoN_peptide__nminus__1,-0.0308118276,0.18262371400000002,0.13673644840000002,0.2330824596
rpoN_peptide__nminus__2,-0.20730405570000002,0.0458881224,0.07923360680000001,0.17125156960000001
rpoN_peptide__nminus__3,0.48801198170000004,0.0772102477,0.0144034674,0.0406612893
rpoN_peptide__nplus__1,-1.5907302673000001,4.3547183379,-1.632512297,-0.3432469896
rpoN_peptide__nplus__2,-1.6335589564,4.3316896513,-1.6693356927,-0.41162579800000004
rpoN_peptide__nplus__3,-1.9150374384000002,4.361795663,-1.6531858744,-0.4489450474
rpoN_peptide__s54_wt__1,-0.4161457713,0.0420888457,-0.2182690823,-0.0389546049
rpoN_peptide__s54_wt__2,-0.5912709095,-0.007688093500000001,-0.19587325690000001,-0.0845676364
rpoN_peptide__s54_wt__3,-0.9404442058,-0.030441688,-0.2994099301,-0.2060351387
rsd__wt_ee__1,-0.09980249790000001,0.0420412059,-0.0842798241,0.0136601475
rsd__wt_ee__2,0.09980249790000001,-0.0420412059,0.0842798241,-0.0136601475
rsd__del_rsd_ee__1,-0.0839617156,0.2428904616,0.0678688308,0.1710564618
rsd__del_rsd_ee__2,0.1594987512,0.1927189082,0.030330043600000002,-0.1841873724
rsd__del_ssrS_ee__1,1.355666216,0.6160748597,0.5365988028,0.7871858773
rsd__del_ssrS_ee__2,1.0543997826,0.7504129416,0.5911904992,0.5932970849
rsd__del_rsd_ssrS_ee__1,1.3922247225,0.0351904113,-0.32946598320000003,-0.055179341400000005
rsd__del_rsd_ssrS_ee__2,2.0934286569,0.5113810497,-0.6170200674,0.09957548890000001
rsd__del_rpoS_ee__1,1.3260397702,0.9710061056,1.0357575523,1.3216401428
rsd__del_rpoS_ee__2,1.7790587062,0.7562566058,0.9608772845,1.3551915408
rsd__wt_me__1,1.4130247369,-1.0178528916,-0.1932318201,-0.1550803744
rsd__wt_me__2,1.1858960886,-1.2149942231,-0.24201875890000002,-0.0294914348
rsd__del_rpoS_me__1,0.36833346580000004,-0.7453303096,-0.2242368632,0.8478887649
rsd__del_rpoS_me__2,0.28507145710000004,-0.8163028323,-0.2415859193,0.8191480537
rsd__wt_ts__1,0.6879989681,-0.39287607560000004,-1.6596404198,-1.5031315194000001
rsd__wt_ts__2,0.746580392,-0.1573471991,-1.5412069563,-1.3047782504
rsd__del_rsd_ssrS_ts__1,1.2929283754,-1.6918255788,-1.6338730553,-1.2413169777
rsd__del_rsd_ssrS_ts__2,1.3445967344,-1.7496336341,-1.6921309905,-1.0199209162
rsd__del_rpoS_ts__1,2.1845946669,-0.3915621648,0.024751287900000002,0.4326047361
rsd__del_rpoS_ts__2,1.9727846478000002,-0.4358961085,0.0278344303,0.5846469247
rsd__wt_s__1,2.6904357844,-1.0084983008,-1.4241152532,-1.5927260651
rsd__wt_s__2,2.7356060298,-1.0952564979,-1.6590049948,-1.667277531
rsd__del_rsd_s__1,2.7604985362,-1.1220085845,-1.8726274564,-1.4035772323
rsd__del_rsd_s__2,2.3288437754,-1.1233942442,-1.8730596957,-1.5656725811
rsd__del_rsd_ssrS_s__1,3.3604831015,-3.4308934802,-1.10328679,-1.3549492106
rsd__del_rsd_ssrS_s__2,2.7860107538000003,-3.4044622139,-1.1546180975,-1.2389553694
rsd__del_rsd_ls__1,4.0718931997,-2.6559617668,-2.9067680232,-1.4033932364
rsd__del_rsd_ls__2,3.1698824568,-2.7265815400999998,-3.0181921286,-1.3639724004
rsd__del_ssrS_ls__1,3.5733674016,-3.9387590991,-1.5439177016999999,-1.4858692358
rsd__del_ssrS_ls__2,3.26968335,-4.0862936444,-2.1842734612,-1.6022365266
rsd__del_rsd_ssrS_ls__1,2.1069731814,-3.1474849834,-1.616189157,-0.3130426926
rsd__del_rsd_ssrS_ls__2,2.5216153408,-3.0020123048,-1.5982655594000001,-0.5298207917000001
rsd__del_rpoS_ls__1,5.3036675538,-0.8551097326,-1.5932065020000001,-0.9626347057
rsd__del_rpoS_ls__2,3.1545029203,-0.76342186,-1.2939667953,-0.22958089920000002
sdsR_ryeA__wt_3h__1,0.8764013079,-0.3766938378,0.0834236646,0.1389909558
sdsR_ryeA__wt_8h__1,1.8846351771,0.6916878775,-1.0800252217,-1.6107415458
sdsR_ryeA__wt_3h__2,-0.8764013079,0.3766938378,-0.0834236646,-0.1389909558
sdsR_ryeA__wt_8h__2,1.1099337282,0.7367470478,-1.0200857079,-1.3859051656
starve_series__t00_growth1__1,0.1610804709,-0.1250606319,0.023435122500000002,0.0053140441
starve_series__t00_growth1__2,-0.41535681360000004,-0.24694602340000002,0.1248516005,-0.021272194300000002
starve_series__t00_growth1__3,0.1924083943,-0.0616308209,0.0692848872,-0.14540432650000001
starve_series__t00_growth1__4,0.061867948400000004,0.43363747620000004,-0.21757161020000002,0.1613624766
starve_series__t01_starve__1,4.9292864445,-1.8971756014,0.1391748524,0.5377784834
starve_series__t01_starve__2,3.6280351148000003,-2.2310340493,0.0317638306,0.3042919649
starve_series__t02_starve__1,6.6560115423,-4.8936592304,-0.5801942053,-0.1257946895
starve_series__t02_starve__2,6.6513121973,-4.3908695667,-0.6708481182,-0.0956099026
starve_series__t03_starve__1,8.7610052812,-4.4710467849,-0.2977467191,-0.2681533773
starve_series__t03_starve__2,8.3447933876,-4.2515434111,-0.22816473310000002,-0.1597791228
starve_series__t04_starve__1,8.671790971,-4.3388797927,-0.4658876377,-0.2019998866
starve_series__t04_starve__2,8.2130325634,-4.7868245453,-0.4601301404,-0.25875426300000004
starve_series__t05_starve__1,8.9824563728,-4.8085744934,-0.9132657347,-0.5001395759
starve_series__t05_starve__2,8.7588320734,-4.5254584575,-0.9598387660000001,-0.3432286646
starve_series__t06_starve__1,9.1802166746,-4.6820294035,-1.1240828075,-0.5079018843
starve_series__t06_starve__2,9.2301401085,-4.7909121998,-1.1933479101,-0.4525603557
starve_series__t07_starve__1,9.4069888831,-4.1444791473,-1.4654213975000001,-0.6745151883
starve_series__t07_starve__2,9.0142852562,-4.6667391844,-1.2839636258,-0.5422371227
starve_series__t08_starve__1,9.8143843265,-4.2484284998,-1.5241984337,-0.5555622958
starve_series__t08_starve__2,9.2254524536,-4.5562915277,-1.4587504675,-0.5512617418
starve_series__t09_starve__1,9.228055488,-4.6947691506,-1.6489719420000002,-0.4489321256
starve_series__t09_starve__2,9.6059037579,-4.4200881791,-1.7515646770000002,-0.48774671740000003
starve_series__t10_starve__1,10.0513490761,-4.6880403355,-1.770421453,-0.3159833689
starve_series__t10_starve__2,9.8669984054,-4.2643542687,-1.7906801929,-0.1729142677
starve_series__t11_starve__1,9.9087986267,-4.4367349703,-1.6497521704,0.038427626900000005
starve_series__t11_starve__2,9.617854692,-4.5233386763,-1.6595707367,0.12991674920000001
starve_series__t12_starve__1,10.0710304834,-3.8151484080999998,-1.5958078438999999,0.0504120248
starve_series__t12_starve__2,9.9690107032,-4.3522032683,-1.5052361202,0.1228596658
starve_series__t14_starve__1,10.0317344206,-4.0438003143,-1.2832103901,0.5688226550000001
starve_series__t14_starve__2,9.1667404966,-3.976978646,-1.4664207613,0.6981858145000001
starve_series__t16_starve__1,8.7870071034,-3.8607596271,-1.1202172584,0.8938780596
starve_series__t16_starve__2,8.8544643187,-3.7580844289,-1.1002127465,0.8290640425
starve_series__t17_starve__1,9.5624558635,-3.8770648217,-1.1087708567,0.8615534697
starve_series__t17_starve__2,9.4145231179,-3.5620480847,-1.0562763317,0.9731155373
starve_series__t18_starve__1,9.6314603164,-3.5123582817,-1.0770613484,0.7744595669000001
starve_series__t18_starve__2,9.4638244328,-3.9109430594,-1.3037934838,0.8246601485
starve_series__t20_starve__1,-2.7381865321000003,1.202523995,-0.6188562966000001,-0.0179416216
starve_series__t20_starve__2,-3.5411276888,0.9036875273,-0.685956077,-0.1233227467
starve_series__t21_growth2__1,-4.6618849253,0.8992197849,-0.9771786215,-0.5795064484
starve_series__t21_growth2__2,-4.2116182599,0.6307664039,-0.7984177568,-0.6027666676
starve_series__t22_growth2__1,-2.3877021863,0.1501696646,0.1972167981,-0.09127845500000001
starve_series__t22_growth2__2,-3.0395126918,0.3712782008,-0.25833408480000003,-0.006914879400000001
starve_series__t23_growth2__1,-3.2871731,0.7186027029000001,-0.07625097460000001,-0.0896996466
starve_series__t23_growth2__2,-3.0219220846,0.7232167819,-0.12687704800000002,-0.1186586277
starve_series__t25_growth2__1,-1.390371127,-0.2763127998,0.4079259133,-0.9181163534000001
starve_series__t25_growth2__2,-1.6633279228,-0.3675783141,0.30098022150000003,-0.617249436
starve_series__t26_growth2__1,-0.9096931899,0.41389343580000004,0.5016748605,-0.8759822171
starve_series__t26_growth2__2,-1.531419497,-0.001781229,0.24660512910000001,-0.8147220245
starve_series__t27_growth2__1,-1.0292010471,-0.054973703500000005,0.6661311877,-0.8574406901
starve_series__t27_growth2__2,-1.4089926717,-0.0209567406,0.6329567987,-0.8059147378
starve_series__t28_growth2__1,0.1337413249,-0.3378219984,0.4183987155,-0.3608431467
starve_series__t28_growth2__2,0.11290797620000001,-0.5303093578,0.48370192910000004,-0.3838213791
time_course__lb_4hr__1,-0.1255747374,0.2028844175,-0.0066037492,-0.06931474630000001
time_course__lb_4hr__2,0.08984525010000001,-0.2292086525,0.0077228519,0.0031867907
time_course__lb_4hr__3,0.0357294873,0.0263242351,-0.0011191027,0.0661279556
time_course__lb_8hr__1,0.8088090811,1.5119238688,-1.3647463804,-1.2758284877000001
time_course__lb_8hr__2,0.5958182106000001,1.2334858995,-1.380566146,-1.3682880876999999
time_course__lb_8hr__3,0.6549168241000001,1.6135644031,-1.5210848611999999,-1.3557724212
time_course__lb_24hr__1,1.4621691113,-0.6158690141000001,-1.1906271379,-2.4810688253
time_course__lb_24hr__2,2.1228528419,0.0369717301,-1.1528320159,-2.6356795451
time_course__lb_24hr__3,1.3053231056999999,-0.3898544102,-1.2579894262,-2.3858560166
time_course__lb_72hr__1,1.0878101876,1.0852560696,0.9529671083000001,-1.103580322
time_course__lb_72hr__2,-0.6030824306,1.2446964905,0.9658081033,-1.0208261929
time_course__lb_72hr__3,-0.41609666630000003,0.9247260404000001,1.1082667562,-0.9674205973000001
time_course__lb_144hr__1,0.4584369357,1.9458004792999999,0.4603158248,-0.24705033070000001
time_course__lb_144hr__2,0.32238090010000003,1.7403857583,0.3963233387,-0.743810093
time_course__lb_144hr__3,0.47560491660000004,1.6365386569,0.1587720879,-1.2394929772
time_course__lb_192hr__1,0.9244410022,1.145900491,0.4995220433,-1.0429638152
time_course__lb_192hr__2,0.0590783749,1.9468003977000001,0.7128912778000001,-0.3650798441
time_course__lb_192hr__3,0.0341057486,1.555606327,0.18456944620000001,-1.5229761396
triclosan__wt__1,0.445233421,-0.2823618354,-0.23651794610000001,-0.0170776128
triclosan__wt__2,0.3138119299,-0.10257742160000001,-0.0638936618,0.1881790455
triclosan__wt__3,-0.7590453508,0.38493925700000003,0.3004116079,-0.17110143260000002
triclosan__evo_amx_tcs__1,-2.037586246,0.4001969342,-0.36936284280000004,0.1170708837
triclosan__evo_amx_tcs__2,-3.7146690514,0.4549660633,0.0483945025,0.3245663478
triclosan__evo_amx_tcs__3,-1.6158070468,0.7992214428000001,0.1697071903,0.2702200551
triclosan__evo_chl_tcs__1,-0.24840562260000001,-0.2517563218,0.0819766386,-0.0577284714
triclosan__evo_chl_tcs__2,-1.1832048499,0.6807164105,0.0312762479,-0.3383980446
triclosan__evo_chl_tcs__3,-1.1465375826,0.6887569038,-0.0104577294,-0.3183880495
triclosan__evo_tet_tcs__1,-2.8227944114,-1.2693708772,0.26916821550000003,0.3279141251
triclosan__evo_tet_tcs__2,-1.5811622556,1.7196830995,0.0222155,-0.49996411490000003
truHMM__48C_15m__1,2.0446117582,1.1563762676,-0.2181308123,-1.0932029384
truHMM__48C_15m__2,1.9298579279,1.1530204188,-0.20736263130000002,-1.0195338026
truHMM__48C_15m__3,2.0433098121,0.9645108179,-0.3580729292,-1.4380848642
truHMM__48C_30m__1,4.770326337,1.2414560069,-1.1019684904,-2.2853459122
truHMM__48C_30m__2,4.8915039259,1.276216946,-1.1014998148,-2.3963819859
truHMM__48C_60m__1,7.2062614556,1.9584391974000002,-1.7909618398,-2.4776980176
truHMM__48C_60m__2,7.1876704337,1.9540271384,-1.7921226591,-2.4723938632999998
truHMM__phos_0h__1,0.0156003314,0.047159232700000005,-0.0064831920000000005,0.0054163760000000005
truHMM__phos_0h__2,-0.0156003314,-0.047159232700000005,0.0064831920000000005,-0.0054163760000000005
truHMM__phos_2h__1,6.0300953251,-1.1037943767,-0.5172351907,-1.0970709773
truHMM__phos_2h__2,6.2548780443,-1.2134840973,-0.4930876744,-1.0934947247
truHMM__phos_4h__1,5.1213800532,-1.9801569472,-1.5109077319000002,-0.5548919983
truHMM__phos_4h__2,5.2567149578,-2.2040713249,-1.546671549,-0.49491839260000003
truHMM__phos_4h__3,3.5208193598,-3.5897043436000002,-1.7910974918,-1.9976701432000001
control__wt_glc__1,0.0764826296,0.051501471,0.012478646000000001,0.0308891915
