,A,Fis,Crp,Cra
control__wt_glc__2,-0.0764826296,-0.051501471,-0.012478646000000001,-0.0308891915
fur__wt_dpd__1,0.7211833205,-1.9217788310000001,0.077574131,-1.1877552405
fur__wt_dpd__2,0.1900307929,-2.08636994,-0.090682171,-1.1737682105
fur__wt_fe__1,-0.041829576,0.47597915300000004,-0.030513673,-0.3327269625
fur__wt_fe__2,-0.3155255832,0.48514704900000005,0.05819072,-0.2594009255
fur__delfur_dpd__1,0.7711963384,-1.670623916,-0.105981984,-1.0912162295
fur__delfur_dpd__2,0.17582906310000002,-1.329252853,-0.22346684100000003,-1.0673563795
fur__delfur_fe2__1,0.0454056085,0.15395407900000002,0.436429913,-0.5522316355
fur__delfur_fe2__2,0.3402009207,0.014939037,0.367563393,-0.5848465775
acid__wt_ph5__1,0.5258160556,-0.036577616,0.345522573,-0.23737093050000002
acid__wt_ph5__2,0.4937108324,0.033789608,0.343136463,-0.24076136350000002
acid__delgadx_ph5__1,0.128645004,0.358529409,0.33938771300000004,-0.2069328745
acid__delgadw_ph5__1,0.4010405106,0.136491454,0.383863793,-0.28221490650000003
acid__delgadw_ph5__2,-0.0945046055,0.10350239900000001,0.33986178300000003,-0.2312081875
acid__delgade_ph5__1,0.506276045,0.015072958000000001,0.43240872300000005,-0.1426848045
acid__delgade_ph5__2,0.5853934185,-0.063794854,0.482436193,-0.2107098605
oxidative__wt_pq__1,3.149340122,-2.672005784,0.17662370300000002,-0.9948958295
oxidative__wt_pq__2,2.6143175524,-2.689072338,0.24038529300000003,-1.0895483045
oxidative__deloxyr_pq__1,1.8948689243999999,-2.288941591,0.513155013,-0.22714133450000001
oxidative__deloxyr_pq__2,1.9822118644,-2.109051776,0.536337303,-0.1089024705
oxidative__delsoxr_pq__1,1.9168002080000002,-2.138160113,0.334672533,-0.8179514835
oxidative__delsoxr_pq__2,1.8867349102,-2.140912192,0.387059873,-0.8006893435
oxidative__delsoxs_pq__1,2.9429127212,-2.714209596,0.513462963,-1.1173508365
oxidative__delsoxs_pq__2,3.0902267904,-2.746579377,0.5104807530000001,-0.9308994235
nac_ntrc__wt_csn__1,0.1596560924,-1.589501572,-0.07279683,-0.2068408135
nac_ntrc__wt_csn__2,-0.0939144962,-1.430071445,-0.093243951,-0.2683508555
nac_ntrc__wt_cytd__1,0.3247862378,-0.978855405,-0.043119613,-0.0824133625
nac_ntrc__wt_cytd__2,0.46582784990000003,-0.896925717,-0.07348926,-0.1677115365
nac_ntrc__wt_gln__1,-0.3678196308,-1.464364197,0.16383650300000002,0.0801267355
nac_ntrc__wt_gln__2,0.29837818110000003,-1.461060371,0.11651884600000001,0.0043702345
nac_ntrc__bw_delnac_csn__1,0.357112488,-2.32135558,0.16921202300000002,-0.3579043765
nac_ntrc__bw_delnac_csn__2,0.0109905876,-2.6199003430000003,0.03216219,-0.1233860915
nac_ntrc__bw_delnac_cytd__1,0.9697009648,-0.95240619,0.29367586300000004,-0.18457792450000002
nac_ntrc__bw_delnac_cytd__2,1.1657723597,-0.837027744,0.22863865300000003,-0.21771202550000002
nac_ntrc__bw_delnac_gln__1,0.2423915231,-1.731037042,0.505105143,-0.058414558500000005
nac_ntrc__bw_delnac_gln__2,0.727202352,-1.762952634,0.563775123,0.0276207205
nac_ntrc__bw_delnac_nh4__1,0.3335668093,-0.32552058,0.339165103,-0.1843641365
nac_ntrc__bw_delnac_nh4__2,0.6338683326,-0.167323945,0.360235063,-0.2454034005
misc__wt_no_te__1,1.0948379682,-1.028454369,0.32216916300000004,-0.46721748750000003
misc__wt_no_te__2,0.6945659663,-0.46681716500000003,0.315987593,-0.2667226935
misc__bw_delcbl__1,0.38475934240000004,0.29430214,0.30577407300000004,-0.2915494965
misc__bw_delcbl__2,0.5325707195,0.408423709,0.322569413,-0.28677707750000003
misc__bw_delfabr__1,0.076347885,0.263807395,0.194465293,-0.2201390145
misc__bw_delfabr__2,0.2353851927,0.25555642300000003,0.13385438500000002,-0.3216772765
misc__bw_delfadr__1,0.3330303895,0.159367496,0.325118883,-0.2075440335
misc__bw_delfadr__2,0.4857802699,0.043884891,0.343466333,-0.1982028295
misc__nitr_031__1,0.0868288683,-0.303065275,0.215598863,-0.2527009105
omics__wt_glu__1,-0.055097043000000005,-0.20018022600000002,0.348125933,0.2896546635
omics__wt_glu__2,-0.0618307325,-0.18407189999999998,0.319898823,0.1785036485
omics__wt_gly__1,-0.6802040749,-0.319302024,0.31218181300000003,0.0584354255
omics__wt_gly__2,-0.8002848560000001,-0.24256913600000002,0.348980073,0.08485717250000001
omics__wt_thr__1,-1.5770962764,-1.8024398060000002,0.883560683,0.6122284505000001
omics__wt_thr__2,-1.6618597167,-1.692083989,1.1275514229999999,0.6146578485
omics__bw_ac__1,1.2861652241,-0.13950114900000002,0.46435899300000005,0.8817667035000001
omics__bw_ac__2,0.9351993733,-0.151680917,0.46188222300000004,0.8924773015
omics__bw_fum__1,1.9974003359,0.426370289,0.44664785300000004,0.5877983865
omics__bw_fum__2,2.097386706,0.46919881500000005,0.49525865300000005,0.5226877135
omics__bw_glc__1,1.2125529667000001,0.565041403,0.319951353,0.0273994885
omics__bw_glc__2,0.7914685787,0.5145823930000001,0.360933593,0.0728779705
omics__bw_pyr__1,0.5197920755000001,-0.167323879,0.8061810030000001,0.4805777875
omics__bw_pyr__2,1.5193750527,-0.09265063800000001,0.764467493,0.5675752305
ompr__wt_nacl__1,0.6944463652,-2.078280266,-0.686581477,-1.5929679745
ompr__wt_nacl__2,0.6766329776000001,-2.249286269,-0.620927,-1.7497737265
ompr__bw_delompr_nacl__1,1.022331914,-1.736547349,-1.046248202,-1.7213951165
ompr__bw_delompr_nacl__2,0.8677392132,-1.741352965,-1.071490687,-1.8707998295000001
minspan__wt_ade__1,1.1568536538,0.539240123,-0.09169608400000001,-0.4489845905
minspan__wt_glc__1,0.6790409405000001,0.897100663,-0.171476714,-0.2207924055
minspan__wt_glc__2,0.4778044234,0.8460113130000001,-0.216511799,-0.1532301705
minspan__wt_glc__3,0.0649720796,0.709424673,-0.237794143,-0.1654427225
minspan__wt_glc_anaero__1,-0.7642794229000001,0.599950453,0.097308024,0.7999081985000001
minspan__wt_glc_anaero__2,-1.2039044895,0.380987297,0.0007891440000000001,1.1722754415
minspan__wt_trp__1,-1.0049095819,-0.544868582,0.37930993300000004,0.4102215775
minspan__bw_delcra_glc__1,-0.045624155300000004,-0.8515766050000001,0.207746483,-6.3602353955
minspan__bw_delcra_trp__1,-1.7742586777,-0.23866376800000003,0.245706203,-4.7930176055
minspan__bw_delmntr__1,-0.4141856956,-0.927764236,0.395080543,0.5425909545000001
minspan__bw_delnac_ade__1,0.4616706567,-0.022203478000000002,0.005806082000000001,-0.7930149015
minspan__bw_delnac_glc__1,-0.19059963870000002,0.617538193,0.19238992300000002,-0.0986223765
cra_crp__wt_ac__1,0.9588616063000001,-0.7998011500000001,0.7848307330000001,0.9012172285000001
cra_crp__wt_ac__2,0.224165942,-0.7521902180000001,0.774460393,1.1057735505
cra_crp__wt_fru__1,0.47236183190000003,-0.92877467,0.31349375300000004,0.7123657575
cra_crp__wt_fru__2,0.8186039066,-0.818350274,0.373244063,0.47676490250000003
cra_crp__delcra_ac__1,1.6241695158,-1.691132054,0.205353913,-7.2746930645
cra_crp__delcra_ac__2,1.5601509857,-1.497339562,0.159225273,-7.2746930645
cra_crp__delcra_fru__1,-0.1348524614,-0.37172291900000004,0.12650519300000002,-7.2746930645
cra_crp__delcra_fru__2,-0.5103368042,-0.327417781,0.163147493,-7.2746930645
cra_crp__delcra_glc__1,-0.0873438955,0.128846909,0.046791002000000005,-7.2746930645
cra_crp__delcra_glc__2,0.1343409873,0.11251124,-0.014761104,-7.2746930645
rpoB__wt_031__1,1.0199152137,-0.50414656,0.271760703,0.7803328845
rpoB__wt_044__1,0.2983086783,-0.16569129400000002,0.20485867300000002,0.10390239150000001
rpoB__wt_lb__1,0.8508026116,-1.594538862,0.24727295300000002,0.5522476165
rpoB__wt_lb__2,0.8531838167,-1.514968574,0.204154523,0.5466030005
rpoB__rpoBE546V_031__1,1.0715813987,-0.43556924700000005,0.45717146300000006,0.5672867075
rpoB__rpoBE546V_044__1,0.40732122260000003,-0.518113141,0.376256283,0.5335004895000001
rpoB__rpoBE546V_lb__1,0.4748366771,-1.174225663,0.11748048200000001,0.6674809845
rpoB__rpoBE546V_lb__2,0.6261970834,-1.334861689,0.125422963,0.5745490675
rpoB__rpoBE546V_glc__1,0.0108355117,-0.01844582,-0.004082425000000001,0.1860434845
rpoB__rpoBE672K_glc__1,0.8622834786,0.25008935600000004,-0.66628918,-0.0267189575
rpoB__rpoBE672K_glc__2,-0.3691121753,0.336845671,-0.570898456,-0.0257166055
rpoB__rpoBE672K_lb__1,-0.20317057060000002,0.39324066300000005,-0.228845183,-0.6128218315
rpoB__rpoBE672K_lb__2,0.5887228179,0.43129212400000005,-0.18410035800000002,-0.5361180115
crp__wt_fru__1,1.1551753953000001,-0.147291514,-0.134837475,0.2989213585
crp__wt_glyc__1,0.9812700895,-0.074631614,-0.06971342200000001,0.4175891165
crp__wt_glyc__2,0.9193366137000001,-0.12495495400000001,0.000271048,0.48395879950000004
crp__delar1_glyc__1,-2.2946195469,-2.31144513,0.768482663,-0.47260369550000003
crp__delar1_glyc__2,-1.5214003139,-2.062646813,0.980974663,-0.1598414535
crp__delar1ar2_glyc__1,1.2159337972,-0.789887812,0.29165508300000004,0.0721372145
crp__delar1ar2_glyc__2,0.6133023359,-0.799723807,0.25672264300000003,0.09626005650000001
crp__delar1ar2_glyc__3,0.7170253879,-0.7153701450000001,0.37124749300000004,0.1420857595
crp__delar2_glyc__1,12.5985991853,-1.3984592660000001,1.429825303,1.5884455014999999
crp__delar2_glyc__2,12.1608974603,-1.066915761,1.300445483,1.5380338865
crp__delar2_glyc__3,11.8533623153,-0.9079678790000001,1.236903523,1.7052313895
crp__delcrp_fru__1,-1.6599911717,-1.393536991,-9.852476477,-0.1714309155
crp__delcrp_fru__2,-1.4654330185,-1.28916081,-9.107951936,-0.1182234695
crp__delcrp_fru__3,-1.1121074766,-1.302430357,-9.852476477,-0.0551217295
crp__delcrp_glc__1,-1.5176099561,-1.361932554,-9.025871704,0.07036556050000001
crp__delcrp_glc__2,-1.456032425,-1.300373491,-9.566616581,-0.0425951975
crp__delcrp_glc__3,-1.2835321214,-1.112451113,-9.852476477,-0.042914679500000004
crp__delcrp_glyc__1,-1.4076695789,-1.157339285,-9.852476477,-0.3392304345
crp__delcrp_glyc__2,-0.944983788,-1.159848383,-9.852476477,-0.3827568625
crp__delcrp_glyc__3,-1.2108926847,-1.143302123,-9.852476477,-0.42265333850000003
glu__glu_ale3__1,-0.5191798251,-2.495519007,1.438555163,-0.7402779055
glu__glu_ale4__1,-1.7409122888000002,-0.46433936600000003,0.12370463300000001,-0.3293785065
glu__glu_ale5__1,-0.6075390065,-0.297228361,0.23737495300000003,0.0947587235
glu__glu_ale6__1,-0.47437084620000003,0.580785533,-0.266972174,-0.4482474515
glu__glu_ale8__1,-0.5486874929000001,-2.464365391,1.5517659030000002,-0.4052344865
glu__glu_ale9__1,-0.7868633848000001,-1.9674450510000001,0.736260553,-0.5522943725
glu__glu_ale10__1,-0.8414440302,-2.206022964,1.248499963,-0.8425052495
42c__wt_42c__1,-0.0353611527,-0.296248195,-0.022893763,-0.0454717345
42c__42c_ale1__1,-0.1994388156,-1.839628673,0.578078713,0.5311776705
42c__42c_ale2__1,0.09142081120000001,-0.5883783730000001,-0.001157444,-0.7342239275
42c__42c_ale3__1,-0.5520795847000001,-0.5663624230000001,-0.163650862,0.1280321895
42c__42c_ale4__1,-1.116761843,-3.12448035,0.18829674300000002,-1.0645376205
42c__42c_ale5__1,-0.09532214010000001,0.667819393,-0.255090408,-0.5135051465
42c__42c_ale6__1,-2.3749886907,-1.461458128,0.584709813,0.21068480650000002
42c__42c_ale8__1,-0.6859778912000001,-2.520950439,0.898060053,-0.6217082495
42c__42c_ale9__1,-0.5253944035,0.43294142700000005,0.234450913,-0.3956042765
42c__42c_ale10__1,-0.6648597565000001,-2.646074774,0.5824345430000001,-0.6379388755000001
ssw__wt_ac__1,1.5598464016,-0.683713083,0.155824183,-0.2413961185
ssw__wt_glc__1,-0.36362028960000004,0.165617545,0.08995910700000001,0.1827105745
ssw__wt_glyc__1,-2.8450027358,-0.052110411,0.264629563,1.1715215855
ssw__wt_xyl__1,-2.2470987475,-0.97750472,0.615108903,-0.3577239085
ssw__glc_ale1__1,0.6988585178000001,0.109417784,0.311997713,0.2224382355
ssw__glc_ale2__1,-0.8884925774,-0.6341459030000001,0.5353218630000001,0.015246928500000001
ssw__glc_ale3__1,-1.8446835126,-0.254373605,0.445484003,0.5553166585
ssw__glyc_ale1__1,-1.7627790145,-0.023893105,0.29887890300000003,0.4629098115
ssw__glyc_ale2__1,-2.6649312012,-0.25220294600000004,0.302115623,0.5725965515
ssw__xyl_ale1__1,-1.8090467311,-0.057073938000000005,-0.214788422,0.0756614555
ssw__xyl_ale2__1,0.3601803139,-0.113727536,0.026451149,-0.0253439305
ssw__xyl_ale3__1,-2.3425913619,-0.038085917000000004,-0.313835929,-0.3214053655
ssw__glc_ac_ac2__1,-0.6209529892,-0.595493813,0.506935123,0.2500812255
ssw__glc_ac_glc1__1,-1.109964466,-0.438855494,-0.42053636400000005,-0.5140878895000001
ssw__glc_glyc_glc__1,0.2227424636,-1.561515273,0.565682133,-0.7389535915000001
ssw__glc_glyc_glyc__1,-0.0209926505,-1.487686558,0.307042493,-0.3282083195
ssw__glc_xyl_glc__1,-0.9130265114,0.21667574,0.029020072,-0.48230233450000004
ssw__glc_xyl_xyl__1,1.0768129032,0.14731154100000002,-0.24384744700000002,-0.3761572855
ica__wt_glc__1,0.18174209230000002,0.45716855100000003,-0.021205165,-0.3288401735
ica__wt_glc__2,-0.2704113935,0.582839753,-0.013075078,-0.2298459905
ica__wt_glc__3,0.029633355400000002,0.49800679300000006,0.093050269,-0.1335046945
ica__wt_glc__4,0.28102841500000003,0.532431693,0.39985849300000004,-0.3478971115
ica__arg_sbt__1,-0.6783365712,-1.093626827,0.172960833,-0.11815284250000001
ica__arg_sbt__2,0.0170850765,-0.944763796,0.493173503,-0.0305277525
ica__cytd_rib__1,3.8584961092,-2.7810060229999998,0.503238653,0.47457973550000004
ica__cytd_rib__2,3.3783847095,-2.649616756,0.486485123,0.36735209150000003
ica__gth__1,-1.2969452905,-1.008922742,-0.34473195700000003,-0.8516950065000001
ica__gth__2,-1.720663027,-0.958030923,-0.550939686,-0.7889611225000001
ica__leu_glcr__1,-0.86733452,-0.40949065900000003,1.026079293,-0.5439973285
ica__leu_glcr__2,-0.7247808625000001,-0.39826029999999996,0.9645909530000001,-0.42771834150000004
ica__met_glc__1,0.2766393071,0.388173722,-0.0020434050000000003,-0.5987970785
ica__met_glc__2,0.4672351638,0.321735498,-0.06998529,-0.5193976305
ica__no3_anaero__1,-0.8674220444,0.05514540800000001,0.166015523,-0.3146283825
ica__no3_anaero__2,-0.8355732543000001,0.154393006,0.165936663,-0.3560574165
ica__phe_acgam__1,0.3859351867,0.32001032,0.08710832,-0.1434673985
ica__phe_acgam__2,-0.1063056626,0.35622404900000004,0.073714532,-0.0791374365
ica__thm_gal__1,1.1063578571,-0.522173317,0.419092283,0.22811886750000002
ica__thm_gal__2,1.010694974,-0.49381378900000006,0.41257850300000004,0.2597582215
ica__tyr_glcn__1,0.091742853,0.36161265200000003,0.211699823,-0.2977201755
ica__tyr_glcn__2,0.0381274465,0.21399730700000003,0.24928939300000003,-0.2693074865
ica__ura_pyr__1,0.3692439478,0.216339208,0.823666823,-0.25550746750000003
ica__ura_pyr__2,0.101722034,-0.183974343,1.104333543,0.1375782835
ica__wt_glc__5,0.0095975776,0.8016348430000001,0.31050345300000004,0.040130148500000004
ica__wt_glc__6,-0.0222552749,0.7919535230000001,0.33765284300000004,0.0250361385
ica__bw_delpurR_cytd__1,-0.4890730097,0.943937683,-0.141785767,0.0205400925
ica__bw_delpurR_cytd__2,0.2030661849,1.228919803,0.255483463,-0.1574850455
ica__ade_glc__1,0.207283619,1.166841513,0.27079068300000003,-0.1759677155
ica__ade_glc__2,-0.45011062230000004,0.631990613,-0.10748262700000001,-0.0996171145
ytf__wt_glc__1,0.4706115584,-0.45303537400000005,0.340002173,-0.6737077895
ytf__wt_glc__2,0.1265336903,-0.550037717,0.487174103,-0.6055927765
ytf__delyafC__1,0.016640503,-0.48907859000000004,0.518280163,0.13054956950000002
ytf__delyafC__2,0.4265674479,-0.43103005200000005,0.5586262230000001,-0.0921015085
ytf__delyeiE__1,-1.2074463747,0.330295543,0.452821843,0.14207658950000002
ytf__delyeiE__2,-2.1656559121,0.45346456100000004,0.36938018300000003,0.0901582025
ytf__delyiaJ__1,-0.5656153030000001,-0.662644234,0.49007886300000003,-0.2099125755
ytf__delyiaJ__2,-0.3366406395,-1.108773333,0.474334523,-0.4627617465
ytf__delyieP__1,-1.0694078779,-0.8512304420000001,0.830611623,0.15975073850000002
ytf__delyieP__2,-0.7686026449000001,-0.829932792,0.7498248230000001,0.0252895325
ytf__wt_ph5__1,0.6002178815,0.00244027,0.39857596300000003,-0.2569162325
ytf__wt_ph5__2,0.19486820740000002,0.13156916300000002,0.474739703,-0.2472585465
ytf__wt_ph8__1,-0.2111134278,0.021495955,0.27564292300000004,-0.46788135750000004
ytf__wt_ph8__2,0.3127684397,0.008252538,0.268154863,-0.3931881025
ytf__delybaO__1,-1.0035036655,-0.705668539,0.582376183,0.3487492755
ytf__delybaO__2,-0.7079970828000001,-0.568493315,0.636744023,0.3502586885
ytf__delybaQ__1,0.46586417220000004,0.36213754,0.332940493,-0.1179309295
ytf__delybaQ__2,0.19098966280000002,0.402911438,0.32368551300000004,-0.15625389750000002
ytf__delybiH__1,0.5778227593,-1.645713224,0.636331983,-1.0921259985
ytf__delybiH__2,0.9591990816,-1.377391611,0.554671843,-0.7620028185000001
ytf__delydcI_ph5__1,0.5638672293,0.173769306,0.36809995300000004,-0.1672907085
ytf__delydcI_ph5__2,0.2337022997,0.221349061,0.422601483,-0.1853617155
ytf__delydcI_ph8__1,-0.032657059,-0.10210103300000001,0.363195763,-0.4265538595
ytf__delydcI_ph8__2,-0.44289482960000004,0.212905426,0.30711134300000004,-0.4108135465
ytf__delyddM__1,-0.39772063430000004,-0.028045663000000002,0.8218948030000001,0.1275209545
ytf__delyddM__2,-0.2120345278,0.088325478,0.832054603,0.1606258955
ytf__delyheO__1,-0.9465850911,-0.7522795910000001,0.596168643,0.2242853965
ytf__delyheO__2,-0.6235251514,-0.701537045,0.633656513,0.3255009585
fps__bw_glc__1,0.6377341843000001,0.7081232430000001,0.23073483300000003,-0.24882681750000002
fps__bw_glc__2,0.997984092,0.7702317430000001,0.160408733,-0.2915858915
fps__fps_thrA_ale1__1,0.0558079064,0.199312903,0.33273120300000003,-0.0612522275
fps__fps_thrA_ale1__2,0.4255378422,0.091638594,0.351625083,-0.1153842045
fps__fps_thrA_ale2__1,0.21032347680000002,-0.12039704700000001,0.22966762300000002,-0.1519660425
fps__fps_thrA_ale2__2,0.22003385790000002,-0.076818829,0.288967533,-0.1983438985
fps__fps_serB_ale1__1,1.1419191229,0.097743643,0.263027813,0.0069847105000000005
fps__fps_serB_ale1__2,0.7950018513,0.23472583700000002,0.38965776300000005,0.0829141155
fps__fps_serB_ale4__1,0.3231917325,-0.8203783950000001,0.20591431300000002,-0.3300999335
fps__fps_serB_ale4__2,-0.1205435536,-0.436285648,0.360213693,-0.2279361055
fps__fps_ptsI_ale1__1,6.522413645,-0.24156399,0.045779202000000005,-0.029749650500000002
fps__fps_ptsI_ale1__2,6.1947445055,-0.158105146,0.144864783,0.1353121075
fps__fps_ptsI_ale3__1,5.4850163653,0.192499578,0.252590313,0.1697747235
fps__fps_ptsI_ale3__2,5.5734042699,0.171701132,0.223236343,0.1375632705
pal__lyx_ale2_f6__1,1.7875248904,-0.5704345190000001,0.33342218300000004,0.44014802150000004
pal__lyx_ale2__1,1.4382377499,-0.48422043200000003,0.264908103,0.4296669475
pal__lyx_ale2__2,1.5445240953,-0.500015685,0.307141653,0.5236768855
pal__lyx_ale4__1,3.5994437199,-0.049625876000000006,-0.057655873,0.1788567995
pal__lyx_ale4__2,3.5491968823,-0.075636493,-0.070605865,0.2502945185
pal__5drib_ale10_f18__1,2.2376707805000002,-0.908814679,-0.069139537,0.8401702095
pal__5drib_ale10_f18__2,1.8842903361,-0.785187017,-0.022394787000000003,0.9115120555
pal__5drib_ale10__1,0.5481326718,-0.824411293,0.401836273,0.9093576335
pal__arab_ale14_f9__1,1.8907357180000002,0.06337384,0.24554710300000002,-0.4265461505
pal__arab_ale14_f9__2,2.2918289781,-0.11674324900000001,0.412722073,-0.35549306950000004
pal__arab_ale14__1,1.0128926429,0.10429669800000001,0.376783933,-0.2417858225
pal__arab_ale14__2,0.9358934413000001,0.10532616500000001,0.375609213,-0.2578451895
pal__arab_ale16__1,0.1679329166,0.113001743,0.029854537,0.1964395635
pal__arab_ale16__2,0.36119103620000004,-0.031485439000000004,0.109766425,0.0568622445
pal__tartr_ale26_f10__1,2.3466947907,-1.185100118,0.311947293,0.2225531285
pal__tartr_ale26_f10__2,3.1099174018,-1.419942422,0.19927317300000003,0.3151548185
pal__tartr_ale26__1,1.7390132086999999,-0.907765401,0.385079333,0.2784140225
pal__tartr_ale26__2,1.4838750064,-0.9591731680000001,0.334463263,0.3857143545
pal__tartr_ale28_f10__1,3.4084811588,-0.8562402750000001,-0.0037122770000000004,-0.10273533850000001
pal__tartr_ale28_f10__2,2.9280165452,-0.7917852110000001,-0.098690551,-0.15649287150000002
pal__tartr_ale28__1,1.7743562626,-0.24550037500000002,0.272968543,-0.0567533215
pal__tartr_ale28__2,1.8016789491,-0.172057748,0.268494893,0.1348526165
efeU__delmenFentC_citr__1,-0.0470902489,-0.08281429900000001,0.422197943,-0.4299608375
efeU__delmenFentC_citr__2,-0.0027626766,-0.708783966,0.567725263,-0.4640288495
efeU__delmenFentC__1,0.322151177,-0.653919841,0.6961985230000001,-0.8467870275
efeU__delmenFentC__2,-0.12604705,-0.672786289,0.736210653,-0.7631983415
efeU__menFentC_ale39__1,-0.6025769786,-1.133807628,0.5420487930000001,-0.2556837565
