,A,DecR
SRX254748,1.1590267695,-0.4916638191
SRX254749,0.0120289405,-0.9921175972
SRX254750,0.7988050455,-0.38037657810000003
SRX254751,0.5662741684,0.062179191300000006
SRX254752,1.1293622697,0.4087554271
SRX254753,0.1607127345,0.2579645578
SRX254754,-0.0679039959,-0.7502074445
SRX254755,-1.810902859,-1.0549247105
SRX254756,-1.6742094785,-0.8000189626
SRX254757,2.1117462042,-1.7806465868
SRX254758,-0.7602936828,-1.5414483177
SRX254759,-2.7855145538,-2.2635470397
SRX254760,1.3118815138,0.1708808268
SRX254761,0.8247265329,-0.3517953741
SRX254762,1.2999073177,-0.1281209819
SRX254763,1.5753958578,-0.8251040740000001
SRX254764,1.2146912997000001,-0.7975972452000001
SRX254765,0.618204391,-0.9609095030000001
SRX254766,2.4210729455,-1.3919142548
SRX254767,2.5438947409,-1.3535286723
SRX254768,1.9905344964,-1.6846545536000002
SRX254772,-3.3409102617,-1.0859233274
SRX254773,-2.4539013822999998,-1.4583269944000001
SRX254774,-3.3659403379,-0.3448756912
SRX254775,-0.6523090776,-0.0746988772
SRX254776,-1.8035955564,-0.7108738727
SRX254777,0.2357084912,1.4702217009
SRX254778,-1.4960079463,0.0899146063
SRX254779,-2.6966628018,-0.5281195591
SRX254780,-4.325687032,-0.4533332337
SRX254781,-0.8498628803,0.7184670353
SRX254782,-1.7559850224,0.1626141734
SRX254783,-0.4412604838,0.8107892725
SRX254784,0.13087827400000002,1.1021875778
SRX254785,-0.8633453074,0.7010567039000001
SRX254786,-0.9557306201,0.2503337668
SRX7136401,0.4901876538,-0.3629297301
SRX7136403,-0.0494298769,0.463453482
SRX7136405,-0.015138941500000001,-0.7822967243000001
SRX7136407,0.6450145231000001,0.99108839
SRX7136409,1.0401118594,1.1510502224999999
SRX7136411,-0.4407577768,-0.1005237518
SRX3754949,0.0486230105,0.06354340730000001
SRX3754950,0.0968398728,0.09504311300000001
SRX3754951,-0.1454628834,-0.1585865203
SRX3754952,-0.0387582387,0.0996202877
SRX3754953,0.048508332200000004,0.020924517400000002
SRX3754954,0.1375419955,-0.1102364339
SRX3754955,-3.2434374886,-0.5196658215000001
SRX3754956,-3.5922303429999998,-0.49029950800000005
SRX3754957,-3.6975310017,-0.5349785776
SRX3754966,-0.1252316359,0.031160677
SRX3754967,-0.22268905830000002,-0.1362691844
SRX3754969,-0.4046238073,0.0871907098
SRX1424798,-0.22581607310000001,-0.1104954617
SRX1424799,0.22581607310000001,0.1104954617
SRX1424800,-0.1057671699,0.06393559730000001
SRX1424801,-0.4469199045,-0.148832289
SRX1424802,-0.9623444431,0.6989495189
SRX1424803,-0.06967587360000001,0.5330413350000001
SRX1424804,-0.8521725716,1.0904764869
SRX1424805,-1.3550886820999999,1.2871013509
SRX1424806,0.6230751014,0.5606056597
SRX1424807,0.051810549000000004,0.031989007
SRX1424808,0.8109347885,-0.1755510209
SRX1424809,1.2563237016,0.2987386372
SRX1424816,0.3308436121,0.3475947425
SRX1424817,1.2462802655,0.8479553606
SRX1424818,0.2206302357,0.1594156344
SRX1424819,0.3088135338,0.3345563863
SRX1424824,0.9419254312,1.3699192875000001
SRX1424825,0.4812329985,1.5200284767999999
SRX1424826,1.7442311181,0.8977091186
SRX1424827,1.9479134733999999,1.0349132512
SRX1424828,-1.0361348027,1.3259901654
SRX1424829,-0.6341682261,1.3250679077
SRX1424830,-0.9813267853000001,1.6358050654
SRX1424831,-0.6517162875,1.4563413973000001
SRX1424834,-0.19390907970000001,1.7583171953
SRX1424835,0.4030895722,1.9039110033000002
SRX1424840,-2.0312270677,0.7539623240000001
SRX1424841,-1.5579203566,0.7541022416000001
SRX1424842,-0.5081635136,1.197354033
SRX1424843,-1.029393016,1.1141512977
SRX1424844,0.4815383769,2.6414226633
SRX1424845,0.1132145703,2.3690221849
SRX1424846,-1.4605577986,0.9331363511
SRX1424847,-1.2274384893999999,1.1154209712
SRX5060277,0.3915763389,0.1540732259
SRX5060279,-3.9717495857,-0.5391227131
SRX5060281,-0.3915763389,-0.1540732259
SRX5060283,-3.4800412017,-0.3312958277
SRX5936089,-0.18083016970000002,-0.0448491031
SRX5936090,0.3292378995,0.0397561816
SRX5936091,0.1102699959,0.0281443933
SRX5936092,-0.2586777257,-0.0230514717
SRX5936093,2.7150743433,0.3185043751
SRX5936094,2.0123959872,-0.7445675899
SRX5936095,4.9768136985,-0.20250616370000002
SRX5936096,5.0741667685,0.068125408
SRX5936097,3.3640456952,-0.09383031680000001
SRX5936098,3.4705497615,0.2388672309
SRX5936099,1.810879386,0.0480140884
SRX5936100,2.2105314318,-0.46829958530000004
SRX5936101,-1.7685800259,0.1216244862
SRX5936102,-1.5539037241,0.1668743543
SRX5936103,-1.9566238491,0.9012623058
SRX5936104,-1.9613323777,0.7357032277000001
SRX5936105,-2.1885215244,1.2766121181
SRX5936106,-2.3543174345,0.7841424969
SRX5936107,-2.5596300219,1.12057438
SRX5936108,-2.0924883818,0.8639739402000001
SRX5936109,-2.5531927795,1.1472334386
SRX5936110,-1.3810561915,1.2232443265
SRX5936111,-1.8185931583000001,1.7339029509000001
SRX5936112,-2.4696567072,1.664179474
SRX5936113,-1.9264891776000002,1.5861192521
SRX5936114,-1.904283547,1.5842998220000002
SRX5936115,-1.604817721,1.6060203933000001
SRX5936116,-1.4526233432,1.5249452638
SRX5936118,-2.2323430369,1.697601019
SRX5936119,-1.1870585829,1.8654408249
SRX5936121,-2.0855890543,1.6268556689
SRX5936122,-1.209918408,1.4990615121
SRX5936123,-2.5944479968,1.6338002208
SRX5936124,-2.1230923107,1.4266395277
SRX5936125,-2.2112914042,1.8229610621
SRX5936126,-1.7270573795000002,1.520387994
SRX5936128,-1.0004637603,1.0102300444
SRX5936129,-0.5049926849,1.0955209396
SRX5936130,-1.4780285694,0.48757185300000006
SRX5936131,-2.1412813788,0.3797013045
SRX5936132,-0.4097089115,0.6385096031
SRX5936133,-0.6986505771,0.20657416950000002
SRX5936134,-0.780754103,0.9812149993
SRX5936135,-0.8782554198,0.6813082628
SRX5936137,-0.5142066119,0.2190417603
SRX5936138,0.1976097857,-0.28163808490000003
SRX5936139,0.3768643463,-0.17119991910000001
SRX5936140,0.33553792390000003,-0.0860935744
SRX5936141,1.1956828764,0.06752399840000001
SRX5936142,0.9766402425,-0.19390050150000002
SRX5936143,0.8270068955000001,0.1828096162
SRX5936144,0.6349423869,0.1905080661
SRX8557650,0.1036968813,-0.0759361223
SRX8557651,-0.2195445018,-0.16853797210000002
SRX8557652,0.1158476205,0.2444740943
SRX8557653,-1.8336849273,-1.0789785862
SRX8557654,-1.8826793611000001,-1.2666468945
SRX8557655,-1.543583967,-1.8060094481000002
SRX8557656,-4.0978851647,0.2565260501
SRX8557657,-5.2800158713,-0.0830600251
SRX8557658,-4.4032355943,-0.3370814253
SRX8557659,-1.0974968029,5.7539907837
SRX8557660,-1.1928400889,5.6400579687
SRX8557661,-0.49929312870000003,5.7160873181
SRX8557662,-2.9629536756,0.35905274530000003
SRX8557663,-3.1789025528,0.38297859970000003
SRX8557664,-3.3578252816,0.1875018263
SRX8557665,-2.7147855242,0.6524861798
SRX8557666,-2.7762722928,0.3145867916
SRX8557667,-2.7232026285,1.1706578667
SRX3405147,-0.5718281837,-0.1255233802
SRX3405148,-0.4448866453,0.0895293922
SRX3405149,1.016714829,0.035993988000000005
SRX3405150,0.7408006148,-0.3937894766
SRX3405151,4.0461646674,-1.1825554248
SRX3405152,1.4425321486,-0.5456188740000001
SRX3405153,0.4042922618,-0.0084542773
SRX3405154,0.9683836596000001,0.1575539216
SRX3405155,1.1071218421,0.4631543611
SRX3405156,3.0012683167,1.6517863574
SRX3405157,1.6191068167,0.6044344515
SRX312063,-0.2095426675,0.45180983500000005
SRX312064,-0.8597174701,0.784544079
SRX312065,-0.37690855360000003,-0.49560762500000005
SRX312066,-3.4392275311000002,-0.5347207096000001
SRX312067,-3.8330283749,-0.533904385
SRX312068,-2.7858392796,-0.08919136650000001
SRX312069,-2.8101701965,-0.0923128154
SRX312070,0.060781243900000004,-0.13910423630000002
SRX312071,-0.060781243900000004,0.13910423630000002
SRX312072,-3.268683924,0.4556654362
SRX312073,-2.8273130383,0.3826912192
SRX312074,-2.0502794257,1.0304322823
SRX312075,-2.1961661184,1.2846041212000001
SRX312076,-1.5587901431,0.2773824654
ecoli_00001,-0.19173007760000002,-0.074290639
ecoli_00002,0.19173007760000002,0.074290639
ecoli_00003,-0.6046797958,-0.243402161
ecoli_00004,-0.2465210592,-0.27674391400000004
ecoli_00005,-0.1668662387,-0.315319561
ecoli_00006,-0.1253614484,-0.44159083
ecoli_00007,-0.2643126966,-0.5041214270000001
ecoli_00008,-0.6860603855,-0.670104311
ecoli_00009,-0.9236150264,-0.36723737900000003
ecoli_00010,-0.8615169025,-0.13146428400000001
ecoli_00011,0.421264611,-0.5520672999999999
ecoli_00012,0.22735592140000002,-0.505927276
ecoli_00014,0.1561205119,-0.609365531
ecoli_00015,-0.25903715990000004,-0.606146085
ecoli_00016,-0.5564844132,-0.314712522
ecoli_00017,0.47832435700000003,-0.31363888500000003
ecoli_00018,0.6204421708,-0.40267398600000004
ecoli_00019,0.3663566694,1.909038234
ecoli_00020,0.48558392850000004,1.979734716
ecoli_00021,1.2517216697,2.270476091
ecoli_00022,1.1236392831,2.080792688
ecoli_00023,-0.5498299639,-0.7523486970000001
ecoli_00024,-0.1019926615,-0.43013156100000005
ecoli_00025,0.6423380977,-0.6612169520000001
ecoli_00026,0.3013428038,-0.7213740670000001
ecoli_00027,-0.3924374741,0.8727010690000001
ecoli_00028,-0.5395168483,0.9696960880000001
ecoli_00029,0.5410117734000001,1.072209733
ecoli_00030,0.5171114728,0.9277518290000001
ecoli_00031,0.0485700816,0.06248179500000001
ecoli_00032,0.25633740580000003,-0.13622805600000001
ecoli_00033,-0.3656378198,0.501800852
ecoli_00034,0.1886454052,0.7747481190000001
ecoli_00035,0.2863897231,0.062394386
ecoli_00036,0.5987469591,-0.057619211000000004
ecoli_00037,0.6401263975,-0.352088779
ecoli_00038,0.8628978324000001,-0.208871359
ecoli_00039,-0.9375723874,-1.371914506
ecoli_00040,-0.4002093245,-0.8069305790000001
ecoli_00041,0.27998954870000003,-0.33607984100000005
ecoli_00042,-0.2679448491,-0.6531942310000001
ecoli_00043,-0.7898046112,-0.9759071530000001
ecoli_00044,-0.5343451088,-1.2204459060000001
ecoli_00045,-0.7986391371,-1.341513679
ecoli_00046,-1.1194751255,-1.134555574
ecoli_00047,-0.6468621959,-1.004909187
ecoli_00048,-0.8010820069,-0.7788745450000001
ecoli_00049,0.2915257813,-0.7872693810000001
ecoli_00050,0.6878225972,-0.638088635
ecoli_00051,0.5590623065,-0.33817459
ecoli_00052,1.27587256,-0.7210374140000001
ecoli_00053,0.6410008413,-1.068020179
ecoli_00054,3.6655562787,-0.44790463
ecoli_00055,2.9719264355,-0.360375137
ecoli_00056,-0.6821182326,0.08676563300000001
ecoli_00057,0.36690339510000003,0.284893485
ecoli_00058,-0.409026441,-0.13629106600000002
ecoli_00059,-0.40837376870000003,-0.5195138850000001
ecoli_00060,-0.3989490429,0.266570586
ecoli_00061,-0.7775562785,-0.17447215
ecoli_00062,-0.8234805371,-0.0022543090000000003
ecoli_00063,-1.1713971018,-0.32063787600000004
ecoli_00064,-0.2598259099,-1.085444392
ecoli_00065,0.2473420547,-1.040799243
ecoli_00066,-0.49789214810000004,-0.6759042580000001
ecoli_00067,-0.3497528346,-0.9111603300000001
ecoli_00068,-0.7490626849,-0.07378643
ecoli_00070,-0.46183368760000004,-0.700019669
ecoli_00071,-0.7770386063,-0.8283675920000001
ecoli_00072,-0.6645764173,-0.9439516910000001
ecoli_00073,-0.16168620050000002,-0.736263152
ecoli_00074,0.6801048055000001,-0.9025157890000001
ecoli_00075,2.7026451841,-0.45735785700000003
ecoli_00077,1.394470259,-0.735671104
ecoli_00078,1.2445253219,-0.713708094
ecoli_00079,2.4296818243000002,-0.957055168
ecoli_00080,-0.4600241164,-0.26293998700000004
ecoli_00081,-0.6002071901,-0.815520023
ecoli_00082,0.4201861168,-0.6913907210000001
ecoli_00083,0.7239100875000001,-0.641567393
ecoli_00084,1.0334746363,-0.7585024730000001
ecoli_00085,0.3200620395,-0.876613489
ecoli_00086,-0.40891389170000003,-0.552610543
ecoli_00087,-0.6666948598,-0.6071237740000001
ecoli_00088,-0.4745706585,-0.5206543250000001
ecoli_00089,-0.23923583650000002,-0.5840977850000001
ecoli_00090,-0.12458273410000001,-0.5853510150000001
ecoli_00091,-0.20481528300000001,-0.8648191900000001
ecoli_00092,0.4226634078,-0.315735162
ecoli_00093,0.06609909580000001,-0.6345060730000001
ecoli_00094,0.4322757159,-0.407910315
ecoli_00095,-0.09171257000000001,-0.95577057
ecoli_00096,0.45522847650000003,-0.294780612
ecoli_00097,1.0281407617,-0.149824819
ecoli_00098,1.1654324498,-0.45801824
ecoli_00099,1.2373429899,-0.31065504800000004
ecoli_00100,-0.35486089390000003,-0.27073252800000003
ecoli_00101,-1.5054375057,-0.713781862
ecoli_00102,-0.9885262517000001,-0.998136899
ecoli_00103,0.040714509100000004,-0.47812825600000003
ecoli_00104,0.031932107700000004,-0.196366801
ecoli_00105,-0.5365347828,-0.33077393200000005
ecoli_00106,-0.6990638327,-0.615633282
ecoli_00107,-0.7292143284,-0.790919928
ecoli_00108,2.4522340177,-0.443311726
ecoli_00109,3.5072168009,-0.279066916
ecoli_00110,0.5027182963,-0.580444265
ecoli_00111,0.6713863866,-0.331352313
ecoli_00112,-0.025658864,-0.22559156800000002
ecoli_00113,6.2200838972,-0.611504747
ecoli_00114,4.3539039098,-0.849162898
ecoli_00115,4.1680345666,-0.7323467410000001
ecoli_00116,0.1083439317,-0.354599113
ecoli_00117,0.2507285298,-0.703123323
ecoli_00118,0.3652074543,-0.32381444200000004
ecoli_00119,0.2635964531,-0.339909067
ecoli_00120,-0.0776971285,-0.7838107710000001
ecoli_00121,0.1410064215,-0.6205437220000001
ecoli_00122,-0.1791814479,-0.206645361
ecoli_00123,0.23172713020000002,-0.475959014
ecoli_00124,0.020010247000000002,-0.500258439
ecoli_00125,2.7137334864,-1.024731484
ecoli_00126,-0.3169924899,-1.325734974
ecoli_00127,-0.6740586594,-0.85833948
ecoli_00128,-1.4159652581,-1.3033194479999999
ecoli_00129,1.6456825361,-0.906982099
ecoli_00130,2.0507659105,-0.5124912180000001
ecoli_00131,2.2534455569,-0.9184162020000001
ecoli_00132,0.1655471922,-0.99900562
ecoli_00133,3.9379694229,-0.404158932
ecoli_00134,1.4314351544,-0.465169673
ecoli_00135,-0.11781778990000001,-0.622945808
ecoli_00136,2.4246927118,-0.334469148
ecoli_00137,-1.2391418365,-0.772740694
ecoli_00138,4.7298389534,-0.158810672
ecoli_00139,3.3624482972,-0.178686633
ecoli_00140,-2.2403789271,-0.6433520070000001
ecoli_00141,1.8967364957,-0.16370125500000002
ecoli_00142,-0.8678305891,-0.81919887
ecoli_00143,-0.3653938828,-0.822518996
ecoli_00144,2.8797699094,0.440437106
ecoli_00145,1.052375668,0.021255789
ecoli_00146,1.8060651639,0.6674248230000001
ecoli_00147,1.5278774564000002,-0.40808653
ecoli_00148,1.4734469729000002,-0.235130532
ecoli_00149,2.2994969419,0.25082745300000003
ecoli_00150,0.7981379442000001,-0.131138691
ecoli_00151,0.9957531678,-0.534735976
ecoli_00152,1.2789989152,-0.0019881350000000002
ecoli_00153,0.7694370356,0.19352497
ecoli_00154,0.7606642915,-0.954780964
ecoli_00155,0.9897650676,0.36759339300000005
ecoli_00157,2.3323646659,-0.7839359210000001
ecoli_00158,2.3934882791,-0.8989259260000001
ecoli_00159,1.301235956,-0.793006254
ecoli_00160,0.6898985054,-0.40820868200000004
ecoli_00169,-1.1413458432,-1.34661682
ecoli_00170,-1.5720627818000001,-1.390258448
ecoli_00171,-1.2247736806,-0.911263398
ecoli_00172,-1.7400563269,-1.13691923
ecoli_00173,0.8714545782,-0.6947458750000001
ecoli_00174,0.1459490507,-0.846545289
ecoli_00175,1.2916339959,-0.43426390400000003
ecoli_00176,1.3507163365000001,-0.31903332900000003
ecoli_00177,-0.27415065450000003,-0.54651752
ecoli_00178,0.0834241892,-0.6816924950000001
ecoli_00179,-1.2883413282,-0.707268059
ecoli_00180,-1.5400112071,-0.743509956
ecoli_00181,-1.6709303836,-1.703554586
ecoli_00182,-1.7024598625,-1.823053921
ecoli_00183,-1.2957801042,-0.964467566
ecoli_00184,-1.6433394350000001,-0.740142453
ecoli_00185,-1.2475154257,-1.14291464
ecoli_00186,-1.3042877864,-1.487582814
ecoli_00187,0.1288698703,-1.092473405
ecoli_00188,0.42995318790000003,-0.8168474120000001
ecoli_00189,-1.1868289548,-1.347728062
ecoli_00190,-1.6027777212,-1.503949382
ecoli_00191,-2.16165288,-1.006132486
ecoli_00192,-1.6063565912,-0.91806058
ecoli_00193,-1.5170904412000001,-0.9512145030000001
ecoli_00194,-1.1376229327,-1.060951405
ecoli_00195,-1.2039400238,-1.063256248
ecoli_00196,-0.7200726283000001,-1.051628307
ecoli_00197,-0.7250096058000001,-1.145971641
ecoli_00198,-1.2558600728,-1.372895703
ecoli_00199,0.6993879281000001,-1.032836417
ecoli_00200,0.7529560488,-0.9047688020000001
ecoli_00201,1.498013913,-0.575617298
ecoli_00202,1.9230128598,-0.657897232
ecoli_00203,0.1098066365,-0.488385934
ecoli_00204,0.9815688210000001,-0.7109662630000001
ecoli_00205,0.794534366,-0.7638652960000001
ecoli_00206,0.7901364213000001,-0.284156364
ecoli_00207,0.9980996056,-0.582276035
ecoli_00208,1.1490352309,-0.62349823
ecoli_00209,-0.2583537803,-0.483118765
ecoli_00210,-0.1130387427,-0.406867089
ecoli_00211,-0.8346404523000001,-0.756575004
ecoli_00212,-0.9347108474,-0.736888842
ecoli_00213,1.0282118055,-5.691277353
ecoli_00214,0.8049784857000001,-5.691277353
ecoli_00215,-0.1825688655,-0.6004898320000001
ecoli_00216,-0.4152171277,-0.8064519050000001
ecoli_00217,1.8904658239,-1.004436304
ecoli_00218,1.7105981694999999,-0.734971096
ecoli_00219,-0.7074318827,-0.362262436
ecoli_00220,-0.3702265377,-0.766530574
ecoli_00221,-0.8699598104,-0.656576479
ecoli_00222,-1.1943682221,-0.8696518190000001
ecoli_00223,0.11727750240000001,-0.81669715
ecoli_00224,-0.0465173706,-0.3576064
ecoli_00225,1.6711507261,-0.618289426
ecoli_00226,2.3147109215,-0.48053269600000004
ecoli_00227,-1.0167642569,-0.768681606
ecoli_00228,-0.1037096411,-0.7399634970000001
ecoli_00229,-1.0286085064,-0.829389424
ecoli_00230,-0.7599316176,-0.834128571
ecoli_00231,-1.0939076536,-1.17777877
ecoli_00232,-0.8896745345,-0.6771420340000001
ecoli_00233,-0.1427633693,-0.8946740160000001
ecoli_00234,-0.5913446945,-0.668651431
ecoli_00235,-0.5176318492,-0.270776962
ecoli_00236,-0.1924321337,-0.669169094
ecoli_00237,-0.3615012514,-0.791717588
ecoli_00238,-0.6714642392,-0.698089144
ecoli_00239,-0.6891396094000001,-0.818807221
ecoli_00240,-1.0410588119,-0.9894424850000001
ecoli_00241,0.3467061225,-0.024507684000000002
ecoli_00242,-0.0838168271,-0.5862176720000001
ecoli_00243,-0.008362385,-0.26092695800000004
ecoli_00244,-0.8155203639,-0.78719174
ecoli_00245,-0.9833104946000001,-0.507103462
ecoli_00246,3.1724586601,0.5509499870000001
ecoli_00247,3.1884839119,0.39738745600000003
ecoli_00248,2.6977539123,0.20214625300000003
ecoli_00249,-0.39584794430000003,0.6808476290000001
ecoli_00250,0.3822810728,0.635964481
ecoli_00251,-1.5182216557000001,0.19329468300000002
ecoli_00252,-1.4465144091,0.520568994
ecoli_00253,0.512416675,0.26893812500000003
ecoli_00254,0.5615723653,0.450655089
ecoli_00255,-0.531887723,-0.394137795
ecoli_00256,-0.3017896516,-0.20104022700000002
ecoli_00257,-0.5064830442,-0.804358982
ecoli_00258,-0.5489848894,-0.640545691
ecoli_00259,-0.8315536876,-0.48150068900000004
ecoli_00260,-0.6215209208,-0.012288099
ecoli_00261,-0.6757414133,-0.161182725
ecoli_00262,-0.3314408106,-0.064094315
ecoli_00263,1.0845895155,-1.083157771
ecoli_00264,2.1806620415,-1.21284105
ecoli_00265,-0.6698487612,-0.471242582
ecoli_00266,-0.5519496445000001,-0.376146914
ecoli_00267,1.9697419419000002,-0.80849698
ecoli_00268,1.6936476276999999,-1.214306114
ecoli_00269,2.7498123973,-1.483217444
ecoli_00270,2.6291591393,-1.384804612
ecoli_00271,0.9999468020000001,-1.605892468
ecoli_00272,0.1087953613,-1.004993247
ecoli_00273,-1.241717129,-0.7356748740000001
ecoli_00274,-0.7330608821,-0.618927212
ecoli_00275,-0.8511620712,-0.9480480950000001
ecoli_00276,-0.35291326030000003,-0.8335273740000001
ecoli_00277,-0.5009941646,-0.7239517360000001
ecoli_00278,-0.1463017382,-1.274581465
ecoli_00279,-0.020821942700000002,0.407456048
ecoli_00280,-0.1581688873,0.817239767
ecoli_00281,-1.2726953828,-0.342070237
ecoli_00282,-1.1124143843,-0.128172835
ecoli_00283,-0.7651886828000001,-1.127068688
ecoli_00284,-1.1113664742,-0.5655706140000001
ecoli_00285,-1.3684264856000001,-0.9693058160000001
ecoli_00286,-0.9101273681000001,-1.057469983
ecoli_00287,-0.37400825730000004,-0.9681674570000001
ecoli_00288,-0.6094249505,-0.631417945
ecoli_00289,-1.3232053611,-1.376733238
ecoli_00290,-1.1212032177,-1.451314573
ecoli_00291,-0.5017501642000001,-0.740320329
ecoli_00292,-0.4752003983,-0.96658509
ecoli_00293,-0.4908231602,-1.097285965
ecoli_00294,-0.3826975244,-0.7393914500000001
ecoli_00295,-0.0525815544,-1.3460797850000001
ecoli_00296,-0.42799130560000004,-1.328420399
ecoli_00297,-0.38989866570000004,-0.8699524510000001
ecoli_00298,-0.4072554191,-0.692524852
ecoli_00299,-1.0808251696,-1.4455663410000001
ecoli_00300,-1.3990681209,-1.0884144390000001
ecoli_00301,-0.8455632319,-1.229787375
ecoli_00302,0.2903549358,-1.443889681
ecoli_00303,-0.7415394117,-0.968829322
ecoli_00304,0.4258071714,-0.88194664
ecoli_00305,2.9967834704,-0.7981490290000001
ecoli_00306,2.927107673,-1.285639381
ecoli_00307,3.0514084847,-1.186058489
ecoli_00308,3.1156493667,-0.8841621930000001
ecoli_00309,4.1334903594,-1.034188239
ecoli_00310,4.2509599995,-0.915566639
ecoli_00311,2.4819875804000002,-0.7873012340000001
ecoli_00312,1.775445558,-0.9195456200000001
ecoli_00313,-0.4685128387,-0.986662926
ecoli_00314,-0.00633584,-0.878654887
ecoli_00315,1.2716874085,-1.123864221
ecoli_00316,1.4265950950000001,-1.527719856
ecoli_00317,1.3175121634,-0.636566686
ecoli_00318,1.3484894872,-1.073405411
ecoli_00319,-1.5297732615,-1.053240625
ecoli_00320,-1.1422831222,-0.9761007270000001
ecoli_00321,1.887303368,-1.081064423
ecoli_00322,1.798924543,-0.8602795590000001
ecoli_00323,-1.5981435434,-1.3474749940000001
ecoli_00324,-1.6708553932,-1.321443383
ecoli_00325,-1.7699363666,-1.370173051
ecoli_00326,-1.1991269282,-1.277620922
ecoli_00327,0.1415263853,-1.066015791
ecoli_00328,-0.8494542065,-1.218001551
ecoli_00329,-0.3525034336,-1.197215948
ecoli_00330,-0.6947945928,-1.007123982
ecoli_00331,-0.2137441065,-0.959815284
ecoli_00332,-0.16170336030000002,-1.21151755
ecoli_00333,-0.0636334732,-0.9077490460000001
ecoli_00334,-0.06555071230000001,-1.182779001
ecoli_00335,-1.7065304224000002,-1.376159485
ecoli_00336,-1.3999924661,-1.274077852
ecoli_00337,-1.2115057124,-1.817538598
ecoli_00338,-1.3454828574,-1.825678768
ecoli_00339,-1.2151056225,-1.522482746
ecoli_00340,-1.3825767311,-1.360034147
ecoli_00341,-1.5100391227,-1.400569395
ecoli_00342,-1.262221565,-1.628061163
ecoli_00343,-1.1090192399,-1.698957762
ecoli_00344,-0.7685851393,-1.369712791
ecoli_00345,-0.3105856033,-1.384252126
ecoli_00346,-0.4769616729,-1.486807671
ecoli_00347,-0.5351018963,-1.087509464
ecoli_00348,-0.41190135720000004,-0.897815841
ecoli_00349,-0.6272943338,-1.141216889
ecoli_00350,-0.1037428173,-1.030931569
ecoli_00351,-0.059834158000000005,-0.749256122
ecoli_00352,-0.6573352461,-0.81265833
ecoli_00353,-0.0111461795,-1.27438297
ecoli_00354,-0.2175292007,-1.025517259
ecoli_00355,-0.38585922110000004,-1.028658808
ecoli_00356,-0.1155614214,-0.6124851840000001
ecoli_00357,-0.07756924600000001,-0.623786457
ecoli_00358,-0.15606484580000002,-0.8288176700000001
ecoli_00359,-0.9629089732,-1.073285664
ecoli_00360,-1.0880158882,-0.8741156280000001
ecoli_00361,-1.0017148066,-0.682909604
ecoli_00362,-1.1608127095,-0.8902039930000001
ecoli_00363,-0.1410300117,-1.023045109
ecoli_00364,-0.30073862770000004,-0.887728877
ecoli_00365,3.5775465334,-1.393209364
ecoli_00366,3.845199847,-1.013418527
ecoli_00367,-0.9179804782000001,-0.7413823930000001
ecoli_00368,0.024047577400000002,-0.695696117
ecoli_00369,-0.8560850267000001,-1.8465193960000001
ecoli_00370,0.0915496859,-1.525899655
ecoli_00371,4.7184280898,-1.639691059
ecoli_00372,4.8104348377,-1.582731967
ecoli_00373,-0.2084020908,-1.278339649
ecoli_00374,-0.0207389281,-0.931029533
ecoli_00375,0.0213592121,-1.657377455
ecoli_00376,-0.1924027953,-1.480205853
ecoli_00377,6.3260327484,-0.15163766
ecoli_00378,6.6468142209,0.165162521
ecoli_00379,2.0132266017,-0.14973592900000002
ecoli_00380,2.00593065,-0.069755962
ecoli_00381,-1.1628271016,-0.9982864450000001
ecoli_00382,-0.9634877433000001,-0.9260193390000001
ecoli_00383,4.3347254974,-0.539007378
ecoli_00384,4.6037155462,-0.39475550800000003
ecoli_00385,0.4213991159,-0.45720567100000004
ecoli_00386,0.0613574132,-0.638774281
ecoli_00387,-0.5718978792,-1.194566566
ecoli_00388,-0.466043056,-1.16924855
ecoli_00389,4.0823896541,-0.7910262570000001
ecoli_00390,3.7441925056,-1.065890389
ecoli_00391,-1.9163559289,-0.6822261390000001
ecoli_00392,-1.3841241276,-0.5105762890000001
ecoli_00393,-1.6603060033,-0.963669913
ecoli_00394,-0.8406390005000001,-0.814354129
ecoli_00395,-1.233636999,-1.17211563
ecoli_00396,-1.8031239205,-1.5308720089999999
ecoli_00397,-0.6025304844,-0.35962602400000004
ecoli_00398,-0.29548640130000003,-0.28423806
ecoli_00399,-0.0171591063,-0.22113790100000003
ecoli_00400,-0.5277422357,-0.496282392
ecoli_00401,-1.4866861552000001,-1.27748389
ecoli_00402,-0.7833582048000001,-0.854232599
ecoli_00403,0.7550955904000001,-0.7207330150000001
ecoli_00404,-1.3474068408,-0.493168881
ecoli_00405,-0.059435366100000005,-0.67170296
ecoli_00406,-0.1702195142,-0.603133533
ecoli_00407,0.5582362773,-0.907399166
ecoli_00408,0.43692929610000003,-0.695691621
ecoli_00409,-1.12166029,-0.61886455
ecoli_00410,-1.1805276704,-0.8820446980000001
ecoli_00411,-1.6212842724,-0.46420953400000003
ecoli_00412,-1.3978828044,-0.6268523960000001
ecoli_00413,-1.5182228282999999,-0.865300488
ecoli_00414,-0.8609293538,-0.9397118160000001
ecoli_00415,-1.8225918842,0.13324175300000002
ecoli_00416,-1.7595858236000002,-0.14710124200000002
ecoli_00417,-0.81267235,-0.723185372
ecoli_00418,-0.8353126292,-0.584409649
ecoli_00419,-0.5064031974000001,-0.956134502
ecoli_00420,-0.48976061130000004,-1.144193883
ecoli_00421,-0.7525169453,-0.147742754
