,A,TrpR
starve_series__t26_growth2__1,-1.6549444212000002,0.32501262680000004
starve_series__t26_growth2__2,-1.7898760072000002,0.046058616000000004
starve_series__t27_growth2__1,-1.7580734725,-0.0394122617
starve_series__t27_growth2__2,-1.5559285415000002,0.059856655
starve_series__t28_growth2__1,-0.7268271593000001,0.25809134300000003
starve_series__t28_growth2__2,-0.38311155420000004,0.2797683217
time_course__lb_4hr__1,0.0985150169,-0.0649952707
time_course__lb_4hr__2,0.13988273140000002,-0.042322363
time_course__lb_4hr__3,-0.23839774830000002,0.1073176337
time_course__lb_8hr__1,1.7290422562,-0.6386308875000001
time_course__lb_8hr__2,1.6406971261,-0.7628488431
time_course__lb_8hr__3,1.7316347107,-0.7590632104
time_course__lb_24hr__1,5.7731852832,-0.123521193
time_course__lb_24hr__2,4.9450995217,-0.16097619600000002
time_course__lb_24hr__3,4.5223242402,0.2721440491
time_course__lb_72hr__1,0.9612810302,-0.4217221199
time_course__lb_72hr__2,0.21134326080000002,-0.33077219490000004
time_course__lb_72hr__3,0.0906799925,-0.5508251113
time_course__lb_144hr__1,1.110035686,-0.4338786404
time_course__lb_144hr__2,0.8063705358000001,-0.4849079578
time_course__lb_144hr__3,0.5247670377,-1.0014116434
time_course__lb_192hr__1,0.1502200616,-0.32262035170000003
time_course__lb_192hr__2,-0.5933054614000001,-0.314630163
time_course__lb_192hr__3,0.056742886900000004,-0.7444591677
triclosan__wt__1,0.4011799654,0.0936404435
triclosan__wt__2,0.0664043151,0.19255212900000002
triclosan__wt__3,-0.4675842805,-0.2861925725
triclosan__evo_amx_tcs__1,-0.8667447615,-0.32370714770000003
triclosan__evo_amx_tcs__2,-0.7212208257,-0.5711222078
triclosan__evo_amx_tcs__3,-1.7786493793,-0.8873687671
triclosan__evo_chl_tcs__1,0.6596189315000001,-0.3528916821
triclosan__evo_chl_tcs__2,1.1717766468,-0.13256481620000002
triclosan__evo_chl_tcs__3,1.144970142,-0.6225507015
triclosan__evo_tet_tcs__1,1.1143662952,-0.08500513500000001
triclosan__evo_tet_tcs__2,-0.1937143071,-0.3338048811
truHMM__48C_15m__1,0.6673987143,-1.165080396
truHMM__48C_15m__2,0.6757276084,-1.1693675074
truHMM__48C_15m__3,0.1120109469,-1.7818205799
truHMM__48C_30m__1,-2.7894784749,-1.5234312764
truHMM__48C_30m__2,-2.9803266073,-1.4887943905
truHMM__48C_60m__1,1.3037085496,-1.1378422652
truHMM__48C_60m__2,1.3084594872,-1.1341094756
truHMM__phos_0h__1,0.11738121750000001,-0.0179602945
truHMM__phos_0h__2,-0.11738121750000001,0.0179602945
truHMM__phos_2h__1,-3.9556244326,-1.4192778181
truHMM__phos_2h__2,-4.1477790042,-1.4587002002
truHMM__phos_4h__1,-2.2626578619,-2.3457520794
truHMM__phos_4h__2,-1.8584305282,-2.5982250228
truHMM__phos_4h__3,-0.5746967182,-2.9693595109
control__wt_glc__1,0.0845601562,0.040181667000000004
control__wt_glc__2,-0.0845601562,-0.040181667000000004
fur__wt_dpd__1,-0.3518603545,0.418652458
fur__wt_dpd__2,0.1013242572,0.26018257300000003
fur__wt_fe__1,-0.4543715264,0.210869296
fur__wt_fe__2,-0.5749525684,0.285913089
fur__delfur_dpd__1,-1.350021452,0.07536453500000001
fur__delfur_dpd__2,-1.3815881746,-0.255881454
fur__delfur_fe2__1,-1.9847111971,0.257375572
fur__delfur_fe2__2,-1.9441438348000002,0.34672165800000004
acid__wt_ph5__1,0.7410375287000001,0.639592696
acid__wt_ph5__2,0.27797643510000003,0.623850215
acid__delgadx_ph5__1,0.29442180700000004,0.327878702
acid__delgadw_ph5__1,-0.1742907475,0.48451881300000005
acid__delgadw_ph5__2,-0.011309257900000001,0.45557549900000005
acid__delgade_ph5__1,0.1498494384,0.649959591
acid__delgade_ph5__2,0.0747118283,0.545652553
oxidative__wt_pq__1,-1.6382942189,-0.048299025
oxidative__wt_pq__2,-0.8838305723000001,0.059689778000000006
oxidative__deloxyr_pq__1,-2.0135359547,0.18756160400000002
oxidative__deloxyr_pq__2,-2.3006094156,0.220839904
oxidative__delsoxr_pq__1,0.3806883172,-0.22463059999999999
oxidative__delsoxr_pq__2,0.2463831462,-0.22557353300000002
oxidative__delsoxs_pq__1,-0.4453732977,0.031475926
oxidative__delsoxs_pq__2,0.017510704800000002,0.013542778
nac_ntrc__wt_csn__1,-0.3913244588,0.154628386
nac_ntrc__wt_csn__2,0.0029924361000000003,0.070946651
nac_ntrc__wt_cytd__1,0.0945568311,-0.014120524
nac_ntrc__wt_cytd__2,0.1799199832,-0.031893141
nac_ntrc__wt_gln__1,-0.16997403290000002,0.015257352000000002
nac_ntrc__wt_gln__2,0.1051594934,-0.01032019
nac_ntrc__bw_delnac_csn__1,-0.7841355255,0.910239835
nac_ntrc__bw_delnac_csn__2,-0.7505504884,1.182666528
nac_ntrc__bw_delnac_cytd__1,0.197300153,0.8114553760000001
nac_ntrc__bw_delnac_cytd__2,-0.07290812370000001,0.585486359
nac_ntrc__bw_delnac_gln__1,0.5125375674,0.938030113
nac_ntrc__bw_delnac_gln__2,0.3247256327,0.7007338630000001
nac_ntrc__bw_delnac_nh4__1,0.39998238900000005,0.46800888700000004
nac_ntrc__bw_delnac_nh4__2,0.530068025,0.386244633
misc__wt_no_te__1,-1.1652281025,0.330977517
misc__wt_no_te__2,-0.273571016,0.37958164400000005
misc__bw_delcbl__1,-1.0442957545,0.116921676
misc__bw_delcbl__2,-0.7766934926,0.09532101500000001
misc__bw_delfabr__1,-0.9061421606000001,-0.120908307
misc__bw_delfabr__2,-0.4840641545,0.170506345
misc__bw_delfadr__1,-0.5159257692,0.16322244800000002
misc__bw_delfadr__2,-1.0964065087,0.24412359100000003
misc__nitr_031__1,0.5846116934000001,0.51857352
omics__wt_glu__1,-0.0824688179,0.830618583
omics__wt_glu__2,-0.40188351990000004,0.8620645
omics__wt_gly__1,0.8508554154,0.656538664
omics__wt_gly__2,0.2433189402,0.578630333
omics__wt_thr__1,-1.2724876645,-0.56316752
omics__wt_thr__2,-1.5487103313000001,-0.36197805600000005
omics__bw_ac__1,1.3365038438,0.7532736680000001
omics__bw_ac__2,1.6028407788,0.7515060090000001
omics__bw_fum__1,2.031779905,1.331006045
omics__bw_fum__2,2.5530906382,1.386644645
omics__bw_glc__1,1.8034204348,1.098082124
omics__bw_glc__2,1.2573904366,1.063519283
omics__bw_pyr__1,2.4915599608,1.009183962
omics__bw_pyr__2,2.2217421612,0.697283572
ompr__wt_nacl__1,-0.9438999711,-0.195305949
ompr__wt_nacl__2,-1.4400517199,-0.13809825
ompr__bw_delompr_nacl__1,-2.3587539485,-0.079911147
ompr__bw_delompr_nacl__2,-1.2846995429999999,0.173272741
minspan__wt_ade__1,4.1251425875,0.784154988
minspan__wt_glc__1,1.0113911796,-0.023178159
minspan__wt_glc__2,1.1584670107,0.055210222
minspan__wt_glc__3,0.7772017192,0.37417402
minspan__wt_glc_anaero__1,1.4286919844,0.621318027
minspan__wt_glc_anaero__2,1.5433632862,0.5713419550000001
minspan__wt_trp__1,2.8083877634,-0.49187069800000005
minspan__bw_delcra_glc__1,2.7414971353,0.374913178
minspan__bw_delcra_trp__1,3.0164059737,-0.7743487520000001
minspan__bw_delmntr__1,1.6639507591,0.524242461
minspan__bw_delnac_ade__1,4.0149250723,0.614584628
minspan__bw_delnac_glc__1,1.3290072464,0.131617963
cra_crp__wt_ac__1,1.3582132569,1.168586111
cra_crp__wt_ac__2,0.7392461647,0.8223115010000001
cra_crp__wt_fru__1,0.2332954657,0.45849828000000004
cra_crp__wt_fru__2,0.41469047480000004,0.774386431
cra_crp__delcra_ac__1,1.1310802717,1.029517622
cra_crp__delcra_ac__2,1.1575228872,0.980561085
cra_crp__delcra_fru__1,0.39432192600000004,0.30607363400000004
cra_crp__delcra_fru__2,0.6810973311,0.40530537200000005
cra_crp__delcra_glc__1,0.1595499602,0.19223667900000002
cra_crp__delcra_glc__2,0.0230894076,0.283008945
rpoB__wt_031__1,2.2400315857,0.14145131700000002
rpoB__wt_044__1,1.9020984162999999,0.20540448600000002
rpoB__wt_lb__1,1.1906545049,0.81357744
rpoB__wt_lb__2,1.5168539026999999,0.50755903
rpoB__rpoBE546V_031__1,2.4785223396,0.279455455
rpoB__rpoBE546V_044__1,1.8296450295,0.257452839
rpoB__rpoBE546V_lb__1,0.36449990530000004,-0.7152180290000001
rpoB__rpoBE546V_lb__2,0.8111558119000001,-0.994099488
rpoB__rpoBE546V_glc__1,1.3464986576,0.694370206
rpoB__rpoBE672K_glc__1,2.7549618721,-0.8790320030000001
rpoB__rpoBE672K_glc__2,2.7208404442000003,-0.558094011
rpoB__rpoBE672K_lb__1,2.2072420057,0.21103853
rpoB__rpoBE672K_lb__2,2.5941940906000003,0.511340415
crp__wt_fru__1,0.940364077,0.10212093500000001
crp__wt_glyc__1,1.1885922965,0.278101555
crp__wt_glyc__2,0.9080122214,0.336571693
crp__delar1_glyc__1,0.8832930179,0.509606193
crp__delar1_glyc__2,1.6674167442,0.991839848
crp__delar1ar2_glyc__1,-0.41813347630000003,0.365331581
crp__delar1ar2_glyc__2,-0.8352057091,0.286866342
crp__delar1ar2_glyc__3,-0.6198862437,0.428193562
crp__delar2_glyc__1,0.6550326931,0.847045932
crp__delar2_glyc__2,0.8248861955,0.502725913
crp__delar2_glyc__3,0.7632256975,0.716704737
crp__delcrp_fru__1,0.3892109716,0.55259437
crp__delcrp_fru__2,0.19654263200000002,0.34108209100000003
crp__delcrp_fru__3,0.5327987925000001,0.47214714
crp__delcrp_glc__1,0.2415649986,0.902756375
crp__delcrp_glc__2,-0.06380290500000001,0.8075587750000001
crp__delcrp_glc__3,-0.0865082758,0.994838376
crp__delcrp_glyc__1,-0.4193167593,0.25105145500000003
crp__delcrp_glyc__2,-0.21298276670000002,0.351784955
crp__delcrp_glyc__3,-0.0892879603,0.390449553
glu__glu_ale3__1,-0.5917778822,0.34794383700000003
glu__glu_ale4__1,0.5264726716,-0.009800775000000001
glu__glu_ale5__1,0.7196906101,-0.34755388600000003
glu__glu_ale6__1,0.7002625591,-0.030958889000000003
glu__glu_ale8__1,0.45183228270000003,-0.034533158
glu__glu_ale9__1,1.7102525607999999,0.5123952890000001
glu__glu_ale10__1,-1.143686618,-0.08773602500000001
42c__wt_42c__1,-0.1891811286,0.127139908
42c__42c_ale1__1,2.3308763625,0.254877425
42c__42c_ale2__1,-0.7875719326,0.033343237000000005
42c__42c_ale3__1,-0.2589152882,0.9827755100000001
42c__42c_ale4__1,-1.1655922217999999,0.31006008300000004
42c__42c_ale5__1,-0.4478061944,0.35017689100000005
42c__42c_ale6__1,4.8764142584,0.983472962
42c__42c_ale8__1,1.8440900824000002,1.054704946
42c__42c_ale9__1,-0.2098018057,0.581463662
42c__42c_ale10__1,0.5046991452,0.686902283
ssw__wt_ac__1,3.5543708554,0.818851269
ssw__wt_glc__1,1.185081133,-0.15686805
ssw__wt_glyc__1,2.2714427074,0.11106542
ssw__wt_xyl__1,4.3952204215,0.168531396
ssw__glc_ale1__1,2.1816231198000002,0.8542870520000001
ssw__glc_ale2__1,2.4693789922000002,0.965524378
ssw__glc_ale3__1,2.7287170075000002,0.622040696
ssw__glyc_ale1__1,0.8684928502,0.599119285
ssw__glyc_ale2__1,2.2635713899,0.8035335840000001
ssw__xyl_ale1__1,2.07372942,1.058093254
ssw__xyl_ale2__1,1.895114216,0.838778067
ssw__xyl_ale3__1,1.2890418708,0.52345393
ssw__glc_ac_ac2__1,3.3664250524,0.293985316
ssw__glc_ac_glc1__1,3.8080730265,1.062768439
ssw__glc_glyc_glc__1,3.2154080766,0.5266424660000001
ssw__glc_glyc_glyc__1,2.1549166627,0.026271262
ssw__glc_xyl_glc__1,2.0363161436,0.8481203970000001
ssw__glc_xyl_xyl__1,1.9292256338,0.21941361
ica__wt_glc__1,2.4619804685,-0.390835229
ica__wt_glc__2,2.4613861077,-0.460504819
ica__wt_glc__3,2.4445624361,0.44646284500000005
ica__wt_glc__4,3.205922794,0.162270207
ica__arg_sbt__1,2.7714748103,-0.107588401
ica__arg_sbt__2,3.7416427032,-0.140428038
ica__cytd_rib__1,2.3616070943,0.910011136
ica__cytd_rib__2,2.6069842649,0.8531848470000001
ica__gth__1,1.9891498895000002,0.058122868
ica__gth__2,1.9946217179,0.08807500400000001
ica__leu_glcr__1,4.0881670513,-0.7013754240000001
ica__leu_glcr__2,4.3274098985,-0.7494354520000001
ica__met_glc__1,4.0328747488,-0.044384878
ica__met_glc__2,3.9813179907,-0.370996113
ica__no3_anaero__1,4.107766923,0.546986449
ica__no3_anaero__2,4.184794558,0.643575585
ica__phe_acgam__1,4.519328726,-0.096699382
ica__phe_acgam__2,4.7121995166,-0.047832173000000006
ica__thm_gal__1,2.7122801625,0.45965307
ica__thm_gal__2,2.3865294444,0.6173477470000001
ica__tyr_glcn__1,4.6878137881,-0.32981293
ica__tyr_glcn__2,4.6662503721,-0.277395698
ica__ura_pyr__1,3.2725359555,0.20667242400000002
ica__ura_pyr__2,3.7634600132,0.269531901
ica__wt_glc__5,2.6394373174,0.194984289
ica__wt_glc__6,2.2562215406,0.26919296600000003
ica__bw_delpurR_cytd__1,2.6864679625,0.37766793800000004
ica__bw_delpurR_cytd__2,4.2188129441,0.404167392
ica__ade_glc__1,4.1902388969,0.567146773
ica__ade_glc__2,2.4063992295,0.24725332
ytf__wt_glc__1,1.6400980006,0.135424516
ytf__wt_glc__2,0.5803312356,-0.057459828000000004
ytf__delyafC__1,2.7581178366,0.732495211
ytf__delyafC__2,2.9393703762000003,0.6166222650000001
ytf__delyeiE__1,1.4935533688,0.527128178
ytf__delyeiE__2,0.1216586288,0.16925731600000002
ytf__delyiaJ__1,1.6432305621,0.34704360500000003
ytf__delyiaJ__2,1.6556506026000002,0.469102499
ytf__delyieP__1,3.6589967921,0.6882594320000001
ytf__delyieP__2,3.1883857902,0.649065392
ytf__wt_ph5__1,1.7037565797,0.34337883500000005
ytf__wt_ph5__2,1.8841405121,0.521371802
ytf__wt_ph8__1,0.9166120107,0.147015379
ytf__wt_ph8__2,0.9782754205,0.365207196
ytf__delybaO__1,2.3822177803,0.725824884
ytf__delybaO__2,2.3218275765,0.40961224
ytf__delybaQ__1,1.6671688452,0.55837566
ytf__delybaQ__2,1.5149539793,0.357864251
ytf__delybiH__1,2.2980802652,0.21818562800000002
ytf__delybiH__2,2.8717809494,0.43564254300000005
ytf__delydcI_ph5__1,1.5436337367,0.34137916500000004
ytf__delydcI_ph5__2,1.1966670008,0.19437050700000003
ytf__delydcI_ph8__1,1.0901763461,0.400822722
ytf__delydcI_ph8__2,1.1918013552,0.173555371
ytf__delyddM__1,1.9125412565,0.329298992
ytf__delyddM__2,1.8982554106,0.224635412
ytf__delyheO__1,2.4168782442,0.671367869
ytf__delyheO__2,3.2113620209000002,0.606170893
fps__bw_glc__1,2.450573249,0.6146359410000001
fps__bw_glc__2,2.7237327043,0.6063933140000001
fps__fps_thrA_ale1__1,2.4453477054,0.42079598700000004
fps__fps_thrA_ale1__2,2.3455020537,0.21547712700000002
fps__fps_thrA_ale2__1,1.7128006723,0.474601129
fps__fps_thrA_ale2__2,1.6426641408,0.5285283660000001
fps__fps_serB_ale1__1,1.8024446391,0.720084016
fps__fps_serB_ale1__2,1.5335743212000001,0.73249291
fps__fps_serB_ale4__1,1.6726465786,1.516469101
fps__fps_serB_ale4__2,1.1204688866999999,1.213834971
fps__fps_ptsI_ale1__1,3.3946775152,0.9066270240000001
fps__fps_ptsI_ale1__2,3.4815505696,0.74154708
fps__fps_ptsI_ale3__1,2.9897819686,0.53896745
fps__fps_ptsI_ale3__2,3.1338456054,0.734724869
pal__lyx_ale2_f6__1,2.778685806,0.8581098930000001
pal__lyx_ale2__1,2.2985964926999998,0.656305895
pal__lyx_ale2__2,1.9972785677,0.846469498
pal__lyx_ale4__1,2.0207323072,0.434925349
pal__lyx_ale4__2,1.5846373144,0.309711913
pal__5drib_ale10_f18__1,3.648178901,0.77265226
pal__5drib_ale10_f18__2,3.4447871923,0.855503439
pal__5drib_ale10__1,2.8362340324,0.912362102
pal__arab_ale14_f9__1,2.7437963903,0.691380133
pal__arab_ale14_f9__2,1.5988795984,0.5140438460000001
pal__arab_ale14__1,2.5996561564,0.444559731
pal__arab_ale14__2,3.1695021013,0.35348995800000005
pal__arab_ale16__1,1.455897491,0.513191382
pal__arab_ale16__2,2.041672603,0.783451408
pal__tartr_ale26_f10__1,1.6207475847000001,0.886588448
pal__tartr_ale26_f10__2,1.8549604162,0.8496426560000001
pal__tartr_ale26__1,1.7469544929,0.8657514
pal__tartr_ale26__2,1.6093746901000001,0.7525713180000001
pal__tartr_ale28_f10__1,2.2162429025,0.22129014400000002
pal__tartr_ale28_f10__2,3.4890317847,0.6940704240000001
pal__tartr_ale28__1,2.9845578038,1.031703333
pal__tartr_ale28__2,3.9259659797,1.439034345
efeU__delmenFentC_citr__1,1.6651236493,0.184811358
efeU__delmenFentC_citr__2,2.2216456908,0.020850488
efeU__delmenFentC__1,2.0620711475,0.249700306
efeU__delmenFentC__2,2.0739853305000002,0.214367162
efeU__menFentC_ale39__1,3.4385535589,0.331019108
efeU__menFentC_ale39__2,4.0980894998,0.44451158300000004
efeU__menFentC_ale29__1,2.8146494924,0.36134760400000004
efeU__menFentC_ale29__2,2.4443967349,0.22443906600000002
efeU__menFentC_ale30__1,2.4925276133,-0.105801012
efeU__menFentC_ale30__2,2.4464539992,0.18005006
efeU__menFentCubiC_ale36__1,1.1971750328,0.019202242
efeU__menFentCubiC_ale36__2,1.0880898309,-0.0071167620000000004
efeU__menFentCubiC_ale37__1,1.5089153131000002,0.21022938600000002
efeU__menFentCubiC_ale37__2,1.7412839691,0.232885476
efeU__menFentCubiC_ale38__1,2.3148282307,0.5363372040000001
efeU__menFentCubiC_ale38__2,2.7059386204,0.38740898
misc2__salc_glc__1,2.0859264082,0.5882128990000001
misc2__salc_glc__2,1.8385313606,1.149766987
misc2__dbcn_glc__1,1.7646584891,0.14147320100000002
misc2__dbcn_glc__2,1.7643185008,0.713369311
misc2__tyr_glc__1,4.355158956,0.09844079900000001
misc2__tyr_glc__2,4.7119149269000005,0.35469244
misc2__arg_cytd__1,2.2262888217,0.14243178
misc2__arg_cytd__2,2.5801310098,0.099902326
misc2__delyheO_pyr__1,2.9714106318,0.35996907300000003
misc2__delyheO_pyr__2,3.1120454729,0.464787231
nquinone__delubiC__1,2.2546095009,-0.08085107300000001
nquinone__delubiC__2,2.6449445397,0.06379414600000001
nquinone__ubiC_ale1__1,2.1642442308,0.34164602600000005
nquinone__ubiC_ale1__2,2.3039064969,0.114749602
nquinone__ubiC_ale2__1,2.3057219256,-0.176988327
nquinone__ubiC_ale2__2,2.0605812899,0.09180395300000001
nquinone__ubiC_ale3__1,2.191798449,-0.6016586740000001
nquinone__ubiC_ale3__2,1.8541665957000002,-0.38748089999999996
nquinone__ubiC_ale4__1,2.4694879065,0.038834178000000004
nquinone__ubiC_ale4__2,1.7557928709000001,0.217526601
nquinone__delpdhR__1,2.5819549479,-0.05482688
nquinone__delpdhR__2,2.2380415336,-0.167644599
quinone__glu_ale4__1,2.5198336826,-0.12997603200000002
quinone__glu_ale4__2,2.1687935669,0.354207547
quinone__delmenF__1,1.7560461002,0.169173276
quinone__delmenF__2,1.7086182048,0.214553179
quinone__menF_ale5__1,3.2767287992,0.284163696
quinone__menF_ale5__2,3.0447883134,0.13684510700000002
quinone__menF_ale6__1,3.6094607846,0.288456431
quinone__menF_ale6__2,3.87392083,0.24104608100000002
quinone__menF_ale7__1,4.6265638513,0.23944293400000002
quinone__menF_ale7__2,4.7568675285,0.40841053800000005
quinone__menF_ale8__1,5.0229134283,0.42490226000000003
quinone__menF_ale8__2,4.7138770050000005,0.797665346
quinone__delmenFubiC__1,1.6960868226999999,0.19685879
quinone__delmenFubiC__2,2.1702002169,0.09823880900000001
quinone__menFubiC_ale1__1,3.9010474249,0.024687465000000002
quinone__menFubiC_ale1__2,3.8484353583,-0.17324983200000002
quinone__menFubiC_ale2__1,3.7508921373,0.19483396500000003
quinone__menFubiC_ale2__2,3.962265185,-0.001198503
quinone__menFubiC_ale3__1,1.4904605312,0.090653863
quinone__menFubiC_ale3__2,1.2280258442,-0.020805208000000002
quinone__menFubiC_ale4__1,2.0560265055,0.09819841300000001
quinone__menFubiC_ale4__2,2.6547903492,0.396413122
oxyR__wt_glc__1,1.7590266193000001,-0.029300448000000003
oxyR__wt_glc__2,1.5076007875,-0.012243812000000001
oxyR__wt_h2o2__1,1.8998987135,-0.051277181000000005
oxyR__wt_h2o2__2,2.2589773088,0.039346124
oxyR__glu_ale4__1,2.28965076,0.43613194600000005
oxyR__glu_ale4__2,2.3033707388,0.010944216000000001
oxyR__glu_ale4_h2o2__1,2.5952171263,0.43738327200000005
oxyR__glu_ale4_h2o2__2,2.5266537053,0.24486811500000003
oxyR__oxyR_ale17__1,1.5496659001,0.19527432600000003
oxyR__oxyR_ale17__2,1.7000820786,0.471873798
oxyR__oxyR_ale17_h2o2__1,1.9053083485000002,0.166270717
oxyR__oxyR_ale17_h2o2__2,1.9348842052,0.074687234
oxyR__oxyR_ale18__1,0.8893487776000001,-0.20209035900000002
oxyR__oxyR_ale18__2,1.2274298096,0.13023726600000002
oxyR__oxyR_ale18_h2o2__1,1.8216228270000001,-0.178028823
oxyR__oxyR_ale18_h2o2__2,2.1678580504,-0.117608346
oxyR__oxyR_ale19__1,0.9990047240000001,0.01929568
oxyR__oxyR_ale19__2,0.2551129073,-0.037763501000000005
oxyR__oxyR_ale19_h2o2__1,0.8119290365,0.00027594
oxyR__oxyR_ale19_h2o2__2,1.2323530248,0.017377254
oxyR__oxyR_ale20__1,1.2639474005,0.088152637
oxyR__oxyR_ale20__2,1.2147003377,0.118877071
oxyR__oxyR_ale20_h2o2__1,1.5083315342999999,-0.041870504
oxyR__oxyR_ale20_h2o2__2,1.545533393,-0.167602575
svns_pgi__BmePgi24_15__1,2.3116644212,0.15806113500000002
svns_pgi__BmePgi24_15__2,2.2675676861,0.132412217
svns_pgi__BmePgi24_26__1,2.5341856757,0.325110169
svns_pgi__BmePgi24_26__2,3.0582468899,0.33804204600000004
svns_pgi__BmePgi24_41__1,3.5341650345,0.33266528500000003
svns_pgi__BmePgi24_41__2,2.7085830224,0.12088149000000001
svns_pgi__BmePgi24_52__1,2.1312732822,-0.044729049
svns_pgi__BmePgi24_52__2,2.2551002044,0.118087197
svns_pgi__PaePgi2_34__1,2.0733885802,0.6233376740000001
svns_pgi__PaePgi2_34__2,2.0611852531,0.367241513
svns_pgi__PaePgi2_63__1,2.3425438399000003,0.557983942
svns_pgi__PaePgi2_63__2,2.1174813047,0.35293424900000003
svns_pgi__PaePgi24_54__1,1.5234027698000001,0.56828737
svns_pgi__PaePgi24_54__2,1.9202299072,0.48577937400000004
svns_pgi__PaePgi24_90__1,2.2598228708,0.649965906
svns_pgi__PaePgi24_90__2,2.4867873893,0.5829830060000001
abx_media__m9_ctrl__1,4.7830334221,-0.6982330090000001
abx_media__m9_ctrl__2,4.8011545593000005,-1.284084979
abx_media__rpmi_ctrl__1,5.7641553569,-1.097964623
abx_media__rpmi_ctrl__2,4.7177153249,-1.417889124
abx_media__camhb_ctrl__1,7.3358748364,-2.36551423
abx_media__camhb_ctrl__2,7.0101032947,-3.025193795
abx_media__m9_mero__1,7.1870855885000005,-1.046461569
abx_media__m9_mero__2,4.7709868061,-1.428550223
abx_media__rpmi_mero__1,5.1875429116,-1.5357914570000002
abx_media__rpmi_mero__2,5.4849485183,-1.861808941
abx_media__camhb_mero__1,7.5246371782,-3.71345713
abx_media__camhb_mero__2,7.3001401718,-3.923043916
abx_media__m9_trisulf__1,4.5913274651,-1.285644974
abx_media__m9_trisulf__2,4.798357115,-1.549143959
abx_media__rpmi_trisulf__1,7.5917105649,-1.148742245
abx_media__rpmi_trisulf__2,7.1968419756,-1.219704515
abx_media__camhb_trisulf__1,7.7321228025,-2.217996755
abx_media__camhb_trisulf__2,7.2630494391,-1.705610088
abx_media__m9_cef__1,3.5981207973,-1.602115811
abx_media__m9_cef__2,4.1524767746,-1.502891134
abx_media__rpmi_cef__1,7.2254068652,-0.972666562
abx_media__rpmi_cef__2,7.5285450662999995,-0.868752587
abx_media__camhb_cef__1,6.4574283131,-2.154430607
abx_media__camhb_cef__2,6.6670042075,-1.9790238430000002
abx_media__m9_cipro__1,3.9731154004,-1.07699956
abx_media__m9_cipro__2,4.581828118,-1.131601558
abx_media__rpmi_cipro__1,7.9181366397,-1.354689553
abx_media__rpmi_cipro__2,8.0957425382,-0.9519742510000001
abx_media__camhb_cipro__1,7.3556062309,-2.339416071
abx_media__camhb_cipro__2,7.504614699,-2.503785001
hot_tale__42c_ale3_30c__1,3.5512124126,-0.273138725
hot_tale__42c_ale3_30c__2,4.302614141,-0.100721609
hot_tale__42c_ale3_37c__1,2.0674844446,0.688313979
hot_tale__42c_ale3_37c__2,2.1063735961,0.11842840600000001
hot_tale__42c_ale3_44c__1,1.6538675689,0.533709059
hot_tale__42c_ale3_44c__2,1.4001602145,0.42688013900000005
hot_tale__hot_ale3_mid_30c__1,4.8337593425000005,-0.129822652
hot_tale__hot_ale3_mid_30c__2,4.6917028711,0.25226860100000004
hot_tale__hot_ale3_mid_37c__1,2.5301642312,0.313814317
hot_tale__hot_ale3_mid_37c__2,3.3814855795,0.262754103
hot_tale__hot_ale3_mid_44c__1,0.42391429140000003,0.55933014
hot_tale__hot_ale3_mid_44c__2,1.4744938666,0.585054223
hot_tale__hot_ale3_30c__1,4.5883687639,-0.011841831
hot_tale__hot_ale3_30c__2,4.0021405977,-0.06199355300000001
hot_tale__hot_ale3_37c__1,2.1849059502,0.103795067
hot_tale__hot_ale3_37c__2,1.9484070804,0.07729124200000001
hot_tale__hot_ale3_44c__1,1.8181678716,0.8483554480000001
hot_tale__hot_ale3_44c__2,1.2667575952,0.22114587800000002
hot_tale__hot_ale4_30c__1,4.5689046039,-0.018326461000000002
hot_tale__hot_ale4_30c__2,4.4257259682,-0.00229414
hot_tale__hot_ale4_37c__1,2.4089622451,0.050101518000000005
hot_tale__hot_ale4_37c__2,2.4601945382,0.24683010600000002
hot_tale__hot_ale4_44c__1,1.9298975242,0.784945014
hot_tale__hot_ale4_44c__2,2.1729237994,0.731163085
hot_tale__hot_ale8_30c__1,4.2028007277,-0.249567277
hot_tale__hot_ale8_30c__2,3.7379499115,-0.362662837
hot_tale__hot_ale8_37c__1,2.0834354015,-0.087341399
hot_tale__hot_ale8_37c__2,2.2245522321,-0.116343999
hot_tale__hot_ale8_44c__1,1.715313218,0.7880802170000001
hot_tale__hot_ale8_44c__2,1.6398472773,0.8822008100000001
hot_tale__hot_ale9_mid_30c__1,5.2706435562,-0.196029267
hot_tale__hot_ale9_mid_30c__2,4.9566922888,0.035950476
hot_tale__hot_ale9_30c__1,3.9302010265,-0.209491176
hot_tale__hot_ale9_30c__2,4.1172028172,-0.12095083000000001
hot_tale__hot_ale9_mid_37c__1,3.2961156732,0.023633742000000003
hot_tale__hot_ale9_mid_37c__2,3.2795979311,0.23043426800000003
hot_tale__hot_ale9_37c__1,2.7160029179,0.211167551
hot_tale__hot_ale9_37c__2,2.5147987204,0.089040662
hot_tale__hot_ale9_mid_44c__1,2.7943079110999998,0.663063924
hot_tale__hot_ale9_mid_44c__2,2.3929128216,0.5964743090000001
hot_tale__hot_ale9_44c__1,1.5421251806,0.8964597670000001
hot_tale__hot_ale9_44c__2,1.432014313,0.8027070660000001
hot_tale__hot_ale10_30c__1,4.9567930838,-0.086861228
hot_tale__hot_ale10_30c__2,4.7406049555,-0.468469997
hot_tale__hot_ale10_37c__1,3.0418620238,-0.050085665
