,A,GntR
starve_series__t23_growth2__1,-2.3816353385,-0.4966009592
starve_series__t23_growth2__2,-2.8023353624,-0.6548410946000001
starve_series__t25_growth2__1,-0.4170369092,-0.3418593608
starve_series__t25_growth2__2,-1.4215908043,-0.1327627436
starve_series__t26_growth2__1,0.6954850728,-0.0625881125
starve_series__t26_growth2__2,1.410322258,-0.3460281538
starve_series__t27_growth2__1,1.8789804574,0.0169212052
starve_series__t27_growth2__2,2.1735611041,-0.17392503550000002
starve_series__t28_growth2__1,1.0681148121,-0.0094045966
starve_series__t28_growth2__2,1.1758432169,-0.06743301630000001
time_course__lb_4hr__1,1.2949046007,-0.0845375227
time_course__lb_4hr__2,-0.5899231885,0.015729013400000002
time_course__lb_4hr__3,-0.7049814122,0.0688085093
time_course__lb_8hr__1,-0.4450865108,-0.7556654178000001
time_course__lb_8hr__2,-0.3333958067,-0.7796174563
time_course__lb_8hr__3,-0.1813271712,-0.8164991236
time_course__lb_24hr__1,-0.8543665486,-0.9437912028000001
time_course__lb_24hr__2,-0.7387373907,-0.9154189899
time_course__lb_24hr__3,-1.3813172244,-0.9050555609000001
time_course__lb_72hr__1,-2.3500758875,-0.1327156263
time_course__lb_72hr__2,-1.6945887949,-0.1463078743
time_course__lb_72hr__3,-2.0685806937,-0.0916688444
time_course__lb_144hr__1,-2.8723382273,-0.6055399731000001
time_course__lb_144hr__2,-2.9228330418,-0.6601389958
time_course__lb_144hr__3,-2.6067218779,-0.6886774708000001
time_course__lb_192hr__1,-2.1514608394,-0.4165064813
time_course__lb_192hr__2,-2.437109324,-0.3682807124
time_course__lb_192hr__3,-1.8120193003,-0.5366324436000001
triclosan__wt__1,-0.7936886122,0.1410731835
triclosan__wt__2,-0.2437427524,0.2381325094
triclosan__wt__3,1.0374313646,-0.3792056929
triclosan__evo_amx_tcs__1,0.1264657263,-0.3080355212
triclosan__evo_amx_tcs__2,1.9668038819,-1.2474178018
triclosan__evo_amx_tcs__3,1.1209285183,-0.4692321467
triclosan__evo_chl_tcs__1,-0.94755608,0.0040504784
triclosan__evo_chl_tcs__2,1.9258429558999999,-0.6803981444
triclosan__evo_chl_tcs__3,2.4752699539,-0.5337677414
triclosan__evo_tet_tcs__1,0.8781399492,-0.4381415951
triclosan__evo_tet_tcs__2,4.1324281587,-1.047225575
truHMM__48C_15m__1,1.3111291796,-0.5349885590000001
truHMM__48C_15m__2,1.2247549785,-0.6249566517
truHMM__48C_15m__3,0.9360664054000001,-1.0347176317
truHMM__48C_30m__1,2.1111984985,-1.153313836
truHMM__48C_30m__2,2.3834509986,-1.2381135592999999
truHMM__48C_60m__1,3.2480045347,-1.5523725755000002
truHMM__48C_60m__2,3.3247408366,-1.5556481783
truHMM__phos_0h__1,-0.1076402962,0.0286877388
truHMM__phos_0h__2,0.1076402962,-0.0286877388
truHMM__phos_2h__1,1.0734711883,-0.0862533978
truHMM__phos_2h__2,1.2543847046,-0.1012076534
truHMM__phos_4h__1,0.24612479980000002,-0.4071398766
truHMM__phos_4h__2,0.726532626,-0.338447082
truHMM__phos_4h__3,0.1276951734,-0.7219227591
control__wt_glc__1,-0.1295775815,-0.030348797
control__wt_glc__2,0.1295775815,0.030348797
fur__wt_dpd__1,-0.49141792300000003,-0.21351946100000002
fur__wt_dpd__2,-0.621218609,-0.347090296
fur__wt_fe__1,-0.5472872332000001,-0.46270862300000004
fur__wt_fe__2,-0.8710257502000001,-0.369643989
fur__delfur_dpd__1,-0.23044809030000002,-0.21473143300000003
fur__delfur_dpd__2,-0.5470629153000001,-0.5769480530000001
fur__delfur_fe2__1,-0.7164438263,-0.283359629
fur__delfur_fe2__2,-0.4597269966,-0.347118747
acid__wt_ph5__1,-0.3653381812,-0.520305899
acid__wt_ph5__2,-0.5813304119,-0.48253051700000005
acid__delgadx_ph5__1,-1.0989976644,-0.59225976
acid__delgadw_ph5__1,-0.6536067976000001,-0.58236561
acid__delgadw_ph5__2,-1.1676734306,-0.508449226
acid__delgade_ph5__1,-0.6806544396,-0.36743238500000003
acid__delgade_ph5__2,-0.9919469219,-0.406783355
oxidative__wt_pq__1,0.0356833315,-0.47929541400000003
oxidative__wt_pq__2,0.4465096738,-0.364850638
oxidative__deloxyr_pq__1,-1.0395601534,-0.29208272500000004
oxidative__deloxyr_pq__2,-0.5904487363,-0.370730699
oxidative__delsoxr_pq__1,0.0045431934,-0.61663906
oxidative__delsoxr_pq__2,0.261724454,-0.589248458
oxidative__delsoxs_pq__1,0.153564649,-0.047177572
oxidative__delsoxs_pq__2,-0.0020307668,-0.203020794
nac_ntrc__wt_csn__1,-0.7751477262,-0.145557833
nac_ntrc__wt_csn__2,-0.8047973432000001,-0.156213141
nac_ntrc__wt_cytd__1,-0.8458534256,-0.059016715000000004
nac_ntrc__wt_cytd__2,-0.6411477361,-0.142588556
nac_ntrc__wt_gln__1,-1.2157482604,0.209749909
nac_ntrc__wt_gln__2,-0.8563927720000001,0.116346208
nac_ntrc__bw_delnac_csn__1,-1.0813361750000001,-0.504893766
nac_ntrc__bw_delnac_csn__2,-1.7218335886,-0.152836783
nac_ntrc__bw_delnac_cytd__1,-0.9424653688,-0.643676393
nac_ntrc__bw_delnac_cytd__2,-1.0670812915,-0.685633664
nac_ntrc__bw_delnac_gln__1,-1.726017233,-0.48153160500000003
nac_ntrc__bw_delnac_gln__2,-1.3297005182000001,-0.5978791830000001
nac_ntrc__bw_delnac_nh4__1,1.2026923566,-0.6084837040000001
nac_ntrc__bw_delnac_nh4__2,0.6510744942000001,-0.9322539390000001
misc__wt_no_te__1,0.1299489706,-0.56058381
misc__wt_no_te__2,-0.0321603154,-0.544440601
misc__bw_delcbl__1,-0.8685783978,-0.8701726970000001
misc__bw_delcbl__2,-0.8083733947,-0.7915707030000001
misc__bw_delfabr__1,-0.9592570407000001,-0.695147093
misc__bw_delfabr__2,-0.7004909852,-0.919943613
misc__bw_delfadr__1,-0.5837341365000001,-0.562539256
misc__bw_delfadr__2,-1.00799841,-0.7012895680000001
misc__nitr_031__1,-0.4605357075,-0.39822854100000005
omics__wt_glu__1,-1.0067059131,0.58554341
omics__wt_glu__2,-1.2203812948000001,0.600859573
omics__wt_gly__1,-0.8310026242,0.213452039
omics__wt_gly__2,-0.5572566644,0.11941267400000001
omics__wt_thr__1,0.2649144734,0.993994664
omics__wt_thr__2,-0.4554332511,1.014186029
omics__bw_ac__1,-0.0620677127,0.069195316
omics__bw_ac__2,-0.3500648166,0.20817369600000002
omics__bw_fum__1,0.0573914957,-0.257141461
omics__bw_fum__2,-0.0429054228,-0.27144814700000003
omics__bw_glc__1,0.06668596980000001,-0.410538669
omics__bw_glc__2,0.2172762315,-0.30912414600000004
omics__bw_pyr__1,1.1805622236,-0.083337357
omics__bw_pyr__2,-0.6753289293,0.063583927
ompr__wt_nacl__1,-0.1827602292,-0.14386895100000002
ompr__wt_nacl__2,-0.27993551440000003,-0.034908084
ompr__bw_delompr_nacl__1,-0.1705106449,-0.42100089500000004
ompr__bw_delompr_nacl__2,-0.5542394892,-0.34744460600000004
minspan__wt_ade__1,-0.0833859232,-0.7697380770000001
minspan__wt_glc__1,-0.106459627,-0.8823607510000001
minspan__wt_glc__2,0.0889775225,-0.915991159
minspan__wt_glc__3,-0.18747586100000002,-0.6323687520000001
minspan__wt_glc_anaero__1,-0.45787516370000003,-0.364178697
minspan__wt_glc_anaero__2,-1.5282474770999999,-0.08022456600000001
minspan__wt_trp__1,1.9213179567,-0.47129014300000005
minspan__bw_delcra_glc__1,2.2630116011,-0.438403859
minspan__bw_delcra_trp__1,2.5826992556,-0.5839842550000001
minspan__bw_delmntr__1,2.3796035442,-0.36522658300000005
minspan__bw_delnac_ade__1,-1.2691403559,-0.686472728
minspan__bw_delnac_glc__1,-0.5394210348,-1.054837322
cra_crp__wt_ac__1,-0.6950378925,0.613699685
cra_crp__wt_ac__2,-1.4756406411,0.457944351
cra_crp__wt_fru__1,-0.6574689199,0.46337060900000004
cra_crp__wt_fru__2,-0.7002305157000001,0.839898731
cra_crp__delcra_ac__1,-0.4522711247,-0.16509859999999998
cra_crp__delcra_ac__2,-0.8474483756000001,-0.16846765700000002
cra_crp__delcra_fru__1,-1.3260625478999999,-0.55877245
cra_crp__delcra_fru__2,-1.7015408046,-0.582679504
cra_crp__delcra_glc__1,-0.2602306955,-0.648357733
cra_crp__delcra_glc__2,-0.2466326798,-0.719148774
rpoB__wt_031__1,0.1215132221,-0.030981246
rpoB__wt_044__1,-0.7043995227000001,-0.449013176
rpoB__wt_lb__1,1.0756211556,-0.603304504
rpoB__wt_lb__2,1.3967684508,-0.47068774900000004
rpoB__rpoBE546V_031__1,0.354095107,-0.470330191
rpoB__rpoBE546V_044__1,0.48332158810000003,-0.016594538000000002
rpoB__rpoBE546V_lb__1,1.08798935,-0.398401123
rpoB__rpoBE546V_lb__2,1.4852111741,-0.330299657
rpoB__rpoBE546V_glc__1,0.414706885,-0.314074896
rpoB__rpoBE672K_glc__1,-0.262376337,-0.964089999
rpoB__rpoBE672K_glc__2,0.0346114214,-0.932020814
rpoB__rpoBE672K_lb__1,2.8445930102,-0.6487972660000001
rpoB__rpoBE672K_lb__2,2.8070720694,-0.7060561870000001
crp__wt_fru__1,0.3623675456,-0.441932394
crp__wt_glyc__1,-0.324973491,-0.681758077
crp__wt_glyc__2,-0.2812434012,-0.647610309
crp__delar1_glyc__1,-1.7850983589,0.185988481
crp__delar1_glyc__2,-1.1851569601,0.15093388900000002
crp__delar1ar2_glyc__1,-1.2112486045,-0.336591898
crp__delar1ar2_glyc__2,-0.544162868,-0.40824742700000005
crp__delar1ar2_glyc__3,-0.13813308030000002,-0.516444816
crp__delar2_glyc__1,-0.08294829150000001,-0.280376133
crp__delar2_glyc__2,-0.0891812146,-0.23843833
crp__delar2_glyc__3,0.2396830778,-0.11889551400000001
crp__delcrp_fru__1,-1.290772717,-0.26455195400000003
crp__delcrp_fru__2,-1.1049409025,-0.36296624600000005
crp__delcrp_fru__3,-1.0625420996,-0.328158059
crp__delcrp_glc__1,-1.0289157493,-0.47742419100000005
crp__delcrp_glc__2,-0.7733277474,-0.47803926700000005
crp__delcrp_glc__3,-1.3411243843,-0.46525303900000003
crp__delcrp_glyc__1,-1.0586021188,-0.653924932
crp__delcrp_glyc__2,-1.3876873618,-0.5901065440000001
crp__delcrp_glyc__3,-0.7317852959000001,-0.49595637200000003
glu__glu_ale3__1,0.9478223869,0.021575633
glu__glu_ale4__1,1.4621321317,-0.49247475900000004
glu__glu_ale5__1,1.3127921603,-0.940161314
glu__glu_ale6__1,0.94969082,-0.939015624
glu__glu_ale8__1,0.37539295970000003,0.18594659100000002
glu__glu_ale9__1,1.3809361103,0.16158351
glu__glu_ale10__1,1.0252632089,0.004909889000000001
42c__wt_42c__1,-0.047030589500000004,-0.591891929
42c__42c_ale1__1,1.3381915679,-0.021740349000000003
42c__42c_ale2__1,0.9655338332000001,-0.9167023910000001
42c__42c_ale3__1,0.0299638274,-0.49212573800000003
42c__42c_ale4__1,-1.5056959163,0.106969957
42c__42c_ale5__1,-0.5797223101,-0.54949479
42c__42c_ale6__1,0.9838025501000001,0.48439299
42c__42c_ale8__1,-1.0511347023,0.37672937
42c__42c_ale9__1,0.2751867695,-0.490152085
42c__42c_ale10__1,-0.5410980651,0.030101111000000003
ssw__wt_ac__1,-0.1569712802,-0.554081515
ssw__wt_glc__1,-1.1474293681,-0.809643981
ssw__wt_glyc__1,-0.7611520737,0.624180304
ssw__wt_xyl__1,-0.5597398244,0.068331638
ssw__glc_ale1__1,1.9984073141,-0.293673819
ssw__glc_ale2__1,1.5849997196999999,-0.43140979
ssw__glc_ale3__1,1.4802501685,-0.106754557
ssw__glyc_ale1__1,2.1354393658,0.09518040400000001
ssw__glyc_ale2__1,0.8113379146,-0.132848296
ssw__xyl_ale1__1,0.0916167132,-0.45276670300000005
ssw__xyl_ale2__1,2.0493326061,-0.100313839
ssw__xyl_ale3__1,0.4467671398,-0.452580892
ssw__glc_ac_ac2__1,1.2902525330999999,-0.6656854170000001
ssw__glc_ac_glc1__1,-0.6806179627000001,-0.580069142
ssw__glc_glyc_glc__1,0.3412571368,-0.162783165
ssw__glc_glyc_glyc__1,0.0882317598,-0.6420670190000001
ssw__glc_xyl_glc__1,0.9212818054,-0.805306438
ssw__glc_xyl_xyl__1,-0.1079737677,-0.6986794660000001
ica__wt_glc__1,1.1326392442,-1.155125269
ica__wt_glc__2,1.1092376014,-1.153671578
ica__wt_glc__3,0.6940491838,-0.792489226
ica__wt_glc__4,0.1641296112,-0.8779266160000001
ica__arg_sbt__1,-0.0984006357,-0.9957765780000001
ica__arg_sbt__2,-0.608308068,-0.78486795
ica__cytd_rib__1,1.8374869446000002,-0.39282291300000005
ica__cytd_rib__2,1.6571151536,-0.41665843500000005
ica__gth__1,0.2857559609,-0.27017346200000003
ica__gth__2,0.1328058869,-0.21156112200000002
ica__leu_glcr__1,0.1632550519,-1.004453953
ica__leu_glcr__2,-0.0815718685,-0.979302765
ica__met_glc__1,1.6690848576000001,-1.108965653
ica__met_glc__2,1.2574528967,-1.271860433
ica__no3_anaero__1,-0.8773134158,-0.585377382
ica__no3_anaero__2,-0.8006521245,-0.6613646870000001
ica__phe_acgam__1,0.2812249461,-1.009941629
ica__phe_acgam__2,0.43565504850000003,-1.09449116
ica__thm_gal__1,1.1246974172,-0.8493666150000001
ica__thm_gal__2,1.133652207,-0.6598406760000001
ica__tyr_glcn__1,17.099278667,-1.082960322
ica__tyr_glcn__2,17.3580460266,-1.12660681
ica__ura_pyr__1,0.1209857547,-0.6836973430000001
ica__ura_pyr__2,-0.17223421,-0.7116565420000001
ica__wt_glc__5,1.4645086349,-0.8172695160000001
ica__wt_glc__6,0.7162303574000001,-0.8572609680000001
ica__bw_delpurR_cytd__1,1.7619874668,-1.044056007
ica__bw_delpurR_cytd__2,1.3548268375,-1.016813836
ica__ade_glc__1,1.0178140012,-0.9623601070000001
ica__ade_glc__2,1.9358726952,-1.042373634
ytf__wt_glc__1,0.4114157671,-0.493258911
ytf__wt_glc__2,0.0642715152,-0.269502573
ytf__delyafC__1,1.534618884,-0.208504756
ytf__delyafC__2,2.2209086113,-0.258698796
ytf__delyeiE__1,-0.1766308143,-0.505419134
ytf__delyeiE__2,-0.4281277321,-0.591066045
ytf__delyiaJ__1,0.6677703615,-0.328442807
ytf__delyiaJ__2,0.2195147577,-0.268967966
ytf__delyieP__1,0.1402012422,0.010406564
ytf__delyieP__2,-0.35389827030000004,0.014791079
ytf__wt_ph5__1,0.1769748797,-0.576440024
ytf__wt_ph5__2,-0.042189114800000004,-0.594388507
ytf__wt_ph8__1,-0.402543182,-0.727906322
ytf__wt_ph8__2,0.6508481668,-0.497299411
ytf__delybaO__1,1.9948529835,-0.11576198700000001
ytf__delybaO__2,1.0671950233,-0.14352594200000002
ytf__delybaQ__1,-0.1128316204,-0.45639088
ytf__delybaQ__2,-0.1895619821,-0.551658993
ytf__delybiH__1,0.6370123667,-0.265007892
ytf__delybiH__2,0.764597779,-0.043009768000000004
ytf__delydcI_ph5__1,0.2052529677,-0.7833533610000001
ytf__delydcI_ph5__2,0.0067326655,-0.5844030090000001
ytf__delydcI_ph8__1,-0.3119687045,-0.6105448800000001
ytf__delydcI_ph8__2,-0.2655976536,-0.8157123430000001
ytf__delyddM__1,-0.7548976531,-0.46692326500000003
ytf__delyddM__2,-0.8670910220000001,-0.404241866
ytf__delyheO__1,2.2316278554,-0.39023717300000005
ytf__delyheO__2,1.672363561,-0.337701103
fps__bw_glc__1,0.4973046796,-0.537378343
fps__bw_glc__2,0.36785788540000003,-0.7629342130000001
fps__fps_thrA_ale1__1,-1.0779301638,-0.668737137
fps__fps_thrA_ale1__2,-0.056306219000000005,-0.667919208
fps__fps_thrA_ale2__1,-0.9107347627,-0.7181632800000001
fps__fps_thrA_ale2__2,-0.4096953742,-0.6999498470000001
fps__fps_serB_ale1__1,-0.8613493231,-0.68438703
fps__fps_serB_ale1__2,-1.2148332132,-0.698185155
fps__fps_serB_ale4__1,-2.0772589244,-0.635937431
fps__fps_serB_ale4__2,-2.3493632510999998,-0.369398104
fps__fps_ptsI_ale1__1,0.6041276492000001,-0.900279417
fps__fps_ptsI_ale1__2,1.2216162916,-0.9923985710000001
fps__fps_ptsI_ale3__1,0.6549085789,-0.8096525870000001
fps__fps_ptsI_ale3__2,0.8751924072,-0.8766848660000001
pal__lyx_ale2_f6__1,0.05767553500000001,-0.368087661
pal__lyx_ale2__1,0.9176513187,-0.40303228700000004
pal__lyx_ale2__2,0.9265268954,-0.5146588950000001
pal__lyx_ale4__1,0.35768281490000003,-0.9982473570000001
pal__lyx_ale4__2,0.11993152060000001,-0.9802906710000001
pal__5drib_ale10_f18__1,0.8582465055,-0.350035921
pal__5drib_ale10_f18__2,0.7329689236,-0.21379772300000002
pal__5drib_ale10__1,1.7196680152,-0.007008015
pal__arab_ale14_f9__1,-0.2442117313,-0.28048095
pal__arab_ale14_f9__2,0.44964666870000003,-0.21160240900000002
pal__arab_ale14__1,-0.3821825002,-0.74453852
pal__arab_ale14__2,-0.8931650808,-0.76321814
pal__arab_ale16__1,2.5007628378,0.009904134
pal__arab_ale16__2,2.6030709308,0.084150657
pal__tartr_ale26_f10__1,-1.0791097324,-0.39540564
pal__tartr_ale26_f10__2,-0.723420924,-0.275678509
pal__tartr_ale26__1,-1.9054538486,-0.56328575
pal__tartr_ale26__2,-1.4534844767,-0.5240699600000001
pal__tartr_ale28_f10__1,1.0451058167,-0.312203188
pal__tartr_ale28_f10__2,0.0637434369,-0.38491297300000005
pal__tartr_ale28__1,-0.7536674295,-0.7631193
pal__tartr_ale28__2,-0.1916354424,-0.6191220940000001
efeU__delmenFentC_citr__1,0.2057447473,-0.963789188
efeU__delmenFentC_citr__2,0.4347396811,-0.6924126340000001
efeU__delmenFentC__1,-0.4468028411,-0.690594209
efeU__delmenFentC__2,-0.9714688448000001,-0.619002295
efeU__menFentC_ale39__1,0.7570654320000001,-0.5365306790000001
efeU__menFentC_ale39__2,1.5119023167,-0.733205061
efeU__menFentC_ale29__1,-0.030866156300000003,-0.6330090690000001
efeU__menFentC_ale29__2,0.2255733151,-0.508615991
efeU__menFentC_ale30__1,0.8524878486,-0.842523067
efeU__menFentC_ale30__2,0.3938423394,-0.8166191960000001
efeU__menFentCubiC_ale36__1,-0.6176462894,-0.70154932
efeU__menFentCubiC_ale36__2,-0.3069618336,-0.790157305
efeU__menFentCubiC_ale37__1,-0.9396017322,-0.801600147
efeU__menFentCubiC_ale37__2,-0.8866442699,-0.775138944
efeU__menFentCubiC_ale38__1,-0.0500377279,-0.769576722
efeU__menFentCubiC_ale38__2,-0.2937589082,-0.762904416
misc2__salc_glc__1,0.5710689219,-0.276361954
misc2__salc_glc__2,0.7455108647,0.07007352700000001
misc2__dbcn_glc__1,0.3089432157,-1.109353436
misc2__dbcn_glc__2,0.2029562645,-0.9097579610000001
misc2__tyr_glc__1,0.8287788803,-0.923051033
misc2__tyr_glc__2,1.2464592624,-0.6467384580000001
misc2__arg_cytd__1,1.0789819991,-1.022863887
misc2__arg_cytd__2,1.4346180727,-0.964483387
misc2__delyheO_pyr__1,0.5600697871,-0.6405975150000001
misc2__delyheO_pyr__2,0.4760410181,-0.519008099
nquinone__delubiC__1,-0.0189506534,-1.057546453
nquinone__delubiC__2,-0.3948320537,-0.840763162
nquinone__ubiC_ale1__1,-0.2712528656,-0.579062289
nquinone__ubiC_ale1__2,-0.3297317647,-0.7226755290000001
nquinone__ubiC_ale2__1,-0.33722534800000004,-0.9368572810000001
nquinone__ubiC_ale2__2,-0.1243029176,-0.86269574
nquinone__ubiC_ale3__1,0.0715614364,-1.322005075
nquinone__ubiC_ale3__2,-0.570185275,-1.0787533950000001
nquinone__ubiC_ale4__1,-0.1106490443,-0.828380965
nquinone__ubiC_ale4__2,-0.4697525193,-0.7157138710000001
nquinone__delpdhR__1,0.6567027162,-1.04129069
nquinone__delpdhR__2,-0.4014120298,-1.072129826
quinone__glu_ale4__1,0.8782450203000001,-0.9557335090000001
quinone__glu_ale4__2,1.1973851385,-0.9258881240000001
quinone__delmenF__1,0.40883997450000004,-0.798663922
quinone__delmenF__2,0.6342527036000001,-0.7049064610000001
quinone__menF_ale5__1,0.6520330141,-0.20560825400000002
quinone__menF_ale5__2,0.9643058057,-0.39133184800000004
quinone__menF_ale6__1,0.7221516599000001,-0.41163274800000005
quinone__menF_ale6__2,0.5852749151000001,-0.38177308600000004
quinone__menF_ale7__1,1.5039946654,-0.49918212
quinone__menF_ale7__2,1.5701846154,-0.501240122
quinone__menF_ale8__1,3.1896100698,-0.584708627
quinone__menF_ale8__2,2.1282003719,-0.38170336200000005
quinone__delmenFubiC__1,-0.1281291899,-0.49333535300000003
quinone__delmenFubiC__2,-0.6721791208,-0.623836202
quinone__menFubiC_ale1__1,1.7050197245,-0.416923971
quinone__menFubiC_ale1__2,1.713784632,-0.52329244
quinone__menFubiC_ale2__1,0.574737976,-0.5659294490000001
quinone__menFubiC_ale2__2,0.2573201699,-0.42567453800000005
quinone__menFubiC_ale3__1,0.927758356,-1.029285904
quinone__menFubiC_ale3__2,0.7197787977,-0.94789031
quinone__menFubiC_ale4__1,1.6312930607,-0.31871752000000003
quinone__menFubiC_ale4__2,1.3647148785,-0.37400898800000004
oxyR__wt_glc__1,0.8385617972,-0.9748900650000001
oxyR__wt_glc__2,0.4225894056,-0.9064058650000001
oxyR__wt_h2o2__1,0.6158023127000001,-0.957301515
oxyR__wt_h2o2__2,-0.0493000704,-0.7562430910000001
oxyR__glu_ale4__1,-0.557791629,-0.539210311
oxyR__glu_ale4__2,-0.34955283070000004,-0.552129356
oxyR__glu_ale4_h2o2__1,-0.073360621,-0.35430010100000003
oxyR__glu_ale4_h2o2__2,-0.7837063365,-0.361729044
oxyR__oxyR_ale17__1,-0.5607177134,-0.515405886
oxyR__oxyR_ale17__2,-0.5190038987,-0.599964002
oxyR__oxyR_ale17_h2o2__1,-0.1241146947,-0.534428319
oxyR__oxyR_ale17_h2o2__2,-0.8016973142,-0.644106728
oxyR__oxyR_ale18__1,1.0876534451,-1.309106214
oxyR__oxyR_ale18__2,0.8456031402,-1.071497279
oxyR__oxyR_ale18_h2o2__1,-1.4252554574,-0.75875783
oxyR__oxyR_ale18_h2o2__2,-0.8654713703,-0.789049611
oxyR__oxyR_ale19__1,0.9613250102,-1.314783903
oxyR__oxyR_ale19__2,1.1247071621,-1.092027425
oxyR__oxyR_ale19_h2o2__1,0.5410595455,-1.265589417
oxyR__oxyR_ale19_h2o2__2,0.8397359385000001,-1.276690843
oxyR__oxyR_ale20__1,-0.4182137011,-0.775573127
oxyR__oxyR_ale20__2,-0.3989980696,-0.8021534920000001
oxyR__oxyR_ale20_h2o2__1,-1.0888655203,-0.901336628
oxyR__oxyR_ale20_h2o2__2,-0.8781349537,-0.670046338
svns_pgi__BmePgi24_15__1,0.9617922511,-0.757582341
svns_pgi__BmePgi24_15__2,0.9019960386,-0.780001173
svns_pgi__BmePgi24_26__1,1.6242923215,-0.7014600320000001
svns_pgi__BmePgi24_26__2,1.5668821683,-0.709038464
svns_pgi__BmePgi24_41__1,1.6154268112999999,-0.46377023900000003
svns_pgi__BmePgi24_41__2,2.1772431801,-0.8519245790000001
svns_pgi__BmePgi24_52__1,1.7626850872,-0.678772499
svns_pgi__BmePgi24_52__2,1.8393995464000001,-0.7676567430000001
svns_pgi__PaePgi2_34__1,0.830774136,-0.6828666680000001
svns_pgi__PaePgi2_34__2,0.29612750530000004,-0.7164883310000001
svns_pgi__PaePgi2_63__1,0.24934848880000002,-0.5121071140000001
svns_pgi__PaePgi2_63__2,0.6213412936,-0.425396945
svns_pgi__PaePgi24_54__1,0.4789315328,-0.7026148320000001
svns_pgi__PaePgi24_54__2,0.6712680896000001,-0.7281827670000001
svns_pgi__PaePgi24_90__1,1.1726254553,-0.711422074
svns_pgi__PaePgi24_90__2,0.9271364333000001,-0.689163163
abx_media__m9_ctrl__1,1.9379651965,-0.784603869
abx_media__m9_ctrl__2,1.5033904227,-0.720875793
abx_media__rpmi_ctrl__1,3.3605618861,-0.767488142
abx_media__rpmi_ctrl__2,3.3746810321,-0.823859809
abx_media__camhb_ctrl__1,3.5354070202,-1.233519912
abx_media__camhb_ctrl__2,3.3355810213,-1.245786142
abx_media__m9_mero__1,1.8632326751,-0.771980577
abx_media__m9_mero__2,1.3787910062,-0.9963267240000001
abx_media__rpmi_mero__1,2.6256296377,-1.307727737
abx_media__rpmi_mero__2,3.3772179127,-0.964307236
abx_media__camhb_mero__1,1.354154029,-2.014114572
abx_media__camhb_mero__2,2.0666203662,-1.8400260890000002
abx_media__m9_trisulf__1,-0.9923941432000001,-0.795441061
abx_media__m9_trisulf__2,-1.4424731053,-0.7391173950000001
abx_media__rpmi_trisulf__1,0.42321732970000003,-1.161498215
abx_media__rpmi_trisulf__2,-0.0526492966,-1.202184044
abx_media__camhb_trisulf__1,2.0010201435,-0.553508883
abx_media__camhb_trisulf__2,1.8736933643,-0.595589672
abx_media__m9_cef__1,-0.6520758263,-0.928727854
abx_media__m9_cef__2,-0.6297437856,-1.033350407
abx_media__rpmi_cef__1,2.9260157759,-0.8175877330000001
abx_media__rpmi_cef__2,3.168304111,-0.870952626
abx_media__camhb_cef__1,2.2574932367000002,-1.197272666
abx_media__camhb_cef__2,2.0871137896,-1.065119702
abx_media__m9_cipro__1,1.6661154878,-0.8205685730000001
abx_media__m9_cipro__2,1.5407205486,-0.6901351830000001
abx_media__rpmi_cipro__1,2.7570242111,-0.788921124
abx_media__rpmi_cipro__2,2.2048217537,-0.59115245
abx_media__camhb_cipro__1,1.4942887997,-1.194683202
abx_media__camhb_cipro__2,1.2381664728,-1.001270339
hot_tale__42c_ale3_30c__1,0.7867735433,-0.894522204
hot_tale__42c_ale3_30c__2,1.0719985332,-0.895969564
hot_tale__42c_ale3_37c__1,1.2090791797,-0.527991391
hot_tale__42c_ale3_37c__2,1.3185173391,-0.554290232
hot_tale__42c_ale3_44c__1,0.8104035194,-0.759373391
hot_tale__42c_ale3_44c__2,-0.045570732700000005,-0.9991352870000001
hot_tale__hot_ale3_mid_30c__1,-1.3085531001000001,-0.61913107
hot_tale__hot_ale3_mid_30c__2,-0.46264905980000004,-0.610859797
hot_tale__hot_ale3_mid_37c__1,0.7410770844,-0.535884792
hot_tale__hot_ale3_mid_37c__2,1.2888240405,-0.785495237
hot_tale__hot_ale3_mid_44c__1,1.0966089437,-0.685764294
hot_tale__hot_ale3_mid_44c__2,1.4543014152,-0.7878332920000001
hot_tale__hot_ale3_30c__1,-0.4473741592,-0.69774544
hot_tale__hot_ale3_30c__2,0.0148406887,-0.820185895
hot_tale__hot_ale3_37c__1,1.4574498906,-0.8519062070000001
hot_tale__hot_ale3_37c__2,1.0961599106,-0.580309052
hot_tale__hot_ale3_44c__1,1.7577337561,-0.803570301
hot_tale__hot_ale3_44c__2,1.6580323030000002,-0.828343578
hot_tale__hot_ale4_30c__1,1.0522345159,-0.95186351
hot_tale__hot_ale4_30c__2,1.3646371982,-0.9889196210000001
hot_tale__hot_ale4_37c__1,2.1845987846,-0.846753607
hot_tale__hot_ale4_37c__2,2.1934211484,-0.872747198
hot_tale__hot_ale4_44c__1,1.0267676008,-0.341198722
hot_tale__hot_ale4_44c__2,1.2165079157,-0.46031940600000004
hot_tale__hot_ale8_30c__1,1.5089648841,-0.822460131
hot_tale__hot_ale8_30c__2,1.4932259082,-0.7671366260000001
hot_tale__hot_ale8_37c__1,2.2246547328,-0.6705942420000001
hot_tale__hot_ale8_37c__2,2.0211720497,-0.7011039170000001
hot_tale__hot_ale8_44c__1,2.3695236876,0.051790874
