,A,NtrC
minicoli__minE_fruc__1,-26.058423896657796,-2.187233460999852
minicoli__minE_fruc__2,-25.95571415791752,-1.8323543693567288
minicoli__minE_glc__1,-26.204946273309417,-0.1778980706516231
minicoli__minE_glc__2,-26.322770517990943,-0.3296193256067381
minicoli__minE_glyc__1,-25.338149730555724,-1.5418103425583736
minicoli__minE_glyc__2,-24.14535591141707,-1.5347432888282286
minicoli__minE_Fe_starve__1,-27.7794738484907,0.3886356155264963
minicoli__minE_Fe_starve__2,-27.45746728916267,0.6737577198810714
minicoli__minE_LB__1,-23.63435063989394,-0.6597308030214261
minicoli__minE_LB__2,-23.49674505892676,-0.8225743993166388
minicoli__minE_N_starve__1,-27.346820424344504,1.5231537486472124
minicoli__minE_N_starve__2,-26.875261510330816,1.341366839439447
minicoli__minE_osm__1,-25.635275415426268,-0.4735146629474238
minicoli__minE_osm__2,-26.995376399921412,-0.4790263858727277
minicoli__minE_ph5__1,-27.208746408736676,-0.7252092180456042
minicoli__minE_ph5__2,-26.890114113271864,-0.6284779511298648
minicoli__minE-pyr__1,-24.09225046909852,-1.782445839316881
minicoli__minE-pyr__2,-23.895623854829907,-1.5799342019462062
minicoli__minE_sorb__1,-26.043305505907448,-1.2218042758693768
minicoli__minE_sorb__2,-25.93672450180565,-1.3356001881478088
minicoli__minE_urid__1,-25.65347178514923,-0.5854818959648309
minicoli__minE_urid__2,-25.979373998754767,-0.7731730627507263
minicoli__W3110_cyt__1,-2.64754948568316,-0.8515974821646406
minicoli__W3110_cyt__2,-3.775263323748372,-0.9921194197367758
minicoli__W3110_glc__1,-1.7420615562848651,-2.057471550640124
minicoli__W3110_glc__2,-2.547057348893875,-1.7319449197840455
minicoli__W3110_glyc__1,-1.344237894550968,-1.4313122481763587
minicoli__W3110_glyc__2,-2.862012730315284,-1.3853166992005317
minicoli__W3110_Fe_starve__1,-6.2035103369832125,-1.5510588748699419
minicoli__W3110_Fe_starve__2,-5.302915735333138,-1.7486954951708116
minicoli__W3110_LB__1,-8.58232203828288,-2.0943168236958307
minicoli__W3110_LB__2,-8.68670173283535,-1.8646824322842024
minicoli__W3110_N_starve__1,2.3623021665844885,0.7652014514700367
minicoli__W3110_N_starve__2,2.913891490892542,0.956878135919661
minicoli__W3110_osm__1,-4.060705357611682,-0.9006829936564404
minicoli__W3110_osm__2,-2.998126474533678,-1.1092588758498725
minicoli__W3110_ph5__1,-2.0364354596683256,-0.10192188254631772
minicoli__W3110_ph5__2,-1.481612964635435,-0.2664395958144379
minicoli__W3110_pyr__1,-2.8379984989962965,-2.4379618127418112
minicoli__W3110_pyr__2,-4.334307752814789,-2.302545113138966
minicoli__W3110_sorb__1,-1.137647142794947,-2.39682708945412
minicoli__W3110_sorb__2,-0.9194124293232452,-2.3924761443542013
minicoli__W3110_urid__1,-4.027539392849474,-3.5120812472519254
minicoli__W3110_urid__2,-4.738166775068218,-3.4726822534026747
minicoli__W3110_WT_glc__1,-2.402456758515807,-0.17902592424088493
minicoli__W3110_WT_glc__2,-1.2227431534185678,-0.3837788047735531
minicoli__W3110_WT_osm__1,-3.3074048169263186,-0.8080408504201637
minicoli__W3110_WT_osm__2,-4.564514317006905,-0.8260473125495897
eep__BOP27__1,-0.034447571315792,-1.2252658817662478
eep__BOP27__2,-0.0729974848251948,-1.1856625339755666
eep__BOP1000__1,-4.969305818693361,-1.996829610912288
eep__BOP1000__2,-3.2298947247599483,-2.273241777588062
eep__BOP27_ndh-cydB-appC__1,-2.2649903260197357,-1.6757494579112535
eep__BOP27_ndh-cydB-appC__2,-2.521926335605017,-1.382391358306296
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,-2.5302239450313477,-2.6002118787057364
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,-2.5249436435581107,-2.6657576177888123
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,-2.383824234907061,-2.501539086825982
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,-3.812344104072853,-2.789287641007885
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,-4.275048446818019,-0.8055442441502585
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,-4.630211013793932,-1.019199337416178
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-1.6522918967499307,-1.7297916560782856
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,-1.3318265933911544,-1.6107789223675517
eep__BOP27_nuoB-cydB-appC__1,-3.4283259866440163,-0.8589705706249973
eep__BOP27_nuoB-cydB-appC__2,-3.4043853352874414,-1.5033768058636252
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,-5.0892804070788,-2.0338235487714487
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,-4.950817702048174,-1.534004111641508
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,-5.383180782205224,-1.5420451122599053
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,-4.174877888678899,-1.2648390002281795
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,-3.302738550649863,-3.5603784807839056
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,-2.680271341254378,-3.2872433404487857
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,-2.1009207267944343,-3.1193268542936963
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,-1.6160049015075053,-3.2545098365603753
eep__BOP27_ndh-cyoB__1,-2.654506866169601,-1.6557272875497002
eep__BOP27_ndh-cyoB__2,-3.321375282448316,-1.5604296575744998
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,-1.6619912126771303,-2.228086898296083
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,-2.649202758510387,-1.9389710232193744
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,-6.378017649858128,-2.8107446495920536
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,-8.696747922468123,-2.9854210541029755
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,-4.478813457226901,-2.177115745919796
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,-6.252130219078615,-2.914964951843656
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,-4.209741793148511,-2.6330072849646937
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,-4.583863546742848,-2.770203803533644
eep__BOP27_nuoB-cyoB__1,-2.2197837542515617,-1.8168379833595243
eep__BOP27_nuoB-cyoB__2,-2.6434239289192547,-2.0355212026797243
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,-5.209079620971266,-1.7206259967928592
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,-5.520905335873793,-1.4763434174732328
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,-5.193169553190426,-1.1192890528473498
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,-6.693864712030885,-1.2830497445782507
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,-8.721912276989812,-1.2621155656672969
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,-8.946468171192391,-1.4040353700049986
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,-8.589121897021247,-1.3768247579722273
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,-9.22072845634218,-1.4040871370137786
eep__BOP27_ndh-cydB__1,-1.6016446994145312,-1.1791646548575665
eep__BOP27_ndh-cydB__2,-2.017544330168632,-1.2697229903406615
eep__BOP27_nuoB-cydB__1,-2.542796201554126,-1.6652568508087686
eep__BOP27_nuoB-cydB__2,-0.5188442431693906,-1.598456261708704
DDB2__PD-005_BW25113_Batch_6h__1,-2.4505411662412384,-0.09284684616628702
DDB2__PD-005_BW25113_Batch_6h__2,-0.8374559361488305,-0.1285785204850889
DDB2__PD-003_BW25113_Batch_9h__1,-2.033246810492923,-0.020897281501178533
DDB2__PD-003_BW25113_Batch_9h__2,-1.9019634260152831,0.2626898688762509
DDB2__PD-003_BW25113_Fed-batch_6h__1,1.956715806227581,-1.907039797652
DDB2__PD-003_BW25113_Fed-batch_6h__2,1.424563297930856,-1.3220597299156758
DDB2__PD-005_BW25113_Fed-batch_6h__1,-1.4333121465948528,-1.9090091126886213
DDB2__PD-005_BW25113_Fed-batch_6h__2,-0.448191539673441,-2.1898410881496613
DDB2__PD-005_BW25113_Fed-batch_6h__3,0.7988092341164621,-1.8715614471132964
DDB2__PD-005_BW25113_Fed-batch_15h__1,-0.1952211664528214,-1.4586441427446737
DDB2__PD-005_BW25113_Fed-batch_15h__2,0.1155601645076916,-1.5908003735735283
DDB2__PD-003_BW25113_Fed-batch_21h__1,1.8419834322248825,-1.621143555381968
DDB2__PD-003_BW25113_Fed-batch_21h__2,1.4674951499670104,-1.8909653029557845
DDB2__PD-004_del-basS_Batch_6h__1,-2.5243353105891697,-0.5844926387933507
DDB2__PD-004_del-basS_Batch_6h__2,-2.9632699099257427,-0.2477242859021347
DDB2__PD-004_del-basS_Fed-batch_6h__1,3.0901266845885496,-2.0269901763251643
DDB2__PD-004_del-basS_Fed-batch_6h__2,2.008013915740716,-1.9544284677900308
DDB2__PD-004_del-basS_Fed-batch_15h__1,2.330452641839289,-1.721912245941363
DDB2__PD-004_del-basS_Fed-batch_15h__2,2.2053049014088497,-1.8201554229984531
DDB2__PD-004_del-kdpE_Batch_6h__1,-2.156034747788236,-0.5467889128718628
DDB2__PD-004_del-kdpE_Batch_6h__2,-2.22352803463372,-0.4693921943835804
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,2.4298344701111803,-1.8931119467214668
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,3.1647703226557584,-1.8554907004849976
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,1.9994778434750524,-1.8810029949840992
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,0.8846130088534028,-1.6361109853112383
DDB2__PD-005_del-phoB_Batch_6h__1,-3.380985788054969,-0.016875942978253455
DDB2__PD-005_del-phoB_Batch_6h__2,-3.880004715359036,-0.40952440670899737
DDB2__PD-005_del-phoB_Batch_6h__3,-1.8009367170212922,0.13755100182539515
DDB2__PD-003_del-phoB_Batch_9h__1,-2.056331042942221,0.043653810479503015
DDB2__PD-003_del-phoB_Batch_9h__2,-0.7845601721557389,0.28820267338336514
DDB2__PD-003_del-phoB_Fed-batch_6h__1,2.077510406457951,-1.983009559085421
DDB2__PD-003_del-phoB_Fed-batch_6h__2,1.3889959867594348,-1.4558574821546886
DDB2__PD-005_del-phoB_Fed-batch_6h__1,1.0862744036416636,-1.951053178907616
DDB2__PD-005_del-phoB_Fed-batch_6h__2,0.9425077576686616,-1.7950192058702001
DDB2__PD-005_del-phoB_Fed-batch_15h__1,0.399492455416154,-1.4223224430068235
DDB2__PD-005_del-phoB_Fed-batch_15h__2,0.3310136111699293,-1.7484359391500457
DDB2__PD-003_del-phoB_Fed-batch_21h__1,2.273922629749098,-1.5562867219740797
DDB2__PD-003_del-phoB_Fed-batch_21h__2,1.7844540922788996,-1.3920395391884537
DDB2__PD-004_del-qseB_Batch_6h__1,-2.244644375401021,-0.4632508709876833
DDB2__PD-004_del-qseB_Fed-batch_6h__1,3.742942812876528,-1.5879993802499186
DDB2__PD-004_del-qseB_Fed-batch_6h__2,4.05759850616501,-1.3849135010645028
DDB2__PD-004_del-qseB_Fed-batch_15h__1,2.1366839638831507,-1.701358542686422
DDB2__PD-004_del-qseB_Fed-batch_15h__2,0.4932907407202346,-1.5079399088677032
DDB2__PD-004_del-qseC_Batch_6h__1,-2.8505108787927305,-0.3616508363361604
DDB2__PD-004_del-qseC_Batch_6h__2,-3.722194377563085,-0.6055316643525765
DDB2__PD-004_del-qseC_Fed-batch_6h__1,3.695076779027751,-1.6966678760452334
DDB2__PD-004_del-qseC_Fed-batch_6h__2,1.9798576058195492,-1.9329055946175364
DDB2__PD-004_del-qseC_Fed-batch_15h__1,1.8918876035291232,-1.7451878042328983
DDB2__PD-004_del-qseC_Fed-batch_15h__2,2.2975891004913445,-1.7838787041619284
DDB2__PD-005_del-qseF_Batch_6h__1,-1.202722527040384,-0.2781886713493789
DDB2__PD-005_del-qseF_Batch_6h__2,-2.933302348181335,-0.5055408505361916
DDB2__PD-003_del-qseF_Batch_6h__1,-2.511965912730908,-0.027912663924143818
DDB2__PD-003_del-qseF_Batch_6h__2,-2.061854708367941,-0.04259627510712605
DDB2__PD-003_del-qseF_Fed-batch_6h__1,1.5230985291497632,-1.8881514268657416
DDB2__PD-003_del-qseF_Fed-batch_6h__2,0.9909915587860808,-1.7921372418762465
DDB2__PD-005_del-qseF_Fed-batch_6h__1,-0.1216810981338073,-1.6337665524425802
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-0.6355322170957529,-1.5156835704389715
DDB2__PD-005_del-qseF_Fed-batch_6h__3,1.1080398638976294,-1.6201170859098744
DDB2__PD-005_del-qseF_Fed-batch_15h__1,0.5820417108817209,-1.9506399402829453
DDB2__PD-005_del-qseF_Fed-batch_15h__2,0.030487537312553,-1.9441259301224827
DDB2__PD-003_del-qseF_Fed-batch_21h__1,2.3050031627122696,-1.3596690954814241
DDB2__PD-003_del-qseF_Fed-batch_21h__2,2.693416018935665,-1.7622790784098257
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,-2.851571363639197,-0.3660321964509565
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,-2.2935435490342706,-0.05353314276731247
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,-2.575491985159273,-0.17081206765098322
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,0.549683633530481,-1.9523149531552475
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,0.3269870400170653,-1.6582357887585086
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,0.5859116819655389,-1.0467024993107854
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,1.0202196362055258,-1.747397658631022
DDB3__PD-009_del-arcA_Batch_6h__1,-3.151664421810876,-0.5423240062032937
DDB3__PD-009_del-arcA_Batch_6h__2,-2.587923310505116,-0.6427148195124612
DDB3__PD-009_del-arcA_Fed-batch_6h__1,0.0394369991825859,-1.9380612543633864
DDB3__PD-009_del-arcA_Fed-batch_6h__2,0.9426109321195846,-2.350424135340724
DDB3__PD-009_del-arcA_Fed-batch_15h__1,0.4526609188467558,-1.5186382207845568
DDB3__PD-009_del-arcA_Fed-batch_15h__2,-0.5417488532520693,-1.8383911684893564
DDB3__PD-006_del-baeR_Batch_12h__1,-2.636989929641292,0.17244375309112225
DDB3__PD-006_del-baeR_Batch_12h__2,-3.87461741844202,-0.07104942010882631
DDB3__PD-009_del-baeR_Batch_12h__1,-3.78416131078692,0.022261796562665026
DDB3__PD-009_del-baeR_Batch_12h__2,-3.624580650269195,-0.3635933430402583
DDB3__PD-006_del-baeR_Fed-batch_12h__1,-8.051056593366743,-1.6360617262280384
DDB3__PD-006_del-baeR_Fed-batch_12h__2,-7.876871419665505,-1.77633387354134
DDB3__PD-009_del-baeR_Fed-batch_12h__1,0.8417733167590156,-1.3678564262944004
DDB3__PD-009_del-baeR_Fed-batch_12h__2,0.9810453361872836,-0.0485236735631176
DDB3__PD-009_del-baeR_Fed-batch_18h__1,-0.7646057159909099,-0.288258153209048
DDB3__PD-006_del-lsrB_Batch_6h__1,-1.721161708802477,0.009851654755338224
DDB3__PD-006_del-lsrB_Batch_6h__2,-1.76260655502078,-0.16848588229562278
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,-0.4078454939728198,-1.9624693921313616
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,0.3248038878304292,-1.853648205950014
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,0.0661944055987548,-1.7067321305222558
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,-0.3119438147868487,-1.2308537630758565
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,0.7841229037519305,-1.4191791922089632
DDB3__PD-009_del-lsrK_Batch_6h__1,-1.4010656050410584,-0.28584995385121825
DDB3__PD-009_del-lsrK_Batch_6h__2,-2.7274002367832235,-0.2764795181071253
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,0.844021912930301,-1.598324184850254
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,-3.106810376180035,-2.7430014487282164
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,1.7156351100893386,-1.4081526378784517
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,-0.567797687490522,-1.0841299366381598
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,1.2313680195947725,-0.8858994748324998
DDB3__PD-006_del-lsrR_Batch_6h__1,-3.1194741484618334,-0.3363901003895986
DDB3__PD-006_del-lsrR_Batch_6h__2,-2.8216249605581925,-0.25825595262034984
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,1.79806906012695,-1.7033060015682358
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,0.3247308843755183,-1.706311602040426
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,0.4162168027126058,-1.2240406427996549
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,1.1152832375781256,-1.2185402918378545
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,0.9540261369420352,-1.4919614886448889
DDB3__PD-009_del-luxS_Batch_6h__1,-0.4986322507968495,-0.2292673886678278
DDB3__PD-009_del-luxS_Batch_6h__2,-2.1224608469759625,-0.1847816012661445
DDB3__PD-009_del-luxS_Fed-batch_6h__1,-2.3279599323771025,-2.2796465676580526
DDB3__PD-009_del-luxS_Fed-batch_6h__2,0.3075929183168052,-1.7353904584363615
DDB3__PD-009_del-luxS_Fed-batch_15h__1,0.2714015773270655,-1.8397748667815987
DDB3__PD-009_del-luxS_Fed-batch_15h__2,1.2012880493864035,-1.672003958436176
DDB3__PD-006_del-rpoS_Batch_9h__1,-2.8484296892491185,-1.2592461817853555
DDB3__PD-006_del-rpoS_Batch_9h__2,-3.687306086594985,-1.3429992117550729
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,-2.9253718459740847,-2.1607803442223834
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,-1.9322502270536015,-2.1945203574774634
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-2.957605241926448,-1.9377779898944496
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,-2.739505683634381,-2.2928975928452147
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-3.9814223538389686,-2.624706021092587
DDB3__PD-009_del-tnaA_Batch_6h__1,-1.2413451020963615,-0.4236263425357505
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,-0.0998911447264274,-2.1668730816830566
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,1.3857688791795508,-1.445844306758023
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,-0.1268172428146132,-1.3959636156428257
