,A,FadR
hot_tale__hot_ale9_44c__1,-4.5952364574,0.226016822
hot_tale__hot_ale9_44c__2,-5.1966909152,-0.061782908000000004
hot_tale__hot_ale10_30c__1,-7.1695143371,0.267994078
hot_tale__hot_ale10_30c__2,-6.7843623131,0.19770177500000002
hot_tale__hot_ale10_37c__1,-8.0834024524,-0.164577889
hot_tale__hot_ale10_37c__2,-8.4952549135,-0.029863618
hot_tale__hot_ale10_44c__1,-6.9725406782,0.142749595
hot_tale__hot_ale10_44c__2,-7.2537090941,0.19087630300000002
hot_tale__hot_ale16_30c__1,-7.9219090243,0.041684014000000005
hot_tale__hot_ale16_30c__2,-7.6511241186,0.105215268
hot_tale__hot_ale16_37c__1,-8.2814134396,-0.09427173600000001
hot_tale__hot_ale16_37c__2,-8.2256633258,-0.082706716
hot_tale__hot_ale16_44c__1,-6.8905973438,0.199115643
hot_tale__hot_ale16_44c__2,-6.9182271064,0.372631822
pdhr_ale__pdhR-13_51__1,-6.9165654343,-0.47982083700000006
pdhr_ale__pdhR-13_51__2,-7.7973572443,-0.568002499
pdhr_ale__pdhR-14_46__1,-3.715824595,-0.765285289
pdhr_ale__pdhR-14_46__2,-3.6957021976,-0.76047712
pdhr_ale__pdhR-15_51__1,-7.7801407023,-0.528031347
pdhr_ale__pdhR-15_51__2,-7.4509202208,-0.55618646
pdhr_ale__pdhR-16_49__1,-6.850936882,-0.515909912
pdhr_ale__pdhR-16_49__2,-5.3195686079,-0.9326805720000001
tcs__del_atoC_LiAcet__1,-4.7582807048,0.524340168
tcs__del_atoC_LiAcet__2,-4.3813693032,0.500555706
tcs__del_atoC_LiCl__1,-4.223093037,0.334821182
tcs__del_atoC_LiCl__2,-4.2013743676,0.420438568
tcs__del_atoC_m9__1,-4.7491750692,0.44615527600000005
tcs__del_atoC_m9__2,-4.8235220995,0.568174266
tcs__del_baeR_etoh__1,-4.6306403756,-0.37838643400000005
tcs__del_baeR_etoh__2,-3.1465129257,-0.36588205300000004
tcs__del_baeR_lb__1,-2.6215557093,-0.8478993930000001
tcs__del_baeR_lb__2,-2.7284982308,-0.7534972090000001
tcs__del_btsR_01xlb__1,4.8723231715,-0.6356861460000001
tcs__del_btsR_01xlb__2,4.8259109275,-0.616624672
tcs__del_btsR_lb__1,-5.3811383353,0.5739484450000001
tcs__del_btsR_lb__2,-5.4454962848,0.471939015
tcs__del_btsR_pyruvate__1,4.6177749850000005,-0.702525566
tcs__del_btsR_pyruvate__2,4.4489272439,-0.652879471
tcs__del_cpxR_etoh__1,-4.9457537358,-0.255368832
tcs__del_cpxR_etoh__2,-4.847617669,-0.154500307
tcs__del_cpxR_lb__1,-3.3520636394,-0.461386302
tcs__del_cpxR_lb__2,-2.9302823435,-0.6432151220000001
tcs__del_cusR_CuSO4__1,-4.4888308728,-1.189845559
tcs__del_cusR_CuSO4__2,-4.1581308561,-0.9666437910000001
tcs__del_cusR_lb__1,-2.0288505371,0.09842945
tcs__del_cusR_lb__2,-2.3667316126,0.175297891
tcs__del_kdpE_01-kcl__1,-2.1225658502,-0.582915967
tcs__del_kdpE_01-kcl__2,-1.8534783182,-0.526486757
tcs__del_kdpE_115-kcl__1,1.1580252797,-0.223485812
tcs__del_kdpE_115-kcl__2,0.42057736900000003,-0.124606382
tcs__del_phoB_m9__1,-2.5950207154,0.125081047
tcs__del_phoB_m9__2,-2.7578226923,0.12152593700000001
tcs__del_phoB_m9p__1,-4.152266257,-0.08069598
tcs__del_phoB_m9p__2,-4.4132520268,-0.028667386000000003
tcs__del_rcsB_etoh__1,0.06971439360000001,-0.382993034
tcs__del_rcsB_etoh__2,0.481136779,-0.438400351
tcs__del_rcsB_lb__1,-4.2001296409,-0.22549903200000002
tcs__del_rcsB_lb__2,-4.0223212102,-0.339730309
tcs__del_zraR_lb__1,1.2501026339,0.282070582
tcs__del_zraR_lb__2,1.7929488547,0.1018922
tcs__del_zraR_zncl2__1,-2.3719395371,-0.013789621
tcs__del_zraR_zncl2__2,-2.3392635973,0.029645865
tcs__wt_01-kcl__1,-2.4333384958,-0.441144568
tcs__wt_01-kcl__2,-2.9900334091,-0.399510531
tcs__wt_01xlb__1,5.7571133012,-0.626660356
tcs__wt_01xlb__2,5.269196,-0.56416248
tcs__wt_115-kcl__1,0.0547201567,-0.218784537
tcs__wt_115-kcl__2,0.0577530786,-0.223590903
tcs__wt_CuSO4__1,-1.2880764519,-0.412957581
tcs__wt_CuSO4__2,-0.8403032988,-0.442655055
tcs__wt_etoh__1,-2.2621577589,-0.41384423400000003
tcs__wt_etoh__2,-2.3141569048,-0.32741068100000004
tcs__wt_lb__1,-6.0411561173,-0.926387131
tcs__wt_lb__2,-6.3167652283,-0.988061461
tcs__wt_LiAcet__1,-4.1690491151,0.048791468000000005
tcs__wt_LiAcet__2,-5.1293511188,0.326389017
tcs__wt_LiCl__1,-4.7325766243,0.30996391
tcs__wt_LiCl__2,-4.6675533056,0.386993699
tcs__wt_m9p__1,-5.8739324368,0.417688873
tcs__wt_m9p__2,-6.1831384267,0.357745969
tcs__wt_pyr__1,6.5724447444,-0.647366859
tcs__wt_pyr__2,6.463756887,-0.642070946
tcs__wt_zncl2__1,-1.7103331461,-0.10285393
tcs__wt_zncl2__2,-1.762931224,-0.23962951300000002
ros_tale__1_112_0pq__1,-2.7307604607,0.747128031
ros_tale__1_112_0pq__2,-3.3362319911,0.768479377
ros_tale__1_112_250pq__1,-4.4495446411,0.7150582440000001
ros_tale__1_112_250pq__2,-4.4695085871,0.661781421
ros_tale__1_112_750pq__1,-4.7929229759,0.533200538
ros_tale__1_112_750pq__2,-4.6836202646,0.665945937
ros_tale__1_112_750pq__3,-5.1611388256,0.705264918
ros_tale__3_76_0pq__1,4.9426703742,-0.735292037
ros_tale__3_76_0pq__2,4.9642281285,-0.687135291
ros_tale__3_76_0pq__3,4.5433038754,-0.6409515050000001
ros_tale__3_76_0pq__4,4.7622710192,-0.6937717010000001
ros_tale__3_76_250pq__1,1.3300111816,0.35630589
ros_tale__3_76_250pq__2,-1.2052849835,0.8216970440000001
ros_tale__3_76_750pq__1,-2.8528361911,0.7429958999999999
ros_tale__3_76_750pq__2,-3.4528597448,0.78431258
ros_tale__7_103_0pq__1,-3.5301206168,0.383047405
ros_tale__7_103_0pq__2,-3.0310672784,0.234459365
ros_tale__7_103_0pq__3,-3.6943977327,0.48612212800000004
ros_tale__7_103_0pq__4,-2.8920693325,0.224617321
ros_tale__7_103_250pq__1,-4.0674910195,0.703548056
ros_tale__7_103_250pq__2,-3.5265898638,0.767725659
ros_tale__7_103_750pq__1,-3.4892679656,0.667679028
ros_tale__7_103_750pq__2,-3.0744212766,0.530166378
ros_tale__9_77_0pq__1,1.1259595859,0.745818765
ros_tale__9_77_0pq__2,1.0304606328,0.86034437
ros_tale__9_77_250pq__1,0.6648071357,0.955154135
ros_tale__9_77_250pq__2,0.897426614,0.6692442150000001
ros_tale__9_77_750pq__1,1.3504404668,0.5642771050000001
ros_tale__9_77_750pq__2,0.7321704883,0.669567817
ros_tale__11_83_0pq__1,1.5895148121,0.48370941100000003
ros_tale__11_83_0pq__2,1.7918428799,0.53410539
ros_tale__11_83_250pq__1,1.3958700796,0.5050569030000001
ros_tale__11_83_250pq__2,1.7744794857000001,0.28174548800000004
ros_tale__11_83_750pq__1,2.935086587,0.316788246
ros_tale__11_83_750pq__2,2.3773605277,0.326581602
ros_tale__13_87_0pq__1,-3.9739410763,0.586984575
ros_tale__13_87_0pq__2,-4.3443316802,0.568219765
ros_tale__13_87_250pq__1,-4.3620825716,0.634649404
ros_tale__13_87_250pq__2,-3.6331139154,0.42761454
ros_tale__13_87_750pq__1,-2.8894870659,0.393838093
ros_tale__13_87_750pq__2,-2.9730482814,0.23368976800000002
ros_tale__14_27_0pq__1,-2.3973383344,0.9305453650000001
ros_tale__14_27_0pq__2,-2.5473162988,0.907575189
ros_tale__14_27_250pq__1,-1.4821661868,0.919658391
ros_tale__14_27_250pq__2,-0.7961566026,0.84836777
ros_tale__14_27_750pq__1,4.31260094,-0.329475391
ros_tale__14_27_750pq__2,5.0710217535,-0.24883695900000002
ros_tale__16_28_250pq__1,-2.6488651869,-0.047990142
ros_tale__16_28_250pq__2,-2.8713662577,-0.086731818
ros_tale__16_32_0pq__1,-2.5070081331000003,-0.083813098
ros_tale__16_32_0pq__2,-1.8856638987,0.011956901
ros_tale__16_32_0pq__3,-2.4212918646,-0.15252527700000001
ros_tale__16_32_0pq__4,-2.4892759909,-0.016371759
ros_tale__16_32_250pq__1,-2.4556434858,-0.24226037700000003
ros_tale__16_32_250pq__2,-2.2256346708,-0.17410572200000002
ros_tale__16_32_750pq__1,-1.4925576092,0.22259097500000002
ros_tale__16_32_750pq__2,-0.9093991841,0.15169754200000002
ros_tale__17_104_0pq__1,-0.6502862787,-0.15364249400000002
ros_tale__17_104_0pq__2,-0.8351326578,-0.093756855
ros_tale__17_104_250pq__1,-1.6475475449,0.5820856750000001
ros_tale__17_104_250pq__2,-2.5636475371,0.581280702
ros_tale__17_104_250pq__3,-2.3978692479,0.650284343
ros_tale__17_104_250pq__4,-0.5802676606,0.6193917950000001
ros_tale__17_104_750pq__1,-1.6414853217,0.691890538
ros_tale__17_104_750pq__2,-2.9572336702,0.564144314
ros_tale__18_24_250pq__1,-3.5753449723,-0.307544174
ros_tale__18_24_250pq__2,-3.9456462978999998,-0.33103348400000004
ros_tale__18_36_0pq__1,-4.2898352002,0.54115399
ros_tale__18_36_0pq__2,-4.2796555782,0.33823601200000003
ros_tale__18_36_0pq__3,-3.7039152653,-0.0598932
ros_tale__18_36_0pq__4,-2.8148826746999998,-0.33510731200000005
ros_tale__18_36_250pq__1,-3.2515365111,-0.333643002
ros_tale__18_36_250pq__2,-3.1436730409,-0.248552879
ros_tale__18_36_750pq__1,-0.9822710596,0.063906402
ros_tale__18_36_750pq__2,-0.1485655799,-0.191956451
ros_tale__19_91_0pq__1,-2.7242948989,0.264327294
ros_tale__19_91_0pq__2,-3.1481457224,0.629094987
ros_tale__19_91_250pq__1,-3.7478209807000002,1.062585472
ros_tale__19_91_250pq__2,-2.918317289,1.04998355
ros_tale__19_91_750pq__1,-2.8275734529000003,0.8916250550000001
ros_tale__19_91_750pq__2,-2.8803806822,0.7604747190000001
ros_tale__19_91_750pq__3,-2.6423148596,1.139613258
ros_tale__19_91_750pq__4,-1.7744366739,1.222542875
ros_tale__21_97_0pq__1,-1.5332068513000001,0.11095162400000001
ros_tale__21_97_0pq__2,-0.3298364057,0.665870853
ros_tale__21_97_250pq__1,-0.3619679032,0.6314443390000001
ros_tale__21_97_250pq__2,0.9591518605,0.6941565630000001
ros_tale__21_97_750pq__1,-0.9430071198000001,0.888174702
ros_tale__21_97_750pq__2,0.7287799581000001,0.829919182
ros_tale__25_111_0pq__1,-3.4612826214,0.7593244290000001
ros_tale__25_111_0pq__2,-3.9610781329,0.8681170730000001
ros_tale__25_111_250pq__1,-2.313012188,0.744132514
ros_tale__25_111_250pq__2,-3.9024462026,0.778093377
ros_tale__25_111_750pq__1,-3.5983219700999998,0.9638969650000001
ros_tale__25_111_750pq__2,-3.9804485464,0.973473856
ros_tale__29_119_0pq__1,-4.2420543308,0.9240742420000001
ros_tale__29_119_0pq__2,-2.6291157941,0.717508895
ros_tale__29_119_250pq__1,-1.7557889323,0.714897065
ros_tale__29_119_250pq__2,-2.8697507487,0.846307098
ros_tale__29_119_750pq__1,-2.868696864,0.766103869
ros_tale__29_119_750pq__2,-1.9505323250000002,0.6592706690000001
ros_tale__ALE4_0pq__1,-5.3715641726,0.000755425
ros_tale__ALE4_0pq__2,-4.7368620912,-0.12023277900000001
ros_tale__ALE4_250pq__1,0.7136356327000001,-0.411223267
ros_tale__ALE4_250pq__2,0.6883396497000001,-0.352311643
pcoli__atASMT_325G__1,-1.5075240989,0.064865225
pcoli__atASMT_325G__2,-1.21390063,0.107514754
pcoli__bpTDC__1,0.0775641177,0.10714438600000001
pcoli__bpTDC__2,0.3898050743,0.034339083
pcoli__BRCA__1,-0.4568014376,0.19281720400000002
pcoli__BRCA__2,-0.5734111492,0.141056352
pcoli__BRCActrl__1,0.59965679,0.09091497600000001
pcoli__BRCActrl__2,1.4264982183,0.044791727
pcoli__BRCAswap__1,-0.9135689275000001,-0.10663145900000001
pcoli__BRCAswap__2,-1.0214265503,-0.027852443
pcoli__btAANAT__1,-1.6724225433000002,0.088097414
pcoli__btAANAT__2,-1.6021784964,0.011877634000000001
pcoli__btASMT__1,-1.1789516869,0.047576417
pcoli__btASMT__2,-1.291996714,0.18929162900000002
pcoli__CC1__1,-1.1019887449,-0.094759671
pcoli__CC1__2,-1.5181821068999999,0.040874034000000004
pcoli__ccCOMT__1,-1.2481203798,0.005866163000000001
pcoli__ccCOMT__2,-1.4040205492,0.041186184
pcoli__ckDDC__1,-0.46682286,-0.37242704600000004
pcoli__ckDDC__2,0.2681327311,-0.40906461600000005
pcoli__CNTF_belt__1,-1.5145346214000002,0.113015427
pcoli__CNTF_belt__2,-1.5324773118000001,0.006046538000000001
pcoli__cobPNMT__1,-1.0589134937,-0.1273928
pcoli__cobPNMT__2,-0.8811581592000001,-0.038738409
pcoli__cvPhhB__1,-2.0934239719,0.024557313
pcoli__cvPhhB__2,-2.4313529966000003,0.007063725000000001
pcoli__ggAANAT__1,-1.3918942034000001,0.039893881
pcoli__ggAANAT__2,-1.4153270678,0.049098544
pcoli__ggTPH__1,-1.3816896396,0.19012472200000002
pcoli__ggTPH__2,-1.3099772828,0.258920451
pcoli__hsAANAT__1,-0.1543538368,-0.579526368
pcoli__hsAANAT__2,-0.6307771691,-0.335013186
pcoli__hsASMT__1,-0.033885428100000003,0.128291327
pcoli__hsASMT__2,0.2348761423,0.129802162
pcoli__hsPNMT_mb__1,-2.4246336618,-0.10626381800000001
pcoli__hsPNMT_mb__2,-2.2628957736,-0.153502782
pcoli__hsTPH__1,-1.7515800227,0.07636817600000001
pcoli__hsTPH__2,-1.8095568833,0.174088659
pcoli__hsTPH_E2K__1,-1.6552369629,0.059460389
pcoli__hsTPH_E2K__2,-1.3867916068000001,-0.224567395
pcoli__hsTPH_E2K_N91I_P99C__1,-1.225695236,0.14540634200000002
pcoli__hsTPH_E2K_N91I_P99C__2,-1.3020470761,0.135978241
pcoli__hsTPH_N158trunc__1,-1.2817893147000001,0.088913356
pcoli__hsTPH_N158trunc__2,-1.3667196766,0.178969027
pcoli__hsTPH_N174trunc__1,-2.2609437623,0.203409898
pcoli__hsTPH_N174trunc__2,-1.8014767005999999,-0.158849454
pcoli__hsTPH_Ntermtrunc__1,4.32878056,-0.19230956
pcoli__hsTPH_Ntermtrunc__2,2.9134465903,0.062007589
pcoli__hsTPH1__1,-1.1252893032,-0.020844599000000002
pcoli__hsTPH1__2,-1.2918927883,-0.088495655
pcoli__MBP__1,-4.261132149,-0.033231556
pcoli__MBP__2,-4.0045019224,-0.151019377
pcoli__msCOMT__1,-1.027707588,0.280111414
pcoli__msCOMT__2,-1.0932321073,0.27253731400000003
pcoli__ocAANAT__1,-1.4908246734000001,0.07317619
pcoli__ocAANAT__2,-1.3910006922,0.166086703
pcoli__osTDC_K374H__1,-0.81809232,-0.132991528
pcoli__osTDC_K374H__2,-0.9340625466,-0.325242903
pcoli__osTDC_K374L__1,-1.8194244398000001,0.30485928300000004
pcoli__osTDC_K374L__2,-1.695904101,0.059828066000000006
pcoli__osTDC_K374Q__1,-1.2120963059,-0.151895527
pcoli__osTDC_K374Q__2,-1.1551706531,-0.11779190900000001
pcoli__osTDC_L360V__1,-1.3529901887,0.074665148
pcoli__osTDC_L360V__2,-0.9780012304000001,-0.099366195
pcoli__pmTPH__1,-1.3312153131,0.313772074
pcoli__pmTPH__2,-1.3659609087,-0.000377093
pcoli__RFC__1,-3.1705197522,0.012679496
pcoli__RFC__2,-3.0878016773,0.050779105000000005
pcoli__RFCctrl__1,-0.3551085974,-0.441156021
pcoli__RFCctrl__2,-0.47632425910000004,-0.37873701400000004
pcoli__RFCnopause__1,-0.5661452897,-0.421967733
pcoli__RFCnopause__2,-0.1967986595,-0.6807875800000001
pcoli__RFCpluspause__1,1.2604743207,-0.39648368500000003
pcoli__RFCpluspause__2,2.119984399,-0.5759049340000001
pcoli__rnCOMT_sol__1,0.028964515700000002,-0.412279618
pcoli__rnCOMT_sol__2,-0.0142182685,-0.388715117
pcoli__rnPNMT__1,0.14277444450000001,0.29854141900000003
pcoli__rnPNMT__2,-0.1137610118,0.23760839800000003
pcoli__rnTDC__1,-0.32770000450000003,0.259581257
pcoli__rnTDC__2,-0.38368009940000003,0.37084829
pcoli__rnTDC_trunc__1,-1.1535713023,0.26711539100000004
pcoli__rnTDC_trunc__2,-0.9807357748000001,0.49318011400000006
pcoli__saCOMT_T2A__1,-2.1831477476,0.068717995
pcoli__saCOMT_T2A__2,-2.6624923937,0.11353375700000001
pcoli__sfCOMT__1,-2.0620642255,-0.024406811
pcoli__sfCOMT__2,-2.1933967324,-0.049788718
pcoli__sgAANAT_D63G__1,-1.4185416874,0.108602787
pcoli__sgAANAT_D63G__2,-1.6962812467,0.026825841000000003
pcoli__ssDDC__1,-0.0261132626,0.221372127
pcoli__ssDDC__2,-0.25814347990000003,0.099564042
pcoli__TP53B__1,-0.9869708456,-0.011949456
pcoli__TP53B__2,-0.680645904,-0.059521874
pcoli__WT__1,-0.7982319844,-0.549599564
pcoli__WT__2,-1.3774094599,-0.5145115760000001
cck__glu_ale4__1,-2.9362251965,-0.052831396
cck__glu_ale4__2,-4.161432065,-0.14830077600000002
cck__cck_ale1__1,-4.9451588484,-0.32396582
cck__cck_ale1__2,-4.7976538606,-0.36132220200000004
cck__cck_ale2__1,-4.6482887499,-0.42715458100000003
cck__cck_ale2__2,-4.5672182647,-0.391095772
cck_pgi__gmos_delpgi__1,0.5659218522,-0.062075449000000005
cck_pgi__gmos_delpgi__2,2.4358196749,-0.024780991000000002
cck_pgi__pgi_ale1__1,-0.0534901138,-0.15482880300000001
cck_pgi__pgi_ale1__2,-0.9866417232,-0.385086131
cck_pgi__pgi_ale2__1,0.7741882139,-0.40534603300000005
cck_pgi__pgi_ale3__1,0.8127508168,-0.295694434
cck_pgi__pgi_ale3__2,-0.048062971600000004,-0.155298117
cck_pgi__pgi_ale4__1,-1.6901083909999999,-0.37988487200000004
cck_pgi__pgi_ale4__2,-3.0253319451,-0.626219057
cck_pgi__pgi_ale4__3,-2.9898551372,-0.642245868
cck_pgi__pgi_ale5__1,1.6744986322000002,-0.080876501
cck_pgi__pgi_ale5__2,0.2552523177,-0.144850259
cck_pgi__pgi_ale6__1,0.0059437762000000005,-0.14098228000000002
cck_pgi__pgi_ale6__2,-0.9776845478,-0.18200760700000002
cck_pgi__pgi_ale7__1,-0.2028175595,-0.052082648
cck_pgi__pgi_ale7__2,-1.4181250282,-0.24148275700000002
cck_pgi__pgi_ale8__1,0.1390203938,-0.29134708400000003
cck_pgi__pgi_ale8__2,-0.7405460756000001,-0.49226281800000005
cck_sdh__gmos_delsdhCB__1,-4.3873714953,-0.376661815
cck_sdh__gmos_delsdhCB__2,-3.5133229668,-0.122841948
cck_sdh__sdh_ale1__1,-2.7353690928,-0.267405819
cck_sdh__sdh_ale1__2,-3.1413266378,-0.135033953
cck_sdh__sdh_ale2__1,-3.1326759353,-0.331378983
cck_sdh__sdh_ale3__1,-2.4903620901,-0.23844624900000003
cck_sdh__sdh_ale3__2,-2.8164357391,-0.28844965
cck_sdh__sdh_ale3__3,-3.1339841678,-0.293030334
cck_pts__gmos_delptsHIcrr__1,-0.4846933755,0.125895284
cck_pts__gmos_delptsHIcrr__2,-0.6177801743,-0.23886763300000002
cck_pts__pts_ale1__1,-5.2098342646,0.244430482
cck_pts__pts_ale1__2,-5.5706725047,0.296560294
cck_pts__pts_ale2__1,-3.9472065668000003,-0.628047491
cck_pts__pts_ale2__2,-3.3553150801,-0.533203509
cck_pts__pts_ale3__1,-7.6653512752,0.7994409060000001
cck_pts__pts_ale3__2,-6.9641030338,0.832463393
cck_pts__pts_ale4__1,-2.9606089482,-0.608826765
cck_pts__pts_ale4__2,-3.1092519641,-0.722974447
cck_gnd__gmos_delgnd__1,-5.5931242012,-0.738308657
cck_gnd__gmos_delgnd__2,-5.4742514823,-0.719558531
cck_gnd__gnd_ale1__1,-4.2870988982,-0.466090873
cck_gnd__gnd_ale1__2,-4.644231455,-0.383751891
cck_gnd__gnd_ale2__1,-4.0773787663,-0.32285084000000003
cck_gnd__gnd_ale2__2,-4.0548547209,-0.37925885200000004
cck_gnd__gnd_ale3__1,-4.0603705748,-0.43652461800000003
cck_gnd__gnd_ale3__2,-4.0534632654,-0.48939349400000004
cck_tpiA__gmos_deltpiA__1,3.5744209467,-0.612774825
cck_tpiA__gmos_deltpiA__2,3.371461962,-0.57761828
cck_tpiA__tpiA_ale1__1,-0.1374638363,-0.5278474160000001
cck_tpiA__tpiA_ale1__2,-0.2096732973,-0.41182946800000003
cck_tpiA__tpiA_ale2__1,1.6647326203000001,-0.359352853
cck_tpiA__tpiA_ale2__2,1.0983041885,-0.040159688000000006
cck_tpiA__tpiA_ale3__1,-2.1933412287,-0.140931822
cck_tpiA__tpiA_ale3__2,-1.9686276718000002,-0.16886002800000002
cck_tpiA__tpiA_ale4__1,-1.1170450792,-0.13320436500000002
cck_tpiA__tpiA_ale4__2,-1.1427377809,-0.173654149
acid_tale__acid_ale1_pH7__1,-4.9022963846,-0.327831294
acid_tale__acid_ale1_pH7__2,-5.0964056039,-0.34057690100000004
acid_tale__acid_ale1_pH5__1,-5.2276732086,0.156287656
acid_tale__acid_ale1_pH5__2,-6.235037435,0.14928560800000001
acid_tale__acid_ale2_pH7__1,-4.8971813902,-0.22087377200000002
acid_tale__acid_ale2_pH7__2,-4.157684445,-0.235375829
acid_tale__acid_ale2_pH5__1,-4.0721165329,-0.349029965
acid_tale__acid_ale2_pH5__2,-3.6291440251,-0.770782967
acid_tale__low_Mg_ale_pH7__1,-6.4276819463,-0.116372875
acid_tale__low_Mg_ale_pH7__2,-5.7410461338,-0.098899262
acid_tale__low_Mg_ale_pH5__1,-5.1793551527,-0.094409173
acid_tale__low_Mg_ale_pH5__2,-4.8125194518,-0.263529045
acid_tale__MES_ale_pH7__1,-4.7122507349,-0.143636559
acid_tale__MES_ale_pH7__2,-5.0111319359,-0.092616737
acid_tale__MES_ale_pH5__1,-4.4804566204,-0.219809089
acid_tale__MES_ale_pH5__2,-5.901994259,-0.11404504500000001
acid_tale__gmos_pH7__1,-4.9163947776,-0.10879718000000001
acid_tale__gmos_pH7__2,-5.145588664,-0.12366455400000001
acid_tale__gmos_pH5__1,-5.5269999585,-0.105436943
acid_tale__gmos_pH5__2,-5.3939900076,-0.007560244000000001
adnB__wt_adn__1,-2.7116315213,-0.103397266
adnB__wt_adn__2,-4.0897475169,0.45187701700000005
adnB__delydhB_adn__1,-4.0762799189,-0.522259896
adnB__delydhB_adn__2,-2.3644242277,-0.452430143
ytf2__wt_glc__1,-1.9975411631000002,-0.099767727
ytf2__wt_glc__2,-2.2910048294,-0.24162213700000001
ytf2__ybcM_glc__1,-2.8039050263,-0.9914162110000001
ytf2__ybcM_glc__2,-2.3847997721,-0.7673616750000001
ytf2__ydhB_glc__1,-2.5026349257,-0.834202706
ytf2__ydhB_glc__2,-2.5264399934,-0.553127578
ytf2__yfeC_glc__1,-2.6587053685,-0.619942275
ytf2__yfeC_glc__2,-2.7409133288,-0.767244232
ytf2__yciT_glc__1,-3.539933538,-0.31732055600000003
ytf2__yciT_glc__2,-3.7738458675,-0.40160114500000005
ytf2__ydiZ_glc__1,-2.6510711961,-0.449053845
ytf2__ydiZ_glc__2,-2.6791992947,-0.32042754900000003
ytf2__ynfL_glc__1,-2.3272132301,-0.36324702000000003
ytf2__ynfL_glc__2,-2.5246027879,-0.212317795
misc2__dellon_glc__1,-2.9152500242,-0.182273168
misc2__dellon_glc__2,-2.5854499396,0.026403338000000002
ytf3__wt_glc2__1,-1.7666937286,-0.710318817
ytf3__wt_glc2__2,-1.4549210622,-0.6373002870000001
ytf3__wt_pH7_lactate__1,-2.1295659918,-0.75619181
ytf3__wt_pH7_lactate__2,-1.8599338616,-0.858125252
ytf3__wt_pH55_lactate__1,-3.2608550684,-0.7426669450000001
ytf3__wt_pH55_lactate__2,-2.481401264,-0.7381700250000001
ytf3__wt_pH55_HCl__1,-2.6886270097000002,-0.617311519
ytf3__wt_pH55_HCl__2,-3.1879427892,-0.650204978
ytf3__dyieP_pH7__1,-1.9799098137,-0.571711029
ytf3__dyieP_pH7__2,-2.2712656654,-0.6113129770000001
ytf3__dyieP_pH55__1,-2.3432194317,-0.696292424
ytf3__dyieP_pH55__2,-2.3632661819000003,-0.7839660980000001
