,A,AtoC,RpoN
hns_stpA__evo100G4_delhns_delstpA__1,-1.8246521508,-2.0034551649,-0.3394563648
hns_stpA__evo100G4_delhns_delstpA__2,-1.3660743756,-2.3388236347999998,-0.5961681449
hns_stpA__evo100G12_delhns_delstpA__1,-2.2419373945,-1.531559384,-0.9814461712
hns_stpA__evo100G12_delhns_delstpA__2,-1.1960874478,-1.4223545027,-1.2562817839
hns_stpA__delhns_delstpA_delrpoS__1,-2.2097509772,-0.9883885058,-1.0463528466
hns_stpA__delhns_delstpA_delrpoS__2,-2.218569692,-1.4065054738,-1.4682892945
hns_stpA__wt__1,0.5378300232000001,0.4263349538,0.0715101833
hns_stpA__wt__2,-0.5378300232000001,-0.4263349538,-0.0715101833
hns_stpA__delhns_delstpA__1,0.3334527003,-3.0588275497,-1.9582703257
hns_stpA__delhns_delstpA__2,-0.3024980628,-2.8408666397,-1.6073898337
hu__wt_log_pH7__1,0.9384839446000001,-1.2372011688,-1.4449560918
hu__wt_log_pH7__2,0.19776898040000002,-1.0790840831,-0.9170654136
hu__wt_log_pH7__3,0.5165493991,-1.1255110123,-0.6994754824
hu__wt_lag_pH7__1,0.1002117688,-0.7420234658,-0.12385277950000001
hu__wt_lag_pH7__2,0.5149992473,-1.0146738611,0.0182274602
hu__wt_lag_pH7__3,-0.6152110161000001,1.7566973268,0.1056253192
hu__delhupA_lag_pH7__1,0.010814687600000001,-0.3676789802,0.2046437191
hu__delhupA_lag_pH7__2,0.10824138450000001,-1.3870742409,-0.14746258140000001
hu__delhupA_lag_pH7__3,-0.2229712925,1.4078470611,0.2614496072
hu__delhupB_lag_pH7__1,0.7367158881,-1.2308602863,-0.0527428655
hu__delhupB_lag_pH7__2,-0.0727933031,-1.3006389071,-0.0078161007
hu__delhupB_lag_pH7__3,-0.12752398850000002,1.3726415843,0.044583712000000005
hu__delhupAhupB_lag_pH7__1,-0.6616851102,-0.8098368691000001,-0.0660598798
hu__delhupAhupB_lag_pH7__2,-0.6977297798000001,-1.1357198968,0.1279091318
hu__delhupAhupB_lag_pH7__3,-1.8711723091999999,0.7937768493,0.4344425029
hu__hupAE34K_hupB_lag_pH7__1,-0.082757169,-0.6587062142,0.1419125979
hu__hupAE34K_hupB_lag_pH7__2,0.1139611509,-1.1151030183,0.0933277425
hu__hupAE34K_hupB_lag_pH7__3,-0.7241055542,1.0372971283,0.07445381350000001
hu__hupAE34K_delhupB_lag_pH7__1,0.2030038536,-0.1547167748,0.1406115969
hu__hupAE34K_delhupB_lag_pH7__2,-0.08989047800000001,-1.1247743176,0.3348345451
hu__hupAE34K_delhupB_lag_pH7__3,-0.3598203492,0.9714300440000001,0.1956944742
hu__wt_lag_pH5__1,0.2609244056,-0.49367606280000004,-0.1577754055
hu__wt_lag_pH5__2,0.0928658493,-0.2251674799,0.0048768716
hu__wt_lag_pH5__3,-0.1180899053,-0.2270249295,-0.020422199999999998
hu__delhupA_lag_pH5__1,0.3136959528,-0.57130348,-0.2693961785
hu__delhupA_lag_pH5__2,-0.1695558723,-0.7740700372,0.21668485040000002
hu__delhupA_lag_pH5__3,-0.0693644886,-0.2662687306,-0.090408474
hu__delhupAhupB_lag_pH5__1,-0.5473298909000001,-1.0987258926,-0.0678976565
hu__delhupAhupB_lag_pH5__2,-0.7844627751000001,-0.9397551822,0.32924325260000004
hu__delhupAhupB_lag_pH5__3,-1.4405761111,-0.10735574760000001,0.31604061
hu__hupAE34K_hupB_lag_pH5__1,0.8680668309,-0.8728271904,0.0184306441
hu__hupAE34K_hupB_lag_pH5__2,-0.5886739241,-0.33264515650000004,0.2106381983
hu__hupAE34K_hupB_lag_pH5__3,-0.0593165425,0.079358804,0.2403260193
hu__hupAE34K_delhupB_lag_pH5__1,0.2061980508,-0.3022924121,0.0405541119
hu__hupAE34K_delhupB_lag_pH5__2,-0.15889755660000002,-0.6184629807,0.4511764279
hu__hupAE34K_delhupB_lag_pH5__3,0.2561457907,-0.11180036330000001,0.0721447115
hyperpersistence__low_GFP__1,1.0177848753,-0.5114912666,-0.885396136
hyperpersistence__wt__1,-0.0019379024000000002,0.0441220925,0.020032704000000002
hyperpersistence__high_GFP__1,2.1313549625,-0.2159004561,-0.8268853717
hyperpersistence__pth_mut__1,0.21228853960000002,-0.2966047812,-0.3081166643
hyperpersistence__pth_mut__2,-0.018216244200000002,-0.0802697886,-0.1576120561
hyperpersistence__metG_mut__1,0.2739819958,0.0352811036,-0.1279408709
hyperpersistence__metG_mut__2,1.1790577824,0.009329464400000001,-0.2812811618
hyperpersistence__high_GFP__2,2.6164065826,0.3402414264,-0.6125609148
hyperpersistence__wt__2,0.0019379024000000002,-0.0441220925,-0.020032704000000002
hyperpersistence__low_GFP__2,1.5868109751000001,-0.0565565097,-0.8276924667000001
kan_efg__cpxAF218Y__1,-1.0924563178,1.7911282875999999,0.27840669
kan_efg__cpxAF218Y__2,-1.6588589094000001,2.0432592201,0.44749614050000003
kan_efg__cyaAN600Y__1,0.009007447,1.1711489337,0.5056412719
kan_efg__cyaAN600Y__2,-0.7066561505000001,2.3605144568,0.5763328922000001
kan_efg__fusAA608E__1,0.33194799999999997,-0.6817097439,0.209687488
kan_efg__fusAA608E__2,0.0362345358,-0.2715993876,0.1261671049
kan_efg__fusAA608E_cpxAF218Y__1,1.1159050677,0.3084591874,0.4522368742
kan_efg__fusAA608E_cpxAF218Y__2,-0.4020738873,0.0020201783,0.5217497523
kan_efg__fusAA608E_cyaAN600Y__1,0.24862718890000002,0.3067448309,0.39747491430000004
kan_efg__fusAA608E_cyaAN600Y__2,-0.3077907136,0.5857609437,0.5017014790000001
kan_efg__fusAA608E_rpoDL261Q__1,-1.1926627715,0.1936457531,0.3852373114
kan_efg__fusAA608E_rpoDL261Q__2,-0.1510681988,0.2575053507,0.4631732034
kan_efg__fusAA608E_topAS180L__1,0.8000452237,0.3672481046,0.506628548
kan_efg__fusAA608E_topAS180L__2,0.4061156299,-0.0387874428,0.6252190204
kan_efg__rpoDL261Q__1,-0.6087737263,0.0251005199,0.23017931600000002
kan_efg__rpoDL261Q__2,-0.487866365,0.7290659196,0.35419150580000003
kan_efg__wt__1,-0.2589375255,-0.2090935998,-0.0745658314
kan_efg__wt__2,0.2589375255,0.2090935998,0.0745658314
lrp__wt_min_log__1,0.2823155251,0.0041644543,0.0011009558
lrp__wt_min_log__2,-0.2823155251,-0.0041644543,-0.0011009558
lrp__wt_min_trans__1,3.6585500883,-2.2364090842,-0.6664305728000001
lrp__wt_min_trans__2,3.1667388924,-1.1200862767,-0.3541313109
lrp__wt_min_stat__1,7.8263977359,-0.7014148762,-0.6088823642
lrp__wt_min_stat__2,9.21920608,-0.4880194232,-0.5431141380000001
lrp__wt_liv_log__1,0.3691761934,-0.3544876836,0.168226741
lrp__wt_liv_log__2,0.17611604660000002,-0.1321277974,0.0482586065
lrp__wt_liv_trans__1,0.37509626090000003,0.4534273193,-0.0217042286
lrp__wt_liv_trans__2,0.1506671421,0.656248233,0.0895386989
lrp__wt_liv_stat__1,2.8984145162,-0.22609963970000002,-1.3385275963
lrp__wt_liv_stat__2,4.4558686399,-0.1196458501,-1.1646740048
lrp__wt_rich_log__1,-0.1607431409,-1.4146424455,-0.7749694047
lrp__wt_rich_log__2,-0.6708829858,-1.4346653040000001,-0.6050074147
lrp__wt_rich_trans__1,1.6356983901,0.40687964330000004,0.2054468556
lrp__wt_rich_trans__2,1.6978540491,0.392391606,0.1104531562
lrp__wt_rich_stat__1,6.8630922244,0.5844780827,0.0743609144
lrp__wt_rich_stat__2,7.6883495542,0.8628217328000001,0.19170938040000002
lrp__dellrp_min_log__1,0.3768352273,-0.0844292936,-0.0735717597
lrp__dellrp_min_log__2,0.0462574024,-0.0632793324,0.0173826744
lrp__dellrp_min_trans__1,0.9559544245,-1.2189182876,0.15264384050000002
lrp__dellrp_min_trans__2,0.990592223,-0.9606478183,0.49009369420000004
lrp__dellrp_min_stat__1,6.0592370833,-0.6581102211000001,-0.5544656631
lrp__dellrp_min_stat__2,5.4566844348,-0.9670274256,-0.8254530849
lrp__dellrp_liv_log__1,0.5948997622000001,0.1113449348,0.4869159041
lrp__dellrp_liv_log__2,0.6175856745,-0.1198328832,0.3297251698
lrp__dellrp_liv_trans__1,0.1016592296,0.2815842039,-0.0702059601
lrp__dellrp_liv_trans__2,-0.2962083636,0.12917239860000002,0.0256604608
lrp__dellrp_liv_stat__1,2.7878721332,-0.5929803932000001,-0.8805494243
lrp__dellrp_liv_stat__2,3.6805238647,-0.4313138072,-0.7595655453
lrp__dellrp_rich_log__1,-0.5376138773,-1.0217092394,-0.6967042679000001
lrp__dellrp_rich_log__2,-0.5613675962,-1.14669358,-0.6197101664
lrp__dellrp_rich_trans__1,0.7406756233,0.0893688146,0.1080873537
lrp__dellrp_rich_trans__2,1.2431649613,0.1981819079,0.3622033107
lrp__dellrp_rich_stat__1,6.0891835095,-1.7050888233000001,0.00550106
lrp__dellrp_rich_stat__2,6.0055922588,-1.8432431034999999,0.2899251666
mazF_circuit__t0__1,0.0017819213,-0.0928714019,0.1107043214
mazF_circuit__t2__1,0.415205282,-0.6816503361,-0.6692219971000001
mazF_circuit__t4__1,-0.5004229617,0.0671845024,-0.3012417291
mazF_circuit__t6__1,1.7297303252,-0.9009010337000001,-0.8025311075
mazF_circuit__t8__1,0.0181503561,-1.7487772736,-0.7499777984
mazF_circuit__t0__2,-0.0017819213,0.0928714019,-0.1107043214
mazF_circuit__t2__2,0.6301124603,0.3471638861,0.2873496733
mazF_circuit__t4__2,0.5813972362000001,-0.6838424195,-0.1939351305
mazF_circuit__t6__2,2.2438513647000002,-1.2405529779,-0.8228724163000001
mazF_circuit__t8__2,2.9349581438000003,-1.7775616373,-1.0717102719
mazF_ribo__emptyvec_mrna_5m__1,0.053114638000000006,-0.0237692403,-0.0169002124
mazF_ribo__emptyvec_mrna_5m__2,-0.053114638000000006,0.0237692403,0.0169002124
mazF_ribo__mazF_mrna_5m__1,1.2095048985,-0.8650695770000001,-0.7013114639
mazF_ribo__mazF_mrna_5m__2,1.2469947745,-1.0126131697,-0.6629867329
mazF_ribo__emptyvec_total_5m__1,-0.7237415070000001,-0.06443084810000001,0.0557386989
mazF_ribo__emptyvec_total_5m__2,-0.0858853687,-0.0243734528,0.2508594257
mazF_ribo__mazF_total_60m__1,1.5655291982000001,-1.5117277281,-0.9167151233
mazF_ribo__mazF_total_60m__2,0.8439814455,-2.8319282616,-0.7886672223000001
mercury__ctrl_t00__1,0.0072236489,0.13484029590000002,-0.0621279511
mercury__ctrl_t10__1,0.4173590111,-0.2604714878,0.0671023
mercury__ctrl_t30__1,0.22620551490000002,0.1324997625,0.2546664045
mercury__ctrl_t60__1,-0.8344821055,0.1817446066,0.5719902455
mercury__hg_t10__1,1.1554062212,-0.9116460107000001,0.9364226197000001
mercury__hg_t30__1,-0.1045035847,-1.2794597248000001,1.086910479
mercury__hg_t60__1,0.21770244060000002,0.5412709891,1.0331766101
mercury__pma_t10__1,0.6846419788,-1.3243649906,-0.43542079100000003
mercury__pma_t30__1,0.5732009079,-1.171850961,-0.5174314768
mercury__pma_t60__1,-0.0618513642,-0.2844774733,-0.34978884720000003
mercury__ctrl_t00__2,0.26220813,-0.0762817803,0.037938416100000004
mercury__ctrl_t10__2,0.2582468072,-0.3321713176,-0.0167731402
mercury__ctrl_t30__2,-0.1958041752,-0.0721065422,0.33980055000000003
mercury__ctrl_t60__2,-0.7204758790000001,0.5653731798,0.5973291683
mercury__hg_t10__2,1.2003356574,-1.6355807172999999,0.9217115847
mercury__hg_t30__2,0.0085267977,-0.976741473,1.1100313853000001
mercury__hg_t60__2,-0.705434267,0.0813891696,0.0672596761
mercury__pma_t10__2,0.20679222530000002,-1.4204873775,-0.5012604293
mercury__pma_t30__2,0.3035045341,-1.6178064996,-0.4637125775
mercury__pma_t60__2,-0.49777098740000003,0.7754430132,-0.1441467858
mercury__ctrl_t00__3,-0.26943177900000004,-0.0585585156,0.024189535
mercury__ctrl_t10__3,0.4746768731,0.0417361169,-0.0328642865
mercury__ctrl_t30__3,-0.3853492572,0.1914777422,0.5209823608
mercury__ctrl_t60__3,-0.027806801500000002,0.4809354608,0.5153948444
mercury__hg_t10__3,1.3979646061,-1.0687596484,1.0144914721
mercury__hg_t30__3,0.8078268787,-1.2672361685,1.0322093347
mercury__hg_t60__3,-0.6648926229000001,0.5786722667,0.4637333751
mercury__pma_t10__3,1.0172202987,-0.9873877944,-0.5794641209
mercury__pma_t30__3,0.29736347700000004,-1.1450955122,-0.5700210563
mercury__pma_t60__3,-0.3905466231,0.342201389,0.0693791866
ml_abx__az_lolcde__1,-0.5709968177,-0.0190321772,0.3903220046
ml_abx__az_lolcde__2,-0.28010065370000004,-0.2355772371,0.2213146617
ml_abx__az_lolcde__3,-0.5558665063,-0.7476114367000001,0.10774323770000001
ml_abx__b01__1,-0.028104138100000002,0.3791550275,0.24033551150000002
ml_abx__b01__2,-0.13690061820000002,0.6487538858,0.3211020586
ml_abx__b01__3,-0.17163265860000002,-0.200108379,0.1770480587
ml_abx__cro__1,0.0121834209,0.2672628724,0.3253524404
ml_abx__cro__2,0.0329173303,-0.013492839000000001,0.039544874800000004
ml_abx__cro__3,-0.112045347,-0.9084225588,-0.2977647758
ml_abx__chl__1,2.2553697849,-2.2154562553,-1.2976976884
ml_abx__chl__2,2.1826512584,-2.2562379855,-1.3277234537
ml_abx__chl__3,2.5590961185000003,-2.1367025179,-1.3924672337000001
ml_abx__cip__1,-0.4784574593,0.052242358200000005,0.2202805298
ml_abx__cip__2,0.0760630047,-0.19702272680000002,-0.0426974653
ml_abx__cip__3,0.1081667699,-0.9551638199,-0.3733528378
ml_abx__clr__1,2.1022588094,-1.6615382661,-0.0012082387
ml_abx__clr__2,1.7588593899,-1.4973799852,-0.1158980419
ml_abx__clr__3,2.0277990912,-1.750249167,-0.1609201725
ml_abx__cst__1,-0.4943976094,0.2707111349,0.4924001161
ml_abx__cst__2,-0.5006883347000001,-0.1557324728,0.1798871686
ml_abx__cst__3,-0.6705447354,-0.461332039,0.2149347168
ml_abx__ctrl__1,-0.4246365132,0.6214853565,0.22488087
ml_abx__ctrl__2,-0.14976624100000002,0.5535352467,0.2173163055
ml_abx__ctrl__3,0.0187356459,0.2734421117,0.1020228517
ml_abx__ctrl__4,-0.1958936997,-0.11714818020000001,0.0515938243
ml_abx__ctrl__5,0.6643688529,-0.7724639517,-0.28462972410000004
ml_abx__ctrl__6,0.0871919552,-0.5588505831,-0.3111841275
ml_abx__dox__1,2.1839074287,-2.0458624088,-0.6907492030000001
ml_abx__dox__2,1.8382339361,-1.6560945298,-0.6874710706
ml_abx__dox__3,2.0146235858,-1.8439395428,-0.7896948083
ml_abx__glob__1,-0.1619037129,-0.21550791190000002,0.3926622709
ml_abx__glob__2,-0.5870509214,-0.29190071030000003,0.2634435396
ml_abx__glob__3,-0.4649098299,-1.0071780647,-0.0090852511
ml_abx__lvx__1,-0.1970446596,0.14050148440000002,0.2590477239
ml_abx__lvx__2,-0.1562697679,-0.2863548801,0.0366143123
ml_abx__lvx__3,0.0233128238,-0.9308675721,-0.3798061807
ml_abx__mec__1,-0.34603426330000003,0.38019916060000003,0.2327944844
ml_abx__mec__2,-0.2994537429,-0.24377613310000001,0.0158155265
ml_abx__mec__3,-0.0824576988,-0.8771430493,-0.2104716116
ml_abx__mem__1,0.2150497422,0.4816526626,0.213811357
ml_abx__mem__2,-0.39008273120000003,0.1685193509,0.0899354986
ml_abx__mem__3,-0.1647290063,-0.6442051926,-0.1731611797
ml_abx__nit__1,1.6094560241,-1.5414669324,0.2222919169
ml_abx__nit__2,2.6421015702,-1.3183835117,0.1155426375
ml_abx__nit__3,2.660096637,-1.5841266418000002,0.1368586389
ml_abx__ntx__1,4.5010389053,-1.1380767733,0.42385458460000003
ml_abx__ntx__2,6.1987934434,-1.2511437148,0.5667990046
ml_abx__nor__1,-0.4118922936,-0.4605263424,0.0562573861
ml_abx__nor__2,-0.2701323645,-0.3830115085,-0.09158989470000001
ml_abx__nor__3,0.1550128586,-1.3308287033,-0.40553356150000003
ml_abx__pb__1,-0.22173205980000002,-0.2696349004,0.5435833438000001
ml_abx__pb__2,-0.36457463500000004,0.1317712297,0.4661437825
ml_abx__pb__3,-0.0801880606,-0.004874571,0.5215209001000001
ml_abx__tmp__1,0.9775941402,-0.6961198021,-0.0463538716
ml_abx__tmp__2,2.1986125379,-1.5523525421,-0.31178914280000003
ml_abx__tmp__3,3.0427993374,-1.7672983747000002,-0.5101213311
mut_abx__del_mutS_000nor__1,-1.4139800561,-0.5789606374,0.0038441405
mut_abx__del_mutS_000nor__2,0.11151670520000001,-0.0597191332,-0.0605644948
mut_abx__del_mutS_000nor__3,1.3024633509,0.6386797706,0.056720354300000005
mut_abx__del_mutS_125nor__1,-1.2266503772,-0.6347714714,-0.1330215472
mut_abx__del_mutS_125nor__2,-1.6018250779,-0.7401080788000001,-0.0230914822
mut_abx__del_mutS_125nor__3,-1.7225276285,-0.8003667157000001,-0.0421096822
mut_abx__del_mutS_250nor__1,-2.2112912206,-0.8871071574,-0.0930739746
mut_abx__del_mutS_250nor__2,-0.6612906089,-0.3010443796,-0.1476669357
mut_abx__del_mutS_250nor__3,-2.4977045386,-0.8300067742,0.1157149246
mut_abx__del_mutS_375nor__1,-4.7172703783,-0.7979990026,-0.0121471623
mut_abx__del_mutS_375nor__2,-1.6387236995999999,-0.220947722,-0.020663864400000002
mut_abx__del_mutS_375nor__3,-4.499421221,-0.6840829847000001,-0.0926124291
mut_abx__del_mutS_500nor__1,-4.6672525024,-0.8869946452,-0.2167046362
mut_abx__del_mutS_500nor__2,-4.8347443436,-1.0302865407,-0.157923475
mut_abx__del_mutS_500nor__3,-4.5365362538,-1.182286693,-0.238904311
mut_abx__del_mutS_625nor__1,-2.2891345317000003,-0.7324584679,-0.4930346926
mut_abx__del_mutS_625nor__2,-4.3246464769,-0.8636116563,-0.4034437833
mut_abx__del_mutS_625nor__3,-4.5399396861,-0.5892088478,-0.29468944610000003
mut_abx__del_mutS_750nor__1,-5.4639420954,-0.6875781302,-0.1583538
mut_abx__del_mutS_750nor__2,-5.9033059441999995,-0.6146313975000001,-0.2650138689
mut_abx__del_mutS_750nor__3,-5.5969054401000005,-0.6715309658,-0.0418569081
mut_abx__del_mutS_875nor__1,-5.6606100925,-1.0436596288,-0.6815828916000001
mut_abx__del_mutS_875nor__2,-5.729710886,-0.6658244471,-0.3648055906
mut_abx__del_mutS_875nor__3,-5.1734834647,-0.8867243462000001,-0.4617605608
nit_yeaG__wt_Nminus__1,-0.0654931176,0.291425068,0.11063261810000001
nit_yeaG__wt_Nminus__2,0.0654931176,-0.291425068,-0.11063261810000001
nit_yeaG__wt_Nplus__1,-3.066262456,0.1967862809,-0.7624555169
nit_yeaG__wt_Nplus__2,-3.6942584537,-0.1026581787,-0.0645909635
nit_yeaG__del_yeaG_Nminus_24h__1,-1.6759245644,0.7599588483,-0.48294218860000004
nit_yeaG__del_yeaG_Nminus_24h__2,-1.3884893213,0.8374179074,0.41516946050000003
nit_yeaG__del_yeaG_Nminus_24h__3,-2.1699283648,1.0623204512,0.7290174229
nit_yeaG__del_yeaG_Nminus__1,-0.5950644912,0.25263221410000003,0.20814714750000002
nit_yeaG__del_yeaG_Nminus__2,0.8520460401000001,-0.3179840674,-0.2498304448
nit_yeaG__del_yeaG_Nplus__1,-3.1206241099,0.0680607626,-0.5270583472
nit_yeaG__del_yeaG_Nplus__2,-3.0348149857,-0.17948294110000002,-0.1991287572
opex__amp__1,2.1676500441,0.1302750161,0.1472493313
opex__amp__2,2.0512713912,-0.1596300381,0.047956456700000004
opex__amp__3,1.1731896188,0.1658226518,0.0048856497
opex__bak_amp__1,0.5524787279,-0.2071805021,0.1211051757
opex__bak_amp__2,-0.4072344351,-0.4612718014,0.06985703880000001
opex__bak_amp__3,-0.9832770359,-0.0931146412,0.0948063879
opex__bak_kan__1,0.4012771372,-0.300354962,0.09534839190000001
opex__bak_kan__2,0.43555374880000003,-0.5372713261000001,0.1212849527
opex__bak_kan__3,-0.6902213818,-0.6758621706,0.011766657100000001
opex__bak_nor__1,-0.4881853733,-0.5875857489,0.0218542192
opex__bak_nor__2,-0.6083823973,-0.2198443578,0.0641189734
opex__bak_nor__3,0.4787520551,0.13267393360000002,0.0936894695
opex__bak_rif__1,-0.0850797719,-0.0759305135,0.23395799850000001
opex__bak_rif__2,-0.17673500220000002,0.3417028449,0.3473359901
opex__bak_rif__3,-0.5534028083,0.1286292396,0.2552135998
opex__chx_amp__1,-0.7167478998,-0.14034712670000002,0.19558740430000002
opex__chx_amp__2,2.1449057303,0.1239865908,0.0780942775
opex__chx_amp__3,-0.32553753300000005,-0.192018194,0.0827455512
opex__chx_kan__1,0.3534627037,-0.1649318831,0.08531647710000001
opex__chx_kan__2,-0.0776912966,-0.3992560734,0.0683397811
opex__chx_kan__3,0.18569133640000002,-0.4345911744,0.0323321362
opex__chx_nor__1,0.17922816760000002,-0.5756144757,0.041588051800000005
opex__chx_nor__2,-0.834763989,-0.5272101147,0.0661939297
opex__chx_nor__3,0.7868458423,-0.2330297475,0.0836960821
opex__chx_rif__1,-0.08440211660000001,-0.2389313059,0.2028686419
opex__chx_rif__2,0.3052684491,-0.18356260870000002,0.09594815250000001
opex__chx_rif__3,0.6002384132,-0.27770929180000004,0.0466177495
opex__ctrl__1,-1.0894654276,-0.0201798784,-0.0352721104
opex__ctrl__2,0.4566572933,-0.0623606583,-0.0051982208
opex__ctrl__3,0.6328081344,0.0825405367,0.0404703311
opex__etoh_amp__1,2.4497861765,0.307599222,-0.1419020717
opex__etoh_amp__2,1.169431446,0.3696053036,-0.16581676110000002
opex__etoh_amp__3,1.8907531858,-0.0048654017,-0.1580853614
opex__etoh_kan__1,0.6586595102,0.0841554167,-0.3063778066
opex__etoh_kan__2,0.1798310857,0.09144969230000001,-0.20130582800000002
opex__etoh_kan__3,-0.3225180849,-0.10797129820000001,-0.2400726229
opex__etoh_nor__1,1.5360549313,-0.0744157175,-0.2335315618
opex__etoh_nor__2,1.2606850694,0.1585127032,-0.3331714316
opex__etoh_nor__3,3.2687938261,0.16163437960000002,-0.2311827622
opex__etoh_rif__1,0.5128124204,0.7241970989000001,-0.4505743619
opex__etoh_rif__2,0.34814441560000003,0.6321722154,-0.2592495852
opex__etoh_rif__3,3.8605370022,0.5033856481,-0.27330260170000004
opex__glual_amp__1,0.39449314150000003,-0.177467692,0.289546627
opex__glual_amp__2,1.6972398379,0.29695826210000004,0.22832999140000002
opex__glual_amp__3,-0.1144020926,-0.2966879897,0.2448821193
opex__glual_kan__1,-0.7889919097,-0.280902185,0.2230650159
opex__glual_kan__2,-0.0514300592,-0.5096608319,0.250966458
opex__glual_kan__3,0.1869755602,-0.3104305416,0.1668667616
opex__glual_nor__1,-0.5767590887,-0.5523653986,0.2636219971
opex__glual_nor__2,0.16229022340000002,-0.2344055246,0.2867584447
opex__glual_nor__3,0.3287646496,-0.09564259160000001,0.24258123110000002
opex__glual_rif__1,0.9549187306,0.9081344036000001,0.3262480634
opex__glual_rif__2,-0.08212572060000001,0.26092130880000003,0.2569448534
opex__glual_rif__3,1.9685896439000001,0.6118722277,0.3693430069
opex__h2o2_amp__1,2.0456875046,-0.3265550996,-0.0842485485
opex__h2o2_amp__2,2.5238223681000003,-0.0513943949,-0.0176511673
opex__h2o2_amp__3,0.9161943372,-0.0927042554,-0.0496011055
opex__h2o2_kan__1,2.8040644109,0.1609054937,-0.0423394543
opex__h2o2_kan__2,3.0381474411,0.2378327647,-0.07734126990000001
opex__h2o2_kan__3,4.6277505718,0.4106916799,-0.1772494862
opex__h2o2_nor__1,2.3574461889,-0.6707856594,-0.014472856400000001
opex__h2o2_nor__2,1.5321834077,-0.22105124410000002,0.0202227366
opex__h2o2_nor__3,4.6856157859,0.6831562691,-0.1294714995
opex__h2o2_rif__1,2.5320062119999998,0.0592698672,0.057304197
opex__h2o2_rif__2,5.1169401795,0.9197659606,0.0698691238
opex__h2o2_rif__3,3.1138369312,0.2317223383,0.0758059816
opex__ippoh_amp__1,-1.1334407002,0.2540667466,0.1716342954
opex__ippoh_amp__2,0.7644834966,0.8136245065000001,0.15123887490000001
opex__ippoh_amp__3,-0.1968072374,0.9981760079,0.0844405057
opex__ippoh_kan__1,-1.4156741759,0.5555310213,-0.008232894900000001
opex__ippoh_kan__2,2.2558891725,0.9468532734,-0.0413576653
opex__ippoh_kan__3,0.1069603367,0.2682856451,0.08964049710000001
opex__ippoh_nor__1,-0.2906519629,0.8895302933,0.0108002233
opex__ippoh_nor__2,-1.571358645,0.8105046847,0.1106661849
opex__ippoh_nor__3,4.3723554028,1.6616055752,0.0643105456
opex__ippoh_rif__1,-1.5923890116,0.0743172913,-0.007623938100000001
opex__ippoh_rif__2,-0.293959332,0.7487468327,-0.0013379936
opex__ippoh_rif__3,-2.2824093999,0.40044524810000004,0.0627265092
opex__kan__1,1.3913708413,-0.2939492012,-0.0198224779
opex__kan__2,1.7249589524000002,-0.4487617109,0.05595172700000001
opex__kan__3,0.0356684605,-0.6590662573,0.0803166057
opex__nor__1,0.5404891759,-0.4933037799,0.0698269173
opex__nor__2,1.4701419401,-0.17103326570000002,0.1851164747
opex__nor__3,0.7615761630000001,-0.2970845956,0.15065093300000001
opex__paa_amp__1,0.7889900034,-0.3724664795,0.1003584425
opex__paa_amp__2,1.140599659,-0.2482580302,0.11164729250000001
opex__paa_amp__3,-0.2581771214,-0.3441402335,-0.046372660600000004
opex__paa_kan__1,0.44588677050000003,0.731238578,0.1951355504
opex__paa_kan__2,0.0741614047,0.6789166327,0.3473883157
opex__paa_kan__3,1.1793474545,0.5457436801000001,0.09609761300000001
opex__paa_nor__1,0.7503957419,-0.647924852,0.0157807697
opex__paa_nor__2,0.3418142295,-0.4514666752,0.0553832026
opex__paa_nor__3,0.1879465639,-0.5739342153,0.1457611932
opex__paa_rif__1,-0.1298928541,0.9340957855,0.167546165
opex__paa_rif__2,1.3717130082,0.8217666878000001,0.3137516315
opex__paa_rif__3,0.1402787985,0.3421716845,0.045438597000000004
opex__phenol_amp__1,-1.0253570538,-0.7719741346,-0.1350408816
opex__phenol_amp__2,1.9672610133,0.0882360074,-0.0494235666
opex__phenol_amp__3,0.3806280447,1.1076971992,0.0367274815
opex__phenol_kan__1,-1.1909708137,0.09483911610000001,-0.1796401523
opex__phenol_kan__2,0.16554656310000002,-0.4624247231,-0.11698985790000001
opex__phenol_kan__3,-1.4865207681000001,0.2083491929,-0.22733901080000002
opex__phenol_nor__1,-0.5211878582,-0.1586305834,0.0735082325
opex__phenol_nor__2,0.7473373531,0.1862223835,-0.1270236979
opex__phenol_nor__3,-1.4204584209,0.2413658085,0.1734025999
opex__phenol_rif__1,1.8475984011,0.4696694974,-0.1675084568
opex__phenol_rif__2,-0.9618106081000001,1.1509812652,0.22395712580000002
opex__phenol_rif__3,0.2462140702,0.5680461097,0.2797558679
opex__pvpi_amp__1,-0.2349286039,-0.6486682125000001,0.0512557099
opex__pvpi_amp__2,-0.0468506865,-0.1389621161,-0.0131328242
opex__pvpi_amp__3,0.2143903432,0.1503680719,0.0183517552
opex__pvpi_kan__1,2.2644053457,-0.0967644993,0.0046496911000000005
opex__pvpi_kan__2,0.49427462250000004,-0.4428784072,-0.0569829494
opex__pvpi_kan__3,1.076010814,-0.1698342895,0.07666078850000001
opex__pvpi_nor__1,-0.96148986,-0.9683911699000001,0.13569493230000002
opex__pvpi_nor__2,0.4523300169,-0.0298563919,0.1211116114
opex__pvpi_nor__3,-0.30849409180000004,-0.038610647500000005,0.053756913100000005
opex__pvpi_rif__1,1.2875728275,0.6445781062,0.2102501722
