,A,AllR
SRX254745,-3.3273969431,-1.083654369
SRX254746,-3.7348515921,-0.25586368460000003
SRX254747,-2.9073474323,-0.9636627002
SRX254748,-4.3695414095,-0.6964120618
SRX254749,-4.6522119497,-0.3527465166
SRX254750,-4.0580272946000004,-0.4113505194
SRX254751,-4.6197406965,-0.2189801282
SRX254752,-4.6099812723,0.2577645434
SRX254753,-4.1594192413,-0.1307388207
SRX254754,-5.5239198883,0.9303670506
SRX254755,-7.7838346314999995,1.3852079154
SRX254756,-5.3612028795,1.229678495
SRX254757,-2.5136815792,-0.8092910972
SRX254758,-2.5653766024999998,-0.6785231521
SRX254759,-2.6058702106,-0.4747448058
SRX254760,-4.2969233723,-0.5211947597000001
SRX254761,-4.6840279913,-0.2407035209
SRX254762,-4.0523702127,-0.31913264690000004
SRX254763,-5.0075976554,0.6452399746
SRX254764,-4.6216844545,0.9058654545
SRX254765,-5.9949188123,0.9220721547
SRX254766,-2.8958015749,-0.5112344622
SRX254767,-3.0366663467,-0.47594961220000004
SRX254768,-3.9215022668,-0.3999853273
SRX254772,-4.0260146498,0.2660723384
SRX254773,-0.2534404489,-0.0886212425
SRX254774,-1.3260542157000001,-0.1738941467
SRX254775,-0.331256369,0.1701935346
SRX254776,-2.6647726934,0.0877678516
SRX254777,2.5054568645,0.2631745954
SRX254778,0.5496815715,-0.4708732601
SRX254779,-1.0609008261,-0.23969424090000002
SRX254780,-1.2421083283,-0.3091629939
SRX254781,1.6164975305,0.3328218703
SRX254782,0.63288918,0.0103183617
SRX254783,1.8925677683000002,0.417478033
SRX254784,2.6679623927,0.3956095649
SRX254785,1.9688718179,-0.0604050623
SRX254786,1.5657536969999999,-0.2297893474
SRX7136401,0.4732744995,0.1137603925
SRX7136403,-0.9320673052,-0.0023561754
SRX7136405,-1.2968593669000001,-0.0832889064
SRX7136407,0.09153461510000001,0.4740643168
SRX7136409,0.1990651332,0.20869632840000002
SRX7136411,0.45879280570000003,-0.11140421700000001
SRX3754949,0.3989222962,0.0676751463
SRX3754950,0.3010950429,0.06290195430000001
SRX3754951,-0.7000173391000001,-0.1305771006
SRX3754952,0.3720477485,0.042652350400000004
SRX3754953,0.4586188573,-0.0020315708
SRX3754954,-0.6782547109,-0.0463851546
SRX3754955,-1.6818102379000002,-0.7064523420000001
SRX3754956,-1.7441200061000002,-0.6428713401
SRX3754957,-1.8769887157,-0.717803866
SRX3754966,0.2468705371,-0.0632149186
SRX3754967,0.06919085600000001,-0.0973756795
SRX3754969,0.29037443490000003,-0.1695938677
SRX1424798,0.0377136522,0.2326122277
SRX1424799,-0.0377136522,-0.2326122277
SRX1424800,0.8136561554,0.1093063229
SRX1424801,0.1755042501,-0.1528381041
SRX1424802,-0.3759859564,0.4594569305
SRX1424803,0.1095685106,0.3233526077
SRX1424804,-0.016176818500000002,1.1373480274
SRX1424805,-0.1692905821,1.0272833093
SRX1424806,0.8264971115,-0.49327348270000004
SRX1424807,-0.12936974040000002,-0.5606668193000001
SRX1424808,0.48802027340000004,1.4990908519000001
SRX1424809,1.1566861033,1.7234884587
SRX1424816,1.2164903453,-0.022939291
SRX1424817,2.8652350885,0.1033763229
SRX1424818,1.7069036190000002,2.339179107
SRX1424819,0.4434415085,2.5137257513
SRX1424824,1.6899244750000002,3.0298459228
SRX1424825,0.5136064606,3.2146605823
SRX1424826,1.3671627551,-0.5450468909
SRX1424827,0.9830032340000001,-0.7532173217
SRX1424828,1.3355453565,3.283078967
SRX1424829,1.4890205763,3.941398726
SRX1424830,2.1231708166,3.9148406402
SRX1424831,2.5149343782,4.0573450297
SRX1424834,3.2913090816,5.0285460609
SRX1424835,3.9839685355,4.805365745
SRX1424840,2.3717539288,3.2376180778
SRX1424841,3.1784516581,3.259799807
SRX1424842,2.7448407947,3.6263719654
SRX1424843,1.5338471129,3.7774286579
SRX1424844,4.5955346618,4.320099641
SRX1424845,3.6383726271,3.9825026145
SRX1424846,3.1610713121,0.1084352407
SRX1424847,3.0007035853,-0.5323233821
SRX5060277,1.7035191771,0.5721916921
SRX5060279,-5.0090436699,2.1600552767
SRX5060281,-1.7035191771,-0.5721916921
SRX5060283,-5.1592586911,2.3295365428
SRX5936089,0.194271476,-0.0828233962
SRX5936090,-0.0698572684,-0.0921796457
SRX5936091,0.2256930529,0.0373552109
SRX5936092,-0.3501072606,0.137647831
SRX5936093,-1.8873407390999999,-0.7587579213000001
SRX5936094,-1.914291438,-0.9850806686
SRX5936095,-1.4731931832,0.2346453672
SRX5936096,-1.6804096432,0.29719208140000003
SRX5936097,0.0636432186,1.5640087154
SRX5936098,0.035907191500000005,1.1351804607
SRX5936099,1.2564434988,1.3992851593
SRX5936100,0.9997513263000001,1.5144872687
SRX5936101,1.4630343656,1.9173800255
SRX5936102,1.7376264263,1.0952783813
SRX5936103,0.8771656885,2.159118625
SRX5936104,1.6622775115000001,2.3785890437
SRX5936105,1.9400194156000001,2.5421646353
SRX5936106,1.5513225707,2.2092823451
SRX5936107,1.9045401084,2.6949148269
SRX5936108,1.9364592693,1.9596933342
SRX5936109,1.7857583299000002,3.0105913011
SRX5936110,2.2072335346,2.7349119078
SRX5936111,2.607624935,2.561644059
SRX5936112,2.7898024281,1.8710492759
SRX5936113,2.2155753446,1.7968607625000002
SRX5936114,2.0947046531,1.9400245933
SRX5936115,2.8728049367,2.839359303
SRX5936116,2.8141899484,2.7270997962
SRX5936118,2.6343833966,2.7213270303
SRX5936119,2.1791584784999998,1.7770399022999999
SRX5936121,2.5143522066,2.2879993837
SRX5936122,2.010292468,2.7606580735
SRX5936123,2.8311294624,2.580504137
SRX5936124,2.8707071806,2.346715465
SRX5936125,3.2237131187,2.40377179
SRX5936126,3.3208360117,2.4605174325
SRX5936128,0.1373073819,0.22595509300000002
SRX5936129,-0.1035301975,0.2993810282
SRX5936130,-1.3446643481,-0.186327496
SRX5936131,-0.7557369237,-0.0504710455
SRX5936132,-2.067791583,0.23844778800000002
SRX5936133,-2.4792554961,0.0530487294
SRX5936134,-2.0182578264,0.39208427570000004
SRX5936135,-1.419383225,0.2113845554
SRX5936137,-2.0038647044,0.064693714
SRX5936138,-2.3256729073,0.1695690931
SRX5936139,-2.1937096767,-0.2046756355
SRX5936140,-1.5437289726999999,-0.5320219546
SRX5936141,-1.991707119,-0.4552396777
SRX5936142,-1.7792520621999999,-0.3138556669
SRX5936143,-1.4910875565000001,-0.12584134730000002
SRX5936144,-1.6269410130000002,-0.3663421978
SRX8557650,-0.0538577874,-0.0620649478
SRX8557651,-0.2378448562,0.1318463878
SRX8557652,0.29170264360000003,-0.06978144010000001
SRX8557653,-2.7107311092,1.1420081626
SRX8557654,-3.0118572976,1.240253765
SRX8557655,-2.8369576055,1.1485800103
SRX8557656,0.0728762039,3.9473658311
SRX8557657,-0.23418914200000002,3.8015592932
SRX8557658,-0.3107812341,4.0733974874
SRX8557659,-1.8989388063,2.9394136154
SRX8557660,-0.892913256,2.7158093673
SRX8557661,-0.7896435841,2.0241148867
SRX8557662,-3.037502233,0.8003032625000001
SRX8557663,-2.3773833250000003,1.0875118897
SRX8557664,-2.0257817043,1.4627336842
SRX8557665,-2.0925118321,1.9618575322
SRX8557666,-2.6268022531,0.8150795693
SRX8557667,-1.9245805259000002,2.1377177932
SRX3405147,-1.0917020129,0.0126330613
SRX3405148,-1.2909785787999999,-0.20910388940000002
SRX3405149,2.3826805916,0.1964708281
SRX3405150,-0.764640351,0.5069738189
SRX3405151,1.5441932713000002,-0.3909462334
SRX3405152,-1.2654750582,-0.25797525930000004
SRX3405153,-0.5888799294,0.0077626157
SRX3405154,-1.0048909277,-0.3252137006
SRX3405155,-0.7110085902000001,-0.2429102249
SRX3405156,-1.2690387078,-0.5830717788
SRX3405157,-0.9215539484,-0.29535311340000003
SRX312063,0.043958673600000005,1.0276184382
SRX312064,-0.3668041913,1.0120485847
SRX312065,-0.4011099603,1.5758940226
SRX312066,2.7190289637,0.0380672959
SRX312067,2.1315911285,0.0693750093
SRX312068,4.4111870936,0.0186080451
SRX312069,4.2727774119,-0.04828645
SRX312070,-0.026475644000000003,-0.040519234
SRX312071,0.026475644000000003,0.040519234
SRX312072,0.5836690680000001,-0.18860672350000002
SRX312073,0.8578357981,-0.2384461568
SRX312074,-0.5941357697,-0.3332430638
SRX312075,-0.5130094995,-0.2692221657
SRX312076,-0.6227569757,0.6917401915
ecoli_00001,0.1412786369,-0.099049832
ecoli_00002,-0.1412786369,0.099049832
ecoli_00003,-0.3632370609,0.05115874
ecoli_00004,-0.8399567884,0.035525751
ecoli_00005,-0.0733012529,-0.29387824500000004
ecoli_00006,-0.2970745225,-0.33163664200000004
ecoli_00007,-0.41656707600000004,0.032878878
ecoli_00008,-0.07712204310000001,-0.014576396
ecoli_00009,-0.0655839913,-0.17660915100000002
ecoli_00010,-0.08519917760000001,-0.10088203700000001
ecoli_00011,-0.12327191750000001,-0.17153404800000002
ecoli_00012,-0.5040389581,-0.17085223300000002
ecoli_00014,-0.7113025151,-0.303571207
ecoli_00015,-0.5693873446000001,-0.23716151200000002
ecoli_00016,-0.42712717580000004,-0.336710226
ecoli_00017,0.0824787151,-0.108043333
ecoli_00018,-0.25292021870000003,-0.146851755
ecoli_00019,-1.3470148639000001,-0.36559617600000005
ecoli_00020,-1.5000636387,-0.46573355200000005
ecoli_00021,-1.7908369941000002,0.153715083
ecoli_00022,-1.6725226322,0.007440333
ecoli_00023,-1.7734262292,-0.472658165
ecoli_00024,-1.7518521777,-0.29902849600000003
ecoli_00025,-0.5074909926,-0.17651612300000002
ecoli_00026,-0.8318735207,-0.321234497
ecoli_00027,0.39571207890000004,-0.406371476
ecoli_00028,0.47306548200000004,-0.43402075100000004
ecoli_00029,0.1842290115,-0.9896189780000001
ecoli_00030,0.6352988391000001,-0.944096664
ecoli_00031,0.6129203522000001,-1.094660425
ecoli_00032,0.46685073120000004,-1.00848273
ecoli_00033,0.9806867442,0.14805864700000002
ecoli_00034,-0.4313283302,0.407488342
ecoli_00035,0.33597784820000004,0.058657469000000004
ecoli_00036,0.3270264872,-0.0072093570000000004
ecoli_00037,0.6920918744,0.12600450200000002
ecoli_00038,-0.5084278754,0.075065721
ecoli_00039,1.0838206444,-0.276011375
ecoli_00040,0.9434796147000001,-0.18819574600000002
ecoli_00041,-0.1058100257,-0.05311606
ecoli_00042,0.028917475600000003,-0.200672546
ecoli_00043,-0.9876248630000001,-0.21025721600000002
ecoli_00044,-0.4288198187,-0.344590722
ecoli_00045,-0.28300406510000004,-0.45486826700000005
ecoli_00046,-0.2497348432,-0.487376668
ecoli_00047,0.0996146816,-0.263532674
ecoli_00048,-0.2534374707,-0.11631999200000001
ecoli_00049,-0.9079758280000001,-0.9732733830000001
ecoli_00050,0.5556436827,-0.27007710900000004
ecoli_00051,0.16637135420000002,-0.48450819700000003
ecoli_00052,0.5375748787,-0.36892805500000003
ecoli_00053,0.45614812460000004,-0.41434703
ecoli_00054,3.3489878714,-0.9481183160000001
ecoli_00055,2.5819558386,-0.969254103
ecoli_00056,1.3944558163,0.15080785
ecoli_00057,1.2887002248,0.083708926
ecoli_00058,-0.5528059839,-0.562491394
ecoli_00059,0.13846291260000002,-0.5452326390000001
ecoli_00060,-0.184994878,-0.040358465
ecoli_00061,-0.050831250200000004,0.030577709
ecoli_00062,-0.4236274984,0.123059286
ecoli_00063,0.6717196116,0.17445421500000002
ecoli_00064,0.4213616236,-0.389454801
ecoli_00065,0.7135286792000001,-0.47818547600000005
ecoli_00066,-0.1678000896,-0.669025941
ecoli_00067,-0.1229366546,-0.645977207
ecoli_00068,0.5694425033,0.26376929200000004
ecoli_00070,1.2270031104,0.042451487
ecoli_00071,1.1080390293,0.060463903000000006
ecoli_00072,0.3097443587,-0.000101212
ecoli_00073,-0.2688559011,-0.11454557100000001
ecoli_00074,1.9146473033,0.14154270400000002
ecoli_00075,-0.5894981271,-0.19452438500000002
ecoli_00077,1.6407564796,0.126880445
ecoli_00078,1.2849068861,0.15797503200000002
ecoli_00079,-0.02829581,-0.11024737600000001
ecoli_00080,-0.46818034610000003,0.540775514
ecoli_00081,2.0100165473,0.01811412
ecoli_00082,2.0894177003,-0.40872647500000003
ecoli_00083,2.4681651837,-0.45393609100000004
ecoli_00084,0.6515526385,-0.346019569
ecoli_00085,0.453086146,-0.578276702
ecoli_00086,1.2911878681,-0.28471820600000003
ecoli_00087,0.8618599157,-0.302560941
ecoli_00088,0.1169252088,0.002146982
ecoli_00089,0.3270392865,-0.020487148
ecoli_00090,0.08136283130000001,-0.24197277700000003
ecoli_00091,0.0066729883,-0.264225413
ecoli_00092,0.0266994285,-0.5353936960000001
ecoli_00093,-0.2084798725,-0.30754721500000004
ecoli_00094,3.976517179,-0.5379059700000001
ecoli_00095,2.7675353216,-0.67502372
ecoli_00096,0.578700879,-0.42697527900000004
ecoli_00097,1.3187595457999999,-0.6921630520000001
ecoli_00098,6.0936011876,-0.331622751
ecoli_00099,6.5157620934,-0.41118632200000005
ecoli_00100,-0.22796332030000002,0.075325529
ecoli_00101,2.5683663224,-1.190189947
ecoli_00102,2.6829984473,-1.106949639
ecoli_00103,1.7152334087,-1.378566412
ecoli_00104,1.4294926143,-1.334563873
ecoli_00105,-0.08309664530000001,-0.060345854000000004
ecoli_00106,-0.0031862592,-0.355093578
ecoli_00107,-0.5077433341,-0.256078165
ecoli_00108,-0.0468223984,-0.7706148610000001
ecoli_00109,-1.468429294,-0.620558794
ecoli_00110,0.2390985169,-0.344736074
ecoli_00111,0.4869201521,-0.308559674
ecoli_00112,-0.0506018415,-0.46312095400000003
ecoli_00113,2.0154556784,-0.777654284
ecoli_00114,2.7658383863,-0.7241155760000001
ecoli_00115,2.0555629567,-0.656002017
ecoli_00116,-0.7056695738000001,0.093432763
ecoli_00117,-0.6965472792,0.17760055500000002
ecoli_00118,-0.2591092513,0.094053918
ecoli_00119,-0.9579234913,-0.034874636
ecoli_00120,-1.3388546916,-0.070193026
ecoli_00121,-1.3044041274,-0.022893241
ecoli_00122,0.1640674741,0.008628549000000001
ecoli_00123,-1.2252726227,-0.017408629000000002
ecoli_00124,0.1910333591,0.058001731
ecoli_00125,0.1516302562,-0.270887882
ecoli_00126,1.5447375534,-0.48968689200000004
ecoli_00127,1.0015849427,-1.2029825
ecoli_00128,1.5586010038,-1.143305028
ecoli_00129,-1.0286235244,-0.139997692
ecoli_00130,1.0902292489,-0.783201479
ecoli_00131,1.1930722733,-0.552777077
ecoli_00132,-0.1696676355,-0.046648908
ecoli_00133,-1.4229509342,-0.675128061
ecoli_00134,1.142560229,0.000887368
ecoli_00135,-0.7437459433,0.397856735
ecoli_00136,-0.9039423633,-0.223866108
ecoli_00137,0.6144739922,-0.200182661
ecoli_00138,-2.7584986254,0.238355283
ecoli_00139,-1.4900270513,-0.149369539
ecoli_00140,0.10977121170000001,0.097897254
ecoli_00141,-0.9813361838,-0.5766757840000001
ecoli_00142,-0.5896798116,0.5049563220000001
ecoli_00143,0.576033962,-0.422158013
ecoli_00144,-1.9570074774,-0.722624357
ecoli_00145,-1.7917346588,-0.137201875
ecoli_00146,1.2623963209,0.023709749000000002
ecoli_00147,0.3950792336,0.061854002000000005
ecoli_00148,-0.9892809329000001,0.19248879200000002
ecoli_00149,-0.0113910313,0.14602109700000002
ecoli_00150,-1.0770999753,0.30961519
ecoli_00151,2.4321541855,-0.28509243100000004
ecoli_00152,2.1059444535,-0.38310402
ecoli_00153,-0.9141632113,-0.41027758200000003
ecoli_00154,1.5075588689,-0.575718536
ecoli_00155,0.2549281444,-0.10565268100000001
ecoli_00157,1.6276536557,-0.038023875000000006
ecoli_00158,1.0567849246,-0.30091418200000003
ecoli_00159,1.8174735242,-0.5436653140000001
ecoli_00160,0.9738856071,-0.13661187400000002
ecoli_00169,0.5475579303,-0.608322275
ecoli_00170,0.9780919778,-0.831242358
ecoli_00171,0.3144807542,-0.057807111
ecoli_00172,0.1510839061,-0.00958894
ecoli_00173,1.6951772575000001,-1.084838794
ecoli_00174,0.1953208153,-0.706660861
ecoli_00175,-0.5670190612,-0.12333005200000001
ecoli_00176,0.24545296360000002,-0.264677999
ecoli_00177,0.2275234887,1.214349453
ecoli_00178,0.5212080109,1.8476541
ecoli_00179,0.0032169945,-0.560263732
ecoli_00180,0.5905520555,-0.5640284160000001
ecoli_00181,0.6760066538,-0.8593785810000001
ecoli_00182,0.5911206664,-0.69970899
ecoli_00183,-0.8393937383000001,0.23317179600000001
ecoli_00184,-0.8275519151,0.31747654000000003
ecoli_00185,0.48502835400000005,-0.511772774
ecoli_00186,0.5593413498,-0.5327512790000001
ecoli_00187,-0.2999349546,-0.274042149
ecoli_00188,0.18183145720000002,-0.24473533300000003
ecoli_00189,0.4425785071,-0.7885953670000001
ecoli_00190,0.4908232402,-0.824976982
ecoli_00191,0.1340583519,-0.276810331
ecoli_00192,-0.21915071330000002,-0.21674389
ecoli_00193,0.2387094419,-0.27621874
ecoli_00194,0.48580525300000005,-0.14206173900000002
ecoli_00195,0.24530864360000001,-0.5846684280000001
ecoli_00196,0.6221491873,-0.07250758
ecoli_00197,0.45151235380000004,-0.10310831300000001
ecoli_00198,0.5119830273,-0.825200212
ecoli_00199,0.6825671936000001,-0.191460932
ecoli_00200,0.6527373005,-0.06730196100000001
ecoli_00201,-0.32321511210000003,0.12023970900000001
ecoli_00202,-0.8106464516,-0.014641709000000001
ecoli_00203,-0.6246543569,0.313278166
ecoli_00204,0.2574480307,0.283205776
ecoli_00205,-0.1580433887,-0.066646859
ecoli_00206,-0.4303305146,0.11693867000000001
ecoli_00207,-0.9061851803000001,-0.15438057700000002
ecoli_00208,-0.3925548665,-0.29253328
ecoli_00209,-0.26014762350000004,0.119452177
ecoli_00210,0.7623724752000001,0.039423562
ecoli_00211,0.1924439652,0.051597636
ecoli_00212,0.23664809950000001,0.008618204
ecoli_00213,-0.9550183884000001,-0.100273148
ecoli_00214,-1.087105401,-0.256829937
ecoli_00215,-0.40915834640000004,0.19482749900000002
ecoli_00216,-0.3486575592,0.19044861200000002
ecoli_00217,0.5103592302000001,-0.274820564
ecoli_00218,-0.2873323205,-0.18869563
ecoli_00219,0.36200490750000003,0.037488124000000005
ecoli_00220,0.013145428,-0.088590785
ecoli_00221,0.1683534726,0.127233552
ecoli_00222,0.4596821446,-0.147892147
ecoli_00223,0.2195006613,0.41387063
ecoli_00224,0.10352372500000001,0.47598679
ecoli_00225,-0.3005827284,-0.01554795
ecoli_00226,-0.5279103833000001,-0.185933162
ecoli_00227,-0.0137417062,-0.251230615
ecoli_00228,0.1152509558,-0.133332904
ecoli_00229,0.5281501863,0.293326798
ecoli_00230,0.9914362524,0.2291879
ecoli_00231,1.1695035331,0.13001654
ecoli_00232,0.8399207183,0.144114346
ecoli_00233,-0.5907766326,0.25691694800000003
ecoli_00234,-0.770536141,0.18215876
ecoli_00235,-1.0545983893,0.94691125
ecoli_00236,-0.8185808818,0.642251487
ecoli_00237,0.5719260406000001,0.034934701000000005
ecoli_00238,0.7970380525,0.022151742000000002
ecoli_00239,0.41357865390000004,-0.180505512
ecoli_00240,0.5778672391,-0.11613058700000001
ecoli_00241,0.2534453805,0.734797233
ecoli_00242,1.2009707807,0.180653545
ecoli_00243,1.3146973398,0.18062075100000002
ecoli_00244,-0.13197607050000001,-0.33073325200000003
ecoli_00245,0.030606949100000003,-0.5074392160000001
ecoli_00246,-1.4463769336,-0.020574012000000003
ecoli_00247,-1.9944314336,0.002038952
ecoli_00248,-1.7285338853,-0.28588536000000003
ecoli_00249,3.6827243723,0.40578348900000005
ecoli_00250,3.3953790934,0.41027816300000003
ecoli_00251,11.5981960895,0.49070869800000005
ecoli_00252,11.6353542008,0.7068804860000001
ecoli_00253,14.3774109962,1.036433434
ecoli_00254,14.0652372763,1.184482979
ecoli_00255,-2.2149488346,0.6113349090000001
ecoli_00256,-2.9772510759,0.787432923
ecoli_00257,7.60301778,0.275297646
ecoli_00258,7.6963076352,0.274206591
ecoli_00259,5.8026695415,1.580193113
ecoli_00260,5.061883895,1.646043823
ecoli_00261,-1.5202462058,-0.175818573
ecoli_00262,-1.0409415226,-0.08097385400000001
ecoli_00263,0.4945612252,0.01596488
ecoli_00264,1.0335101453,-0.22836060100000002
ecoli_00265,0.19025528400000002,0.366034729
ecoli_00266,0.6367679174,0.327563947
ecoli_00267,0.5542709364,-0.578674745
ecoli_00268,0.4307439883,-0.6208750550000001
ecoli_00269,0.360252277,-0.389654834
ecoli_00270,0.17446132920000001,-0.35679560800000004
ecoli_00271,2.3915830174,-0.091708432
ecoli_00272,1.3971381532,-0.11603698
ecoli_00273,0.1051886181,0.24138346
ecoli_00274,-0.15511327060000002,0.441365553
ecoli_00275,0.07685922840000001,0.489253219
ecoli_00276,0.1849742533,0.42962041900000003
ecoli_00277,1.0275383411,-0.151144408
ecoli_00278,1.2868993608000001,-0.049903340000000004
ecoli_00279,0.8324178040000001,0.256350095
ecoli_00280,0.2637761126,0.47858083100000004
ecoli_00281,3.1084949929,0.733356215
ecoli_00282,2.949268384,1.2633783250000001
ecoli_00283,0.23222238250000002,0.205850355
ecoli_00284,0.1669588304,0.17989073800000002
ecoli_00285,1.1444111353,-0.33548286
ecoli_00286,0.7265940018,-0.319688426
ecoli_00287,0.4362242522,-0.186057939
ecoli_00288,0.5594438498000001,-0.199794133
ecoli_00289,0.9356940450000001,0.15362192
ecoli_00290,0.6835857132000001,0.28774817
ecoli_00291,1.2799619264,0.537899848
ecoli_00292,1.4527590348000001,0.24472869300000002
ecoli_00293,1.5694555783,0.37979447
ecoli_00294,1.4079945134,0.42209983
ecoli_00295,1.8860086796000002,0.29878459500000004
ecoli_00296,1.7349464112000001,0.25769332100000003
ecoli_00297,1.0298992442,0.29426528100000005
ecoli_00298,1.0612675345,0.345256538
ecoli_00299,1.1833762516,-0.35533222400000003
ecoli_00300,1.5977718103,-0.36874651900000005
ecoli_00301,1.5126085106,-0.067817441
ecoli_00302,2.0802595345,-0.058345417000000004
ecoli_00303,0.32904249020000004,-0.09455537200000001
ecoli_00304,0.3794811723,0.056975867000000006
ecoli_00305,0.1528202891,-0.052000692
ecoli_00306,0.11861012060000001,-0.228870589
ecoli_00307,0.7910654916000001,-0.342742859
ecoli_00308,-0.3035995888,-0.472422714
ecoli_00309,0.5051807165000001,-0.327294805
ecoli_00310,1.0652269151,-0.291648715
ecoli_00311,0.8671652601000001,-0.38232591400000004
ecoli_00312,0.3817852641,-0.40075545900000004
ecoli_00313,-0.0250225793,0.24937948000000001
ecoli_00314,-0.1622619391,0.270109736
ecoli_00315,-0.3582369024,-0.30902424100000003
ecoli_00316,-0.5952944582,-0.31594220500000003
ecoli_00317,0.1223992319,-0.171015691
ecoli_00318,-0.9635642910000001,-0.44667837600000004
ecoli_00319,0.8685318634,-3.2802e-05
ecoli_00320,0.975553231,-0.0416273
ecoli_00321,1.1971915833,-0.11166174200000001
ecoli_00322,1.3062013228,-0.079181412
ecoli_00323,0.7537371728000001,0.097306718
ecoli_00324,0.5211551476,0.10126436500000001
ecoli_00325,0.8307490151,0.142876013
ecoli_00326,0.4901644927,0.340616275
ecoli_00327,1.5925130208,0.889547064
ecoli_00328,1.7721170291,0.791294067
ecoli_00329,1.4003200991,0.8752149450000001
ecoli_00330,0.9699333786000001,0.860945187
ecoli_00331,2.2298529464,0.795232605
ecoli_00332,1.7673516276,0.701642584
ecoli_00333,2.4765525712,0.703841904
ecoli_00334,2.9075829773,0.697641131
ecoli_00335,0.9756899586000001,0.204590554
ecoli_00336,1.0642368616,0.19268921500000002
ecoli_00337,1.2344879931000001,0.577518014
ecoli_00338,0.3327575642,0.5942624550000001
ecoli_00339,1.1853362539,0.14336832400000002
ecoli_00340,1.0812301759,0.238176563
ecoli_00341,1.0188977994,0.037003913
ecoli_00342,0.8976148518,0.017422396
ecoli_00343,0.9117103276,0.34673720500000005
ecoli_00344,0.41829020250000004,0.30381029600000004
ecoli_00345,1.1211281638,0.488922878
ecoli_00346,0.8546363624000001,0.50106028
ecoli_00347,1.2969659852,0.341456861
ecoli_00348,1.2331092822,0.29775296100000004
ecoli_00349,2.1601155112,0.18385573600000002
ecoli_00350,1.861477591,0.24097609600000003
ecoli_00351,3.4004717380000002,0.717787434
ecoli_00352,2.512091818,0.360031376
ecoli_00353,2.1334168199,0.34095529500000005
ecoli_00354,2.2899527026,0.227510284
ecoli_00355,1.1941771485000001,0.357789895
ecoli_00356,0.8074805607000001,0.39338894300000005
ecoli_00357,2.158744426,0.548573638
ecoli_00358,1.6042140429,0.583344547
ecoli_00359,0.5683190253,0.41124335900000003
ecoli_00360,0.33042138520000003,0.398695167
ecoli_00361,0.5302615982000001,0.26723751700000004
ecoli_00362,0.2309431915,0.49492637600000006
ecoli_00363,1.0194557259,-0.147079553
ecoli_00364,1.3271488766,-0.32163304400000003
ecoli_00365,2.0568371298,-2.019653069
ecoli_00366,0.8536986278,-2.095576254
ecoli_00367,2.5893760909,-2.283372098
ecoli_00368,2.3608039493,-2.137497919
ecoli_00369,1.9704446015000001,-0.446362307
ecoli_00370,1.446975157,-0.37047967600000004
ecoli_00371,1.4628645718,-2.702834018
ecoli_00372,1.3856664776,-2.413434763
ecoli_00373,2.5957485187,-3.056123372
ecoli_00374,2.07429684,-3.118021038
ecoli_00375,0.1709095773,-0.146244242
ecoli_00376,0.43369897500000004,-0.090453111
ecoli_00377,2.0561586322,-2.179479965
ecoli_00378,1.7237091469,-2.23881674
ecoli_00379,-0.1531112788,-2.30982586
ecoli_00380,0.19898718610000002,-2.363278664
ecoli_00381,0.4877141967,-0.641991081
ecoli_00382,0.9642912601,-0.9140005870000001
ecoli_00383,0.4691038698,-2.428566389
ecoli_00384,0.2485604659,-2.738302849
ecoli_00385,0.9390967677000001,-1.926834017
ecoli_00386,0.7335614013,-2.025395858
ecoli_00387,-0.0826029678,-0.6206187630000001
ecoli_00388,-0.4179501143,-0.647761362
ecoli_00389,1.4730694481,-2.706900275
ecoli_00390,2.0712013582,-2.564699709
ecoli_00391,0.6694767999,-2.592277803
ecoli_00392,0.4459627028,-2.390841589
ecoli_00393,0.7805551112,-0.592858208
ecoli_00394,0.0254184395,-0.7928083300000001
ecoli_00395,-0.0861417724,-0.067733451
ecoli_00396,0.061730496100000004,-0.10917820900000001
ecoli_00397,0.8442309029,0.68611207
ecoli_00398,0.6278839356,0.79821972
ecoli_00399,0.7376973457,-0.24921068200000002
ecoli_00400,0.0369549974,-0.43091670600000004
ecoli_00401,0.2659546649,-0.184858131
ecoli_00402,0.38568116700000005,-0.0023738450000000003
ecoli_00403,1.9161963615,1.00603717
ecoli_00404,1.1982324202,0.880723789
ecoli_00405,0.34163366240000004,-0.471934656
ecoli_00406,1.0346654756,-0.508943935
ecoli_00407,0.9475844880000001,-0.304232221
ecoli_00408,0.49049188520000003,-0.058328608000000004
ecoli_00409,0.9270507641,0.6127139420000001
ecoli_00410,0.6425971758,0.6837373280000001
ecoli_00411,1.4715304913,-0.715724519
ecoli_00412,0.8461125604,-0.6967772280000001
ecoli_00413,1.3530583766,-0.284781008
ecoli_00414,0.9185476696,-0.259918141
ecoli_00415,0.3412838264,0.7043868600000001
ecoli_00416,0.8451099315,0.745139592
ecoli_00417,-0.2776790404,-0.534460025
ecoli_00418,1.0480557679,-0.422724782
ecoli_00419,-0.0855853928,0.11989194900000001
ecoli_00420,0.3188844339,0.004414085
ecoli_00421,-0.9787360688000001,0.733233158
ecoli_00422,-0.6480702176,0.762642908
ecoli_00423,2.4482556059,-0.45467096100000004
ecoli_00424,2.5784028315,-0.556499307
ecoli_00425,1.603960037,-0.9558470920000001
ecoli_00426,1.7243574971000002,-0.7648309640000001
ecoli_00427,1.9721625071000002,-0.16668396600000002
ecoli_00428,1.8100006406,-0.18794743400000002
