,Cr_1,Cr_2,Cr_3,Cr_4,Cr_5,Cr_6,Fe_1,Fe_2,Fe_3,Fe_4,Fe_5,Fe_6,Cd_1,Cd_2,Cd_3,Cd_4,Cd_5,Cd_6,Zn_1,Zn_2,Zn_3,Zn_4,Zn_5,Zn_6,Cu_1,Cu_2,Cu_3,Cu_4,Cu_5,Cu_6,Pb_1,Pb_2,Pb_3,Pb_4,Pb_5,Pb_6
ylcE,0.004962118701362391,0.011997595601498238,0.018781345887369936,0.028605650179899533,0.038712597749674636,0.046915756249862696,-0.009115963529570198,-0.022343979963274783,-0.02677967151234624,-0.026985558421500192,-0.01879480680924351,-0.011826907817884924,-0.002994973538167796,-0.0026755791558757576,-0.0016397071710024381,-0.00040807515331350754,-0.003306428285721508,0.0007640598255247322,0.0001186133104394252,0.012923218030635052,0.021116978771560425,0.02626537032415391,0.031732236892352175,0.03777988122395147,0.00022228783430219853,0.004212284142167374,0.009396202080610731,0.011435976110271138,0.01790334758627317,0.02537590653487195,0.0073895846783046315,0.0161457622278954,0.025961447594563102,0.03642619684467178,0.05000796978935454,0.06589075567882813
xylB,0.0008264356458749187,0.00380571659894805,0.017162532202126678,0.030122057824404462,0.035792060297750165,0.036765891619144266,-0.01028050186478885,-0.018279759262112127,-0.020701451314391387,-0.024808431481489687,-0.02129400844279095,-0.009216911097174296,0.009511435388711164,0.01798910531098004,0.027764199179517283,0.03547249219361465,0.03313324328731534,0.046585250252674834,-0.007280983735915835,-0.012668135789760716,-0.00014590805605401743,0.003389203601705857,0.0055943280928132215,0.003324842423910505,0.008266972022871702,0.012373395030809614,0.018280253419397728,0.018784414895935832,0.022731102279678603,0.02947367588775946,0.011543506978997684,0.021786442205792775,0.03669158124217738,0.04941055986184112,0.06423782950916017,0.07481145529499914
apbE,-0.0005848675360830707,0.0018265036843301574,0.008300964327182815,0.013204147932637106,0.015774783679333874,0.020298865146986887,-0.004608697057261592,-0.00612759839140578,-0.005676990616830262,-0.016142131872151928,-0.024551873271204627,-0.035562933715961316,0.008658962941829834,0.016335424833503708,0.02269314398483854,0.03150702050413783,0.03852205920514587,0.048390936088188605,-0.0014936979428574802,-1.7972827518335658e-05,0.0030764694249814355,0.008302445874576667,0.013911507185935371,0.014846046306466094,0.002479862140683675,0.005591812940790129,0.010560923187081466,0.014461849846850285,0.020191651403186173,0.026465646029387637,0.003536348145442346,0.010681273629907112,0.023274759498150832,0.039347331230094325,0.053576304200624314,0.06478337334877929
uspF,0.004270932832191495,0.011507525680107863,0.018998718485897303,0.027575390650632185,0.03529539644161675,0.04164250898195003,-0.0059797640102798545,-0.02095808015703924,-0.04969018505711014,-0.08200413639060575,-0.11437041264733346,-0.14253443279407574,-0.00120479071634906,-0.002153689501492412,-0.0015321404219544074,-0.0011677255548131786,-0.0046296277253199255,-0.0016717901020334108,-0.00849088286070509,-0.018491798044217484,-0.023276673977187426,-0.022381616424279424,-0.02148265307507757,-0.01999193015418,0.0027179446278758892,0.008794472483959441,0.015953089292306728,0.020771778711794704,0.02433967314936693,0.03071479674582313,0.008992875727885288,0.020324435474604368,0.02801961756856907,0.04234778469192962,0.056679731874910676,0.07107771280710526
ackA,0.007963278703866214,0.018398601885269924,0.025730332850799675,0.030569294941097662,0.028100801171037318,0.027575990723899338,-0.009786250898946556,-0.02479637026053621,-0.04657788420942053,-0.07427310070935737,-0.09901904883145868,-0.11330557804149168,0.0019121645310242988,0.006449090639776185,0.01022478970621554,0.0122736741910874,0.01110483875345905,0.013807785753711605,-0.00013540410413992294,-0.002267350435261265,-0.0018284929301596343,0.003420475095650634,0.01336647987681572,0.022748263933032524,-0.0006700439122889313,0.00689633936171517,0.01010752339871258,0.014321108795598416,0.018704204038705808,0.023300235376600423,0.009953093488152329,0.007655324399514754,0.006441033557582188,0.016517252265927655,0.026130071307384414,0.0385426982149723
yggD,0.0035157563418378984,0.0061459563117407245,0.008812166364397746,0.010730342701224931,0.010399897961573278,0.010786518681032291,-0.01491642793665262,-0.04080816996923944,-0.06933388693867472,-0.10632707606110994,-0.14432127803174954,-0.17477517939453868,0.003902078051664402,0.0063603156513390505,0.0062071291572501795,-0.0010361323829499466,-0.009617575922453013,-0.006773663045999029,0.0024527949016721227,-0.0019168688297573058,-0.0033572158517820496,-0.00030103837860487374,0.00688888746594602,0.014316292790504415,0.0012312703746902827,0.005153805201906207,0.01700332327378919,0.02806923295713817,0.04034369219232933,0.058656044552392185,-0.010398506868971594,-0.014027510101697905,-0.010916533450025542,0.0006582903710324599,0.014760760309498737,0.031949560899731125
ygiR,-0.0011520819581839967,0.004337457964823375,0.0156735664770257,0.024701500260031414,0.031984033748674666,0.042751504004880654,-0.011071658039346195,0.010968100124015208,0.06496093240403772,0.11084075905878238,0.13574647402415393,0.15515657766341345,0.00406133018061614,0.010182007294817186,0.017236940537242968,0.022359486619575486,0.024236969795598542,0.03335800650590731,-0.003626093887571253,0.0006483133540043117,0.01592327212353449,0.023273313581677942,0.023425836558384032,0.01659119519891034,0.007534818953503745,0.01467807372657117,0.036280417519976314,0.055676349149461575,0.07073345791823449,0.0844293405169367,0.00421529866188354,0.01434429900057574,0.026418674438404108,0.045549434950889436,0.0630122540216207,0.070367903318485
yncJ,-0.0008185195341909045,0.000866936125226691,0.0022956866559483763,0.0062936943299867045,0.00610893098558974,0.004289407550147872,-0.006963540375070818,-0.0248465639715862,-0.04650148317975844,-0.07545779542603744,-0.10103500331912857,-0.11852036069399335,-0.015576099611860924,-0.0095616597754491,-0.008753135492438497,-0.007904799653426773,0.036532191238322416,0.038801116260176544,-0.0012729806398458162,-0.006240369658269348,-0.006887423356229361,-0.002346287493743739,0.004928482244376635,0.008324068638686578,0.004636123960542317,0.01005718702256452,0.014585920305394578,0.018642773578710456,0.021453326199576062,0.02585475114753653,0.0072770063389040705,0.015234287111991809,0.024219651920191158,0.034137435467017765,0.04360827080284305,0.05414308923534796
narQ,-0.008871556648037305,-0.01247552035125435,-0.014130512474159387,-0.014316876971409563,-0.01845856727640461,-0.013896533629658285,-0.021305818117936533,-0.037678632988358746,-0.04571947037134078,-0.0591608349064507,-0.06423440111553448,-0.06625299856424201,5.358878028804397e-05,0.004759852522483656,0.009842185126925095,0.015208204411052716,0.012681227570147292,0.01618767374875537,-0.005394377630454671,-0.0012339362969758893,0.005858562733732777,0.015632482576565743,0.027264139237639658,0.02993504759269436,0.0025525378187797555,-0.0016193595481107555,-0.0017387143762391706,-0.0004095530406320217,-0.0007499584149852231,0.0027686666838832178,0.006523554704478946,0.01044966402915112,0.022402921101707187,0.034562340912496284,0.04571697496104906,0.05610839010507705
ydeO,-0.004611899677621609,-0.00528935686013316,-0.003961196130404744,-0.004625967477023496,-0.002067023229155701,-0.0006777168041801282,-0.008962994967036095,-0.045923718148821915,-0.10275984259557756,-0.1747979193228692,-0.2532721947196637,-0.3263806835397807,0.005243248086327799,0.011731638082345031,0.01816925326588734,0.02455763910551912,0.02646319950945734,0.033294020681071415,0.0054473125616251615,0.009456760962538831,0.01490702256955903,0.018260932105658757,0.025517226343135555,0.039749237067463014,0.005687327983148096,0.01273374026548842,0.01859527456942969,0.025129917593617216,0.03130511805566365,0.03978603889005505,0.008876980909822026,0.019370040417680867,0.035660889207657316,0.050978534366819886,0.06669282883259782,0.07631287601480757
ynjF,0.0030993618599834405,0.0030572745214288858,-0.002287125197965309,0.00039291985631922835,-0.0004700494598366085,-0.0035097090980638003,-0.00863469505194486,-0.01846964024620061,-0.017490628875010676,-0.018495853658217924,-0.02637213329961977,-0.031116526008459967,0.003647875635350551,0.003153625287326542,0.003305316909977225,0.007034998784378393,0.006817836730134809,0.011141833723627977,0.0023348459242558705,0.0029390533210862137,0.004426070187944365,0.0127283028460311,0.028718319172543718,0.049168958714022284,0.002870671315127945,0.007874425807271603,0.01770814379304129,0.020514956392124018,0.02090768111404104,0.0260042264256034,0.002731929569675233,0.00926523471343458,0.01885492423731469,0.030280034900417856,0.04410465623990936,0.05607769089730101
yddE,0.005239692573768948,0.01030240581565109,0.014674619797188763,0.01974144565942389,0.025763477338111004,0.030556745017025513,-0.010181060035492224,-0.02702205375003837,-0.04015634387086768,-0.05015431284850362,-0.058918378103807664,-0.07038616161957895,0.01286308759159863,0.022629025628028675,0.03062572410306051,0.04362530678471122,0.0502636747485937,0.06199534558439376,-0.003237453604787277,-0.005000616131470253,-0.008186688895468738,-0.004136923843407232,-0.00237777829438412,-0.0018090606796537282,0.002329013476232375,0.003928548724759715,0.014946530352718791,0.024820502815226082,0.031449941787670924,0.03936117213693952,0.00326006620369444,0.013456700180616564,0.023878082632711992,0.03516383090856539,0.04331506482832921,0.057407582778459226
ttdA,-9.658725646934355e-05,0.012645573223284315,0.02367045104259596,0.03858886799573023,0.050359585457049515,0.05220515424672336,-0.0028960282009712762,-0.01833489579629411,-0.02323223502790781,-0.02045511884256394,-0.0017368548494494825,0.007769569245306628,-8.652026578025424e-05,0.0062488701596668745,0.009144968882160728,0.01234251100319791,0.015771269023500813,0.019779116154571032,0.002125858712439053,0.018267772232629355,0.03882574977013718,0.05185860715836395,0.0666539120211896,0.07279646718414892,-0.012272432964592805,-0.011496519404313071,-0.00706156714695523,-0.010153868104411332,-0.005311191834204917,-0.0038323221693390384,0.001031293084747404,0.003621299586938981,0.0051947776054615995,0.0181454316144558,0.022842245445704283,0.01844393721943804
eutR,0.007664431822997945,0.017113333536986162,0.017827782708034437,0.024694848990046262,0.02803926205469408,0.026199738686043847,-0.008947158379487303,-0.035275894570516816,-0.06508824235034548,-0.08974738992357317,-0.11145000730239213,-0.12245263564892347,0.005305388857593153,0.010564838023018686,0.015339756364492476,0.021350322599506085,0.019688620469983733,0.02705599136408906,-0.0029975775054280128,-0.013180899524405541,-0.008042503804358982,0.0006733929663390098,0.011902219067046256,0.024971326266262712,0.0004973971471342332,0.0007424361239591278,0.004668438484410589,0.009518597654726905,0.012380866928494114,0.02395744424754257,0.0006099668137754058,0.00160837387352542,0.004209724183509771,0.007748730642326812,0.013034106961240856,0.02047870265324491
b1788,0.017423276862719512,0.02979024117524168,0.04340263568224263,0.05045114757404895,0.05734823291446897,0.0723053787680242,-0.01590272935860025,-0.010857998170198968,0.10422203169685254,0.3274442709876994,0.5098806972088813,0.6285136930715328,-0.004349960059981028,-0.0077916950624786095,-0.008029679928902904,-0.007536882887718651,-0.009180747286328408,-0.0041744384878614465,0.009848798005683244,0.06747064558311767,0.10316420500391513,0.10621781500205267,0.08692601566749301,0.0671070867496839,-0.002279278403538035,-0.007384202454873786,-0.01318450638797656,-0.01365788435388097,-0.02157811383018476,-0.028606336450952525,0.0019509660984319665,0.015869453958550408,0.034324122339788814,0.03601258988155155,0.0301324065815113,0.025847451522261398
yddM,0.012033919348591184,0.021537271061736536,0.02968778190770076,0.038653128140141296,0.04571268574069399,0.04855699496957384,-0.0031931543552034336,-0.011997979116131171,-0.017220100112788742,-0.016139317110932288,-0.009730086165218569,-0.001296138068447113,0.004640677348977861,0.011787000816294748,0.01751492229539026,0.02712377500936991,0.033437233104724365,0.04415361614594668,-0.0019669149490340087,0.01081953179010273,0.03393106859786446,0.06176075806264664,0.08394449759351383,0.09614644042557834,0.009012980447746788,0.01909257123073505,0.030268998097844564,0.04199120631928811,0.04887158626362858,0.06289536698468652,0.005464333613054642,0.007095116026237762,0.012969733937666364,0.022835650424505832,0.03620001103116813,0.052429467824446484
glpD,0.0003087402883160781,0.003385043530467416,0.008623999724152152,0.014518463513726869,0.01820801230048336,0.018414564177962715,-0.01746380033917037,-0.04196517358838996,-0.06365587540494018,-0.07668887469491288,-0.07779028571420409,-0.07455568772360141,0.005061866122941457,0.005129693787873259,0.002376360518796045,-0.0016635807966682902,-0.011391121981361364,-0.015567770317199884,0.004501443540561836,0.01120674097780922,0.03574509954586889,0.06342633435405648,0.08523145552175825,0.09948810761468943,-0.005183614699339824,-0.006494609877429976,-0.005030640517224714,-0.004261427830778922,-0.004357472262056625,0.0011276910998707554,0.024106788784033408,0.05188131207580995,0.07797110610471644,0.1060252475126186,0.135605079801636,0.1625354366850754
yehS,-0.003633219687100441,-0.005550839786318841,0.00035357327031684767,0.012850335637433105,0.02324785055494143,0.03183113384517693,-0.027276216369482995,-0.05903322665817179,-0.07744873442457216,-0.07994081768403505,-0.09827276175270663,-0.10266076247462542,0.0043301269231982185,0.01178468305485804,0.020521076103907958,0.028513451515459764,0.031302480216565155,0.037436943508945636,-0.001244832130314825,0.00018188776242110259,0.012514864426913068,0.026524822540737243,0.04820540585349195,0.06704293173367906,-0.006771931257448775,-0.0016522502160244384,0.0020992102179902693,0.010484087433854013,0.01863037936729517,0.03192622439069705,0.002262790858573264,-0.008236804199296403,-0.01977662893677439,-0.00922929940236335,-0.0005027013381918079,0.006352922581295913
yoaF,-0.006939261862913233,-0.018548253538761675,-0.0075893985486139934,-0.004062614550064383,0.006255795424300339,0.016633327860346915,-0.033830455679764566,-0.07191775310079286,-0.126452327873424,-0.18288987757236855,-0.23212723137460736,-0.2763466371252704,-0.002741582537056313,-0.00038248684796795136,0.02266667838151161,0.02070071308588341,0.026151747384652042,0.051711305701623515,-0.001445450661160581,-0.0055812029959108715,-0.003726161893450865,0.01576009579736893,0.024935250193053562,0.04773585003013293,0.005289431843300124,0.009099267926121772,0.01371233589269717,0.010981094048672532,0.008248704580121577,0.016120064372175294,-0.01181302918620435,-0.0249279576471729,-0.038280334154104666,-0.04755862710122899,-0.05622008450020172,-0.060910035429028224
cspD,0.009621557364115244,0.015805595381693113,0.02508125902825495,0.02526272229992527,0.028108798360552956,0.018974100534488343,-0.017747494308409884,-0.05156656033710821,-0.10624992793439376,-0.17993534298213376,-0.24489192027481124,-0.2979678316720793,0.0010715421277687825,0.0010218515982194174,0.0002379971889798873,0.004561874235726722,0.0096760855602021,0.007960647784891441,0.003099873760753427,0.021020104437753144,0.050884606015759434,0.06662920997078567,0.08806710219187015,0.11222474939915364,-9.156695589851408e-05,0.008900157784754737,0.01518245426234625,0.014219647717200298,0.01678534950906444,0.021139128317196332,0.004297871471200699,0.01839006334247051,0.04966698013805382,0.08199250950807173,0.12032434776239845,0.15349510569734776
fdhD,0.002067019520072277,0.007631183086032392,0.011300467171458365,0.007623995742138347,0.01817338831170625,0.011766409320291207,-0.017009868876177368,-0.0368673949787992,-0.0608605788172536,-0.09006556666813792,-0.11016529566887236,-0.12378356645886915,-0.004545736898340787,0.00014741695387902358,-0.0063215916590775795,0.015550161048403191,0.01800520300746045,0.0391908131001643,-0.00799039486951095,-0.01533634328750276,-0.015525043710205981,-0.010372525524706758,-0.017639142011962608,-0.01807125736794295,0.0007470766164764689,0.0055720054399631255,0.009139770083821684,0.005172650774782238,0.004353521847812679,0.00828736898270598,0.005446171189862892,0.007997058920739031,0.010620382623503826,0.01622869651464559,0.0218107449728273,0.02689729261387006
yihN,0.011331812657090396,0.021530406822167426,0.029794478374714533,0.04663198362443621,0.07028289530018055,0.09677709657583627,-0.008197169100039549,-0.03893024051653556,-0.08388417064569653,-0.14180158643408838,-0.19720202324247352,-0.25056975098011125,0.0020922111456652087,0.012563976863137332,0.03298212751618891,0.07768501969429624,0.13634281104962445,0.195154745045416,-0.012669213132664623,-0.009691092512054016,0.002193604779387596,0.008347433959702468,0.02322662062746621,0.0298132956153404,0.007806856368890484,0.014883563931011881,0.02491218052218324,0.03497526376450655,0.036946053538633776,0.032333572732500225,1.0670380522042747e-05,0.001977783919913751,0.009693121419384944,0.02269390443105028,0.025097556047714912,0.029335080568865607
yoaA,0.001203187428441866,0.013527407358681432,0.02243666500891791,0.04108701891114516,0.06312914260142555,0.062037468651560325,-0.017722373377688085,-0.029554099799319982,-0.039683069589059414,-0.05487075261117648,-0.0681132672586694,-0.08026184973370652,0.003273139107937375,0.008878924938771932,0.02242039336795974,0.03106043725090488,0.031040284727355812,0.032693481588584775,0.0018979913115161828,-0.0038499129505861437,0.018581704011978745,0.04902982854182319,0.0747043287344609,0.08212688336737667,-0.003431114350456765,0.00596482378115635,0.012433187248075316,0.010214270516923444,0.012533108267356487,0.017946646733899854,0.0012160182315095738,-0.0018049581205836426,0.007984365427604764,0.016334885924781283,0.02574571924202484,0.039946199015230464
ycaC,-0.00651133245222965,-0.003633578625165782,0.0053659172103636965,0.022475233476489158,0.04236179155369235,0.062315234120226964,-0.01083192524700379,-0.030658777385818507,-0.06654120860879517,-0.10970080926233362,-0.14419903646624796,-0.1675017734010214,0.007853525549732348,0.015304000828488316,0.023851703849068973,0.03359827234613391,0.040978114287099285,0.04841076874408159,-8.538679647005604e-05,-0.0011986792938166227,0.0011676546915770595,0.014636297831806247,0.02289107456618368,0.034020799276355124,0.004873672394594197,0.016086636978915696,0.03365907763084304,0.0433098248586301,0.04556819432656496,0.049064572098840686,-0.00032381228547432965,0.0013018637575997207,0.011096054167283258,0.0268259321208182,0.03593639151023141,0.04369578036982937
aldB,0.0018238472774567524,0.002584283838624976,0.01182782977363895,0.02088807678868336,0.021919432540758132,0.033701727279443226,-0.018191805751091413,-0.04484114614328792,-0.0686249739197341,-0.10443643503138024,-0.1297385439850538,-0.1454749964906742,-0.006508673595702841,-0.008739127121258818,-0.006885343698961302,-0.01016696670165938,-0.010978698888729592,-0.010891214683726792,0.011460574119872944,0.018923554630095044,0.031195699821046686,0.05954798745352051,0.07648719560874871,0.07516418644441958,0.005370671882694553,0.009074127332205443,0.012023406765113622,0.022388243301373668,0.035821360853779134,0.047383540164975736,0.0026787076063851463,0.014126404728486931,0.024042595226964742,0.042746159301732006,0.057002677884715976,0.07071087823004553
zraS,0.2760025880166265,0.5146362770640055,0.1886390466238516,0.5182938388216765,0.5596751702711744,0.6917933840185566,-0.16453538773320436,-0.19370618855105254,-0.15828087848278893,-0.09223850606503704,0.4186750323989788,0.5093463614296002,0.11420824612684395,-0.024315162915464403,-0.05425260921951857,-0.14795059772679595,-0.2612230296210036,-0.3539702921120343,0.003937615460827722,0.01973958330383518,0.0592752949561562,0.10283364240203399,0.11409275757447468,0.14689233532915372,0.005664056822039897,0.029793153161986833,0.09405210228411257,0.16846985504812115,0.22145842732826576,0.2614970841596453,-0.015423309558644462,-0.045740019054208284,-0.02520063937959261,0.01603231831820541,0.004522092003615361,-0.04077059786376433
nudB,0.004418262146065905,0.007265369432382392,0.01564163995162384,0.018832372343921714,0.02015572891621481,0.02271973309288093,-0.01287012543040883,-0.031495884982549516,-0.04323438450463631,-0.06333017484257808,-0.08640180864215782,-0.11002767952026336,-0.007752652098640442,-0.005807301439728798,-0.007081126331063125,-0.0028718128404163637,-0.008623149871724725,-0.011566426468670371,0.00305717647862115,0.0360257493855846,0.08108747339822735,0.12784954720229955,0.16370971574340498,0.1913492554876092,0.004028811032727235,0.010828439463851751,0.01877463805976611,0.030233036099933577,0.030633943553304774,0.034574376847173724,0.002045662486084423,0.0053084234355101675,0.012004643127588395,0.02417966863517808,0.033483563292312814,0.04489002971591794
yebR,-0.006466468034723129,-0.00112509702818624,0.010815500879813698,0.02258278191504246,0.024952809016118557,0.026886122761319967,-0.01808126894565592,-0.038715223987603735,-0.05758707818248208,-0.06459934883451303,-0.06072319219006416,-0.0524648960687634,0.009400589026063104,0.01497625339408931,0.022754846766777508,0.02764418201362348,0.04240976437149913,0.05683711502835149,-0.0008812440242752705,0.0016607179227276251,0.01862891153528692,0.04158393913329205,0.0782013141992095,0.10503306605143334,0.015012919030396669,0.024800178610397357,0.03583938250260918,0.04799900897042831,0.058114575338897766,0.07418961297072207,0.007518472512343527,0.01947935545540459,0.03713861158647412,0.053572549050515936,0.06685322244237596,0.07913065602280331
yfeC,-0.005550535980181114,-0.0056858782611695045,-0.0021102019186615218,0.0017720428900519574,0.008955172703099127,0.005604356140637031,-0.01926591181360157,-0.03672028357708849,-0.037389793519284065,-0.02071208782855672,-0.002064376365470351,0.01642010269480601,-0.000686550676966046,0.0022069186819721463,0.0054305880757282024,0.007630860517175787,0.011950691862508038,0.01622814643778113,-0.0043082509123212025,-0.0004066680975623145,0.011166214874031249,0.03891737851466098,0.06280277385260592,0.07844049958213635,0.005868282067143069,0.015127004788976344,0.026529207710832704,0.04149182885969403,0.0536227578262096,0.060262854806299386,-0.011742115579038502,-0.013457305705823172,-0.01298569773964738,-0.005459231457411571,-0.0007735341538421849,0.006941484882265186
nrfA,0.0011146085344932713,-0.002696849694489629,-0.007259044146573252,-0.00062870022925977,0.008991911210494785,0.01816410742232066,-0.017700932361200388,-0.04086950919516245,-0.06632453739424524,-0.08388891012630265,-0.0970313902296914,-0.11182985878287388,0.004229881883398518,0.00945897304434073,0.010555419529598882,0.015879258636381698,0.016480801362408547,0.025603013256105155,-0.015574621959457918,0.008516515733550608,0.0019017775048548531,0.014715995358198975,0.010765098516151714,0.024361391659613044,0.0023629553411388853,0.0016106628510026925,0.011567284796672184,0.02085437207998281,0.027384986446705364,0.03856057467650019,-0.00014181784776020527,-0.0015175782862358641,0.009664150384479974,0.012285323404825988,0.02279444914523753,0.03565907284060403
cpsG,0.003714966331008834,0.0004994282322527727,0.006762713183055844,0.007746447679723494,0.009436298036350816,0.010022969526771756,-0.017034333572934438,-0.021290968388462683,0.002903606864597908,0.03263769111549898,0.049093860320580406,0.06874540987099863,0.0048958630672692105,0.01497745704561756,0.016088506406123422,0.023439394067831992,0.02117730289892401,0.02257304619945294,-0.02503797124489054,-0.044625324611647546,-0.08134371476315222,-0.07269458325354226,-0.11935606474410256,0.004580528372642207,0.009352842232815557,0.019787541072549045,0.022163033163599,0.02847984528865545,0.038350524073366365,0.041146756821241116,0.002575230281840289,0.008950542435366816,0.02041962764241593,0.031190869031512875,0.044857662847653364,0.040323377965965086
yohL,-0.008296177771557216,-0.0076409915378941205,-0.007409261242291587,-0.011068207608301048,-0.01811961791721216,-0.02646688600894541,-0.0164956381707237,-0.040563841618257344,-0.052917665470121535,-0.07016057914855969,-0.0829822702257725,-0.08876133851291894,0.0019276813284062426,0.012188585481907464,0.02085744572358179,0.02953848817088342,0.0352916132809347,0.05208406579446275,-0.16624644055043758,-0.20028665896626335,-0.2072302531426635,-0.19149617039809969,-0.07536909574867183,0.04549691576287356,0.001218069225309592,0.007354231440236145,0.0034279273087749586,0.003491857709511557,0.004695911982385432,0.0074151105563063,-0.025052246670907274,-0.052667369711587315,-0.07900644643099147,-0.0961877704189718,-0.09585404211274147,-0.09177637444396734
srmB,0.0012957403469537482,0.011199322972454791,0.021566083917938374,0.03638330487956865,0.05021925999667128,0.06666049421066078,-0.003600602331036183,0.030448283689246517,0.09188543387524507,0.14347166165424574,0.19191107906001406,0.2302128629009796,0.00038053728844846,-0.002793089101839813,-0.0014552720901714869,0.001727466989989177,0.005360065588880659,0.016224809203147738,0.007793784725253856,0.040511278526907966,0.09565892370042954,0.12809605131799962,0.13366714290434015,0.12634663946961985,0.011614756410559387,0.0252666786827922,0.0413690850397154,0.06210508902357291,0.07788339325429533,0.0961703572787522,-0.0024012457828812782,0.0026444227205776783,0.012505425749238887,0.025892584335856842,0.036570850466819384,0.05071902768092989
tktB,0.0007265401194618009,0.005550406619648504,0.00918211635287166,0.015030124612056262,0.018965113454761557,0.0192351863149218,-0.027325638123587348,-0.05553891833913313,-0.09343702908687293,-0.13672403061610444,-0.150592969466688,-0.15823453579884966,0.0012300642479007892,0.006116403895997393,0.012597585653211944,0.017777647819454886,0.013524341009910387,0.019105468508979512,-0.02019528164810016,-0.01768771483871542,-0.02572995338075882,-0.031080085697801,-0.01634062425476229,0.029724285515982506,0.0008665552050956452,-0.003407215357858328,-0.004966670500070899,-0.006190973232089702,-0.016635126647341562,-0.018402291255037586,0.0036497126593496546,-0.005752532920597153,-0.006627057878990547,-0.0048949001415722285,0.005418739743971932,0.017101203878719683
pyrG,-0.0058148144415108675,0.0018723352730330614,0.015114295502467562,0.022547567501616187,0.029173026587411336,0.03604837824842096,-0.006902558948654228,0.014075942011024318,0.052707730609134085,0.08434890397346954,0.11548249207150353,0.13077887605721328,0.004030801162018681,0.009701557949168271,0.012106227405974971,0.02011757017278617,0.019456211256316296,0.020189546567923062,-0.005055194683529843,0.02848102187754841,0.07800366567090193,0.12323170244582747,0.15370920308169084,0.16780334841765007,0.0006428698080504975,0.01322817091401412,0.026403203646853755,0.04310892871887506,0.056458196290811134,0.0652664290067903,0.0009412256118745346,0.006508589346869743,0.006557386494417546,0.010951426848311656,0.011116474016041709,0.02423754657277241
cspG,0.007558789730686853,0.008921461919236836,0.003816614219721919,-0.002867793808915964,-0.011571476211008349,-0.016979309566900733,-0.016924197644429106,-0.03744342472074429,-0.045990378621921034,-0.06381086710284832,-0.08048612474314494,-0.0961485908316894,0.016096197314408763,0.03843419587039831,0.05299669830558565,0.06441617219613857,0.08590916710517513,0.09769795055246427,-0.0055921873842447786,-0.005099872949028517,0.016814346083672573,0.03124519165592437,0.011895387712471455,-0.007409818932660446,0.0022503688946793133,0.00031610567474569634,0.01738992357839517,0.035897202579751465,0.046905732371646455,0.061984924620956186,0.009561874224122895,0.025412994128320286,0.03251148298980492,0.052051431867194464,0.06897089391122656,0.0873067428440458
trxC,0.004446166686893031,0.00968539676381063,0.005987101608603455,-0.0010830878963212717,-0.0034968639771289665,-0.010535750099556663,-0.01320758440107133,-0.03770589842687777,-0.05323219680710297,-0.06852455239833509,-0.08268223520216131,-0.09688822519501324,0.007417228188566821,0.015561557922129491,0.029486824020553557,0.04113536342117812,0.040846323719608967,0.04153246414431581,-0.03020127186492817,-0.03915965260153726,-0.026115034661598337,-0.012706248845215241,0.00022607017233417027,0.03537319188760533,0.00014899118885422247,0.006075631196766317,0.013697674210734234,0.02171654405769486,0.026040221593132046,0.02685082790399777,-0.0021607759143690104,0.0032260737029291965,0.01652298796552161,0.025650208209688368,0.04217940049846882,0.060346955592772776
pfkA,-0.002977169710075951,-0.0039087831711459645,0.0028108461654227854,0.011126309877999832,0.015056717356430544,0.014258900144549103,-0.013838248405856492,-0.0315200403020405,-0.044063163071360725,-0.06913122738787597,-0.08445768794945824,-0.10350735757580896,-0.005194139373531178,-0.011946473335162671,-0.016315136300722087,-0.022577963547280862,-0.02315692026572845,-0.014934816825317809,-1.9335312909570105e-05,0.007500976792344103,0.02882284690225148,0.05147041823782661,0.06926807791896378,0.08229081180029303,-0.0034995302439077038,-0.0009837002619440694,0.0016640051052749833,0.007291616968049726,0.0063066171617858656,0.01170990904195381,0.002591045961166553,0.00900698542383171,0.018884915666169674,0.014546720603772047,0.01564182062672895,0.024991897221524558
gcvA,-0.009700642576739565,-0.018239602738625543,-0.02057901790410209,-0.019028300161501758,-0.019794942955311003,-0.02487402433730576,-0.008499346317968887,-0.007100064525174392,-0.0020942622504103443,-0.003039352458645453,0.005801187546975084,0.018209490964437,0.001263695632149045,0.0035447031259768697,0.005181648509124176,0.001395939760640458,-0.010099621997659163,-0.015401360656803956,-0.02461444373996893,-0.05111217544729245,0.002859632255147576,0.04738891991322517,0.05043979576814653,0.016932804522586904,0.0027207401168426533,0.006780153198566539,0.014964107095663832,0.029252905077928264,0.04572369578506153,0.04928549142472863,6.392620396485744e-05,0.01920255161472276,0.025807494380638736,0.038295174050284174,0.06768414326286418,0.07684651823351939
