,A,YhaJ
ml_abx__dox__3,-3.8135753548,-1.7127287764
ml_abx__glob__1,1.9335483671,0.7737788545000001
ml_abx__glob__2,1.4290994007,0.5330371168
ml_abx__glob__3,-0.8119206922000001,0.0126619535
ml_abx__lvx__1,2.4954042945,0.15542433790000001
ml_abx__lvx__2,2.2540294424000002,-0.46400229200000004
ml_abx__lvx__3,-0.4086114397,-0.6619181122000001
ml_abx__mec__1,1.1708227965,0.35502442970000003
ml_abx__mec__2,0.21558913100000002,-0.0923214019
ml_abx__mec__3,-0.5264425327,-0.38630491780000004
ml_abx__mem__1,1.1720756556,0.694408164
ml_abx__mem__2,0.2116586796,-0.1677894064
ml_abx__mem__3,-1.830609487,-0.5128468860000001
ml_abx__nit__1,7.7969014776000005,0.4336928728
ml_abx__nit__2,9.0349242583,-0.1181880376
ml_abx__nit__3,5.6161736673,-0.1423504667
ml_abx__ntx__1,32.9562921809,-2.0593519175
ml_abx__ntx__2,32.6117498483,-0.6279005536000001
ml_abx__nor__1,2.2698626173,-0.1478261798
ml_abx__nor__2,1.8399276375,-0.6534953972
ml_abx__nor__3,-0.0660566338,-0.6261708615
ml_abx__pb__1,2.6035389977,0.695141868
ml_abx__pb__2,3.1072638051,0.5115584296
ml_abx__pb__3,2.2502007622,0.5687626452
ml_abx__tmp__1,1.4080216156,-0.10584658820000001
ml_abx__tmp__2,1.0188279966,-0.9727291715
ml_abx__tmp__3,-0.3890325753,-0.9278748892
mut_abx__del_mutS_000nor__1,0.49535028470000003,-0.10950018410000001
mut_abx__del_mutS_000nor__2,-0.3481643534,-0.1052953305
mut_abx__del_mutS_000nor__3,-0.14718593130000002,0.21479551460000001
mut_abx__del_mutS_125nor__1,-0.9000764542,-0.3047939203
mut_abx__del_mutS_125nor__2,-0.22614867090000002,-0.2397224902
mut_abx__del_mutS_125nor__3,-0.062279690500000005,-0.2906778922
mut_abx__del_mutS_250nor__1,-0.8001568481,-0.1290912521
mut_abx__del_mutS_250nor__2,-0.7651132269,-0.367781845
mut_abx__del_mutS_250nor__3,-1.0574132195,-0.21039493180000002
mut_abx__del_mutS_375nor__1,-1.1844528378,-0.296734644
mut_abx__del_mutS_375nor__2,-1.602455865,-0.1203975372
mut_abx__del_mutS_375nor__3,-1.1208971786,-0.0906894978
mut_abx__del_mutS_500nor__1,-1.2420146596000001,-0.1998510246
mut_abx__del_mutS_500nor__2,-1.6966005768999999,-0.0162204034
mut_abx__del_mutS_500nor__3,-1.5131667590000002,-0.2711985408
mut_abx__del_mutS_625nor__1,-2.4614379322,-0.1421574903
mut_abx__del_mutS_625nor__2,-1.3990532597,-0.06347416680000001
mut_abx__del_mutS_625nor__3,-2.0811788048,-0.1564882772
mut_abx__del_mutS_750nor__1,-1.8251993894,0.1667668545
mut_abx__del_mutS_750nor__2,-2.0610649729,0.2996778117
mut_abx__del_mutS_750nor__3,-2.0554503353,0.21813871680000002
mut_abx__del_mutS_875nor__1,-1.7230586139000001,0.037152515500000004
mut_abx__del_mutS_875nor__2,-1.8800694897999999,0.09818289420000001
mut_abx__del_mutS_875nor__3,-2.1063143651,0.0137758715
nit_yeaG__wt_Nminus__1,-0.3860192197,0.0698883745
nit_yeaG__wt_Nminus__2,0.3860192197,-0.0698883745
nit_yeaG__wt_Nplus__1,-6.6585608119,-0.8418054401
nit_yeaG__wt_Nplus__2,-3.4857322369,-1.0743026879
nit_yeaG__del_yeaG_Nminus_24h__1,16.6145191928,-2.1462785661
nit_yeaG__del_yeaG_Nminus_24h__2,18.6667170343,-1.1541899811
nit_yeaG__del_yeaG_Nminus_24h__3,16.7416527783,-0.0173387032
nit_yeaG__del_yeaG_Nminus__1,0.8498804579,0.0688308498
nit_yeaG__del_yeaG_Nminus__2,0.8152875141,-0.2403696821
nit_yeaG__del_yeaG_Nplus__1,-6.4349641137999996,-0.8436675294
nit_yeaG__del_yeaG_Nplus__2,-3.305545926,-1.2589861149
opex__amp__1,-1.0890774169,0.36988146720000004
opex__amp__2,-0.0763265991,0.2001900408
opex__amp__3,-0.6755687196,0.3526017054
opex__bak_amp__1,-0.3510008456,0.296444399
opex__bak_amp__2,-1.3798281308,0.4207179399
opex__bak_amp__3,-1.4087932045,0.45952838030000004
opex__bak_kan__1,-1.6226286123,0.5820573318
opex__bak_kan__2,-0.8821584786000001,0.23739891770000002
opex__bak_kan__3,-1.7227964431,0.4081681488
opex__bak_nor__1,-0.6776274050000001,0.4256386997
opex__bak_nor__2,-0.5682945237,0.31618741240000003
opex__bak_nor__3,-1.2821854543,0.34936816260000003
opex__bak_rif__1,-0.40404033770000003,0.2023195018
opex__bak_rif__2,-0.48278137050000003,0.3386640718
opex__bak_rif__3,-0.9072670407000001,0.0978992874
opex__chx_amp__1,0.1382596426,0.1685447631
opex__chx_amp__2,-0.1862857184,0.0524241277
opex__chx_amp__3,0.7254572762,-0.021092035500000002
opex__chx_kan__1,-0.0782550769,0.184942552
opex__chx_kan__2,-0.2866888362,0.1491945999
opex__chx_kan__3,0.0935283263,0.11194967300000001
opex__chx_nor__1,0.08967150680000001,0.1218081131
opex__chx_nor__2,-0.0425645345,0.1446293093
opex__chx_nor__3,-0.4348024374,0.1050047055
opex__chx_rif__1,-0.4219416324,0.16727509240000002
opex__chx_rif__2,-0.48679570440000003,0.2920091027
opex__chx_rif__3,0.3525597949,-0.031381580900000004
opex__ctrl__1,0.2548298747,-0.0900447761
opex__ctrl__2,0.1202556583,-0.0804545646
opex__ctrl__3,-0.3750855329,0.1704993407
opex__etoh_amp__1,1.2784928384,0.1859918012
opex__etoh_amp__2,1.4778892097,0.2200010407
opex__etoh_amp__3,2.3182303104,0.075944379
opex__etoh_kan__1,1.1551181906,0.0949196727
opex__etoh_kan__2,1.3928722681,0.11286829820000001
opex__etoh_kan__3,0.8969467747000001,0.1139372721
opex__etoh_nor__1,0.9121550409,-0.096852559
opex__etoh_nor__2,1.2512493117,-0.2183024376
opex__etoh_nor__3,1.7261003795,0.1327171561
opex__etoh_rif__1,1.5095357665,-0.2320189929
opex__etoh_rif__2,1.2091022609,-0.2264337669
opex__etoh_rif__3,1.0638170498,-0.058517011
opex__glual_amp__1,-0.5477653419,0.0206050584
opex__glual_amp__2,-0.9125120451000001,0.0280531283
opex__glual_amp__3,-1.111668345,0.3655777582
opex__glual_kan__1,0.022671575700000002,0.2663559358
opex__glual_kan__2,-0.5172348429,0.2841466878
opex__glual_kan__3,-0.20913337510000002,0.3133337391
opex__glual_nor__1,0.1164871927,0.2016134383
opex__glual_nor__2,0.3189500214,0.0225088233
opex__glual_nor__3,-0.3172650099,0.0411328739
opex__glual_rif__1,0.127770808,0.10306883630000001
opex__glual_rif__2,0.4746856373,-0.0367752946
opex__glual_rif__3,-0.058081278300000004,0.09786641830000001
opex__h2o2_amp__1,-0.8999990049000001,-0.0900011064
opex__h2o2_amp__2,-0.9973304672000001,-0.2613980581
opex__h2o2_amp__3,-0.9942973959,-0.29083904720000003
opex__h2o2_kan__1,-0.2110648956,-0.0211724721
opex__h2o2_kan__2,-1.1561846033,0.0218350276
opex__h2o2_kan__3,-0.9630065975000001,0.19292910700000002
opex__h2o2_nor__1,-0.8339549121000001,-0.2463930506
opex__h2o2_nor__2,-0.0092980779,-0.0868143165
opex__h2o2_nor__3,-0.2906104925,0.0313104624
opex__h2o2_rif__1,-1.1131889711,-0.9376483733000001
opex__h2o2_rif__2,-0.3019345645,-0.4604689397
opex__h2o2_rif__3,0.2867105059,-0.47986687920000004
opex__ippoh_amp__1,0.9851950114,0.2571324491
opex__ippoh_amp__2,2.0829520671,-0.2230293707
opex__ippoh_amp__3,1.1822250994,0.0807552678
opex__ippoh_kan__1,1.6636470731,-0.057372865
opex__ippoh_kan__2,0.46146361890000004,0.0924429175
opex__ippoh_kan__3,1.6360159857,-0.1368052307
opex__ippoh_nor__1,0.9396568265,0.0844548237
opex__ippoh_nor__2,0.9761709935,0.0848747458
opex__ippoh_nor__3,0.7111944213,0.1903967171
opex__ippoh_rif__1,1.1188236769,-0.4332578275
opex__ippoh_rif__2,1.014693237,-0.40194502330000004
opex__ippoh_rif__3,0.6793564443,-0.4870853048
opex__kan__1,0.3450637817,0.0095402278
opex__kan__2,-0.14720563920000002,-0.09696447350000001
opex__kan__3,-0.12254723840000001,0.1210961264
opex__nor__1,0.5845461882,-0.0930991323
opex__nor__2,0.443173639,-0.0822493002
opex__nor__3,0.48773000990000004,0.0051395443
opex__paa_amp__1,0.2320989094,0.1841940894
opex__paa_amp__2,-0.15496676880000002,0.21793949210000002
opex__paa_amp__3,0.4949299145,-0.0408055198
opex__paa_kan__1,0.2582137968,0.0198267066
opex__paa_kan__2,0.0452567318,-0.03683634
opex__paa_kan__3,0.5853316097,-0.22779179
opex__paa_nor__1,-0.7050467593,0.18644524610000002
opex__paa_nor__2,0.29388497680000003,0.0029216230000000004
opex__paa_nor__3,-0.8228896772000001,0.18683005600000002
opex__paa_rif__1,0.5788146071,-0.2544588723
opex__paa_rif__2,-0.4308866109,0.12443834070000001
opex__paa_rif__3,0.508923636,-0.48290650830000004
opex__phenol_amp__1,-0.0747987321,0.0828252954
opex__phenol_amp__2,0.6507668374000001,0.2902056288
opex__phenol_amp__3,-1.0677937784,0.4475310576
opex__phenol_kan__1,0.6821267944,-0.1028279575
opex__phenol_kan__2,1.8740895606999999,0.1937851864
opex__phenol_kan__3,0.30463730510000003,0.3175447229
opex__phenol_nor__1,-1.0626024765,0.5183073636000001
opex__phenol_nor__2,0.8537683504,-0.1542013667
opex__phenol_nor__3,-0.4023402646,0.2440634857
opex__phenol_rif__1,0.7628367055,-0.6972715949
opex__phenol_rif__2,-0.13003257470000001,0.3883095867
opex__phenol_rif__3,-0.3902272687,-0.18441512140000002
opex__pvpi_amp__1,0.5310927466,-0.0482689592
opex__pvpi_amp__2,0.7584670899,0.1881918474
opex__pvpi_amp__3,-1.6096864791,0.0003503339
opex__pvpi_kan__1,-0.5639729214,0.2026310231
opex__pvpi_kan__2,-0.0907430288,0.0784877782
opex__pvpi_kan__3,-0.343561759,0.0458694075
opex__pvpi_nor__1,1.1378456993000001,0.1967591304
opex__pvpi_nor__2,0.0593800331,-0.0744147971
opex__pvpi_nor__3,0.4978100211,0.1982766491
opex__pvpi_rif__1,-0.9202502714,-0.034749028
opex__pvpi_rif__2,-0.0478966843,-0.2209389297
opex__pvpi_rif__3,0.6913921411,-0.0181969139
opex__rif__1,0.14880280410000002,0.0673340695
opex__rif__2,0.1182904149,-0.052282875300000003
opex__rif__3,-0.6937393795,-0.2242167393
opex__naocl_amp__1,-0.5723884451,0.1613847195
opex__naocl_amp__2,-0.5474398944000001,0.0284479739
opex__naocl_amp__3,-0.7826028892,-0.1003435562
opex__naocl_kan__1,-0.50536546,-0.015261544600000001
opex__naocl_kan__2,-1.2731848126,-0.0034669523000000002
opex__naocl_kan__3,0.0481039791,0.08020418950000001
opex__naocl_nor__1,0.0468871573,0.028773408900000002
opex__naocl_nor__2,0.2018135111,0.0518819503
opex__naocl_nor__3,0.22777870100000003,0.1157940702
opex__naocl_rif__1,0.03302624,0.2999633735
opex__naocl_rif__2,-0.5824171433,0.273377607
opex__naocl_rif__3,0.0724706255,0.1422380647
phage_lysogen__wt_ctrl__1,-0.3117266718,-0.18187134
phage_lysogen__wt_ctrl__2,-0.1892596043,-0.098424036
phage_lysogen__wt_ctrl__3,0.5009862761,0.28029537590000003
phage_lysogen__O104_H4__1,-0.38290582510000004,-0.2501264608
phage_lysogen__O104_H4__2,0.38601410550000004,0.0467011508
phage_lysogen__O104_H4__3,0.7022131299000001,0.3548153438
phage_lysogen__O157_H7_PA8__1,-0.8234166323000001,-0.4618993008
phage_lysogen__O157_H7_PA8__2,0.7056772253,-0.1938030846
phage_lysogen__O157_H7_PA8__3,0.47947252690000003,0.0997109967
phage_resist__ygbE_oe__1,0.0311707737,-1.4669239414000002
phage_resist__wt__1,-1.2526293456,-1.7998267707000002
phage_resist__wt__2,-0.1045719658,0.4881338174
phage_resist__wt__3,0.5939235227,0.6168322367
phage_resist__wt__4,0.7632777887000001,0.6948607167
phage_resist__ygbE_oe__2,-0.39646669560000003,0.46750689570000004
phage_resist__ygbE_oe__3,-0.1032897881,0.4318948341
phage_resist__ygbE_oe__4,0.33250971900000004,0.3392887002
phage_resist__yahA_oe__1,0.042580107900000004,0.44695773110000003
phage_resist__yahA_oe__2,-0.1484870076,0.43932293440000003
phage_resist__yahA_oe__3,0.040223411300000005,0.4144351497
phage_resist__yrfF_ko__1,0.37286129430000003,0.5829682784
phage_resist__yrfF_ko__2,0.994226161,0.9910981352
phage_resist__yrfF_ko__3,0.8823841821,0.47318384300000005
pollution__wt_ctrl__1,-0.6461586811000001,-0.0853338397
pollution__wt_ctrl__2,0.3860828108,-0.0166585515
pollution__wt_ctrl__3,0.2600758702,0.1019923912
pollution__wt_urban__1,-0.6279649131,0.2054750036
pollution__wt_urban__2,-0.6209553206,0.6191007667
pollution__wt_urban__3,-0.2378424911,0.16351347230000002
pollution__wt_diesel__1,0.4082588708,-0.11519983880000001
pollution__wt_diesel__2,0.0025615236,0.1182827543
pollution__wt_diesel__3,-0.1205216023,-0.0503448066
pollution__evo_diesel__1,1.1741204625,-0.25510187430000003
pollution__evo_diesel__2,-0.2553683183,-0.13561882050000001
pollution__evo_diesel__3,0.34598143140000004,-0.2918593659
ppGpp__wt_relAtrunc_00m__1,-0.4635046446,-0.2335208318
ppGpp__wt_relAtrunc_00m__2,-0.2514291453,0.0432422524
ppGpp__mut_delrelA_10m__1,-0.1222802602,-0.0129023273
ppGpp__mut_delrelA_05m__1,-0.6911446458,-0.16179565310000002
ppGpp__mut_delrelA_10m__2,-0.0319078942,-0.1323083448
ppGpp__mut_delrelA_10m__3,-0.3702880282,0.0502866267
ppGpp__mut_delrelA_00m__1,-1.2449882644999999,-0.36846954660000003
ppGpp__mut_delrelA_00m__2,-1.0377816564,-0.23708206910000001
ppGpp__mut_delrelA_05m__2,-0.5252584937,-0.2683733179
ppGpp__mut_delrelA_05m__3,-0.7904572136,-0.2298319103
ppGpp__mut_delrelA_00m__3,-0.7937796025,-0.2978558734
ppGpp__wt_delrelA_10m__1,3.3053666554,1.5190753466
ppGpp__wt_delrelA_05m__1,1.9825694257,1.332616739
ppGpp__wt_delrelA_05m__2,2.1686858307,1.5306864157
ppGpp__wt_delrelA_10m__2,3.6085276747,1.6997498546
ppGpp__wt_delrelA_10m__3,3.5973184111,1.6758612908
ppGpp__wt_delrelA_00m__1,0.20450584770000002,-0.1025192352
ppGpp__wt_delrelA_00m__2,-0.013464611100000001,0.12053987170000001
ppGpp__wt_delrelA_05m__3,2.3294906453,1.5169532773
ppGpp__wt_delrelA_00m__3,-0.1910412366,-0.0180206365
ppGpp__mut_relAtrunc_10m__1,-1.2071285361,-0.4314588279
ppGpp__mut_relAtrunc_05m__1,-1.5550637498,-0.6724015482
ppGpp__mut_relAtrunc_05m__2,-1.430545506,-0.533043377
ppGpp__wt_relAtrunc_10m__1,-0.5442355381,-0.1319215173
ppGpp__wt_relAtrunc_10m__2,-0.5921822974000001,-0.0775401505
ppGpp__wt_relAtrunc_10m__3,-0.6249531961,-0.16968261240000002
ppGpp__mut_relAtrunc_00m__1,-0.5535947453,-0.266799807
ppGpp__wt_relAtrunc_00m__3,-0.7219650512,-0.1284035713
ppGpp__wt_relAtrunc_05m__1,-0.4415794579,-0.1209357964
ppGpp__wt_relAtrunc_05m__2,-0.8973880407,-0.5079953409
ppGpp__wt_relAtrunc_05m__3,-0.5993188301,-0.3743493524
ppGpp__mut_relAtrunc_00m__2,-0.7823757134,-0.4068997459
ppGpp__mut_relAtrunc_00m__3,-1.4940491905,-0.5751710656
ppGpp__mut_relAtrunc_10m__2,-1.7461671905,-0.4745003432
ppGpp__mut_relAtrunc_05m__3,-1.129595698,-0.34636034600000004
ppGpp__mut_relAtrunc_10m__3,-1.2572529982,-0.5189622885
pressure__high_pressure__1,-0.7592832588,0.022414010300000002
pressure__high_pressure__2,-0.33955813760000003,-0.5267834553
pressure__low_pressure__1,-0.2054044277,0.21808577280000002
pressure__low_pressure__2,0.2054044277,-0.21808577280000002
quantum_dots__ctrl__1,-0.6067427333000001,0.019817785100000002
quantum_dots__ctrl__2,0.6067427333000001,-0.019817785100000002
quantum_dots__cdte_light__1,-0.8380416823,-0.0175895489
quantum_dots__cdte_light__2,-0.6462176708,0.25515498810000004
quantum_dots__cdte_dark__1,-0.7092076132,0.0382141506
quantum_dots__cdte_dark__2,-0.8786362269,0.2382745263
quantum_dots__cdse_light__1,-1.1438741295,0.1081043426
quantum_dots__cdse_light__2,-0.7897109362,0.2253463038
quantum_dots__cdse_dark__1,-0.9288731363,0.2947864899
quantum_dots__cdse_dark__2,-0.7486283585,0.33741845730000003
raman__wt__1,-0.4287654923,0.3258820704
raman__del_cyaA__1,2.5666071044,0.4387466511
raman__del_cyaA_01mM__1,2.4769491922,0.67735743
raman__del_cyaA_05mM__1,1.1882039357,-0.0568578162
raman__del_cyaA_1mM__1,-0.0802047074,-0.0121198192
raman__wt__2,0.0971447019,-0.0335194693
raman__del_cyaA__2,2.5757394772,0.5631204185
raman__del_cyaA_01mM__2,2.2635252403,0.5639922759
raman__del_cyaA_05mM__2,1.6354006174,0.10393533740000001
raman__del_cyaA_1mM__2,-1.1785535909,-0.4142128739
raman__wt__3,0.3316207905,-0.2923626011
raman__del_cyaA__3,3.038432848,0.7461044751
raman__del_cyaA_01mM__3,1.5562243443,0.2722899106
raman__del_cyaA_05mM__3,1.0975747176,0.10595452200000001
raman__del_cyaA_1mM__3,-0.7766743487000001,-0.4559419128
rand_barrel__mut_nanE__1,0.13952234200000002,-0.1586683657
rand_barrel__mut_nanE__2,1.0789554391,0.32385206110000003
rand_barrel__mut_nanE__3,1.7471844108,0.5712815097
rand_barrel__mut_pdxJ_1__1,-0.6429356326,0.08325144150000001
rand_barrel__mut_pdxJ_1__2,-0.831552547,0.1429034683
rand_barrel__mut_pdxJ_1__3,3.0784154622,0.13551609950000001
rand_barrel__mut_pdxJ_2__1,0.6303389265,-0.1451880536
rand_barrel__mut_pdxJ_2__2,0.0598605818,0.1420195964
rand_barrel__mut_pdxJ_3__1,1.0003527852,-0.38491272990000003
rand_barrel__mut_pdxJ_3__2,1.2106880329,-0.370211151
rand_barrel__del_serB__1,-0.4035643244,0.06991859
rand_barrel__del_serB__2,0.4035643244,-0.06991859
rockhopper__CV104_pHDB3__1,-2.4654866549,-0.24198396660000002
rockhopper__CV104_pHDB3__2,-2.1701932538,-0.3047628818
rockhopper__CV104_pHDB3__3,-2.6168428266,-0.1160308947
rockhopper__CV104_pLCV1__1,-2.3717530357,-0.4265233701
rockhopper__CV104_pLCV1__2,-2.3846830419,-0.2522928494
rockhopper__CV104_pLCV1__3,-2.4373215254,-0.10834614320000001
rockhopper__wt_lb__1,-2.7600015963,-1.2803380719
rockhopper__wt_lb__2,-2.7443444861,-0.9847798481000001
rockhopper__wt_lb__3,-2.9478989729,-1.2180204026
rockhopper__wt_lb_aMG__1,-0.9660010835,-1.2258650076
rockhopper__wt_lb_aMG__2,-0.9191220125,-0.6598763094
rockhopper__wt_lb_aMG__3,-1.7619115544000001,-0.7843782183
rockhopper__del_sgrR_lb_aMG__1,0.45658561210000004,-2.0822438109
rockhopper__del_sgrR_lb_aMG__2,0.4487310842,-1.5166416058999999
rockhopper__del_sgrR_lb_aMG__3,0.013790424,-1.2978729764999999
rockhopper__del_sgrS_glyc_aMG__1,0.7082595555,-0.38550612500000003
rockhopper__del_sgrS_glyc_aMG__2,1.6159464756,-0.3554811006
rockhopper__del_sgrS_glyc_aMG__3,0.8400089799,0.4934166679
rockhopper__del_sgrS_glyc__1,-1.9787101683000001,-0.8599855774
rockhopper__del_sgrS_glyc__2,-2.4437335939000002,-1.6864154429
rockhopper__del_sgrS_glyc__3,-2.8743019144,-0.7122310034
rockhopper__wt_lb_aMG__4,-0.37309256760000004,-1.8607248724
rockhopper__wt_lb_aMG__5,-0.36142042290000004,-1.7523188766
rockhopper__wt_lb_aMG__6,0.1204679646,-1.5929635852000001
rockhopper__wt_glyc_aMG__1,-0.0107964181,-0.4659121953
rockhopper__wt_glyc_aMG__2,-0.49021879370000004,0.010498982
rockhopper__wt_glyc_aMG__3,-0.2737019547,-0.1017089904
rockhopper__wt_glyc__1,-2.1621173647,-2.0069297655
rockhopper__wt_glyc__2,-2.3782670418,-1.2744772933
rockhopper__wt_glyc__3,-2.8527388232,-1.2448379639
rockhopper__CV108_glyc_aMG__1,-0.7925386648,-0.646822903
rockhopper__CV108_glyc_aMG__2,0.3755070439,-1.3888926609
rockhopper__CV108_glyc_aMG__3,1.2549435074,-1.585998031
rockhopper__wt_glyc__4,-1.1930714477,-0.24750100260000002
rockhopper__wt_glyc__5,-1.4972890638,-0.7647388042000001
rockhopper__wt_glyc__6,1.083114603,1.4980526186
rockhopper__wt_glyc_aMG__4,0.5324644272,-0.27831558700000003
rockhopper__wt_glyc_aMG__5,0.1838449932,-0.5788533696
rockhopper__wt_glyc_aMG__6,-0.0217494554,-1.0140162589
rockhopper__wt_glyc__7,1.6613049142,1.0040245871
rockhopper__wt_glyc__8,1.4309740525999999,-0.22826784690000002
rockhopper__wt_glyc__9,1.8735009935,1.1644139833
rockhopper__wt_glyc__10,1.9719189255,1.5797989672
rockhopper__wt_glyc__11,1.0656931568,0.3574311261
rockhopper__wt_glyc__12,0.9969770956,0.16303139400000002
rpoD__wt__1,-0.723226578,0.7110642295
rpoD__wt__2,0.3776876543,-0.5702513101000001
rpoD__rpoD_mut__1,-0.7484838610000001,1.1713457338
rpoD__rpoD_mut__2,1.2760585834,1.4824050686999999
rpoD__rpoD_mut__3,-0.4592827686,1.3158660813
rpoD__wt__3,0.3455389237,-0.14081291940000001
rpoN_peptide__ctrl__1,0.1358200091,0.08398422850000001
rpoN_peptide__ctrl__2,0.4643776902,0.08175441500000001
rpoN_peptide__ctrl__3,-0.6001976993,-0.1657386435
rpoN_peptide__nminus__1,0.46705770830000004,0.2223298883
rpoN_peptide__nminus__2,0.0829198236,0.1097869836
rpoN_peptide__nminus__3,-0.4608090365,-0.013937080800000001
rpoN_peptide__nplus__1,-2.2296879127,0.7735634228
rpoN_peptide__nplus__2,-2.2014770765,0.7770526528
rpoN_peptide__nplus__3,-2.457756326,0.7318270043
rpoN_peptide__s54_wt__1,0.5728107122,-0.09608580950000001
rpoN_peptide__s54_wt__2,0.3837623214,-0.233038194
rpoN_peptide__s54_wt__3,0.5389912391,-0.34774472640000004
rsd__wt_ee__1,-0.1602300656,-0.0481233599
rsd__wt_ee__2,0.1602300656,0.0481233599
rsd__del_rsd_ee__1,0.0539864192,0.23666882600000003
rsd__del_rsd_ee__2,0.059872240300000004,-0.35524882950000003
rsd__del_ssrS_ee__1,0.6349654131,0.2595775984
rsd__del_ssrS_ee__2,0.7150656541,0.2548180442
rsd__del_rsd_ssrS_ee__1,0.2544791798,0.996827863
rsd__del_rsd_ssrS_ee__2,0.20260387430000001,1.2363233032
rsd__del_rpoS_ee__1,0.0927870527,0.5798087538000001
rsd__del_rpoS_ee__2,0.24100379700000002,0.6518683806000001
rsd__wt_me__1,0.4003167849,0.3147535743
rsd__wt_me__2,0.5182976373,0.3424147853
rsd__del_rpoS_me__1,-0.0394227915,0.8743178793
rsd__del_rpoS_me__2,0.8547629976000001,1.198819684
rsd__wt_ts__1,0.847124807,0.0638333766
rsd__wt_ts__2,0.9825568129000001,0.0177830196
rsd__del_rsd_ssrS_ts__1,1.7987538185,0.8459730469000001
rsd__del_rsd_ssrS_ts__2,1.7001459743,0.4020468108
rsd__del_rpoS_ts__1,0.0968105211,0.3200319421
rsd__del_rpoS_ts__2,0.5593427006,0.43252759160000004
rsd__wt_s__1,1.0546736481,-0.2313840009
rsd__wt_s__2,1.4421232691,-0.1678494481
rsd__del_rsd_s__1,1.079000077,-0.1931702861
rsd__del_rsd_s__2,1.4252151593,-0.0939533516
rsd__del_rsd_ssrS_s__1,2.4624762099,-0.2504682798
rsd__del_rsd_ssrS_s__2,2.5475294165999998,0.1758308089
rsd__del_rsd_ls__1,5.9846925857,-0.4137938377
rsd__del_rsd_ls__2,6.1641554384,0.1126829597
rsd__del_ssrS_ls__1,5.8904878543,-0.7181060632
rsd__del_ssrS_ls__2,5.8567843969,-1.3165155418
rsd__del_rsd_ssrS_ls__1,5.7157318082,0.783961345
rsd__del_rsd_ssrS_ls__2,6.3744462749,0.7143293003000001
rsd__del_rpoS_ls__1,6.879220403,0.5762172474
rsd__del_rpoS_ls__2,5.2472182798,0.8572736455000001
sdsR_ryeA__wt_3h__1,-0.1049850813,0.6487462747
sdsR_ryeA__wt_8h__1,0.1239900008,-0.0033038953
sdsR_ryeA__wt_3h__2,0.1049850813,-0.6487462747
sdsR_ryeA__wt_8h__2,1.0639506227,-0.38443249830000004
starve_series__t00_growth1__1,0.2903725663,0.17358122110000002
starve_series__t00_growth1__2,0.1479885782,-0.0784450104
starve_series__t00_growth1__3,0.1665834639,-0.1860015872
starve_series__t00_growth1__4,-0.6049446084,0.0908653764
starve_series__t01_starve__1,-1.5518982117,-0.6607067022
starve_series__t01_starve__2,-0.8527924903,-1.031752833
starve_series__t02_starve__1,0.3476740578,-1.8673392658
starve_series__t02_starve__2,0.6895061707,-1.9839425406000002
starve_series__t03_starve__1,0.3502276347,-2.5566304936
starve_series__t03_starve__2,0.5279299642,-2.1067735119
starve_series__t04_starve__1,-0.24297016700000001,-2.8159923003
starve_series__t04_starve__2,-0.3406058561,-2.9570983688
starve_series__t05_starve__1,-0.5237663672,-2.8619285616
starve_series__t05_starve__2,-0.30917835990000003,-3.0382350568
starve_series__t06_starve__1,-0.702969601,-3.1246285947
starve_series__t06_starve__2,-0.41771895680000004,-3.1788909638
starve_series__t07_starve__1,-0.8448180731,-3.470810663
starve_series__t07_starve__2,-0.2888579814,-2.4440462405
starve_series__t08_starve__1,-0.6355270974,-3.7196364662
starve_series__t08_starve__2,0.1882007409,-2.6701078342
starve_series__t09_starve__1,-0.1434742032,-3.2740512232
starve_series__t09_starve__2,0.33079068840000003,-3.3634159705
starve_series__t10_starve__1,0.4185443572,-3.3180827128
starve_series__t10_starve__2,0.5583771425,-3.3752960256
starve_series__t11_starve__1,0.4569006903,-3.7736630224
starve_series__t11_starve__2,0.9730896366,-3.3951741751
starve_series__t12_starve__1,1.3319806826,-3.2676803838
starve_series__t12_starve__2,0.8929713381000001,-2.9623855694000003
starve_series__t14_starve__1,1.9488681582,-3.4150270424
starve_series__t14_starve__2,0.9833194338000001,-2.8978648552
starve_series__t16_starve__1,2.1597214647,-3.1384970340000002
starve_series__t16_starve__2,2.9023535052,-3.3525619405000002
starve_series__t17_starve__1,3.3206907605,-2.253860563
starve_series__t17_starve__2,3.3321632036,-2.7191700765
starve_series__t18_starve__1,4.3949383193,-3.0991624258
starve_series__t18_starve__2,4.2955783995,-2.5772898924
starve_series__t20_starve__1,-3.0259682742,0.5394163815
starve_series__t20_starve__2,-3.416299762,0.5166205989
starve_series__t21_growth2__1,-3.7382941235000002,0.27756289630000003
starve_series__t21_growth2__2,-3.3461679331,0.2402776376
starve_series__t22_growth2__1,-2.1904906493,0.6230835061000001
starve_series__t22_growth2__2,-3.3218255291,0.3148256896
starve_series__t23_growth2__1,-2.2397862773,0.680308926
starve_series__t23_growth2__2,-2.5971023844000003,0.5307952766
starve_series__t25_growth2__1,1.0036899438,0.4345675841
starve_series__t25_growth2__2,0.7680971133000001,0.3843424127
starve_series__t26_growth2__1,1.5762547213,0.22136713500000002
starve_series__t26_growth2__2,0.5575851335,0.556258739
starve_series__t27_growth2__1,1.5894883717,0.1830844214
starve_series__t27_growth2__2,1.4074716462,0.1913157784
