,A,GadE,FliZ
cck_pts__gmos_delptsHIcrr__2,0.5601724547,-5.572132496,1.4412503055
cck_pts__gmos_delptsHIcrr__1,-0.09967563500000001,-6.494053633,1.0270538635
cck_pts__pts_ale1__2,-2.0027324616,-4.532788391,-0.3503845345
cck_pts__pts_ale1__1,-2.195232696,-5.405433547,-0.1064027875
cck_pts__pts_ale2__2,-1.6644785497,-6.577376903,-0.6391449975
cck_pts__pts_ale2__1,-1.7653269375,-7.015908949,-0.8049049415
cck_pts__pts_ale3__2,-0.8781605631,-6.991546079,-1.8128353385
cck_pts__pts_ale3__1,-0.8433293413,-7.303250722,-0.7280025455
cck_pts__pts_ale4__2,-2.6372752143,-6.516278261,3.0945311715
cck_pts__pts_ale4__1,-2.2430409548,-6.109815159,2.6194061635
cck_gnd__gmos_delgnd__1,0.44874996510000004,-1.245399717,-0.5703157105000001
cck_gnd__gmos_delgnd__2,2.1649183959,-0.526927473,0.2257906495
cck_gnd__gnd_ale1__1,-2.5519070635,-6.004829085,0.8142596185000001
cck_gnd__gnd_ale1__2,-2.3314200507000002,-5.569595229,0.4233828805
cck_gnd__gnd_ale2__1,-2.7577592777,-5.71136228,1.4738466085000002
cck_gnd__gnd_ale2__2,-2.6054926779,-5.204796431,2.2154657385
cck_gnd__gnd_ale3__1,-2.2401130471,-5.253993924,0.7003312885
cck_gnd__gnd_ale3__2,-2.4618490084999998,-4.928003777,0.25762711450000003
cck_tpiA__gmos_deltpiA__1,-2.0557200838,-4.544176568,3.2285742285
cck_tpiA__gmos_deltpiA__2,-0.7285159118,-3.329152547,2.9617818815
cck_tpiA__tpiA_ale1__1,-2.7022005752,-6.411358547,3.7379371555
cck_tpiA__tpiA_ale1__2,-1.8985324694,-6.941421328000001,4.3107621765
cck_tpiA__tpiA_ale2__1,-2.6424282277,-6.953669387,4.0494398005
cck_tpiA__tpiA_ale2__2,-2.1127274538,-4.960180009,3.5208328805
cck_tpiA__tpiA_ale3__1,-1.3779253348,-4.851998339,3.9235347715
cck_tpiA__tpiA_ale3__2,-1.0409665908,-4.7735808330000005,3.0605692665
cck_tpiA__tpiA_ale4__1,-1.3736088610000001,-5.538228525,3.0330037145
cck_tpiA__tpiA_ale4__2,-1.3689672555999999,-4.994552698,2.9203448265
acid_tale__acid_ale1_pH7__1,-0.39448251030000003,-5.367447759,1.8824762645000002
acid_tale__acid_ale1_pH7__2,-0.4208028405,-4.885585035,1.6696518415
acid_tale__acid_ale1_pH5__1,-2.0560000606,-2.686327744,3.7081976625
acid_tale__acid_ale1_pH5__2,-1.8872219527,-2.312542806,3.6282025465
acid_tale__acid_ale2_pH7__1,-0.1800943382,-6.458154109,1.2805688365
acid_tale__acid_ale2_pH7__2,-0.09927512770000001,-6.210850869,1.0927449325
acid_tale__acid_ale2_pH5__1,-1.1992452814,-5.375786206,2.8672882295
acid_tale__acid_ale2_pH5__2,-2.1022959766,-5.02856975,2.7272872755
acid_tale__low_Mg_ale_pH7__1,-0.4365905778,-6.088267357,0.3012827175
acid_tale__low_Mg_ale_pH7__2,-0.28506182900000004,-5.989007691,0.47789155650000004
acid_tale__low_Mg_ale_pH5__1,-1.6979906933,-4.664327723,1.4541449965
acid_tale__low_Mg_ale_pH5__2,-1.8311859203,-4.873354194,0.29407053850000003
acid_tale__MES_ale_pH7__1,-1.1568053395,-5.674899407,4.0018005945
acid_tale__MES_ale_pH7__2,-1.1629248234,-5.698666681,3.9989502065
acid_tale__MES_ale_pH5__1,-1.9284676122,-4.2318563430000005,4.5516633214999995
acid_tale__MES_ale_pH5__2,-0.9875646197000001,-3.049063108,4.0649158515
acid_tale__gmos_pH7__1,-1.057973421,-5.424547471,4.4293143225
acid_tale__gmos_pH7__2,-0.8972509041000001,-6.526841277,4.4870035585
acid_tale__gmos_pH5__1,-0.8744807407,-5.030152999,5.4295808245
acid_tale__gmos_pH5__2,-1.2506395134,-4.721382791,5.5188774695
adnB__wt_adn__1,0.0048827109,1.138237348,-1.3232326665
adnB__wt_adn__2,2.482142961,0.544739328,-1.2208348775
adnB__delydhB_adn__1,-0.8176083154,1.045467665,-1.6138636015
adnB__delydhB_adn__2,0.2408368615,1.112642629,-1.1939817865
ytf2__wt_glc__1,0.9708406823000001,1.373922173,0.19314944350000002
ytf2__wt_glc__2,0.7559106049000001,1.041352861,0.47332188350000004
ytf2__ybcM_glc__1,0.7047087884000001,0.577806536,-0.0470257835
ytf2__ybcM_glc__2,1.5604538493,0.024228215,-0.3220052195
ytf2__ydhB_glc__1,1.7139817019999999,0.467090895,0.1817166395
ytf2__ydhB_glc__2,1.4298873389,-0.167811066,0.07131881350000001
ytf2__yfeC_glc__1,2.2536568144,0.285418863,0.0286150995
ytf2__yfeC_glc__2,1.6352403843,0.11512367600000001,-0.1790755645
ytf2__yciT_glc__1,0.063701615,0.504551112,-0.2524257455
ytf2__yciT_glc__2,-0.23412310320000002,0.9676282410000001,-0.1405491845
ytf2__ydiZ_glc__1,-1.0140024929,-0.048791216000000005,-0.1827567215
ytf2__ydiZ_glc__2,-0.937304711,-0.434546241,-0.4213393775
ytf2__ynfL_glc__1,-0.1909056339,0.43083645400000004,0.5065483855
ytf2__ynfL_glc__2,-0.0520930521,0.34530330200000003,0.0899484505
misc2__dellon_glc__1,1.3023367795,-3.282759718,4.0547410015
misc2__dellon_glc__2,1.1281391391,-1.927121303,3.8841098645
ytf3__wt_glc2__1,0.9705473487,0.7865127470000001,0.2505364665
ytf3__wt_glc2__2,0.6889810401,0.398948946,0.0466512715
ytf3__wt_pH7_lactate__1,0.5787305195,0.475388022,-0.10161940750000001
ytf3__wt_pH7_lactate__2,0.6149510215,0.405887944,-0.1232582255
ytf3__wt_pH55_lactate__1,1.2979620991,1.411656763,-0.1515281075
ytf3__wt_pH55_lactate__2,1.0767482033,1.580076861,0.30126338350000004
ytf3__wt_pH55_HCl__1,2.2213713197000002,2.450186114,0.06918700850000001
ytf3__wt_pH55_HCl__2,1.7123733928,2.5902719579999998,0.1932917855
ytf3__dyieP_pH7__1,0.38533734810000003,-0.135817143,0.0411225455
ytf3__dyieP_pH7__2,0.3112007813,0.09579050600000001,0.0496408105
ytf3__dyieP_pH55__1,0.6307669193000001,-0.578205716,-0.19674690250000001
ytf3__dyieP_pH55__2,0.22897175560000002,-0.019450644,-0.4813328395
