,A,AcrR,OmpR,FliZ,QseB,ihfB,HdfR,Crp,rcsB,hns,LrhA,Fur,YjjQ
pal__arab_ale16__1,0.0818987095,0.5415147235000001,0.31397902050000004,-0.11077237350000001,0.1453239695,-0.6507081960000001,-0.382229217,0.029854537,-0.31099897400000004,0.12701641,1.1499495445,-0.14171461900000001,1.303649603
pal__arab_ale16__2,0.9181769466,0.5103827195,0.4788819295,0.0186982105,0.5713548975,-0.478276798,-0.367377761,0.109766425,-0.318843456,0.18988008,1.3731037765,-0.22532452,1.388866579
pal__tartr_ale26_f10__1,-2.7863532002999998,-0.1368952065,0.8145226035,0.2596342695,-0.2860192775,0.186856515,-0.5361488600000001,0.311947293,-0.151949355,-0.43513029000000003,1.9179464465,0.049591953,0.10052793700000001
pal__tartr_ale26_f10__2,-2.5202728956,-0.8003150495,0.9109845645,0.1052120765,-0.3161390645,0.250459455,-0.165934734,0.19927317300000003,-0.12736345100000002,-0.40269031,2.1137477495,0.07991116300000001,-0.28816836900000004
pal__tartr_ale26__1,-0.259873923,-0.4347390575,0.8570262295000001,-0.1787837645,-0.3901037685,0.135640005,-0.35664591300000004,0.385079333,-0.236391012,-0.48947408000000003,1.6193812054999999,-0.06977634,-0.753500006
pal__tartr_ale26__2,-0.2666812552,-0.29424208350000003,0.7227934615,0.3887927275,-0.0408492665,-0.011190665,-0.198624459,0.334463263,-0.226593345,-0.484848,1.6591348335,-0.115456971,0.002604386
pal__tartr_ale28_f10__1,-1.73970944,-0.8817477105,0.9441000305,1.2474067245,-0.0912851895,0.428030885,-0.735211712,-0.0037122770000000004,-0.5307150190000001,0.07345819,2.0660802225,0.234523954,0.28262965
pal__tartr_ale28_f10__2,-1.7663203747,-0.3727000065,0.7351556995,1.1124499045,-0.7501561245,0.205704095,-0.45254604600000004,-0.098690551,-0.49641425200000006,-0.21992352,2.3585888544999998,0.24684139400000002,0.349427775
pal__tartr_ale28__1,0.1173438567,-0.2668496895,0.1379151865,1.2805806125,-0.7648478315,-0.166460525,-0.099355278,0.272968543,-0.48560983100000005,-0.02049633,1.6399877025,0.18696500400000002,-0.753500006
pal__tartr_ale28__2,-1.0174083516,0.07036750750000001,0.1504051385,1.5867704665,-0.5358662685,-0.06146080500000001,-0.245974199,0.268494893,-0.34785414200000003,0.25204557,1.7526443035,0.387008094,-0.035807438000000004
efeU__delmenFentC_citr__1,-0.6747542461,-0.0005185245,0.20456820650000002,-0.1030315455,-0.0643522785,-0.145626785,-0.021374042000000003,0.422197943,0.037721897000000004,-0.22828669000000001,-0.1809608655,-0.018641953000000003,0.6042417090000001
efeU__delmenFentC_citr__2,-1.2280250468,-0.3253583335,0.3618875945,-0.1084960385,-0.0848075415,-0.116302715,-0.162449731,0.567725263,-0.010764519,-0.24107552000000002,-0.1109183415,-0.01502615,-0.14195556
efeU__delmenFentC__1,-2.4049498924,-0.2110662415,0.20838861050000002,0.8222710335000001,-0.1233881975,0.549578395,0.49977522100000005,0.6961985230000001,0.427345427,0.43064452000000003,0.2284253575,0.24310651400000002,0.6739804580000001
efeU__delmenFentC__2,-3.010694725,-0.16761875950000002,0.1382694435,1.0797173555,-0.26229143650000003,0.43058213500000003,0.5033854320000001,0.736210653,0.49436651200000004,0.43061774,0.2433957395,0.35714260400000003,1.090263912
efeU__menFentC_ale39__1,-1.8366198167,-0.1061979675,1.1952653725,-1.0798524585,0.0427635345,0.190655385,-0.119960805,0.5420487930000001,-0.165875191,-0.1228372,1.1100148925,-0.082820525,-0.06256375900000001
efeU__menFentC_ale39__2,-1.3744272542,-0.1412943755,1.2052664855,-0.9257474685,-0.1772285255,0.252124195,-0.006265813,0.5730386230000001,-0.086127668,-0.14411113,1.1798400255,-0.10374983700000001,-0.182031083
efeU__menFentC_ale29__1,-3.713640932,-0.49490464850000004,1.2441848525,-1.6650749815,-0.0303296875,0.5006850850000001,0.372873916,0.911502773,-0.101960669,-0.33168704,1.2347032135,2.274600604,0.023093495000000002
efeU__menFentC_ale29__2,-3.8712913626,-0.6180494475,1.2591264835,-1.2324915165,-0.0018464825000000002,0.521677585,0.193587632,0.943276293,-0.060432093000000006,-0.32224971,1.2364560595,2.295301694,0.7178357780000001
efeU__menFentC_ale30__1,0.28231593790000004,0.5970159755000001,-0.1630690575,-0.1571433805,-0.0224800795,-0.189715765,-0.28939235500000005,0.106685208,-0.11670873200000001,-0.14761467,0.2856570945,1.091283144,-0.080729494
efeU__menFentC_ale30__2,0.8655113487,0.5983651645,-0.0562550765,-0.8643585145,-0.0394719335,-0.220002785,-0.492407998,0.063971556,-0.069827575,-0.25834116,0.23754874350000002,1.177537604,0.809980637
efeU__menFentCubiC_ale36__1,-1.3049162473,0.6819219125,0.5471814165000001,-0.2532979065,0.40154926550000003,0.28719155500000004,-0.13516925100000002,0.821857583,0.46294748500000005,-0.24344014,0.4437884305,-0.056687889000000005,1.101997867
efeU__menFentCubiC_ale36__2,-1.817394398,0.4843598685,0.5382064895,-0.1707348445,0.4970719785,0.25688472500000004,0.10610813200000001,0.648169773,0.520303815,-0.30493191000000003,0.3957696905,-0.09964408500000001,0.878277599
efeU__menFentCubiC_ale37__1,-3.1026563974,0.4033204895,0.4853898625,0.0183436885,0.019383933500000002,0.346392305,0.163075633,0.843077653,0.47262139999999997,0.09664759,0.3083748075,0.041715499999999996,1.100197072
efeU__menFentCubiC_ale37__2,-2.7455323148,0.24374912950000002,0.5159286605,0.2127772695,0.21518628650000002,0.490369765,0.301988229,0.8884085730000001,0.507409024,0.11471069,0.39101534450000003,-0.010025734000000001,0.8442291420000001
efeU__menFentCubiC_ale38__1,-1.0157206158,0.5241693635,0.1172726915,0.1232133225,0.29828638550000003,-0.32222528500000003,0.17735297800000002,0.348438943,0.43562931800000004,0.38368973,0.2492666175,0.219338364,0.48452670400000003
efeU__menFentCubiC_ale38__2,-1.186707776,0.5932970015,0.1159139825,-0.6002400345000001,0.4194455865,-0.262492545,0.344465939,0.309908293,0.41561118500000005,0.19188632,0.1832641585,0.124435004,0.5851891330000001
misc2__salc_glc__1,-0.0468679464,0.0044748975,1.2190688785,0.1597609095,0.22184576450000001,-0.24330995500000002,1.951848194,-0.030941686000000003,0.41598212100000004,-0.2405829,0.1453539485,-0.020682337000000002,0.55235336
misc2__salc_glc__2,-0.3870036908,-0.4263342745,1.5151573704999999,-1.1666232135,0.3633413425,-0.073045625,1.684889128,-0.041858422,0.201298943,-0.24703219,0.43620001750000004,0.057284294000000006,0.195792137
misc2__dbcn_glc__1,2.5796672312,1.0094756755,0.052348989500000005,4.0670201895,-1.3441022495000001,-1.271892759,-1.565937434,-0.41418928400000005,-0.506600383,-0.28858347,0.29573707050000003,-0.242724028,-0.49230412300000004
misc2__dbcn_glc__2,2.4447126332,-0.9708000155000001,0.3041644625,3.5944672015,-1.4306291375,-0.634524159,-1.300548177,-0.322180379,-0.449422951,-0.13067377,0.7050189425000001,-0.08124758500000001,-0.537878336
misc2__tyr_glc__1,1.0477336705,0.4941349125,0.12071277050000001,5.9305867175,-1.5066915765000002,0.254435625,0.42372469500000004,0.482338413,0.27434384300000003,0.37821133,0.0740287065,0.062323277,0.904776537
misc2__tyr_glc__2,0.7282459096,0.5745350005000001,0.1044953225,5.8534148245,-1.5694023415,0.410888815,0.44287650700000003,0.519726133,0.33443702200000003,0.46753616000000003,0.0822352425,0.037503944000000004,0.817736918
misc2__arg_cytd__1,-0.6023583011,0.6193253165,-0.2819720395,4.9802919745,-1.4074165605,-0.48980773,-0.33001979400000003,0.10509646700000001,-0.077107955,-0.17973696,0.41963591650000004,-0.223585778,0.8439603590000001
misc2__arg_cytd__2,-0.4643906185,0.5351917925,-0.23817619350000002,4.8174383925,-0.9479895735,-0.5114058730000001,-0.373583838,0.09710128400000001,-0.06313379,-0.1649194,0.1939241865,-0.202252126,-0.39852877800000003
misc2__delyheO_pyr__1,-0.47401195360000004,0.4468694985,0.3424477345,0.8853773765,-0.0981147285,0.115925255,-0.17584986600000002,1.000412783,0.085268019,0.26459004,0.9468179645,0.017324416000000002,0.8221780670000001
misc2__delyheO_pyr__2,-0.4619501064,0.23867688250000002,0.1364367745,0.9107658145,-0.4829576095,0.059341995,-0.27876765400000003,1.013481493,0.003338409,0.21013319,0.8571792815,0.170248434,0.74134272
nquinone__delubiC__1,0.5970201617,0.5964378825000001,-0.2305626985,5.3733907815,-2.2802106755000002,-0.316502855,-0.26180454000000003,0.44647993300000005,0.11625088400000001,-0.13487912,0.2248000615,-0.14495148600000002,0.070924636
nquinone__delubiC__2,0.7946725028,0.7849587375,-0.0842745335,5.2681515545,-2.4102774975,-0.027274305000000002,-0.02314126,0.618285233,0.29940419100000004,0.26804332000000003,0.2079894935,-0.01509344,0.355604279
nquinone__ubiC_ale1__1,1.3720971563,0.2934143825,0.16385721150000002,3.7068586535,0.0078611605,0.21852216500000002,-0.10784178900000001,0.46214110300000005,0.278471823,-0.016185830000000002,0.037249883500000004,-0.13617436200000002,0.774951045
nquinone__ubiC_ale1__2,1.8213076493,0.1806856855,0.1173224385,3.9684186735,-0.008830461500000001,0.089544445,0.157037422,0.518639853,0.355380167,0.20783508,0.0764049375,-0.015491682000000001,1.022786556
nquinone__ubiC_ale2__1,0.860329348,0.3119448275,0.1477686945,2.4915319645,-0.2282879905,0.25115724500000003,0.047239468,0.47472340300000004,0.17645096700000001,0.03883352,0.2977164015,-0.059682626,0.42594082200000005
nquinone__ubiC_ale2__2,0.9109475369000001,0.0453486955,0.1549137295,2.3297723825,-0.3028575945,0.231592915,-0.124725994,0.429799533,0.092330321,-0.11833546,0.2769707005,-0.08582724400000001,0.671983364
nquinone__ubiC_ale3__1,1.4327693626,-0.0543249905,-0.3074573845,5.6864006545,-2.4986481325,-0.39827128500000003,-0.567471331,0.026469302,-0.195357789,-0.10067609,-0.2954591905,-0.13988984100000001,0.378747643
nquinone__ubiC_ale3__2,1.372184397,-0.030676026500000002,-0.38878406050000003,5.6596834175,-2.1278406985,-0.361897055,-0.555882239,0.09906102300000001,-0.20839960600000002,-0.15854421,-0.2670480475,-0.149769561,-0.552981158
nquinone__ubiC_ale4__1,0.6623766604,0.4613585545,0.22705753550000002,2.4304437795,-0.0302148825,0.234477855,-0.0006913980000000001,0.49321258300000004,0.26897453400000004,0.08615909000000001,0.3281541765,0.049095628,0.183373381
nquinone__ubiC_ale4__2,0.5674817566,0.3561324515,0.2462655775,2.6035764765,0.3374049585,0.152283425,0.34015522400000003,0.508607923,0.35289098300000005,0.17780839,0.2504417635,-0.014408758,0.90676139
nquinone__delpdhR__1,1.552600212,0.6463884345,-0.5097989345,6.0094581295,-2.0228108395,-0.068099535,-0.7866843170000001,0.38566819300000005,0.000960302,-0.03505131,0.3404959785,-0.257609396,-0.753500006
nquinone__delpdhR__2,1.4217766606,0.4214761755,-0.5787933445,6.0213124045,-2.0212878485,-0.036035855000000006,-0.374807485,0.362990173,-0.038792998,0.106212,0.3336201335,-0.232478168,-0.22770747300000002
quinone__glu_ale4__1,-0.7560581636,0.4617856065,-0.3271572165,4.9776101125,-1.0645778505,-0.18176504500000001,-0.213223034,0.36842613300000004,-0.16090156900000002,1.01159999,-0.8476398385,-0.018799261,-0.219235174
quinone__glu_ale4__2,-1.0353660171,0.3743983235,0.3086153615,5.1303451875,-0.7727712795,0.269205825,-0.034464949,0.736125773,-0.120336678,1.16864388,-0.6452090545,-0.16800786,-0.282972539
quinone__delmenF__1,-0.4195065555,0.4559565695,0.12052496850000001,0.7981503315,-0.3429837505,0.148042285,0.158419215,0.553279673,0.202090564,0.29644117000000003,-0.3148278835,0.09755469100000001,0.183012913
quinone__delmenF__2,-0.6304016374,0.3119127235,0.0936429985,0.6525886435,0.07679844350000001,-0.250908275,-0.320895448,0.42430167300000005,0.127261843,-0.12114934000000001,0.0409187065,-0.09873353,0.250504628
quinone__menF_ale5__1,-3.5286890268,-0.2614623675,1.0648863474999999,0.0024772015000000002,-0.0092193805,0.48513176500000005,0.315066613,0.904530523,-0.103952636,-0.01798995,0.8187724515,0.20066824400000002,0.9713035250000001
quinone__menF_ale5__2,-2.7821604938,-0.44507663150000004,1.0111644825,-0.1374151255,-0.0341526375,0.266281765,0.034997017000000005,0.929254393,-0.184115622,-0.08386119,0.7555653535,0.198687894,0.48171159500000005
quinone__menF_ale6__1,-2.8891651038,-0.4632861305,1.0985503995,0.1657836405,0.1439102325,0.38202392500000004,0.13797272600000002,0.9289372330000001,-0.245551766,-0.07937957,0.6241025165,0.147271054,0.43349437
quinone__menF_ale6__2,-2.0680225552,-0.2998588615,1.0243929735,-0.5085911295000001,-0.0565412735,0.421074335,0.33879069500000003,0.9358953230000001,-0.18675407200000002,-0.04388363,0.7714973805,0.19961309400000002,0.31765617100000004
quinone__menF_ale7__1,-1.8856420468000001,-0.6231913975000001,1.1300790735,-9.69935e-05,-0.1536744565,0.636740065,0.32987534,0.8647486830000001,-0.46693991500000004,-0.27269954,0.8137373275,0.314659224,0.919358294
quinone__menF_ale7__2,-2.3752695377,-0.5182954885000001,1.1122528485,-0.2042854385,-0.0172012635,0.691051775,0.426449442,0.829767083,-0.449365055,-0.26839107,0.8274087375,0.214827854,0.944060777
quinone__menF_ale8__1,-1.7707475014,-0.3476299725,1.4258938825,0.0157380515,-0.2315308365,0.695164695,0.23863530700000002,1.000233243,0.010495287,0.2790379,1.1834378995,0.120816004,0.7789338920000001
quinone__menF_ale8__2,-2.8613282581,0.0412579645,1.1516092395,0.0737369925,0.3519612325,0.971904815,0.20149535500000001,0.9954071830000001,0.32107951700000004,0.6530912600000001,0.8589407955,0.369381294,0.5941670840000001
quinone__delmenFubiC__1,-1.092495209,0.1779279185,-0.0472673725,-0.21155914950000002,-0.20269264050000002,0.045415855000000005,0.063449791,0.503242803,0.182750777,-0.03241439,-0.16948013550000002,-0.13553742700000002,0.812705263
quinone__delmenFubiC__2,-0.4757857438,0.2033576635,0.0009286755000000001,-0.2706060605,-0.2384404745,0.152257115,0.058713383,0.5733612730000001,0.235241633,-0.01570513,-0.0489424175,-0.144602477,0.45942848700000005
quinone__menFubiC_ale1__1,-2.1752570498,-0.8031789495,0.8768270775,-0.2849497875,-0.5489851595,0.5501011250000001,-0.09589874500000001,0.688985203,-0.15496806400000002,-0.48680802,0.3407170845,-0.414547961,0.32833235600000005
quinone__menFubiC_ale1__2,-2.7144640746,-0.6028625965000001,0.8008433295,-0.7200971695,-0.6751410115,0.532344675,-0.20079342800000002,0.689163233,-0.19050253,-0.47175727,0.2379680595,-0.422223938,0.27172203300000003
quinone__menFubiC_ale2__1,-2.0766530778,-1.0693762535,0.6732772265,-0.2949784385,-0.2755169505,0.626683035,0.185731783,0.566404903,-0.29792464100000005,-0.77056655,0.2166822545,-0.404878646,0.161933871
quinone__menFubiC_ale2__2,-2.035052336,-1.1412999715,0.7337531625,-0.36267348850000003,-0.4825691825,0.596736845,-0.02649499,0.587592463,-0.15680385400000002,-0.69144047,0.0085500655,-0.48235188500000004,-0.38707551
quinone__menFubiC_ale3__1,1.0094752495,0.32231657550000004,-0.1709957175,0.0520914525,-0.061165814500000006,-0.15358316500000002,-0.44409183300000005,0.10847917900000001,0.189791385,-0.34360699,-0.27880305250000004,-0.23587729300000002,0.515688612
quinone__menFubiC_ale3__2,1.0286316679,0.2494647415,-0.23452216850000002,0.2332895265,0.0979462695,-0.036589665,-0.674717718,0.14360144,0.11615682000000001,-0.27949188,-0.0945967795,-0.18887362300000002,-0.247219915
quinone__menFubiC_ale4__1,-2.7629753483,-0.1446287205,1.2811678715,-0.4898175905,0.11292268650000001,0.775029505,0.071710231,1.042582673,0.11565003,0.1852025,0.9094000675,-0.06039287,0.91454111
quinone__menFubiC_ale4__2,-3.2826725368,-0.1259910765,1.2937523405,-0.5071995155,0.25515305050000003,0.8413603550000001,-0.09613645300000001,1.027989663,0.10617655100000001,0.27872811000000003,1.1485351485,0.059578161000000004,0.597135956
oxyR__wt_glc__1,1.4105947595,0.1570048295,-0.3372085865,5.8051035815,-1.8245589885,-0.48556983000000004,-0.25701353,0.09382866100000001,-0.237466153,0.1055782,0.0053173725000000005,-0.398396226,-0.047457616
oxyR__wt_glc__2,1.3524183382000001,0.1473730245,-0.2931919625,5.8930156015,-1.6758199245,-0.46299467600000005,-0.20783252300000002,0.13043923,-0.176404357,0.15047999,0.0630059785,-0.41860494000000004,-0.612323202
oxyR__wt_h2o2__1,1.1853680484,0.4182763385,-0.4260073495,5.6023589685,-1.2453917685,-0.5230424,-0.14835556600000002,0.057576022000000004,-0.215261211,0.17891101,-0.0124063585,-0.40217951700000004,-0.39826921600000004
oxyR__wt_h2o2__2,0.4465776799,0.2895777955,0.0577711475,5.8376507845,-0.9141079215000001,0.050135135000000004,0.033162143000000005,0.46187418300000005,0.13244497,0.4724368,0.06477371950000001,-0.20283868900000002,0.052291714
oxyR__glu_ale4__1,-0.8831224162,0.5224095665,0.3204952955,2.8654247605,-0.1322768725,0.5308955750000001,0.47494238200000005,0.7723290730000001,0.21471446,1.72657098,-0.7913515815000001,-0.041962642,-0.142655468
oxyR__glu_ale4__2,-1.0215929007,0.4024419635,0.1371415665,2.9555479245000003,-0.3271701655,0.239963105,0.360101267,0.495795953,0.01062306,1.6569929700000001,-0.7804532235,-0.49531299900000003,-0.5982011030000001
oxyR__glu_ale4_h2o2__1,-0.10515323260000001,0.34113922550000003,0.3586083225,3.7120464285,0.1507265805,0.321393215,0.490997212,0.621328373,0.037586265,1.63065817,-0.46833079050000004,-0.24189199400000003,0.255609606
oxyR__glu_ale4_h2o2__2,-0.2887924522,0.0888649235,0.2324787315,2.4316276545,-0.47870847650000004,0.175331545,0.670253293,0.486348433,-0.016210148,1.5797009100000001,-0.5587839885,-0.457263821,-0.41800660900000003
oxyR__oxyR_ale17__1,0.2316907714,0.0404015615,0.1299956205,1.2398735845,-0.1876916455,-0.012998075000000001,0.048018716,0.13801763,0.10888821200000001,0.47199175,0.8724737595000001,1.6546413640000002,0.658246446
oxyR__oxyR_ale17__2,0.83410047,-0.3321644345,0.1964979345,0.5693558245,-0.6451084755000001,-0.17918820500000002,0.21273192100000002,0.15520324300000002,0.09364722900000001,0.33791435000000003,0.8721570545,1.513558554,-0.277836664
oxyR__oxyR_ale17_h2o2__1,0.8292690983000001,0.4007727755,0.2148997585,2.5864111605,-0.3208035005,0.11520936500000001,0.119082265,0.211227453,0.06792644,0.6051613,1.0481680005,1.579185924,0.43201906
oxyR__oxyR_ale17_h2o2__2,0.2662988448,0.5455406335,0.0418090805,2.8782200625,-0.5621369985,-0.10849309500000001,0.03235059,0.156206473,0.12032191800000001,0.62997982,0.8907393615,1.914808684,-0.06268184
oxyR__oxyR_ale18__1,1.7075511243000001,-0.0756500975,-0.6648646005000001,5.2596216705,-1.7356346295,-0.712682895,-0.43708869600000005,-0.23326590800000002,-0.36362154300000005,-0.24876196,0.12176861750000001,0.583810734,-0.47439280500000003
oxyR__oxyR_ale18__2,1.2725534423,0.2761263235,-0.5418437255,5.3451758525,-1.6502516425,-0.45515782,-0.287435535,-0.08594182800000001,-0.31480268,-0.04567213,0.1546123315,1.003154944,-0.586624227
oxyR__oxyR_ale18_h2o2__1,0.2440495574,-0.28397017750000003,-0.39998756950000003,4.6763854025,-2.2464504425,-0.19995716500000002,-0.104305988,0.027939159,-0.051506092,0.31002717,0.5677918375000001,0.988247564,-0.753500006
oxyR__oxyR_ale18_h2o2__2,0.1380906939,-0.2162926305,-0.2132681315,5.0541770725,-2.7666107965,-0.057134725000000004,-0.027365599,0.095125363,-0.176330219,0.37485865,0.5813332535,0.850537614,-0.41067305200000004
oxyR__oxyR_ale19__1,0.9219471837000001,0.3270335675,-0.6894977925,4.0332640825,-0.9525541185,-0.6934130190000001,-0.542719354,-0.186683067,-0.39175196900000003,-0.14847092,0.2404240805,1.385596604,-0.753500006
oxyR__oxyR_ale19__2,1.3654762472,0.45909934150000004,-0.3741627795,4.3023297965000005,-0.8312428845000001,-0.61577951,-0.181008738,-0.08065952300000001,-0.24950633700000002,0.11526704,0.4237245405,1.4068350440000001,0.0276276
oxyR__oxyR_ale19_h2o2__1,1.1469076236,0.4579677205,-0.8033832795,4.4130149835,-1.4465840275000001,-0.8395102720000001,-0.5431816340000001,-0.32169368600000003,-0.36805706,-0.11060014,0.0807773265,1.361037814,-0.596307829
oxyR__oxyR_ale19_h2o2__2,0.4819195291,0.2449010165,-0.7151310275,4.5354116015,-1.3345969745000001,-0.70593072,-0.504121904,-0.22926116100000002,-0.352157155,-0.06236804,0.0122052015,1.391978414,-0.46272899500000003
oxyR__oxyR_ale20__1,0.8148890345,-0.8201606405,-0.5048593585,-1.2540702934999999,-1.1700292715,-0.6174351720000001,-0.0256271,-0.29073972200000003,-0.195289859,-0.08895912,0.8883088395000001,1.9791220040000002,-0.190384559
oxyR__oxyR_ale20__2,1.2222380936000001,-1.1559926895000001,-0.39523822350000004,-0.7454482845,-1.7165957865,-0.7454431260000001,-0.0009134350000000001,-0.328630297,-0.324469909,-0.17289961,0.8910585525,2.012504234,0.148099269
oxyR__oxyR_ale20_h2o2__1,0.5112932226,-0.1492525825,-0.3713920705,0.1829346795,-1.0443532895,-0.553778804,-0.102947831,-0.103214605,-0.05646546400000001,0.12530344000000002,0.7512241615,1.9179022940000001,-0.272116617
oxyR__oxyR_ale20_h2o2__2,0.17975654,-0.2833846065,-0.29357455250000003,0.2329690005,-1.0238321835,-0.39342944500000004,0.054776859000000004,-0.05797147800000001,-0.11510633,0.13244052,0.7116774785000001,1.906355264,-0.12012853400000001
svns_pgi__BmePgi24_15__1,-0.2859991041,0.3693901665,-0.2222003655,-0.5871232415000001,-0.0033055185,-0.242068375,0.127536018,0.20789728300000002,0.131462052,-0.28339365,0.1576426105,-0.27828637700000003,0.37757503200000003
svns_pgi__BmePgi24_15__2,-0.296781742,0.45619246950000003,-0.20895057350000001,-0.0653631805,-0.2180081515,-0.145811075,0.029838146000000003,0.288214413,0.13458648,-0.04200595,-0.025223059500000002,-0.176623005,0.589292004
svns_pgi__BmePgi24_26__1,-0.47318521020000004,0.4784009985,-0.3151405655,-0.6624823975,-0.0680288475,-0.22252184500000002,-0.108987259,0.16856253300000001,-0.06246476,-0.10517051000000001,0.1392482705,-0.171722799,0.17267511
svns_pgi__BmePgi24_26__2,-0.0884561148,0.5444365755,-0.19477831750000002,-0.7667975075,0.1052984045,-0.290125915,-0.0045863710000000005,0.144982372,0.061857892000000005,-0.02988282,0.0658124395,-0.060313785,0.595056224
svns_pgi__BmePgi24_41__1,-1.391214935,0.4624063815,0.6544698845,-0.3332094235,0.2507567625,0.818727175,0.46679656500000005,0.495849313,0.28205419800000003,0.38759555,0.5387801595,0.132826624,0.6374582670000001
svns_pgi__BmePgi24_41__2,0.2166113391,0.4995978305,-0.2444773375,-0.6209623565,0.0318524845,-0.43698767,-0.10194103700000001,0.08223337900000001,0.035021679,-0.08150225,-0.022840284500000002,-0.08904284,0.420096507
svns_pgi__BmePgi24_52__1,-0.3840862699,0.49518560050000004,-0.1885501135,-0.4386386775,-0.1355374765,-0.23280757500000002,0.063235308,0.260077643,0.043165433,-0.17518016,0.2228808955,-0.250898801,0.21783382
svns_pgi__BmePgi24_52__2,-0.1726872744,0.5488676915,-0.3362440545,-0.6530033135000001,0.0505797465,-0.44035611500000005,-0.06551019300000001,0.110092349,-0.032152082000000005,-0.09743219,-0.0057709425,-0.17881162,0.72465674
svns_pgi__PaePgi2_34__1,-4.921290817,0.3812312505,-0.0152410355,0.0703095155,0.4399216065,0.48633563500000004,0.35311125600000004,0.946417433,0.054121772000000005,0.5349981500000001,0.1772413165,0.09023732400000001,0.336567844
svns_pgi__PaePgi2_34__2,-4.1440619008,0.6582461885,0.09132617650000001,0.3146083525,0.2536508925,0.469224085,0.378175865,0.980365153,0.18865046700000002,0.5423251,0.2130409725,0.186593734,0.379650284
svns_pgi__PaePgi2_63__1,-4.8630490051,0.8292558885,0.0835117615,-0.038765429500000004,0.4577129475,0.310422755,0.5220762830000001,0.9986914830000001,0.08579721700000001,0.44407603,0.3447808075,0.183535574,0.48521040800000004
svns_pgi__PaePgi2_63__2,-4.2277369717,0.7574257195,-0.1498311285,-0.2813720575,0.5044484885,0.406436905,0.430231464,0.9749593430000001,0.13252001100000002,0.42163576,0.4845852505,0.178282134,0.711141629
svns_pgi__PaePgi24_54__1,-4.3016022272,0.6418496165,-0.2350098935,-0.8383349115000001,0.3694300635,0.107600365,0.46511117500000004,0.830338573,0.186546017,0.22959915,0.35029849550000003,0.07998654,0.46501679
svns_pgi__PaePgi24_54__2,-4.1984015234,0.6485872635000001,-0.2799267615,-0.7806028635000001,0.3557260835,0.14424013500000002,0.328921934,0.926503413,0.146816941,0.36025737,0.3504231115,0.180509194,0.10934304
svns_pgi__PaePgi24_90__1,-4.3055815579,0.7823397905,-0.0935344285,-0.7693220475,0.3236093725,0.21443858500000001,0.37263063500000004,0.8096897230000001,0.256619728,0.39006347,0.2809367995,0.237700244,0.7625559860000001
svns_pgi__PaePgi24_90__2,-4.880720264,1.0503825455,-0.0976192765,-0.9444544535,0.28636672550000003,0.256181475,0.43998892100000003,0.9991721830000001,0.45316969300000004,0.55723992,0.4988618575,0.398123934,-0.005267628000000001
abx_media__m9_ctrl__1,-1.4184086938,0.0856075005,-0.4001002765,1.6730019895,-0.6285539675,-0.7748466310000001,0.35447261,-0.219087253,0.161402709,-0.0120513,-0.21763972450000002,-0.21254789600000001,0.230102894
abx_media__m9_ctrl__2,-0.1698286836,0.07690063550000001,-0.3754509495,1.9789611125,-0.47843912650000003,-0.64266658,0.257497023,0.06872793,0.399292751,0.14660583,-0.5738348995,-0.060902873,-0.303437984
abx_media__rpmi_ctrl__1,2.7200805347,1.0669033495,-1.2760176145,3.5909987465,-1.1709131715,-1.939577305,0.121107668,0.181883243,-0.42464305700000005,0.17684793000000001,-0.1730014075,-0.24266487900000003,-0.339326579
abx_media__rpmi_ctrl__2,3.5379928117,0.4360744815,-0.6012142095,3.9555804135,-0.7129699785,-2.241790295,-0.09238199600000001,0.46045822300000006,-0.253634458,-0.06617892,-0.1005706145,-0.341907147,-0.163845384
abx_media__camhb_ctrl__1,-1.6173441364999999,0.0308603405,-1.7379376094999999,0.8662427815,-0.8978605675,-1.209246395,-1.163635816,-1.466715649,-0.900441452,-0.0631098,-0.3141711695,-0.640836599,0.5969320770000001
abx_media__camhb_ctrl__2,-0.5102405903,-0.034091142500000005,-1.6634282145000001,0.5823234405000001,-1.0334744495,-1.408883126,-1.50698906,-1.564214307,-1.178765114,-0.32598286,-0.1850730915,-0.714088546,0.24174726700000002
abx_media__m9_mero__1,-2.0384513323,-0.16340983050000002,-1.7348292935,0.49559358350000005,-0.6950123715000001,-0.692410551,0.371517246,0.10006032100000001,0.6962036580000001,-0.04369507,-0.6201602915000001,0.33459056400000003,-0.202383375
abx_media__m9_mero__2,-1.1937586393,-0.016185644500000002,-1.0227326675,1.6176026265,-0.7293089785,-0.760633267,0.08677925900000001,-0.24440689100000001,0.413507481,-0.28571884000000003,-0.6162704685,-0.073301092,-0.382239184
abx_media__rpmi_mero__1,3.0159387908,0.5091397275,-1.4574764255,2.5668858625,-1.5251810235,-2.122024952,-0.602456754,-0.15585906600000002,-0.750920193,-0.19421414,-0.5645349615,-0.205419399,-0.753500006
abx_media__rpmi_mero__2,2.7240155085,0.3500846905,-1.0781917715,3.0254435115,-0.8670604755,-1.985576121,-0.37323583600000004,0.12222331400000001,-0.485463474,-0.0353843,-0.3236699175,-0.17358025200000002,-0.12314829000000001
abx_media__camhb_mero__1,-4.1320435055,-0.3438872725,-2.3744335325,0.40664802250000004,-1.2713973095,-1.809309373,-1.840887042,-2.568928611,-1.149495965,-0.13490824,-0.8369325695000001,-0.606942002,0.295884217
