,A,ihfB,IclR,Crp,ArcA,Cra
SRX5000497,0.0767553911,0.1352618145,0.0416204352,-0.0192756679,0.07823853530000001,0.0746621029
SRX5000498,-0.008659587,-0.1884152095,-0.0261559747,0.0212278545,-0.0595165218,0.027528908100000003
SRX5000499,3.5191162119,0.9359447872000001,0.3839409297,1.1315243246,1.4546496266,0.6399352797
SRX5000500,-0.06809580400000001,0.053153395000000006,-0.015464460400000001,-0.0019521866,-0.018722013500000002,-0.10219101100000001
SRX5000501,0.7393080298,0.0460408297,-0.0124470819,-0.4916651179,0.9007452943,-0.6730849749000001
SRX5000502,0.5651326173,0.14534769620000001,-0.3034485626,-0.34854891390000003,0.7772417636000001,-0.9503321387
SRX5000503,0.4754265892,-0.0030341261000000003,-0.0262745633,-0.43585225920000004,0.8209610593000001,-0.5423239007
SRX5000504,-0.2152908859,-0.061938696,-0.1939949815,-0.1372784369,0.6236913775,-0.1677205514
SRX5000505,-0.30876823400000003,-0.1364298561,-0.11161249300000001,-0.1642322029,0.6223916111000001,-0.0781768803
SRX5000506,-0.3386681691,-0.0056751697000000005,0.0243221095,-0.1681617912,0.5376040695000001,-0.17960757430000002
SRX5000507,0.9475734507,0.2627756382,0.2987162216,-0.0774965284,0.6762737721000001,-0.5238685244
SRX5000508,-0.2156462187,-0.0011724178,0.1036345875,0.0630814665,0.201879105,-0.1186264588
SRX5000509,-0.1702254259,-0.0574220695,-0.1404352183,-0.2810515373,0.45632683420000003,-0.1812743909
SRX5000510,-0.38375041590000003,-0.0927367623,-0.37675703800000004,-0.28533503050000003,0.44274077380000004,-0.28958270680000003
SRX5000511,-0.609159345,-0.1534841357,-0.1032769838,-0.1949960566,0.5074049783,-0.2866106493
SRX5000512,1.1276232219,0.118872763,-0.17362362150000002,-0.4457334711,0.2066540851,-0.7907420812
SRX5000513,0.9096487910000001,0.10202931650000001,-0.0156198186,-0.3135830297,0.321622073,-0.9532888001000001
SRX5000514,0.5679769611000001,0.09872908180000001,-0.3068110973,-0.4912625674,0.7557021915000001,-0.9336476402
SRX5000515,1.0948784726,0.0882035146,0.07545342590000001,-0.402798119,0.9368418241,-0.6053601299
SRX5000516,0.40979753150000003,-0.032574997,0.040496384600000004,-0.49061737310000003,0.8506512747,-0.6795355113
SRX4124772,-0.7564096050000001,-0.0463168558,-0.141515047,-0.49159209540000004,-0.8681587916,-0.9341963907
SRX4124773,-1.4551056925,-0.1397976692,-0.0891879458,-0.2902563631,-0.7394498977,-0.6946366380000001
SRX4124774,-0.4465403938,0.1255194803,0.2004559166,0.0011446948,0.036210261300000005,0.0494950635
SRX4124775,0.4465403938,-0.1255194803,-0.2004559166,-0.0011446948,-0.036210261300000005,-0.0494950635
SRX5323946,-0.1111137033,0.014975651000000001,0.26793830290000004,-0.1947450853,-0.0387355869,0.0087537226
SRX5323947,0.1111137033,-0.014975651000000001,-0.26793830290000004,0.1947450853,0.0387355869,-0.0087537226
SRX5323948,0.15435349380000002,0.1079358901,0.44324194380000004,0.25533424920000003,0.5055877661,0.1293266786
SRX5323949,0.545407258,0.1775328618,0.46590749940000004,0.3336771074,0.5518146645,0.32173221420000003
SRX5323950,0.1463613382,-0.0035074409,0.39255546610000003,-0.19234211680000002,0.1582199441,0.0700890705
SRX5323951,-0.148054762,0.3295633576,0.3447882418,-0.21453890080000002,0.0067155102,-0.0141261187
SRX5323952,0.8172208015,-0.2629699505,0.3796115197,-0.1725798192,-0.20791819690000002,0.1163143549
SRX5323953,0.9749113220000001,-0.0911446687,0.2849425709,0.0807140303,-0.19365682850000002,0.22271107610000002
SRX5323954,0.8238859690000001,0.15730825040000002,0.3744922283,-0.0703709117,-0.082813973,0.3375797343
SRX5323955,0.6771576359,0.4345820031,0.5092089822,-0.0216465485,-0.12364642190000001,0.3637408091
DRX093856,0.5854315447,-0.0932291424,-0.2476588144,0.0794100169,0.0917961189,-0.5266876943000001
DRX093857,11.133694467,1.3919837032,0.0967689766,-0.6136421402000001,0.43684676520000004,-1.5315670996000001
DRX093858,11.4088220848,1.022943121,0.6972275778,-0.5901419459,0.522254579,-1.5619938064999999
DRX093859,9.3489608704,0.2335715588,0.2860620943,-0.20304986730000002,0.5563993884,-1.2940209444
DRX093860,3.6884295504,-0.2969916814,-0.38862352370000003,0.09984774490000001,-0.1029413869,-1.2979340718999999
DRX093861,-0.5482248882,-0.0234537654,0.1965068067,-0.0386433461,-0.1427980245,-0.0359285861
DRX093862,12.0928741866,0.498289709,0.5039838413000001,-0.7873801161,0.3677988023,-1.6050447804
DRX093863,11.2383517663,0.6882567693,1.1011274412,-0.5712728994,0.2865146461,-1.6620741616
DRX093864,8.0763863301,0.8733193997,-0.0310760724,-0.0286686132,0.8909108266,-1.4719150837
DRX093865,4.6822300553,-0.4289033246,-0.4733943116,-0.23342197620000002,-0.1946073646,-1.5834409815
DRX093866,-0.0372066566,0.11668290790000001,0.0511520077,-0.0407666707,0.0510019056,0.5626162805
DRX093867,11.9553853356,0.7175371547,0.838436947,-0.7308913606,0.3482362634,-1.6845916618999999
DRX093868,12.4384466804,0.21154773270000002,1.2869339528000001,-0.7037627470000001,0.08828627160000001,-1.4925735912
DRX093869,9.7734895314,0.2329742796,0.075913254,-0.2362122698,0.467396951,-1.4198829016
DRX093870,4.4374683486,-0.1106573044,-0.5271748595,-0.0164546772,-0.11413830750000001,-1.7140940942
SRX6366242,1.1845727592,0.49663871260000003,0.1301359877,0.0328965424,-0.1525709423,0.31956510320000003
SRX6366243,0.2111482526,0.4909406082,0.2295625201,0.1360103685,-0.2339680777,0.2129158669
SRX6366244,-0.0900888745,0.27310776130000003,1.3409385624999999,0.5049328406,-1.9321320885,0.4732526932
SRX6366245,1.5276568233,-0.1468615685,0.24997590260000002,0.1529755428,0.1425099832,0.4999213127
SRX6366246,0.3808000219,0.24300281110000002,0.2629428854,-0.015406163700000001,0.0276660196,0.15938206030000002
SRX6366247,-0.2404306975,-0.25940531910000003,1.0696193991,0.37994444860000004,-1.7251881255,-0.08388415910000001
SRX6366248,0.7792232888,0.2552602858,-0.0094961551,0.22590315390000001,-0.2232967539,0.11266717200000001
SRX6366249,1.1849886771,0.2871462172,0.0460973246,0.23212511460000002,-0.3382124423,0.2530273783
SRX6366250,1.3955887296,0.26152956580000003,0.38796541290000003,0.2831675712,-0.1024671756,0.3123582814
SRX6366251,1.5981387299,0.26997426,0.0399955792,0.20362184190000002,-0.2333492755,0.42942117620000003
SRX6366252,-0.6905310581,-0.0421165336,-0.0873663284,-0.011167604900000001,-0.0869106188,-0.0378642888
SRX6366253,0.6905310581,0.0421165336,0.0873663284,0.011167604900000001,0.0869106188,0.0378642888
SRX254739,-7.6348459199,-0.2434317712,0.02202728,-0.8924017296000001,-0.9591483862,-0.1418916872
SRX254740,-7.4307921084,-0.6880546294000001,0.1889435774,-0.8649010421000001,-0.9069556407,-0.5814895618
SRX254741,-7.0381623317,-0.47614016270000004,0.2823489773,-0.7001267639000001,-0.9805255295,-0.6866577875000001
SRX254742,-7.0125320733,-0.5452630615,0.0629333116,-0.9119051060000001,-0.9351694974,-0.46814463780000004
SRX254743,-7.1342876463,-0.6133102,0.0221082706,-0.8563503673,-0.9049785276000001,-0.5774250165
SRX254744,-6.9473433452,-0.3823272017,0.2738453886,-0.6222702813000001,-0.9910953517000001,-0.5303597989000001
SRX254745,-7.8459244899,-0.5017878330000001,0.0343911502,-1.0877370598,-0.847915772,-0.7153592160000001
SRX254746,-8.1276935783,-1.3002220611,-0.2694661686,-1.7369671045000001,-1.0447402794,-0.45460847060000004
SRX254747,-7.5651365404,-0.38011492290000004,0.3929529726,-1.3358746678,-0.8083185378000001,-0.982527122
SRX254748,-5.1080319524,-0.4312594853,0.14543580820000002,-0.48690911950000004,-0.251267234,-0.5032491356000001
SRX254749,-5.9727338266,-0.6546793405,-0.3888909478,-0.9667081537000001,-0.5238376862,-0.5584765924
SRX254750,-6.572007607,-0.6564689762,-0.18169079700000001,-1.2851862633,-0.6034573715,-0.7783691722
SRX254751,-5.0966311101,-0.6385376221,0.052322798600000005,-0.385574128,-0.3508205254,-0.0680925574
SRX254752,-5.1568149561,-0.6645585173,0.1890111838,-0.24326731070000002,-0.25833767490000004,0.2675147683
SRX254753,-4.8043206782,-0.6027240562,0.1711545083,-0.2979551923,-0.2510583381,-0.1486261372
SRX254754,-4.7661164978,-0.5497863012,0.3703366228,0.6722892721,0.6010919005,0.0783431845
SRX254755,-5.393971293,-0.8844349788,0.5300699158000001,1.1260265914,0.3757489328,0.1764661836
SRX254756,-5.3869669727,-0.7323984494,0.4626514767,1.0397299023,0.46132468460000003,0.0283385667
SRX254757,-6.3091791409,-1.0765882832,-0.49601987150000004,-0.3628059501,-1.0414098383,-0.9848549179
SRX254758,-7.4111815681,-1.2737457653,-0.4805355974,-0.4528756111,-0.9159551937,-0.5984024623
SRX254759,-7.7954087891,-1.0661014702,-0.3493611776,-0.3254764307,-0.9083989386,-0.6806320482
SRX254760,-5.1135375373,-0.0022261433,0.31195170040000003,-0.18830449770000002,-0.1170991074,-0.5092999273000001
SRX254761,-5.5480625551,-0.6233404330000001,-0.141916298,-0.7544182141,-0.39377184200000004,-0.129425061
SRX254762,-5.7913850802999995,-0.5674820865,-0.2391971493,-0.5831081023,-0.2477501017,-0.0501794115
SRX254763,-5.6176346634000005,-0.3722030261,0.07931893350000001,0.0047093158,0.32667003380000004,0.2466454597
SRX254764,-7.0725374923,-0.7656051362,-0.31343646410000003,0.5669202778,0.12583580960000001,-0.26459021990000003
SRX254765,-6.944027497,-0.8154694804,0.0248603202,0.5677400205,0.1471643461,-0.0296163748
SRX254766,-6.6802381747,-1.1263483433,-0.441248556,-0.4403543445,-1.0362206284,-0.5971293792
SRX254767,-7.2385841524,-1.0507258242,-0.4378382904,-0.24124783460000002,-0.6122604305,-0.4693509986
SRX254768,-7.9489038587,-1.4642462689,-0.5743296079,-0.4115574947,-0.8550408235,-0.7394687473
SRX254772,4.0092411984,1.3629742903,-0.1081168678,-0.3562857689,0.6630495898000001,-0.2091198861
SRX254773,5.2538136739,1.6888523696000002,-0.8978717708,0.5579321807000001,1.0630222116999999,-0.556306462
SRX254774,7.1053694582,1.447236262,-0.2636795317,0.5313165346000001,0.9014951861,-0.8200389833
SRX254775,1.8748153476,0.3468954117,0.17708919680000001,-0.2638966479,0.0964044275,0.5132084414
SRX254776,3.6516040235,0.2900535789,-0.2623152588,-0.19432084730000002,0.17957707620000002,0.2570852656
SRX254777,0.5549564178,-0.22690032810000002,0.6491072898,0.10333546310000001,-0.1063888255,0.1522032717
SRX254778,3.9577060877,0.9829650128,0.1575368611,0.21447380530000001,0.6193695864000001,-0.4804073118
SRX254779,5.0006254374,0.8410876139,-0.2572404044,0.2213336307,0.6065092066000001,-0.884283182
SRX254780,6.3715128414,1.2263269173,-0.3377612159,0.3721320869,0.9798709129000001,-0.9460349975000001
SRX254781,2.9079323158,1.0358727271000001,0.1441970662,0.3267917408,0.8557101366000001,0.07122410500000001
SRX254782,4.8416522867000005,1.3521651373,-0.256536606,0.5609825497,1.1863850382,-0.26821144140000003
SRX254783,3.0665168576,0.4469906174,0.543568204,0.28759943400000004,0.5824803033,0.1283292093
SRX254784,0.5569444671,-0.145904202,0.46316402240000004,-0.2368919985,-0.3142659602,0.4225992602
SRX254785,1.6755388179000001,0.3585189499,0.1644711456,0.14532827,0.0337538764,0.3643153569
SRX254786,2.7377656519,0.1836285442,-0.1693286058,0.3642317098,-0.0101341902,0.1651956564
SRX7136401,-0.126325555,0.37080809610000004,-0.5752875276,-0.2650089901,-0.288400054,0.0962650932
SRX7136403,0.082615585,-0.1472996254,0.33388622490000003,0.1635474037,0.2116526986,-0.133171208
SRX7136405,-4.7067651866,-0.1075567976,-0.5037519935,0.1684464855,0.4593202712,0.2844015412
SRX7136407,-4.283409694,-0.0643227189,-0.047299132,0.2976957928,0.1422261995,-0.013994220100000001
SRX7136409,-4.3284830726,0.0005808492,-0.4266297905,0.1507827136,0.5915402557,0.5872313009
SRX7136411,0.04370997,-0.22350847070000002,0.24140130270000001,0.1014615864,0.07674735540000001,0.0369061147
SRX3754949,0.0713052599,0.0637044503,-0.0050970761,0.0327470021,0.0615930873,0.081793006
SRX3754950,0.1386390515,0.0156690406,-0.0207403408,0.0481021751,0.0329385384,0.0731144789
SRX3754951,-0.2099443114,-0.0793734909,0.0258374169,-0.0808491772,-0.0945316257,-0.1549074849
SRX3754952,-0.1480167596,0.1785238774,-0.18176323360000002,0.13673644840000002,0.2010524682,0.2330824596
SRX3754953,0.0214141339,0.1678548191,-0.0599397138,0.07923360680000001,0.1186669462,0.17125156960000001
SRX3754954,-0.8497326201000001,0.081303292,-0.0435114387,0.0144034674,-0.0141325402,0.0406612893
SRX3754955,-4.0685871761,-0.9979672179,-0.133433403,-1.632512297,-1.4564848430000001,-0.3432469896
SRX3754956,-4.1914081479,-1.0859981772,-0.1645726307,-1.6693356927,-1.6013969880999999,-0.41162579800000004
SRX3754957,-4.2401166728,-1.0891656204,-0.1227566248,-1.6531858744,-1.553788613,-0.4489450474
SRX3754966,0.9165519745,-0.0030845069,0.214169836,-0.2182690823,-0.040139883200000004,-0.0389546049
SRX3754967,0.5398380859,-0.0856139897,0.2162818664,-0.19587325690000001,-0.034554307400000005,-0.0845676364
SRX3754969,0.7967029502,-0.0370968837,0.2911026727,-0.2994099301,-0.0101406957,-0.2060351387
SRX1424798,0.1955547151,-0.1086920816,0.11595181560000001,-0.0842798241,0.06144421,0.0136601475
SRX1424799,-0.1955547151,0.1086920816,-0.11595181560000001,0.0842798241,-0.06144421,-0.0136601475
SRX1424800,0.1597207323,0.058327546800000005,0.1847841988,0.0678688308,0.19347264390000002,0.1710564618
SRX1424801,-0.25088017690000003,-0.12030315,-0.1262193741,0.030330043600000002,0.0563999518,-0.1841873724
SRX1424802,-0.3771877406,-0.1953865066,0.7682805094,0.5365988028,0.6973582141,0.7871858773
SRX1424803,-0.2882069221,-0.0863479287,0.4144433161,0.5911904992,0.8590970490000001,0.5932970849
SRX1424804,3.220539858,-0.2620975874,0.4831098334,-0.32946598320000003,-0.5461354771,-0.055179341400000005
SRX1424805,3.6023215352999998,-0.3197862573,0.5801251434,-0.6170200674,-0.7401518561,0.09957548890000001
SRX1424806,0.0565087564,0.0348336231,0.5774334402,1.0357575523,1.2522616008,1.3216401428
SRX1424807,-0.5854907323,-0.035264928800000005,0.7116790205,0.9608772845,1.1799221578,1.3551915408
SRX1424808,1.9154981757,1.3497924922,-0.31268041020000004,-0.1932318201,-0.2583467527,-0.1550803744
SRX1424809,1.9160529903999999,1.2046506089,-0.3471037001,-0.24201875890000002,-0.2709250874,-0.0294914348
SRX1424816,3.593077862,0.8780282038,-0.2199920666,-0.2242368632,-0.44889419210000003,0.8478887649
SRX1424817,2.7399509995,0.8131151801000001,-0.2342199071,-0.2415859193,-0.2810780755,0.8191480537
SRX1424818,1.9082956197,-0.8061226303,-1.9465625540000002,-1.6596404198,-3.019829697,-1.5031315194000001
SRX1424819,2.0192548273,-0.6292702513,-2.2344037428,-1.5412069563,-2.6323871114,-1.3047782504
SRX1424824,3.2627262793,-1.5989042147,-1.1954293797,-1.6338730553,-1.7908955562000002,-1.2413169777
SRX1424825,4.1765426909,-1.7107259248000002,-1.1490547221,-1.6921309905,-1.6025699759,-1.0199209162
SRX1424826,6.0669174808,0.24316815490000002,-1.4363901352,0.024751287900000002,-1.9418032751,0.4326047361
SRX1424827,6.8249739575,0.35089803350000004,-1.1699399344,0.0278344303,-1.9856962374,0.5846469247
SRX1424828,1.4646873902,-1.7479177371999999,-1.8259972477000002,-1.4241152532,-2.3669895668,-1.5927260651
SRX1424829,1.146576815,-1.6314874427000001,-2.3464487259,-1.6590049948,-2.3710449179,-1.667277531
SRX1424830,1.6856386634,-1.7916764761000001,-1.9412458916,-1.8726274564,-2.6855156997,-1.4035772323
SRX1424831,1.6550694276,-1.7863753928000001,-2.0455541321,-1.8730596957,-2.6965056526,-1.5656725811
SRX1424834,1.6845882369,-1.6735628130000002,-2.0569918084,-1.10328679,-0.0961931421,-1.3549492106
SRX1424835,1.3517716227,-1.7667546818000002,-1.8710512852,-1.1546180975,-0.07376151930000001,-1.2389553694
SRX1424840,4.7901215951000005,-2.6987899867,-2.6477000454,-2.9067680232,-1.0278026086,-1.4033932364
SRX1424841,4.0059052176,-2.715531577,-2.5836102916,-3.0181921286,-0.6743482373,-1.3639724004
SRX1424842,5.6231976175,-3.0085625719,-2.5953173236,-1.5439177016999999,-1.7238647785999999,-1.4858692358
SRX1424843,5.436180461,-3.4102889405,-3.0025504846,-2.1842734612,-1.8713873546,-1.6022365266
SRX1424844,7.5171518956,-3.3791962805,-1.3271882957,-1.616189157,-1.5251290974,-0.3130426926
SRX1424845,7.483451689,-3.3891356153,-1.5507690887,-1.5982655594000001,-1.4189196877,-0.5298207917000001
SRX1424846,10.5956648763,-2.8197675082,0.0392690122,-1.5932065020000001,-2.0082628339,-0.9626347057
SRX1424847,10.2632784203,-2.5076543975,-0.0326777154,-1.2939667953,-1.7747494978,-0.22958089920000002
SRX5060277,1.4014029473,0.6360514056000001,0.24518314870000002,0.0834236646,0.5521880466,0.1389909558
SRX5060279,6.5646498167,1.5319703017,-0.1057364475,-1.0800252217,0.5492686969,-1.6107415458
SRX5060281,-1.4014029473,-0.6360514056000001,-0.24518314870000002,-0.0834236646,-0.5521880466,-0.1389909558
SRX5060283,7.6486895757,1.2631041084999999,0.4127132207,-1.0200857079,0.690038118,-1.3859051656
SRX5936089,-0.1210327424,0.1545464236,-0.0189892477,0.023435122500000002,0.0215765713,0.0053140441
SRX5936090,0.5955392264,-0.057338121900000004,-0.0440053461,0.1248516005,0.0549445758,-0.021272194300000002
SRX5936091,-0.17730108600000002,0.1379334156,-0.18972184590000002,0.0692848872,0.0584711486,-0.14540432650000001
SRX5936092,-0.2972053981,-0.2351417173,0.2527164397,-0.21757161020000002,-0.13499229570000001,0.1613624766
SRX5936093,0.6036242705,1.1168219991,-0.7291843327,0.1391748524,1.7274012238,0.5377784834
SRX5936094,2.2461579867,0.8586059082,-1.3727249676,0.0317638306,1.4102260688000001,0.3042919649
SRX5936095,3.3070913858,1.6548339635,-1.5008605192,-0.5801942053,2.5557166427,-0.1257946895
SRX5936096,2.7862723122,1.6119677219000002,-1.5830411053,-0.6708481182,2.5107172164,-0.0956099026
SRX5936097,-0.2568235391,1.7759466766,-1.2160378773,-0.2977467191,3.2090310107,-0.2681533773
SRX5936098,0.3386466574,1.6899649202,-1.4462934396,-0.22816473310000002,3.3160605602,-0.1597791228
SRX5936099,0.0280065986,1.7521498667,-1.4509597266,-0.4658876377,3.2952809134,-0.2019998866
SRX5936100,0.5938019038,1.5779735513,-1.6688925175,-0.4601301404,3.2293741439,-0.25875426300000004
SRX5936101,-2.2888898005,1.3415007752,-2.5992204851,-0.9132657347,3.3666785997,-0.5001395759
SRX5936102,-2.0186239957,1.3390447981,-2.6325832432,-0.9598387660000001,3.7109145168,-0.3432286646
SRX5936103,-3.3481093775,1.1060269537,-2.6126855521,-1.1240828075,3.4161205438,-0.5079018843
SRX5936104,-3.2675209838,1.1071110746,-2.764972761,-1.1933479101,3.3943370553,-0.4525603557
SRX5936105,-4.4528291085,0.8021708442000001,-2.7410681281000002,-1.4654213975000001,3.3162868577,-0.6745151883
SRX5936106,-4.1489739524,0.7059267472,-2.7838313613,-1.2839636258,3.4466551443,-0.5422371227
SRX5936107,-4.4583766392,0.4724394383,-2.4655807407,-1.5241984337,3.2743984179,-0.5555622958
SRX5936108,-4.7734744467,0.5407174696,-3.1238230764,-1.4587504675,3.4705021146,-0.5512617418
SRX5936109,-5.475853483,0.1360289267,-2.9049637021,-1.6489719420000002,3.206084659,-0.4489321256
SRX5936110,-5.4291580996,0.2379951285,-2.7953752608,-1.7515646770000002,3.181396917,-0.48774671740000003
SRX5936111,-5.3809512492,-0.0043728316,-3.0329131996,-1.770421453,3.2529133971,-0.3159833689
SRX5936112,-5.5326372612,-0.0656868852,-2.889119455,-1.7906801929,3.5122064255,-0.1729142677
SRX5936113,-5.5056780247,-0.28347565420000004,-2.5228541237,-1.6497521704,3.4949934231,0.038427626900000005
SRX5936114,-6.020195625,-0.2521186823,-2.519159765,-1.6595707367,3.462883138,0.12991674920000001
SRX5936115,-6.0630220957,-0.5048144990000001,-2.2970844048,-1.5958078438999999,3.1402061795,0.0504120248
SRX5936116,-6.1870403253,-0.5482082886,-2.2554257398,-1.5052361202,3.1607870235,0.1228596658
SRX5936118,-6.0294437225,-0.8398626247000001,-2.0297087328,-1.2832103901,3.1625844513,0.5688226550000001
SRX5936119,-6.3836268335,-0.806533002,-2.0552960951,-1.4664207613,3.3466020633999998,0.6981858145000001
SRX5936121,-4.9010904971,-1.1114962008,-1.3913361465,-1.1202172584,3.0745868094,0.8938780596
SRX5936122,-5.1588529982,-1.1928037789000001,-1.5590543296,-1.1002127465,3.0672020863,0.8290640425
SRX5936123,-4.9073486771,-0.9404436693,-1.9418908343,-1.1087708567,2.9981207395,0.8615534697
SRX5936124,-4.4941639541,-1.1406371918,-2.1716097543,-1.0562763317,3.0662015866,0.9731155373
SRX5936125,-4.765500203,-1.2416602831,-2.0853195419,-1.0770613484,3.096136478,0.7744595669000001
SRX5936126,-5.3603511849,-1.3752685554,-2.2962069063,-1.3037934838,2.9554343404,0.8246601485
SRX5936128,1.3856082372,-0.09002599500000001,0.2257028067,-0.6188562966000001,-1.4542525062,-0.0179416216
SRX5936129,2.2731297514,-0.0876150495,-0.0344607113,-0.685956077,-1.4923556801,-0.1233227467
SRX5936130,1.9014000762,-0.3036415322,-0.3369455843,-0.9771786215,-1.3369239388,-0.5795064484
SRX5936131,3.1378110587,-0.4691272476,-0.21796841020000002,-0.7984177568,-1.5765010623,-0.6027666676
SRX5936132,1.0735616036,0.40555176260000003,-0.043073491000000005,0.1972167981,-0.24872552250000002,-0.09127845500000001
SRX5936133,1.7428301848,-0.1856444874,-0.14310104340000002,-0.25833408480000003,0.1474207494,-0.006914879400000001
SRX5936134,1.6556555135000002,0.3528849477,0.3259406113,-0.07625097460000001,-0.6741092028,-0.0896996466
SRX5936135,1.7159815418000002,0.2213565406,0.45094977900000005,-0.12687704800000002,-0.6760015424,-0.1186586277
SRX5936137,2.4623653593,-0.25968304470000003,-0.3270089858,0.4079259133,-0.5550853591,-0.9181163534000001
SRX5936138,2.5860416777,-0.4307552444,-0.1845739058,0.30098022150000003,-0.6534195918,-0.617249436
SRX5936139,0.9144021571000001,-0.5932692498000001,-0.4599601739,0.5016748605,-0.5519787117,-0.8759822171
SRX5936140,1.6064746824,-0.7578976196,-0.7821608990000001,0.24660512910000001,-0.4942073045,-0.8147220245
SRX5936141,1.1024219509,-0.49964904660000004,-0.45575523500000004,0.6661311877,-0.6968109447,-0.8574406901
SRX5936142,0.772436973,-0.48060595100000003,-0.5885301556,0.6329567987,-0.5935545122,-0.8059147378
SRX5936143,-0.2735359752,0.1939511429,-0.3770636624,0.4183987155,-0.0220025727,-0.3608431467
SRX5936144,0.159974901,0.1128322512,-0.4964386717,0.48370192910000004,-0.0403046537,-0.3838213791
SRX8557650,-0.0801837821,-0.03970343,0.029047894600000002,-0.0066037492,-0.021281712,-0.06931474630000001
SRX8557651,0.0054056532,0.043349020200000005,-0.0655615174,0.0077228519,0.0391825917,0.0031867907
SRX8557652,0.0747781289,-0.0036455901000000002,0.0365136228,-0.0011191027,-0.017900879800000002,0.0661279556
SRX8557653,7.0378647561,0.06310504060000001,-0.9297777493,-1.3647463804,-0.5653260981,-1.2758284877000001
SRX8557654,7.065147544,0.12909565280000002,-1.1093378595,-1.380566146,-0.4530867756,-1.3682880876999999
SRX8557655,7.5510708755,0.0302400721,-1.3138669184,-1.5210848611999999,-0.5742132265000001,-1.3557724212
SRX8557656,3.8174521173000002,0.5271158420000001,0.7987546124,-1.1906271379,0.4764200516,-2.4810688253
SRX8557657,4.0796323834,0.535437752,0.8814061828,-1.1528320159,0.5118145644000001,-2.6356795451
SRX8557658,4.4522527927,0.5036555267,0.862957842,-1.2579894262,0.5173338123,-2.3858560166
SRX8557659,2.8900376991,-0.4057485054,2.4801339455,0.9529671083000001,-0.0212805755,-1.103580322
SRX8557660,3.7707865056000003,-0.2807035846,2.3725735386,0.9658081033,0.1096876323,-1.0208261929
SRX8557661,3.8597856843000002,-0.1246595662,2.4201420799,1.1082667562,0.2000894819,-0.9674205973000001
SRX8557662,1.7018192766,0.7790002719,1.8541651651,0.4603158248,-0.7785712659,-0.24705033070000001
SRX8557663,2.1370391293,0.6999349634,1.8105919061,0.3963233387,-0.6396150654,-0.743810093
SRX8557664,2.3789115296,0.4786701351,1.6841977364,0.1587720879,-0.6616692654,-1.2394929772
SRX8557665,3.1571526887,0.1068368375,1.7316288332,0.4995220433,-0.2723462035,-1.0429638152
SRX8557666,3.2642166703,0.2029498756,1.6711052049,0.7128912778000001,-0.745181065,-0.3650798441
SRX8557667,3.9534599617,0.1621843673,1.5648659671,0.18456944620000001,-0.3464250609,-1.5229761396
SRX3405147,0.5900866613,-0.0567956082,0.06715874,-0.23651794610000001,0.1668643613,-0.0170776128
SRX3405148,0.8919706559,-0.0842381046,0.28467186170000003,-0.0638936618,0.12375148180000001,0.1881790455
SRX3405149,-1.4820573171,0.1410337127,-0.35183060180000003,0.3004116079,-0.2906158432,-0.17110143260000002
SRX3405150,-0.6201868474000001,0.1567187139,-0.7253367939,-0.36936284280000004,0.043706739,0.1170708837
SRX3405151,-3.5758259728,0.2017226211,-1.2089705087,0.0483945025,-0.6993696249,0.3245663478
SRX3405152,-2.6347295008,0.2743984749,-0.2594027293,0.1697071903,-0.43367199170000004,0.2702200551
SRX3405153,-1.4803824808,0.1592300377,-0.359459694,0.0819766386,-0.2700726726,-0.0577284714
SRX3405154,-1.7188420358,0.1874160565,-0.8751256577000001,0.0312762479,0.4332604255,-0.3383980446
SRX3405155,-2.2577194287999998,0.2615651699,-0.8576449266,-0.0104577294,0.35556696790000003,-0.3183880495
SRX3405156,-1.9689676031,0.6899777115,0.3624852482,0.26916821550000003,-0.11988288200000001,0.3279141251
SRX3405157,-3.2687482046,0.5527966582,-0.387320985,0.0222155,0.1240301535,-0.49996411490000003
SRX312063,-1.2454378102,0.10008737000000001,-0.9942874956000001,-0.2181308123,-0.1362005019,-1.0932029384
SRX312064,-1.3166262098,0.0794890836,-1.3602286994,-0.20736263130000002,-0.210334391,-1.0195338026
SRX312065,-2.3918173101,-0.4072553097,-2.5108774886000003,-0.3580729292,0.1311683721,-1.4380848642
SRX312066,-4.6309696223,-0.5189923574,-2.7673786428,-1.1019684904,-1.3844105795,-2.2853459122
SRX312067,-5.1092132665,-0.5126357698,-2.723054753,-1.1014998148,-1.3624060896999999,-2.3963819859
SRX312068,-7.8893747839,-0.6679710335,-2.8301677245,-1.7909618398,-0.7486997715,-2.4776980176
SRX312069,-7.9275451735,-0.6757522469,-2.8535542282,-1.7921226591,-0.7491009392,-2.4723938632999998
SRX312070,-0.14619420560000002,-0.0012272866,-0.0035483174,-0.0064831920000000005,0.00010153230000000001,0.0054163760000000005
SRX312071,0.14619420560000002,0.0012272866,0.0035483174,0.0064831920000000005,-0.00010153230000000001,-0.0054163760000000005
SRX312072,-0.2287124252,0.6646104637,-2.9392740796,-0.5172351907,-1.9795452543,-1.0970709773
SRX312073,-0.3711474437,0.6620923325,-3.071322484,-0.4930876744,-1.967157508,-1.0934947247
SRX312074,0.4351286428,-0.1116231548,-2.0204547188,-1.5109077319000002,-2.8492738681,-0.5548919983
SRX312075,0.09251795900000001,-0.1177134277,-2.0148177169,-1.546671549,-2.9159820306,-0.49491839260000003
