,A,TtdR
SRX254743,-3.97411243,-2.975808032
SRX254744,-3.9145881333,-3.2845738818
SRX254745,-3.7078592921,-2.9918809855
SRX254746,-3.3624326063,-3.0657084278
SRX254747,-3.1810011349,-3.3755224752
SRX254748,-3.8168475025,-3.1398903329
SRX254749,-4.4370639401,-3.3543968646
SRX254750,-3.9211753476,-3.840026529
SRX254751,-3.8102073851,-3.3291468533
SRX254752,-3.574558123,-3.0789153931
SRX254753,-4.1443520394,-3.4132403092
SRX254754,-3.7860173579,-2.435365426
SRX254755,-4.4467267563,-2.8120568642
SRX254756,-4.3110974079,-1.8461307194
SRX254757,-3.533750681,-3.4801602757
SRX254758,-1.4872267004,-2.686175575
SRX254759,-4.6979141775,-1.7289797412999999
SRX254760,-3.4271863541,-3.1862845513
SRX254761,-3.6445102037,-3.5585543652
SRX254762,-4.2040320995,-2.3140756915000003
SRX254763,-3.6865354716,-2.8263230533
SRX254764,-5.7693910585,-3.3156526768
SRX254765,-6.2563657468,-2.7118689313
SRX254766,-3.5888607783,-2.9094683442
SRX254767,-2.9013406935,-3.5125778728
SRX254768,-4.4494024497,-3.8797448543
SRX254772,-1.0474717954,-1.5077589995
SRX254773,0.0437878159,-0.7124490234
SRX254774,-1.748758531,-1.0670531228
SRX254775,1.5197255116,0.20520035590000002
SRX254776,-2.6592244891,-1.6862543038000002
SRX254777,2.8526312737,2.1553741983
SRX254778,0.9189901382000001,0.3438574251
SRX254779,-0.1203384175,-0.969221824
SRX254780,-0.4140913661,-0.4216790856
SRX254781,1.8163395249,1.9472577
SRX254782,0.7763139954,0.8357174613
SRX254783,2.1955861363,2.0448151309
SRX254784,2.4127008234,2.3361210448
SRX254785,1.0354027369,1.3131022159
SRX254786,0.9901284082,1.150457268
SRX7136401,-0.38780538740000003,-0.0640767986
SRX7136403,0.49472868740000003,0.048771555
SRX7136405,-1.7489349842,-0.5027334989
SRX7136407,-0.4283738514,-1.6206567857
SRX7136409,-1.7251934133,-0.16301717570000002
SRX7136411,-0.1069232999,0.015305243500000001
SRX3754949,-0.2140516295,-0.2694344544
SRX3754950,-0.0239288065,-0.2837505493
SRX3754951,0.23798043600000002,0.5531850036
SRX3754952,0.2348845521,-0.2582923844
SRX3754953,0.033102436400000004,-0.058718996700000005
SRX3754954,-0.15853589340000002,0.5360665432
SRX3754955,0.5118412374,-0.8862882269000001
SRX3754956,0.5121858364,-0.4039750103
SRX3754957,0.2697506148,-0.7826667699000001
SRX3754966,0.2789221793,-0.3907048456
SRX3754967,0.5627917401,-0.5492155782
SRX3754969,-0.0694216143,-0.5349478177
SRX1424798,-0.12487889810000001,0.0246835717
SRX1424799,0.12487889810000001,-0.0246835717
SRX1424800,0.5007257672000001,0.2560880303
SRX1424801,0.0271904101,0.0869402803
SRX1424802,-0.6372814065,1.1909944369
SRX1424803,-0.3510509773,1.0552431532
SRX1424804,-0.5359182551,0.5889373331000001
SRX1424805,-0.6844024692,-0.7586599434
SRX1424806,-0.058222597,0.9407989040000001
SRX1424807,-0.6099513781,1.0766333999
SRX1424808,0.1642456856,-0.4232416972
SRX1424809,0.7536900982,-0.3958859283
SRX1424816,1.3745534013,1.1245077238
SRX1424817,2.8175701366,1.1265965461
SRX1424818,1.0728817843,-1.6999024246
SRX1424819,0.5004191878,-1.6276116468000001
SRX1424824,1.5938655661999999,-1.1358138596
SRX1424825,0.8139300683,-1.1348740809
SRX1424826,0.6627289207,-0.2738399784
SRX1424827,0.45132027760000004,-0.4083196226
SRX1424828,-0.219569859,-2.0701314963
SRX1424829,-0.061550694600000004,-2.1650791958
SRX1424830,0.3115500432,-1.71151539
SRX1424831,1.0124966594,-2.037949128
SRX1424834,0.9993851180000001,-2.4410118829
SRX1424835,2.1408713882,-1.7922134854
SRX1424840,0.3150402402,-2.3482328682
SRX1424841,1.2486323411,-2.0618376619
SRX1424842,1.9308446483,-2.6790074832
SRX1424843,1.0575020884,-3.0118316061
SRX1424844,4.1378543545,-0.8922843301000001
SRX1424845,3.0338165485,-1.405650436
SRX1424846,2.5840286293,-1.6632422132
SRX1424847,2.7097874243,-1.4657198129
SRX5060277,-0.33386516600000005,0.2189162949
SRX5060279,-0.1872022345,-1.7685713529
SRX5060281,0.33386516600000005,-0.2189162949
SRX5060283,0.37474541040000003,-2.3929988277
SRX5936089,0.4527716029,0.1092608514
SRX5936090,0.0346000495,-0.2342738755
SRX5936091,-0.07574978930000001,0.4591276126
SRX5936092,-0.41162186310000004,-0.33411458850000003
SRX5936093,0.21410696540000002,-1.3322939619
SRX5936094,0.9592038999,-0.4726621432
SRX5936095,0.1270229223,-0.28972225630000004
SRX5936096,0.0129280737,-0.3694260024
SRX5936097,-0.9677398979,-0.31983311140000004
SRX5936098,0.6588058104,-1.0416504525999999
SRX5936099,-0.0475024059,-1.2777028565
SRX5936100,-0.0459422787,-0.47599794440000004
SRX5936101,0.4078756626,-0.5074454657
SRX5936102,0.3476570673,-0.8189109543
SRX5936103,-0.2597378821,-0.7662764654
SRX5936104,-0.14715133800000002,-0.7161462819000001
SRX5936105,-0.2334700047,-1.0049829529
SRX5936106,-0.5779022048,-1.2112689391
SRX5936107,-0.9474108901,-0.9938183365000001
SRX5936108,0.036026893000000004,-1.2816798895
SRX5936109,-1.0137719631,-1.5824219924
SRX5936110,-0.5308395535,-1.3784261364
SRX5936111,-1.085121155,-1.5666670650999999
SRX5936112,-0.8789943020000001,-1.5884381718
SRX5936113,-0.9609318445,-1.432436884
SRX5936114,-0.46944860390000004,-0.9908648259
SRX5936115,-1.3864270614,-1.3776731176
SRX5936116,-0.9530241273000001,-1.4475825563
SRX5936118,-1.5023861123,-1.0070570018
SRX5936119,-1.5139503962,-1.4197760068
SRX5936121,-1.7964035779,-1.7300511019
SRX5936122,-1.283575383,-1.3133587055
SRX5936123,-1.616318132,-1.3144754805
SRX5936124,-1.7593870854,-1.2783426681
SRX5936125,-2.3638769846,-1.6218630084
SRX5936126,-1.8668379675,-1.4663625841
SRX5936128,0.0551421162,-1.0902365145
SRX5936129,-0.12178634590000001,-0.6787805618
SRX5936130,0.6556358229,-1.1259826435
SRX5936131,0.4855762985,-0.9950492988
SRX5936132,-0.6544410239,-1.2348238164
SRX5936133,0.9836572712,-0.9252816989
SRX5936134,-0.4765988091,-0.6791945078
SRX5936135,-0.3025912575,-0.8173640828000001
SRX5936137,-0.13818185800000002,-1.3014255125
SRX5936138,-0.2112700533,-1.2723943997
SRX5936139,-0.031380745,-0.0116744989
SRX5936140,0.6163027709000001,-0.3003755872
SRX5936141,-0.3261848573,0.71676609
SRX5936142,-0.6289721062,0.21493191860000002
SRX5936143,-0.3728368623,0.7615977629
SRX5936144,0.1091873708,1.0808454556
SRX8557650,0.1903935001,-0.0705086847
SRX8557651,0.3613511783,-0.0217723303
SRX8557652,-0.5517446785,0.09228101500000001
SRX8557653,0.6807051582,-2.8703345758000003
SRX8557654,0.8397894037,-2.5297375648
SRX8557655,1.3152731453,-2.753146371
SRX8557656,3.4860919547,-3.3540314388
SRX8557657,1.4840204323,-3.7509373982
SRX8557658,2.3151561643,-3.3466321441
SRX8557659,2.1180559893,-1.5675559674000001
SRX8557660,0.11009915890000001,-3.4617698184
SRX8557661,0.2850057865,-3.6501154177
SRX8557662,0.8824950513,-3.9274066208000002
SRX8557663,0.9351582429,-3.3152752386
SRX8557664,1.2432389996,-3.6736326303
SRX8557665,1.5714900409,-3.8394552166
SRX8557666,1.3614608161000001,-3.9698871776
SRX8557667,1.350567552,-3.8666280352999998
SRX3405147,-0.5953370455,-0.1147912979
SRX3405148,-0.7580892901,-0.1269789345
SRX3405149,1.3534263356,0.2417702324
SRX3405150,11.7442216262,2.5672281784
SRX3405151,1.806764425,0.6847138224
SRX3405152,2.6213009891,-0.24426880990000002
SRX3405153,11.0912617128,2.5773471726
SRX3405154,11.8589386124,0.9993950122
SRX3405155,11.1348165893,-0.3239150612
SRX3405156,-0.9702860824,0.8553436895000001
SRX3405157,3.6644920861,-0.3964711119
SRX312063,-1.4055184489,-3.0626149285
SRX312064,-0.7399536912,-2.5698781428
SRX312065,-2.1051360879,-3.3676360423
SRX312066,1.0309907424,-2.1504969903
SRX312067,0.9160187132000001,-2.154671198
SRX312068,1.8024707924,-2.2997297176
SRX312069,1.7590194242,-2.3028100473
SRX312070,-0.07786525920000001,0.1207386528
SRX312071,0.07786525920000001,-0.1207386528
SRX312072,1.2437225081,-1.0098713569
SRX312073,1.0380549916,-1.2168589136
SRX312074,1.8525303995,-1.6187016685
SRX312075,1.9936682087,-2.013115614
SRX312076,2.2475442315,-2.1999870012000002
ecoli_00001,0.198240621,-0.0409595735
ecoli_00002,-0.198240621,0.0409595735
ecoli_00003,-0.8516284973,-0.2038981285
ecoli_00004,-0.5381717242,-0.058425554500000004
ecoli_00005,0.5010643712,0.40106548350000004
ecoli_00006,0.8522188162000001,0.3120147485
ecoli_00007,-0.9948088155,-0.3276809395
ecoli_00008,-0.3564849292,-0.3497762575
ecoli_00009,-0.5366836038,0.0587234925
ecoli_00010,-0.3313118875,0.0569446295
ecoli_00011,-0.2616576203,0.0928540815
ecoli_00012,-0.3894067302,-0.0644229645
ecoli_00014,-0.08481361300000001,0.1945639505
ecoli_00015,0.4110778284,0.2561051165
ecoli_00016,0.0931529958,0.047898631500000004
ecoli_00017,0.0042827246,0.11871459150000001
ecoli_00018,-0.0090294964,0.1823395955
ecoli_00019,0.4087958973,0.1612516985
ecoli_00020,0.131670312,-0.5623431985
ecoli_00021,0.19107877310000002,0.20074854150000002
ecoli_00022,-0.23988807780000002,-0.2306029105
ecoli_00023,-0.1975769074,-0.5543938255
ecoli_00024,-0.8415528709000001,-0.7811859915
ecoli_00025,-0.7211180774,-0.2647116115
ecoli_00026,-0.5129615820000001,-0.3641453555
ecoli_00027,1.0626616441,0.6139601875
ecoli_00028,0.1461156739,0.6757142275
ecoli_00029,1.5343893426,-0.4695033785
ecoli_00030,1.1082996298,0.0498783885
ecoli_00031,1.4818610925,0.0715829765
ecoli_00032,1.2648440939,0.4139077195
ecoli_00033,2.0510776951,0.9804061945
ecoli_00034,1.2548145489,0.5594875465
ecoli_00035,1.1904826476,-0.3170632765
ecoli_00036,1.0528533969,-0.1232723815
ecoli_00037,1.2482708797,0.5346236205
ecoli_00038,0.7601519787000001,0.1777493335
ecoli_00039,-0.2373577835,-0.5431624265
ecoli_00040,-0.1809149078,-0.43981551150000003
ecoli_00041,-0.0881481539,-0.40420898850000003
ecoli_00042,0.2007959782,-0.6356258555000001
ecoli_00043,0.7713684313,-0.18147883250000002
ecoli_00044,0.27908454990000003,-0.2319507515
ecoli_00045,0.4250740477,-0.8923320255
ecoli_00046,1.0013755859,-0.21667394850000002
ecoli_00047,0.6262650005,-0.0812441265
ecoli_00048,0.18089285930000001,-0.6895585515
ecoli_00049,0.9418886866,-0.20118062250000002
ecoli_00050,1.4342594172,0.6168614705000001
ecoli_00051,0.7236133437000001,0.6371474805
ecoli_00052,0.34307122770000004,-0.1005754205
ecoli_00053,1.3077363095,0.5232482645000001
ecoli_00054,4.4085866148,5.0293742465
ecoli_00055,3.5318920246000003,5.0287348065
ecoli_00056,-0.4111267201,0.9205008155000001
ecoli_00057,-0.7323107179,0.09602414150000001
ecoli_00058,-0.6785869484,0.9613980385
ecoli_00059,-0.8991724168,0.7434682815
ecoli_00060,-1.0579577434,0.1071956435
ecoli_00061,-0.2617787118,0.3086511015
ecoli_00062,-2.1005749553,0.3410638775
ecoli_00063,-3.4311906967,0.7989351015
ecoli_00064,1.1506617839,-0.5273777135000001
ecoli_00065,1.1969000912,-0.3677100075
ecoli_00066,0.9268820160000001,-0.6308973775000001
ecoli_00067,1.6276309222,-0.3712268255
ecoli_00068,-0.2077830225,0.7129745425
ecoli_00070,0.9387738763000001,2.0730114125
ecoli_00071,1.1228980095,1.6472379045
ecoli_00072,1.119854228,1.3770457425
ecoli_00073,2.9264951269,2.8829805635
ecoli_00074,3.5427065182,1.9704160435
ecoli_00075,0.7527449985,4.3386277865
ecoli_00077,0.3397936433,3.8977643895
ecoli_00078,1.1779837433,4.0268306425
ecoli_00079,1.6671287718999999,4.8535252595
ecoli_00080,-1.2845995164000001,-0.4474092155
ecoli_00081,1.2400854927,0.7780203465000001
ecoli_00082,-0.27973186310000003,0.7765453815000001
ecoli_00083,-0.0635441883,0.7683891485000001
ecoli_00084,0.6923043125,0.5043436995
ecoli_00085,0.3915496824,0.6556546955
ecoli_00086,-0.7295801826,0.6172257625
ecoli_00087,-0.8086809011,0.36229518250000003
ecoli_00088,-0.03035018,0.1792849015
ecoli_00089,0.0228000701,-0.0575512145
ecoli_00090,0.0449095835,-0.0840425405
ecoli_00091,0.1216267421,-0.2346664545
ecoli_00092,-1.0832845146,0.22697653450000002
ecoli_00093,0.45417230610000003,0.1765975885
ecoli_00094,-0.2440807207,-1.1112853605
ecoli_00095,-0.3782453652,-0.5754870585
ecoli_00096,-0.3915963025,0.2538004265
ecoli_00097,-0.5306582464,-0.6054906175
ecoli_00098,-1.1052665451,-0.2392864875
ecoli_00099,-1.463830196,-1.0082502985
ecoli_00100,0.5504449435000001,0.9379102045000001
ecoli_00101,0.5047039106,-0.3177794845
ecoli_00102,0.1001584412,-0.5665664005000001
ecoli_00103,0.0389649675,-0.1203362885
ecoli_00104,-0.3852753224,-0.8335717315000001
ecoli_00105,-0.5470279753,-0.2517588725
ecoli_00106,-1.1816119142,-0.4889652975
ecoli_00107,-0.4988855585,0.0819449805
ecoli_00108,1.2560975907,4.5294012665
ecoli_00109,0.9341286771,5.0119029085
ecoli_00110,0.44223228810000004,0.1699315825
ecoli_00111,-0.3841094734,0.2613991755
ecoli_00112,0.3040764047,-0.0601939005
ecoli_00113,0.4852031992,3.4205531145
ecoli_00114,0.9005743795000001,3.4829176795
ecoli_00115,1.2607644004,3.5694069845
ecoli_00116,0.4216274124,-0.1289388935
ecoli_00117,0.6137668205,-0.5105284315
ecoli_00118,0.7138340553,0.1568953325
ecoli_00119,0.056233838700000004,-0.1528515895
ecoli_00120,0.3206096187,-0.29765723650000003
ecoli_00121,-0.0116558735,0.1821795215
ecoli_00122,-0.8498559799000001,0.1714140845
ecoli_00123,-0.1790378947,-0.061771055500000005
ecoli_00124,-0.9897298225000001,-0.6086250405
ecoli_00125,-0.7249726396,4.1090855265
ecoli_00126,0.6798893255,1.3204966745
ecoli_00127,0.7907872373,2.8392238695
ecoli_00128,0.0769456278,-0.4474358325
ecoli_00129,-0.3660684835,3.9482354895
ecoli_00130,0.392470352,3.3564253045
ecoli_00131,0.2161381933,4.9654977895
ecoli_00132,-0.2277435033,1.7898248775
ecoli_00133,0.293047114,4.7707596975
ecoli_00134,-0.9897769505,1.3446976005
ecoli_00135,-0.4340877658,-0.1307118085
ecoli_00136,1.2785465099,3.2138061835
ecoli_00137,0.2521048014,0.6235097675
ecoli_00138,0.586558083,5.0677707505
ecoli_00139,0.1233995675,4.8692848835
ecoli_00140,-0.5085510443,-0.9850333635
ecoli_00141,0.7013543723,5.3667858285
ecoli_00142,-1.1963129213,-0.0129456555
ecoli_00143,0.19030775900000002,-0.19733370050000001
ecoli_00144,0.019682622400000002,2.5932591365
ecoli_00145,-0.41248029680000003,1.4528601045
ecoli_00146,0.47753166490000004,2.4589351615
ecoli_00147,0.48186434520000004,4.4977245295
ecoli_00148,-0.3755165808,3.5022945565
ecoli_00149,0.5686459705,2.4869397715
ecoli_00150,0.5351245589,3.4824419095
ecoli_00151,2.2757808525,2.8904516525
ecoli_00152,0.1899391178,2.6982775705
ecoli_00153,1.3336617263,1.4417279865000001
ecoli_00154,-0.307148173,4.4921847885
ecoli_00155,1.4710828196,2.1468387365
ecoli_00157,1.3708773822,4.6358245405
ecoli_00158,0.7960282809,2.4230991255
ecoli_00159,-0.5257796397,4.0637664175
ecoli_00160,-1.8433787220000002,0.4611466715
ecoli_00169,1.0542758733,-0.6795341305
ecoli_00170,1.0490839165999999,-0.1128869185
ecoli_00171,0.37483090490000004,-0.1409783445
ecoli_00172,-0.1055970017,-0.5369129095
ecoli_00173,1.3326127581,1.3765853225
ecoli_00174,-1.0175179786,1.2917038655
ecoli_00175,0.7599607314,-0.3645662495
ecoli_00176,1.0319939118,0.5098430635
ecoli_00177,0.22824368350000002,-0.4320535035
ecoli_00178,0.6537698778000001,-1.1856145435
ecoli_00179,-0.1928082619,-0.8907764305
ecoli_00180,0.09233309270000001,-0.4265439125
ecoli_00181,0.334383089,-0.9053083835
ecoli_00182,-0.07098531450000001,-0.6763919445000001
ecoli_00183,-0.322330446,1.5646146545000001
ecoli_00184,0.218053462,1.3358033175
ecoli_00185,0.1818391091,-1.0585690575
ecoli_00186,0.5513427322000001,-0.6117792615000001
ecoli_00187,-0.2734596804,-0.4192461655
ecoli_00188,0.314316317,0.0027131855
ecoli_00189,1.1004552801,-0.35102058150000004
ecoli_00190,0.9327315641,-0.5831535425000001
ecoli_00191,-0.7998495217,-0.29606848150000004
ecoli_00192,-1.4288256707,-0.6439171855
ecoli_00193,1.140195858,0.2081763485
ecoli_00194,1.0123696793,-0.18625125550000002
ecoli_00195,0.771340553,-0.1548650725
ecoli_00196,0.5935552933,-0.1409807315
ecoli_00197,0.10894804250000001,0.32331568050000004
ecoli_00198,0.7141713928,-0.7109897005
ecoli_00199,-0.1484947156,2.9388750965
ecoli_00200,-0.4285513472,3.1476016295
ecoli_00201,0.1384352827,4.4893628045
ecoli_00202,-0.1036905671,4.6264641965
ecoli_00203,-0.9308826750000001,-0.1511788745
ecoli_00204,0.405817723,-0.059352138500000005
ecoli_00205,0.12097103270000001,4.2181302905
ecoli_00206,0.21302947460000002,2.9233075155
ecoli_00207,-0.27364058410000003,4.3704502925
ecoli_00208,-0.031009677500000003,4.0612207035
ecoli_00209,-0.2854978541,-0.22388235050000002
ecoli_00210,-0.2375414291,0.3570287905
ecoli_00211,-0.9686140830000001,-0.2650324955
ecoli_00212,0.34481074570000003,-0.5054393295
ecoli_00213,-0.031161755200000002,4.1006755115
ecoli_00214,0.1630330036,3.7802661515000002
ecoli_00215,-0.1743831956,-0.0414892555
ecoli_00216,0.4624984116,-0.3629257735
ecoli_00217,-0.3775233642,3.0524559125
ecoli_00218,-0.1413237355,4.5080125605
ecoli_00219,-0.3136752986,0.26710223850000003
ecoli_00220,-0.6252211449,-0.0290861985
ecoli_00221,-1.0128055861,-0.19233674150000002
ecoli_00222,-0.769266309,-0.3232638975
ecoli_00223,0.2127040986,0.5809491215
ecoli_00224,0.454231639,0.4029738245
ecoli_00225,0.29742820810000004,4.3248158135
ecoli_00226,0.2628528851,4.4956275255
ecoli_00227,-0.0299867769,-0.29966103250000004
ecoli_00228,-0.1892427539,-0.9742709825
ecoli_00229,-0.7437999812,-0.4218238955
ecoli_00230,-0.5329914879000001,-0.0739232975
ecoli_00231,-0.3811989901,-0.30239130950000004
ecoli_00232,-0.9955862989,-0.5519279115
ecoli_00233,0.5474313715,-0.1743660545
ecoli_00234,0.49730519100000004,-0.10059897050000001
ecoli_00235,-0.1246358862,0.45166866450000004
ecoli_00236,0.53416694,0.1638569315
ecoli_00237,-0.8335360669,-0.5599532755000001
ecoli_00238,-0.5835549777,-0.2316492595
ecoli_00239,-0.5771211656,-0.5156382245
ecoli_00240,-0.45005269950000004,-0.24686266550000002
ecoli_00241,-0.8207094307,0.3705912175
ecoli_00242,-0.861486327,0.7939910505000001
ecoli_00243,-1.090782785,0.6413775135
ecoli_00244,-0.6296930537000001,0.0247028075
ecoli_00245,-0.6087125269,0.0545233735
ecoli_00246,1.4920208782,1.6330753935
ecoli_00247,1.2970209427000001,1.7987010845
ecoli_00248,0.2061428167,1.2735040185
ecoli_00249,1.0421160981,0.7102526605
ecoli_00250,-0.6614679521,0.9083668315000001
ecoli_00251,-0.5349341919,-0.18928532050000002
ecoli_00252,-1.159320675,-0.2534813285
ecoli_00253,-0.4858920331,0.8768117385
ecoli_00254,-1.1954619392,1.1757101325
ecoli_00255,1.4936672602,0.2009926035
ecoli_00256,1.6549453258,-0.4844550735
ecoli_00257,4.0756123087,0.47402816350000004
ecoli_00258,3.9939000942,0.0408233365
ecoli_00259,0.9818510794,0.0572318935
ecoli_00260,1.2363258427,0.3799112955
ecoli_00261,3.0560423488,-0.0451320435
ecoli_00262,2.0742918223,0.5614746935
ecoli_00263,0.7342333959,2.0646659845
ecoli_00264,0.4220829202,2.8972059785
ecoli_00265,-0.3810946935,-0.23528071050000002
ecoli_00266,-0.2807118348,-0.1146652865
ecoli_00267,0.6872245579,4.4840612195
ecoli_00268,0.8514681690000001,4.5900046855
ecoli_00269,1.1136815236,4.5529166325
ecoli_00270,0.9092654415,4.9695745805
ecoli_00271,1.3319702537,0.9564442865
ecoli_00272,1.062445241,1.1499465025
ecoli_00273,-0.5283825155,-0.3740460635
ecoli_00274,-0.2656673685,-0.5492136075
ecoli_00275,-1.0897110373,-0.0686292615
ecoli_00276,-0.4293525979,-0.2462138315
ecoli_00277,0.07887269100000001,-0.0647847625
ecoli_00278,0.5565816130000001,-0.1342903195
ecoli_00279,-0.8218727167000001,-1.5274484095
ecoli_00280,-0.4368940162,-1.0800735075
ecoli_00281,-0.2722498201,0.4556233805
ecoli_00282,0.2465502441,-1.4414297975
ecoli_00283,1.012822577,-0.39878727550000004
ecoli_00284,0.7591032261,-0.0204324965
ecoli_00285,0.568642132,1.4991729065000001
ecoli_00286,0.9786683766000001,0.4403230175
ecoli_00287,0.1342308855,0.6922626015000001
ecoli_00288,-0.14413566020000002,-0.6534285285
ecoli_00289,0.2979571858,-0.23368848350000002
ecoli_00290,0.4280444423,-0.6116021225
ecoli_00291,0.39063181820000004,-0.1472923395
ecoli_00292,0.6472673894000001,-0.0333903765
ecoli_00293,0.8711898128000001,0.6500385135
ecoli_00294,0.4966039733,-0.2252535455
ecoli_00295,1.4795839311,-0.5808898285
ecoli_00296,0.7297334212000001,-0.42521499150000003
ecoli_00297,0.6292099665,-0.2188843135
ecoli_00298,0.8244965561,-0.1889598485
ecoli_00299,0.1445480049,-0.3432266525
ecoli_00300,-0.3107999067,-0.7201774795
ecoli_00301,-0.1775050854,0.1214754455
ecoli_00302,0.9452475138,1.8346067915000002
ecoli_00303,0.128350038,-0.0609064245
ecoli_00304,0.5283109931000001,-0.0868975715
ecoli_00305,0.2585435639,4.9227644155
ecoli_00306,1.0437859061,4.6035419025
ecoli_00307,1.2198264722,4.8279408815
ecoli_00308,1.3069137234000001,4.9906369335
ecoli_00309,1.2494205081,4.9592445725
ecoli_00310,1.7155633598,5.1808590195
ecoli_00311,1.7933413384999999,6.1220286395
ecoli_00312,1.1938991056,4.0847215855
ecoli_00313,-0.3438797048,-0.4281047745
ecoli_00314,-0.2537564071,-0.4927853485
ecoli_00315,0.882314232,4.9095813525
ecoli_00316,0.35861703780000004,5.0273697245
ecoli_00317,0.8215861134,4.8657990165000005
ecoli_00318,0.30282707270000003,4.7136180855
ecoli_00319,-0.1606270914,0.4897724155
ecoli_00320,0.6702646556,-0.045010033500000005
ecoli_00321,0.6733546973,4.6298721265000005
ecoli_00322,0.5809227857,4.6615762885
ecoli_00323,0.85308178,1.5220073205
ecoli_00324,0.6047404317,0.9438336165000001
ecoli_00325,0.7832628728000001,1.1901335565
ecoli_00326,1.4284204733,0.45905471950000004
ecoli_00327,-0.4244919051,0.40081297050000003
ecoli_00328,0.35182765260000004,1.7752721535
ecoli_00329,1.0763104873,1.7743302035
ecoli_00330,0.7903517877,1.6949121945
ecoli_00331,1.2882899066,2.6297706745
ecoli_00332,1.0732930611,2.7581034975
ecoli_00333,1.5450217485,2.9157307825
ecoli_00334,0.9616323979,1.5002612225
ecoli_00335,0.7769237348,2.3983266375
ecoli_00336,0.4766386884,0.7121969815
ecoli_00337,2.2202705056,2.9258199275
ecoli_00338,1.6411519452999999,3.2393307125
ecoli_00339,0.5266725619,1.9236717995000001
ecoli_00340,-0.0761304637,1.0879710815
ecoli_00341,0.530313863,0.3390715945
ecoli_00342,0.1247988386,1.0232761315
ecoli_00343,1.285674293,2.3238943035
ecoli_00344,1.3695642971,2.3652713795
ecoli_00345,1.5673149778000002,2.4064306425
ecoli_00346,1.2583954955,2.5006232195
ecoli_00347,0.0831366308,0.8255843405000001
ecoli_00348,0.0267660131,0.7057149125000001
ecoli_00349,-0.23267744380000002,0.6926877655
ecoli_00350,-0.4054252075,0.6967247185000001
ecoli_00351,-0.0841521977,1.2730709365
ecoli_00352,0.1056410983,0.5443296875
ecoli_00353,0.3372006068,0.4112746855
ecoli_00354,-0.2610673985,0.4647214545
ecoli_00355,-0.2195081567,0.25010606550000003
ecoli_00356,-0.6583742764,0.7279738225
ecoli_00357,-0.4365929387,0.7756288455
ecoli_00358,-0.3831744456,0.8427662375
ecoli_00359,0.734668254,3.4429916825
ecoli_00360,0.2876046145,3.3571413205000002
ecoli_00361,0.5009355849,3.7024227815
ecoli_00362,0.0936333672,3.8510298375
ecoli_00363,0.1440556007,0.5079063785
ecoli_00364,0.027790624200000003,0.48436363450000003
ecoli_00365,-0.5452856782000001,1.9252599245000002
ecoli_00366,-0.0168555934,1.7596837834999999
ecoli_00367,-1.1332448319,-0.1851545665
ecoli_00368,-0.5650170946,-0.5012032235
ecoli_00369,-0.29573299470000003,0.7563035385
ecoli_00370,-0.2702691528,0.8351858325
ecoli_00371,0.5826368759,1.2104134715
ecoli_00372,0.0682741156,1.9576364605
ecoli_00373,-0.1430975442,-0.5697434355000001
ecoli_00374,-0.11262402710000001,-1.0139163585
ecoli_00375,-0.5629943501,-0.1107981695
ecoli_00376,0.0757394561,0.7244075245
ecoli_00377,-0.4875875733,-0.41986225450000003
ecoli_00378,-0.412470172,-0.6293307575
ecoli_00379,-0.5258577286,-0.7176100275
ecoli_00380,-0.1927966996,-0.2613715635
ecoli_00381,0.0121221772,0.3838400535
ecoli_00382,0.08548142410000001,2.1145943895
ecoli_00383,-0.4351174762,-0.17482337550000002
ecoli_00384,-0.0558380277,-0.5785241005
ecoli_00385,-0.37676422870000004,-1.2620136075000001
ecoli_00386,-0.3720647526,-0.9196888345
ecoli_00387,0.0382335585,-0.2716453125
ecoli_00388,-0.1635152451,-0.4647837175
ecoli_00389,-0.2113379582,0.0005970205
ecoli_00390,-0.22966128660000001,-0.16710884750000002
ecoli_00391,-0.544481173,-0.7402916575
ecoli_00392,-0.09276621930000001,-0.9259122915
ecoli_00393,-0.0584464046,0.2178877875
ecoli_00394,1.0061376016,0.8214510105
ecoli_00395,-0.0202912874,0.2745054255
ecoli_00396,0.0836510744,-0.3856966115
ecoli_00397,0.9214111011,0.24704306150000002
ecoli_00398,1.2810371042,0.6021157425
ecoli_00399,-0.13839174740000001,0.4575581375
ecoli_00400,0.8279747981000001,1.1741858505
ecoli_00401,-0.6825944378000001,-0.4279637465
ecoli_00402,0.5385074588000001,-0.1695615325
ecoli_00403,1.4476981348,2.2889140625
ecoli_00404,1.4371327621,2.0190627145
ecoli_00405,1.1130168068,1.3420440555
ecoli_00406,0.7566062622,-0.0977697275
ecoli_00407,0.5159748824,-0.0100207625
ecoli_00408,0.9195381715000001,-0.4794263295
ecoli_00409,1.0478412617,2.5470822105
ecoli_00410,1.0151200973,-0.0009288185
ecoli_00411,0.24106454300000002,-0.5679467585
ecoli_00412,0.0369846867,-0.4830031785
ecoli_00413,0.3272251286,-0.4707822915
ecoli_00414,0.5369752078,-0.3191055505
ecoli_00415,1.1971272781,0.1765803805
ecoli_00416,1.3885451088,0.46160636450000003
ecoli_00417,0.9046468353,0.6704139775
ecoli_00418,-0.0115942002,-0.2486178165
ecoli_00419,0.9647131669000001,-0.3409460445
ecoli_00420,0.40215295700000003,-0.24194856850000002
ecoli_00421,1.3985899909000001,0.059020773500000005
ecoli_00422,1.4814347030000001,0.1324113045
