,A,Fnr,DpiA,ArcA,NarL,Crp
SRX7656146,-0.2933247317,-1.6690285604000001,1.1093547087,-0.1376267776,0.7370861622,-0.7368803165000001
SRX5388319,0.2040365693,0.3179345689,0.23485579180000002,-0.21440200510000001,0.1253235786,-0.1131082358
SRX5388320,0.1832477414,0.18223048190000002,-0.0458762917,-0.1576300118,-0.0846423338,-0.15099738340000002
SRX5388321,-0.38728431080000003,-0.5001650508000001,-0.1889795001,0.37203201690000004,-0.0406812448,0.26410561920000003
SRX5388322,-0.0505893844,0.5251016409,0.557539758,-0.1497389388,0.35971976240000003,-0.3440473148
SRX5388323,0.10193150470000001,0.1786556813,-0.11346610080000001,-0.0369705902,0.46663715100000003,0.10436316620000001
SRX5388324,-0.592508288,-0.6112737865,-0.039986419,0.7431410647000001,0.5980069538,0.4952732845
SRX5388325,0.1646801642,0.5262288232,0.17890048900000002,-0.2876900969,0.4190158688,-0.32192762610000003
SRX5388326,0.050094232700000005,-0.2727957778,-0.1646397642,0.2433380028,0.49050310150000004,0.32229741440000004
SRX5388327,-0.3015182953,-0.6946207608,-0.0436462849,0.8701147989,0.9324703254000001,0.6368160699000001
SRX8708326,1.2073805094,-0.119554107,0.15608087510000002,0.21438425600000002,1.6004875978,-0.0362194251
SRX8708328,1.3100509649,-0.3170220687,0.102481863,-0.30035051360000004,-1.2078155316,-1.5616224187
SRX8708335,-0.2242767765,0.4426468001,-0.07534175700000001,-0.140268331,0.1478193939,0.4342447082
SRX8708336,-0.5831162575000001,-0.005799319900000001,0.0616594664,0.2020150476,0.5778896560000001,0.5878589544
SRX8708337,-0.5026579309,-0.1198254115,-0.0887995724,0.238603797,0.48210648170000003,0.5395187561
SRX8708338,0.0470077792,0.4505488275,0.527967786,-0.6188908344,0.32981440300000003,-0.14160878940000002
SRX8708339,0.23944409730000002,0.2816095837,0.3181263518,-0.5476349758,0.2835378013,0.148584254
SRX8708340,0.0021192867,0.2166968225,0.30977384900000005,-0.5547466482,0.6685160269,0.18241322270000002
SRX8708365,-0.921137144,1.4108055474,0.8072137476,0.39890568,1.2042529344,0.9307925237
SRX8708366,-1.1191784492,1.4817713212,0.7333165918,0.4232890375,1.1740473575,0.9367801035000001
SRX8708368,-1.1312241204,1.4869945274,0.7557538429,0.4018782829,1.2045164714,0.9764142145
SRX8708369,-0.3853289239,0.3310877378,0.060879251700000005,0.039621208500000005,0.6950498322,0.7325937801
SRX8708370,-0.543558403,0.3901382749,-0.2237824957,0.2716691263,0.6422432227,0.8605437876
SRX8708371,-0.5358028196,0.0408617343,-0.043515354900000004,0.0246632748,0.7213649933,0.6737314587000001
SRX4166001,-0.8452139748,-0.0814799261,-0.2729952268,0.0448693536,-0.22207445720000002,-0.0504309921
SRX4166002,0.843339232,-0.2479318523,0.020138457000000002,0.0930905695,0.11951122400000001,0.15996817200000002
SRX4166003,0.0018747428,0.3294117784,0.2528567698,-0.1379599231,0.1025632332,-0.1095371799
SRX4166004,-2.0815235909,0.47526292600000003,-0.2177988645,-0.5457864885,-0.2897964329,-0.8779140316
SRX4166005,-1.7797397072,0.399529935,-0.2169530802,-0.4753633935,-0.38930924710000003,-0.5371211839
SRX4166006,-0.7087621293,0.4636494588,-0.2264931145,-0.19267576560000002,-0.4750198538,-0.5047912804
SRX4166007,-0.9887031338000001,0.4731850638,-0.4113319855,0.2041435115,-0.060869944100000004,-0.49115894060000004
SRX4166008,-0.058774466500000004,0.10933264640000001,0.2186904247,0.27431298800000004,0.219839851,-0.1463925879
SRX4166009,-1.0784941549,-0.3342927867,-0.1685737904,0.22746084330000002,0.1249547648,-0.2696574214
SRX4166010,2.2081018046,0.12056433700000001,-0.2489227672,-0.4405345269,-0.5165319329,-0.422017325
SRX4166011,4.0121638618,0.29229301500000004,0.1977201275,-0.2830870253,-0.2281622478,0.0331465663
SRX4166012,1.9096498199,0.23799157110000002,-0.0246495643,-0.3873081933,-0.7624830522,-0.27523787650000003
SRX5000481,0.7257383733,-0.0411554648,-0.1747263481,0.1620239536,-0.1924147068,-0.011476057900000001
SRX5000482,0.2166526208,-0.2025695905,-0.3005698969,0.12471851810000001,0.0671026978,-0.1060102587
SRX5000483,-0.34998944730000003,0.5362358304,0.2985229669,1.3063350111,0.9901104417000001,0.1512831843
SRX5000484,0.1048211064,0.4017882678,0.09902644790000001,1.0700722438,0.5738845173,-0.1375585523
SRX5000485,-0.29946661410000003,0.3807298423,0.0552120985,1.3110525301,0.9514955949,0.2109785549
SRX5000486,-0.9730583455,0.5917958579,0.1017243995,1.4065528255,1.1686499769,0.2609776572
SRX5000487,0.1749951716,0.5170737542,0.135622182,0.7048026657,0.6307025854,-0.1923561796
SRX5000488,0.4240531836,0.3270566549,0.16434374170000002,0.4601408712,0.4239319917,-0.34262451
SRX5000489,-0.1775104546,0.29859400950000003,-0.0928873669,0.9813567482000001,0.5241369097,-0.1664668386
SRX5000490,-0.0378504805,0.4231736048,-0.1025365526,1.0470302386,0.7045524360000001,-0.16714632440000002
SRX5000491,-0.12588652420000002,0.46268946920000004,0.13527042920000001,0.563147705,0.5315418983,-0.37078453650000004
SRX5000492,-2.1386539409,0.1092882143,0.29614726150000004,2.2553511942,1.6931631819000001,1.475368666
SRX5000493,-2.1602788715,-0.1709551273,0.0871662144,1.453166348,0.8817612938,1.1376902668
SRX5000494,-1.8069084916,-0.1236654839,0.14378473090000002,1.5121257571,0.8665839936,1.1347282112000001
SRX5000495,-1.6705544755,0.2443210787,-0.034540149400000004,2.2442103555,1.6733409549,1.4212904351
SRX5000496,-2.4773927648000003,0.2046474319,0.2345304372,2.289547288,1.7355360369000001,1.467315173
SRX5000497,-0.050169722300000004,0.0131317333,-0.0071906745,0.07823853530000001,-0.0605163211,-0.0192756679
SRX5000498,-0.18914788200000002,0.0016198894000000001,-0.0867781935,-0.0595165218,0.0505840361,0.0212278545
SRX5000499,-1.5859318368,-0.068830864,0.2015155388,1.4546496266,0.8196507850000001,1.1315243246
SRX5000500,0.23931760430000001,-0.014751622800000001,0.0939688681,-0.018722013500000002,0.009932285,-0.0019521866
SRX5000501,0.6581020013000001,0.2993968877,-0.1297031072,0.9007452943,0.3551519179,-0.4916651179
SRX5000502,0.8091006834000001,0.2372887783,-0.0658109447,0.7772417636000001,0.2717580786,-0.34854891390000003
SRX5000503,0.13849831170000002,0.2941459511,0.1071980943,0.8209610593000001,0.4722876371,-0.43585225920000004
SRX5000504,0.4203385309,-0.2101261882,-0.42317036700000005,0.6236913775,-0.2883396092,-0.1372784369
SRX5000505,0.8262807747,-0.1270523133,-0.0747556028,0.6223916111000001,-0.2178965834,-0.1642322029
SRX5000506,0.3092062312,-0.0790129266,-0.17503092080000002,0.5376040695000001,-0.27739284940000003,-0.1681617912
SRX5000507,-0.18471636290000001,0.5584079094000001,0.18212720200000002,0.6762737721000001,0.5559413535000001,-0.0774965284
SRX5000508,0.0440669678,0.0044322814,0.0859195012,0.201879105,0.1662981304,0.0630814665
SRX5000509,0.639174062,-0.1535203644,-0.2567706126,0.45632683420000003,-0.207634334,-0.2810515373
SRX5000510,0.9709428529,-0.1989277479,-0.1945742652,0.44274077380000004,-0.35920091730000003,-0.28533503050000003
SRX5000511,0.6109675189,-0.11060810300000001,-0.40899213700000003,0.5074049783,-0.2164583904,-0.1949960566
SRX5000512,0.49594545,0.1314688236,0.009664571200000001,0.2066540851,0.341689538,-0.4457334711
SRX5000513,0.4235565861,0.1838631336,0.33719339540000004,0.321622073,0.41433005580000004,-0.3135830297
SRX5000514,0.5758407161,0.1477637272,-0.2449781382,0.7557021915000001,0.1643844771,-0.4912625674
SRX5000515,0.6889018518000001,0.3884039694,0.036970256300000004,0.9368418241,0.3985071779,-0.402798119
SRX5000516,0.2517815083,0.3191821125,0.1574379447,0.8506512747,0.35461388920000003,-0.49061737310000003
SRX4124772,-0.46590821450000003,0.7734956825,-1.1318230018,-0.8681587916,-0.9388010775000001,-0.49159209540000004
SRX4124773,-0.5239476473,0.7219430089000001,-0.8169394109,-0.7394498977,-0.6745487105,-0.2902563631
SRX4124774,-0.5722158705,0.1790881402,0.14749840050000002,0.036210261300000005,-0.020260472800000002,0.0011446948
SRX4124775,0.5722158705,-0.1790881402,-0.14749840050000002,-0.036210261300000005,0.020260472800000002,-0.0011446948
SRX5323946,-0.30113718170000003,0.12426001610000001,0.014093051700000001,-0.0387355869,-0.10862044400000001,-0.1947450853
SRX5323947,0.30113718170000003,-0.12426001610000001,-0.014093051700000001,0.0387355869,0.10862044400000001,0.1947450853
SRX5323948,-0.3933863723,0.6018622403,0.4918143574,0.5055877661,-0.20038221420000002,0.25533424920000003
SRX5323949,0.2208731599,0.6799802673,0.5489186570000001,0.5518146645,0.1431525804,0.3336771074
SRX5323950,-0.4743492198,0.3707996442,0.2564020893,0.1582199441,-0.24373348350000001,-0.19234211680000002
SRX5323951,-0.1342968222,0.46834393950000003,0.2848884598,0.0067155102,-0.16452277310000002,-0.21453890080000002
SRX5323952,-0.1905483392,0.1720929292,0.1637108405,-0.20791819690000002,-0.2856081164,-0.1725798192
SRX5323953,0.2042340256,0.11808093680000001,0.1662625566,-0.19365682850000002,-0.0238121763,0.0807140303
SRX5323954,0.0236470922,0.3892559581,0.48710851320000004,-0.082813973,0.0673951557,-0.0703709117
SRX5323955,-0.1349726394,0.2630490143,0.7125022204,-0.12364642190000001,0.2663090582,-0.0216465485
DRX093856,-0.6472497634000001,0.1685579585,-0.8315564388000001,0.0917961189,0.056704150800000006,0.0794100169
DRX093857,-2.7774808671,0.6340361556,-0.4576570318,0.43684676520000004,1.479586695,-0.6136421402000001
DRX093858,-2.9980262077,0.5859364184,-0.6990977875000001,0.522254579,1.639253818,-0.5901419459
DRX093859,-2.6038072846,0.1388133504,-0.7688819543000001,0.5563993884,1.3770820739,-0.20304986730000002
DRX093860,-1.335437256,0.1720571806,-0.24348398370000002,-0.1029413869,0.7792600630000001,0.09984774490000001
DRX093861,0.0314232687,0.17014523580000002,0.09273369100000001,-0.1427980245,-0.0445686966,-0.0386433461
DRX093862,-2.326799718,0.4002211491,-1.0235725571,0.3677988023,1.4481519999999999,-0.7873801161
DRX093863,-3.1573017754,0.6187439533,-0.7581780761,0.2865146461,1.4373939677,-0.5712728994
DRX093864,-3.4447813050000002,-0.0231897728,-0.35265788400000003,0.8909108266,2.4694155805999998,-0.0286686132
DRX093865,-1.2638508208,0.1774231919,-0.835462656,-0.1946073646,0.5968325534000001,-0.23342197620000002
DRX093866,0.6158264947000001,-0.3387031943,0.7388227478,0.0510019056,-0.0121354542,-0.0407666707
DRX093867,-2.4743634321,0.6168372836,-0.9045036733,0.3482362634,1.5365692734,-0.7308913606
DRX093868,-2.9593246656,0.47221863690000004,-0.5593759395,0.08828627160000001,1.1944590751,-0.7037627470000001
DRX093869,-2.8313990955,0.1866437766,-1.1107660635,0.467396951,0.8287414566,-0.2362122698
DRX093870,-1.7706212092,0.5095188969000001,-0.7836438848,-0.11413830750000001,0.5234341099,-0.0164546772
SRX6366242,-0.47687787940000004,0.1745111691,0.4509727448,-0.1525709423,0.0122861384,0.0328965424
SRX6366243,0.3532341772,0.1781953679,-0.39398522810000003,-0.2339680777,-0.0858173234,0.1360103685
SRX6366244,1.1740788233,0.6569750524,1.5282135552,-1.9321320885,-0.29398723920000003,0.5049328406
SRX6366245,-0.5884208697000001,0.1787996128,-1.0842069868,0.1425099832,-0.11454335530000001,0.1529755428
SRX6366246,-0.7452994835000001,0.11778360900000001,0.9944611462,0.0276660196,0.2151462495,-0.015406163700000001
SRX6366247,0.5807650528,0.654130041,0.7374199453,-1.7251881255,-0.0620120392,0.37994444860000004
SRX6366248,-1.1693504209,0.13318347290000002,0.8362538337000001,-0.2232967539,-0.0270007778,0.22590315390000001
SRX6366249,-0.6469843935,0.0482401603,0.589874526,-0.3382124423,0.0481567592,0.23212511460000002
SRX6366250,-0.9532121117000001,0.1520617836,0.4885593294,-0.1024671756,0.082140617,0.2831675712
SRX6366251,0.5904306804,0.022923051700000002,0.6216733301,-0.2333492755,0.20203678830000002,0.20362184190000002
SRX6366252,-0.12158294680000001,-0.012503975300000001,1.2923348095,-0.0869106188,-0.025006627,-0.011167604900000001
SRX6366253,0.12158294680000001,0.012503975300000001,-1.2923348095,0.0869106188,0.025006627,0.011167604900000001
SRX254739,-5.1661132242,-0.5360698087,-1.6269607058000002,-0.9591483862,-2.1238755546,-0.8924017296000001
SRX254740,-5.3327608662,-0.1752285714,-1.5624564513,-0.9069556407,-1.9248298331,-0.8649010421000001
SRX254741,-4.9407618336,0.0422851349,-1.7998349416,-0.9805255295,-1.6931748922,-0.7001267639000001
SRX254742,-5.1238692873,-0.1848959024,-1.5123463427,-0.9351694974,-2.0237864724,-0.9119051060000001
SRX254743,-4.9665456171,-0.11445331630000001,-1.7620475654,-0.9049785276000001,-1.9135664945,-0.8563503673
SRX254744,-5.1588759896,0.109365481,-1.5407433955,-0.9910953517000001,-1.8198528319,-0.6222702813000001
SRX254745,-5.4663630485,0.07952887700000001,-1.1758188349,-0.847915772,-1.2003054988,-1.0877370598
SRX254746,-5.5841551737,-0.1709218388,-1.4048354627,-1.0447402794,-0.8426649982000001,-1.7369671045000001
SRX254747,-5.7278979941,0.1546433043,-1.8395515087,-0.8083185378000001,-1.1818286916,-1.3358746678
SRX254748,-6.2013772553,0.24525902700000002,-0.8259428083,-0.251267234,-0.2348409917,-0.48690911950000004
SRX254749,-6.1700703373,-0.0468967645,-0.9914660157,-0.5238376862,-0.6748495210000001,-0.9667081537000001
SRX254750,-4.995127662,0.2451304448,-0.9658608157,-0.6034573715,-0.78678222,-1.2851862633
SRX254751,-6.7992495081,0.3046829473,-0.6246871559,-0.3508205254,-0.1825263235,-0.385574128
SRX254752,-7.1214410973,0.5800346571,-0.7676012702,-0.25833767490000004,-0.0445204394,-0.24326731070000002
SRX254753,-6.5883196034000004,0.41055047240000003,-0.4262729657,-0.2510583381,-0.3660800893,-0.2979551923
SRX254754,-6.881702586,0.3495013483,-0.8998495896,0.6010919005,-0.7796313167000001,0.6722892721
SRX254755,-6.7510704802,0.2135503367,-2.1624321597,0.3757489328,-0.6203881761000001,1.1260265914
SRX254756,-6.8609482479,0.27022110390000004,-1.2895023458,0.46132468460000003,-1.1406679103,1.0397299023
SRX254757,-4.5912489198,-0.5960188213000001,-2.7253401259,-1.0414098383,-2.095595951,-0.3628059501
SRX254758,-4.5300342286,-0.5153006611000001,-2.1434244272,-0.9159551937,-1.7255578059,-0.4528756111
SRX254759,-2.3219324425,-0.7494009207,-2.7439270637,-0.9083989386,-2.0588338165,-0.3254764307
SRX254760,-7.2954500775,0.9373966127000001,-0.9141335313000001,-0.1170991074,-0.2600976211,-0.18830449770000002
SRX254761,-6.7654905008,0.524749906,-0.8885159786,-0.39377184200000004,-0.3351713465,-0.7544182141
SRX254762,-7.178367534,0.5390292830000001,-0.6172662616,-0.2477501017,-0.3279873786,-0.5831081023
SRX254763,-6.2224352461,0.1927103994,-0.8997099625,0.32667003380000004,-0.9964165641,0.0047093158
SRX254764,-6.0882035055,-0.2721809743,-1.8390262489,0.12583580960000001,-1.5132070228,0.5669202778
SRX254765,-6.7664297538,0.0942445324,-0.6785581388,0.1471643461,-1.2810773083,0.5677400205
SRX254766,-5.4475943711,-0.5028454892,-1.9972386100000001,-1.0362206284,-1.716588631,-0.4403543445
SRX254767,-5.995580778,-0.7619765309000001,-1.9228418941,-0.6122604305,-2.217729829,-0.24124783460000002
SRX254768,-4.3739687127,-0.7772664028,-2.3139599132,-0.8550408235,-2.1868854681,-0.4115574947
SRX254772,-3.0847070618,-0.1627574406,-3.1825038897,0.6630495898000001,0.438458194,-0.3562857689
SRX254773,-2.6673048757,0.1195934634,-0.2210643831,1.0630222116999999,0.7679634367,0.5579321807000001
SRX254774,-6.531313124,0.585866443,-0.360224186,0.9014951861,1.2636967111000001,0.5313165346000001
SRX254775,1.4006692193,-0.2748920794,0.1942585461,0.0964044275,-0.1698607039,-0.2638966479
SRX254776,-4.3784780057,-0.023622468400000003,-1.064054287,0.17957707620000002,-0.3732044211,-0.19432084730000002
SRX254777,4.5681159168,-0.0868330756,1.2246024555,-0.1063888255,0.5221025507,0.10333546310000001
SRX254778,-0.19192579440000002,0.8093858327,0.41702244310000003,0.6193695864000001,1.4006188512,0.21447380530000001
SRX254779,-3.307588295,0.6000033542000001,-0.207999402,0.6065092066000001,1.1904970975,0.2213336307
SRX254780,-3.7568306836,0.9300053628,-0.3346664425,0.9798709129000001,1.3947751706,0.3721320869
SRX254781,2.9235024946,0.3147084383,1.0974819251,0.8557101366000001,1.4861170212,0.3267917408
SRX254782,0.29762360660000003,0.8163029064,0.5442410675,1.1863850382,1.6957112561,0.5609825497
SRX254783,3.4432590884,0.4865455977,1.1517047009,0.5824803033,1.6054620824999999,0.28759943400000004
SRX254784,4.1193499615,-0.19694005890000002,1.4610592026,-0.3142659602,0.5192033906,-0.2368919985
SRX254785,1.82096101,0.5357216237,0.8769330484000001,0.0337538764,0.3483575336,0.14532827
SRX254786,1.6221405704,0.471097539,0.7478137581000001,-0.0101341902,0.4873152184,0.3642317098
SRX7136401,0.40922923320000004,-0.2306984564,-0.09314155090000001,-0.288400054,-0.0267978704,-0.2650089901
SRX7136403,-0.6738702239000001,0.27096734170000003,0.7009217144000001,0.2116526986,0.2364860393,0.1635474037
SRX7136405,-0.8732988848000001,0.11141910790000001,1.7903478700000002,0.4593202712,-0.0133665929,0.1684464855
SRX7136407,-1.5013820162,0.8818179069000001,2.1476937155,0.1422261995,-0.2734320665,0.2976957928
SRX7136409,-1.2044552198,0.17360545200000002,1.9053549056999999,0.5915402557,-0.4882434739,0.1507827136
SRX7136411,0.2646409907,-0.0402688853,-0.6077801635,0.07674735540000001,-0.2096881689,0.1014615864
SRX3754949,-1.3166990889,0.07876370120000001,-0.11747588540000001,0.0615930873,0.0023518207,0.0327470021
SRX3754950,-1.232732495,0.0458313293,0.0468735089,0.0329385384,0.0699067466,0.0481021751
SRX3754951,2.5494315839,-0.1245950304,0.07060237650000001,-0.0945316257,-0.0722585673,-0.0808491772
SRX3754952,-1.3430330328,0.07101942430000001,0.1027715158,0.2010524682,0.0024208119,0.13673644840000002
SRX3754953,-1.1835178288,0.029034705900000003,0.0579139802,0.1186669462,0.083799629,0.07923360680000001
SRX3754954,2.5064893864,-0.07063298700000001,0.206892513,-0.0141325402,-0.0762617828,0.0144034674
SRX3754955,0.0382177442,-0.4390160696,-0.8384536156,-1.4564848430000001,-0.8993829435,-1.632512297
SRX3754956,0.1816228405,-0.5132100212,-0.8823640138000001,-1.6013969880999999,-0.8739742540000001,-1.6693356927
SRX3754957,0.1263501059,-0.5274770167,-0.9021439911,-1.553788613,-0.9014032147000001,-1.6531858744
SRX3754966,-1.1916356795,-0.0473843372,-0.22156517820000002,-0.040139883200000004,0.3173716744,-0.2182690823
SRX3754967,-0.8697749319,-0.0589448946,-0.2666862179,-0.034554307400000005,0.16772660120000002,-0.19587325690000001
SRX3754969,-1.1006505856,-0.1527826934,-0.34914054910000003,-0.0101406957,0.4003626234,-0.2994099301
SRX1424798,-0.0782591487,-0.1087062049,0.060941630600000005,0.06144421,-0.4025870657,-0.0842798241
SRX1424799,0.0782591487,0.1087062049,-0.060941630600000005,-0.06144421,0.4025870657,0.0842798241
SRX1424800,0.1881408145,-0.0279470508,0.6246451057,0.19347264390000002,0.0925693751,0.0678688308
SRX1424801,-0.030934146200000002,-0.0884184305,0.34549126150000004,0.0563999518,0.19458633690000002,0.030330043600000002
SRX1424802,-0.9934160727,0.523433386,1.295737894,0.6973582141,-0.1438711512,0.5365988028
SRX1424803,-0.6036768479,0.3201135047,0.7746419364,0.8590970490000001,0.7490306755,0.5911904992
SRX1424804,-0.5828171123,0.2712930537,-0.6566342784,-0.5461354771,0.074671387,-0.32946598320000003
SRX1424805,-0.6098230194,0.6900611251000001,-1.2476826116,-0.7401518561,0.0628747348,-0.6170200674
SRX1424806,-0.7443442546,0.7065502985000001,1.0673177701,1.2522616008,0.7513948821,1.0357575523
SRX1424807,-0.8125034853,0.6768054222000001,1.5285067141000002,1.1799221578,0.3131183033,0.9608772845
SRX1424808,-0.1010195826,-0.1630534231,-0.029350241200000002,-0.2583467527,0.3595359897,-0.1932318201
SRX1424809,0.2438813854,-0.11977652670000001,-0.0487013467,-0.2709250874,0.3169229059,-0.24201875890000002
SRX1424816,-0.14924861790000002,0.1754536481,1.2752410140000001,-0.44889419210000003,0.4681281316,-0.2242368632
SRX1424817,1.5474827669,0.2047409573,1.4856703672,-0.2810780755,0.6968841331000001,-0.2415859193
SRX1424818,3.0188366016,0.6816640879,-1.1211101585,-3.019829697,-1.4545875465,-1.6596404198
SRX1424819,2.5708281887,0.8185960482,-1.3047050015,-2.6323871114,-1.5284104128,-1.5412069563
SRX1424824,1.9776018833000002,0.7219122925,-0.9422548762,-1.7908955562000002,0.0659154057,-1.6338730553
SRX1424825,1.6189698036,0.7857176267,-1.2363883265,-1.6025699759,0.0430623392,-1.6921309905
SRX1424826,1.5525422610000001,1.6269512069,-0.7049522378,-1.9418032751,-0.2841817847,0.024751287900000002
SRX1424827,1.530120833,1.7264439833,-0.8053416244,-1.9856962374,-0.33706655680000003,0.0278344303
SRX1424828,3.7596000798,1.3975523745,-1.2061164013,-2.3669895668,-1.6854997535,-1.4241152532
SRX1424829,3.7528016241,1.3710309417,-1.1443536893,-2.3710449179,-1.7868715421,-1.6590049948
SRX1424830,4.000131571,1.4797326518,-0.8396164778,-2.6855156997,-1.491642471,-1.8726274564
SRX1424831,4.1727313378,1.3890769,-0.9433842103000001,-2.6965056526,-1.3636360714,-1.8730596957
SRX1424834,1.8025582287000002,1.9067585004,-1.5744542981,-0.0961931421,-1.1860137782,-1.10328679
SRX1424835,2.2066489931,1.8625522063000002,-1.2034936755,-0.07376151930000001,-0.9215139918,-1.1546180975
SRX1424840,2.5735112441,1.2300910035000001,-1.4305594721000001,-1.0278026086,-1.4481110331,-2.9067680232
SRX1424841,2.7548682824,1.064799884,-1.1138964514,-0.6743482373,-1.0289320185,-3.0181921286
SRX1424842,2.3383979206,1.4783430668,-1.4398214085,-1.7238647785999999,-1.6622604147,-1.5439177016999999
SRX1424843,2.3454103847,1.1249858676,-1.7021076361,-1.8713873546,-2.0043529381,-2.1842734612
SRX1424844,3.3157441138,1.7596019351,-0.22960526280000002,-1.5251290974,-0.2504223511,-1.616189157
SRX1424845,2.9616074184,1.6288132779,-0.7883182026000001,-1.4189196877,-0.8332494568000001,-1.5982655594000001
SRX1424846,3.4353479628,0.9203576051000001,-1.3599815567,-2.0082628339,-1.3542276922,-1.5932065020000001
SRX1424847,3.1317214239,1.2506586523,-0.8232286859,-1.7747494978,-0.5478662345,-1.2939667953
SRX5060277,-0.47380062380000004,0.0336110383,0.41033173100000003,0.5521880466,-0.1026337939,0.0834236646
SRX5060279,0.4477961493,0.9670152922,0.4104370865,0.5492686969,-0.8739951331,-1.0800252217
SRX5060281,0.47380062380000004,-0.0336110383,-0.41033173100000003,-0.5521880466,0.1026337939,-0.0834236646
SRX5060283,0.5364232329,0.9802278685,0.1231583985,0.690038118,-0.8475719968000001,-1.0200857079
SRX5936089,-0.013882389,-0.0940147947,0.0757958241,0.0215765713,0.0693966778,0.023435122500000002
SRX5936090,0.1749783808,-0.0729560592,-0.024844512200000002,0.0549445758,0.0880318004,0.1248516005
SRX5936091,-0.0104740327,-0.0934380196,0.2934405888,0.0584711486,0.10330399870000001,0.0692848872
SRX5936092,-0.1506219591,0.2604088735,-0.34439190080000004,-0.13499229570000001,-0.2607324769,-0.21757161020000002
SRX5936093,1.893904777,0.0908191643,-0.7662667622,1.7274012238,-0.019136991500000002,0.1391748524
SRX5936094,2.0353232447,-0.122104848,-1.1223593508,1.4102260688000001,-0.0043045206,0.0317638306
SRX5936095,2.7415538424,-0.3236320149,-1.981342358,2.5557166427,0.0793427185,-0.5801942053
SRX5936096,2.644199348,-0.4089767167,-1.607265492,2.5107172164,0.0416665065,-0.6708481182
SRX5936097,2.0973160684,-0.0539025833,-1.9852484214000001,3.2090310107,-0.0723243017,-0.2977467191
SRX5936098,2.1525975527,-0.0313921183,-1.4199180633,3.3160605602,0.20564480240000002,-0.22816473310000002
SRX5936099,1.9231298825,-0.0674881938,-2.0528483732,3.2952809134,-0.0801889761,-0.4658876377
SRX5936100,2.0186537604,-0.085607108,-1.2568473711,3.2293741439,-0.0701353734,-0.4601301404
SRX5936101,2.1545411022,0.0586922297,-2.1955695879,3.3666785997,-0.5657531824,-0.9132657347
SRX5936102,2.2722367571,0.0521020172,-1.8034056403,3.7109145168,-0.4041308791,-0.9598387660000001
SRX5936103,2.1122128882,0.2418407138,-1.6689083998,3.4161205438,-0.6865694608,-1.1240828075
SRX5936104,1.3595527238,0.40923488700000005,-1.7360403739999999,3.3943370553,-0.8513258193000001,-1.1933479101
SRX5936105,1.8110069827,0.3762321885,-2.2250457936,3.3162868577,-1.1299654424,-1.4654213975000001
SRX5936106,2.1388873155,0.3555008103,-1.9785884332,3.4466551443,-0.933115918,-1.2839636258
SRX5936107,1.1801762613,0.5810940072,-1.9421688307,3.2743984179,-1.1135289598,-1.5241984337
SRX5936108,2.1766988243,0.4565764128,-1.3621238497000001,3.4705021146,-1.2365579244,-1.4587504675
SRX5936109,1.5942969142,0.589817838,-1.5959731117,3.206084659,-1.444793609,-1.6489719420000002
SRX5936110,1.6008117278,0.42368360180000003,-2.2661327692,3.181396917,-1.390350706,-1.7515646770000002
SRX5936111,1.7603467936000001,0.5569795390000001,-1.9440836016,3.2529133971,-1.2959562043,-1.770421453
SRX5936112,2.2890266162,0.5860481001,-1.7210169453000002,3.5122064255,-1.0968500784,-1.7906801929
SRX5936113,2.4198648285,0.5071308149,-1.3441539636,3.4949934231,-1.3179181148999999,-1.6497521704
SRX5936114,2.3150203908,0.5016930772,-1.3294716149,3.462883138,-1.4098723728,-1.6595707367
SRX5936115,1.5801227563,0.3262912441,-1.5776226924999999,3.1402061795,-1.7727425041,-1.5958078438999999
SRX5936116,1.5363626841,0.31208012690000003,-1.5157577643,3.1607870235,-1.6511647124,-1.5052361202
SRX5936118,1.2100786767,0.3098140365,-2.0182892496,3.1625844513,-1.8502298159000001,-1.2832103901
SRX5936119,1.8775603108,0.23363915670000002,-1.6856240276999999,3.3466020633999998,-1.5555662549,-1.4664207613
SRX5936121,1.9052851238000001,0.3060914771,-1.5822414461,3.0745868094,-2.421451442,-1.1202172584
SRX5936122,1.7155959035000001,0.31465924160000003,-1.2140298954,3.0672020863,-2.0131551563,-1.1002127465
SRX5936123,0.8261029674,0.1192327809,-0.5668805771000001,2.9981207395,-2.3191200787,-1.1087708567
SRX5936124,1.0482629097,0.2439947486,-0.9809060175000001,3.0662015866,-2.3228855138,-1.0562763317
SRX5936125,1.6661003921000002,0.2904534649,-0.6609388479,3.096136478,-2.5769766365,-1.0770613484
SRX5936126,1.1904739666,0.1328829768,-0.7687184466,2.9554343404,-2.5369478757,-1.3037934838
SRX5936128,0.7875395452,0.1476855704,0.9271387084,-1.4542525062,-1.1726450708,-0.6188562966000001
SRX5936129,0.4096068204,0.2423709028,0.8539976949,-1.4923556801,-1.0831762795,-0.685956077
SRX5936130,2.3085346366,-0.1110286986,0.2679595099,-1.3369239388,-0.8144050294,-0.9771786215
SRX5936131,1.8417776116,-0.015926561500000002,0.7835850849,-1.5765010623,-1.0897901540000001,-0.7984177568
SRX5936132,0.1523232737,0.315685362,1.19264456,-0.24872552250000002,-0.5725629139,0.1972167981
SRX5936133,0.8551124480000001,0.0477216236,0.8470561864,0.1474207494,-0.5047180018,-0.25833408480000003
SRX5936134,-0.24528177680000002,0.1446413353,0.9626618843,-0.6741092028,-0.21313696140000002,-0.07625097460000001
