,A,LexA
starve_series__t28_growth2__1,0.22263401060000002,0.1931683717
starve_series__t28_growth2__2,0.2793679261,0.1108976443
time_course__lb_4hr__1,-0.0019550548,-0.0249166712
time_course__lb_4hr__2,-0.11720134700000001,-0.0489634001
time_course__lb_4hr__3,0.1191564017,0.07388007120000001
time_course__lb_8hr__1,-1.1307754847,-1.5356068557
time_course__lb_8hr__2,-0.9851349459000001,-1.5892018728
time_course__lb_8hr__3,-0.7989097495,-1.7736688125
time_course__lb_24hr__1,1.1215720577,-0.3178148838
time_course__lb_24hr__2,1.1995156146000001,-0.27546523840000003
time_course__lb_24hr__3,1.6745674248,-0.3330166084
time_course__lb_72hr__1,2.1938075211,0.6664715105
time_course__lb_72hr__2,3.1430115531,0.559355707
time_course__lb_72hr__3,2.9671275603,0.5610015660000001
time_course__lb_144hr__1,-0.12276655010000001,0.0276828852
time_course__lb_144hr__2,0.0251321387,0.0307021393
time_course__lb_144hr__3,0.3542456244,-0.032934154
time_course__lb_192hr__1,0.5256812348000001,0.1156652132
time_course__lb_192hr__2,-0.6153253905,-0.017934936800000002
time_course__lb_192hr__3,1.3624314008,-0.2171888501
triclosan__wt__1,0.4750769582,-0.008931303100000001
triclosan__wt__2,0.2278600617,0.1173045478
triclosan__wt__3,-0.7029370199,-0.10837324470000001
triclosan__evo_amx_tcs__1,1.4921579759,1.2564095071999999
triclosan__evo_amx_tcs__2,-0.2963483242,0.7649124963
triclosan__evo_amx_tcs__3,0.5710747396,0.7079851803
triclosan__evo_chl_tcs__1,1.4128342875,0.37921071230000003
triclosan__evo_chl_tcs__2,1.9041613714,0.5707940748
triclosan__evo_chl_tcs__3,1.8042778260999999,0.5238071962
triclosan__evo_tet_tcs__1,2.2117778456,0.9886065305
triclosan__evo_tet_tcs__2,2.0678732312,0.8566729124
truHMM__48C_15m__1,-2.3155231144,-1.4865405378
truHMM__48C_15m__2,-2.0636243884,-1.4095383278
truHMM__48C_15m__3,-1.2819147556,-0.9315608505
truHMM__48C_30m__1,-3.3839856306,-2.2927695425
truHMM__48C_30m__2,-3.7061559456,-2.2703641313
truHMM__48C_60m__1,-3.5428307427,-1.9419435006999999
truHMM__48C_60m__2,-3.5701480701,-1.9415511201000002
truHMM__phos_0h__1,0.020658801,-0.0160446315
truHMM__phos_0h__2,-0.020658801,0.0160446315
truHMM__phos_2h__1,-2.5359219363000003,-1.8253587578000001
truHMM__phos_2h__2,-2.5154530336,-1.8473418895
truHMM__phos_4h__1,-1.3750188913999999,-2.5538799605999998
truHMM__phos_4h__2,-1.3457506103,-2.5944813866
truHMM__phos_4h__3,0.2193638718,-2.0709543306000002
control__wt_glc__1,-0.19174518140000002,0.059122374000000005
control__wt_glc__2,0.19174518140000002,-0.059122374000000005
fur__wt_dpd__1,0.6798896824,-0.07905964600000001
fur__wt_dpd__2,0.8650411367,-0.214367161
fur__wt_fe__1,0.5478176348,-0.02936671
fur__wt_fe__2,0.3222679399,-0.14031837700000002
fur__delfur_dpd__1,2.3417582417,0.08561924600000001
fur__delfur_dpd__2,2.0526214645,-0.023741448000000002
fur__delfur_fe2__1,5.1747495253,0.7720563810000001
fur__delfur_fe2__2,5.0828816322,0.813378406
acid__wt_ph5__1,0.1156333281,0.38032570400000004
acid__wt_ph5__2,0.054974117600000004,0.348725753
acid__delgadx_ph5__1,0.0317347241,0.293206026
acid__delgadw_ph5__1,0.45119155390000004,0.38179894600000003
acid__delgadw_ph5__2,0.6799795893,0.43227302500000003
acid__delgade_ph5__1,0.0365972293,0.437416356
acid__delgade_ph5__2,0.0877223367,0.404617153
oxidative__wt_pq__1,0.4829019996,0.49994803200000004
oxidative__wt_pq__2,0.8243136736000001,0.5775653350000001
oxidative__deloxyr_pq__1,1.1951393215000001,1.021489515
oxidative__deloxyr_pq__2,0.6781230199,0.9797986340000001
oxidative__delsoxr_pq__1,0.8015852818,0.266423373
oxidative__delsoxr_pq__2,0.6374553135000001,0.250505101
oxidative__delsoxs_pq__1,1.4851913178,0.623354929
oxidative__delsoxs_pq__2,1.3672918495,0.707997938
nac_ntrc__wt_csn__1,1.0613127872,-0.154831606
nac_ntrc__wt_csn__2,1.0266365206999999,-0.037830056
nac_ntrc__wt_cytd__1,-0.1619267386,-0.046203793
nac_ntrc__wt_cytd__2,-0.19226514460000002,0.028842067000000002
nac_ntrc__wt_gln__1,-0.21569183320000002,0.13863147
nac_ntrc__wt_gln__2,-0.23449060800000002,0.132307921
nac_ntrc__bw_delnac_csn__1,3.2309584262,0.519842412
nac_ntrc__bw_delnac_csn__2,4.2984906601,0.8859906380000001
nac_ntrc__bw_delnac_cytd__1,0.2087494085,0.329731738
nac_ntrc__bw_delnac_cytd__2,-0.0042322247,0.23508187300000002
nac_ntrc__bw_delnac_gln__1,-0.1622293366,0.386403861
nac_ntrc__bw_delnac_gln__2,-0.0868758084,0.44387907800000004
nac_ntrc__bw_delnac_nh4__1,0.2251299807,0.466202382
nac_ntrc__bw_delnac_nh4__2,-0.3153701762,0.377652392
misc__wt_no_te__1,-0.3763755492,0.129298707
misc__wt_no_te__2,-0.0809910902,0.132464737
misc__bw_delcbl__1,-1.2162662816,-0.028659463000000003
misc__bw_delcbl__2,-0.6368873676,0.08888201
misc__bw_delfabr__1,-0.7237885985,0.07453646
misc__bw_delfabr__2,-0.9220511592,0.030743079000000003
misc__bw_delfadr__1,-0.6311447052,0.170421697
misc__bw_delfadr__2,-0.1949901745,0.09827706700000001
misc__nitr_031__1,0.3388417248,0.21299631600000002
omics__wt_glu__1,1.7491179435,-0.24221314
omics__wt_glu__2,1.5661018406,0.12915168400000002
omics__wt_gly__1,0.8723373077000001,-0.166827881
omics__wt_gly__2,0.6182939832000001,-0.1318801
omics__wt_thr__1,0.2924463983,0.223683029
omics__wt_thr__2,0.7117025281,-0.07348668900000001
omics__bw_ac__1,-0.9633507202,0.22774449700000002
omics__bw_ac__2,-0.6410857502,0.211605544
omics__bw_fum__1,-0.6301879782,0.546898325
omics__bw_fum__2,-0.7330421984000001,0.725671469
omics__bw_glc__1,-0.2464916265,0.74578795
omics__bw_glc__2,-0.18894684550000002,0.686151328
omics__bw_pyr__1,0.0411101944,0.7319395190000001
omics__bw_pyr__2,0.40407376650000004,0.8472807950000001
ompr__wt_nacl__1,2.1869313396,-0.260087299
ompr__wt_nacl__2,1.7224238409,-0.31873032500000004
ompr__bw_delompr_nacl__1,3.0042418184,-0.208230463
ompr__bw_delompr_nacl__2,3.0436793445,-0.230307795
minspan__wt_ade__1,4.0671394262,0.8060344700000001
minspan__wt_glc__1,-0.0419234537,-0.043401208000000004
minspan__wt_glc__2,-0.17214210970000002,-0.0470162
minspan__wt_glc__3,-0.2989839572,-0.172128197
minspan__wt_glc_anaero__1,-0.9285421264,-0.145669715
minspan__wt_glc_anaero__2,-1.0463749752,0.255293161
minspan__wt_trp__1,0.3339740315,0.384095878
minspan__bw_delcra_glc__1,0.6941187940000001,0.51528693
minspan__bw_delcra_trp__1,0.38044422510000003,0.407775875
minspan__bw_delmntr__1,0.0193352429,0.5159500850000001
minspan__bw_delnac_ade__1,2.7640228489,0.181524394
minspan__bw_delnac_glc__1,0.4395493332,0.03689676
cra_crp__wt_ac__1,0.31832880350000003,-0.35267482
cra_crp__wt_ac__2,0.7185251634,-0.521841821
cra_crp__wt_fru__1,0.9512297548,-0.046636493
cra_crp__wt_fru__2,1.0813972942,-0.020076091
cra_crp__delcra_ac__1,1.0550578355,0.366867853
cra_crp__delcra_ac__2,0.7776833677,0.310384533
cra_crp__delcra_fru__1,0.012441552600000001,0.44602959200000003
cra_crp__delcra_fru__2,0.08675249410000001,0.375054296
cra_crp__delcra_glc__1,0.3247426078,0.385415422
cra_crp__delcra_glc__2,0.1243427594,0.395094461
rpoB__wt_031__1,1.0932454336,0.4527371
rpoB__wt_044__1,0.525407028,0.21120409999999998
rpoB__wt_lb__1,0.41823626300000005,0.115861082
rpoB__wt_lb__2,0.8266455946,0.10519502400000001
rpoB__rpoBE546V_031__1,0.0885331025,0.32253442400000004
rpoB__rpoBE546V_044__1,0.0082270661,-0.146852544
rpoB__rpoBE546V_lb__1,1.6173459476,0.602168711
rpoB__rpoBE546V_lb__2,1.9235888819,0.546239848
rpoB__rpoBE546V_glc__1,-0.3622257694,-0.009141701
rpoB__rpoBE672K_glc__1,0.2863558467,0.311997603
rpoB__rpoBE672K_glc__2,0.6700143073,0.37878193200000004
rpoB__rpoBE672K_lb__1,1.5317816629,0.30155813800000003
rpoB__rpoBE672K_lb__2,1.6464932949,0.345624941
crp__wt_fru__1,0.7418629185000001,0.41094120700000003
crp__wt_glyc__1,0.6702010517,0.295248667
crp__wt_glyc__2,0.13608795070000002,0.280580433
crp__delar1_glyc__1,0.8195721842,0.6545104930000001
crp__delar1_glyc__2,1.5302800571000001,0.766889661
crp__delar1ar2_glyc__1,0.0013270313,0.217225936
crp__delar1ar2_glyc__2,0.2251880716,0.284224517
crp__delar1ar2_glyc__3,-0.0908211976,0.275837196
crp__delar2_glyc__1,0.9822676145,0.6777386360000001
crp__delar2_glyc__2,1.1001606585,0.529434943
crp__delar2_glyc__3,0.9457467784,0.631846176
crp__delcrp_fru__1,0.5254002759,0.210532459
crp__delcrp_fru__2,0.41365462070000003,0.134736461
crp__delcrp_fru__3,0.8052238295,0.162243928
crp__delcrp_glc__1,0.30344151280000004,0.142282562
crp__delcrp_glc__2,0.3088742672,0.19953783200000003
crp__delcrp_glc__3,0.5240815543,0.196619929
crp__delcrp_glyc__1,0.0414060424,0.056121277000000004
crp__delcrp_glyc__2,0.0081202965,-0.00044538900000000003
crp__delcrp_glyc__3,0.3634991508,0.112471547
glu__glu_ale3__1,2.1437197625,2.138995332
glu__glu_ale4__1,0.8934286185,0.569862261
glu__glu_ale5__1,-0.5605560709,0.336825717
glu__glu_ale6__1,1.3305246072,0.21949732100000002
glu__glu_ale8__1,2.1371054759,1.417474474
glu__glu_ale9__1,2.298340896,1.265055409
glu__glu_ale10__1,1.5115482243,1.648543177
42c__wt_42c__1,0.1370997672,0.24803977900000002
42c__42c_ale1__1,0.8436440755,0.98668652
42c__42c_ale2__1,0.5399186954,0.34133721300000003
42c__42c_ale3__1,-0.42903969080000004,0.314313954
42c__42c_ale4__1,1.5609206530000002,0.800422869
42c__42c_ale5__1,-0.853521889,-0.005749555
42c__42c_ale6__1,3.3053839186,1.458128533
42c__42c_ale8__1,2.4662723973,1.18683393
42c__42c_ale9__1,0.7203291726000001,0.205305241
42c__42c_ale10__1,1.8579878108,1.039494442
ssw__wt_ac__1,-0.2365916954,-0.44379989400000003
ssw__wt_glc__1,-0.44120604880000003,-0.257701041
ssw__wt_glyc__1,2.069028752,0.955905148
ssw__wt_xyl__1,2.0825460027,1.227251203
ssw__glc_ale1__1,-0.051934756400000004,0.248271554
ssw__glc_ale2__1,0.115470373,0.5967927660000001
ssw__glc_ale3__1,1.0350755044,0.966864783
ssw__glyc_ale1__1,0.6309592196,0.319625512
ssw__glyc_ale2__1,0.6144066086000001,0.796784559
ssw__xyl_ale1__1,-0.6928970098,0.6816533880000001
ssw__xyl_ale2__1,0.18384510950000002,0.830536084
ssw__xyl_ale3__1,-0.655593343,0.443017985
ssw__glc_ac_ac2__1,0.0622446871,1.121833862
ssw__glc_ac_glc1__1,-2.168361224,0.49414568200000003
ssw__glc_glyc_glc__1,0.0431855143,0.844470767
ssw__glc_glyc_glyc__1,-0.2077602138,0.784991573
ssw__glc_xyl_glc__1,0.1965485914,0.565207747
ssw__glc_xyl_xyl__1,-0.2635512747,0.273815757
ica__wt_glc__1,-1.3417419752,-0.10431765300000001
ica__wt_glc__2,-1.399829633,-0.18973378700000001
ica__wt_glc__3,-0.59850502,0.44814287700000005
ica__wt_glc__4,-0.9363865891,0.040452793
ica__arg_sbt__1,-0.7588718495,-0.32879255100000004
ica__arg_sbt__2,-0.3443671727,-0.08562074
ica__cytd_rib__1,0.0204219097,0.017440852
ica__cytd_rib__2,0.0709518346,0.181738364
ica__gth__1,4.0279164204,0.337505357
ica__gth__2,3.7229603211,0.7988606260000001
ica__leu_glcr__1,-0.10542566710000001,0.06626314400000001
ica__leu_glcr__2,0.0044626497,0.00609205
ica__met_glc__1,-1.0353320619,-0.219214712
ica__met_glc__2,-0.9998670708,-0.30131531300000003
ica__no3_anaero__1,-1.1271549338,-0.039481016
ica__no3_anaero__2,-0.4802580857,0.051303718000000005
ica__phe_acgam__1,-0.7359713054,-0.360789809
ica__phe_acgam__2,-0.6601405963,-0.331449482
ica__thm_gal__1,-1.0611071858,-0.136682182
ica__thm_gal__2,-1.2301343002,-0.155525518
ica__tyr_glcn__1,-0.9065083573,-0.118423813
ica__tyr_glcn__2,-0.9459815088,-0.090532898
ica__ura_pyr__1,-0.9358474355,-0.08518930100000001
ica__ura_pyr__2,-0.39595121380000003,0.060517396
ica__wt_glc__5,-0.8827719089,0.261641406
ica__wt_glc__6,-0.9342544691,0.061571352
ica__bw_delpurR_cytd__1,-1.5259581643,0.233257493
ica__bw_delpurR_cytd__2,-0.473770259,0.673055511
ica__ade_glc__1,-0.7235359289000001,0.5989023800000001
ica__ade_glc__2,-1.4526563077999999,0.23156567300000003
ytf__wt_glc__1,-0.5502014617000001,0.267610614
ytf__wt_glc__2,-0.4428058742,0.46722675300000005
ytf__delyafC__1,-0.7105562895,0.33480474600000004
ytf__delyafC__2,-0.47586658870000004,0.44875549000000003
ytf__delyeiE__1,-1.4041166144,0.272913477
ytf__delyeiE__2,-1.3757843188,-0.005306504
ytf__delyiaJ__1,-0.8165608582,0.31721612200000004
ytf__delyiaJ__2,-0.26276116720000003,0.31049819100000003
ytf__delyieP__1,-0.40893482540000003,0.563174283
ytf__delyieP__2,-0.0877254113,0.49022772900000006
ytf__wt_ph5__1,-0.5495791393,-0.10050463300000001
ytf__wt_ph5__2,-0.7034381372,-0.16506662800000002
ytf__wt_ph8__1,-0.5943074052,0.040745677
ytf__wt_ph8__2,-0.5418906965,0.064948504
ytf__delybaO__1,-0.9226268841,0.251752975
ytf__delybaO__2,-0.5682644223000001,0.460181881
ytf__delybaQ__1,-0.3960039088,0.004748924000000001
ytf__delybaQ__2,-0.397863982,0.115198535
ytf__delybiH__1,-0.3017636453,0.631183088
ytf__delybiH__2,-0.0638638239,0.70274105
ytf__delydcI_ph5__1,-1.2092952205,-0.132244253
ytf__delydcI_ph5__2,-0.7118058113,-0.133309646
ytf__delydcI_ph8__1,-0.2772863841,-0.0046146500000000005
ytf__delydcI_ph8__2,-0.4646102681,0.12384775
ytf__delyddM__1,-0.0017741857,0.139827888
ytf__delyddM__2,-0.3863263261,0.17684211100000002
ytf__delyheO__1,-0.8717836680000001,0.27467540500000004
ytf__delyheO__2,-0.7734169834,0.493187474
fps__bw_glc__1,-0.7060057717,0.152042967
fps__bw_glc__2,-0.6732753416,-0.035456743
fps__fps_thrA_ale1__1,-0.5611762100000001,0.249458385
fps__fps_thrA_ale1__2,-0.7550534402,0.097132093
fps__fps_thrA_ale2__1,-1.166231198,-0.041482729
fps__fps_thrA_ale2__2,-0.7875140468,0.11332959100000001
fps__fps_serB_ale1__1,-0.9079984808,0.137495958
fps__fps_serB_ale1__2,-1.0286857254,-0.080830764
fps__fps_serB_ale4__1,0.9340515963,0.150151757
fps__fps_serB_ale4__2,1.1235794369,0.268277533
fps__fps_ptsI_ale1__1,-0.5593032563,-0.022523642
fps__fps_ptsI_ale1__2,-0.8177668804,-0.146509107
fps__fps_ptsI_ale3__1,-0.3185548664,0.069486713
fps__fps_ptsI_ale3__2,-0.5332961588,-0.005670491000000001
pal__lyx_ale2_f6__1,0.5975019628,0.060451566000000005
pal__lyx_ale2__1,-0.5417879199,0.24312846300000002
pal__lyx_ale2__2,-0.4579382876,0.211693091
pal__lyx_ale4__1,0.44585769210000004,0.227603779
pal__lyx_ale4__2,0.31065483450000003,0.134042312
pal__5drib_ale10_f18__1,0.3636964761,0.38084881
pal__5drib_ale10_f18__2,0.7716693315,0.310001452
pal__5drib_ale10__1,2.3286486966,0.825825632
pal__arab_ale14_f9__1,2.158516611,0.716908298
pal__arab_ale14_f9__2,2.1498672307,0.686314968
pal__arab_ale14__1,4.1262639543,0.738603863
pal__arab_ale14__2,4.0797285381,0.708904289
pal__arab_ale16__1,1.439268196,0.627286715
pal__arab_ale16__2,0.4241722679,0.5947810520000001
pal__tartr_ale26_f10__1,3.190538836,0.39983306700000004
pal__tartr_ale26_f10__2,3.544411221,0.296127715
pal__tartr_ale26__1,1.1709009596,0.039436599
pal__tartr_ale26__2,0.6642931507000001,-0.041009329000000004
pal__tartr_ale28_f10__1,1.6294157978000001,-0.07659863
pal__tartr_ale28_f10__2,1.4563887794,0.011799893
pal__tartr_ale28__1,2.1537791328,0.353302649
pal__tartr_ale28__2,2.4758235211,0.793480417
efeU__delmenFentC_citr__1,-0.3377668649,0.083129777
efeU__delmenFentC_citr__2,-0.1404950157,0.312847831
efeU__delmenFentC__1,-0.1083274994,-0.207690854
efeU__delmenFentC__2,-0.2624459629,-0.226551617
efeU__menFentC_ale39__1,0.062452855200000004,0.970178631
efeU__menFentC_ale39__2,0.1753958227,0.988985065
efeU__menFentC_ale29__1,0.0595117168,1.024064403
efeU__menFentC_ale29__2,0.18146194070000002,1.147578897
efeU__menFentC_ale30__1,-0.8564688219000001,0.19350118600000002
efeU__menFentC_ale30__2,-0.6772478448,0.20186377100000003
efeU__menFentCubiC_ale36__1,0.23983817400000002,0.024564438
efeU__menFentCubiC_ale36__2,0.0828833065,-0.031654209
efeU__menFentCubiC_ale37__1,0.2706982251,0.075143003
efeU__menFentCubiC_ale37__2,0.3000414736,0.017054834
efeU__menFentCubiC_ale38__1,0.3389141833,0.09498068300000001
efeU__menFentCubiC_ale38__2,0.2271254521,0.031197782
misc2__salc_glc__1,0.4238473522,-0.19138754900000002
misc2__salc_glc__2,0.4337756975,0.313834701
misc2__dbcn_glc__1,0.0865042967,0.6639289660000001
misc2__dbcn_glc__2,-0.30832708740000003,0.673674151
misc2__tyr_glc__1,-0.47314650750000004,0.187107923
misc2__tyr_glc__2,-0.8927775155000001,0.33565277200000004
misc2__arg_cytd__1,-0.7784329918,0.07170214100000001
misc2__arg_cytd__2,-0.4855959514,0.11785943800000001
misc2__delyheO_pyr__1,-0.1212951408,0.047668515
misc2__delyheO_pyr__2,-0.059287107000000006,0.003654319
nquinone__delubiC__1,-1.0799971174,0.050485069
nquinone__delubiC__2,-0.9863687305000001,0.09918148900000001
nquinone__ubiC_ale1__1,-0.40479788170000003,0.09117222100000001
nquinone__ubiC_ale1__2,-0.8874702326,-0.17394893
nquinone__ubiC_ale2__1,-0.4537334603,-0.083777792
nquinone__ubiC_ale2__2,-0.1998230318,-0.049852054
nquinone__ubiC_ale3__1,-1.899430583,-0.27064172200000003
nquinone__ubiC_ale3__2,-2.1567607009,-0.27141653800000004
nquinone__ubiC_ale4__1,-0.382044048,-0.146910595
nquinone__ubiC_ale4__2,-0.548122341,-0.099201576
nquinone__delpdhR__1,-0.0082068921,-0.018943963
nquinone__delpdhR__2,-0.37458973230000003,-0.140246707
quinone__glu_ale4__1,-0.27878571750000003,0.191158128
quinone__glu_ale4__2,-0.1277376923,0.588046429
quinone__delmenF__1,-0.7501011815,0.210803183
quinone__delmenF__2,-0.370563431,-0.19996401600000002
quinone__menF_ale5__1,0.3259867348,0.8186625550000001
quinone__menF_ale5__2,0.1362903594,0.592832596
quinone__menF_ale6__1,0.0393113386,0.709249157
quinone__menF_ale6__2,0.39611820740000003,0.673568489
quinone__menF_ale7__1,-0.1692512301,0.651196019
quinone__menF_ale7__2,-0.0843510816,0.677039833
quinone__menF_ale8__1,0.1020708305,1.053919981
quinone__menF_ale8__2,0.11717827460000001,1.127666542
quinone__delmenFubiC__1,-0.8268554121,0.10127228
quinone__delmenFubiC__2,-0.7687144752,0.20231088600000002
quinone__menFubiC_ale1__1,0.12199857060000001,0.726589593
quinone__menFubiC_ale1__2,0.3311367562,0.686980449
quinone__menFubiC_ale2__1,-0.1469232485,0.552609243
quinone__menFubiC_ale2__2,-0.08380368190000001,0.589074298
quinone__menFubiC_ale3__1,-0.6322973832000001,-0.01915343
quinone__menFubiC_ale3__2,-0.8808345584,-0.035882927
quinone__menFubiC_ale4__1,0.2329931704,1.087802245
quinone__menFubiC_ale4__2,0.1062914392,1.157347935
oxyR__wt_glc__1,-0.7593665289,0.285094067
oxyR__wt_glc__2,-0.8354513252,0.323520468
oxyR__wt_h2o2__1,3.9084573468,0.8290911940000001
oxyR__wt_h2o2__2,4.1581271086000005,1.052256447
oxyR__glu_ale4__1,-0.32768661460000004,0.6451073220000001
oxyR__glu_ale4__2,-0.018902623,0.501784812
oxyR__glu_ale4_h2o2__1,4.3919256552,1.262429193
oxyR__glu_ale4_h2o2__2,4.2543282873,1.2228564180000001
oxyR__oxyR_ale17__1,-1.2028551392,0.442465337
oxyR__oxyR_ale17__2,-1.0993629875,0.22656546600000002
oxyR__oxyR_ale17_h2o2__1,-0.7774643587000001,0.343846494
oxyR__oxyR_ale17_h2o2__2,-0.7927969088,0.32311716100000004
oxyR__oxyR_ale18__1,-1.2489993962,-0.06568399600000001
oxyR__oxyR_ale18__2,-1.3032387045,0.097510621
oxyR__oxyR_ale18_h2o2__1,0.0313409735,0.34302618300000004
oxyR__oxyR_ale18_h2o2__2,0.1593619199,0.45732819100000005
oxyR__oxyR_ale19__1,-0.8816443116,0.12052039900000001
oxyR__oxyR_ale19__2,-1.1072100224,0.23622431100000002
oxyR__oxyR_ale19_h2o2__1,-0.4232837592,0.193123433
oxyR__oxyR_ale19_h2o2__2,-0.36671242740000004,0.143012094
oxyR__oxyR_ale20__1,-1.1349692276,0.052953274
oxyR__oxyR_ale20__2,-1.17029561,-0.0017975690000000002
oxyR__oxyR_ale20_h2o2__1,-0.9104467661000001,0.25100467
oxyR__oxyR_ale20_h2o2__2,-0.8096090207000001,0.247138877
svns_pgi__BmePgi24_15__1,-1.2319009215,0.219874599
svns_pgi__BmePgi24_15__2,-1.1799040867,0.229533744
svns_pgi__BmePgi24_26__1,-1.2856384838000001,0.212305609
svns_pgi__BmePgi24_26__2,-1.155111042,0.38396538500000005
svns_pgi__BmePgi24_41__1,-0.9055990414,0.404775457
svns_pgi__BmePgi24_41__2,-1.0189447386,0.33582512400000003
svns_pgi__BmePgi24_52__1,-1.4040340049,0.262826014
svns_pgi__BmePgi24_52__2,-0.8998738688000001,0.363463313
svns_pgi__PaePgi2_34__1,-0.7788881729,0.45932282
svns_pgi__PaePgi2_34__2,-0.6255332760000001,0.424026818
svns_pgi__PaePgi2_63__1,-1.1824172017,0.44985309500000004
svns_pgi__PaePgi2_63__2,-0.9439395049,0.370519988
svns_pgi__PaePgi24_54__1,-0.6207639112000001,0.544502161
svns_pgi__PaePgi24_54__2,-0.6406868752,0.46457182300000005
svns_pgi__PaePgi24_90__1,-0.9762750824,0.48416026300000004
svns_pgi__PaePgi24_90__2,-0.6305443487,0.6146629
abx_media__m9_ctrl__1,1.8059730976,0.7813572830000001
abx_media__m9_ctrl__2,1.8556695073,0.9366380980000001
abx_media__rpmi_ctrl__1,3.5250230823,1.342657242
abx_media__rpmi_ctrl__2,3.5684535109,1.571165244
abx_media__camhb_ctrl__1,1.8956202807,0.657071916
abx_media__camhb_ctrl__2,1.4199079914000001,0.391472877
abx_media__m9_mero__1,2.301036432,0.8604453950000001
abx_media__m9_mero__2,1.2236152996,0.592551994
abx_media__rpmi_mero__1,3.1854381462,1.114485743
abx_media__rpmi_mero__2,3.4296780216,1.2504670660000001
abx_media__camhb_mero__1,0.9759977862,-0.035567996000000004
abx_media__camhb_mero__2,1.0198732376,0.253283281
abx_media__m9_trisulf__1,2.4962981133,1.166930654
abx_media__m9_trisulf__2,2.1161092413,1.274856221
abx_media__rpmi_trisulf__1,4.0485065405,1.213262451
abx_media__rpmi_trisulf__2,4.0989423175,1.232892875
abx_media__camhb_trisulf__1,3.9837543353,1.487503781
abx_media__camhb_trisulf__2,3.3789470992,1.416526173
abx_media__m9_cef__1,1.7971762412999999,0.9565835250000001
abx_media__m9_cef__2,1.727216135,0.9776690650000001
abx_media__rpmi_cef__1,8.555740764,2.537915982
abx_media__rpmi_cef__2,9.1107043771,2.54810393
abx_media__camhb_cef__1,2.9493790057,1.249577934
abx_media__camhb_cef__2,3.4929929617,1.375937118
abx_media__m9_cipro__1,13.3114486978,2.985047958
abx_media__m9_cipro__2,13.597103605200001,3.098837558
abx_media__rpmi_cipro__1,14.6042117392,3.227130438
abx_media__rpmi_cipro__2,14.8071727561,3.111032838
abx_media__camhb_cipro__1,15.1789489406,2.084396254
abx_media__camhb_cipro__2,15.522545946,2.245900243
hot_tale__42c_ale3_30c__1,-0.4513021407,0.539876671
hot_tale__42c_ale3_30c__2,-0.994105835,0.51361071
hot_tale__42c_ale3_37c__1,-0.0956840897,0.26052157400000003
hot_tale__42c_ale3_37c__2,-0.5552001341,0.12155141800000001
hot_tale__42c_ale3_44c__1,0.0347024655,0.485356879
hot_tale__42c_ale3_44c__2,0.0835212418,0.353619349
hot_tale__hot_ale3_mid_30c__1,-1.7509637145,0.6031164640000001
hot_tale__hot_ale3_mid_30c__2,-2.1453399265,0.524620245
hot_tale__hot_ale3_mid_37c__1,-0.7921575460000001,0.028403261000000003
hot_tale__hot_ale3_mid_37c__2,-0.7270446521,0.12649608
hot_tale__hot_ale3_mid_44c__1,0.4765783798,0.325967312
hot_tale__hot_ale3_mid_44c__2,0.1406951472,0.414197929
hot_tale__hot_ale3_30c__1,-1.9322276229000002,0.30805159200000004
hot_tale__hot_ale3_30c__2,-0.968013526,0.44034867
hot_tale__hot_ale3_37c__1,-0.5895798177,0.062041906
hot_tale__hot_ale3_37c__2,-0.24185033120000002,0.09677914400000001
hot_tale__hot_ale3_44c__1,0.5746905492000001,0.359602334
hot_tale__hot_ale3_44c__2,0.6263830123,0.202157672
hot_tale__hot_ale4_30c__1,-0.2826729682,0.60627927
hot_tale__hot_ale4_30c__2,0.1320623397,0.5497069640000001
hot_tale__hot_ale4_37c__1,-0.1485659754,0.01620249
hot_tale__hot_ale4_37c__2,0.0946098066,0.26269444200000003
hot_tale__hot_ale4_44c__1,-0.0699556956,0.47235222600000004
hot_tale__hot_ale4_44c__2,0.37303298890000003,0.28861064200000003
hot_tale__hot_ale8_30c__1,-0.7802489934,0.41863475600000005
hot_tale__hot_ale8_30c__2,-0.0259486069,0.473989955
hot_tale__hot_ale8_37c__1,0.21918108790000002,0.13332917700000002
hot_tale__hot_ale8_37c__2,0.3684621389,0.21915135100000002
hot_tale__hot_ale8_44c__1,-0.1157599554,0.45013337900000006
hot_tale__hot_ale8_44c__2,-0.4814609435,0.482848406
hot_tale__hot_ale9_mid_30c__1,-1.4595290914,0.591931836
hot_tale__hot_ale9_mid_30c__2,-1.5908536453000002,0.448178171
hot_tale__hot_ale9_30c__1,-0.412931525,0.508181055
hot_tale__hot_ale9_30c__2,-0.595843631,0.471100799
hot_tale__hot_ale9_mid_37c__1,-0.9134803808,0.069106176
hot_tale__hot_ale9_mid_37c__2,-0.8711318853000001,0.082703495
hot_tale__hot_ale9_37c__1,-0.3135303163,0.064113445
hot_tale__hot_ale9_37c__2,-0.4257908783,0.050840143000000004
hot_tale__hot_ale9_mid_44c__1,-0.16191378750000002,0.5922794650000001
hot_tale__hot_ale9_mid_44c__2,0.19745688190000002,0.389965628
hot_tale__hot_ale9_44c__1,-0.05525187,0.39412193700000003
hot_tale__hot_ale9_44c__2,0.034746729500000004,0.40807618500000004
hot_tale__hot_ale10_30c__1,-0.9223291752,0.516376366
hot_tale__hot_ale10_30c__2,-1.1328203313,0.585861234
hot_tale__hot_ale10_37c__1,-0.4123148366,0.003601505
