,A,BluR
ml_abx__dox__3,2.7188114298,0.6044568178
ml_abx__glob__1,0.2161427797,0.5897323355
ml_abx__glob__2,-0.9987111867,0.5844824801
ml_abx__glob__3,-0.6280159111,0.3243857262
ml_abx__lvx__1,1.0298914425,-0.4613321872
ml_abx__lvx__2,-0.12719831040000001,-0.7951791371
ml_abx__lvx__3,0.5711342933,-0.8515270257
ml_abx__mec__1,0.2308039577,0.4678475587
ml_abx__mec__2,-0.5744154054,0.0187743847
ml_abx__mec__3,-0.3266370436,-0.0202127759
ml_abx__mem__1,-0.3502026608,0.1157834824
ml_abx__mem__2,-0.0290008569,-0.0047250952
ml_abx__mem__3,-0.4917059178,-0.2903756993
ml_abx__nit__1,5.004910946,0.3220935588
ml_abx__nit__2,3.4997517098,0.35314477320000004
ml_abx__nit__3,4.2571593695,0.0884735812
ml_abx__ntx__1,3.9984782229,0.7018434256
ml_abx__ntx__2,3.8540373415999998,1.1063611575
ml_abx__nor__1,1.3832068798,-0.3796105788
ml_abx__nor__2,-0.3343884621,-0.7117527576
ml_abx__nor__3,0.16863877830000001,-0.9908914726
ml_abx__pb__1,1.4216053942,0.6809223067
ml_abx__pb__2,0.5036927148,0.30460890220000003
ml_abx__pb__3,0.4619485316,0.2114810016
ml_abx__tmp__1,0.0526777189,-0.1747946582
ml_abx__tmp__2,0.8294827814,-0.733373638
ml_abx__tmp__3,1.1192725553,-0.815789568
mut_abx__del_mutS_000nor__1,0.7001173354,0.0481798617
mut_abx__del_mutS_000nor__2,0.5762592372,-0.229323313
mut_abx__del_mutS_000nor__3,-1.2763765726,0.1811434513
mut_abx__del_mutS_125nor__1,-1.3782485452,-0.1424510664
mut_abx__del_mutS_125nor__2,-0.8543857297,0.0012197841
mut_abx__del_mutS_125nor__3,-2.1888546918,0.11374447950000001
mut_abx__del_mutS_250nor__1,-3.6264417496,-0.1148045186
mut_abx__del_mutS_250nor__2,-3.4397190464,-0.3918012631
mut_abx__del_mutS_250nor__3,-3.9007603073,-0.042128257200000005
mut_abx__del_mutS_375nor__1,-5.5591003135,0.2629003816
mut_abx__del_mutS_375nor__2,-6.4213214363,0.2978067307
mut_abx__del_mutS_375nor__3,-5.9937353144,0.2528427249
mut_abx__del_mutS_500nor__1,-5.1777178598,0.6141238776
mut_abx__del_mutS_500nor__2,-5.3839704013,0.5873055532
mut_abx__del_mutS_500nor__3,-6.223887965,0.1233943844
mut_abx__del_mutS_625nor__1,-5.2286574151,0.097028654
mut_abx__del_mutS_625nor__2,-4.9977440111,0.19113122170000002
mut_abx__del_mutS_625nor__3,-6.5689269915,0.0725521708
mut_abx__del_mutS_750nor__1,-5.0180909363,-0.0593260384
mut_abx__del_mutS_750nor__2,-6.0928019497,-0.060646063300000004
mut_abx__del_mutS_750nor__3,-5.8303111501,0.0037033627
mut_abx__del_mutS_875nor__1,-3.1485454118,-0.1323490766
mut_abx__del_mutS_875nor__2,-5.4709239439,-0.5598716157
mut_abx__del_mutS_875nor__3,-4.6327773782,-0.1942481523
nit_yeaG__wt_Nminus__1,0.47465398410000004,-0.0610096288
nit_yeaG__wt_Nminus__2,-0.47465398410000004,0.0610096288
nit_yeaG__wt_Nplus__1,-4.684572111,-0.5748785406
nit_yeaG__wt_Nplus__2,-8.1406814628,-0.8216268822
nit_yeaG__del_yeaG_Nminus_24h__1,9.1912540338,-0.2440124871
nit_yeaG__del_yeaG_Nminus_24h__2,2.3973334731,1.5758234472
nit_yeaG__del_yeaG_Nminus_24h__3,4.5707072051,0.7828612224
nit_yeaG__del_yeaG_Nminus__1,-0.19381458410000002,-0.2816987957
nit_yeaG__del_yeaG_Nminus__2,-1.6232023744,0.0505616969
nit_yeaG__del_yeaG_Nplus__1,-5.7662914653,-0.6588748183
nit_yeaG__del_yeaG_Nplus__2,-7.0794522085,-1.2853113527
opex__amp__1,2.277912653,0.2240474321
opex__amp__2,0.2616633013,-0.0741991114
opex__amp__3,0.5791953639,0.0056149908000000005
opex__bak_amp__1,2.3919721035,0.3302023636
opex__bak_amp__2,2.5151500622,-0.0021101472000000002
opex__bak_amp__3,3.1515725554,0.0254140215
opex__bak_kan__1,2.8363552052000003,-0.0453407064
opex__bak_kan__2,1.0256251675,0.3773129579
opex__bak_kan__3,2.6234775608,0.0988383764
opex__bak_nor__1,2.4847363769,-0.0877918432
opex__bak_nor__2,3.5698778302000003,-0.0335180843
opex__bak_nor__3,2.0823001302,-0.236716173
opex__bak_rif__1,4.1802724217,0.0447261508
opex__bak_rif__2,6.2605313975,0.12899536550000001
opex__bak_rif__3,5.5467259907,-0.1696362826
opex__chx_amp__1,-1.5611232452000001,0.0820635749
opex__chx_amp__2,2.0595200071,0.15700639090000001
opex__chx_amp__3,-0.31940542800000005,-0.13750214090000001
opex__chx_kan__1,-0.3789409443,0.1546302013
opex__chx_kan__2,0.0637575695,-0.0430509394
opex__chx_kan__3,0.42100715710000003,-0.1186371789
opex__chx_nor__1,0.1935960106,-0.2618273765
opex__chx_nor__2,-0.20717677950000002,-0.10026513890000001
opex__chx_nor__3,1.3615659929000001,0.1847558283
opex__chx_rif__1,-1.8903509022,0.1875604176
opex__chx_rif__2,-0.5353867982,-0.01755779
opex__chx_rif__3,0.23199807260000002,0.0123382348
opex__ctrl__1,-1.3010198389,0.0266944896
opex__ctrl__2,1.1712171859,-0.0935025852
opex__ctrl__3,0.12980265300000002,0.0668080956
opex__etoh_amp__1,1.378986839,0.4625230883
opex__etoh_amp__2,1.5853081639000002,0.3008813855
opex__etoh_amp__3,1.2441552093000001,0.3199083448
opex__etoh_kan__1,1.2199588266,0.1044206257
opex__etoh_kan__2,0.8914104119,-0.0691002029
opex__etoh_kan__3,-0.5883108689000001,0.3008235797
opex__etoh_nor__1,-0.4440654596,0.1723394972
opex__etoh_nor__2,1.5952315127,0.0644164584
opex__etoh_nor__3,3.0531557493,0.3954950024
opex__etoh_rif__1,0.6272447035000001,-0.260704679
opex__etoh_rif__2,0.5284721943,-0.18735890260000002
opex__etoh_rif__3,3.5605534117,-0.2202970078
opex__glual_amp__1,1.5844880994000001,0.1800293578
opex__glual_amp__2,2.5583224693,0.36319529310000004
opex__glual_amp__3,0.0685824887,0.304133722
opex__glual_kan__1,-0.4878438848,0.30087002
opex__glual_kan__2,0.524180596,0.4060341818
opex__glual_kan__3,0.9952006415,0.2790801197
opex__glual_nor__1,2.0734395755,0.3630548428
opex__glual_nor__2,0.6629170736000001,0.4226664687
opex__glual_nor__3,1.7709098251,0.3653831558
opex__glual_rif__1,3.824563401,0.1940290607
opex__glual_rif__2,2.1777961908,0.2115406059
opex__glual_rif__3,3.5640793257,0.059096480800000004
opex__h2o2_amp__1,2.7105460082,0.1923707831
opex__h2o2_amp__2,1.9624118034,0.2058882703
opex__h2o2_amp__3,1.5372328176,0.1245924637
opex__h2o2_kan__1,1.6798772925,0.1300906893
opex__h2o2_kan__2,3.6088263786,0.0824605739
opex__h2o2_kan__3,3.5011964156,0.3665028448
opex__h2o2_nor__1,3.4507791159,0.0120536849
opex__h2o2_nor__2,2.5345783726,0.2545588276
opex__h2o2_nor__3,3.8628635535,0.3393618309
opex__h2o2_rif__1,5.7791120944,-0.6732426635000001
opex__h2o2_rif__2,6.6299231037,-0.3124874783
opex__h2o2_rif__3,5.9009142996,-0.473174963
opex__ippoh_amp__1,4.8820461777,0.3587014459
opex__ippoh_amp__2,4.4184163064,0.14871061160000001
opex__ippoh_amp__3,5.3575127533,-0.0471362678
opex__ippoh_kan__1,2.8957660865,-0.0594784792
opex__ippoh_kan__2,4.6756522908,-0.019950825800000002
opex__ippoh_kan__3,4.62467007,-0.023886000900000003
opex__ippoh_nor__1,3.8972302387,0.0571517225
opex__ippoh_nor__2,4.0118409271,-0.0872357748
opex__ippoh_nor__3,5.5640613766,0.4135865499
opex__ippoh_rif__1,4.9868902849,-0.3875165188
opex__ippoh_rif__2,5.1967498797000005,-0.613738003
opex__ippoh_rif__3,3.789526053,-0.5769712490000001
opex__kan__1,0.3510632717,0.0411406339
opex__kan__2,0.4862168673,0.06679678430000001
opex__kan__3,-0.0808355581,-0.0178378223
opex__nor__1,-1.0499051289,-0.1408934571
opex__nor__2,0.8328561344000001,0.0779499157
opex__nor__3,0.1498303105,-0.17323793910000002
opex__paa_amp__1,-0.1348685987,-0.041403050500000003
opex__paa_amp__2,-0.3914882745,-0.0669477284
opex__paa_amp__3,-1.1456245558,-0.278560061
opex__paa_kan__1,3.8936402966,-0.2064497995
opex__paa_kan__2,4.3735830676,-0.24180859500000002
opex__paa_kan__3,3.4490736323,-0.25181459230000003
opex__paa_nor__1,0.9202232294,0.1842972823
opex__paa_nor__2,-1.0355401211,-0.08616810550000001
opex__paa_nor__3,0.22214103340000002,0.1089538153
opex__paa_rif__1,4.1461743312,-0.2320966908
opex__paa_rif__2,4.6958880752,-0.1772697115
opex__paa_rif__3,3.8626711492,-0.7677718026
opex__phenol_amp__1,2.5256571681,-0.1387566908
opex__phenol_amp__2,4.4665634625,0.0149318747
opex__phenol_amp__3,3.4150740014,0.023617245000000002
opex__phenol_kan__1,2.5075704355,-0.1758935316
opex__phenol_kan__2,1.8057431968,0.0332171685
opex__phenol_kan__3,2.758065336,-0.0369440424
opex__phenol_nor__1,2.99022047,0.0499528452
opex__phenol_nor__2,3.4953569475,0.0180869776
opex__phenol_nor__3,2.5323993339,-0.0134399133
opex__phenol_rif__1,6.0820658885,-0.3180183112
opex__phenol_rif__2,7.2706673782,-0.1039234369
opex__phenol_rif__3,6.8944939117,-0.532436447
opex__pvpi_amp__1,0.5248962848000001,-0.048861279300000005
opex__pvpi_amp__2,0.794610542,0.0711378525
opex__pvpi_amp__3,-1.4291450144,0.0244324783
opex__pvpi_kan__1,2.5508611748,0.193222959
opex__pvpi_kan__2,-1.086015596,-0.0143881171
opex__pvpi_kan__3,0.9329105232,0.012650291400000001
opex__pvpi_nor__1,0.0064614536,-0.3176414705
opex__pvpi_nor__2,0.9770990780000001,-0.11523564160000001
opex__pvpi_nor__3,0.1371070519,-0.10315917790000001
opex__pvpi_rif__1,6.3718293196,-0.1187870894
opex__pvpi_rif__2,5.8198869579,-0.333499043
opex__pvpi_rif__3,5.5523866291,-0.13792173100000002
opex__rif__1,6.0230871812,-0.2630796836
opex__rif__2,5.2686578966,-0.2076619227
opex__rif__3,5.1359885681,-0.2493025647
opex__naocl_amp__1,-0.19345197790000002,-0.10652593240000001
opex__naocl_amp__2,-0.1562250559,-0.0594215687
opex__naocl_amp__3,-0.7407200597,-0.0508434896
opex__naocl_kan__1,-0.274260989,-0.2289897733
opex__naocl_kan__2,-1.5738727208,0.0355609584
opex__naocl_kan__3,0.23608420300000002,-0.4889392945
opex__naocl_nor__1,0.9312283577,-0.5285453697
opex__naocl_nor__2,-1.2992575804,-0.6528910579
opex__naocl_nor__3,-0.8488690603,-0.5038421385
opex__naocl_rif__1,5.5946916764,-0.2291050181
opex__naocl_rif__2,6.5583354327,-0.0647766139
opex__naocl_rif__3,5.4499410252,-0.3705808785
phage_lysogen__wt_ctrl__1,0.9239401695,-0.1888045078
phage_lysogen__wt_ctrl__2,0.3197790227,-0.2859663437
phage_lysogen__wt_ctrl__3,-1.2437191922,0.47477085150000004
phage_lysogen__O104_H4__1,0.9261829225,-0.32098116990000003
phage_lysogen__O104_H4__2,-0.9991709956,0.22149175000000002
phage_lysogen__O104_H4__3,-2.174763568,0.3945086035
phage_lysogen__O157_H7_PA8__1,0.1982881867,-0.2831150395
phage_lysogen__O157_H7_PA8__2,-1.3657082125,0.3751957079
phage_lysogen__O157_H7_PA8__3,-3.2818556014,0.4014803236
phage_resist__ygbE_oe__1,1.4315227667000001,-0.7168321971
phage_resist__wt__1,1.2464168527,-1.6005388386
phage_resist__wt__2,0.6682597806,0.5230285092
phage_resist__wt__3,-0.9595869283,0.5473823238000001
phage_resist__wt__4,-0.955089705,0.5301280056000001
phage_resist__ygbE_oe__2,-0.0159943526,0.4109177825
phage_resist__ygbE_oe__3,-0.32832074110000004,0.1482674246
phage_resist__ygbE_oe__4,-0.9936425768,0.1900973354
phage_resist__yahA_oe__1,2.7435102837,0.8089905088
phage_resist__yahA_oe__2,2.222501305,0.858675943
phage_resist__yahA_oe__3,2.6930252717,0.9271878106
phage_resist__yrfF_ko__1,-0.7893364805,0.6014150905
phage_resist__yrfF_ko__2,0.6101510062000001,0.8366104694000001
phage_resist__yrfF_ko__3,-0.5671397721,0.5858524802
pollution__wt_ctrl__1,0.5250123466000001,-0.1153190228
pollution__wt_ctrl__2,-1.8316524336,-0.0376670753
pollution__wt_ctrl__3,1.306640087,0.1529860981
pollution__wt_urban__1,0.7211540116,0.29899084600000003
pollution__wt_urban__2,0.5071827282,0.3278341896
pollution__wt_urban__3,0.0902213875,0.3564833624
pollution__wt_diesel__1,1.4349811058,0.6179775244
pollution__wt_diesel__2,1.0200822016,0.3075668515
pollution__wt_diesel__3,0.47229456540000003,-0.1305682421
pollution__evo_diesel__1,0.640132706,0.0215967157
pollution__evo_diesel__2,1.4121023155999999,0.1742976168
pollution__evo_diesel__3,2.2389943819,0.2537585237
ppGpp__wt_relAtrunc_00m__1,-0.1136425848,0.0315217109
ppGpp__wt_relAtrunc_00m__2,-0.2867285041,-0.31202635630000003
ppGpp__mut_delrelA_10m__1,-0.7614981779000001,0.7735925036
ppGpp__mut_delrelA_05m__1,-0.7517113534000001,0.7240966251000001
ppGpp__mut_delrelA_10m__2,0.28022988460000003,0.7400898223
ppGpp__mut_delrelA_10m__3,-0.1316557291,0.8853339117000001
ppGpp__mut_delrelA_00m__1,-0.9035839505000001,0.6532068522000001
ppGpp__mut_delrelA_00m__2,-1.0118765289,0.4555080734
ppGpp__mut_delrelA_05m__2,-0.0192107879,0.5062269257
ppGpp__mut_delrelA_05m__3,-1.3296216085,0.4508790912
ppGpp__mut_delrelA_00m__3,-0.8606419178,0.3908433948
ppGpp__wt_delrelA_10m__1,5.2601668676,1.5605568478
ppGpp__wt_delrelA_05m__1,3.3840705736,1.0393743812
ppGpp__wt_delrelA_05m__2,3.4288231742,0.9214806523
ppGpp__wt_delrelA_10m__2,4.8338508144,1.4644283014
ppGpp__wt_delrelA_10m__3,4.5742893088,1.3590770795
ppGpp__wt_delrelA_00m__1,0.0865445066,-0.0203450207
ppGpp__wt_delrelA_00m__2,0.274903905,0.07054289080000001
ppGpp__wt_delrelA_05m__3,3.1183069897,1.0594624268
ppGpp__wt_delrelA_00m__3,-0.3614484116,-0.0501978701
ppGpp__mut_relAtrunc_10m__1,-0.6300440810000001,0.5593370292000001
ppGpp__mut_relAtrunc_05m__1,-0.5951915828000001,0.5178179379
ppGpp__mut_relAtrunc_05m__2,-1.4277849422,0.4616618013
ppGpp__wt_relAtrunc_10m__1,-0.0522685805,-0.09535232760000001
ppGpp__wt_relAtrunc_10m__2,-0.3245367738,0.0285028428
ppGpp__wt_relAtrunc_10m__3,-0.6577977989,0.005414005600000001
ppGpp__mut_relAtrunc_00m__1,0.0278568787,0.6251622008000001
ppGpp__wt_relAtrunc_00m__3,0.5322815175,0.0525725521
ppGpp__wt_relAtrunc_05m__1,-0.4995921065,-0.16319871
ppGpp__wt_relAtrunc_05m__2,-0.2638781168,-0.3368465943
ppGpp__wt_relAtrunc_05m__3,-0.6616525932,-0.135081842
ppGpp__mut_relAtrunc_00m__2,-0.9540761334000001,0.2414114562
ppGpp__mut_relAtrunc_00m__3,-0.6406843578,0.41536118310000003
ppGpp__mut_relAtrunc_10m__2,-0.07587374940000001,0.48704205370000003
ppGpp__mut_relAtrunc_05m__3,-0.9068897087000001,0.4078045601
ppGpp__mut_relAtrunc_10m__3,-0.7316359151,0.3209211148
pressure__high_pressure__1,-0.7086518464,0.1174363913
pressure__high_pressure__2,0.0176419171,-0.0136887524
pressure__low_pressure__1,-0.005619570700000001,0.09738101240000001
pressure__low_pressure__2,0.005619570700000001,-0.09738101240000001
quantum_dots__ctrl__1,0.8048044604,0.1079221441
quantum_dots__ctrl__2,-0.8048044604,-0.1079221441
quantum_dots__cdte_light__1,2.5407780425,0.3872696212
quantum_dots__cdte_light__2,0.8064991179000001,0.38020248
quantum_dots__cdte_dark__1,1.9194092321,0.2030128358
quantum_dots__cdte_dark__2,0.766051221,0.0987493411
quantum_dots__cdse_light__1,2.3917107827,0.051921342
quantum_dots__cdse_light__2,1.3586435301,-0.0225674266
quantum_dots__cdse_dark__1,1.6021097710999999,-0.0687122272
quantum_dots__cdse_dark__2,1.4636994898,0.0301595558
raman__wt__1,1.6899202081,-0.21749040520000001
raman__del_cyaA__1,7.5227163486,0.484838769
raman__del_cyaA_01mM__1,6.4684905059,0.799231271
raman__del_cyaA_05mM__1,3.4451199099,0.19485587640000002
raman__del_cyaA_1mM__1,-1.0899033876,-0.0571765055
raman__wt__2,-0.1451340654,0.12078772460000001
raman__del_cyaA__2,6.9916400276,0.9323568491
raman__del_cyaA_01mM__2,6.596847771,1.0598785941
raman__del_cyaA_05mM__2,4.269616514,0.1571890054
raman__del_cyaA_1mM__2,-1.0951357112,-0.4341029737
raman__wt__3,-1.5447861427,0.09670268060000001
raman__del_cyaA__3,7.2911907973,0.9573615798
raman__del_cyaA_01mM__3,4.6822904358,0.9566780279
raman__del_cyaA_05mM__3,3.8019996307,0.0548426076
raman__del_cyaA_1mM__3,0.1028666396,-0.6472921719
rand_barrel__mut_nanE__1,-1.3011455278000001,0.0771799507
rand_barrel__mut_nanE__2,-1.9665430551,0.04272705
rand_barrel__mut_nanE__3,-6.7078251702,0.17158364
rand_barrel__mut_pdxJ_1__1,-3.6846305711,0.0060424031000000005
rand_barrel__mut_pdxJ_1__2,-3.1590285831,-0.1832760047
rand_barrel__mut_pdxJ_1__3,-6.5415607057,0.3977831707
rand_barrel__mut_pdxJ_2__1,-2.9027311797,-0.0401874023
rand_barrel__mut_pdxJ_2__2,-4.1973926193,-0.20150298530000002
rand_barrel__mut_pdxJ_3__1,-1.3141789586,-0.344872601
rand_barrel__mut_pdxJ_3__2,-1.7796247205,-0.17730182090000002
rand_barrel__del_serB__1,-0.2188376914,-0.0853211053
rand_barrel__del_serB__2,0.2188376914,0.0853211053
rockhopper__CV104_pHDB3__1,-2.1703490696,-1.5494426757
rockhopper__CV104_pHDB3__2,-2.5178769502,-1.6218369229
rockhopper__CV104_pHDB3__3,-2.6204568192,-1.7815763664
rockhopper__CV104_pLCV1__1,-2.4459326636,-1.6642509282
rockhopper__CV104_pLCV1__2,-2.4522556628,-1.6669041922
rockhopper__CV104_pLCV1__3,-3.0133092874,-1.7451108595
rockhopper__wt_lb__1,-1.6852434161,-1.3932227042
rockhopper__wt_lb__2,-1.9676506498,-1.4075747821
rockhopper__wt_lb__3,-3.1822100525,-1.5857080218
rockhopper__wt_lb_aMG__1,-0.2231333912,-1.3241853354
rockhopper__wt_lb_aMG__2,-0.3237272812,-1.5582701004000001
rockhopper__wt_lb_aMG__3,-1.3412893362,-1.2565184973
rockhopper__del_sgrR_lb_aMG__1,3.0068976387,-0.9642483246
rockhopper__del_sgrR_lb_aMG__2,3.1527678574999998,-0.43710010600000004
rockhopper__del_sgrR_lb_aMG__3,2.9910562566000003,-0.7764170351
rockhopper__del_sgrS_glyc_aMG__1,-2.3075747048,-0.4545693642
rockhopper__del_sgrS_glyc_aMG__2,-5.9537942428,-0.8358014812000001
rockhopper__del_sgrS_glyc_aMG__3,-3.0932809555,-0.6942011557000001
rockhopper__del_sgrS_glyc__1,-2.7439611543,-1.7803624451000002
rockhopper__del_sgrS_glyc__2,-3.9050990198,-1.6053987156
rockhopper__del_sgrS_glyc__3,-1.7761173328000002,-1.7620518443000002
rockhopper__wt_lb_aMG__4,1.0505138629,-0.9917712445
rockhopper__wt_lb_aMG__5,0.8768481992,-0.7696889892000001
rockhopper__wt_lb_aMG__6,1.1279837752,-0.8223377541
rockhopper__wt_glyc_aMG__1,-2.5724363354,-0.5023596654
rockhopper__wt_glyc_aMG__2,-2.184397397,-0.9562934507
rockhopper__wt_glyc_aMG__3,-2.0662671911,-0.7580973218
rockhopper__wt_glyc__1,-1.9449265356,-1.6991977902
rockhopper__wt_glyc__2,-3.6511415781,-2.0573455697
rockhopper__wt_glyc__3,-4.8110561549,-1.6095376854999999
rockhopper__CV108_glyc_aMG__1,5.5723154049,0.2799555936
rockhopper__CV108_glyc_aMG__2,3.9411396646,0.3462291001
rockhopper__CV108_glyc_aMG__3,4.1350062264,0.759047762
rockhopper__wt_glyc__4,0.20321676800000002,0.23346245410000002
rockhopper__wt_glyc__5,0.8285239983,-0.0888934267
rockhopper__wt_glyc__6,-0.2818927785,0.7126028407
rockhopper__wt_glyc_aMG__4,2.5652017719,0.7478939594
rockhopper__wt_glyc_aMG__5,3.1837179671,0.8193611703
rockhopper__wt_glyc_aMG__6,3.6641906266,0.8492303314
rockhopper__wt_glyc__7,2.2579435307,0.9277952721
rockhopper__wt_glyc__8,2.8534780363000003,0.9417670848
rockhopper__wt_glyc__9,1.4769948506000001,0.8474977597000001
rockhopper__wt_glyc__10,1.5495673976000002,0.6796040964000001
rockhopper__wt_glyc__11,1.0138365423,0.5678297867000001
rockhopper__wt_glyc__12,0.5054559232,0.5444151776
rpoD__wt__1,-1.3125604389,-0.06852065310000001
rpoD__wt__2,0.7993013001,0.0049306014
rpoD__rpoD_mut__1,-0.0307450486,-0.2212712997
rpoD__rpoD_mut__2,1.8025694939,0.1282880206
rpoD__rpoD_mut__3,-0.7329268054,0.2503508298
rpoD__wt__3,0.5132591388000001,0.0635900517
rpoN_peptide__ctrl__1,0.3510311856,0.0278621509
rpoN_peptide__ctrl__2,-0.2755723852,-0.053890180700000005
rpoN_peptide__ctrl__3,-0.0754588004,0.0260280298
rpoN_peptide__nminus__1,0.4859668542,0.0041597144
rpoN_peptide__nminus__2,0.2626915111,0.034921790200000004
rpoN_peptide__nminus__3,0.4071374314,0.1860121654
rpoN_peptide__nplus__1,-9.1434468331,-1.4558614886
rpoN_peptide__nplus__2,-9.0181268588,-1.5304752
rpoN_peptide__nplus__3,-8.9971691638,-1.4602446795000001
rpoN_peptide__s54_wt__1,-0.7758477931000001,-0.17812460730000002
rpoN_peptide__s54_wt__2,-1.0208221233,-0.1369146558
rpoN_peptide__s54_wt__3,-1.0044467241,-0.1766442095
rsd__wt_ee__1,0.46909497240000003,0.0141601533
rsd__wt_ee__2,-0.46909497240000003,-0.0141601533
rsd__del_rsd_ee__1,-0.1391760728,0.10958569950000001
rsd__del_rsd_ee__2,0.1189513529,-0.1231370536
rsd__del_ssrS_ee__1,-0.27515835780000003,0.3648736762
rsd__del_ssrS_ee__2,-0.7855809153000001,0.0603929338
rsd__del_rsd_ssrS_ee__1,5.6881441657,0.3996441241
rsd__del_rsd_ssrS_ee__2,6.8304626081,0.646762881
rsd__del_rpoS_ee__1,-2.2733979318,0.3783172845
rsd__del_rpoS_ee__2,-2.5745687858,0.1529926837
rsd__wt_me__1,2.2397221861,0.3074941691
rsd__wt_me__2,1.9714501988,0.32895875690000004
rsd__del_rpoS_me__1,1.7123575321,0.4894930723
rsd__del_rpoS_me__2,2.2400512483,0.6419199765
rsd__wt_ts__1,4.6027669904,-0.1304664365
rsd__wt_ts__2,3.8194231359,-0.4588458514
rsd__del_rsd_ssrS_ts__1,8.2062185702,0.36652188760000004
rsd__del_rsd_ssrS_ts__2,8.867874271,0.1327664878
rsd__del_rpoS_ts__1,4.258819147,0.7526963470000001
rsd__del_rpoS_ts__2,3.4371708105,0.7668530545000001
rsd__wt_s__1,6.0107881664,0.16480621380000002
rsd__wt_s__2,5.3990562317,0.1013176209
rsd__del_rsd_s__1,5.078529199,-0.2000666191
rsd__del_rsd_s__2,5.8243481038,0.1789375282
rsd__del_rsd_ssrS_s__1,11.3934069224,0.8246867
rsd__del_rsd_ssrS_s__2,11.2942787545,1.0244014275
rsd__del_rsd_ls__1,14.8252676653,0.487137325
rsd__del_rsd_ls__2,15.3516208755,1.0996982506
rsd__del_ssrS_ls__1,11.4882253779,0.38697443260000003
rsd__del_ssrS_ls__2,13.2727329066,0.0702834785
rsd__del_rsd_ssrS_ls__1,9.2969650195,0.9815604680000001
rsd__del_rsd_ssrS_ls__2,9.4565384325,0.8359985122
rsd__del_rpoS_ls__1,9.5722980841,0.7488172482000001
rsd__del_rpoS_ls__2,8.9501926197,1.3274837436
sdsR_ryeA__wt_3h__1,2.7246068132,0.2056085837
sdsR_ryeA__wt_8h__1,13.7316129333,-0.1096255525
sdsR_ryeA__wt_3h__2,-2.7246068132,-0.2056085837
sdsR_ryeA__wt_8h__2,13.0194967768,-0.11327560040000001
starve_series__t00_growth1__1,0.4614588717,-0.0359142236
starve_series__t00_growth1__2,0.6099856701,-0.0890273852
starve_series__t00_growth1__3,0.2810752414,-0.0469984756
starve_series__t00_growth1__4,-1.3525197832,0.1719400844
starve_series__t01_starve__1,-0.8492230571,-1.1900966969
starve_series__t01_starve__2,-2.916668328,-1.4475332602
starve_series__t02_starve__1,-0.4707386625,-1.8144842764
starve_series__t02_starve__2,0.9712460491,-1.6954918159
starve_series__t03_starve__1,4.0549480552,-1.0296869583
starve_series__t03_starve__2,3.4003151534000002,-1.1729270247999999
starve_series__t04_starve__1,5.0803865458,-1.1313129131
starve_series__t04_starve__2,4.6176763230999995,-1.2329481971
starve_series__t05_starve__1,8.0449788106,-0.9912168812000001
starve_series__t05_starve__2,7.3878884329,-0.8741687412
starve_series__t06_starve__1,10.1762591553,-1.0966987875
starve_series__t06_starve__2,9.3955281016,-0.8816446097
starve_series__t07_starve__1,11.0628417624,-1.1397353408
starve_series__t07_starve__2,10.4801076681,-1.1094476364
starve_series__t08_starve__1,11.6806762261,-0.9373816515000001
starve_series__t08_starve__2,11.2391021528,-1.4502543810000001
starve_series__t09_starve__1,12.2807799975,-1.4190288316
starve_series__t09_starve__2,11.7876154104,-1.2031282538
starve_series__t10_starve__1,11.6612525528,-1.3944060055
starve_series__t10_starve__2,11.2244983225,-1.2152192115
starve_series__t11_starve__1,10.9436872621,-1.258025961
starve_series__t11_starve__2,10.4925603944,-1.3753514912
starve_series__t12_starve__1,11.5889439974,-1.3215657592
starve_series__t12_starve__2,11.7166791476,-1.4017192184
starve_series__t14_starve__1,11.7005870951,-1.3378547366
starve_series__t14_starve__2,11.3275432651,-1.4082111033
starve_series__t16_starve__1,11.8626037392,-0.9446986558
starve_series__t16_starve__2,11.0672719589,-1.2389877245
starve_series__t17_starve__1,13.6436139845,-0.8401863774
starve_series__t17_starve__2,13.0620732546,-0.9615626712
starve_series__t18_starve__1,13.0346235242,-0.8771719732000001
starve_series__t18_starve__2,13.4062012872,-0.9798819743
starve_series__t20_starve__1,6.3024929635,0.3405073342
starve_series__t20_starve__2,6.1802132793,0.10464581070000001
starve_series__t21_growth2__1,4.9930836119,0.0847864316
starve_series__t21_growth2__2,5.5189007659,0.13375037650000002
starve_series__t22_growth2__1,7.606008775,0.4498311036
starve_series__t22_growth2__2,5.5241792156,0.0746295563
starve_series__t23_growth2__1,6.6381331363000005,0.6845313936
starve_series__t23_growth2__2,5.9182421174,0.7037116857
starve_series__t25_growth2__1,2.2722674306,0.2593627268
starve_series__t25_growth2__2,0.9617348447,0.1740010334
starve_series__t26_growth2__1,0.6928124683,0.09704751660000001
starve_series__t26_growth2__2,-0.25369763430000003,-0.1027336952
starve_series__t27_growth2__1,0.25966635590000003,-0.1522440961
starve_series__t27_growth2__2,-0.008600124,-0.1119124259
starve_series__t28_growth2__1,0.06842958090000001,-0.42790270550000004
starve_series__t28_growth2__2,-0.6011538992000001,-0.3571483099
time_course__lb_4hr__1,0.1166764366,-0.0018680702000000002
time_course__lb_4hr__2,0.3508057448,-0.0795357767
time_course__lb_4hr__3,-0.4674821813,0.08140384690000001
time_course__lb_8hr__1,9.2357593395,-0.6694440046
