,A,Crp,AscG
cck_sdh__sdh_ale1__2,-0.0092424801,0.5592394930000001,0.4810765665
cck_sdh__sdh_ale2__1,0.2122186254,0.47991167300000004,0.39846466350000004
cck_sdh__sdh_ale3__2,0.4490615483,0.556417913,0.0858967865
cck_sdh__sdh_ale3__1,0.3673435711,0.493899293,0.13684045150000002
cck_sdh__sdh_ale3__3,0.26647571000000003,0.485328093,0.2953017515
cck_pts__gmos_delptsHIcrr__2,1.4526061923,0.464496883,0.0937837515
cck_pts__gmos_delptsHIcrr__1,1.9121002936,0.649161093,0.08656778550000001
cck_pts__pts_ale1__2,1.0318249379,0.32947587300000003,0.0480498355
cck_pts__pts_ale1__1,0.8470416958,0.296778353,-0.3894305735
cck_pts__pts_ale2__2,-0.8535200426,0.201890953,0.2275678955
cck_pts__pts_ale2__1,-0.7801259582000001,0.275129713,0.0142166125
cck_pts__pts_ale3__2,0.5752089263,-0.445342181,-0.5198969425000001
cck_pts__pts_ale3__1,1.3633677002,-0.14552193800000002,0.0201799885
cck_pts__pts_ale4__2,-0.6456466291,0.420678743,0.0157300345
cck_pts__pts_ale4__1,-0.8133862856,0.387503033,0.2844318275
cck_gnd__gmos_delgnd__1,1.3177606616,0.515541103,0.15572647350000002
cck_gnd__gmos_delgnd__2,2.4134792658,0.419079603,-0.1800418045
cck_gnd__gnd_ale1__1,-0.7863354864000001,0.113228532,0.0129408875
cck_gnd__gnd_ale1__2,-1.2760194736,0.145492598,-0.0049838465
cck_gnd__gnd_ale2__1,-1.0730600243,0.057324061,-0.1327815205
cck_gnd__gnd_ale2__2,-0.6649154698,0.051602317,0.2845685865
cck_gnd__gnd_ale3__1,-0.8020228287000001,0.047017895000000004,0.1633944815
cck_gnd__gnd_ale3__2,-0.8048751795,0.07806117700000001,-0.2112295945
cck_tpiA__gmos_deltpiA__1,0.7441457503000001,0.554945433,0.32917631750000004
cck_tpiA__gmos_deltpiA__2,-0.5297497817,0.648474443,0.7743010515000001
cck_tpiA__tpiA_ale1__1,-0.0751762995,0.5753141230000001,0.8046197465
cck_tpiA__tpiA_ale1__2,-0.37904315180000003,0.5862271530000001,0.8112850375
cck_tpiA__tpiA_ale2__1,-0.7038284453,0.693161793,0.7863374145
cck_tpiA__tpiA_ale2__2,-1.1527371831,0.48257620300000004,0.3412164305
cck_tpiA__tpiA_ale3__1,-0.5487890864,0.44486670300000003,0.6995247705000001
cck_tpiA__tpiA_ale3__2,0.2370558646,0.424267453,0.8275466465
cck_tpiA__tpiA_ale4__1,0.9270179796,0.227203863,0.45208831250000003
cck_tpiA__tpiA_ale4__2,0.9036969028,0.196128253,0.1370610385
acid_tale__acid_ale1_pH7__1,0.0578062997,0.152688973,-0.6938111005
acid_tale__acid_ale1_pH7__2,0.0744887892,0.12606668000000001,-0.3939214605
acid_tale__acid_ale1_pH5__1,2.4098646765,0.7941495230000001,-0.4213688465
acid_tale__acid_ale1_pH5__2,2.5692783719,0.815270033,-0.36839464050000004
acid_tale__acid_ale2_pH7__1,5.9765114853,0.338840073,-0.43137649650000004
acid_tale__acid_ale2_pH7__2,5.7150915908,0.323054463,-0.5871372125000001
acid_tale__acid_ale2_pH5__1,6.5544363086,0.432644723,-0.4415337105
acid_tale__acid_ale2_pH5__2,5.5220132353,0.485480993,-0.8452226045000001
acid_tale__low_Mg_ale_pH7__1,0.29232554510000003,0.300746703,-0.0371455075
acid_tale__low_Mg_ale_pH7__2,0.1021471978,0.34624546300000003,-0.12111400750000001
acid_tale__low_Mg_ale_pH5__1,0.2774723515,0.608588733,0.2821438575
acid_tale__low_Mg_ale_pH5__2,0.8189408879000001,0.557231563,0.2960297455
acid_tale__MES_ale_pH7__1,-1.0865727556,0.430531873,-0.3255698765
acid_tale__MES_ale_pH7__2,-0.9070834433,0.47473322300000004,-0.2492960525
acid_tale__MES_ale_pH5__1,0.3935543081,0.475017483,-0.2166267205
acid_tale__MES_ale_pH5__2,0.3844273744,0.709374983,0.2276291545
acid_tale__gmos_pH7__1,-0.4831845044,0.42960406300000004,-0.3010269005
acid_tale__gmos_pH7__2,-0.9511851741,0.444629313,-0.22398170250000002
acid_tale__gmos_pH5__1,0.7533328475000001,0.650228023,0.3158390105
acid_tale__gmos_pH5__2,0.22856358810000002,0.7174304530000001,0.3064800915
adnB__wt_adn__1,0.1862890426,-0.41595584700000005,1.0743575674999999
adnB__wt_adn__2,0.39612260800000004,0.229595813,0.7194665995
adnB__delydhB_adn__1,1.4056148608,-0.53031891,0.8722792235
adnB__delydhB_adn__2,-0.7138972979,-0.264506101,1.2557595255
ytf2__wt_glc__1,-1.2753197057,0.207994233,1.3637661675000001
ytf2__wt_glc__2,-1.2521310187,0.253845453,1.2021781225
ytf2__ybcM_glc__1,-0.6358996128000001,0.49687887300000005,0.6881877105
ytf2__ybcM_glc__2,-0.5304278389,0.5496294230000001,0.8708930905000001
ytf2__ydhB_glc__1,-0.638964278,0.326151603,0.6797257285
ytf2__ydhB_glc__2,-0.47384297270000003,0.395503043,0.8321540245
ytf2__yfeC_glc__1,-0.9333507152,0.20829614300000002,1.1971345985
ytf2__yfeC_glc__2,-0.4918672376,0.37606821300000004,0.9899991455
ytf2__yciT_glc__1,-0.765841683,0.459934233,1.2943642715
ytf2__yciT_glc__2,-0.9254694306000001,0.517486403,0.9870117195
ytf2__ydiZ_glc__1,-1.0684957524,0.28184425300000004,1.1275729675
ytf2__ydiZ_glc__2,-1.0661003571,0.281401713,1.3213194715
ytf2__ynfL_glc__1,-1.155838564,0.510756223,1.2474266385
ytf2__ynfL_glc__2,-0.8532697960000001,0.523190413,1.2309876015
misc2__dellon_glc__1,-0.6989254880000001,0.48724811300000004,0.8161185285
misc2__dellon_glc__2,-0.3042198914,0.21544195300000002,0.8557035025
ytf3__wt_glc2__1,-0.6628538811,0.456262873,0.9828283005
ytf3__wt_glc2__2,-0.7905588381,0.5116651830000001,0.9149374565
ytf3__wt_pH7_lactate__1,-0.7402737342,0.560872303,0.9494288055000001
ytf3__wt_pH7_lactate__2,-0.9812173110000001,0.553273863,1.0708605105
ytf3__wt_pH55_lactate__1,0.0413767507,0.778064203,0.5174434635
ytf3__wt_pH55_lactate__2,-0.47459296710000004,0.7423117130000001,0.7253341975
ytf3__wt_pH55_HCl__1,-0.2304785272,0.615049543,1.3114235435000001
ytf3__wt_pH55_HCl__2,-0.0913342992,0.6014201330000001,1.1304994225
ytf3__dyieP_pH7__1,-1.2061737359,0.47916943300000003,1.1285481335
ytf3__dyieP_pH7__2,-0.8345326198,0.424966693,1.2990838125
ytf3__dyieP_pH55__1,-0.8726272867,0.439007113,0.5967300515
ytf3__dyieP_pH55__2,-0.9841720051,0.623551333,0.9379157395000001
