,A,YgbI
ml_abx__lvx__2,-2.0855630818,-0.4007575848
ml_abx__lvx__3,-1.9137237241,-0.7689378457
ml_abx__mec__1,-0.053965033100000004,-0.1647888267
ml_abx__mec__2,-0.6049041503,0.17846202760000002
ml_abx__mec__3,-0.6843421263,-0.1765761602
ml_abx__mem__1,0.44341963100000004,-0.0076764188
ml_abx__mem__2,-0.5510836905000001,0.2640511098
ml_abx__mem__3,-0.3676455232,-0.0739201183
ml_abx__nit__1,1.0144348127,-0.0951588178
ml_abx__nit__2,0.0753932888,0.2317781236
ml_abx__nit__3,0.4631636777,0.3405305692
ml_abx__ntx__1,0.4187087559,0.8025028044
ml_abx__ntx__2,1.4398050048,1.5877252826000001
ml_abx__nor__1,-2.1271246084,-0.7456409671
ml_abx__nor__2,-1.6787634749,-0.2952592817
ml_abx__nor__3,-2.3402817539000003,-0.9774035783
ml_abx__pb__1,1.1918898122,0.36280671670000003
ml_abx__pb__2,0.2709191569,0.4905777665
ml_abx__pb__3,0.49474994780000003,0.5685445797
ml_abx__tmp__1,0.7682570141,-0.3200923438
ml_abx__tmp__2,1.8329413434,-0.2023978236
ml_abx__tmp__3,1.7831299973,-0.3544297312
mut_abx__del_mutS_000nor__1,-0.8702467065,-0.210230049
mut_abx__del_mutS_000nor__2,0.13581040830000002,0.0301603693
mut_abx__del_mutS_000nor__3,0.7344362981,0.1800696797
mut_abx__del_mutS_125nor__1,-1.4886103086,-0.5737604246
mut_abx__del_mutS_125nor__2,-1.3217507746,-0.5290552532
mut_abx__del_mutS_125nor__3,-2.1190332224,-0.392030086
mut_abx__del_mutS_250nor__1,-1.707114881,-0.7138652509000001
mut_abx__del_mutS_250nor__2,-1.2478374935,-0.6474589578000001
mut_abx__del_mutS_250nor__3,-1.4722554425,-0.4147778198
mut_abx__del_mutS_375nor__1,-3.0636752924,-0.5925313026
mut_abx__del_mutS_375nor__2,-1.4995942106,-0.3655772175
mut_abx__del_mutS_375nor__3,-3.5040469230999998,-0.46558792920000003
mut_abx__del_mutS_500nor__1,-3.6816667402,-0.46219081630000003
mut_abx__del_mutS_500nor__2,-3.8542873092,-0.45155732730000003
mut_abx__del_mutS_500nor__3,-3.9582625597,-0.8059580315
mut_abx__del_mutS_625nor__1,-3.0809088264,-0.5219025620000001
mut_abx__del_mutS_625nor__2,-4.1303962811,-0.42498189950000004
mut_abx__del_mutS_625nor__3,-3.9770526676,-0.38653823270000004
mut_abx__del_mutS_750nor__1,-3.5864949825,-0.36906983720000003
mut_abx__del_mutS_750nor__2,-4.1517758709,-0.35948979940000003
mut_abx__del_mutS_750nor__3,-4.0488196332,-0.1631816683
mut_abx__del_mutS_875nor__1,-3.7698187848,-0.6019904919
mut_abx__del_mutS_875nor__2,-4.3406707772,-0.3513790458
mut_abx__del_mutS_875nor__3,-4.2228535008,-0.6175186519
nit_yeaG__wt_Nminus__1,-0.160767542,0.14238880610000001
nit_yeaG__wt_Nminus__2,0.160767542,-0.14238880610000001
nit_yeaG__wt_Nplus__1,-1.9496176764,-1.3159101492
nit_yeaG__wt_Nplus__2,-2.1024286908,-1.6253001271
nit_yeaG__del_yeaG_Nminus_24h__1,1.9057354497,-0.6031601772
nit_yeaG__del_yeaG_Nminus_24h__2,0.0847799525,0.1620085125
nit_yeaG__del_yeaG_Nminus_24h__3,-0.1890128956,0.8850147839
nit_yeaG__del_yeaG_Nminus__1,0.1273819343,-0.228410349
nit_yeaG__del_yeaG_Nminus__2,0.2171215192,-0.2732157818
nit_yeaG__del_yeaG_Nplus__1,-2.1942975764,-1.0822774311
nit_yeaG__del_yeaG_Nplus__2,-2.1436860743,-1.6189966421
opex__amp__1,0.5413154652000001,0.18642221790000002
opex__amp__2,-0.7253856395,-0.122800717
opex__amp__3,-1.0681081016,-0.4239429417
opex__bak_amp__1,-0.5762829930000001,-0.12429450160000001
opex__bak_amp__2,-0.6230270135,-0.1575892575
opex__bak_amp__3,-1.109044336,-0.30041994780000003
opex__bak_kan__1,-0.7959978225000001,-0.0167722127
opex__bak_kan__2,-0.47513281420000003,-0.040445778200000004
opex__bak_kan__3,-0.7306701328,0.1611895253
opex__bak_nor__1,-1.3963612049,0.1404072179
opex__bak_nor__2,-0.3243839072,0.2201660192
opex__bak_nor__3,-0.4080574208,-0.1518899279
opex__bak_rif__1,1.9719112741,-0.17408848070000002
opex__bak_rif__2,1.0449478136,0.0927393281
opex__bak_rif__3,1.23244593,0.3734624373
opex__chx_amp__1,-0.3399932322,-0.1571204012
opex__chx_amp__2,0.3170473809,0.0056677611
opex__chx_amp__3,-0.6641217835000001,-0.1866601919
opex__chx_kan__1,-0.1890472129,0.0313120474
opex__chx_kan__2,-0.8815264843,-0.43870356330000004
opex__chx_kan__3,-0.5141333567,-0.059981477000000005
opex__chx_nor__1,-0.9282881426,-0.3048932639
opex__chx_nor__2,-1.0693344279,0.051174396000000004
opex__chx_nor__3,0.2421028717,-0.0208075127
opex__chx_rif__1,-0.4997974537,-0.2665138462
opex__chx_rif__2,-0.13067575680000001,0.066542293
opex__chx_rif__3,-0.5045465543000001,-0.0965192581
opex__ctrl__1,-0.1718345263,-0.5272539266
opex__ctrl__2,-0.6019601399,0.2662283905
opex__ctrl__3,0.7737946662,0.261025536
opex__etoh_amp__1,-0.38122816200000004,0.3770381202
opex__etoh_amp__2,0.6170128873,0.45199963330000004
opex__etoh_amp__3,0.1357468251,0.4407260032
opex__etoh_kan__1,-0.0007233854,0.5161509797
opex__etoh_kan__2,0.0338982917,0.28786247530000003
opex__etoh_kan__3,0.1926680819,0.126947676
opex__etoh_nor__1,0.0275614936,0.5528244791
opex__etoh_nor__2,0.952559684,0.43116229640000003
opex__etoh_nor__3,0.9045075823000001,0.4056737261
opex__etoh_rif__1,-0.2398294664,-0.025940938900000002
opex__etoh_rif__2,0.8301720578,0.2898110466
opex__etoh_rif__3,1.7419556241,0.2730053698
opex__glual_amp__1,-0.6445486847,-0.512232495
opex__glual_amp__2,0.35700457890000004,0.057810174000000006
opex__glual_amp__3,-0.5794365530000001,-0.198481335
opex__glual_kan__1,0.5008754246,-0.3178635571
opex__glual_kan__2,-0.3995883698,-0.1789957667
opex__glual_kan__3,0.19090214260000002,-0.1465555214
opex__glual_nor__1,-0.1162154492,-0.3903979362
opex__glual_nor__2,-0.3746584765,-0.2077775573
opex__glual_nor__3,-0.6515118097,-0.0134452626
opex__glual_rif__1,2.6894995925,0.0730189447
opex__glual_rif__2,2.7997817566,0.0769188164
opex__glual_rif__3,3.6983101522,-0.11879677470000001
opex__h2o2_amp__1,-0.8542466105000001,-0.09192538780000001
opex__h2o2_amp__2,-0.6006263216000001,-0.35618024130000003
opex__h2o2_amp__3,-0.2102365621,-0.4643135599
opex__h2o2_kan__1,-1.3506960754000001,-0.16443400700000002
opex__h2o2_kan__2,0.44237583680000003,0.31736113520000003
opex__h2o2_kan__3,1.8407862453,0.411798421
opex__h2o2_nor__1,0.10079614690000001,-0.22946795550000001
opex__h2o2_nor__2,0.7769350017000001,-0.2315134916
opex__h2o2_nor__3,1.8159484948,0.1430566886
opex__h2o2_rif__1,6.888697674,-0.048667921
opex__h2o2_rif__2,6.7665867672,0.271595648
opex__h2o2_rif__3,6.6682191398,-0.0078171506
opex__ippoh_amp__1,-0.40478075900000005,0.199525794
opex__ippoh_amp__2,0.1076301092,0.4265384545
opex__ippoh_amp__3,-0.039729184,0.3665676326
opex__ippoh_kan__1,-0.6116687934,0.3593384563
opex__ippoh_kan__2,0.7675554116000001,0.6001892794
opex__ippoh_kan__3,-0.0538155903,0.3066245085
opex__ippoh_nor__1,0.5324379984000001,0.28179975360000004
opex__ippoh_nor__2,0.1874761476,0.5707533455
opex__ippoh_nor__3,2.6524086082,1.2510276602000001
opex__ippoh_rif__1,0.47999141840000004,0.0865081151
opex__ippoh_rif__2,0.7337232536,0.2542797449
opex__ippoh_rif__3,-0.8366484527,0.4325140354
opex__kan__1,-1.0375913843,0.044366694000000005
opex__kan__2,0.0429248613,-0.11788453
opex__kan__3,-0.5812685951000001,-0.151170898
opex__nor__1,-0.48674540200000005,-0.2685695252
opex__nor__2,-0.6759981924,-0.1966557039
opex__nor__3,-0.5132942753,0.0326802815
opex__paa_amp__1,-1.2504593327,0.0682756625
opex__paa_amp__2,-0.1107290937,-0.3340297439
opex__paa_amp__3,-1.0521219461,-0.06634448130000001
opex__paa_kan__1,3.6185307992,0.0622924585
opex__paa_kan__2,3.522380187,-0.354492902
opex__paa_kan__3,2.0688147492,-0.2065459613
opex__paa_nor__1,-0.40380024330000003,0.1429150281
opex__paa_nor__2,-0.4752806271,-0.0951016952
opex__paa_nor__3,-0.6308843251,-0.0005117292
opex__paa_rif__1,4.9661614256,-0.0480212069
opex__paa_rif__2,4.3954852364,0.2055603037
opex__paa_rif__3,4.4625554744,-0.09524500300000001
opex__phenol_amp__1,-1.1050828407,0.0504766638
opex__phenol_amp__2,-0.7311238885,-0.1234380671
opex__phenol_amp__3,-0.33616050610000003,-0.06287540230000001
opex__phenol_kan__1,0.4336376461,-0.045935819600000004
opex__phenol_kan__2,-1.1875057572,-0.2632729131
opex__phenol_kan__3,-0.0017209228,-0.5604202349
opex__phenol_nor__1,-0.7929509064,-0.0455508728
opex__phenol_nor__2,-2.0517466436,-0.1074505599
opex__phenol_nor__3,-0.2781077135,-0.0613694573
opex__phenol_rif__1,2.9394522349,-0.7184885425
opex__phenol_rif__2,1.0688383306,-0.27953537170000003
opex__phenol_rif__3,2.6506274493,-0.5425834399
opex__pvpi_amp__1,0.1772725963,-0.1393565151
opex__pvpi_amp__2,-1.7106079306000002,0.0791319904
opex__pvpi_amp__3,0.552476313,0.1352961727
opex__pvpi_kan__1,0.31501421350000003,0.3478256917
opex__pvpi_kan__2,-0.4388085982,0.18828619470000002
opex__pvpi_kan__3,-0.4475960163,-0.1301636675
opex__pvpi_nor__1,-1.7563990608000002,-0.022910168800000002
opex__pvpi_nor__2,-0.7765320236000001,-0.0786387291
opex__pvpi_nor__3,-1.0777125305,0.1463770155
opex__pvpi_rif__1,5.0615563195,-0.0269389609
opex__pvpi_rif__2,5.1215056241,0.18480251690000002
opex__pvpi_rif__3,5.8205211467,0.1710576
opex__rif__1,4.8637469014,-0.19672090620000002
opex__rif__2,4.8136515424,0.12828438250000002
opex__rif__3,5.102019334,-0.028486087700000003
opex__naocl_amp__1,-0.7022849286,0.1547596544
opex__naocl_amp__2,-0.6556522432,-0.1418661473
opex__naocl_amp__3,0.3783107089,0.1328562319
opex__naocl_kan__1,-0.2691573486,-0.1760415943
opex__naocl_kan__2,-0.5321401951,0.1205146844
opex__naocl_kan__3,-1.9193135105999999,0.0139503635
opex__naocl_nor__1,-0.3375630207,-0.24378255140000002
opex__naocl_nor__2,-0.0317411701,-0.23655074080000002
opex__naocl_nor__3,-0.1820974723,-0.2704173224
opex__naocl_rif__1,5.0329266656,0.3073734716
opex__naocl_rif__2,5.5318643232,0.0874321411
opex__naocl_rif__3,4.7684477508,0.1730532209
phage_lysogen__wt_ctrl__1,0.20772618010000002,-0.26630327870000003
phage_lysogen__wt_ctrl__2,0.32223595450000003,-0.15684751090000001
phage_lysogen__wt_ctrl__3,-0.5299621346,0.42315078970000003
phage_lysogen__O104_H4__1,1.4307253109,-0.1754359044
phage_lysogen__O104_H4__2,-0.14094755520000002,0.223375493
phage_lysogen__O104_H4__3,-0.5386261365,0.4932839359
phage_lysogen__O157_H7_PA8__1,1.1980528246,-0.3420100702
phage_lysogen__O157_H7_PA8__2,0.0418675367,0.2528880888
phage_lysogen__O157_H7_PA8__3,-0.25951121990000003,0.4216841297
phage_resist__ygbE_oe__1,-2.6894681741,-0.3194195507
phage_resist__wt__1,-0.7416790358,-0.595270894
phage_resist__wt__2,0.3408759859,0.1678284477
phage_resist__wt__3,0.228833486,0.2766887542
phage_resist__wt__4,0.1719695639,0.1507536921
phage_resist__ygbE_oe__2,-0.8193238409,-0.1944980663
phage_resist__ygbE_oe__3,-1.0699791864,-0.0837440569
phage_resist__ygbE_oe__4,-0.8689937668000001,-0.0749095208
phage_resist__yahA_oe__1,-1.0293447904,0.155738058
phage_resist__yahA_oe__2,-1.1180331174,0.0467197182
phage_resist__yahA_oe__3,-1.1736972697,0.2166369098
phage_resist__yrfF_ko__1,-0.47585933140000003,0.5254334925
phage_resist__yrfF_ko__2,0.09882718360000001,0.6477558623
phage_resist__yrfF_ko__3,-0.5592194729000001,0.43420837970000004
pollution__wt_ctrl__1,-0.4553463097,-0.1736532469
pollution__wt_ctrl__2,-0.0065614274,0.0549721618
pollution__wt_ctrl__3,0.4619077372,0.1186810851
pollution__wt_urban__1,0.8898310904000001,-0.0783067778
pollution__wt_urban__2,0.5296579855,0.2339823816
pollution__wt_urban__3,1.0577025797,0.4814218435
pollution__wt_diesel__1,1.1512368625,0.4235847525
pollution__wt_diesel__2,0.0512263637,-0.0929255377
pollution__wt_diesel__3,0.1050537309,-0.1372701989
pollution__evo_diesel__1,2.7488715389,-0.1014299557
pollution__evo_diesel__2,1.3789400666,0.22339967930000001
pollution__evo_diesel__3,2.1880147711,0.3099881058
ppGpp__wt_relAtrunc_00m__1,0.0958282426,-0.2191844169
ppGpp__wt_relAtrunc_00m__2,-0.0881222733,-0.299753235
ppGpp__mut_delrelA_10m__1,-0.3198912,0.7130841680000001
ppGpp__mut_delrelA_05m__1,-0.7276763621,0.2934729439
ppGpp__mut_delrelA_10m__2,-0.9253436045000001,0.5744944973
ppGpp__mut_delrelA_10m__3,-0.37673004860000003,0.5934784401000001
ppGpp__mut_delrelA_00m__1,-0.37220281650000003,0.3524080813
ppGpp__mut_delrelA_00m__2,-1.0661780567,0.2524470693
ppGpp__mut_delrelA_05m__2,-0.9824888641,0.45671137240000004
ppGpp__mut_delrelA_05m__3,-1.0365336319,0.4112210176
ppGpp__mut_delrelA_00m__3,-1.1066031249,0.5368117479
ppGpp__wt_delrelA_10m__1,0.1739049899,0.7578876729
ppGpp__wt_delrelA_05m__1,0.2499689009,0.5134714395000001
ppGpp__wt_delrelA_05m__2,-0.0031104045,0.7596297169
ppGpp__wt_delrelA_10m__2,-0.2459002277,0.9683592859000001
ppGpp__wt_delrelA_10m__3,0.230248951,0.9729516651000001
ppGpp__wt_delrelA_00m__1,-0.3451958156,-0.0740066663
ppGpp__wt_delrelA_00m__2,-0.041906891700000004,-0.11926171340000001
ppGpp__wt_delrelA_05m__3,-0.0025458519,0.7462098321
ppGpp__wt_delrelA_00m__3,0.3871027073,0.1932683796
ppGpp__mut_relAtrunc_10m__1,-1.3870618009,0.2758990583
ppGpp__mut_relAtrunc_05m__1,-1.2277974809,0.0914960445
ppGpp__mut_relAtrunc_05m__2,-1.0457914708,0.31881715590000004
ppGpp__wt_relAtrunc_10m__1,0.0216449914,-0.1619176776
ppGpp__wt_relAtrunc_10m__2,0.0482560417,0.0374656539
ppGpp__wt_relAtrunc_10m__3,-0.26024542700000003,-0.0413429817
ppGpp__mut_relAtrunc_00m__1,-0.6618234139,0.43664480110000004
ppGpp__wt_relAtrunc_00m__3,-0.4858709613,-0.0353800297
ppGpp__wt_relAtrunc_05m__1,-0.22965694050000002,-0.3306229452
ppGpp__wt_relAtrunc_05m__2,-0.1915496332,-0.6863589922000001
ppGpp__wt_relAtrunc_05m__3,-0.21582311,-0.3841617496
ppGpp__mut_relAtrunc_00m__2,-0.5022343675000001,0.2501859763
ppGpp__mut_relAtrunc_00m__3,-0.7785443087,0.2470511651
ppGpp__mut_relAtrunc_10m__2,-1.3655689436,0.0163040661
ppGpp__mut_relAtrunc_05m__3,-0.8493241101000001,0.3418403521
ppGpp__mut_relAtrunc_10m__3,-0.9118930166,0.3571116058
pressure__high_pressure__1,-0.9039369535,-0.3158811589
pressure__high_pressure__2,-1.4050378634,-0.42892131050000004
pressure__low_pressure__1,0.1396265486,-0.1636147903
pressure__low_pressure__2,-0.1396265486,0.1636147903
quantum_dots__ctrl__1,-0.21188612140000002,0.0657995265
quantum_dots__ctrl__2,0.21188612140000002,-0.0657995265
quantum_dots__cdte_light__1,-0.4764023323,0.1794368668
quantum_dots__cdte_light__2,-0.6064091437,0.445248048
quantum_dots__cdte_dark__1,-0.7122626725,0.127816975
quantum_dots__cdte_dark__2,-0.5091162979,0.23732255100000002
quantum_dots__cdse_light__1,-0.7905880788,-0.1767145579
quantum_dots__cdse_light__2,-0.8421498419000001,0.1998489844
quantum_dots__cdse_dark__1,-0.5669997628,0.39352358940000004
quantum_dots__cdse_dark__2,-0.5832710908000001,0.2993078393
raman__wt__1,-0.1623010987,-0.2318071835
raman__del_cyaA__1,2.3077798479,-0.2240178999
raman__del_cyaA_01mM__1,1.6880103649,-0.3154238225
raman__del_cyaA_05mM__1,0.6392304215,-0.4807075764
raman__del_cyaA_1mM__1,-1.177174519,-0.5960571624000001
raman__wt__2,-0.3361088155,0.026684445900000003
raman__del_cyaA__2,1.6656785893000001,-0.1446398397
raman__del_cyaA_01mM__2,1.8486171231,-0.36526269650000004
raman__del_cyaA_05mM__2,0.5072943224,-0.2318418843
raman__del_cyaA_1mM__2,-1.1695824596,-0.7146449665
raman__wt__3,0.4984099142,0.20512273760000002
raman__del_cyaA__3,1.8098243065,-0.24042879690000002
raman__del_cyaA_01mM__3,1.9280349045,-0.4517785466
raman__del_cyaA_05mM__3,0.2656337581,-0.5063480152000001
raman__del_cyaA_1mM__3,-0.1902858493,-0.8353916214
rand_barrel__mut_nanE__1,-0.9009768234000001,0.1379481557
rand_barrel__mut_nanE__2,-0.7236303805000001,0.054077024300000005
rand_barrel__mut_nanE__3,-2.0377607938,0.3398439514
rand_barrel__mut_pdxJ_1__1,-1.5984511067,0.5924993017
rand_barrel__mut_pdxJ_1__2,-0.653707294,0.42975942240000004
rand_barrel__mut_pdxJ_1__3,-1.9198117675000002,1.2701434564
rand_barrel__mut_pdxJ_2__1,-1.3936738321,0.1741814391
rand_barrel__mut_pdxJ_2__2,-2.5949613692,1.0170741007
rand_barrel__mut_pdxJ_3__1,-1.4645318174,0.451497521
rand_barrel__mut_pdxJ_3__2,-1.1063521222000001,0.6100173861
rand_barrel__del_serB__1,-0.3989570736,-0.2255372622
rand_barrel__del_serB__2,0.3989570736,0.2255372622
rockhopper__CV104_pHDB3__1,-5.2678036413000005,-1.7183537555
rockhopper__CV104_pHDB3__2,-5.5204794253,-1.6188643435999999
rockhopper__CV104_pHDB3__3,-5.3659817415,-1.8288446749
rockhopper__CV104_pLCV1__1,-5.4866064185,-1.6730314751000002
rockhopper__CV104_pLCV1__2,-5.2818729244,-1.8895492354
rockhopper__CV104_pLCV1__3,-5.3636343085,-1.5455549019
rockhopper__wt_lb__1,-4.7363046675,-1.8260996076
rockhopper__wt_lb__2,-4.980120638,-1.9260911066
rockhopper__wt_lb__3,-4.530659174,-1.9911159761000001
rockhopper__wt_lb_aMG__1,-1.8641075793000002,-1.4421535507
rockhopper__wt_lb_aMG__2,-4.7526770112,-1.1149773415
rockhopper__wt_lb_aMG__3,-4.0579176407,-1.309412925
rockhopper__del_sgrR_lb_aMG__1,-2.7300063346,-1.6708216109
rockhopper__del_sgrR_lb_aMG__2,-3.9592895093,-0.7969420378000001
rockhopper__del_sgrR_lb_aMG__3,-4.0780656345,-1.2875195096
rockhopper__del_sgrS_glyc_aMG__1,-4.6824054576,-0.2182520925
rockhopper__del_sgrS_glyc_aMG__2,-5.7106147403000005,-0.9282207154000001
rockhopper__del_sgrS_glyc_aMG__3,-4.829474384,-0.8412559299
rockhopper__del_sgrS_glyc__1,-4.4609207447,-1.5272874296999999
rockhopper__del_sgrS_glyc__2,-4.3713724665,-3.0709337134
rockhopper__del_sgrS_glyc__3,-4.6107035559,-1.5896319095
rockhopper__wt_lb_aMG__4,-3.2362411609,-0.9985219453
rockhopper__wt_lb_aMG__5,-3.0656844465,-1.4609038329000001
rockhopper__wt_lb_aMG__6,-3.5761248159,-0.9927913676000001
rockhopper__wt_glyc_aMG__1,-4.7475998422,-0.5965810624
rockhopper__wt_glyc_aMG__2,-5.5719374519,0.0540976777
rockhopper__wt_glyc_aMG__3,-6.890206621,-1.672969731
rockhopper__wt_glyc__1,-4.9615599319,-1.7685045527
rockhopper__wt_glyc__2,-4.4795738571,-2.4581659592
rockhopper__wt_glyc__3,-4.7886122027999996,-1.7910738115
rockhopper__CV108_glyc_aMG__1,-3.3209388498,-1.3980065339
rockhopper__CV108_glyc_aMG__2,-1.7932322955000002,-0.9818105573
rockhopper__CV108_glyc_aMG__3,-1.8393291173000001,-1.4957027635
rockhopper__wt_glyc__4,-0.6769798558,-0.4127495679
rockhopper__wt_glyc__5,-3.7498655918,-1.3154184031
rockhopper__wt_glyc__6,2.4439482414,0.7375542304
rockhopper__wt_glyc_aMG__4,0.5070716428,-0.7030333432
rockhopper__wt_glyc_aMG__5,-0.7773755587000001,-1.2594475708
rockhopper__wt_glyc_aMG__6,-2.7181517808,-1.5927546438
rockhopper__wt_glyc__7,2.8633214201,1.4265087687
rockhopper__wt_glyc__8,1.9889414049,0.3947318339
rockhopper__wt_glyc__9,2.9319118055,1.2649576726
rockhopper__wt_glyc__10,3.6680623474000003,1.7410814984
rockhopper__wt_glyc__11,2.5261249846,1.4256799211
rockhopper__wt_glyc__12,2.2342812355,0.7553983693
rpoD__wt__1,0.0863818492,-0.057342203800000005
rpoD__wt__2,0.4490649923,0.0363754939
rpoD__rpoD_mut__1,3.3903129889,0.1300971863
rpoD__rpoD_mut__2,2.4732559106,-0.2717321692
rpoD__rpoD_mut__3,1.9645006853,0.3697449398
rpoD__wt__3,-0.5354468415,0.0209667099
rpoN_peptide__ctrl__1,0.0426011207,-0.0030658372
rpoN_peptide__ctrl__2,0.0177418274,-0.0515363635
rpoN_peptide__ctrl__3,-0.0603429481,0.0546022007
rpoN_peptide__nminus__1,0.0104029742,0.0794800868
rpoN_peptide__nminus__2,0.0999365581,-0.0040201616
rpoN_peptide__nminus__3,0.0993019968,0.0373636566
rpoN_peptide__nplus__1,-2.0428145825,-1.3567832230999999
rpoN_peptide__nplus__2,-1.7090420209000001,-1.2559186214
rpoN_peptide__nplus__3,-2.0384962761,-1.3686075543
rpoN_peptide__s54_wt__1,0.2670630802,-0.17169871550000002
rpoN_peptide__s54_wt__2,0.053933663800000003,-0.2568769991
rpoN_peptide__s54_wt__3,0.0574564824,-0.3943374451
rsd__wt_ee__1,-0.12023294420000001,-0.0503738576
rsd__wt_ee__2,0.12023294420000001,0.0503738576
rsd__del_rsd_ee__1,0.08336598840000001,0.06356955830000001
rsd__del_rsd_ee__2,-0.2764340678,0.1215682825
rsd__del_ssrS_ee__1,-0.6345128686,0.508828633
rsd__del_ssrS_ee__2,-0.46682716080000003,0.4049275235
rsd__del_rsd_ssrS_ee__1,-0.7143304155,0.5075507957000001
rsd__del_rsd_ssrS_ee__2,-0.197364801,0.4067335178
rsd__del_rpoS_ee__1,0.20953742660000002,0.5705881021
rsd__del_rpoS_ee__2,-0.4362312783,0.6165692025
rsd__wt_me__1,-0.07358427740000001,-0.3392036732
rsd__wt_me__2,0.441956571,-0.2816937612
rsd__del_rpoS_me__1,0.4237901667,0.1145908041
rsd__del_rpoS_me__2,2.5508273428,0.0605136863
rsd__wt_ts__1,1.5129987255000001,0.5732790827
rsd__wt_ts__2,1.0507689374,0.1887329243
rsd__del_rsd_ssrS_ts__1,1.4153938168,0.6126152414
rsd__del_rsd_ssrS_ts__2,0.8173904769,0.4800132392
rsd__del_rpoS_ts__1,0.5621052698,0.4492656732
rsd__del_rpoS_ts__2,0.6186536313000001,0.4519693045
rsd__wt_s__1,1.0912654666,1.2206710846
rsd__wt_s__2,1.1943045818,1.1043932639
rsd__del_rsd_s__1,1.1776408568,1.1992616113
rsd__del_rsd_s__2,1.4547528179,1.2406663264
rsd__del_rsd_ssrS_s__1,1.0991838514,1.4388876702
rsd__del_rsd_ssrS_s__2,1.893247486,1.5273891161000002
rsd__del_rsd_ls__1,1.5508453643,1.3262139634
rsd__del_rsd_ls__2,2.3135086659,1.2716772815000001
rsd__del_ssrS_ls__1,1.6676783265,1.9617093066
rsd__del_ssrS_ls__2,1.1715466047,1.735657448
rsd__del_rsd_ssrS_ls__1,2.9373569382999998,1.7920437175
rsd__del_rsd_ssrS_ls__2,2.1782401359,1.747236076
rsd__del_rpoS_ls__1,1.8704877276,0.9798193091
rsd__del_rpoS_ls__2,1.5311864456,1.1644908584
sdsR_ryeA__wt_3h__1,0.7865947518,0.0500165984
sdsR_ryeA__wt_8h__1,-1.0782319345,-1.0123530833
sdsR_ryeA__wt_3h__2,-0.7865947518,-0.0500165984
sdsR_ryeA__wt_8h__2,-1.1848346272,-0.737198753
starve_series__t00_growth1__1,0.3358366816,0.2215138716
starve_series__t00_growth1__2,0.1954360366,-0.1556519716
starve_series__t00_growth1__3,-0.128936867,0.0492671811
starve_series__t00_growth1__4,-0.40233585120000004,-0.11512908100000001
starve_series__t01_starve__1,3.8228243593,0.2954493607
starve_series__t01_starve__2,3.8371243976000002,0.0072613912
starve_series__t02_starve__1,7.427683229,0.0158283978
starve_series__t02_starve__2,7.4929568597,0.3568645093
starve_series__t03_starve__1,7.0945351048,0.2355816279
starve_series__t03_starve__2,7.589394071,0.3421527113
starve_series__t04_starve__1,7.4723160803,0.1725426546
starve_series__t04_starve__2,7.7685952319,0.1769603729
starve_series__t05_starve__1,8.4358339304,0.2167569382
starve_series__t05_starve__2,8.3507449498,-0.19722798300000002
starve_series__t06_starve__1,9.0103466243,0.1390562985
starve_series__t06_starve__2,8.2404701793,0.38973865900000004
starve_series__t07_starve__1,9.0276886628,0.2942764784
starve_series__t07_starve__2,9.6117966405,0.2525442432
starve_series__t08_starve__1,9.1803251921,0.18087436510000002
starve_series__t08_starve__2,9.67541823,0.4667601266
starve_series__t09_starve__1,10.0713481589,0.5267920879
starve_series__t09_starve__2,9.6522774024,0.27933541570000003
starve_series__t10_starve__1,9.9989159139,0.6400318553000001
starve_series__t10_starve__2,9.8925108396,0.4116493411
starve_series__t11_starve__1,10.8286296001,0.4402096124
starve_series__t11_starve__2,10.5705706146,0.524730981
starve_series__t12_starve__1,10.5822574614,0.1795491957
starve_series__t12_starve__2,10.628495161,0.5873824079000001
starve_series__t14_starve__1,11.7476092315,0.680229481
starve_series__t14_starve__2,11.8165625164,0.9722032823000001
starve_series__t16_starve__1,12.3957782483,1.2484134793
starve_series__t16_starve__2,11.8726816374,1.1615709443
starve_series__t17_starve__1,13.9367056587,0.9979571377
starve_series__t17_starve__2,14.2921358803,1.0669036417
starve_series__t18_starve__1,13.8623840717,1.0130409124
starve_series__t18_starve__2,13.4274206864,1.1994911056
starve_series__t20_starve__1,0.5219695854,0.49392538210000003
starve_series__t20_starve__2,1.0282540105,0.5452192551
starve_series__t21_growth2__1,0.9556604587,-0.2507719597
starve_series__t21_growth2__2,1.1063029718,-0.14035955490000002
starve_series__t22_growth2__1,1.6092743833,0.2640606216
starve_series__t22_growth2__2,2.2195519328,-0.47834756800000006
starve_series__t23_growth2__1,0.6056290585,0.5247729790000001
starve_series__t23_growth2__2,0.6959213472,0.380270669
starve_series__t25_growth2__1,1.1127245866,0.6885948652
starve_series__t25_growth2__2,1.296950366,0.8058320675
starve_series__t26_growth2__1,1.3747817351,0.7249808846
starve_series__t26_growth2__2,0.8518253462,0.6708072755000001
starve_series__t27_growth2__1,0.5636570156,0.6513561213
starve_series__t27_growth2__2,1.4215934890000002,0.6384385059000001
starve_series__t28_growth2__1,0.7841923097,0.40140463400000004
starve_series__t28_growth2__2,0.9935993589000001,0.1324199829
time_course__lb_4hr__1,-0.2657511905,0.1321326782
time_course__lb_4hr__2,0.2236493125,-0.1865760119
time_course__lb_4hr__3,0.042101878,0.054443333600000005
time_course__lb_8hr__1,-0.3324330487,-0.060285838
