,A,GlcC,ArcA,ihfB,PdhR
ppGpp__mut_relAtrunc_10m__2,-0.4695510309,-0.4115465,0.7557021915000001,0.09872908180000001,-0.4373665116
ppGpp__mut_relAtrunc_05m__3,-0.0838102464,0.0477570992,0.9368418241,0.0882035146,-0.014424259
ppGpp__mut_relAtrunc_10m__3,-0.48212728400000004,0.46534634340000003,0.8506512747,-0.032574997,-0.1435300655
pressure__high_pressure__1,0.41324535170000004,0.8797645035,-0.8681587916,-0.0463168558,1.0501459605
pressure__high_pressure__2,1.0888267577,-0.6592515169000001,-0.7394498977,-0.1397976692,1.2791680349
pressure__low_pressure__1,-0.0285824251,-0.11344252,0.036210261300000005,0.1255194803,0.1646330167
pressure__low_pressure__2,0.0285824251,0.11344252,-0.036210261300000005,-0.1255194803,-0.1646330167
quantum_dots__ctrl__1,0.16845381010000002,0.3059382122,-0.0387355869,0.014975651000000001,0.0362648199
quantum_dots__ctrl__2,-0.16845381010000002,-0.3059382122,0.0387355869,-0.014975651000000001,-0.0362648199
quantum_dots__cdte_light__1,-0.2466028889,0.8392524565,0.5055877661,0.1079358901,0.47026510520000003
quantum_dots__cdte_light__2,-0.551045742,1.1175434423,0.5518146645,0.1775328618,0.7129142121
quantum_dots__cdte_dark__1,0.0187993095,0.5024829851,0.1582199441,-0.0035074409,0.2936729611
quantum_dots__cdte_dark__2,-0.38548350530000003,0.5842713518,0.0067155102,0.3295633576,0.318514106
quantum_dots__cdse_light__1,-1.3958710943,-0.08267642430000001,-0.20791819690000002,-0.2629699505,0.38198520700000005
quantum_dots__cdse_light__2,-1.1608805265,-0.3044368753,-0.19365682850000002,-0.0911446687,0.3867366775
quantum_dots__cdse_dark__1,-1.2807991865,0.0406725224,-0.082813973,0.15730825040000002,0.6361076109
quantum_dots__cdse_dark__2,-1.5505923094,-0.24494880030000002,-0.12364642190000001,0.4345820031,0.528271797
raman__wt__1,0.6394277611,0.3185974412,0.0917961189,-0.0932291424,0.3694495956
raman__del_cyaA__1,4.9759733991,-1.1264769051,0.43684676520000004,1.3919837032,-2.3649231524
raman__del_cyaA_01mM__1,5.4337980014,-0.9694111095000001,0.522254579,1.022943121,-2.8912821468
raman__del_cyaA_05mM__1,5.6336363437,-1.0661200012,0.5563993884,0.2335715588,-1.7185529373000001
raman__del_cyaA_1mM__1,3.9884639022,-1.8782767598999999,-0.1029413869,-0.2969916814,-2.2066584834
raman__wt__2,-0.21925576800000002,0.47860534660000004,-0.1427980245,-0.0234537654,0.2781989281
raman__del_cyaA__2,5.6038829547999995,-0.5981447545,0.3677988023,0.498289709,-2.8866792998
raman__del_cyaA_01mM__2,5.2037855128,-0.9752197663000001,0.2865146461,0.6882567693,-2.6859693133
raman__del_cyaA_05mM__2,4.6328901512,-0.7511315022,0.8909108266,0.8733193997,-1.5113441604
raman__del_cyaA_1mM__2,5.9183052817,-1.9762449596,-0.1946073646,-0.4289033246,-2.0909049824
raman__wt__3,-0.42017199310000003,-0.7972027878,0.0510019056,0.11668290790000001,-0.6476485237
raman__del_cyaA__3,5.3094679649,-0.9960956869,0.3482362634,0.7175371547,-2.839578468
raman__del_cyaA_01mM__3,5.9803649425,-1.2422699964000001,0.08828627160000001,0.21154773270000002,-2.99300213
raman__del_cyaA_05mM__3,6.0258630708,-0.5167599377000001,0.467396951,0.2329742796,-1.4986165035
raman__del_cyaA_1mM__3,6.4820954262,-1.1941082336,-0.11413830750000001,-0.1106573044,-1.9981626419
rand_barrel__mut_nanE__1,0.1749404961,1.8581257781,-0.1525709423,0.49663871260000003,0.0544026816
rand_barrel__mut_nanE__2,0.9398041529000001,1.7943625529,-0.2339680777,0.4909406082,0.154309774
rand_barrel__mut_nanE__3,-2.5438008955,-0.5734542219000001,-1.9321320885,0.27310776130000003,-1.2114928518
rand_barrel__mut_pdxJ_1__1,0.5820526314000001,1.4954998328,0.1425099832,-0.1468615685,0.2992570006
rand_barrel__mut_pdxJ_1__2,1.652908831,1.489808001,0.0276660196,0.24300281110000002,0.1638216025
rand_barrel__mut_pdxJ_1__3,-3.3438208684,-1.1387194929,-1.7251881255,-0.25940531910000003,-0.9687919265
rand_barrel__mut_pdxJ_2__1,0.6675370890000001,1.9328354556,-0.2232967539,0.2552602858,0.2904798623
rand_barrel__mut_pdxJ_2__2,-0.2915768832,1.5088774616,-0.3382124423,0.2871462172,0.18743549410000002
rand_barrel__mut_pdxJ_3__1,1.1499780708,1.4632776583,-0.1024671756,0.26152956580000003,-0.07302125670000001
rand_barrel__mut_pdxJ_3__2,1.5642322895,1.1407567868,-0.2333492755,0.26997426,0.023447932600000002
rand_barrel__del_serB__1,0.256663762,0.2640038729,-0.0869106188,-0.0421165336,0.0519578133
rand_barrel__del_serB__2,-0.256663762,-0.2640038729,0.0869106188,0.0421165336,-0.0519578133
rockhopper__CV104_pHDB3__1,-4.3262926758999996,-2.7940246276,-0.9591483862,-0.2434317712,1.4289022806
rockhopper__CV104_pHDB3__2,-4.4243622971,-2.4183705682,-0.9069556407,-0.6880546294000001,1.7799826791000002
rockhopper__CV104_pHDB3__3,-4.4395516837,-2.6392330151,-0.9805255295,-0.47614016270000004,1.5855547044
rockhopper__CV104_pLCV1__1,-4.2741960166,-2.5659938621,-0.9351694974,-0.5452630615,1.7552495536000001
rockhopper__CV104_pLCV1__2,-3.8489369218,-2.379009373,-0.9049785276000001,-0.6133102,1.6956511089
rockhopper__CV104_pLCV1__3,-4.3173526784,-2.1946650461,-0.9910953517000001,-0.3823272017,1.6760648071
rockhopper__wt_lb__1,-4.2766039239,-3.5881046146999998,-0.847915772,-0.5017878330000001,1.8657720802000002
rockhopper__wt_lb__2,-4.4275278905,-3.6104394157,-1.0447402794,-1.3002220611,2.2629003848
rockhopper__wt_lb__3,-4.7110020046,-3.8328013761,-0.8083185378000001,-0.38011492290000004,1.8280298437
rockhopper__wt_lb_aMG__1,-3.0078192818,-2.4733736999,-0.251267234,-0.4312594853,1.1972703604000001
rockhopper__wt_lb_aMG__2,-3.6599222145,-2.759949706,-0.5238376862,-0.6546793405,1.0579016751
rockhopper__wt_lb_aMG__3,-3.3057551706,-2.8157167053,-0.6034573715,-0.6564689762,1.2844676111
rockhopper__del_sgrR_lb_aMG__1,-3.9682577961,-2.10829459,-0.3508205254,-0.6385376221,1.3154933822000001
rockhopper__del_sgrR_lb_aMG__2,-4.3950020036,-2.1562213285,-0.25833767490000004,-0.6645585173,1.5461188036
rockhopper__del_sgrR_lb_aMG__3,-4.2517924607,-2.3670351116,-0.2510583381,-0.6027240562,1.6010124884999999
rockhopper__del_sgrS_glyc_aMG__1,-3.3309846843,-2.656225231,0.6010919005,-0.5497863012,1.7309734632
rockhopper__del_sgrS_glyc_aMG__2,-3.7382894289,-2.8323615137,0.3757489328,-0.8844349788,1.906061974
rockhopper__del_sgrS_glyc_aMG__3,-3.6707729894,-2.8550443352,0.46132468460000003,-0.7323984494,1.8249512691
rockhopper__del_sgrS_glyc__1,-3.5869260665000002,-2.3711705095,-1.0414098383,-1.0765882832,0.9985100808
rockhopper__del_sgrS_glyc__2,-3.8225096130000003,-2.3926773166,-0.9159551937,-1.2737457653,1.7225481131
rockhopper__del_sgrS_glyc__3,-4.2964594635,-1.6974112602,-0.9083989386,-1.0661014702,1.6422986370000001
rockhopper__wt_lb_aMG__4,-3.6302764161,-2.2372147995000002,-0.1170991074,-0.0022261433,1.4665898395
rockhopper__wt_lb_aMG__5,-4.2185607304,-2.6936242677999997,-0.39377184200000004,-0.6233404330000001,1.7112839384
rockhopper__wt_lb_aMG__6,-3.7166294029999998,-2.0946294576,-0.2477501017,-0.5674820865,1.4877842494
rockhopper__wt_glyc_aMG__1,-3.3123354986,-1.6115192064000001,0.32667003380000004,-0.3722030261,1.5054717805
rockhopper__wt_glyc_aMG__2,-2.9218565466,-3.1519167666,0.12583580960000001,-0.7656051362,1.7285077933
rockhopper__wt_glyc_aMG__3,-4.6748077219,-2.3524220263,0.1471643461,-0.8154694804,1.7672458628
rockhopper__wt_glyc__1,-3.5789583481,-1.9076969932,-1.0362206284,-1.1263483433,1.5981438753
rockhopper__wt_glyc__2,-4.260799383,-2.0325967245,-0.6122604305,-1.0507258242,1.4721483061
rockhopper__wt_glyc__3,-4.0938595761,-1.8278243975000001,-0.8550408235,-1.4642462689,1.4463156372000001
rockhopper__CV108_glyc_aMG__1,5.9164273426000005,-2.2759591336,0.6630495898000001,1.3629742903,-1.2005131549
rockhopper__CV108_glyc_aMG__2,2.7806375942,-0.659823734,1.0630222116999999,1.6888523696000002,-1.7277607393
rockhopper__CV108_glyc_aMG__3,4.5410321018,-0.9998248015000001,0.9014951861,1.447236262,-1.2877311492999999
rockhopper__wt_glyc__4,2.9723557614000002,0.2549655575,0.0964044275,0.3468954117,-0.5199598885
rockhopper__wt_glyc__5,4.863390733,-0.032214229000000004,0.17957707620000002,0.2900535789,-0.9124400921
rockhopper__wt_glyc__6,0.22951378700000002,0.7690440975,-0.1063888255,-0.22690032810000002,-0.4614269375
rockhopper__wt_glyc_aMG__4,1.543131442,-0.070185416,0.6193695864000001,0.9829650128,-0.8574830407
rockhopper__wt_glyc_aMG__5,2.7737935181999998,-0.6960939203000001,0.6065092066000001,0.8410876139,-0.8556259795000001
rockhopper__wt_glyc_aMG__6,2.472667839,-0.8729487097,0.9798709129000001,1.2263269173,-1.1978528895
rockhopper__wt_glyc__7,0.6455323738000001,0.8342479927,0.8557101366000001,1.0358727271000001,-0.6508426546
rockhopper__wt_glyc__8,1.2950043436,0.3576062036,1.1863850382,1.3521651373,-0.6814146871
rockhopper__wt_glyc__9,1.2393051464,0.8110014329,0.5824803033,0.4469906174,-0.5383696356000001
rockhopper__wt_glyc__10,-0.32464241110000003,1.1765794065,-0.3142659602,-0.145904202,-0.13867432970000002
rockhopper__wt_glyc__11,-0.113692438,0.8698338299,0.0337538764,0.3585189499,-0.3041984364
rockhopper__wt_glyc__12,1.126850011,0.7270538237,-0.0101341902,0.1836285442,-0.30928115700000003
rpoD__wt__1,0.3075581322,-0.24272064980000002,-0.288400054,0.37080809610000004,-0.1475036435
rpoD__wt__2,-0.2447422732,0.19976480300000002,0.2116526986,-0.1472996254,-0.0695824102
rpoD__rpoD_mut__1,1.3367163069,1.6772636096,0.4593202712,-0.1075567976,0.27584878490000003
rpoD__rpoD_mut__2,1.5145895927000002,0.8673683424,0.1422261995,-0.0643227189,1.5308391668999999
rpoD__rpoD_mut__3,1.9025634720000002,0.6743928299,0.5915402557,0.0005808492,0.5869150536000001
rpoD__wt__3,-0.062815859,0.0429558468,0.07674735540000001,-0.22350847070000002,0.2170860536
rpoN_peptide__ctrl__1,0.0287719642,0.052209697000000006,0.0615930873,0.0637044503,0.0085059444
rpoN_peptide__ctrl__2,0.2826658669,0.0505150245,0.0329385384,0.0156690406,0.1058959411
rpoN_peptide__ctrl__3,-0.3114378312,-0.1027247215,-0.0945316257,-0.0793734909,-0.11440188550000001
rpoN_peptide__nminus__1,0.1293668638,0.21900763310000002,0.2010524682,0.1785238774,0.1805783746
rpoN_peptide__nminus__2,0.1779708093,0.1286385626,0.1186669462,0.1678548191,0.29005934910000003
rpoN_peptide__nminus__3,-0.3919042102,0.0765609677,-0.0141325402,0.081303292,0.0289002377
rpoN_peptide__nplus__1,-4.1517208201999996,-2.9950668027000003,-1.4564848430000001,-0.9979672179,1.9548876349
rpoN_peptide__nplus__2,-4.4153833141,-3.1053533021,-1.6013969880999999,-1.0859981772,1.8931865924
rpoN_peptide__nplus__3,-4.3150253019,-3.1044491721,-1.553788613,-1.0891656204,1.8807764605
rpoN_peptide__s54_wt__1,0.612503723,-0.1834594893,-0.040139883200000004,-0.0030845069,-0.1337121919
rpoN_peptide__s54_wt__2,0.5643474234,-0.16615194490000001,-0.034554307400000005,-0.0856139897,-0.1387686477
rpoN_peptide__s54_wt__3,0.7592435808,-0.3019252992,-0.0101406957,-0.0370968837,-0.23455127320000002
rsd__wt_ee__1,-0.0766015611,-0.0302505908,0.06144421,-0.1086920816,-0.0857615802
rsd__wt_ee__2,0.0766015611,0.0302505908,-0.06144421,0.1086920816,0.0857615802
rsd__del_rsd_ee__1,-0.19991017830000002,0.0115345143,0.19347264390000002,0.058327546800000005,-0.21155648300000002
rsd__del_rsd_ee__2,-0.3653924315,-0.013282971800000001,0.0563999518,-0.12030315,-0.1372214998
rsd__del_ssrS_ee__1,-0.8427685247000001,0.10878288380000001,0.6973582141,-0.1953865066,0.5044323274
rsd__del_ssrS_ee__2,-0.6454224339,0.38317515350000003,0.8590970490000001,-0.0863479287,0.0182968316
rsd__del_rsd_ssrS_ee__1,0.5830302873000001,0.5250763899,-0.5461354771,-0.2620975874,1.6183143429
rsd__del_rsd_ssrS_ee__2,1.3682579526,1.2756677197,-0.7401518561,-0.3197862573,2.7513181723
rsd__del_rpoS_ee__1,-0.2143183561,1.9012059586,1.2522616008,0.0348336231,-0.3998346327
rsd__del_rpoS_ee__2,-0.5557017590000001,1.501406118,1.1799221578,-0.035264928800000005,-0.6371292574
rsd__wt_me__1,0.32757596780000003,-0.5823544601,-0.2583467527,1.3497924922,-1.7002083198
rsd__wt_me__2,0.6904515088000001,-0.2684537164,-0.2709250874,1.2046506089,-1.4876413704
rsd__del_rpoS_me__1,1.0984365632,-0.1869526139,-0.44889419210000003,0.8780282038,-0.8616400951000001
rsd__del_rpoS_me__2,1.5763748748,0.9347590354,-0.2810780755,0.8131151801000001,-0.5448372198
rsd__wt_ts__1,1.0725823407,-0.3331712193,-3.019829697,-0.8061226303,-1.5092919591
rsd__wt_ts__2,0.6409443960000001,-0.8059881378,-2.6323871114,-0.6292702513,-1.4050268243000001
rsd__del_rsd_ssrS_ts__1,2.5551456444,0.2504034025,-1.7908955562000002,-1.5989042147,-0.695595038
rsd__del_rsd_ssrS_ts__2,2.3807090726,0.1245135022,-1.6025699759,-1.7107259248000002,-0.15773424590000001
rsd__del_rpoS_ts__1,8.5090276509,-0.0138977883,-1.9418032751,0.24316815490000002,0.4781907414
rsd__del_rpoS_ts__2,8.7629874417,0.055330278000000004,-1.9856962374,0.35089803350000004,0.6294939885
rsd__wt_s__1,1.0605645973,-0.7385875332,-2.3669895668,-1.7479177371999999,-1.1073018153
rsd__wt_s__2,1.1662043826,-0.8955222603,-2.3710449179,-1.6314874427000001,-1.0662352392
rsd__del_rsd_s__1,0.7231781627,-1.3060634329,-2.6855156997,-1.7916764761000001,-1.2750449877
rsd__del_rsd_s__2,0.8029329609,-0.4403266548,-2.6965056526,-1.7863753928000001,-1.2165574485
rsd__del_rsd_ssrS_s__1,2.7677558756,0.47036415130000003,-0.0961931421,-1.6735628130000002,0.7647308514000001
rsd__del_rsd_ssrS_s__2,2.7824096299,0.9565033207,-0.07376151930000001,-1.7667546818000002,1.0220817627
rsd__del_rsd_ls__1,0.6975899291000001,0.2229196588,-1.0278026086,-2.6987899867,0.39480369330000004
rsd__del_rsd_ls__2,0.6914507317,0.3568591723,-0.6743482373,-2.715531577,0.7395214621
rsd__del_ssrS_ls__1,1.3766742503,0.201859107,-1.7238647785999999,-3.0085625719,0.6921693355
rsd__del_ssrS_ls__2,0.8655761006,-0.050619140800000004,-1.8713873546,-3.4102889405,0.6067330645
rsd__del_rsd_ssrS_ls__1,2.8411682441,1.6861846005,-1.5251290974,-3.3791962805,1.0549520847
rsd__del_rsd_ssrS_ls__2,3.2145065847,1.5071363281,-1.4189196877,-3.3891356153,0.8380761074
rsd__del_rpoS_ls__1,7.6186585745,1.5470519453,-2.0082628339,-2.8197675082,-1.6014379241999999
rsd__del_rpoS_ls__2,7.1826659517,1.8214754231999999,-1.7747494978,-2.5076543975,0.1627162818
sdsR_ryeA__wt_3h__1,4.368834768,0.6287622769,0.5521880466,0.6360514056000001,0.3843028505
sdsR_ryeA__wt_8h__1,-6.0294723191,-0.5303423024,0.5492686969,1.5319703017,-2.0103075195
sdsR_ryeA__wt_3h__2,-4.368834768,-0.6287622769,-0.5521880466,-0.6360514056000001,-0.3843028505
sdsR_ryeA__wt_8h__2,-6.5342934909,-0.4904693926,0.690038118,1.2631041084999999,-1.9894200006
starve_series__t00_growth1__1,-0.1407366119,-0.2467136432,0.0215765713,0.1545464236,0.14918595510000002
starve_series__t00_growth1__2,0.3645855175,0.1665591306,0.0549445758,-0.057338121900000004,-0.1612986797
starve_series__t00_growth1__3,-0.6649305655000001,-0.18125240450000002,0.0584711486,0.1379334156,0.20647206540000002
starve_series__t00_growth1__4,0.4410816598,0.2614069171,-0.13499229570000001,-0.2351417173,-0.1943593408
starve_series__t01_starve__1,1.0194094215,3.8514145752,1.7274012238,1.1168219991,-3.0434303114
starve_series__t01_starve__2,0.5717842876,3.0621685572,1.4102260688000001,0.8586059082,-3.2521771187
starve_series__t02_starve__1,6.5089702715,3.7134392801000002,2.5557166427,1.6548339635,-3.1468429296
starve_series__t02_starve__2,6.2450886974,3.6487903724,2.5107172164,1.6119677219000002,-2.8769724296
starve_series__t03_starve__1,12.5626025754,2.4935105577,3.2090310107,1.7759466766,-4.1285321313
starve_series__t03_starve__2,12.8233746041,2.6461599998,3.3160605602,1.6899649202,-4.0203614433
starve_series__t04_starve__1,14.9231992815,1.7071873603,3.2952809134,1.7521498667,-4.2407004379
starve_series__t04_starve__2,15.4215249838,1.6604062979,3.2293741439,1.5779735513,-4.5249325977
starve_series__t05_starve__1,5.4924340294,2.8288451811,3.3666785997,1.3415007752,-5.1976528203
starve_series__t05_starve__2,5.797129287,3.087853697,3.7109145168,1.3390447981,-4.993206603
starve_series__t06_starve__1,2.9965361464,2.5897220806,3.4161205438,1.1060269537,-4.6925336467
starve_series__t06_starve__2,3.0973223138,2.8319075573,3.3943370553,1.1071110746,-4.682329973
starve_series__t07_starve__1,1.7531191952,2.2347498557,3.3162868577,0.8021708442000001,-4.3578692205
starve_series__t07_starve__2,2.5640331532,2.2741116022,3.4466551443,0.7059267472,-4.3585676919
starve_series__t08_starve__1,1.8336845668000001,2.2330523519,3.2743984179,0.4724394383,-4.1993741143
starve_series__t08_starve__2,1.9146623605,2.2300648301,3.4705021146,0.5407174696,-4.5052248221
starve_series__t09_starve__1,1.0599137523,2.0649635765,3.206084659,0.1360289267,-3.9208274715
starve_series__t09_starve__2,1.1381746281,2.1664333264,3.181396917,0.2379951285,-3.8823091161
starve_series__t10_starve__1,0.5852247393000001,2.2533304226,3.2529133971,-0.0043728316,-3.9311894999
starve_series__t10_starve__2,1.2724945535,2.4723940416,3.5122064255,-0.0656868852,-3.6820095826
starve_series__t11_starve__1,0.9602771694000001,2.5201228099,3.4949934231,-0.28347565420000004,-3.3251655812
starve_series__t11_starve__2,0.4294307377,2.5483193219,3.462883138,-0.2521186823,-3.2599966653
starve_series__t12_starve__1,-0.45842591530000004,2.2239343297,3.1402061795,-0.5048144990000001,-3.1196633208
starve_series__t12_starve__2,0.3460384031,2.2514885397,3.1607870235,-0.5482082886,-3.2531975505
starve_series__t14_starve__1,-0.0349259721,2.3613930818,3.1625844513,-0.8398626247000001,-2.6945254511
starve_series__t14_starve__2,0.6654696888,2.7405203612999998,3.3466020633999998,-0.806533002,-2.5881027468999998
starve_series__t16_starve__1,0.3618584166,2.5481818836,3.0745868094,-1.1114962008,-2.4740405066
starve_series__t16_starve__2,0.2344382462,2.5481965004,3.0672020863,-1.1928037789000001,-2.4585231629
starve_series__t17_starve__1,0.9472967975000001,1.6993640048,2.9981207395,-0.9404436693,-2.3147342388
starve_series__t17_starve__2,1.3929348905,1.8200952181,3.0662015866,-1.1406371918,-2.1885492996
starve_series__t18_starve__1,0.8879496304000001,1.8905992512,3.096136478,-1.2416602831,-2.5406555584
starve_series__t18_starve__2,0.5914776411,2.049280173,2.9554343404,-1.3752685554,-2.6258407913
starve_series__t20_starve__1,-1.3628304967,-2.5995859289,-1.4542525062,-0.09002599500000001,-0.8941429926000001
starve_series__t20_starve__2,-1.0286179359,-2.3047772372,-1.4923556801,-0.0876150495,-0.9615366823
starve_series__t21_growth2__1,-0.7106949625,-3.0645677642,-1.3369239388,-0.3036415322,-0.8172990419
starve_series__t21_growth2__2,-0.6894460877,-3.2296956491,-1.5765010623,-0.4691272476,-0.7710310241
starve_series__t22_growth2__1,1.8458893047,-1.7939429398,-0.24872552250000002,0.40555176260000003,-0.7706079211
starve_series__t22_growth2__2,2.8577825178,-1.9523926757,0.1474207494,-0.1856444874,-0.5979446881
starve_series__t23_growth2__1,0.9238815551,-1.9296348589,-0.6741092028,0.3528849477,-0.47535376500000004
starve_series__t23_growth2__2,0.8813695092,-2.5499539869,-0.6760015424,0.2213565406,-0.4108552904
starve_series__t25_growth2__1,-0.07640159910000001,-2.2922357528,-0.5550853591,-0.25968304470000003,-0.27658782800000004
starve_series__t25_growth2__2,0.42207409360000003,-1.9749488104,-0.6534195918,-0.4307552444,-0.20776805410000002
starve_series__t26_growth2__1,-1.0988967321,-1.9979961956,-0.5519787117,-0.5932692498000001,-0.2891657832
starve_series__t26_growth2__2,-0.9176754518,-2.3206800309,-0.4942073045,-0.7578976196,-0.4719882668
starve_series__t27_growth2__1,-0.7970582664,-1.6675489691,-0.6968109447,-0.49964904660000004,-0.7310651832
starve_series__t27_growth2__2,-0.9572788646,-1.5742105553,-0.5935545122,-0.48060595100000003,-0.8125877488000001
starve_series__t28_growth2__1,1.3627915609,-0.7141877179,-0.0220025727,0.1939511429,-0.8452589449
starve_series__t28_growth2__2,1.2562394191,-0.9816566054,-0.0403046537,0.1128322512,-0.723038756
time_course__lb_4hr__1,-0.4314381587,-0.0607417831,-0.021281712,-0.03970343,0.0292218534
time_course__lb_4hr__2,0.0876445386,-0.0484889504,0.0391825917,0.043349020200000005,-0.027515354500000002
time_course__lb_4hr__3,0.34379362,0.10923073350000001,-0.017900879800000002,-0.0036455901000000002,-0.0017064989
time_course__lb_8hr__1,-12.2930498272,0.8509207929,-0.5653260981,0.06310504060000001,-1.033716714
time_course__lb_8hr__2,-11.4567572235,0.9961933942000001,-0.4530867756,0.12909565280000002,-1.1556101777
time_course__lb_8hr__3,-12.3309898407,0.4850462963,-0.5742132265000001,0.0302400721,-1.3293852484
time_course__lb_24hr__1,-7.9628930908,2.0293327498,0.4764200516,0.5271158420000001,0.1386350679
time_course__lb_24hr__2,-7.4996619139,2.3394322537,0.5118145644000001,0.535437752,0.3484956558
time_course__lb_24hr__3,-8.1329587828,2.2227212567,0.5173338123,0.5036555267,0.4293098852
time_course__lb_72hr__1,-5.3936738724,1.5166555276,-0.0212805755,-0.4057485054,0.5306707536
time_course__lb_72hr__2,-4.4870692192,1.3866946809,0.1096876323,-0.2807035846,0.4429299963
time_course__lb_72hr__3,-4.141344464,1.3555597494,0.2000894819,-0.1246595662,0.6294392193
time_course__lb_144hr__1,1.4767311611,2.8982721435,-0.7785712659,0.7790002719,-0.139853893
time_course__lb_144hr__2,1.5314507809,2.2433232136,-0.6396150654,0.6999349634,-0.172640085
time_course__lb_144hr__3,1.2734374545,1.9553429772,-0.6616692654,0.4786701351,-0.20168636750000002
time_course__lb_192hr__1,-0.4142390878,1.8210435803,-0.2723462035,0.1068368375,-0.011112664500000001
time_course__lb_192hr__2,0.9471073364,2.2458924846,-0.745181065,0.2029498756,0.06690400290000001
time_course__lb_192hr__3,-1.5198498484,1.0767078071,-0.3464250609,0.1621843673,-0.09241701100000001
triclosan__wt__1,-1.4730874381,-0.01063233,0.1668643613,-0.0567956082,0.0096700782
triclosan__wt__2,-1.1544207155,0.23946305240000001,0.12375148180000001,-0.0842381046,0.1377699664
triclosan__wt__3,2.6275081536,-0.22883072240000002,-0.2906158432,0.1410337127,-0.1474400445
triclosan__evo_amx_tcs__1,3.5495433102,-2.2394998459,0.043706739,0.1567187139,-0.6429970345
triclosan__evo_amx_tcs__2,2.218941836,-1.6570302478,-0.6993696249,0.2017226211,-1.9436449438
triclosan__evo_amx_tcs__3,-0.9190827403,-1.6284780194000001,-0.43367199170000004,0.2743984749,-0.4066412278
triclosan__evo_chl_tcs__1,-0.46946389120000004,-0.6483679824,-0.2700726726,0.1592300377,-1.0753189046
triclosan__evo_chl_tcs__2,1.3846212154,-1.2766825475,0.4332604255,0.1874160565,-0.8187893888000001
triclosan__evo_chl_tcs__3,-1.4003131173,-1.389738755,0.35556696790000003,0.2615651699,-0.6282309937
triclosan__evo_tet_tcs__1,0.541798232,-0.7648508277,-0.11988288200000001,0.6899777115,-2.2315212232
triclosan__evo_tet_tcs__2,1.5333088100999999,-0.8187606578000001,0.1240301535,0.5527966582,0.5801497137
truHMM__48C_15m__1,-4.6778522713,2.6935675206000003,-0.1362005019,0.10008737000000001,-1.1613818732
truHMM__48C_15m__2,-4.9849543999,2.6694391398,-0.210334391,0.0794890836,-1.0589149663
truHMM__48C_15m__3,-3.963563268,2.4933137183,0.1311683721,-0.4072553097,-2.2102124046
truHMM__48C_30m__1,-6.5557741835000005,-0.7079048743,-1.3844105795,-0.5189923574,-0.19795292350000002
truHMM__48C_30m__2,-6.3937197921,-0.7084082687000001,-1.3624060896999999,-0.5126357698,-0.19559530830000002
truHMM__48C_60m__1,-7.1343919207,-0.44251471270000003,-0.7486997715,-0.6679710335,1.1569809591
truHMM__48C_60m__2,-7.1200204349,-0.4454377459,-0.7491009392,-0.6757522469,1.1511612201
truHMM__phos_0h__1,-0.0339442696,0.2321418556,0.00010153230000000001,-0.0012272866,-0.008715067200000001
truHMM__phos_0h__2,0.0339442696,-0.2321418556,-0.00010153230000000001,0.0012272866,0.008715067200000001
truHMM__phos_2h__1,-4.4162028723,-1.0280809909,-1.9795452543,0.6646104637,-1.7422585045
truHMM__phos_2h__2,-4.2358492468,-1.6339848168,-1.967157508,0.6620923325,-1.7345328375
truHMM__phos_4h__1,-5.7258586064,-0.365833358,-2.8492738681,-0.1116231548,-2.873596016
truHMM__phos_4h__2,-5.7473525204,-0.35068835540000004,-2.9159820306,-0.1177134277,-3.3452781531999998
truHMM__phos_4h__3,-5.3030592654,-1.4035829770000001,-3.6017898952,-0.8733124369,-4.5784109725
control__wt_glc__1,0.09926777540000001,-0.004306211,0.036636971000000004,0.08337238500000001,-0.076205824
control__wt_glc__2,-0.09926777540000001,0.004306211,-0.036636971000000004,-0.08337238500000001,0.076205824
fur__wt_dpd__1,1.0312057694,-0.9693893240000001,1.058304126,0.7158603250000001,0.388628517
fur__wt_dpd__2,1.2613092971,-1.031394751,1.126720666,0.8566654450000001,0.5117209730000001
fur__wt_fe__1,2.6343457628999998,0.10819666700000001,-0.05264584,-0.076995065,-0.39308108900000005
fur__wt_fe__2,2.7255672947000003,0.054058543,-0.129847039,-0.086717445,-0.349306495
fur__delfur_dpd__1,0.48527365580000004,-1.09646933,1.122678696,0.689803445,0.481353731
fur__delfur_dpd__2,0.42056159670000004,-0.97859351,1.043829066,0.621869415,0.6873811950000001
fur__delfur_fe2__1,-0.47590177770000003,-0.453478072,0.038872322,0.365818715,-0.20407438200000003
fur__delfur_fe2__2,-0.5080009266000001,-0.395979246,0.005759822,0.335810425,-0.21128722100000003
acid__wt_ph5__1,0.9833555034,-0.12757337800000002,0.9077065660000001,0.284257435,-0.297045391
acid__wt_ph5__2,0.8691866386,-0.061555369000000006,0.8854765760000001,0.301657345,-0.311904088
acid__delgadx_ph5__1,1.1430568761,-0.052914872,0.6386470710000001,0.036205125000000005,-0.326083807
acid__delgadw_ph5__1,1.1943698968,-0.11998831100000001,0.774188486,0.19517709500000002,-0.34906235500000005
acid__delgadw_ph5__2,1.0623142002,-0.017641441,0.8036499260000001,0.183183425,-0.42781822900000005
acid__delgade_ph5__1,1.2146130297,0.10010800800000001,0.499338233,0.33218594500000004,-0.260539318
acid__delgade_ph5__2,1.3992900445,0.153028078,0.48226117700000004,0.239560985,-0.354291301
