,A,MarR,ComR
cck_sdh__sdh_ale3__1,2.0008907291,-0.9787246610000001,0.08324617200000001
cck_sdh__sdh_ale3__3,1.9617643768000002,-1.270301994,0.086821295
cck_pts__gmos_delptsHIcrr__2,-4.6241666487,-3.0036732,0.572704796
cck_pts__gmos_delptsHIcrr__1,-4.5846177617,-2.914830275,0.757863711
cck_pts__pts_ale1__2,-0.1170482716,-0.447394966,0.5701411940000001
cck_pts__pts_ale1__1,0.0819963219,-0.118797996,0.656339471
cck_pts__pts_ale2__2,1.1611891762,-0.62236711,-0.17004918500000002
cck_pts__pts_ale2__1,1.4698979272,-0.827535148,-0.100593888
cck_pts__pts_ale3__2,1.9821412291,0.7205883310000001,0.48138142300000003
cck_pts__pts_ale3__1,1.4871690028,0.379337181,0.472985878
cck_pts__pts_ale4__2,1.7284452388,-0.79482481,0.016445201
cck_pts__pts_ale4__1,2.0935309086,-0.650874056,0.004351588
cck_gnd__gmos_delgnd__1,-0.2426032514,-1.98945484,-0.467728199
cck_gnd__gmos_delgnd__2,-0.0943412329,-1.7957955870000002,0.080062961
cck_gnd__gnd_ale1__1,1.8519746338,-1.2456402930000001,-0.12334404
cck_gnd__gnd_ale1__2,2.2151853044,-1.279614532,-0.328188798
cck_gnd__gnd_ale2__1,2.0719728616,-1.157453751,-0.27381903500000004
cck_gnd__gnd_ale2__2,1.8545110747,-0.8973798270000001,-0.096977067
cck_gnd__gnd_ale3__1,1.6725437354000001,-0.9545432330000001,0.043820831000000005
cck_gnd__gnd_ale3__2,2.0413245783,-1.031631706,-0.139738204
cck_tpiA__gmos_deltpiA__1,-0.8130898384,-1.740509253,1.247103017
cck_tpiA__gmos_deltpiA__2,-0.4954490063,-2.453486559,0.8344666140000001
cck_tpiA__tpiA_ale1__1,0.2793472964,-0.11234588400000001,0.769018979
cck_tpiA__tpiA_ale1__2,0.2743926464,-0.157067385,0.988623223
cck_tpiA__tpiA_ale2__1,-1.2164025523,-0.47146921300000005,0.5848951480000001
cck_tpiA__tpiA_ale2__2,-1.4089260333,-1.029878917,0.25484168700000004
cck_tpiA__tpiA_ale3__1,0.2884361747,-0.763482973,0.8249860720000001
cck_tpiA__tpiA_ale3__2,1.0845366587,-0.812551597,0.48656246300000006
cck_tpiA__tpiA_ale4__1,0.7449870933,-0.44133657200000004,0.40420079000000003
cck_tpiA__tpiA_ale4__2,0.4342327019,-0.74804666,0.28025600100000003
acid_tale__acid_ale1_pH7__1,4.0537714635,-0.7798432590000001,-0.541780468
acid_tale__acid_ale1_pH7__2,3.8972119825,-0.7893561880000001,-0.627621697
acid_tale__acid_ale1_pH5__1,1.8905793992,-2.269449141,-0.487794408
acid_tale__acid_ale1_pH5__2,2.1810159303,-1.72099987,-0.45897064600000004
acid_tale__acid_ale2_pH7__1,3.9434764634,-0.7349202220000001,-0.5122071810000001
acid_tale__acid_ale2_pH7__2,3.7885259608,-1.047749753,-0.45849938700000004
acid_tale__acid_ale2_pH5__1,4.0038756334,-0.526093444,-0.164355611
acid_tale__acid_ale2_pH5__2,3.5205489244,-1.7189535880000002,0.25273484300000004
acid_tale__low_Mg_ale_pH7__1,3.3040364274,-0.9134284300000001,-0.25471950200000004
acid_tale__low_Mg_ale_pH7__2,3.2837768585,-0.9224147920000001,-0.49297418600000004
acid_tale__low_Mg_ale_pH5__1,4.2075942579,-0.023041541000000002,0.047729891
acid_tale__low_Mg_ale_pH5__2,4.1261017525,-0.251159464,0.015883253
acid_tale__MES_ale_pH7__1,2.9797468495,-0.762422017,-0.040579473000000005
acid_tale__MES_ale_pH7__2,3.4409326128,-0.788188326,0.06966340600000001
acid_tale__MES_ale_pH5__1,3.17198498,-0.7364519260000001,0.525912518
acid_tale__MES_ale_pH5__2,3.0156656363,-0.6032946640000001,0.818648645
acid_tale__gmos_pH7__1,3.0652715686,-1.158145855,0.23546227900000002
acid_tale__gmos_pH7__2,3.1153724349,-0.6304706880000001,0.271116401
acid_tale__gmos_pH5__1,2.0237444912,-0.6233145830000001,0.6508735520000001
acid_tale__gmos_pH5__2,2.4907017706,-0.726544916,0.93270049
adnB__wt_adn__1,3.9202523709,0.335678876,-0.533329948
adnB__wt_adn__2,3.3664485275000002,0.184201458,-0.41464539100000003
adnB__delydhB_adn__1,3.4150382334,0.7961951340000001,0.17003952
adnB__delydhB_adn__2,3.8111544895,0.801787259,-0.004939171
ytf2__wt_glc__1,1.4506108689000001,-0.316283178,-0.12940859200000002
ytf2__wt_glc__2,1.4625769743,-0.41811687700000005,0.016808762
ytf2__ybcM_glc__1,-0.3928329611,-1.323179634,-0.30155184
ytf2__ybcM_glc__2,-1.2400831859,-1.5645857539999999,-0.26744559900000003
ytf2__ydhB_glc__1,1.0037496657,-0.727598584,-0.5231032330000001
ytf2__ydhB_glc__2,0.2248178231,-0.9289680210000001,-0.42149651600000004
ytf2__yfeC_glc__1,0.42867945820000003,-0.595333702,-0.7181248880000001
ytf2__yfeC_glc__2,0.337173141,-0.689855517,-0.7893872820000001
ytf2__yciT_glc__1,1.7293736480000002,-0.24159555600000002,-0.486868153
ytf2__yciT_glc__2,1.7710466498000002,-0.31977466800000004,-0.38367665700000003
ytf2__ydiZ_glc__1,1.4676529139,-0.42834250100000004,-0.37548955100000003
ytf2__ydiZ_glc__2,1.2595903781,-0.312618381,-0.257717162
ytf2__ynfL_glc__1,1.3737369732,-0.254627665,-0.06707885100000001
ytf2__ynfL_glc__2,1.4468871298,-0.355861653,-0.172465165
misc2__dellon_glc__1,-1.4218127996,-1.423092389,1.130107399
misc2__dellon_glc__2,-2.0217304146,-1.540447796,1.207159387
ytf3__wt_glc2__1,1.3268678397,-0.312670015,-0.601267957
ytf3__wt_glc2__2,1.0429497559,-0.0211041,-0.21950185200000003
ytf3__wt_pH7_lactate__1,1.8811018985999999,-0.30609443000000003,-0.623469328
ytf3__wt_pH7_lactate__2,1.6206106323,-0.556966332,-0.516367455
ytf3__wt_pH55_lactate__1,0.9502195412000001,-0.483726262,-0.27580941600000003
ytf3__wt_pH55_lactate__2,1.1376955886,-0.312282696,-0.210991001
ytf3__wt_pH55_HCl__1,1.1995475201999999,-0.036434734,-0.10573602
ytf3__wt_pH55_HCl__2,1.3917419383,-0.14243317700000002,-0.13069301
ytf3__dyieP_pH7__1,1.501445539,-0.138049742,-0.511469159
ytf3__dyieP_pH7__2,1.6054342329,-0.290739177,-0.40914238
ytf3__dyieP_pH55__1,1.9792775936,-0.22830575900000002,-0.46609860300000006
ytf3__dyieP_pH55__2,2.4283444682,0.018441184000000003,-0.535206642
