,A,MraZ,LexA,PdhR
phage_resist__wt__4,-1.6445762404000002,-0.055911728300000005,-0.1190144015,0.0775973147
phage_resist__ygbE_oe__2,0.5850639947,0.3023883971,-0.5270040499,0.5915734272000001
phage_resist__ygbE_oe__3,0.23332521850000001,-0.0016031646,-0.5828800831000001,-0.569726411
phage_resist__ygbE_oe__4,-0.1214961048,-0.0640459829,-0.4827621468,0.21270756940000002
phage_resist__yahA_oe__1,-1.2710617961000001,0.0704377586,-0.3223915553,0.3444138994
phage_resist__yahA_oe__2,-1.2469502378,0.041239806600000005,-0.3148548799,0.2947014692
phage_resist__yahA_oe__3,-1.3488206486,0.07201690620000001,-0.2706873094,0.3334626639
phage_resist__yrfF_ko__1,-1.9685552776000002,-0.12510734810000002,-0.4018556378,-1.5148233138
phage_resist__yrfF_ko__2,-2.4482103516000002,0.0186105,-0.1952403328,-1.8215704564
phage_resist__yrfF_ko__3,-1.8909635378,-0.1241145491,-0.2046331355,-0.783612406
pollution__wt_ctrl__1,0.5085725551,-0.0335464827,-0.1091048136,-0.057494503700000005
pollution__wt_ctrl__2,0.3931158487,-0.08289545990000001,0.13884943560000002,0.0058796789
pollution__wt_ctrl__3,-0.9016884038,0.1164419426,-0.029744622000000002,0.0516148248
pollution__wt_urban__1,0.5283850728,-0.0994681433,0.0821577416,0.6930755289
pollution__wt_urban__2,0.144774754,0.0320560429,0.1308148556,0.5440063453
pollution__wt_urban__3,-0.5792897721,0.1027398317,0.22762922940000002,0.6381492693
pollution__wt_diesel__1,-1.0193238949,0.5152764064,-0.2350448366,0.8302530648
pollution__wt_diesel__2,-0.9944369918,0.2873076075,0.08307723830000001,0.2955423031
pollution__wt_diesel__3,-0.2506819792,0.2663583397,-0.2596616767,-0.1060344284
pollution__evo_diesel__1,-0.6175126763000001,0.3611539313,-0.1744472683,0.0467260502
pollution__evo_diesel__2,-0.1883924447,0.26921561320000004,0.1940618885,0.2865856167
pollution__evo_diesel__3,0.0450823657,0.6813535056000001,-0.1049496758,-0.006106221
ppGpp__wt_relAtrunc_00m__1,0.7565427762,-0.10246582430000001,0.1083760366,0.2631377412
ppGpp__wt_relAtrunc_00m__2,1.4213560748,-0.09456965240000001,-0.0036130161,0.1758591189
ppGpp__mut_delrelA_10m__1,-0.5750915096,0.2624478561,0.5194135849,0.1701358282
ppGpp__mut_delrelA_05m__1,-0.2553541333,0.0659810626,0.21468386450000002,0.037765377100000004
ppGpp__mut_delrelA_10m__2,-1.6951532152,0.0935772871,0.3366010401,-0.10110998580000001
ppGpp__mut_delrelA_10m__3,-0.9301222565,0.08993535600000001,0.4337356016,0.2196426662
ppGpp__mut_delrelA_00m__1,0.2974231981,0.2195016373,0.16888397500000002,-0.0087289935
ppGpp__mut_delrelA_00m__2,0.5707968929,0.0298825338,0.20090764500000002,-0.1149056011
ppGpp__mut_delrelA_05m__2,-0.2137320925,0.0283571639,0.3949407589,0.057488204200000004
ppGpp__mut_delrelA_05m__3,-0.0285368298,-0.031432683,0.3361934782,0.1308913924
ppGpp__mut_delrelA_00m__3,0.5517129516,0.0500224346,0.13913296120000002,0.0331308791
ppGpp__wt_delrelA_10m__1,0.3972114989,0.6219241588000001,0.7897392229,-0.4565626156
ppGpp__wt_delrelA_05m__1,-0.7254984862,0.5625648446,0.5471574759,-0.5205615095
ppGpp__wt_delrelA_05m__2,0.0820436465,0.5457350248,0.5571288209,-0.39819679950000003
ppGpp__wt_delrelA_10m__2,1.1565831153,0.5763129433,0.8775211606000001,-0.36211716860000004
ppGpp__wt_delrelA_10m__3,0.7381049208,0.6939220886,0.9073413083,-0.2625087863
ppGpp__wt_delrelA_00m__1,0.3404190627,0.051939472300000004,-0.013967521200000001,0.030206690600000002
ppGpp__wt_delrelA_00m__2,-0.1977776564,-0.0575873624,0.043837952400000005,-0.09314143130000001
ppGpp__wt_delrelA_05m__3,0.095952617,0.5207738016,0.7096146315,-0.33341664200000004
ppGpp__wt_delrelA_00m__3,-0.1426414064,0.0056478901000000005,-0.029870431200000002,0.0629347407
ppGpp__mut_relAtrunc_10m__1,0.9391929146,0.1588262098,0.3010078941,-0.11362699570000001
ppGpp__mut_relAtrunc_05m__1,-0.4750355666,0.0790621318,0.0826312431,-0.5034198376
ppGpp__mut_relAtrunc_05m__2,0.4805805181,0.1258000169,0.1448694639,-0.1138625249
ppGpp__wt_relAtrunc_10m__1,0.8517062229,-0.11827985090000001,-0.0067654622,0.0033938065000000003
ppGpp__wt_relAtrunc_10m__2,0.7602172370000001,0.0776295026,0.0696725644,0.1191176037
ppGpp__wt_relAtrunc_10m__3,0.6485600347,-0.0105789913,0.027229500700000003,0.0512770657
ppGpp__mut_relAtrunc_00m__1,0.6716453299,0.2119597353,0.2573715626,0.0823205966
ppGpp__wt_relAtrunc_00m__3,0.331298117,0.0717615087,-0.041007178400000004,0.08971894700000001
ppGpp__wt_relAtrunc_05m__1,1.3708537868000001,0.0718755121,-0.0355543507,0.14116363410000002
ppGpp__wt_relAtrunc_05m__2,0.5944263431,0.0147487953,-0.0861169458,-0.05206677
ppGpp__wt_relAtrunc_05m__3,0.5708460933,-0.09970086600000001,-0.0297001995,0.0034061392
ppGpp__mut_relAtrunc_00m__2,0.31224263680000003,-0.0728652374,0.2142976388,-0.0631666563
ppGpp__mut_relAtrunc_00m__3,-0.1779041418,0.1301282909,0.2398648001,-0.1406551091
ppGpp__mut_relAtrunc_10m__2,0.1976461886,0.1290447709,0.1622052871,-0.4373665116
ppGpp__mut_relAtrunc_05m__3,1.0441949395,0.026857795,0.1702011161,-0.014424259
ppGpp__mut_relAtrunc_10m__3,0.3887306091,0.1298397001,0.24437774040000002,-0.1435300655
pressure__high_pressure__1,-1.0791151624,-0.5400203745000001,-0.5671390392,1.0501459605
pressure__high_pressure__2,-1.2668819733,-0.42611305590000004,-0.49657899590000004,1.2791680349
pressure__low_pressure__1,-0.23545044980000002,0.1523048633,-0.041903197,0.1646330167
pressure__low_pressure__2,0.23545044980000002,-0.1523048633,0.041903197,-0.1646330167
quantum_dots__ctrl__1,-0.1342833792,0.2036995499,-0.0365874611,0.0362648199
quantum_dots__ctrl__2,0.1342833792,-0.2036995499,0.0365874611,-0.0362648199
quantum_dots__cdte_light__1,-0.0638299071,0.3969022709,0.2351113795,0.47026510520000003
quantum_dots__cdte_light__2,-0.3627748995,0.0312059261,0.3800446034,0.7129142121
quantum_dots__cdte_dark__1,0.2009996763,0.3941341326,0.013142397600000001,0.2936729611
quantum_dots__cdte_dark__2,0.4045669839,0.4060486173,0.0195401635,0.318514106
quantum_dots__cdse_light__1,0.6959753216,0.235577111,-0.0629730468,0.38198520700000005
quantum_dots__cdse_light__2,0.6106065739000001,0.08230147410000001,0.034705611000000004,0.3867366775
quantum_dots__cdse_dark__1,0.8520514425,0.31751949020000003,-0.0089608293,0.6361076109
quantum_dots__cdse_dark__2,0.6409233332000001,0.3318247802,-0.0555107581,0.528271797
raman__wt__1,0.5671678985,0.042400350600000004,-0.3458665321,0.3694495956
raman__del_cyaA__1,0.7045433757,0.4601047096,-1.0122508248,-2.3649231524
raman__del_cyaA_01mM__1,1.3238993015,0.48660432740000004,-0.8282470173,-2.8912821468
raman__del_cyaA_05mM__1,3.0559048739,-0.1043808863,-0.5907565002,-1.7185529373000001
raman__del_cyaA_1mM__1,0.3829497481,-0.3127191997,-0.3496861945,-2.2066584834
raman__wt__2,-0.816163407,-0.054216261800000005,0.10745315080000001,0.2781989281
raman__del_cyaA__2,0.9640175317,0.5609350159000001,-0.8613120263,-2.8866792998
raman__del_cyaA_01mM__2,0.2739912228,0.47863663160000003,-0.6098748272,-2.6859693133
raman__del_cyaA_05mM__2,1.7503548758,0.0592586456,-0.6589384624,-1.5113441604
raman__del_cyaA_1mM__2,0.9616142707,-0.3452514299,-0.7798131434000001,-2.0909049824
raman__wt__3,0.24899550850000002,0.011815911200000001,0.2384133813,-0.6476485237
raman__del_cyaA__3,0.7144738079,0.6771318390000001,-0.8416027651,-2.839578468
raman__del_cyaA_01mM__3,2.2782761621,0.35754271260000003,-0.5918641345,-2.99300213
raman__del_cyaA_05mM__3,2.7284377867,-0.33960034780000004,-0.6743342664,-1.4986165035
raman__del_cyaA_1mM__3,0.818245133,-0.4482442963,-1.1623792669,-1.9981626419
rand_barrel__mut_nanE__1,-0.3603365365,-0.2790821511,-0.1387957833,0.0544026816
rand_barrel__mut_nanE__2,-0.37924578540000004,-0.09768552250000001,-0.015276652500000001,0.154309774
rand_barrel__mut_nanE__3,-4.3065900081,-0.2337621715,1.1409002896,-1.2114928518
rand_barrel__mut_pdxJ_1__1,-0.2666718979,0.1385962878,-0.1534000364,0.2992570006
rand_barrel__mut_pdxJ_1__2,-0.6196047878000001,0.030480492600000002,-0.2413848154,0.1638216025
rand_barrel__mut_pdxJ_1__3,-3.4426811268,-0.07845179520000001,0.9807923808000001,-0.9687919265
rand_barrel__mut_pdxJ_2__1,-0.872324877,0.2244672188,-0.2140439965,0.2904798623
rand_barrel__mut_pdxJ_2__2,-0.6402096715000001,-0.1577656698,-0.1649241351,0.18743549410000002
rand_barrel__mut_pdxJ_3__1,-1.1712657161,-0.10951296370000001,-0.08503304440000001,-0.07302125670000001
rand_barrel__mut_pdxJ_3__2,-0.45083116980000004,-0.1936233249,-0.0040171545,0.023447932600000002
rand_barrel__del_serB__1,0.1673950892,0.0792590192,0.0383884984,0.0519578133
rand_barrel__del_serB__2,-0.1673950892,-0.0792590192,-0.0383884984,-0.0519578133
rockhopper__CV104_pHDB3__1,9.8152718435,0.1541003403,0.11747403440000001,1.4289022806
rockhopper__CV104_pHDB3__2,9.8422223743,0.11036894450000001,0.037644698000000004,1.7799826791000002
rockhopper__CV104_pHDB3__3,9.1438266121,0.1275000964,0.044528480700000005,1.5855547044
rockhopper__CV104_pLCV1__1,9.6404444241,0.10519937700000001,0.0014707091,1.7552495536000001
rockhopper__CV104_pLCV1__2,9.4238101019,0.0040200909,-0.0442622583,1.6956511089
rockhopper__CV104_pLCV1__3,9.4308393077,0.1331287239,0.2162738897,1.6760648071
rockhopper__wt_lb__1,7.8476625693,0.13886675910000001,0.4131246001,1.8657720802000002
rockhopper__wt_lb__2,9.213364598,0.8852242278,0.271410378,2.2629003848
rockhopper__wt_lb__3,8.1995868525,-0.0806900328,0.4738396187,1.8280298437
rockhopper__wt_lb_aMG__1,7.9929807673,0.09156343680000001,0.3848375143,1.1972703604000001
rockhopper__wt_lb_aMG__2,8.9666346557,0.0352032876,-0.07473848550000001,1.0579016751
rockhopper__wt_lb_aMG__3,8.5098333314,0.0506742709,0.2070684481,1.2844676111
rockhopper__del_sgrR_lb_aMG__1,6.6194930442,0.3747854654,-0.10355477410000001,1.3154933822000001
rockhopper__del_sgrR_lb_aMG__2,6.9773017655,0.6778407149,0.32788562920000003,1.5461188036
rockhopper__del_sgrR_lb_aMG__3,7.2018107517,0.4612174597,0.3245936099,1.6010124884999999
rockhopper__del_sgrS_glyc_aMG__1,10.3329393257,0.178751037,0.3657429468,1.7309734632
rockhopper__del_sgrS_glyc_aMG__2,11.8525244008,-0.4851127262,0.4372396418,1.906061974
rockhopper__del_sgrS_glyc_aMG__3,10.4812732833,-0.19802679,0.684278536,1.8249512691
rockhopper__del_sgrS_glyc__1,9.6744690909,-0.5858959209,-0.4221637781,0.9985100808
rockhopper__del_sgrS_glyc__2,8.9207560554,-0.6129559105,-0.3726139037,1.7225481131
rockhopper__del_sgrS_glyc__3,8.8155995419,-0.3057204982,-0.29564179420000003,1.6422986370000001
rockhopper__wt_lb_aMG__4,5.6030756518,-0.2144520457,0.5938025512,1.4665898395
rockhopper__wt_lb_aMG__5,6.6328070329,0.41278743,0.22410236790000002,1.7112839384
rockhopper__wt_lb_aMG__6,6.4647818932,0.2645443507,0.1875182501,1.4877842494
rockhopper__wt_glyc_aMG__1,8.9757734758,-0.0035949763000000003,0.1534305624,1.5054717805
rockhopper__wt_glyc_aMG__2,10.4120580883,-0.7023936764,0.13777798400000002,1.7285077933
rockhopper__wt_glyc_aMG__3,11.2467980773,-0.45526135710000004,0.23146979980000001,1.7672458628
rockhopper__wt_glyc__1,8.3871105889,-0.23343155340000002,-0.21354401350000002,1.5981438753
rockhopper__wt_glyc__2,8.981581458600001,-0.5418861763,-0.2905224471,1.4721483061
rockhopper__wt_glyc__3,9.4265640448,-0.4935570829,-0.3134018411,1.4463156372000001
rockhopper__CV108_glyc_aMG__1,4.1973746211,0.3356892904,-0.0201230962,-1.2005131549
rockhopper__CV108_glyc_aMG__2,-0.5177765558,-0.5740342796,-0.4878901798,-1.7277607393
rockhopper__CV108_glyc_aMG__3,1.2991361734,0.2124666053,0.160495265,-1.2877311492999999
rockhopper__wt_glyc__4,-0.4515808705,0.3968846972,0.1081152306,-0.5199598885
rockhopper__wt_glyc__5,4.363420859,0.0709563606,0.0263558508,-0.9124400921
rockhopper__wt_glyc__6,-4.7065599265,0.042891177100000004,-0.0385338836,-0.4614269375
rockhopper__wt_glyc_aMG__4,-2.6748643477,0.2614377352,0.31155585410000003,-0.8574830407
rockhopper__wt_glyc_aMG__5,0.0016465444000000001,0.4085475421,0.2077450358,-0.8556259795000001
rockhopper__wt_glyc_aMG__6,0.3976272314,0.4857412431,-0.0592915194,-1.1978528895
rockhopper__wt_glyc__7,-4.5607549306,0.0293451675,0.22939382290000002,-0.6508426546
rockhopper__wt_glyc__8,-2.8126172728,0.4334643367,-0.0783085315,-0.6814146871
rockhopper__wt_glyc__9,-4.548680264,0.20794586710000001,0.09237353520000001,-0.5383696356000001
rockhopper__wt_glyc__10,-5.5513695097,-0.060701404300000004,0.10572290570000001,-0.13867432970000002
rockhopper__wt_glyc__11,-4.0730714802,0.0621055972,0.2611866227,-0.3041984364
rockhopper__wt_glyc__12,-4.454042697,0.0859830135,0.111162749,-0.30928115700000003
rpoD__wt__1,0.0854276976,0.0363966856,-0.18120854520000002,-0.1475036435
rpoD__wt__2,0.1626320001,-0.044940583000000006,0.0630124254,-0.0695824102
rpoD__rpoD_mut__1,0.3376360308,0.1144360474,0.0849629168,0.27584878490000003
rpoD__rpoD_mut__2,0.5960917866000001,0.2974888442,0.0945080606,1.5308391668999999
rpoD__rpoD_mut__3,0.2174015903,0.3326641953,0.2904842393,0.5869150536000001
rpoD__wt__3,-0.2480596977,0.0085438974,0.1181961198,0.2170860536
rpoN_peptide__ctrl__1,0.8971092086,0.0151037888,0.0153468441,0.0085059444
rpoN_peptide__ctrl__2,0.8797865948,-0.044884652500000004,0.0036043065,0.1058959411
rpoN_peptide__ctrl__3,-1.7768958034,0.0297808637,-0.018951150700000002,-0.11440188550000001
rpoN_peptide__nminus__1,0.36146884030000004,0.21306567440000002,-0.020811795,0.1805783746
rpoN_peptide__nminus__2,0.48142366610000004,0.061607384800000005,-0.021255561000000003,0.29005934910000003
rpoN_peptide__nminus__3,-1.9173558259,0.2528251889,0.0727583262,0.0289002377
rpoN_peptide__nplus__1,1.3094960428,-0.4489928996,-1.8298547114,1.9548876349
rpoN_peptide__nplus__2,1.3247174194,-0.39069808840000003,-1.8503666739,1.8931865924
rpoN_peptide__nplus__3,1.0923264818,-0.3792191887,-1.8880873722,1.8807764605
rpoN_peptide__s54_wt__1,1.5031989998,-0.309801735,-0.1752155394,-0.1337121919
rpoN_peptide__s54_wt__2,1.2731566052,-0.3313413505,-0.0959595988,-0.1387686477
rpoN_peptide__s54_wt__3,1.1960949321,-0.35770611960000004,-0.15626693900000002,-0.23455127320000002
rsd__wt_ee__1,-0.16623760880000002,0.1419553923,-0.0269381599,-0.0857615802
rsd__wt_ee__2,0.16623760880000002,-0.1419553923,0.0269381599,0.0857615802
rsd__del_rsd_ee__1,0.15656563010000002,0.0977728092,0.1544342078,-0.21155648300000002
rsd__del_rsd_ee__2,-0.25861554800000003,-0.2309515732,-0.0763466274,-0.1372214998
rsd__del_ssrS_ee__1,0.7019512073,0.4649548243,0.8310613795,0.5044323274
rsd__del_ssrS_ee__2,0.08093398090000001,0.2005320059,0.7675300916000001,0.0182968316
rsd__del_rsd_ssrS_ee__1,2.8958053354,1.2061556944,1.1104826903,1.6183143429
rsd__del_rsd_ssrS_ee__2,4.3799671745,1.3200757066,1.2408546894999999,2.7513181723
rsd__del_rpoS_ee__1,0.4074578935,0.4336808104,0.8777824543,-0.3998346327
rsd__del_rpoS_ee__2,1.152853452,0.5434901401000001,0.9473725162000001,-0.6371292574
rsd__wt_me__1,1.9404088158000001,0.015540011500000001,-0.13429757650000002,-1.7002083198
rsd__wt_me__2,1.8507355096,0.0558865848,-0.18818240790000001,-1.4876413704
rsd__del_rpoS_me__1,3.4590238706,0.5716399187,0.33109656390000003,-0.8616400951000001
rsd__del_rpoS_me__2,1.9496512641,0.7159457806,0.44563808600000004,-0.5448372198
rsd__wt_ts__1,-2.2137710407,-0.3065026669,-1.2079027461,-1.5092919591
rsd__wt_ts__2,-1.7218207061,-0.3917559607,-1.040269618,-1.4050268243000001
rsd__del_rsd_ssrS_ts__1,1.2474991831,0.5897659835,-0.10321278090000001,-0.695595038
rsd__del_rsd_ssrS_ts__2,1.9885086681000002,0.6112756732,0.0087183862,-0.15773424590000001
rsd__del_rpoS_ts__1,-1.9054489403,-0.2238207513,0.0028791648000000003,0.4781907414
rsd__del_rpoS_ts__2,-1.2573625425000001,-0.1702635482,0.09566404760000001,0.6294939885
rsd__wt_s__1,-6.3588427489,0.1077139349,-1.1303940499,-1.1073018153
rsd__wt_s__2,-6.3379690224,-0.1662043413,-1.2000434151000001,-1.0662352392
rsd__del_rsd_s__1,-4.9960507232,0.07124207910000001,-1.0967690176,-1.2750449877
rsd__del_rsd_s__2,-5.2925429454,-0.1014944079,-1.1596457199999999,-1.2165574485
rsd__del_rsd_ssrS_s__1,-4.2950122461,0.0992927358,-0.7788490324,0.7647308514000001
rsd__del_rsd_ssrS_s__2,-4.5992417949,0.1254192308,-0.6841084048,1.0220817627
rsd__del_rsd_ls__1,-8.8420260488,-0.157817583,-0.9820722044,0.39480369330000004
rsd__del_rsd_ls__2,-9.7240304663,-0.1475187202,-1.0254433153,0.7395214621
rsd__del_ssrS_ls__1,-9.0370704115,-0.4167081402,-1.0053406458,0.6921693355
rsd__del_ssrS_ls__2,-9.4962607217,-0.3298898377,-1.280908203,0.6067330645
rsd__del_rsd_ssrS_ls__1,-2.6912410299,1.2201898915,0.5597252221,1.0549520847
rsd__del_rsd_ssrS_ls__2,-2.3328912943,1.2192272327,0.2767137559,0.8380761074
rsd__del_rpoS_ls__1,-5.5007130197,-0.11143766120000001,0.2840803004,-1.6014379241999999
rsd__del_rpoS_ls__2,-4.3703112054,-0.1079950001,0.7280597979,0.1627162818
sdsR_ryeA__wt_3h__1,0.2737701114,0.3228959616,-0.2560537954,0.3843028505
sdsR_ryeA__wt_8h__1,-3.6261456299,-0.3508378863,-1.1545684576,-2.0103075195
sdsR_ryeA__wt_3h__2,-0.2737701114,-0.3228959616,0.2560537954,-0.3843028505
sdsR_ryeA__wt_8h__2,-2.9956527878,-0.08087828770000001,-0.9103233874000001,-1.9894200006
starve_series__t00_growth1__1,-0.2885276725,0.043339692000000006,-0.2010475234,0.14918595510000002
starve_series__t00_growth1__2,-0.1615802084,-0.18717623360000002,-0.2487779371,-0.1612986797
starve_series__t00_growth1__3,-0.548675141,0.0177877304,0.0155809893,0.20647206540000002
starve_series__t00_growth1__4,0.9987830219,0.1260488112,0.43424447120000004,-0.1943593408
starve_series__t01_starve__1,1.1397121354,0.5811268232,0.3637039668,-3.0434303114
starve_series__t01_starve__2,0.3068503232,0.1295240644,-0.1433854346,-3.2521771187
starve_series__t02_starve__1,3.2448350318,0.3974451885,0.3912057364,-3.1468429296
starve_series__t02_starve__2,3.9016751902999998,0.3550454179,0.517911808,-2.8769724296
starve_series__t03_starve__1,2.0901349577,0.9790841376,0.6599945501000001,-4.1285321313
starve_series__t03_starve__2,2.1935624933,0.8104112042,0.5960414110000001,-4.0203614433
starve_series__t04_starve__1,3.1375793083,1.0420361836,0.6392580875,-4.2407004379
starve_series__t04_starve__2,3.3545130336,0.9443568158000001,0.7733765946000001,-4.5249325977
starve_series__t05_starve__1,4.541257898,1.1089109942,0.8265683125000001,-5.1976528203
starve_series__t05_starve__2,6.3511306835,1.1291632553,1.0338227697,-4.993206603
starve_series__t06_starve__1,4.0383009591,1.0766230063,0.8842529023000001,-4.6925336467
starve_series__t06_starve__2,4.1528080867,1.1083487444,1.2107755427,-4.682329973
starve_series__t07_starve__1,2.6319938361,0.7566519091,1.0069674663,-4.3578692205
starve_series__t07_starve__2,3.2931903670000002,0.7704299629,1.0200856847,-4.3585676919
starve_series__t08_starve__1,2.5718737014,0.6977089641,1.0617419163,-4.1993741143
starve_series__t08_starve__2,2.835524,0.7063227437,1.1428466515,-4.5052248221
starve_series__t09_starve__1,0.8277013883000001,0.5373060271,1.178783023,-3.9208274715
starve_series__t09_starve__2,0.7931483523,0.4557179717,1.2731542404,-3.8823091161
starve_series__t10_starve__1,-0.1332344507,0.44333784390000003,1.3809535598,-3.9311894999
starve_series__t10_starve__2,1.3172998448,0.4448117313,1.7017268795,-3.6820095826
starve_series__t11_starve__1,0.1807513346,0.1051029857,1.7125516665,-3.3251655812
starve_series__t11_starve__2,-0.0860050157,0.3475638405,1.7359122006,-3.2599966653
starve_series__t12_starve__1,-3.4624642029,0.14613989100000002,1.5015957553,-3.1196633208
starve_series__t12_starve__2,-2.171091106,0.1274748225,1.5584557196,-3.2531975505
starve_series__t14_starve__1,-3.4509271616,0.2583501193,1.3478372618,-2.6945254511
starve_series__t14_starve__2,-1.7205730143,0.2849183777,1.6457022259,-2.5881027468999998
starve_series__t16_starve__1,-3.78047091,0.3491479442,1.3553677467,-2.4740405066
starve_series__t16_starve__2,-3.7785708753,0.4883798904,1.4740893902,-2.4585231629
starve_series__t17_starve__1,-3.4899327548,0.6397324305000001,1.194205204,-2.3147342388
starve_series__t17_starve__2,-2.8029145899,0.7218766259,1.3305756782,-2.1885492996
starve_series__t18_starve__1,-4.2738804507,0.6701769887,1.2663864281000001,-2.5406555584
starve_series__t18_starve__2,-4.8160200103,0.6217062738,1.5470837634999999,-2.6258407913
starve_series__t20_starve__1,-3.2198861493,0.7087236651000001,0.23119522650000002,-0.8941429926000001
starve_series__t20_starve__2,-3.0822976255,0.6037438717,0.2421441129,-0.9615366823
starve_series__t21_growth2__1,0.6506226479,0.4301499364,-0.14317489800000002,-0.8172990419
starve_series__t21_growth2__2,-0.7372980731000001,0.4249287907,-0.38926729990000003,-0.7710310241
starve_series__t22_growth2__1,-1.5368637867000001,0.3492566291,-0.4506497244,-0.7706079211
starve_series__t22_growth2__2,1.1101521585,0.2325068026,-0.3192197142,-0.5979446881
starve_series__t23_growth2__1,0.7760914699,0.7185559529000001,-0.0514202038,-0.47535376500000004
starve_series__t23_growth2__2,0.63347736,0.7452736169,-0.18285727840000002,-0.4108552904
starve_series__t25_growth2__1,0.9596494679,0.4266968286,-0.4292460186,-0.27658782800000004
starve_series__t25_growth2__2,1.3368287959,0.45844380840000004,-0.36827931880000003,-0.20776805410000002
starve_series__t26_growth2__1,0.2500363269,0.6088828622,-0.0688162834,-0.2891657832
starve_series__t26_growth2__2,1.7932661333,0.45056949630000004,-0.0905229384,-0.4719882668
starve_series__t27_growth2__1,0.2136657864,0.5583453883,-0.0681361406,-0.7310651832
starve_series__t27_growth2__2,0.4269805815,0.6362736921000001,-0.007317032100000001,-0.8125877488000001
starve_series__t28_growth2__1,1.0113769704,0.4910020472,0.1931683717,-0.8452589449
starve_series__t28_growth2__2,1.2429908913,0.4298699722,0.1108976443,-0.723038756
time_course__lb_4hr__1,-0.3253161158,-0.0356220499,-0.0249166712,0.0292218534
time_course__lb_4hr__2,0.2104532458,-0.0157378684,-0.0489634001,-0.027515354500000002
time_course__lb_4hr__3,0.11486287,0.0513599183,0.07388007120000001,-0.0017064989
time_course__lb_8hr__1,-1.3543098337,-0.1857597917,-1.5356068557,-1.033716714
time_course__lb_8hr__2,-1.5242177401,-0.214147939,-1.5892018728,-1.1556101777
time_course__lb_8hr__3,-1.3197114754000001,-0.3838550679,-1.7736688125,-1.3293852484
time_course__lb_24hr__1,-14.0287401795,-0.8367968480000001,-0.3178148838,0.1386350679
time_course__lb_24hr__2,-13.9804453513,-0.6874053598000001,-0.27546523840000003,0.3484956558
time_course__lb_24hr__3,-14.600924451600001,-0.6208182955,-0.3330166084,0.4293098852
time_course__lb_72hr__1,-13.5120812552,-0.3997904612,0.6664715105,0.5306707536
time_course__lb_72hr__2,-11.8242135177,-0.5358082294000001,0.559355707,0.4429299963
time_course__lb_72hr__3,-11.8650391177,-0.6903497955,0.5610015660000001,0.6294392193
time_course__lb_144hr__1,-1.6454647509,1.2843033547,0.0276828852,-0.139853893
time_course__lb_144hr__2,-3.139601588,1.3532400878,0.0307021393,-0.172640085
time_course__lb_144hr__3,-5.0570211628,0.919245058,-0.032934154,-0.20168636750000002
time_course__lb_192hr__1,-6.0544360951,0.8550255817,0.1156652132,-0.011112664500000001
time_course__lb_192hr__2,-3.1223923364,1.3877269651,-0.017934936800000002,0.06690400290000001
time_course__lb_192hr__3,-6.685714435,0.6573133738,-0.2171888501,-0.09241701100000001
triclosan__wt__1,0.7089193610000001,0.1471764813,-0.008931303100000001,0.0096700782
triclosan__wt__2,-0.040421521,0.06813467940000001,0.1173045478,0.1377699664
triclosan__wt__3,-0.66849784,-0.2153111607,-0.10837324470000001,-0.1474400445
triclosan__evo_amx_tcs__1,2.4704105457,0.0073727438000000005,1.2564095071999999,-0.6429970345
triclosan__evo_amx_tcs__2,1.9689503055,-0.0715665227,0.7649124963,-1.9436449438
triclosan__evo_amx_tcs__3,3.3374349739999998,0.07387224860000001,0.7079851803,-0.4066412278
triclosan__evo_chl_tcs__1,2.3297429182,0.1918191973,0.37921071230000003,-1.0753189046
triclosan__evo_chl_tcs__2,2.8543044871000003,0.1065306533,0.5707940748,-0.8187893888000001
triclosan__evo_chl_tcs__3,2.5563517976,-0.033103847900000004,0.5238071962,-0.6282309937
triclosan__evo_tet_tcs__1,5.9034493357,0.6152322274,0.9886065305,-2.2315212232
triclosan__evo_tet_tcs__2,4.0151450775,0.3114161274,0.8566729124,0.5801497137
truHMM__48C_15m__1,3.4069101808,0.4642949834,-1.4865405378,-1.1613818732
truHMM__48C_15m__2,3.2902825806,0.4151125114,-1.4095383278,-1.0589149663
truHMM__48C_15m__3,5.7811836276,0.46807860160000003,-0.9315608505,-2.2102124046
truHMM__48C_30m__1,4.8252437254,0.8216335275000001,-2.2927695425,-0.19795292350000002
truHMM__48C_30m__2,4.6560899558,0.8329179843000001,-2.2703641313,-0.19559530830000002
truHMM__48C_60m__1,1.8233423708,0.9240760182000001,-1.9419435006999999,1.1569809591
truHMM__48C_60m__2,1.7888676953,0.9220533585,-1.9415511201000002,1.1511612201
truHMM__phos_0h__1,0.3357544704,0.0006327786000000001,-0.0160446315,-0.008715067200000001
truHMM__phos_0h__2,-0.3357544704,-0.0006327786000000001,0.0160446315,0.008715067200000001
truHMM__phos_2h__1,3.9822361425,0.3739125735,-1.8253587578000001,-1.7422585045
truHMM__phos_2h__2,3.8529564795,0.3679612749,-1.8473418895,-1.7345328375
truHMM__phos_4h__1,-0.1922057576,-0.9304067346,-2.5538799605999998,-2.873596016
truHMM__phos_4h__2,0.2373264806,-0.817064919,-2.5944813866,-3.3452781531999998
truHMM__phos_4h__3,3.7135773338,-0.7931870895,-2.0709543306000002,-4.5784109725
control__wt_glc__1,0.0648833288,-0.0005609905,0.059122374000000005,-0.076205824
control__wt_glc__2,-0.0648833288,0.0005609905,-0.059122374000000005,0.076205824
fur__wt_dpd__1,2.8661847643,1.0430938005,-0.07905964600000001,0.388628517
