,A,MraZ,LexA,PdhR
mazF_ribo__mazF_total_60m__2,-1.2926929264,1.2727568333,0.9990179883,1.2798281791
mercury__ctrl_t00__1,-0.0209466837,-0.4039644624,0.0246760675,0.39686181670000004
mercury__ctrl_t10__1,-0.7673967449,-0.43398209940000004,0.28965230210000004,-0.07803555820000001
mercury__ctrl_t30__1,-0.14429998330000002,0.1261364364,0.4588776245,-0.39048998560000003
mercury__ctrl_t60__1,0.6556283968000001,0.1482575676,0.5941920802,-0.8554215231000001
mercury__hg_t10__1,-3.2668291108,0.3223649831,2.5930447965,1.3650708748
mercury__hg_t30__1,-1.9456673858,0.8173621617,2.8765293634,0.2384508477
mercury__hg_t60__1,0.8891125987,0.5326814735000001,1.8689131848,0.1610490842
mercury__pma_t10__1,-4.3310224554,1.0382106964,1.7746861713,1.3522758518
mercury__pma_t30__1,-3.6959820346,1.1855817313,1.7212544356000001,1.6405017519
mercury__pma_t60__1,-0.9392727753000001,-0.14754566430000002,0.0172375016,0.3078560722
mercury__ctrl_t00__2,-0.0933672962,0.16698474030000002,0.0098810566,-0.16088072920000002
mercury__ctrl_t10__2,-0.3099407335,-0.1442986555,0.31361651690000003,0.0349874108
mercury__ctrl_t30__2,-0.07988318970000001,0.1462100882,0.5678418711000001,-0.9400603804000001
mercury__ctrl_t60__2,1.157118192,0.2177319261,0.7276982,-1.4454948992
mercury__hg_t10__2,-2.8692215765,0.2004626363,2.4495696894,1.1892960151
mercury__hg_t30__2,-0.050852819800000004,0.8065949279,2.5376699415,0.1503615063
mercury__hg_t60__2,1.4162993079000001,0.1796941233,0.3267788884,0.5777034435
mercury__pma_t10__2,-4.132952413,0.9410669209,1.7041479731,1.2854335982
mercury__pma_t30__2,-2.9912825552,0.9849346317000001,1.5817881911,1.6569324841
mercury__pma_t60__2,-0.9519217024000001,0.0033883239000000002,0.10953454230000001,-0.6942970291
mercury__ctrl_t00__3,0.1143139798,0.2369797221,-0.0345571241,-0.23598108750000002
mercury__ctrl_t10__3,0.11682347080000001,-0.09881042670000001,0.0668795451,0.2548740076
mercury__ctrl_t30__3,1.1666169228,0.45007553100000003,0.4067529134,-0.1395641419
mercury__ctrl_t60__3,0.7605727479000001,0.3597745086,0.421792836,-0.6469528902
mercury__hg_t10__3,-3.15002944,0.319716944,2.2820038049,1.4473563895
mercury__hg_t30__3,-2.4463188403,0.7991701757,3.2458528282,0.2556197557
mercury__hg_t60__3,1.1834830897,0.596005882,1.3914504744,0.6086057268
mercury__pma_t10__3,-4.6232818046,1.1375833499999999,1.7049639482,1.3898936714
mercury__pma_t30__3,-3.9084636678,1.2678589417000001,1.6307538979,1.7228941997
mercury__pma_t60__3,-0.7149006663,0.38113389740000003,0.1733442208,-0.6893373199
ml_abx__az_lolcde__1,-0.0010799203,0.5866379754000001,-0.0808926968,0.3403229515
ml_abx__az_lolcde__2,0.6412227552,0.6473490980000001,0.0561699296,0.3915712766
ml_abx__az_lolcde__3,2.494118619,1.2215518152,0.6638525030000001,0.2308050267
ml_abx__b01__1,0.0011636535000000001,0.1547978848,-0.2085384018,0.8605299099
ml_abx__b01__2,0.0419241786,0.20602936100000002,-0.1423886908,0.9684173920000001
ml_abx__b01__3,-0.6421488426,-0.030667126500000003,-0.0021297595,0.4827026914
ml_abx__cro__1,-0.8321353118,0.3411680958,0.2890552511,0.1732745343
ml_abx__cro__2,-0.11597009330000001,0.0451625346,-0.1253911683,-0.2566173531
ml_abx__cro__3,0.1012972135,-0.035580735,0.2597071042,-0.0343322134
ml_abx__chl__1,0.6805476344,0.3351918907,-0.1267988387,1.0453832475
ml_abx__chl__2,1.1829012786,0.4243034301,-0.23363388100000002,0.6198660807
ml_abx__chl__3,0.3546329331,0.34069173010000003,0.18340352810000002,1.8920049581
ml_abx__cip__1,-1.0473110919,0.0085052228,2.5564733111,-0.6692508822000001
ml_abx__cip__2,-0.5179575133000001,-0.2542709271,2.1881980512,-0.6271680469
ml_abx__cip__3,-0.5948051636,-0.5448621111,1.876095253,-0.4293652328
ml_abx__clr__1,-1.6382805037,0.7831133435000001,-0.13260610720000002,2.3410628898
ml_abx__clr__2,-0.7720546466,0.7649990294,-0.3977798503,1.2696485381
ml_abx__clr__3,-0.7463581413,0.4088375494,-0.1281862561,1.6174211904
ml_abx__cst__1,-0.8728576213,0.7116476429,0.38093509540000003,0.009991314900000001
ml_abx__cst__2,-0.2194702484,0.2419322833,0.028777508900000002,-0.2975427373
ml_abx__cst__3,0.1415874298,0.6172226034,0.1028611406,-0.0255581953
ml_abx__ctrl__1,-0.6464210065,0.1784325702,0.0902284537,0.0545075514
ml_abx__ctrl__2,-0.7758061121000001,0.1894923207,0.1573925509,0.18437428520000002
ml_abx__ctrl__3,-0.3520474824,0.2462873894,-0.005707401700000001,0.0758122179
ml_abx__ctrl__4,0.5889338248,0.0540044213,-0.0511797419,-0.24578536720000002
ml_abx__ctrl__5,0.5168294608,-0.23320646290000002,-0.10540537850000001,-0.0111798789
ml_abx__ctrl__6,0.6685113154,-0.4350102387,-0.0853284826,-0.057728808400000005
ml_abx__dox__1,0.8950862364000001,0.5853201902,-0.3031606036,1.7740929615
ml_abx__dox__2,1.0291441248,0.3523919915,-0.2931029115,0.5888021990000001
ml_abx__dox__3,0.9892834701000001,0.3572590298,0.06350387660000001,1.5965650479
ml_abx__glob__1,0.1283822257,0.707779303,0.2766599486,0.0897383695
ml_abx__glob__2,0.7037729571,0.7196524952000001,0.08065594420000001,-0.0582572873
ml_abx__glob__3,1.6527762140000002,0.4942905145,0.1936216943,-0.03212868
ml_abx__lvx__1,-1.6965906328,-0.21210938510000002,3.0061209588,-0.3508788585
ml_abx__lvx__2,-1.0332235477,-0.5619098399,2.468846814,-0.747285936
ml_abx__lvx__3,-0.6194492927,-0.509170001,2.4412910975,-0.5492478126
ml_abx__mec__1,-0.7764205702,0.16136061000000002,0.3733315229,-0.09654940740000001
ml_abx__mec__2,-0.0278676913,0.0602940771,-0.15388074940000002,-0.4970532331
ml_abx__mec__3,0.0335352878,-0.0229262057,-0.2751724338,-0.2276838418
ml_abx__mem__1,-0.5265754148,0.2920649937,0.2414064393,0.0911997737
ml_abx__mem__2,0.3145628258,0.034120780100000005,-0.2716960701,-0.33893120130000004
ml_abx__mem__3,0.8583262013,-0.0657814245,-0.081690657,-0.11367065280000001
ml_abx__nit__1,-0.4097178482,-0.1610742326,1.159283364,2.5981571736999998
ml_abx__nit__2,-0.7328066717,-0.027265707,1.0736435925,3.1227554582
ml_abx__nit__3,-1.4153145587,-0.1124438812,1.3903398888,3.5345653592
ml_abx__ntx__1,1.4643715706,0.7827799342,-1.0894956774,-0.4924227559
ml_abx__ntx__2,2.5979457723,1.2102465313,-0.38359997830000003,-0.4851805389
ml_abx__nor__1,-1.5782077240999999,-0.2467850704,2.9648474183999998,-0.6452947792
ml_abx__nor__2,-1.3020335348,-0.35241899130000004,2.750064543,-0.5682205491
ml_abx__nor__3,-1.0579364088,-0.7209519268,2.5113197768,-0.1471499078
ml_abx__pb__1,-0.7782296398,0.8163711076,0.5367760621000001,0.9299397129
ml_abx__pb__2,-0.2307344577,0.6848762757,0.2198350528,0.5519122225
ml_abx__pb__3,0.28665008480000004,0.8319616289,0.30501315,0.4903983322
ml_abx__tmp__1,-0.23329150950000002,-0.042367034000000005,1.9039488075,-0.20054957880000002
ml_abx__tmp__2,0.7800940733,0.0392538689,2.2144377,0.0635710635
ml_abx__tmp__3,1.0590505729,-0.1308542096,2.2381269436,0.6206579268
mut_abx__del_mutS_000nor__1,1.4418320433,-0.083293197,-0.0266664814,-0.012904764400000001
mut_abx__del_mutS_000nor__2,-0.7372244877,-0.1446580576,-0.11814763190000001,-0.44336306270000003
mut_abx__del_mutS_000nor__3,-0.7046075555,0.22795125460000001,0.14481411330000002,0.4562678271
mut_abx__del_mutS_125nor__1,0.675296419,0.2880218538,1.4109928258,0.014598533700000001
mut_abx__del_mutS_125nor__2,0.7306820645000001,0.17367242160000002,0.8708376367,-0.1033193978
mut_abx__del_mutS_125nor__3,1.8642370574,0.4504712427,1.4774907556999999,0.1465334391
mut_abx__del_mutS_250nor__1,3.5162222347,0.4357374189,2.1076915946,-0.0870006747
mut_abx__del_mutS_250nor__2,0.6195283441,0.33297228640000004,2.2039401037,-0.1842068467
mut_abx__del_mutS_250nor__3,2.9634648801,0.6478478367,1.7611857046,-0.1664554214
mut_abx__del_mutS_375nor__1,4.3892423808,1.0041760465,2.5713197988000003,1.4082884879
mut_abx__del_mutS_375nor__2,2.1963101411,0.7987229096,2.4894374228,1.0366530775
mut_abx__del_mutS_375nor__3,4.900472802,0.9106978648,2.6410624315,1.1848865572
mut_abx__del_mutS_500nor__1,6.8118812432,1.0098970211,2.667580084,1.8471434594
mut_abx__del_mutS_500nor__2,6.5703364966999995,1.0937401598,2.7471738745,1.9363835625
mut_abx__del_mutS_500nor__3,7.22586369,0.7490935564000001,3.181905511,1.1363415876
mut_abx__del_mutS_625nor__1,6.4119248732,0.9905947820000001,3.4201512045999998,1.0133936989
mut_abx__del_mutS_625nor__2,8.6031643936,1.2378210123,2.7936177372,1.4183284265
mut_abx__del_mutS_625nor__3,7.8629630101,1.7499101355,2.9420598352000003,1.1141573242
mut_abx__del_mutS_750nor__1,7.8042427264,1.593460639,2.9104674167,1.2388409156
mut_abx__del_mutS_750nor__2,8.7044371333,1.489778126,2.9103615452,2.6080166701
mut_abx__del_mutS_750nor__3,7.9575643754000005,1.5732831835,2.8891788147,1.2139056288
mut_abx__del_mutS_875nor__1,8.683082294,1.1022787921,2.8171066062000003,2.5750382561
mut_abx__del_mutS_875nor__2,9.3785236049,1.4017208576,2.9362094134000003,1.4129092219000001
mut_abx__del_mutS_875nor__3,9.5818644733,1.1342731902,3.1107969578,2.4666804321
nit_yeaG__wt_Nminus__1,-0.3850709933,0.2093127226,0.0496720918,-0.8014095194
nit_yeaG__wt_Nminus__2,0.3850709933,-0.2093127226,-0.0496720918,0.8014095194
nit_yeaG__wt_Nplus__1,0.8215650105000001,-0.2656443148,-2.2816973559,0.7626309981
nit_yeaG__wt_Nplus__2,4.5155577905,0.0750413696,-2.3317191645,1.6628194622999999
nit_yeaG__del_yeaG_Nminus_24h__1,-0.224482851,0.4610691644,1.1260606488,-2.2249954695
nit_yeaG__del_yeaG_Nminus_24h__2,0.2966670419,1.9489502662,0.20898179290000002,-0.2977628129
nit_yeaG__del_yeaG_Nminus_24h__3,-3.8243304179,0.6544040656,1.2689012757,0.17691055420000001
nit_yeaG__del_yeaG_Nminus__1,-0.056011969700000004,0.0046620437,0.3478939286,-0.8906147341
nit_yeaG__del_yeaG_Nminus__2,0.1540374797,-0.23427164660000002,0.0149469818,0.5191965461
nit_yeaG__del_yeaG_Nplus__1,0.7970074484,-0.31435756130000003,-2.2314467571,0.894311697
nit_yeaG__del_yeaG_Nplus__2,3.9709903322,-0.0240570305,-2.5359451093,1.4279887647
opex__amp__1,-0.8377547683000001,0.4283951737,-0.0237434797,-0.0257490597
opex__amp__2,0.7289520908,0.0690589413,0.1243723998,0.0353631046
opex__amp__3,1.5933832815,0.1570496087,-0.06407191870000001,-0.8446108908000001
opex__bak_amp__1,1.4770239668,0.37087001470000003,-0.2005537003,-0.7368474471
opex__bak_amp__2,1.9037456214000001,0.2219254936,0.2423070163,0.202369767
opex__bak_amp__3,1.419683836,0.331163582,0.0546770805,-0.0089423305
opex__bak_kan__1,0.25910354150000003,0.12892299540000002,0.0194008854,0.1989015074
opex__bak_kan__2,0.5762155520000001,0.1709034294,-0.14096002,-0.7918068588
opex__bak_kan__3,1.0966659159,0.0938723311,0.3173541956,0.2337067593
opex__bak_nor__1,1.8999084446,0.4147945824,2.046329868,0.0063614326
opex__bak_nor__2,2.0296755788,0.2900291579,1.9301092825000001,-0.0448387555
opex__bak_nor__3,1.16555685,0.1732611994,2.4291092193,0.0816296686
opex__bak_rif__1,-0.8011042599,0.1043386464,-0.0725316162,-0.6439476191
opex__bak_rif__2,-0.7007091974,0.2904155728,0.45971203600000005,-0.4875475373
opex__bak_rif__3,-2.0272366496,0.5489371522000001,-0.0360288413,-0.5479571959
opex__chx_amp__1,0.7813526817,-0.1659080966,1.5850324283,0.134644022
opex__chx_amp__2,-0.624801128,-0.2946772818,1.5370669507999999,-0.1047444611
opex__chx_amp__3,0.3345069556,-0.2807558368,1.4731032581,-0.009731784
opex__chx_kan__1,0.8033845002000001,0.0855907815,-0.0313617338,-0.4840424069
opex__chx_kan__2,0.2677205364,-0.1262624913,-0.1100266354,-0.024002403300000003
opex__chx_kan__3,-0.2181304675,-0.18962528620000002,-0.025175369700000002,-0.0056122943
opex__chx_nor__1,0.5654569612,-0.0911950286,1.7460690087000001,-0.012174082800000001
opex__chx_nor__2,0.4641883807,-0.0815481641,2.0753652112,0.1344414172
opex__chx_nor__3,0.0744449087,-0.0127780683,1.6699833257,-1.0644103524
opex__chx_rif__1,0.15965545990000002,-0.1333682897,-0.0534348149,-0.0903012103
opex__chx_rif__2,0.583042579,-0.0605678297,0.0653702594,-0.0792651489
opex__chx_rif__3,-0.16470261290000002,-0.12719349,-0.2369080145,-0.0008538568
opex__ctrl__1,-0.3874713786,0.055202743400000004,0.09616194210000001,-0.0041322763
opex__ctrl__2,0.4374187127,-0.0654076368,0.0107648988,0.0118752009
opex__ctrl__3,-0.049947334100000004,0.0102048934,-0.1069268409,-0.0077429246
opex__etoh_amp__1,-1.3361699825,0.3318581134,-0.0062903201,-0.4005971238
opex__etoh_amp__2,-1.8406100876,0.3948402388,-0.2547789472,-0.5803671972000001
opex__etoh_amp__3,-1.1084661885,0.1673295575,-0.16297262880000002,-0.1223986225
opex__etoh_kan__1,-1.5529954222,0.0842767666,-0.26331705250000004,-0.4360415818
opex__etoh_kan__2,-1.2352015226,-0.0718244608,0.0205769688,-0.29523829300000004
opex__etoh_kan__3,-1.3235671314,-0.0351443755,-0.2958529305,-0.2194632646
opex__etoh_nor__1,-0.8590194339,0.0351836979,0.4677279767,-0.3734671319
opex__etoh_nor__2,-1.3993015012,-0.0865783994,0.5078881856,-0.2372760677
opex__etoh_nor__3,-2.8746540289,0.1202532802,0.6024027933,-0.11395800260000001
opex__etoh_rif__1,-4.0444681664,-0.415926198,-0.1713577225,-0.2130031376
opex__etoh_rif__2,-3.8739629054,-0.2467605569,-0.2086087448,-0.6860743659
opex__etoh_rif__3,-4.6569007885,-0.1322199584,-0.1313215518,-0.35173288410000003
opex__glual_amp__1,1.5841335695,0.0069299414,0.29064710850000003,-0.6088496872
opex__glual_amp__2,0.2732950215,0.15137000180000001,0.5202270498,-0.7885838147
opex__glual_amp__3,1.0299558455,0.163989992,0.3204207545,-1.0155951149
opex__glual_kan__1,1.918382426,-0.2158269954,0.5807316599,-1.3526382111
opex__glual_kan__2,1.2188550728,-0.07046123280000001,0.6796889317,-0.8540260102
opex__glual_kan__3,0.8742425815,-0.2078828358,0.5587504193,-0.5911254321
opex__glual_nor__1,1.2153913472,-0.2846822941,1.5325843975,-1.1704756861
opex__glual_nor__2,0.7312400059,-0.1787822902,1.4729398938,-1.0130969395
opex__glual_nor__3,1.0636597365,-0.1284992319,1.3077377309,-1.1578450456
opex__glual_rif__1,-1.5489254657,-0.2145400728,0.38402149290000004,-1.5636945005
opex__glual_rif__2,-1.2788149509,-0.2455574056,0.46740417640000004,-0.8993155347
opex__glual_rif__3,-1.9522042577,-0.2094813384,0.5537109463000001,-1.2219077127
opex__h2o2_amp__1,0.9271071795,0.2389286431,-0.1301912646,-1.247186538
opex__h2o2_amp__2,0.6660953314,0.24795796990000002,-0.1434898014,-0.8962706353000001
opex__h2o2_amp__3,1.5012181458,0.19320695870000001,-0.126316488,-1.0872667676
opex__h2o2_kan__1,-0.2865205578,0.0332100948,0.1294541851,-0.33122352250000003
opex__h2o2_kan__2,-1.2401598353,0.3378327282,0.1933995132,-0.7007228315
opex__h2o2_kan__3,-2.4284488935,0.29394446300000004,0.1577911927,-0.8334747115000001
opex__h2o2_nor__1,-0.0047433015,0.11319429780000001,1.6928254825,-1.2765260177
opex__h2o2_nor__2,0.2085769117,0.0202844199,1.7003629958,-0.8346023329000001
opex__h2o2_nor__3,-2.3037461895,0.24853100860000002,1.5906819418,-1.1187751623
opex__h2o2_rif__1,-3.8093086412,-0.3205261692,-0.178514575,-0.8948309350000001
opex__h2o2_rif__2,-6.0437253275,-0.1547664754,0.07803689300000001,-0.5414929635
opex__h2o2_rif__3,-4.7968225033,-0.2756955774,0.148037944,-0.276391276
opex__ippoh_amp__1,-0.5036331782,0.5115372926,-0.2505114564,0.5139041728
opex__ippoh_amp__2,0.6715651898,0.4555063118,-0.3873262812,0.18509171300000002
opex__ippoh_amp__3,-0.576057256,0.3433328887,-0.16317654480000002,0.3735266165
opex__ippoh_kan__1,-0.6024347741,0.2934457783,-0.4851037012,0.3103758903
opex__ippoh_kan__2,-2.5276472925,0.3839717784,-0.42322681830000003,0.2037441466
opex__ippoh_kan__3,-0.6046128496000001,0.30841293670000003,-0.3247266019,0.3482441726
opex__ippoh_nor__1,0.0822292309,0.4579805588,-0.0364486489,0.3970690947
opex__ippoh_nor__2,0.5878600668,0.3039691234,0.22812582520000002,0.2094507092
opex__ippoh_nor__3,-4.4874496056,0.5751751513000001,0.1018621744,0.43664052340000004
opex__ippoh_rif__1,-3.0995699119,-0.1805573309,-0.6265481357,-0.11389667560000001
opex__ippoh_rif__2,-2.5391356292,-0.0244203435,-0.49002832220000003,-0.048563677400000005
opex__ippoh_rif__3,-2.3541909539,0.0494459768,-0.7887362014,-0.0051822208
opex__kan__1,-0.3928714505,-0.1424480958,0.047096323700000005,-0.0045342452
opex__kan__2,-0.0382466419,-0.1468389162,0.040571804600000004,0.0370997854
opex__kan__3,-0.3839240497,-0.0662524216,0.1813954875,0.1904849764
opex__nor__1,0.9248802278,-0.3728968842,2.0145522514,0.0457933654
opex__nor__2,-0.40559084500000003,-0.1247213828,2.0127111542,-0.3149580369
opex__nor__3,0.4535667346,-0.149903489,1.9923529384,-0.0696552657
opex__paa_amp__1,1.630157428,0.0963697849,-0.0887585234,-0.2580308087
opex__paa_amp__2,0.8355127156000001,0.1702251967,-0.0951686014,-0.0526142016
opex__paa_amp__3,0.7628961902,0.1674250249,-0.09324041570000001,-0.0885172432
opex__paa_kan__1,-2.5343348508,0.0127593488,0.2996695927,-0.3644226922
opex__paa_kan__2,-1.3658159458,-0.0385445951,0.260326538,-0.9711564963
opex__paa_kan__3,-2.7448107628000002,-0.1800925411,-0.0160256742,-0.5998831733000001
opex__paa_nor__1,0.6526329811,0.0836326033,0.0455406879,0.1519367311
opex__paa_nor__2,0.8959987250000001,0.0760941047,0.2902438992,-0.0109424902
opex__paa_nor__3,1.1842236548,0.2227344326,0.130335092,0.0907183362
opex__paa_rif__1,-2.7306849993,-0.18022132740000002,-0.0011296778,-0.4360616476
opex__paa_rif__2,-2.1904274356,-0.00023649630000000001,0.1175855001,-0.5550041334
opex__paa_rif__3,-3.1639466438,-0.3382180998,0.0384200762,-0.4524404624
opex__phenol_amp__1,0.5081637609,0.6850931314,0.14898974510000002,-0.6447336541
opex__phenol_amp__2,0.0993023326,0.1791855931,0.1706218284,-0.7201602067
opex__phenol_amp__3,-0.5046510747,0.3932686856,-0.07578442070000001,-0.40650222350000004
opex__phenol_kan__1,-1.0279719821,-0.0442946514,0.1722038007,-0.7255345815
opex__phenol_kan__2,-0.3046371133,0.28590639560000003,0.3613050291,-0.7580256122
opex__phenol_kan__3,-0.7321433743,0.47797672830000004,-0.0438138911,-0.40098760440000003
opex__phenol_nor__1,1.8040892735,0.299231053,1.5856946728999999,-0.5332245870000001
opex__phenol_nor__2,0.3874506093,0.15776240730000002,1.4245072018,-0.4719080652
opex__phenol_nor__3,0.6601530779,0.236175033,1.8820797285,-0.3761870148
opex__phenol_rif__1,-1.9818097231,0.14219267500000002,0.2131118601,-1.2203172053
opex__phenol_rif__2,-1.7971839667,0.572616319,0.0728773702,-1.4515607775000001
opex__phenol_rif__3,-0.3336046761,0.4152267653,0.21505539680000002,-1.7434800768
opex__pvpi_amp__1,1.2722891641,0.2624494908,0.117952334,-0.2250900069
opex__pvpi_amp__2,1.3774224805,0.4478487631,0.1402436628,-0.019251777
opex__pvpi_amp__3,-0.4574051817,0.3202512642,-0.2343350182,-0.0065378293
opex__pvpi_kan__1,-0.8676355564,0.10306508190000001,0.013249163100000001,0.0202029323
opex__pvpi_kan__2,0.0432428724,0.1087257333,0.2748353186,0.09096406280000001
opex__pvpi_kan__3,0.1812804865,0.1701089805,0.1519520814,-0.1098935806
opex__pvpi_nor__1,0.9121062089,0.2988521713,2.3085271185,0.0026648777
opex__pvpi_nor__2,0.9240828447,0.2599952853,2.2494874958,0.06789087220000001
opex__pvpi_nor__3,0.3142065026,0.1235407053,2.2975416269,0.1448168772
opex__pvpi_rif__1,-2.6207332832,0.067271736,0.1900715791,-0.6725551285
opex__pvpi_rif__2,-3.117960688,0.2635574276,0.1326340466,-0.6878900618
opex__pvpi_rif__3,-2.3124402627,0.2871428869,0.2358140733,-0.47098174410000004
opex__rif__1,-3.5518214804,-0.0507446464,0.0401986826,-1.2813680221000001
opex__rif__2,-4.2042308855,0.1140878194,0.1354695646,-0.5409707407000001
opex__rif__3,-3.413825724,0.1430262215,-0.0298273525,-0.2940497885
opex__naocl_amp__1,-0.2117073727,0.23088191830000002,0.5287328819,0.4626277346
opex__naocl_amp__2,0.8994777589,0.5889913319,0.2808783106,-0.0166972498
opex__naocl_amp__3,0.06350673230000001,0.157191153,0.3346538645,0.1684516141
opex__naocl_kan__1,-0.45659277610000004,0.14417851610000001,0.243397875,0.4130673791
opex__naocl_kan__2,-0.4343663494,0.0374390514,0.1997546087,0.4119631516
opex__naocl_kan__3,-0.4459117262,0.0732607843,0.0389884531,0.2604917598
opex__naocl_nor__1,0.24135658100000001,-0.10402741600000001,2.5450821438,0.12693378830000002
opex__naocl_nor__2,-0.0498134253,-0.2062125715,2.6999669978,0.3295489646
opex__naocl_nor__3,0.8653102223,0.0093246014,2.638335919,0.3602680023
opex__naocl_rif__1,-2.5428175429,0.1533596018,0.3630866615,-0.4766555048
opex__naocl_rif__2,-2.6732735359,0.3606061192,0.3253548371,-0.6363888374000001
opex__naocl_rif__3,-2.2422869842,0.319249563,0.4765791442,-0.33123118300000004
phage_lysogen__wt_ctrl__1,0.2674155351,-0.2007099313,-0.1811412164,-0.1146587357
phage_lysogen__wt_ctrl__2,0.4288495014,-0.1553207351,-0.2055242421,-0.0219352956
phage_lysogen__wt_ctrl__3,-0.6962650365,0.35603066640000003,0.3866654585,0.1365940313
phage_lysogen__O104_H4__1,0.1681048384,-0.028884049800000002,1.0359058457,1.6234206507
phage_lysogen__O104_H4__2,-0.027218020500000002,0.1180689193,1.3645351883,1.63435679
phage_lysogen__O104_H4__3,-0.2668219895,0.2707169933,1.9180635654,0.9961598067
phage_lysogen__O157_H7_PA8__1,0.0312608904,-0.18485641390000002,1.1112187414,1.2948825118
phage_lysogen__O157_H7_PA8__2,-1.4141851614,0.1944724734,1.5440794995,1.649567114
phage_lysogen__O157_H7_PA8__3,-0.9822576025,0.2335058062,2.0834297273,0.6897126693
phage_resist__ygbE_oe__1,0.9191761955000001,1.0650522023,1.6562903974,0.9398959388
