,A,MarA,MarR,Fis,Crp,Rob,AcrR,Cra,SoxS,CpxR
mut_abx__del_mutS_125nor__1,-0.5390778385,-0.3901507131,-0.2564550741,0.2237555813,0.16900614320000001,0.2842033496,-0.0205372152,-0.23242710490000001,-0.3251909129,-0.055858571100000004
mut_abx__del_mutS_125nor__2,-0.9113725921,-0.3852046464,-0.4274681618,-0.31330570010000003,0.0010292434000000001,0.2871551284,0.1269584013,-0.3447267781,-0.0791157088,-0.2471362725
mut_abx__del_mutS_125nor__3,-1.8768908041999999,-0.39631388430000003,-0.2113418528,-0.0298508741,-0.1128774423,0.34104667790000004,-0.0098449527,-0.220306462,-0.3324502442,-0.1516428652
mut_abx__del_mutS_250nor__1,-1.3460595348,0.079887945,-0.2005356695,0.6268526777,-0.0133986869,0.3595145752,-0.5666241497,-0.2770510078,-1.5703981132,-0.1380663601
mut_abx__del_mutS_250nor__2,-1.1340783764,-0.0095054836,-0.4570471092,0.507980595,0.1636110552,0.41533377530000004,-0.35642316360000004,-0.43489242580000004,-1.3098538365,-0.1124474607
mut_abx__del_mutS_250nor__3,-2.2811685637,-0.38683424860000004,-0.6500595756,0.1290958659,-0.331696997,0.18418870210000002,-0.47840768250000004,-0.3932892277,-1.2868603451,-0.2060346127
mut_abx__del_mutS_375nor__1,-1.8309625094,0.3854725593,0.36011094250000003,0.26440007390000003,-0.038234619500000004,0.43948730140000003,-0.1170712554,0.2603327419,-2.1401733437,0.12838920040000001
mut_abx__del_mutS_375nor__2,-0.5024615972,-0.0094232683,0.10176330880000001,0.3160523384,0.0085680138,0.30841693330000003,0.1750077642,0.1163153344,-1.9401038599,0.0170810394
mut_abx__del_mutS_375nor__3,-2.1135747247,0.20930438380000002,0.0123766954,0.7149462841,0.11367215480000001,0.3927351604,0.0051978459,0.39293823990000004,-2.0849305308,0.16437697140000002
mut_abx__del_mutS_500nor__1,-0.0616832974,0.6724823303,0.7987289430000001,1.3102525074,0.3878004733,0.2531974883,1.2526758891,0.7859913724,-2.0719089869,0.41791736500000004
mut_abx__del_mutS_500nor__2,-0.051013627900000004,0.9873839224000001,1.073121104,1.2980675492,0.3784077044,0.32072131200000004,0.7915537332,0.6523330356,-1.7094557138000002,0.4196722201
mut_abx__del_mutS_500nor__3,-0.2939452476,0.9883645938000001,0.7434001002,1.4722694407999999,0.6438706029,0.28241622920000004,0.20817690260000002,0.1594684261,-1.9209309211,0.2495682033
mut_abx__del_mutS_625nor__1,3.4810629931,2.5044719177,2.0905126658,2.5269517421,1.4015203867000001,0.412092247,0.6752715688,0.1912951491,-1.5547771161,0.3126764515
mut_abx__del_mutS_625nor__2,1.7484126244,1.5623997601,1.4497994762,1.9092943159,0.8077489953,0.2748487685,1.3194547409,1.1449997337,-1.7334735882999999,0.7061330464000001
mut_abx__del_mutS_625nor__3,1.9824546604000002,1.8054063478,1.9085353648,1.3594071329,0.7167135879000001,0.4600404558,0.6959776746,1.250561042,-2.0991985188,0.7281858257
mut_abx__del_mutS_750nor__1,2.7789844456,2.1130503108,2.0921296287,1.3575533039,0.8733453174,0.08389604760000001,1.0912990774,1.4176613845000001,-2.057874888,0.6392296042
mut_abx__del_mutS_750nor__2,4.4381867815,3.1280587856,3.3878989009,1.5818000786000002,0.7318804379,0.41689988980000003,0.8160912038,1.2104512864,-2.2158884997,0.7768638234
mut_abx__del_mutS_750nor__3,2.1158938557,2.5220072044,2.4859855041,0.9010369595000001,0.7265351033,0.15032552400000002,0.6486084217,1.3236244123,-2.1766278468,0.5623307459
mut_abx__del_mutS_875nor__1,6.1453294824,3.8299972424,3.7311799176,2.3583454169999998,0.5601250011000001,0.223516878,0.6370219391,0.8547699826,-1.1146872834,0.9186920074
mut_abx__del_mutS_875nor__2,4.4372411129,3.2588048792,3.2069371184,1.5072638329,1.1423196373,0.3274939993,0.39825529600000004,1.3846301315,-1.5220653954999999,0.7362360591
mut_abx__del_mutS_875nor__3,5.9591963639,4.4378832379,4.3331545115,2.1048721331,0.8770837162,0.248841365,0.3960872816,1.0138454204,-1.4114617582,0.6658441113
nit_yeaG__wt_Nminus__1,0.3771650295,-0.5873904908,0.1107897022,0.5477241604,-0.4060248421,-0.1936479288,0.4563710137,-0.2966523447,0.6803122297,-0.2623568314
nit_yeaG__wt_Nminus__2,-0.3771650295,0.5873904908,-0.1107897022,-0.5477241604,0.4060248421,0.1936479288,-0.4563710137,0.2966523447,-0.6803122297,0.2623568314
nit_yeaG__wt_Nplus__1,3.8225870923,0.0780638744,0.6005346625,2.6288845283,-1.860802321,-1.8800014806,0.6474117956000001,-0.487371274,-1.8862068028999999,-1.7908034525
nit_yeaG__wt_Nplus__2,4.91457664,0.9725169933000001,1.1937019876,3.781541645,-1.9932080196,-1.5331445044,-0.6560997827,0.24648453320000002,-1.2678819422,-1.3749364752
nit_yeaG__del_yeaG_Nminus_24h__1,7.562870269,0.8058456231000001,5.236467908,-0.8521895308,-3.95744986,-0.609510426,-1.7319247770000001,-1.0823461384,5.9721745773,2.3778217705999998
nit_yeaG__del_yeaG_Nminus_24h__2,5.5773162204,2.1366913016,3.4033405191,0.2919094263,-2.376849187,0.706827674,-1.3438980950000001,0.7686622388000001,3.4043757686,-0.32749264580000004
nit_yeaG__del_yeaG_Nminus_24h__3,8.2028878895,1.8162417383,4.1817377978,0.7965377229,-2.4414347629,0.4805635445,-0.7184650529000001,-0.1156313083,2.5729922663,-1.4110568948
nit_yeaG__del_yeaG_Nminus__1,0.4797324603,-0.0709365436,-0.35408680060000003,0.1704717865,-0.11143317250000001,0.2196494287,-0.5118472647,-0.1149216552,-0.43223372250000003,-0.20861218850000002
nit_yeaG__del_yeaG_Nminus__2,-0.23917704890000002,0.6113646068,-0.2887490205,-0.14700322130000001,0.4939784118,0.2046056628,-1.0004692373,0.2441574411,-0.5013366217,0.2876644212
nit_yeaG__del_yeaG_Nplus__1,3.9391162306,0.07689618420000001,0.6914138676,2.7873144271,-1.9613924773,-1.7161390514,0.2194355403,-0.3027948613,-2.6335721918,-1.7796899076
nit_yeaG__del_yeaG_Nplus__2,4.9344346947,0.9221482018,0.8550521629000001,3.3983384628,-2.2687520043,-1.9519930958,-0.6876770511,-0.06721356540000001,-1.8824578021,-1.5788387114
opex__amp__1,-0.4156474224,0.0720338718,-0.08022193080000001,0.0106630966,-0.0257376573,0.29628055740000003,0.7906328308,0.20735438120000002,-0.0028007259000000003,0.2509926245
opex__amp__2,-0.2572193953,0.2409188277,0.45878046170000003,-0.0314216479,0.0299666606,0.10779616500000001,0.2833045527,0.0256314861,-0.11793855560000001,0.021007925400000002
opex__amp__3,-0.3487182169,0.19355020180000002,0.6371311414,0.28160218330000003,-0.11910927560000001,-0.035164549600000004,-0.2171419897,0.3064775468,-0.0358947044,-0.0776117363
opex__bak_amp__1,-1.6115710025,-0.19292735730000002,0.0152172395,-0.7078940483,-0.14152359080000002,0.3412888256,-0.3359345084,0.037830820200000004,-0.3709441828,0.1891060031
opex__bak_amp__2,-0.709619699,0.18482194700000001,0.6889226869,0.5406161042000001,-0.0528646626,0.0609947121,3.0228558913,0.4811783807,-0.036655063,-0.058857650500000004
opex__bak_amp__3,0.2151630524,0.7239008684,1.3824691528,0.3416078715,0.0466087293,0.08253400770000001,3.2617267544,0.5477686202000001,-1.3078494904,0.0161159136
opex__bak_kan__1,0.3781097872,0.5898836169,1.3620997827,0.22306137040000001,0.0888972367,0.0349908551,3.298856226,0.5651400414000001,0.07482375470000001,-0.0798196958
opex__bak_kan__2,-1.8556989332,-0.271167433,0.3325904596,-0.6152288212,-0.1208458188,0.4094518378,-0.12833139670000002,-0.0178645784,-0.1278755574,0.0552353809
opex__bak_kan__3,0.7926511616,1.0581314074,1.4178333921,0.6039110896000001,-0.1901082408,-0.0787337374,3.5366428331,0.6875318453,-0.8191741882,-0.0617836826
opex__bak_nor__1,-0.673553619,0.3299540915,0.7127136688,0.3877664329,0.4066410972,0.0450104805,2.9810154612,0.4387658593,0.3509361192,0.22336080490000002
opex__bak_nor__2,-0.5078617271,0.0517391142,0.20496646810000002,0.25419436360000003,0.3008384148,0.015346470400000001,2.4963468266,0.4388912896,-0.0769065333,0.2682369562
opex__bak_nor__3,-0.2747444171,0.7134813586000001,0.9900347331,0.733107795,0.1735871826,0.1058564091,3.4765196929,0.6243244893000001,-0.6277773924000001,0.2770594018
opex__bak_rif__1,-0.3992300733,-0.2572123892,0.2482102015,0.8239747516,-0.21953675190000002,-0.28025409700000004,-0.3429612523,-0.021139511200000002,0.29443766800000004,-0.0577645236
opex__bak_rif__2,0.6287354273,1.0845236044,0.9530274048,1.3942533223,-0.3706386875,-0.8397129941,2.7416850445,0.35806108070000003,-0.4108670182,-0.07870764570000001
opex__bak_rif__3,1.0054758358,0.9203402220000001,1.0076876031,0.9370562256,-0.46689314190000003,-0.6625682989,0.9836356589,-0.0655820829,-0.14509856440000002,0.0269747595
opex__chx_amp__1,-1.3496320129,-0.4395917535,0.29198335680000004,0.0805257791,-0.0494673563,0.2784574212,-0.5344491459,0.2170968093,0.2828828197,0.0506895232
opex__chx_amp__2,-0.592591671,0.0801373628,0.6050807045000001,0.07379877900000001,0.0487355099,0.3948043,0.4704288673,0.0341583028,0.48607545970000005,0.1337780013
opex__chx_amp__3,-1.0175365274,-0.025294222800000002,-0.6570927905,-0.0610456605,0.0882736573,0.3017073215,-0.5920148085,-0.06883790470000001,-0.17237824540000002,0.21004856300000002
opex__chx_kan__1,-1.4597329316,-0.4017964793,0.2825502481,-0.3153865724,-0.125182064,0.23196591300000002,-0.2780416109,0.1168036481,0.1582626932,-0.009751495
opex__chx_kan__2,-0.8013821534000001,0.12893696570000002,-0.24574948840000002,-0.09975926260000001,0.010558977,0.2820539375,-0.2942872788,0.1261891338,-0.10806097240000001,0.12305727200000001
opex__chx_kan__3,-0.21667322590000002,-0.1458638883,0.5542653648,-0.2467624139,0.0951398358,0.249377535,0.17310295720000002,0.0060031047,0.14286037540000002,0.0459022003
opex__chx_nor__1,-0.8911501429,-0.2354324898,-0.2531454799,0.0354689554,0.1194905215,0.1820721655,-0.11910755860000001,-0.0471617841,0.2076494124,0.2517618314
opex__chx_nor__2,-0.5536879701,-0.128706955,0.0071334381,0.040913869000000005,0.2237150322,0.1997755846,0.2244554781,0.1317909055,0.5866789,0.18439425780000002
opex__chx_nor__3,-2.0878753272,-0.3704056812,0.072963203,-0.0993756652,-0.1184232803,0.1782083607,-0.8671080306000001,-0.000507356,0.27394595780000003,0.0468653356
opex__chx_rif__1,-1.1265784969000001,-0.09826799400000001,0.17901275960000002,0.019979319500000002,-0.0704396684,0.2379605371,0.2818007697,0.2944396418,-0.0252253246,-0.0806890861
opex__chx_rif__2,-0.8391868095,-0.22393677450000002,-0.3770644979,0.0075798411,-0.0825438107,0.2185445399,-0.19435594890000002,0.08657757790000001,-0.12163415030000001,0.028028073100000002
opex__chx_rif__3,-0.6541041641,0.19847180490000002,-0.026489074300000002,-0.183341529,0.0036720471,0.2900983297,-0.3776684222,-0.15243836600000002,-0.1946975723,0.14315877
opex__ctrl__1,-0.1934058348,0.1428046692,-0.2500467116,0.1294809374,0.0579740377,0.045252101600000004,0.014274474,-0.060977236100000005,0.6268070246,-0.0202679776
opex__ctrl__2,-0.0815170999,-0.2182477036,0.1621013061,0.0030724404,-0.0560469805,-0.0801586473,0.1951546134,0.1401264251,-0.48125184070000004,-0.0344510221
opex__ctrl__3,0.2749229347,0.0754430344,0.0879454055,-0.1325533777,-0.0019270572,0.0349065457,-0.2094290873,-0.07914918900000001,-0.1455551839,0.0547189997
opex__etoh_amp__1,2.0600476945,0.7892591858,0.9414760190000001,-0.11196656390000001,0.0772652949,0.2275512535,0.4717048286,0.1565876287,1.492642535,0.2861318282
opex__etoh_amp__2,1.9163837919,1.0485423398,0.3407479009,-0.2340628914,-0.0181962037,0.23217782420000002,0.6362380432,0.2790342484,1.0548240966,0.3508936093
opex__etoh_amp__3,2.3700211097,1.1712497525,1.0732061266,-0.103305454,0.29333133570000003,0.2550991087,0.5109536724,0.2325448924,1.547700899,0.3365121206
opex__etoh_kan__1,2.6055837214,1.0712943671,0.6306921738,0.003959225,0.038003208600000005,0.0784836963,0.35320825440000003,0.07596320570000001,0.9867635119,0.3140230665
opex__etoh_kan__2,2.5713690843,1.2079653867,0.8205222069,-0.2698793003,0.055199946900000005,0.12940137200000001,0.2915510538,0.1351039299,0.7499195176,0.2544657605
opex__etoh_kan__3,2.3720340918,0.7878924513000001,0.12678436610000002,-0.19329256720000002,0.0970352661,0.2354721563,0.33188164000000003,0.1927704775,0.6750185486,0.3033542863
opex__etoh_nor__1,2.5078804211,1.2757564122,0.4403508195,0.0190831275,0.14530002960000002,0.24710845450000002,0.47902826930000003,0.14098871170000002,1.2116346892,0.2299485843
opex__etoh_nor__2,1.8186484619,0.8260173687,0.6236241555,-0.0558449529,0.1482510961,0.2644016325,0.40399153260000004,-0.015999365300000002,0.9723143389000001,0.17895556840000001
opex__etoh_nor__3,2.0450950521,0.9546770232,0.7587584248,-0.158097426,0.22872318360000002,0.11675883270000001,0.6364919178,0.0503658858,1.5106134622,0.348371397
opex__etoh_rif__1,4.5789837231,2.1394167627,0.406949799,1.4096687874,-0.1834415272,-0.5700253706,0.3571474779,-0.3348069162,1.4793205082,0.11923674000000001
opex__etoh_rif__2,3.789842191,1.9988271590000002,1.0690418613000001,1.254208742,-0.291745723,-0.4736101324,0.42456871160000004,-0.392951052,1.2606143428,-0.0394669735
opex__etoh_rif__3,3.9973741844,2.2719919169000002,0.9249586764000001,1.2982639862,-0.2070583333,-0.48757809560000004,0.3373138727,-0.4157214896,1.2837953089,0.004119916
opex__glual_amp__1,-1.6204274188,-0.3728058061,0.235231347,-0.2205759253,-0.28640995810000003,0.2713599742,-0.3189212187,0.2176369463,0.06367303390000001,0.0132184207
opex__glual_amp__2,-1.3973369236,-0.566728515,0.6755165505,-0.07140963830000001,-0.2561673142,0.191977112,-0.21801735790000001,0.1072133666,-0.2076059455,-0.030548802700000002
opex__glual_amp__3,-1.3212258246,-0.0114711252,0.5570193680000001,-0.1212933795,-0.2033869971,0.2205117767,-0.6790086396,0.1286123824,0.3244347688,-0.0764494721
opex__glual_kan__1,-1.8113133717,-0.0925397146,0.5494203231,-0.29501169050000003,-0.191489569,0.3063071261,-0.4108406994,0.22614742710000002,0.018876551300000002,-0.1578173227
opex__glual_kan__2,-2.2698050181,-0.7576633615,0.1203414649,-0.0584969476,-0.29996488930000004,0.4558806663,-0.5062581525000001,0.38189227340000004,-0.3446445857,-0.037986756
opex__glual_kan__3,-1.0666042002,-0.1434596638,0.09406895,-0.08829609420000001,-0.2739975689,0.33553738040000003,-0.5834062527,0.17133579540000002,-0.0394411267,0.0066445532
opex__glual_nor__1,-0.8225901213,-0.1381899976,0.39499828470000004,-0.3679409934,-0.2739867065,0.3102392137,-0.31607551770000003,0.1468243774,-0.2734608919,-0.12487552160000001
opex__glual_nor__2,-2.7994198705,-0.287987733,0.6791050818000001,-0.1709784298,-0.1411955001,0.3367013727,-0.6279903421,0.3736224957,-1.7068976655,0.0924754684
opex__glual_nor__3,-1.8954627271,-0.20325373360000001,-1.2242220721,-0.2072579834,-0.3968922552,0.30049912900000003,-0.46091180930000003,0.0599994098,-1.4709174382,-0.1109547526
opex__glual_rif__1,0.8050185081,0.9682309235000001,1.0579984757,1.7431673194,-0.7714632805,-0.9390092874,-0.5696401579,0.0650839,-0.9836190063,-0.3531246905
opex__glual_rif__2,0.7894258504,0.6043805396,1.1725668779,1.5665725996000002,-0.9445177907000001,-0.7567750466000001,-0.4482288209,0.07327022820000001,-0.230074714,-0.2784321115
opex__glual_rif__3,0.6608088061,0.8937770958000001,0.46928776720000004,1.3599097557,-0.6936953239,-0.7973147267,0.37425586860000004,-0.1169926317,-0.9150482038000001,-0.16735095830000002
opex__h2o2_amp__1,-1.0038958414,0.0759928726,0.9821079886,-0.2059937966,-0.2741151042,0.2696861032,-0.5694521821,0.2718133273,-0.3214594347,0.0167845657
opex__h2o2_amp__2,-1.0050872912,-0.2523642312,0.21390151170000002,-0.0573683113,-0.2107467671,0.41360995580000004,-0.466356298,0.226503942,-0.2490081754,0.054004257300000004
opex__h2o2_amp__3,-1.2819712025,-0.2672398932,0.2714158961,-0.029702757000000003,-0.2945587492,0.22769646270000002,-0.6778455697,0.30415046230000004,-0.12062937600000001,-0.0699977585
opex__h2o2_kan__1,-0.7427492796,-0.3707166643,0.3570367235,-0.2347448215,-0.14377662900000002,0.3858965614,-0.6771191569,0.20237956640000002,0.2127069752,0.0583563343
opex__h2o2_kan__2,-0.3073935332,0.2618531404,0.2744263972,-0.0603726073,-0.1917551074,0.4169329644,-0.0959683866,0.3063496127,0.38850704620000004,-0.0434095517
opex__h2o2_kan__3,0.0137803531,-0.015248486600000001,0.9487722460000001,-0.0679694253,-0.31899979570000003,0.2372502861,0.4909359307,0.2595230659,0.4056641731,-0.048146842
opex__h2o2_nor__1,-1.3130695887,-0.8798564852,0.8136211334000001,-0.17613001020000002,-0.1429422108,0.26444984720000003,-0.5242885463,0.0827453938,0.0702179998,-0.018541802200000002
opex__h2o2_nor__2,-1.9738815391000002,-0.32405310400000004,0.02883432,0.0083851903,-0.1039371872,0.19901366880000002,-0.5006422894,0.19306830800000002,0.1466353866,0.1235540838
opex__h2o2_nor__3,-0.7043459743,-0.250793681,0.4564958985,-0.1374812167,-0.2057577352,0.23633545660000002,0.24758274330000002,0.0675069831,0.3439192324,0.0651089456
opex__h2o2_rif__1,3.1078314699,1.9673643985,1.2594646492,2.5894304630000002,-1.6721229036,-2.0586614763,-0.212085918,-1.0135988511,-0.3255726949,-0.41744649640000003
opex__h2o2_rif__2,3.3917827647,1.9072476868,1.6224060283,2.6178560271,-1.4822713578,-1.5718958953,0.2988283784,-0.7747005866000001,0.8908315872,-0.403501113
opex__h2o2_rif__3,3.5971003269,2.0307769439,1.2314300504,2.3842191472,-1.6233641556,-1.5482186419000001,0.19153237150000002,-0.83717249,0.7397274673,-0.33106125740000003
opex__ippoh_amp__1,1.3919568805,1.1538548558,1.152949086,-0.0333141104,0.34011186720000003,0.06879582620000001,1.2018753222,0.48374546,0.8264163843000001,0.2930290645
opex__ippoh_amp__2,2.2167360329,1.2386125795,1.1894783615,-0.25120070910000003,0.31661900600000004,0.0882266922,1.0918466527,0.3559413354,1.2140798894,0.4333633329
opex__ippoh_amp__3,0.3122503793,1.3331361597,1.0191787615,-0.356727128,0.2924930122,0.14262199150000002,1.1027106107,0.5011152258,1.0081009405,0.2474938083
opex__ippoh_kan__1,1.6135889603,1.0297180926,1.1136937031,-0.5073658007,0.20629760900000002,0.0041975665,0.8230847796,0.3775755541,0.7108407686,0.2532359246
opex__ippoh_kan__2,2.3016116671,1.3742142638,1.639495986,-0.24458693080000002,0.1434163886,-0.011079924100000001,1.2362208454,0.5068639618,0.8427817956,0.1221697615
opex__ippoh_kan__3,2.1693223216,1.466606465,1.2420923594,-0.4602663355,0.1449923987,0.0974137548,0.9480564734,0.49035703500000005,1.1080135196,0.2819060152
opex__ippoh_nor__1,2.2203903749,1.2826240992,1.2725651861,-0.6385978121,0.2342972617,0.0526958026,1.0855762771,0.5905879261,1.1033459687,0.3208234544
opex__ippoh_nor__2,1.5644557024,1.2159858615,0.48916954230000004,-0.4029478935,0.1925245619,0.0802068471,0.7793030435,0.47295478420000003,1.2505885404,0.1894442928
opex__ippoh_nor__3,2.0912345078,1.2246373516,2.2338824125,-0.6694164610000001,0.290042195,0.0618422473,0.9660608893,0.3270453648,1.0149761906,0.22499267950000001
opex__ippoh_rif__1,4.4472339481,2.6365794510000002,1.6451857196000002,1.429171797,-0.2225034427,-0.8731778742,0.6003725398,-0.3212800536,1.363110344,-0.0244287358
opex__ippoh_rif__2,4.2858367217,2.8106028442,1.4015527209,1.3993569319999999,-0.3319244188,-1.0017333885,0.17878066680000002,-0.1667810023,1.4121510269,-0.3141428743
opex__ippoh_rif__3,3.8572437988,2.732610642,0.5785810636000001,1.410184332,-0.2142957861,-0.9790464431,0.4645286664,-0.1457684514,1.2305802521,-0.06603580790000001
opex__kan__1,-0.4155100103,0.1398857754,0.3624447886,-0.0373110787,-0.0727186524,0.11365888460000001,-0.3479191339,-0.0871140761,0.0561498525,0.0119340617
opex__kan__2,-0.5471965919,0.032968254,0.4745294668,-0.18976700130000002,-0.1325552437,0.1476558188,-0.3574489522,-0.071092812,0.4278285624,0.0408055141
opex__kan__3,-0.0731527404,0.3513610341,0.3528465739,0.0093707557,-0.0093774403,0.1379678365,-0.0761870097,-0.149400481,-0.1072224996,-0.037203106
opex__nor__1,-0.6748772127,-0.31813955650000003,-0.3861034559,-0.09947475480000001,-0.0963017972,0.12335107590000001,-1.0154157061,-0.20789760470000002,-0.0800048195,0.14256862550000002
opex__nor__2,-0.6654208325000001,-0.0173512229,-0.14752020370000002,-0.188346642,-0.0690723906,0.2824876125,-0.331653766,-0.2365154387,0.0042141364,0.12380330910000001
opex__nor__3,-1.0641098351,-0.3440165971,-0.1884635562,-0.0659888257,0.0350324265,0.2313384624,-0.1642738773,-0.22010310260000002,-0.1327951953,0.11416146370000001
opex__paa_amp__1,-0.5262070118000001,0.4776145395,0.037765945200000005,-0.5287878713,-0.10606712300000001,0.34121724340000004,-0.2598233981,-0.036099849100000005,-0.2706704983,0.23262484100000003
opex__paa_amp__2,-0.6887427764,-0.0295075399,-0.3366292138,0.0196978358,-0.08314191180000001,0.1649801958,-0.1002702277,0.2201422381,-0.6381680928,-0.0219620576
opex__paa_amp__3,-0.5280791018000001,0.2825471532,0.1091168827,0.1811659953,-0.030255880500000002,0.0998809329,0.0363657962,0.0965136587,0.44793550390000003,0.1614484475
opex__paa_kan__1,1.2569397714,1.1533597281,0.8711020059000001,1.7213480595,-0.5907121801,-0.9568262894,0.18452007980000001,-0.119101409,0.5336266456000001,-0.2364382355
opex__paa_kan__2,0.8435179424,0.6860023137,0.4035656016,1.6564872252,-0.5373274114000001,-1.0339259494,0.441561425,0.1240700847,0.0079824334,-0.1423702668
opex__paa_kan__3,1.7818957391999999,1.4900944558,0.35417047890000003,1.5717608913999999,-0.5783336185,-1.0327983837,-0.4691041325,-0.5155587688000001,0.5979730631,-0.1634562651
opex__paa_nor__1,-2.4116271899,0.290256241,0.21396165620000002,0.2168776533,0.0407122211,0.1155569052,-0.1869833581,0.328507046,0.024031013,-0.014110153700000001
opex__paa_nor__2,-0.9449408628,-0.3127637962,0.0839066748,-0.1422545606,-0.0296138498,0.17317437100000002,-0.3719520067,0.1762947142,0.2716897189,0.12268127050000001
opex__paa_nor__3,-1.0585094194,0.1507732034,0.6161339325,0.2014249284,0.0195569859,0.1411280922,0.37028107860000004,0.3503579766,-0.7282007816,-0.0052149305
opex__paa_rif__1,2.4427895111,1.5478686109000002,0.4797789025,2.0084936079,-0.7292056332,-1.1104567811,0.0782096202,-0.2999140281,0.9841226041000001,-0.27812726320000003
opex__paa_rif__2,1.8373803898,1.3217256446,0.21830528940000002,1.8938034595,-0.696285915,-0.9396716912,-0.2042013349,-0.1434798417,-0.3175149478,-0.2338669506
opex__paa_rif__3,3.0363468751,1.9113727829,0.0294382389,2.0605422853,-1.0564224947,-1.1558512467,0.0140326372,-0.5482341095000001,-0.35104557880000004,-0.47698047050000003
opex__phenol_amp__1,0.6334393077,1.3937639481000001,1.9190370201,0.43468715900000005,-0.0794728993,-0.4186619053,1.2757828233000001,0.2615455535,0.6751786123,-0.30114314670000003
opex__phenol_amp__2,1.4532367622,1.1778802626,1.4777977142,0.43105457610000003,-0.1805611668,-0.37143963,0.8374398203000001,0.022816547000000003,1.2586557527,-0.21622304450000002
opex__phenol_amp__3,2.2430876347,1.2322535651,1.7585960673,0.5604826816,-0.1544384115,-0.2905520089,1.4839760049000001,0.14322027310000002,-0.8354704420000001,-0.1830535108
opex__phenol_kan__1,2.2980651339,1.6658952196999999,1.9745328575,0.38405635600000004,-0.18919337260000002,-0.1479952695,0.8505375848000001,-0.2223309275,0.046321793,-0.4813839992
opex__phenol_kan__2,1.5594106797,1.3740710467000001,1.9408433286000002,0.0358312542,-0.29911423600000003,-0.3045209883,0.0750174802,0.0749752857,0.5260427307000001,-0.4213635195
opex__phenol_kan__3,1.1743947318,1.2334057302,1.6956363343,0.5522522670000001,-0.163664422,-0.48399901170000004,1.4787887321,0.1732170253,-0.2039967289,-0.5806053135
opex__phenol_nor__1,2.1571474755,1.0555220972,2.186831384,0.9063851323000001,-0.1706452057,-0.2046193965,0.8176396057,0.346582485,-0.6843538674,-0.1049615713
opex__phenol_nor__2,1.1914969942,1.0364249754000001,1.4038703573,0.822714746,-0.0065019301,-0.4031395272,0.4939736538,0.1072366045,0.39273138150000003,-0.2751524749
opex__phenol_nor__3,0.9121341417000001,1.7364633979000001,1.6561192880000002,0.7414614024,-0.18035648640000002,-0.4255893411,1.4644446094,0.4683926286,-0.3630974927,-0.25850524350000004
opex__phenol_rif__1,3.5282394289,1.9511467703,1.3094339323,2.381458618,-1.1344697468,-1.4351517334000001,1.0888291847,-0.479230786,-0.0179253262,-0.4526876353
opex__phenol_rif__2,3.0738559893,2.6948376767999997,1.4799457537,2.0486431661,-0.9830774505000001,-1.39720285,1.0614561637,-0.0028479629,-0.6824019279,-0.12369815690000001
opex__phenol_rif__3,3.8356009768,2.6064923597,2.2629873698000003,2.0473322778,-1.1040875946,-1.4420147023,1.1084756245,-0.1658786465,-1.1360763312,-0.21202969670000002
opex__pvpi_amp__1,0.3086210244,0.4441036215,0.2672934005,0.0068910175,-0.0633550417,0.26402431860000003,0.1094823703,-0.0397418659,-0.8745659639000001,0.1391818165
opex__pvpi_amp__2,-0.9109724575,0.1309322662,-0.5105929115,-0.2210077698,-0.0233358193,0.0548648522,-0.5797969299,-0.1179446096,0.1636027472,-0.0639225928
opex__pvpi_amp__3,-1.6349471904000001,0.2242184328,-0.5201385067000001,0.1817755285,-0.0186793965,0.24889088510000001,-0.4281783074,-0.0527826593,-0.16983925390000001,0.0697663239
opex__pvpi_kan__1,0.4320206647,-0.0673102458,0.4007069385,9.57349e-05,-0.010088120800000001,0.1495234466,0.3025729143,-0.11058463780000001,0.2864133265,-0.0465531633
opex__pvpi_kan__2,-0.3012096019,-0.016096129100000002,-0.5866749266,-0.1622285205,-0.0220803095,0.13447800170000002,0.34205278850000004,-0.1565136567,-0.2325315195,0.0190727985
opex__pvpi_kan__3,0.3450609087,0.22720966480000002,0.1031769887,-0.4048199135,-0.006971406,0.2760432527,-0.0327041296,-0.12906845890000002,0.3187559128,0.1516056878
opex__pvpi_nor__1,-1.0242235393,-0.7825461869,0.0433244361,-0.0851874444,0.0043966387,0.1374069349,0.24574895970000002,-0.2105805453,0.2467883766,0.1005279486
opex__pvpi_nor__2,-0.395144667,0.0969050048,-0.9204952918,0.1924743439,0.1668676485,0.2579008282,0.7943742131,-0.3080714573,0.6808087614,0.11899765720000001
opex__pvpi_nor__3,0.4589031376,0.2528367373,0.2268894517,0.037102082700000004,0.1832898366,0.0965690575,0.1682006299,-0.11237660390000001,-0.1482421082,0.14767448190000002
opex__pvpi_rif__1,2.9089700426,1.7686835464000001,0.8123800717,2.0417182489,-0.8509373182000001,-1.5130469179000001,0.5895800007,-0.4967893231,0.1872561885,-0.1150861504
opex__pvpi_rif__2,4.0309409,2.0448977503,0.9613256928,2.0602563744,-1.0133410348,-1.3183926436,0.4973758545,-0.5093192857000001,0.7538558815,-0.2665517542
opex__pvpi_rif__3,3.0080463042,1.9076912336,1.3154300343,2.0621100145,-0.8552114418000001,-1.4938343663,0.7859904938000001,-0.3969276883,-0.2194092466,-0.42588176800000005
