,A,CreB
ml_abx__dox__3,0.5426642336,-0.8615938625
ml_abx__glob__1,1.5784035711,-0.0974524769
ml_abx__glob__2,0.9250790934,-0.1374249249
ml_abx__glob__3,0.5726826365000001,-0.3359939594
ml_abx__lvx__1,1.2407059281000001,-0.845461628
ml_abx__lvx__2,0.7535265953,-0.9280755517
ml_abx__lvx__3,0.9255877424000001,-1.4053827322
ml_abx__mec__1,0.0028314523,-0.1891542849
ml_abx__mec__2,-0.5140863676,-0.1242597507
ml_abx__mec__3,-0.23455617720000002,-0.3261977848
ml_abx__mem__1,0.5968617561,-0.0240636964
ml_abx__mem__2,0.4783244377,0.0315153057
ml_abx__mem__3,0.2176715714,-0.620233488
ml_abx__nit__1,1.6463101519,0.2150061761
ml_abx__nit__2,1.2279366436,0.098304923
ml_abx__nit__3,1.179890646,-0.2360060705
ml_abx__ntx__1,11.27095625,-0.5138885558
ml_abx__ntx__2,13.4829066985,0.1446742818
ml_abx__nor__1,1.0134773853,-1.3792758848
ml_abx__nor__2,1.072040738,-1.5968447437000002
ml_abx__nor__3,0.9996550432,-1.5600068699
ml_abx__pb__1,0.4974234346,0.2497759001
ml_abx__pb__2,-0.12814669080000002,-0.0730760634
ml_abx__pb__3,-0.001170889,-0.1320674538
ml_abx__tmp__1,1.938115449,-0.4763121678
ml_abx__tmp__2,3.7424259207,-0.9310032618
ml_abx__tmp__3,3.2993969086,-0.7008993578
mut_abx__del_mutS_000nor__1,-1.028077917,-0.5213624749
mut_abx__del_mutS_000nor__2,0.17143902500000002,-0.0780671024
mut_abx__del_mutS_000nor__3,0.8566388921,0.5994295773
mut_abx__del_mutS_125nor__1,-1.2230815242,-0.6175391021000001
mut_abx__del_mutS_125nor__2,-1.7148697623,-0.8973342448
mut_abx__del_mutS_125nor__3,-2.3612201107,-0.9868032152
mut_abx__del_mutS_250nor__1,-2.4629850475,-0.8213192153000001
mut_abx__del_mutS_250nor__2,-1.0728459991000001,-0.3588075102
mut_abx__del_mutS_250nor__3,-2.8594891485,-0.6206754863
mut_abx__del_mutS_375nor__1,-2.4657850186,-0.3568242737
mut_abx__del_mutS_375nor__2,-0.7465043333,0.1348178907
mut_abx__del_mutS_375nor__3,-2.1273822668,-0.7420762706
mut_abx__del_mutS_500nor__1,-1.674684101,-0.5603907771000001
mut_abx__del_mutS_500nor__2,-2.0861736841,-0.3313438956
mut_abx__del_mutS_500nor__3,-1.8009399932,-0.31460347180000003
mut_abx__del_mutS_625nor__1,-0.8104990613,0.41275980500000004
mut_abx__del_mutS_625nor__2,-1.5025295104,-0.021820033200000002
mut_abx__del_mutS_625nor__3,-1.5670623593,-0.3121099752
mut_abx__del_mutS_750nor__1,-1.5834803046,-0.317758879
mut_abx__del_mutS_750nor__2,-1.0917297218,-0.0478355925
mut_abx__del_mutS_750nor__3,-1.6997167888,-0.298607002
mut_abx__del_mutS_875nor__1,-0.7585374825000001,0.0814688376
mut_abx__del_mutS_875nor__2,-1.1728358167,-0.3718273266
mut_abx__del_mutS_875nor__3,-0.8405941002,-0.0711890422
nit_yeaG__wt_Nminus__1,0.3275987244,-0.0186573646
nit_yeaG__wt_Nminus__2,-0.3275987244,0.0186573646
nit_yeaG__wt_Nplus__1,-0.9302713305,-0.4400369108
nit_yeaG__wt_Nplus__2,-4.3865271554,-0.449753037
nit_yeaG__del_yeaG_Nminus_24h__1,-0.8252585707000001,-0.15326640500000002
nit_yeaG__del_yeaG_Nminus_24h__2,-3.6293779497000003,0.0582241665
nit_yeaG__del_yeaG_Nminus_24h__3,-1.2892333099,0.0420414011
nit_yeaG__del_yeaG_Nminus__1,0.5943211816,-0.428752889
nit_yeaG__del_yeaG_Nminus__2,-0.0717804729,-0.1492047444
nit_yeaG__del_yeaG_Nplus__1,-1.3944131199,-0.6478464150000001
nit_yeaG__del_yeaG_Nplus__2,-4.1992742514,-0.5845019008
opex__amp__1,1.8482295698,0.2043932383
opex__amp__2,1.9814884325,0.2588996015
opex__amp__3,1.6780000359,-0.23173968120000002
opex__bak_amp__1,3.5382275232,-0.1634704442
opex__bak_amp__2,0.5486145591,0.0160271781
opex__bak_amp__3,0.010182670900000001,0.1881664176
opex__bak_kan__1,-0.7209819544,0.0290549144
opex__bak_kan__2,1.0306488969,0.053754933500000004
opex__bak_kan__3,-0.18279542810000002,0.027545080200000002
opex__bak_nor__1,-0.4319812645,0.33808684240000003
opex__bak_nor__2,-0.5231992114,0.0165026333
opex__bak_nor__3,-0.5560176768,0.10786977260000001
opex__bak_rif__1,1.2835023935,-0.4346217538
opex__bak_rif__2,0.0992184952,-0.0237201364
opex__bak_rif__3,1.3959535395,-0.264723129
opex__chx_amp__1,0.8937447791,-0.1191324342
opex__chx_amp__2,1.1961174284,0.12712272330000002
opex__chx_amp__3,1.3509034147,-0.0074449621
opex__chx_kan__1,0.773932711,-0.1452574002
opex__chx_kan__2,0.9718625793000001,0.12166539250000001
opex__chx_kan__3,0.3562795268,-0.3146152407
opex__chx_nor__1,0.6036473653000001,-0.044848851700000004
opex__chx_nor__2,0.6949948992,-0.2013071789
opex__chx_nor__3,1.2409999828,-0.0965415928
opex__chx_rif__1,1.335338363,0.1280174889
opex__chx_rif__2,1.1448802018,0.0168894081
opex__chx_rif__3,0.5139532688,0.0860472901
opex__ctrl__1,-0.0572829116,-0.11822892730000001
opex__ctrl__2,-0.4507969858,0.1401665667
opex__ctrl__3,0.5080798974,-0.0219376394
opex__etoh_amp__1,1.4429811831000001,-0.21624330190000002
opex__etoh_amp__2,1.7132326304,0.0236739429
opex__etoh_amp__3,1.9855682071,-0.09419663830000001
opex__etoh_kan__1,1.0895509054999999,0.0760238229
opex__etoh_kan__2,0.4606890214,-0.2363357287
opex__etoh_kan__3,1.0618818624,-0.1558396024
opex__etoh_nor__1,0.7071080568,0.0081555927
opex__etoh_nor__2,1.4587933355,-0.2729415182
opex__etoh_nor__3,1.3996083043,0.0846273323
opex__etoh_rif__1,0.7964705391,-0.5058979834
opex__etoh_rif__2,0.8208221996,-0.2718030204
opex__etoh_rif__3,1.1242594483,-0.34842738
opex__glual_amp__1,3.989507376,0.014501845900000001
opex__glual_amp__2,3.991053531,-0.0344529668
opex__glual_amp__3,4.2151372003,-0.0843347864
opex__glual_kan__1,0.8835477638,-0.098555479
opex__glual_kan__2,1.2170507059,-0.1029537268
opex__glual_kan__3,0.9232800296,-0.2694412366
opex__glual_nor__1,1.028786194,-0.1865037366
opex__glual_nor__2,1.1738883274,-0.0958307043
opex__glual_nor__3,0.5053071563,-0.08955060270000001
opex__glual_rif__1,0.1340573471,-0.5014538347
opex__glual_rif__2,0.8142850278,-0.1658328604
opex__glual_rif__3,0.5205960036,-0.5387290357
opex__h2o2_amp__1,1.5266418088,-0.3624962746
opex__h2o2_amp__2,2.2405850758,-0.31273308240000003
opex__h2o2_amp__3,2.1191912959,-0.4823742876
opex__h2o2_kan__1,0.19464797890000002,-0.4764791199
opex__h2o2_kan__2,0.801922189,-0.21291741400000003
opex__h2o2_kan__3,1.327723612,-0.2140221321
opex__h2o2_nor__1,0.06798205360000001,-0.3727235739
opex__h2o2_nor__2,0.5689171377000001,-0.6027056093000001
opex__h2o2_nor__3,1.5519104263,-0.6241334819000001
opex__h2o2_rif__1,2.404802024,-0.8542689802000001
opex__h2o2_rif__2,2.5734162732,-0.6046170684000001
opex__h2o2_rif__3,1.8940138604,-0.5645885567
opex__ippoh_amp__1,-1.1257419180000001,-0.1266614508
opex__ippoh_amp__2,-1.3507484584,0.234336129
opex__ippoh_amp__3,-0.2956280224,0.0207394685
opex__ippoh_kan__1,-1.1073473912,-0.0227751741
opex__ippoh_kan__2,0.20782771090000002,0.0317638127
opex__ippoh_kan__3,-1.3640267756,0.069127319
opex__ippoh_nor__1,-0.7648948709000001,0.244794643
opex__ippoh_nor__2,-1.4385730545,0.0113650235
opex__ippoh_nor__3,1.4306782528,0.418062121
opex__ippoh_rif__1,-1.823069576,-0.3376684453
opex__ippoh_rif__2,-1.8283212720000002,-0.17326084320000001
opex__ippoh_rif__3,-2.7925797428,-0.5989136180000001
opex__kan__1,0.3312015291,-0.1606257271
opex__kan__2,0.8703042190000001,0.0884841326
opex__kan__3,1.177383274,0.0415414946
opex__nor__1,0.7702277347,-0.1862668768
opex__nor__2,0.4087503919,-0.1693191338
opex__nor__3,0.32663253810000004,-0.2114040287
opex__paa_amp__1,3.0620781693,-0.0091676424
opex__paa_amp__2,2.8080074425,0.3182174808
opex__paa_amp__3,3.3122279057,-0.1169880029
opex__paa_kan__1,1.162715896,-0.16720892880000002
opex__paa_kan__2,0.4703933528,-0.20653547700000002
opex__paa_kan__3,0.6976203761,-0.5360944571
opex__paa_nor__1,2.3143468834,-0.1648489313
opex__paa_nor__2,3.133144826,0.2999989664
opex__paa_nor__3,2.249230923,0.185705993
opex__paa_rif__1,1.1650370409,-0.5249771601000001
opex__paa_rif__2,1.2374731306,-0.24529788300000002
opex__paa_rif__3,1.5071053788,-0.8869904581
opex__phenol_amp__1,0.1560377367,0.07295935270000001
opex__phenol_amp__2,0.17644821530000002,-0.0392088982
opex__phenol_amp__3,-1.3699437586,-0.2082608401
opex__phenol_kan__1,-0.1000222888,-0.31915756710000004
opex__phenol_kan__2,-1.6058705500000001,-0.9138926344
opex__phenol_kan__3,0.7869452967,-0.0128607828
opex__phenol_nor__1,-0.3034009089,-0.35194249800000005
opex__phenol_nor__2,-1.830031739,-0.36360763020000003
opex__phenol_nor__3,-1.0181283951,-0.2383961265
opex__phenol_rif__1,0.47662737990000004,-0.6101801147
opex__phenol_rif__2,0.15270174490000002,-0.6703421508
opex__phenol_rif__3,-1.577435442,-0.3311324466
opex__pvpi_amp__1,2.4932048943,0.0399845849
opex__pvpi_amp__2,2.4156599003,-0.1145755235
opex__pvpi_amp__3,2.1308216246,0.11865737950000001
opex__pvpi_kan__1,0.7883595903,0.1723041987
opex__pvpi_kan__2,0.360860548,-0.0174974731
opex__pvpi_kan__3,0.7038230838,0.2353607556
opex__pvpi_nor__1,1.592456292,-0.0801455662
opex__pvpi_nor__2,1.3863162728,-0.1055097093
opex__pvpi_nor__3,1.2690914917,-0.2152013593
opex__pvpi_rif__1,1.606093682,-0.18020153300000002
opex__pvpi_rif__2,1.8710299374,-0.5327345948000001
opex__pvpi_rif__3,1.2262379656,-0.3511095361
opex__rif__1,1.7470746386,-0.7453120291
opex__rif__2,1.4835823017,-0.1584176048
opex__rif__3,1.4497687045,-0.3767559452
opex__naocl_amp__1,0.3496608178,0.0808534737
opex__naocl_amp__2,1.2741559749,0.0569493141
opex__naocl_amp__3,0.5686944013,0.046110736400000005
opex__naocl_kan__1,1.1340644556,0.2457338756
opex__naocl_kan__2,0.3351276161,0.3617503609
opex__naocl_kan__3,0.2780894416,-0.14367344840000001
opex__naocl_nor__1,1.5494389952,0.0077632508000000005
opex__naocl_nor__2,0.655837451,0.2572158969
opex__naocl_nor__3,0.932492125,0.1982498583
opex__naocl_rif__1,0.6900256423000001,0.0451198035
opex__naocl_rif__2,0.8549914644000001,0.032700931100000004
opex__naocl_rif__3,1.0794915424,-0.5316005140000001
phage_lysogen__wt_ctrl__1,-0.0501470745,-0.0903481493
phage_lysogen__wt_ctrl__2,0.1030105494,-0.072506743
phage_lysogen__wt_ctrl__3,-0.0528634749,0.1628548923
phage_lysogen__O104_H4__1,0.17768601420000002,-0.17894005740000002
phage_lysogen__O104_H4__2,-0.20598620980000001,0.053750661500000005
phage_lysogen__O104_H4__3,-0.3492942899,0.2417484073
phage_lysogen__O157_H7_PA8__1,0.0807932662,-0.2644348043
phage_lysogen__O157_H7_PA8__2,-0.34904859190000004,-0.0755316741
phage_lysogen__O157_H7_PA8__3,-0.4112884217,-0.019073227300000002
phage_resist__ygbE_oe__1,0.7544288033000001,0.24357096990000002
phage_resist__wt__1,0.22067531310000002,-0.41013843910000003
phage_resist__wt__2,-0.0212921527,0.0335139968
phage_resist__wt__3,-0.0435487222,0.1970299351
phage_resist__wt__4,-0.15583443830000002,0.1795945072
phage_resist__ygbE_oe__2,1.059125404,0.0901182749
phage_resist__ygbE_oe__3,0.9347387548,0.2570897132
phage_resist__ygbE_oe__4,1.0639161676,0.2283074807
phage_resist__yahA_oe__1,-0.0307419708,0.09830651080000001
phage_resist__yahA_oe__2,0.0606452293,0.0896667663
phage_resist__yahA_oe__3,-0.039059812900000004,0.2228651103
phage_resist__yrfF_ko__1,-0.3296148913,-0.0412531592
phage_resist__yrfF_ko__2,-0.2852288011,0.4162489838
phage_resist__yrfF_ko__3,-0.051961718100000005,-0.0099413663
pollution__wt_ctrl__1,0.36475958340000003,-0.0575812652
pollution__wt_ctrl__2,-0.2600868689,-0.17784043230000002
pollution__wt_ctrl__3,-0.1046727145,0.2354216975
pollution__wt_urban__1,-0.1596720452,-0.6997327139
pollution__wt_urban__2,-0.2807555011,-0.2144289848
pollution__wt_urban__3,-0.4531116784,-0.8081748141
pollution__wt_diesel__1,-0.3230415071,0.1814267451
pollution__wt_diesel__2,-0.5448277255,0.1240939415
pollution__wt_diesel__3,-0.6479324279,0.20951073050000002
pollution__evo_diesel__1,-1.4677581589,-0.1193751772
pollution__evo_diesel__2,0.2738290802,-0.6991835211
pollution__evo_diesel__3,-0.5180051681,-0.3203887488
ppGpp__wt_relAtrunc_00m__1,-0.0459350846,-0.18633240580000002
ppGpp__wt_relAtrunc_00m__2,0.5007180327,-0.1255939004
ppGpp__mut_delrelA_10m__1,0.0605255835,-0.47264672290000004
ppGpp__mut_delrelA_05m__1,0.2023443011,-0.5331637136
ppGpp__mut_delrelA_10m__2,0.1444507958,-0.4725631437
ppGpp__mut_delrelA_10m__3,0.924007648,-0.5112942497
ppGpp__mut_delrelA_00m__1,-0.056780866000000006,-0.5845400841
ppGpp__mut_delrelA_00m__2,-0.30145905030000003,-0.5597961242
ppGpp__mut_delrelA_05m__2,-0.18010218900000002,-0.768798227
ppGpp__mut_delrelA_05m__3,-0.0153028911,-0.7243015006
ppGpp__mut_delrelA_00m__3,-0.6025501586,-0.5515751171000001
ppGpp__wt_delrelA_10m__1,1.7906824957,0.8377831624000001
ppGpp__wt_delrelA_05m__1,1.5119462611999999,1.1519329052
ppGpp__wt_delrelA_05m__2,1.0151215897,1.294966651
ppGpp__wt_delrelA_10m__2,1.8311940649,1.163408905
ppGpp__wt_delrelA_10m__3,1.6413582475,0.8867869731
ppGpp__wt_delrelA_00m__1,-0.2722161019,0.0246995481
ppGpp__wt_delrelA_00m__2,0.0226321164,-0.17157912
ppGpp__wt_delrelA_05m__3,1.3281707302,1.1366593411
ppGpp__wt_delrelA_00m__3,0.24958398550000002,0.1468795719
ppGpp__mut_relAtrunc_10m__1,-0.36188841110000003,-0.5332540751
ppGpp__mut_relAtrunc_05m__1,0.1805317992,-0.9761781126
ppGpp__mut_relAtrunc_05m__2,0.1850656456,-0.5925582578
ppGpp__wt_relAtrunc_10m__1,0.0399623371,-0.3761212264
ppGpp__wt_relAtrunc_10m__2,0.2895801832,-0.2113113909
ppGpp__wt_relAtrunc_10m__3,0.4424051416,-0.2649766495
ppGpp__mut_relAtrunc_00m__1,0.2899158054,-0.40327951980000004
ppGpp__wt_relAtrunc_00m__3,0.5176536165,-0.1097456428
ppGpp__wt_relAtrunc_05m__1,-0.0575140831,-0.3576817801
ppGpp__wt_relAtrunc_05m__2,0.1195904156,-0.3977630667
ppGpp__wt_relAtrunc_05m__3,0.3778365381,-0.46720575900000005
ppGpp__mut_relAtrunc_00m__2,-0.9513564589,-0.8380703756000001
ppGpp__mut_relAtrunc_00m__3,0.0420026489,-0.8744008245
ppGpp__mut_relAtrunc_10m__2,0.4555635099,-0.7951179379000001
ppGpp__mut_relAtrunc_05m__3,-0.4627747425,-0.6734546709
ppGpp__mut_relAtrunc_10m__3,0.12142211080000001,-0.5385641262
pressure__high_pressure__1,-0.2639941524,-0.23683279810000002
pressure__high_pressure__2,0.1117198185,-0.4723193155
pressure__low_pressure__1,0.0663172862,-0.13942840950000002
pressure__low_pressure__2,-0.0663172862,0.13942840950000002
quantum_dots__ctrl__1,0.2755820081,0.0137717554
quantum_dots__ctrl__2,-0.2755820081,-0.0137717554
quantum_dots__cdte_light__1,-0.2766779426,0.259275228
quantum_dots__cdte_light__2,-0.5683966,0.44100753810000004
quantum_dots__cdte_dark__1,-0.2574053811,0.1136472102
quantum_dots__cdte_dark__2,0.0346296638,0.41488019460000003
quantum_dots__cdse_light__1,0.1793444144,0.17482211390000002
quantum_dots__cdse_light__2,-0.43714996040000004,0.31891505670000003
quantum_dots__cdse_dark__1,-0.3832479887,0.4735359686
quantum_dots__cdse_dark__2,0.09808593580000001,0.5646830693
raman__wt__1,0.6353287962,0.0631718492
raman__del_cyaA__1,-0.7380897949,-0.3594267575
raman__del_cyaA_01mM__1,-0.9852243398,-0.0694779974
raman__del_cyaA_05mM__1,-0.30429551920000003,0.3011898275
raman__del_cyaA_1mM__1,-1.0407876714,0.0800225889
raman__wt__2,-0.0926760336,-0.1635906856
raman__del_cyaA__2,-1.3442162021000001,-0.2215092075
raman__del_cyaA_01mM__2,-1.1906079625000001,-0.1074587749
raman__del_cyaA_05mM__2,-0.7166615916,0.1879076235
raman__del_cyaA_1mM__2,-0.9059908361000001,-0.4277024138
raman__wt__3,-0.5426527626000001,0.10041883630000001
raman__del_cyaA__3,-1.5365728841,-0.17683897780000002
raman__del_cyaA_01mM__3,-1.6513849399,-0.0789067484
raman__del_cyaA_05mM__3,-0.47509400350000003,0.2810307421
raman__del_cyaA_1mM__3,-0.9953861973,-0.0547630328
rand_barrel__mut_nanE__1,-0.1173710015,-0.0700364359
rand_barrel__mut_nanE__2,1.368287252,0.26915849740000003
rand_barrel__mut_nanE__3,1.064764817,0.5337797265
rand_barrel__mut_pdxJ_1__1,1.0131379016,0.279973426
rand_barrel__mut_pdxJ_1__2,1.2430269853,-0.0084018527
rand_barrel__mut_pdxJ_1__3,-0.0805174003,0.5928888989000001
rand_barrel__mut_pdxJ_2__1,1.0922991249,0.13354316400000002
rand_barrel__mut_pdxJ_2__2,-0.2274629957,0.07662645030000001
rand_barrel__mut_pdxJ_3__1,0.4991331406,0.1860999481
rand_barrel__mut_pdxJ_3__2,1.1489410607,0.1100938679
rand_barrel__del_serB__1,1.8480821045,0.047406243
rand_barrel__del_serB__2,-1.8480821045,-0.047406243
rockhopper__CV104_pHDB3__1,-2.8070150886,-1.441209239
rockhopper__CV104_pHDB3__2,-3.0827171053,-1.2191459073
rockhopper__CV104_pHDB3__3,-2.9982202346,-1.4265686972
rockhopper__CV104_pLCV1__1,-3.1198679891,-1.3095617099
rockhopper__CV104_pLCV1__2,-2.4892516424,-1.2826702961
rockhopper__CV104_pLCV1__3,-3.0473058502,-1.3815216461
rockhopper__wt_lb__1,-2.9261562061,-1.6748522783
rockhopper__wt_lb__2,-3.2927585594,-1.3858213709
rockhopper__wt_lb__3,-2.9949489047,-1.9504039412
rockhopper__wt_lb_aMG__1,-3.496729667,-1.5836481239
rockhopper__wt_lb_aMG__2,-3.4830215927,-1.5453964702
rockhopper__wt_lb_aMG__3,-3.1456025558,-1.5206655576
rockhopper__del_sgrR_lb_aMG__1,-2.932276171,-1.7039874813
rockhopper__del_sgrR_lb_aMG__2,-3.7748467878,-2.0010520257
rockhopper__del_sgrR_lb_aMG__3,-3.1343088352,-1.5639144421
rockhopper__del_sgrS_glyc_aMG__1,-0.417122435,-1.5635477227
rockhopper__del_sgrS_glyc_aMG__2,0.7824456977,-1.8350423763
rockhopper__del_sgrS_glyc_aMG__3,0.9324814098,-2.9874602442000002
rockhopper__del_sgrS_glyc__1,-2.2430832637,-1.9630297854
rockhopper__del_sgrS_glyc__2,-3.035180184,-2.358269782
rockhopper__del_sgrS_glyc__3,-2.1269183555,-1.4053844491
rockhopper__wt_lb_aMG__4,-2.5134722968,-1.8961792254
rockhopper__wt_lb_aMG__5,-2.4930170628,-1.9168909112999999
rockhopper__wt_lb_aMG__6,-2.5652757554,-1.4404575863
rockhopper__wt_glyc_aMG__1,-1.0868230243,-1.5889806216
rockhopper__wt_glyc_aMG__2,-0.0781561417,-2.8356224768000002
rockhopper__wt_glyc_aMG__3,1.2679700091,-1.5192985010000002
rockhopper__wt_glyc__1,-2.5095095298,-1.8267589612
rockhopper__wt_glyc__2,-1.8431094776,-2.1454973829
rockhopper__wt_glyc__3,-2.6689860420000002,-2.0804382067
rockhopper__CV108_glyc_aMG__1,-1.9061469875000001,-1.6725643998000002
rockhopper__CV108_glyc_aMG__2,-0.133714873,-1.9293572726
rockhopper__CV108_glyc_aMG__3,-1.3799810733,-2.7222457784
rockhopper__wt_glyc__4,0.6358463050000001,0.0983932301
rockhopper__wt_glyc__5,-1.3065007351,-1.7887388768
rockhopper__wt_glyc__6,1.6469389737,1.5037800975
rockhopper__wt_glyc_aMG__4,0.18751815300000002,-0.1961559987
rockhopper__wt_glyc_aMG__5,-1.5403460183000002,-1.7012092641
rockhopper__wt_glyc_aMG__6,-0.9804813164,-2.0676720915
rockhopper__wt_glyc__7,0.9695481014,1.1806022333
rockhopper__wt_glyc__8,-0.13029781070000002,0.3934482026
rockhopper__wt_glyc__9,1.1847790524,1.3070925872
rockhopper__wt_glyc__10,1.8966728412,1.7603883838
rockhopper__wt_glyc__11,1.2719783273,0.9168307304000001
rockhopper__wt_glyc__12,0.8526399944,0.6808979628
rpoD__wt__1,-0.4669017828,-0.2929834964
rpoD__wt__2,0.6342037274,0.1416206832
rpoD__rpoD_mut__1,1.3716406287,1.4118595133
rpoD__rpoD_mut__2,2.7008235896,1.7558633308
rpoD__rpoD_mut__3,0.4372602614,1.4252012664
rpoD__wt__3,-0.1673019446,0.1513628132
rpoN_peptide__ctrl__1,-0.012924102500000001,0.037438904200000005
rpoN_peptide__ctrl__2,-0.020588313900000002,-0.0137363173
rpoN_peptide__ctrl__3,0.0335124164,-0.0237025869
rpoN_peptide__nminus__1,-0.0150317282,0.0804815675
rpoN_peptide__nminus__2,-0.11027213320000001,0.1044613166
rpoN_peptide__nminus__3,0.2541483244,-0.0538064978
rpoN_peptide__nplus__1,-2.1727969803000002,0.3118847549
rpoN_peptide__nplus__2,-2.3458906622,0.3444994415
rpoN_peptide__nplus__3,-2.1971650367,0.3231717498
rpoN_peptide__s54_wt__1,-0.1014313855,-0.1200407409
rpoN_peptide__s54_wt__2,-0.2020424298,-0.1754348288
rpoN_peptide__s54_wt__3,-0.4221292582,-0.2713148145
rsd__wt_ee__1,0.1709470042,0.14528488950000001
rsd__wt_ee__2,-0.1709470042,-0.14528488950000001
rsd__del_rsd_ee__1,0.1300275841,0.23658366190000002
rsd__del_rsd_ee__2,0.1152198776,-0.0942361919
rsd__del_ssrS_ee__1,0.2798351422,0.6859052857
rsd__del_ssrS_ee__2,0.4151211925,0.6620535034
rsd__del_rsd_ssrS_ee__1,0.2051916152,1.1267614547
rsd__del_rsd_ssrS_ee__2,0.2504849966,1.3391564515
rsd__del_rpoS_ee__1,0.3570002552,1.1378713112
rsd__del_rpoS_ee__2,0.1277078402,0.7598044445000001
rsd__wt_me__1,-0.0156739565,0.16934209800000002
rsd__wt_me__2,0.2082527885,0.3140655314
rsd__del_rpoS_me__1,1.0730871705,0.5879459085000001
rsd__del_rpoS_me__2,1.8448089538999999,1.3170487681
rsd__wt_ts__1,-0.5888601567,-0.043315227000000005
rsd__wt_ts__2,-0.9534430723,-0.1419199834
rsd__del_rsd_ssrS_ts__1,-0.5322998777,0.5722958617
rsd__del_rsd_ssrS_ts__2,-1.0385991095,0.6608052324
rsd__del_rpoS_ts__1,1.8100446261,0.8355459208
rsd__del_rpoS_ts__2,1.5143025558,0.9075195535
rsd__wt_s__1,-0.55511616,0.1748244786
rsd__wt_s__2,-0.5951315997000001,0.051773409900000004
rsd__del_rsd_s__1,-0.5101946335,-0.445342726
rsd__del_rsd_s__2,-0.09112343590000001,-0.0030572073000000003
rsd__del_rsd_ssrS_s__1,0.17593151740000001,0.1819047206
rsd__del_rsd_ssrS_s__2,0.6107154837000001,0.2757787241
rsd__del_rsd_ls__1,-0.460084227,-0.38617644230000003
rsd__del_rsd_ls__2,-0.2836131229,0.22188510250000001
rsd__del_ssrS_ls__1,-0.0308393786,-0.3264959146
rsd__del_ssrS_ls__2,-0.6022899703,-0.7565441899
rsd__del_rsd_ssrS_ls__1,0.1959592544,0.9948341148000001
rsd__del_rsd_ssrS_ls__2,0.16180433660000001,0.7623140229
rsd__del_rpoS_ls__1,0.5013149457,0.0417715835
rsd__del_rpoS_ls__2,0.5722395125,0.6293312976000001
sdsR_ryeA__wt_3h__1,0.2933356214,0.363924666
sdsR_ryeA__wt_8h__1,-0.4864409719,-0.8072436845000001
sdsR_ryeA__wt_3h__2,-0.2933356214,-0.363924666
sdsR_ryeA__wt_8h__2,-0.4964540209,-1.347886488
starve_series__t00_growth1__1,-0.19056473610000002,-0.0297598021
starve_series__t00_growth1__2,-0.23331491540000002,0.1136708663
starve_series__t00_growth1__3,0.43274524350000004,-0.18695359250000002
starve_series__t00_growth1__4,-0.008865592,0.1030425283
starve_series__t01_starve__1,-1.1023054412,-1.0295949712
starve_series__t01_starve__2,-1.1767637884,-0.8498431864
starve_series__t02_starve__1,-0.7229394704000001,-1.5721814129
starve_series__t02_starve__2,-1.2079123852,-1.689646014
starve_series__t03_starve__1,-0.8401452558,-2.0489620954
starve_series__t03_starve__2,-1.2820993643,-1.6508107175
starve_series__t04_starve__1,-0.8425645647000001,-2.0695452738
starve_series__t04_starve__2,-0.975822218,-1.7735083945999999
starve_series__t05_starve__1,-1.7145043495,-2.3018792137
starve_series__t05_starve__2,-2.50596839,-2.3992996273
starve_series__t06_starve__1,-1.9753667896,-2.1670286138
starve_series__t06_starve__2,-1.7007549307,-1.7376939849
starve_series__t07_starve__1,-2.2921641923,-2.5363701234000002
starve_series__t07_starve__2,-1.62722932,-2.2150164634
starve_series__t08_starve__1,-2.3262932468,-1.9841691028000001
starve_series__t08_starve__2,-1.6249547375,-2.7073705805
starve_series__t09_starve__1,-1.8941428762,-2.2244451286
starve_series__t09_starve__2,-1.6133621432,-2.9168888637
starve_series__t10_starve__1,-2.7499371556,-2.6066910585
starve_series__t10_starve__2,-2.6136490448,-2.8844908016
starve_series__t11_starve__1,-3.1588897062,-2.1143571471
starve_series__t11_starve__2,-3.0669846202,-2.4937778822
starve_series__t12_starve__1,-2.3752664788,-2.6879050378000002
starve_series__t12_starve__2,-2.8722601032,-2.8207987338000002
starve_series__t14_starve__1,-2.4419112229,-2.4788861375
starve_series__t14_starve__2,-3.2882846954,-2.2443254902
starve_series__t16_starve__1,-2.3386125219,-2.9283480761
starve_series__t16_starve__2,-2.6696496781,-2.4275840222
starve_series__t17_starve__1,-2.4671152375,-2.2434112905
starve_series__t17_starve__2,-2.5969005781,-1.8231614582
starve_series__t18_starve__1,-2.1562642207,-2.9565934042
starve_series__t18_starve__2,-1.9323709117,-2.1396178888
starve_series__t20_starve__1,-2.1311347796,-0.19203105850000002
starve_series__t20_starve__2,-2.6210217141000003,0.0691375848
starve_series__t21_growth2__1,-2.5804093715,-0.3895504718
starve_series__t21_growth2__2,-2.1076343539,-0.1203733377
starve_series__t22_growth2__1,0.2061573002,0.6471133269
starve_series__t22_growth2__2,-1.1548211031,0.4415804419
starve_series__t23_growth2__1,-1.3681452132,0.20279995080000002
starve_series__t23_growth2__2,-1.3852102324,0.1044094587
starve_series__t25_growth2__1,-2.1176328833999998,0.2376848518
starve_series__t25_growth2__2,-2.2208350304,0.3338973884
starve_series__t26_growth2__1,-2.0622386389,-0.1484284882
starve_series__t26_growth2__2,-2.9223051915,-0.28623813600000003
starve_series__t27_growth2__1,-1.7408999728999999,-0.4415415331
starve_series__t27_growth2__2,-1.5035573529000001,-0.19512157260000002
