,A,FhlA,RpoN
opex__naocl_kan__3,-0.4896970158,-0.5557192388000001,0.0260390629
opex__naocl_nor__1,-0.7799587736,-0.2997433895,0.008676128600000001
opex__naocl_nor__2,-0.2648145799,-0.3562498948,-0.08792464650000001
opex__naocl_nor__3,-0.9004770609,-0.3279105091,0.044568263000000004
opex__naocl_rif__1,0.9215423955000001,0.558583328,0.5317595693
opex__naocl_rif__2,1.8640608135,0.6441359547000001,0.5614332475
opex__naocl_rif__3,0.41162232530000004,0.17750131260000002,0.46119370540000004
phage_lysogen__wt_ctrl__1,0.0360764422,-0.0491490087,-0.1379272011
phage_lysogen__wt_ctrl__2,0.4269538363,-0.10646838010000001,-0.08472844730000001
phage_lysogen__wt_ctrl__3,-0.4630302785,0.1556173888,0.22265564840000002
phage_lysogen__O104_H4__1,0.3949381548,-0.07534802040000001,-0.22604519250000002
phage_lysogen__O104_H4__2,-0.3203266877,0.1115425473,-0.0442741315
phage_lysogen__O104_H4__3,-0.621331164,0.45825182610000004,0.3591114408
phage_lysogen__O157_H7_PA8__1,0.20718168920000002,0.0722089363,-0.3076296274
phage_lysogen__O157_H7_PA8__2,-0.22354007780000001,0.0094818474,0.0879038506
phage_lysogen__O157_H7_PA8__3,-0.3643165464,0.5532685269000001,0.5254282196
phage_resist__ygbE_oe__1,0.8743029398000001,1.9078425261,-0.1132155326
phage_resist__wt__1,1.0039919454,-0.2300428891,-0.6911328299
phage_resist__wt__2,-0.2340714059,0.0835890729,0.1277066992
phage_resist__wt__3,-0.434727532,0.012046747600000001,0.23094460190000002
phage_resist__wt__4,-0.33519300750000003,0.1344070685,0.33248152880000004
phage_resist__ygbE_oe__2,-0.025597052500000002,0.2437644968,0.035980982
phage_resist__ygbE_oe__3,-0.2417374985,0.184596696,0.026138008400000003
phage_resist__ygbE_oe__4,-0.28982108230000003,0.1827018685,-0.0135982142
phage_resist__yahA_oe__1,-0.5352694938,0.8197755755,0.43979642480000003
phage_resist__yahA_oe__2,-0.5218549624000001,0.7421638541000001,0.43952099450000004
phage_resist__yahA_oe__3,-0.3067793119,0.8009831380000001,0.4562739089
phage_resist__yrfF_ko__1,-0.7322630808,0.0148146734,0.1861763673
phage_resist__yrfF_ko__2,-0.45826153100000006,0.1885601864,0.40567538470000003
phage_resist__yrfF_ko__3,-0.42199816090000003,0.1098405477,0.1728360484
pollution__wt_ctrl__1,1.906963514,-0.1188792087,0.0186700901
pollution__wt_ctrl__2,0.8303202522,0.09448607740000001,-0.026457978
pollution__wt_ctrl__3,-2.7372837662,0.024393131300000002,0.0077878879
pollution__wt_urban__1,-2.9897144572,-0.10483267,0.1000772972
pollution__wt_urban__2,0.4949626589,0.0017240695000000001,0.2272173763
pollution__wt_urban__3,1.000681149,-0.0735602871,0.0186607107
pollution__wt_diesel__1,-5.4379107888,-0.0665056892,-0.16397664920000002
pollution__wt_diesel__2,0.47977564,0.267732061,-0.0818088515
pollution__wt_diesel__3,-2.8088749692,0.042922129600000004,-0.23920815480000002
pollution__evo_diesel__1,-6.7484477588,-0.3645516808,-0.12765023150000002
pollution__evo_diesel__2,-5.6971567054,-0.33468847020000003,-0.042669784700000005
pollution__evo_diesel__3,-8.6921905765,-0.3824041979,-0.2116397693
ppGpp__wt_relAtrunc_00m__1,0.0421173434,0.031867098,0.1421779399
ppGpp__wt_relAtrunc_00m__2,-0.4058893925,-0.1141649527,0.0231040225
ppGpp__mut_delrelA_10m__1,-1.5745588646000002,0.3095951148,0.3685423819
ppGpp__mut_delrelA_05m__1,-1.1793985513,-0.6727418338000001,0.2093361313
ppGpp__mut_delrelA_10m__2,-0.9012020347,-0.09636771890000001,0.31002720300000003
ppGpp__mut_delrelA_10m__3,-0.8416327364,0.09294415830000001,0.21135853070000002
ppGpp__mut_delrelA_00m__1,-0.5040769449,-0.168380537,0.1504054015
ppGpp__mut_delrelA_00m__2,-1.0055902598,-0.39097005770000004,0.29685191310000003
ppGpp__mut_delrelA_05m__2,-0.7937290583000001,-0.1536942494,0.21970407860000002
ppGpp__mut_delrelA_05m__3,-0.7632076120000001,-0.18025986100000002,0.23234581640000002
ppGpp__mut_delrelA_00m__3,-0.9298533268,-0.3324776779,0.2388865048
ppGpp__wt_delrelA_10m__1,-1.7667949895000001,0.9917450238000001,0.9779298992000001
ppGpp__wt_delrelA_05m__1,-0.6323952486000001,0.2577052758,0.7329910784
ppGpp__wt_delrelA_05m__2,-0.8274777627000001,0.20680881880000002,0.7106926615
ppGpp__wt_delrelA_10m__2,-1.5901923181000002,1.0467734811,1.0221013278
ppGpp__wt_delrelA_10m__3,-1.0427195092,1.0024027505,1.0354200718
ppGpp__wt_delrelA_00m__1,0.0421625709,0.0057420629,0.0056550354
ppGpp__wt_delrelA_00m__2,-0.0536523267,-0.0744158152,-0.0366215577
ppGpp__wt_delrelA_05m__3,-0.5929829,0.3882942337,0.7401836005
ppGpp__wt_delrelA_00m__3,0.011489755800000001,0.0686737523,0.0309665223
ppGpp__mut_relAtrunc_10m__1,-0.8925558309,-0.12973127950000002,0.0201608474
ppGpp__mut_relAtrunc_05m__1,-0.9053052070000001,-0.3316580921,-0.0990623285
ppGpp__mut_relAtrunc_05m__2,-0.6702049413000001,-0.2410420234,-0.0159438682
ppGpp__wt_relAtrunc_10m__1,-0.3027520561,0.0147743095,-0.0845836091
ppGpp__wt_relAtrunc_10m__2,-0.1161919369,-0.0271892432,-0.1271983207
ppGpp__wt_relAtrunc_10m__3,-0.39254764410000004,-0.12355318400000001,-0.1509171923
ppGpp__mut_relAtrunc_00m__1,-0.4938917413,-0.13910876660000002,0.010462676
ppGpp__wt_relAtrunc_00m__3,-0.2137038577,-0.2028185238,-0.0457804432
ppGpp__wt_relAtrunc_05m__1,-0.2220556786,0.0448939428,-0.036417566400000004
ppGpp__wt_relAtrunc_05m__2,-0.0420606492,-0.2515277852,-0.0024655355
ppGpp__wt_relAtrunc_05m__3,-0.6344333338,-0.1795185316,-0.17237837550000001
ppGpp__mut_relAtrunc_00m__2,-0.653637276,-0.3248781697,0.3454423003
ppGpp__mut_relAtrunc_00m__3,-0.9736549185000001,-0.5503075021,0.1661023492
ppGpp__mut_relAtrunc_10m__2,-0.575081905,-0.8609385817,0.0069233189
ppGpp__mut_relAtrunc_05m__3,-1.1590051899,-0.2054420265,0.0078759402
ppGpp__mut_relAtrunc_10m__3,-0.6660771503,-0.569558091,-0.0371029941
pressure__high_pressure__1,-0.1796578352,-0.5405635177,-0.4889311209
pressure__high_pressure__2,0.5877728066,-0.2078652876,-0.3461274985
pressure__low_pressure__1,-0.3923254981,0.0715341453,0.0295405662
pressure__low_pressure__2,0.3923254981,-0.0715341453,-0.0295405662
quantum_dots__ctrl__1,-0.4103446283,0.0512497754,-0.11171068790000001
quantum_dots__ctrl__2,0.4103446283,-0.0512497754,0.11171068790000001
quantum_dots__cdte_light__1,-1.7998457001000001,0.3185179208,0.10587440520000001
quantum_dots__cdte_light__2,-1.3144969519,0.4134579747,0.3526639172
quantum_dots__cdte_dark__1,-0.6372935171,0.7764942302000001,0.0891209219
quantum_dots__cdte_dark__2,-0.1056110443,0.728626254,0.0793209252
quantum_dots__cdse_light__1,3.870309116,0.42463635790000004,0.0505224396
quantum_dots__cdse_light__2,4.6403156339,0.6129427682,0.2609849798
quantum_dots__cdse_dark__1,4.1211274922,1.0903290383,0.2690268468
quantum_dots__cdse_dark__2,4.8498394574,1.2715613251,0.2883648219
raman__wt__1,-0.6006189876,-0.332824485,-0.14451331480000001
raman__del_cyaA__1,-0.3180263188,1.6397299954,0.5829581314
raman__del_cyaA_01mM__1,-0.0782234858,1.5183505474999999,0.7507589913
raman__del_cyaA_05mM__1,-0.9158337752000001,1.3991579899,0.6338411391000001
raman__del_cyaA_1mM__1,-0.6809723834,0.1459887165,0.1012491726
raman__wt__2,-0.4447330393,0.17975396470000002,0.0210343274
raman__del_cyaA__2,0.368883328,1.6806963089,0.8027361321
raman__del_cyaA_01mM__2,-1.0052307090000001,1.5298934334,0.7326511170000001
raman__del_cyaA_05mM__2,-0.0499125627,1.0370805754,0.45745643490000004
raman__del_cyaA_1mM__2,0.9414839898,-0.3342484186,-0.1492108814
raman__wt__3,1.0453520268,0.1530705203,0.1234789874
raman__del_cyaA__3,0.2469400613,1.5826104398,0.8153860677
raman__del_cyaA_01mM__3,-0.6379483168,1.4422192275,0.8763282136
raman__del_cyaA_05mM__3,-0.3958182542,0.838600962,0.3383038715
raman__del_cyaA_1mM__3,0.1444741351,-0.3561568249,-0.3248396114
rand_barrel__mut_nanE__1,0.5064820266,0.0730437649,0.2608885671
rand_barrel__mut_nanE__2,-0.9757750369,-0.4025400562,0.037284704
rand_barrel__mut_nanE__3,-1.7691681723000001,-0.7658673649000001,0.7574380166
rand_barrel__mut_pdxJ_1__1,-0.8266025732000001,-0.045406147200000004,0.1340741125
rand_barrel__mut_pdxJ_1__2,-1.2303499409,0.1899469144,0.0846833166
rand_barrel__mut_pdxJ_1__3,-1.562827694,-1.1301107528,0.6506468641
rand_barrel__mut_pdxJ_2__1,-1.6093440645000001,-0.3995437645,0.1590394486
rand_barrel__mut_pdxJ_2__2,-0.8604324569,-0.6180500531,0.2606291857
rand_barrel__mut_pdxJ_3__1,-0.4436818912,0.13319829960000001,0.052808795000000006
rand_barrel__mut_pdxJ_3__2,-0.36999014760000004,-0.21208922530000002,0.0054158345
rand_barrel__del_serB__1,0.2682000218,-0.11986873240000001,-0.11346479940000001
rand_barrel__del_serB__2,-0.2682000218,0.11986873240000001,0.11346479940000001
rockhopper__CV104_pHDB3__1,-6.7709319294,-2.9868496484,-0.3370845417
rockhopper__CV104_pHDB3__2,-6.5856956979,-2.9888121841,-0.4163181777
rockhopper__CV104_pHDB3__3,-6.6763288359,-2.9819136369,-0.2960953123
rockhopper__CV104_pLCV1__1,-6.4277469493,-3.0119138299,-0.441816786
rockhopper__CV104_pLCV1__2,-6.3332151966,-2.861829005,-0.38243818890000003
rockhopper__CV104_pLCV1__3,-6.5129824648,-2.8099601818,-0.2122287609
rockhopper__wt_lb__1,-6.2840011765,-3.0490579299,-0.46056945530000004
rockhopper__wt_lb__2,-6.8746971045,-3.1429646151,-0.2002519023
rockhopper__wt_lb__3,-6.4130678728,-2.9426390431,-0.6068786716
rockhopper__wt_lb_aMG__1,-6.7618761415,-1.9599516108000001,0.2052890535
rockhopper__wt_lb_aMG__2,-7.47533816,-2.5380986371,0.09581908930000001
rockhopper__wt_lb_aMG__3,-7.5999452075,-2.345574966,-0.0617932567
rockhopper__del_sgrR_lb_aMG__1,-8.7451945974,-2.2515352218,0.5721951426
rockhopper__del_sgrR_lb_aMG__2,-7.6516188937,-1.6871441038000001,0.7016635309
rockhopper__del_sgrR_lb_aMG__3,-8.0081848829,-1.9005070957,0.4294089581
rockhopper__del_sgrS_glyc_aMG__1,-7.8231840717,-1.9814281004,0.9029021683
rockhopper__del_sgrS_glyc_aMG__2,-8.5229600385,-2.7843104578,0.8219234442000001
rockhopper__del_sgrS_glyc_aMG__3,-8.846789601,-2.9101325937,0.719545192
rockhopper__del_sgrS_glyc__1,-6.0980530815,-3.6573791744,-0.2866902405
rockhopper__del_sgrS_glyc__2,-4.509203533,-3.6050078668000003,-0.4654027885
rockhopper__del_sgrS_glyc__3,-6.353845066,-3.2265084422,-0.6213628487
rockhopper__wt_lb_aMG__4,-7.2540070065,-2.2948813519,0.0857823655
rockhopper__wt_lb_aMG__5,-8.2512592269,-2.367448751,0.25966465380000003
rockhopper__wt_lb_aMG__6,-7.3302470627,-2.1395903515,0.3059426476
rockhopper__wt_glyc_aMG__1,-7.4144830936,-2.2723985189,0.6988776733000001
rockhopper__wt_glyc_aMG__2,-8.0353359451,-3.2108940553,0.4924719739
rockhopper__wt_glyc_aMG__3,-6.7115905841,-2.8391348577,0.325882691
rockhopper__wt_glyc__1,-6.0282190719,-2.9718949694,-0.3932828266
rockhopper__wt_glyc__2,-6.3096231473,-3.6316834936999998,-0.4713993386
rockhopper__wt_glyc__3,-6.02081358,-3.0822087075,-0.42365575180000004
rockhopper__CV108_glyc_aMG__1,-6.0948223298,0.0821485244,0.9263845730000001
rockhopper__CV108_glyc_aMG__2,-2.0645449026,0.1840817694,0.5931826556
rockhopper__CV108_glyc_aMG__3,-5.9002217332,0.039067431,0.44072321010000004
rockhopper__wt_glyc__4,0.14738120400000002,0.2439625822,0.3332806425
rockhopper__wt_glyc__5,-4.6726203458,-0.5625929642,0.4064985734
rockhopper__wt_glyc__6,4.6457972401,1.5871879304,-0.1569107627
rockhopper__wt_glyc_aMG__4,-0.1979759529,0.4375646629,0.46660565140000004
rockhopper__wt_glyc_aMG__5,-3.0897151233,0.2753173491,0.4245937487
rockhopper__wt_glyc_aMG__6,-5.8052629096,0.3267833721,0.5396885728
rockhopper__wt_glyc__7,2.7208237235,1.6813789191000001,0.4019713749
rockhopper__wt_glyc__8,1.0425762896,1.0818368824,0.4813216382
rockhopper__wt_glyc__9,3.7615922699,1.8060695930000001,0.32214521630000004
rockhopper__wt_glyc__10,4.3497325381,1.8042683570000002,-0.1661223011
rockhopper__wt_glyc__11,3.331724339,1.1771617299,-0.1354554259
rockhopper__wt_glyc__12,3.0316485407,0.8665141407,-0.1983910386
rpoD__wt__1,0.6824898015,-0.2784916905,0.0874676175
rpoD__wt__2,-0.5356689955,-0.0898291732,-0.0857522954
rpoD__rpoD_mut__1,-0.1341695984,0.8512375135,-0.1024873978
rpoD__rpoD_mut__2,-0.4108104751,0.6631938689,0.31734865500000004
rpoD__rpoD_mut__3,-0.5482902883,-0.44605951390000004,-0.2245563314
rpoD__wt__3,-0.146820806,0.3683208637,-0.0017153221
rpoN_peptide__ctrl__1,-0.08243475600000001,-0.0048226529,-0.018965397000000002
rpoN_peptide__ctrl__2,-0.0962570583,-0.0085778511,-0.0492457992
rpoN_peptide__ctrl__3,0.1786918144,0.013400504,0.0682111962
rpoN_peptide__nminus__1,0.3624455936,-0.1707149558,-0.1678841442
rpoN_peptide__nminus__2,-0.0790022854,-0.1211886092,-0.0740861689
rpoN_peptide__nminus__3,0.5010633862,-0.011637605700000001,-0.0508847833
rpoN_peptide__nplus__1,-1.4576572213,-1.2428337329,-0.0467724942
rpoN_peptide__nplus__2,-1.5028550509,-1.1572390882,-0.026263383600000002
rpoN_peptide__nplus__3,-1.9162311316,-1.2219911779000001,0.0049325761
rpoN_peptide__s54_wt__1,-0.2199648267,0.29541446990000003,0.2329668605
rpoN_peptide__s54_wt__2,-0.07712349,0.12774928060000001,0.2143701607
rpoN_peptide__s54_wt__3,-0.0404051826,0.3078114495,0.35140598040000004
rsd__wt_ee__1,0.3153354333,-0.0666430432,-0.0237999084
rsd__wt_ee__2,-0.3153354333,0.0666430432,0.0237999084
rsd__del_rsd_ee__1,-0.2213458647,0.2395092115,0.0206088237
rsd__del_rsd_ee__2,-0.6372866393000001,0.0811274981,-0.1809677224
rsd__del_ssrS_ee__1,-1.126121631,0.16832883140000002,0.7520447617
rsd__del_ssrS_ee__2,-1.4619765304,0.1690309408,0.2798066743
rsd__del_rsd_ssrS_ee__1,-3.9225109234,-0.2887516384,0.4695287676
rsd__del_rsd_ssrS_ee__2,-3.7413636095,-0.4005960496,0.5068352231000001
rsd__del_rpoS_ee__1,-0.6480131333,0.3417417447,0.6602232619
rsd__del_rpoS_ee__2,-1.6346505748,0.0729919168,1.0244395902
rsd__wt_me__1,3.2800466048,0.18647271370000001,0.5121632686
rsd__wt_me__2,3.641143017,0.3513067411,0.5204034738000001
rsd__del_rpoS_me__1,-0.8860140673,-0.007514171500000001,1.0226028269
rsd__del_rpoS_me__2,0.9099425004,0.7334800258,1.0646386190000001
rsd__wt_ts__1,1.7861038354,0.4196871479,0.2127955362
rsd__wt_ts__2,1.9648115060000002,0.22661796280000002,0.366356687
rsd__del_rsd_ssrS_ts__1,-0.23601612500000002,1.086960106,0.4550598357
rsd__del_rsd_ssrS_ts__2,-1.1322881733,1.0000161334,0.5087376131
rsd__del_rpoS_ts__1,-2.9512544651,-0.6840349446,0.7794213024000001
rsd__del_rpoS_ts__2,-2.81540913,-0.7068374631000001,0.8893153026
rsd__wt_s__1,-2.187305263,0.1188731507,0.41899030530000003
rsd__wt_s__2,-1.7326994211,0.6729911271,0.3981715483
rsd__del_rsd_s__1,-1.4945003019,0.3715264274,0.6297174367
rsd__del_rsd_s__2,-1.4214217463,0.8861076251000001,0.2917655292
rsd__del_rsd_ssrS_s__1,-1.1430934050000001,1.2687025615,0.38022894900000004
rsd__del_rsd_ssrS_s__2,-0.2085768536,1.4753530489,0.3411568961
rsd__del_rsd_ls__1,-1.4989429088000001,0.8533892199,-1.2905609049
rsd__del_rsd_ls__2,-0.8966305887,0.9135272992000001,-1.4970035948
rsd__del_ssrS_ls__1,-1.275115157,0.6404131197,-1.0817071935
rsd__del_ssrS_ls__2,-1.8731499228000001,0.5857536712,-1.4462539848
rsd__del_rsd_ssrS_ls__1,0.24248717290000002,1.1810216247,0.182428791
rsd__del_rsd_ssrS_ls__2,-0.6321392189,1.5307574036,0.024659175300000002
rsd__del_rpoS_ls__1,-1.7986288451,-0.7619441385,-0.4386811816
rsd__del_rpoS_ls__2,-0.7456070427,0.112283927,-0.1024198662
sdsR_ryeA__wt_3h__1,-0.4948082595,0.341390203,0.2386640975
sdsR_ryeA__wt_8h__1,-0.9156728966000001,0.8050697122,-0.1684187218
sdsR_ryeA__wt_3h__2,0.4948082595,-0.341390203,-0.2386640975
sdsR_ryeA__wt_8h__2,-0.8906347532000001,0.7770605457,-0.0228829942
starve_series__t00_growth1__1,-0.46591672370000004,-0.0597895941,-0.0196198639
starve_series__t00_growth1__2,0.09469910720000001,0.0961578934,-0.0318401436
starve_series__t00_growth1__3,-0.129642479,-0.0682585477,-0.0963327343
starve_series__t00_growth1__4,0.5008600955,0.0318902484,0.14779274180000002
starve_series__t01_starve__1,0.0634891486,0.18332396450000002,-0.3344968054
starve_series__t01_starve__2,0.2896581251,-0.1123074532,-0.5353306447
starve_series__t02_starve__1,-0.5329020811,1.2903663253,-0.2716575495
starve_series__t02_starve__2,-0.4175732855,1.3475301101000001,-0.5129026357
starve_series__t03_starve__1,-1.0446895988,1.3914525229999999,-0.47169586820000003
starve_series__t03_starve__2,-0.9422212714,1.535406907,-0.3484217052
starve_series__t04_starve__1,-0.9642490057,1.8725532425,-0.3339154837
starve_series__t04_starve__2,-1.2966304642,1.7191683087,-0.514760847
starve_series__t05_starve__1,-1.3093849028,1.9460583122,-0.5037713858
starve_series__t05_starve__2,0.1487938768,1.8653238667,-0.38828733860000003
starve_series__t06_starve__1,-0.7258303911,1.9752783117,-0.34540403670000003
starve_series__t06_starve__2,-1.0528729453,1.8004694283,-0.3384829186
starve_series__t07_starve__1,-0.8437897701,1.5337364005,-0.5963331741
starve_series__t07_starve__2,-1.1014704195,1.6703384478,-0.4496439264
starve_series__t08_starve__1,-1.4956738333000001,1.5170428512,-0.3109148447
starve_series__t08_starve__2,-1.0105890568,1.5038574245,-0.4887972379
starve_series__t09_starve__1,-0.0362735152,1.330620328,-0.3804162424
starve_series__t09_starve__2,-0.29634484310000003,1.2988460868,-0.5454419843
starve_series__t10_starve__1,-0.8903700355,1.0671692184000001,-0.4447907135
starve_series__t10_starve__2,-0.6970151275,1.1984383236,-0.38208444
starve_series__t11_starve__1,-0.6075153841,1.1108993845,-0.3208361008
starve_series__t11_starve__2,-1.1564871919,1.1313001243,-0.2116956213
starve_series__t12_starve__1,-1.2718934967,0.624464361,-0.6679325271000001
starve_series__t12_starve__2,0.10023395580000001,0.7478538723,-0.6049533577
starve_series__t14_starve__1,-0.3889503302,0.4849005722,-0.5161301915000001
starve_series__t14_starve__2,-0.6458956927,0.5779460897,-0.3197055133
starve_series__t16_starve__1,-0.7478708499000001,0.447802199,-0.4674273114
starve_series__t16_starve__2,-0.26719190200000004,0.45766108320000004,-0.6544568592000001
starve_series__t17_starve__1,0.32383624920000004,0.8846291275,-0.4640836266
starve_series__t17_starve__2,1.0236135444,1.0315259549,-0.3064939101
starve_series__t18_starve__1,0.37749839430000004,0.8320020669,-0.5921948133
starve_series__t18_starve__2,0.1284922389,0.6734045198,-0.9063604909
starve_series__t20_starve__1,1.9062812954,-1.2676136386999999,-0.1769799193
starve_series__t20_starve__2,1.871731601,-1.1893640860999999,-0.1587743147
starve_series__t21_growth2__1,1.9363635175,-1.5348568765000001,-0.3253366042
starve_series__t21_growth2__2,2.1454550443000002,-1.52184857,-0.27587328110000003
starve_series__t22_growth2__1,1.1871742465,-1.0300069794,-0.0937495083
starve_series__t22_growth2__2,2.4688817179,-0.8429285271,0.0329290037
starve_series__t23_growth2__1,0.6963232575,-0.0964393184,0.1279006758
starve_series__t23_growth2__2,-0.1400677538,-0.24120032330000002,0.1680574896
starve_series__t25_growth2__1,0.6377749488000001,-0.3716438792,0.19543445280000002
starve_series__t25_growth2__2,-0.09881043340000001,-0.330324369,0.21514563020000002
starve_series__t26_growth2__1,-0.4620000883,-0.70572428,-0.0651376319
starve_series__t26_growth2__2,0.3948023887,-0.6359229222,-0.12907360680000002
starve_series__t27_growth2__1,0.1413608322,-0.7622883698,-0.1443487743
starve_series__t27_growth2__2,0.3046200348,-0.623287036,-0.23335580220000002
starve_series__t28_growth2__1,-0.3215696353,0.0865419354,-0.28970901660000004
starve_series__t28_growth2__2,-0.1263970959,0.2879802776,-0.12608012470000002
time_course__lb_4hr__1,0.7936593772,-0.0017688352000000001,-0.0205066946
time_course__lb_4hr__2,-0.2473612188,-0.0325960503,-0.0220815172
time_course__lb_4hr__3,-0.5462981584000001,0.0343648854,0.042588211800000005
time_course__lb_8hr__1,1.8042298300000001,0.0975362701,0.47437197870000003
time_course__lb_8hr__2,1.1055172506,0.25891851720000003,0.4525355659
time_course__lb_8hr__3,1.7428068359000002,0.1612780143,0.4707823245
time_course__lb_24hr__1,1.8483283607,-0.0151539121,-0.2985842556
time_course__lb_24hr__2,3.3728419913,0.1320017588,-0.0492220041
time_course__lb_24hr__3,1.8421757999000001,0.0826555846,-0.27260432090000003
time_course__lb_72hr__1,1.6323520869,0.381177778,0.8113999308000001
time_course__lb_72hr__2,0.2411469166,0.1056387729,0.8187878441
time_course__lb_72hr__3,-0.5499527979000001,-0.022724162000000003,0.7680344932000001
time_course__lb_144hr__1,0.0044730252,-1.0882667683,0.5140600312
time_course__lb_144hr__2,0.6587398614000001,-1.0025091451,0.6282260733
time_course__lb_144hr__3,0.6564740863,-0.9330122826,0.6578425466000001
time_course__lb_192hr__1,0.4896223209,-0.2880860055,0.6570961086
time_course__lb_192hr__2,0.4037505608,-0.8935309529000001,0.6601336963000001
time_course__lb_192hr__3,1.0728836976,-0.3011587763,0.813550663
triclosan__wt__1,0.46445215840000004,-0.15718256600000002,-0.1160962755
triclosan__wt__2,0.1915411048,-0.0662746595,-0.0964764298
triclosan__wt__3,-0.6559932632000001,0.2234572255,0.21257270520000002
triclosan__evo_amx_tcs__1,-4.655834313,-0.4355284304,0.0288556136
triclosan__evo_amx_tcs__2,-0.7311828533,0.12009667660000001,0.1738443362
triclosan__evo_amx_tcs__3,0.69371111,1.0034063183,0.5938840013000001
triclosan__evo_chl_tcs__1,-4.4250700479,-0.5237691931,0.011123134000000002
triclosan__evo_chl_tcs__2,-4.7768212688,-0.4829445211,-0.053689956500000004
triclosan__evo_chl_tcs__3,-4.4021594696,-0.4433888583,-0.038231370800000004
triclosan__evo_tet_tcs__1,-3.0477504637,-0.1413378003,0.5493162095
triclosan__evo_tet_tcs__2,-2.1223002855,-0.0073549623,0.2779002582
truHMM__48C_15m__1,0.5728466519000001,-2.1704654267,-1.4424899761
truHMM__48C_15m__2,0.1319149114,-1.9308878234,-1.3521513710000002
truHMM__48C_15m__3,-2.0088505941,-2.7445470877,-1.2438902417
truHMM__48C_30m__1,0.8291774304,-2.5189933274,-1.5393815517
truHMM__48C_30m__2,0.6166180744,-2.2373186819,-1.5013119048
truHMM__48C_60m__1,1.3492593055,-1.8917543819,-1.9001854265
truHMM__48C_60m__2,1.3851151827,-1.8944801685,-1.9001019703000002
truHMM__phos_0h__1,0.259651723,0.0314794755,-0.008820183300000001
truHMM__phos_0h__2,-0.259651723,-0.0314794755,0.008820183300000001
truHMM__phos_2h__1,-0.6547326023000001,-0.9962411781,-0.3058829711
truHMM__phos_2h__2,-0.5812577484,-1.0138654396,-0.2804556458
truHMM__phos_4h__1,-0.9741630208000001,-0.5180833578,-0.29909998930000004
truHMM__phos_4h__2,-0.5517830402,-0.3341781037,-0.3293867962
truHMM__phos_4h__3,-0.4418242705,-1.9792157588000001,-1.104978856
control__wt_glc__1,-0.2120458422,-0.092184211,-0.0046102245
control__wt_glc__2,0.2120458422,0.092184211,0.0046102245
fur__wt_dpd__1,0.44250980170000004,1.368479405,0.7030172055
fur__wt_dpd__2,1.1032285029,1.4118933359999999,0.8161369585
fur__wt_fe__1,0.060996738200000004,-0.32509559,-0.0984432415
fur__wt_fe__2,0.6238575135000001,-0.288179526,-0.0146245195
fur__delfur_dpd__1,0.7090118853,1.223607439,0.5910067835
fur__delfur_dpd__2,0.46566928620000003,1.151419868,0.7714851735
fur__delfur_fe2__1,-0.09876839100000001,-0.22310406400000002,0.1582958355
fur__delfur_fe2__2,-0.0166741729,-0.34399649200000004,0.09519432950000001
acid__wt_ph5__1,0.3938349988,0.655897277,0.1518490055
acid__wt_ph5__2,0.3153143008,0.6092010370000001,0.22540910150000001
acid__delgadx_ph5__1,0.3932857039,0.652288133,0.2189185305
acid__delgadw_ph5__1,0.1301386992,0.623856407,0.1845077045
acid__delgadw_ph5__2,0.3263478336,0.6287262560000001,0.1457626175
acid__delgade_ph5__1,0.17708009400000002,0.606088474,0.16061627050000002
acid__delgade_ph5__2,0.0854566927,0.6578952180000001,0.23216701250000002
oxidative__wt_pq__1,-0.1021219356,0.45618131,0.4468107435
oxidative__wt_pq__2,0.6183037935,0.73264509,0.3896680745
oxidative__deloxyr_pq__1,0.4674422261,0.440324871,0.3630092975
oxidative__deloxyr_pq__2,0.3831833995,0.7651884080000001,0.36022816350000003
oxidative__delsoxr_pq__1,0.46625803400000004,0.374430712,0.45338366350000003
oxidative__delsoxr_pq__2,0.4043611017,0.360762165,0.43859741750000003
oxidative__delsoxs_pq__1,-0.0187622898,0.764773664,0.6504048325
oxidative__delsoxs_pq__2,0.1822929928,0.7001152810000001,0.6203968145000001
nac_ntrc__wt_csn__1,2.2159911024,0.9041713140000001,0.3878049415
nac_ntrc__wt_csn__2,1.4262935300000001,0.744725182,0.38617062950000003
nac_ntrc__wt_cytd__1,3.1556739378,0.6609426230000001,0.1780138735
nac_ntrc__wt_cytd__2,3.388828261,0.7732091280000001,0.14013047450000002
nac_ntrc__wt_gln__1,3.4704034247,1.308010013,0.38755840750000004
nac_ntrc__wt_gln__2,3.6657674536,1.113610972,0.3112008835
nac_ntrc__bw_delnac_csn__1,3.5882346241,1.625261793,0.6216542455
nac_ntrc__bw_delnac_csn__2,3.1085961175,1.627394142,0.8497727805
nac_ntrc__bw_delnac_cytd__1,2.9625689265,1.009646536,0.1636119455
nac_ntrc__bw_delnac_cytd__2,3.2035231303,0.996741764,0.2066971445
nac_ntrc__bw_delnac_gln__1,2.7962356402,1.4650726170000001,0.3080251985
nac_ntrc__bw_delnac_gln__2,3.324808022,1.482808745,0.2967956055
nac_ntrc__bw_delnac_nh4__1,0.1274726267,-0.019686067,-0.2040379745
nac_ntrc__bw_delnac_nh4__2,0.7928563547,0.05411376800000001,-0.2513449025
misc__wt_no_te__1,0.0780708866,0.39245423100000004,0.4210455765
misc__wt_no_te__2,0.2995287719,0.206991427,0.3409092855
misc__bw_delcbl__1,1.0344508973,-0.168349733,0.26062700850000003
