,A,ihfB,ArcA,Crp,IclR,Cra
tcs__del_baeR_lb__1,-1.0735978491,0.560565675,1.333750346,0.45295403300000003,-1.3494191565,0.5279175545
tcs__del_baeR_lb__2,-1.7900983885000001,0.6126008350000001,1.312309306,0.513648663,-1.2954756155,0.5804894445000001
tcs__del_btsR_01xlb__1,3.7961462859,0.9432713450000001,1.8951162460000002,-1.00432669,-0.45659173150000004,-1.5613833855
tcs__del_btsR_01xlb__2,4.3314409326,0.936693195,1.911921266,-1.132510871,-0.4641151385,-1.3891346095000001
tcs__del_btsR_lb__1,-1.83839956,-0.685354248,1.350056986,0.905930643,-0.44712699450000004,1.2765130405
tcs__del_btsR_lb__2,-1.3686886565,-0.7342108110000001,1.376970496,0.882795573,-0.5261046595000001,1.2704550625
tcs__del_btsR_pyruvate__1,3.3492459909,1.100573585,1.913679546,-1.207481932,-0.4115827925,-1.7581450445
tcs__del_btsR_pyruvate__2,3.4536848585,1.042834665,1.8060344860000002,-1.260247428,-0.4823497775,-1.7828460925
tcs__del_cpxR_etoh__1,-8.8360381716,-1.245766886,1.558450116,1.209290043,-2.3684263915,1.7925485945
tcs__del_cpxR_etoh__2,-8.1535098265,-1.365107315,1.512987446,1.196778413,-2.1498969305,1.8005069615
tcs__del_cpxR_lb__1,-4.1071973233,0.496570985,1.187646956,0.560846033,-1.1553232145,0.7477895285
tcs__del_cpxR_lb__2,-4.0920950591,0.521179295,1.183673156,0.640789563,-1.2412052485,0.7776630565
tcs__del_cusR_CuSO4__1,0.1140570748,0.18434866500000002,1.134926456,1.046254113,-1.5507612425000001,0.0859257475
tcs__del_cusR_CuSO4__2,-0.3859694415,0.172252555,1.171369256,1.048489943,-1.2888535475,0.14349823350000002
tcs__del_cusR_lb__1,-3.1495226234,-1.04493152,1.277705766,0.995224693,-0.7347576725,0.9697545555
tcs__del_cusR_lb__2,-3.1549717524,-0.94008373,1.193604036,1.040602243,-0.7708722375,0.8775237925
tcs__del_kdpE_01-kcl__1,-0.6823577954000001,1.188748505,1.209686186,0.088105161,-1.2050297605,-0.4134206025
tcs__del_kdpE_01-kcl__2,-0.6567414587,1.132852455,1.219010516,0.12273579200000001,-1.2029572875,-0.4331493275
tcs__del_kdpE_115-kcl__1,4.1508787733,0.315758295,0.749578626,0.04519701,-1.1082006095,-0.6108375715000001
tcs__del_kdpE_115-kcl__2,4.3545791533,0.327461795,0.8959164460000001,-0.003365355,-1.1267533845,-0.6956772725
tcs__del_phoB_m9__1,0.0700293919,0.34490785500000004,0.43540830300000005,0.731063943,-1.1661076345,-0.3885892615
tcs__del_phoB_m9__2,0.4938981584,0.359382225,0.336615744,0.757859213,-1.1161999215,-0.4216058885
tcs__del_phoB_m9p__1,-1.4770808446,0.042946165,0.9587748460000001,-0.51730162,-2.3770282225,-1.5807294665
tcs__del_phoB_m9p__2,-1.582948349,0.148344995,0.888778866,-0.48681598000000004,-2.2913298415,-1.5887457205
tcs__del_rcsB_etoh__1,-6.936437362,-1.113655764,1.239469466,0.858421713,-1.7201815665,1.1254918015
tcs__del_rcsB_etoh__2,-6.6967332764,-1.286862524,1.286611286,0.9214160130000001,-1.7231012685,1.1849148595
tcs__del_rcsB_lb__1,-3.5681312362,-0.130483775,0.593363677,0.6655188230000001,-1.6375776045000001,0.9924813635
tcs__del_rcsB_lb__2,-3.5120243318,-0.11948199500000001,0.6304361510000001,0.700550933,-1.5165560165,1.0469467445
tcs__del_zraR_lb__1,-0.741336282,-1.008928745,0.805178606,0.536767573,-0.6319717025,0.8747017505
tcs__del_zraR_lb__2,-0.3751959112,-1.091690486,0.7645057460000001,0.5696375730000001,-0.6679403825,0.8928557565
tcs__del_zraR_zncl2__1,-0.6796826267,-0.38165406500000004,1.309449926,0.833890483,-1.0285050065,0.3764783115
tcs__del_zraR_zncl2__2,-0.9603801092,-0.349034975,1.256571656,0.8158754130000001,-1.0673605595,0.3439924005
tcs__wt_01-kcl__1,2.758969514,1.455038345,0.8213794360000001,-0.04219238,-1.1545413275,-0.9376892865
tcs__wt_01-kcl__2,2.392649118,1.366600795,0.7716407660000001,-0.041591509000000006,-1.1338247085,-0.7406080245000001
tcs__wt_01xlb__1,4.092930462,1.232707105,1.765406416,-1.18682151,-0.5246284405,-1.3288956045
tcs__wt_01xlb__2,3.9750345346,1.196058335,1.713364286,-1.187464975,-0.4703108325,-1.3977506645
tcs__wt_115-kcl__1,4.08642223,0.32144473500000004,0.7587941960000001,-0.09970663,-1.1263023655,-0.5887920295
tcs__wt_115-kcl__2,4.5585568707,0.254998695,0.817858076,-0.12142913200000001,-0.9853626955,-0.6511352485
tcs__wt_CuSO4__1,-2.7969699514,-0.34763808500000004,0.7807056960000001,0.733850203,-1.6967920975,0.4310718155
tcs__wt_CuSO4__2,-2.6949333959,-0.33729100500000003,0.796525916,0.730520613,-1.7715137495,0.4800872685
tcs__wt_etoh__1,-5.3652430714,-0.748208975,1.3944261660000001,0.575463063,-2.1851141955,1.0921585605
tcs__wt_etoh__2,-5.4698019012,-0.77338142,1.321416506,0.539484413,-1.9154497135000002,0.9909839125000001
tcs__wt_lb__1,-6.101347788,0.7751741050000001,1.515113286,0.9893765630000001,-2.1394361865000002,0.0047461995
tcs__wt_lb__2,-5.9366576455,0.778722075,1.607825306,1.092255943,-1.8398033035,0.1492379845
tcs__wt_LiAcet__1,0.8139565997,0.017340905,-0.088775881,0.649175273,-0.8357448745,-0.16590414350000002
tcs__wt_LiAcet__2,0.7042300384,0.268100265,-0.169818773,0.406217943,-1.1185462945,-0.0736678875
tcs__wt_LiCl__1,-0.40149112880000004,0.29628289500000005,0.22573171900000003,0.574315623,-1.1148674085,-0.0815533715
tcs__wt_LiCl__2,-0.3113192151,0.39963469500000004,0.15109339300000002,0.6016396030000001,-1.1914413415,-0.1015387645
tcs__wt_m9p__1,-1.4819071995,0.076579375,0.9089738660000001,-0.395497808,-2.1500197495,-1.0628917865
tcs__wt_m9p__2,-1.2531510434,0.131004705,0.9448164760000001,-0.420119436,-2.1425919355,-0.9667578475
tcs__wt_pyr__1,3.7043955667,1.210572895,1.9375935260000001,-1.287916309,-0.4562285045,-1.5807947135
tcs__wt_pyr__2,3.5342182563,1.222105615,1.987175686,-1.163147485,-0.5350327785,-1.6930221545
tcs__wt_zncl2__1,-1.2446781383,-0.7767742820000001,0.7711966060000001,0.665530193,-0.7807444995,0.1924077455
tcs__wt_zncl2__2,-1.1931389625,-0.85283599,0.6683309540000001,0.6831118230000001,-0.7756797065000001,0.21218892550000001
ros_tale__1_112_0pq__1,-3.0641019074,-0.8659966050000001,0.066647027,0.040594261,0.9822462785,-0.3911114745
ros_tale__1_112_0pq__2,-2.7717001841,-0.9510845130000001,-0.139444285,0.219280403,0.7921397475,-0.43659707550000004
ros_tale__1_112_250pq__1,-3.0504239497,-0.892650067,0.7034926290000001,1.110700303,0.6171879105,-0.9780583065
ros_tale__1_112_250pq__2,-3.0539448692,-0.650211917,0.510520804,0.843117993,0.4638489065,-1.2340217545
ros_tale__1_112_750pq__1,-2.3907309678,-0.449078336,0.5737665230000001,0.9049245530000001,0.4581544375,-1.3495966115
ros_tale__1_112_750pq__2,-2.8122665117,-0.756018851,0.650774197,1.048487963,0.3814270315,-1.4567954405
ros_tale__1_112_750pq__3,-3.0934464369,-0.9738206110000001,0.334286132,0.7018120830000001,0.7069659545,-1.2052133145
ros_tale__3_76_0pq__1,-1.6767417558000002,0.609933425,0.261113048,0.40668794300000005,-0.2508901865,-0.4323602815
ros_tale__3_76_0pq__2,-1.9079224321,0.5490627650000001,0.240423778,0.36532405300000004,-0.20156276950000002,-0.3449293645
ros_tale__3_76_0pq__3,-2.3274020513,0.20033556500000002,0.257043055,0.389190503,0.0713691535,-0.39805806250000003
ros_tale__3_76_0pq__4,-2.467279957,0.21333680500000002,0.21156323800000001,0.43728822300000003,0.0786473295,-0.5212387595
ros_tale__3_76_250pq__1,-2.3023281889,-0.101637155,0.383409127,-0.610562742,0.3016490645,-1.9343372025
ros_tale__3_76_250pq__2,-3.4233728112,-0.49744366,-0.29952612700000003,-0.773419076,0.22213030350000001,-1.5541468725
ros_tale__3_76_750pq__1,-2.9279550156000003,-1.24988038,-0.94411497,0.051653856000000005,0.3940520545,-0.8570549475
ros_tale__3_76_750pq__2,-2.5150167193,-1.09819233,-1.248649327,-0.9425002680000001,0.09366189350000001,-1.4953728025
ros_tale__7_103_0pq__1,-1.8193045367,-0.10574536500000001,0.5494004290000001,0.7026568830000001,1.0638335005,-1.0952503085
ros_tale__7_103_0pq__2,-1.4519778593,-0.101382835,0.7754563160000001,0.947477173,1.0624623355,-1.1767499755
ros_tale__7_103_0pq__3,-1.5567299133999999,-0.140543905,0.695047587,0.7939082030000001,0.9646289015,-0.9968852115000001
ros_tale__7_103_0pq__4,-1.330741177,-0.151116715,0.903529596,1.056964733,1.0185542535,-1.1407109545
ros_tale__7_103_250pq__1,-0.8574762180000001,-0.28454211500000004,-0.0036125550000000004,-0.24247490100000002,0.2568281515,-1.2742185335
ros_tale__7_103_250pq__2,-0.7894514704000001,-0.218709975,0.16108550400000002,-0.20438087800000002,0.42440185150000004,-1.0188741495
ros_tale__7_103_750pq__1,-0.0785095531,0.059289785000000005,0.20020821100000002,0.088597729,-0.0707143115,-1.2752378375
ros_tale__7_103_750pq__2,-0.7539150948000001,0.08908384500000001,0.221042754,0.14973729300000002,-0.1015713785,-1.3016613505
ros_tale__9_77_0pq__1,-4.7537460117,-0.518450237,0.22423083500000002,-0.7757600000000001,0.3792932035,-2.2001054905
ros_tale__9_77_0pq__2,-4.5958159584,-0.47543456700000003,0.43619118300000004,-0.573824628,0.27546408850000004,-1.8967164115
ros_tale__9_77_250pq__1,-5.2829595338,-0.869744331,0.257730731,-0.910153037,1.0900650465,-1.7169205225000002
ros_tale__9_77_250pq__2,-5.8289302812,-1.050985093,0.5135476840000001,-0.9544832510000001,0.9715008385,-2.0475571795
ros_tale__9_77_750pq__1,-3.6322039651,-0.72520451,0.12783092100000001,-0.588176502,0.3433874125,-1.8932122595
ros_tale__9_77_750pq__2,-4.1275524381,-0.7641835720000001,-0.092230409,-0.8824148350000001,0.5280261315,-2.0322037935
ros_tale__11_83_0pq__1,-2.7765140327,-1.0700173099999999,-0.14357819900000002,0.767703793,0.37357193250000004,-0.23276420750000001
ros_tale__11_83_0pq__2,-3.1466441052,-1.103072573,-0.18103812400000002,0.727341753,0.40190761550000004,-0.0790302575
ros_tale__11_83_250pq__1,-3.487364412,-1.148855377,-0.276094987,0.616797033,0.1487825925,-0.2821213065
ros_tale__11_83_250pq__2,-3.719154028,-0.9061221570000001,-0.28364754400000003,0.8796841830000001,-0.20992187550000002,-0.3493332925
ros_tale__11_83_750pq__1,-3.4860535394,-0.9090295740000001,-0.385375122,0.9722065830000001,-0.0638410355,-0.3047517495
ros_tale__11_83_750pq__2,-3.3251330377,-0.6581965830000001,-0.302820358,1.096863553,-0.15851365450000002,-0.2476662155
ros_tale__13_87_0pq__1,-4.6934387955,-1.130481859,-0.158081835,0.40261139300000004,-0.2223456165,-0.6445179135
ros_tale__13_87_0pq__2,-4.4948921175,-1.097951499,-0.326010792,0.201186783,-0.0041203825,-0.6439962485
ros_tale__13_87_250pq__1,-5.2796042994,-0.7678107230000001,0.12303699200000001,0.613315693,0.37338816150000004,-0.4114107775
ros_tale__13_87_250pq__2,-5.3585250501,-0.501428296,0.172556438,0.806008833,0.2533058935,-0.42328810250000004
ros_tale__13_87_750pq__1,-5.3416094559000005,-0.539670415,0.340269241,1.099164733,0.5340144565,-0.45309646750000004
ros_tale__13_87_750pq__2,-6.042744449,-0.418458545,0.281019843,1.124829123,0.8371325815,-0.4707800525
ros_tale__14_27_0pq__1,-0.0631133522,-0.859777644,-0.537316428,-0.037079376000000004,1.2798524825,-0.3357135055
ros_tale__14_27_0pq__2,0.1588443725,-0.8969574320000001,-0.43609835900000005,-0.11367244900000001,1.2503703015,-0.2646260755
ros_tale__14_27_250pq__1,-1.6098142968,-0.7157152090000001,-0.102851355,0.407816973,0.9504187295000001,-0.4714697265
ros_tale__14_27_250pq__2,-1.3813055645,-0.827818583,-0.176020641,0.321498873,0.8225149295,-0.4657785015
ros_tale__14_27_750pq__1,0.6492972456,1.084884585,1.3674984860000001,0.963881143,0.8028791205,-1.4504610815
ros_tale__14_27_750pq__2,-1.6639818864,1.110534925,0.936573286,1.226371643,0.4911580325,-1.6301569775
ros_tale__16_28_250pq__1,-4.9598550753,-0.322763075,0.391265266,0.654686623,-0.8607559185,-0.5235758025
ros_tale__16_28_250pq__2,-4.7811662104,-0.293092475,0.38658636900000004,0.625724853,-0.8136041155,-0.5220146555
ros_tale__16_32_0pq__1,-3.5698837248,0.34716982500000004,-0.03401531,1.494979073,0.0742188575,-0.6231376805000001
ros_tale__16_32_0pq__2,-4.1555921672,0.33392048500000004,-0.068463514,1.442336843,0.3384764545,-0.5908580925
ros_tale__16_32_0pq__3,-4.5533706351,-0.291864605,0.18575091400000002,0.607936503,-0.9773564995,-0.1770220055
ros_tale__16_32_0pq__4,-4.5570859097,-0.29224345500000004,0.21141973400000003,0.622877623,-0.8920269045,-0.2878558855
ros_tale__16_32_250pq__1,-4.4456140388,-0.465235485,0.15879195200000001,0.496195963,-1.2769053315,-0.24676026250000002
ros_tale__16_32_250pq__2,-4.1702569903,-0.483834904,0.156995183,0.602191523,-1.0810699775,-0.2626083105
ros_tale__16_32_750pq__1,-3.6263673396,-0.230275895,0.215164809,0.625901413,-0.050549221500000005,-0.6754330605000001
ros_tale__16_32_750pq__2,-3.22168154,0.08051488500000001,0.319740371,1.045357503,-0.0064999955,-0.6373685925
ros_tale__17_104_0pq__1,-7.1663468142,0.414410155,0.43983647600000003,1.6003325529999999,-2.4659540565,-0.5634520925000001
ros_tale__17_104_0pq__2,-7.1077033034,0.420775255,0.392020733,1.598090103,-2.2456663555,-0.5936830155
ros_tale__17_104_250pq__1,-6.0917985351,-0.091196495,0.706101113,0.982030343,-1.6498195155,0.0812509235
ros_tale__17_104_250pq__2,-6.2546211401,0.18637689500000001,0.620042288,1.277154773,-1.2757528155,0.1340662715
ros_tale__17_104_250pq__3,-6.8688515877,-0.25625172500000004,0.5387263680000001,1.232406513,-0.9764508195,0.13120154350000002
ros_tale__17_104_250pq__4,-6.2515720178,0.16089092500000002,0.9171451260000001,0.6953416530000001,-0.5695273075,0.44656925750000004
ros_tale__17_104_750pq__1,-5.7094257502,-0.5423704530000001,0.6481270760000001,1.004531303,-1.1783088535,-0.0739377235
ros_tale__17_104_750pq__2,-5.1985647391,-0.41065191500000003,0.445417956,0.830057743,-1.4869273645,-0.2845179285
ros_tale__18_24_250pq__1,-4.8881556896,0.556681175,1.259036816,0.46653734300000005,-0.46165492150000004,-0.6032428495000001
ros_tale__18_24_250pq__2,-5.8105036501,0.044054445000000005,0.813995346,0.224964563,-0.8926849645,-0.46701283250000003
ros_tale__18_36_0pq__1,-3.8879074342,0.150418815,0.51610102,1.323272493,0.2380318965,-1.4705291445
ros_tale__18_36_0pq__2,-3.4448107748,0.296173185,0.602182045,1.432955703,0.0927714235,-1.5110344755
ros_tale__18_36_0pq__3,-4.4797582741,-0.39758026500000004,0.44791902100000003,0.225153443,-0.9131893135,-0.7193799725000001
ros_tale__18_36_0pq__4,-4.2752903092,-0.7291996590000001,0.7039331990000001,0.48006017300000003,-0.7665972655000001,-0.6490187325
ros_tale__18_36_250pq__1,-3.7526872791,-0.535026925,0.720855298,0.43674846300000003,-0.8861281195,-0.4738400555
ros_tale__18_36_250pq__2,-4.44286479,-0.47481011500000003,0.650875576,0.46680216300000005,-0.9614590305,-0.46078631950000004
ros_tale__18_36_750pq__1,-2.9353982823,0.676957735,1.546197726,0.390658013,-0.1338158375,-1.6813225135
ros_tale__18_36_750pq__2,-2.8754572418,0.760018115,1.584077686,0.545242793,-0.21082164750000001,-1.9262534625
ros_tale__19_91_0pq__1,-7.1870050422,0.732289525,0.19594456000000002,0.982287223,-2.1029024775,0.0729017255
ros_tale__19_91_0pq__2,-7.1367900877,0.43077015500000004,0.08939118800000001,0.887445543,-1.7588819565,0.0301951285
ros_tale__19_91_250pq__1,-7.8613401264,0.394077915,0.32206998800000003,0.5704754430000001,-1.4089376375,0.0068234285
ros_tale__19_91_250pq__2,-6.7385874686000005,-0.033236975,0.045230318000000005,0.592155203,-1.4031413385,0.008452494500000001
ros_tale__19_91_750pq__1,-6.1274763455,-0.08328756500000001,0.17019406,0.307201803,-1.2592229975,0.0652730285
ros_tale__19_91_750pq__2,-5.9858842421,-0.444519447,-0.05540499,0.42239436300000005,-1.4013572585,-0.07703132950000001
ros_tale__19_91_750pq__3,-6.0419701009,0.360943715,-0.14625546,0.6522730330000001,-0.8294061605,0.2977637655
ros_tale__19_91_750pq__4,-6.8903066428,-0.0008650550000000001,-0.6842217220000001,0.25258847300000004,-1.2944932735,-0.2856802855
ros_tale__21_97_0pq__1,-2.0046635124,-1.239469425,-0.069939922,-0.387833971,1.2865513805,-0.5243826455
ros_tale__21_97_0pq__2,-2.6489078846,-0.906114233,0.521034976,-0.184451325,1.0502716725,-0.6817049615
ros_tale__21_97_250pq__1,-2.2083092405,-0.664380941,0.443479783,0.006036631000000001,1.0983131985,-0.7486143145
ros_tale__21_97_250pq__2,-2.6198687597,-0.751543803,0.742704066,0.018638846,1.0092042425,-0.8642061935
ros_tale__21_97_750pq__1,-1.4800699566,-0.582283069,0.139308513,0.231216303,1.2959387005,-0.4865923955
ros_tale__21_97_750pq__2,-2.4493609838,-0.6685993090000001,0.740062926,-0.144563632,1.0563752205,-0.7176516725000001
ros_tale__25_111_0pq__1,-5.4825877205,-0.8101516240000001,-0.25468864,0.079864026,0.6877542375,-0.5937339485
ros_tale__25_111_0pq__2,-4.7808743137,-0.821579228,-0.247761798,0.7592634930000001,0.8199360595,-0.5820296405000001
ros_tale__25_111_250pq__1,-4.9389592438,-0.6815045200000001,-0.042195750000000004,0.17330999300000002,0.2959158525,-0.8990815385
ros_tale__25_111_250pq__2,-3.7642155065000003,-1.030650892,-0.40731054800000005,0.429255013,0.6922538045000001,-1.1276856055
ros_tale__25_111_750pq__1,-3.6510728337,-0.91410638,-0.41696341600000003,0.557660793,0.5377797325,-0.8359586505000001
ros_tale__25_111_750pq__2,-3.0278810375,-0.396619785,-0.277083305,0.305956793,0.6077947515000001,-0.6881410185
ros_tale__29_119_0pq__1,-4.4135906683,-1.143270606,0.11370136500000001,0.860010453,1.4015058905,-1.1326019405
ros_tale__29_119_0pq__2,-4.0098555646,-0.5396704520000001,0.420637772,0.9657211630000001,0.8535060545,-1.5382685365
ros_tale__29_119_250pq__1,-2.7951326193,-0.460564228,0.43312212200000005,0.8571940530000001,0.3354207395,-1.6041490395
ros_tale__29_119_250pq__2,-3.6895137601,-1.3851055859999999,0.46302000600000004,0.8164901330000001,0.4234938465,-1.6278803795
ros_tale__29_119_750pq__1,-3.5804375161,-0.664774753,0.511094622,1.026877023,0.7878022575,-1.5524263975
ros_tale__29_119_750pq__2,-3.3418000241,-0.693988244,0.425896441,0.8530044830000001,0.4083464245,-1.7091536335000002
ros_tale__ALE4_0pq__1,-2.638366051,-0.29706712500000004,0.19736424400000002,0.329227253,-0.6695688415000001,-0.3913418295
ros_tale__ALE4_0pq__2,-2.7866994513,-0.29380178500000004,0.210802772,0.307710333,-0.7730393605,-0.39135513250000004
ros_tale__ALE4_250pq__1,1.938826513,1.463623175,2.048441456,1.452259763,-0.6279011175,-0.4698383085
ros_tale__ALE4_250pq__2,2.0198528183,1.494380965,1.990108766,1.438498573,-0.5318284525,-0.4925657765
pcoli__atASMT_325G__1,-3.5522769752,0.22948868500000003,0.04498786,0.39244801300000004,0.20681557150000002,-0.0535416535
pcoli__atASMT_325G__2,-2.9842521528,0.23820617500000002,0.103098007,0.38625268300000004,0.2774596525,-0.0019762775
pcoli__bpTDC__1,-2.5472894715,0.514330825,0.378559301,0.406975843,0.3396074075,-0.23294458750000002
pcoli__bpTDC__2,-2.229971574,0.370737925,0.36998961500000005,0.42339976300000004,0.23116152350000002,-0.3589759355
pcoli__BRCA__1,-3.6294538352,0.083314765,0.19094988400000001,0.19224848300000003,0.6710345675,-0.23367239250000002
pcoli__BRCA__2,-3.9174380802,0.069082845,0.185832415,0.130605479,0.6696477115,-0.1479608715
pcoli__BRCActrl__1,-3.0073701975,0.18947349500000002,0.7478487060000001,0.529755863,0.3733937995,0.4316906485
pcoli__BRCActrl__2,-2.7491523901,0.133589245,0.822133306,0.603931893,0.22246223550000002,0.4418792695
pcoli__BRCAswap__1,-3.0113900006,0.917496175,0.57696863,0.502758963,0.6271712065,-0.39478299650000004
pcoli__BRCAswap__2,-2.6746147641,1.035549985,0.6370936500000001,0.5975511530000001,0.6785398995,-0.4391806895
pcoli__btAANAT__1,-2.886690828,0.5520848150000001,0.323861084,0.44156927300000004,0.5485136335,-0.2918731385
pcoli__btAANAT__2,-2.4307462285,0.555115985,0.27958708600000004,0.593116823,0.3297999135,-0.4243901335
pcoli__btASMT__1,-2.0620257802,0.686704335,0.367003185,0.526768513,0.5054423085,-0.3907064275
pcoli__btASMT__2,-2.0079124722,0.7940552550000001,0.415723973,0.43985790300000005,0.4655139435,-0.3939355525
pcoli__CC1__1,-1.4069542567,1.138283835,0.689232144,0.525016043,0.3975902995,-0.5075404345
pcoli__CC1__2,-0.6595022279,1.028434795,0.49854365700000003,0.7535511330000001,0.6308923455000001,-0.4155527295
pcoli__ccCOMT__1,-2.941152707,0.410782715,0.207124303,0.324298403,0.3541371715,-0.0059533115
pcoli__ccCOMT__2,-2.8792860805,0.35958486500000003,0.135602372,0.324672993,0.4347781805,-0.0902870305
pcoli__ckDDC__1,-2.782231105,1.098912665,0.64864206,0.44124815300000003,-0.0552191685,-0.44826330750000004
pcoli__ckDDC__2,-2.8036849215,0.8824161150000001,0.71046172,0.327799773,-0.36735657850000003,-0.3031650215
pcoli__CNTF_belt__1,-2.0653689162,0.47925305500000004,0.420432377,0.45389948300000005,0.4106435485,-0.3959299195
pcoli__CNTF_belt__2,-1.5969828573,0.6728564450000001,0.47953411300000004,0.769870103,0.4481362145,-0.5517080185000001
pcoli__cobPNMT__1,-3.0643004921,0.284564975,0.303324142,0.319938133,0.4786757595,-0.4505728425
pcoli__cobPNMT__2,-2.8812589175000003,0.28185787500000004,0.322389862,0.31512674300000004,0.3276649835,-0.3180246335
pcoli__cvPhhB__1,-3.9660040836,0.254282775,0.057619355000000004,0.310797363,0.4421151385,-0.0298774355
pcoli__cvPhhB__2,-3.9868401795,0.485982265,0.277355495,0.447846893,0.2293989905,-0.0773141755
pcoli__ggAANAT__1,-3.757058777,0.260959535,0.21586797400000002,0.307534513,0.3279630575,-0.0780439325
pcoli__ggAANAT__2,-4.0014310371,0.295162105,0.12626112,0.222644383,0.2446054775,-0.1007848135
pcoli__ggTPH__1,-2.4790842468,0.224120605,0.11468483400000001,0.341263333,0.4512733075,-0.23930687850000001
pcoli__ggTPH__2,-2.6773800006,0.11325776500000001,0.070815561,0.27857460300000003,0.39056430950000004,-0.1298938775
pcoli__hsAANAT__1,-0.5450269678,1.246747625,1.089893306,0.729185823,0.1392501435,-1.2549768925
pcoli__hsAANAT__2,-0.19892597110000002,1.262952225,0.903433806,0.851554463,0.7072313255,-1.0062410225
pcoli__hsASMT__1,-2.5225054904,0.464873735,0.265788397,0.358384973,0.5333681265,-0.1182674875
pcoli__hsASMT__2,-2.922490275,0.37343606500000004,0.330022315,0.436830013,0.46690985150000003,-0.1310490315
pcoli__hsPNMT_mb__1,-3.4505975714,0.291465275,0.040300772000000006,0.303904393,0.1214344905,-0.24581995550000002
pcoli__hsPNMT_mb__2,-3.2984676984,0.276043525,0.12697175200000002,0.315796993,0.10566628850000001,-0.2672729775
pcoli__hsTPH__1,-4.2957127329,0.064708835,-0.175521843,0.05462642,0.3443847295,-0.4479507995
pcoli__hsTPH__2,-4.1944791398,0.09849440500000001,0.09615961,0.23617991300000002,0.2525189105,-0.3329615755
pcoli__hsTPH_E2K__1,-2.7963433032,0.9019469250000001,0.526622704,0.708976563,0.2617855145,-0.4795134935
pcoli__hsTPH_E2K__2,-3.2596394349,0.8548870150000001,0.628575133,0.661218473,0.1575093195,-0.6385117715
pcoli__hsTPH_E2K_N91I_P99C__1,-3.7125004494000002,0.24889085500000002,-0.08709583800000001,0.188410083,0.5152069935,-0.3112332625
pcoli__hsTPH_E2K_N91I_P99C__2,-3.808520821,0.167138795,-0.018978383,0.048706611000000004,0.32327414250000003,-0.28910934650000003
pcoli__hsTPH_N158trunc__1,-3.0650832531,0.30525573500000003,0.49277853,0.450496543,-0.27522670050000003,-0.5380165845
pcoli__hsTPH_N158trunc__2,-2.736030812,0.36285334500000005,0.481644575,0.38589769300000004,-0.2876578215,-0.3179384205
pcoli__hsTPH_N174trunc__1,-2.8456973908,0.9229170050000001,0.19621347500000003,0.383639033,0.4889331725,-0.42690148850000004
pcoli__hsTPH_N174trunc__2,-2.7423585217,0.6854901050000001,0.490658674,0.653379393,0.2654302985,-0.3229992045
pcoli__hsTPH_Ntermtrunc__1,-0.9735729874000001,1.094570805,0.853001546,0.507616873,0.2155964255,-0.6174020625000001
pcoli__hsTPH_Ntermtrunc__2,-0.126872634,1.385971565,0.7565656460000001,0.580596903,0.21268627750000002,-0.6844888675
pcoli__hsTPH1__1,-2.6648375354000002,0.893005295,0.680069985,0.525567793,0.5917901475,-0.31323234450000004
pcoli__hsTPH1__2,-2.4576396907999998,0.8963619450000001,0.6759045060000001,0.541530923,0.6363705515,-0.3735665535
pcoli__MBP__1,-3.546485858,0.107615625,-0.573046228,-0.3459771,-0.3149133275,-0.2203023745
pcoli__MBP__2,-3.6408746654,0.8126329750000001,-0.051903538000000006,0.026489270000000002,0.0311305465,-0.6244880495
pcoli__msCOMT__1,-2.1696300631,0.146692115,0.079404681,-0.10757295,0.6215079345,-0.0322700805
pcoli__msCOMT__2,-2.0534436454,0.008338235000000001,-0.044857836000000005,-0.092380891,0.7603906565,-0.09055434350000001
pcoli__ocAANAT__1,-3.9273765336,0.343833905,0.16575990100000002,0.31963151300000003,0.2882727225,-0.1464369335
pcoli__ocAANAT__2,-3.7561048678,0.31392150500000005,0.2116699,0.29391968300000004,0.3030484155,-0.12132427350000001
pcoli__osTDC_K374H__1,-1.2756324556,1.283960655,0.851500016,0.686319663,0.3594516615,-0.45769461250000004
pcoli__osTDC_K374H__2,-2.3644768325,1.646649845,0.979614336,0.6933763230000001,0.3016881455,-0.5149108415
pcoli__osTDC_K374L__1,-1.1223701708,-0.0025753950000000003,-0.064751683,-0.030107003,0.8035622175,0.11737051450000001
pcoli__osTDC_K374L__2,-0.9772449741,0.044617885,0.13687585800000002,0.15281107300000002,0.7659620785,-0.0193505995
pcoli__osTDC_K374Q__1,-2.2338832217,0.7409232450000001,0.43024290200000004,0.448557103,0.5354430805,-0.3896166835
pcoli__osTDC_K374Q__2,-2.145056791,0.7893113850000001,0.45649869600000004,0.464314863,0.5406844865,-0.39900950550000003
pcoli__osTDC_L360V__1,-3.371519614,0.213034735,0.17240939800000002,0.296624173,0.3867892585,-0.21113180950000002
pcoli__osTDC_L360V__2,-3.1926499836,0.286647295,0.273833125,0.38201686300000004,0.2939539625,-0.23261660250000002
pcoli__pmTPH__1,-1.193436775,-0.542287796,-0.33557125600000004,-0.100263604,0.7113358485,-0.0799609865
pcoli__pmTPH__2,-1.5973915324,-0.41813227500000005,-0.103547147,0.082263955,0.6538596595,-0.1009678865
pcoli__RFC__1,-4.2434199675,-0.042492765,-0.193622802,0.068137152,0.07775981950000001,-0.4363782805
pcoli__RFC__2,-4.4733772554,-0.05563172500000001,-0.271951257,0.008882816,0.0796079725,-0.3421102535
