,A,Fnr,flhD,NarL,ihfB,NarP,NsrR,Fis
tcs__del_zraR_lb__1,0.688609452,-0.982470728,-0.044089222000000004,-1.1970788515,-1.008928745,0.632904094,0.8213194930000001,-1.422639233
tcs__del_zraR_lb__2,0.7401474267,-0.9951957260000001,-0.070173047,-1.2487042325,-1.091690486,0.566586809,1.03051585,-0.9575911450000001
tcs__del_zraR_zncl2__1,0.42504323380000003,-1.358499992,-1.7654795810000001,-0.4872285585,-0.38165406500000004,0.43921934100000004,1.482867883,-1.733823329
tcs__del_zraR_zncl2__2,0.7968490764,-1.388633639,-1.477711286,-0.43775212750000003,-0.349034975,0.47042804600000004,1.145109189,-1.803808878
tcs__wt_01-kcl__1,0.9990202627,-0.989835321,-0.714947761,-0.1159621485,1.455038345,-0.691352466,1.19055274,-2.189852301
tcs__wt_01-kcl__2,1.4534813795,-1.046526627,-0.982303027,-0.3606601305,1.366600795,-0.378910809,1.3017303340000002,-1.6007646800000002
tcs__wt_01xlb__1,-1.2879855348,-0.627626621,-1.390078173,-1.2507584405,1.232707105,-0.202153728,1.8538627600000002,-1.2614741600000001
tcs__wt_01xlb__2,-0.6236439725,-0.594704153,-1.072624084,-1.3054678685,1.196058335,-0.38526149600000004,2.020913852,-1.270333648
tcs__wt_115-kcl__1,1.4983208921,-0.6038745640000001,-0.7264860200000001,-0.6241446925,0.32144473500000004,-1.335505036,1.356145446,-0.823189091
tcs__wt_115-kcl__2,1.6078944751000002,-0.619591071,-0.8707352970000001,-0.7729185295000001,0.254998695,-1.477186354,1.545090198,-1.024942058
tcs__wt_CuSO4__1,1.6199792893,-0.9148683420000001,-1.40845285,-1.0277409525,-0.34763808500000004,0.7792561280000001,1.7179222310000002,-2.3704511740000003
tcs__wt_CuSO4__2,0.7811792191,-0.9852227830000001,-1.665768763,-0.8030274405000001,-0.33729100500000003,0.61846687,1.455820048,-2.476639334
tcs__wt_etoh__1,-0.6790961321,-0.49219957300000006,-2.130219255,-0.7731925865,-0.748208975,1.6451375,1.242798948,-3.892846311
tcs__wt_etoh__2,-0.7477714331,-0.5109897880000001,-1.698415443,-0.6362122115000001,-0.77338142,1.6321730630000002,1.6447333830000002,-3.841647178
tcs__wt_lb__1,1.0030385693,-1.3424401160000001,0.9329411930000001,-0.5131804205,0.7751741050000001,1.7173398149999999,1.076080828,-3.636752627
tcs__wt_lb__2,0.4920059028,-1.381257632,1.038723316,-0.4637121335,0.778722075,1.580376023,0.8090966110000001,-3.366808622
tcs__wt_LiAcet__1,0.9544520636,-1.647171522,1.038349543,-0.3308512255,0.017340905,-0.125625748,0.929879497,-0.78492225
tcs__wt_LiAcet__2,0.9372518073,-1.672436319,1.1823322250000001,-0.5648129185,0.268100265,0.146829963,1.564388275,-1.12893876
tcs__wt_LiCl__1,0.7715684511,-1.592588379,1.085182034,-0.4023529275,0.29628289500000005,0.186662291,1.3768943710000001,-1.095646671
tcs__wt_LiCl__2,0.9480737983,-1.618416323,1.107320735,-0.6673889215000001,0.39963469500000004,0.375327805,1.480912943,-1.208340721
tcs__wt_m9p__1,-2.3761715965,-1.822635071,-1.346368277,-1.9433092615,0.076579375,0.94167719,1.856367357,-1.339070616
tcs__wt_m9p__2,-2.6211847376,-1.744095974,-1.629302477,-1.9217833885000002,0.131004705,0.967405441,1.992380989,-1.269670861
tcs__wt_pyr__1,-0.9464798508000001,-0.5684677490000001,-1.226769354,-1.2674985455,1.210572895,-0.343837363,1.805030361,-1.494096999
tcs__wt_pyr__2,-1.2049526441,-0.546228793,-1.446408426,-1.2846637914999999,1.222105615,-0.41170347,1.83028283,-1.5594622980000001
tcs__wt_zncl2__1,0.8697130795,-1.034137505,-0.683269176,-0.8197582785,-0.7767742820000001,0.509402793,1.077291126,-1.236352531
tcs__wt_zncl2__2,1.3448024875,-1.030251514,-0.68695781,-0.9198018515,-0.85283599,0.377313051,0.901714682,-1.234524521
ros_tale__1_112_0pq__1,-0.9727669245,-0.004000038,1.323409954,-2.2131058125,-0.8659966050000001,-1.671004493,4.461692279,-0.39106625700000003
ros_tale__1_112_0pq__2,0.07587690550000001,-0.298286875,1.081899625,-2.1104281645,-0.9510845130000001,-1.756724384,4.315319832,-0.397391804
ros_tale__1_112_250pq__1,1.1039787172,-0.390843082,-1.113783433,-1.5516010224999999,-0.892650067,-0.760685127,4.134550742,-1.700164219
ros_tale__1_112_250pq__2,1.2805602664,-0.357732802,-0.78366343,-1.6620210775,-0.650211917,-1.093481261,3.933542617,-1.87256593
ros_tale__1_112_750pq__1,1.0607600923,-0.113309328,-0.9310844130000001,-1.6107359365,-0.449078336,-1.006939211,4.005835144,-1.9578167610000001
ros_tale__1_112_750pq__2,1.4441866338,-0.344769418,-0.978024282,-1.8849882574999999,-0.756018851,-0.728125786,4.33057008,-1.604475711
ros_tale__1_112_750pq__3,1.7728938308000002,-0.24647739000000002,-0.547643674,-2.1288456345,-0.9738206110000001,-1.196004696,4.602493522,-1.064855121
ros_tale__3_76_0pq__1,0.22834749510000002,0.529609298,1.566960801,-0.8554140595,0.609933425,0.148874569,1.637122371,-0.619576619
ros_tale__3_76_0pq__2,0.9302803353,0.48756842800000005,1.634199336,-1.0307259295,0.5490627650000001,0.09972493800000001,1.6922586769999999,-0.64522156
ros_tale__3_76_0pq__3,1.5303590831,0.392257358,1.668389833,-1.0543742515,0.20033556500000002,0.5592668230000001,2.202394401,-0.461002829
ros_tale__3_76_0pq__4,1.3999038131,0.350241148,1.571051146,-0.9881753885000001,0.21333680500000002,0.47280730600000004,2.389662393,-0.48543414100000004
ros_tale__3_76_250pq__1,-0.6695334984,0.9029290280000001,-1.915155968,-2.0783476535,-0.101637155,-0.786256005,4.30674893,0.002357896
ros_tale__3_76_250pq__2,0.8352325088,0.609610548,-1.420784794,-2.0746081035,-0.49744366,-0.45289277200000005,5.160813632,0.9959623930000001
ros_tale__3_76_750pq__1,0.40260365800000003,0.641891428,-1.852498172,-2.1275063915,-1.24988038,-0.522439691,5.494272872,-0.6640191860000001
ros_tale__3_76_750pq__2,0.7584642078,0.6362542680000001,-2.328670854,-2.3579970185,-1.09819233,-0.806993205,5.280563452,0.48546730200000004
ros_tale__7_103_0pq__1,2.3194681225,-0.069928169,1.019626883,-1.8370052495,-0.10574536500000001,-0.5874531550000001,5.209799032,-1.4551394260000001
ros_tale__7_103_0pq__2,2.5174514951,-0.356938888,1.283204541,-1.7173618165,-0.101382835,-0.261531471,5.223362522,-1.7659308930000002
ros_tale__7_103_0pq__3,2.7312634646,-0.20300362200000002,0.7258731310000001,-1.7870395075,-0.140543905,-0.594706551,5.189007812,-1.555215781
ros_tale__7_103_0pq__4,2.638386378,-0.56719329,1.143795575,-1.6567116115,-0.151116715,-0.269116583,5.2165309220000005,-1.948419993
ros_tale__7_103_250pq__1,1.0865251053,0.176819585,0.49905589100000003,-2.4111822805,-0.28454211500000004,-1.773628338,4.629707122,-0.28273038100000003
ros_tale__7_103_250pq__2,1.0172106295,-0.014051734000000001,0.302811675,-2.2699596575,-0.218709975,-1.985994303,4.535611832,-0.59570097
ros_tale__7_103_750pq__1,1.0978261181,0.16454690600000002,0.525059287,-2.3179693285000003,0.059289785000000005,-1.973977349,4.087333139,-0.524472442
ros_tale__7_103_750pq__2,1.6822684604,0.04942089,0.37028436200000003,-2.0950462525,0.08908384500000001,-1.786993941,4.156176381,-0.145865458
ros_tale__9_77_0pq__1,0.4440285268,1.140941988,-1.220166139,-2.3321637485,-0.518450237,-0.32164411200000004,4.8637175720000005,0.705589043
ros_tale__9_77_0pq__2,0.28492584120000003,1.045733608,-1.194616858,-2.4009682345,-0.47543456700000003,-0.21660716100000002,4.908970352,0.7775984330000001
ros_tale__9_77_250pq__1,-0.7241110864,1.687118618,-0.7091822550000001,-2.9070275735,-0.869744331,-0.293617002,5.516599692,0.357807103
ros_tale__9_77_250pq__2,-1.5252539136,1.924601218,-1.020432528,-2.7011237665000003,-1.050985093,-0.468685701,5.797296702,-0.967038872
ros_tale__9_77_750pq__1,0.4870845828,1.2535135880000001,-1.060268483,-2.5270212165,-0.72520451,-0.5844309400000001,4.27081974,0.748687003
ros_tale__9_77_750pq__2,-0.7042326387000001,1.4200948580000001,-0.720493292,-2.6169661445,-0.7641835720000001,-0.36072692300000003,4.879394332,0.763736433
ros_tale__11_83_0pq__1,-0.4165085667,-0.029437925,0.700362201,-1.7465379135,-1.0700173099999999,0.7493539920000001,3.501633012,-1.025819035
ros_tale__11_83_0pq__2,0.172612288,0.023303834000000002,0.652641688,-1.6270249325,-1.103072573,0.9435800860000001,3.323645875,-0.816353544
ros_tale__11_83_250pq__1,0.1461717036,-0.12311351100000001,0.472833694,-1.8696774365,-1.148855377,0.48144825,3.540907041,-1.026141811
ros_tale__11_83_250pq__2,-0.3184530094,-0.25887170600000003,0.082403232,-1.8244539364999999,-0.9061221570000001,0.492367951,3.170328326,-1.203094197
ros_tale__11_83_750pq__1,0.0009564394,-0.12083388,-0.350806367,-1.8934433285,-0.9090295740000001,0.306552146,3.507148741,-2.030618167
ros_tale__11_83_750pq__2,0.3096707469,-0.140030082,-0.09833269300000001,-1.7726852085,-0.6581965830000001,0.436675315,3.020429878,-1.825397699
ros_tale__13_87_0pq__1,0.42525907100000004,-0.746910359,1.416603742,-2.2244668655,-1.130481859,0.613426321,4.026490957,-0.022733217
ros_tale__13_87_0pq__2,1.1617020174000001,-0.46070500500000006,1.869598019,-2.3924394715,-1.097951499,0.596874757,4.246056697,0.26424009
ros_tale__13_87_250pq__1,0.9460179789000001,-0.561469801,1.524327559,-2.1940850795,-0.7678107230000001,0.555499211,4.107775327,-0.259379678
ros_tale__13_87_250pq__2,0.7734472883,-0.629128047,1.11650689,-1.8264850235,-0.501428296,0.28139532300000003,3.65612155,-0.386375952
ros_tale__13_87_750pq__1,-0.1289919612,-0.506875812,1.388423322,-1.7433209995,-0.539670415,0.42652146700000004,3.888920128,-0.826000818
ros_tale__13_87_750pq__2,0.42178789850000004,-0.46959708200000005,1.435192073,-2.1714816835,-0.418458545,0.700414459,4.252979794,-0.9245689260000001
ros_tale__14_27_0pq__1,1.7285257522,-0.021811511000000002,1.161184664,-2.0453695115,-0.859777644,-0.027962002000000003,5.569879342,-0.16598346900000002
ros_tale__14_27_0pq__2,1.9001791614,0.12091694500000001,1.084890674,-2.2734699154999998,-0.8969574320000001,0.114962304,5.314773252,-0.167376192
ros_tale__14_27_250pq__1,2.3998660085,0.583430698,0.995489327,-1.5536719335,-0.7157152090000001,-0.46159347300000003,4.894306482,-1.019402408
ros_tale__14_27_250pq__2,2.289806295,0.684444928,1.117813052,-1.5475424205000001,-0.827818583,-0.41381142600000004,4.6737847420000005,-0.8759214550000001
ros_tale__14_27_750pq__1,1.3359474627,2.044364118,-3.667618203,-0.7174491485000001,1.084884585,-0.130862229,3.714156061,-2.864287473
ros_tale__14_27_750pq__2,1.6344592632000001,2.007240748,-3.538598843,-0.9698444615,1.110534925,0.004959072,3.81278069,-2.817300316
ros_tale__16_28_250pq__1,-0.280711129,-0.44488061100000004,1.9345258310000002,-0.7243672665,-0.322763075,0.328752653,0.646388261,0.06710132
ros_tale__16_28_250pq__2,0.0443939093,-0.566406158,1.9303242960000002,-0.6857966615000001,-0.293092475,0.418870469,0.8078648180000001,0.096236155
ros_tale__16_32_0pq__1,0.6244126568,-0.623195319,-0.22818037900000002,-1.4324124755,0.34716982500000004,0.68404055,3.520812256,-1.9749570950000002
ros_tale__16_32_0pq__2,0.5027109495000001,-0.482923786,-0.337568291,-1.6830125695,0.33392048500000004,0.6273619930000001,3.710992759,-1.690103662
ros_tale__16_32_0pq__3,0.6127559606,-0.717700459,1.78146988,-0.8161099875000001,-0.291864605,0.640750653,0.43870101600000005,0.43274787000000003
ros_tale__16_32_0pq__4,0.1539583579,-0.64186743,2.017093791,-0.8836127895,-0.29224345500000004,0.7333200080000001,0.403161671,0.420603628
ros_tale__16_32_250pq__1,0.8323648381000001,-0.679187866,1.632119291,-1.1952573895,-0.465235485,0.519243255,0.46231758900000003,0.243415495
ros_tale__16_32_250pq__2,0.7948929921000001,-0.6098498250000001,1.688914289,-1.0507179025,-0.483834904,0.18776509400000002,0.087080184,0.180824218
ros_tale__16_32_750pq__1,0.44826768370000003,-0.366249486,0.8565268220000001,-2.5402709905,-0.230275895,0.133033219,3.806758273,-0.17107552
ros_tale__16_32_750pq__2,0.8298455044,-0.163033003,-0.1444464,-1.7915617565000002,0.08051488500000001,0.17491141200000002,3.356115872,-1.172690283
ros_tale__17_104_0pq__1,0.5831054915,-1.778704773,0.22326837600000002,-1.7995051444999999,0.414410155,0.649461485,2.679184601,-1.2421107
ros_tale__17_104_0pq__2,0.5690596109,-1.87458859,0.370184813,-1.6596569795,0.420775255,0.550092079,2.548310111,-1.362886894
ros_tale__17_104_250pq__1,0.5241518272,-0.870340709,0.903189474,-2.1305453955,-0.091196495,1.1385341900000001,2.4000515140000003,-0.798885511
ros_tale__17_104_250pq__2,1.124947947,-0.9554763430000001,0.193618585,-1.6237211205,0.18637689500000001,1.070383324,2.376437447,-1.3571465950000001
ros_tale__17_104_250pq__3,1.2521367388,-1.000417803,0.39549014400000004,-1.5711120175,-0.25625172500000004,1.561758684,2.687987368,-1.15584676
ros_tale__17_104_250pq__4,2.6910546426,-0.683897696,0.6030434330000001,-1.3911057425,0.16089092500000002,1.8549345060000002,2.150974538,-0.488770535
ros_tale__17_104_750pq__1,-0.47906289360000004,-0.948053416,0.40372786200000005,-2.0511425955,-0.5423704530000001,1.172238458,2.923027392,-0.394457761
ros_tale__17_104_750pq__2,0.2446986076,-0.945781996,0.17986083600000002,-2.0115204375,-0.41065191500000003,1.135160757,2.899324477,-0.48706914900000003
ros_tale__18_24_250pq__1,-0.1622698558,-0.6740969290000001,1.130108676,0.0029001995,0.556681175,0.543214591,1.395445286,-0.29239659700000004
ros_tale__18_24_250pq__2,0.2298582931,-0.770029595,1.29020916,-0.2337367725,0.044054445000000005,0.46421225200000005,1.064370967,-0.031356612
ros_tale__18_36_0pq__1,1.7350570637,-1.033200047,-1.530375451,-1.7621037474999999,0.150418815,-0.650640907,4.45458236,-1.190171151
ros_tale__18_36_0pq__2,1.6402096493,-1.203083779,-1.475549072,-1.6079884075000002,0.296173185,-0.719895778,4.34558358,-1.39178657
ros_tale__18_36_0pq__3,1.1306027051,-1.047631244,1.7240178080000002,-1.2436705785,-0.39758026500000004,-1.0397935170000001,0.538902929,0.741247273
ros_tale__18_36_0pq__4,0.7613532107000001,-0.9799620080000001,1.9380773320000002,-0.7916602025,-0.7291996590000001,-1.257267391,0.047869321000000006,0.529143883
ros_tale__18_36_250pq__1,0.6966022580000001,-0.89488495,1.426558446,-0.8817618315,-0.535026925,-1.494039999,0.041072425,0.282586606
ros_tale__18_36_250pq__2,1.3494566094,-0.9689770120000001,1.371459705,-1.0448200935,-0.47481011500000003,-1.122601465,-0.012503701,0.364805561
ros_tale__18_36_750pq__1,0.9797940267,-0.641609003,-1.006636302,-1.2761237975,0.676957735,-0.628308282,4.009597303,-1.109809858
ros_tale__18_36_750pq__2,0.7999259030000001,-0.582725383,-1.979696075,-1.2702009665,0.760018115,-0.5534496600000001,3.863701227,-1.2697995020000001
ros_tale__19_91_0pq__1,0.4328232087,-1.900315751,0.290370675,-0.8314362335000001,0.732289525,1.1868398,2.736846969,-1.13647757
ros_tale__19_91_0pq__2,0.0649578208,-1.906916504,0.492754028,-0.9146237705,0.43077015500000004,1.043299144,2.758883949,-1.288805471
ros_tale__19_91_250pq__1,1.083775991,-1.496060902,0.305591997,-0.4885653425,0.394077915,1.270244837,2.764449722,-0.833868461
ros_tale__19_91_250pq__2,1.7237680547,-1.77884102,-0.157352304,-0.7313105465,-0.033236975,0.7608017290000001,2.835646622,-0.9433104050000001
ros_tale__19_91_750pq__1,0.0047380716,-1.362481013,-0.6223631980000001,-1.2248396305,-0.08328756500000001,1.332380471,3.056922599,-0.22890021200000002
ros_tale__19_91_750pq__2,1.3080893414,-1.310339443,-0.002356349,-1.2484746125,-0.444519447,0.8383681430000001,3.735463352,-0.292517462
ros_tale__19_91_750pq__3,0.8764562898,-0.630128715,-1.764803415,-1.1090555945,0.360943715,1.286114913,3.329429529,-0.718536917
ros_tale__19_91_750pq__4,2.3562903719,-0.791538139,-0.9967113540000001,-0.9898636015000001,-0.0008650550000000001,0.47416540100000004,4.235539097,-1.7631005100000001
ros_tale__21_97_0pq__1,-0.012155893800000001,0.808790208,0.5807143720000001,-2.1821245595,-1.239469425,-1.760633103,4.676268892,0.22472915400000001
ros_tale__21_97_0pq__2,1.2976244839,-0.15626136300000001,1.785467233,-1.8952417805000001,-0.906114233,-1.585548261,5.231715492,0.503618743
ros_tale__21_97_250pq__1,1.3064546893,0.052103735000000005,1.554847134,-2.3755801425,-0.664380941,-1.342723229,5.316867362,0.30954515200000005
ros_tale__21_97_250pq__2,1.6587742078,-0.18145813,2.000143696,-2.0647630665,-0.751543803,-1.341281811,5.311058472,0.44701791
ros_tale__21_97_750pq__1,0.1508281265,0.812325618,1.099072154,-2.5820372785,-0.582283069,-1.459590259,5.507221102,-0.535764962
ros_tale__21_97_750pq__2,1.3064656164000001,0.179824972,2.054716907,-2.2520674645,-0.6685993090000001,-1.25812229,5.438681562,0.494515953
ros_tale__25_111_0pq__1,1.0094791907,-0.8299582590000001,2.115024469,-2.4249442675,-0.8101516240000001,-2.329487003,4.837429942,0.07697432600000001
ros_tale__25_111_0pq__2,1.7096757832,-0.8454112730000001,0.11230522300000001,-1.6811806305,-0.821579228,-1.571404054,4.5191262420000005,-0.794991961
ros_tale__25_111_250pq__1,1.1480671807,-0.647607354,1.9214321070000002,-2.4917287645,-0.6815045200000001,-2.113993982,4.5387958919999996,0.11033218800000001
ros_tale__25_111_250pq__2,2.2037608221,-0.612683498,0.326629677,-2.3300522655,-1.030650892,-1.93045723,4.981030082,-0.5383455380000001
ros_tale__25_111_750pq__1,1.9572798937,-0.618440988,0.537602782,-1.8987000375,-0.91410638,-1.8318441980000002,4.953561802,-0.7730443090000001
ros_tale__25_111_750pq__2,2.2307449644,-0.6966102150000001,1.539808262,-1.5359188824999999,-0.396619785,-1.128385374,4.799408562,0.07180531200000001
ros_tale__29_119_0pq__1,0.9635987792,-0.240071578,-1.162310598,-1.8181148945,-1.143270606,-1.561792521,5.040676152,-0.488391738
ros_tale__29_119_0pq__2,0.9734931935000001,-0.594975123,-1.66625233,-2.0019324365,-0.5396704520000001,-1.636457027,4.763882222,-0.488614243
ros_tale__29_119_250pq__1,0.7163702771,-0.596275301,-1.782157577,-2.3994855025,-0.460564228,-1.565544325,4.664151262,-0.9212534760000001
ros_tale__29_119_250pq__2,0.6568910784,-0.163952428,-1.9296138470000002,-3.0048782075,-1.3851055859999999,-1.488225181,5.084500312,-1.341048917
ros_tale__29_119_750pq__1,0.7863697638,-0.109945651,-1.7635199639999999,-2.1174233595,-0.664774753,-1.396923186,4.635987782,-0.8227946340000001
ros_tale__29_119_750pq__2,0.2705881552,-0.35768003600000003,-2.006521052,-2.5786150995,-0.693988244,-1.680945943,4.618518282,-0.7322588760000001
ros_tale__ALE4_0pq__1,0.5700731972,-0.654336129,1.400811778,-0.7388326665,-0.29706712500000004,-0.044070171000000005,0.47407844,0.813015153
ros_tale__ALE4_0pq__2,0.9115673658000001,-0.677531934,1.4227051830000002,-0.6087178795,-0.29380178500000004,-0.136839323,0.41746713100000005,0.7591989330000001
ros_tale__ALE4_250pq__1,1.0358753295,-0.275686384,-0.486720874,0.7133759505,1.463623175,0.062343982000000006,1.52268892,-2.169698637
ros_tale__ALE4_250pq__2,0.47587198280000004,-0.23889179400000002,-0.584571269,0.7126471465,1.494380965,0.030346123000000003,1.46880923,-2.011124475
pcoli__atASMT_325G__1,0.7381299859,-0.460226424,-0.185784112,-0.5945350325000001,0.22948868500000003,-0.153919315,0.640228988,-0.011270601
pcoli__atASMT_325G__2,0.7130152526,-0.44076187600000005,-0.13793855900000002,-0.6742076345,0.23820617500000002,-0.41035771600000004,0.6667890830000001,-0.17708870100000002
pcoli__bpTDC__1,-0.0530802442,-0.39054706100000003,-0.342374597,-0.4257732785,0.514330825,0.019641852,0.587852082,-0.475502034
pcoli__bpTDC__2,0.015074320200000001,-0.33950688700000003,-0.257552392,-0.6019739855,0.370737925,-0.16313849400000002,0.5846891080000001,-0.5747615420000001
pcoli__BRCA__1,-0.0125897861,-0.43615873400000005,0.23428068700000002,-0.8740727555000001,0.083314765,-0.12725835600000002,0.251359838,0.051253021
pcoli__BRCA__2,0.2442020372,-0.46865413,0.188024674,-1.0234973265,0.069082845,0.06013894300000001,0.417960571,0.08475666700000001
pcoli__BRCActrl__1,-0.508375541,-0.403988891,-0.6308251840000001,-0.5740491795,0.18947349500000002,-0.029671628000000002,0.8257220670000001,-0.889743774
pcoli__BRCActrl__2,-0.8697193124,-0.444489053,-0.593682578,-0.5252165025000001,0.133589245,-0.117111746,0.867360094,-1.410077335
pcoli__BRCAswap__1,0.5172848680000001,-0.5007945340000001,-0.31695103700000005,-0.37165977650000004,0.917496175,-0.47102959800000005,0.658680123,-0.441923204
pcoli__BRCAswap__2,0.8956390969,-0.5053284840000001,-0.14393572,-0.2293440545,1.035549985,-0.38097847500000004,0.7489586760000001,-0.437418303
pcoli__btAANAT__1,0.42759511240000003,-0.466470657,-0.22435674,-0.4059400895,0.5520848150000001,-0.8017523160000001,0.482034344,-0.19023234900000002
pcoli__btAANAT__2,0.5313361385,-0.37675922300000003,-0.278653185,-0.31513347350000004,0.555115985,-0.764370842,0.66793233,-0.330179249
pcoli__btASMT__1,0.3710216778,-0.500119204,0.031733954,-0.1439362855,0.686704335,-1.236689559,0.360570567,-0.298295129
pcoli__btASMT__2,0.017463705,-0.415345976,0.071026224,-0.0009237545,0.7940552550000001,-0.851552732,0.377807612,-0.181190771
pcoli__CC1__1,0.9708140115,-0.511825053,-0.501647217,-0.0439821275,1.138283835,-0.496583663,0.9210410840000001,-0.61110794
pcoli__CC1__2,0.9186629073,-0.31485701400000005,-0.6719370410000001,0.0959938335,1.028434795,-1.47050563,0.29254253900000005,-0.485290655
pcoli__ccCOMT__1,0.37481693390000004,-0.482160317,0.185828194,-0.5080616015,0.410782715,-0.05801645800000001,0.658879014,-0.273241144
pcoli__ccCOMT__2,1.0115076224,-0.40976297300000003,0.031359175,-0.4949952145,0.35958486500000003,-0.16304485900000001,0.5888839610000001,-0.332130158
pcoli__ckDDC__1,0.7866324279,-0.630122988,-0.918631237,-0.1909754655,1.098912665,-0.191013661,1.294919784,-0.8340731840000001
pcoli__ckDDC__2,0.7784183462,-0.638148942,-1.279948,-0.061367065500000005,0.8824161150000001,-0.300856406,1.406252564,-1.022077783
pcoli__CNTF_belt__1,0.7604690381,-0.298386825,-0.613459502,-0.2000554125,0.47925305500000004,-0.917123616,0.505802159,-0.456741275
pcoli__CNTF_belt__2,0.3593478141,-0.38006166300000005,-0.144547307,0.0814828725,0.6728564450000001,-1.2061898260000001,0.35032393900000003,-0.775460911
pcoli__cobPNMT__1,0.8221760642,-0.40089768800000003,-0.044592557000000005,-0.4023656715,0.284564975,-0.48112576,0.406448572,-0.289011463
pcoli__cobPNMT__2,0.7812923306,-0.42101342,-0.10708405700000001,-0.5218830955,0.28185787500000004,-0.25811953,0.5806856020000001,-0.28012710300000004
pcoli__cvPhhB__1,0.49477920350000004,-0.5254932990000001,0.165543569,-0.44880965450000004,0.254282775,0.009245724,0.875688809,-0.318991666
pcoli__cvPhhB__2,0.7594311981,-0.743997498,0.187632172,-0.4797649875,0.485982265,0.23036418600000003,1.118855541,-0.38849757
pcoli__ggAANAT__1,0.3195875621,-0.46272072300000006,0.156074126,-0.4959027615,0.260959535,-0.193296941,0.5840056490000001,-0.19019660400000002
pcoli__ggAANAT__2,0.5870440748,-0.420530377,0.03690393,-0.5030244975,0.295162105,-0.165260284,0.756472189,-0.26493351800000003
pcoli__ggTPH__1,0.7523047588,-0.454985071,0.172819988,-0.6399381775,0.224120605,-0.7378494280000001,0.46731775500000006,-0.13487748400000002
pcoli__ggTPH__2,0.6406144930000001,-0.497514312,0.055075384000000005,-0.8038166895000001,0.11325776500000001,-0.5408869390000001,0.49336250600000003,-0.138849798
pcoli__hsAANAT__1,1.0572727055,0.022332146,-1.583310185,0.1767243155,1.246747625,-0.776132853,1.398363381,-2.093234557
pcoli__hsAANAT__2,1.0679277115,-0.17518171200000002,-1.398316667,0.1779742685,1.262952225,-1.070688734,0.782218186,-1.468642403
pcoli__hsASMT__1,0.4696433195,-0.48296065600000004,0.033589979,-0.46420169650000004,0.464873735,-0.125719721,0.5257077490000001,-0.201932149
pcoli__hsASMT__2,0.5457617654,-0.402594561,-0.061648501,-0.5092591385,0.37343606500000004,-0.049142063,0.6632957890000001,-0.192149582
pcoli__hsPNMT_mb__1,0.8996596433,-0.3763032,-0.185246516,-0.48001811650000004,0.291465275,-0.30205394700000004,0.23664236900000002,-0.15644791600000002
pcoli__hsPNMT_mb__2,1.1414111225,-0.42449361100000005,-0.16920547200000002,-0.48527572150000003,0.276043525,-0.359873804,0.5383509860000001,-0.112944189
pcoli__hsTPH__1,0.3381052069,-0.43643012200000003,-0.22648667900000002,-1.0967243425,0.064708835,-0.29295570600000004,0.328872037,0.09360618400000001
pcoli__hsTPH__2,0.6253429508,-0.5736641880000001,0.198352355,-0.9809825245,0.09849440500000001,-0.1226246,0.7310723610000001,0.043564501000000005
pcoli__hsTPH_E2K__1,0.6429017648,-0.125359269,-0.45419901700000004,-0.3183766275,0.9019469250000001,-1.304629669,0.668648896,-0.5716579890000001
pcoli__hsTPH_E2K__2,0.37062865840000003,-0.087385535,-0.780878717,-0.3063947875,0.8548870150000001,-0.99923759,1.252405699,-0.774450716
pcoli__hsTPH_E2K_N91I_P99C__1,0.3593757848,-0.329506452,0.032217319,-0.7407224925,0.24889085500000002,-0.6163053350000001,0.055849747000000005,0.202692071
pcoli__hsTPH_E2K_N91I_P99C__2,0.8816891895000001,-0.42721245100000005,0.11798027100000001,-0.7195519345,0.167138795,0.008228135000000001,0.563237524,0.003575435
pcoli__hsTPH_N158trunc__1,0.5254365961,-0.040118541,-0.705790333,-0.3692697815,0.30525573500000003,-0.357395901,1.8053978370000001,-0.975307558
pcoli__hsTPH_N158trunc__2,-0.049962448300000004,-0.089151637,-0.914867109,-0.4899277475,0.36285334500000005,-0.579993367,1.560127004,-0.9806343980000001
pcoli__hsTPH_N174trunc__1,1.0478814443,-0.45094076,-0.255115018,-0.5297338445,0.9229170050000001,-0.7330438960000001,0.919791797,-0.384618308
pcoli__hsTPH_N174trunc__2,0.9158295766000001,-0.25446565200000004,-0.510054055,-0.5399660135000001,0.6854901050000001,-0.735608174,1.041569813,-0.716433536
pcoli__hsTPH_Ntermtrunc__1,0.3450691484,0.081208522,-0.848898637,0.4352442445,1.094570805,-0.708190713,1.6652461230000002,-1.568799622
pcoli__hsTPH_Ntermtrunc__2,0.5279766575,-0.36300764,-0.508017759,0.6075804585,1.385971565,-0.43063246,1.039705413,-0.9768274640000001
pcoli__hsTPH1__1,0.8067123035,-0.457813974,0.07633972600000001,-0.26073173050000004,0.893005295,-0.6105454720000001,0.50274254,-0.437269283
pcoli__hsTPH1__2,0.5960438485,-0.416483586,-0.141317509,-0.2792831045,0.8963619450000001,-0.593269652,0.6401297970000001,-0.397786323
pcoli__MBP__1,0.31261186100000005,-0.911700291,0.124635201,-0.7889837015000001,0.107615625,-0.493497522,1.061396366,-1.140861184
pcoli__MBP__2,0.1442791683,-0.326153116,-0.260847731,-0.2934833025,0.8126329750000001,-1.298231,0.55110956,-1.226207122
pcoli__msCOMT__1,0.4602373302,-0.417527969,0.46467448400000005,-0.5418198755,0.146692115,0.438712264,0.7545692190000001,-0.021112979
