,A,Fnr,flhD,NarL,ihfB,NarP,NsrR,Fis
rand_barrel__mut_nanE__2,-0.7131544875,0.1781953679,-0.7609740065,-0.0858173234,0.4909406082,-0.3595962578,0.37691615240000004,-0.2205822906
rand_barrel__mut_nanE__3,-3.5075019622,0.6569750524,-0.8929833704000001,-0.29398723920000003,0.27310776130000003,0.1820564802,0.369169923,-0.8193608079
rand_barrel__mut_pdxJ_1__1,-2.7194367647,0.1787996128,0.1437777208,-0.11454335530000001,-0.1468615685,-0.8521072635,0.7109163219,-0.5997014154
rand_barrel__mut_pdxJ_1__2,-3.6157234235,0.11778360900000001,0.0855824907,0.2151462495,0.24300281110000002,0.6539816258000001,-0.0258694847,-0.0729656482
rand_barrel__mut_pdxJ_1__3,0.2067024517,0.654130041,0.6340686014,-0.0620120392,-0.25940531910000003,-0.35862058700000005,1.058165216,-0.5369566521
rand_barrel__mut_pdxJ_2__1,0.5318383761000001,0.13318347290000002,0.4343880315,-0.0270007778,0.2552602858,-0.1300194619,0.5233652665,-0.0382048267
rand_barrel__mut_pdxJ_2__2,0.7209524583,0.0482401603,-0.0427206116,0.0481567592,0.2871462172,-0.1181085422,0.031317918,-0.0745687413
rand_barrel__mut_pdxJ_3__1,-3.1644979142,0.1520617836,-0.4979049961,0.082140617,0.26152956580000003,-0.7850459272,-0.47202489540000003,-0.2022446518
rand_barrel__mut_pdxJ_3__2,-3.7254218795,0.022923051700000002,-1.3087685495999999,0.20203678830000002,0.26997426,0.1255495698,-0.4520547514,-0.3069023796
rand_barrel__del_serB__1,-0.030585494600000002,-0.012503975300000001,-0.26431467200000003,-0.025006627,-0.0421165336,0.0781405974,0.010421500200000001,-0.042170493600000004
rand_barrel__del_serB__2,0.030585494600000002,0.012503975300000001,0.26431467200000003,0.025006627,0.0421165336,-0.0781405974,-0.010421500200000001,0.042170493600000004
rockhopper__CV104_pHDB3__1,0.3847063082,-0.5360698087,-1.7954908597,-2.1238755546,-0.2434317712,0.2500302821,-0.7574878574,2.3015311473
rockhopper__CV104_pHDB3__2,0.3508552055,-0.1752285714,-1.7607067672999999,-1.9248298331,-0.6880546294000001,0.15388861650000002,-0.5441046701,1.9737251058
rockhopper__CV104_pHDB3__3,0.0470659151,0.0422851349,-1.7324903735000001,-1.6931748922,-0.47614016270000004,0.1900539102,-0.3631296643,1.9660711981999999
rockhopper__CV104_pLCV1__1,0.36838979580000003,-0.1848959024,-1.5243719993,-2.0237864724,-0.5452630615,0.2663911908,-0.6881226054,2.016554287
rockhopper__CV104_pLCV1__2,0.2625724805,-0.11445331630000001,-1.4952851747,-1.9135664945,-0.6133102,0.1440494404,-0.7079952939,2.0244462644
rockhopper__CV104_pLCV1__3,0.0701724969,0.109365481,-1.4886076496,-1.8198528319,-0.3823272017,0.3728155299,-0.3205931375,1.9419073304
rockhopper__wt_lb__1,0.17978692740000002,0.07952887700000001,-1.6724859904,-1.2003054988,-0.5017878330000001,-0.5864979791,-0.7280940174,1.8679287144
rockhopper__wt_lb__2,1.0538163385,-0.1709218388,-1.1167706006,-0.8426649982000001,-1.3002220611,-0.19360031020000001,-0.1765557777,1.2921998969000001
rockhopper__wt_lb__3,0.36223602790000003,0.1546433043,-2.008736362,-1.1818286916,-0.38011492290000004,-0.4520895595,-0.6968883824000001,1.8917936764
rockhopper__wt_lb_aMG__1,1.7044094434,0.24525902700000002,-1.7615330149,-0.2348409917,-0.4312594853,-0.9745826691,-0.8344093871,0.5395643603
rockhopper__wt_lb_aMG__2,1.2109209793,-0.0468967645,-1.8722466181000001,-0.6748495210000001,-0.6546793405,-0.3770824997,-0.7729971906,0.9906916870000001
rockhopper__wt_lb_aMG__3,1.3697963121,0.2451304448,-2.2277984098,-0.78678222,-0.6564689762,-0.42610673920000003,-1.1708398333,1.3703669651000001
rockhopper__del_sgrR_lb_aMG__1,0.3110781375,0.3046829473,-2.6661980888,-0.1825263235,-0.6385376221,-2.0391803614,-1.7050654657000002,0.5734681935
rockhopper__del_sgrR_lb_aMG__2,2.1771557664,0.5800346571,-2.649449701,-0.0445204394,-0.6645585173,-2.5552989952000003,-1.8468119803,0.2499518641
rockhopper__del_sgrR_lb_aMG__3,0.1785919417,0.41055047240000003,-2.111792263,-0.3660800893,-0.6027240562,-1.6918845492,-1.5377316972,0.5164904485
rockhopper__del_sgrS_glyc_aMG__1,1.8987603827,0.3495013483,-1.5391722730000001,-0.7796313167000001,-0.5497863012,-0.634221041,-0.8687799227,-0.582680288
rockhopper__del_sgrS_glyc_aMG__2,-0.3080024655,0.2135503367,-1.5922080266,-0.6203881761000001,-0.8844349788,-0.4090284583,0.047597467500000004,-0.992035898
rockhopper__del_sgrS_glyc_aMG__3,3.7879081058,0.27022110390000004,-2.6605952293,-1.1406679103,-0.7323984494,-0.8407772364,0.4110393415,-0.82092612
rockhopper__del_sgrS_glyc__1,1.283759772,-0.5960188213000001,-1.536260806,-2.095595951,-1.0765882832,-1.0939164435,-2.1906123006,1.1855093645
rockhopper__del_sgrS_glyc__2,0.3621327731,-0.5153006611000001,-2.0500909261,-1.7255578059,-1.2737457653,-1.1596416297,-1.3524240726,1.6497003332
rockhopper__del_sgrS_glyc__3,0.0306378269,-0.7494009207,-1.1965212392,-2.0588338165,-1.0661014702,-0.7153809564,-0.6362615602,1.5533210611000001
rockhopper__wt_lb_aMG__4,0.9675578428,0.9373966127000001,-2.1558382362,-0.2600976211,-0.0022261433,-1.6428676667,-1.3494523916,1.0327964961
rockhopper__wt_lb_aMG__5,1.8788586725,0.524749906,-1.2969636556,-0.3351713465,-0.6233404330000001,-1.4103339253,-0.8744910944000001,0.6311239495000001
rockhopper__wt_lb_aMG__6,1.0876618592,0.5390292830000001,-1.533872545,-0.3279873786,-0.5674820865,-2.0076080169,-1.2609604717,0.8201260326
rockhopper__wt_glyc_aMG__1,1.3437128799,0.1927103994,-0.9857291113000001,-0.9964165641,-0.3722030261,-0.7828851209000001,-0.9622222434000001,0.23113696620000002
rockhopper__wt_glyc_aMG__2,0.5355465055,-0.2721809743,-1.7426477115,-1.5132070228,-0.7656051362,-0.2745808797,0.0738871547,0.092688142
rockhopper__wt_glyc_aMG__3,2.2155001252,0.0942445324,-2.0884369699,-1.2810773083,-0.8154694804,-1.6268347765,-0.8793538385,0.1864078501
rockhopper__wt_glyc__1,0.9210968654,-0.5028454892,-1.2698743000000001,-1.716588631,-1.1263483433,-1.0643389752,-1.6609599285,1.3913280626
rockhopper__wt_glyc__2,-1.397164275,-0.7619765309000001,-1.6175635735,-2.217729829,-1.0507258242,-1.0023945239,-0.9250425045,1.8801914265000002
rockhopper__wt_glyc__3,0.4459422447,-0.7772664028,-1.3184517813,-2.1868854681,-1.4642462689,-0.9151706148000001,-1.3943459886,1.8233975957
rockhopper__CV108_glyc_aMG__1,-3.4005445308,-0.1627574406,-0.8995874913,0.438458194,1.3629742903,-0.2016748754,-0.2386678191,-0.2035763635
rockhopper__CV108_glyc_aMG__2,-1.1873353981,0.1195934634,-2.801026874,0.7679634367,1.6888523696000002,-2.118444734,-0.9522639612,-0.997274482
rockhopper__CV108_glyc_aMG__3,-0.36709646830000003,0.585866443,-1.2750642459,1.2636967111000001,1.447236262,-1.5151778500000002,-0.6808329823,-0.7825957539
rockhopper__wt_glyc__4,0.8897835127,-0.2748920794,0.5538492774,-0.1698607039,0.3468954117,0.0658130118,0.3671975979,-0.1164091949
rockhopper__wt_glyc__5,1.3064334628,-0.023622468400000003,0.5484224099,-0.3732044211,0.2900535789,-0.2495346746,-0.2049164994,-0.4347953531
rockhopper__wt_glyc__6,-0.1572969413,-0.0868330756,0.7590548523,0.5221025507,-0.22690032810000002,0.6084486119,0.9631683315,-0.6036823822
rockhopper__wt_glyc_aMG__4,-0.3238089065,0.8093858327,-0.6580972475,1.4006188512,0.9829650128,-0.9033823568,-0.0126490147,-0.5832233137
rockhopper__wt_glyc_aMG__5,0.745885305,0.6000033542000001,-0.8443340888,1.1904970975,0.8410876139,-1.5045474433,-0.6595180442,-0.5893179781
rockhopper__wt_glyc_aMG__6,0.7155431023000001,0.9300053628,-0.9873212545000001,1.3947751706,1.2263269173,-1.7438543119,-0.5486671221,-1.3449960646
rockhopper__wt_glyc__7,-0.5178073905,0.3147084383,0.1857355803,1.4861170212,1.0358727271000001,0.6455640627,0.9173541310000001,-1.2967251452
rockhopper__wt_glyc__8,-0.1503471337,0.8163029064,-0.2041417617,1.6957112561,1.3521651373,-0.1366918489,-0.31321048430000004,-1.5836493801
rockhopper__wt_glyc__9,-0.6443543425,0.4865455977,0.34968838900000004,1.6054620824999999,0.4469906174,0.6765077668,0.9321590390000001,-1.1114614148
rockhopper__wt_glyc__10,-0.6863100821,-0.19694005890000002,0.8520058175,0.5192033906,-0.145904202,1.1605392834,1.0511993296,-0.2708470256
rockhopper__wt_glyc__11,0.0243182116,0.5357216237,0.5672953854,0.3483575336,0.3585189499,0.23275410740000002,0.2542652789,0.1532474732
rockhopper__wt_glyc__12,-0.0342941321,0.471097539,0.5939797047,0.4873152184,0.1836285442,-0.0214962066,0.013131697400000001,0.16940533800000002
rpoD__wt__1,-0.919822511,-0.2306984564,-0.9057303537,-0.0267978704,0.37080809610000004,0.0635196319,-0.0576831104,-0.31751411490000003
rpoD__wt__2,0.9578449177,0.27096734170000003,0.7205513594,0.2364860393,-0.1472996254,0.1140196941,0.08534293750000001,0.3577599574
rpoD__rpoD_mut__1,3.51300367,0.11141910790000001,3.3991931015,-0.0133665929,-0.1075567976,0.8650357913000001,-0.3669813628,3.1030835766
rpoD__rpoD_mut__2,1.6345322468,0.8818179069000001,3.1149320012,-0.2734320665,-0.0643227189,1.0933851042,-0.4257829826,3.4643144453
rpoD__rpoD_mut__3,2.3352284565,0.17360545200000002,2.1646075866,-0.4882434739,0.0005808492,0.7174940316,-0.4347523935,2.7622962092
rpoD__wt__3,-0.038022406700000004,-0.0402688853,0.1851789943,-0.2096881689,-0.22350847070000002,-0.177539326,-0.0276598271,-0.040245842500000004
rpoN_peptide__ctrl__1,0.1572415031,0.07876370120000001,-0.0728040039,0.0023518207,0.0637044503,0.1258567984,0.0940841407,0.0007950103000000001
rpoN_peptide__ctrl__2,0.2542759175,0.0458313293,0.0817380686,0.0699067466,0.0156690406,-0.09084309480000001,-0.0779008738,-0.1171505754
rpoN_peptide__ctrl__3,-0.4115174207,-0.1245950304,-0.008934064700000001,-0.0722585673,-0.0793734909,-0.0350137036,-0.0161832669,0.11635556500000001
rpoN_peptide__nminus__1,0.014058795300000001,0.07101942430000001,0.17910584640000002,0.0024208119,0.1785238774,0.17953109450000002,-0.0641467829,0.18262371400000002
rpoN_peptide__nminus__2,-0.056647268300000005,0.029034705900000003,0.1266458038,0.083799629,0.1678548191,0.0327395772,-0.18226300780000002,0.0458881224
rpoN_peptide__nminus__3,-0.3415598812,-0.07063298700000001,0.1833229374,-0.0762617828,0.081303292,0.039707700900000004,0.0349249214,0.0772102477
rpoN_peptide__nplus__1,1.6591930162000001,-0.4390160696,3.5348644376,-0.8993829435,-0.9979672179,-0.2219286454,-1.3385432871,4.3547183379
rpoN_peptide__nplus__2,1.5360291512000002,-0.5132100212,3.5519304777,-0.8739742540000001,-1.0859981772,-0.2446757165,-1.3476630081,4.3316896513
rpoN_peptide__nplus__3,1.4286902953,-0.5274770167,3.44857998,-0.9014032147000001,-1.0891656204,-0.3130278294,-1.4857968479,4.361795663
rpoN_peptide__s54_wt__1,0.17792277880000001,-0.0473843372,-0.3244119905,0.3173716744,-0.0030845069,-0.2245053699,-0.0802423547,0.0420888457
rpoN_peptide__s54_wt__2,0.2136506568,-0.0589448946,-0.2799420313,0.16772660120000002,-0.0856139897,-0.1886528965,-0.08343354800000001,-0.007688093500000001
rpoN_peptide__s54_wt__3,0.081740614,-0.1527826934,-0.5769959525,0.4003626234,-0.0370968837,-0.2167361864,-0.09011736940000001,-0.030441688
rsd__wt_ee__1,-0.8260368018,-0.1087062049,0.2041824,-0.4025870657,-0.1086920816,0.09766802200000001,0.0172454028,0.0420412059
rsd__wt_ee__2,0.8260368018,0.1087062049,-0.2041824,0.4025870657,0.1086920816,-0.09766802200000001,-0.0172454028,-0.0420412059
rsd__del_rsd_ee__1,-0.4148379862,-0.0279470508,0.2480135731,0.0925693751,0.058327546800000005,0.1651286834,-0.033249657200000005,0.2428904616
rsd__del_rsd_ee__2,-0.0345773587,-0.0884184305,0.3230239259,0.19458633690000002,-0.12030315,-0.07371584710000001,0.0758820726,0.1927189082
rsd__del_ssrS_ee__1,0.0989747228,0.523433386,1.0796179247,-0.1438711512,-0.1953865066,0.31116683900000003,0.5483861388,0.6160748597
rsd__del_ssrS_ee__2,0.5071404288,0.3201135047,0.9428473964,0.7490306755,-0.0863479287,0.4586730768,0.21419056290000002,0.7504129416
rsd__del_rsd_ssrS_ee__1,-4.9274140936,0.2712930537,0.3664515365,0.074671387,-0.2620975874,0.18813044210000002,0.6471951126000001,0.0351904113
rsd__del_rsd_ssrS_ee__2,-4.6245942001,0.6900611251000001,0.6427852510000001,0.0628747348,-0.3197862573,0.2982279396,0.47862011870000004,0.5113810497
rsd__del_rpoS_ee__1,-0.1663007216,0.7065502985000001,1.0799654915,0.7513948821,0.0348336231,0.9365508786000001,0.0034157196,0.9710061056
rsd__del_rpoS_ee__2,0.1052768847,0.6768054222000001,1.1862078594,0.3131183033,-0.035264928800000005,0.8475006438,0.17881984,0.7562566058
rsd__wt_me__1,-2.3608195142,-0.1630534231,-1.0869631274,0.3595359897,1.3497924922,0.1308218524,-0.3800402204,-1.0178528916
rsd__wt_me__2,-2.5494874255,-0.11977652670000001,-1.2696523524,0.3169229059,1.2046506089,0.2395665606,-0.357159551,-1.2149942231
rsd__del_rpoS_me__1,-2.6925601061,0.1754536481,0.6243466706,0.4681281316,0.8780282038,0.3669460178,-0.2531953276,-0.7453303096
rsd__del_rpoS_me__2,-3.5708335497,0.2047409573,0.7373316423,0.6968841331000001,0.8131151801000001,0.3467366585,-0.2247247571,-0.8163028323
rsd__wt_ts__1,-5.7543839695,0.6816640879,-1.5258301665,-1.4545875465,-0.8061226303,-0.0595646301,-0.29668243310000003,-0.39287607560000004
rsd__wt_ts__2,-5.4860610986000005,0.8185960482,-1.7077536299,-1.5284104128,-0.6292702513,0.1086767387,-0.3348385613,-0.1573471991
rsd__del_rsd_ssrS_ts__1,-5.8950082163,0.7219122925,-1.2044159304,0.0659154057,-1.5989042147,-0.1528691493,0.15631894,-1.6918255788
rsd__del_rsd_ssrS_ts__2,-6.0118247545,0.7857176267,-1.1644197693,0.0430623392,-1.7107259248000002,-0.1844288087,0.1501450699,-1.7496336341
rsd__del_rpoS_ts__1,-5.3056760584,1.6269512069,-0.6138288052,-0.2841817847,0.24316815490000002,0.8919167614,0.22804797200000002,-0.3915621648
rsd__del_rpoS_ts__2,-5.6777479367,1.7264439833,-0.7458149758,-0.33706655680000003,0.35089803350000004,0.9428036419,0.1596927284,-0.4358961085
rsd__wt_s__1,-5.7288974417,1.3975523745,-1.2549543999,-1.6854997535,-1.7479177371999999,0.1863204554,1.1116707241000001,-1.0084983008
rsd__wt_s__2,-5.6453865446,1.3710309417,-1.2226096078,-1.7868715421,-1.6314874427000001,0.3457034833,0.43394797160000004,-1.0952564979
rsd__del_rsd_s__1,-5.8481010909,1.4797326518,-0.9805466988,-1.491642471,-1.7916764761000001,-0.1232659549,0.5728836154,-1.1220085845
rsd__del_rsd_s__2,-5.9439820709,1.3890769,-1.2790227198,-1.3636360714,-1.7863753928000001,0.038825919,0.29827731150000003,-1.1233942442
rsd__del_rsd_ssrS_s__1,-5.5637338299,1.9067585004,-1.1016488592,-1.1860137782,-1.6735628130000002,0.0032264878,0.7827891338,-3.4308934802
rsd__del_rsd_ssrS_s__2,-5.3686856787,1.8625522063000002,-1.1604062235,-0.9215139918,-1.7667546818000002,0.103271369,0.7834469457000001,-3.4044622139
rsd__del_rsd_ls__1,-8.4741733746,1.2300910035000001,0.38727622370000003,-1.4481110331,-2.6987899867,-0.5475289252000001,2.2553163106,-2.6559617668
rsd__del_rsd_ls__2,-7.9359333529,1.064799884,1.1685735043,-1.0289320185,-2.715531577,-0.726200331,2.8024142864,-2.7265815400999998
rsd__del_ssrS_ls__1,-6.4247213928,1.4783430668,-0.40285265870000003,-1.6622604147,-3.0085625719,-0.4411575559,2.1905426752,-3.9387590991
rsd__del_ssrS_ls__2,-7.1854083376,1.1249858676,-0.24503654660000002,-2.0043529381,-3.4102889405,-0.6915575695,2.7517122374,-4.0862936444
rsd__del_rsd_ssrS_ls__1,-6.2673739073,1.7596019351,-0.5430846302,-0.2504223511,-3.3791962805,-0.1302284997,1.1092100052,-3.1474849834
rsd__del_rsd_ssrS_ls__2,-6.39692409,1.6288132779,-0.5628491337,-0.8332494568000001,-3.3891356153,0.12054395620000001,0.5492910561000001,-3.0020123048
rsd__del_rpoS_ls__1,-6.990673559,0.9203576051000001,0.2037904523,-1.3542276922,-2.8197675082,0.08571066270000001,-0.1669568965,-0.8551097326
rsd__del_rpoS_ls__2,-6.4088785007,1.2506586523,0.13984529910000001,-0.5478662345,-2.5076543975,0.3427135182,-0.5061830620000001,-0.76342186
sdsR_ryeA__wt_3h__1,-0.0715668186,0.0336110383,0.1230484866,-0.1026337939,0.6360514056000001,0.14067371110000002,0.5716098579000001,-0.3766938378
sdsR_ryeA__wt_8h__1,-0.8125753687,0.9670152922,-1.6582915487,-0.8739951331,1.5319703017,-1.1006386813,-0.022552668,0.6916878775
sdsR_ryeA__wt_3h__2,0.0715668186,-0.0336110383,-0.1230484866,0.1026337939,-0.6360514056000001,-0.14067371110000002,-0.5716098579000001,0.3766938378
sdsR_ryeA__wt_8h__2,-0.4694130137,0.9802278685,-1.9678165564999999,-0.8475719968000001,1.2631041084999999,-1.725627696,-0.43297796650000003,0.7367470478
starve_series__t00_growth1__1,-0.2528658439,-0.0940147947,-0.0468598716,0.0693966778,0.1545464236,0.082110499,0.1343261533,-0.1250606319
starve_series__t00_growth1__2,0.0887905637,-0.0729560592,-0.1455989034,0.0880318004,-0.057338121900000004,-0.008669046100000001,-0.4575144396,-0.24694602340000002
starve_series__t00_growth1__3,0.4954724473,-0.0934380196,0.0400855933,0.10330399870000001,0.1379334156,0.040934819000000004,-0.0199329205,-0.0616308209
starve_series__t00_growth1__4,-0.3313971671,0.2604088735,0.1523731817,-0.2607324769,-0.2351417173,-0.1143762719,0.3431212068,0.43363747620000004
starve_series__t01_starve__1,-0.9591588445,0.0908191643,-1.0073496787,-0.019136991500000002,1.1168219991,0.18359283910000002,0.2514470949,-1.8971756014
starve_series__t01_starve__2,-0.2468548345,-0.122104848,-0.6471693740000001,-0.0043045206,0.8586059082,0.061279007600000004,-0.6279911772,-2.2310340493
starve_series__t02_starve__1,-0.0701899929,-0.3236320149,-2.0850074727,0.0793427185,1.6548339635,-0.7194212341,0.1014972111,-4.8936592304
starve_series__t02_starve__2,-0.46882192770000003,-0.4089767167,-1.672043981,0.0416665065,1.6119677219000002,-0.1650196196,0.1464044499,-4.3908695667
starve_series__t03_starve__1,-1.1806251768,-0.0539025833,-1.5415856294,-0.0723243017,1.7759466766,0.1588478619,0.6477513340000001,-4.4710467849
starve_series__t03_starve__2,-1.0281554469,-0.0313921183,-1.7269872528999999,0.20564480240000002,1.6899649202,0.2483738584,0.4286879058,-4.2515434111
starve_series__t04_starve__1,-0.8797573127,-0.0674881938,-1.3226405874,-0.0801889761,1.7521498667,0.043078649600000005,0.4497507341,-4.3388797927
starve_series__t04_starve__2,-0.9553083417,-0.085607108,-1.9185871243000001,-0.0701353734,1.5779735513,0.1871729113,0.2548068519,-4.7868245453
starve_series__t05_starve__1,-1.00502897,0.0586922297,-2.1199118333,-0.5657531824,1.3415007752,0.3706774446,0.6869540705,-4.8085744934
starve_series__t05_starve__2,-0.6693902692,0.0521020172,-2.5212215594,-0.4041308791,1.3390447981,0.2649967052,0.3678488314,-4.5254584575
starve_series__t06_starve__1,-1.1148275458,0.2418407138,-1.5111161156000001,-0.6865694608,1.1060269537,0.4873429929,0.8161743483,-4.6820294035
starve_series__t06_starve__2,-1.1444248088,0.40923488700000005,-2.613890711,-0.8513258193000001,1.1071110746,0.6300439173,1.1134961425,-4.7909121998
starve_series__t07_starve__1,-1.0619477566,0.3762321885,-2.3608236383,-1.1299654424,0.8021708442000001,0.4097117454,0.8373970706,-4.1444791473
starve_series__t07_starve__2,-1.4663918047,0.3555008103,-1.8956156351,-0.933115918,0.7059267472,0.2800050203,0.8985505768000001,-4.6667391844
starve_series__t08_starve__1,-0.890406165,0.5810940072,-1.1820743613,-1.1135289598,0.4724394383,0.582629551,1.0694270633,-4.2484284998
starve_series__t08_starve__2,-0.6065786964000001,0.4565764128,-1.6026758414,-1.2365579244,0.5407174696,0.45875735770000003,1.0262751402,-4.5562915277
starve_series__t09_starve__1,-0.7308774843,0.589817838,-2.1020262237,-1.444793609,0.1360289267,0.7464127354000001,1.03471174,-4.6947691506
starve_series__t09_starve__2,-1.9575553682,0.42368360180000003,-2.310252587,-1.390350706,0.2379951285,0.5327368408,1.166391474,-4.4200881791
starve_series__t10_starve__1,-0.8446764838,0.5569795390000001,-1.8358909387,-1.2959562043,-0.0043728316,0.6294274055,1.3154572025,-4.6880403355
starve_series__t10_starve__2,-1.1284853699,0.5860481001,-2.4550000493,-1.0968500784,-0.0656868852,0.6168486381,0.9454832120000001,-4.2643542687
starve_series__t11_starve__1,-2.1669167639,0.5071308149,-1.85434773,-1.3179181148999999,-0.28347565420000004,0.7227892419,0.8772295406,-4.4367349703
