,A,SgrR,ComR,flhD
pcoli__BRCActrl__2,-0.2897995092,0.7400916590000001,1.255705772,-0.593682578
pcoli__BRCAswap__1,0.2560510039,0.266748046,0.26800349700000003,-0.31695103700000005
pcoli__BRCAswap__2,0.069657904,0.26381912700000004,0.364867052,-0.14393572
pcoli__btAANAT__1,-0.4471954019,0.10137114500000001,0.11907347200000001,-0.22435674
pcoli__btAANAT__2,-0.4797930475,0.005210752,0.018791014,-0.278653185
pcoli__btASMT__1,-0.1191564496,0.350062107,-0.049916236,0.031733954
pcoli__btASMT__2,0.133079298,0.21960188800000002,-0.021931323000000003,0.071026224
pcoli__CC1__1,0.8701219027,-0.08199843300000001,0.152762222,-0.501647217
pcoli__CC1__2,0.4862611866,0.137819939,0.162708612,-0.6719370410000001
pcoli__ccCOMT__1,0.1096132773,0.141641006,0.12224457300000001,0.185828194
pcoli__ccCOMT__2,0.2252938377,0.26111612500000003,0.18411671300000002,0.031359175
pcoli__ckDDC__1,0.5113792766,-0.197048891,0.44325229,-0.918631237
pcoli__ckDDC__2,0.4191603092,-0.13539085,0.543248234,-1.279948
pcoli__CNTF_belt__1,0.6731171653,0.087724722,0.27453355300000004,-0.613459502
pcoli__CNTF_belt__2,0.8305275665,0.205911789,0.172325315,-0.144547307
pcoli__cobPNMT__1,0.7301030224,-0.0047872240000000005,0.11421828,-0.044592557000000005
pcoli__cobPNMT__2,0.4843930019,0.028552378000000003,-0.00372685,-0.10708405700000001
pcoli__cvPhhB__1,0.5735125194,-0.02814894,0.064375286,0.165543569
pcoli__cvPhhB__2,0.5055354413,-0.134713143,0.19498437000000002,0.187632172
pcoli__ggAANAT__1,-0.3718572392,0.21995017300000003,0.142648782,0.156074126
pcoli__ggAANAT__2,0.1668438251,0.154387818,0.20364437,0.03690393
pcoli__ggTPH__1,-0.626278164,0.11973112500000001,0.196368125,0.172819988
pcoli__ggTPH__2,-0.007866259700000001,0.037449201,0.043342944,0.055075384000000005
pcoli__hsAANAT__1,1.6276935987,-0.347087193,1.076175031,-1.583310185
pcoli__hsAANAT__2,1.2942691031,-0.016927197,0.8879510370000001,-1.398316667
pcoli__hsASMT__1,-0.16043600330000002,0.718310546,0.18293704400000002,0.033589979
pcoli__hsASMT__2,0.1181806328,0.60358824,0.538310048,-0.061648501
pcoli__hsPNMT_mb__1,-0.032616023200000004,-0.030220118,0.17716762900000002,-0.185246516
pcoli__hsPNMT_mb__2,0.0184285418,0.060334478000000004,0.172252181,-0.16920547200000002
pcoli__hsTPH__1,-0.0573310001,-0.023752887,0.00485672,-0.22648667900000002
pcoli__hsTPH__2,-0.2155788049,-0.150332407,0.31393964700000004,0.198352355
pcoli__hsTPH_E2K__1,-0.7764683541,0.12120304,0.623903826,-0.45419901700000004
pcoli__hsTPH_E2K__2,-0.7941095211,0.113914359,0.807862206,-0.780878717
pcoli__hsTPH_E2K_N91I_P99C__1,-0.0080248369,0.337188356,0.012182429000000002,0.032217319
pcoli__hsTPH_E2K_N91I_P99C__2,-0.07731269860000001,0.23521009,0.100669848,0.11798027100000001
pcoli__hsTPH_N158trunc__1,-1.1431275154,-0.08457542600000001,0.686508227,-0.705790333
pcoli__hsTPH_N158trunc__2,-0.9831461392,0.044412339,0.712008014,-0.914867109
pcoli__hsTPH_N174trunc__1,0.1345605366,-0.049900383000000006,0.000249432,-0.255115018
pcoli__hsTPH_N174trunc__2,-0.2651569588,0.13704459100000002,0.633374431,-0.510054055
pcoli__hsTPH_Ntermtrunc__1,1.543698553,0.695502766,1.01681351,-0.848898637
pcoli__hsTPH_Ntermtrunc__2,1.5055003957,0.401443415,0.33623092,-0.508017759
pcoli__hsTPH1__1,-0.31338009440000003,0.182289936,0.28826691800000004,0.07633972600000001
pcoli__hsTPH1__2,-0.1182509462,0.15855633500000002,0.21680514,-0.141317509
pcoli__MBP__1,1.9078651162,-0.45267432700000004,-0.013554124,0.124635201
pcoli__MBP__2,1.7857087566,-0.11324706200000001,0.050004043000000005,-0.260847731
pcoli__msCOMT__1,1.3455443079,0.592231857,0.305651455,0.46467448400000005
pcoli__msCOMT__2,0.8351198982,0.6034188030000001,0.17575921600000002,0.338112475
pcoli__ocAANAT__1,-0.5260258008,0.084381118,0.12111450700000001,0.258829343
pcoli__ocAANAT__2,-0.3006724552,0.077308389,0.005468626000000001,0.011277848
pcoli__osTDC_K374H__1,1.0464231598,0.09003707200000001,0.253279025,-0.5090476890000001
pcoli__osTDC_K374H__2,1.3695031952,0.189601554,0.315501044,-0.373826877
pcoli__osTDC_K374L__1,0.6088602786,0.768705304,0.31937605700000005,0.9362207450000001
pcoli__osTDC_K374L__2,0.7698815176,0.575586008,0.5091201630000001,0.66183032
pcoli__osTDC_K374Q__1,-0.41206829850000004,0.231297411,0.093026683,-0.05645564300000001
pcoli__osTDC_K374Q__2,-0.4261011575,0.362675407,0.19656863800000002,-0.043941279
pcoli__osTDC_L360V__1,-0.24243110980000002,0.31557374200000005,0.321124591,-0.016728550000000002
pcoli__osTDC_L360V__2,-0.5068539495000001,0.377784824,0.687094893,0.05080141
pcoli__pmTPH__1,0.5671456902,0.163857946,-0.35137482600000003,0.379480816
pcoli__pmTPH__2,0.5477298874000001,-0.08406928500000001,0.48537821400000003,0.34495805
pcoli__RFC__1,0.37245672300000005,-0.108530649,0.330634303,-0.17986634
pcoli__RFC__2,0.1224548587,-0.264850091,0.268808462,-0.11846742
pcoli__RFCctrl__1,1.2955321791,-0.16463552,0.593067036,-1.388498972
pcoli__RFCctrl__2,1.5800010954,-0.39893048000000003,0.754838875,-1.698281706
pcoli__RFCnopause__1,1.182173129,-0.289946574,0.7334793390000001,-1.554378443
pcoli__RFCnopause__2,0.6834171618,-0.400756726,1.093527019,-2.002670742
pcoli__RFCpluspause__1,0.5011212641,-0.093828848,0.9303773860000001,-1.509101295
pcoli__RFCpluspause__2,0.9625537179,0.0022041580000000003,0.744479576,-1.802947987
pcoli__rnCOMT_sol__1,0.9958156951,-0.237771893,0.6949217080000001,-1.307771849
pcoli__rnCOMT_sol__2,1.3104226205,-0.383278169,0.346643016,-1.249367303
pcoli__rnPNMT__1,0.5353565505,0.5805683890000001,0.26349498600000004,0.525051955
pcoli__rnPNMT__2,0.632929117,0.495496317,0.7019576080000001,0.41758421900000003
pcoli__rnTDC__1,-0.13678356490000002,0.349186692,0.251963573,0.109387172
pcoli__rnTDC__2,-0.2748711447,0.511823563,0.133021106,0.018000268
pcoli__rnTDC_trunc__1,1.4452991313,0.147393046,0.28879401600000004,0.382253762
pcoli__rnTDC_trunc__2,1.5203529708999999,0.106539666,0.525858226,0.291439532
pcoli__saCOMT_T2A__1,0.124216063,-0.016711768000000002,0.014253799999999999,0.065870999
pcoli__saCOMT_T2A__2,0.0769483678,0.02995032,0.286338417,0.16423868800000002
pcoli__sfCOMT__1,-0.41763260090000004,-0.08296149800000001,-0.07580004700000001,0.27440980600000003
pcoli__sfCOMT__2,-0.062304642400000006,-0.195850358,-0.061561812,0.154865719
pcoli__sgAANAT_D63G__1,-0.1139426625,-0.113080727,0.175294798,0.033138937
pcoli__sgAANAT_D63G__2,-0.6510146858,0.058572964000000005,-0.099647755,0.166320968
pcoli__ssDDC__1,0.22198066190000001,0.583909403,0.161534482,0.336592479
pcoli__ssDDC__2,0.2503041327,0.41504634900000004,0.595851777,-0.063561534
pcoli__TP53B__1,0.1051799967,0.21482161600000002,0.44744114500000004,-0.0023514070000000002
pcoli__TP53B__2,0.1605766868,0.27096579800000004,0.306697683,-0.173399895
pcoli__WT__1,1.2891134711,0.16812784900000002,1.133229054,-0.856580706
pcoli__WT__2,1.0566434144,0.109695948,1.026551698,-0.41341600300000003
cck__glu_ale4__1,-0.241693595,0.221572966,0.51923581,1.530131763
cck__glu_ale4__2,-0.23229002140000002,-0.432679568,-0.249745564,1.398647109
cck__cck_ale1__1,-0.2618014229,-0.32943737500000003,-0.220419636,1.266808652
cck__cck_ale1__2,-0.0876337321,-0.23635923900000003,-0.2579456,1.53598082
cck__cck_ale2__1,-0.3236443143,-0.446605256,-0.275101017,1.246653091
cck__cck_ale2__2,0.1004531099,-0.41928667500000005,-0.284621002,1.194462937
cck_pgi__gmos_delpgi__1,-0.6765463671,-0.584343786,0.8528233470000001,1.607809802
cck_pgi__gmos_delpgi__2,-1.4649200531,-0.095645147,1.039944957,1.294410402
cck_pgi__pgi_ale1__1,-1.1530887366,0.07847981600000001,0.350292584,1.60958422
cck_pgi__pgi_ale1__2,-0.8046379467,-0.46996152900000004,0.030634879,1.387747062
cck_pgi__pgi_ale2__2,-0.2255967147,-0.457327855,-0.020105034,1.336186397
cck_pgi__pgi_ale3__1,-1.1878433203,0.147026707,0.363222984,0.965262473
cck_pgi__pgi_ale3__2,-0.4093651755,-0.6206454530000001,-0.19391132600000002,0.823874513
cck_pgi__pgi_ale4__1,-2.3186100717,0.317359431,0.469984108,0.24779213400000002
cck_pgi__pgi_ale4__2,-1.7367030349,-0.750130642,-0.24745640600000002,-0.240535355
cck_pgi__pgi_ale4__3,-1.5998757209,-0.598939721,-0.29928073,-0.42760753100000004
cck_pgi__pgi_ale5__1,-1.7208510867,0.408087089,0.5056653870000001,2.132198553
cck_pgi__pgi_ale5__2,-1.1014090101,-0.282394071,0.15321673700000002,1.929910848
cck_pgi__pgi_ale6__1,-0.5502908692,0.25350088400000004,0.5454878790000001,1.567412988
cck_pgi__pgi_ale6__2,-0.12518275,-0.40748030900000004,0.143944818,1.669288221
cck_pgi__pgi_ale7__1,-0.0124916066,0.31328551,0.8588765230000001,1.645697396
cck_pgi__pgi_ale7__2,0.4196218444,-0.2087899,0.23622668400000002,1.711156144
cck_pgi__pgi_ale8__1,0.8123912320000001,0.30105712,0.027464567000000002,1.43310787
cck_pgi__pgi_ale8__2,0.327797724,-0.228247835,-0.396187334,1.3663390450000001
cck_sdh__gmos_delsdhCB__1,1.2313760233,-0.173845893,-0.20666575,0.8893988030000001
cck_sdh__gmos_delsdhCB__2,2.2002308504,-0.059910882000000006,0.220003567,0.332946976
cck_sdh__sdh_ale1__1,0.3237257837,0.022963108000000003,0.394942956,0.6148693070000001
cck_sdh__sdh_ale1__2,0.1825463445,-0.17463441100000002,0.05625187,0.8481720140000001
cck_sdh__sdh_ale2__1,0.5939367102,-0.16076731400000002,0.08018251700000001,1.415217529
cck_sdh__sdh_ale3__2,0.1898391167,0.017319997,0.180055722,1.020012199
cck_sdh__sdh_ale3__1,-0.37787240050000004,-0.224833046,0.08324617200000001,1.3008945010000001
cck_sdh__sdh_ale3__3,0.1729425756,-0.320579677,0.086821295,0.949101729
cck_pts__gmos_delptsHIcrr__2,0.5659585198,-0.5614705280000001,0.572704796,-1.237936841
cck_pts__gmos_delptsHIcrr__1,-0.3026972686,-0.12891265600000001,0.757863711,-1.188695122
cck_pts__pts_ale1__2,-0.0119337559,0.163584202,0.5701411940000001,-2.70817893
cck_pts__pts_ale1__1,-0.35740996280000004,0.011707062,0.656339471,-2.420806936
cck_pts__pts_ale2__2,-0.3200761699,-0.180050013,-0.17004918500000002,-1.6652563009999999
cck_pts__pts_ale2__1,-0.0677663133,-0.385730652,-0.100593888,-1.175314356
cck_pts__pts_ale3__2,0.2566528377,-0.49310202100000006,0.48138142300000003,-3.205453174
cck_pts__pts_ale3__1,-0.37316300210000003,-0.265618383,0.472985878,-2.595882176
cck_pts__pts_ale4__2,-0.328987195,-0.45524974700000004,0.016445201,1.446035329
cck_pts__pts_ale4__1,-0.2621501515,-0.453668495,0.004351588,1.601519921
cck_gnd__gmos_delgnd__1,2.0650963875,-0.10248808200000001,-0.467728199,0.731093882
cck_gnd__gmos_delgnd__2,3.6699250485,-0.20664141400000002,0.080062961,0.248338161
cck_gnd__gnd_ale1__1,-0.41076721390000004,-0.24466994700000003,-0.12334404,1.366198828
cck_gnd__gnd_ale1__2,0.0021064053,-0.171263507,-0.328188798,1.325707137
cck_gnd__gnd_ale2__1,-0.11684618670000001,-0.49596219700000005,-0.27381903500000004,1.56817921
cck_gnd__gnd_ale2__2,-0.5179973364,-0.275010729,-0.096977067,1.342015862
cck_gnd__gnd_ale3__1,-0.12739352,-0.20827393900000002,0.043820831000000005,1.198225184
cck_gnd__gnd_ale3__2,-0.4750605527,-0.18284972600000002,-0.139738204,1.132838364
cck_tpiA__gmos_deltpiA__1,0.7022728522,-0.556652449,1.247103017,1.930669828
cck_tpiA__gmos_deltpiA__2,2.0144005477,-0.7771235320000001,0.8344666140000001,1.904315897
cck_tpiA__tpiA_ale1__1,0.1584123601,-0.316926392,0.769018979,2.355773033
cck_tpiA__tpiA_ale1__2,-0.6420233185,0.05408294600000001,0.988623223,2.180608389
cck_tpiA__tpiA_ale2__1,-0.08910514800000001,-0.33072960900000004,0.5848951480000001,2.656173079
cck_tpiA__tpiA_ale2__2,0.2249255236,-0.695909851,0.25484168700000004,2.533410137
cck_tpiA__tpiA_ale3__1,0.7228539171,-0.5749640970000001,0.8249860720000001,1.985590768
cck_tpiA__tpiA_ale3__2,0.7808237113000001,-0.361694075,0.48656246300000006,2.094717017
cck_tpiA__tpiA_ale4__1,0.3171923848,-0.240566777,0.40420079000000003,2.3702205100000002
cck_tpiA__tpiA_ale4__2,0.5902547431,-0.454417526,0.28025600100000003,2.391969007
acid_tale__acid_ale1_pH7__1,0.7825056963,-0.5847020270000001,-0.541780468,1.584817111
acid_tale__acid_ale1_pH7__2,1.1496914038,-0.46756994900000004,-0.627621697,1.789440009
acid_tale__acid_ale1_pH5__1,0.914814973,-0.298446406,-0.487794408,0.534554463
acid_tale__acid_ale1_pH5__2,1.5221125157,-0.516060614,-0.45897064600000004,0.87338931
acid_tale__acid_ale2_pH7__1,0.5809122749,-0.592562832,-0.5122071810000001,1.778302401
acid_tale__acid_ale2_pH7__2,0.5410194007,-0.45060138200000005,-0.45849938700000004,1.730282629
acid_tale__acid_ale2_pH5__1,-0.1691080889,-0.522000916,-0.164355611,2.066788898
acid_tale__acid_ale2_pH5__2,-1.8506417726,-0.28400385100000003,0.25273484300000004,0.230508076
acid_tale__low_Mg_ale_pH7__1,0.3376578449,-0.819703532,-0.25471950200000004,1.2758258420000002
acid_tale__low_Mg_ale_pH7__2,0.010092803400000001,-0.55165469,-0.49297418600000004,1.339997539
acid_tale__low_Mg_ale_pH5__1,0.6621711074000001,-0.6778534460000001,0.047729891,1.987036433
acid_tale__low_Mg_ale_pH5__2,-0.1717555631,-0.618164895,0.015883253,1.715356922
acid_tale__MES_ale_pH7__1,0.196475329,-0.472997215,-0.040579473000000005,1.782434629
acid_tale__MES_ale_pH7__2,0.3596961798,-0.552129973,0.06966340600000001,1.937089678
acid_tale__MES_ale_pH5__1,0.6153465293,-0.562194533,0.525912518,2.023260118
acid_tale__MES_ale_pH5__2,0.7118138741000001,-0.484173805,0.818648645,1.7688080099999999
acid_tale__gmos_pH7__1,0.6289291924,-0.569809397,0.23546227900000002,1.804246303
acid_tale__gmos_pH7__2,0.4235517715,-0.46619713,0.271116401,1.761044316
acid_tale__gmos_pH5__1,1.3469302236,-0.333151904,0.6508735520000001,2.18926637
acid_tale__gmos_pH5__2,1.2267930318,-0.461989607,0.93270049,2.501947526
adnB__wt_adn__1,2.2598500489,-1.475104208,-0.533329948,0.025628881000000003
adnB__wt_adn__2,0.13610874850000002,-1.56474603,-0.41464539100000003,0.36139795500000005
adnB__delydhB_adn__1,1.8864037108,-2.4885636250000003,0.17003952,0.036679170000000004
adnB__delydhB_adn__2,1.4178707462,-0.9589650730000001,-0.004939171,0.190345073
ytf2__wt_glc__1,-0.4853516567,-0.328153972,-0.12940859200000002,0.5339791890000001
ytf2__wt_glc__2,-0.0775241952,-0.620318975,0.016808762,0.5574168620000001
ytf2__ybcM_glc__1,0.04901044,-0.543934459,-0.30155184,0.066219288
ytf2__ybcM_glc__2,-0.1856206748,-0.50738974,-0.26744559900000003,-0.390228177
ytf2__ydhB_glc__1,0.039172400600000004,-0.520160587,-0.5231032330000001,-0.220108784
ytf2__ydhB_glc__2,0.5967166758,-0.49569525300000006,-0.42149651600000004,-0.30495511200000003
ytf2__yfeC_glc__1,-0.29096381190000004,-0.623476349,-0.7181248880000001,0.21078253600000002
ytf2__yfeC_glc__2,0.2700549597,-0.675653209,-0.7893872820000001,-0.30016992800000003
ytf2__yciT_glc__1,0.5339366149,-0.6801666670000001,-0.486868153,0.340696649
ytf2__yciT_glc__2,0.6644907936000001,-0.717095636,-0.38367665700000003,0.837991001
ytf2__ydiZ_glc__1,-0.0455799724,-0.7808436310000001,-0.37548955100000003,0.8294629910000001
ytf2__ydiZ_glc__2,-0.2761294526,-0.783767784,-0.257717162,0.742665813
ytf2__ynfL_glc__1,-0.0412364772,-0.49959849,-0.06707885100000001,0.47513253400000005
ytf2__ynfL_glc__2,-0.3365089135,-0.5082713320000001,-0.172465165,0.517743234
misc2__dellon_glc__1,-2.3435470931999998,-0.13105418400000002,1.130107399,-1.040183607
misc2__dellon_glc__2,-2.7994785093,-0.006176256000000001,1.207159387,-1.235189509
ytf3__wt_glc2__1,0.8251572916000001,-0.472321058,-0.601267957,0.371425695
ytf3__wt_glc2__2,0.8804123536,-0.410992972,-0.21950185200000003,0.277890805
ytf3__wt_pH7_lactate__1,0.5969690373000001,-0.46636955100000005,-0.623469328,0.19173571
ytf3__wt_pH7_lactate__2,1.202538642,-0.46405019999999997,-0.516367455,0.08212485400000001
ytf3__wt_pH55_lactate__1,0.12986129999999999,-0.32342007500000003,-0.27580941600000003,0.450820109
ytf3__wt_pH55_lactate__2,0.44835124200000004,-0.36924010900000004,-0.210991001,-0.060830299000000004
ytf3__wt_pH55_HCl__1,0.7021628595,-0.31004375300000003,-0.10573602,0.082334155
ytf3__wt_pH55_HCl__2,0.8588787579,-0.391248727,-0.13069301,0.20290555300000002
ytf3__dyieP_pH7__1,0.7899303605,-0.437621916,-0.511469159,0.30987089
ytf3__dyieP_pH7__2,0.8033118956,-0.5305980290000001,-0.40914238,0.331370893
ytf3__dyieP_pH55__1,0.8213008929000001,-0.49796748,-0.46609860300000006,0.18930131900000002
ytf3__dyieP_pH55__2,0.8426413983000001,-0.44456470400000003,-0.535206642,0.151933492
