,A,CsqR
ml_abx__lvx__2,-0.2880393732,-0.2186282669
ml_abx__lvx__3,-0.0258308746,-0.5594571042
ml_abx__mec__1,-0.2273423135,0.2223833133
ml_abx__mec__2,0.06557506540000001,0.0359688528
ml_abx__mec__3,-0.1748230262,-0.3950357682
ml_abx__mem__1,0.30723572520000003,0.2738566759
ml_abx__mem__2,0.0465207065,-0.2200765623
ml_abx__mem__3,0.0175573118,-0.2056879426
ml_abx__nit__1,-0.1130567755,-1.2497888921
ml_abx__nit__2,0.24470956940000002,-0.9864551077
ml_abx__nit__3,0.1344866828,-0.9756144702
ml_abx__ntx__1,8.7186484195,0.394255138
ml_abx__ntx__2,13.2111195054,0.9026850652
ml_abx__nor__1,-0.438511733,-0.4811971494
ml_abx__nor__2,-0.5932944683,-0.2840116612
ml_abx__nor__3,-0.1694786522,-0.9318493752
ml_abx__pb__1,-0.601232161,0.0357241852
ml_abx__pb__2,-0.7544897044000001,0.1108428058
ml_abx__pb__3,-1.3395448175,0.1530021496
ml_abx__tmp__1,-0.3337981981,-0.43261248090000004
ml_abx__tmp__2,0.7415483047,-0.5500095881
ml_abx__tmp__3,1.1332734958,-0.5978701582
mut_abx__del_mutS_000nor__1,-2.4010088492,-0.10940306620000001
mut_abx__del_mutS_000nor__2,0.9824259632000001,-0.042107328400000005
mut_abx__del_mutS_000nor__3,1.418582886,0.15151039460000001
mut_abx__del_mutS_125nor__1,-1.0286186752,-0.3150062501
mut_abx__del_mutS_125nor__2,-2.7695447869,-0.2930374099
mut_abx__del_mutS_125nor__3,-3.1652065217,-0.3107386435
mut_abx__del_mutS_250nor__1,-3.475866329,-0.2001722547
mut_abx__del_mutS_250nor__2,-0.5767776678000001,-0.180591825
mut_abx__del_mutS_250nor__3,-3.3801379224,-0.3514806284
mut_abx__del_mutS_375nor__1,-3.7991881666,-0.2559273156
mut_abx__del_mutS_375nor__2,-0.3991122655,0.0528988172
mut_abx__del_mutS_375nor__3,-4.2294444826,-0.1368672973
mut_abx__del_mutS_500nor__1,-4.0076904408,-0.0678808385
mut_abx__del_mutS_500nor__2,-4.537687378,-0.056923309500000005
mut_abx__del_mutS_500nor__3,-4.2060948889,0.11514198040000001
mut_abx__del_mutS_625nor__1,-2.0022622385,0.449573261
mut_abx__del_mutS_625nor__2,-4.181114592,0.1110299196
mut_abx__del_mutS_625nor__3,-3.9657387010000003,0.2402340298
mut_abx__del_mutS_750nor__1,-4.2870168999,0.2662104582
mut_abx__del_mutS_750nor__2,-4.3611195509,0.1788242005
mut_abx__del_mutS_750nor__3,-4.3212217449,0.2581754973
mut_abx__del_mutS_875nor__1,-3.8266476845,0.2028624391
mut_abx__del_mutS_875nor__2,-4.5626096377,-0.0382126381
mut_abx__del_mutS_875nor__3,-4.0668753219,0.333080439
nit_yeaG__wt_Nminus__1,-0.729468204,0.2140954478
nit_yeaG__wt_Nminus__2,0.729468204,-0.2140954478
nit_yeaG__wt_Nplus__1,-0.4507474245,-0.1958657301
nit_yeaG__wt_Nplus__2,-1.2521556563,-0.5566394708
nit_yeaG__del_yeaG_Nminus_24h__1,0.5571737526,-0.5519925293
nit_yeaG__del_yeaG_Nminus_24h__2,0.0154617447,-0.2026166543
nit_yeaG__del_yeaG_Nminus_24h__3,-0.7840605078,-0.458447531
nit_yeaG__del_yeaG_Nminus__1,0.2030713275,-0.23812185500000002
nit_yeaG__del_yeaG_Nminus__2,0.972997693,-0.12564995410000002
nit_yeaG__del_yeaG_Nplus__1,0.0401851746,-0.23710839890000002
nit_yeaG__del_yeaG_Nplus__2,-0.7815475858,-0.821649708
opex__amp__1,2.4004998791,0.5319722738
opex__amp__2,0.9282865906000001,-0.0401632616
opex__amp__3,0.4315311989,-0.0115640152
opex__bak_amp__1,-0.06829535340000001,0.1611918045
opex__bak_amp__2,-0.5626690965,-0.010037284
opex__bak_amp__3,-1.5643682483,0.10875230420000001
opex__bak_kan__1,0.4554269396,0.054612243500000004
opex__bak_kan__2,0.0768441133,-0.19942925760000002
opex__bak_kan__3,-1.2693773005,0.17143662210000002
opex__bak_nor__1,-1.0571361886,0.38116887860000004
opex__bak_nor__2,-0.5040264686,0.24924210030000002
opex__bak_nor__3,-0.9938246686000001,0.3091082456
opex__bak_rif__1,-1.3624191446,0.1601536597
opex__bak_rif__2,0.3980223781,1.0024349671
opex__bak_rif__3,0.4251182995,0.6257327561
opex__chx_amp__1,-0.5588126381,-0.0218155925
opex__chx_amp__2,2.1207833263,0.13188327190000002
opex__chx_amp__3,0.9689953090000001,-0.1355921367
opex__chx_kan__1,-0.2626259583,-0.2363659565
opex__chx_kan__2,0.1098334511,-0.13350545590000001
opex__chx_kan__3,-0.2994539182,-0.24189378490000002
opex__chx_nor__1,0.7312702749000001,0.2991051024
opex__chx_nor__2,-0.0305347311,0.0317315385
opex__chx_nor__3,-0.058860618600000005,0.2216821027
opex__chx_rif__1,-0.7359464316000001,0.0615986384
opex__chx_rif__2,0.3753803399,-0.0925104945
opex__chx_rif__3,0.6344514521,-0.1466487997
opex__ctrl__1,-1.0217564747,-0.1917775971
opex__ctrl__2,0.3102897027,-0.20318470530000002
opex__ctrl__3,0.7114667720000001,0.3949623024
opex__etoh_amp__1,1.9891038903,0.5639279909
opex__etoh_amp__2,3.3825457349,0.4383103767
opex__etoh_amp__3,1.8642437763,-0.157278245
opex__etoh_kan__1,3.0433296267,0.1274642621
opex__etoh_kan__2,1.7528479094,0.29102078870000003
opex__etoh_kan__3,0.7151780132000001,0.026034790300000003
opex__etoh_nor__1,2.8006347183,0.5470285988
opex__etoh_nor__2,2.4916630205,0.11959226070000001
opex__etoh_nor__3,3.34215563,0.6829464919
opex__etoh_rif__1,1.1304142677,-0.0093018768
opex__etoh_rif__2,1.3689621298,0.6004714331000001
opex__etoh_rif__3,2.2500411138,0.6181461077
opex__glual_amp__1,-0.3403321411,-0.1598686788
opex__glual_amp__2,1.5951574262000001,-0.1970068311
opex__glual_amp__3,0.2028948276,-0.0227778915
opex__glual_kan__1,-0.2553731057,0.1126166695
opex__glual_kan__2,-0.3118036253,-0.0603757242
opex__glual_kan__3,-0.0032200632,-0.1825460106
opex__glual_nor__1,0.1398636027,-0.0289552792
opex__glual_nor__2,-0.5636179085,-0.1402735985
opex__glual_nor__3,0.09789470680000001,0.0497279058
opex__glual_rif__1,0.6385028589,0.0620457961
opex__glual_rif__2,0.7681175887,0.1433904745
opex__glual_rif__3,1.7509330860999999,0.4951578601
opex__h2o2_amp__1,1.1976851325,-0.359795028
opex__h2o2_amp__2,0.3552405663,-0.3448388062
opex__h2o2_amp__3,-0.6984048044000001,-0.7020914191000001
opex__h2o2_kan__1,0.1339377528,-0.5244982893
opex__h2o2_kan__2,1.7618530362,-0.2458993251
opex__h2o2_kan__3,3.1370450192,0.1650354857
opex__h2o2_nor__1,0.8934708508,-0.7371614385
opex__h2o2_nor__2,0.1036563587,-1.1283028108
opex__h2o2_nor__3,3.7767483098,0.2141366482
opex__h2o2_rif__1,2.072981251,0.20560616550000002
opex__h2o2_rif__2,5.0830005314,0.9922238572000001
opex__h2o2_rif__3,3.6551572708,0.7331147205
opex__ippoh_amp__1,1.5792983295,0.5441695248
opex__ippoh_amp__2,1.267352642,0.29799194
opex__ippoh_amp__3,2.6311500196,0.7104106031
opex__ippoh_kan__1,2.1898270942,0.2128872189
opex__ippoh_kan__2,3.9380918162,0.6744172819
opex__ippoh_kan__3,2.0085329043,0.3151782281
opex__ippoh_nor__1,2.1830082096,0.6426774173
opex__ippoh_nor__2,0.9391865130000001,0.4253769757
opex__ippoh_nor__3,5.0320111364,0.9079814555
opex__ippoh_rif__1,0.42000083850000003,0.24159473050000002
opex__ippoh_rif__2,1.1543395647,0.5202145718
opex__ippoh_rif__3,1.8171385139,0.6171606359
opex__kan__1,0.956385904,-0.0318789504
opex__kan__2,1.336791158,-0.060818377800000004
opex__kan__3,0.3305946699,-0.1308424335
opex__nor__1,0.050195505700000004,-0.5561099065
opex__nor__2,1.8156515137,-0.06811058910000001
opex__nor__3,0.7136502783,-0.3951829073
opex__paa_amp__1,0.0223981005,0.0836031633
opex__paa_amp__2,0.3854715097,-0.0683277717
opex__paa_amp__3,-0.3238611616,-0.1770193887
opex__paa_kan__1,0.5707898576,0.3967796965
opex__paa_kan__2,0.3930519673,0.356740316
opex__paa_kan__3,0.445498461,0.5947907363
opex__paa_nor__1,-0.1560908435,0.4400425475
opex__paa_nor__2,-1.0410315564000001,-0.2730742675
opex__paa_nor__3,-0.3348279274,0.0645890779
opex__paa_rif__1,0.3386958942,0.33138973850000003
opex__paa_rif__2,0.7797121785000001,0.5997607371
opex__paa_rif__3,0.36471969930000003,0.43289871300000005
opex__phenol_amp__1,-0.2530685702,-0.2643609825
opex__phenol_amp__2,0.6609466135000001,-0.282364132
opex__phenol_amp__3,1.3368592764,-0.3280770773
opex__phenol_kan__1,-0.3457501478,-0.1103929913
opex__phenol_kan__2,-0.4028184882,-0.1318279987
opex__phenol_kan__3,0.6379866160000001,0.1327436628
opex__phenol_nor__1,-0.2044382603,-0.28227521850000004
opex__phenol_nor__2,-1.504375805,0.08139503790000001
opex__phenol_nor__3,-0.5852748376,0.0046083022
opex__phenol_rif__1,0.0141867121,0.48095496660000003
opex__phenol_rif__2,0.9953203968000001,0.5078257684
opex__phenol_rif__3,-0.5446012364,0.8215570222
opex__pvpi_amp__1,-0.2276112815,-0.1862861986
opex__pvpi_amp__2,0.122874149,-0.36269183050000003
opex__pvpi_amp__3,0.5802210288,-0.0237985185
opex__pvpi_kan__1,2.3178644202,0.0630422753
opex__pvpi_kan__2,1.3781660229,-0.4004433549
opex__pvpi_kan__3,0.9230573839,0.0917435395
opex__pvpi_nor__1,-0.6882621411000001,0.0637526219
opex__pvpi_nor__2,-0.0432262605,0.1152799166
opex__pvpi_nor__3,0.2462317021,0.2285008809
opex__pvpi_rif__1,1.5419367021000001,0.3929496495
opex__pvpi_rif__2,2.039524762,0.4953829958
opex__pvpi_rif__3,1.2059187449,0.2650048727
opex__rif__1,2.5866472614,0.5014164868000001
opex__rif__2,3.1086179108,0.7621742058000001
opex__rif__3,1.3362409610000001,0.6105506304
opex__naocl_amp__1,1.0902967322000001,0.48629781240000003
opex__naocl_amp__2,1.6011555021000001,0.1595354923
opex__naocl_amp__3,0.1108768584,-0.06990588390000001
opex__naocl_kan__1,0.9769187901,0.1656224264
opex__naocl_kan__2,0.8370240916,0.22471543800000002
opex__naocl_kan__3,1.352529546,0.33968137660000003
opex__naocl_nor__1,0.606738149,0.3629247914
opex__naocl_nor__2,1.2176999868,0.213044277
opex__naocl_nor__3,-0.0331932445,0.049848620600000004
opex__naocl_rif__1,1.4650245614,0.9513374085
opex__naocl_rif__2,1.611934235,1.0101947616
opex__naocl_rif__3,0.6374776676,0.7101569427000001
phage_lysogen__wt_ctrl__1,-0.0540747444,0.1201877009
phage_lysogen__wt_ctrl__2,-0.2922699089,-0.0940817826
phage_lysogen__wt_ctrl__3,0.3463446532,-0.0261059183
phage_lysogen__O104_H4__1,-0.11229834550000001,-0.0467902654
phage_lysogen__O104_H4__2,-0.0973447905,0.1708208468
phage_lysogen__O104_H4__3,0.2632833798,0.2686283385
phage_lysogen__O157_H7_PA8__1,-0.038558372800000004,-0.2032200028
phage_lysogen__O157_H7_PA8__2,0.3357616137,0.2891161861
phage_lysogen__O157_H7_PA8__3,0.3452030875,0.1907593499
phage_resist__ygbE_oe__1,-0.2284796896,-2.3795895603
phage_resist__wt__1,0.3939120126,-2.3123566954
phage_resist__wt__2,-0.08643536260000001,0.8488685151
phage_resist__wt__3,-0.0858931254,0.6931414626
phage_resist__wt__4,-0.2215835246,0.7703467176000001
phage_resist__ygbE_oe__2,-0.5096351755,0.2688498415
phage_resist__ygbE_oe__3,-0.2859824233,0.46470701610000004
phage_resist__ygbE_oe__4,-0.3675697161,0.3003134051
phage_resist__yahA_oe__1,-0.47636670820000004,0.4746397241
phage_resist__yahA_oe__2,-0.5286661538,0.4050138212
phage_resist__yahA_oe__3,-0.5561527633000001,0.42079296310000003
phage_resist__yrfF_ko__1,-0.1785723724,0.9371426318
phage_resist__yrfF_ko__2,0.24413221410000002,1.217201005
phage_resist__yrfF_ko__3,0.1240501693,0.5725039983
pollution__wt_ctrl__1,-0.36549956650000004,-0.2219050167
pollution__wt_ctrl__2,0.3212051463,0.1609217347
pollution__wt_ctrl__3,0.044294420200000004,0.0609832821
pollution__wt_urban__1,-0.48591633640000004,0.1369424585
pollution__wt_urban__2,-0.5299280933,0.2449456828
pollution__wt_urban__3,-0.3208096902,-0.0988162687
pollution__wt_diesel__1,0.163954227,0.5750247026
pollution__wt_diesel__2,-0.6372850438000001,0.3460005037
pollution__wt_diesel__3,0.0696577501,0.1546680026
pollution__evo_diesel__1,0.37419349230000004,-0.2091944682
pollution__evo_diesel__2,0.4642635352,1.1722485734
pollution__evo_diesel__3,0.6252670934,1.1460523022
ppGpp__wt_relAtrunc_00m__1,0.1581300608,-0.0518751322
ppGpp__wt_relAtrunc_00m__2,0.21696984660000002,-0.0128529136
ppGpp__mut_delrelA_10m__1,-0.6671742819,0.1781461685
ppGpp__mut_delrelA_05m__1,-0.6507128842000001,0.1120245839
ppGpp__mut_delrelA_10m__2,-0.6611893515,0.0224232975
ppGpp__mut_delrelA_10m__3,-0.9578229025,0.0482321069
ppGpp__mut_delrelA_00m__1,-0.8341633443,0.1097939275
ppGpp__mut_delrelA_00m__2,-0.7233525817,0.22282549200000001
ppGpp__mut_delrelA_05m__2,-0.6331318273000001,0.1845638298
ppGpp__mut_delrelA_05m__3,-0.9406926526,0.25809464790000003
ppGpp__mut_delrelA_00m__3,-1.0074950574,0.1792416471
ppGpp__wt_delrelA_10m__1,0.2539468445,0.2600921751
ppGpp__wt_delrelA_05m__1,-0.09008433910000001,0.2301262595
ppGpp__wt_delrelA_05m__2,-0.2906367704,0.0904562064
ppGpp__wt_delrelA_10m__2,0.1527040671,0.3345591049
ppGpp__wt_delrelA_10m__3,0.4890761028,0.2175163232
ppGpp__wt_delrelA_00m__1,-0.2442218277,-0.0261586167
ppGpp__wt_delrelA_00m__2,-0.0652822589,0.14855218010000001
ppGpp__wt_delrelA_05m__3,0.18151548150000002,0.1441005076
ppGpp__wt_delrelA_00m__3,0.3095040866,-0.1223935634
ppGpp__mut_relAtrunc_10m__1,-0.4525541082,-0.14438458610000002
ppGpp__mut_relAtrunc_05m__1,-0.1739837891,-0.1862570918
ppGpp__mut_relAtrunc_05m__2,-0.8466555177,0.1094508689
ppGpp__wt_relAtrunc_10m__1,-0.18650596020000001,-0.2448035748
ppGpp__wt_relAtrunc_10m__2,0.1559374187,0.010456170400000001
ppGpp__wt_relAtrunc_10m__3,-0.0566663696,-0.0970424203
ppGpp__mut_relAtrunc_00m__1,-0.20363987830000002,0.2328599193
ppGpp__wt_relAtrunc_00m__3,-0.1210185178,0.0063940278
ppGpp__wt_relAtrunc_05m__1,0.3132141684,-0.19751861410000002
ppGpp__wt_relAtrunc_05m__2,-0.13727764550000002,-0.4291951807
ppGpp__wt_relAtrunc_05m__3,0.2885512344,-0.07247007180000001
ppGpp__mut_relAtrunc_00m__2,-0.45641215500000004,0.1050226177
ppGpp__mut_relAtrunc_00m__3,-0.40100702060000004,0.1018235445
ppGpp__mut_relAtrunc_10m__2,-0.3275949081,-0.1974326116
ppGpp__mut_relAtrunc_05m__3,-0.1129253811,0.0588187788
ppGpp__mut_relAtrunc_10m__3,-0.3143328832,0.0107029625
pressure__high_pressure__1,0.1311059526,-0.701570851
pressure__high_pressure__2,-0.7306638942,-0.5035095479
pressure__low_pressure__1,-0.4187109848,0.0521482824
pressure__low_pressure__2,0.4187109848,-0.0521482824
quantum_dots__ctrl__1,-0.11778700090000001,-0.0740883442
quantum_dots__ctrl__2,0.11778700090000001,0.0740883442
quantum_dots__cdte_light__1,-0.166480921,0.357017109
quantum_dots__cdte_light__2,0.2623867223,0.5029181518
quantum_dots__cdte_dark__1,0.2520856953,0.13245129190000002
quantum_dots__cdte_dark__2,0.2321620507,0.0852737981
quantum_dots__cdse_light__1,0.29314062760000004,-0.182632398
quantum_dots__cdse_light__2,0.577838751,-0.2105561193
quantum_dots__cdse_dark__1,0.3719326646,0.1800424602
quantum_dots__cdse_dark__2,0.3915080081,0.22565258940000002
raman__wt__1,-0.2796660916,-0.1136702146
raman__del_cyaA__1,-0.9751029126,-0.5378219379
raman__del_cyaA_01mM__1,-1.3777174704,-0.9146894241
raman__del_cyaA_05mM__1,-2.1221163892,-0.6856685258
raman__del_cyaA_1mM__1,-0.6378904571,-0.39731333100000005
raman__wt__2,-0.0295578669,-0.0468515396
raman__del_cyaA__2,-1.4515545054,-0.7028553344
raman__del_cyaA_01mM__2,-2.0499625396,-0.8951909845
raman__del_cyaA_05mM__2,-1.7049081826,-0.6068174852
raman__del_cyaA_1mM__2,-0.7687289064,-0.9620904329000001
raman__wt__3,0.3092239585,0.1605217542
raman__del_cyaA__3,-2.1637471835,-0.9595045141
raman__del_cyaA_01mM__3,-2.1573185174,-1.0064649565
raman__del_cyaA_05mM__3,-1.9039411311,-0.7296482014
raman__del_cyaA_1mM__3,-1.6511487483,-0.4089097544
rand_barrel__mut_nanE__1,0.17365524270000002,0.2518714367
rand_barrel__mut_nanE__2,0.2808462221,0.200428409
rand_barrel__mut_nanE__3,-0.6266934785,0.153991122
rand_barrel__mut_pdxJ_1__1,0.2960660263,0.7068778480000001
rand_barrel__mut_pdxJ_1__2,-0.6264275439,-0.0643213384
rand_barrel__mut_pdxJ_1__3,-0.7544653036000001,0.7069460822
rand_barrel__mut_pdxJ_2__1,-0.7192095182,0.1572057006
rand_barrel__mut_pdxJ_2__2,0.8997176441,-0.2007702861
rand_barrel__mut_pdxJ_3__1,-0.3891687811,-0.23820405990000001
rand_barrel__mut_pdxJ_3__2,-1.0437698412,0.0820716578
rand_barrel__del_serB__1,-0.4221830026,0.0205625015
rand_barrel__del_serB__2,0.4221830026,-0.0205625015
rockhopper__CV104_pHDB3__1,-6.6565744316,-1.0427650325
rockhopper__CV104_pHDB3__2,-6.8004713061,-0.9383593601
rockhopper__CV104_pHDB3__3,-6.8917339469000005,-1.1417462409999999
rockhopper__CV104_pLCV1__1,-6.5323372064,-0.9664597385
rockhopper__CV104_pLCV1__2,-6.3379531332,-0.9764717433000001
rockhopper__CV104_pLCV1__3,-6.5919243035,-1.0535267828
rockhopper__wt_lb__1,-6.8372611562,-0.9026484330000001
rockhopper__wt_lb__2,-6.6376888441,-1.0266100265
rockhopper__wt_lb__3,-6.5972090227999995,-0.9423036395000001
rockhopper__wt_lb_aMG__1,-8.0891723109,-0.8949938481
rockhopper__wt_lb_aMG__2,-7.3430262611,-0.6955346330000001
rockhopper__wt_lb_aMG__3,-7.795521032,-0.7399875817
rockhopper__del_sgrR_lb_aMG__1,-7.082659514,-0.6773051535
rockhopper__del_sgrR_lb_aMG__2,-7.9451489197,-0.7590961969000001
rockhopper__del_sgrR_lb_aMG__3,-7.446388627,-0.7694876409
rockhopper__del_sgrS_glyc_aMG__1,-8.1107233442,0.0144764887
rockhopper__del_sgrS_glyc_aMG__2,-8.2752031951,0.3499382632
rockhopper__del_sgrS_glyc_aMG__3,-5.3738936751,0.2874329369
rockhopper__del_sgrS_glyc__1,-5.7707923939,-1.0559929754
rockhopper__del_sgrS_glyc__2,-5.6996461978,-1.0407953068
rockhopper__del_sgrS_glyc__3,-3.8568204522,-0.9105951413000001
rockhopper__wt_lb_aMG__4,-7.7412267393,-0.6183837391
rockhopper__wt_lb_aMG__5,-6.8351854642,-0.7434855896
rockhopper__wt_lb_aMG__6,-7.4976494121,-0.5459785562
rockhopper__wt_glyc_aMG__1,-7.0419564827,-0.0552638015
rockhopper__wt_glyc_aMG__2,-8.5457867907,-0.055717157
rockhopper__wt_glyc_aMG__3,-7.8000520487,-0.463983554
rockhopper__wt_glyc__1,-5.880013305,-1.0343240238
rockhopper__wt_glyc__2,-5.4454163065,-1.1328789916
rockhopper__wt_glyc__3,-5.6929563985,-0.8248697377
rockhopper__CV108_glyc_aMG__1,-4.1948838433,-1.1282457553
rockhopper__CV108_glyc_aMG__2,-2.9819232375,-0.6422222452
rockhopper__CV108_glyc_aMG__3,-6.0105164871,-1.2998141277
rockhopper__wt_glyc__4,0.7299084534,-0.0824827307
rockhopper__wt_glyc__5,-3.3148618141,-1.0071045552
rockhopper__wt_glyc__6,3.7729088527,1.2885020546
rockhopper__wt_glyc_aMG__4,-0.0593673787,-0.8314926355000001
rockhopper__wt_glyc_aMG__5,-2.0724174423,-0.9292631186
rockhopper__wt_glyc_aMG__6,-4.2792386084,-1.4116473731
rockhopper__wt_glyc__7,3.1068420411,0.6428754965
rockhopper__wt_glyc__8,0.28845925570000003,-0.2756548439
rockhopper__wt_glyc__9,3.6734338242,0.7509396046
rockhopper__wt_glyc__10,4.3646651557,1.2003238703
rockhopper__wt_glyc__11,2.4209741958,0.31205618490000003
rockhopper__wt_glyc__12,1.9760560455,0.16261767200000002
rpoD__wt__1,0.6851942208,0.2708963609
rpoD__wt__2,-0.3361852381,0.0482940819
rpoD__rpoD_mut__1,-2.5894839995,1.1424956321
rpoD__rpoD_mut__2,-1.8831813291000001,0.6436488998000001
rpoD__rpoD_mut__3,-2.2811140323,1.1333828222
rpoD__wt__3,-0.3490089827,-0.3191904427
rpoN_peptide__ctrl__1,-0.6030949499,0.033020897
rpoN_peptide__ctrl__2,-0.21600715180000002,0.0324934179
rpoN_peptide__ctrl__3,0.8191021016000001,-0.06551431490000001
rpoN_peptide__nminus__1,-0.3083798953,0.34099244970000003
rpoN_peptide__nminus__2,-0.1128079129,0.1866441448
rpoN_peptide__nminus__3,0.8932517623,0.0852772568
rpoN_peptide__nplus__1,-1.147443586,0.0101451684
rpoN_peptide__nplus__2,-0.9858327321,-0.0773750555
rpoN_peptide__nplus__3,-1.1011366194,-0.0268787588
rpoN_peptide__s54_wt__1,-0.4151952752,-0.29054596
rpoN_peptide__s54_wt__2,-0.4654671359,-0.2457411784
rpoN_peptide__s54_wt__3,-0.6492978343,-0.4221322726
rsd__wt_ee__1,-0.0181752063,-0.0245908874
rsd__wt_ee__2,0.0181752063,0.0245908874
rsd__del_rsd_ee__1,0.2014716027,0.3498829522
rsd__del_rsd_ee__2,-0.09210609310000001,-0.0340316985
rsd__del_ssrS_ee__1,-0.6597089814,0.5948000208
rsd__del_ssrS_ee__2,-0.2106072678,0.4198555486
rsd__del_rsd_ssrS_ee__1,-0.0619412347,0.3835501709
rsd__del_rsd_ssrS_ee__2,-0.2349386233,0.5499279880000001
rsd__del_rpoS_ee__1,0.6607097549000001,0.5157396689
rsd__del_rpoS_ee__2,-0.392296501,0.4230685804
rsd__wt_me__1,-0.1822391763,-0.6170784955
rsd__wt_me__2,0.5020641765,-0.4049970704
rsd__del_rpoS_me__1,0.8723430716,0.0695619604
rsd__del_rpoS_me__2,2.847059201,0.3626255387
rsd__wt_ts__1,0.8448618945,-1.4829928263
rsd__wt_ts__2,-0.3857180176,-1.7884078719
rsd__del_rsd_ssrS_ts__1,0.9323364076,-0.6347397178
rsd__del_rsd_ssrS_ts__2,-0.060875128900000006,-0.8051015087000001
rsd__del_rpoS_ts__1,0.5657891343,-1.0260960745
rsd__del_rpoS_ts__2,0.5386223842,-0.8778464814
rsd__wt_s__1,0.4435986917,-1.7484905872
rsd__wt_s__2,0.5261624889000001,-1.5806671226
rsd__del_rsd_s__1,0.3328731075,-0.9050775445
rsd__del_rsd_s__2,1.1815248639,-1.2924986985
rsd__del_rsd_ssrS_s__1,1.2896657469,-0.9534714580000001
rsd__del_rsd_ssrS_s__2,2.3418944462,-0.5655270493
rsd__del_rsd_ls__1,2.1651246813,-0.7082773637
rsd__del_rsd_ls__2,3.3446249644,-0.5663145428
rsd__del_ssrS_ls__1,2.6596103888,-0.6353980884
rsd__del_ssrS_ls__2,2.4387732328,-1.2355338464
rsd__del_rsd_ssrS_ls__1,3.522216045,0.29280373060000003
rsd__del_rsd_ssrS_ls__2,2.2704428625,-0.3367894221
rsd__del_rpoS_ls__1,2.5391607367,-0.5425222196
rsd__del_rpoS_ls__2,2.5460496801,-0.5267435984000001
sdsR_ryeA__wt_3h__1,0.1232061643,0.39814932740000003
sdsR_ryeA__wt_8h__1,-1.9952933408,-1.2350948767
sdsR_ryeA__wt_3h__2,-0.1232061643,-0.39814932740000003
sdsR_ryeA__wt_8h__2,-2.263737735,-1.1662011546
starve_series__t00_growth1__1,0.09177300540000001,-0.059556610200000006
starve_series__t00_growth1__2,0.36705376230000003,0.055849794700000004
starve_series__t00_growth1__3,-0.1179906362,0.2161091419
starve_series__t00_growth1__4,-0.34083613150000003,-0.2124023264
starve_series__t01_starve__1,5.6420107805,1.3740735124
starve_series__t01_starve__2,7.309689421,1.2366989984
starve_series__t02_starve__1,6.5577427111,0.9032450255000001
starve_series__t02_starve__2,6.4336863644,0.7925919552
starve_series__t03_starve__1,4.8590286771999995,0.6723962396000001
starve_series__t03_starve__2,5.0952977279,0.9088303162
starve_series__t04_starve__1,3.9963218649,0.46098785670000003
starve_series__t04_starve__2,4.87730889,0.4278852916
starve_series__t05_starve__1,3.6833812785999998,-0.0938123577
starve_series__t05_starve__2,4.1137886010999996,-0.1326205446
starve_series__t06_starve__1,3.7659617678,0.0599838254
starve_series__t06_starve__2,3.8173608201,0.4092653378
starve_series__t07_starve__1,3.4791151947,0.2042923584
starve_series__t07_starve__2,3.6868387931,-0.0602050649
starve_series__t08_starve__1,3.8943097574000003,0.1302415756
starve_series__t08_starve__2,3.7149377665000003,0.1292533415
starve_series__t09_starve__1,4.2256627995,0.0990020109
starve_series__t09_starve__2,3.9317483877,-0.1001217092
starve_series__t10_starve__1,3.3339920545,-0.0461794208
starve_series__t10_starve__2,3.4137090793000002,0.1258709389
starve_series__t11_starve__1,4.3368558866,-0.0442225601
starve_series__t11_starve__2,4.3968341206,-0.06333156100000001
starve_series__t12_starve__1,4.4402135801,0.38562069260000004
starve_series__t12_starve__2,4.0272357074,0.42057848070000003
starve_series__t14_starve__1,4.636823152,0.4669115169
starve_series__t14_starve__2,4.9770535471,0.6382150679
starve_series__t16_starve__1,5.2726743498,0.8688300922000001
starve_series__t16_starve__2,4.933978473,0.8775825273000001
starve_series__t17_starve__1,5.4400842611,0.9992827842
starve_series__t17_starve__2,5.5314005755,1.2364349149
starve_series__t18_starve__1,5.4158875921,1.0990917349
starve_series__t18_starve__2,5.1878380964,1.0964279806
starve_series__t20_starve__1,-0.0961427014,-0.0703658397
starve_series__t20_starve__2,0.3276833698,-0.2375374396
starve_series__t21_growth2__1,-0.5167987038,-0.6315879945
starve_series__t21_growth2__2,0.7675127683,-0.8119150677
starve_series__t22_growth2__1,0.1450277349,-0.3399772652
starve_series__t22_growth2__2,-0.18768741590000002,-0.5780727078
starve_series__t23_growth2__1,-1.2239266756,-0.34814707300000003
starve_series__t23_growth2__2,-0.0500335684,-0.3443224184
starve_series__t25_growth2__1,-0.1108825454,-0.3788954566
starve_series__t25_growth2__2,-0.1137851206,-0.2157356359
starve_series__t26_growth2__1,0.38409574290000004,0.06117241
starve_series__t26_growth2__2,0.7681576563,-0.2492310258
starve_series__t27_growth2__1,0.5468353585,0.21542221490000002
starve_series__t27_growth2__2,0.7644453451000001,0.09780794100000001
starve_series__t28_growth2__1,0.823236052,0.0210192032
starve_series__t28_growth2__2,0.4329961469,0.24420527720000001
time_course__lb_4hr__1,0.2831822133,0.1069171756
time_course__lb_4hr__2,-0.1389306,-0.037490865000000005
time_course__lb_4hr__3,-0.1442516133,-0.0694263106
time_course__lb_8hr__1,-0.8555187177,0.1472896847
time_course__lb_8hr__2,-1.3411167851,0.0957568218
time_course__lb_8hr__3,-0.9219052516,-0.1764995608
