,A,AraC,MhpR
hns_stpA__evo100G12_delhns_delstpA__1,0.6861209125000001,-1.0870385061,-2.7086769878
hns_stpA__evo100G12_delhns_delstpA__2,0.9790772242,-1.3616630092,-2.4142256222
hns_stpA__delhns_delstpA_delrpoS__1,1.0970478511,-1.5692470026,-2.7637707104
hns_stpA__delhns_delstpA_delrpoS__2,0.1457047528,-1.7528023783000002,-3.9648710598
hns_stpA__wt__1,-0.25520495860000003,0.4949563369,0.25598026360000004
hns_stpA__wt__2,0.25520495860000003,-0.4949563369,-0.25598026360000004
hns_stpA__delhns_delstpA__1,0.5362329325,-2.3254758538,-3.7933342855000003
hns_stpA__delhns_delstpA__2,0.1187708968,-1.8387677011,-3.3572797091
hu__wt_log_pH7__1,-0.9913629834000001,0.06413008220000001,0.7943818435000001
hu__wt_log_pH7__2,-0.30331951700000004,0.10420508740000001,1.2767982763
hu__wt_log_pH7__3,-1.5826053314,-0.1048445172,0.4596341399
hu__wt_lag_pH7__1,-0.197361746,-0.7859176605,-0.0788406388
hu__wt_lag_pH7__2,0.060662447300000005,-1.2057348474,-0.3111327996
hu__wt_lag_pH7__3,0.1366992987,1.9916525079,0.38997343830000003
hu__delhupA_lag_pH7__1,-0.32664388720000004,-0.0905442639,0.0825077324
hu__delhupA_lag_pH7__2,-0.3123626278,-0.8418095255,-0.1389073092
hu__delhupA_lag_pH7__3,0.06339690540000001,1.6398643645000002,0.8576280527
hu__delhupB_lag_pH7__1,-0.2689959651,-0.9753297224,-0.8909216008
hu__delhupB_lag_pH7__2,-0.4462211773,-1.451800956,-0.4124110663
hu__delhupB_lag_pH7__3,0.6215366451000001,1.8370916925,0.8011022665
hu__delhupAhupB_lag_pH7__1,-0.057144334500000005,0.077176305,1.7312906713
hu__delhupAhupB_lag_pH7__2,-0.5966715615,-1.1314023573,0.120015668
hu__delhupAhupB_lag_pH7__3,-0.1079834227,0.9677813186,2.9388374099
hu__hupAE34K_hupB_lag_pH7__1,-0.8497949241,-0.2729058471,-0.2672094389
hu__hupAE34K_hupB_lag_pH7__2,-0.7794768919,-0.9533078602,0.9176582851
hu__hupAE34K_hupB_lag_pH7__3,-0.3596582036,1.3558431622,0.7407984946
hu__hupAE34K_delhupB_lag_pH7__1,-0.0231775811,-0.2814683769,0.0281148745
hu__hupAE34K_delhupB_lag_pH7__2,-0.6791552677,-0.37013291340000004,0.4093586394
hu__hupAE34K_delhupB_lag_pH7__3,-0.1033009718,1.700046768,1.3241741018
hu__wt_lag_pH5__1,-1.4887031135,-1.1103446499,2.1316247193
hu__wt_lag_pH5__2,-1.5059213159,-0.6237714294000001,3.1392644338
hu__wt_lag_pH5__3,-0.3467675403,0.5221389862,3.2308081032000002
hu__delhupA_lag_pH5__1,-0.9919304205,-0.544962917,2.4238684614
hu__delhupA_lag_pH5__2,-1.8009625459,-0.5230728328,2.7229172914
hu__delhupA_lag_pH5__3,-1.1356397169,0.1449944278,2.4367287031
hu__delhupAhupB_lag_pH5__1,-0.2489440505,-1.0869287306,2.6912295409
hu__delhupAhupB_lag_pH5__2,-1.0286504338,-0.2068123476,2.8157459371
hu__delhupAhupB_lag_pH5__3,0.1146802574,1.2837420336,2.8952521515000003
hu__hupAE34K_hupB_lag_pH5__1,-0.9771366712,-0.2984828402,2.0481627025
hu__hupAE34K_hupB_lag_pH5__2,-0.1459984661,0.688113889,3.5885391812
hu__hupAE34K_hupB_lag_pH5__3,-0.22865904380000002,1.1883608016,3.6994915455
hu__hupAE34K_delhupB_lag_pH5__1,-0.49843509490000004,0.12083839440000001,3.5058366191
hu__hupAE34K_delhupB_lag_pH5__2,-1.6014110035,-0.6148699674,2.9714302019
hu__hupAE34K_delhupB_lag_pH5__3,-0.6850342548,0.6228400980000001,2.5903463597
hyperpersistence__low_GFP__1,3.232636252,-2.2037528271,0.4324100691
hyperpersistence__wt__1,0.0077639898,-0.1885465114,0.0095031874
hyperpersistence__high_GFP__1,2.4654307937,-2.0641413919,0.6409042599
hyperpersistence__pth_mut__1,0.2681846442,-0.0204495094,1.7326602147
hyperpersistence__pth_mut__2,0.11782419520000001,0.0811050682,1.7171429614
hyperpersistence__metG_mut__1,0.3579955434,0.3992944772,2.2377327596
hyperpersistence__metG_mut__2,0.36609518150000003,0.038609298,1.8199978104
hyperpersistence__high_GFP__2,3.4456983663000003,-1.4980785642,0.9389791296000001
hyperpersistence__wt__2,-0.0077639898,0.1885465114,-0.0095031874
hyperpersistence__low_GFP__2,3.286867845,-2.1975165328,0.9739295567
kan_efg__cpxAF218Y__1,0.31405080220000003,1.6000818277,0.3871597673
kan_efg__cpxAF218Y__2,0.545492615,1.7038979885,1.0177352262
kan_efg__cyaAN600Y__1,1.0366554813,0.9361551850000001,0.5343261579
kan_efg__cyaAN600Y__2,0.9166631543,1.6757830731,1.7993257124
kan_efg__fusAA608E__1,0.2084237231,-0.814665678,0.7633042091000001
kan_efg__fusAA608E__2,-0.6921991660000001,-0.7446443639,0.26541229980000003
kan_efg__fusAA608E_cpxAF218Y__1,0.2875096119,0.6418391844,0.8535360272
kan_efg__fusAA608E_cpxAF218Y__2,-0.1069350294,0.5566294154,0.1261174957
kan_efg__fusAA608E_cyaAN600Y__1,0.0062028628,0.2722844082,0.1074894456
kan_efg__fusAA608E_cyaAN600Y__2,0.4810547016,0.9658332079,-0.09797461240000001
kan_efg__fusAA608E_rpoDL261Q__1,0.0687338303,0.8117810972,-0.3789652806
kan_efg__fusAA608E_rpoDL261Q__2,0.1546956133,0.3546112576,0.7969446877
kan_efg__fusAA608E_topAS180L__1,0.5972052698,0.7021822485,0.9741463474000001
kan_efg__fusAA608E_topAS180L__2,0.8037223458,0.6311334921,-0.3617414619
kan_efg__rpoDL261Q__1,0.0044764863000000005,0.7698140485,-0.0471735151
kan_efg__rpoDL261Q__2,0.27369550730000003,0.9447814783,-0.3660870804
kan_efg__wt__1,-0.1385767479,-0.3414205822,-0.1257344652
kan_efg__wt__2,0.1385767479,0.3414205822,0.1257344652
lrp__wt_min_log__1,-0.1882921897,-0.0170100979,-0.0057381873
lrp__wt_min_log__2,0.1882921897,0.0170100979,0.0057381873
lrp__wt_min_trans__1,0.5092363159000001,-1.4889913362,-0.35363908390000004
lrp__wt_min_trans__2,0.19047988100000002,-1.1339937321,-1.1158697061
lrp__wt_min_stat__1,3.9110729159,-0.189516806,1.3889430243
lrp__wt_min_stat__2,3.1227367838,-0.1803446529,1.2616773467
lrp__wt_liv_log__1,-0.43527308610000004,-0.30722159450000003,0.0412170139
lrp__wt_liv_log__2,-0.2900934166,-0.5114504357,-0.22444754500000003
lrp__wt_liv_trans__1,0.4955789527,0.1725257832,-2.4779213485
lrp__wt_liv_trans__2,0.4019749499,0.4320190305,-2.254428967
lrp__wt_liv_stat__1,4.2555329523,0.1137897286,1.7298244608000002
lrp__wt_liv_stat__2,3.3432813743,-0.1844376366,1.501623109
lrp__wt_rich_log__1,-1.1067914416,-2.0105492606,-2.1472571155
lrp__wt_rich_log__2,-0.5490740457000001,-2.1051461348,-2.0909341944
lrp__wt_rich_trans__1,0.3484873566,-0.3421304771,-2.2351850835000002
lrp__wt_rich_trans__2,0.6176139842,-1.1023475719,-2.3393417776
lrp__wt_rich_stat__1,2.6147096960000002,-0.6445405291,0.0171763145
lrp__wt_rich_stat__2,2.1376395045,0.17932940090000002,2.3681476366
lrp__dellrp_min_log__1,-0.6784142325,-0.2090279598,-0.1320214617
lrp__dellrp_min_log__2,-0.2328318523,-0.25606868990000003,-0.1563209255
lrp__dellrp_min_trans__1,1.7211496198,-0.9904198284000001,-2.3176063058
lrp__dellrp_min_trans__2,1.9489200325,-0.5069487875,-0.7068047927000001
lrp__dellrp_min_stat__1,3.6418293881,-0.4960584552,0.7730780288
lrp__dellrp_min_stat__2,3.9008235556,-0.7059369134,0.6235179564000001
lrp__dellrp_liv_log__1,-0.223546179,-0.2441104597,-0.016380196700000002
lrp__dellrp_liv_log__2,-0.2933993585,-0.6772310716000001,-0.0950440276
lrp__dellrp_liv_trans__1,0.3922641234,0.3828291811,-2.4144716325
lrp__dellrp_liv_trans__2,-0.1232997113,0.6792291412,-2.5873199923
lrp__dellrp_liv_stat__1,3.8712631916999998,-0.1301931421,1.2049841677
lrp__dellrp_liv_stat__2,3.2167772503,-0.0746325887,1.1901724593
lrp__dellrp_rich_log__1,-0.9549601472,-1.986208452,-2.2130512664
lrp__dellrp_rich_log__2,-1.0144246023,-2.287113933,-2.2635225698
lrp__dellrp_rich_trans__1,0.9772103569,-0.5756522853,-2.5805023214
lrp__dellrp_rich_trans__2,1.8943051274,-0.8862404284000001,-2.1199334766
lrp__dellrp_rich_stat__1,1.9059838539,-1.7534510972000001,-2.6110105529
lrp__dellrp_rich_stat__2,1.7375611092,-1.0880708334,-2.6057488689
mazF_circuit__t0__1,-0.0454486821,0.5436027688,-0.5548201151000001
mazF_circuit__t2__1,1.2895299985,0.057108392200000004,2.2454991881
mazF_circuit__t4__1,0.33237418550000003,-0.7840695066000001,2.4486627256
mazF_circuit__t6__1,-0.6959171371,-0.230209678,2.4311290061
mazF_circuit__t8__1,0.1568642866,-2.1737375823,2.9601525573
mazF_circuit__t0__2,0.0454486821,-0.5436027688,0.5548201151000001
mazF_circuit__t2__2,-0.2559906851,-0.4185468044,0.6643436656
mazF_circuit__t4__2,-0.3657834612,0.4793643644,1.8245900286999999
mazF_circuit__t6__2,0.2136887782,-0.7615787952,1.7352086042
mazF_circuit__t8__2,-0.7529996624,-0.4139219509,2.7865670242
mazF_ribo__emptyvec_mrna_5m__1,-0.1361937174,-0.1423594632,-0.18847084390000002
mazF_ribo__emptyvec_mrna_5m__2,0.1361937174,0.1423594632,0.18847084390000002
mazF_ribo__mazF_mrna_5m__1,-1.8281322346,1.680309816,-1.0551375637
mazF_ribo__mazF_mrna_5m__2,-2.2241938631,1.6885304822,-1.107038163
mazF_ribo__emptyvec_total_5m__1,-0.1953038444,-0.8833562653,-0.23479568180000002
mazF_ribo__emptyvec_total_5m__2,-1.6904569209,-0.9439220228,-0.4316205186
mazF_ribo__mazF_total_60m__1,0.32315785,-0.8226189947,-1.3072071635
mazF_ribo__mazF_total_60m__2,-0.14812808630000002,-1.0260399107,-0.35646854850000004
mercury__ctrl_t00__1,-0.5327716332,-0.6980357361,-0.2529888051
mercury__ctrl_t10__1,-0.49856705910000004,-0.1291353951,-0.2617119639
mercury__ctrl_t30__1,0.0406962853,0.22980416780000001,-1.6210007214000002
mercury__ctrl_t60__1,0.8364979314000001,0.6377808297,-1.4984336062999999
mercury__hg_t10__1,4.9157511755000005,3.5806169623,2.1787261275
mercury__hg_t30__1,0.5221502938,1.5022266516,2.6725116612
mercury__hg_t60__1,0.3363090094,0.7697103461,2.7314810485
mercury__pma_t10__1,2.8658492533,-0.2193273815,1.6552071737
mercury__pma_t30__1,2.6138726948,0.6018434937,2.1451683238
mercury__pma_t60__1,-1.2883443651,-0.1809248743,-1.6170060209
mercury__ctrl_t00__2,0.2417980377,0.46364679410000004,0.1956661683
mercury__ctrl_t10__2,0.4704522759,-0.18836125210000002,-0.5292424210000001
mercury__ctrl_t30__2,0.9099597726,0.940911856,-1.7386514728
mercury__ctrl_t60__2,0.6123519954000001,1.1069879548000001,-2.1623574482
mercury__hg_t10__2,3.9901423438,3.3315372884,2.2141911216
mercury__hg_t30__2,1.3858173108,1.2198591307,2.4630715665
mercury__hg_t60__2,-0.6215257802,-0.2369315323,0.5068794412000001
mercury__pma_t10__2,3.0761216555,-0.1037187039,1.8903597649
mercury__pma_t30__2,2.1943238513,0.7518688638000001,2.1897282235
mercury__pma_t60__2,-0.8111462554000001,1.2420243241,-1.497183271
mercury__ctrl_t00__3,0.2909735956,0.23438894200000002,0.0573226368
mercury__ctrl_t10__3,0.24580415300000003,-0.1566671493,-0.0712707147
mercury__ctrl_t30__3,1.076756471,0.8194989067,-1.5878174208
mercury__ctrl_t60__3,0.2938824127,0.8116561215,-2.0278263029
mercury__hg_t10__3,6.0611737212,4.0957777456,2.3316423193
mercury__hg_t30__3,1.8841545836,1.8971190389,2.9799322552
mercury__hg_t60__3,0.6575676872,0.3898203595,2.0354371652
mercury__pma_t10__3,2.3243625433,-0.1090529352,1.7993526418
mercury__pma_t30__3,1.8241293827,0.5268324608,2.210457202
mercury__pma_t60__3,-0.2005600945,1.4146076251,-1.0425192737
ml_abx__az_lolcde__1,0.6160015825,0.059690080900000005,0.8250499428
ml_abx__az_lolcde__2,0.26270374080000003,-0.30853503400000004,0.36159294950000004
ml_abx__az_lolcde__3,0.44310478610000004,-0.3165507951,0.5627449069
ml_abx__b01__1,-0.4750819624,0.29231017,0.7367516458000001
ml_abx__b01__2,-0.7348061277,0.39982938430000003,0.7938554196000001
ml_abx__b01__3,-1.016515154,-0.4007483109,0.061188862100000005
ml_abx__cro__1,0.4332935068,0.3379176749,0.3365208078
ml_abx__cro__2,-0.0209820394,-0.3058143412,-0.2715552297
ml_abx__cro__3,-1.009229454,-0.5854893625,-0.843049147
ml_abx__chl__1,-2.3601681527,-0.5987432615,-0.19316755300000002
ml_abx__chl__2,-2.2307715203,-0.7290324107,0.20079171210000002
ml_abx__chl__3,-2.7312946033000003,-0.2715804826,0.119448307
ml_abx__cip__1,0.28896711880000003,-0.7828003091,-0.0295847948
ml_abx__cip__2,-0.7881991097000001,-0.7683922953000001,-0.7437621697
ml_abx__cip__3,-1.0733840087,-1.8186002937999999,-0.8163601586
ml_abx__clr__1,-1.5699784276000002,-0.0750050233,1.5072168274000002
ml_abx__clr__2,-1.6843416732,-0.0852209565,0.5511179514
ml_abx__clr__3,-1.1340425409,-0.3733755505,0.3185935542
ml_abx__cst__1,0.364277143,0.0776665508,0.0716751814
ml_abx__cst__2,-0.1426319378,0.0298828917,0.43187758600000004
ml_abx__cst__3,-0.6410256091000001,-0.4336499165,-0.2753678128
ml_abx__ctrl__1,0.5034711424,0.5626212169,0.1871750487
ml_abx__ctrl__2,0.33104475510000003,0.6450122498,0.4193346667
ml_abx__ctrl__3,0.0352268099,-0.13635022100000002,0.6488302378
ml_abx__ctrl__4,0.13061862230000001,0.0789750651,0.1733779273
ml_abx__ctrl__5,-0.5709694295000001,-0.3825926099,-0.5690582414
ml_abx__ctrl__6,-0.4293919001,-0.7676657009000001,-0.8596596391
ml_abx__dox__1,-1.9256902548000001,-0.7311221847,0.2721017371
ml_abx__dox__2,-1.8056439869,-0.3458112215,-0.1552203541
ml_abx__dox__3,-2.1388296755,-0.0939244131,-0.2310488373
ml_abx__glob__1,0.7864911714,-0.11578979610000001,0.2515163479
ml_abx__glob__2,0.6982483937,-0.37421773700000005,0.2270411464
ml_abx__glob__3,0.5046236241000001,-0.8316642121000001,-0.4941242072
ml_abx__lvx__1,0.2660343727,-0.0482149981,0.13745256320000002
ml_abx__lvx__2,-0.4273386657,-0.9133284604,-0.2447717173
ml_abx__lvx__3,-0.9080433843,-1.2691741086000001,-0.6164972510000001
ml_abx__mec__1,0.4623993478,-0.0480772396,-0.0569027043
ml_abx__mec__2,-0.142061456,-0.39435097960000004,-0.2928154072
ml_abx__mec__3,-0.6209931709000001,-0.9708022442,-0.29643187660000003
ml_abx__mem__1,0.4592270712,0.8050814557,-0.020234601
ml_abx__mem__2,0.125043867,-0.40001307540000003,0.3379858276
ml_abx__mem__3,-0.4403882154,-1.0141851455,-0.48081317700000004
ml_abx__nit__1,0.8128441813,0.9305980874,2.677037874
ml_abx__nit__2,0.5110691819000001,1.9723058102,2.3206222207
ml_abx__nit__3,0.39467555660000003,2.1094070146,1.4824697677
ml_abx__ntx__1,-2.0089674008,2.7636874606,4.2859953407999996
ml_abx__ntx__2,-1.6197775851,3.1209604975,4.2691407091
ml_abx__nor__1,0.037573170100000004,-0.7621862576,0.2105020624
ml_abx__nor__2,-0.9650824777,-0.8373590496000001,-0.5185454141
ml_abx__nor__3,-0.8325054324000001,-1.4422408489,-0.5806926349
ml_abx__pb__1,-0.001386136,0.4655540449,0.5667782893000001
ml_abx__pb__2,-0.4188506804,0.4365428136,0.8231653149
ml_abx__pb__3,0.2217098166,0.2475013875,0.3977260573
ml_abx__tmp__1,-0.19858686080000001,-0.9411927214,-0.4012130511
ml_abx__tmp__2,-0.7029834410000001,-1.2377409802,-0.8472613073
ml_abx__tmp__3,-0.8202786394,-1.1671262467,-0.7005400072
mut_abx__del_mutS_000nor__1,-0.6701183844,0.1306973334,-0.0444952117
mut_abx__del_mutS_000nor__2,0.7036603306,0.054860372000000004,-0.014966146900000001
mut_abx__del_mutS_000nor__3,-0.0335419462,-0.1855577054,0.0594613587
mut_abx__del_mutS_125nor__1,-0.2954810243,-0.033803264900000005,-0.21454556700000002
mut_abx__del_mutS_125nor__2,-0.42760348460000003,-0.22471694790000002,-0.37321196910000004
mut_abx__del_mutS_125nor__3,-0.6814509332,-0.2424147716,-0.29863684630000004
mut_abx__del_mutS_250nor__1,-1.0403895166,-0.29117844870000004,-0.1336740549
mut_abx__del_mutS_250nor__2,-0.4273495654,-0.4106366429,-0.4184947929
mut_abx__del_mutS_250nor__3,-0.7398581230000001,-0.5911972123,-0.66452677
mut_abx__del_mutS_375nor__1,-1.7991719595000002,-0.5034643652,-0.7574208221000001
mut_abx__del_mutS_375nor__2,-0.9390951260000001,-0.3457215363,-0.5766803742000001
mut_abx__del_mutS_375nor__3,-2.1322536308,-0.4351758323,-0.6364058838000001
mut_abx__del_mutS_500nor__1,-3.0955957295,-0.3539140176,-0.5408269712
mut_abx__del_mutS_500nor__2,-3.0871033991,-0.3639614767,-0.7058826931000001
mut_abx__del_mutS_500nor__3,-2.8478006716,-0.4842526419,-0.6497702125
mut_abx__del_mutS_625nor__1,-2.5301543522000003,-0.18332877390000002,-0.1509703322
mut_abx__del_mutS_625nor__2,-3.0852583828,0.116721352,-0.2855695542
mut_abx__del_mutS_625nor__3,-2.9031440246,0.11170537700000001,-0.24236115460000002
mut_abx__del_mutS_750nor__1,-2.9297127505000002,-0.14177676890000002,-0.2953479774
mut_abx__del_mutS_750nor__2,-3.543618574,-0.49821834880000004,-0.3380053796
mut_abx__del_mutS_750nor__3,-2.7284632408,-0.2725584045,-0.3561700524
mut_abx__del_mutS_875nor__1,-4.0932095446,-0.3726333505,-0.3955117146
mut_abx__del_mutS_875nor__2,-3.2268745539,-0.2653260872,-0.1735055101
mut_abx__del_mutS_875nor__3,-3.0738228681,-0.3347621467,-0.22231991410000002
nit_yeaG__wt_Nminus__1,-0.3354789848,-0.5949005806000001,0.1294908015
nit_yeaG__wt_Nminus__2,0.3354789848,0.5949005806000001,-0.1294908015
nit_yeaG__wt_Nplus__1,-0.9681855192000001,-0.3959352665,-2.4534567852
nit_yeaG__wt_Nplus__2,-0.14513392790000001,-1.4081846729,-2.3338452526
nit_yeaG__del_yeaG_Nminus_24h__1,-1.5647852257000001,0.36199324190000004,0.0160849869
nit_yeaG__del_yeaG_Nminus_24h__2,1.5454434912,0.4679158443,0.3945828826
nit_yeaG__del_yeaG_Nminus_24h__3,0.9411589709,-0.5611555716000001,-0.031153183100000002
nit_yeaG__del_yeaG_Nminus__1,-0.6574578480000001,-0.1974791633,-0.20406600490000001
nit_yeaG__del_yeaG_Nminus__2,-0.08501696190000001,0.506300525,-0.1049286314
nit_yeaG__del_yeaG_Nplus__1,-1.5319220254,-0.7338353693,-2.9984212183
nit_yeaG__del_yeaG_Nplus__2,-0.0947006923,-1.6686551928000002,-2.7502487359
opex__amp__1,1.2689872782,0.5195551076,0.6695806665
opex__amp__2,0.3835804326,0.1046022878,0.1486248641
opex__amp__3,0.6623754965,-0.39425461040000004,0.9677539753000001
opex__bak_amp__1,1.6701597983,0.30117777830000003,1.2990914698
opex__bak_amp__2,0.5939166994,-0.3976979235,0.5370680273
opex__bak_amp__3,0.1985052995,0.2969676456,0.6146150066
opex__bak_kan__1,0.8296743708000001,0.0741317578,0.44353790800000004
opex__bak_kan__2,2.2130558979,0.3758804129,1.3725651428
opex__bak_kan__3,0.1642887535,0.1663275202,0.3152485829
opex__bak_nor__1,1.125487496,0.19925646160000002,0.9877553558000001
opex__bak_nor__2,0.35228687940000003,0.4765610773,1.117790792
opex__bak_nor__3,-0.245572105,0.3794902338,0.4739687742
opex__bak_rif__1,2.2851284752,0.2512368501,1.4274033082
opex__bak_rif__2,2.7062195002,0.3909342932,1.1261569233
opex__bak_rif__3,2.8098090218,0.5980676582000001,1.2793840676000001
opex__chx_amp__1,0.3728743325,-0.0032128340000000003,0.3987677223
opex__chx_amp__2,1.2384502046,0.5252893362000001,0.7745678404
opex__chx_amp__3,0.9969086392000001,0.2289458254,0.4764574676
opex__chx_kan__1,1.3178385923,0.0325564982,0.8037488539000001
opex__chx_kan__2,0.46526096400000005,0.1756148214,0.58380248
opex__chx_kan__3,0.7394073649,0.18141854300000002,0.1704258885
opex__chx_nor__1,0.575743243,0.1639968041,0.40354878990000004
opex__chx_nor__2,1.2824127229,0.0744154888,0.4111707506
opex__chx_nor__3,1.4541529717000001,0.0650734095,0.9162985258
opex__chx_rif__1,0.8658088379000001,0.2727501533,0.5886695765000001
opex__chx_rif__2,1.0961987326,0.2419109727,0.5057241960000001
opex__chx_rif__3,0.6891502003000001,0.3018300165,0.1893126689
opex__ctrl__1,-0.2952609691,-0.0882957402,-0.0820759615
opex__ctrl__2,0.3634363363,-0.1526626483,0.0887172053
opex__ctrl__3,-0.0681753672,0.2409583885,-0.0066412439000000005
opex__etoh_amp__1,-0.5989377931000001,-0.0734837529,-0.9396880802
opex__etoh_amp__2,-0.058604196600000005,0.0917991234,-1.4129535815
opex__etoh_amp__3,-0.0148613274,-0.0900548146,-0.2981243604
opex__etoh_kan__1,-1.9628033165,-0.0512236614,-2.5054361593
opex__etoh_kan__2,-0.9351538277,0.09041818880000001,-1.0141449408
opex__etoh_kan__3,-0.8405666563,-0.013227806100000001,-1.3084090735
opex__etoh_nor__1,-0.5220268685,0.003351946,-1.1622116029
opex__etoh_nor__2,-0.3638148647,-0.0853445116,-0.9374969689
opex__etoh_nor__3,0.0387316923,0.19424041760000002,-0.5230797659
opex__etoh_rif__1,-0.908316399,-0.8171094125,-1.7929295535
opex__etoh_rif__2,-1.6027560243,-0.3105118149,-1.8346771677
opex__etoh_rif__3,-0.30186135210000004,-0.1566814939,-1.0266237991
opex__glual_amp__1,1.6443079471000002,0.1836545399,0.856472122
opex__glual_amp__2,1.9309797491,0.5044410891000001,0.8940157557
opex__glual_amp__3,1.8548925517,0.1303715127,0.9379396704
opex__glual_kan__1,1.4100124004,0.1508315324,1.1351095339
opex__glual_kan__2,1.5411806361,0.1912781324,0.5202206631
opex__glual_kan__3,0.9466333712,0.028750784600000003,0.7184940744
opex__glual_nor__1,2.308378298,0.1838750573,1.1113827742
opex__glual_nor__2,1.6630449454,-0.0337645644,0.6653059257
opex__glual_nor__3,2.2671549378,0.386626018,1.0338503642
opex__glual_rif__1,2.663400432,0.1216482826,0.7716487636
opex__glual_rif__2,2.2296242453,0.09452196680000001,0.7717614477
opex__glual_rif__3,2.8190678969,0.060599496700000005,0.9779389273
opex__h2o2_amp__1,-0.6909637354,-0.2647123611,1.7917435014
opex__h2o2_amp__2,-0.9704943762,-0.0843064954,1.8092138529000001
opex__h2o2_amp__3,-0.7926077603,-0.3021129754,1.8311512257
opex__h2o2_kan__1,-0.65649447,-0.3165075558,1.8570087544
opex__h2o2_kan__2,-0.6569715187,-0.2832454264,1.8363830788
opex__h2o2_kan__3,-0.2367630061,0.4975705097,1.7771965186
opex__h2o2_nor__1,-0.29902480470000004,-0.47092192660000004,1.8132521929
opex__h2o2_nor__2,-0.7395372104,-0.2933556848,1.8098999779
opex__h2o2_nor__3,-0.45549429999999996,0.20525912810000002,1.8441949934
opex__h2o2_rif__1,0.7869538491,-0.5174467325000001,0.1091527538
opex__h2o2_rif__2,0.9227128209000001,0.1134976253,0.3760451708
opex__h2o2_rif__3,1.2493180004,-0.0059072,0.0621992356
opex__ippoh_amp__1,-1.2251234247,0.1688604524,-0.0690425488
opex__ippoh_amp__2,-0.7225988276,0.3584569622,-0.5958018365000001
opex__ippoh_amp__3,-0.3459646576,0.4153890831,-0.18153165970000001
opex__ippoh_kan__1,-1.0514520719,0.4778498843,-0.5930464378
opex__ippoh_kan__2,-0.8032667468,0.7649793432,-0.5182767242
opex__ippoh_kan__3,-0.5867874448,0.4674415981,-0.843235433
opex__ippoh_nor__1,-0.6141613407000001,0.6064108031000001,-0.09841492810000001
opex__ippoh_nor__2,-1.6070863134,0.43309370550000004,-0.4253097535
opex__ippoh_nor__3,0.5719721056,1.0397213119,0.7257621936
opex__ippoh_rif__1,-1.4333505366,0.0223247703,-1.2894521973
opex__ippoh_rif__2,-2.1494405973,0.0815867567,-0.9199977917000001
opex__ippoh_rif__3,-1.4573424400000001,-0.1637044427,-1.2442399537
opex__kan__1,0.3924765975,-0.0773745883,0.2414266072
opex__kan__2,0.8055219911,0.31244381600000004,0.2902380136
opex__kan__3,-0.1840728009,0.2321215087,-0.3220314138
opex__nor__1,0.1344457017,0.1287485578,-0.0686568991
opex__nor__2,0.8292348523,0.2572349974,0.10982116330000001
opex__nor__3,0.1589766159,0.2141939797,-0.19941713560000002
opex__paa_amp__1,1.5308738788,0.17819953300000002,0.2027514994
opex__paa_amp__2,0.8330585815,0.0959210833,0.3966356989
opex__paa_amp__3,0.8443799222,0.0475684537,0.5490079114
opex__paa_kan__1,2.2978556446000002,0.2380901964,0.8633785689
opex__paa_kan__2,3.0872627573,0.1316417196,1.2219377779
opex__paa_kan__3,1.8624654623999999,0.1492238052,0.472729822
opex__paa_nor__1,0.7520337179000001,0.20093098880000002,0.6504867415000001
opex__paa_nor__2,0.5822539351,0.0075582736,0.4094903614
opex__paa_nor__3,0.8102546078,0.1630647473,0.5417385484
opex__paa_rif__1,2.2325147447,0.1174245718,0.4904644213
opex__paa_rif__2,2.2147000222,0.23700589630000002,0.7285413701
opex__paa_rif__3,1.7747046946,0.0469062102,0.021040703
opex__phenol_amp__1,-1.3748415905,-0.8298554611000001,-0.1953647944
opex__phenol_amp__2,0.0483100897,-0.5387098748,1.1872721115
opex__phenol_amp__3,0.1890658902,-0.4364570323,0.579706071
opex__phenol_kan__1,-1.3432866982,-0.39586773280000004,1.0591277682
opex__phenol_kan__2,0.3959620216,-0.43375418120000003,0.9412808437
opex__phenol_kan__3,-0.2287952063,-0.0136140084,0.35988465210000004
opex__phenol_nor__1,0.11791616960000001,-0.8407952176,0.2584597225
opex__phenol_nor__2,0.7540637455,0.015076781400000001,1.09939716
opex__phenol_nor__3,-0.23806539510000002,-0.39364906190000004,0.3936103195
opex__phenol_rif__1,0.6425187131,-0.2567838445,-0.2817934787
opex__phenol_rif__2,2.0529407967,-0.1972656948,0.6783491585
opex__phenol_rif__3,1.4622556498,-0.32109737,0.7799972442
opex__pvpi_amp__1,0.7455561953000001,-0.061636474600000005,0.2384472805
opex__pvpi_amp__2,1.0508554205,0.1568003902,0.47072380700000005
opex__pvpi_amp__3,0.9226249254000001,0.17976612050000002,0.45995285100000005
opex__pvpi_kan__1,0.038471632400000004,0.1286234892,-0.0568097605
opex__pvpi_kan__2,0.1099250248,-0.0077824644,0.2644861477
opex__pvpi_kan__3,-0.0062997584,0.2054748533,0.2431245712
opex__pvpi_nor__1,-0.3989911917,0.1102189796,0.8318920447
opex__pvpi_nor__2,0.0118290276,0.21731502100000002,0.6266383271
opex__pvpi_nor__3,0.39821189960000003,0.0772642027,0.0487981654
opex__pvpi_rif__1,1.9358906625,-0.0862510575,0.4023142839
opex__pvpi_rif__2,2.3298715586,-0.051176157,0.6525917024
opex__pvpi_rif__3,2.2345908432,-0.28821755260000004,0.9015131975
opex__rif__1,2.1952843044,0.0913948593,0.6322423395
