,A,Cra,Crp
hns__wt__1,-0.807228379,-0.3400196666,0.1104686965
hns__wt__2,0.807228379,0.3400196666,-0.1104686965
hns_stpA__evo100G4_delhns_delstpA__1,-0.280628614,-0.965519541,-1.5681109031
hns_stpA__evo100G4_delhns_delstpA__2,-0.0764514998,-1.1416494558,-1.7787209304
hns_stpA__evo100G12_delhns_delstpA__1,-1.0274098836,-0.8614623277000001,-2.3286332422
hns_stpA__evo100G12_delhns_delstpA__2,-1.0972271761,-1.1799050635000001,-2.0720734261000002
hns_stpA__delhns_delstpA_delrpoS__1,-1.4115364366,-0.8568152088000001,-2.2153905101
hns_stpA__delhns_delstpA_delrpoS__2,-1.3063154812,-1.2488999172,-2.5455493469
hns_stpA__wt__1,0.0261973778,0.3037840317,0.0910120247
hns_stpA__wt__2,-0.0261973778,-0.3037840317,-0.0910120247
hns_stpA__delhns_delstpA__1,0.30173051570000003,-2.9306335603,-2.4304813555
hns_stpA__delhns_delstpA__2,0.416860742,-2.4810304921,-2.283345836
hu__wt_log_pH7__1,-0.7747234379,-1.1343475535,-2.5610024343999997
hu__wt_log_pH7__2,0.203879378,-0.745303582,-1.7192127447
hu__wt_log_pH7__3,-1.5800692941999999,-0.8684320375000001,-2.5656982779
hu__wt_lag_pH7__1,0.4417453577,-0.1286148301,0.2181867704
hu__wt_lag_pH7__2,-0.24983614040000002,-0.8133276643,-0.051637196
hu__wt_lag_pH7__3,-0.19190921730000002,0.9419424944,-0.1665495744
hu__delhupA_lag_pH7__1,-0.09010945420000001,0.2687126539,0.5013664708
hu__delhupA_lag_pH7__2,0.45786518540000004,-0.7678659126,-0.0310669673
hu__delhupA_lag_pH7__3,0.2334675567,0.6197851686,-0.0959832862
hu__delhupB_lag_pH7__1,0.6401848272,-0.7257333649000001,0.1827632689
hu__delhupB_lag_pH7__2,0.0638777642,-0.9063900389,-0.0362566025
hu__delhupB_lag_pH7__3,0.2673954625,0.5474014037,-0.13451388420000002
hu__delhupAhupB_lag_pH7__1,-1.1690817238,0.5672649508000001,-0.3668404044
hu__delhupAhupB_lag_pH7__2,0.3641221032,-0.14745600050000002,-0.0648374225
hu__delhupAhupB_lag_pH7__3,-2.1865755058,0.798751953,0.0483373318
hu__hupAE34K_hupB_lag_pH7__1,0.25789322530000003,-0.048757564,-0.0097311396
hu__hupAE34K_hupB_lag_pH7__2,-0.3551685701,-0.5341879819,-0.3293122911
hu__hupAE34K_hupB_lag_pH7__3,-0.2945018202,0.3887646153,-0.3831059042
hu__hupAE34K_delhupB_lag_pH7__1,0.1790066135,0.021528378600000002,-0.0190652403
hu__hupAE34K_delhupB_lag_pH7__2,-0.269866574,-0.46063201200000004,0.10856884550000001
hu__hupAE34K_delhupB_lag_pH7__3,-0.2586875406,0.5577970553,-0.250826488
hu__wt_lag_pH5__1,-1.1546195328,-0.47915796060000004,-0.8913190701
hu__wt_lag_pH5__2,-1.6074722467,-0.4242198553,-1.4459433789
hu__wt_lag_pH5__3,-1.0193500857,-0.4408909259,-1.4845663116
hu__delhupA_lag_pH5__1,-0.9153276636000001,-0.7986508937,-1.0651718251
hu__delhupA_lag_pH5__2,-0.9485275553,-0.23109035,-0.7987644547
hu__delhupA_lag_pH5__3,-1.0209488331,-0.4984742653,-1.2519211603
hu__delhupAhupB_lag_pH5__1,-0.8044086111000001,-0.7412924465,-1.3554675684
hu__delhupAhupB_lag_pH5__2,-0.7555099044,-0.32567890390000004,-1.3336062681
hu__delhupAhupB_lag_pH5__3,-0.37623153,-0.1433465964,-0.8925679957
hu__hupAE34K_hupB_lag_pH5__1,-1.1226007275,-0.5727036634,-1.1430168893000001
hu__hupAE34K_hupB_lag_pH5__2,-0.0176914568,-0.06640882050000001,-1.4493752758
hu__hupAE34K_hupB_lag_pH5__3,-0.2895701748,-0.0988652604,-1.4050641086
hu__hupAE34K_delhupB_lag_pH5__1,0.8815489017,-0.2921015008,-1.6123595908000001
hu__hupAE34K_delhupB_lag_pH5__2,-1.1348682705,-0.23103725800000002,-1.226893919
hu__hupAE34K_delhupB_lag_pH5__3,-0.1777202852,-0.4034763851,-1.5448590486
hyperpersistence__low_GFP__1,-1.1028639202,-0.8134585722000001,-0.1459188516
hyperpersistence__wt__1,0.025669461,-0.15458974220000002,-0.0579075359
hyperpersistence__high_GFP__1,-1.1456077987,-1.0411310568,-0.10275380890000001
hyperpersistence__pth_mut__1,-0.9843531761000001,-0.1568155477,-0.0890509939
hyperpersistence__pth_mut__2,-1.1305376920999999,-0.2971344521,-0.4156744168
hyperpersistence__metG_mut__1,-0.182361732,-0.1844494213,0.0988768356
hyperpersistence__metG_mut__2,-0.7661887463,-0.3766773225,-0.2628324997
hyperpersistence__high_GFP__2,-1.2202969533,-0.9073723469,-0.2208033278
hyperpersistence__wt__2,-0.025669461,0.15458974220000002,0.0579075359
hyperpersistence__low_GFP__2,-1.3610157217,-1.1203611161,-0.2805843959
kan_efg__cpxAF218Y__1,-0.10494671480000001,1.2763301475,1.0841805474
kan_efg__cpxAF218Y__2,0.13075128860000002,1.5518422955,1.1446573046
kan_efg__cyaAN600Y__1,-1.4838663487,0.7051289762,0.9603956705000001
kan_efg__cyaAN600Y__2,-0.9366969573,1.7200493047,1.5682706127000001
kan_efg__fusAA608E__1,-0.7225416595,-0.13141419940000001,-0.4755092777
kan_efg__fusAA608E__2,-0.5192033411,-0.2414090268,-0.1918949817
kan_efg__fusAA608E_cpxAF218Y__1,-1.0765452715,0.6210753481,0.35721379940000003
kan_efg__fusAA608E_cpxAF218Y__2,-1.3844646992,0.5507871298,0.3103341766
kan_efg__fusAA608E_cyaAN600Y__1,-1.2332856084000001,0.4600576756,0.8959768911
kan_efg__fusAA608E_cyaAN600Y__2,-1.066603619,0.5858702455,1.151414448
kan_efg__fusAA608E_rpoDL261Q__1,-1.2336789163,0.7626308654,0.5787595543
kan_efg__fusAA608E_rpoDL261Q__2,-1.7426610674,0.12262653920000001,0.170452503
kan_efg__fusAA608E_topAS180L__1,-2.6633356059,1.9881627285,0.2993918273
kan_efg__fusAA608E_topAS180L__2,-2.8795059707,2.1931153397,0.3449252499
kan_efg__rpoDL261Q__1,-1.1487318204,0.4856786449,0.2963526906
kan_efg__rpoDL261Q__2,-1.4577392865,0.7669822615,0.8750640991
kan_efg__wt__1,-0.0920635087,-0.2521839124,-0.326898736
kan_efg__wt__2,0.0920635087,0.2521839124,0.326898736
lrp__wt_min_log__1,-0.0778239085,-0.0605792777,-0.07878716350000001
lrp__wt_min_log__2,0.0778239085,0.0605792777,0.07878716350000001
lrp__wt_min_trans__1,-0.4426698589,0.2948835343,1.2078040582
lrp__wt_min_trans__2,-0.8456267438,0.8609545578000001,1.3633198144
lrp__wt_min_stat__1,3.2301638486,-1.1863394348,-2.4304975054
lrp__wt_min_stat__2,2.2274174961,-0.9082664866,-1.9638896553
lrp__wt_liv_log__1,0.0200221695,-0.06662269800000001,0.23973138100000002
lrp__wt_liv_log__2,-0.2276321893,-0.2838553941,0.1717381616
lrp__wt_liv_trans__1,1.2138374029,0.7321625501,0.08582733690000001
lrp__wt_liv_trans__2,0.7632281935,0.6851959435,-0.0164337809
lrp__wt_liv_stat__1,3.646644279,-1.3965703528,-2.9541291327
lrp__wt_liv_stat__2,2.7949933067,-1.317922929,-2.4056994769
lrp__wt_rich_log__1,-2.7452903540999998,-1.104683767,-0.18704894200000002
lrp__wt_rich_log__2,-2.4517084684,-1.2546926981,-0.1143135745
lrp__wt_rich_trans__1,2.158869922,-0.1032883054,0.1036684385
lrp__wt_rich_trans__2,0.5563360938,-0.1602192955,-0.5320317657
lrp__wt_rich_stat__1,-0.3293361624,-0.030563167500000002,-0.33952435410000004
lrp__wt_rich_stat__2,0.3267192051,-0.045479457,-0.5029284707
lrp__dellrp_min_log__1,-0.4707543582,-0.2876364708,0.051597773300000004
lrp__dellrp_min_log__2,-0.69073065,-0.3919699821,0.1695436772
lrp__dellrp_min_trans__1,1.4919181594,-0.0756674972,0.4016716534
lrp__dellrp_min_trans__2,1.0233286952,-0.1685223861,0.0540830645
lrp__dellrp_min_stat__1,3.3197280416,-1.7743965943000002,-2.4044391384
lrp__dellrp_min_stat__2,2.154034121,-1.5057214365,-2.2572603749
lrp__dellrp_liv_log__1,-0.762990782,-0.4013139988,0.15715905260000002
lrp__dellrp_liv_log__2,-0.5480608094,-0.3582488616,0.22238625250000002
lrp__dellrp_liv_trans__1,0.46262500710000004,0.33721073900000004,0.029169605100000003
lrp__dellrp_liv_trans__2,1.2047008345,0.20826187340000002,0.3152681445
lrp__dellrp_liv_stat__1,2.8430570703,-1.5433322065000001,-2.3922730427
lrp__dellrp_liv_stat__2,2.761633121,-1.3081320442,-2.1205585644
lrp__dellrp_rich_log__1,-2.5816390189,-1.1285112896,-0.14166017990000002
lrp__dellrp_rich_log__2,-2.3681166146,-1.1969005227,-0.1285585019
lrp__dellrp_rich_trans__1,1.1657154027,0.0065009034,-0.41390028040000004
lrp__dellrp_rich_trans__2,1.1940409587,-0.0929676374,-0.5311079492
lrp__dellrp_rich_stat__1,-0.46191837620000004,-0.5564313898000001,0.7351458547
lrp__dellrp_rich_stat__2,0.1297846477,-0.2266175615,1.4053881684
mazF_circuit__t0__1,-0.5529864737,-0.1477545398,-0.004570969
mazF_circuit__t2__1,0.5560779999000001,-0.43275175790000003,0.0653832305
mazF_circuit__t4__1,-0.2882388573,0.1479863207,0.3822852162
mazF_circuit__t6__1,-2.2179074979,-0.2443604499,0.21028994880000001
mazF_circuit__t8__1,-5.3730393773,-0.8080377215000001,-0.0570535506
mazF_circuit__t0__2,0.5529864737,0.1477545398,0.004570969
mazF_circuit__t2__2,1.3231023955,0.0461749848,0.051884897000000006
mazF_circuit__t4__2,-0.5174262436,-0.0514301256,0.3721571684
mazF_circuit__t6__2,-4.6543071413,-0.5199344295,0.12152566340000001
mazF_circuit__t8__2,-4.6385431306000005,-0.6797673496000001,-0.0765298296
mazF_ribo__emptyvec_mrna_5m__1,0.1489775813,-0.12346562080000001,0.020805030000000002
mazF_ribo__emptyvec_mrna_5m__2,-0.1489775813,0.12346562080000001,-0.020805030000000002
mazF_ribo__mazF_mrna_5m__1,-1.1369110352,-1.1624552896,0.16600598560000002
mazF_ribo__mazF_mrna_5m__2,-1.0387535574,-1.4364844985,0.1916775286
mazF_ribo__emptyvec_total_5m__1,3.2786591766,-0.4126939052,0.46786379100000003
mazF_ribo__emptyvec_total_5m__2,2.2439104633,-0.1829286654,0.5122323806
mazF_ribo__mazF_total_60m__1,-1.7268058659,-0.7191670112,-0.6219598177
mazF_ribo__mazF_total_60m__2,-2.778020145,-0.40730122700000004,-0.6024762283
mercury__ctrl_t00__1,0.5649847573,-0.1857918591,0.0292773526
mercury__ctrl_t10__1,0.5394639415,-0.1868763263,0.3087663784
mercury__ctrl_t30__1,1.0796223901,0.3238727241,0.7006973645
mercury__ctrl_t60__1,0.8117279256000001,0.8356858648000001,0.8951937533000001
mercury__hg_t10__1,-2.0531940037,-0.22677903370000002,1.5099593280999999
mercury__hg_t30__1,-1.74926684,0.5621870492000001,1.6124665533
mercury__hg_t60__1,-1.3355296537,0.26711411300000004,1.3859830142
mercury__pma_t10__1,-2.5346136471,-0.1262987588,0.8754740065000001
mercury__pma_t30__1,-2.5039575738,0.3810050012,0.7672332111
mercury__pma_t60__1,-0.7772813106,-0.1619302818,0.2108640436
mercury__ctrl_t00__2,-0.36801203460000004,0.058426803000000006,0.0010693687
mercury__ctrl_t10__2,0.534048005,-0.1173781455,0.25878484220000003
mercury__ctrl_t30__2,1.0859107893,0.4872405014,0.7206174857000001
mercury__ctrl_t60__2,1.2857974506,0.9080987553000001,0.9635479732000001
mercury__hg_t10__2,-1.6603086255,-0.0297912286,1.4192736061
mercury__hg_t30__2,-1.7353022399,0.5846082504,1.4553969738
mercury__hg_t60__2,-1.6311059074,-0.2218057851,-0.0283162313
mercury__pma_t10__2,-2.424126046,-0.1916045547,0.8151339384
mercury__pma_t30__2,-2.2642456549,0.6524467373,0.8881257601
mercury__pma_t60__2,0.5532338159,0.29032078240000003,0.41748972510000004
mercury__ctrl_t00__3,-0.19697272270000002,0.1273650561,-0.0303467213
mercury__ctrl_t10__3,-0.014843439200000001,-0.127055734,0.12400269800000001
mercury__ctrl_t30__3,0.4334113679,0.6357684652000001,0.7564198440000001
mercury__ctrl_t60__3,1.0038073059,0.8850378171000001,0.803622138
mercury__hg_t10__3,-1.9222936452,0.0046560919,1.7832128196
mercury__hg_t30__3,-1.6603780395,0.0678483553,1.5344472761999999
mercury__hg_t60__3,-1.8630091655,-0.0236504214,0.7437536825000001
mercury__pma_t10__3,-2.6331996855,-0.1462217733,1.0075067504
mercury__pma_t30__3,-2.6386522816999998,0.361232363,0.9965341975
mercury__pma_t60__3,0.3098206952,0.3867110192,0.6395112446
ml_abx__az_lolcde__1,-1.1491602071,0.584350059,0.3949028114
ml_abx__az_lolcde__2,-1.5652381109,0.5612321191,0.0860060487
ml_abx__az_lolcde__3,-1.8410923331,0.7252041223,0.3337373743
ml_abx__b01__1,0.5291064021,0.34205440740000004,0.5086181453
ml_abx__b01__2,0.5512856819,0.22224936680000001,0.4866754022
ml_abx__b01__3,0.7863267260000001,0.2263666454,0.48643220260000003
ml_abx__cro__1,-0.3146291271,0.4854345262,0.3779114022
ml_abx__cro__2,0.4411219716,0.2678998206,-0.0306841953
ml_abx__cro__3,1.1395286349,-0.2812563866,-0.2753034439
ml_abx__chl__1,-2.5477891962,-1.2052740636000001,-1.7807047438999999
ml_abx__chl__2,-1.7939142367,-1.3303265582,-1.6147351356000001
ml_abx__chl__3,-2.3456428899,-1.3992202423,-1.7049606803000001
ml_abx__cip__1,-0.29378252320000003,-0.2545123398,0.468238231
ml_abx__cip__2,-0.0170921857,0.0424620631,0.26436147200000004
ml_abx__cip__3,-0.37367951920000003,-0.9677405381,-0.3907059673
ml_abx__clr__1,-4.5882695129,-0.8490187973000001,-2.0145250609
ml_abx__clr__2,-3.0919980577,-0.7381865388000001,-1.8700479492
ml_abx__clr__3,-2.8191944295,-1.0849211184,-1.9839799046
ml_abx__cst__1,-1.6864076014,0.3246570434,0.4841423467
ml_abx__cst__2,-2.0198339625,0.579482291,0.1252630897
ml_abx__cst__3,-1.7042210463,0.464146029,0.2504433165
ml_abx__ctrl__1,-0.42408070600000003,0.2862670263,0.3181897135
ml_abx__ctrl__2,-0.5094207432,0.3376952083,0.33640730560000004
ml_abx__ctrl__3,0.49141260350000004,0.28355337740000003,0.1284474774
ml_abx__ctrl__4,0.0804880298,0.2016907658,0.0423286529
ml_abx__ctrl__5,0.049509084700000004,-0.5270452958,-0.3692971329
ml_abx__ctrl__6,0.3120917312,-0.5821610818,-0.4560760166
ml_abx__dox__1,-2.9412560083,-0.8909379665,-2.1031438757
ml_abx__dox__2,-2.0250311447,-0.9451145184,-1.9587539556
ml_abx__dox__3,-2.0187410249,-1.1784900915,-2.0893289722
ml_abx__glob__1,-2.6178336158,0.6581000238,0.40077032360000003
ml_abx__glob__2,-2.5955443573,0.8599772351,0.19451078430000002
ml_abx__glob__3,-2.8045704434000003,0.1385184684,-0.3027589365
ml_abx__lvx__1,0.880293089,-0.2185407695,0.8486849750000001
ml_abx__lvx__2,0.9318205915000001,-0.5237493508000001,0.3938793786
ml_abx__lvx__3,0.5612133198,-1.3008615058,0.148786522
ml_abx__mec__1,-0.019478191000000002,0.5300976039,0.3369699572
ml_abx__mec__2,0.48000357520000003,0.3141896867,0.013751511800000001
ml_abx__mec__3,-0.057518747200000005,-0.0591681271,-0.22974107400000002
ml_abx__mem__1,-0.682454596,0.438793453,0.35225783860000004
ml_abx__mem__2,0.14941904690000002,0.041449978400000004,-0.0962918605
ml_abx__mem__3,0.2906750627,-0.7209296585,-0.4193098364
ml_abx__nit__1,-2.2258724445,-0.0663100073,-0.4561378538
ml_abx__nit__2,-2.1974922687,-0.2772480386,-0.3239561219
ml_abx__nit__3,-2.7935397525,-0.5173315996,-0.5009096485
ml_abx__ntx__1,-5.084357929,0.13794225740000002,-1.0066348399
ml_abx__ntx__2,-5.1258744053,0.45533078930000004,-0.9472326698
ml_abx__nor__1,1.4068622452000001,-0.1599813379,0.8071856029000001
ml_abx__nor__2,1.1012304242,-0.1839737578,0.4894051802
ml_abx__nor__3,0.7291382736,-1.000553978,0.12325169
ml_abx__pb__1,-3.1442667294,0.5793834407,0.5965313259
ml_abx__pb__2,-2.1035648169,0.5914048513,0.4467565101
ml_abx__pb__3,-2.5554129017,0.738351594,0.5066551433
ml_abx__tmp__1,-0.6816956337,-0.3198325453,-0.4180190307
ml_abx__tmp__2,-0.8761681558000001,-1.6856781159,-1.1217666797
ml_abx__tmp__3,-1.7540492402,-1.7025706833,-1.5654300289
mut_abx__del_mutS_000nor__1,0.8173712791000001,-0.031780728700000004,-0.10736737830000001
mut_abx__del_mutS_000nor__2,0.2995527984,-0.2470601962,-0.0089077731
mut_abx__del_mutS_000nor__3,-1.1169240775,0.2788409249,0.1162751514
mut_abx__del_mutS_125nor__1,0.1902959137,-0.23242710490000001,0.16900614320000001
mut_abx__del_mutS_125nor__2,0.9564231677,-0.3447267781,0.0010292434000000001
mut_abx__del_mutS_125nor__3,0.4080870037,-0.220306462,-0.1128774423
mut_abx__del_mutS_250nor__1,0.0290722443,-0.2770510078,-0.0133986869
mut_abx__del_mutS_250nor__2,-0.0985380386,-0.43489242580000004,0.1636110552
mut_abx__del_mutS_250nor__3,0.5200454942,-0.3932892277,-0.331696997
mut_abx__del_mutS_375nor__1,-0.5477292989,0.2603327419,-0.038234619500000004
mut_abx__del_mutS_375nor__2,-1.4746549137,0.1163153344,0.0085680138
mut_abx__del_mutS_375nor__3,-0.5402855443,0.39293823990000004,0.11367215480000001
mut_abx__del_mutS_500nor__1,-1.8962579549,0.7859913724,0.3878004733
mut_abx__del_mutS_500nor__2,-1.8767353031,0.6523330356,0.3784077044
mut_abx__del_mutS_500nor__3,-1.9492905649,0.1594684261,0.6438706029
mut_abx__del_mutS_625nor__1,-2.8346813975,0.1912951491,1.4015203867000001
mut_abx__del_mutS_625nor__2,-2.5563350303,1.1449997337,0.8077489953
mut_abx__del_mutS_625nor__3,-2.4469137597,1.250561042,0.7167135879000001
mut_abx__del_mutS_750nor__1,-1.9010579143,1.4176613845000001,0.8733453174
mut_abx__del_mutS_750nor__2,-2.3807730664,1.2104512864,0.7318804379
mut_abx__del_mutS_750nor__3,-1.7372325044,1.3236244123,0.7265351033
mut_abx__del_mutS_875nor__1,-2.8336899112,0.8547699826,0.5601250011000001
mut_abx__del_mutS_875nor__2,-2.1816179427,1.3846301315,1.1423196373
mut_abx__del_mutS_875nor__3,-2.1428980162,1.0138454204,0.8770837162
nit_yeaG__wt_Nminus__1,-1.4212344343,-0.2966523447,-0.4060248421
nit_yeaG__wt_Nminus__2,1.4212344343,0.2966523447,0.4060248421
nit_yeaG__wt_Nplus__1,1.5247538148,-0.487371274,-1.860802321
nit_yeaG__wt_Nplus__2,2.1715111913,0.24648453320000002,-1.9932080196
nit_yeaG__del_yeaG_Nminus_24h__1,0.24223382710000002,-1.0823461384,-3.95744986
nit_yeaG__del_yeaG_Nminus_24h__2,2.1858488906,0.7686622388000001,-2.376849187
nit_yeaG__del_yeaG_Nminus_24h__3,-0.3138423717,-0.1156313083,-2.4414347629
nit_yeaG__del_yeaG_Nminus__1,-1.207210607,-0.1149216552,-0.11143317250000001
nit_yeaG__del_yeaG_Nminus__2,1.1427636394,0.2441574411,0.4939784118
nit_yeaG__del_yeaG_Nplus__1,1.6466525074,-0.3027948613,-1.9613924773
nit_yeaG__del_yeaG_Nplus__2,2.3331345031,-0.06721356540000001,-2.2687520043
opex__amp__1,-0.2912802688,0.20735438120000002,-0.0257376573
opex__amp__2,0.1620335045,0.0256314861,0.0299666606
opex__amp__3,-0.4441796143,0.3064775468,-0.11910927560000001
opex__bak_amp__1,0.0747507063,0.037830820200000004,-0.14152359080000002
opex__bak_amp__2,-0.7609842026,0.4811783807,-0.0528646626
opex__bak_amp__3,-1.2278473981,0.5477686202000001,0.0466087293
opex__bak_kan__1,-1.0768612139,0.5651400414000001,0.0888972367
opex__bak_kan__2,0.0240197932,-0.0178645784,-0.1208458188
opex__bak_kan__3,-0.8656248458,0.6875318453,-0.1901082408
opex__bak_nor__1,-1.0663925402,0.4387658593,0.4066410972
opex__bak_nor__2,-0.35536235920000003,0.4388912896,0.3008384148
opex__bak_nor__3,-1.5234838428000002,0.6243244893000001,0.1735871826
opex__bak_rif__1,0.5519387497,-0.021139511200000002,-0.21953675190000002
opex__bak_rif__2,-0.7098278773000001,0.35806108070000003,-0.3706386875
opex__bak_rif__3,-0.0935073245,-0.0655820829,-0.46689314190000003
opex__chx_amp__1,-0.541965581,0.2170968093,-0.0494673563
opex__chx_amp__2,-0.6821758010000001,0.0341583028,0.0487355099
opex__chx_amp__3,-0.2597163697,-0.06883790470000001,0.0882736573
opex__chx_kan__1,-0.2606495421,0.1168036481,-0.125182064
opex__chx_kan__2,-0.5331674018,0.1261891338,0.010558977
opex__chx_kan__3,-0.2790742732,0.0060031047,0.0951398358
opex__chx_nor__1,-0.4175495098,-0.0471617841,0.1194905215
opex__chx_nor__2,-0.1560262546,0.1317909055,0.2237150322
opex__chx_nor__3,-0.49082533400000006,-0.000507356,-0.1184232803
opex__chx_rif__1,-0.7648115324,0.2944396418,-0.0704396684
opex__chx_rif__2,-0.4578182879,0.08657757790000001,-0.0825438107
opex__chx_rif__3,0.0131718536,-0.15243836600000002,0.0036720471
opex__ctrl__1,-0.3528981517,-0.060977236100000005,0.0579740377
opex__ctrl__2,-0.024280767,0.1401264251,-0.0560469805
opex__ctrl__3,0.37717891870000003,-0.07914918900000001,-0.0019270572
opex__etoh_amp__1,0.2157936224,0.1565876287,0.0772652949
opex__etoh_amp__2,0.0431690523,0.2790342484,-0.0181962037
opex__etoh_amp__3,-0.0174520607,0.2325448924,0.29333133570000003
opex__etoh_kan__1,-0.0934121151,0.07596320570000001,0.038003208600000005
opex__etoh_kan__2,0.11104963990000001,0.1351039299,0.055199946900000005
opex__etoh_kan__3,0.2378149293,0.1927704775,0.0970352661
opex__etoh_nor__1,0.2124812161,0.14098871170000002,0.14530002960000002
opex__etoh_nor__2,0.09465955870000001,-0.015999365300000002,0.1482510961
opex__etoh_nor__3,-0.6117449586,0.0503658858,0.22872318360000002
opex__etoh_rif__1,1.218577637,-0.3348069162,-0.1834415272
opex__etoh_rif__2,0.8309383361,-0.392951052,-0.291745723
opex__etoh_rif__3,-0.0127531881,-0.4157214896,-0.2070583333
opex__glual_amp__1,-0.1494015116,0.2176369463,-0.28640995810000003
opex__glual_amp__2,-0.3524190833,0.1072133666,-0.2561673142
opex__glual_amp__3,-0.3073840732,0.1286123824,-0.2033869971
opex__glual_kan__1,-0.1865776986,0.22614742710000002,-0.191489569
opex__glual_kan__2,-0.0533454425,0.38189227340000004,-0.29996488930000004
opex__glual_kan__3,-0.38444121600000003,0.17133579540000002,-0.2739975689
opex__glual_nor__1,-0.2197459333,0.1468243774,-0.2739867065
opex__glual_nor__2,-0.0511744203,0.3736224957,-0.1411955001
opex__glual_nor__3,-0.0507674211,0.0599994098,-0.3968922552
opex__glual_rif__1,0.14759042860000002,0.0650839,-0.7714632805
opex__glual_rif__2,0.2994102027,0.07327022820000001,-0.9445177907000001
opex__glual_rif__3,-0.1262183878,-0.1169926317,-0.6936953239
opex__h2o2_amp__1,-0.9272960169000001,0.2718133273,-0.2741151042
opex__h2o2_amp__2,-0.9934600584000001,0.226503942,-0.2107467671
opex__h2o2_amp__3,-1.7361370915,0.30415046230000004,-0.2945587492
opex__h2o2_kan__1,-1.001823017,0.20237956640000002,-0.14377662900000002
opex__h2o2_kan__2,-1.3033723078000001,0.3063496127,-0.1917551074
opex__h2o2_kan__3,-1.8145126637,0.2595230659,-0.31899979570000003
opex__h2o2_nor__1,-1.3013039273,0.0827453938,-0.1429422108
opex__h2o2_nor__2,-1.2417272644,0.19306830800000002,-0.1039371872
opex__h2o2_nor__3,-1.6433540683999999,0.0675069831,-0.2057577352
opex__h2o2_rif__1,-1.8264812250000002,-1.0135988511,-1.6721229036
opex__h2o2_rif__2,-1.9964390521,-0.7747005866000001,-1.4822713578
opex__h2o2_rif__3,-1.8279095287,-0.83717249,-1.6233641556
opex__ippoh_amp__1,-0.8382191467000001,0.48374546,0.34011186720000003
opex__ippoh_amp__2,0.1262015337,0.3559413354,0.31661900600000004
opex__ippoh_amp__3,-0.2135147118,0.5011152258,0.2924930122
opex__ippoh_kan__1,0.7124090435,0.3775755541,0.20629760900000002
opex__ippoh_kan__2,-0.39317968540000003,0.5068639618,0.1434163886
opex__ippoh_kan__3,-0.4034946296,0.49035703500000005,0.1449923987
opex__ippoh_nor__1,-0.3527655729,0.5905879261,0.2342972617
opex__ippoh_nor__2,-0.1463966947,0.47295478420000003,0.1925245619
opex__ippoh_nor__3,-1.4048236439,0.3270453648,0.290042195
opex__ippoh_rif__1,0.27988993370000004,-0.3212800536,-0.2225034427
opex__ippoh_rif__2,0.5204897871,-0.1667810023,-0.3319244188
opex__ippoh_rif__3,0.7650780953,-0.1457684514,-0.2142957861
opex__kan__1,-0.30242973500000003,-0.0871140761,-0.0727186524
opex__kan__2,0.0178209645,-0.071092812,-0.1325552437
opex__kan__3,-0.0636416979,-0.149400481,-0.0093774403
opex__nor__1,-0.0482806286,-0.20789760470000002,-0.0963017972
opex__nor__2,-0.3303499129,-0.2365154387,-0.0690723906
opex__nor__3,-0.19441781200000002,-0.22010310260000002,0.0350324265
opex__paa_amp__1,-0.1344742212,-0.036099849100000005,-0.10606712300000001
opex__paa_amp__2,0.11461020270000001,0.2201422381,-0.08314191180000001
opex__paa_amp__3,-0.1012798265,0.0965136587,-0.030255880500000002
opex__paa_kan__1,-0.4198573895,-0.119101409,-0.5907121801
opex__paa_kan__2,-0.3779746013,0.1240700847,-0.5373274114000001
opex__paa_kan__3,0.3530240128,-0.5155587688000001,-0.5783336185
opex__paa_nor__1,-0.7411867560000001,0.328507046,0.0407122211
opex__paa_nor__2,-0.1292666667,0.1762947142,-0.0296138498
opex__paa_nor__3,-1.0995819398,0.3503579766,0.0195569859
opex__paa_rif__1,-0.4312864886,-0.2999140281,-0.7292056332
opex__paa_rif__2,-0.21957592150000002,-0.1434798417,-0.696285915
opex__paa_rif__3,0.0809276666,-0.5482341095000001,-1.0564224947
opex__phenol_amp__1,-1.3713051066,0.2615455535,-0.0794728993
opex__phenol_amp__2,-1.0185051681,0.022816547000000003,-0.1805611668
opex__phenol_amp__3,-0.4234105487,0.14322027310000002,-0.1544384115
opex__phenol_kan__1,-1.641002565,-0.2223309275,-0.18919337260000002
opex__phenol_kan__2,-1.648103795,0.0749752857,-0.29911423600000003
opex__phenol_kan__3,-1.2384998892,0.1732170253,-0.163664422
opex__phenol_nor__1,-1.0650375293,0.346582485,-0.1706452057
opex__phenol_nor__2,-0.9016626924000001,0.1072366045,-0.0065019301
opex__phenol_nor__3,-0.9359567175,0.4683926286,-0.18035648640000002
opex__phenol_rif__1,-1.2124209538,-0.479230786,-1.1344697468
opex__phenol_rif__2,-0.8914723928,-0.0028479629,-0.9830774505000001
opex__phenol_rif__3,-1.2798109420000001,-0.1658786465,-1.1040875946
opex__pvpi_amp__1,0.2600313352,-0.0397418659,-0.0633550417
opex__pvpi_amp__2,0.0393776198,-0.1179446096,-0.0233358193
opex__pvpi_amp__3,-0.4682192814,-0.0527826593,-0.0186793965
opex__pvpi_kan__1,-0.088525667,-0.11058463780000001,-0.010088120800000001
opex__pvpi_kan__2,-0.32055841560000004,-0.1565136567,-0.0220803095
opex__pvpi_kan__3,-0.3415719014,-0.12906845890000002,-0.006971406
