,A,hns
ml_abx__ctrl__6,0.9869498118000001,-0.11921019120000001
ml_abx__dox__1,6.1896727311,1.3462439823
ml_abx__dox__2,5.8168741461,1.4363496791
ml_abx__dox__3,6.8544871567,1.3906367264
ml_abx__glob__1,-0.7562614480000001,0.26676411110000003
ml_abx__glob__2,-0.4405882782,0.3520012312
ml_abx__glob__3,1.8948285752,-0.06000392500000001
ml_abx__lvx__1,-2.7533024898000003,-1.3716862414
ml_abx__lvx__2,-2.3659035515999998,-1.7211597486999999
ml_abx__lvx__3,-0.6849817461000001,-1.9617499085
ml_abx__mec__1,-0.1087321811,0.0647512318
ml_abx__mec__2,0.3555693304,-0.1164687335
ml_abx__mec__3,1.1953467672,-0.34724641
ml_abx__mem__1,-0.7405443925,0.2488059406
ml_abx__mem__2,-0.34357581330000003,0.0466312105
ml_abx__mem__3,0.7526992984,0.1357740769
ml_abx__nit__1,-1.1143383921,-0.3809139164
ml_abx__nit__2,-1.072467961,-0.5051765923
ml_abx__nit__3,-0.562964894,-0.674693368
ml_abx__ntx__1,0.4383128396,0.8348681344000001
ml_abx__ntx__2,-1.499750422,1.1037344752
ml_abx__nor__1,-2.116031336,-1.207363483
ml_abx__nor__2,-0.6000598205000001,-1.5151307361000002
ml_abx__nor__3,0.16936549080000002,-1.7130533598
ml_abx__pb__1,-1.3064694314,0.41642859
ml_abx__pb__2,-1.8445795819000002,0.3494264998
ml_abx__pb__3,-0.3745109217,0.32045320580000003
ml_abx__tmp__1,-1.2335590439,-1.0004956312
ml_abx__tmp__2,-1.7346243276000002,-1.7011152137
ml_abx__tmp__3,-1.1393002219,-2.2031488604
mut_abx__del_mutS_000nor__1,-0.5671338999000001,0.1013993938
mut_abx__del_mutS_000nor__2,-0.0216139444,-0.266014951
mut_abx__del_mutS_000nor__3,0.5887478443,0.1646155572
mut_abx__del_mutS_125nor__1,-0.4831163678,0.2767690617
mut_abx__del_mutS_125nor__2,-0.9173623162000001,-0.1000432279
mut_abx__del_mutS_125nor__3,-1.1472589164,0.6909387041
mut_abx__del_mutS_250nor__1,-0.2456555054,0.7686993264
mut_abx__del_mutS_250nor__2,0.8079596806,0.5380381819
mut_abx__del_mutS_250nor__3,-1.63792025,0.9813643475
mut_abx__del_mutS_375nor__1,-0.3345422514,2.1109584197
mut_abx__del_mutS_375nor__2,0.49434422180000004,2.1610046985
mut_abx__del_mutS_375nor__3,0.7428513083,2.1462013166
mut_abx__del_mutS_500nor__1,1.2924124808,2.3738784194
mut_abx__del_mutS_500nor__2,1.0911969279,2.3699613188
mut_abx__del_mutS_500nor__3,1.6830729479,1.9595778815
mut_abx__del_mutS_625nor__1,3.5781994409999998,1.3488831565
mut_abx__del_mutS_625nor__2,1.6516915936,1.9419554764
mut_abx__del_mutS_625nor__3,0.2631134017,2.4379872793
mut_abx__del_mutS_750nor__1,-0.6134077815,2.1437692569
mut_abx__del_mutS_750nor__2,-0.464330426,1.9872393475
mut_abx__del_mutS_750nor__3,-0.6999992968000001,2.2146566462
mut_abx__del_mutS_875nor__1,1.3565236055,1.4769605456
mut_abx__del_mutS_875nor__2,-0.9615402302,1.7664765781
mut_abx__del_mutS_875nor__3,0.196469781,1.7201882944
nit_yeaG__wt_Nminus__1,0.9730936741,-0.7009045661000001
nit_yeaG__wt_Nminus__2,-0.9730936741,0.7009045661000001
nit_yeaG__wt_Nplus__1,4.7465453156,-3.0221398534
nit_yeaG__wt_Nplus__2,4.2833214122,-1.9042635591
nit_yeaG__del_yeaG_Nminus_24h__1,0.8391453631,-3.9630190892
nit_yeaG__del_yeaG_Nminus_24h__2,-0.9376021762000001,-2.3254115179
nit_yeaG__del_yeaG_Nminus_24h__3,0.473736839,-2.3423428582
nit_yeaG__del_yeaG_Nminus__1,0.2829049811,0.0256341933
nit_yeaG__del_yeaG_Nminus__2,-0.3844356083,0.7056489822
nit_yeaG__del_yeaG_Nplus__1,4.7417038251,-2.9477581484
nit_yeaG__del_yeaG_Nplus__2,4.5684719237,-2.0673730549
opex__amp__1,1.9158901972,-0.1478556902
opex__amp__2,1.0259326399,-0.1128225114
opex__amp__3,1.9453256553,-0.0962873055
opex__bak_amp__1,0.9211871507,-0.1486727284
opex__bak_amp__2,2.6461635767000002,0.2939699751
opex__bak_amp__3,2.1578739125,0.20094897690000002
opex__bak_kan__1,1.8977743722,0.4267302751
opex__bak_kan__2,1.0486742219,-0.2687797004
opex__bak_kan__3,2.9060934911,-0.2846133373
opex__bak_nor__1,1.2303455982,-0.0751891642
opex__bak_nor__2,0.0930644456,-0.17987942780000002
opex__bak_nor__3,2.2988000665,-0.2985357736
opex__bak_rif__1,-0.43312845240000003,-0.3168715196
opex__bak_rif__2,2.0687474038,0.0115505904
opex__bak_rif__3,1.5019822613,-1.0671593754
opex__chx_amp__1,0.6896803881,-0.44293644200000004
opex__chx_amp__2,1.8489994914,-0.263301383
opex__chx_amp__3,-1.2166139249,-0.5428328907000001
opex__chx_kan__1,1.8118618509000002,0.2321272806
opex__chx_kan__2,0.7853981699,0.0732147122
opex__chx_kan__3,0.5958176097,0.0568928407
opex__chx_nor__1,0.7560333837000001,-0.41207657550000004
opex__chx_nor__2,-0.28650271110000003,-0.40984253940000004
opex__chx_nor__3,1.7690570406,-0.42533135580000003
opex__chx_rif__1,1.4777186103,-0.20319754650000002
opex__chx_rif__2,0.6047510704,-0.0636788745
opex__chx_rif__3,0.8951347592000001,-0.2614043209
opex__ctrl__1,-0.34586661360000004,0.17703215860000002
opex__ctrl__2,-0.10561754100000001,-0.0399753759
opex__ctrl__3,0.4514841546,-0.13705678270000002
opex__etoh_amp__1,0.7227638022,-0.1127327288
opex__etoh_amp__2,1.2336424423,-0.17752035100000002
opex__etoh_amp__3,-0.4808020069,0.1829668894
opex__etoh_kan__1,0.4396869651,-0.1675777258
opex__etoh_kan__2,-1.9762605262,-0.372496469
opex__etoh_kan__3,-1.3626170338999999,-0.024207705200000002
opex__etoh_nor__1,0.3996707527,-0.0749209286
opex__etoh_nor__2,0.6202531491000001,-0.0498849727
opex__etoh_nor__3,1.0042609567,0.1216809932
opex__etoh_rif__1,-0.1644636885,-0.074803646
opex__etoh_rif__2,-0.5187890517,0.1467548545
opex__etoh_rif__3,1.8762019643,-0.4608842647
opex__glual_amp__1,1.7317926262,-0.2737001244
opex__glual_amp__2,2.3492298149,-0.40037234120000004
opex__glual_amp__3,1.9488795024,-0.5103614229
opex__glual_kan__1,1.8911999299,-0.2530793812
opex__glual_kan__2,2.1112319713,-0.6247162815
opex__glual_kan__3,1.6485725100000002,-0.06266424870000001
opex__glual_nor__1,2.2131472178,-1.070742021
opex__glual_nor__2,2.0151702608,-0.2320308552
opex__glual_nor__3,1.3379171917,-1.1379867404
opex__glual_rif__1,2.0880574824,-0.6803224302
opex__glual_rif__2,2.3830848469,-0.6242204463000001
opex__glual_rif__3,2.4851171206,-1.2354147287
opex__h2o2_amp__1,2.6767049672,-0.673266942
opex__h2o2_amp__2,1.5647276219,-0.25407564390000004
opex__h2o2_amp__3,2.6918803305,-0.1043415204
opex__h2o2_kan__1,1.4731641514,-0.0489783691
opex__h2o2_kan__2,2.9273747131,-0.2846315761
opex__h2o2_kan__3,3.6035227264,-0.3102844269
opex__h2o2_nor__1,1.8750718302,-1.3123408416
opex__h2o2_nor__2,2.9756779572000003,-0.6126305799
opex__h2o2_nor__3,3.1852112421,-0.6012533065
opex__h2o2_rif__1,3.2076981008,-0.9044553626
opex__h2o2_rif__2,3.4245370392,-1.0313086927
opex__h2o2_rif__3,2.6450650881,-1.0591037295
opex__ippoh_amp__1,-0.4026906572,0.24735540590000002
opex__ippoh_amp__2,0.0903343107,0.23403409900000002
opex__ippoh_amp__3,1.0794115726,0.1986199246
opex__ippoh_kan__1,-0.15711348800000002,0.3181546269
opex__ippoh_kan__2,1.5667368876,0.0801747591
opex__ippoh_kan__3,0.057471422700000004,0.3722988598
opex__ippoh_nor__1,-0.4132435077,0.1531078529
opex__ippoh_nor__2,-1.6932176916000001,0.1616919281
opex__ippoh_nor__3,2.9551218268,0.2330778296
opex__ippoh_rif__1,-1.37087091,-0.18665445020000002
opex__ippoh_rif__2,-1.30756837,-0.28238213830000003
opex__ippoh_rif__3,-0.9776375181,-0.1079892533
opex__kan__1,0.6980897730000001,0.2543907398
opex__kan__2,1.0606285967,-0.17114525700000002
opex__kan__3,0.3462863893,-0.3543453272
opex__nor__1,0.1080437372,-0.7699430129
opex__nor__2,1.2027345146,-0.5210136653
opex__nor__3,0.7618802336,-0.7385620809
opex__paa_amp__1,-0.0518056917,-0.7388787854000001
opex__paa_amp__2,1.2700800472,-0.1756176385
opex__paa_amp__3,0.4951156628,-0.000764846
opex__paa_kan__1,1.8115084336,-0.2228014049
opex__paa_kan__2,2.0039345691,-0.2690442373
opex__paa_kan__3,0.8646784891,-0.44786443130000003
opex__paa_nor__1,2.1980539059,0.3404735553
opex__paa_nor__2,-0.8272874397000001,0.2313211896
opex__paa_nor__3,1.2768300233,0.0649113479
opex__paa_rif__1,0.7869988155000001,-0.33904164940000003
opex__paa_rif__2,1.368749267,-0.7772768061
opex__paa_rif__3,1.0707351411,-1.4940509868
opex__phenol_amp__1,-1.7418618611999999,0.21392975
opex__phenol_amp__2,1.9211250317,0.1967282254
opex__phenol_amp__3,2.1340660503,0.3821688183
opex__phenol_kan__1,1.4426234897999999,0.23676730710000002
opex__phenol_kan__2,-0.969901348,0.0119384177
opex__phenol_kan__3,2.1977828522,0.2312758952
opex__phenol_nor__1,0.15823926600000002,0.1665159571
opex__phenol_nor__2,2.0706592249,0.1436560422
opex__phenol_nor__3,2.0288926383,-0.1636048478
opex__phenol_rif__1,2.3040505227,-0.090299977
opex__phenol_rif__2,0.581048036,-0.25948931140000003
opex__phenol_rif__3,1.759090735,-0.29685744210000004
opex__pvpi_amp__1,-2.1716140938,0.1596778114
opex__pvpi_amp__2,-0.5251625775000001,0.14756591200000002
opex__pvpi_amp__3,0.8744344531,0.3052054737
opex__pvpi_kan__1,1.9359450274,0.1570420959
opex__pvpi_kan__2,-1.3014556629,0.1075722155
opex__pvpi_kan__3,0.1310007749,0.2105058765
opex__pvpi_nor__1,0.5775391527,-0.46911920690000003
opex__pvpi_nor__2,-0.6421233504,-0.4125358994
opex__pvpi_nor__3,0.1148314983,-0.3041953099
opex__pvpi_rif__1,2.4920259146,-0.450821556
opex__pvpi_rif__2,1.4220636869,-0.4804978401
opex__pvpi_rif__3,2.7117704883,-0.4736858554
opex__rif__1,2.6870187521,-0.9601267897
opex__rif__2,1.4637779312,-0.9322962134
opex__rif__3,2.3302344658,-1.1139241966
opex__naocl_amp__1,1.5573390047,-0.043924467700000004
opex__naocl_amp__2,-0.16106897920000002,-0.496762352
opex__naocl_amp__3,0.3741921016,-0.4486518377
opex__naocl_kan__1,0.8432726494,-0.2103033625
opex__naocl_kan__2,0.7149160955,-0.2100923609
opex__naocl_kan__3,-0.5094540712,-0.5943970872000001
opex__naocl_nor__1,1.1947477576,-0.6255079347
opex__naocl_nor__2,-0.669870331,-0.5129167171
opex__naocl_nor__3,0.6192439259,-0.7829523933
opex__naocl_rif__1,1.8952011576,-1.0846355863000001
opex__naocl_rif__2,1.4879634888,-1.216796596
opex__naocl_rif__3,0.9509911727,-0.7026710546
phage_lysogen__wt_ctrl__1,0.4306939296,-0.053501603700000004
phage_lysogen__wt_ctrl__2,0.45180076700000005,0.0596249852
phage_lysogen__wt_ctrl__3,-0.8824946966,-0.0061233814
phage_lysogen__O104_H4__1,0.8211557404000001,0.5722430190000001
phage_lysogen__O104_H4__2,-0.23171802630000002,0.20027159220000001
phage_lysogen__O104_H4__3,-1.1989537806000001,0.22803644320000002
phage_lysogen__O157_H7_PA8__1,0.5666701008,0.41681538160000003
phage_lysogen__O157_H7_PA8__2,-1.0895852639,0.49456849410000003
phage_lysogen__O157_H7_PA8__3,-1.3939077369000001,0.5766055833
phage_resist__ygbE_oe__1,2.7909416803,1.7027171876
phage_resist__wt__1,2.7963476565,1.299600531
phage_resist__wt__2,-0.19328958670000002,-0.4200470764
phage_resist__wt__3,-1.3183485628,-0.41874919990000004
phage_resist__wt__4,-1.2847095069,-0.4608042546
phage_resist__ygbE_oe__2,2.1356810053,-0.6612409545
phage_resist__ygbE_oe__3,1.9370303171,-0.629823428
phage_resist__ygbE_oe__4,1.2852119308,-0.5918191418000001
phage_resist__yahA_oe__1,-0.3032915218,-0.1967761666
phage_resist__yahA_oe__2,-0.41257887520000003,-0.2460703762
phage_resist__yahA_oe__3,-0.3968794104,-0.2130162808
phage_resist__yrfF_ko__1,-0.7163054208,-0.31210445800000003
phage_resist__yrfF_ko__2,-0.8747524091000001,-0.22566028770000002
phage_resist__yrfF_ko__3,-1.2200024229,-0.3897800295
pollution__wt_ctrl__1,0.4249882826,-0.1882099764
pollution__wt_ctrl__2,-0.1980548513,0.10253841450000001
pollution__wt_ctrl__3,-0.22693343130000002,0.0856715619
pollution__wt_urban__1,3.2020360005,-0.0223748597
pollution__wt_urban__2,1.6227696548,-0.2374573526
pollution__wt_urban__3,0.6872912733000001,-0.0910397033
pollution__wt_diesel__1,1.0221433308,0.0083602461
pollution__wt_diesel__2,0.1512010966,-0.0734285838
pollution__wt_diesel__3,0.6276254616,0.025717815800000002
pollution__evo_diesel__1,-0.5148976418,-0.5553972686
pollution__evo_diesel__2,-2.1791994249,-0.2051217241
pollution__evo_diesel__3,-1.114533327,-0.5671369567
ppGpp__wt_relAtrunc_00m__1,-1.0903330724,0.2635345711
ppGpp__wt_relAtrunc_00m__2,-0.5901635681,-0.1548439368
ppGpp__mut_delrelA_10m__1,-5.361780178,0.6035908065000001
ppGpp__mut_delrelA_05m__1,-4.6990057984,0.3849516318
ppGpp__mut_delrelA_10m__2,-6.0263418903,0.7377830038000001
ppGpp__mut_delrelA_10m__3,-5.6211266513,0.816548512
ppGpp__mut_delrelA_00m__1,-4.02565779,0.423904043
ppGpp__mut_delrelA_00m__2,-5.1543635158,0.0915417102
ppGpp__mut_delrelA_05m__2,-5.2181240943,0.2905690998
ppGpp__mut_delrelA_05m__3,-5.2235112327,0.32116900400000004
ppGpp__mut_delrelA_00m__3,-4.684021867,0.23219207050000001
ppGpp__wt_delrelA_10m__1,-5.7172962942000005,0.8384159612000001
ppGpp__wt_delrelA_05m__1,-3.0670633586,0.4645707851
ppGpp__wt_delrelA_05m__2,-2.8925533385,0.5425807868
ppGpp__wt_delrelA_10m__2,-4.9907110738,0.7128758461
ppGpp__wt_delrelA_10m__3,-4.4966364399,0.8226589566
ppGpp__wt_delrelA_00m__1,-0.2447016242,0.009803290400000001
ppGpp__wt_delrelA_00m__2,0.2713729917,-0.0702603026
ppGpp__wt_delrelA_05m__3,-2.7497821023,0.4425660292
ppGpp__wt_delrelA_00m__3,-0.026671367600000002,0.0604570122
ppGpp__mut_relAtrunc_10m__1,-4.2018705266,0.2831777612
ppGpp__mut_relAtrunc_05m__1,-3.7641395786,0.3946825948
ppGpp__mut_relAtrunc_05m__2,-3.6986213484,0.3312950845
ppGpp__wt_relAtrunc_10m__1,-0.0020623543000000003,-0.1588747517
ppGpp__wt_relAtrunc_10m__2,-0.39687619290000004,-0.0592506485
ppGpp__wt_relAtrunc_10m__3,-0.0022184749,-0.0673111416
ppGpp__mut_relAtrunc_00m__1,-4.0108548951,0.6997843721
ppGpp__wt_relAtrunc_00m__3,0.040989476000000004,0.0631073462
ppGpp__wt_relAtrunc_05m__1,-0.4010280363,-0.2650247325
ppGpp__wt_relAtrunc_05m__2,-0.24268181730000002,-0.2070048464
ppGpp__wt_relAtrunc_05m__3,-0.011124679200000001,-0.157183272
ppGpp__mut_relAtrunc_00m__2,-3.9485014598,0.19358434500000002
ppGpp__mut_relAtrunc_00m__3,-4.3662600066,0.3090534747
ppGpp__mut_relAtrunc_10m__2,-3.6255138909999998,0.3108777017
ppGpp__mut_relAtrunc_05m__3,-3.9293251143,0.32883247260000004
ppGpp__mut_relAtrunc_10m__3,-2.9154688987,0.3671767443
pressure__high_pressure__1,-0.4351550926,0.1648380756
pressure__high_pressure__2,0.4879398681,0.1402894271
pressure__low_pressure__1,0.030870614900000003,-0.062029682700000005
pressure__low_pressure__2,-0.030870614900000003,0.062029682700000005
quantum_dots__ctrl__1,0.4613477299,-0.0676897412
quantum_dots__ctrl__2,-0.4613477299,0.0676897412
quantum_dots__cdte_light__1,-0.8565871116,0.0058610623
quantum_dots__cdte_light__2,-1.6543517036000002,0.10185994030000001
quantum_dots__cdte_dark__1,0.1530517317,0.0295967144
quantum_dots__cdte_dark__2,0.2558857317,-0.22990848930000002
quantum_dots__cdse_light__1,0.15043734020000002,-0.2795002008
quantum_dots__cdse_light__2,-0.757852745,-0.04626316
quantum_dots__cdse_dark__1,-0.0011060918,0.0266440145
quantum_dots__cdse_dark__2,-0.0155334489,0.0795420342
raman__wt__1,-0.8044678008,-0.42802618010000004
raman__del_cyaA__1,-3.8241044549,-0.0343872183
raman__del_cyaA_01mM__1,-3.7293868273,-0.20062464430000002
raman__del_cyaA_05mM__1,-1.1341868788,-0.4582682507
raman__del_cyaA_1mM__1,-1.2729177876,-0.45239976120000003
raman__wt__2,-0.0274745474,0.1907532861
raman__del_cyaA__2,-4.9179958679,-0.5248271375
raman__del_cyaA_01mM__2,-2.5279886968,-0.1356746194
raman__del_cyaA_05mM__2,-2.52520632,0.1504471132
raman__del_cyaA_1mM__2,-1.2290780083,-0.7797064414
raman__wt__3,0.8319423482,0.237272894
raman__del_cyaA__3,-4.4534693556,-0.1341999708
raman__del_cyaA_01mM__3,-2.3182869556,-0.7023510171
raman__del_cyaA_05mM__3,-1.8442412377,-0.39571037410000004
raman__del_cyaA_1mM__3,-0.40261518420000003,-0.5805126694
rand_barrel__mut_nanE__1,-0.08335329620000001,-0.40779694920000004
rand_barrel__mut_nanE__2,0.7380686120000001,-0.3172827126
rand_barrel__mut_nanE__3,1.9376372430000002,-0.482759337
rand_barrel__mut_pdxJ_1__1,-2.1898404892,-0.1308288671
rand_barrel__mut_pdxJ_1__2,-0.2522225328,-0.062079645700000005
rand_barrel__mut_pdxJ_1__3,0.3209262734,-0.262429648
rand_barrel__mut_pdxJ_2__1,-0.91261793,-0.1462215287
rand_barrel__mut_pdxJ_2__2,1.8061881193,-0.3628844094
rand_barrel__mut_pdxJ_3__1,-1.2636114171,-0.31585670200000004
rand_barrel__mut_pdxJ_3__2,-4.3920193612,-0.35843063140000003
rand_barrel__del_serB__1,1.0824813483,0.0548440076
rand_barrel__del_serB__2,-1.0824813483,-0.0548440076
rockhopper__CV104_pHDB3__1,0.43406153900000005,-0.45122262420000003
rockhopper__CV104_pHDB3__2,0.340174331,-0.3962425048
rockhopper__CV104_pHDB3__3,-0.2475635039,-0.2844623287
rockhopper__CV104_pLCV1__1,0.3782388856,-0.2394462218
rockhopper__CV104_pLCV1__2,-0.0998493377,-0.3183102276
rockhopper__CV104_pLCV1__3,-0.206582913,-0.2716318091
rockhopper__wt_lb__1,-0.1805410658,-0.3573323518
rockhopper__wt_lb__2,-0.29523442240000003,0.45196967870000004
rockhopper__wt_lb__3,0.5891431418,-0.49643729890000005
rockhopper__wt_lb_aMG__1,-1.6628223712999999,-0.8969223690000001
rockhopper__wt_lb_aMG__2,-0.45659001260000004,-0.32686962410000003
rockhopper__wt_lb_aMG__3,-0.5975929028,-0.1374703876
rockhopper__del_sgrR_lb_aMG__1,-0.3353728945,-0.0593696183
rockhopper__del_sgrR_lb_aMG__2,-1.0854688468,0.3187820064
rockhopper__del_sgrR_lb_aMG__3,-0.1751954048,0.1053390444
rockhopper__del_sgrS_glyc_aMG__1,-2.4618490771,-0.036328431
rockhopper__del_sgrS_glyc_aMG__2,-4.8910116903,-0.7600880188
rockhopper__del_sgrS_glyc_aMG__3,-3.8024040171999998,-0.7416072773
rockhopper__del_sgrS_glyc__1,-0.0712860085,-0.8119838173
rockhopper__del_sgrS_glyc__2,0.0054014999000000005,-0.4293165474
rockhopper__del_sgrS_glyc__3,-1.1217491155000001,-0.6400487442
rockhopper__wt_lb_aMG__4,-0.6973391412000001,-0.5511475438
rockhopper__wt_lb_aMG__5,0.3033906267,0.1305372532
rockhopper__wt_lb_aMG__6,0.2210611462,-0.0708009819
rockhopper__wt_glyc_aMG__1,-2.3864548242,0.0868151647
rockhopper__wt_glyc_aMG__2,-1.3031389747,-0.6062677298
rockhopper__wt_glyc_aMG__3,-3.7450010582,-0.4630841336
rockhopper__wt_glyc__1,0.032588388,-0.4772531835
rockhopper__wt_glyc__2,-0.1629061775,-0.3208510263
rockhopper__wt_glyc__3,-1.4473591223,-0.32777419820000003
rockhopper__CV108_glyc_aMG__1,-3.2478088116,0.3450575598
rockhopper__CV108_glyc_aMG__2,-0.39950319170000004,1.1255687247
rockhopper__CV108_glyc_aMG__3,-1.9716370652,0.1505269974
rockhopper__wt_glyc__4,-0.6368786733,0.3081815196
rockhopper__wt_glyc__5,-2.87598411,0.3096972465
rockhopper__wt_glyc__6,1.0985768684,-0.1387309298
rockhopper__wt_glyc_aMG__4,0.36574947960000004,0.8309208452
rockhopper__wt_glyc_aMG__5,-1.120864224,0.4388132436
rockhopper__wt_glyc_aMG__6,-1.9242965963,0.6069069864000001
rockhopper__wt_glyc__7,0.6792841163000001,0.1154797952
rockhopper__wt_glyc__8,-0.0854145461,0.6197264819
rockhopper__wt_glyc__9,0.6174280656000001,0.0224041261
rockhopper__wt_glyc__10,1.0343326833,-0.3619226571
rockhopper__wt_glyc__11,0.955089551,-0.0193238632
rockhopper__wt_glyc__12,0.7912429567,0.2703666889
rpoD__wt__1,0.2603080394,0.13892209490000001
rpoD__wt__2,0.41488839710000003,-0.07312157400000001
rpoD__rpoD_mut__1,4.7234124162,0.38851991480000003
rpoD__rpoD_mut__2,4.6968257083000005,0.0325764582
rpoD__rpoD_mut__3,4.0049784663,0.3422397721
rpoD__wt__3,-0.6751964365,-0.065800521
rpoN_peptide__ctrl__1,-0.7844207718,-0.0053124697
rpoN_peptide__ctrl__2,-0.9487263377,0.028797802
rpoN_peptide__ctrl__3,1.7331471095,-0.0234853323
rpoN_peptide__nminus__1,-0.6342419184,0.14255002790000001
rpoN_peptide__nminus__2,-0.6784528081,0.1221430161
rpoN_peptide__nminus__3,1.8858571043999999,0.10979490900000001
rpoN_peptide__nplus__1,1.4783644139,-1.4871100003
rpoN_peptide__nplus__2,1.859755007,-1.4775579865
rpoN_peptide__nplus__3,1.8583380306000001,-1.4455735082
rpoN_peptide__s54_wt__1,-1.6870076396,-0.14544280810000002
rpoN_peptide__s54_wt__2,-1.3769134299,-0.16939689230000002
rpoN_peptide__s54_wt__3,-1.8466913099000002,-0.1871961499
rsd__wt_ee__1,-0.2367147543,0.07027853490000001
rsd__wt_ee__2,0.2367147543,-0.07027853490000001
rsd__del_rsd_ee__1,0.4154084391,-0.1453422906
rsd__del_rsd_ee__2,0.6358925761,-0.12647977430000001
rsd__del_ssrS_ee__1,0.2918496728,-0.0893242254
rsd__del_ssrS_ee__2,0.9539942012,-0.27368137200000003
rsd__del_rsd_ssrS_ee__1,-0.3036731097,0.08678077640000001
rsd__del_rsd_ssrS_ee__2,-0.3945744766,-0.026758811100000002
rsd__del_rpoS_ee__1,1.4510992189,0.1058890106
rsd__del_rpoS_ee__2,0.9146056739,0.20110737720000002
rsd__wt_me__1,-2.6949867319000003,0.5409285601
rsd__wt_me__2,-2.4531003111,0.4929110461
rsd__del_rpoS_me__1,-2.1185520658,0.6278545101
rsd__del_rpoS_me__2,-1.4854080798,0.5512824241000001
rsd__wt_ts__1,-4.6183419456,-1.4479606266
rsd__wt_ts__2,-5.5195063236,-1.0423136641
rsd__del_rsd_ssrS_ts__1,-4.0763268805,-2.0663101786
rsd__del_rsd_ssrS_ts__2,-4.2988403188,-2.3483548617
rsd__del_rpoS_ts__1,-4.6992193528,-0.9730563008
rsd__del_rpoS_ts__2,-4.6494248859,-0.8899336287
rsd__wt_s__1,-4.3316673012999996,-1.9556027041
rsd__wt_s__2,-4.5846607645,-1.749997192
rsd__del_rsd_s__1,-4.2351413109,-1.7818644482
rsd__del_rsd_s__2,-4.0338346443,-1.8167012545
rsd__del_rsd_ssrS_s__1,-4.5880028483,-1.3375658638
rsd__del_rsd_ssrS_s__2,-3.8043004149,-1.4039098901
rsd__del_rsd_ls__1,-1.8738403187000001,-2.6071562452
rsd__del_rsd_ls__2,-0.5213413878000001,-2.4446022325
rsd__del_ssrS_ls__1,-2.5855564194,-2.1474167601
rsd__del_ssrS_ls__2,-2.0090711408,-2.6021409077
rsd__del_rsd_ssrS_ls__1,-3.3125617362,-3.4270032214
rsd__del_rsd_ssrS_ls__2,-3.8238208249000003,-3.59009401
rsd__del_rpoS_ls__1,-3.8036956254,-2.8761462953
rsd__del_rpoS_ls__2,-2.7315475507,-3.2438854281
sdsR_ryeA__wt_3h__1,-0.1600601055,-0.0070068959
sdsR_ryeA__wt_8h__1,-3.4851036773,-1.0781242135
sdsR_ryeA__wt_3h__2,0.1600601055,0.0070068959
sdsR_ryeA__wt_8h__2,-3.5144250120000002,-0.9928342351
starve_series__t00_growth1__1,-0.25277912410000003,0.130073174
starve_series__t00_growth1__2,-0.3897442296,0.0852285381
starve_series__t00_growth1__3,-0.0199574922,0.0747835199
starve_series__t00_growth1__4,0.6624808459,-0.290085232
starve_series__t01_starve__1,-8.5456856708,0.7776001299
starve_series__t01_starve__2,-9.5346082442,0.9418395263
starve_series__t02_starve__1,-9.3099064867,0.44048090910000004
starve_series__t02_starve__2,-8.8720499559,0.3779006475
starve_series__t03_starve__1,-10.2028279776,1.1389956479
starve_series__t03_starve__2,-10.3100091337,1.0955846249
starve_series__t04_starve__1,-10.0064170936,1.6448823004
starve_series__t04_starve__2,-9.8082910941,1.3083669074
starve_series__t05_starve__1,-9.9075007119,1.7327014796
starve_series__t05_starve__2,-10.1258512054,1.8361951859
starve_series__t06_starve__1,-11.3366134993,1.7567934072
starve_series__t06_starve__2,-10.8993903286,1.6045178371
starve_series__t07_starve__1,-10.1383125273,1.7628204375
starve_series__t07_starve__2,-10.199663521,1.6306403561
starve_series__t08_starve__1,-10.2497924354,1.6158267568
starve_series__t08_starve__2,-10.8846153163,1.5574189461999999
starve_series__t09_starve__1,-9.9604927172,1.4331370767
starve_series__t09_starve__2,-11.0471786889,1.440895853
starve_series__t10_starve__1,-10.6056574353,1.5755270809000002
starve_series__t10_starve__2,-10.4611431877,1.6559864905000001
starve_series__t11_starve__1,-11.2360699694,1.4248864183
starve_series__t11_starve__2,-10.4948135646,1.4023298434
starve_series__t12_starve__1,-9.5153244645,1.3256542033
starve_series__t12_starve__2,-9.590822878200001,1.1130776482
starve_series__t14_starve__1,-10.3270964523,1.0070330136
starve_series__t14_starve__2,-9.7870029847,1.0630847958
starve_series__t16_starve__1,-9.2949275472,0.5722296952
starve_series__t16_starve__2,-10.3408111219,0.4679238672
starve_series__t17_starve__1,-9.4625120982,0.2773420558
starve_series__t17_starve__2,-10.4579258704,0.0029690104
starve_series__t18_starve__1,-10.1126843187,0.26314228170000004
starve_series__t18_starve__2,-9.1278448995,0.1436205173
starve_series__t20_starve__1,-2.4665967936,-0.545937537
starve_series__t20_starve__2,-3.1886352928,-0.6156009876
starve_series__t21_growth2__1,-4.7721200337,-1.2884045693
starve_series__t21_growth2__2,-4.3954651412,-1.6869122060000001
starve_series__t22_growth2__1,-5.022660921,-1.0959874413
starve_series__t22_growth2__2,-4.9615506377,-1.5743677175
starve_series__t23_growth2__1,-3.1176802866,-1.4499725975
starve_series__t23_growth2__2,-3.5377474832,-1.3618375571
starve_series__t25_growth2__1,-4.8609106191,-1.7155682195000002
starve_series__t25_growth2__2,-4.9123445367,-1.961571635
starve_series__t26_growth2__1,-4.8091668245,-1.2218388387
