,A,PrpR,Cra,Crp,RpoN
SRX8708338,-0.5853157332000001,0.029091509,0.2953870599,-0.14160878940000002,0.035980982
SRX8708339,-0.6271873937,0.110892453,0.5452071722,0.148584254,0.026138008400000003
SRX8708340,-0.4791001875,-0.1690781234,0.31160570930000003,0.18241322270000002,-0.0135982142
SRX8708365,-1.5970363206,1.3942393872,0.1301580218,0.9307925237,0.43979642480000003
SRX8708366,-1.5361716951000002,1.4133572057000001,0.0528553927,0.9367801035000001,0.43952099450000004
SRX8708368,-1.4792891926,1.2707047627999999,0.0871446503,0.9764142145,0.4562739089
SRX8708369,-1.183836689,0.1572328359,0.9807337260000001,0.7325937801,0.1861763673
SRX8708370,-1.1092685485,0.7677674528,1.3282708135,0.8605437876,0.40567538470000003
SRX8708371,-0.641550684,-0.0112763525,0.688691999,0.6737314587000001,0.1728360484
SRX4166001,-0.154429005,0.0306736263,0.1796494563,-0.0504309921,0.0186700901
SRX4166002,-0.0416309422,-0.17730723580000002,0.037576712000000005,0.15996817200000002,-0.026457978
SRX4166003,0.1960599472,0.1466336095,-0.2172261683,-0.1095371799,0.0077878879
SRX4166004,0.2902835077,0.1574996169,-0.8388263528000001,-0.8779140316,0.1000772972
SRX4166005,-0.021456949200000002,-0.0715296037,-0.6128652595,-0.5371211839,0.2272173763
SRX4166006,-0.1154590523,0.1288647137,-0.7317795944000001,-0.5047912804,0.0186607107
SRX4166007,0.0040371816,1.0658847233,-0.8485566041,-0.49115894060000004,-0.16397664920000002
SRX4166008,-0.4510966341,0.5929363630000001,-0.3351232154,-0.1463925879,-0.0818088515
SRX4166009,-0.0469975292,-0.0062610368000000005,-0.3418438125,-0.2696574214,-0.23920815480000002
SRX4166010,0.43832798310000004,0.1745785323,-1.0908188988,-0.422017325,-0.12765023150000002
SRX4166011,0.2277162618,2.5178941098000003,0.3207930571,0.0331465663,-0.042669784700000005
SRX4166012,0.2465453062,2.7916876035,-0.1398424733,-0.27523787650000003,-0.2116397693
SRX5000481,0.3590508544,0.0171122722,-0.2592567159,-0.011476057900000001,0.1421779399
SRX5000482,0.35787484810000003,0.1162905738,0.11566217940000001,-0.1060102587,0.0231040225
SRX5000483,-0.45491599790000004,0.6625716799,-0.5626612781,0.1512831843,0.3685423819
SRX5000484,-0.2781264138,0.5232916153,-0.8290559164,-0.1375585523,0.2093361313
SRX5000485,-0.050076120200000004,-0.0298614665,-1.04370329,0.2109785549,0.31002720300000003
SRX5000486,-0.6748322049000001,0.29801877120000003,-0.6798733629,0.2609776572,0.21135853070000002
SRX5000487,-0.5212730555,0.1348933309,-0.6281157941000001,-0.1923561796,0.1504054015
SRX5000488,-0.2041193081,-0.07348056310000001,-0.8460730274,-0.34262451,0.29685191310000003
SRX5000489,-0.2605233772,0.1229552389,-0.6824705723000001,-0.1664668386,0.21970407860000002
SRX5000490,-0.0022626684,-0.29844796160000003,-0.6906080928,-0.16714632440000002,0.23234581640000002
SRX5000491,-0.7044667292,0.1183048195,-0.49089214010000004,-0.37078453650000004,0.2388865048
SRX5000492,-0.2740410482,1.3899537129000001,0.3307851563,1.475368666,0.9779298992000001
SRX5000493,0.5227268297000001,0.3390383987,0.5169309910000001,1.1376902668,0.7329910784
SRX5000494,0.6222265016,0.5274124567,0.5740156375000001,1.1347282112000001,0.7106926615
SRX5000495,-0.45616061890000004,1.1373126441,0.5002906692,1.4212904351,1.0221013278
SRX5000496,-0.014018919900000001,1.3432742992,0.5231524178,1.467315173,1.0354200718
SRX5000497,-0.212790731,0.2804320252,0.0746621029,-0.0192756679,0.0056550354
SRX5000498,0.1862124255,-0.0948510365,0.027528908100000003,0.0212278545,-0.0366215577
SRX5000499,0.5907675898,0.8132542075,0.6399352797,1.1315243246,0.7401836005
SRX5000500,0.0265783055,-0.1855809886,-0.10219101100000001,-0.0019521866,0.0309665223
SRX5000501,-0.16144601960000002,0.13548795190000001,-0.6730849749000001,-0.4916651179,0.0201608474
SRX5000502,-0.373513763,-0.1998888513,-0.9503321387,-0.34854891390000003,-0.0990623285
SRX5000503,-0.4101980268,0.0216640128,-0.5423239007,-0.43585225920000004,-0.0159438682
SRX5000504,0.46463647680000003,-0.0380786517,-0.1677205514,-0.1372784369,-0.0845836091
SRX5000505,0.28749646030000003,-0.02708275,-0.0781768803,-0.1642322029,-0.1271983207
SRX5000506,0.1594484139,0.1403872467,-0.17960757430000002,-0.1681617912,-0.1509171923
SRX5000507,-0.3373317145,0.190645638,-0.5238685244,-0.0774965284,0.010462676
SRX5000508,0.10471749970000001,-0.033223825400000004,-0.1186264588,0.0630814665,-0.0457804432
SRX5000509,-0.0546466602,-0.0275264446,-0.1812743909,-0.2810515373,-0.036417566400000004
SRX5000510,-0.0064952568,-0.09139098350000001,-0.28958270680000003,-0.28533503050000003,-0.0024655355
SRX5000511,0.2457332882,0.06381799860000001,-0.2866106493,-0.1949960566,-0.17237837550000001
SRX5000512,-0.1859978724,0.09216358670000001,-0.7907420812,-0.4457334711,0.3454423003
SRX5000513,-0.34124188110000003,0.0910563466,-0.9532888001000001,-0.3135830297,0.1661023492
SRX5000514,-0.6523864256,0.1516948071,-0.9336476402,-0.4912625674,0.0069233189
SRX5000515,-0.43544233520000003,0.2682281964,-0.6053601299,-0.402798119,0.0078759402
SRX5000516,-0.10998495550000001,-0.134299477,-0.6795355113,-0.49061737310000003,-0.0371029941
SRX4124772,-0.036773127100000004,-0.0731167429,-0.9341963907,-0.49159209540000004,-0.4889311209
SRX4124773,-0.3805103012,-0.5098046433,-0.6946366380000001,-0.2902563631,-0.3461274985
SRX4124774,0.5210690698,0.0080844627,0.0494950635,0.0011446948,0.0295405662
SRX4124775,-0.5210690698,-0.0080844627,-0.0494950635,-0.0011446948,-0.0295405662
SRX5323946,-0.0388831133,0.16238267080000002,0.0087537226,-0.1947450853,-0.11171068790000001
SRX5323947,0.0388831133,-0.16238267080000002,-0.0087537226,0.1947450853,0.11171068790000001
SRX5323948,-0.4204187558,0.6047227761,0.1293266786,0.25533424920000003,0.10587440520000001
SRX5323949,0.2384260468,0.1291909259,0.32173221420000003,0.3336771074,0.3526639172
SRX5323950,-0.3163610509,0.09389893710000001,0.0700890705,-0.19234211680000002,0.0891209219
SRX5323951,-0.2223206986,0.36618187820000003,-0.0141261187,-0.21453890080000002,0.0793209252
SRX5323952,-0.0254440747,-0.3217246586,0.1163143549,-0.1725798192,0.0505224396
SRX5323953,-0.11251905620000001,-0.4076426468,0.22271107610000002,0.0807140303,0.2609849798
SRX5323954,-0.3746366962,0.10732923970000001,0.3375797343,-0.0703709117,0.2690268468
SRX5323955,-0.7078776665000001,-0.36889448810000003,0.3637408091,-0.0216465485,0.2883648219
DRX093856,-0.018773101,0.159252434,-0.5266876943000001,0.0794100169,-0.14451331480000001
DRX093857,0.4956127347,2.3401990285,-1.5315670996000001,-0.6136421402000001,0.5829581314
DRX093858,0.8481810111,2.5114404202,-1.5619938064999999,-0.5901419459,0.7507589913
DRX093859,-1.0021045423,1.0047429909,-1.2940209444,-0.20304986730000002,0.6338411391000001
DRX093860,-0.8399341793,-0.7880058404,-1.2979340718999999,0.09984774490000001,0.1012491726
DRX093861,-0.17629939,0.0995772542,-0.0359285861,-0.0386433461,0.0210343274
DRX093862,1.0171363119,2.6824205136,-1.6050447804,-0.7873801161,0.8027361321
DRX093863,0.4120622908,2.3686568797,-1.6620741616,-0.5712728994,0.7326511170000001
DRX093864,0.1814219386,1.3530666946,-1.4719150837,-0.0286686132,0.45745643490000004
DRX093865,-0.6911270471000001,-0.8812244643,-1.5834409815,-0.23342197620000002,-0.1492108814
DRX093866,0.19507249100000001,-0.2588296882,0.5626162805,-0.0407666707,0.1234789874
DRX093867,0.9337881996,2.6730996248,-1.6845916618999999,-0.7308913606,0.8153860677
DRX093868,0.30181358610000003,2.3062593992,-1.4925735912,-0.7037627470000001,0.8763282136
DRX093869,-0.49791958350000004,1.48352077,-1.4198829016,-0.2362122698,0.3383038715
DRX093870,-1.269781287,-0.2789953666,-1.7140940942,-0.0164546772,-0.3248396114
SRX6366242,-0.0747907752,1.0206628998,0.31956510320000003,0.0328965424,0.2608885671
SRX6366243,-0.5276687232,0.0665662829,0.2129158669,0.1360103685,0.037284704
SRX6366244,-3.2869351683,-2.6114627766,0.4732526932,0.5049328406,0.7574380166
SRX6366245,1.2248720261,0.6993666893,0.4999213127,0.1529755428,0.1340741125
SRX6366246,2.638537765,0.13105124,0.15938206030000002,-0.015406163700000001,0.0846833166
SRX6366247,1.4178804209,-2.7647934742,-0.08388415910000001,0.37994444860000004,0.6506468641
SRX6366248,1.8420310224,0.1514067791,0.11266717200000001,0.22590315390000001,0.1590394486
SRX6366249,0.9058302741,-0.1636661553,0.2530273783,0.23212511460000002,0.2606291857
SRX6366250,0.9321569901000001,0.44587586630000003,0.3123582814,0.2831675712,0.052808795000000006
SRX6366251,0.7612673240000001,0.4214611713,0.42942117620000003,0.20362184190000002,0.0054158345
SRX6366252,-0.5769636459,-0.240483519,-0.0378642888,-0.011167604900000001,-0.11346479940000001
SRX6366253,0.5769636459,0.240483519,0.0378642888,0.011167604900000001,0.11346479940000001
SRX254739,-6.1623830906,-4.6631413048,-0.1418916872,-0.8924017296000001,-0.3370845417
SRX254740,-6.3877149715,-4.6631413048,-0.5814895618,-0.8649010421000001,-0.4163181777
SRX254741,-6.1585692342,-4.6631413048,-0.6866577875000001,-0.7001267639000001,-0.2960953123
SRX254742,-6.1849594957,-4.6631413048,-0.46814463780000004,-0.9119051060000001,-0.441816786
SRX254743,-6.3401612379,-4.6631413048,-0.5774250165,-0.8563503673,-0.38243818890000003
SRX254744,-6.2495866931,-4.6631413048,-0.5303597989000001,-0.6222702813000001,-0.2122287609
SRX254745,-5.4654132657,-4.3384524676,-0.7153592160000001,-1.0877370598,-0.46056945530000004
SRX254746,-5.6076108631,-4.1832807597,-0.45460847060000004,-1.7369671045000001,-0.2002519023
SRX254747,-6.0322401282,-3.6694714227,-0.982527122,-1.3358746678,-0.6068786716
SRX254748,-6.1744807679000004,-3.5605645599,-0.5032491356000001,-0.48690911950000004,0.2052890535
SRX254749,-5.6328790132,-3.8768211874,-0.5584765924,-0.9667081537000001,0.09581908930000001
SRX254750,-4.9655907697,-4.2000995019,-0.7783691722,-1.2851862633,-0.0617932567
SRX254751,-6.433655934,-2.7065251975,-0.0680925574,-0.385574128,0.5721951426
SRX254752,-6.3270066202,-3.0833451511,0.2675147683,-0.24326731070000002,0.7016635309
SRX254753,-6.0831673159,-3.643396214,-0.1486261372,-0.2979551923,0.4294089581
SRX254754,-6.3867830758,-3.6703542442,0.0783431845,0.6722892721,0.9029021683
SRX254755,-6.4391375053,-3.9068652792,0.1764661836,1.1260265914,0.8219234442000001
SRX254756,-5.8804115268,-4.6631413048,0.0283385667,1.0397299023,0.719545192
SRX254757,-4.9139255409,-4.1750015693,-0.9848549179,-0.3628059501,-0.2866902405
SRX254758,-4.3106584922,-4.1303875718,-0.5984024623,-0.4528756111,-0.4654027885
SRX254759,-6.2350071117,-3.8287344394,-0.6806320482,-0.3254764307,-0.6213628487
SRX254760,-6.0455663332,-3.6402536599,-0.5092999273000001,-0.18830449770000002,0.0857823655
SRX254761,-5.7334167603,-4.1520128655,-0.129425061,-0.7544182141,0.25966465380000003
SRX254762,-5.9911884948,-3.8941896295,-0.0501794115,-0.5831081023,0.3059426476
SRX254763,-5.7065102956,-3.444813031,0.2466454597,0.0047093158,0.6988776733000001
SRX254764,-6.6230905043,-4.2272798817,-0.26459021990000003,0.5669202778,0.4924719739
SRX254765,-6.3334164361,-4.0515994899,-0.0296163748,0.5677400205,0.325882691
SRX254766,-5.4556861044,-4.0627038782,-0.5971293792,-0.4403543445,-0.3932828266
SRX254767,-5.8997337688,-3.7326247927000002,-0.4693509986,-0.24124783460000002,-0.4713993386
SRX254768,-5.2801673972,-3.7365438593,-0.7394687473,-0.4115574947,-0.42365575180000004
SRX254772,1.5023139859999999,-0.7186506845,-0.2091198861,-0.3562857689,0.9263845730000001
SRX254773,1.0664779208,-0.47127200340000003,-0.556306462,0.5579321807000001,0.5931826556
SRX254774,1.5625463258,-1.4256407241,-0.8200389833,0.5313165346000001,0.44072321010000004
SRX254775,1.7864044447,0.3424334752,0.5132084414,-0.2638966479,0.3332806425
SRX254776,1.3884240553,-0.2764691857,0.2570852656,-0.19432084730000002,0.4064985734
SRX254777,2.8035047768,2.2080682264,0.1522032717,0.10333546310000001,-0.1569107627
SRX254778,1.0976917431,0.2074322235,-0.4804073118,0.21447380530000001,0.46660565140000004
SRX254779,0.7662840823,-0.45470576100000004,-0.884283182,0.2213336307,0.4245937487
SRX254780,0.48118817900000005,-0.6719593514000001,-0.9460349975000001,0.3721320869,0.5396885728
SRX254781,2.214914587,1.7677981087,0.07122410500000001,0.3267917408,0.4019713749
SRX254782,1.3310497082000001,0.7151903085,-0.26821144140000003,0.5609825497,0.4813216382
SRX254783,2.1920366787,2.0278799545,0.1283292093,0.28759943400000004,0.32214521630000004
SRX254784,2.3346254703,2.2856674893,0.4225992602,-0.2368919985,-0.1661223011
SRX254785,1.4943762583,1.3460277239,0.3643153569,0.14532827,-0.1354554259
SRX254786,1.0902512911,1.1152764295,0.1651956564,0.3642317098,-0.1983910386
SRX7136401,-0.1270289447,-0.48060890170000004,0.0962650932,-0.2650089901,0.0874676175
SRX7136403,-0.3192747159,0.1911014056,-0.133171208,0.1635474037,-0.0857522954
SRX7136405,-1.8641407407,1.0111047585,0.2844015412,0.1684464855,-0.1024873978
SRX7136407,-0.5929769511,-0.32183078060000003,-0.013994220100000001,0.2976957928,0.31734865500000004
SRX7136409,-0.4826712886,0.1547526354,0.5872313009,0.1507827136,-0.2245563314
SRX7136411,0.44630366060000004,0.2895074961,0.0369061147,0.1014615864,-0.0017153221
SRX3754949,0.0079879941,-0.36282300510000004,0.081793006,0.0327470021,-0.018965397000000002
SRX3754950,0.2080443885,-0.4825580293,0.0731144789,0.0481021751,-0.0492457992
SRX3754951,-0.21603238260000002,0.8453810344,-0.1549074849,-0.0808491772,0.0682111962
SRX3754952,0.0013455335,-0.4258753494,0.2330824596,0.13673644840000002,-0.1678841442
SRX3754953,0.0730866855,-0.5588004389,0.17125156960000001,0.07923360680000001,-0.0740861689
SRX3754954,-0.3026679498,0.9108237074000001,0.0406612893,0.0144034674,-0.0508847833
SRX3754955,-9.9547475925,-1.1972408786,-0.3432469896,-1.632512297,-0.0467724942
SRX3754956,-9.838723377,-1.4044291098000001,-0.41162579800000004,-1.6693356927,-0.026263383600000002
SRX3754957,-9.8559929717,-1.3469450029,-0.4489450474,-1.6531858744,0.0049325761
SRX3754966,0.3009329638,-0.32923038,-0.0389546049,-0.2182690823,0.2329668605
SRX3754967,0.2041158288,-0.4109424927,-0.0845676364,-0.19587325690000001,0.2143701607
SRX3754969,0.1964628575,-0.2263078292,-0.2060351387,-0.2994099301,0.35140598040000004
SRX1424798,-0.17714191370000001,0.0071298072,0.0136601475,-0.0842798241,-0.0237999084
SRX1424799,0.17714191370000001,-0.0071298072,-0.0136601475,0.0842798241,0.0237999084
SRX1424800,0.08842768670000001,0.43677421320000004,0.1710564618,0.0678688308,0.0206088237
SRX1424801,0.1229126861,0.212743656,-0.1841873724,0.030330043600000002,-0.1809677224
SRX1424802,-0.7558143045,0.39499822960000003,0.7871858773,0.5365988028,0.7520447617
SRX1424803,-0.4164933995,0.1357547636,0.5932970849,0.5911904992,0.2798066743
SRX1424804,-0.4855152928,0.5214874332,-0.055179341400000005,-0.32946598320000003,0.4695287676
SRX1424805,-0.6021536544,0.7429119152,0.09957548890000001,-0.6170200674,0.5068352231000001
SRX1424806,0.6026503364,0.4781414545,1.3216401428,1.0357575523,0.6602232619
SRX1424807,-0.5013956985,0.15831969710000002,1.3551915408,0.9608772845,1.0244395902
SRX1424808,-0.07253161550000001,0.37044828900000004,-0.1550803744,-0.1932318201,0.5121632686
SRX1424809,0.7384110401,0.6275158173000001,-0.0294914348,-0.24201875890000002,0.5204034738000001
SRX1424816,0.115347423,0.399445967,0.8478887649,-0.2242368632,1.0226028269
SRX1424817,2.0483461932,1.5723023218,0.8191480537,-0.2415859193,1.0646386190000001
SRX1424818,1.0628452791,0.42037927620000004,-1.5031315194000001,-1.6596404198,0.2127955362
SRX1424819,0.39379306080000004,0.4873372756,-1.3047782504,-1.5412069563,0.366356687
SRX1424824,1.8004586266,1.2169023198,-1.2413169777,-1.6338730553,0.4550598357
SRX1424825,1.2562303277,1.081213172,-1.0199209162,-1.6921309905,0.5087376131
SRX1424826,1.1559111377,0.4891969513,0.4326047361,0.024751287900000002,0.7794213024000001
SRX1424827,0.8928292222,0.35575386140000004,0.5846469247,0.0278344303,0.8893153026
SRX1424828,0.9031038832,0.9772886413,-1.5927260651,-1.4241152532,0.41899030530000003
SRX1424829,1.3611906436,0.9752847931,-1.667277531,-1.6590049948,0.3981715483
SRX1424830,0.9477932161,1.4290721312999999,-1.4035772323,-1.8726274564,0.6297174367
SRX1424831,1.4220833988,1.0436408873,-1.5656725811,-1.8730596957,0.2917655292
SRX1424834,2.7536520048,1.5615155190999999,-1.3549492106,-1.10328679,0.38022894900000004
SRX1424835,3.3686808797,1.8641874383,-1.2389553694,-1.1546180975,0.3411568961
SRX1424840,1.4082236813,1.5664553801999999,-1.4033932364,-2.9067680232,-1.2905609049
SRX1424841,1.9635853491000002,2.1808547102,-1.3639724004,-3.0181921286,-1.4970035948
SRX1424842,2.3063226892,1.026382326,-1.4858692358,-1.5439177016999999,-1.0817071935
SRX1424843,1.8128881734000002,0.8381791633000001,-1.6022365266,-2.1842734612,-1.4462539848
SRX1424844,2.8411089164,2.324160467,-0.3130426926,-1.616189157,0.182428791
SRX1424845,2.4781714314,1.9466331847,-0.5298207917000001,-1.5982655594000001,0.024659175300000002
SRX1424846,0.8831738693000001,1.6285289667,-0.9626347057,-1.5932065020000001,-0.4386811816
SRX1424847,1.8638247445,1.7243770869000001,-0.22958089920000002,-1.2939667953,-0.1024198662
SRX5060277,0.5543267821,1.9061464722,0.1389909558,0.0834236646,0.2386640975
SRX5060279,12.1879622513,1.6304203637999999,-1.6107415458,-1.0800252217,-0.1684187218
SRX5060281,-0.5543267821,-1.9061464722,-0.1389909558,-0.0834236646,-0.2386640975
SRX5060283,8.4935547022,1.5274840996,-1.3859051656,-1.0200857079,-0.0228829942
SRX5936089,0.07738252500000001,0.0197084611,0.0053140441,0.023435122500000002,-0.0196198639
SRX5936090,-0.38046967530000003,0.1130676322,-0.021272194300000002,0.1248516005,-0.0318401436
SRX5936091,-0.1121479826,-0.2106324901,-0.14540432650000001,0.0692848872,-0.0963327343
SRX5936092,0.4152351329,0.0778563968,0.1613624766,-0.21757161020000002,0.14779274180000002
SRX5936093,-0.3656520854,4.1162285814,0.5377784834,0.1391748524,-0.3344968054
SRX5936094,-0.4215843459,3.5763912794,0.3042919649,0.0317638306,-0.5353306447
SRX5936095,2.0486856411,5.5265570513,-0.1257946895,-0.5801942053,-0.2716575495
SRX5936096,1.7264225845999999,5.4722777507,-0.0956099026,-0.6708481182,-0.5129026357
SRX5936097,1.870573094,5.775292903,-0.2681533773,-0.2977467191,-0.47169586820000003
SRX5936098,2.5132155432000003,5.9392411319,-0.1597791228,-0.22816473310000002,-0.3484217052
SRX5936099,4.5059510996,5.850959244,-0.2019998866,-0.4658876377,-0.3339154837
SRX5936100,4.652018809,5.9717219185,-0.25875426300000004,-0.4601301404,-0.514760847
SRX5936101,9.3788971898,4.7140897737,-0.5001395759,-0.9132657347,-0.5037713858
SRX5936102,10.0713675403,4.7904384095,-0.3432286646,-0.9598387660000001,-0.38828733860000003
SRX5936103,11.0658966406,4.0111463246,-0.5079018843,-1.1240828075,-0.34540403670000003
SRX5936104,10.9404054998,4.0893068433,-0.4525603557,-1.1933479101,-0.3384829186
SRX5936105,13.6437347982,2.9948251439,-0.6745151883,-1.4654213975000001,-0.5963331741
SRX5936106,13.9555426568,3.1714906592,-0.5422371227,-1.2839636258,-0.4496439264
SRX5936107,15.5762469312,2.7632611777,-0.5555622958,-1.5241984337,-0.3109148447
SRX5936108,15.5366061905,2.6236665233,-0.5512617418,-1.4587504675,-0.4887972379
SRX5936109,17.197365442,2.336077471,-0.4489321256,-1.6489719420000002,-0.3804162424
SRX5936110,16.9643758642,1.9854181489,-0.48774671740000003,-1.7515646770000002,-0.5454419843
SRX5936111,17.8948029579,1.9388885878000002,-0.3159833689,-1.770421453,-0.4447907135
SRX5936112,18.6657762166,1.9258913639,-0.1729142677,-1.7906801929,-0.38208444
SRX5936113,19.396243823,1.9334456479000002,0.038427626900000005,-1.6497521704,-0.3208361008
SRX5936114,19.2776605817,2.1625726429,0.12991674920000001,-1.6595707367,-0.2116956213
SRX5936115,18.080503832,1.8041490505,0.0504120248,-1.5958078438999999,-0.6679325271000001
SRX5936116,18.173470601,1.7871621031,0.1228596658,-1.5052361202,-0.6049533577
SRX5936118,17.5022335744,1.8683482595,0.5688226550000001,-1.2832103901,-0.5161301915000001
SRX5936119,18.276922322,2.2248396082,0.6981858145000001,-1.4664207613,-0.3197055133
SRX5936121,16.1102535122,2.1413105662,0.8938780596,-1.1202172584,-0.4674273114
SRX5936122,15.9091182775,2.1426735021,0.8290640425,-1.1002127465,-0.6544568592000001
SRX5936123,15.9173706354,1.8625603958,0.8615534697,-1.1087708567,-0.4640836266
SRX5936124,15.810892369,2.1939532184,0.9731155373,-1.0562763317,-0.3064939101
SRX5936125,13.4559432916,1.9204578534,0.7744595669000001,-1.0770613484,-0.5921948133
SRX5936126,13.0249870859,1.6921729524,0.8246601485,-1.3037934838,-0.9063604909
SRX5936128,1.5315238159,-1.7521307151,-0.0179416216,-0.6188562966000001,-0.1769799193
SRX5936129,1.8031746422000001,-2.1690957322,-0.1233227467,-0.685956077,-0.1587743147
SRX5936130,2.2560731696,-1.7445003324,-0.5795064484,-0.9771786215,-0.3253366042
SRX5936131,1.7068106632000002,-1.5988342271,-0.6027666676,-0.7984177568,-0.27587328110000003
SRX5936132,3.6302390325,-0.6284745933,-0.09127845500000001,0.1972167981,-0.0937495083
SRX5936133,5.1118925926,-0.727496121,-0.006914879400000001,-0.25833408480000003,0.0329290037
SRX5936134,5.0254800201,-0.6479906126,-0.0896996466,-0.07625097460000001,0.1279006758
SRX5936135,5.0888879191,-1.3518562075,-0.1186586277,-0.12687704800000002,0.1680574896
SRX5936137,3.9803535984,-1.0631895813,-0.9181163534000001,0.4079259133,0.19543445280000002
SRX5936138,4.3567055569,-0.9158121509,-0.617249436,0.30098022150000003,0.21514563020000002
SRX5936139,2.6669678631,-0.8457023561,-0.8759822171,0.5016748605,-0.0651376319
SRX5936140,3.5455800377999998,-0.8743710331000001,-0.8147220245,0.24660512910000001,-0.12907360680000002
SRX5936141,2.3178432347999998,-1.1663400919,-0.8574406901,0.6661311877,-0.1443487743
SRX5936142,2.6986312695,-0.9719182531,-0.8059147378,0.6329567987,-0.23335580220000002
SRX5936143,0.7899287029000001,-0.4948208517,-0.3608431467,0.4183987155,-0.28970901660000004
SRX5936144,0.8914981964,-0.8196349871,-0.3838213791,0.48370192910000004,-0.12608012470000002
SRX8557650,0.1225257174,-0.0797898437,-0.06931474630000001,-0.0066037492,-0.0205066946
SRX8557651,-0.0931036071,-0.0215980673,0.0031867907,0.0077228519,-0.0220815172
SRX8557652,-0.029422110300000002,0.1013879111,0.0661279556,-0.0011191027,0.042588211800000005
SRX8557653,5.5194337445,1.4437912815,-1.2758284877000001,-1.3647463804,0.47437197870000003
SRX8557654,5.8649402898,1.3752718023,-1.3682880876999999,-1.380566146,0.4525355659
SRX8557655,5.2477646601,1.4206170383,-1.3557724212,-1.5210848611999999,0.4707823245
SRX8557656,5.8878522670999995,3.0458226368,-2.4810688253,-1.1906271379,-0.2985842556
SRX8557657,5.9738366696,2.7218401404,-2.6356795451,-1.1528320159,-0.0492220041
SRX8557658,5.7567818057,2.8008640056000003,-2.3858560166,-1.2579894262,-0.27260432090000003
SRX8557659,16.9231093385,3.2173471981,-1.103580322,0.9529671083000001,0.8113999308000001
SRX8557660,17.7892731145,3.2653884545,-1.0208261929,0.9658081033,0.8187878441
SRX8557661,17.9866313029,3.3800220892,-0.9674205973000001,1.1082667562,0.7680344932000001
SRX8557662,21.945833812300002,1.7050379105,-0.24705033070000001,0.4603158248,0.5140600312
SRX8557663,19.9242944258,1.599003548,-0.743810093,0.3963233387,0.6282260733
SRX8557664,17.4649400193,1.7377666030999999,-1.2394929772,0.1587720879,0.6578425466000001
SRX8557665,17.0142673328,2.6839462175,-1.0429638152,0.4995220433,0.6570961086
SRX8557666,18.6226514964,2.3170476308,-0.3650798441,0.7128912778000001,0.6601336963000001
SRX8557667,17.432492885,2.2612276862,-1.5229761396,0.18456944620000001,0.813550663
SRX3405147,-0.8752193844,-0.43206861500000004,-0.0170776128,-0.23651794610000001,-0.1160962755
SRX3405148,-0.8874708759000001,-0.1631220336,0.1881790455,-0.0638936618,-0.0964764298
SRX3405149,1.7626902602999999,0.5951906486,-0.17110143260000002,0.3004116079,0.21257270520000002
SRX3405150,-0.8580999059000001,-1.323029783,0.1170708837,-0.36936284280000004,0.0288556136
SRX3405151,0.8573026111000001,-0.4119174719,0.3245663478,0.0483945025,0.1738443362
SRX3405152,-1.2668543073,-1.4543865563,0.2702200551,0.1697071903,0.5938840013000001
SRX3405153,-0.1946638863,-0.9249113398000001,-0.0577284714,0.0819766386,0.011123134000000002
SRX3405154,-0.6350762453000001,-1.1362313745,-0.3383980446,0.0312762479,-0.053689956500000004
SRX3405155,-0.6673686509,-0.9643545058,-0.3183880495,-0.0104577294,-0.038231370800000004
SRX3405156,-0.5370569052,-1.1990052213,0.3279141251,0.26916821550000003,0.5493162095
SRX3405157,-0.7180309767,-1.5734452562999999,-0.49996411490000003,0.0222155,0.2779002582
SRX312063,-0.2236796389,0.5736990703,-1.0932029384,-0.2181308123,-1.4424899761
SRX312064,-0.5537551586,0.9217378375,-1.0195338026,-0.20736263130000002,-1.3521513710000002
SRX312065,-0.2593656001,0.6982182682,-1.4380848642,-0.3580729292,-1.2438902417
SRX312066,0.30536247440000003,0.1136372259,-2.2853459122,-1.1019684904,-1.5393815517
SRX312067,0.6097421786,-0.1226086418,-2.3963819859,-1.1014998148,-1.5013119048
SRX312068,0.09144396,0.2992309207,-2.4776980176,-1.7909618398,-1.9001854265
SRX312069,0.11517347100000001,0.2977358329,-2.4723938632999998,-1.7921226591,-1.9001019703000002
SRX312070,0.0116174859,-0.0859650341,0.0054163760000000005,-0.0064831920000000005,-0.008820183300000001
SRX312071,-0.0116174859,0.0859650341,-0.0054163760000000005,0.0064831920000000005,0.008820183300000001
SRX312072,-1.224114961,0.1938555692,-1.0970709773,-0.5172351907,-0.3058829711
SRX312073,-1.0066582427,0.1342600091,-1.0934947247,-0.4930876744,-0.2804556458
SRX312074,-0.9257579543000001,0.1456208314,-0.5548919983,-1.5109077319000002,-0.29909998930000004
SRX312075,-0.910724634,0.3469516664,-0.49491839260000003,-1.546671549,-0.3293867962
SRX312076,0.7470700435000001,0.2518957706,-1.9976701432000001,-1.7910974918,-1.104978856
ecoli_00001,0.11265600440000001,-0.25561642500000004,0.0308891915,0.012478646000000001,-0.0046102245
ecoli_00002,-0.11265600440000001,0.25561642500000004,-0.0308891915,-0.012478646000000001,0.0046102245
ecoli_00003,3.0651177641,1.641835897,-1.1877552405,0.077574131,0.7030172055
ecoli_00004,3.8117465972,1.851613326,-1.1737682105,-0.090682171,0.8161369585
ecoli_00005,-0.0175426332,-0.103600699,-0.3327269625,-0.030513673,-0.0984432415
ecoli_00006,-0.081987167,-0.12973636200000002,-0.2594009255,0.05819072,-0.0146245195
ecoli_00007,1.0129768165,1.737561648,-1.0912162295,-0.105981984,0.5910067835
