,A,NrdR,hns
SRX3648456,-1.2930402164,-0.5476735465,1.3906367264
SRX3648457,-1.6332362658,0.1094009997,0.26676411110000003
SRX3648458,-1.1825673673,-0.0148787742,0.3520012312
SRX3648459,0.035568135,-0.2746130999,-0.06000392500000001
SRX3648460,3.9863995986000003,0.43546630700000005,-1.3716862414
SRX3648461,5.3904814257,0.21106568350000002,-1.7211597486999999
SRX3648462,6.9004785398,0.0013537026,-1.9617499085
SRX3648463,-0.4222306791,-0.00041737480000000003,0.0647512318
SRX3648464,0.1936340276,-0.1167804912,-0.1164687335
SRX3648465,2.2112173025,-0.2151479929,-0.34724641
SRX3648466,-1.0989131168,0.210706112,0.2488059406
SRX3648467,0.5585475078000001,0.0387024069,0.0466312105
SRX3648468,1.2229760415,-0.1755179316,0.1357740769
SRX3648469,2.8465498174,-0.2138164353,-0.3809139164
SRX3648470,2.9571174218,-0.2340326128,-0.5051765923
SRX3648471,2.8118720412,-0.45276990600000006,-0.674693368
SRX3648472,-4.7129627314,-0.0045896085,0.8348681344000001
SRX3648473,-4.8556220157,0.3652274105,1.1037344752
SRX3648475,5.024484958,0.4560193073,-1.207363483
SRX3648476,5.6416112036,-0.0861655306,-1.5151307361000002
SRX3648477,7.7031618345,-0.1232323091,-1.7130533598
SRX3648478,-2.6551808318,0.0818301003,0.41642859
SRX3648479,-1.8188941603000002,0.1040201859,0.3494264998
SRX3648480,-2.3366677732,-0.007879479200000001,0.32045320580000003
SRX3648481,0.4701076314,-0.0148260196,-1.0004956312
SRX3648482,0.1792324059,-0.2377501083,-1.7011152137
SRX3648483,0.8535316727000001,-0.2683099726,-2.2031488604
SRX1429221,-0.06256542030000001,0.17571128630000002,0.1013993938
SRX1429222,-0.3809334643,-0.3075673886,-0.266014951
SRX1429223,0.44349888460000003,0.1318561022,0.1646155572
SRX1429224,-0.2661413246,-0.0049058691,0.2767690617
SRX1429225,-0.0426460736,-0.0629366958,-0.1000432279
SRX1429226,-0.01069961,0.1495679765,0.6909387041
SRX1429227,-0.1149006033,0.2080441091,0.7686993264
SRX1429228,0.3700598423,0.20121474,0.5380381819
SRX1429229,-0.5308428895,-0.11201779020000001,0.9813643475
SRX1429230,-0.2638205048,0.3049856199,2.1109584197
SRX1429231,-0.0467237566,0.1229870542,2.1610046985
SRX1429232,-0.036649236700000004,0.41073106460000003,2.1462013166
SRX1429233,0.33347820380000004,0.38424062010000004,2.3738784194
SRX1429234,0.533323326,0.2367503702,2.3699613188
SRX1429235,0.42431636510000004,0.509995697,1.9595778815
SRX1429236,0.9248285674000001,0.6165555570000001,1.3488831565
SRX1429237,0.7415997294000001,0.4681541763,1.9419554764
SRX1429238,0.5383867562,0.5500616451,2.4379872793
SRX1429239,0.0785633715,0.5441805036,2.1437692569
SRX1429240,0.5598755636,0.6014082638,1.9872393475
SRX1429241,-0.306420633,0.3344387421,2.2146566462
SRX1429242,2.7654045411,0.5081663744,1.4769605456
SRX1429243,0.7853608082,0.7107046403,1.7664765781
SRX1429244,0.8095664627,0.801774214,1.7201882944
ERX2339161,0.5031761899,-0.22292802180000001,-0.7009045661000001
ERX2339162,-0.5031761899,0.22292802180000001,0.7009045661000001
ERX2339163,-1.6304347947000002,-1.8246787866,-3.0221398534
ERX2339164,-2.8710176138,-1.0118352986,-1.9042635591
ERX2339165,-0.6515442943,-2.5841512046,-3.9630190892
ERX2339166,-1.1429601345,0.1688994657,-2.3254115179
ERX2339167,-2.0897016906,0.0182421233,-2.3423428582
ERX2339168,0.1031348658,-0.3633889621,0.0256341933
ERX2339169,-0.2268542373,0.2342763619,0.7056489822
ERX2339170,-1.105991279,-1.6481211337000001,-2.9477581484
ERX2339171,-2.5378136026,-1.3715429451,-2.0673730549
SRX7656012,-0.005339199,-0.0066406958000000006,-0.1478556902
SRX7656013,0.0105418643,0.049713335500000004,-0.1128225114
SRX7656014,1.0045455222,-0.3362554886,-0.0962873055
SRX7656015,2.0743249121,-0.080745912,-0.1486727284
SRX7656016,1.1979551809,-0.0783063477,0.2939699751
SRX7656017,1.2922243589,-0.0862055584,0.20094897690000002
SRX7656018,0.8542203047,-0.06354657300000001,0.4267302751
SRX7656019,2.057462034,-0.3063190106,-0.2687797004
SRX7656020,1.0140841324,-0.3824245388,-0.2846133373
SRX7656021,1.5758153783000002,-0.0433673689,-0.0751891642
SRX7656022,1.1031965689,-0.0839565277,-0.17987942780000002
SRX7656023,1.9409109176000001,-0.16268832,-0.2985357736
SRX7656024,3.2698928283,-0.40364434330000004,-0.3168715196
SRX7656025,2.9518682307,-0.5116895770000001,0.0115505904
SRX7656026,3.0792644787,-0.8097492951,-1.0671593754
SRX7656027,1.5287377219,-0.045127913400000004,-0.44293644200000004
SRX7656028,1.095867726,0.250397397,-0.263301383
SRX7656029,1.0438577952,-0.039253461,-0.5428328907000001
SRX7656030,1.5296802094,0.0650243296,0.2321272806
SRX7656031,1.3622879817,0.199952295,0.0732147122
SRX7656032,0.9547103185,-0.0100002927,0.0568928407
SRX7656033,1.1069465905,0.0139816738,-0.41207657550000004
SRX7656034,1.1879342709,0.0736438926,-0.40984253940000004
SRX7656035,1.4698905201999999,-0.1533050802,-0.42533135580000003
SRX7656036,1.1474406944,0.0070343011,-0.20319754650000002
SRX7656037,0.7584419477000001,0.1037333788,-0.0636788745
SRX7656038,0.9643185360000001,0.033732533700000004,-0.2614043209
SRX7656039,-0.1664665679,-0.1098370073,0.17703215860000002
SRX7656040,0.3933153039,0.0520074276,-0.0399753759
SRX7656041,-0.22684873600000002,0.0578295797,-0.13705678270000002
SRX7656042,3.8594305346,0.4686801539,-0.1127327288
SRX7656043,3.8481597377,0.5719064579,-0.17752035100000002
SRX7656044,3.5350520178,0.5535914544,0.1829668894
SRX7656045,4.2956155561,0.49207742320000003,-0.1675777258
SRX7656046,3.4281158942,0.5848642577000001,-0.372496469
SRX7656047,4.1673707956,0.3731126809,-0.024207705200000002
SRX7656048,4.0748289386,0.3605584247,-0.0749209286
SRX7656049,3.3856961443999998,0.44494374750000004,-0.0498849727
SRX7656050,3.3917465159,0.4647588815,0.1216809932
SRX7656051,5.0827526183,0.033310239900000004,-0.074803646
SRX7656052,4.7282521418,0.208954672,0.1467548545
SRX7656053,4.8727143929,0.153135916,-0.4608842647
SRX7656054,2.3079310925,-0.1408027195,-0.2737001244
SRX7656055,2.1973135802,0.1699071369,-0.40037234120000004
SRX7656056,2.6930676038,0.029718430900000002,-0.5103614229
SRX7656057,2.7725769638,0.1936038699,-0.2530793812
SRX7656058,2.008703406,-0.031388587100000004,-0.6247162815
SRX7656059,1.4465255544,0.08249856850000001,-0.06266424870000001
SRX7656060,1.6840795108000002,0.0540894332,-1.070742021
SRX7656061,1.9223983216,0.0328084622,-0.2320308552
SRX7656062,2.4156151307,-0.15630676000000002,-1.1379867404
SRX7656063,4.0213449229,-0.8318495955,-0.6803224302
SRX7656064,3.9418219433,-0.6363569073,-0.6242204463000001
SRX7656065,3.8094188002,-1.011439869,-1.2354147287
SRX7656066,1.203974704,-0.1986677137,-0.673266942
SRX7656067,1.269167172,-0.562542137,-0.25407564390000004
SRX7656068,1.2542608907,-0.7810245972000001,-0.1043415204
SRX7656069,0.7812481548,-0.1335164087,-0.0489783691
SRX7656070,0.5023955211,-0.1635803377,-0.2846315761
SRX7656071,1.0600606848,-0.0931666574,-0.3102844269
SRX7656072,1.732865225,-0.4825300652,-1.3123408416
SRX7656073,1.1984450998,-0.1623989127,-0.6126305799
SRX7656074,1.5030966053,-0.35166926060000003,-0.6012533065
SRX7656075,2.7446580391,-1.4307617347,-0.9044553626
SRX7656076,2.9144269704,-0.899425593,-1.0313086927
SRX7656077,2.8365308752000002,-0.9123820172,-1.0591037295
SRX7656078,2.9345565555,0.5771850401,0.24735540590000002
SRX7656079,3.6425278944,0.5168943405,0.23403409900000002
SRX7656080,3.9268562045,0.8143524205,0.1986199246
SRX7656081,3.8587065589,0.7061203038,0.3181546269
SRX7656082,4.1556538897,0.6088151653,0.0801747591
SRX7656083,3.5073600566,0.5462736942,0.3722988598
SRX7656084,3.0770439171,0.7708766814,0.1531078529
SRX7656085,3.6813353948,0.6353949975000001,0.1616919281
SRX7656086,3.8252800723,0.5512903330000001,0.2330778296
SRX7656087,5.1235355408,0.28884933630000004,-0.18665445020000002
SRX7656088,5.1665483255,0.1681235421,-0.28238213830000003
SRX7656089,4.8191902000999995,0.09800082880000001,-0.1079892533
SRX7656090,0.39548227620000004,0.0417492389,0.2543907398
SRX7656091,0.6018727211,0.2134609044,-0.17114525700000002
SRX7656092,0.07410099540000001,0.0484626109,-0.3543453272
SRX7656093,1.054036229,0.20766141840000002,-0.7699430129
SRX7656094,0.6984220122,0.1416984651,-0.5210136653
SRX7656095,0.7862561329000001,0.0901095051,-0.7385620809
SRX7656096,0.7639826668,0.0392372592,-0.7388787854000001
SRX7656097,1.0516542446,0.0324378939,-0.1756176385
SRX7656098,0.5192645158,-0.080078412,-0.000764846
SRX7656099,3.3523506256,-0.7091769702,-0.2228014049
SRX7656100,2.6743365956,-0.8286260602000001,-0.2690442373
SRX7656101,3.4017041771,-0.7132453428000001,-0.44786443130000003
SRX7656102,1.8205443634,0.132267831,0.3404735553
SRX7656103,1.2437789563,0.0086867336,0.2313211896
SRX7656104,0.7730206631000001,0.0381725416,0.0649113479
SRX7656105,3.0383862366,-0.6178568879,-0.33904164940000003
SRX7656106,3.4828328753,-0.5732505361,-0.7772768061
SRX7656107,3.5358876397,-0.9000384362,-1.4940509868
SRX7656108,-0.38755554610000004,-0.057876572300000005,0.21392975
SRX7656109,1.6801464819,-0.1393497732,0.1967282254
SRX7656110,1.1129942162,-0.098820639,0.3821688183
SRX7656111,2.3647305408,-0.394984176,0.23676730710000002
SRX7656112,2.0408245061,-0.0996753237,0.0119384177
SRX7656113,1.0546568737,-0.4629112043,0.2312758952
SRX7656114,0.8467706229,-0.5346194350000001,0.1665159571
SRX7656115,2.5541350282,-0.49465220790000003,0.1436560422
SRX7656116,0.8468270513,-0.3866813106,-0.1636048478
SRX7656117,3.0934713446,-0.7280196856000001,-0.090299977
SRX7656118,2.9082030527000002,-0.7435590796,-0.25948931140000003
SRX7656119,0.9211847724000001,-1.1205927638,-0.29685744210000004
SRX7656120,0.08157038,0.061420366100000005,0.1596778114
SRX7656121,-0.29444897670000003,-0.1225242859,0.14756591200000002
SRX7656122,0.5197131656,-0.1560688166,0.3052054737
SRX7656123,0.025163061,-0.0311510615,0.1570420959
SRX7656124,0.4876983777,-0.0066058095,0.1075722155
SRX7656125,-0.3529976617,0.1323067285,0.2105058765
SRX7656126,0.092201131,0.1285503814,-0.46911920690000003
SRX7656127,0.3079168677,0.1322821465,-0.4125358994
SRX7656128,-0.1276179121,0.1107025,-0.3041953099
SRX7656129,2.1966674235,-0.9418127239,-0.450821556
SRX7656130,2.0643007468,-0.8392575938,-0.4804978401
SRX7656131,2.0637515642,-0.9499080435,-0.4736858554
SRX7656132,2.3402464434,-0.9803636341,-0.9601267897
SRX7656133,2.09362301,-0.8043387388000001,-0.9322962134
SRX7656134,2.2029314713,-0.8689721499,-1.1139241966
SRX7656135,0.1536945956,0.0835439015,-0.043924467700000004
SRX7656136,-0.1883311111,0.0279396061,-0.496762352
SRX7656137,-0.013292087800000001,-0.11512459600000001,-0.4486518377
SRX7656138,0.1656323828,0.2024605914,-0.2103033625
SRX7656139,1.0932331156,0.1441918211,-0.2100923609
SRX7656140,0.6758481769,-0.1553147459,-0.5943970872000001
SRX7656141,1.1313475527,-0.0405642968,-0.6255079347
SRX7656142,1.1915634461,-0.1041901773,-0.5129167171
SRX7656143,0.7894769081,-0.16348460010000002,-0.7829523933
SRX7656144,1.6159789504000002,-1.0886845925,-1.0846355863000001
SRX7656145,1.0104113756,-0.8731296398,-1.216796596
SRX7656146,1.3752619077000001,-0.7381318092,-0.7026710546
SRX5388319,-0.0011204166,-0.0205706896,-0.053501603700000004
SRX5388320,0.5335702721,-0.1387758063,0.0596249852
SRX5388321,-0.5324498554,0.1593464959,-0.0061233814
SRX5388322,-0.3593346794,-0.0886985286,0.5722430190000001
SRX5388323,-0.7855964891,0.15532185440000001,0.20027159220000001
SRX5388324,-1.8902762195,0.3133675842,0.22803644320000002
SRX5388325,-0.2593450673,-0.0377680726,0.41681538160000003
SRX5388326,-1.4729065808000001,0.1773873471,0.49456849410000003
SRX5388327,-2.2999786223,0.263339818,0.5766055833
SRX8708326,0.7968239555000001,-0.6999675969,1.7027171876
SRX8708328,3.120131749,-1.7638402945,1.299600531
SRX8708335,-0.7074949803,0.497203522,-0.4200470764
SRX8708336,-1.129601263,0.6414963642,-0.41874919990000004
SRX8708337,-1.2830355057,0.6251404083000001,-0.4608042546
SRX8708338,-0.0760223303,0.4143220519,-0.6612409545
SRX8708339,-0.7096948094000001,0.3250295667,-0.629823428
SRX8708340,-0.8643965032,0.459190107,-0.5918191418000001
SRX8708365,-0.5301537547,0.8477750445000001,-0.1967761666
SRX8708366,-0.0879988843,0.9238127690000001,-0.2460703762
SRX8708368,-0.45656666370000004,0.9589513763,-0.2130162808
SRX8708369,-1.6441739462,0.7265804087000001,-0.31210445800000003
SRX8708370,-2.6227318513,0.7914939016,-0.22566028770000002
SRX8708371,-1.7160815782,0.6984797617,-0.3897800295
SRX4166001,0.0027475706,-0.1420533833,-0.1882099764
SRX4166002,-0.0500122978,-0.0084625146,0.10253841450000001
SRX4166003,0.0472647272,0.1505158979,0.0856715619
SRX4166004,1.4737880322999999,-0.2628603324,-0.0223748597
SRX4166005,1.9591331547,-0.0527438241,-0.2374573526
SRX4166006,0.9408054395000001,-0.1617515777,-0.0910397033
SRX4166007,0.3171660658,-0.0510730639,0.0083602461
SRX4166008,0.3165598364,0.019423463000000002,-0.0734285838
SRX4166009,0.0607810707,-0.146572897,0.025717815800000002
SRX4166010,1.5941048881,-0.1150742617,-0.5553972686
SRX4166011,-0.4615420764,-0.1477713409,-0.2051217241
SRX4166012,-0.46085322370000004,-0.3683670604,-0.5671369567
SRX5000481,0.44747756250000004,-0.0327250536,0.2635345711
SRX5000482,0.3133351332,0.0074714079,-0.1548439368
SRX5000483,-0.48357128590000004,0.9618945598,0.6035908065000001
SRX5000484,0.5651501336,0.7690907716000001,0.3849516318
SRX5000485,0.265395673,0.8813815609000001,0.7377830038000001
SRX5000486,-0.1831685897,1.0545807235,0.816548512
SRX5000487,0.8336914348000001,0.7430414831000001,0.423904043
SRX5000488,1.1612439928,0.6139842759,0.0915417102
SRX5000489,0.3240841023,0.6619569884000001,0.2905690998
SRX5000490,0.0934328071,0.7464759927,0.32116900400000004
SRX5000491,0.3809535211,0.7623508253,0.23219207050000001
SRX5000492,-2.4739389690999998,0.5836988755,0.8384159612000001
SRX5000493,-1.9021010459,0.2323765208,0.4645707851
SRX5000494,-2.3869290885,0.1931157845,0.5425807868
SRX5000495,-2.7819402947,0.5584976795000001,0.7128758461
SRX5000496,-3.2278810448,0.6617279452,0.8226589566
SRX5000497,-0.0351837423,0.1177076767,0.009803290400000001
SRX5000498,-0.3150586783,-0.1790111352,-0.0702603026
SRX5000499,-3.0788260562,0.2161911542,0.4425660292
SRX5000500,0.3502424206,0.0613034586,0.0604570122
SRX5000501,0.5000428697,0.5751340549,0.2831777612
SRX5000502,1.2301120135,0.4653538478,0.3946825948
SRX5000503,0.8573331004,0.5958258279,0.3312950845
SRX5000504,-0.10968466560000001,0.0649917109,-0.1588747517
SRX5000505,-0.1384913181,0.019412888700000002,-0.0592506485
SRX5000506,-0.1259090861,-0.1287216598,-0.0673111416
SRX5000507,0.7058306804000001,0.8819265367,0.6997843721
SRX5000508,0.4940880338,0.0337187248,0.0631073462
SRX5000509,0.5024025320000001,-0.0222328886,-0.2650247325
SRX5000510,0.39286515980000003,-0.0449572071,-0.2070048464
SRX5000511,0.482306561,0.054399987600000005,-0.157183272
SRX5000512,1.2588501818,0.5992485215000001,0.19358434500000002
SRX5000513,1.2882067242,0.4981418656,0.3090534747
SRX5000514,0.8811246149,0.4332215947,0.3108777017
SRX5000515,0.6378130329,0.5981358418,0.32883247260000004
SRX5000516,0.3225625008,0.5137827671,0.3671767443
SRX4124772,1.4248552343,-0.36776112790000004,0.1648380756
SRX4124773,1.1103110391,-0.3151774969,0.1402894271
SRX4124774,0.09246239220000001,0.0683015109,-0.062029682700000005
SRX4124775,-0.09246239220000001,-0.0683015109,0.062029682700000005
SRX5323946,0.4768481322,0.0221767134,-0.0676897412
SRX5323947,-0.4768481322,-0.0221767134,0.0676897412
SRX5323948,-0.08944148980000001,0.028905737400000003,0.0058610623
SRX5323949,-0.0985261073,0.2822751573,0.10185994030000001
SRX5323950,-0.2138425373,0.09270999120000001,0.0295967144
SRX5323951,-0.3875010728,0.058100895300000004,-0.22990848930000002
SRX5323952,0.2602506304,-0.2165517392,-0.2795002008
SRX5323953,-0.1469037226,0.08834793710000001,-0.04626316
SRX5323954,-0.11486465800000001,0.1730064836,0.0266440145
SRX5323955,-0.2609460614,0.1658236243,0.0795420342
DRX093856,0.0384640981,0.0418883418,-0.42802618010000004
DRX093857,-1.3043933043,0.21178382910000002,-0.0343872183
DRX093858,-0.0747081378,-0.0194561931,-0.20062464430000002
DRX093859,0.6928551153,0.2287221916,-0.4582682507
DRX093860,0.9727803585,0.4273713169,-0.45239976120000003
DRX093861,0.2144901284,0.0493628096,0.1907532861
DRX093862,-0.0388981838,0.0841998016,-0.5248271375
DRX093863,0.6157935286,0.0680481894,-0.1356746194
DRX093864,-0.2919261493,0.0318492779,0.1504471132
DRX093865,0.9357495124,0.0198208444,-0.7797064414
DRX093866,-0.2529542265,-0.09125115140000001,0.237272894
DRX093867,0.2143071537,-0.0793554394,-0.1341999708
DRX093868,1.7643007249,-0.0463351422,-0.7023510171
DRX093869,-0.33088555880000003,0.10634175010000001,-0.39571037410000004
DRX093870,-0.11360549240000001,-0.2838285997,-0.5805126694
SRX6366242,-2.1569573333,-0.1994975931,-0.40779694920000004
SRX6366243,-1.263492247,0.0347210339,-0.3172827126
SRX6366244,-1.1887549542,0.363603342,-0.482759337
SRX6366245,-1.2065297444,-0.1250537299,-0.1308288671
SRX6366246,0.3233506708,-0.0234303117,-0.062079645700000005
SRX6366247,-1.2270065994000001,0.9768791328,-0.262429648
SRX6366248,-1.0293635847,-0.5266316392,-0.1462215287
SRX6366249,-2.1193063624,0.0222247702,-0.3628844094
SRX6366250,-2.0345144516,-0.431653357,-0.31585670200000004
SRX6366251,-1.0754672322,-0.4569668838,-0.35843063140000003
SRX6366252,-0.40638432950000003,-0.1335274509,0.0548440076
SRX6366253,0.40638432950000003,0.1335274509,-0.0548440076
SRX254739,0.3580850773,0.1731125432,-0.45122262420000003
SRX254740,0.2478390913,0.1516664391,-0.3962425048
SRX254741,-0.37864859160000003,0.16896726450000002,-0.2844623287
SRX254742,-0.477271469,0.1690949182,-0.2394462218
SRX254743,-0.3759834953,0.0887806943,-0.3183102276
SRX254744,-0.4642645561,0.039279434700000004,-0.2716318091
SRX254745,-0.7083794381,-0.2511517528,-0.3573323518
SRX254746,-2.0126432752,0.4190124347,0.45196967870000004
SRX254747,-1.0334175758,-0.4873679764,-0.49643729890000005
SRX254748,-0.9230966168,-0.10802187440000001,-0.8969223690000001
SRX254749,-1.2228085793,0.4998332614,-0.32686962410000003
SRX254750,-0.9813901185,0.39656271940000004,-0.1374703876
SRX254751,0.4403027276,0.2707920334,-0.0593696183
SRX254752,-0.1511561166,0.0984373107,0.3187820064
SRX254753,1.1682037862,0.3240514205,0.1053390444
SRX254754,1.0753441351,1.1605322391,-0.036328431
SRX254755,2.6203974289,1.3423529672,-0.7600880188
SRX254756,1.8449960829,1.3162119737,-0.7416072773
SRX254757,-0.9333507147000001,-0.1220515914,-0.8119838173
SRX254758,0.2566597667,0.2219939547,-0.4293165474
SRX254759,-0.9058050552,0.3044360708,-0.6400487442
SRX254760,0.5671723072,-0.5745058935,-0.5511475438
SRX254761,-0.6870267206,0.1091970082,0.1305372532
SRX254762,-0.8709037399,-0.5634645156,-0.0708009819
SRX254763,-0.8020262737,0.8669383527000001,0.0868151647
SRX254764,-0.0838499838,0.9866827611000001,-0.6062677298
SRX254765,1.713908794,1.1884571172,-0.4630841336
SRX254766,-1.5337976894,-0.1947454404,-0.4772531835
SRX254767,-0.3456761877,0.08462239390000001,-0.3208510263
SRX254768,-0.0042329612,0.0033751544,-0.32777419820000003
SRX254772,-2.1325113233,0.2689478041,0.3450575598
SRX254773,1.6897830391,-1.9155621823,1.1255687247
SRX254774,0.8876812819000001,-2.3875055901,0.1505269974
SRX254775,-2.840942842,0.3870024859,0.3081815196
SRX254776,-3.2058259529,0.3736718465,0.3096972465
SRX254777,0.0618180833,1.2592398565,-0.1387309298
SRX254778,1.4362755966,-1.4644907950000001,0.8309208452
SRX254779,0.4896507279,-1.5105225217,0.4388132436
SRX254780,1.342360617,-2.4238291953,0.6069069864000001
SRX254781,1.6331129091,0.1547355332,0.1154797952
SRX254782,2.679309173,-0.9505151835000001,0.6197264819
SRX254783,1.6266820218,0.0925420225,0.0224041261
SRX254784,0.738953457,0.3622338022,-0.3619226571
SRX254785,0.1737188794,-0.676534175,-0.0193238632
SRX254786,1.0168811095999999,-0.8956282962000001,0.2703666889
SRX7136401,-0.4873307712,0.1109631724,0.13892209490000001
SRX7136403,-0.23241254100000003,-0.3209091855,-0.07312157400000001
SRX7136405,1.9039643277,-0.3283659465,0.38851991480000003
SRX7136407,3.7555227862000002,0.3100368305,0.0325764582
SRX7136409,2.1617176494,0.1859443516,0.3422397721
SRX7136411,0.7197433122,0.2099460131,-0.065800521
SRX3754949,0.0247017708,0.0336660965,-0.0053124697
SRX3754950,0.0396526169,0.0552604944,0.028797802
SRX3754951,-0.0643543877,-0.0889265909,-0.0234853323
SRX3754952,-0.4681896165,0.0882410044,0.14255002790000001
SRX3754953,-0.2963316098,0.042141850200000004,0.1221430161
SRX3754954,-0.4483211005,0.0033185464,0.10979490900000001
SRX3754955,-3.7398051227,-0.20129721790000002,-1.4871100003
SRX3754956,-3.7399873467,-0.22087097990000001,-1.4775579865
SRX3754957,-3.7966806101,-0.2513604993,-1.4455735082
SRX3754966,0.5694161131000001,-0.11564141100000001,-0.14544280810000002
SRX3754967,0.3654526168,-0.1536735847,-0.16939689230000002
SRX3754969,0.5111793518000001,-0.2082021329,-0.1871961499
SRX1424798,-0.09637044500000001,-0.1232453377,0.07027853490000001
SRX1424799,0.09637044500000001,0.1232453377,-0.07027853490000001
SRX1424800,0.1831904563,0.0766390632,-0.1453422906
SRX1424801,0.4106338504,-0.1460857407,-0.12647977430000001
SRX1424802,0.9429057082000001,0.7602579425,-0.0893242254
SRX1424803,1.0417927461,0.5540694643,-0.27368137200000003
SRX1424804,-0.8841339814,0.5958760307000001,0.08678077640000001
SRX1424805,-1.0284695131,0.6875193143,-0.026758811100000002
SRX1424806,0.4377854832,0.7287379561,0.1058890106
SRX1424807,0.5810342058,0.7802593655000001,0.20110737720000002
SRX1424808,-1.7560683381,-0.1970095256,0.5409285601
SRX1424809,-1.4863960256,-0.013774439400000001,0.4929110461
SRX1424816,-2.796989485,0.6637467802,0.6278545101
SRX1424817,-2.2538229922,0.6420096033,0.5512824241000001
SRX1424818,-3.5167776418,-0.17633193730000002,-1.4479606266
SRX1424819,-2.9461830585,-0.2890687436,-1.0423136641
SRX1424824,-3.1571332704,0.4359283352,-2.0663101786
SRX1424825,-3.0720158709,0.6350259305,-2.3483548617
SRX1424826,-5.2328575208,0.1878742408,-0.9730563008
SRX1424827,-5.0030632864,0.25153484400000004,-0.8899336287
SRX1424828,-3.3819119367,-0.38611219500000005,-1.9556027041
SRX1424829,-3.498511639,-0.240178665,-1.749997192
SRX1424830,-3.2284174819,0.0463209256,-1.7818644482
SRX1424831,-3.3433210193000003,-0.0362463224,-1.8167012545
SRX1424834,-3.0828617486,0.0084743257,-1.3375658638
SRX1424835,-3.0194162868,-0.0106088155,-1.4039098901
SRX1424840,-0.7375013015,-0.0672750099,-2.6071562452
SRX1424841,-0.44611799350000003,-0.29542472000000003,-2.4446022325
SRX1424842,-3.0882466399,0.0811816937,-2.1474167601
SRX1424843,-2.2953699769,-0.1564880863,-2.6021409077
SRX1424844,-3.1179427725,1.800577599,-3.4270032214
SRX1424845,-3.3403682935,1.7078204212,-3.59009401
SRX1424846,-3.7929597654,0.4529971531,-2.8761462953
SRX1424847,-3.4112169652,0.7621520721,-3.2438854281
SRX5060277,-1.8705004023,0.0557545028,-0.0070068959
SRX5060279,-1.607321206,-0.1021443809,-1.0781242135
SRX5060281,1.8705004023,-0.0557545028,0.0070068959
SRX5060283,-1.1013571389,-0.08229919100000001,-0.9928342351
SRX5936089,0.2672963681,0.0161011867,0.130073174
SRX5936090,-0.6227623357000001,-0.11423994030000001,0.0852285381
SRX5936091,0.3865660301,0.0442268298,0.0747835199
SRX5936092,-0.0311000625,0.0539119239,-0.290085232
SRX5936093,-3.1105256172,-0.4799165201,0.7776001299
SRX5936094,-2.2918095624,-0.8254145806000001,0.9418395263
SRX5936095,1.4840296313,-1.285228063,0.44048090910000004
SRX5936096,1.149198967,-0.9464096820000001,0.3779006475
SRX5936097,1.6480937172,-1.5204826758,1.1389956479
SRX5936098,1.9369035811000002,-1.2932151107,1.0955846249
SRX5936099,1.4041021086,-1.6665353951,1.6448823004
SRX5936100,1.4532968095,-2.0355570708,1.3083669074
SRX5936101,1.938344859,-2.183652437,1.7327014796
SRX5936102,1.7722270660000001,-2.473178251,1.8361951859
SRX5936103,2.5581934236,-2.4079485092,1.7567934072
SRX5936104,1.8423098209000002,-2.1157606796,1.6045178371
SRX5936105,2.996048222,-2.4121964359,1.7628204375
SRX5936106,3.2674551428,-2.4299539962,1.6306403561
SRX5936107,3.961667498,-2.25166371,1.6158267568
SRX5936108,3.9931823983,-2.2742975248,1.5574189461999999
SRX5936109,5.1022026603,-2.0264855862,1.4331370767
SRX5936110,4.6347134536,-2.4994248849,1.440895853
SRX5936111,5.1980250597,-2.0922202142,1.5755270809000002
SRX5936112,5.1845394856,-1.8530510668,1.6559864905000001
SRX5936113,5.7386928515,-1.7463820885999999,1.4248864183
SRX5936114,5.5970201881,-1.4959391584000001,1.4023298434
SRX5936115,5.5721694481,-1.6391085487,1.3256542033
SRX5936116,5.198346692,-1.6577447083,1.1130776482
SRX5936118,5.0087927395,-1.1300383645,1.0070330136
SRX5936119,5.4142529077,-0.8049788232,1.0630847958
SRX5936121,4.4544926984,-1.0653322882,0.5722296952
SRX5936122,4.6307643439,-1.0309489378,0.4679238672
SRX5936123,3.5198845512,-0.7589541870000001,0.2773420558
SRX5936124,2.9991772521,-0.8013051744,0.0029690104
SRX5936125,2.8400510641,-0.6631806934000001,0.26314228170000004
SRX5936126,2.9088401526,-0.7899954916,0.1436205173
SRX5936128,0.3980395136,0.1841659143,-0.545937537
SRX5936129,0.7575905113,0.12148171790000001,-0.6156009876
SRX5936130,-0.2609053973,0.1132891176,-1.2884045693
SRX5936131,0.2553900581,-0.16180808100000002,-1.6869122060000001
SRX5936132,0.08822456170000001,0.1188745415,-1.0959874413
SRX5936133,0.4118170849,-0.3621211722,-1.5743677175
SRX5936134,0.20183751190000002,0.6089025487,-1.4499725975
SRX5936135,0.2515866167,0.5223193476,-1.3618375571
SRX5936137,-0.7010900542,0.4519217522,-1.7155682195000002
SRX5936138,0.0890813734,0.6931433749,-1.961571635
SRX5936139,-0.31895316560000003,0.45917843750000004,-1.2218388387
SRX5936140,-0.5888923778,0.3524893445,-1.4413575619
SRX5936141,0.6636823481,0.3158017722,-0.9034258295
SRX5936142,0.5933156656,0.367332468,-0.8931717221000001
SRX5936143,0.3799112277,0.27152104390000004,0.243063471
SRX5936144,0.4038668414,0.22831772890000002,0.0430206501
