,A,ZntR,Zur
hns_stpA__delhns_delstpA_delrpoS__1,2.7919963572,-0.5668171329,-0.6124031027
hns_stpA__delhns_delstpA_delrpoS__2,2.4993663167,-1.065679052,-0.8932235686000001
hns_stpA__wt__1,0.8528444388,-0.015430849600000001,0.1940817929
hns_stpA__wt__2,-0.8528444388,0.015430849600000001,-0.1940817929
hns_stpA__delhns_delstpA__1,4.6044744604,-0.8981534112,-1.0598273863
hns_stpA__delhns_delstpA__2,4.7608036913,-0.6381683784000001,-0.9336242717000001
hu__wt_log_pH7__1,1.3415321547,-0.5207313038,-1.4441176708
hu__wt_log_pH7__2,0.9851123780000001,0.5188345643,-0.7907254308
hu__wt_log_pH7__3,0.15629306680000002,-0.0068683202,-0.4488429714
hu__wt_lag_pH7__1,0.14476495080000001,-0.1654505379,0.11536906840000001
hu__wt_lag_pH7__2,-0.6742035186,-0.240788085,-0.26239777610000004
hu__wt_lag_pH7__3,0.5294385678,0.4062386228,0.1470287077
hu__delhupA_lag_pH7__1,-0.4051074564,0.08661137470000001,0.3900047239
hu__delhupA_lag_pH7__2,-1.0583991457,0.1348958205,-0.044249234400000004
hu__delhupA_lag_pH7__3,0.5098986097,0.1265941039,0.0863037271
hu__delhupB_lag_pH7__1,-0.9321012891,-0.0913121534,0.40159782180000003
hu__delhupB_lag_pH7__2,-0.8050986693000001,-0.1134716449,0.1954315405
hu__delhupB_lag_pH7__3,0.5191000047000001,0.46327907500000004,-0.0015255417
hu__delhupAhupB_lag_pH7__1,1.6185757108,-0.3425897111,-1.0637377973
hu__delhupAhupB_lag_pH7__2,0.4827613932,-0.1503239356,-0.3937446694
hu__delhupAhupB_lag_pH7__3,0.9967158668,0.2436507199,-1.2033151539
hu__hupAE34K_hupB_lag_pH7__1,-0.7944763450000001,0.3551146445,0.1006200742
hu__hupAE34K_hupB_lag_pH7__2,-0.4643162484,0.0700949653,-0.1452171581
hu__hupAE34K_hupB_lag_pH7__3,0.6990424838,0.19762080610000002,-0.0211106899
hu__hupAE34K_delhupB_lag_pH7__1,-0.08749759750000001,-0.0321879223,0.1297348777
hu__hupAE34K_delhupB_lag_pH7__2,-0.49996520240000003,0.16895919110000002,-0.2700482353
hu__hupAE34K_delhupB_lag_pH7__3,0.9834156702,0.2865294983,-0.0052931386
hu__wt_lag_pH5__1,-0.0891212957,0.44849172540000004,0.075611655
hu__wt_lag_pH5__2,-1.1225433624,0.7648568614,0.158961351
hu__wt_lag_pH5__3,-0.032114380500000005,0.924146181,-0.3414187326
hu__delhupA_lag_pH5__1,0.1786299752,0.5344217566,-0.3153341112
hu__delhupA_lag_pH5__2,-0.6655756721,0.7280288420000001,0.24516889
hu__delhupA_lag_pH5__3,0.1414076542,0.3282918091,-0.6690941810000001
hu__delhupAhupB_lag_pH5__1,1.0308184858,0.6107598798,-0.9604132284
hu__delhupAhupB_lag_pH5__2,0.2848599519,0.6814821526,-0.6498344762
hu__delhupAhupB_lag_pH5__3,1.6302163966,0.7603773247000001,-1.4768920345
hu__hupAE34K_hupB_lag_pH5__1,-0.3077560814,0.6304181205,0.0795382265
hu__hupAE34K_hupB_lag_pH5__2,0.47881550510000004,1.0005426997,-1.1309964186
hu__hupAE34K_hupB_lag_pH5__3,0.4167256078,1.2709563514,-0.5579353498
hu__hupAE34K_delhupB_lag_pH5__1,0.5505994339,0.8330821993,-1.1934218529
hu__hupAE34K_delhupB_lag_pH5__2,-0.46096375770000003,0.5820936193,0.060571130800000005
hu__hupAE34K_delhupB_lag_pH5__3,-0.1211034914,0.7910319467,-0.7166811683000001
hyperpersistence__low_GFP__1,-1.150634616,1.0775368581,-0.1062398071
hyperpersistence__wt__1,-0.0802823955,-0.0396913865,-0.0951405829
hyperpersistence__high_GFP__1,-1.4533426486,1.6871187514,0.2181722408
hyperpersistence__pth_mut__1,-0.8236471470000001,0.9687144941,-0.4340006279
hyperpersistence__pth_mut__2,-1.8096147591,1.720859004,-0.4519127566
hyperpersistence__metG_mut__1,-1.4207242456,0.8140996804,-0.1658228442
hyperpersistence__metG_mut__2,-0.7041305290000001,0.2761475879,-0.4328669484
hyperpersistence__high_GFP__2,-1.9164656922,1.8000388012,0.044065681
hyperpersistence__wt__2,0.0802823955,0.0396913865,0.0951405829
hyperpersistence__low_GFP__2,-2.0684531555,1.2880685168000001,-0.0326585716
kan_efg__cpxAF218Y__1,-0.20114712440000002,-0.173764731,0.9148949901000001
kan_efg__cpxAF218Y__2,0.0805568754,0.0582285905,1.0026081408
kan_efg__cyaAN600Y__1,-1.1861070713,0.2746854876,1.1897617722
kan_efg__cyaAN600Y__2,0.4692654022,0.7801357297,1.0379375157
kan_efg__fusAA608E__1,0.2326064897,0.7971346976,0.0088173421
kan_efg__fusAA608E__2,-0.7560242416,0.7525942807,0.2138479738
kan_efg__fusAA608E_cpxAF218Y__1,0.29896482220000004,0.5918338271,0.9187109059
kan_efg__fusAA608E_cpxAF218Y__2,-1.4850349263,0.5865768321,0.5901897718
kan_efg__fusAA608E_cyaAN600Y__1,-0.5819918717,0.8630630066,0.8408150687
kan_efg__fusAA608E_cyaAN600Y__2,-1.180076325,0.2022946145,1.1453464405
kan_efg__fusAA608E_rpoDL261Q__1,-0.5094505596,0.1511253189,1.1144648998
kan_efg__fusAA608E_rpoDL261Q__2,-1.3682092981,0.8694651807,1.0988757511
kan_efg__fusAA608E_topAS180L__1,-1.181248314,1.4873964595,0.0796324191
kan_efg__fusAA608E_topAS180L__2,-0.9742293816,1.4518434732,0.5341656408000001
kan_efg__rpoDL261Q__1,-0.36798427780000004,0.4379077833,1.0111691426
kan_efg__rpoDL261Q__2,-0.4321781536,0.3231114759,1.3885997169
kan_efg__wt__1,-0.3068130146,0.0380867291,-0.26021199
kan_efg__wt__2,0.3068130146,-0.0380867291,0.26021199
lrp__wt_min_log__1,-0.2792090231,-0.20798288980000001,0.0594150231
lrp__wt_min_log__2,0.2792090231,0.20798288980000001,-0.0594150231
lrp__wt_min_trans__1,5.6267952086,2.0683521224,0.44784267510000003
lrp__wt_min_trans__2,4.4433393838,2.2576846565,1.0256239345
lrp__wt_min_stat__1,4.1331382138,1.4769532112000001,-2.1254479272
lrp__wt_min_stat__2,3.5744958651000003,1.9353382679000002,-1.5837473097
lrp__wt_liv_log__1,-0.5202227399,0.3522242176,-3.07468e-05
lrp__wt_liv_log__2,-0.0114341483,0.3996686655,-0.107574944
lrp__wt_liv_trans__1,2.4823201393,0.3380684566,0.3006834444
lrp__wt_liv_trans__2,2.0116039942,0.20059248670000002,-0.8307517824
lrp__wt_liv_stat__1,4.1493385266,0.7543728379,-2.943873037
lrp__wt_liv_stat__2,3.9142349717,1.3432119155,-2.6213279841
lrp__wt_rich_log__1,0.2647569449,-0.9787312322,-0.45237467750000004
lrp__wt_rich_log__2,1.094074514,-1.4413353512,-0.49187256230000004
lrp__wt_rich_trans__1,4.2547313382,-0.5022316328,-0.2757618463
lrp__wt_rich_trans__2,3.2449812839,-0.367220831,0.2578693566
lrp__wt_rich_stat__1,3.9939150375,0.49523530660000004,-0.7512406795000001
lrp__wt_rich_stat__2,3.4582214833,0.5656394786,-1.3157996335
lrp__dellrp_min_log__1,1.3457011127,0.6633542652000001,-0.0490040873
lrp__dellrp_min_log__2,-0.7705780045,0.2699276681,-0.1143136339
lrp__dellrp_min_trans__1,3.66029343,0.6143722594000001,0.3097797526
lrp__dellrp_min_trans__2,2.5285275972,0.7171191468,0.2555646471
lrp__dellrp_min_stat__1,3.3143842146,1.4923925761,-1.8454706634
lrp__dellrp_min_stat__2,4.1127653041,1.4612437072,-2.4245777705
lrp__dellrp_liv_log__1,-0.09971945600000001,0.7341330306,-0.244553818
lrp__dellrp_liv_log__2,-0.5232261704,0.40753750520000004,-0.30294726710000003
lrp__dellrp_liv_trans__1,2.7366553452,0.3854656038,-0.15369709410000001
lrp__dellrp_liv_trans__2,2.6474709338,0.4322436522,0.35801978900000003
lrp__dellrp_liv_stat__1,4.280092984,1.0491744326,-1.9665260269
lrp__dellrp_liv_stat__2,3.8322452871,1.6361229529,-2.2034888827
lrp__dellrp_rich_log__1,0.559701533,-0.9582562709,-0.41040452190000004
lrp__dellrp_rich_log__2,0.8521026931000001,-0.9827857699,-0.2874901046
lrp__dellrp_rich_trans__1,4.3478787747,-0.7349990508,0.78785034
lrp__dellrp_rich_trans__2,4.4188321268,-0.0693646282,0.3349548006
lrp__dellrp_rich_stat__1,3.9565127085,1.6559369387,-0.050392819400000004
lrp__dellrp_rich_stat__2,3.1223411578,1.9467026237,0.029257372400000002
mazF_circuit__t0__1,-2.4920412305,0.0300426162,-0.2523122013
mazF_circuit__t2__1,3.5918490416,0.1531075039,0.6532653453
mazF_circuit__t4__1,3.6246327793,0.06511606140000001,0.3415153836
mazF_circuit__t6__1,2.3627829102,1.8279949558,0.3452051718
mazF_circuit__t8__1,0.9460759748,1.57748507,0.2048367582
mazF_circuit__t0__2,2.4920412305,-0.0300426162,0.2523122013
mazF_circuit__t2__2,0.9228237827,0.006538570400000001,0.9955430206
mazF_circuit__t4__2,1.7832510345,0.1821369663,0.3620642095
mazF_circuit__t6__2,-0.8035164609000001,2.3357189882,0.5909417755
mazF_circuit__t8__2,-2.1131529074,1.1449083287,0.7148164336
mazF_ribo__emptyvec_mrna_5m__1,0.0854260549,-0.0233554337,-0.1128586515
mazF_ribo__emptyvec_mrna_5m__2,-0.0854260549,0.0233554337,0.1128586515
mazF_ribo__mazF_mrna_5m__1,1.3521835656,1.9993610198,1.2586728475
mazF_ribo__mazF_mrna_5m__2,1.5169728277,1.914520563,0.9948792076
mazF_ribo__emptyvec_total_5m__1,0.2028948422,0.9934845721000001,-0.0199536033
mazF_ribo__emptyvec_total_5m__2,0.210838196,0.6573367665000001,-0.7705382572
mazF_ribo__mazF_total_60m__1,-1.2706084222,2.6141476078,-0.3993365486
mazF_ribo__mazF_total_60m__2,-0.4411750079,2.9171900339,0.08148189110000001
mercury__ctrl_t00__1,0.508503707,0.0167276611,0.3256042723
mercury__ctrl_t10__1,-0.4321816651,0.23439146090000001,0.8665246433
mercury__ctrl_t30__1,0.49867443710000003,0.7986443108,1.2342811584
mercury__ctrl_t60__1,0.20758792510000001,1.0785021106000001,1.5283743708
mercury__hg_t10__1,4.677973887,4.0220393225,1.5123095324
mercury__hg_t30__1,4.18924905,3.3252302391,1.3378704789
mercury__hg_t60__1,2.3483872556,2.4808701923,0.9387846132000001
mercury__pma_t10__1,6.605755413,2.365216398,1.0077656408
mercury__pma_t30__1,5.5388316125,2.9379589207,1.1987383001
mercury__pma_t60__1,-0.0062716084,0.7081254751,0.3627149518
mercury__ctrl_t00__2,0.0347028706,-0.058760459,-0.2267093963
mercury__ctrl_t10__2,-0.13883248650000002,0.19834549410000002,0.8778122091
mercury__ctrl_t30__2,0.324222603,0.8611406497,1.3380504892
mercury__ctrl_t60__2,0.8955885661,1.1989597057,1.5573383528
mercury__hg_t10__2,4.4741505156,3.7987888466,1.2665150001
mercury__hg_t30__2,3.680776555,3.0133356444,1.2935623696
mercury__hg_t60__2,0.4620316816,1.2087368476,0.0853067849
mercury__pma_t10__2,6.6663307337,2.5142945945,0.9712163675000001
mercury__pma_t30__2,6.3770540162,2.751653476,1.2813731363
mercury__pma_t60__2,-0.12110077570000001,0.7760961380000001,0.2530045264
mercury__ctrl_t00__3,-0.5432065776,0.0420327979,-0.098894876
mercury__ctrl_t10__3,-0.49989001720000004,0.20154841850000002,0.7379453546
mercury__ctrl_t30__3,0.3542915486,1.0716487496,1.2993381066
mercury__ctrl_t60__3,0.5554405686,1.0730701402,1.3548932564
mercury__hg_t10__3,4.1109503155,4.0985296042,1.6018142527
mercury__hg_t30__3,4.6440704156,3.7279896608,1.4049595778000001
mercury__hg_t60__3,1.7131641528000001,2.5742746512,0.3964584472
mercury__pma_t10__3,6.9560436849,2.2489571148,1.0516553849
mercury__pma_t30__3,5.3980700861,2.6109884214,0.9694377233
mercury__pma_t60__3,-0.4607033453,1.0445500784,0.5519114628
ml_abx__az_lolcde__1,0.30751570640000003,0.7414258737,0.1017912452
ml_abx__az_lolcde__2,-0.6483544976,0.44244808560000004,-0.021004003900000002
ml_abx__az_lolcde__3,1.8826827991,-0.16734226700000002,0.5392801884
ml_abx__b01__1,0.30413369830000003,0.0761673662,0.0696392468
ml_abx__b01__2,0.8620173284,0.07940630280000001,-0.06797499180000001
ml_abx__b01__3,0.39062790270000003,-0.2623317429,0.219220973
ml_abx__cro__1,-0.19232811,0.6800365943000001,-0.008634049000000001
ml_abx__cro__2,0.0983008214,0.3051503756,-0.016009828900000002
ml_abx__cro__3,-0.9351240767000001,-0.5205706744,-0.1835832363
ml_abx__chl__1,-0.2982586271,0.5460580487,-0.9377921879000001
ml_abx__chl__2,-0.4117858452,0.46979707190000003,-0.891088108
ml_abx__chl__3,-1.0476356332,0.5226931517,-1.0091717786
ml_abx__cip__1,-0.3845145781,0.4597622725,0.253713303
ml_abx__cip__2,0.12344231500000001,-0.17109371680000002,0.2733853114
ml_abx__cip__3,-1.3040836481,-1.1536154222000001,0.1601549251
ml_abx__clr__1,-2.6509791463,0.3821109655,-0.4176671226
ml_abx__clr__2,-0.8726730084000001,-0.2284171056,-0.6954285021000001
ml_abx__clr__3,-1.3134986204,-0.4381529605,-0.5446657234
ml_abx__cst__1,-0.2387805412,0.8320789889,0.0018716414
ml_abx__cst__2,0.5572261820000001,0.4556589549,-0.013623656100000001
ml_abx__cst__3,-0.3402028232,0.0845103662,0.07970821110000001
ml_abx__ctrl__1,-0.20323286670000001,0.0038748082,0.0137992432
ml_abx__ctrl__2,-0.25314335390000003,-0.047731218400000004,0.016291142300000002
ml_abx__ctrl__3,0.6665933466,0.8193951189,0.0335564186
ml_abx__ctrl__4,0.7725422988,0.3686274869,0.1731672344
ml_abx__ctrl__5,-0.5066263659,-0.5165617471,-0.2229206064
ml_abx__ctrl__6,-0.4761330589,-0.6276044485000001,-0.013893432
ml_abx__dox__1,-1.5945407345,0.7957489944,-1.1541963827
ml_abx__dox__2,-1.3789795651,0.6529077595,-1.3106418474
ml_abx__dox__3,-1.481177475,0.5474232312,-0.9411115497
ml_abx__glob__1,-0.25727745290000004,1.0550778806,0.029281787400000002
ml_abx__glob__2,-0.0105165983,0.4380364769,0.0600423161
ml_abx__glob__3,-1.6112891331,-0.35167810200000005,-0.0789158247
ml_abx__lvx__1,-0.0462939932,0.11981057960000001,0.4404122178
ml_abx__lvx__2,0.42913250270000003,0.1681642676,0.4206841571
ml_abx__lvx__3,-0.9499039217,-0.9852943180000001,0.0383650225
ml_abx__mec__1,-1.0595246585,0.7091727239000001,0.06673729070000001
ml_abx__mec__2,-0.35166979660000003,0.2091518474,0.10234527930000001
ml_abx__mec__3,-0.8419248306,-0.5949077627,0.0034411079
ml_abx__mem__1,0.3193048203,0.2097803208,-0.1124337797
ml_abx__mem__2,0.24230156930000002,0.22875665280000002,0.23231448600000001
ml_abx__mem__3,-0.8515472039,-0.3562323723,-0.0175310822
ml_abx__nit__1,-0.1034048726,1.4695196444,-0.7573670158
ml_abx__nit__2,0.943261698,1.7864074051,0.028983673800000002
ml_abx__nit__3,-0.1008138002,1.0721206756,-0.2871341776
ml_abx__ntx__1,3.8310172381000003,3.91327128,-0.6928974686
ml_abx__ntx__2,4.0230697428,5.2048161129,-0.0025558357
ml_abx__nor__1,-0.5561749909,0.355279948,0.5156472922
ml_abx__nor__2,0.4120235955,-0.1072708992,0.4596523054
ml_abx__nor__3,-1.0017328533,-1.2956027486,0.1803832443
ml_abx__pb__1,0.8194241932,0.4690488009,0.07283301810000001
ml_abx__pb__2,1.6790074582,0.5983809527,0.14409652650000002
ml_abx__pb__3,0.721446326,0.9218249352000001,-0.08172125670000001
ml_abx__tmp__1,-0.1305135758,0.3323675506,0.1322508434
ml_abx__tmp__2,-1.7051255942,0.6118188868000001,0.3200862104
ml_abx__tmp__3,-2.0423524317,0.7095034924,-0.026926351100000002
mut_abx__del_mutS_000nor__1,-0.8699711216,-0.23098043410000002,-0.0720709333
mut_abx__del_mutS_000nor__2,0.8908394309000001,0.1965862847,-0.1585032241
mut_abx__del_mutS_000nor__3,-0.020868309300000002,0.034394149400000004,0.2305741574
mut_abx__del_mutS_125nor__1,0.33765208,0.4276521199,0.1585066117
mut_abx__del_mutS_125nor__2,0.0861328056,0.14699345390000002,0.0453193785
mut_abx__del_mutS_125nor__3,-0.8888389641000001,0.2415337458,0.2635627054
mut_abx__del_mutS_250nor__1,-1.1765697437,0.37983680070000003,0.30212532410000004
mut_abx__del_mutS_250nor__2,-0.1992267872,0.1875664114,0.6530095391
mut_abx__del_mutS_250nor__3,-0.7726271735,0.4641373372,0.1522583663
mut_abx__del_mutS_375nor__1,-2.2484620504,0.2437747318,0.5783849552
mut_abx__del_mutS_375nor__2,-1.2034954936,0.23383225100000002,0.5186467675
mut_abx__del_mutS_375nor__3,-2.2598213927,0.1303229133,0.5129634852
mut_abx__del_mutS_500nor__1,-3.1018373564,-0.0035967308,0.8939122570000001
mut_abx__del_mutS_500nor__2,-2.9160740725,0.0062132114,0.8286047281000001
mut_abx__del_mutS_500nor__3,-2.299833259,-0.0196288784,0.8594529571
mut_abx__del_mutS_625nor__1,-1.6165921757000001,-0.3546103376,1.0451932588
mut_abx__del_mutS_625nor__2,-2.7844876311,-0.1481213738,0.8892661758
mut_abx__del_mutS_625nor__3,-3.494500116,0.0410671794,0.6434200284
mut_abx__del_mutS_750nor__1,-3.3652650347,0.19702681930000002,0.9629733638
mut_abx__del_mutS_750nor__2,-4.146976539,0.2284157751,0.9247285043000001
mut_abx__del_mutS_750nor__3,-2.7915681299,0.3070843885,0.6771254606
mut_abx__del_mutS_875nor__1,-3.6297498924,-0.2887565164,0.6941676144000001
mut_abx__del_mutS_875nor__2,-3.2530080744,-0.2666809322,0.8747387953
mut_abx__del_mutS_875nor__3,-3.9801108498,-0.1341416387,0.6930972749000001
nit_yeaG__wt_Nminus__1,-0.7315007777,-0.24770322290000002,0.2137152514
nit_yeaG__wt_Nminus__2,0.7315007777,0.24770322290000002,-0.2137152514
nit_yeaG__wt_Nplus__1,-0.0802986359,-2.4266090685,-2.4140563342
nit_yeaG__wt_Nplus__2,-0.9252483053,-3.2229132031,-1.8461388093000002
nit_yeaG__del_yeaG_Nminus_24h__1,0.1721002577,-1.9793092069,-4.120676179
nit_yeaG__del_yeaG_Nminus_24h__2,-0.3686946155,-0.9906325429,-1.2563346624
nit_yeaG__del_yeaG_Nminus_24h__3,-1.6514971722,-1.1529310174,-0.4337101816
nit_yeaG__del_yeaG_Nminus__1,-0.9815707774,-0.1774953455,0.15441062690000001
nit_yeaG__del_yeaG_Nminus__2,0.1613269688,0.1565200155,-0.1651574606
nit_yeaG__del_yeaG_Nplus__1,-0.2471672387,-2.4569938995,-2.3309613499
nit_yeaG__del_yeaG_Nplus__2,-1.4874377531,-3.2898919637,-2.3483443886
opex__amp__1,-0.6338758952,0.5105301724,-0.28687151990000004
opex__amp__2,0.247682847,0.0078591795,-0.28773827150000003
opex__amp__3,-0.44191136400000003,0.217841629,-0.9477436699
opex__bak_amp__1,0.9844289301,0.35971408790000003,-0.6645287698
opex__bak_amp__2,-2.1080672742,0.0418831818,-0.5902720782
opex__bak_amp__3,-2.0752790151,-0.0278878341,-1.0627569597
opex__bak_kan__1,-3.0172466872,0.2496852428,-0.7457088031
opex__bak_kan__2,-0.1299588633,0.3458497855,-0.6811387054
opex__bak_kan__3,-1.1962971244,0.0800862043,-0.6096682095
opex__bak_nor__1,-0.9088639381,0.0907930617,-0.4965406198
opex__bak_nor__2,-0.5510992827,-0.0360257222,-0.7759703363
opex__bak_nor__3,-0.7987323797,0.020875924100000002,-0.3918776907
opex__bak_rif__1,0.0248345643,0.4430319533,-0.9263927411
opex__bak_rif__2,-1.1690738434,0.3525366581,-0.4401025203
opex__bak_rif__3,1.1955472562,0.8437667682000001,-1.0329222487
opex__chx_amp__1,-0.4293792744,0.1625724755,-0.2508361753
opex__chx_amp__2,-0.7155443256,0.3576109068,-0.177445443
opex__chx_amp__3,-0.15724067660000002,0.37003281530000004,-0.2092056668
opex__chx_kan__1,-0.3068065951,0.396276326,-0.4733769471
opex__chx_kan__2,-0.7655869218,0.5321319747000001,-0.27674293510000003
opex__chx_kan__3,-0.6969813884,0.3260592639,-0.12323966100000001
opex__chx_nor__1,-0.8093619299,0.43136058790000004,-0.4987564497
opex__chx_nor__2,-0.6884194984,0.0436802763,-0.1959366512
opex__chx_nor__3,0.01540185,0.1566794487,-0.5069398711
opex__chx_rif__1,-0.9617831208000001,0.6191908062,-0.21416316940000002
opex__chx_rif__2,-0.8273563176000001,0.33493251760000003,-0.0948337191
opex__chx_rif__3,-0.1825965161,0.8504838091,-0.11560393890000001
opex__ctrl__1,0.023405291800000002,-0.1680537789,0.051250647100000005
opex__ctrl__2,-0.08486228500000001,-0.06849986200000001,-0.1334048445
opex__ctrl__3,0.061456993200000004,0.2365536409,0.0821541974
opex__etoh_amp__1,-0.36561293,0.9899399594,0.0456759975
opex__etoh_amp__2,-0.08339422390000001,0.6100158372000001,-0.24118435370000002
opex__etoh_amp__3,0.0944562857,1.0920521921,-0.35764933530000004
opex__etoh_kan__1,-0.2423347295,0.7925879266,-0.11656410930000001
opex__etoh_kan__2,-0.3720640658,0.9313761809000001,-0.4072476855
opex__etoh_kan__3,0.5509582721,1.118297119,-0.2597442862
opex__etoh_nor__1,0.0574743891,0.7500681507,-0.2302922758
opex__etoh_nor__2,-0.3125952783,0.9718702064,-0.2964139783
opex__etoh_nor__3,-0.1981203299,0.9230517465,-0.39979761620000004
opex__etoh_rif__1,-0.1025647955,1.0327504499,-0.4588104302
opex__etoh_rif__2,-0.22967950450000002,0.7276892136,-0.24386114820000002
opex__etoh_rif__3,-0.1951225284,0.7994623147000001,-0.49898137080000005
opex__glual_amp__1,-0.37041016730000004,0.1352426941,-0.3772330299
opex__glual_amp__2,-0.2239399047,0.29836186070000004,-0.3572139212
opex__glual_amp__3,0.5682898093000001,0.4018408772,-0.1578804479
opex__glual_kan__1,-0.21072259810000002,0.38544371450000003,-0.3814163115
opex__glual_kan__2,-0.10734243730000001,0.8142876431,-0.18791126090000002
opex__glual_kan__3,-0.5572387997,0.6535772006,-0.0266089213
opex__glual_nor__1,0.505318956,0.4776671934,-0.34956305200000004
opex__glual_nor__2,-0.0694518461,0.5292826336,-0.2619574069
opex__glual_nor__3,-0.0235866785,0.5643442972,-0.5423864804
opex__glual_rif__1,-0.42549757650000003,0.9133763284,-0.19799509510000002
opex__glual_rif__2,-0.5353360241,0.9529932658,-0.3390605915
opex__glual_rif__3,-0.503846307,0.9207134140000001,-0.4778305427
opex__h2o2_amp__1,1.0216820729,0.1262973754,-0.9906889714
opex__h2o2_amp__2,1.0791051862,0.4176052086,-1.5095217023
opex__h2o2_amp__3,0.7064641524,0.338498519,-0.9128867653
opex__h2o2_kan__1,0.0386966616,0.6943730503000001,-0.8781082151
opex__h2o2_kan__2,-0.082671202,0.7358359459,-0.7519802488
opex__h2o2_kan__3,-0.2370420821,0.7928683510000001,-0.87937239
opex__h2o2_nor__1,1.24823708,0.6683600845000001,-1.2406173463
opex__h2o2_nor__2,0.7382383445,0.3286867706,-0.8603497382
opex__h2o2_nor__3,0.21978228330000002,0.5771026885,-0.7750562907
opex__h2o2_rif__1,-0.277143872,2.9287156860000003,-0.9949853753000001
opex__h2o2_rif__2,-0.2648766115,2.8962841863,-0.7420260407
opex__h2o2_rif__3,-0.2697120737,2.6898079833,-0.35613115640000004
opex__ippoh_amp__1,-5.8319168316,1.0015103011,-0.2355931
opex__ippoh_amp__2,-6.1206712986,1.105998459,-0.5893917594
opex__ippoh_amp__3,-3.0721369247,1.07240847,-0.0133709133
opex__ippoh_kan__1,-4.5597426072000005,1.4277174227,-0.6636683783
opex__ippoh_kan__2,-4.5875084479,1.4246991952,-0.07596124800000001
opex__ippoh_kan__3,-5.2781953218,1.1753364889,-0.0649120129
opex__ippoh_nor__1,-5.757903043,0.8096688143,-0.0220375791
opex__ippoh_nor__2,-4.6455590634,0.7100289454000001,-0.29678727600000004
opex__ippoh_nor__3,-4.8404066982,1.0727150679,-0.3103428915
opex__ippoh_rif__1,-2.9399166915,0.961639679,-0.29097263090000003
opex__ippoh_rif__2,-3.5227778618,1.0469897892,-0.8284967269
opex__ippoh_rif__3,-4.9906663416,0.7859525094,-0.3601764874
opex__kan__1,-0.24906897860000002,0.4182008098,0.0032220283
opex__kan__2,-0.6681101161,0.6546746416,-0.0383951985
opex__kan__3,-0.2732599053,0.5710691514,0.005085652600000001
opex__nor__1,0.0227959891,-0.17046626410000001,0.2840489654
opex__nor__2,-0.27277743400000004,0.2993191605,0.2615931361
opex__nor__3,0.0310394802,0.4299230227,0.09513000370000001
opex__paa_amp__1,0.1786464599,0.35250275340000004,-0.2789627582
opex__paa_amp__2,-0.3613926132,0.1608764634,-0.49066212010000004
opex__paa_amp__3,0.3838930795,0.23515514210000002,-0.5975147819000001
opex__paa_kan__1,-0.960185791,0.9416063454,-0.5751276104
opex__paa_kan__2,-0.8032550593000001,0.6663930941,-0.7987245536
opex__paa_kan__3,-0.20200202690000002,0.9921266616000001,-0.2191877445
opex__paa_nor__1,-0.2008465848,0.078940721,0.014398394
opex__paa_nor__2,-0.3996790269,0.17344082100000002,-0.23997836690000002
opex__paa_nor__3,-0.9397782437000001,0.26642737850000003,-0.3957688064
opex__paa_rif__1,-0.2641900595,1.1499265922,-0.6991618421
opex__paa_rif__2,-0.7321617052,1.0919113442,-0.7917881974000001
opex__paa_rif__3,0.25278913140000003,1.4698078433,-0.6303908156
opex__phenol_amp__1,0.199642959,-0.1463906205,-0.3045343689
opex__phenol_amp__2,-0.19562819050000002,0.1889856983,-0.47267430600000004
opex__phenol_amp__3,-0.3689480126,0.234604362,-0.8736540570000001
opex__phenol_kan__1,-1.0208800676,0.6281290918,-0.9634342484
opex__phenol_kan__2,-1.4481122073,0.3749733348,-0.7383162077000001
opex__phenol_kan__3,-0.1790444548,0.5361552459,-0.3952662194
opex__phenol_nor__1,-1.189568483,-0.0109737796,-0.9684947995000001
opex__phenol_nor__2,0.15600364660000002,0.1325728085,-0.7798503557
opex__phenol_nor__3,-3.9169885631,0.22777667740000002,-0.3117981396
opex__phenol_rif__1,-0.3232348849,2.0770797829,-1.1457537313
opex__phenol_rif__2,-1.0658245015,1.3538291681999999,-1.3699805818
opex__phenol_rif__3,-2.2028438788,1.2477931058,-0.8871539594000001
opex__pvpi_amp__1,-0.4514891165,0.2573640373,-0.7095335411
opex__pvpi_amp__2,0.40035773210000003,0.0915925786,-0.3379055415
opex__pvpi_amp__3,0.4596542563,0.2239014206,-0.1533547483
opex__pvpi_kan__1,-0.289096803,0.6805570661,-0.3435041103
opex__pvpi_kan__2,-0.3185456103,0.7647761615,-0.1910414963
opex__pvpi_kan__3,-0.3685226493,0.46036801390000004,-0.0796838084
opex__pvpi_nor__1,0.8223397966,0.3359703328,-0.1602506923
opex__pvpi_nor__2,0.9754115773,0.36197860730000003,-0.1491871959
opex__pvpi_nor__3,0.7201295239000001,0.3391536517,-0.1712722862
opex__pvpi_rif__1,-0.0464336557,1.5891752189,-1.0049456639
opex__pvpi_rif__2,-0.011785170900000001,1.7867211002999999,-0.5770811066
opex__pvpi_rif__3,-0.7676250659,1.7513533219,-0.7355293191000001
opex__rif__1,-1.0138332145,1.3208537839,-0.8025973814
opex__rif__2,-0.9127157055,1.3542623122,-0.6477720079
opex__rif__3,-0.47661257160000003,2.1479404516,-0.5514414648
opex__naocl_amp__1,-4.306703702,0.41876173920000004,0.2340965218
opex__naocl_amp__2,0.1864081732,0.4421016326,0.1718368414
opex__naocl_amp__3,-0.7793959707,0.5300023756,-0.1467939272
