,A,MalT
ml_abx__mec__3,0.4264809881,-0.5364245856000001
ml_abx__mem__1,0.1538826243,0.8004326148
ml_abx__mem__2,1.8012313296,-0.1859860281
ml_abx__mem__3,-3.7072934658000003,-0.9879613252
ml_abx__nit__1,-11.126175792,-3.5899445244
ml_abx__nit__2,-10.6165606803,-3.9568258008
ml_abx__nit__3,-11.3135628333,-4.6427463333
ml_abx__ntx__1,-5.2655083562,1.0621230479
ml_abx__ntx__2,-4.6692236819,1.1677557122
ml_abx__nor__1,-0.8186560247,-0.5473242824
ml_abx__nor__2,-0.3724802607,-0.0508575496
ml_abx__nor__3,-7.9244606624,-1.9239971691000002
ml_abx__pb__1,-0.1981559713,0.0686140555
ml_abx__pb__2,0.6190563811,0.3418085562
ml_abx__pb__3,1.3900632545,0.255532037
ml_abx__tmp__1,4.2686130798,-0.4831423952
ml_abx__tmp__2,-8.3296217481,-2.254918027
ml_abx__tmp__3,-10.9755346625,-3.0047490161
mut_abx__del_mutS_000nor__1,0.6894131683,0.018543495400000002
mut_abx__del_mutS_000nor__2,-1.1216520498,-0.3387485193
mut_abx__del_mutS_000nor__3,0.4322388815,0.3202050239
mut_abx__del_mutS_125nor__1,0.1248566904,-0.09891505290000001
mut_abx__del_mutS_125nor__2,-0.6256757575,-0.30976640980000003
mut_abx__del_mutS_125nor__3,-0.352013852,-0.1877007713
mut_abx__del_mutS_250nor__1,0.2659484077,-0.050509640700000004
mut_abx__del_mutS_250nor__2,0.254886282,0.0159331893
mut_abx__del_mutS_250nor__3,-0.2504475795,-0.3970752977
mut_abx__del_mutS_375nor__1,-0.01001529,0.1595318186
mut_abx__del_mutS_375nor__2,-0.5091530479,0.34415201430000003
mut_abx__del_mutS_375nor__3,0.1037538209,0.44975664470000004
mut_abx__del_mutS_500nor__1,0.9541416235,1.1336232324
mut_abx__del_mutS_500nor__2,1.1121020553,0.9808897401000001
mut_abx__del_mutS_500nor__3,1.7448657965,1.1589955127
mut_abx__del_mutS_625nor__1,2.1708841185,1.6375805068
mut_abx__del_mutS_625nor__2,2.2117362482,1.5231681394
mut_abx__del_mutS_625nor__3,2.0971367555000002,1.5817655684
mut_abx__del_mutS_750nor__1,2.0236265538,1.668021665
mut_abx__del_mutS_750nor__2,2.3339766734,1.4683267467
mut_abx__del_mutS_750nor__3,1.0384254275,1.4962100763000001
mut_abx__del_mutS_875nor__1,4.3061491938,1.1344192009
mut_abx__del_mutS_875nor__2,3.1886557107,1.8046972034
mut_abx__del_mutS_875nor__3,2.5556604113,1.7322575085
nit_yeaG__wt_Nminus__1,0.6577179635,-0.26480383760000004
nit_yeaG__wt_Nminus__2,-0.6577179635,0.26480383760000004
nit_yeaG__wt_Nplus__1,7.3494440149999996,1.1323851828
nit_yeaG__wt_Nplus__2,6.7064725155,1.5502714735
nit_yeaG__del_yeaG_Nminus_24h__1,1.4812629126,-2.336568059
nit_yeaG__del_yeaG_Nminus_24h__2,-1.1772196541,-1.1245741121
nit_yeaG__del_yeaG_Nminus_24h__3,0.296332321,-1.4943098683
nit_yeaG__del_yeaG_Nminus__1,-0.0418835999,0.046431834500000005
nit_yeaG__del_yeaG_Nminus__2,-0.7453427267,0.1477006941
nit_yeaG__del_yeaG_Nplus__1,8.3017370434,1.3263651311
nit_yeaG__del_yeaG_Nplus__2,7.0753067869,1.3385673363000001
opex__amp__1,1.5525928076,0.035182284
opex__amp__2,0.4881869178,0.1192920928
opex__amp__3,-0.3814904404,-0.0675395406
opex__bak_amp__1,0.1768488936,-0.6515501387
opex__bak_amp__2,2.9062342214,0.0050602639000000005
opex__bak_amp__3,3.8421840852,0.2584761014
opex__bak_kan__1,2.7853763112000003,0.13814330800000002
opex__bak_kan__2,-0.1253085251,-0.5962549221
opex__bak_kan__3,3.2252719137,0.4069261569
opex__bak_nor__1,2.2674254861,-0.0602698328
opex__bak_nor__2,0.8814807996,-0.2199982056
opex__bak_nor__3,4.8824631831000005,0.5820562634
opex__bak_rif__1,-0.7181453999999999,-0.8048377816000001
opex__bak_rif__2,0.9450434137,-0.4506562841
opex__bak_rif__3,-0.3865963184,-0.8536975003
opex__chx_amp__1,-1.6788903526999999,-0.2045036629
opex__chx_amp__2,1.3219213251,-0.2981387976
opex__chx_amp__3,-0.3554328976,-0.16629898270000001
opex__chx_kan__1,0.2384606728,-0.5484800767
opex__chx_kan__2,-0.6164410825000001,-0.4112821593
opex__chx_kan__3,-0.6337474323,-0.4439532499
opex__chx_nor__1,-0.1680073344,-0.2638795632
opex__chx_nor__2,0.2944880791,-0.3484116993
opex__chx_nor__3,-0.4664033166,-0.5087236888000001
opex__chx_rif__1,-0.8684429554,-0.3120098972
opex__chx_rif__2,-0.43872321540000003,-0.2004037449
opex__chx_rif__3,-0.3963627779,-0.4577468161
opex__ctrl__1,-0.2144811905,0.1102274089
opex__ctrl__2,-0.8318783281000001,-0.1974501459
opex__ctrl__3,1.0463595186,0.08722273700000001
opex__etoh_amp__1,2.7644030856,1.1477844822
opex__etoh_amp__2,3.1479764115,1.6452598389
opex__etoh_amp__3,0.7005069769000001,0.8924547987
opex__etoh_kan__1,4.572354199,1.6135378769000002
opex__etoh_kan__2,2.683339213,1.1195862876
opex__etoh_kan__3,2.5994882015,1.3138136262
opex__etoh_nor__1,2.788391556,1.4643174118
opex__etoh_nor__2,1.8744968214000002,0.9485531522
opex__etoh_nor__3,2.123712396,0.6180235352
opex__etoh_rif__1,-0.1742937374,0.44858414480000003
opex__etoh_rif__2,4.1425873388,1.1975838155
opex__etoh_rif__3,1.3560627399,0.3760160756
opex__glual_amp__1,-0.6231660621,-0.3974629357
opex__glual_amp__2,0.9795156047,-0.44192756860000004
opex__glual_amp__3,-0.3705916234,-0.32449921940000004
opex__glual_kan__1,-1.1131096183,-0.5037560978
opex__glual_kan__2,-0.8485087509,-0.4188859459
opex__glual_kan__3,-0.1421202783,-0.41636331
opex__glual_nor__1,0.2735197091,-0.4535028795
opex__glual_nor__2,-0.0131124237,-0.4482579473
opex__glual_nor__3,-1.3351255553999999,-0.5476385232000001
opex__glual_rif__1,-0.11738944350000001,-1.0951214232
opex__glual_rif__2,-0.1119157446,-0.9203382520000001
opex__glual_rif__3,0.3596347212,-0.8846194126
opex__h2o2_amp__1,0.5591436744,-0.6652803042000001
opex__h2o2_amp__2,0.4967949601,-0.5928528447
opex__h2o2_amp__3,-0.8616725591000001,-0.8299943122000001
opex__h2o2_kan__1,0.04251455,-0.6384246524
opex__h2o2_kan__2,1.1045444086,-0.7080148352000001
opex__h2o2_kan__3,2.3962685425,-0.6689919177
opex__h2o2_nor__1,1.058594241,-0.7785026752
opex__h2o2_nor__2,0.6547288667000001,-0.8065668434000001
opex__h2o2_nor__3,2.9442412091000003,-0.7205126952
opex__h2o2_rif__1,0.42853177140000004,-1.9607186059
opex__h2o2_rif__2,2.6725869756,-1.8236980255000002
opex__h2o2_rif__3,1.3330035603,-1.4558716651
opex__ippoh_amp__1,7.5922020737,2.3471814474
opex__ippoh_amp__2,8.5604243045,2.646303025
opex__ippoh_amp__3,8.2056772452,2.6340289714000003
opex__ippoh_kan__1,9.5135585712,2.73837398
opex__ippoh_kan__2,10.8314989857,2.8792945992
opex__ippoh_kan__3,8.197642221,2.4401037826
opex__ippoh_nor__1,10.5988290068,2.8056461702
opex__ippoh_nor__2,10.4993141989,2.8525241263
opex__ippoh_nor__3,7.6235743994,2.5418602109
opex__ippoh_rif__1,6.4108421296,1.6146359076999999
opex__ippoh_rif__2,7.9778058416,1.789665061
opex__ippoh_rif__3,8.435377719,1.8774994715000002
opex__kan__1,0.1187140191,-0.1702703201
opex__kan__2,0.49946676160000003,-0.033922613500000004
opex__kan__3,0.5314291235,0.13183371970000002
opex__nor__1,0.33768362290000004,-0.0679671795
opex__nor__2,1.3681711766,-0.059093420300000005
opex__nor__3,0.8264870471,0.0416576589
opex__paa_amp__1,-0.18558393410000001,-0.465936408
opex__paa_amp__2,0.1600561088,-0.30003347950000003
opex__paa_amp__3,-0.45989564260000004,-0.2435316927
opex__paa_kan__1,-0.6832945293,-0.9800902014
opex__paa_kan__2,-0.4056855992,-0.8996324074000001
opex__paa_kan__3,-0.7371223863,-1.0987507783
opex__paa_nor__1,0.0359605028,-0.3785999993
opex__paa_nor__2,-0.6751056554,-0.4276544868
opex__paa_nor__3,0.3017652158,-0.1512511375
opex__paa_rif__1,-0.6150378075,-1.0012287943
opex__paa_rif__2,-0.3261629736,-0.9916108591
opex__paa_rif__3,-1.3027111194,-1.1275621761
opex__phenol_amp__1,1.8499413383,0.6254911384
opex__phenol_amp__2,1.9486791255,0.008549293500000001
opex__phenol_amp__3,1.4128262994,0.3767788684
opex__phenol_kan__1,-0.3285365135,0.0063674154000000005
opex__phenol_kan__2,0.1599983455,-0.2536010524
opex__phenol_kan__3,0.5437431424,0.20530953200000002
opex__phenol_nor__1,3.1574199309,0.8344580583000001
opex__phenol_nor__2,1.3093288116,0.2930308602
opex__phenol_nor__3,4.2109602432,0.7058179641
opex__phenol_rif__1,-0.5640016121,-1.2125561945
opex__phenol_rif__2,0.44645709780000004,-0.5915570745000001
opex__phenol_rif__3,-0.9568727568000001,-0.7867714966
opex__pvpi_amp__1,0.0280928096,-0.20255571600000002
opex__pvpi_amp__2,-0.6808381342000001,-0.2719988363
opex__pvpi_amp__3,0.8961666676000001,-0.1636317091
opex__pvpi_kan__1,1.1244994942,-0.0654897957
opex__pvpi_kan__2,0.1243283416,-0.1919590864
opex__pvpi_kan__3,0.8673487886000001,-0.037783576
opex__pvpi_nor__1,0.541888695,-0.3129209617
opex__pvpi_nor__2,0.2947140922,-0.103301483
opex__pvpi_nor__3,0.06342360300000001,-0.1799585562
opex__pvpi_rif__1,-0.5045789540000001,-1.0770193139
opex__pvpi_rif__2,0.1697205222,-1.3365017036
opex__pvpi_rif__3,-0.5742789388,-1.0066925757
opex__rif__1,1.2203469511,-1.3282187833
opex__rif__2,1.4028919658,-0.8653957644
opex__rif__3,0.267021265,-1.3069315505999999
opex__naocl_amp__1,2.2599662845,0.7743889251
opex__naocl_amp__2,1.3516797374,0.4036553527
opex__naocl_amp__3,0.7712604431000001,0.4907725484
opex__naocl_kan__1,0.9815144664000001,0.2413951335
opex__naocl_kan__2,0.8627994675,0.4296342849
opex__naocl_kan__3,0.070734612,0.34161588260000003
opex__naocl_nor__1,1.256075401,0.3403935907
opex__naocl_nor__2,1.3303416507999999,0.4759439171
opex__naocl_nor__3,1.1012002972,0.22911123190000002
opex__naocl_rif__1,0.1090955237,-0.9422894334
opex__naocl_rif__2,0.8129100476000001,-0.7092788576
opex__naocl_rif__3,-0.2192794885,-0.9671452423
phage_lysogen__wt_ctrl__1,-0.4963810589,-0.27160783450000003
phage_lysogen__wt_ctrl__2,-0.0580661311,-0.2121090736
phage_lysogen__wt_ctrl__3,0.55444719,0.4837169082
phage_lysogen__O104_H4__1,-3.5656399075,-1.3642349617
phage_lysogen__O104_H4__2,-2.7859984816,-0.1928701061
phage_lysogen__O104_H4__3,-3.2218008242,0.923800637
phage_lysogen__O157_H7_PA8__1,-2.9117189102000003,-1.2930481804
phage_lysogen__O157_H7_PA8__2,-3.7708437979,0.4286439996
phage_lysogen__O157_H7_PA8__3,-2.8971073156,1.3368580321999999
phage_resist__ygbE_oe__1,-4.241410519,-0.1080965785
phage_resist__wt__1,-12.9856981204,-2.6356848863
phage_resist__wt__2,3.473125906,0.8618920198000001
phage_resist__wt__3,4.5006776353,0.9034810437
phage_resist__wt__4,5.0118945791,0.8703118228000001
phage_resist__ygbE_oe__2,3.3948203805,0.8189924337000001
phage_resist__ygbE_oe__3,5.4981493155,0.8729287906000001
phage_resist__ygbE_oe__4,6.15267961,0.5360164254
phage_resist__yahA_oe__1,-0.5185849933,-0.2223585488
phage_resist__yahA_oe__2,0.22522042750000001,-0.32911084630000004
phage_resist__yahA_oe__3,0.10837645080000001,-0.3851218261
phage_resist__yrfF_ko__1,0.7882486146000001,1.0281743555
phage_resist__yrfF_ko__2,2.4723705407,1.2892257107
phage_resist__yrfF_ko__3,0.9898716031,0.8421116126
pollution__wt_ctrl__1,0.0125457506,0.2305550022
pollution__wt_ctrl__2,0.5281148112,0.0104445244
pollution__wt_ctrl__3,-0.5406605618,-0.2409995266
pollution__wt_urban__1,-2.6063507142,-0.0586488646
pollution__wt_urban__2,-3.0712798572,-0.20645419980000002
pollution__wt_urban__3,-4.1129473488,-0.5577725768
pollution__wt_diesel__1,-1.5566160573999999,-0.6787759525
pollution__wt_diesel__2,-1.3633826613,-0.13908617040000001
pollution__wt_diesel__3,-0.8902442319,-0.1014767899
pollution__evo_diesel__1,1.9775634729,-0.6915112389
pollution__evo_diesel__2,12.8277140181,0.5080173840000001
pollution__evo_diesel__3,11.267028852,0.7875320472
ppGpp__wt_relAtrunc_00m__1,2.1826524496,0.16487824
ppGpp__wt_relAtrunc_00m__2,1.7991313161,0.30222349200000004
ppGpp__mut_delrelA_10m__1,-2.2960221243,-1.3468637305
ppGpp__mut_delrelA_05m__1,-2.4830037753,-1.3980397884
ppGpp__mut_delrelA_10m__2,-2.6126764238,-1.6923768862
ppGpp__mut_delrelA_10m__3,-2.10034988,-1.4807520975
ppGpp__mut_delrelA_00m__1,-2.4836795658,-1.1819136456
ppGpp__mut_delrelA_00m__2,-2.5120206867,-1.3209099247
ppGpp__mut_delrelA_05m__2,-2.5247212401,-1.317603749
ppGpp__mut_delrelA_05m__3,-2.5024124758,-1.3071994104
ppGpp__mut_delrelA_00m__3,-2.4854127816,-1.2322776953
ppGpp__wt_delrelA_10m__1,-0.31904221600000005,-0.436742738
ppGpp__wt_delrelA_05m__1,-0.1583323989,-0.2884286451
ppGpp__wt_delrelA_05m__2,-0.1222592881,-0.22739124700000002
ppGpp__wt_delrelA_10m__2,0.11669257100000001,-0.3484018243
ppGpp__wt_delrelA_10m__3,0.3486184539,-0.36906533810000003
ppGpp__wt_delrelA_00m__1,-0.1226357244,0.0226023875
ppGpp__wt_delrelA_00m__2,-0.0817814832,0.0014164594
ppGpp__wt_delrelA_05m__3,0.1544661649,-0.10808561700000001
ppGpp__wt_delrelA_00m__3,0.2044172076,-0.0240188469
ppGpp__mut_relAtrunc_10m__1,-2.6438567382000002,-1.2025560741
ppGpp__mut_relAtrunc_05m__1,-2.5756159354,-1.3130527329000001
ppGpp__mut_relAtrunc_05m__2,-2.2087521113,-1.2310042616
ppGpp__wt_relAtrunc_10m__1,1.1609804648,0.2156370102
ppGpp__wt_relAtrunc_10m__2,0.7058320041,0.1381404763
ppGpp__wt_relAtrunc_10m__3,0.6189978513000001,0.0629133336
ppGpp__mut_relAtrunc_00m__1,-2.729946945,-0.9996028489000001
ppGpp__wt_relAtrunc_00m__3,1.2857913672999999,0.1330787634
ppGpp__wt_relAtrunc_05m__1,1.6366702381,0.0275404703
ppGpp__wt_relAtrunc_05m__2,1.689629003,-0.0164499823
ppGpp__wt_relAtrunc_05m__3,0.7279316601,-0.0313794084
ppGpp__mut_relAtrunc_00m__2,-2.0252212615,-1.2094615549
ppGpp__mut_relAtrunc_00m__3,-2.1604707033,-1.2766772225
ppGpp__mut_relAtrunc_10m__2,-2.2219223091,-1.519607256
ppGpp__mut_relAtrunc_05m__3,-1.9274632685,-1.1035580629
ppGpp__mut_relAtrunc_10m__3,-2.2999641484,-1.1911681877
pressure__high_pressure__1,-2.346508627,-0.7831031216000001
pressure__high_pressure__2,-1.958224548,-0.8929225288
pressure__low_pressure__1,-0.2033639736,0.058517215000000004
pressure__low_pressure__2,0.2033639736,-0.058517215000000004
quantum_dots__ctrl__1,0.12380904270000001,-0.0917617778
quantum_dots__ctrl__2,-0.12380904270000001,0.0917617778
quantum_dots__cdte_light__1,-0.9868692207,0.016026414000000003
quantum_dots__cdte_light__2,-0.762818282,0.3143362209
quantum_dots__cdte_dark__1,-0.4248726707,-0.3216644401
quantum_dots__cdte_dark__2,-0.873738922,-0.40684453460000003
quantum_dots__cdse_light__1,-0.15653007500000002,-0.3138703258
quantum_dots__cdse_light__2,-0.6828621754,-0.2276045248
quantum_dots__cdse_dark__1,-0.2260239771,-0.15555537190000002
quantum_dots__cdse_dark__2,-1.0234756427,-0.001812203
raman__wt__1,0.2061252388,-0.6582114655
raman__del_cyaA__1,-8.8658502419,-2.5751927699
raman__del_cyaA_01mM__1,-13.3566408999,-2.9054158443
raman__del_cyaA_05mM__1,-12.2912604801,-1.9063592035
raman__del_cyaA_1mM__1,-7.7635436836,-1.5153801043000001
raman__wt__2,-0.5719688181,-0.042988268
raman__del_cyaA__2,-13.2327094439,-3.2552271732999998
raman__del_cyaA_01mM__2,-13.2920925788,-2.9990888896000003
raman__del_cyaA_05mM__2,-12.3250385672,-2.1925526252
raman__del_cyaA_1mM__2,-8.1326358418,-2.0333133924
raman__wt__3,0.3658435794,0.7011997335
raman__del_cyaA__3,-13.2068210055,-3.2793714339
raman__del_cyaA_01mM__3,-13.5496664832,-2.7851860972
raman__del_cyaA_05mM__3,-12.1531408464,-2.4211084504000002
raman__del_cyaA_1mM__3,-8.622627126,-1.8143189255
rand_barrel__mut_nanE__1,0.8433546361,0.0160081034
rand_barrel__mut_nanE__2,-0.3751878012,0.0359713082
rand_barrel__mut_nanE__3,-1.5396743837,0.1476658531
rand_barrel__mut_pdxJ_1__1,0.1880842457,0.3727629702
rand_barrel__mut_pdxJ_1__2,1.3725248428,0.2994631824
rand_barrel__mut_pdxJ_1__3,1.2428421137,0.0932309349
rand_barrel__mut_pdxJ_2__1,-0.26320469950000003,0.2690825497
rand_barrel__mut_pdxJ_2__2,0.3143243354,0.4068352609
rand_barrel__mut_pdxJ_3__1,0.2606971622,0.1877122797
rand_barrel__mut_pdxJ_3__2,-0.1772956508,0.1123465456
rand_barrel__del_serB__1,0.1975853509,-0.1527975189
rand_barrel__del_serB__2,-0.1975853509,0.1527975189
rockhopper__CV104_pHDB3__1,5.9971498214,0.8980583408
rockhopper__CV104_pHDB3__2,6.0518711754,0.8288143102000001
rockhopper__CV104_pHDB3__3,5.9766512653,0.9070635140000001
rockhopper__CV104_pLCV1__1,7.245473897,0.9113274339
rockhopper__CV104_pLCV1__2,7.0026898783,0.9201873168
rockhopper__CV104_pLCV1__3,7.4961749416,1.0875876215
rockhopper__wt_lb__1,-5.8465337133,-0.1934295946
rockhopper__wt_lb__2,-6.808886348,-0.731791371
rockhopper__wt_lb__3,-7.549622861,-1.1682460176
rockhopper__wt_lb_aMG__1,-2.4713773305,-0.2546502858
rockhopper__wt_lb_aMG__2,-2.8138881097,-0.8508235390000001
rockhopper__wt_lb_aMG__3,-3.0735528868,-0.7945361148000001
rockhopper__del_sgrR_lb_aMG__1,-7.4482689707,-1.6620887649
rockhopper__del_sgrR_lb_aMG__2,-7.1895709996,-1.4378664780000001
rockhopper__del_sgrR_lb_aMG__3,-6.2639815046,-1.3765588669
rockhopper__del_sgrS_glyc_aMG__1,-5.5713466649,-1.7573010778
rockhopper__del_sgrS_glyc_aMG__2,-9.169685677,-1.9427982080000001
rockhopper__del_sgrS_glyc_aMG__3,-7.4100041787,-2.159143287
rockhopper__del_sgrS_glyc__1,-0.1579025266,-1.1335112751
rockhopper__del_sgrS_glyc__2,-5.2189125967,-1.2388042913
rockhopper__del_sgrS_glyc__3,-3.4513196986,-1.344104492
rockhopper__wt_lb_aMG__4,-2.8321455609,-0.1647698753
rockhopper__wt_lb_aMG__5,-2.0459074473,-0.1266427266
rockhopper__wt_lb_aMG__6,-2.9539217604,-0.23067089740000002
rockhopper__wt_glyc_aMG__1,2.0498134203,-0.0460734635
rockhopper__wt_glyc_aMG__2,-6.1212705909,-0.6487025015
rockhopper__wt_glyc_aMG__3,-5.4597139358,-0.3649401799
rockhopper__wt_glyc__1,-1.2146973537,-1.1782929871
rockhopper__wt_glyc__2,-6.0641248189,-1.2749965563
rockhopper__wt_glyc__3,-5.1880011996,-1.1767193093000001
rockhopper__CV108_glyc_aMG__1,-6.2721417736,-1.7973131479000002
rockhopper__CV108_glyc_aMG__2,-3.9889497074999998,-1.2238620276
rockhopper__CV108_glyc_aMG__3,-5.5872369043,-1.4938351221000001
rockhopper__wt_glyc__4,3.1063008500000002,0.7095832429000001
rockhopper__wt_glyc__5,5.1363426552,0.6397645532
rockhopper__wt_glyc__6,1.2883212619,0.6981169396
rockhopper__wt_glyc_aMG__4,-2.5083048881,-0.8771992188000001
rockhopper__wt_glyc_aMG__5,-4.0244789567,-1.1067415801
rockhopper__wt_glyc_aMG__6,-3.4414815897,-0.38577579230000003
rockhopper__wt_glyc__7,-0.2489285098,-0.34034381080000004
rockhopper__wt_glyc__8,-0.9308268186,-0.3115931068
rockhopper__wt_glyc__9,-0.0992097138,-0.2971156032
rockhopper__wt_glyc__10,1.2279806058,0.5853970794000001
rockhopper__wt_glyc__11,1.174698967,0.9365252235
rockhopper__wt_glyc__12,1.8121440745,1.0096743348
rpoD__wt__1,0.0686901769,0.1226695
rpoD__wt__2,-0.1786009955,-0.0379132592
rpoD__rpoD_mut__1,7.694246165,0.35982761090000004
rpoD__rpoD_mut__2,5.9532610679,-0.4962887152
rpoD__rpoD_mut__3,8.3490175228,0.4857688323
rpoD__wt__3,0.1099108186,-0.08475624080000001
rpoN_peptide__ctrl__1,-0.2201072625,-0.011937415000000002
rpoN_peptide__ctrl__2,-0.0788680276,-0.0030854107
rpoN_peptide__ctrl__3,0.2989752901,0.0150228257
rpoN_peptide__nminus__1,0.0385671103,0.0029287757
rpoN_peptide__nminus__2,-0.1334918487,0.0240842036
rpoN_peptide__nminus__3,0.38239369640000004,0.0181497279
rpoN_peptide__nplus__1,9.8268946642,1.4699441174
rpoN_peptide__nplus__2,9.8107842142,1.4045186249000001
rpoN_peptide__nplus__3,10.0109210378,1.3650100362
rpoN_peptide__s54_wt__1,-0.3019536176,0.0638324043
rpoN_peptide__s54_wt__2,-0.1257797009,0.021693208800000002
rpoN_peptide__s54_wt__3,-0.4707647412,0.019325387000000003
rsd__wt_ee__1,0.6018508589,0.0810607114
rsd__wt_ee__2,-0.6018508589,-0.0810607114
rsd__del_rsd_ee__1,1.5067357122,0.46890343910000004
rsd__del_rsd_ee__2,-0.9939259843,-0.1018748034
rsd__del_ssrS_ee__1,2.9347125017,0.9702146930000001
rsd__del_ssrS_ee__2,1.9391920883,1.0000896247
rsd__del_rsd_ssrS_ee__1,-5.2216661011,0.0619382216
rsd__del_rsd_ssrS_ee__2,-5.6315450439,-0.1932649424
rsd__del_rpoS_ee__1,2.8058206074000003,1.2546838215
rsd__del_rpoS_ee__2,3.0899496527,1.2875245353
rsd__wt_me__1,-7.7334916603,-1.4861606203
rsd__wt_me__2,-7.7570264035,-1.4712997627
rsd__del_rpoS_me__1,-3.9033272269,-0.36183575500000004
rsd__del_rpoS_me__2,-4.7166613287,-0.2817033288
rsd__wt_ts__1,-12.5020696545,-3.5826277756
rsd__wt_ts__2,-13.117750385,-3.5554604547
rsd__del_rsd_ssrS_ts__1,-10.9064894143,-2.444221162
rsd__del_rsd_ssrS_ts__2,-8.9252078564,-1.9398621796
rsd__del_rpoS_ts__1,-13.4643882094,-2.4732059543
rsd__del_rpoS_ts__2,-13.4984377897,-2.325063901
rsd__wt_s__1,-12.6175430464,-2.9359190921
rsd__wt_s__2,-12.2586240457,-2.8060934596
rsd__del_rsd_s__1,-12.0239487438,-3.0070398745
rsd__del_rsd_s__2,-11.7252859598,-3.0081636518
rsd__del_rsd_ssrS_s__1,-11.4558867338,-2.2251110162
rsd__del_rsd_ssrS_s__2,-10.6284446603,-2.12668738
rsd__del_rsd_ls__1,-9.3791728216,-2.681181059
rsd__del_rsd_ls__2,-10.1213407853,-2.5815549607
rsd__del_ssrS_ls__1,-11.1971837583,-2.9412917844
rsd__del_ssrS_ls__2,-11.5276656703,-3.2925787939
rsd__del_rsd_ssrS_ls__1,-10.3299791542,-2.0138313284
rsd__del_rsd_ssrS_ls__2,-10.8988033709,-2.0134348469
rsd__del_rpoS_ls__1,-12.1278830265,-3.1952579018
rsd__del_rpoS_ls__2,-5.0183973078,-1.669214836
sdsR_ryeA__wt_3h__1,-2.1005159103,0.0718378046
sdsR_ryeA__wt_8h__1,-14.3907947559,-2.135243258
sdsR_ryeA__wt_3h__2,2.1005159103,-0.0718378046
sdsR_ryeA__wt_8h__2,-14.7832495344,-2.0708872507
starve_series__t00_growth1__1,-0.2408787057,0.0373864239
starve_series__t00_growth1__2,-0.1874632396,-0.0692637071
starve_series__t00_growth1__3,-0.3146529446,-0.0248193976
starve_series__t00_growth1__4,0.7429948899000001,0.0566966808
starve_series__t01_starve__1,14.921033271,2.3905577679
starve_series__t01_starve__2,14.9249978595,2.4171911719
starve_series__t02_starve__1,17.4458556488,3.1897222111
starve_series__t02_starve__2,17.1733753403,3.1472968781
starve_series__t03_starve__1,17.0279861123,2.9447570199
starve_series__t03_starve__2,17.2809611468,3.0213156859
starve_series__t04_starve__1,16.7424443543,2.9572218321
starve_series__t04_starve__2,16.6318614101,2.9373661826
starve_series__t05_starve__1,12.9033322554,2.7495184245
starve_series__t05_starve__2,13.3363743443,2.9190184028
starve_series__t06_starve__1,8.741171574900001,2.4970453961
starve_series__t06_starve__2,8.4589494849,2.4366253178
starve_series__t07_starve__1,3.7690397846,1.9117560926000001
starve_series__t07_starve__2,4.0019447377,2.0876705335
starve_series__t08_starve__1,0.6886035946,1.7496099019
starve_series__t08_starve__2,0.091733862,1.7504239259
starve_series__t09_starve__1,-1.942450229,1.4254753662000001
starve_series__t09_starve__2,-1.6920649612,1.3591564367
starve_series__t10_starve__1,-2.4963088699,1.2654589748
starve_series__t10_starve__2,-2.0142748432,1.3614730574
starve_series__t11_starve__1,-2.6560958019000003,1.2189475047
starve_series__t11_starve__2,-2.7394817528,1.2528794974
starve_series__t12_starve__1,-2.9570914758,0.9365536084
starve_series__t12_starve__2,-3.3293484904,0.9221045544
starve_series__t14_starve__1,-2.9261877895,0.77997639
starve_series__t14_starve__2,-3.1807926396,0.8553551337
starve_series__t16_starve__1,-3.8112760695,0.5345198773000001
starve_series__t16_starve__2,-3.4415113641,0.45001078450000004
starve_series__t17_starve__1,-3.7164558292,-0.0698488417
starve_series__t17_starve__2,-3.9103361203,-0.0970881823
starve_series__t18_starve__1,-3.7924669149,-0.1678853046
starve_series__t18_starve__2,-3.5055081722,-0.3302165951
starve_series__t20_starve__1,-7.3078959625,-3.3058945305
starve_series__t20_starve__2,-7.6631188633,-3.3049330462
starve_series__t21_growth2__1,-8.2195637014,-3.1730972669
starve_series__t21_growth2__2,-7.9995489837000004,-3.2897232722
starve_series__t22_growth2__1,-7.0960476682,-2.6489464244
starve_series__t22_growth2__2,-6.528030068,-2.5019399095
starve_series__t23_growth2__1,-8.0964326156,-2.4503773731000003
starve_series__t23_growth2__2,-7.2777969663,-2.4342491699
starve_series__t25_growth2__1,-6.8816099631,-1.0317373183
starve_series__t25_growth2__2,-6.6073808908,-0.9902543458
starve_series__t26_growth2__1,-5.1823952336,-0.19391394250000002
starve_series__t26_growth2__2,-4.4246136064,-0.1073665694
starve_series__t27_growth2__1,-1.4392981852,0.1714894506
starve_series__t27_growth2__2,-1.1966392846,0.1503270988
starve_series__t28_growth2__1,-0.6579631736,0.0831421031
starve_series__t28_growth2__2,-0.252011189,0.1869414202
time_course__lb_4hr__1,0.7839411494,-0.0421516446
time_course__lb_4hr__2,-0.3291820814,-0.0649607705
time_course__lb_4hr__3,-0.45475906800000004,0.1071124152
time_course__lb_8hr__1,-6.7243185524,-1.4351429587
time_course__lb_8hr__2,-6.8817795344,-1.3629320926
time_course__lb_8hr__3,-7.1709699152,-1.5300720788
time_course__lb_24hr__1,-7.9175797383,-2.6396380267
time_course__lb_24hr__2,-8.950076807,-2.5369819095
