,A,Fnr,Fur,NagC
phage_lysogen__O157_H7_PA8__3,3.761971897,-0.6946207608,-0.0857558274,0.9419700573
phage_resist__ygbE_oe__1,-0.8059963642,-0.119554107,0.384378192,0.7918254929
phage_resist__wt__1,-2.2224653037,-0.3170220687,0.0258303045,0.2231419625
phage_resist__wt__2,-0.13346010020000001,0.4426468001,0.014597324200000001,-0.1474207774
phage_resist__wt__3,1.0571580383999999,-0.005799319900000001,-0.008780534900000001,-0.0679260153
phage_resist__wt__4,1.2987673655,-0.1198254115,-0.031647093700000004,-0.0077951698000000005
phage_resist__ygbE_oe__2,-1.8258104463,0.4505488275,0.0224076759,-0.10462966080000001
phage_resist__ygbE_oe__3,-0.9968733266,0.2816095837,-0.0667144574,-0.10686625470000001
phage_resist__ygbE_oe__4,-0.21336815010000001,0.2166968225,-0.1718003543,-0.18444712060000001
phage_resist__yahA_oe__1,-0.8508493465,1.4108055474,0.8038488672,0.0225321195
phage_resist__yahA_oe__2,-0.9420361713000001,1.4817713212,0.8279754536,-0.0435483698
phage_resist__yahA_oe__3,-0.9397918149000001,1.4869945274,0.8274993502,0.014876103600000001
phage_resist__yrfF_ko__1,1.0367202643,0.3310877378,0.0507931082,0.0066575811000000006
phage_resist__yrfF_ko__2,0.9717945619,0.3901382749,0.0712863879,0.29371856620000003
phage_resist__yrfF_ko__3,1.4411904384,0.0408617343,0.0650255462,-0.0169164853
pollution__wt_ctrl__1,-0.7926986292,-0.0814799261,0.0172266079,0.0175560023
pollution__wt_ctrl__2,1.3182642073,-0.2479318523,-0.2152381874,-0.1367675617
pollution__wt_ctrl__3,-0.5255655781,0.3294117784,0.1980115795,0.1192115594
pollution__wt_urban__1,-2.2105733527,0.47526292600000003,0.2886490177,0.2401359595
pollution__wt_urban__2,-1.892991172,0.399529935,0.20995506790000001,0.296816743
pollution__wt_urban__3,-1.0596394171,0.4636494588,0.4733560174,-0.0797806019
pollution__wt_diesel__1,-2.6050493567,0.4731850638,0.5465696250000001,-0.0486832211
pollution__wt_diesel__2,0.21049995030000002,0.10933264640000001,0.2183101805,-0.0094817645
pollution__wt_diesel__3,-0.49877834270000004,-0.3342927867,-0.08858192620000001,-0.0985112097
pollution__evo_diesel__1,-0.3494411244,0.12056433700000001,0.0971746414,-0.3893294211
pollution__evo_diesel__2,0.8499258696,0.29229301500000004,0.2234349686,-0.33088856440000003
pollution__evo_diesel__3,-0.6547132014,0.23799157110000002,0.4094950985,-0.5307884561
ppGpp__wt_relAtrunc_00m__1,0.2987003992,-0.0411554648,0.3319492005,0.0030831559
ppGpp__wt_relAtrunc_00m__2,-0.189653744,-0.2025695905,-0.1781107562,0.0981872493
ppGpp__mut_delrelA_10m__1,0.8965434520000001,0.5362358304,0.5151213903,0.6751000863000001
ppGpp__mut_delrelA_05m__1,1.1285497894,0.4017882678,0.2475446265,0.2622063042
ppGpp__mut_delrelA_10m__2,1.7361469993,0.3807298423,0.48017774950000003,0.31619006510000003
ppGpp__mut_delrelA_10m__3,1.4001459291,0.5917958579,0.5958911951,0.4926646417
ppGpp__mut_delrelA_00m__1,1.2007168745,0.5170737542,0.40119977370000004,0.0897854252
ppGpp__mut_delrelA_00m__2,0.9000304732000001,0.3270566549,0.1438335201,0.348891255
ppGpp__mut_delrelA_05m__2,1.1727764069,0.29859400950000003,0.2497627678,0.521823502
ppGpp__mut_delrelA_05m__3,0.9085570087,0.4231736048,0.2744733115,0.4958924897
ppGpp__mut_delrelA_00m__3,0.8955252434000001,0.46268946920000004,0.13502734600000002,0.3272324568
ppGpp__wt_delrelA_10m__1,0.7318705427000001,0.1092882143,0.42452142810000004,0.9181955595
ppGpp__wt_delrelA_05m__1,0.1092266275,-0.1709551273,0.3354448118,0.7361425805
ppGpp__wt_delrelA_05m__2,0.0455690085,-0.1236654839,0.3107677493,0.7314698132
ppGpp__wt_delrelA_10m__2,0.6922767553,0.2443210787,0.356790296,0.9329279239
ppGpp__wt_delrelA_10m__3,0.35183874870000004,0.2046474319,0.4054240998,1.0261795224
ppGpp__wt_delrelA_00m__1,-0.3727318023,0.0131317333,0.0205316558,0.048417513700000005
ppGpp__wt_delrelA_00m__2,-0.0730040746,0.0016198894000000001,-0.0190096937,-0.0963457785
ppGpp__wt_delrelA_05m__3,-0.0587010341,-0.068830864,0.2981022161,0.7637620624
ppGpp__wt_delrelA_00m__3,0.4457358769,-0.014751622800000001,-0.0015219621,0.0479282649
ppGpp__mut_relAtrunc_10m__1,1.2827580964,0.2993968877,0.08628390770000001,0.1281433071
ppGpp__mut_relAtrunc_05m__1,1.1963710171,0.2372887783,0.2470247543,0.041496482
ppGpp__mut_relAtrunc_05m__2,1.055906994,0.2941459511,0.1595518025,-0.027098745100000002
ppGpp__wt_relAtrunc_10m__1,-0.1651798352,-0.2101261882,-0.2264398864,-0.0021549705
ppGpp__wt_relAtrunc_10m__2,-0.0792930263,-0.1270523133,-0.09949563310000001,-0.0632138611
ppGpp__wt_relAtrunc_10m__3,0.3070574475,-0.0790129266,-0.1196104189,-0.2240744006
ppGpp__mut_relAtrunc_00m__1,0.9665211380000001,0.5584079094000001,0.4373801833,0.1799257424
ppGpp__wt_relAtrunc_00m__3,-0.160324703,0.0044322814,0.1262072072,0.0308221922
ppGpp__wt_relAtrunc_05m__1,-0.023674944200000003,-0.1535203644,-0.1486737443,-0.0194071029
ppGpp__wt_relAtrunc_05m__2,0.248444409,-0.1989277479,-0.1779304032,-0.1550839894
ppGpp__wt_relAtrunc_05m__3,0.0865317624,-0.11060810300000001,-0.0382639589,-0.3206476137
ppGpp__mut_relAtrunc_00m__2,1.3819667916,0.1314688236,-0.0411937017,0.2249168843
ppGpp__mut_relAtrunc_00m__3,1.0768477443,0.1838631336,0.2739500106,0.2515176333
ppGpp__mut_relAtrunc_10m__2,1.5000359777,0.1477637272,0.0371068333,-0.0204792005
ppGpp__mut_relAtrunc_05m__3,0.9485937677,0.3884039694,0.1333583925,0.2315649561
ppGpp__mut_relAtrunc_10m__3,1.2976095952,0.3191821125,0.1515123496,0.1161365585
pressure__high_pressure__1,-1.6231242843,0.7734956825,0.4512532797,-0.6358331887
pressure__high_pressure__2,-2.0361609724,0.7219430089000001,0.5236134108,-0.574939399
pressure__low_pressure__1,0.0541808587,0.1790881402,0.14282394210000002,0.1857156197
pressure__low_pressure__2,-0.0541808587,-0.1790881402,-0.14282394210000002,-0.1857156197
quantum_dots__ctrl__1,-0.5443692428,0.12426001610000001,-0.015308413500000001,-0.0978568539
quantum_dots__ctrl__2,0.5443692428,-0.12426001610000001,0.015308413500000001,0.0978568539
quantum_dots__cdte_light__1,-1.9054374361000002,0.6018622403,0.1560686645,-0.0182232096
quantum_dots__cdte_light__2,-1.2385172645,0.6799802673,0.3285481067,0.312701014
quantum_dots__cdte_dark__1,-2.0866777907,0.3707996442,0.11325362330000001,-0.1242219604
quantum_dots__cdte_dark__2,-2.2368402721,0.46834393950000003,0.0334013566,0.0499784687
quantum_dots__cdse_light__1,-1.1972335192,0.1720929292,-0.013677882700000001,-0.1548360375
quantum_dots__cdse_light__2,-0.47612448500000004,0.11808093680000001,0.021654259000000002,0.1384805039
quantum_dots__cdse_dark__1,-1.2895880016999999,0.3892559581,0.1105004462,0.114638948
quantum_dots__cdse_dark__2,-1.5209944651,0.2630490143,0.2221131745,0.2258362989
raman__wt__1,-0.0819060985,0.1685579585,-0.0135722037,-0.1037503361
raman__del_cyaA__1,-2.7116670633,0.6340361556,0.3639088357,0.3985082837
raman__del_cyaA_01mM__1,-2.2217369313,0.5859364184,0.46095916610000004,0.5087571312
raman__del_cyaA_05mM__1,0.9745981748,0.1388133504,0.054780729,0.5250037728
raman__del_cyaA_1mM__1,1.0970347134,0.1720571806,-0.2305601965,0.10279283010000001
raman__wt__2,0.1408854414,0.17014523580000002,0.0766710869,0.0295081966
raman__del_cyaA__2,-2.4430262707,0.4002211491,0.2410520917,0.5779232574000001
raman__del_cyaA_01mM__2,-2.8686239316,0.6187439533,0.5265766668,0.42079371520000003
raman__del_cyaA_05mM__2,0.5286008119,-0.0231897728,-0.0591346956,0.1637864564
raman__del_cyaA_1mM__2,0.6523160888,0.1774231919,-0.2366685024,0.0731464913
raman__wt__3,-0.0589793429,-0.3387031943,-0.0630988832,0.0742421395
raman__del_cyaA__3,-2.451006386,0.6168372836,0.4567556532,0.5270614287000001
raman__del_cyaA_01mM__3,-3.0926220601,0.47221863690000004,0.5495199907,0.6177728294
raman__del_cyaA_05mM__3,0.9157588075,0.1866437766,0.0965942865,0.1930274816
raman__del_cyaA_1mM__3,0.10683363010000001,0.5095188969000001,0.0011928343000000001,0.0016090099
rand_barrel__mut_nanE__1,-0.6031236608,0.1745111691,0.2385644646,0.2818921747
rand_barrel__mut_nanE__2,-1.5437920362000002,0.1781953679,0.2651047781,0.0932032188
rand_barrel__mut_nanE__3,4.0021936888,0.6569750524,0.4663872294,0.5843768387
rand_barrel__mut_pdxJ_1__1,-1.1456651744,0.1787996128,-0.09159513100000001,0.195359356
rand_barrel__mut_pdxJ_1__2,-0.0386172858,0.11778360900000001,-0.1562409994,0.3776205494
rand_barrel__mut_pdxJ_1__3,4.9084231197,0.654130041,-0.1744467687,0.3881641212
rand_barrel__mut_pdxJ_2__1,-1.8698900487999999,0.13318347290000002,0.1354312622,0.1005092897
rand_barrel__mut_pdxJ_2__2,-1.1443971069,0.0482401603,0.1330388388,0.2349053508
rand_barrel__mut_pdxJ_3__1,-0.43918766070000004,0.1520617836,-0.1456354572,0.1315146862
rand_barrel__mut_pdxJ_3__2,0.1102570409,0.022923051700000002,-0.0876254857,0.2230006887
rand_barrel__del_serB__1,0.4292636281,-0.012503975300000001,0.0828667693,-0.0197561415
rand_barrel__del_serB__2,-0.4292636281,0.012503975300000001,-0.0828667693,0.0197561415
rockhopper__CV104_pHDB3__1,-1.7079198472,-0.5360698087,-0.168089178,-0.25696020610000003
rockhopper__CV104_pHDB3__2,-2.05771809,-0.1752285714,-0.13419593,-0.3160935204
rockhopper__CV104_pHDB3__3,-2.0072025204,0.0422851349,-0.317443947,-0.4462724296
rockhopper__CV104_pLCV1__1,-1.7449420535,-0.1848959024,-0.1434411907,-0.36017426900000005
rockhopper__CV104_pLCV1__2,-1.6482443155,-0.11445331630000001,-0.3374009811,-0.4078002706
rockhopper__CV104_pLCV1__3,-1.8036680174000002,0.109365481,-0.2019290032,-0.3371179599
rockhopper__wt_lb__1,-1.4251411833,0.07952887700000001,-0.22028077880000002,-0.30034590920000004
rockhopper__wt_lb__2,-0.3828595132,-0.1709218388,-0.2093711345,0.0626789792
rockhopper__wt_lb__3,-1.9333876775,0.1546433043,-0.25547021410000004,-0.3340809038
rockhopper__wt_lb_aMG__1,-0.6616907891,0.24525902700000002,0.3402097819,0.4869145472
rockhopper__wt_lb_aMG__2,0.1503054343,-0.0468967645,0.1365369576,0.0909555688
rockhopper__wt_lb_aMG__3,-0.069910136,0.2451304448,0.046635592600000005,0.0458900716
rockhopper__del_sgrR_lb_aMG__1,0.8638490093000001,0.3046829473,0.5854160676,0.8039761245
rockhopper__del_sgrR_lb_aMG__2,0.6161458703,0.5800346571,0.6623126723,0.9888431080000001
rockhopper__del_sgrR_lb_aMG__3,0.5901041342000001,0.41055047240000003,0.6806358867,0.842833605
rockhopper__del_sgrS_glyc_aMG__1,2.7195488478,0.3495013483,0.07704349390000001,0.9559728353
rockhopper__del_sgrS_glyc_aMG__2,1.5632533156,0.2135503367,-0.27857764160000004,0.8530760636
rockhopper__del_sgrS_glyc_aMG__3,2.1118326535,0.27022110390000004,-0.21983004590000002,0.8552895336
rockhopper__del_sgrS_glyc__1,0.4945671988,-0.5960188213000001,-1.4102765824,-0.9426514791
rockhopper__del_sgrS_glyc__2,-1.3647114895999999,-0.5153006611000001,-0.8504578969000001,-0.7617535123
rockhopper__del_sgrS_glyc__3,-0.6444670528,-0.7494009207,-0.6682701253000001,-0.3799577556
rockhopper__wt_lb_aMG__4,0.02076184,0.9373966127000001,0.5350704592000001,0.479567748
rockhopper__wt_lb_aMG__5,0.7646306196,0.524749906,0.597097529,0.7907236257
rockhopper__wt_lb_aMG__6,0.3164094476,0.5390292830000001,0.5921159826,0.8228195945000001
rockhopper__wt_glyc_aMG__1,1.4326727591,0.1927103994,0.0749657382,0.6549234119
rockhopper__wt_glyc_aMG__2,-0.013990023400000001,-0.2721809743,-0.2885777863,0.3753007211
rockhopper__wt_glyc_aMG__3,-0.0604363226,0.0942445324,-0.6326823181,0.29626421010000004
rockhopper__wt_glyc__1,0.1178066539,-0.5028454892,-0.7862419488,-0.5506911926
rockhopper__wt_glyc__2,-1.1557250502,-0.7619765309000001,-1.0014739549,-0.7051204691
rockhopper__wt_glyc__3,-2.2421202968,-0.7772664028,-0.9813072676000001,-0.7607516801
rockhopper__CV108_glyc_aMG__1,3.3132071986,-0.1627574406,0.1200522682,-0.1057766422
rockhopper__CV108_glyc_aMG__2,2.8277433972,0.1195934634,0.41727216170000003,0.1629531876
rockhopper__CV108_glyc_aMG__3,2.7347550687,0.585866443,0.9563800054,0.1443356705
rockhopper__wt_glyc__4,1.230813634,-0.2748920794,0.1449418117,0.009387171100000001
rockhopper__wt_glyc__5,3.6048649421,-0.023622468400000003,-0.1073948958,-0.37131192760000004
rockhopper__wt_glyc__6,-0.5587665736,-0.0868330756,0.1671469347,0.3379663812
rockhopper__wt_glyc_aMG__4,1.8101368376,0.8093858327,0.7572765661,0.1724122558
rockhopper__wt_glyc_aMG__5,2.3331259565,0.6000033542000001,0.6825968103000001,0.2550414093
rockhopper__wt_glyc_aMG__6,3.1551506859,0.9300053628,0.9075159064,0.2135773857
rockhopper__wt_glyc__7,-0.6084516926,0.3147084383,0.3460237611,0.43619230340000004
rockhopper__wt_glyc__8,0.7577800324,0.8163029064,0.8197420794,0.3080893839
rockhopper__wt_glyc__9,-0.5906461319,0.4865455977,0.2031034452,0.4812909893
rockhopper__wt_glyc__10,-0.9609784944,-0.19694005890000002,0.0281896127,0.4014869673
rockhopper__wt_glyc__11,0.310961639,0.5357216237,0.42966999380000004,0.3107901208
rockhopper__wt_glyc__12,0.09446133820000001,0.471097539,0.7376004284000001,0.1026719524
rpoD__wt__1,-1.0643770342,-0.2306984564,0.0144533035,-0.0810939303
rpoD__wt__2,0.2491610511,0.27096734170000003,-0.0203179288,-0.0048386967
rpoD__rpoD_mut__1,-2.3740794909,0.11141910790000001,-0.0562609125,0.3080507011
rpoD__rpoD_mut__2,-2.3168130395,0.8818179069000001,-0.2420967022,0.0435420622
rpoD__rpoD_mut__3,-1.7977586264,0.17360545200000002,-0.2230582741,0.5190633225
rpoD__wt__3,0.8152159831,-0.0402688853,0.005864625300000001,0.0859326271
rpoN_peptide__ctrl__1,0.3049364091,0.07876370120000001,0.0303553617,0.022164717400000002
rpoN_peptide__ctrl__2,0.5259794918,0.0458313293,0.0043498732,-0.05554053900000001
rpoN_peptide__ctrl__3,-0.8309159009,-0.1245950304,-0.0347052349,0.0333758216
rpoN_peptide__nminus__1,0.3130851324,0.07101942430000001,0.1029054732,-0.2686732421
rpoN_peptide__nminus__2,0.36958179290000004,0.029034705900000003,0.0302733442,-0.038516220600000005
rpoN_peptide__nminus__3,-1.0961529572,-0.07063298700000001,0.084354342,-0.048231668400000004
rpoN_peptide__nplus__1,-5.7753386057,-0.4390160696,-0.45405325430000004,0.7157670464
rpoN_peptide__nplus__2,-5.8002777451,-0.5132100212,-0.473393924,0.6614141679000001
rpoN_peptide__nplus__3,-5.4167128121,-0.5274770167,-0.4473285695,0.7094750585
rpoN_peptide__s54_wt__1,0.1212453247,-0.0473843372,-0.2185202124,0.3646788763
rpoN_peptide__s54_wt__2,0.21489573780000001,-0.0589448946,-0.15985139480000002,0.2781091761
rpoN_peptide__s54_wt__3,0.1172779307,-0.1527826934,-0.1955964737,0.41864165750000004
rsd__wt_ee__1,-0.0633527222,-0.1087062049,0.045259059500000004,0.0092439691
rsd__wt_ee__2,0.0633527222,0.1087062049,-0.045259059500000004,-0.0092439691
rsd__del_rsd_ee__1,-0.0077093541,-0.0279470508,-0.039221110000000003,0.15432822940000002
rsd__del_rsd_ee__2,0.1686580426,-0.0884184305,0.0543527721,0.022340319100000002
rsd__del_ssrS_ee__1,-0.5599799984,0.523433386,0.18207195880000002,0.1672222326
rsd__del_ssrS_ee__2,0.45738956900000005,0.3201135047,0.2110335287,0.2839111694
rsd__del_rsd_ssrS_ee__1,1.5966737994,0.2712930537,0.908008094,0.9959813195
rsd__del_rsd_ssrS_ee__2,-0.1531311505,0.6900611251000001,1.1503067939,1.1577605495
rsd__del_rpoS_ee__1,0.267909881,0.7065502985000001,0.12331528280000001,0.22826544170000002
rsd__del_rpoS_ee__2,-0.27605888230000003,0.6768054222000001,-0.0560855236,-0.1132506076
rsd__wt_me__1,0.28785603730000003,-0.1630534231,-0.3193452027,0.2698336185
rsd__wt_me__2,-0.3578005462,-0.11977652670000001,-0.4702037545,0.3852341909
rsd__del_rpoS_me__1,-0.7633447601000001,0.1754536481,-0.36843640920000004,0.4814908383
rsd__del_rpoS_me__2,-1.6907735928,0.2047409573,-0.3237943943,0.6207711694
rsd__wt_ts__1,6.1074969964,0.6816640879,-0.0751807053,-0.0120025168
rsd__wt_ts__2,6.2665595031,0.8185960482,-0.2536857035,0.052284577400000004
rsd__del_rsd_ssrS_ts__1,4.7301708398999995,0.7219122925,-0.18121867730000002,0.8608827628
rsd__del_rsd_ssrS_ts__2,4.8999537204,0.7857176267,-0.08311549330000001,0.7218466042
rsd__del_rpoS_ts__1,6.7741335403,1.6269512069,0.5675478318,0.5963530069
rsd__del_rpoS_ts__2,6.5390311021,1.7264439833,0.47887483480000004,0.7438330698000001
rsd__wt_s__1,6.737486424,1.3975523745,0.3873556168,-0.4229133122
rsd__wt_s__2,6.2610010756,1.3710309417,0.1015169236,-0.5774492403
rsd__del_rsd_s__1,5.6107711516,1.4797326518,-0.0930943733,-0.4700741759
rsd__del_rsd_s__2,6.3381324116,1.3890769,0.0016089801000000001,-0.46727682340000004
rsd__del_rsd_ssrS_s__1,1.3675706597000001,1.9067585004,0.8420065403,0.00035641190000000004
rsd__del_rsd_ssrS_s__2,0.8660323371,1.8625522063000002,0.7912816374,0.08553671110000001
rsd__del_rsd_ls__1,2.899238952,1.2300910035000001,-0.0529769921,-1.4631807259
rsd__del_rsd_ls__2,2.8200224516,1.064799884,0.0801929176,-1.1156025432
rsd__del_ssrS_ls__1,3.3248920932,1.4783430668,0.2502055307,-1.2931412117
rsd__del_ssrS_ls__2,3.4621494343,1.1249858676,-0.0210526542,-1.6291429065
rsd__del_rsd_ssrS_ls__1,-1.382444469,1.7596019351,0.2766633385,0.38741947330000004
rsd__del_rsd_ssrS_ls__2,-0.4433495082,1.6288132779,0.3719032882,0.2808946232
rsd__del_rpoS_ls__1,-3.7552687175,0.9203576051000001,0.7382005863000001,-0.1130038052
rsd__del_rpoS_ls__2,-2.5674993574,1.2506586523,0.7660724378,0.2122430398
sdsR_ryeA__wt_3h__1,-0.7226233925000001,0.0336110383,0.6185407673000001,0.16855315070000002
sdsR_ryeA__wt_8h__1,-0.2669994287,0.9670152922,0.8196884574000001,-0.0776701009
sdsR_ryeA__wt_3h__2,0.7226233925000001,-0.0336110383,-0.6185407673000001,-0.16855315070000002
sdsR_ryeA__wt_8h__2,-0.24638229790000002,0.9802278685,0.8166315467,-0.0192252812
starve_series__t00_growth1__1,0.2873056707,-0.0940147947,0.0915819788,-0.0552723877
starve_series__t00_growth1__2,0.7209468292,-0.0729560592,0.0137155069,-0.0007043020000000001
starve_series__t00_growth1__3,0.4317948454,-0.0934380196,0.0433381278,0.0131152217
starve_series__t00_growth1__4,-1.4400473454,0.2604088735,-0.1486356134,0.042861468
starve_series__t01_starve__1,3.6794144972,0.0908191643,0.5720056066,-0.5487040266000001
starve_series__t01_starve__2,4.9069115956000005,-0.122104848,-0.0910412768,-0.8695811800000001
starve_series__t02_starve__1,4.238497633,-0.3236320149,-0.1602841141,-0.39360475170000003
starve_series__t02_starve__2,4.6658794227,-0.4089767167,-0.31506688110000003,-0.4396461796
starve_series__t03_starve__1,3.8070020270000002,-0.0539025833,0.16269304710000002,-0.41491505040000004
starve_series__t03_starve__2,3.6203702996000002,-0.0313921183,0.1469882023,-0.3203188139
starve_series__t04_starve__1,3.9572529501,-0.0674881938,0.2112467926,-0.5223822519
starve_series__t04_starve__2,4.120560043,-0.085607108,-0.0735608931,-0.6192207341
starve_series__t05_starve__1,5.3726088296,0.0586922297,0.3097878922,-0.5324903346000001
starve_series__t05_starve__2,4.4770463304,0.0521020172,0.3054295647,-0.2673797987
starve_series__t06_starve__1,5.4611754095,0.2418407138,0.4307860831,-0.41147673490000003
starve_series__t06_starve__2,4.3348466357,0.40923488700000005,0.3365779531,-0.5637106536000001
starve_series__t07_starve__1,4.3498112837,0.3762321885,0.3934366841,-0.6164764684
starve_series__t07_starve__2,4.9720644866,0.3555008103,0.3026477732,-0.5165595306
starve_series__t08_starve__1,4.3751919587,0.5810940072,0.3233830253,-0.47984407830000003
starve_series__t08_starve__2,4.1376967139,0.4565764128,0.36286502860000003,-0.5623154021
starve_series__t09_starve__1,4.2805364351,0.589817838,0.33398642510000004,-0.4064819361
starve_series__t09_starve__2,3.4342952882,0.42368360180000003,0.1960036972,-0.5066753082000001
starve_series__t10_starve__1,3.1649771717,0.5569795390000001,0.41727890570000004,-0.6908011296000001
starve_series__t10_starve__2,3.0448466672,0.5860481001,0.2947088078,-0.38966941850000003
starve_series__t11_starve__1,3.4991887001,0.5071308149,0.3163317263,-0.2353200175
starve_series__t11_starve__2,3.6621713057000003,0.5016930772,0.3585480817,-0.4100250722
starve_series__t12_starve__1,3.4643232747,0.3262912441,0.33133068390000003,-0.6725848259
starve_series__t12_starve__2,3.9525772765,0.31208012690000003,0.3170686856,-0.6727271165
starve_series__t14_starve__1,3.9722019785000002,0.3098140365,0.43658124730000003,-0.5854134123
starve_series__t14_starve__2,3.8151965233,0.23363915670000002,0.2068699007,-0.4410177421
starve_series__t16_starve__1,4.7147579622,0.3060914771,0.4443380772,-0.5796947201
starve_series__t16_starve__2,4.3933972624,0.31465924160000003,0.3578936787,-0.6537663452
starve_series__t17_starve__1,5.3437645943,0.1192327809,0.6649228061,-0.7987620934
starve_series__t17_starve__2,5.316219105,0.2439947486,0.5866407349,-0.6878145268
starve_series__t18_starve__1,4.8286913412,0.2904534649,0.7579347754,-0.852277079
starve_series__t18_starve__2,3.9676206103,0.1328829768,0.5178770405,-1.069243773
starve_series__t20_starve__1,0.9784515396000001,0.1476855704,-0.4135395544,0.0741074727
starve_series__t20_starve__2,1.5664809213000002,0.2423709028,-0.4172974786,0.032261713500000004
starve_series__t21_growth2__1,1.2583697433,-0.1110286986,-0.5102723068,-0.3140713475
starve_series__t21_growth2__2,2.0460997051,-0.015926561500000002,-0.3431291691,-0.1770292045
starve_series__t22_growth2__1,1.0944072185,0.315685362,0.2836745028,-0.24941252230000002
starve_series__t22_growth2__2,1.2451016151,0.0477216236,-0.1612810483,-0.24103561340000002
starve_series__t23_growth2__1,0.8707421948,0.1446413353,-0.0602714233,-0.011709783100000001
starve_series__t23_growth2__2,0.9205471733,0.1319367871,-0.0097968403,0.0069967044
starve_series__t25_growth2__1,0.8062540208000001,0.0744684617,0.1370545042,0.10051009520000001
starve_series__t25_growth2__2,0.3159974997,0.1283015763,0.039035245100000004,0.1821166118
starve_series__t26_growth2__1,0.6041369682000001,-0.013387759800000001,0.2125818976,0.0254368671
starve_series__t26_growth2__2,1.0862798419,-0.2235972326,-0.08879570190000001,0.043982560500000004
starve_series__t27_growth2__1,1.5699278124,-0.33215467790000003,-0.0850564164,-0.1134248305
starve_series__t27_growth2__2,1.4272625873,-0.34324592330000003,-0.09484481410000001,-0.1691408735
starve_series__t28_growth2__1,1.6032529411,-0.2677031971,-0.16105459490000001,-0.3022238132
starve_series__t28_growth2__2,1.9741399594,-0.1610063598,-0.10463564060000001,-0.0522139405
time_course__lb_4hr__1,-0.0770360531,0.016506649300000002,-0.018041486500000002,0.0440436943
time_course__lb_4hr__2,0.1056455215,0.0143873127,-0.012953447600000001,-0.0030323592
time_course__lb_4hr__3,-0.0286094684,-0.030893961900000003,0.0309949342,-0.041011335100000004
time_course__lb_8hr__1,-0.5477328718,0.9975450628,0.2898445644,0.0190958839
time_course__lb_8hr__2,-0.8646457966000001,0.9630259824,0.2254398709,-0.015516455600000001
time_course__lb_8hr__3,-0.3664897847,0.8600162935000001,0.09417981680000001,-0.06445691590000001
time_course__lb_24hr__1,-5.876926211,1.7515674252,1.1925754461,0.06697663150000001
time_course__lb_24hr__2,-5.0099249594,1.6815378387000002,1.2483474887,0.2680799226
time_course__lb_24hr__3,-5.3862376393,1.732005895,1.2421802259,0.049877589300000004
time_course__lb_72hr__1,-6.7701183658,1.7692140925,1.8021117028,0.3375034145
time_course__lb_72hr__2,-6.2040007854,1.8226771264,1.9561539904,0.4054014185
time_course__lb_72hr__3,-6.9071466618,1.8851821976,2.0666025747,0.5479887174
time_course__lb_144hr__1,-5.6630426289999996,1.9998875114999999,1.7270640194,-0.1741900465
time_course__lb_144hr__2,-5.8517349698,1.7638316107,1.7721468221,-0.1101744072
time_course__lb_144hr__3,-5.8591024558,1.6762232269,1.5207195129,-0.3114765722
time_course__lb_192hr__1,-4.9639190355,1.4995673533,1.5043846909,0.1410081856
time_course__lb_192hr__2,-4.3877260939,1.7732313111,1.6699613574,0.1804989581
time_course__lb_192hr__3,-5.8870577216,1.5139675299,1.3189417917,-0.030201489600000003
triclosan__wt__1,0.23230023860000001,-0.1493383958,0.5537644323,-0.0903773971
triclosan__wt__2,-0.1470298606,0.2514836118,0.2432824015,0.0261930043
triclosan__wt__3,-0.08527037800000001,-0.10214521600000001,-0.7970468337000001,0.0641843928
triclosan__evo_amx_tcs__1,1.5190029962,-0.8570213898,-0.0061490723,0.4970617391
triclosan__evo_amx_tcs__2,-2.5506380845,-0.953865673,-1.1920876775,-0.2803835998
triclosan__evo_amx_tcs__3,0.0912323668,-0.3690855927,-0.8089976182,0.2331334022
triclosan__evo_chl_tcs__1,-0.1822176324,-0.1095774129,-0.19432912130000002,-0.10612174840000001
triclosan__evo_chl_tcs__2,-0.9275513239000001,0.0461727258,-0.8912804966000001,-0.2303340694
triclosan__evo_chl_tcs__3,-1.3211234652,0.30400400380000003,-1.0244720124,-0.28929870900000004
triclosan__evo_tet_tcs__1,-1.8922130848,0.0976596165,-0.8750779632000001,-0.0167087405
triclosan__evo_tet_tcs__2,-1.472749185,0.026217808000000002,-0.8075514919000001,-0.2477766932
truHMM__48C_15m__1,2.9516651503,0.44776296200000004,-0.076587203,-0.8425432211
truHMM__48C_15m__2,2.8469067277,0.5225921363,-0.1271162538,-0.7882712897
truHMM__48C_15m__3,3.3032222634,0.07468775180000001,-1.0521095855,-1.1289397797
truHMM__48C_30m__1,1.7944390229,-1.368121549,-1.1304555614,-1.4496561554
truHMM__48C_30m__2,2.5968262804,-1.3692575224999999,-1.2959664209000001,-1.4959628348
truHMM__48C_60m__1,0.0049338296,-1.0655740649,-1.0824874599,-1.4250059240000001
truHMM__48C_60m__2,-0.030961581300000002,-1.2220723641,-1.0858363153,-1.4325766983000001
truHMM__phos_0h__1,-0.1999956544,-0.0187283733,0.0250582703,0.0153158973
truHMM__phos_0h__2,0.1999956544,0.0187283733,-0.0250582703,-0.0153158973
truHMM__phos_2h__1,-0.0758524015,-0.062006198000000005,-0.8870948006,-0.338791192
truHMM__phos_2h__2,0.11681133980000001,0.0546371406,-0.8731930271,-0.34426721320000003
truHMM__phos_4h__1,-0.055685496800000005,0.588655707,-0.7454877937000001,0.0166028481
