,A,Rv3066,Rv3249c,mbcA
sutez:0_days_5.6:1,3.4181288379,1.5970617423,0.112131958,-0.029596327300000003
sutez:0_days_5.6:2,4.4394930066,1.5271775211,0.0885944728,0.2567105583
sutez:0_days_5.6:3,3.5651975825,1.4910760517,0.10029703,-0.057863610700000005
sutez:0_days_5.6:4,4.8381199416000005,1.1747647182,0.14876698530000002,-0.1287782892
sutez:0_days_control:1,0.2970713728,0.0398955804,-0.022265499600000002,-0.023596578
sutez:0_days_control:2,-0.24012114110000002,0.0227439465,0.04106001,0.0639657765
sutez:0_days_control:3,-0.27835159130000003,-0.0170146739,0.0030296437,-0.043193342
sutez:0_days_control:4,0.2214013595,-0.0456248529,-0.0218241541,0.0028241435
sutez:1_days_5.6:1,5.529324991,1.0624634203,-0.3711952288,3.3521343564
sutez:1_days_5.6:2,5.5750122117,0.8538820884,-0.4330089923,3.438383904
sutez:1_days_control:1,-1.3607716484,-0.1077555073,-1.5683327006,0.1975992831
sutez:1_days_control:2,-1.322369373,0.0223443845,-1.7518540496,0.2059883065
sutez:1_days_control:3,-1.0855145342,-0.12373934710000001,-1.5061276160000001,0.0661081513
sutez:1_days_control:4,-1.5027978881,-0.12513745540000001,-1.6815853964,-0.16661185820000002
thrB:0_days_starve:1,0.1555141922,0.0,0.5302934213,0.09871539300000001
thrB:0_days_starve:2,-0.1555141922,0.0,-0.5302934213,-0.09871539300000001
tss:expression_library:1,0.3899642773,-0.546917406,-1.8317929976,2.0108200996
tss:expression_library:2,0.5409057476,-0.7491893016000001,-1.9050442913,1.5826067355
tss:mapping_triphosphate:1,0.0161558345,-1.5855376362,-3.9646046587,1.4496797274
tss:mapping_triphosphate:2,0.7903079977,-0.977589243,-3.3680204981,1.168583704
tss:mapping_wo_triphosphate:1,-3.2230689639,-1.2305394009,-3.3476423661,0.45211294290000004
tss:mapping_wo_triphosphate:2,-3.1156389767,-1.3805903112,-3.7935188637,0.9371919132000001
tss:wt_experiment_2:1,0.28793410140000003,0.2292845253,0.0879172523,-0.3482932295
tss:wt_experiment_2:2,-0.076247696,-0.2175753268,-0.0050573962000000005,0.09023864300000001
tss:wt_experiment_2:3,-0.2116864054,-0.0117091985,-0.0828598561,0.2580545865
vera:0_days_176:1,-2.0686404893,-0.5282660601,0.0850689156,-0.4293011433
vera:0_days_176:2,-1.8368739831,-0.1342324141,0.06665219900000001,-0.8245845529
vera:0_days_176:3,-1.1112847723,-0.3435093741,-0.08345984840000001,-0.3546540137
vera:0_days_176:4,-1.4435525037999999,0.0238897026,0.0305585895,-0.23219978300000002
vera:0_days_control:1,0.7030533924,0.3718464318,-0.2273260365,-0.006666552300000001
vera:0_days_control:2,0.0612929491,-0.2056358349,0.2696836017,-0.0049409079
vera:0_days_control:3,-0.1683006004,0.1868821859,0.0033387994,0.0654061721
vera:0_days_control:4,-0.5960457411,-0.3530927828,-0.045696364600000004,-0.0537987118
vera:1_days_176:1,0.3812153541,0.3748022868,0.6040763118,-0.4586013537
vera:1_days_176:2,0.8919354427,0.3908597029,0.6062411768,-0.5186037562
vera:1_days_176:3,0.5535015550000001,0.5508010024000001,0.0256225461,-0.0410689565
vera:1_days_control:1,0.2559763546,0.3689798495,0.033783386900000004,-0.9004145171
vera:1_days_control:2,0.0956259441,0.2891163987,-0.20223011640000002,-0.8836784686
vera:1_days_control:3,0.0120740725,0.3372424867,-0.0430363569,-0.7609670055000001
vera:1_days_control:4,0.15407209560000001,0.27513888000000003,0.0038238051,-1.1173335463
