,A,GadE,GadX,GadW,FliZ,RpoS
abx_mega__reta_dmso__2,2.5830568948,-3.5130073889,-0.0604874823,0.7870471791,-0.5290595791,-0.1476290305
abx_mega__mem_dmso__4,3.5042147092,-2.1602168227,-2.7032511374,-1.475133831,-0.34600982490000004,-0.46360405250000003
abx_mega__dox_dmso__5,0.3941654639,-0.800648118,-1.4899758357000001,-0.2735310862,0.0424100969,0.4989539183
abx_mega__tmp_dmso__5,1.1635078168,0.862190372,-0.746403637,0.11343808300000001,-0.1697986887,0.3705406573
abx_mega__flavo_dmso__3,1.7449861557,-1.7302587630000001,-1.9912749897,-1.4631428822,0.1089253652,-0.1438542033
abx_mega__tmp_dmso__6,-0.40159997480000004,0.3597602901,-1.614866469,-1.1020331048,-0.7218705966000001,-0.5194117031000001
abx_mega__ceru_ethanol__3,3.4162322853,0.7855894254,0.4250607538,1.3462887513,-2.3535445542,2.0305828611
abx_mega__teix_dmso__10,0.1989751307,-0.8601274002,-1.0789182811,-0.8991130558,-0.2083277862,-0.4654391383
abx_mega__novo_h2o__7,2.0723280827,-0.38598095990000003,0.4634742079,1.1510409027,-1.0224098639,-1.4261023225
abx_mega__fidax_dmso__3,1.5201167875000001,1.2264144497,-0.4937594751,0.3030818932,-0.2734107096,0.3766098639
abx_mega__h2o-1a__2,-0.1658731752,0.6927882937000001,-0.0441280617,0.2034799484,-0.0103887137,-0.1364564022
abx_mega__dcs_h2o__2,0.8205508642,-1.8437018802,-0.7105836766,-0.47946758250000004,0.134627932,0.1286029695
abx_mega__cst_h2o__4,1.3484869208,-0.7732126818,-0.6224827327,-0.4054211461,-0.1357071218,-0.0696890087
abx_mega__van_h2o__2,2.0531253728,-1.7961446043,-2.1999183795,-2.3589073991,-0.4383705693,0.9030849996
abx_mega__pen_h2o__4,0.8349016982,-0.4832030605,-0.9413710865,-1.0643842999,-0.9416061209000001,0.38838182590000003
abx_mega__h2o-8b__2,1.5255127042,0.9385064175000001,-0.8457775122000001,-0.5737623721,0.1719486807,-0.0550770701
abx_mega__reta_dmso__3,1.7557350684,-1.8486005624000001,-0.6120881462000001,0.139481466,-0.1653463571,-0.6307641964
abx_mega__dmso-7__2,0.2745449377,0.6152667638,-1.1074021042,0.2908816883,0.2709422181,-0.2597921773
abx_mega__rfp_h2o__2,2.4348708708,0.48579464400000005,1.43605493,2.0137494034,-2.1373360095,-0.1763272148
abx_mega__rif_dmso__6,1.3272180028,2.2753511285,2.4690046138,2.6251003421,-0.8364478447,-0.1529290586
abx_mega__sxt_dmso__4,2.3639295601,-0.8478658908000001,-1.6781310877000002,0.707586028,-0.2563740177,0.2706568916
abx_mega__cip_naoh__5,-1.194655065,0.49984832240000004,-0.4762555685,-0.6852902307000001,-0.0107236213,-0.8203963424
abx_mega__dmso-9__3,0.22779205,0.4813377729,-0.8435907248000001,-0.9363639311,-0.2940249934,0.1585795959
abx_mega__mem_dmso__5,2.5727680808,-0.7401862944,-1.2471686966,-1.1130481848,0.0111356627,-0.1142251222
abx_mega__tric_h2o__2,2.5817393214,0.324355968,0.4681539797,2.2785215816,-0.1846747639,1.8143817081
abx_mega__phos_h2o__6,-0.0284019715,-0.27323419200000004,-0.7646396469000001,-1.5606311155,0.1868333643,-0.4731728442
abx_mega__h2o-7__2,2.9723449099,-1.0815214013,-1.6702290002,-1.0828972345,-0.33929810860000004,0.0620097399
abx_mega__h2o-10__3,1.6246405419,-0.499557057,-1.2816115794,-0.4360595423,0.32364081040000003,0.3949410132
abx_mega__h2o-8a__2,0.2986540103,-1.0746204776,-0.9655765173,-1.1231442737,-0.14524808120000002,0.3263541776
abx_mega__thio_dmso__3,2.2857687473,-2.6641143781,-2.4990405855,-1.5133386045,-0.5712727796,-0.7083059624
abx_mega__lzd_dmso__3,0.7293670949000001,-2.5632120738,-0.606471858,-0.6349601563,-0.8778729376000001,-0.851641096
abx_mega__monac_dmso__3,-0.1655162298,-1.7550318371,0.7394757083,-0.6314183751,-2.7534880045,1.4811790611
abx_mega__polmyx_h2o__5,2.7734781103,-2.2443270657,-1.5566576302000001,-0.7381592819,-0.9349384802,1.1931153627
abx_mega__naoh-6__5,0.5179442052000001,0.0197443117,0.4323093243,-0.2758493253,0.6015258478000001,0.223645429
abx_mega__teix_dmso__11,-0.3333344938,-0.1563452125,-1.1253225087,-1.8270040461,-0.0921058154,-0.5212448198
abx_mega__van_h2o__3,2.0416751254,-2.9233291286,-2.9588872566,-2.9671130112,-0.9734630301,1.0658264478
abx_mega__teix_dmso__12,-0.4426336307,-0.5686496951000001,-1.7818718834,-0.9850013674,0.078375053,0.2623274617
abx_mega__dox_dmso__6,0.9627325403,-4.9543248985,-3.9685586572,-1.6582115954,0.8874681669000001,-0.8602627439
abx_mega__teix_dmso__13,0.7237249892000001,-1.1609882979,-1.9166611242,-0.5391158281,-0.3032808635,0.6492284850000001
abx_mega__h2o-7__3,1.8398982109,0.2931326186,-1.1424897266,-0.4554016045,0.0414202668,-0.0872275571
abx_mega__str_h2o__4,0.5378927206,-4.9543248985,-2.2308314116,-4.8910971814,-0.9714688015,-1.6278754941
abx_mega__tec_h2o__3,3.6794103959,-4.9543248985,-3.2905908826,-4.8910971814,-1.3708366688,0.5569903872
abx_mega__phos_h2o__7,-0.3480758054,0.2102979721,-0.0061632818,-0.9594952036000001,0.2785716132,-0.5821665425
abx_mega__chl_h2o__5,3.6138920323,-3.2422456163,0.5574776625,0.9792263448,-1.8488300025000002,-0.5569867189000001
abx_mega__polmyx_h2o__6,4.4961335715,-4.9543248985,-1.9066000376,-2.9064468889,0.9761551149000001,-0.8658739125
abx_mega__teix_dmso__14,-0.3585407903,-0.6442231476,-1.1645279928,-1.5930981604,-0.0724542553,-0.5061400461000001
abx_mega__rif_dmso__7,1.6355676286,1.9903893553,2.8790304897,2.2326202937,-0.6306414366,-0.007558000600000001
abx_mega__ramo_h2o__3,0.9687177625000001,-2.1935764911,-1.4187992321,-1.1152222834,-0.5187912896,1.1837010027
abx_mega__fidax_dmso__4,1.8231591196,0.8106657876000001,-0.5455504881000001,0.4682973258,-0.639781503,0.3684639705
abx_mega__teix_dmso__15,2.0073782758,-0.5030941128,-1.9052956364,-0.8803569347,-0.2218422085,0.7162084194
abx_mega__thio_dmso__4,2.0725699522,-1.4884099982,-1.7869076372000001,-1.1043004213,-0.6434064941000001,-0.7495037573000001
abx_mega__rif_dmso__8,1.8027979758,2.3407828831,2.7035074685,2.8732052881,-1.1948790274,-0.2520943269
abx_mega__reta_dmso__4,2.9239874274,-3.2817359052,-0.6309980420000001,0.2597272828,-0.9238260631,-0.1303226102
abx_mega__inh_h2o__4,1.2478997457,-1.0130624668,0.5591090838,2.8930780458000003,-5.1006242489,1.2895415137000001
abx_mega__novo_dmso__2,1.4623689805,0.6400911570000001,0.2844424888,1.1196950558,0.0424809559,-1.0265109875
abx_mega__dcs_h2o__3,2.5250046872,-1.1877474387,-0.699081692,-1.0660580153,0.40244831940000003,-0.0724954515
abx_mega__h2o-8b__3,1.1421104084,0.0057376782000000005,-0.6834696411,-0.4502868915,-0.0850634336,0.0047803766000000004
abx_mega__valin_dmso__3,-1.8248395133000002,-1.101779104,-0.9369712622,0.44527928910000003,-0.6794733373,-0.26600968140000003
abx_mega__h2o-2__1,4.220181721,-4.9543248985,-1.7037657776000001,-4.8910971814,1.7620270382,-0.7475409037
abx_mega__cro_h2o__4,0.4133921917,-1.478819687,-1.6631423053,-1.2535837332,0.4848343268,-0.21861527020000002
abx_mega__dcs_h2o__4,1.9690686511000002,0.1703270946,-1.0659853640999999,-0.4951768219,0.2330478514,0.5629342945
abx_mega__str_h2o__5,1.5063732031,-0.6731816621000001,-2.0924488142,-0.6445895244000001,0.3758195159,0.21570166240000002
abx_mega__h2o-8a__3,0.0344862042,-1.463319352,-1.9019719918,-1.9821644555,-0.29945989,0.062023590600000005
abx_mega__dox_dmso__7,-0.8146369246,0.1949305494,-0.3270881192,-0.6265683658,0.058013734600000005,-0.42882891900000003
abx_mega__doxo_dmso__2,3.2925618584,0.6053945312,-1.4260702628,-0.5907763125000001,-1.3681140911,-0.7689727486
abx_mega__teix_dmso__16,0.386803532,-2.1467705867,-2.4558263077,-1.2133277672,-0.5921329365,0.7309834126
abx_mega__rfp_h2o__3,2.89656421,0.8898444481000001,1.5532031724,2.2498084238000002,-2.1269817802,-0.1501726563
abx_mega__ethanol-10__3,0.7169280244,0.4587964571,-0.7262673853,0.39586444930000003,-0.9497657643,0.5169160205000001
abx_mega__naoh-2__2,3.2062180869,-2.8578512514,-2.7702355593,-4.8910971814,0.46336870820000003,-0.6836513344
abx_mega__van_h2o__4,-0.9183226984,-1.7372671564000002,-1.1356812419,-1.0862679564,-0.7611597797,0.6793260160000001
abx_mega__sacet_h2o__2,3.7540178758,-0.5795125854000001,0.4849650354,0.318433834,-3.0261085792,0.7371031941
abx_mega__monac_dmso__4,3.1130280089,-3.1552620167,-1.8102551761,-1.4181592968,-2.4393114123,1.9744757876999999
abx_mega__h2o-2__2,1.9141736739000001,-4.9543248985,-0.5962947766000001,-4.8910971814,1.2537002584999999,-0.7213432398
abx_mega__zeocin_h2o__5,2.5419408264000003,-1.3114983628,-1.7375392391000002,-1.3471639952,0.21365516310000002,0.6477702467
abx_mega__nor_naoh__5,0.843104057,-0.7216108358000001,-0.8444514657000001,-1.076108859,-0.2535914455,0.020042852400000002
abx_mega__naoh-9__2,1.1406736833,-0.7100778606,-0.5609800471,-0.46758689280000004,-0.272873093,0.48593594510000004
abx_mega__dmso-7__3,0.8459537374,-0.0995043174,-1.8769103862,-0.41619355280000003,0.0787808368,-0.39806902200000005
abx_mega__van_h2o__5,-0.5636529131,-2.0510275171,-1.1587548634,-1.6398368427,-1.0925377552,0.4775086602
abx_mega__flavo_dmso__4,1.5878078977999999,-0.8815517271000001,-2.2036373405,-0.7296981564,0.3285347008,-0.2237540542
abx_mega__novo_dmso__3,1.3975848873,0.0073837486,-0.0773578979,0.6463621749,-0.24318951900000002,-1.2433446982
abx_mega__polmyx_h2o__7,0.9742601905,-0.9772992033000001,-1.1987971767,-0.5064272091,-0.7216193966000001,-0.09469580500000001
abx_mega__teix_dmso__17,1.3582174043,0.6645719065,-1.5697753834000001,-0.6086695298,-0.26551560020000003,0.3882651955
abx_mega__doxo_dmso__3,2.0800085871,1.7672363165,-0.6416192956,-1.5494499382,-1.5367685946,-1.0093608602
abx_mega__mem_dmso__6,0.7941929368,0.1705663155,-0.218809689,0.4341006315,0.31965599370000003,0.4493025752
abx_mega__h2o-1a__3,0.3099901292,-0.6626245243000001,-0.18554009940000002,-0.081097899,0.0730021295,0.091783931
abx_mega__bacit_dmso__3,1.8467055323000001,1.2641697463,0.6551437869,0.7145679516,-0.6780295751000001,0.062013330500000005
abx_mega__dox_dmso__8,2.5167821189,-4.9543248985,-3.062673093,-3.6849421341,0.5698753794,-0.9358932155
abx_mega__teix_dmso__18,-0.6777322840000001,0.06758366560000001,-0.5305310609,-0.5283854327,0.0207449928,-0.4164593802
abx_mega__h2o-6__3,0.1840036106,0.7973108276,0.43554068760000003,-0.6440189145,0.31675270180000004,-0.0044865156
abx_mega__pen_h2o__5,-0.022285656,-1.1229460866,-0.7049374159,-1.1463671463,0.008072752400000001,-0.0383475161
abx_mega__lzd_dmso__4,0.5686598887000001,-1.0387753436,-0.42549636560000004,-0.4997818694,-0.2062807965,-0.7369655924
abx_mega__daro__1,1.42024926,-4.1662094455,-2.0591431465,-1.3314105904,-0.4374436151,0.41317827430000004
abx_mega__solv__1,1.147632025,-2.4660532164,-2.0233068317,-0.7814981377,-1.2090545604,0.604767283
abx_mega__daro__2,1.3381898871,-2.8718865882999998,-1.5630137536,-1.1850328487,-0.2896944628,0.7448858374
abx_mega__daro__3,2.1492709662,-2.4320964446,-1.2307429816,-0.1412527238,-0.8801767693,1.4155093927
abx_mega__solv__2,0.2438909027,-3.6339570428,-2.2434015583,-1.1686088526,-0.3063177875,-0.2457375582
abx_mega__solv__3,1.9216405925000002,-2.5049262159,-1.2137433793,-0.3369809778,-1.0853758083,1.3219007904
abx_mega__dmso-4__1,-0.4456018863,1.7553138839,1.3727531535,1.5359754114,-0.0855677244,-0.6830534858
abx_mega__kirr_dmso__1,2.4856639889,-1.7750764978,0.7364658202000001,0.6367115607,-1.3353379035000001,-0.6785606825
abx_mega__kirr_dmso__2,2.5850402784,-2.3030007435,0.8020099156,0.7264895838000001,-1.7310735495,-0.4696651093
abx_mega__kirr_dmso__3,5.1147452372,-1.6870039870000002,0.8283546073,1.0658904284,-1.8670136342,-0.46349901590000003
abx_mega__dmso-4__2,0.2785377732,1.7112292034,1.7646604640999999,1.4838933811000001,-0.1653065863,-0.3385525806
abx_mega__dmso-4__3,-0.8149335652,1.5937886089000002,0.9226248098000001,1.6736089473,-0.16669905170000002,-0.6918979069
ackA_pta__dnaA46_del_ackA__1,-1.5547999510000001,2.3386974061,2.1806473558,1.3023265598,-0.012436487900000001,1.3115418012
ackA_pta__dnaA46_del_ackA__2,0.6442372535,3.6669980278,3.1446118588,2.3695525679,0.37182008510000003,2.719049273
ackA_pta__dnaA46_del_ackA__3,-0.8390179898000001,1.4663093568,0.6395456294,0.2963838149,-0.6992794987000001,1.9266550545
ackA_pta__dnaA46_del_pta__1,0.27152161950000003,3.4059199795,4.659462879,3.6047353966999998,2.501069009,2.7159852568
ackA_pta__dnaA46_del_pta__2,-0.4607335434,2.3795006094,0.8132213377,0.4164326725,2.3306961579,0.8854595021
ackA_pta__dnaA46_del_pta__3,-1.2921270484,1.267768323,1.7711158004,1.0552762718,-0.5490154672,1.3716701738000001
ackA_pta__dnaA46__1,0.33165373470000004,-0.0370901297,-0.11114342320000001,-0.4086667338,0.6618736336000001,-0.0180868505
ackA_pta__dnaA46__2,0.607144711,-0.3873646532,-1.5626090575,-1.1475957836,-1.2316501005,0.8312034412
ackA_pta__dnaA46__3,0.3501707649,0.26734594300000003,0.4949660891,-0.1349273707,-0.08223433620000001,-0.0430751967
ackA_pta__del_ackA__1,-2.7819922044,2.4129024847,2.5456189009,1.9627897933,0.40471195200000004,1.8905631967
ackA_pta__del_ackA__2,3.0675093163,6.353334971,5.0940224489,4.505968283,1.2804113993000001,3.0586390134
ackA_pta__del_ackA__3,-1.9269821287000002,1.8724600122,1.8518225675000002,1.4661535033,-0.5045071484,1.1510770369
ackA_pta__del_pta__1,-2.5613018566,0.7781908265,-0.2820607412,0.1783747074,-0.3392068404,0.09465619600000001
ackA_pta__del_pta__2,-0.3538626539,4.0181270844,1.7197414120999999,1.7935576260000001,2.0555444081,1.3046074190999999
ackA_pta__del_pta__3,-2.2734803813,1.1309723506,1.4663876389000001,1.3075306438,0.6030436854,0.7440262712
ackA_pta__wt__1,0.4390454325,-0.1970568618,-0.2911116018,-0.4077541595,0.9553342210000001,0.5336637103
ackA_pta__wt__2,-0.1691363333,0.17376905680000002,0.0770739235,0.1926050226,-0.871642299,-0.3890912637
ackA_pta__wt__3,-0.2699090991,0.023287805,0.2140376783,0.2151491368,-0.083691922,-0.14457244660000002
anticancer__5fu__1,1.6966768886999999,-1.4930587705,-0.5328197784,-0.9547200294,-0.8449884392,-1.4457715828
anticancer__5fu__2,1.2816478702,-0.9785392336000001,-0.4699098705,-0.8885616376000001,-0.9841056429,-1.5601079896
anticancer__cap__1,0.7836517078,-0.1418890489,0.3462227959,1.4585092566,-0.7818768408000001,0.810740581
anticancer__cap__2,0.4788957494,-0.6453184266,-0.0638837916,1.2605741723000001,-0.8403795715,0.8647603072000001
anticancer__cap__3,1.8601544642999999,0.1316325843,0.16152527120000001,1.3428263445,-1.1125985259,0.9669022083000001
anticancer__wt__1,-1.0976757074,0.42178782270000004,0.23919889390000001,0.28363902750000003,0.13790844400000002,-0.4381731909
anticancer__wt__2,0.4124949701,0.18356525410000002,0.061606119800000005,0.1442726967,-0.0948882137,0.130608776
anticancer__wt__3,0.6851807373000001,-0.6053530768000001,-0.3008050136,-0.4279117241,-0.043020230300000004,0.3075644149
anticancer__5fu__3,1.246301659,-0.6943331732,-1.2817325724,-1.1978069613,-1.1433972898,-1.4681930284
bio_pln__aero_pln__1,-0.0652131214,-0.2011528861,0.0787222337,0.045820604,0.1621782179,-0.1546157778
bio_pln__aero_pln__2,0.0652131214,0.2011528861,-0.0787222337,-0.045820604,-0.1621782179,0.1546157778
bio_pln__anaero_pln__1,-2.8232494741,-2.5051748530999998,-1.4369593736000001,-0.7724823927000001,0.3735669578,-0.6446691254
bio_pln__anaero_pln__2,-2.2789210038,-2.3047048317,-0.9639641470000001,-0.7056133286,-0.7477999007,-0.4501057755
biocide__bzcl_12h__1,0.5270132219,1.1732714022,1.5933836524,0.10926809280000001,-1.1481901418,0.1059205538
biocide__bzcl_12h__2,3.2994058646,3.8310874844000002,2.9391269799,1.5661016985,-3.2947532938,1.3829855504
biocide__bzcl_12h__3,0.6174387546,1.9498548274,1.9297086185999999,0.47143017130000003,-1.0077319036,0.4041661848
biocide__etoh_12h__1,-0.7521485811,2.4698718908,1.9357444087000002,1.047462869,-0.6701789072000001,0.30663911790000004
biocide__etoh_12h__2,-0.8932401449,2.3908950912,1.5262151029000002,0.9762614476,-0.4400234476,0.31144163620000004
biocide__etoh_12h__3,-1.4430935803,2.0519670739,1.9343225108,0.9626041483000001,-0.7678175187,0.3127912652
biocide__gluald_12h__1,1.5743941767,2.1640892977,1.0889449922,0.5417296079,0.5482601467,0.1760007295
biocide__gluald_12h__2,1.887693689,2.5003301298,1.6661817233,0.9184770872,0.21933115920000001,0.454210979
biocide__gluald_12h__3,1.7329528734,2.2209026611000002,1.3036525195,0.742247148,0.3346592728,0.6235460537
biocide__h2o2_12h__1,1.1788726422,1.3338276692,0.7573353937,0.29215261470000004,0.4986880487,0.1208037019
biocide__h2o2_12h__2,0.2990233104,1.7475987233999999,0.9793977468,0.17686315,0.0295554524,0.4877615953
biocide__h2o2_12h__3,0.6372173638,2.6751663145,1.1768700727999999,0.2798190443,-0.2839763155,0.5163905927
biocide__2ppoh_12h__1,-1.143878244,1.9256900829,2.1927540301,0.42676864940000003,-1.9656336328,0.6884772919000001
biocide__2ppoh_12h__2,-1.4650410486,1.9491393725,2.2934189581,0.1298757768,-1.9026243895000001,0.7122389416
biocide__2ppoh_12h__3,-1.9879143753,2.2980400034,2.3034768196,0.1055482675,-2.1068931034,0.6396841639
biocide__paa_12h__1,1.3474314812000001,3.4825350015,2.0447660822,1.095999363,-0.0375871065,-0.1261035513
biocide__paa_12h__2,1.4637374878,3.5194906724,2.1116511073,1.0909759612,-0.6568334769,0.38388275310000003
biocide__paa_12h__3,2.8763386194000002,4.7573943125,3.2747517969,1.9878556917,-1.4897849451,0.2827863503
biocide__phe_12h__1,2.1511400289,4.4700517081,2.7403254804,1.7233021750000002,-1.2988470351,0.7819781372
biocide__phe_12h__2,1.3938396033,3.1292569626,2.057633474,1.1307432587,-0.8283681158,0.6750482209
biocide__phe_12h__3,1.8025477639,4.1460896094,2.6419836268,1.6309231758,-1.3896635038,0.8001322815
biocide__pvp-i_12h__1,4.9450440342,5.8182221066,3.7015979391,2.2584019968,-3.5802467035000003,0.787458333
biocide__pvp-i_12h__2,1.3986022987,2.6212355954,1.5616155397,0.526990281,-0.5895246939000001,0.2597792446
biocide__pvp-i_12h__3,3.6375830881,5.0108585909,3.3978908533,1.9311866242,-2.8628664633,0.8436964682
biocide__bleach_12h__1,-0.0181812362,2.4538493908,1.4123284182,0.2665311221,-0.6611582232000001,0.5144514775
biocide__bleach_12h__2,1.0167367334,2.8815770308,1.8734405492000001,0.41470984310000003,-1.010276415,0.6103281862000001
biocide__bleach_12h__3,0.1441570965,2.3511233588,1.5261507784,-0.0107180144,-0.7361138492,0.5001794788
biocide__chx_12h__1,2.6205841246,4.2028498395,2.4447798364,1.6467941186,-1.6285546201,1.2035249776999999
biocide__chx_12h__2,2.3455124362,4.1008643976,3.0607726072,1.5443041708,-3.3048849856,1.2661395327
biocide__chx_12h__3,2.8747683716,4.0447030616,2.8382563739,1.4882277676,-2.712893775,1.16465461
biocide__bzcl_30m__1,0.7481506081,-0.335792756,0.2990028387,0.5582339813,-0.8848788157,0.3070321777
biocide__bzcl_30m__2,0.9170545903,0.1151797449,0.5726414556,0.424670419,-0.8703418705,0.3451877582
biocide__bzcl_30m__3,1.1788585556,-1.2015941332,0.2349622607,0.23624546070000002,-0.9831970371000001,0.3989484895
biocide__phe_30m__1,-0.1471311969,0.1535513322,-0.3653754954,-0.7816625075,-0.6488890107,-0.3712610376
biocide__phe_30m__2,-1.1603509758000001,-0.9637228794,-0.0092229475,-0.6091052169,0.0712255713,0.0945027819
biocide__phe_30m__3,0.059346279,-1.5042682958,-0.6387592204,-1.0342188719,-0.49097341120000004,-0.3559708344
biocide__pvp-i_30m__1,0.6121564505,-0.4844042262,0.0012493889,-0.3616122432,-0.0440257246,0.1728373939
biocide__pvp-i_30m__2,1.5617783947000001,0.44756994380000004,0.20566715570000002,-0.1331117576,0.012622685000000002,0.3912909238
biocide__pvp-i_30m__3,1.4726994719,0.5576840619,0.17024098340000002,-0.19877568510000002,-0.095055547,0.2723628656
biocide__ctrl_12h__1,0.48989814740000004,0.3050593001,-0.1820386379,0.07499902400000001,0.2530040878,0.0722377781
biocide__ctrl_12h__2,0.7023357050000001,1.1833655335,0.5764112386,-0.28596960600000004,0.2942308494,0.1366100778
biocide__ctrl_12h__3,0.6979749419,1.0448836978,0.5307740829,-0.0256878468,0.5745649740000001,0.46169277950000004
biocide__ctrl_30m__1,0.6452348694000001,0.6867181344000001,0.0909938262,0.46059970790000004,0.0365638343,0.17100117450000002
biocide__ctrl_30m__2,-1.509788013,-0.3187457012,-0.3764817133,-0.41420470810000004,-0.0080851216,-0.3040600283
biocide__ctrl_30m__3,0.8645531436,-0.3679724331,0.2854878871,-0.0463949998,-0.028478712700000002,0.13305885380000002
clpP__wt__1,0.5773643575,-0.18680116770000002,-0.29970281120000003,-0.4347648066,-0.0418221307,-0.1036135371
clpP__wt_DPTA__1,-0.8222523964,1.5570810175,2.4395412549,1.65805772,1.1909859854,1.8095372007
clpP__wt__2,-1.3283656335,-1.2261136161,-0.2606098702,-0.08861498050000001,-0.0261456504,-0.3329100937
clpP__wt_DPTA__2,-0.0404835042,1.1385562443,2.5163854908000003,2.0892566412,1.2282025723,1.576321233
clpP__wt__3,0.751001276,1.4129147839,0.5603126814,0.5233797871,0.0679677811,0.4365236308
