,A,CsgD,ihfB,MlrA,MqsA,CpxR,RstA,hns,BtsR,FliZ,Cra,rcsB,OmpR,BasR,Crp,RcdA
ecoli_00431,-0.1941831134,-0.000315427,0.19238305500000003,-2.079880211,1.1841177935,-0.460473094,1.2461384375,-0.00652855,0.42670980750000004,0.08058006150000001,0.3286793945,0.045120014,0.6579702005,-0.523778319,0.286125693,0.8208878345
ecoli_00432,-0.3618744819,-0.147398875,0.510890925,-2.06255604,2.2119920655,-0.25778105300000004,0.6310008365,0.01805195,0.35947948150000003,0.20125396450000002,0.1371537125,0.020711175000000002,0.8631847055,-0.216493806,0.30561196300000004,1.2342362045
ecoli_00433,-0.45502366050000004,0.057300618000000005,0.24630422500000002,-2.07400081,1.1435840805,-0.19707644,0.8888451655,-0.01316454,0.46520870750000004,0.1768457745,0.2043196165,-0.271020961,0.2102114925,-0.246806612,-0.027297961000000003,1.2299045305
ecoli_00434,-0.20739946480000002,-0.11726301700000001,0.38751159500000004,-1.9606738890000002,1.5740200965,-0.23699719400000002,0.3285953625,0.05508608,0.5056558135,0.47467328750000004,0.0383055815,-0.181474503,0.19831319050000001,-0.515793104,-0.086313521,0.8468843565
ecoli_00435,-4.3663658171,-2.090370999,-0.45869837300000005,-2.770141964,-0.1390443435,-0.940721149,0.5308659815,0.68202985,0.00023751150000000002,5.5582104144999995,0.1742360945,0.09049594100000001,-0.3495889585,-0.890362077,0.23749544300000003,-0.4714920755
ecoli_00436,-4.2664624488000005,-1.879077555,-0.355403095,-2.8225926450000003,-0.0670022295,-0.8106305420000001,0.3471398955,0.8294365300000001,-0.2779493075,5.4976350755,0.2046892845,0.11336935000000001,-0.21134193750000002,-1.325154628,0.42203483300000005,-0.8551076745
ecoli_00437,-5.3793206658,-2.837461842,-0.447231433,-2.797709347,0.1832851975,-0.917643721,0.1937006845,0.16366318,0.3413278175,5.8133705885,-0.3254524895,-0.232987314,-0.3057344785,-1.203917763,0.06875389400000001,-0.3407901725
ecoli_00438,-5.0401311623,-2.820078041,-0.371389305,-2.996932136,0.27965709450000004,-0.9719036560000001,0.20840859350000002,0.21915571,0.3791060115,5.8665418925,-0.20625851950000001,-0.13240622400000002,-0.20174322150000001,-1.064460219,0.12083432100000001,-0.6772501295000001
ecoli_00439,-2.1338614348,0.156917246,0.178874645,-1.365851124,2.1781501395,-0.38398000000000004,0.1258700595,0.19720695,0.6975938525000001,3.0911386105,0.0072313685,-0.20471693800000001,0.14663080050000002,-0.33641127800000004,-0.035753444,1.1223228165
ecoli_00440,-0.15406639400000002,0.739976362,0.311857795,-2.016521077,2.2022577005,-0.160284944,0.2168044505,0.40407201,0.7854559535000001,2.5035359165,0.0135728445,0.01443641,0.0935961545,-0.48593334800000004,0.110043497,0.7847564395000001
ecoli_00441,-4.7756338655,-2.3389624380000003,-0.467012603,-2.501313582,-0.0651136665,-1.1563341710000001,0.24002365150000002,0.38412738,-0.1262933155,5.4220262045,0.061462300500000004,-0.052219856,-0.38905060550000004,-1.225151799,0.129309161,-0.8965681635
ecoli_00442,-5.5367621487,-2.366206388,-0.372629985,-2.635232482,-0.3480777745,-1.026663952,0.3695904385,0.49640389999999995,-0.22872934550000001,5.5458400445,0.0795101485,0.117919276,-0.1685530265,-1.286504902,0.251086443,-0.8156078655000001
ecoli_00443,-4.074633259,-1.826437415,-0.431921053,-2.663153001,0.45137779250000004,-1.184474824,0.0370561685,0.04751099,0.2063092785,5.6205115225,-0.0533457045,-0.195801843,-0.2439349225,-1.008285935,-0.022647861000000002,-0.6378275655
ecoli_00444,-4.7591069795,-2.142620069,-0.424432715,-2.814357865,0.19218471550000002,-1.174284968,0.06423010850000001,0.12086527,0.20059482050000002,5.6263790625,-0.11059279550000001,-0.213210479,-0.16663864050000002,-1.04692664,-0.007290675000000001,-0.5522571545
ecoli_00445,-0.9697433499,0.051516179,0.140553845,-1.979944182,1.5056306165,-0.41894225500000004,0.3956652755,0.0476462,0.7671466765,1.7481114325,0.2498183645,0.074674655,0.3124606395,-0.49602087300000003,0.039920518,1.0692444225
ecoli_00446,-0.5257850345,0.108685029,0.24958026500000002,-1.8805070700000002,1.7284595784999999,-0.285658162,0.7390018885,0.14272023,0.8877203305,0.7332496345,0.4299435455,0.055597213000000006,0.4310809165,-0.51856561,0.206041613,1.1840662955
ecoli_00447,1.7252867933,0.660771906,0.670059155,-0.662583012,0.8649297425,-0.11419232600000001,-0.0054912905,0.4327723,0.0241339005,4.5063532255,-0.1282312575,0.08135254700000001,-0.0667614455,-0.176512536,0.426042593,-0.6541010045
ecoli_00448,1.7013910623,0.669177498,0.584683415,-1.04609859,0.8474029845000001,-0.090900136,0.1028314535,0.37033955,0.1289636775,4.0361872125,-0.0017489555000000001,0.009339666,-0.3054398525,-0.39135541500000004,0.345369843,-0.7019955185
ecoli_00449,6.079101885,2.5147121119999998,1.127235165,0.781360778,1.2585026845,0.119747952,-0.1785798365,0.57773418,-0.4060675105,0.2741637925,-0.1284979795,0.116768175,0.1256636955,0.15888021100000002,0.413744223,-0.4298059185
ecoli_00450,4.7813950857,1.9966246220000001,1.086679905,0.677459539,0.8572544465,0.12486786200000001,-0.1102386665,0.43049254000000003,-0.1803602845,0.1507381435,-0.10850641250000001,0.08845326,0.0579005695,0.161884478,0.374689043,-0.5810846125
ecoli_00451,4.6072578478,1.413238884,0.419866055,-0.616295518,1.0609468465,-0.152956862,0.1441694965,0.32687236000000003,-0.2478915905,4.7550778555,-0.1142150975,-0.048091642000000004,-0.27105109250000003,-0.615889839,0.208151253,-0.5464197705
ecoli_00452,4.3551274438,1.498191243,0.633658665,-0.6682945090000001,0.9011851415000001,-0.105647976,0.1442791115,0.42016391000000003,-0.1109592335,4.8521146265,-0.0220606105,0.010596309,-0.2927120375,-0.49749160700000006,0.291227723,-0.4527255295
ecoli_00453,6.9728107944,2.801432444,0.992749325,0.6104581450000001,1.1120650195,0.17366736600000002,0.0141726765,0.47867913,-0.2371050805,0.5156883985,-0.0295689625,0.07511390300000001,0.1616715305,-0.067966413,0.35863981300000003,-0.2778552235
ecoli_00454,6.131982701,2.336376839,0.978565255,0.538775212,0.8647111425,-0.080146929,-0.10879316850000001,0.73401428,-0.5585721255,0.1016014415,0.06996596050000001,0.02080721,0.1591104565,0.10412513400000001,0.29102474300000003,-0.7106073025
ecoli_00455,-4.0584161814,-1.470864101,0.07488206500000001,-1.339202599,-0.0871916485,0.072932288,-0.5034407965000001,-0.31269492,0.8218092775,-1.3447920045,0.11987262350000001,-0.288233287,0.21496686350000002,-0.336693683,0.372321163,-0.4158677555
ecoli_00456,-4.7811150851,-1.671038108,0.076697995,-1.249587147,-0.2883762285,0.08558737,-0.4799070695,-0.20203355,0.9268594905,-0.9688211885,0.31394053850000003,-0.201776686,0.3644017875,-0.215687012,0.554500683,-0.5330300165
ecoli_00457,-3.4952445219,-0.739734356,0.35601839500000004,-0.752233758,0.0721561155,0.08524625,-0.4033725245,0.01771645,0.5819520805,-0.9696946255000001,0.1931644615,-0.039691428,0.3731706085,-0.08147957900000001,0.729717593,-0.45684473750000004
ecoli_00458,-3.1799455227,-0.8932264660000001,-0.003665175,-0.723976018,-0.0536428555,0.018619616000000002,-0.4355133545,0.30654788,0.7669174665,-0.2797811555,0.2529109075,0.020835152000000003,0.6758574285000001,-0.004300972,0.8032040530000001,-0.26005682550000003
ecoli_00459,-3.0765983079,-0.686856338,0.390416185,-0.45061158900000003,0.1317115245,-0.045774718000000006,-0.0605437605,-0.01429938,0.7420590795,-0.4674688905,0.13470229150000002,-0.111642926,0.36970756650000003,-0.14496938,0.699493633,-0.5407107855000001
ecoli_00460,-3.438163396,-0.890060132,0.45289707500000004,-0.233089295,-0.0517657175,-0.05118288,0.0221165205,0.01077946,0.6179421205,-0.1380186095,0.2756682365,-0.053574119,0.3427064385,0.015667819,0.8078232030000001,-0.5674808705000001
ecoli_00461,-12.4008536024,-5.653592756,-1.004696949,-2.669716917,0.8658660265,-1.458132779,-1.7761164875,0.00355952,0.6959836985000001,-1.2039569135,1.8335522395,0.634923648,0.6490427185000001,0.618167541,0.7253874130000001,0.6606459645
ecoli_00462,-13.8618505018,-6.009046678,-1.039493529,-2.845564766,0.2154342555,-1.176393219,-1.5028492805,-0.11221258,0.9212543965000001,-0.8133503935,2.0021776035,0.624544451,0.8182473995,0.7076623590000001,0.8432000030000001,1.0868160215
ecoli_00463,-7.5404196070000005,-2.650672375,0.560565675,0.9379302030000001,0.6956337315000001,0.23402994400000002,-0.8794514365,0.64643297,-0.3034723975,2.3978380595,0.5279175545,-0.233124128,1.0452339865,0.7474483,0.45295403300000003,-0.1655855315
ecoli_00464,-8.043592316,-2.091680372,0.6126008350000001,1.0958817220000001,0.7069310975,0.244365344,-0.9795954075000001,0.63278163,-0.45914196150000003,2.5885582355,0.5804894445000001,-0.236724287,0.9494872065000001,0.6366818280000001,0.513648663,-0.1220654055
ecoli_00465,7.7211348928,3.544520973,0.9432713450000001,2.889269777,0.5597986075,-0.44940255500000004,0.2907435215,0.50218688,-4.1845354215,0.3712025915,-1.5613833855,-0.7566430160000001,0.41331351850000003,-0.029229743000000002,-1.00432669,-0.9545606465
ecoli_00466,7.4166508729,3.541847981,0.936693195,2.833824485,0.6156025765,-0.564984389,0.21418786450000002,0.49923997000000003,-4.8343927655000005,0.2310526815,-1.3891346095000001,-0.8023124020000001,0.3272461035,0.08890047200000001,-1.132510871,-1.5193986675
ecoli_00467,-9.5504094057,-3.075018879,-0.685354248,-1.7089327330000001,-0.3910846785,-0.069539983,-0.0390563585,0.21320014,-4.8343927655000005,1.2123751345,1.2765130405,0.19596144000000001,0.7808666985,0.47073838,0.905930643,0.8140855275000001
ecoli_00468,-9.62249997,-3.283206831,-0.7342108110000001,-2.011619303,-0.2136035225,0.0055883320000000005,0.0024507625,0.1969339,-4.8343927655000005,1.4708552145,1.2704550625,0.11676546300000001,0.8318213515,0.312963041,0.882795573,0.9174400565
ecoli_00469,6.8668053072,3.09172148,1.100573585,2.8356896320000002,0.8697352985000001,-0.511601777,0.0643151785,0.56855093,-4.8343927655000005,0.0723563575,-1.7581450445,-0.638303709,0.4886130025,0.37981879900000004,-1.207481932,-1.0880519815
ecoli_00470,6.7395814361,3.118685481,1.042834665,2.896931835,0.6843901725,-0.520522367,0.0420472515,0.45746274000000003,-4.8343927655000005,0.25240600350000003,-1.7828460925,-0.6714029650000001,0.41015931450000004,0.283569506,-1.260247428,-1.0240233825
ecoli_00471,-10.7290008923,-4.842123887,-1.245766886,-2.888422495,0.8527441365,-8.11516967,-1.5156344835,-0.28121229999999997,0.9408029185000001,0.2812538005,1.7925485945,0.797270162,0.8641307395000001,0.47252267000000003,1.209290043,0.15373337650000002
ecoli_00472,-11.4543423652,-4.55099756,-1.365107315,-2.618287444,0.8368506195000001,-8.11516967,-1.3688365645,-0.31035452,0.9325634185,-0.3668905335,1.8005069615,0.852643958,0.9925839495000001,0.38508326400000004,1.196778413,0.7686210185
ecoli_00473,-7.7885667051,-2.438330135,0.496570985,1.2104944610000001,0.5682111775,-8.11516967,-1.1126737665,0.55578499,-0.1611376235,1.9770340845,0.7477895285,-0.035065169,0.9443054765000001,0.691572226,0.560846033,0.28918349050000003
ecoli_00474,-8.4303276857,-2.5394433149999998,0.521179295,1.198306592,0.5483971125,-8.11516967,-1.0477534265,0.62389534,-0.2435538865,2.0966635735,0.7776630565,-0.023487236,1.0906732255,0.83930235,0.640789563,-0.1305836655
ecoli_00475,-13.0070245095,-4.972910545,0.18434866500000002,-0.8446359010000001,0.4153239025,1.103145075,1.1413167195,1.23181458,0.43929657450000004,1.0128888985,0.0859257475,0.538810533,1.7343793695,0.19773368100000002,1.046254113,-0.3193977945
ecoli_00476,-12.399519034,-4.619761443,0.172252555,-0.468072953,0.2735152685,1.091872449,1.3997990825,1.01833016,0.45855816250000003,0.9432212725,0.14349823350000002,0.5764528800000001,1.6302195725000002,0.264979809,1.048489943,0.1429258765
ecoli_00477,-10.9568413417,-3.658054599,-1.04493152,-2.362207664,-0.6405234115,-0.18894312900000002,-0.5439245875000001,0.16065807000000001,1.5803786215,0.9022049445,0.9697545555,0.09108326700000001,0.9135198535,0.300504718,0.995224693,0.7328508775
ecoli_00478,-10.9141309671,-3.132752269,-0.94008373,-2.530952053,-0.1589888095,-0.304411663,-0.8609908605000001,0.28002335,1.4778051605,0.8832668805,0.8775237925,0.048888058000000005,0.8014121065,0.207181408,1.040602243,0.8498233225
ecoli_00479,4.8458932866,1.9859014080000001,1.188748505,2.173232856,0.8054218825,0.5676237390000001,1.2949025645,0.20112823,-0.6175159115000001,0.8752565895000001,-0.4134206025,0.061771917,0.22262428150000002,1.4278125799999999,0.088105161,-0.6595845535
ecoli_00480,4.8216282209,2.050807034,1.132852455,2.084506188,0.8048457605,0.508117634,1.2991667045,0.28447756,-0.5141697155,0.8047028175000001,-0.4331493275,0.13956121400000002,0.2695464335,1.603885691,0.12273579200000001,-0.4076396035
ecoli_00481,-1.9288741293,-0.06808477,0.315758295,1.234626711,2.4383804025,-0.128502266,1.4659342155,-0.0973469,-0.4558707675,0.0393393785,-0.6108375715000001,-8.5253e-05,-0.2835274915,-0.375532413,0.04519701,-0.18393349350000002
ecoli_00482,-2.1810947547,-0.18037043600000002,0.327461795,1.089690318,2.5093754645,-0.20955395400000001,1.5221404595,-0.14090949,-0.8333060005,-0.2814540835,-0.6956772725,0.027414196000000002,-0.1058225935,-0.28962292,-0.003365355,0.07465319050000001
ecoli_00483,-0.012066899300000001,0.361050337,0.34490785500000004,0.15028027300000002,0.33327156750000003,0.0004925880000000001,-0.1651001355,0.22264682,0.1812276995,-0.1387120375,-0.3885892615,0.161873956,0.4373627175,-0.353591295,0.731063943,0.1126854115
ecoli_00484,0.1575232493,0.472610827,0.359382225,0.10748218100000001,0.4395029965,0.058835446000000007,-0.2052708115,0.21059784,0.2228554865,0.18773611950000002,-0.4216058885,0.12010886500000001,0.3098895005,-0.062816378,0.757859213,-0.1277387545
ecoli_00485,-4.4529004481,-2.97416771,0.042946165,-1.50145098,1.7078942405,-0.035153815000000005,-1.6540922144999999,1.70998187,-1.1088185615,-1.6679912835000001,-1.5807294665,0.02890506,1.2716981505,-0.19098056800000002,-0.51730162,-1.2559700105
ecoli_00486,-4.641720805,-3.123346643,0.148344995,-1.5277704760000002,1.7913563025,-0.007822717,-1.6668744125,1.69814819,-1.0519624685,-1.5914595435,-1.5887457205,0.004365593,1.2879501515,-0.219948148,-0.48681598000000004,-1.0571752005
ecoli_00487,-12.1032391521,-3.858757151,-1.113655764,-2.307224607,1.6047354255,-0.7620316890000001,-2.3353026635,-0.02099361,0.4018343935,-0.6531415895,1.1254918015,-8.931931499000001,1.2463854435,0.389446909,0.858421713,1.0500784365
ecoli_00488,-12.44325344,-4.127188509,-1.286862524,-1.6978051870000002,1.6427557225,-0.673679388,-2.4383833405,0.051601640000000004,0.5339227725,-0.9015589905,1.1849148595,-8.931931499000001,1.3007696795,0.312737182,0.9214160130000001,1.0538509395
ecoli_00489,-9.1170957697,-3.26545385,-0.130483775,0.6297768300000001,0.2687884645,0.09179587800000001,-0.8324493465,0.34237327,0.8504383705,0.7284750065000001,0.9924813635,-8.931931499000001,0.9851667795000001,0.271168191,0.6655188230000001,0.31120883450000003
ecoli_00490,-9.867660184,-2.760370035,-0.11948199500000001,0.707330047,0.2005404995,0.15456856700000002,-0.7405855985,0.37001703,0.8463805055,1.3114851185,1.0469467445,-8.633433781,1.0537978405,0.448454709,0.700550933,0.5188272075
ecoli_00491,-8.5494998165,-2.172382247,-1.008928745,-2.15748867,0.1217357755,-0.098349246,0.1181807655,0.52794562,1.8081013344999999,1.1707289055,0.8747017505,0.12803272100000002,0.8505845595,-0.11827577900000001,0.536767573,0.3671250425
ecoli_00492,-7.5345499145,-1.791879716,-1.091690486,-2.451951053,0.2571047255,-0.111370168,0.0522445325,0.51811106,1.8681857005,1.3364399035,0.8928557565,0.16423220500000002,0.8396459505,-0.240078747,0.5696375730000001,0.6550257615
ecoli_00493,-11.729863855,-3.950222483,-0.38165406500000004,-0.311587902,0.5563111775,0.539533901,0.6006847915,0.6172066700000001,1.3652575355,-0.3045331545,0.3764783115,0.40354764800000004,1.4084771345,2.020341655,0.833890483,0.5490977045000001
ecoli_00494,-11.781423523299999,-3.832605414,-0.349034975,-0.15210479999999998,0.4465312085,0.5818603840000001,0.5389860565,0.6346432200000001,1.4297975085,-0.4912190645,0.3439924005,0.46797068700000005,1.4329714315,2.112470233,0.8158754130000001,0.6589790555
ecoli_00495,0.2561548849,0.8219461290000001,1.455038345,2.608841614,1.9788640545,0.255113911,1.2712289485000001,0.48516773,-1.0841864905,1.2314180035,-0.9376892865,0.07849613600000001,0.4709874705,0.9513496250000001,-0.04219238,-0.0695015915
ecoli_00496,0.7537323488000001,0.9480362550000001,1.366600795,2.5608305170000003,1.9266715065,0.256362835,1.3044579354999999,0.49623364000000003,-0.5982222815,0.9181468955000001,-0.7406080245000001,-0.0037924060000000003,0.5320828165,0.6013059620000001,-0.041591509000000006,-0.4034775425
ecoli_00497,7.5819677789,3.411858096,1.232707105,2.825704391,0.8106354555,-0.609923591,0.5892497935000001,0.47949135,-0.8308932695,1.3471814825,-1.3288956045,-0.722598586,0.5035477225,0.2725467,-1.18682151,-1.2595766355
ecoli_00498,7.8438189566,3.287245401,1.196058335,2.7833040220000003,0.8401648025,-0.609566355,0.6552902615,0.435488,-0.8956501005,1.2048390995,-1.3977506645,-0.64359844,0.46364937450000004,0.22382811,-1.187464975,-0.6736891025
ecoli_00499,-1.3247622876,-0.09528212900000001,0.32144473500000004,1.334682761,2.7638403775000002,-0.14207666200000002,1.5404742575,-0.14088623,-0.9290519215,0.18919562750000002,-0.5887920295,0.012610185000000001,-0.1864242575,0.15183004,-0.09970663,-0.0167637515
ecoli_00500,-1.1147016342,-0.224016565,0.254998695,1.269173021,2.7020205195,-0.19695695700000002,1.5434065145,-0.16340733000000002,-0.5404759295,0.3304856885,-0.6511352485,0.026806490000000002,-0.16031311550000002,0.160550462,-0.12142913200000001,0.2167247615
ecoli_00501,-12.2791747085,-4.30470573,-0.34763808500000004,-1.6155686880000002,0.2782164945,-0.34910445900000003,0.2924506155,0.40600823,1.4659661465,3.8351030525,0.4310718155,0.081837774,1.2643474895,-0.047598481000000005,0.733850203,0.6955779435
ecoli_00502,-13.1582198136,-4.985356007,-0.33729100500000003,-1.263392638,0.2196321815,-0.298658627,0.35722952350000003,0.46997409,1.5761790195,4.0269583685,0.4800872685,0.17432487400000002,1.3263154475,0.27141084,0.730520613,1.0237286435
ecoli_00503,-12.9212373086,-3.793036616,-0.748208975,-1.645625351,1.2098398975,-0.445978906,-1.2254500675,-0.58603246,1.2835935395,0.6497213665,1.0921585605,0.695437795,1.1290305725,0.377116029,0.575463063,0.4830401295
ecoli_00504,-13.4394465523,-3.751875741,-0.77338142,-1.3148006460000001,1.2412579305,-0.35864126700000004,-1.1469515375000001,-0.70255185,1.2958843795,0.24362612050000002,0.9909839125000001,0.629054686,1.0116622245,0.33675086800000004,0.539484413,0.6924758175
ecoli_00505,-8.4172019576,-2.683574148,0.7751741050000001,0.7983344090000001,1.3151694205,0.109667686,-0.6381669165,1.2011202,0.48934438550000003,4.2338851075,0.0047461995,0.21410632200000002,0.3560970015,0.274779382,0.9893765630000001,-0.2237215415
ecoli_00506,-8.9084033335,-2.359149888,0.778722075,0.8102991930000001,1.3359578475,0.13041708600000002,-0.5979516185,1.26498694,0.5260048055000001,4.2675199555,0.1492379845,0.283536971,0.2701819985,0.011875473000000001,1.092255943,-0.3757952925
ecoli_00507,-4.5699300778000005,-2.010671537,0.017340905,-0.551415014,-0.2030417555,0.19330223700000002,-0.19924188750000002,0.40492605,0.6138630165,3.7515275225,-0.16590414350000002,-0.021754969000000002,0.3613296965,-0.039396772000000004,0.649175273,-0.40561375650000003
ecoli_00508,-3.8057910172,-0.874656765,0.268100265,-0.49918933,-0.0891274695,0.13087804,-0.22865171050000002,-0.053889610000000004,0.5151065085000001,3.6260127525,-0.0736678875,-0.13957581500000002,0.1628406355,-0.049808955,0.406217943,-0.3588177305
ecoli_00509,-4.3164704065,-1.125851303,0.29628289500000005,-0.640342113,0.1228383095,0.127768762,-0.2668475185,0.01586921,0.5663617435,4.3817252365,-0.0815533715,-0.050478113000000005,0.5025087195,-0.177304771,0.574315623,-0.5022625645000001
ecoli_00510,-4.3183136509,-1.052643603,0.39963469500000004,-0.6067643650000001,0.13683676150000001,0.137277629,-0.2181433915,0.0448398,0.26527018950000003,4.3960935755,-0.1015387645,-0.085245031,0.3621689205,-0.066162437,0.6016396030000001,-0.2686059215
ecoli_00511,-6.4252309239,-3.141230355,0.076579375,-1.591413661,1.5999298685,0.140371291,-1.4845850165,1.35846915,-1.1676756715,3.3872718345,-1.0628917865,-0.068340145,1.1372024545000001,-0.312237274,-0.395497808,-1.2396363795
ecoli_00512,-7.0866173637,-3.7305600510000003,0.131004705,-1.656008215,1.6398976835,0.19542098800000002,-1.2272163365,1.3203357900000001,-1.0509975135,3.3226794885,-0.9667578475,0.031402691,1.1375146935,-0.27425499200000003,-0.420119436,-1.0674906845
ecoli_00513,6.2095336594,2.871202178,1.210572895,2.8277313790000003,0.9833954635000001,-0.5108778540000001,0.2377633445,0.34927395,-1.2134914205,0.9613591125000001,-1.5807947135,-0.8292062250000001,0.6819763845,0.5566597440000001,-1.287916309,-1.0215842915
ecoli_00514,6.1152661897,2.940394431,1.222105615,2.852793346,1.1039040445,-0.518242018,0.25094154150000003,0.39115786,-1.0407166445,1.5434002005,-1.6930221545,-0.7122302770000001,0.7392622945,0.503642714,-1.163147485,-0.8718967935
ecoli_00515,-11.9951687896,-4.035931132,-0.7767742820000001,-1.689924762,0.6083395035,0.5655976180000001,0.6183019875,0.36855357,1.0440396185,3.1827354975,0.1924077455,0.24058018,1.2485751345,1.998488391,0.665530193,0.3639174395
ecoli_00516,-12.5378800613,-4.5511575010000005,-0.85283599,-1.9597190850000001,0.6103724625,0.5700599940000001,0.5502897665,0.40012365,1.0639108655,3.0608093955,0.21218892550000001,0.25998171200000003,1.2663755165000001,2.039301619,0.6831118230000001,0.5154355685
ecoli_00517,-8.5122118603,-2.442908599,-0.8659966050000001,-0.18820919500000002,-0.1383084075,-1.202115174,-0.6932741885,0.6429495,-0.0109270245,0.7815395505,-0.3911114745,-0.021277469,-1.5070174564999999,-0.866682194,0.040594261,-0.7244261535000001
ecoli_00518,-8.3189541448,-2.821576349,-0.9510845130000001,-0.996110762,-0.4556264345,-1.167897117,-0.8356279005,0.44969231,0.3330904105,1.2446259465,-0.43659707550000004,-0.009430426,-1.3148047775,-1.354637291,0.219280403,-0.40743535150000004
ecoli_00519,-8.8673456819,-3.775753457,-0.892650067,-2.286586088,0.0249628215,-0.8814448220000001,-1.2190482055,1.01343777,-0.4363379475,0.7099287535000001,-0.9780583065,0.5936617660000001,0.2033678645,-0.513915737,1.110700303,-0.6489760715
ecoli_00520,-8.7148635627,-3.470090263,-0.650211917,-2.256426631,0.0287365355,-0.891367157,-0.7790175675000001,0.99222908,-0.48159731450000004,1.2495242874999999,-1.2340217545,0.459157515,-0.0047898195000000005,-0.419887956,0.843117993,-1.3336099485
ecoli_00521,-8.4684900843,-3.250700273,-0.449078336,-1.902924663,0.0688432905,-0.9051123940000001,-0.5542716405,1.32581989,-0.4384840955,0.5168859895,-1.3495966115,0.699990039,0.3417122735,-0.440001493,0.9049245530000001,-0.6308956505000001
ecoli_00522,-7.5900699197,-3.399534984,-0.756018851,-2.069734199,0.15235798050000002,-0.7879700420000001,-0.4526930555,1.5261695,-0.2307652725,1.0865002785,-1.4567954405,0.577536303,0.0940607615,-0.6953258880000001,1.048487963,-0.8707638775000001
ecoli_00523,-7.6418851649,-3.421299788,-0.9738206110000001,-1.895146304,0.09497317350000001,-0.899996746,-0.8162183645000001,1.32236513,-0.2990979985,0.8466127965,-1.2052133145,0.375263306,-0.3126644155,-0.949999161,0.7018120830000001,-0.5395640815
ecoli_00524,-2.8531033452,-0.734557727,0.609933425,-0.12375849800000001,0.15228352450000002,0.42800838700000005,-0.0786582525,0.75530452,0.24152028150000002,1.5260822885,-0.4323602815,-0.41285797900000004,-0.1706896085,0.501254713,0.40668794300000005,-0.2200063575
ecoli_00525,-2.4054354424,-0.61646702,0.5490627650000001,0.024530451,0.42447699450000004,0.47617093400000005,-0.0231267345,0.84317699,0.3567288805,1.5440190865,-0.3449293645,-0.36004917200000003,-0.19114975350000002,0.7609662930000001,0.36532405300000004,-0.0723041755
ecoli_00526,-1.9877787586000002,-0.219378433,0.20033556500000002,-0.051305321,0.1829912435,0.47473693200000006,0.1302599105,0.79641973,0.5272810895,1.8675549235000002,-0.39805806250000003,-0.5393633830000001,-0.2867428675,0.74684328,0.389190503,-0.0648432225
ecoli_00527,-1.8149770978,-0.36668292300000005,0.21333680500000002,0.021168498,0.3254685275,0.48404715000000004,0.0785012695,0.80001228,0.7338943265,1.6104725485,-0.5212387595,-0.533881135,-0.3781664185,0.544928418,0.43728822300000003,-0.38636376250000004
ecoli_00528,-4.7786144531,-1.221095746,-0.101637155,0.47151840300000003,1.3233272015,-0.479813417,0.6568467115000001,0.31350032,-1.4390674065,-1.2272578915,-1.9343372025,0.063748652,-0.6117768635,0.146866997,-0.610562742,-1.1457373335
ecoli_00529,-5.8119038285,-2.01223911,-0.49744366,-0.212529452,0.8311555575,-0.495651649,0.6771719145,-0.02782439,-0.2092148985,-0.9307789945,-1.5541468725,-0.21617049700000002,-1.1555620115,-0.414691132,-0.773419076,-1.2879657555000001
ecoli_00530,-5.319502245,-2.282905869,-1.24988038,-1.961346384,0.1183081545,-0.9239944550000001,-0.3124927015,0.08685863,-1.3476262195,-0.8799706985,-0.8570549475,-0.142263476,-1.3528194345,-0.245212426,0.051653856000000005,-1.6520848675000002
ecoli_00531,-6.6333694421,-2.294440552,-1.09819233,-1.705666756,0.3084357095,-1.206890846,0.40784973950000003,-0.49775873000000004,-0.8843755865,-0.7732357495000001,-1.4953728025,-0.278357764,-2.0293701275,-1.012897902,-0.9425002680000001,-1.3304971134999999
ecoli_00532,-7.6631743707,-2.005864783,-0.10574536500000001,-2.328883582,0.3673681145,0.67650786,-0.3467192765,1.42443941,0.029076959500000003,5.6159504315,-1.0952503085,-0.37884367,-0.2719681185,0.522306964,0.7026568830000001,-0.8925485875
ecoli_00533,-7.5950133513,-2.184226927,-0.101382835,-1.936815911,0.3618091865,0.598707027,-0.3047829195,1.49155281,0.39298991050000004,6.0177609035,-1.1767499755,-0.40781088800000004,0.057455609500000004,0.749005441,0.947477173,-0.5985171905000001
ecoli_00534,-7.5850345881,-2.030831084,-0.140543905,-2.15661551,0.1207694185,0.707362979,-0.2759247245,1.44866504,0.1044989585,5.6069174115,-0.9968852115000001,-0.383486733,-0.2639019815,0.5485794420000001,0.7939082030000001,-0.7912394795000001
ecoli_00535,-8.0330222166,-1.918955923,-0.151116715,-1.954894628,0.4854535635,0.5394957330000001,-0.25460454650000003,1.62702083,0.5323850775,6.2252262985,-1.1407109545,-0.49066369200000004,0.1207821595,0.689688222,1.056964733,-0.4993506045
ecoli_00536,-7.2357621325,-2.774873016,-0.28454211500000004,-0.6554232170000001,-0.1448262195,-0.26115176900000003,-0.4233562355,0.54081377,-1.0299892535,0.3031336745,-1.2742185335,-0.335632949,-0.5262212645000001,-0.026603862000000002,-0.24247490100000002,-1.3386039825
ecoli_00537,-7.1527598689,-2.164098639,-0.218709975,-0.064594703,-0.12918387950000002,0.062697457,-0.3372480215,0.48600325,-1.1953058485,0.9870909485,-1.0188741495,-0.20133066900000002,-0.4933480465,0.225325249,-0.20438087800000002,-1.0540548455
