,A,Fnr,DcuR,NarL
fur__delfur_dpd__2,0.0817238238,-0.349967695,-0.385742849,0.6053562415
fur__delfur_fe2__1,-3.0257670873,-0.27282969900000004,0.059869491000000004,0.22929593850000002
fur__delfur_fe2__2,-2.9696808529,-0.26540585,0.0034587460000000004,0.3102063565
acid__wt_ph5__1,1.7593785693,-0.524846931,-0.246242814,0.7226422635
acid__wt_ph5__2,1.5475754498,-0.539491976,-0.377738778,0.6039874685000001
acid__delgadx_ph5__1,2.3426412976,-0.480809823,-0.23745754200000002,0.7064404205
acid__delgadw_ph5__1,1.7468601932,-0.5694477410000001,-0.12282047900000001,0.6671839155
acid__delgadw_ph5__2,1.9140372013,-0.545782447,-0.29174192200000004,0.6889960855
acid__delgade_ph5__1,1.9301864234,-0.49659595500000003,-0.23426465800000001,0.4548568885
acid__delgade_ph5__2,1.7280756682,-0.5235996460000001,-0.22256488600000002,0.44526442450000003
oxidative__wt_pq__1,0.1785784728,-0.277983604,-0.322704017,1.1253454755
oxidative__wt_pq__2,0.5751434401000001,-0.403604734,-0.24454102,1.2190429045
oxidative__deloxyr_pq__1,0.2372831988,-0.117314808,-0.165323286,1.0256380375
oxidative__deloxyr_pq__2,0.2008118988,-0.052995724,0.065657331,1.1128686855
oxidative__delsoxr_pq__1,-0.4238093054,-0.46957113400000006,-0.274431839,0.8344043915
oxidative__delsoxr_pq__2,0.07124224900000001,-0.475574296,-0.270669357,0.8354505565
oxidative__delsoxs_pq__1,0.2379192105,-0.138763319,-0.2475268,1.2055026185
oxidative__delsoxs_pq__2,0.011410656,-0.142115652,-0.21574715800000002,1.1488311055
nac_ntrc__wt_csn__1,0.0911936461,-0.158711963,-0.442257212,-0.0734486025
nac_ntrc__wt_csn__2,0.4316890916,-0.20401648900000002,-0.332125783,-0.1056086415
nac_ntrc__wt_cytd__1,0.7397822861000001,-0.22330206500000002,-0.37106638000000003,0.0931236545
nac_ntrc__wt_cytd__2,0.9117114921,-0.148782092,-0.404882935,0.11562003450000001
nac_ntrc__wt_gln__1,1.7885033146,-0.133928986,-0.063349185,0.3107882125
nac_ntrc__wt_gln__2,1.5808445255999999,-0.07252378100000001,-0.30244039300000003,0.4495536755
nac_ntrc__bw_delnac_csn__1,1.5680260910000001,-0.17298681200000002,-0.207699513,0.24024664550000002
nac_ntrc__bw_delnac_csn__2,2.2049229174000002,-0.207335707,-0.16574259300000002,0.1500497735
nac_ntrc__bw_delnac_cytd__1,2.2971531034,-0.39908493100000003,-0.21190674,0.4465692275
nac_ntrc__bw_delnac_cytd__2,2.6075950662,-0.458070531,-0.17788467800000002,0.46664448950000004
nac_ntrc__bw_delnac_gln__1,1.8915888495000002,-0.387752121,-0.072238328,0.6344954095
nac_ntrc__bw_delnac_gln__2,1.3441278905,-0.318289392,-0.431279944,0.6517965395
nac_ntrc__bw_delnac_nh4__1,0.9008103298000001,-0.40746298400000003,-0.177367764,0.0492521515
nac_ntrc__bw_delnac_nh4__2,1.1823078605,-0.431925496,-0.186305994,0.0915861905
misc__wt_no_te__1,-1.1536147962,-0.574722853,-0.015019764000000001,0.8055963485000001
misc__wt_no_te__2,-1.2109854599,-0.434576408,0.020229795000000002,0.7341074955
misc__bw_delcbl__1,1.3049246108,-0.544797561,-0.154843046,0.0352814555
misc__bw_delcbl__2,0.8901027170000001,-0.510121476,-0.199545055,0.0774423845
misc__bw_delfabr__1,1.2158508675,-0.54688357,-0.10974463300000001,-0.1645777105
misc__bw_delfabr__2,1.1040369248,-0.5969020620000001,-0.191205501,-0.3014689525
misc__bw_delfadr__1,1.0109679012,-0.631839469,0.041165432,0.022761246500000002
misc__bw_delfadr__2,0.6375769225,-0.5991148660000001,-0.022553743,0.0806304085
misc__nitr_031__1,2.9407589281,-0.44621574300000005,-0.179297132,0.3691834525
omics__wt_glu__1,0.6284783291,0.683629718,0.240922142,0.4817487815
omics__wt_glu__2,0.6438026645,0.7885854680000001,0.330356841,0.39338119250000003
omics__wt_gly__1,1.6627346368,0.206760041,-0.131118739,-0.050986039500000004
omics__wt_gly__2,1.236726437,0.183314323,0.125714394,-0.0231099835
omics__wt_thr__1,6.8253951383,-0.542585261,0.928555911,0.5990756295
omics__wt_thr__2,8.1866636013,-0.607156115,1.032141257,0.5218365345
omics__bw_ac__1,3.0319812329,0.045715161000000004,1.243187091,-0.5340536035
omics__bw_ac__2,3.3248230005,0.09762738400000001,1.3029602,-0.4149396495
omics__bw_fum__1,5.2475878682,-0.18848155800000002,0.8833277270000001,-0.8381361135000001
omics__bw_fum__2,4.9592196564,-0.242270962,0.8675228380000001,-0.9121125335
omics__bw_glc__1,0.2751567151,-0.234511247,-0.14134137300000002,-0.3513240925
omics__bw_glc__2,0.3968071533,-0.20882609800000002,-0.0008300120000000001,-0.4675586545
omics__bw_pyr__1,0.9682049235,0.087242941,0.7973150290000001,-1.2049065185
omics__bw_pyr__2,1.8810823698,0.022124095,0.81597692,-0.5649073275000001
ompr__wt_nacl__1,2.6631508809,-0.769651592,-0.49569418600000004,0.5331391285
ompr__wt_nacl__2,2.533052103,-0.646367331,-0.583170939,0.5641948175
ompr__bw_delompr_nacl__1,5.8859623533,-1.035417797,-0.899037013,0.0735496395
ompr__bw_delompr_nacl__2,6.0532139695,-0.98364399,-1.081420255,0.0569492185
minspan__wt_ade__1,3.8413292358,-0.57964238,0.039962499000000005,0.4253597615
minspan__wt_glc__1,2.2930557969,-0.946672155,-0.275145568,-0.1002218485
minspan__wt_glc__2,1.5874433857999999,-0.70245124,-0.256457044,-0.034828066500000004
minspan__wt_glc__3,2.2385188751,-0.6560544730000001,-0.21510563900000002,-0.12163705150000001
minspan__wt_glc_anaero__1,13.605182254,-1.37524121,-0.0035560020000000004,-0.1538379885
minspan__wt_glc_anaero__2,14.5532865784,-1.519285843,0.16544,-0.3679211925
minspan__wt_trp__1,18.5903634032,-1.857965349,0.8150417040000001,0.41213246950000004
minspan__bw_delcra_glc__1,15.656062226,-1.7740696470000001,0.195891164,0.3630780825
minspan__bw_delcra_trp__1,17.3043388344,-1.679262271,0.6435446930000001,0.6441685145
minspan__bw_delmntr__1,16.6012544323,-1.5296943330000001,0.292770403,-0.10895602950000001
minspan__bw_delnac_ade__1,2.3365894183,-0.241030033,-0.38942479300000005,0.0731933895
minspan__bw_delnac_glc__1,1.269237567,-0.724032275,-0.053579841,-0.1866494685
cra_crp__wt_ac__1,2.8426848063,0.563029258,1.250114784,0.10308692950000001
cra_crp__wt_ac__2,2.7814910454,0.5452901480000001,1.2509132649999999,0.1824106645
cra_crp__wt_fru__1,0.9743970004,0.5749984380000001,0.64406612,0.2525159455
cra_crp__wt_fru__2,0.2144454638,0.562240048,0.525174875,0.17281035050000002
cra_crp__delcra_ac__1,-0.6914025173,-0.350516384,0.886406048,0.09591121550000001
cra_crp__delcra_ac__2,-0.5202427338,-0.297698038,0.83964022,-0.0514662735
cra_crp__delcra_fru__1,-1.3175178816,-0.48628780600000004,-0.041222504,0.4381540525
cra_crp__delcra_fru__2,-1.2618816417,-0.53814686,0.046604251000000006,0.5490068335
cra_crp__delcra_glc__1,1.3035071941,-0.5029783950000001,-0.122549666,0.2574579395
cra_crp__delcra_glc__2,0.4966604697,-0.572787414,-0.11754520600000001,0.2698259865
rpoB__wt_031__1,4.7804899847,-0.43926326200000004,0.47637774200000005,-0.34158132950000003
rpoB__wt_044__1,3.1970847364,-0.355462483,-0.33991181400000003,0.11219308750000001
rpoB__wt_lb__1,7.8929025837,-0.431275444,1.033494699,0.5881046485
rpoB__wt_lb__2,7.7813806637,-0.47569201600000005,0.8918084980000001,0.4456274495
rpoB__rpoBE546V_031__1,2.5853757968,-0.21907488400000003,0.29287954800000005,-0.1044784755
rpoB__rpoBE546V_044__1,2.5601623392,-0.29527451800000004,0.15449003900000002,-0.08270643450000001
rpoB__rpoBE546V_lb__1,7.7573075686,-0.177257513,0.610502944,0.39067970550000003
rpoB__rpoBE546V_lb__2,7.9171456875,-0.18967989200000002,0.623598834,0.44091671450000003
rpoB__rpoBE546V_glc__1,0.8624468538000001,-0.139703868,-0.32277804,-0.3587007085
rpoB__rpoBE672K_glc__1,-0.1624226443,-0.21448740600000002,-0.8138348940000001,-0.8582225215
rpoB__rpoBE672K_glc__2,0.0047189269,-0.21332366900000002,-1.09269995,-0.6973849045
rpoB__rpoBE672K_lb__1,7.5639372857,-0.31724649200000005,-0.266878751,0.1259900365
rpoB__rpoBE672K_lb__2,7.6911551304,-0.309938502,0.1714359,0.1534925995
crp__wt_fru__1,0.8186058308,-0.222994296,0.067793276,-0.4725241865
crp__wt_glyc__1,1.7562269719999999,-0.174284776,0.436868686,-0.4338023085
crp__wt_glyc__2,1.4324230633,-0.089958595,0.5220344490000001,-0.4517896045
crp__delar1_glyc__1,6.8541779306,-1.2857264019999999,0.319809092,0.7869022915
crp__delar1_glyc__2,12.0731012388,-1.501529713,0.628647187,1.0605303565
crp__delar1ar2_glyc__1,0.9852785898,-0.155629982,0.148088814,0.4460130265
crp__delar1ar2_glyc__2,1.0632718747,-0.114934488,0.07727449,0.4088875745
crp__delar1ar2_glyc__3,0.8588417373,-0.147109753,0.189557521,0.49741272750000004
crp__delar2_glyc__1,12.5452297642,-1.271483779,1.373128257,1.2369219455
crp__delar2_glyc__2,12.1868524019,-1.177351436,1.300700371,0.8874602845
crp__delar2_glyc__3,11.8911375772,-1.174853432,1.380597198,1.0767604395
crp__delcrp_fru__1,2.4335042511,-0.24670364600000003,-0.5149358460000001,0.5996688085
crp__delcrp_fru__2,3.2173335279,-0.217710901,-0.46806691600000006,0.5703166005
crp__delcrp_fru__3,2.33248455,-0.34636329800000004,-0.334886634,0.5036175315
crp__delcrp_glc__1,3.0842542992,-0.14795257,-0.24859429,0.2273135155
crp__delcrp_glc__2,2.6420654735999998,-0.13383598800000002,-0.42820187200000004,0.3345255855
crp__delcrp_glc__3,2.4192962497,-0.24589322600000002,-0.11489389700000001,0.4058469045
crp__delcrp_glyc__1,1.2055266855,-0.17621799900000001,-0.301461334,0.45000584450000003
crp__delcrp_glyc__2,1.5788118255999999,-0.25661334,-0.5001755990000001,0.3381277485
crp__delcrp_glyc__3,1.2540302482999999,-0.279568501,-0.23926101400000002,0.4754143025
glu__glu_ale3__1,11.9869380644,-1.531208371,-2.068450335,-0.44286999250000003
glu__glu_ale4__1,1.2113593612,-0.333096123,-0.7282920260000001,-0.24612490250000002
glu__glu_ale5__1,1.3913397553,-0.77865494,-0.850714947,-0.6606236855000001
glu__glu_ale6__1,-0.27647552470000003,-0.12059369700000001,-0.874771202,-0.7887084075
glu__glu_ale8__1,15.8397836518,-1.378413375,-0.58487047,0.2722742915
glu__glu_ale9__1,6.9557479643,-0.7807343670000001,-0.8382026850000001,-0.2739036005
glu__glu_ale10__1,11.0640106042,-1.360002336,-2.046019455,-0.7454388865
42c__wt_42c__1,4.3071035848,-1.014558191,-0.173671512,-0.06704781850000001
42c__42c_ale1__1,20.2467039688,-1.871778225,0.27585057700000004,0.1811508085
42c__42c_ale2__1,0.6073155915,-0.44312802300000004,-0.6296499160000001,-0.33061188150000004
42c__42c_ale3__1,1.2890541516,-0.17273049999999998,0.11650640100000001,-0.1838051575
42c__42c_ale4__1,3.4055008972,-0.320755442,-0.39843259000000003,0.4484809985
42c__42c_ale5__1,0.4317431675,-0.527302844,-0.124352925,0.3130631115
42c__42c_ale6__1,21.2253710197,-1.720490645,0.272798751,-0.0491828225
42c__42c_ale8__1,10.2175768174,-0.7990813750000001,0.400452694,-0.0929014225
42c__42c_ale9__1,0.43861731740000004,-0.447372739,0.12075643100000001,-0.057507773500000005
42c__42c_ale10__1,12.6516236986,-0.9696312210000001,0.667806562,-0.0087915435
ssw__wt_ac__1,1.2817565854000001,-0.80825286,0.21035292600000002,-0.8583090595
ssw__wt_glc__1,0.8099296686,-0.249604124,-0.250055313,0.0038348415
ssw__wt_glyc__1,12.600177502,-0.396644965,0.156239278,-0.7905101045
ssw__wt_xyl__1,9.4680627842,0.21574725800000003,-0.102349614,-0.6531480725000001
ssw__glc_ale1__1,5.7700532075,-0.46381721600000003,-0.138298375,-0.5733266405
ssw__glc_ale2__1,14.0843628043,-1.5070222580000001,-0.337480304,-0.3617682765
ssw__glc_ale3__1,17.0132342769,-1.237537221,-0.452227466,-0.3872335415
ssw__glyc_ale1__1,7.5332960633,-0.391325409,-0.019306623000000002,-0.0020606385000000002
ssw__glyc_ale2__1,17.1019264687,-1.29649857,-0.466136835,-0.3970384555
ssw__xyl_ale1__1,4.8604453759,-0.9544926520000001,0.23697695600000002,-0.6818209105
ssw__xyl_ale2__1,1.4826345139,-0.635754672,0.28507962800000003,-0.3424025365
ssw__xyl_ale3__1,2.3357087368,-0.9828595450000001,0.10096194400000001,-0.08376697150000001
ssw__glc_ac_ac2__1,20.0447148968,-2.294399248,0.08346938200000001,-0.4176094645
ssw__glc_ac_glc1__1,1.3832892572,-0.356102436,0.245158373,-0.8176861595
ssw__glc_glyc_glc__1,9.4315466029,-1.465999144,-0.332014303,-0.3219710435
ssw__glc_glyc_glyc__1,1.1545048871,-0.580660179,0.175780331,-0.3884504295
ssw__glc_xyl_glc__1,10.6983196633,-1.242127184,-0.783206578,-1.3542981185
ssw__glc_xyl_xyl__1,-0.41130511820000004,-0.7752710380000001,-0.7748304540000001,-0.40380162550000004
ica__wt_glc__1,-0.42249145660000004,-0.7268877690000001,-0.8337057120000001,-1.2482984155
ica__wt_glc__2,-0.0940916532,-0.769908319,-0.807027951,-1.0586845325
ica__wt_glc__3,0.18311815,-0.5550889640000001,-0.41559781500000004,-0.7520441115000001
ica__wt_glc__4,-0.766226688,-0.70189007,-0.501071394,-0.8188419215
ica__arg_sbt__1,3.979468444,-0.9857155870000001,-0.117814871,-0.28634103850000003
ica__arg_sbt__2,3.2256211553,-0.8052297820000001,-0.23260277000000001,-0.46801940750000004
ica__cytd_rib__1,5.6075174061,-0.643594239,0.767119938,-0.4358049355
ica__cytd_rib__2,5.4042025874,-0.6875447610000001,0.737311134,-0.6309743795
ica__gth__1,3.1524001819,-0.814034076,-1.204511177,-0.7184819785000001
ica__gth__2,2.9078548617,-0.919774324,-0.8895719230000001,-0.7504386355
ica__leu_glcr__1,0.4258633021,-0.538158396,-0.48488932100000004,-0.5791105415000001
ica__leu_glcr__2,0.13012629650000002,-0.539788284,-0.44883307600000005,-0.6834166565
ica__met_glc__1,1.1581542529,-0.73392979,-0.8577644750000001,-0.9902756455
ica__met_glc__2,1.0228984121,-0.730469433,-1.037828241,-1.2867556815
ica__no3_anaero__1,2.1233130091,-0.799681293,-1.511290604,-0.3241168155
ica__no3_anaero__2,1.8011011251,-0.764805285,-1.969692602,-0.5466204945
ica__phe_acgam__1,-0.3541483831,-0.558335586,-0.42395984200000003,-0.9350117725
ica__phe_acgam__2,-0.0858749733,-0.491804536,-0.55307478,-1.1942437415
ica__thm_gal__1,0.7755469758,-0.620650347,0.037489336000000005,-0.010120483500000001
ica__thm_gal__2,1.4937889402,-0.6047507440000001,-0.005239173000000001,0.0502045135
ica__tyr_glcn__1,0.2067642589,-0.603412708,-0.347354624,-0.5662972535
ica__tyr_glcn__2,0.4215594875,-0.601450473,-0.40120341600000003,-0.4109628755
ica__ura_pyr__1,0.3676732668,-0.589455429,-0.128074731,-0.8255950735
ica__ura_pyr__2,0.6407758035000001,-0.5449526920000001,0.046065220000000004,-0.8005288575
ica__wt_glc__5,3.4024543909,-0.6705241160000001,-0.365705673,-0.5925904435
ica__wt_glc__6,3.4273493509,-0.606799751,-0.48185390400000006,-0.5365248515000001
ica__bw_delpurR_cytd__1,1.7433806028,-0.719011072,-0.48091763600000004,-1.1503003825
ica__bw_delpurR_cytd__2,-0.9835038796000001,-0.696804961,-0.653196412,-1.1125573585
ica__ade_glc__1,-1.2174667304,-0.670683031,-0.45220863200000005,-0.9379271885
ica__ade_glc__2,0.6077195843000001,-0.7218945370000001,-0.5327617880000001,-0.8743913925000001
ytf__wt_glc__1,2.4500393143,-1.016246127,-0.46353286800000004,-0.1235732125
ytf__wt_glc__2,4.3886875132,-1.308233625,0.013526993000000001,-0.1596593185
ytf__delyafC__1,16.6843258775,-1.716427353,0.23069973800000002,0.8482297725
ytf__delyafC__2,16.0009647067,-1.621011786,0.151431056,0.7273271895000001
ytf__delyeiE__1,6.2911455878,-0.146112814,0.382881236,0.41058923350000004
ytf__delyeiE__2,6.57770702,-0.43263766000000003,-0.001200329,-0.0558596805
ytf__delyiaJ__1,17.8941477382,-1.55639051,0.21616265,0.4325330855
ytf__delyiaJ__2,13.8636258438,-0.8717574610000001,0.314191949,0.5352296385
ytf__delyieP__1,14.2580310305,-1.347170503,0.658975914,0.19399182650000002
ytf__delyieP__2,12.2304457039,-1.305195932,0.414023809,0.1367943195
ytf__wt_ph5__1,1.9948512530000002,-0.557043083,0.015389759000000001,-0.21598817950000002
ytf__wt_ph5__2,1.3372761401,-0.5606580010000001,-0.242047525,-0.19248613750000002
ytf__wt_ph8__1,-0.354609173,-0.5787427820000001,-0.43602525200000003,-0.3599539395
ytf__wt_ph8__2,-0.8963812914,-0.39573632200000003,-0.112743932,-0.2743148415
ytf__delybaO__1,17.8120695755,-1.65527256,0.43465229800000005,0.4246207255
ytf__delybaO__2,17.1665045054,-1.4105320030000001,0.6635627390000001,0.5214714285000001
ytf__delybaQ__1,0.6459389297,-0.606795733,-0.136463939,-0.2681458605
ytf__delybaQ__2,0.4387351384,-0.583630595,-0.46853771200000005,-0.21411547350000001
ytf__delybiH__1,4.1898844095,-0.978089003,-0.169898775,-0.0217948335
ytf__delybiH__2,11.4349031205,-1.476111577,0.179526234,0.2051017055
ytf__delydcI_ph5__1,1.57016094,-0.604571167,-0.332875531,-0.32284780550000003
ytf__delydcI_ph5__2,1.7108418603,-0.61283708,-0.410838641,-0.4355703905
ytf__delydcI_ph8__1,-2.2199415171,-0.49415536200000004,-0.211921729,-0.2306572785
ytf__delydcI_ph8__2,-0.8226611614,-0.629762844,-0.48603780500000004,-0.3051913155
ytf__delyddM__1,3.0073776991,-0.522693497,-0.262365838,0.11745116450000001
ytf__delyddM__2,2.385908697,-0.42543202100000005,-0.10420929999999999,0.0758394365
ytf__delyheO__1,17.6321189412,-1.821853724,0.23594641100000002,0.38703935850000004
ytf__delyheO__2,17.4194421362,-1.82958307,0.35667241600000005,0.35883767850000003
fps__bw_glc__1,-0.3466492089,-0.6606700440000001,-0.37886809600000004,-0.7943733425
fps__bw_glc__2,-0.7118980607000001,-0.7722607140000001,-0.25534307,-0.6581343165
fps__fps_thrA_ale1__1,-0.0441394993,-0.567476288,-0.373901448,-0.2444576485
fps__fps_thrA_ale1__2,-0.0743538747,-0.710008164,-0.37181484600000003,-0.22257904050000002
fps__fps_thrA_ale2__1,-0.1351150457,-0.708427322,-0.42532531900000003,-0.3165566975
fps__fps_thrA_ale2__2,-0.2801115078,-0.674129635,-0.531687153,-0.23308080650000002
fps__fps_serB_ale1__1,0.0925698563,-0.747203834,-0.38573038,-0.4218224655
fps__fps_serB_ale1__2,-0.3149086957,-0.6559473680000001,-0.310603061,-0.2425066065
fps__fps_serB_ale4__1,0.3050503021,-1.184646649,-0.40213554100000004,-0.7474121245
fps__fps_serB_ale4__2,-0.3126927281,-1.019253874,-0.23442763300000002,-0.4772296525
fps__fps_ptsI_ale1__1,1.5888276518,-0.9269502930000001,0.058326972000000005,-0.9798916595
fps__fps_ptsI_ale1__2,1.2856434426,-0.8308143870000001,0.138121154,-0.9160638715
fps__fps_ptsI_ale3__1,0.743858576,-0.8180644960000001,0.106598407,-1.0673735245
fps__fps_ptsI_ale3__2,1.3005168578,-0.8140812820000001,0.08675948400000001,-0.9897267365
pal__lyx_ale2_f6__1,2.38641528,-0.499433516,0.771461312,-0.8733868395000001
pal__lyx_ale2__1,2.4164029829,-0.5389567430000001,0.43726602400000003,-0.5212098915
pal__lyx_ale2__2,2.1625297683,-0.523578816,0.487764105,-0.43257182250000004
pal__lyx_ale4__1,1.591881097,-0.7789653710000001,0.339347768,-1.2860029675
pal__lyx_ale4__2,2.413644102,-0.754669546,0.07866358,-0.9581307365
pal__5drib_ale10_f18__1,4.5769864227,-0.858436865,1.524892677,-0.7201649965
pal__5drib_ale10_f18__2,4.4127150015,-0.753607601,1.753527916,-0.6814127945
pal__5drib_ale10__1,3.8938144462,-0.6081119500000001,1.5388726799999999,-0.1758722205
pal__arab_ale14_f9__1,1.3340180689,-0.650729125,-0.018754617,-0.0717088025
pal__arab_ale14_f9__2,1.200810434,-0.579090658,0.103604202,0.0507746345
pal__arab_ale14__1,0.1368472249,-0.56126696,-0.21331374800000003,-0.3184885095
pal__arab_ale14__2,0.3568790177,-0.632727778,-0.43350899,-0.6615002365
pal__arab_ale16__1,0.6156937484,-0.664846897,0.809028811,0.5829491045
pal__arab_ale16__2,0.4923017738,-0.686483075,0.7786511490000001,0.5586155835000001
pal__tartr_ale26_f10__1,7.1106693305,-0.703734273,0.604868724,-0.8698164945
pal__tartr_ale26_f10__2,8.2431577119,-0.660902781,0.43638079,-0.6115317275000001
pal__tartr_ale26__1,6.7582125338,-0.7898414690000001,-0.045565966,-0.7410600385
pal__tartr_ale26__2,6.1886493358,-0.794304505,0.089425036,-0.7062647345
pal__tartr_ale28_f10__1,5.6575202491,-0.6169361680000001,0.451168391,-0.7938215305
pal__tartr_ale28_f10__2,5.4993122205,-0.6927632880000001,0.23816171900000002,-0.9818579145
pal__tartr_ale28__1,4.8608380615,-0.7137339220000001,0.070331875,-0.7693066325
pal__tartr_ale28__2,4.3431613225,-0.652156995,0.39510107800000005,-0.8011193075
efeU__delmenFentC_citr__1,2.7154934622,-1.164833993,-0.39218655100000005,-0.09384426450000001
efeU__delmenFentC_citr__2,4.2254019958,-1.284891394,-0.5355198090000001,-0.21179274550000002
efeU__delmenFentC__1,-0.8367117134000001,-0.5161069770000001,-0.242549691,0.19650876050000002
efeU__delmenFentC__2,-1.0327878798,-0.5080433480000001,-0.41141040700000003,0.15385049650000002
efeU__menFentC_ale39__1,14.2713638646,-2.10984967,-0.1233046,0.1517904105
efeU__menFentC_ale39__2,15.3866799832,-2.096847789,-0.047961802000000005,0.3921516295
efeU__menFentC_ale29__1,16.6734476326,-2.366996998,-0.3602343,-0.4200080485
efeU__menFentC_ale29__2,16.6097632801,-2.395424304,-0.22002890300000003,-0.5188053045000001
